time,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ETCO2
3514,NaN,NaN,80,16,NaN,86,99,NaN,63,7,141,80,31
3515,NaN,NaN,,,NaN,,,NaN,,,,,
3516,NaN,NaN,81,16,NaN,87,99,NaN,65,7,145,80,31
3517,NaN,NaN,,,NaN,,,NaN,,,,,
3518,NaN,NaN,80,16,NaN,87,98,NaN,63,7,144,80,31
3519,NaN,NaN,,,NaN,,,NaN,,,,,
3520,NaN,NaN,80,16,NaN,86,98,NaN,63,7,143,79,31
3521,NaN,NaN,,,NaN,,,NaN,,,,,
3522,NaN,NaN,80,16,NaN,86,98,NaN,62,7,143,79,31
3523,NaN,NaN,,,NaN,,,NaN,,,,,
3524,NaN,NaN,80,16,NaN,86,98,NaN,62,7,144,79,31
3525,NaN,NaN,,,NaN,,,NaN,,,,,
3526,NaN,NaN,80,16,NaN,86,98,NaN,62,7,144,79,31
3527,NaN,NaN,,,NaN,,,NaN,,,,,
3528,NaN,NaN,79,16,NaN,85,98,NaN,62,7,142,79,31
3529,NaN,NaN,,,NaN,,,NaN,,,,,
3530,NaN,NaN,79,16,NaN,85,98,NaN,63,7,142,79,31
3531,NaN,NaN,,,NaN,,,NaN,,,,,
3532,NaN,NaN,79,16,NaN,85,98,NaN,62,7,142,79,31
3533,NaN,NaN,,,NaN,,,NaN,,,,,
3534,NaN,NaN,80,16,NaN,86,98,NaN,63,7,144,80,31
3535,NaN,NaN,,,NaN,,,NaN,,,,,
3536,NaN,NaN,80,16,NaN,85,98,NaN,62,7,142,80,31
3537,NaN,NaN,,,NaN,,,NaN,,,,,
3538,NaN,NaN,81,16,NaN,86,98,NaN,63,7,145,80,31
3539,NaN,NaN,,,NaN,,,NaN,,,,,
3540,NaN,NaN,81,16,NaN,85,98,NaN,62,7,141,81,31
3541,NaN,NaN,,,NaN,,,NaN,,,,,
3542,NaN,NaN,81,16,NaN,86,99,NaN,63,7,145,81,31
3543,NaN,NaN,,,NaN,,,NaN,,,,,
3544,NaN,NaN,81,16,NaN,85,99,NaN,62,7,142,81,31
3545,NaN,NaN,,,NaN,,,NaN,,,,,
3546,NaN,NaN,81,16,NaN,86,99,NaN,62,7,143,81,31
3547,NaN,NaN,,,NaN,,,NaN,,,,,
3548,NaN,NaN,81,16,NaN,85,98,NaN,63,7,141,81,31
3549,NaN,NaN,,,NaN,,,NaN,,,,,
3550,NaN,NaN,81,16,NaN,85,98,NaN,62,7,143,81,31
3551,NaN,NaN,,,NaN,,,NaN,,,,,
3552,NaN,NaN,81,16,NaN,85,99,NaN,61,7,142,81,30
3553,NaN,NaN,,,NaN,,,NaN,,,,,
3554,NaN,NaN,81,16,NaN,85,98,NaN,61,7,142,80,30
3555,NaN,NaN,,,NaN,,,NaN,,,,,
3556,NaN,NaN,81,16,NaN,85,98,NaN,61,7,142,80,30
3557,NaN,NaN,,,NaN,,,NaN,,,,,
3558,NaN,NaN,80,16,NaN,86,99,NaN,61,7,143,80,30
3559,NaN,NaN,,,NaN,,,NaN,,,,,
3560,NaN,NaN,81,16,NaN,87,98,NaN,63,7,145,80,30
3561,NaN,NaN,,,NaN,,,NaN,,,,,
3562,NaN,NaN,80,16,NaN,86,98,NaN,62,7,143,80,30
3563,NaN,NaN,,,NaN,,,NaN,,,,,
3564,NaN,NaN,80,16,NaN,87,98,NaN,62,7,145,80,30
3565,NaN,NaN,,,NaN,,,NaN,,,,,
3566,NaN,NaN,80,16,NaN,85,98,NaN,60,7,142,79,30
3567,NaN,NaN,,,NaN,,,NaN,,,,,
3568,NaN,NaN,80,16,NaN,84,98,NaN,61,7,143,79,30
3569,NaN,NaN,,,NaN,,,NaN,,,,,
3570,NaN,NaN,80,16,NaN,83,98,NaN,60,7,140,79,30
3571,NaN,NaN,,,NaN,,,NaN,,,,,
3572,NaN,NaN,79,16,NaN,84,98,NaN,60,7,142,79,30
3573,NaN,NaN,,,NaN,,,NaN,,,,,
3574,NaN,NaN,79,16,NaN,82,98,NaN,60,7,138,78,30
3575,NaN,NaN,,,NaN,,,NaN,,,,,
3576,NaN,NaN,79,16,NaN,83,98,NaN,61,7,142,78,30
3577,NaN,NaN,,,NaN,,,NaN,,,,,
3578,NaN,NaN,79,16,NaN,82,98,NaN,59,7,138,78,30
3579,NaN,NaN,,,NaN,,,NaN,,,,,
3580,NaN,NaN,79,16,NaN,83,98,NaN,61,7,140,78,30
3581,NaN,NaN,,,NaN,,,NaN,,,,,
3582,NaN,NaN,79,16,NaN,81,98,NaN,58,7,138,79,30
3583,NaN,NaN,,,NaN,,,NaN,,,,,
3584,NaN,NaN,79,16,NaN,81,98,NaN,59,7,138,78,30
3585,NaN,NaN,,,NaN,,,NaN,,,,,
3586,NaN,NaN,79,16,NaN,82,98,NaN,60,7,139,78,30
3587,NaN,NaN,,,NaN,,,NaN,,,,,
3588,NaN,NaN,79,16,NaN,82,99,NaN,60,7,138,78,31
3589,NaN,NaN,,,NaN,,,NaN,,,,,
3590,NaN,NaN,79,16,NaN,83,99,NaN,62,7,141,79,31
3591,NaN,NaN,,,NaN,,,NaN,,,,,
3592,NaN,NaN,79,16,NaN,83,98,NaN,61,7,140,79,31
3593,NaN,NaN,,,NaN,,,NaN,,,,,
3594,NaN,NaN,80,16,NaN,84,98,NaN,62,7,142,79,31
3595,NaN,NaN,,,NaN,,,NaN,,,,,
3596,NaN,NaN,80,16,NaN,84,99,NaN,62,7,139,91,30
3597,NaN,NaN,,,NaN,,,NaN,,,,,
3598,NaN,NaN,80,16,NaN,85,99,NaN,63,7,143,91,30
3599,NaN,NaN,,,NaN,,,NaN,,,,,
3600,NaN,NaN,80,16,NaN,84,98,NaN,62,7,139,91,30
3601,NaN,NaN,,,NaN,,,NaN,,,,,
3602,NaN,NaN,80,16,NaN,85,98,NaN,63,7,142,80,31
3603,NaN,NaN,,,NaN,,,NaN,,,,,
3604,NaN,NaN,81,16,NaN,84,98,NaN,62,7,139,80,31
3605,NaN,NaN,,,NaN,,,NaN,,,,,
3606,NaN,NaN,81,16,NaN,85,99,NaN,63,7,142,80,31
3607,NaN,NaN,,,NaN,,,NaN,,,,,
3608,NaN,NaN,81,16,NaN,83,99,NaN,61,7,138,81,31
3609,NaN,NaN,,,NaN,,,NaN,,,,,
3610,NaN,NaN,81,16,NaN,84,99,NaN,61,7,140,81,31
3611,NaN,NaN,,,NaN,,,NaN,,,,,
3612,NaN,NaN,81,16,NaN,83,99,NaN,61,7,137,81,31
3613,NaN,NaN,,,NaN,,,NaN,,,,,
3614,NaN,NaN,81,16,NaN,84,98,NaN,62,7,141,80,31
3615,NaN,NaN,,,NaN,,,NaN,,,,,
3616,NaN,NaN,80,16,NaN,84,98,NaN,62,7,141,80,31
3617,NaN,NaN,,,NaN,,,NaN,,,,,
3618,NaN,NaN,80,16,NaN,83,98,NaN,61,7,140,79,31
3619,NaN,NaN,,,NaN,,,NaN,,,,,
3620,NaN,NaN,80,16,NaN,82,98,NaN,59,7,139,80,30
3621,NaN,NaN,,,NaN,,,NaN,,,,,
3622,NaN,NaN,80,16,NaN,81,98,NaN,60,7,136,80,30
3623,NaN,NaN,,,NaN,,,NaN,,,,,
3624,NaN,NaN,80,16,NaN,82,98,NaN,60,7,139,80,30
3625,NaN,NaN,,,NaN,,,NaN,,,,,
3626,NaN,NaN,80,16,NaN,82,98,NaN,59,7,138,80,30
3627,NaN,NaN,,,NaN,,,NaN,,,,,
3628,NaN,NaN,80,16,NaN,83,99,NaN,61,7,142,80,30
3629,NaN,NaN,,,NaN,,,NaN,,,,,
3630,NaN,NaN,80,16,NaN,82,99,NaN,60,7,138,80,30
3631,NaN,NaN,,,NaN,,,NaN,,,,,
3632,NaN,NaN,80,16,NaN,84,99,NaN,61,7,142,80,30
3633,NaN,NaN,,,NaN,,,NaN,,,,,
3634,NaN,NaN,80,16,NaN,83,99,NaN,61,7,138,80,30
3635,NaN,NaN,,,NaN,,,NaN,,,,,
3636,NaN,NaN,80,16,NaN,84,99,NaN,61,7,141,80,30
3637,NaN,NaN,,,NaN,,,NaN,,,,,
3638,NaN,NaN,80,16,NaN,82,98,NaN,60,7,136,80,30
3639,NaN,NaN,,,NaN,,,NaN,,,,,
3640,NaN,NaN,80,16,NaN,82,98,NaN,60,7,137,80,30
3641,NaN,NaN,,,NaN,,,NaN,,,,,
3642,NaN,NaN,81,16,NaN,81,98,NaN,59,7,136,80,30
3643,NaN,NaN,,,NaN,,,NaN,,,,,
3644,NaN,NaN,81,16,NaN,82,98,NaN,59,7,138,80,30
3645,NaN,NaN,,,NaN,,,NaN,,,,,
3646,NaN,NaN,81,16,NaN,82,98,NaN,60,7,138,80,30
3647,NaN,NaN,,,NaN,,,NaN,,,,,
3648,NaN,NaN,81,16,NaN,82,98,NaN,60,7,138,80,30
3649,NaN,NaN,,,NaN,,,NaN,,,,,
3650,NaN,NaN,81,16,NaN,82,99,NaN,61,7,138,80,30
3651,NaN,NaN,,,NaN,,,NaN,,,,,
3652,NaN,NaN,81,16,NaN,82,98,NaN,60,7,138,80,30
3653,NaN,NaN,,,NaN,,,NaN,,,,,
3654,NaN,NaN,81,16,NaN,83,98,NaN,61,7,139,80,30
3655,NaN,NaN,,,NaN,,,NaN,,,,,
3656,NaN,NaN,81,16,NaN,82,98,NaN,60,7,137,80,30
3657,NaN,NaN,,,NaN,,,NaN,,,,,
3658,NaN,NaN,80,16,NaN,82,99,NaN,61,7,140,80,31
3659,NaN,NaN,,,NaN,,,NaN,,,,,
3660,NaN,NaN,80,16,NaN,82,99,NaN,60,7,136,80,31
3661,NaN,NaN,,,NaN,,,NaN,,,,,
3662,NaN,NaN,80,16,NaN,82,98,NaN,60,7,140,79,31
3663,NaN,NaN,,,NaN,,,NaN,,,,,
3664,NaN,NaN,80,16,NaN,80,98,NaN,58,7,134,79,30
3665,NaN,NaN,,,NaN,,,NaN,,,,,
3666,NaN,NaN,80,16,NaN,80,98,NaN,57,7,137,79,30
3667,NaN,NaN,,,NaN,,,NaN,,,,,
3668,NaN,NaN,80,16,NaN,79,98,NaN,57,7,133,79,30
3669,NaN,NaN,,,NaN,,,NaN,,,,,
3670,NaN,NaN,80,16,NaN,79,98,NaN,58,7,135,79,30
3671,NaN,NaN,,,NaN,,,NaN,,,,,
3672,NaN,NaN,80,16,NaN,79,98,NaN,59,6,134,80,30
3673,NaN,NaN,,,NaN,,,NaN,,,,,
3674,NaN,NaN,80,16,NaN,80,98,NaN,59,6,136,80,30
3675,NaN,NaN,,,NaN,,,NaN,,,,,
3676,NaN,NaN,80,16,NaN,80,98,NaN,60,7,135,80,30
3677,NaN,NaN,,,NaN,,,NaN,,,,,
3678,NaN,NaN,81,16,NaN,80,99,NaN,59,7,134,80,30
3679,NaN,NaN,,,NaN,,,NaN,,,,,
3680,NaN,NaN,81,16,NaN,80,99,NaN,60,7,134,80,30
3681,NaN,NaN,,,NaN,,,NaN,,,,,
3682,NaN,NaN,81,16,NaN,80,98,NaN,60,7,134,80,30
3683,NaN,NaN,,,NaN,,,NaN,,,,,
3684,NaN,NaN,81,16,NaN,81,99,NaN,60,7,137,81,30
3685,NaN,NaN,,,NaN,,,NaN,,,,,
3686,NaN,NaN,81,16,NaN,80,99,NaN,60,7,134,81,30
3687,NaN,NaN,,,NaN,,,NaN,,,,,
3688,NaN,NaN,81,16,NaN,82,99,NaN,61,7,138,81,30
3689,NaN,NaN,,,NaN,,,NaN,,,,,
3690,NaN,NaN,81,16,NaN,81,98,NaN,60,7,136,81,30
3691,NaN,NaN,,,NaN,,,NaN,,,,,
3692,NaN,NaN,81,16,NaN,83,99,NaN,61,7,139,81,30
3693,NaN,NaN,,,NaN,,,NaN,,,,,
3694,NaN,NaN,81,16,NaN,82,98,NaN,60,7,136,81,29
3695,NaN,NaN,,,NaN,,,NaN,,,,,
3696,NaN,NaN,81,16,NaN,83,98,NaN,61,7,141,81,29
3697,NaN,NaN,,,NaN,,,NaN,,,,,
3698,NaN,NaN,81,16,NaN,83,98,NaN,61,7,139,81,29
3699,NaN,NaN,,,NaN,,,NaN,,,,,
3700,NaN,NaN,82,16,NaN,85,98,NaN,64,7,142,81,30
3701,NaN,NaN,,,NaN,,,NaN,,,,,
3702,NaN,NaN,82,16,NaN,85,99,NaN,64,7,140,81,30
3703,NaN,NaN,,,NaN,,,NaN,,,,,
3704,NaN,NaN,81,16,NaN,86,99,NaN,63,7,141,81,30
3705,NaN,NaN,,,NaN,,,NaN,,,,,
3706,NaN,NaN,81,16,NaN,84,99,NaN,61,7,140,81,30
3707,NaN,NaN,,,NaN,,,NaN,,,,,
3708,NaN,NaN,81,16,NaN,84,99,NaN,60,7,140,81,30
3709,NaN,NaN,,,NaN,,,NaN,,,,,
3710,NaN,NaN,81,16,NaN,84,99,NaN,62,7,140,81,30
3711,NaN,NaN,,,NaN,,,NaN,,,,,
3712,NaN,NaN,82,16,NaN,83,99,NaN,61,7,138,81,30
3713,NaN,NaN,,,NaN,,,NaN,,,,,
3714,NaN,NaN,81,16,NaN,84,99,NaN,62,7,141,81,30
3715,NaN,NaN,,,NaN,,,NaN,,,,,
3716,NaN,NaN,82,16,NaN,83,99,NaN,60,7,138,81,30
3717,NaN,NaN,,,NaN,,,NaN,,,,,
3718,NaN,NaN,82,16,NaN,83,98,NaN,61,7,140,81,30
3719,NaN,NaN,,,NaN,,,NaN,,,,,
3720,NaN,NaN,82,16,NaN,82,98,NaN,60,7,137,81,30
3721,NaN,NaN,,,NaN,,,NaN,,,,,
3722,NaN,NaN,82,16,NaN,83,98,NaN,62,7,140,81,30
3723,NaN,NaN,,,NaN,,,NaN,,,,,
3724,NaN,NaN,82,16,NaN,82,98,NaN,60,7,136,81,30
3725,NaN,NaN,,,NaN,,,NaN,,,,,
3726,NaN,NaN,82,16,NaN,83,98,NaN,61,7,139,81,30
3727,NaN,NaN,,,NaN,,,NaN,,,,,
3728,NaN,NaN,82,16,NaN,82,98,NaN,61,7,136,81,30
3729,NaN,NaN,,,NaN,,,NaN,,,,,
3730,NaN,NaN,81,16,NaN,82,98,NaN,61,7,138,81,30
3731,NaN,NaN,,,NaN,,,NaN,,,,,
3732,NaN,NaN,81,16,NaN,82,98,NaN,61,7,136,81,30
3733,NaN,NaN,,,NaN,,,NaN,,,,,
3734,NaN,NaN,81,16,NaN,82,98,NaN,60,7,136,81,30
3735,NaN,NaN,,,NaN,,,NaN,,,,,
3736,NaN,NaN,81,16,NaN,81,98,NaN,61,7,135,81,30
3737,NaN,NaN,,,NaN,,,NaN,,,,,
3738,NaN,NaN,81,16,NaN,81,98,NaN,60,7,135,81,30
3739,NaN,NaN,,,NaN,,,NaN,,,,,
3740,NaN,NaN,81,16,NaN,82,99,NaN,61,7,136,79,30
3741,NaN,NaN,,,NaN,,,NaN,,,,,
3742,NaN,NaN,82,16,NaN,81,99,NaN,60,7,134,81,30
3743,NaN,NaN,,,NaN,,,NaN,,,,,
3744,NaN,NaN,81,16,NaN,82,99,NaN,61,7,136,81,30
3745,NaN,NaN,,,NaN,,,NaN,,,,,
3746,NaN,NaN,81,16,NaN,81,98,NaN,60,7,134,81,30
3747,NaN,NaN,,,NaN,,,NaN,,,,,
3748,NaN,NaN,81,16,NaN,82,98,NaN,61,7,137,81,30
3749,NaN,NaN,,,NaN,,,NaN,,,,,
3750,NaN,NaN,82,16,NaN,80,98,NaN,59,7,133,81,30
3751,NaN,NaN,,,NaN,,,NaN,,,,,
3752,NaN,NaN,82,16,NaN,80,98,NaN,60,6,135,81,30
3753,NaN,NaN,,,NaN,,,NaN,,,,,
3754,NaN,NaN,82,16,NaN,80,99,NaN,59,6,132,81,30
3755,NaN,NaN,,,NaN,,,NaN,,,,,
3756,NaN,NaN,82,16,NaN,81,99,NaN,60,6,136,81,30
3757,NaN,NaN,,,NaN,,,NaN,,,,,
3758,NaN,NaN,82,16,NaN,80,99,NaN,59,7,134,81,30
3759,NaN,NaN,,,NaN,,,NaN,,,,,
3760,NaN,NaN,82,16,NaN,81,99,NaN,60,7,136,81,30
3761,NaN,NaN,,,NaN,,,NaN,,,,,
3762,NaN,NaN,82,16,NaN,80,99,NaN,59,7,133,82,30
3763,NaN,NaN,,,NaN,,,NaN,,,,,
3764,NaN,NaN,82,16,NaN,81,98,NaN,60,7,137,82,30
3765,NaN,NaN,,,NaN,,,NaN,,,,,
3766,NaN,NaN,82,16,NaN,81,98,NaN,59,7,134,82,30
3767,NaN,NaN,,,NaN,,,NaN,,,,,
3768,NaN,NaN,82,15,NaN,81,99,NaN,60,7,137,82,30
3769,NaN,NaN,,,NaN,,,NaN,,,,,
3770,NaN,NaN,82,15,NaN,82,98,NaN,60,7,138,82,30
3771,NaN,NaN,,,NaN,,,NaN,,,,,
3772,NaN,NaN,82,15,NaN,81,99,NaN,59,7,135,91,30
3773,NaN,NaN,,,NaN,,,NaN,,,,,
3774,NaN,NaN,82,15,NaN,82,99,NaN,60,7,137,90,30
3775,NaN,NaN,,,NaN,,,NaN,,,,,
3776,NaN,NaN,82,15,NaN,80,98,NaN,59,7,134,88,30
3777,NaN,NaN,,,NaN,,,NaN,,,,,
3778,NaN,NaN,82,15,NaN,81,98,NaN,60,7,135,81,30
3779,NaN,NaN,,,NaN,,,NaN,,,,,
3780,NaN,NaN,82,15,NaN,81,98,NaN,60,7,135,81,31
3781,NaN,NaN,,,NaN,,,NaN,,,,,
3782,NaN,NaN,81,15,NaN,80,99,NaN,59,7,136,81,31
3783,NaN,NaN,,,NaN,,,NaN,,,,,
3784,NaN,NaN,81,15,NaN,79,99,NaN,57,7,132,81,31
3785,NaN,NaN,,,NaN,,,NaN,,,,,
3786,NaN,NaN,81,15,NaN,80,99,NaN,58,7,136,81,31
3787,NaN,NaN,,,NaN,,,NaN,,,,,
3788,NaN,NaN,81,15,NaN,79,99,NaN,58,7,134,81,31
3789,NaN,NaN,,,NaN,,,NaN,,,,,
3790,NaN,NaN,81,15,NaN,80,99,NaN,59,7,138,80,31
3791,NaN,NaN,,,NaN,,,NaN,,,,,
3792,NaN,NaN,81,15,NaN,80,99,NaN,59,7,138,80,31
3793,NaN,NaN,,,NaN,,,NaN,,,,,
3794,NaN,NaN,80,15,NaN,79,99,NaN,58,7,136,80,31
3795,NaN,NaN,,,NaN,,,NaN,,,,,
3796,NaN,NaN,80,15,NaN,78,99,NaN,57,7,131,80,31
3797,NaN,NaN,,,NaN,,,NaN,,,,,
3798,NaN,NaN,80,15,NaN,79,99,NaN,58,7,134,80,31
3799,NaN,NaN,,,NaN,,,NaN,,,,,
3800,NaN,NaN,80,15,NaN,78,99,NaN,57,7,131,80,31
3801,NaN,NaN,,,NaN,,,NaN,,,,,
3802,NaN,NaN,80,15,NaN,79,99,NaN,58,7,134,79,31
3803,NaN,NaN,,,NaN,,,NaN,,,,,
3804,NaN,NaN,80,15,NaN,79,99,NaN,58,7,134,79,31
3805,NaN,NaN,,,NaN,,,NaN,,,,,
3806,NaN,NaN,80,15,NaN,77,99,NaN,56,7,132,79,30
3807,NaN,NaN,,,NaN,,,NaN,,,,,
3808,NaN,NaN,80,15,NaN,76,99,NaN,55,7,128,79,30
3809,NaN,NaN,,,NaN,,,NaN,,,,,
3810,NaN,NaN,80,15,NaN,77,99,NaN,56,8,133,79,30
3811,NaN,NaN,,,NaN,,,NaN,,,,,
3812,NaN,NaN,80,15,NaN,79,99,NaN,57,8,137,79,30
3813,NaN,NaN,,,NaN,,,NaN,,,,,
3814,NaN,NaN,79,15,NaN,81,99,NaN,59,9,143,79,31
3815,NaN,NaN,,,NaN,,,NaN,,,,,
3816,NaN,NaN,79,15,NaN,81,99,NaN,59,9,143,79,31
3817,NaN,NaN,,,NaN,,,NaN,,,,,
3818,NaN,NaN,78,15,NaN,84,99,NaN,59,9,146,78,31
3819,NaN,NaN,,,NaN,,,NaN,,,,,
3820,NaN,NaN,78,15,NaN,83,99,NaN,56,8,144,77,31
3821,NaN,NaN,,,NaN,,,NaN,,,,,
3822,NaN,NaN,77,15,NaN,83,99,NaN,58,8,144,77,31
3823,NaN,NaN,,,NaN,,,NaN,,,,,
3824,NaN,NaN,77,15,NaN,82,98,NaN,57,8,142,76,31
3825,NaN,NaN,,,NaN,,,NaN,,,,,
3826,NaN,NaN,77,15,NaN,83,98,NaN,58,8,145,76,32
3827,NaN,NaN,,,NaN,,,NaN,,,,,
3828,NaN,NaN,77,15,NaN,82,98,NaN,57,9,142,76,32
3829,NaN,NaN,,,NaN,,,NaN,,,,,
3830,NaN,NaN,77,15,NaN,83,98,NaN,58,9,145,76,32
3831,NaN,NaN,,,NaN,,,NaN,,,,,
3832,NaN,NaN,77,15,NaN,82,98,NaN,57,8,143,76,32
3833,NaN,NaN,,,NaN,,,NaN,,,,,
3834,NaN,NaN,76,15,NaN,82,99,NaN,57,8,144,76,32
3835,NaN,NaN,,,NaN,,,NaN,,,,,
3836,NaN,NaN,76,15,NaN,82,99,NaN,54,8,144,76,32
3837,NaN,NaN,,,NaN,,,NaN,,,,,
3838,NaN,NaN,76,15,NaN,82,99,NaN,57,8,145,75,32
3839,NaN,NaN,,,NaN,,,NaN,,,,,
3840,NaN,NaN,75,15,NaN,82,99,NaN,57,8,143,75,32
3841,NaN,NaN,,,NaN,,,NaN,,,,,
3842,NaN,NaN,75,15,NaN,82,99,NaN,57,8,143,75,32
3843,NaN,NaN,,,NaN,,,NaN,,,,,
3844,NaN,NaN,74,15,NaN,82,99,NaN,56,8,144,74,32
3845,NaN,NaN,,,NaN,,,NaN,,,,,
3846,NaN,NaN,75,15,NaN,83,99,NaN,58,8,147,74,32
3847,NaN,NaN,,,NaN,,,NaN,,,,,
3848,NaN,NaN,75,15,NaN,83,99,NaN,58,8,145,74,32
3849,NaN,NaN,,,NaN,,,NaN,,,,,
3850,NaN,NaN,75,15,NaN,84,99,NaN,58,8,148,77,32
3851,NaN,NaN,,,NaN,,,NaN,,,,,
3852,NaN,NaN,76,15,NaN,84,98,NaN,58,8,146,75,33
3853,NaN,NaN,,,NaN,,,NaN,,,,,
3854,NaN,NaN,76,15,NaN,84,98,NaN,59,8,148,75,33
3855,NaN,NaN,,,NaN,,,NaN,,,,,
3856,NaN,NaN,75,15,NaN,84,99,NaN,58,8,148,75,33
3857,NaN,NaN,,,NaN,,,NaN,,,,,
3858,NaN,NaN,75,15,NaN,84,99,NaN,58,8,150,73,32
3859,NaN,NaN,,,NaN,,,NaN,,,,,
3860,NaN,NaN,74,15,NaN,84,99,NaN,57,8,147,74,32
3861,NaN,NaN,,,NaN,,,NaN,,,,,
3862,NaN,NaN,74,15,NaN,84,99,NaN,57,8,147,73,32
3863,NaN,NaN,,,NaN,,,NaN,,,,,
3864,NaN,NaN,74,15,NaN,83,99,NaN,57,8,146,73,32
3865,NaN,NaN,,,NaN,,,NaN,,,,,
3866,NaN,NaN,74,15,NaN,85,99,NaN,58,8,150,73,32
3867,NaN,NaN,,,NaN,,,NaN,,,,,
3868,NaN,NaN,74,15,NaN,85,99,NaN,58,8,150,73,32
3869,NaN,NaN,,,NaN,,,NaN,,,,,
3870,NaN,NaN,75,15,NaN,87,99,NaN,60,8,153,74,33
3871,NaN,NaN,,,NaN,,,NaN,,,,,
3872,NaN,NaN,75,15,NaN,86,100,NaN,59,8,150,74,33
3873,NaN,NaN,,,NaN,,,NaN,,,,,
3874,NaN,NaN,75,15,NaN,87,99,NaN,60,8,153,75,33
3875,NaN,NaN,,,NaN,,,NaN,,,,,
3876,NaN,NaN,75,15,NaN,86,99,NaN,60,8,150,75,33
3877,NaN,NaN,,,NaN,,,NaN,,,,,
3878,NaN,NaN,76,15,NaN,87,99,NaN,61,8,153,75,33
3879,NaN,NaN,,,NaN,,,NaN,,,,,
3880,NaN,NaN,76,15,NaN,87,99,NaN,60,8,150,75,33
3881,NaN,NaN,,,NaN,,,NaN,,,,,
3882,NaN,NaN,76,15,NaN,88,99,NaN,61,8,154,75,33
3883,NaN,NaN,,,NaN,,,NaN,,,,,
3884,NaN,NaN,76,15,NaN,89,99,NaN,61,8,154,76,33
3885,NaN,NaN,,,NaN,,,NaN,,,,,
3886,NaN,NaN,76,15,NaN,90,99,NaN,63,8,156,76,33
3887,NaN,NaN,,,NaN,,,NaN,,,,,
3888,NaN,NaN,77,15,NaN,90,99,NaN,62,8,154,76,33
3889,NaN,NaN,,,NaN,,,NaN,,,,,
3890,NaN,NaN,77,15,NaN,91,99,NaN,63,8,156,76,33
3891,NaN,NaN,,,NaN,,,NaN,,,,,
3892,NaN,NaN,77,15,NaN,91,99,NaN,63,8,155,77,33
3893,NaN,NaN,,,NaN,,,NaN,,,,,
3894,NaN,NaN,77,15,NaN,91,99,NaN,63,8,155,77,33
3895,NaN,NaN,,,NaN,,,NaN,,,,,
3896,NaN,NaN,77,15,NaN,92,99,NaN,63,8,157,77,33
3897,NaN,NaN,,,NaN,,,NaN,,,,,
3898,NaN,NaN,77,15,NaN,93,99,NaN,64,8,158,76,33
3899,NaN,NaN,,,NaN,,,NaN,,,,,
3900,NaN,NaN,76,15,NaN,92,99,NaN,63,8,156,76,32
3901,NaN,NaN,,,NaN,,,NaN,,,,,
3902,NaN,NaN,76,15,NaN,93,99,NaN,64,8,157,75,32
3903,NaN,NaN,,,NaN,,,NaN,,,,,
3904,NaN,NaN,75,15,NaN,91,98,NaN,62,7,155,75,32
3905,NaN,NaN,,,NaN,,,NaN,,,,,
3906,NaN,NaN,75,15,NaN,91,99,NaN,63,7,155,77,33
3907,NaN,NaN,,,NaN,,,NaN,,,,,
3908,NaN,NaN,75,15,NaN,91,99,NaN,63,7,155,77,33
3909,NaN,NaN,,,NaN,,,NaN,,,,,
3910,NaN,NaN,75,15,NaN,89,99,NaN,62,7,155,74,33
3911,NaN,NaN,,,NaN,,,NaN,,,,,
3912,NaN,NaN,75,15,NaN,88,99,NaN,61,7,153,75,33
3913,NaN,NaN,,,NaN,,,NaN,,,,,
3914,NaN,NaN,75,15,NaN,88,99,NaN,62,7,155,74,33
3915,NaN,NaN,,,NaN,,,NaN,,,,,
3916,NaN,NaN,75,15,NaN,88,99,NaN,61,7,153,74,33
3917,NaN,NaN,,,NaN,,,NaN,,,,,
3918,NaN,NaN,75,15,NaN,88,99,NaN,62,7,155,74,33
3919,NaN,NaN,,,NaN,,,NaN,,,,,
3920,NaN,NaN,75,15,NaN,87,99,NaN,61,7,152,75,33
3921,NaN,NaN,,,NaN,,,NaN,,,,,
3922,NaN,NaN,75,15,NaN,88,99,NaN,63,7,154,75,33
3923,NaN,NaN,,,NaN,,,NaN,,,,,
3924,NaN,NaN,76,15,NaN,89,99,NaN,63,7,155,75,33
3925,NaN,NaN,,,NaN,,,NaN,,,,,
3926,NaN,NaN,76,15,NaN,90,99,NaN,65,7,158,76,33
3927,NaN,NaN,,,NaN,,,NaN,,,,,
3928,NaN,NaN,77,15,NaN,91,98,NaN,64,7,156,76,33
3929,NaN,NaN,,,NaN,,,NaN,,,,,
3930,NaN,NaN,77,15,NaN,93,98,NaN,66,7,160,77,33
3931,NaN,NaN,,,NaN,,,NaN,,,,,
3932,NaN,NaN,77,15,NaN,93,98,NaN,66,7,158,77,33
3933,NaN,NaN,,,NaN,,,NaN,,,,,
3934,NaN,NaN,78,15,NaN,94,99,NaN,67,7,162,77,33
3935,NaN,NaN,,,NaN,,,NaN,,,,,
3936,NaN,NaN,78,15,NaN,94,99,NaN,66,7,160,78,33
3937,NaN,NaN,,,NaN,,,NaN,,,,,
3938,NaN,NaN,79,15,NaN,95,99,NaN,67,8,163,78,32
