time,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/HR
12827,,NaN,,,,,NaN,,NaN,,NaN,,
12828,96,NaN,66,34,125,20,NaN,100,NaN,11,NaN,73,65
12829,,NaN,,,,,NaN,,NaN,,NaN,,
12830,95,NaN,66,34,124,20,NaN,100,NaN,11,NaN,73,65
12831,,NaN,,,,,NaN,,NaN,,NaN,,
12832,96,NaN,66,34,124,20,NaN,100,NaN,11,NaN,73,65
12833,,NaN,,,,,NaN,,NaN,,NaN,,
12834,95,NaN,66,34,123,20,NaN,100,NaN,11,NaN,72,65
12835,,NaN,,,,,NaN,,NaN,,NaN,,
12836,95,NaN,66,34,123,20,NaN,100,NaN,11,NaN,72,65
12837,,NaN,,,,,NaN,,NaN,,NaN,,
12838,94,NaN,66,34,123,20,NaN,100,NaN,11,NaN,72,65
12839,,NaN,,,,,NaN,,NaN,,NaN,,
12840,93,NaN,65,35,122,20,NaN,100,NaN,11,NaN,69,64
12841,,NaN,,,,,NaN,,NaN,,NaN,,
12842,92,NaN,65,35,121,20,NaN,100,NaN,11,NaN,68,65
12843,,NaN,,,,,NaN,,NaN,,NaN,,
12844,92,NaN,65,35,119,20,NaN,100,NaN,11,NaN,70,63
12845,,NaN,,,,,NaN,,NaN,,NaN,,
12846,92,NaN,63,35,120,20,NaN,100,NaN,11,NaN,71,61
12847,,NaN,,,,,NaN,,NaN,,NaN,,
12848,93,NaN,63,35,121,19,NaN,100,NaN,11,NaN,71,61
12849,,NaN,,,,,NaN,,NaN,,NaN,,
12850,93,NaN,63,35,121,19,NaN,100,NaN,11,NaN,71,60
12851,,NaN,,,,,NaN,,NaN,,NaN,,
12852,93,NaN,63,35,122,19,NaN,100,NaN,11,NaN,71,64
12853,,NaN,,,,,NaN,,NaN,,NaN,,
12854,93,NaN,63,35,121,19,NaN,100,NaN,11,NaN,72,64
12855,,NaN,,,,,NaN,,NaN,,NaN,,
12856,94,NaN,65,34,122,18,NaN,100,NaN,10,NaN,72,64
12857,,NaN,,,,,NaN,,NaN,,NaN,,
12858,94,NaN,65,34,122,18,NaN,100,NaN,10,NaN,72,64
12859,,NaN,,,,,NaN,,NaN,,NaN,,
12860,94,NaN,65,34,121,18,NaN,100,NaN,11,NaN,72,65
12861,,NaN,,,,,NaN,,NaN,,NaN,,
12862,94,NaN,65,35,122,18,NaN,100,NaN,11,NaN,72,65
12863,,NaN,,,,,NaN,,NaN,,NaN,,
12864,94,NaN,65,35,121,18,NaN,100,NaN,11,NaN,73,65
12865,,NaN,,,,,NaN,,NaN,,NaN,,
12866,94,NaN,66,35,121,18,NaN,100,NaN,11,NaN,72,65
12867,,NaN,,,,,NaN,,NaN,,NaN,,
12868,94,NaN,66,35,122,18,NaN,100,NaN,11,NaN,73,65
12869,,NaN,,,,,NaN,,NaN,,NaN,,
12870,94,NaN,66,35,122,18,NaN,100,NaN,11,NaN,72,66
12871,,NaN,,,,,NaN,,NaN,,NaN,,
12872,95,NaN,66,35,123,18,NaN,100,NaN,11,NaN,73,66
12873,,NaN,,,,,NaN,,NaN,,NaN,,
12874,95,NaN,66,35,122,18,NaN,100,NaN,11,NaN,73,66
12875,,NaN,,,,,NaN,,NaN,,NaN,,
12876,95,NaN,67,35,122,18,NaN,100,NaN,11,NaN,73,66
12877,,NaN,,,,,NaN,,NaN,,NaN,,
12878,95,NaN,67,35,122,18,NaN,100,NaN,11,NaN,73,66
12879,,NaN,,,,,NaN,,NaN,,NaN,,
12880,95,NaN,67,35,122,18,NaN,100,NaN,11,NaN,73,66
12881,,NaN,,,,,NaN,,NaN,,NaN,,
12882,95,NaN,67,35,122,18,NaN,100,NaN,11,NaN,73,66
12883,,NaN,,,,,NaN,,NaN,,NaN,,
12884,94,NaN,66,35,121,18,NaN,100,NaN,11,NaN,73,66
12885,,NaN,,,,,NaN,,NaN,,NaN,,
12886,94,NaN,66,35,121,18,NaN,100,NaN,11,NaN,72,66
12887,,NaN,,,,,NaN,,NaN,,NaN,,
12888,94,NaN,66,35,122,18,NaN,100,NaN,11,NaN,72,65
12889,,NaN,,,,,NaN,,NaN,,NaN,,
12890,94,NaN,66,35,121,18,NaN,100,NaN,11,NaN,72,65
12891,,NaN,,,,,NaN,,NaN,,NaN,,
12892,94,NaN,66,35,122,18,NaN,100,NaN,11,NaN,71,65
12893,,NaN,,,,,NaN,,NaN,,NaN,,
12894,89,NaN,66,35,118,18,NaN,100,NaN,11,NaN,64,65
12895,,NaN,,,,,NaN,,NaN,,NaN,,
12896,88,NaN,66,35,116,18,NaN,100,NaN,11,NaN,63,62
12897,,NaN,,,,,NaN,,NaN,,NaN,,
12898,85,NaN,65,35,112,18,NaN,100,NaN,12,NaN,61,59
12899,,NaN,,,,,NaN,,NaN,,NaN,,
12900,84,NaN,62,35,112,18,NaN,100,NaN,12,NaN,62,54
12901,,NaN,,,,,NaN,,NaN,,NaN,,
12902,84,NaN,59,35,113,18,NaN,100,NaN,12,NaN,63,50
12903,,NaN,,,,,NaN,,NaN,,NaN,,
12904,85,NaN,57,35,113,18,NaN,100,NaN,11,NaN,65,49
12905,,NaN,,,,,NaN,,NaN,,NaN,,
12906,86,NaN,53,34,115,18,NaN,100,NaN,11,NaN,66,48
12907,,NaN,,,,,NaN,,NaN,,NaN,,
12908,86,NaN,50,34,116,18,NaN,100,NaN,11,NaN,67,50
12909,,NaN,,,,,NaN,,NaN,,NaN,,
12910,88,NaN,50,34,117,18,NaN,100,NaN,11,NaN,68,51
12911,,NaN,,,,,NaN,,NaN,,NaN,,
12912,92,NaN,52,34,122,18,NaN,100,NaN,11,NaN,73,52
12913,,NaN,,,,,NaN,,NaN,,NaN,,
12914,94,NaN,53,34,123,18,NaN,100,NaN,11,NaN,74,56
12915,,NaN,,,,,NaN,,NaN,,NaN,,
12916,95,NaN,55,34,124,18,NaN,100,NaN,11,NaN,73,58
12917,,NaN,,,,,NaN,,NaN,,NaN,,
12918,95,NaN,58,34,124,18,NaN,100,NaN,11,NaN,72,61
12919,,NaN,,,,,NaN,,NaN,,NaN,,
12920,93,NaN,60,34,123,18,NaN,100,NaN,10,NaN,68,62
12921,,NaN,,,,,NaN,,NaN,,NaN,,
12922,90,NaN,61,34,118,18,NaN,100,NaN,10,NaN,66,61
12923,,NaN,,,,,NaN,,NaN,,NaN,,
12924,89,NaN,60,34,115,18,NaN,100,NaN,11,NaN,68,57
12925,,NaN,,,,,NaN,,NaN,,NaN,,
12926,91,NaN,58,34,118,18,NaN,100,NaN,11,NaN,72,54
12927,,NaN,,,,,NaN,,NaN,,NaN,,
12928,94,NaN,56,34,123,18,NaN,100,NaN,11,NaN,74,53
12929,,NaN,,,,,NaN,,NaN,,NaN,,
12930,95,NaN,56,34,124,18,NaN,100,NaN,11,NaN,75,54
12931,,NaN,,,,,NaN,,NaN,,NaN,,
12932,97,NaN,56,34,126,18,NaN,100,NaN,11,NaN,76,58
12933,,NaN,,,,,NaN,,NaN,,NaN,,
12934,97,NaN,58,34,126,18,NaN,100,NaN,10,NaN,76,62
12935,,NaN,,,,,NaN,,NaN,,NaN,,
12936,97,NaN,61,34,126,18,NaN,100,NaN,10,NaN,75,63
12937,,NaN,,,,,NaN,,NaN,,NaN,,
12938,97,NaN,64,34,124,18,NaN,100,NaN,11,NaN,75,63
12939,,NaN,,,,,NaN,,NaN,,NaN,,
12940,96,NaN,63,34,123,18,NaN,100,NaN,11,NaN,74,63
12941,,NaN,,,,,NaN,,NaN,,NaN,,
12942,95,NaN,63,34,123,18,NaN,100,NaN,11,NaN,72,63
12943,,NaN,,,,,NaN,,NaN,,NaN,,
12944,95,NaN,63,34,122,18,NaN,100,NaN,11,NaN,73,63
12945,,NaN,,,,,NaN,,NaN,,NaN,,
12946,95,NaN,63,34,123,18,NaN,100,NaN,10,NaN,72,63
12947,,NaN,,,,,NaN,,NaN,,NaN,,
12948,95,NaN,63,34,123,18,NaN,100,NaN,10,NaN,73,63
12949,,NaN,,,,,NaN,,NaN,,NaN,,
12950,95,NaN,63,34,123,18,NaN,100,NaN,10,NaN,72,63
12951,,NaN,,,,,NaN,,NaN,,NaN,,
12952,95,NaN,64,34,123,18,NaN,100,NaN,10,NaN,72,63
12953,,NaN,,,,,NaN,,NaN,,NaN,,
12954,94,NaN,63,34,122,18,NaN,100,NaN,10,NaN,72,64
12955,,NaN,,,,,NaN,,NaN,,NaN,,
12956,95,NaN,64,34,123,18,NaN,100,NaN,10,NaN,72,63
12957,,NaN,,,,,NaN,,NaN,,NaN,,
12958,95,NaN,64,34,123,18,NaN,100,NaN,11,NaN,73,63
12959,,NaN,,,,,NaN,,NaN,,NaN,,
12960,95,NaN,64,34,122,18,NaN,100,NaN,11,NaN,73,63
12961,,NaN,,,,,NaN,,NaN,,NaN,,
12962,95,NaN,64,34,123,18,NaN,100,NaN,10,NaN,72,63
12963,,NaN,,,,,NaN,,NaN,,NaN,,
12964,95,NaN,64,34,122,18,NaN,100,NaN,10,NaN,73,63
12965,,NaN,,,,,NaN,,NaN,,NaN,,
12966,95,NaN,64,34,123,18,NaN,100,NaN,10,NaN,72,63
12967,,NaN,,,,,NaN,,NaN,,NaN,,
12968,94,NaN,64,34,122,18,NaN,100,NaN,10,NaN,73,64
12969,,NaN,,,,,NaN,,NaN,,NaN,,
12970,94,NaN,64,34,122,18,NaN,100,NaN,10,NaN,71,64
12971,,NaN,,,,,NaN,,NaN,,NaN,,
12972,94,NaN,64,34,122,18,NaN,100,NaN,10,NaN,71,63
12973,,NaN,,,,,NaN,,NaN,,NaN,,
12974,93,NaN,64,34,121,18,NaN,100,NaN,10,NaN,71,63
12975,,NaN,,,,,NaN,,NaN,,NaN,,
12976,93,NaN,64,34,121,18,NaN,100,NaN,10,NaN,71,63
12977,,NaN,,,,,NaN,,NaN,,NaN,,
12978,94,NaN,63,34,122,18,NaN,100,NaN,10,NaN,72,63
12979,,NaN,,,,,NaN,,NaN,,NaN,,
12980,93,NaN,63,34,121,18,NaN,100,NaN,10,NaN,71,63
12981,,NaN,,,,,NaN,,NaN,,NaN,,
12982,93,NaN,63,34,122,18,NaN,100,NaN,10,NaN,71,63
12983,,NaN,,,,,NaN,,NaN,,NaN,,
12984,93,NaN,63,34,120,18,NaN,100,NaN,10,NaN,71,63
12985,,NaN,,,,,NaN,,NaN,,NaN,,
12986,93,NaN,63,34,121,18,NaN,100,NaN,10,NaN,71,63
12987,,NaN,,,,,NaN,,NaN,,NaN,,
12988,93,NaN,63,34,121,18,NaN,100,NaN,11,NaN,72,63
12989,,NaN,,,,,NaN,,NaN,,NaN,,
12990,93,NaN,63,34,121,18,NaN,100,NaN,11,NaN,70,63
12991,,NaN,,,,,NaN,,NaN,,NaN,,
12992,93,NaN,63,34,121,18,NaN,100,NaN,10,NaN,71,63
12993,,NaN,,,,,NaN,,NaN,,NaN,,
12994,93,NaN,63,34,120,18,NaN,100,NaN,10,NaN,72,63
12995,,NaN,,,,,NaN,,NaN,,NaN,,
12996,93,NaN,63,34,121,18,NaN,100,NaN,10,NaN,71,63
12997,,NaN,,,,,NaN,,NaN,,NaN,,
12998,93,NaN,63,34,121,18,NaN,100,NaN,10,NaN,71,63
12999,,NaN,,,,,NaN,,NaN,,NaN,,
13000,93,NaN,64,34,121,18,NaN,100,NaN,10,NaN,72,63
13001,,NaN,,,,,NaN,,NaN,,NaN,,
13002,91,NaN,64,34,121,18,NaN,100,NaN,11,NaN,67,63
13003,,NaN,,,,,NaN,,NaN,,NaN,,
13004,90,NaN,64,34,118,18,NaN,100,NaN,11,NaN,66,63
13005,,NaN,,,,,NaN,,NaN,,NaN,,
13006,88,NaN,63,35,114,18,NaN,100,NaN,12,NaN,65,58
13007,,NaN,,,,,NaN,,NaN,,NaN,,
13008,86,NaN,62,35,114,18,NaN,100,NaN,12,NaN,64,56
13009,,NaN,,,,,NaN,,NaN,,NaN,,
13010,86,NaN,59,35,113,18,NaN,99,NaN,12,NaN,66,53
13011,,NaN,,,,,NaN,,NaN,,NaN,,
13012,88,NaN,56,35,117,18,NaN,100,NaN,12,NaN,69,51
13013,,NaN,,,,,NaN,,NaN,,NaN,,
13014,90,NaN,55,34,118,18,NaN,100,NaN,10,NaN,71,53
13015,,NaN,,,,,NaN,,NaN,,NaN,,
13016,92,NaN,54,34,121,18,NaN,100,NaN,10,NaN,71,56
13017,,NaN,,,,,NaN,,NaN,,NaN,,
13018,92,NaN,57,34,121,18,NaN,100,NaN,11,NaN,72,60
13019,,NaN,,,,,NaN,,NaN,,NaN,,
13020,93,NaN,59,33,121,18,NaN,100,NaN,11,NaN,71,63
13021,,NaN,,,,,NaN,,NaN,,NaN,,
13022,93,NaN,62,33,121,18,NaN,100,NaN,10,NaN,72,63
13023,,NaN,,,,,NaN,,NaN,,NaN,,
13024,93,NaN,64,33,120,18,NaN,100,NaN,10,NaN,72,64
13025,,NaN,,,,,NaN,,NaN,,NaN,,
13026,93,NaN,64,33,120,18,NaN,100,NaN,10,NaN,71,64
13027,,NaN,,,,,NaN,,NaN,,NaN,,
13028,93,NaN,64,34,120,18,NaN,100,NaN,10,NaN,71,64
13029,,NaN,,,,,NaN,,NaN,,NaN,,
13030,92,NaN,64,34,119,18,NaN,100,NaN,10,NaN,71,64
13031,,NaN,,,,,NaN,,NaN,,NaN,,
13032,93,NaN,64,34,120,18,NaN,100,NaN,10,NaN,72,63
13033,,NaN,,,,,NaN,,NaN,,NaN,,
13034,93,NaN,64,34,120,18,NaN,100,NaN,10,NaN,72,64
13035,,NaN,,,,,NaN,,NaN,,NaN,,
13036,93,NaN,64,34,120,18,NaN,100,NaN,11,NaN,71,64
13037,,NaN,,,,,NaN,,NaN,,NaN,,
13038,94,NaN,64,34,122,18,NaN,100,NaN,11,NaN,72,64
13039,,NaN,,,,,NaN,,NaN,,NaN,,
13040,94,NaN,64,34,121,18,NaN,100,NaN,10,NaN,72,64
13041,,NaN,,,,,NaN,,NaN,,NaN,,
13042,94,NaN,65,35,122,18,NaN,100,NaN,10,NaN,72,64
13043,,NaN,,,,,NaN,,NaN,,NaN,,
13044,94,NaN,65,35,121,18,NaN,100,NaN,10,NaN,72,64
13045,,NaN,,,,,NaN,,NaN,,NaN,,
13046,93,NaN,64,35,121,18,NaN,100,NaN,10,NaN,71,64
13047,,NaN,,,,,NaN,,NaN,,NaN,,
13048,93,NaN,64,35,120,18,NaN,100,NaN,11,NaN,72,63
13049,,NaN,,,,,NaN,,NaN,,NaN,,
13050,93,NaN,64,34,120,18,NaN,100,NaN,11,NaN,71,63
13051,,NaN,,,,,NaN,,NaN,,NaN,,
13052,93,NaN,64,34,120,18,NaN,100,NaN,10,NaN,71,63
13053,,NaN,,,,,NaN,,NaN,,NaN,,
13054,92,NaN,63,34,120,18,NaN,100,NaN,10,NaN,71,63
13055,,NaN,,,,,NaN,,NaN,,NaN,,
13056,93,NaN,63,34,120,18,NaN,100,NaN,10,NaN,71,63
13057,,NaN,,,,,NaN,,NaN,,NaN,,
13058,93,NaN,63,34,120,18,NaN,100,NaN,10,NaN,72,63
13059,,NaN,,,,,NaN,,NaN,,NaN,,
13060,93,NaN,63,34,120,18,NaN,100,NaN,10,NaN,71,63
13061,,NaN,,,,,NaN,,NaN,,NaN,,
13062,93,NaN,64,34,120,18,NaN,100,NaN,10,NaN,72,63
13063,,NaN,,,,,NaN,,NaN,,NaN,,
13064,96,NaN,64,34,120,18,NaN,100,NaN,10,NaN,80,64
13065,,NaN,,,,,NaN,,NaN,,NaN,,
13066,93,NaN,64,34,119,18,NaN,100,NaN,11,NaN,73,64
13067,,NaN,,,,,NaN,,NaN,,NaN,,
13068,91,NaN,64,34,120,18,NaN,100,NaN,11,NaN,68,68
13069,,NaN,,,,,NaN,,NaN,,NaN,,
13070,91,NaN,64,34,118,18,NaN,100,NaN,10,NaN,70,67
13071,,NaN,,,,,NaN,,NaN,,NaN,,
13072,91,NaN,63,34,118,18,NaN,100,NaN,10,NaN,68,65
13073,,NaN,,,,,NaN,,NaN,,NaN,,
13074,90,NaN,62,34,117,18,NaN,100,NaN,10,NaN,69,64
13075,,NaN,,,,,NaN,,NaN,,NaN,,
13076,90,NaN,61,34,118,18,NaN,100,NaN,10,NaN,68,58
13077,,NaN,,,,,NaN,,NaN,,NaN,,
13078,86,NaN,60,34,114,18,NaN,100,NaN,11,NaN,62,58
13079,,NaN,,,,,NaN,,NaN,,NaN,,
13080,84,NaN,60,34,112,18,NaN,100,NaN,11,NaN,61,56
13081,,NaN,,,,,NaN,,NaN,,NaN,,
13082,83,NaN,57,34,110,18,NaN,100,NaN,11,NaN,61,52
13083,,NaN,,,,,NaN,,NaN,,NaN,,
13084,82,NaN,56,34,109,18,NaN,100,NaN,11,NaN,62,51
13085,,NaN,,,,,NaN,,NaN,,NaN,,
13086,82,NaN,55,34,110,18,NaN,100,NaN,11,NaN,62,50
13087,,NaN,,,,,NaN,,NaN,,NaN,,
13088,83,NaN,52,34,110,18,NaN,100,NaN,11,NaN,63,48
13089,,NaN,,,,,NaN,,NaN,,NaN,,
13090,83,NaN,51,34,111,18,NaN,100,NaN,11,NaN,63,50
13091,,NaN,,,,,NaN,,NaN,,NaN,,
13092,84,NaN,51,34,113,18,NaN,100,NaN,11,NaN,64,52
13093,,NaN,,,,,NaN,,NaN,,NaN,,
13094,85,NaN,52,33,113,18,NaN,100,NaN,11,NaN,67,53
13095,,NaN,,,,,NaN,,NaN,,NaN,,
13096,85,NaN,53,33,115,18,NaN,100,NaN,11,NaN,64,54
13097,,NaN,,,,,NaN,,NaN,,NaN,,
13098,85,NaN,54,33,114,18,NaN,100,NaN,11,NaN,65,54
13099,,NaN,,,,,NaN,,NaN,,NaN,,
13100,85,NaN,54,34,113,18,NaN,100,NaN,11,NaN,64,54
13101,,NaN,,,,,NaN,,NaN,,NaN,,
13102,85,NaN,54,34,113,18,NaN,100,NaN,11,NaN,64,53
13103,,NaN,,,,,NaN,,NaN,,NaN,,
13104,84,NaN,54,34,112,18,NaN,100,NaN,11,NaN,64,53
13105,,NaN,,,,,NaN,,NaN,,NaN,,
13106,84,NaN,53,34,112,18,NaN,100,NaN,11,NaN,63,51
13107,,NaN,,,,,NaN,,NaN,,NaN,,
13108,84,NaN,53,33,111,18,NaN,100,NaN,11,NaN,64,51
13109,,NaN,,,,,NaN,,NaN,,NaN,,
13110,84,NaN,52,33,111,18,NaN,100,NaN,11,NaN,64,51
13111,,NaN,,,,,NaN,,NaN,,NaN,,
13112,84,NaN,52,33,113,18,NaN,100,NaN,12,NaN,65,51
13113,,NaN,,,,,NaN,,NaN,,NaN,,
13114,84,NaN,52,34,112,18,NaN,100,NaN,12,NaN,65,52
13115,,NaN,,,,,NaN,,NaN,,NaN,,
13116,85,NaN,52,34,114,18,NaN,100,NaN,11,NaN,66,52
13117,,NaN,,,,,NaN,,NaN,,NaN,,
13118,86,NaN,53,34,115,18,NaN,100,NaN,11,NaN,68,53
13119,,NaN,,,,,NaN,,NaN,,NaN,,
13120,88,NaN,53,34,116,18,NaN,100,NaN,12,NaN,68,53
13121,,NaN,,,,,NaN,,NaN,,NaN,,
13122,89,NaN,54,34,118,18,NaN,100,NaN,12,NaN,69,53
13123,,NaN,,,,,NaN,,NaN,,NaN,,
13124,89,NaN,54,34,117,18,NaN,100,NaN,12,NaN,69,54
13125,,NaN,,,,,NaN,,NaN,,NaN,,
13126,90,NaN,54,34,118,18,NaN,100,NaN,12,NaN,69,54
13127,,NaN,,,,,NaN,,NaN,,NaN,,
13128,90,NaN,54,33,117,18,NaN,100,NaN,12,NaN,69,53
13129,,NaN,,,,,NaN,,NaN,,NaN,,
13130,90,NaN,54,33,118,18,NaN,100,NaN,12,NaN,70,53
13131,,NaN,,,,,NaN,,NaN,,NaN,,
13132,91,NaN,54,33,120,18,NaN,100,NaN,12,NaN,70,53
13133,,NaN,,,,,NaN,,NaN,,NaN,,
13134,91,NaN,54,33,119,18,NaN,100,NaN,12,NaN,70,53
13135,,NaN,,,,,NaN,,NaN,,NaN,,
13136,91,NaN,54,33,120,18,NaN,100,NaN,12,NaN,70,54
13137,,NaN,,,,,NaN,,NaN,,NaN,,
13138,92,NaN,54,33,119,18,NaN,100,NaN,12,NaN,71,54
13139,,NaN,,,,,NaN,,NaN,,NaN,,
13140,92,NaN,54,33,119,18,NaN,100,NaN,12,NaN,71,54
13141,,NaN,,,,,NaN,,NaN,,NaN,,
13142,92,NaN,54,33,120,18,NaN,100,NaN,12,NaN,71,53
13143,,NaN,,,,,NaN,,NaN,,NaN,,
13144,92,NaN,54,33,120,18,NaN,100,NaN,12,NaN,71,54
13145,,NaN,,,,,NaN,,NaN,,NaN,,
13146,93,NaN,54,33,121,18,NaN,100,NaN,11,NaN,71,54
13147,,NaN,,,,,NaN,,NaN,,NaN,,
13148,93,NaN,54,33,121,18,NaN,100,NaN,11,NaN,72,54
13149,,NaN,,,,,NaN,,NaN,,NaN,,
13150,93,NaN,54,33,121,18,NaN,100,NaN,12,NaN,72,54
13151,,NaN,,,,,NaN,,NaN,,NaN,,
13152,94,NaN,54,33,122,18,NaN,100,NaN,12,NaN,73,54
13153,,NaN,,,,,NaN,,NaN,,NaN,,
13154,95,NaN,54,33,122,18,NaN,100,NaN,12,NaN,76,54
13155,,NaN,,,,,NaN,,NaN,,NaN,,
13156,97,NaN,55,33,125,18,NaN,100,NaN,12,NaN,76,55
13157,,NaN,,,,,NaN,,NaN,,NaN,,
13158,97,NaN,56,33,125,18,NaN,100,NaN,12,NaN,75,56
13159,,NaN,,,,,NaN,,NaN,,NaN,,
13160,96,NaN,57,33,124,18,NaN,100,NaN,12,NaN,74,57
13161,,NaN,,,,,NaN,,NaN,,NaN,,
13162,96,NaN,57,33,123,18,NaN,100,NaN,12,NaN,73,58
13163,,NaN,,,,,NaN,,NaN,,NaN,,
13164,92,NaN,58,33,120,18,NaN,100,NaN,11,NaN,69,58
13165,,NaN,,,,,NaN,,NaN,,NaN,,
13166,90,NaN,58,33,116,18,NaN,100,NaN,11,NaN,66,56
13167,,NaN,,,,,NaN,,NaN,,NaN,,
13168,89,NaN,57,33,116,18,NaN,100,NaN,12,NaN,67,53
13169,,NaN,,,,,NaN,,NaN,,NaN,,
13170,90,NaN,55,33,116,18,NaN,100,NaN,12,NaN,69,52
13171,,NaN,,,,,NaN,,NaN,,NaN,,
13172,89,NaN,54,33,118,18,NaN,100,NaN,12,NaN,67,52
13173,,NaN,,,,,NaN,,NaN,,NaN,,
13174,89,NaN,54,33,116,18,NaN,100,NaN,12,NaN,68,52
13175,,NaN,,,,,NaN,,NaN,,NaN,,
13176,89,NaN,53,33,116,18,NaN,100,NaN,12,NaN,67,52
13177,,NaN,,,,,NaN,,NaN,,NaN,,
13178,90,NaN,52,33,116,18,NaN,100,NaN,12,NaN,70,52
13179,,NaN,,,,,NaN,,NaN,,NaN,,
13180,91,NaN,52,33,119,18,NaN,100,NaN,11,NaN,72,52
13181,,NaN,,,,,NaN,,NaN,,NaN,,
13182,94,NaN,53,33,122,18,NaN,100,NaN,11,NaN,75,53
13183,,NaN,,,,,NaN,,NaN,,NaN,,
13184,94,NaN,54,33,123,18,NaN,100,NaN,12,NaN,73,57
13185,,NaN,,,,,NaN,,NaN,,NaN,,
13186,94,NaN,55,33,122,18,NaN,100,NaN,12,NaN,72,58
13187,,NaN,,,,,NaN,,NaN,,NaN,,
13188,94,NaN,57,33,121,18,NaN,100,NaN,12,NaN,72,59
13189,,NaN,,,,,NaN,,NaN,,NaN,,
13190,92,NaN,59,33,119,18,NaN,100,NaN,12,NaN,69,59
13191,,NaN,,,,,NaN,,NaN,,NaN,,
13192,92,NaN,59,33,118,18,NaN,100,NaN,12,NaN,70,56
13193,,NaN,,,,,NaN,,NaN,,NaN,,
13194,93,NaN,57,33,119,18,NaN,100,NaN,12,NaN,74,54
13195,,NaN,,,,,NaN,,NaN,,NaN,,
13196,95,NaN,56,33,123,18,NaN,100,NaN,12,NaN,75,55
13197,,NaN,,,,,NaN,,NaN,,NaN,,
13198,96,NaN,57,33,124,18,NaN,100,NaN,12,NaN,76,56
13199,,NaN,,,,,NaN,,NaN,,NaN,,
13200,96,NaN,57,33,123,18,NaN,100,NaN,12,NaN,74,58
13201,,NaN,,,,,NaN,,NaN,,NaN,,
13202,96,NaN,58,33,123,18,NaN,100,NaN,12,NaN,73,61
13203,,NaN,,,,,NaN,,NaN,,NaN,,
13204,95,NaN,61,33,121,18,NaN,100,NaN,12,NaN,73,61
13205,,NaN,,,,,NaN,,NaN,,NaN,,
13206,94,NaN,62,33,122,18,NaN,100,NaN,11,NaN,71,61
13207,,NaN,,,,,NaN,,NaN,,NaN,,
13208,91,NaN,61,33,118,18,NaN,100,NaN,11,NaN,67,60
13209,,NaN,,,,,NaN,,NaN,,NaN,,
13210,88,NaN,61,32,114,18,NaN,100,NaN,12,NaN,66,57
13211,,NaN,,,,,NaN,,NaN,,NaN,,
13212,89,NaN,58,32,115,18,NaN,100,NaN,12,NaN,69,54
13213,,NaN,,,,,NaN,,NaN,,NaN,,
13214,91,NaN,56,32,118,18,NaN,100,NaN,12,NaN,72,52
13215,,NaN,,,,,NaN,,NaN,,NaN,,
13216,92,NaN,55,33,122,18,NaN,100,NaN,12,NaN,72,53
13217,,NaN,,,,,NaN,,NaN,,NaN,,
13218,93,NaN,56,33,121,18,NaN,100,NaN,12,NaN,72,56
13219,,NaN,,,,,NaN,,NaN,,NaN,,
13220,92,NaN,56,33,121,18,NaN,100,NaN,12,NaN,69,59
13221,,NaN,,,,,NaN,,NaN,,NaN,,
13222,91,NaN,59,33,119,18,NaN,100,NaN,12,NaN,67,61
13223,,NaN,,,,,NaN,,NaN,,NaN,,
13224,89,NaN,59,33,115,18,NaN,100,NaN,12,NaN,67,56
13225,,NaN,,,,,NaN,,NaN,,NaN,,
13226,90,NaN,59,33,117,18,NaN,100,NaN,12,NaN,70,55
13227,,NaN,,,,,NaN,,NaN,,NaN,,
13228,92,NaN,58,33,119,18,NaN,100,NaN,12,NaN,74,54
13229,,NaN,,,,,NaN,,NaN,,NaN,,
13230,93,NaN,57,33,121,18,NaN,100,NaN,12,NaN,73,55
13231,,NaN,,,,,NaN,,NaN,,NaN,,
13232,94,NaN,58,33,121,18,NaN,100,NaN,12,NaN,74,57
13233,,NaN,,,,,NaN,,NaN,,NaN,,
13234,95,NaN,58,33,121,18,NaN,100,NaN,12,NaN,74,62
13235,,NaN,,,,,NaN,,NaN,,NaN,,
13236,95,NaN,60,33,121,18,NaN,100,NaN,12,NaN,73,62
13237,,NaN,,,,,NaN,,NaN,,NaN,,
13238,95,NaN,62,33,122,18,NaN,100,NaN,12,NaN,74,62
13239,,NaN,,,,,NaN,,NaN,,NaN,,
13240,95,NaN,62,33,121,18,NaN,100,NaN,11,NaN,74,62
13241,,NaN,,,,,NaN,,NaN,,NaN,,
13242,95,NaN,63,33,122,18,NaN,100,NaN,11,NaN,74,62
13243,,NaN,,,,,NaN,,NaN,,NaN,,
13244,95,NaN,63,33,121,18,NaN,100,NaN,12,NaN,74,63
13245,,NaN,,,,,NaN,,NaN,,NaN,,
13246,95,NaN,63,33,122,18,NaN,100,NaN,12,NaN,73,63
13247,,NaN,,,,,NaN,,NaN,,NaN,,
13248,95,NaN,63,33,121,18,NaN,100,NaN,12,NaN,74,63
13249,,NaN,,,,,NaN,,NaN,,NaN,,
13250,94,NaN,63,33,120,18,NaN,100,NaN,12,NaN,71,63
13251,,NaN,,,,,NaN,,NaN,,NaN,,
