time,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/HR
0,,NaN,,,,,NaN,,NaN,,NaN,,
1,,-498.6846008300781,,,,,-4.9562602043151855,,-4.9562602043151855,,-495.6260070800781,,
2,-11,-498.6826477050781,93,,-11,,-4.956240177154541,88,-4.956240177154541,-9,-495.6240234375,-11,80
3,,NaN,,,,,NaN,,NaN,,NaN,,
4,-11,NaN,96,,-11,,NaN,88,NaN,-9,NaN,-11,83
5,,NaN,,,,,NaN,,NaN,,NaN,,
6,-11,NaN,95,,-11,,NaN,86,NaN,-9,NaN,-11,85
7,,NaN,,,,,NaN,,NaN,,NaN,,
8,-11,NaN,93,,-11,,NaN,89,NaN,-9,NaN,-11,85
9,,NaN,,,,,NaN,,NaN,,NaN,,
10,-11,NaN,92,,-11,,NaN,90,NaN,-9,NaN,-11,84
11,,NaN,,,,,NaN,,NaN,,NaN,,
12,-11,NaN,90,,-11,,NaN,91,NaN,-9,NaN,-11,86
13,,NaN,,,,,NaN,,NaN,,NaN,,
14,-11,NaN,90,,-11,,NaN,93,NaN,-9,NaN,-11,86
15,,NaN,,,,,NaN,,NaN,,NaN,,
16,-11,NaN,90,,-11,,NaN,93,NaN,-9,NaN,-11,86
17,,NaN,,,,,NaN,,NaN,,NaN,,
18,-11,NaN,84,,-11,,NaN,98,NaN,-9,NaN,-11,83
19,,NaN,,,,,NaN,,NaN,,NaN,,
20,-11,NaN,83,,-11,,NaN,98,NaN,-9,NaN,-11,83
21,,NaN,,,,,NaN,,NaN,,NaN,,
22,-11,NaN,84,,-11,,NaN,98,NaN,-9,NaN,-11,84
23,,NaN,,,,,NaN,,NaN,,NaN,,
24,-11,NaN,85,,-11,,NaN,98,NaN,-10,NaN,-11,85
25,,NaN,,,,,NaN,,NaN,,NaN,,
26,-11,NaN,85,,-11,,NaN,98,NaN,-10,NaN,-11,85
27,,NaN,,,,,NaN,,NaN,,NaN,,
28,-11,NaN,84,,-11,,NaN,98,NaN,-10,NaN,-11,83
29,,NaN,,,,,NaN,,NaN,,NaN,,
30,-11,NaN,83,,-11,,NaN,98,NaN,-10,NaN,-11,80
31,,NaN,,,,,NaN,,NaN,,NaN,,
32,-11,NaN,80,,-11,,NaN,98,NaN,-10,NaN,-11,79
33,,NaN,,,,,NaN,,NaN,,NaN,,
34,-11,NaN,82,,-11,,NaN,98,NaN,-10,NaN,-11,81
35,,NaN,,,,,NaN,,NaN,,NaN,,
36,-11,NaN,83,,-11,,NaN,98,NaN,-9,NaN,-11,84
37,,NaN,,,,,NaN,,NaN,,NaN,,
38,-11,NaN,84,,-11,,NaN,98,NaN,-9,NaN,-11,84
39,,NaN,,,,,NaN,,NaN,,NaN,,
40,-11,NaN,83,,-11,,NaN,98,NaN,-9,NaN,-11,83
41,,NaN,,,,,NaN,,NaN,,NaN,,
42,-11,NaN,81,,-11,,NaN,98,NaN,-9,NaN,-11,81
43,,NaN,,,,,NaN,,NaN,,NaN,,
44,-11,NaN,80,,-11,,NaN,98,NaN,-9,NaN,-11,80
45,,NaN,,,,,NaN,,NaN,,NaN,,
46,-11,NaN,80,,-11,,NaN,98,NaN,-9,NaN,-11,80
47,,NaN,,,,,NaN,,NaN,,NaN,,
48,-11,NaN,81,,-11,,NaN,98,NaN,-9,NaN,-11,82
49,,NaN,,,,,NaN,,NaN,,NaN,,
50,-12,NaN,84,,-2,,NaN,98,NaN,-9,NaN,-35,84
51,,NaN,,,,,NaN,,NaN,,NaN,,
52,-12,NaN,86,,-4,,NaN,98,NaN,-9,NaN,-19,86
53,,NaN,,,,,NaN,,NaN,,NaN,,
54,-10,NaN,86,,-7,,NaN,98,NaN,-9,NaN,-14,85
55,,NaN,,,,,NaN,,NaN,,NaN,,
56,-10,NaN,85,,-5,,NaN,98,NaN,-9,NaN,-15,83
57,,NaN,,,,,NaN,,NaN,,NaN,,
58,-10,NaN,84,,-8,,NaN,98,NaN,-10,NaN,-13,84
59,,NaN,,,,,NaN,,NaN,,NaN,,
60,-10,NaN,85,,,,NaN,98,NaN,-10,NaN,,85
61,,NaN,,,,,NaN,,NaN,,NaN,,
62,-10,NaN,85,,,,NaN,98,NaN,-10,NaN,,85
63,,NaN,,,,,NaN,,NaN,,NaN,,
64,-11,NaN,86,,,,NaN,98,NaN,-9,NaN,,85
65,,NaN,,,,,NaN,,NaN,,NaN,,
66,-11,NaN,85,,,,NaN,98,NaN,-9,NaN,,84
67,,NaN,,,,,NaN,,NaN,,NaN,,
68,-11,NaN,85,,,,NaN,98,NaN,-9,NaN,,84
69,,NaN,,,,,NaN,,NaN,,NaN,,
70,-11,NaN,87,,,,NaN,98,NaN,-9,NaN,,88
71,,NaN,,,,,NaN,,NaN,,NaN,,
72,-11,NaN,89,,-11,,NaN,98,NaN,-9,NaN,-11,89
73,,NaN,,,,,NaN,,NaN,,NaN,,
74,-11,NaN,88,,-11,,NaN,98,NaN,-9,NaN,-11,87
75,,NaN,,,,,NaN,,NaN,,NaN,,
76,-11,NaN,87,,-10,,NaN,98,NaN,-9,NaN,-12,86
77,,NaN,,,,,NaN,,NaN,,NaN,,
78,-11,NaN,86,,-10,,NaN,98,NaN,-9,NaN,-12,86
79,,NaN,,,,,NaN,,NaN,,NaN,,
80,-11,NaN,88,,-10,,NaN,98,NaN,-9,NaN,-12,88
81,,NaN,,,,,NaN,,NaN,,NaN,,
82,-11,NaN,88,,-4,,NaN,98,NaN,-9,NaN,-17,88
83,,NaN,,,,,NaN,,NaN,,NaN,,
84,-11,NaN,88,,-4,,NaN,98,NaN,-9,NaN,-17,86
85,,NaN,,,,,NaN,,NaN,,NaN,,
86,1,NaN,85,,1,,NaN,98,NaN,-9,NaN,1,84
87,,NaN,,,,,NaN,,NaN,,NaN,,
88,1,NaN,84,,1,,NaN,98,NaN,0,NaN,1,83
89,,NaN,,,,,NaN,,NaN,,NaN,,
90,0,NaN,84,,0,,NaN,98,NaN,0,NaN,0,83
91,,NaN,,,,,NaN,,NaN,,NaN,,
92,0,NaN,84,,0,,NaN,98,NaN,0,NaN,0,83
93,,NaN,,,,,NaN,,NaN,,NaN,,
94,0,NaN,86,,0,,NaN,98,NaN,0,NaN,0,87
95,,NaN,,,,,NaN,,NaN,,NaN,,
96,0,NaN,88,,0,,NaN,98,NaN,0,NaN,0,89
97,,NaN,,,,,NaN,,NaN,,NaN,,
98,-10,NaN,89,,-10,,NaN,98,NaN,-6,NaN,-10,89
99,,NaN,,,,,NaN,,NaN,,NaN,,
100,-10,NaN,88,,-10,,NaN,98,NaN,-6,NaN,-10,86
101,,NaN,,,,,NaN,,NaN,,NaN,,
102,-10,NaN,86,,-10,,NaN,98,NaN,-6,NaN,-10,85
103,,NaN,,,,,NaN,,NaN,,NaN,,
104,-10,NaN,87,,-10,,NaN,98,NaN,-9,NaN,-10,87
105,,NaN,,,,,NaN,,NaN,,NaN,,
106,-10,NaN,87,,-10,,NaN,98,NaN,-9,NaN,-10,88
107,,NaN,,,,,NaN,,NaN,,NaN,,
108,-10,NaN,88,,-10,,NaN,98,NaN,-9,NaN,-10,87
109,,NaN,,,,,NaN,,NaN,,NaN,,
110,-11,NaN,87,,-11,,NaN,99,NaN,-9,NaN,-11,85
111,,NaN,,,,,NaN,,NaN,,NaN,,
112,-11,NaN,87,,-11,,NaN,99,NaN,-9,NaN,-11,86
113,,NaN,,,,,NaN,,NaN,,NaN,,
114,-11,NaN,89,,-11,,NaN,99,NaN,-9,NaN,-11,89
115,,NaN,,,,,NaN,,NaN,,NaN,,
116,-11,NaN,90,,-11,,NaN,99,NaN,-9,NaN,-11,90
117,,NaN,,,,,NaN,,NaN,,NaN,,
118,-10,NaN,90,,-10,,NaN,99,NaN,-9,NaN,-10,89
119,,NaN,,,,,NaN,,NaN,,NaN,,
120,-10,NaN,88,,-10,,NaN,99,NaN,-9,NaN,-10,86
121,,NaN,,,,,NaN,,NaN,,NaN,,
122,-10,NaN,85,,-10,,NaN,99,NaN,-9,NaN,-10,84
123,,NaN,,,,,NaN,,NaN,,NaN,,
124,-10,NaN,84,,-10,,NaN,99,NaN,-9,NaN,-10,83
125,,NaN,,,,,NaN,,NaN,,NaN,,
126,-10,NaN,84,,-10,,NaN,99,NaN,-9,NaN,-10,84
127,,NaN,,,,,NaN,,NaN,,NaN,,
128,-10,NaN,84,,-10,,NaN,99,NaN,-9,NaN,-10,84
129,,NaN,,,,,NaN,,NaN,,NaN,,
130,-11,NaN,86,,-11,,NaN,99,NaN,-9,NaN,-11,85
131,,NaN,,,,,NaN,,NaN,,NaN,,
132,-11,NaN,88,,-11,,NaN,99,NaN,-9,NaN,-11,89
133,,NaN,,,,,NaN,,NaN,,NaN,,
134,-11,NaN,89,,-11,,NaN,99,NaN,-9,NaN,-11,89
135,,NaN,,,,,NaN,,NaN,,NaN,,
136,-11,NaN,88,,-11,,NaN,98,NaN,-9,NaN,-11,87
137,,NaN,,,,,NaN,,NaN,,NaN,,
138,-11,NaN,85,,-11,,NaN,98,NaN,-9,NaN,-11,83
139,,NaN,,,,,NaN,,NaN,,NaN,,
140,-11,NaN,85,,-11,,NaN,98,NaN,-9,NaN,-11,83
141,,NaN,,,,,NaN,,NaN,,NaN,,
142,-10,NaN,84,,-10,,NaN,99,NaN,-9,NaN,-10,84
143,,NaN,,,,,NaN,,NaN,,NaN,,
144,-10,NaN,85,,-10,,NaN,99,NaN,-9,NaN,-10,85
145,,NaN,,,,,NaN,,NaN,,NaN,,
146,-10,NaN,88,,-10,,NaN,99,NaN,-9,NaN,-10,87
147,,NaN,,,,,NaN,,NaN,,NaN,,
148,-10,NaN,89,,-10,,NaN,99,NaN,-9,NaN,-10,90
149,,NaN,,,,,NaN,,NaN,,NaN,,
150,-11,NaN,89,,-11,,NaN,99,NaN,-9,NaN,-11,90
151,,NaN,,,,,NaN,,NaN,,NaN,,
152,-11,NaN,89,,-11,,NaN,98,NaN,-9,NaN,-11,87
153,,NaN,,,,,NaN,,NaN,,NaN,,
154,-10,NaN,87,,-10,,NaN,98,NaN,-9,NaN,-10,85
155,,NaN,,,,,NaN,,NaN,,NaN,,
156,-10,NaN,85,,-10,,NaN,98,NaN,-9,NaN,-10,84
157,,NaN,,,,,NaN,,NaN,,NaN,,
158,-10,NaN,85,,-10,,NaN,98,NaN,-9,NaN,-10,84
159,,NaN,,,,,NaN,,NaN,,NaN,,
160,-10,NaN,86,,-10,,NaN,98,NaN,-9,NaN,-10,85
161,,NaN,,,,,NaN,,NaN,,NaN,,
162,-10,NaN,86,,-10,,NaN,98,NaN,-9,NaN,-10,91
163,,NaN,,,,,NaN,,NaN,,NaN,,
164,-10,NaN,93,,-10,,NaN,98,NaN,-10,NaN,-10,93
165,,NaN,,,,,NaN,,NaN,,NaN,,
166,-10,NaN,94,,-10,,NaN,98,NaN,-10,NaN,-10,93
167,,NaN,,,,,NaN,,NaN,,NaN,,
168,-10,NaN,92,,-10,,NaN,98,NaN,-10,NaN,-10,91
169,,NaN,,,,,NaN,,NaN,,NaN,,
170,-11,NaN,90,,-11,,NaN,98,NaN,-10,NaN,-11,88
171,,NaN,,,,,NaN,,NaN,,NaN,,
172,-11,NaN,89,,-11,,NaN,98,NaN,-10,NaN,-11,88
173,,NaN,,,,,NaN,,NaN,,NaN,,
174,-11,NaN,90,,-11,,NaN,98,NaN,-10,NaN,-11,90
175,,NaN,,,,,NaN,,NaN,,NaN,,
176,-11,NaN,92,,-11,,NaN,98,NaN,-10,NaN,-11,93
177,,NaN,,,,,NaN,,NaN,,NaN,,
178,-10,NaN,94,,-10,,NaN,98,NaN,-10,NaN,-10,94
179,,NaN,,,,,NaN,,NaN,,NaN,,
180,-10,NaN,95,,-10,,NaN,98,NaN,-10,NaN,-10,94
181,,NaN,,,,,NaN,,NaN,,NaN,,
182,-11,NaN,95,,-11,,NaN,99,NaN,-10,NaN,-11,94
183,,NaN,,,,,NaN,,NaN,,NaN,,
184,-11,NaN,96,,-11,,NaN,98,NaN,-10,NaN,-11,95
185,,NaN,,,,,NaN,,NaN,,NaN,,
186,-11,NaN,97,,-11,,NaN,98,NaN,-10,NaN,-11,96
187,,NaN,,,,,NaN,,NaN,,NaN,,
188,-11,NaN,96,,-11,,NaN,99,NaN,-10,NaN,-11,96
189,,NaN,,,,,NaN,,NaN,,NaN,,
190,-10,NaN,95,,-10,,NaN,99,NaN,-10,NaN,-10,94
191,,NaN,,,,,NaN,,NaN,,NaN,,
192,-10,NaN,95,,-10,,NaN,99,NaN,-10,NaN,-10,94
193,,NaN,,,,,NaN,,NaN,,NaN,,
194,-10,NaN,95,,-10,,NaN,99,NaN,-10,NaN,-10,94
195,,NaN,,,,,NaN,,NaN,,NaN,,
196,-10,NaN,93,,-10,,NaN,100,NaN,-10,NaN,-10,92
197,,NaN,,,,,NaN,,NaN,,NaN,,
198,-10,NaN,91,,-10,,NaN,100,NaN,-10,NaN,-10,89
199,,NaN,,,,,NaN,,NaN,,NaN,,
200,-10,NaN,89,,-10,,NaN,100,NaN,-10,NaN,-10,88
201,,NaN,,,,,NaN,,NaN,,NaN,,
202,-10,NaN,89,,-7,,NaN,100,NaN,-9,NaN,-13,88
203,,NaN,,,,,NaN,,NaN,,NaN,,
204,-11,NaN,91,,-5,,NaN,100,NaN,-9,NaN,-16,91
205,,NaN,,,,,NaN,,NaN,,NaN,,
206,-12,NaN,92,,0,,NaN,100,NaN,-9,NaN,-26,92
207,,NaN,,,,,NaN,,NaN,,NaN,,
208,-10,NaN,92,,0,,NaN,100,NaN,-9,NaN,-19,91
209,,NaN,,,,,NaN,,NaN,,NaN,,
210,-9,NaN,90,,,,NaN,100,NaN,-9,NaN,,88
211,,NaN,,,,,NaN,,NaN,,NaN,,
212,-9,NaN,88,,,,NaN,100,NaN,-9,NaN,,87
213,,NaN,,,,,NaN,,NaN,,NaN,,
214,-10,NaN,88,,,,NaN,100,NaN,-9,NaN,,87
215,,NaN,,,,,NaN,,NaN,,NaN,,
216,-14,NaN,89,,,,NaN,100,NaN,-9,NaN,,89
217,,NaN,,,,,NaN,,NaN,,NaN,,
218,-14,NaN,89,,9,,NaN,100,NaN,-9,NaN,-37,89
219,,NaN,,,,,NaN,,NaN,,NaN,,
220,-13,NaN,89,,,,NaN,100,NaN,-9,NaN,,89
221,,NaN,,,,,NaN,,NaN,,NaN,,
222,-10,NaN,89,,,,NaN,100,NaN,-9,NaN,,89
223,,NaN,,,,,NaN,,NaN,,NaN,,
224,-9,NaN,91,,,,NaN,100,NaN,-9,NaN,,89
225,,NaN,,,,,NaN,,NaN,,NaN,,
226,-10,NaN,91,,,,NaN,100,NaN,-9,NaN,,97
227,,NaN,,,,,NaN,,NaN,,NaN,,
228,-10,NaN,94,,,,NaN,100,NaN,-9,NaN,,96
229,,NaN,,,,,NaN,,NaN,,NaN,,
230,-10,NaN,94,,,,NaN,100,NaN,-9,NaN,,98
231,,NaN,,,,,NaN,,NaN,,NaN,,
232,-10,NaN,98,,-9,,NaN,100,NaN,-9,NaN,-12,98
233,,NaN,,,,,NaN,,NaN,,NaN,,
234,-10,NaN,96,,-9,,NaN,100,NaN,-9,NaN,-12,95
235,,NaN,,,,,NaN,,NaN,,NaN,,
236,-10,NaN,93,,-10,,NaN,100,NaN,-9,NaN,-10,91
237,,NaN,,,,,NaN,,NaN,,NaN,,
238,-10,NaN,90,,-10,,NaN,100,NaN,-9,NaN,-10,89
239,,NaN,,,,,NaN,,NaN,,NaN,,
240,-10,NaN,90,,-10,,NaN,100,NaN,-9,NaN,-10,89
241,,NaN,,,,,NaN,,NaN,,NaN,,
242,-10,NaN,91,,-10,,NaN,100,NaN,-9,NaN,-10,92
243,,NaN,,,,,NaN,,NaN,,NaN,,
244,-11,NaN,92,,-11,,NaN,100,NaN,-9,NaN,-11,92
245,,NaN,,,,,NaN,,NaN,,NaN,,
246,-11,NaN,92,,-11,,NaN,100,NaN,-9,NaN,-11,92
247,,NaN,,,,,NaN,,NaN,,NaN,,
248,-11,NaN,91,,-11,,NaN,100,NaN,-9,NaN,-11,91
249,,NaN,,,,,NaN,,NaN,,NaN,,
250,-11,NaN,91,,-11,,NaN,100,NaN,-9,NaN,-11,91
251,,NaN,,,,,NaN,,NaN,,NaN,,
252,-11,NaN,91,,-11,,NaN,100,NaN,-9,NaN,-11,90
253,,NaN,,,,,NaN,,NaN,,NaN,,
254,-11,NaN,91,0,-11,,NaN,100,NaN,-9,NaN,-11,90
255,,NaN,,,,,NaN,,NaN,,NaN,,
256,-12,NaN,90,0,-12,,NaN,100,NaN,-9,NaN,-12,89
257,,NaN,,,,,NaN,,NaN,,NaN,,
258,-12,NaN,90,0,-12,,NaN,100,NaN,-9,NaN,-12,90
259,,NaN,,,,,NaN,,NaN,,NaN,,
260,-12,NaN,92,,-12,,NaN,100,NaN,-9,NaN,-12,92
261,,NaN,,,,,NaN,,NaN,,NaN,,
262,-12,NaN,91,,-12,,NaN,100,NaN,-9,NaN,-12,92
263,,NaN,,,,,NaN,,NaN,,NaN,,
264,-12,NaN,92,,-12,,NaN,100,NaN,-9,NaN,-12,91
265,,NaN,,,,,NaN,,NaN,,NaN,,
266,-12,NaN,,,-12,,NaN,,NaN,-9,NaN,-12,90
267,,NaN,,,,,NaN,,NaN,,NaN,,
268,-12,NaN,,,-12,,NaN,,NaN,-9,NaN,-12,90
269,,NaN,,,,,NaN,,NaN,,NaN,,
270,-12,NaN,,,-11,,NaN,,NaN,-9,NaN,-14,90
271,,NaN,,,,,NaN,,NaN,,NaN,,
272,-12,NaN,,,-11,,NaN,,NaN,-9,NaN,-14,92
273,,NaN,,,,,NaN,,NaN,,NaN,,
274,-12,NaN,,,-12,,NaN,,NaN,-9,NaN,-12,94
275,,NaN,,,,,NaN,,NaN,,NaN,,
276,-12,NaN,,,-12,,NaN,,NaN,-9,NaN,-12,93
277,,NaN,,,,,NaN,,NaN,,NaN,,
278,-12,NaN,,,-12,,NaN,,NaN,-9,NaN,-12,91
279,,NaN,,,,,NaN,,NaN,,NaN,,
280,-12,NaN,,,-12,,NaN,,NaN,-9,NaN,-12,92
281,,NaN,,,,,NaN,,NaN,,NaN,,
282,-12,NaN,90,,-12,,NaN,100,NaN,-9,NaN,-12,91
283,,NaN,,,,,NaN,,NaN,,NaN,,
284,-12,NaN,92,,-12,,NaN,100,NaN,-9,NaN,-12,91
285,,NaN,,,,,NaN,,NaN,,NaN,,
286,-12,NaN,89,,-12,,NaN,100,NaN,-9,NaN,-12,89
287,,NaN,,,,,NaN,,NaN,,NaN,,
288,-12,NaN,89,,-12,,NaN,100,NaN,-9,NaN,-12,89
289,,NaN,,,,,NaN,,NaN,,NaN,,
290,-12,NaN,90,,-12,,NaN,100,NaN,-9,NaN,-12,90
291,,NaN,,,,,NaN,,NaN,,NaN,,
292,-12,NaN,92,,-12,,NaN,100,NaN,-9,NaN,-12,92
293,,NaN,,,,,NaN,,NaN,,NaN,,
294,-12,NaN,93,,-12,,NaN,100,NaN,-9,NaN,-12,93
295,,NaN,,,,,NaN,,NaN,,NaN,,
296,-12,NaN,92,,-12,,NaN,100,NaN,-9,NaN,-12,91
297,,NaN,,,,,NaN,,NaN,,NaN,,
298,-12,NaN,90,,-12,,NaN,100,NaN,-9,NaN,-12,89
299,,NaN,,,,,NaN,,NaN,,NaN,,
300,-12,NaN,88,,-12,,NaN,100,NaN,-9,NaN,-12,87
301,,NaN,,,,,NaN,,NaN,,NaN,,
302,-12,NaN,87,,-12,,NaN,100,NaN,-9,NaN,-12,87
303,,NaN,,,,,NaN,,NaN,,NaN,,
304,-12,NaN,87,,-12,,NaN,100,NaN,-9,NaN,-12,86
305,,NaN,,,,,NaN,,NaN,,NaN,,
306,-12,NaN,87,,-12,,NaN,100,NaN,-9,NaN,-12,87
307,,NaN,,,,,NaN,,NaN,,NaN,,
308,-12,NaN,87,,-12,,NaN,100,NaN,-9,NaN,-12,86
309,,NaN,,,,,NaN,,NaN,,NaN,,
310,-12,NaN,87,,-12,,NaN,100,NaN,-9,NaN,-12,87
311,,NaN,,,,,NaN,,NaN,,NaN,,
312,-12,NaN,88,,-12,,NaN,100,NaN,-8,NaN,-12,88
313,,NaN,,,,,NaN,,NaN,,NaN,,
314,-12,NaN,89,,-12,,NaN,100,NaN,-8,NaN,-12,89
315,,NaN,,,,,NaN,,NaN,,NaN,,
316,-12,NaN,90,,-12,,NaN,100,NaN,-9,NaN,-12,89
317,,NaN,,,,,NaN,,NaN,,NaN,,
318,-12,NaN,90,,-12,,NaN,100,NaN,-9,NaN,-12,90
319,,NaN,,,,,NaN,,NaN,,NaN,,
320,-12,NaN,90,,-12,,NaN,100,NaN,-9,NaN,-12,89
321,,NaN,,,,,NaN,,NaN,,NaN,,
322,-12,NaN,91,,-12,,NaN,100,NaN,-9,NaN,-12,89
323,,NaN,,,,,NaN,,NaN,,NaN,,
324,-12,NaN,91,,-12,,NaN,100,NaN,-9,NaN,-12,88
325,,NaN,,,,,NaN,,NaN,,NaN,,
326,-12,NaN,91,,-12,,NaN,100,NaN,-9,NaN,-12,88
327,,NaN,,,,,NaN,,NaN,,NaN,,
328,-12,NaN,88,,-12,,NaN,100,NaN,-9,NaN,-12,88
329,,NaN,,,,,NaN,,NaN,,NaN,,
330,-12,NaN,88,,-12,,NaN,100,NaN,-9,NaN,-12,88
331,,NaN,,,,,NaN,,NaN,,NaN,,
332,-12,NaN,93,,-12,,NaN,100,NaN,-9,NaN,-12,70
333,,NaN,,,,,NaN,,NaN,,NaN,,
334,-12,NaN,98,,-12,,NaN,100,NaN,-9,NaN,-12,102
335,,NaN,,,,,NaN,,NaN,,NaN,,
336,-12,NaN,102,,-12,,NaN,100,NaN,-9,NaN,-12,101
337,,NaN,,,,,NaN,,NaN,,NaN,,
338,-12,NaN,101,,-12,,NaN,100,NaN,-9,NaN,-12,99
339,,NaN,,,,,NaN,,NaN,,NaN,,
340,-12,NaN,101,,-12,,NaN,100,NaN,-9,NaN,-12,97
341,,NaN,,,,,NaN,,NaN,,NaN,,
342,-12,NaN,98,,-12,,NaN,100,NaN,-9,NaN,-12,97
343,,NaN,,,,,NaN,,NaN,,NaN,,
344,-12,NaN,96,,-12,,NaN,100,NaN,-9,NaN,-12,96
345,,NaN,,,,,NaN,,NaN,,NaN,,
346,-12,NaN,96,,-12,,NaN,100,NaN,-9,NaN,-12,96
347,,NaN,,,,,NaN,,NaN,,NaN,,
348,-12,NaN,95,,-12,,NaN,100,NaN,-9,NaN,-12,95
349,,NaN,,,,,NaN,,NaN,,NaN,,
350,-12,NaN,95,,-12,,NaN,100,NaN,-9,NaN,-12,94
351,,NaN,,,,,NaN,,NaN,,NaN,,
352,-12,NaN,94,,-12,,NaN,100,NaN,-9,NaN,-12,93
353,,NaN,,,,,NaN,,NaN,,NaN,,
354,-12,NaN,92,,-12,,NaN,100,NaN,-9,NaN,-12,91
355,,NaN,,,,,NaN,,NaN,,NaN,,
356,-12,NaN,91,,-12,,NaN,100,NaN,-9,NaN,-12,91
357,,NaN,,,,,NaN,,NaN,,NaN,,
358,-12,NaN,91,,-12,,NaN,100,NaN,-9,NaN,-14,90
359,,NaN,,,,,NaN,,NaN,,NaN,,
360,-12,NaN,91,,-12,,NaN,100,NaN,-9,NaN,-14,89
361,,NaN,,,,,NaN,,NaN,,NaN,,
362,-12,NaN,89,,-12,,NaN,100,NaN,-9,NaN,-12,88
363,,NaN,,,,,NaN,,NaN,,NaN,,
364,-12,NaN,87,,-12,,NaN,100,NaN,-9,NaN,-12,86
365,,NaN,,,,,NaN,,NaN,,NaN,,
366,-12,NaN,85,,-12,,NaN,100,NaN,-9,NaN,-12,85
367,,NaN,,,,,NaN,,NaN,,NaN,,
368,-12,NaN,85,,-12,,NaN,100,NaN,-9,NaN,-12,84
369,,NaN,,,,,NaN,,NaN,,NaN,,
370,-12,NaN,84,,-12,,NaN,100,NaN,-9,NaN,-12,96
371,,NaN,,,,,NaN,,NaN,,NaN,,
372,-12,NaN,83,,-12,,NaN,100,NaN,-9,NaN,-14,95
373,,NaN,,,,,NaN,,NaN,,NaN,,
374,-13,NaN,83,,-12,,NaN,100,NaN,-9,NaN,-14,93
375,,NaN,,,,,NaN,,NaN,,NaN,,
376,-13,NaN,83,,-12,,NaN,100,NaN,-9,NaN,-14,80
377,,NaN,,,,,NaN,,NaN,,NaN,,
378,-13,NaN,80,,-13,,NaN,100,NaN,-9,NaN,-13,78
379,,NaN,,,,,NaN,,NaN,,NaN,,
380,-13,NaN,79,,-13,,NaN,98,NaN,-9,NaN,-13,77
381,,NaN,,,,,NaN,,NaN,,NaN,,
382,-13,NaN,77,,-13,,NaN,97,NaN,-9,NaN,-13,76
383,,NaN,,,,,NaN,,NaN,,NaN,,
384,-13,NaN,74,,-13,,NaN,97,NaN,-9,NaN,-13,76
385,,NaN,,,,,NaN,,NaN,,NaN,,
386,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,75
387,,NaN,,,,,NaN,,NaN,,NaN,,
388,-12,NaN,72,,-12,,NaN,100,NaN,-9,NaN,-12,75
389,,NaN,,,,,NaN,,NaN,,NaN,,
390,-12,NaN,74,,-12,,NaN,100,NaN,-9,NaN,-12,74
391,,NaN,,,,,NaN,,NaN,,NaN,,
392,-12,NaN,74,,-12,,NaN,100,NaN,-9,NaN,-12,73
393,,NaN,,,,,NaN,,NaN,,NaN,,
394,-12,NaN,72,,-12,,NaN,100,NaN,-9,NaN,-12,72
395,,NaN,,,,,NaN,,NaN,,NaN,,
396,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,70
397,,NaN,,,,,NaN,,NaN,,NaN,,
398,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,70
399,,NaN,,,,,NaN,,NaN,,NaN,,
400,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,71
401,,NaN,,,,,NaN,,NaN,,NaN,,
402,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,71
403,,NaN,,,,,NaN,,NaN,,NaN,,
404,-12,NaN,72,,-12,,NaN,100,NaN,-9,NaN,-12,71
405,,NaN,,,,,NaN,,NaN,,NaN,,
406,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,71
407,,NaN,,,,,NaN,,NaN,,NaN,,
408,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,71
409,,NaN,,,,,NaN,,NaN,,NaN,,
410,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,70
411,,NaN,,,,,NaN,,NaN,,NaN,,
412,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,70
413,,NaN,,,,,NaN,,NaN,,NaN,,
414,-13,NaN,71,,-13,,NaN,100,NaN,-9,NaN,-13,70
415,,NaN,,,,,NaN,,NaN,,NaN,,
416,-13,NaN,70,,-13,,NaN,100,NaN,-9,NaN,-13,70
417,,NaN,,,,,NaN,,NaN,,NaN,,
418,-12,NaN,70,,-12,,NaN,100,NaN,-9,NaN,-12,69
419,,NaN,,,,,NaN,,NaN,,NaN,,
420,-12,NaN,70,,-12,,NaN,100,NaN,-9,NaN,-12,69
421,,NaN,,,,,NaN,,NaN,,NaN,,
422,-12,NaN,70,,-12,,NaN,100,NaN,-9,NaN,-12,70
423,,NaN,,,,,NaN,,NaN,,NaN,,
424,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,71
425,,NaN,,,,,NaN,,NaN,,NaN,,
426,-12,NaN,71,,-12,,NaN,100,NaN,-9,NaN,-12,71
427,,NaN,,,,,NaN,,NaN,,NaN,,
