time,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,SNUADC/ECG_II
0,NaN,,NaN,,,NaN,,,,,,,NaN
1,-4.9562602043151855,,-495.6260070800781,,67,-496.78717041015625,228,,,0,82,,-4.9562602043151855
2,-4.956240177154541,,-495.6240234375,,,-496.7851867675781,,,,,,,-4.956240177154541
3,NaN,,NaN,,67,NaN,228,,,0,82,,NaN
4,NaN,,NaN,,,NaN,,,,,,,NaN
5,NaN,,NaN,,66,NaN,224,,,0,82,,NaN
6,NaN,,NaN,,,NaN,,,,,,,NaN
7,NaN,,NaN,,65,NaN,222,,,0,82,,NaN
8,NaN,,NaN,,,NaN,,,,,,,NaN
9,NaN,,NaN,,65,NaN,212,,,0,82,,NaN
10,NaN,,NaN,,,NaN,,,,,,,NaN
11,NaN,,NaN,,64,NaN,192,,,1,83,,NaN
12,NaN,,NaN,,,NaN,,,,,,,NaN
13,NaN,,NaN,,64,NaN,177,,,1,83,,NaN
14,NaN,,NaN,,,NaN,,,,,,,NaN
15,NaN,,NaN,,64,NaN,177,,,0,83,,NaN
16,NaN,,NaN,,,NaN,,,,,,,NaN
17,NaN,,NaN,,63,NaN,177,,,0,83,,NaN
18,NaN,,NaN,,,NaN,,,,,,,NaN
19,NaN,,NaN,,64,NaN,162,,,0,83,,NaN
20,NaN,,NaN,,,NaN,,,,,,,NaN
21,NaN,,NaN,,63,NaN,145,,,0,83,,NaN
22,NaN,,NaN,,,NaN,,,,,,,NaN
23,NaN,,NaN,,63,NaN,145,,,1,83,,NaN
24,NaN,,NaN,,,NaN,,,,,,,NaN
25,NaN,,NaN,,64,NaN,145,,,1,83,,NaN
26,NaN,,NaN,,,NaN,,,,,,,NaN
27,NaN,,NaN,,64,NaN,132,,,-1,89,,NaN
28,NaN,,NaN,,,NaN,,,,,,,NaN
29,NaN,,NaN,,64,NaN,104,,,-1,96,,NaN
30,NaN,,NaN,,,NaN,,,,,,,NaN
31,NaN,,NaN,,66,NaN,83,,,-1,96,,NaN
32,NaN,,NaN,,,NaN,,,,,,,NaN
33,NaN,,NaN,,67,NaN,73,,,-1,97,,NaN
34,NaN,,NaN,,,NaN,,,,,,,NaN
35,NaN,,NaN,,68,NaN,69,,,-1,97,,NaN
36,NaN,,NaN,,,NaN,,,,,,,NaN
37,NaN,,NaN,,69,NaN,69,,,-1,96,,NaN
38,NaN,,NaN,,,NaN,,,,,,,NaN
39,NaN,,NaN,,68,NaN,69,,,-1,96,,NaN
40,NaN,,NaN,,,NaN,,,,,,,NaN
41,NaN,,NaN,,67,NaN,68,,,0,96,,NaN
42,NaN,,NaN,,,NaN,,,,,,,NaN
43,NaN,,NaN,,66,NaN,67,,,0,96,,NaN
44,NaN,,NaN,,,NaN,,,,,,,NaN
45,NaN,,NaN,,65,NaN,66,,,1,96,,NaN
46,NaN,,NaN,,,NaN,,,,,,,NaN
47,NaN,,NaN,,65,NaN,66,,,1,96,,NaN
48,NaN,,NaN,,,NaN,,,,,,,NaN
49,NaN,,NaN,,65,NaN,66,,,1,96,,NaN
50,NaN,,NaN,,,NaN,,,,,,,NaN
51,NaN,,NaN,,66,NaN,66,,,1,96,,NaN
52,NaN,,NaN,,,NaN,,,,,,,NaN
53,NaN,,NaN,,66,NaN,66,,,0,96,,NaN
54,NaN,,NaN,,,NaN,,,,,,,NaN
55,NaN,,NaN,,67,NaN,67,,,0,96,,NaN
56,NaN,,NaN,,,NaN,,,,,,,NaN
57,NaN,,NaN,,67,NaN,67,,,0,96,,NaN
58,NaN,,NaN,,,NaN,,,,,,,NaN
59,NaN,,NaN,,67,NaN,67,,,0,97,,NaN
60,NaN,,NaN,,,NaN,,,,,,,NaN
61,NaN,,NaN,,67,NaN,67,,,0,96,,NaN
62,NaN,,NaN,,,NaN,,,,,,,NaN
63,NaN,,NaN,,66,NaN,67,,,0,96,,NaN
64,NaN,,NaN,,,NaN,,,,,,,NaN
65,NaN,,NaN,,65,NaN,66,,,0,96,,NaN
66,NaN,,NaN,,,NaN,,,,,,,NaN
67,NaN,,NaN,,64,NaN,65,,,0,96,,NaN
68,NaN,,NaN,,,NaN,,,,,,,NaN
69,NaN,,NaN,,64,NaN,65,,,0,96,,NaN
70,NaN,,NaN,,,NaN,,,,,,,NaN
71,NaN,,NaN,,64,NaN,65,,,0,96,,NaN
72,NaN,,NaN,,,NaN,,,,,,,NaN
73,NaN,,NaN,,64,NaN,65,,,0,96,,NaN
74,NaN,,NaN,,,NaN,,,,,,,NaN
75,NaN,,NaN,,64,NaN,65,,,0,96,,NaN
76,NaN,,NaN,,,NaN,,,,,,,NaN
77,NaN,,NaN,,65,NaN,65,,,0,95,,NaN
78,NaN,,NaN,,,NaN,,,,,,,NaN
79,NaN,,NaN,,65,NaN,65,,,0,95,,NaN
80,NaN,,NaN,,,NaN,,,,,,,NaN
81,NaN,,NaN,,66,NaN,65,,,0,95,,NaN
82,NaN,,NaN,,,NaN,,,,,,,NaN
83,NaN,,NaN,,66,NaN,65,,,1,95,,NaN
84,NaN,,NaN,,,NaN,,,,,,,NaN
85,NaN,,NaN,,66,NaN,65,,,1,95,,NaN
86,NaN,,NaN,,,NaN,,,,,,,NaN
87,NaN,,NaN,,67,NaN,65,,,0,95,,NaN
88,NaN,,NaN,,,NaN,,,,,,,NaN
89,NaN,,NaN,,67,NaN,66,,,0,95,,NaN
90,NaN,,NaN,,,NaN,,,,,,,NaN
91,NaN,,NaN,,68,NaN,67,,,0,95,,NaN
92,NaN,,NaN,,,NaN,,,,,,,NaN
93,NaN,,NaN,,68,NaN,68,,,0,95,,NaN
94,NaN,,NaN,,,NaN,,,,,,,NaN
95,NaN,,NaN,,68,NaN,69,,,0,96,,NaN
96,NaN,,NaN,,,NaN,,,,,,,NaN
97,NaN,,NaN,,67,NaN,69,,,0,96,,NaN
98,NaN,,NaN,,,NaN,,,,,,,NaN
99,NaN,,NaN,,67,NaN,68,,,0,96,,NaN
100,NaN,,NaN,,,NaN,,,,,,,NaN
101,NaN,,NaN,,67,NaN,68,,,0,96,,NaN
102,NaN,,NaN,,,NaN,,,,,,,NaN
103,NaN,94,NaN,94,67,NaN,67,,,0,96,94,NaN
104,NaN,,NaN,,,NaN,,,,,,,NaN
105,NaN,94,NaN,94,66,NaN,67,,,1,96,94,NaN
106,NaN,,NaN,,,NaN,,,,,,,NaN
107,NaN,-3,NaN,-3,66,NaN,67,,,1,96,-3,NaN
108,NaN,,NaN,,,NaN,,,,,,,NaN
109,NaN,-3,NaN,-3,67,NaN,67,,,3,96,-3,NaN
110,NaN,,NaN,,,NaN,,,,,,,NaN
111,NaN,-6,NaN,-6,68,NaN,68,,,3,96,-6,NaN
112,NaN,,NaN,,,NaN,,,,,,,NaN
113,NaN,-6,NaN,-6,68,NaN,69,,,0,96,-6,NaN
114,NaN,,NaN,,,NaN,,,,,,,NaN
115,NaN,-5,NaN,-5,68,NaN,69,,,0,96,-5,NaN
116,NaN,,NaN,,,NaN,,,,,,,NaN
117,NaN,-5,NaN,-5,68,NaN,69,,,0,96,-5,NaN
118,NaN,,NaN,,,NaN,,,,,,,NaN
119,NaN,-5,NaN,-5,67,NaN,68,,,0,96,-5,NaN
120,NaN,,NaN,,,NaN,,,,,,,NaN
121,NaN,-5,NaN,-5,67,NaN,68,,,0,96,-5,NaN
122,NaN,,NaN,,,NaN,,,,,,,NaN
123,NaN,-6,NaN,-6,67,NaN,68,,,0,96,-6,NaN
124,NaN,,NaN,,,NaN,,,,,,,NaN
125,NaN,-6,NaN,-6,68,NaN,68,,,0,96,-6,NaN
126,NaN,,NaN,,,NaN,,,,,,,NaN
127,NaN,-7,NaN,-7,68,NaN,68,,,0,96,-7,NaN
128,NaN,,NaN,,,NaN,,,,,,,NaN
129,NaN,-7,NaN,-7,68,NaN,69,,,0,96,-7,NaN
130,NaN,,NaN,,,NaN,,,,,,,NaN
131,NaN,-7,NaN,-7,69,NaN,70,,,1,96,-7,NaN
132,NaN,,NaN,,,NaN,,,,,,,NaN
133,NaN,-7,NaN,-7,71,NaN,71,,,1,96,-7,NaN
134,NaN,,NaN,,,NaN,,,,,,,NaN
135,NaN,-6,NaN,-6,70,NaN,71,,,1,96,-6,NaN
136,NaN,,NaN,,,NaN,,,,,,,NaN
137,NaN,-6,NaN,-6,69,NaN,70,,,1,96,-6,NaN
138,NaN,,NaN,,,NaN,,,,,,,NaN
139,NaN,-7,NaN,-7,69,NaN,69,,,1,96,-7,NaN
140,NaN,,NaN,,,NaN,,,,,,,NaN
141,NaN,-7,NaN,-7,68,NaN,69,,,1,96,-7,NaN
142,NaN,,NaN,,,NaN,,,,,,,NaN
143,NaN,-5,NaN,-5,68,NaN,68,,,-1,95,-5,NaN
144,NaN,,NaN,,,NaN,,,,,,,NaN
145,NaN,-5,NaN,-5,67,NaN,68,,,-1,95,-5,NaN
146,NaN,,NaN,,,NaN,,,,,,,NaN
147,NaN,-8,NaN,-8,66,NaN,67,,,1,95,-8,NaN
148,NaN,,NaN,,,NaN,,,,,,,NaN
149,NaN,-8,NaN,-8,65,NaN,66,,,1,95,-8,NaN
150,NaN,,NaN,,,NaN,,,,,,,NaN
151,NaN,-8,NaN,-8,64,NaN,65,,,0,95,-8,NaN
152,NaN,,NaN,,,NaN,,,,,,,NaN
153,NaN,-8,NaN,-8,64,NaN,65,,,0,95,-8,NaN
154,NaN,,NaN,,,NaN,,,,,,,NaN
155,NaN,-8,NaN,-8,63,NaN,64,,,0,95,-8,NaN
156,NaN,,NaN,,,NaN,,,,,,,NaN
157,NaN,-8,NaN,-8,63,NaN,63,,,0,96,-8,NaN
158,NaN,,NaN,,,NaN,,,,,,,NaN
159,NaN,-8,NaN,-8,63,NaN,63,,,0,96,-8,NaN
160,NaN,,NaN,,,NaN,,,,,,,NaN
161,NaN,-8,NaN,-8,61,NaN,63,,,1,96,-8,NaN
162,NaN,,NaN,,,NaN,,,,,,,NaN
163,NaN,-8,NaN,-8,63,NaN,63,,,1,96,-8,NaN
164,NaN,,NaN,,,NaN,,,,,,,NaN
165,NaN,-8,NaN,-8,63,NaN,63,,,1,96,-8,NaN
166,NaN,,NaN,,,NaN,,,,,,,NaN
167,NaN,-6,NaN,-6,63,NaN,63,,,1,96,-6,NaN
168,NaN,,NaN,,,NaN,,,,,,,NaN
169,NaN,-6,NaN,-6,63,NaN,63,,,1,96,-6,NaN
170,NaN,,NaN,,,NaN,,,,,,,NaN
171,NaN,-8,NaN,-8,63,NaN,63,,,1,96,-8,NaN
172,NaN,,NaN,,,NaN,,,,,,,NaN
173,NaN,-8,NaN,-8,63,NaN,,,,-1,,-8,NaN
174,NaN,,NaN,,,NaN,,,,,,,NaN
175,NaN,-8,NaN,-8,63,NaN,,,,-1,,-8,NaN
176,NaN,,NaN,,,NaN,,,,,,,NaN
177,NaN,-8,NaN,-8,64,NaN,,,,1,,-8,NaN
178,NaN,,NaN,,,NaN,,,,,,,NaN
179,NaN,-8,NaN,-8,64,NaN,64,,,1,95,-8,NaN
180,NaN,,NaN,,,NaN,,,,,,,NaN
181,NaN,-8,NaN,-8,64,NaN,65,,,0,95,-8,NaN
182,NaN,,NaN,,,NaN,,,,,,,NaN
183,NaN,-7,NaN,-7,65,NaN,66,,,0,95,-7,NaN
184,NaN,,NaN,,,NaN,,,,,,,NaN
185,NaN,-7,NaN,-7,67,NaN,68,,,0,95,-7,NaN
186,NaN,,NaN,,,NaN,,,,,,,NaN
187,NaN,-7,NaN,-7,67,NaN,68,,,0,95,-7,NaN
188,NaN,,NaN,,,NaN,,,,,,,NaN
189,NaN,-7,NaN,-7,67,NaN,68,,,1,95,-7,NaN
190,NaN,,NaN,,,NaN,,,,,,,NaN
191,NaN,-7,NaN,-7,67,NaN,68,,,1,95,-7,NaN
192,NaN,,NaN,,,NaN,,,,,,,NaN
193,NaN,-7,NaN,-7,66,NaN,67,,,1,95,-7,NaN
194,NaN,,NaN,,,NaN,,,,,,,NaN
195,NaN,-8,NaN,-8,66,NaN,66,,,-1,95,-8,NaN
196,NaN,,NaN,,,NaN,,,,,,,NaN
197,NaN,-8,NaN,-8,64,NaN,65,,,-1,94,-8,NaN
198,NaN,,NaN,,,NaN,,,,,,,NaN
199,NaN,-8,NaN,-8,63,NaN,64,,,-1,94,-8,NaN
200,NaN,,NaN,,,NaN,,,,,,,NaN
201,NaN,-8,NaN,-8,62,NaN,63,,,-1,94,-8,NaN
202,NaN,,NaN,,,NaN,,,,,,,NaN
203,NaN,-8,NaN,-8,61,NaN,62,,,-1,94,-8,NaN
204,NaN,,NaN,,,NaN,,,,,,,NaN
205,NaN,-8,NaN,-8,61,NaN,62,,,-1,95,-8,NaN
206,NaN,,NaN,,,NaN,,,,,,,NaN
207,NaN,-8,NaN,-8,61,NaN,62,,,0,97,-8,NaN
208,NaN,,NaN,,,NaN,,,,,,,NaN
209,NaN,-8,NaN,-8,62,NaN,62,,,0,98,-8,NaN
210,NaN,,NaN,,,NaN,,,,,,,NaN
211,NaN,-8,NaN,-8,62,NaN,63,,,0,98,-8,NaN
212,NaN,,NaN,,,NaN,,,,,,,NaN
213,NaN,-8,NaN,-8,63,NaN,63,,,0,98,-8,NaN
214,NaN,,NaN,,,NaN,,,,,,,NaN
215,NaN,-8,NaN,-8,63,NaN,63,,,1,98,-8,NaN
216,NaN,,NaN,,,NaN,,,,,,,NaN
217,NaN,-8,NaN,-8,63,NaN,64,,,1,98,-8,NaN
218,NaN,,NaN,,,NaN,,,,,,,NaN
219,NaN,-8,NaN,-8,63,NaN,64,,,1,97,-8,NaN
220,NaN,,NaN,,,NaN,,,,,,,NaN
221,NaN,-8,NaN,-8,63,NaN,64,,,1,98,-8,NaN
222,NaN,,NaN,,,NaN,,,,,,,NaN
223,NaN,-8,NaN,-8,63,NaN,64,,,1,98,-8,NaN
224,NaN,,NaN,,,NaN,,,,,,,NaN
225,NaN,-8,NaN,-8,63,NaN,64,,,-1,98,-8,NaN
226,NaN,,NaN,,,NaN,,,,,,,NaN
227,NaN,-8,NaN,-8,63,NaN,64,,,-1,98,-8,NaN
228,NaN,,NaN,,,NaN,,,,,,,NaN
229,NaN,-8,NaN,-8,64,NaN,64,,,-1,98,-8,NaN
230,NaN,,NaN,,,NaN,,,,,,,NaN
231,NaN,-8,NaN,-8,64,NaN,64,,,-1,98,-8,NaN
232,NaN,,NaN,,,NaN,,,,,,,NaN
233,NaN,-8,NaN,-8,65,NaN,65,,,0,98,-8,NaN
234,NaN,,NaN,,,NaN,,,,,,,NaN
235,NaN,-8,NaN,-8,65,NaN,65,,,0,98,-8,NaN
236,NaN,,NaN,,,NaN,,,,,,,NaN
237,NaN,-8,NaN,-8,65,NaN,65,,,0,98,-8,NaN
238,NaN,,NaN,,,NaN,,,,,,,NaN
239,NaN,-9,NaN,-9,65,NaN,66,,,0,97,-9,NaN
240,NaN,,NaN,,,NaN,,,,,,,NaN
241,NaN,-9,NaN,-9,65,NaN,66,,,1,97,-9,NaN
242,NaN,,NaN,,,NaN,,,,,,,NaN
243,NaN,-9,NaN,-9,65,NaN,66,,,1,97,-9,NaN
244,NaN,,NaN,,,NaN,,,,,,,NaN
245,NaN,-9,NaN,-9,65,NaN,66,,,-1,97,-9,NaN
246,NaN,,NaN,,,NaN,,,,,,,NaN
247,NaN,-9,NaN,-9,65,NaN,65,,,-1,97,-9,NaN
248,NaN,,NaN,,,NaN,,,,,,,NaN
249,NaN,-9,NaN,-9,65,NaN,66,,,-1,97,-9,NaN
250,NaN,,NaN,,,NaN,,,,,,,NaN
251,NaN,-9,NaN,-9,67,NaN,67,,,-1,97,-9,NaN
252,NaN,,NaN,,,NaN,,,,,,,NaN
253,NaN,-9,NaN,-9,67,NaN,68,,,-1,97,-9,NaN
254,NaN,,NaN,,,NaN,,,,,,,NaN
255,NaN,-9,NaN,-9,68,NaN,68,,,-1,97,-9,NaN
256,NaN,,NaN,,,NaN,,,,,,,NaN
257,NaN,-9,NaN,-9,67,NaN,68,,,-1,97,-9,NaN
258,NaN,,NaN,,,NaN,,,,,,,NaN
259,NaN,-9,NaN,-9,66,NaN,67,,,1,97,-9,NaN
260,NaN,,NaN,,,NaN,,,,,,,NaN
261,NaN,-9,NaN,-9,66,NaN,66,,,1,97,-9,NaN
262,NaN,,NaN,,,NaN,,,,,,,NaN
263,NaN,-9,NaN,-9,65,NaN,66,,,0,96,-9,NaN
264,NaN,,NaN,,,NaN,,,,,,,NaN
265,NaN,-9,NaN,-9,65,NaN,66,,,0,96,-9,NaN
266,NaN,,NaN,,,NaN,,,,,,,NaN
267,NaN,-9,NaN,-9,66,NaN,66,,,1,96,-9,NaN
268,NaN,,NaN,,,NaN,,,,,,,NaN
269,NaN,-9,NaN,-9,66,NaN,66,,,1,96,-9,NaN
270,NaN,,NaN,,,NaN,,,,,,,NaN
271,NaN,-9,NaN,-9,66,NaN,66,,,-1,96,-9,NaN
272,NaN,,NaN,,,NaN,,,,,,,NaN
273,NaN,-9,NaN,-9,66,NaN,67,,,-1,96,-9,NaN
274,NaN,,NaN,,,NaN,,,,,,,NaN
275,NaN,-9,NaN,-9,66,NaN,67,,,-1,95,-9,NaN
276,NaN,,NaN,,,NaN,,,,,,,NaN
277,NaN,-9,NaN,-9,66,NaN,67,,,-1,95,-9,NaN
278,NaN,,NaN,,,NaN,,,,,,,NaN
279,NaN,-9,NaN,-9,66,NaN,66,,,-1,95,-9,NaN
280,NaN,,NaN,,,NaN,,,,,,,NaN
281,NaN,-9,NaN,-9,66,NaN,67,,,-1,95,-9,NaN
282,NaN,,NaN,,,NaN,,,,,,,NaN
283,NaN,-9,NaN,-9,66,NaN,67,,,1,96,-9,NaN
284,NaN,,NaN,,,NaN,,,,,,,NaN
285,NaN,-9,NaN,-9,66,NaN,67,,,1,96,-9,NaN
286,NaN,,NaN,,,NaN,,,,,,,NaN
287,NaN,-9,NaN,-9,66,NaN,67,,,1,96,-9,NaN
288,NaN,,NaN,,,NaN,,,,,,,NaN
289,NaN,-9,NaN,-9,65,NaN,66,,,1,96,-9,NaN
290,NaN,,NaN,,,NaN,,,,,,,NaN
291,NaN,-9,NaN,-9,65,NaN,66,,,1,97,-9,NaN
292,NaN,,NaN,,,NaN,,,,,,,NaN
293,NaN,-9,NaN,-9,65,NaN,66,,,-1,97,-9,NaN
294,NaN,,NaN,,,NaN,,,,,,,NaN
295,NaN,-9,NaN,-9,65,NaN,66,,,-1,97,-9,NaN
296,NaN,,NaN,,,NaN,,,,,,,NaN
297,NaN,-9,NaN,-9,66,NaN,66,,,-1,97,-9,NaN
298,NaN,,NaN,,,NaN,,,,,,,NaN
299,NaN,-9,NaN,-9,67,NaN,67,,,-1,97,-9,NaN
300,NaN,,NaN,,,NaN,,,,,,,NaN
301,NaN,-9,NaN,-9,67,NaN,68,,,-1,97,-9,NaN
302,NaN,,NaN,,,NaN,,,,,,,NaN
303,NaN,-9,NaN,-9,68,NaN,68,,,-1,97,-9,NaN
304,NaN,,NaN,,,NaN,,,,,,,NaN
305,NaN,-9,NaN,-9,68,NaN,68,,,-2,96,-9,NaN
306,NaN,,NaN,,,NaN,,,,,,,NaN
307,NaN,-9,NaN,-9,68,NaN,69,,,-2,96,-9,NaN
308,NaN,,NaN,,,NaN,,,,,,,NaN
309,NaN,-9,NaN,-9,68,NaN,69,,,1,96,-9,NaN
310,NaN,,NaN,,,NaN,,,,,,,NaN
311,NaN,-9,NaN,-9,68,NaN,69,,,1,96,-9,NaN
312,NaN,,NaN,,,NaN,,,,,,,NaN
313,NaN,-9,NaN,-9,68,NaN,69,,,1,96,-9,NaN
314,NaN,,NaN,,,NaN,,,,,,,NaN
315,NaN,-9,NaN,-9,69,NaN,69,,,1,96,-9,NaN
316,NaN,,NaN,,,NaN,,,,,,,NaN
317,NaN,-9,NaN,-9,69,NaN,69,,,-1,96,-9,NaN
318,NaN,,NaN,,,NaN,,,,,,,NaN
319,NaN,-9,NaN,-9,69,NaN,69,,,-1,96,-9,NaN
320,NaN,,NaN,,,NaN,,,,,,,NaN
321,NaN,-9,NaN,-9,69,NaN,70,,,-1,95,-9,NaN
322,NaN,,NaN,,,NaN,,,,,,,NaN
323,NaN,-9,NaN,-9,69,NaN,70,,,-1,95,-9,NaN
324,NaN,,NaN,,,NaN,,,,,,,NaN
325,NaN,-9,NaN,-9,70,NaN,71,,,-1,95,-9,NaN
326,NaN,,NaN,,,NaN,,,,,,,NaN
327,NaN,-9,NaN,-9,71,NaN,72,,,-2,95,-9,NaN
328,NaN,,NaN,,,NaN,,,,,,,NaN
329,NaN,-9,NaN,-9,73,NaN,73,,,-2,95,-9,NaN
330,NaN,,NaN,,,NaN,,,,,,,NaN
331,NaN,-9,NaN,-9,74,NaN,74,,,-1,95,-9,NaN
332,NaN,,NaN,,,NaN,,,,,,,NaN
333,NaN,-9,NaN,-9,73,NaN,74,,,-1,95,-9,NaN
334,NaN,,NaN,,,NaN,,,,,,,NaN
335,NaN,-8,NaN,-8,71,NaN,72,,,1,95,-8,NaN
336,NaN,,NaN,,,NaN,,,,,,,NaN
337,NaN,-8,NaN,-8,70,NaN,71,,,1,95,-8,NaN
338,NaN,,NaN,,,NaN,,,,,,,NaN
339,NaN,-9,NaN,-9,69,NaN,70,,,1,95,-9,NaN
340,NaN,,NaN,,,NaN,,,,,,,NaN
341,NaN,-9,NaN,-9,69,NaN,69,,,1,95,-9,NaN
342,NaN,,NaN,,,NaN,,,,,,,NaN
343,NaN,-9,NaN,-9,68,NaN,69,,,-1,95,-9,NaN
344,NaN,,NaN,,,NaN,,,,,,,NaN
345,NaN,-9,NaN,-9,68,NaN,69,,,-1,95,-9,NaN
346,NaN,,NaN,,,NaN,,,,,,,NaN
347,NaN,-9,NaN,-9,68,NaN,69,,,-2,95,-9,NaN
348,NaN,,NaN,,,NaN,,,,,,,NaN
349,NaN,-9,NaN,-9,68,NaN,69,,,-2,95,-9,NaN
350,NaN,,NaN,,,NaN,,,,,,,NaN
351,NaN,-9,NaN,-9,68,NaN,69,,,-2,95,-9,NaN
352,NaN,,NaN,,,NaN,,,,,,,NaN
353,NaN,-9,NaN,-9,68,NaN,69,,,-2,95,-9,NaN
354,NaN,,NaN,,,NaN,,,,,,,NaN
355,NaN,-9,NaN,-9,68,NaN,69,,,-2,95,-9,NaN
356,NaN,,NaN,,,NaN,,,,,,,NaN
357,NaN,-9,NaN,-9,69,NaN,69,,,-1,96,-9,NaN
358,NaN,,NaN,,,NaN,,,,,,,NaN
359,NaN,-9,NaN,-9,69,NaN,70,,,-1,96,-9,NaN
360,NaN,,NaN,,,NaN,,,,,,,NaN
361,NaN,-9,NaN,-9,70,NaN,70,,,1,96,-9,NaN
362,NaN,,NaN,,,NaN,,,,,,,NaN
363,NaN,-9,NaN,-9,70,NaN,71,,,1,96,-9,NaN
364,NaN,,NaN,,,NaN,,,,,,,NaN
365,NaN,-9,NaN,-9,70,NaN,70,,,-1,96,-9,NaN
366,NaN,,NaN,,,NaN,,,,,,,NaN
367,NaN,-9,NaN,-9,69,NaN,70,,,-1,96,-9,NaN
368,NaN,,NaN,,,NaN,,,,,,,NaN
369,NaN,-9,NaN,-9,68,NaN,69,,,-1,96,-9,NaN
370,NaN,,NaN,,,NaN,,,,,,,NaN
371,NaN,-9,NaN,-9,68,NaN,69,,,-1,96,-9,NaN
372,NaN,,NaN,,,NaN,,,,,,,NaN
373,NaN,-21,NaN,-5,68,NaN,69,,,-2,96,-9,NaN
374,NaN,,NaN,,,NaN,,,,,,,NaN
375,NaN,-18,NaN,-5,69,NaN,69,,,-2,96,-9,NaN
376,NaN,,NaN,,,NaN,,,,,,,NaN
377,NaN,-18,NaN,-5,70,NaN,69,,,-2,96,-9,NaN
378,NaN,,NaN,,,NaN,,,,,,,NaN
379,NaN,-9,NaN,-9,70,NaN,69,,,-2,96,-9,NaN
380,NaN,,NaN,,,NaN,,,,,,,NaN
381,NaN,-9,NaN,-9,70,NaN,69,,,-1,96,-9,NaN
382,NaN,,NaN,,,NaN,,,,,,,NaN
383,NaN,-9,NaN,-9,69,NaN,69,,,-1,96,-9,NaN
384,NaN,,NaN,,,NaN,,,,,,,NaN
385,NaN,-9,NaN,-9,67,NaN,69,,,-1,96,-9,NaN
386,NaN,,NaN,,,NaN,,,,,,,NaN
387,NaN,-9,NaN,-9,66,NaN,69,,,1,96,-9,NaN
388,NaN,,NaN,,,NaN,,,,,,,NaN
389,NaN,-9,NaN,-9,67,NaN,69,,,1,96,-9,NaN
390,NaN,,NaN,,,NaN,,,,,,,NaN
391,NaN,-9,NaN,-9,68,NaN,69,,,-1,96,-9,NaN
392,NaN,,NaN,,,NaN,,,,,,,NaN
393,NaN,-9,NaN,-9,67,NaN,69,,,-1,96,-9,NaN
394,NaN,,NaN,,,NaN,,,,,,,NaN
395,NaN,-9,NaN,-9,64,NaN,69,,,-2,96,-9,NaN
396,NaN,,NaN,,,NaN,,,,,,,NaN
397,NaN,-9,NaN,-9,62,NaN,,,,-2,,-9,NaN
398,NaN,,NaN,,,NaN,,,,,,,NaN
399,NaN,-9,NaN,-9,60,NaN,,,,-2,,-9,NaN
400,NaN,,NaN,,,NaN,,,,,,,NaN
401,NaN,-9,NaN,-9,59,NaN,69,,,-2,95,-9,NaN
402,NaN,,NaN,,,NaN,,,,,,,NaN
403,NaN,-9,NaN,-9,58,NaN,66,,,-2,96,-9,NaN
404,NaN,,NaN,,,NaN,,,,,,,NaN
405,NaN,-9,NaN,-9,58,NaN,64,,,-2,97,-9,NaN
406,NaN,,NaN,,,NaN,,,,,,,NaN
407,NaN,-9,NaN,-9,58,NaN,62,,,-1,99,-9,NaN
408,NaN,,NaN,,,NaN,,,,,,,NaN
409,NaN,-9,NaN,-9,59,NaN,62,,,-1,99,-9,NaN
410,NaN,,NaN,,,NaN,,,,,,,NaN
411,NaN,-9,NaN,-9,59,NaN,62,,,1,99,-9,NaN
412,NaN,,NaN,,,NaN,,,,,,,NaN
413,NaN,-9,NaN,-9,60,NaN,62,,,1,100,-9,NaN
414,NaN,,NaN,,,NaN,,,,,,,NaN
415,NaN,-9,NaN,-9,62,NaN,61,,,1,100,-9,NaN
416,NaN,,NaN,,,NaN,,,,,,,NaN
417,NaN,-9,NaN,-9,63,NaN,62,,,-1,100,-9,NaN
418,NaN,,NaN,,,NaN,,,,,,,NaN
419,NaN,-9,NaN,-9,64,NaN,64,,,-1,100,-9,NaN
420,NaN,,NaN,,,NaN,,,,,,,NaN
421,NaN,-9,NaN,-9,65,NaN,64,,,-2,100,-9,NaN
422,NaN,,NaN,,,NaN,,,,,,,NaN
423,NaN,-9,NaN,-9,64,NaN,65,,,-2,100,-9,NaN
424,NaN,,NaN,,,NaN,,,,,,,NaN
425,NaN,-9,NaN,-9,64,NaN,65,,,-2,100,-9,NaN
426,NaN,,NaN,,,NaN,,,,,,,NaN
427,NaN,-9,NaN,-9,64,NaN,65,,,-2,100,-9,NaN
428,NaN,,NaN,,,NaN,,,,,,,NaN
429,NaN,-9,NaN,-9,64,NaN,64,,,-2,100,-9,NaN
430,NaN,,NaN,,,NaN,,,,,,,NaN
431,NaN,-9,NaN,-9,63,NaN,63,,,-2,100,-9,NaN
432,NaN,,NaN,,,NaN,,,,,,,NaN
433,NaN,-9,NaN,-9,61,NaN,63,,,-1,100,-9,NaN
434,NaN,,NaN,,,NaN,,,,,,,NaN
435,NaN,-9,NaN,-9,60,NaN,63,,,-1,100,-9,NaN
436,NaN,,NaN,,,NaN,,,,,,,NaN
437,NaN,-9,NaN,-9,60,NaN,63,,,-1,100,-9,NaN
