time,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,SNUADC/ECG_II
19810,NaN,56,NaN,110,68,NaN,69,18,37,7,100,74,NaN
19811,NaN,,NaN,,,NaN,,,,,,,NaN
19812,NaN,56,NaN,109,69,NaN,69,18,37,7,100,74,NaN
19813,NaN,,NaN,,,NaN,,,,,,,NaN
19814,NaN,55,NaN,110,70,NaN,70,18,37,6,100,74,NaN
19815,NaN,,NaN,,,NaN,,,,,,,NaN
19816,NaN,55,NaN,110,70,NaN,70,18,38,6,100,74,NaN
19817,NaN,,NaN,,,NaN,,,,,,,NaN
19818,NaN,55,NaN,109,69,NaN,70,18,38,6,100,73,NaN
19819,NaN,,NaN,,,NaN,,,,,,,NaN
19820,NaN,55,NaN,109,68,NaN,69,18,38,7,100,74,NaN
19821,NaN,,NaN,,,NaN,,,,,,,NaN
19822,NaN,55,NaN,109,67,NaN,68,18,37,7,100,74,NaN
19823,NaN,,NaN,,,NaN,,,,,,,NaN
19824,NaN,54,NaN,109,67,NaN,67,18,37,7,100,73,NaN
19825,NaN,,NaN,,,NaN,,,,,,,NaN
19826,NaN,54,NaN,109,66,NaN,67,18,37,7,100,73,NaN
19827,NaN,,NaN,,,NaN,,,,,,,NaN
19828,NaN,55,NaN,108,66,NaN,66,18,37,7,100,73,NaN
19829,NaN,,NaN,,,NaN,,,,,,,NaN
19830,NaN,54,NaN,109,64,NaN,66,18,37,7,100,73,NaN
19831,NaN,,NaN,,,NaN,,,,,,,NaN
19832,NaN,52,NaN,108,64,NaN,65,18,37,7,100,72,NaN
19833,NaN,,NaN,,,NaN,,,,,,,NaN
19834,NaN,52,NaN,107,64,NaN,64,18,37,7,100,71,NaN
19835,NaN,,NaN,,,NaN,,,,,,,NaN
19836,NaN,51,NaN,107,62,NaN,64,18,37,7,100,70,NaN
19837,NaN,,NaN,,,NaN,,,,,,,NaN
19838,NaN,51,NaN,106,61,NaN,62,18,37,7,100,70,NaN
19839,NaN,,NaN,,,NaN,,,,,,,NaN
19840,NaN,50,NaN,106,60,NaN,62,18,37,7,100,69,NaN
19841,NaN,,NaN,,,NaN,,,,,,,NaN
19842,NaN,51,NaN,106,58,NaN,60,18,37,7,100,69,NaN
19843,NaN,,NaN,,,NaN,,,,,,,NaN
19844,NaN,51,NaN,106,58,NaN,59,18,37,7,100,69,NaN
19845,NaN,,NaN,,,NaN,,,,,,,NaN
19846,NaN,50,NaN,105,58,NaN,59,18,37,7,100,68,NaN
19847,NaN,,NaN,,,NaN,,,,,,,NaN
19848,NaN,49,NaN,104,57,NaN,59,18,37,7,100,68,NaN
19849,NaN,,NaN,,,NaN,,,,,,,NaN
19850,NaN,50,NaN,105,57,NaN,57,18,37,7,100,68,NaN
19851,NaN,,NaN,,,NaN,,,,,,,NaN
19852,NaN,50,NaN,104,57,NaN,57,18,37,7,100,68,NaN
19853,NaN,,NaN,,,NaN,,,,,,,NaN
19854,NaN,50,NaN,104,57,NaN,58,18,37,7,100,68,NaN
19855,NaN,,NaN,,,NaN,,,,,,,NaN
19856,NaN,51,NaN,104,57,NaN,57,18,37,7,100,68,NaN
19857,NaN,,NaN,,,NaN,,,,,,,NaN
19858,NaN,51,NaN,105,59,NaN,58,18,37,7,100,68,NaN
19859,NaN,,NaN,,,NaN,,,,,,,NaN
19860,NaN,52,NaN,106,60,NaN,60,18,37,7,100,69,NaN
19861,NaN,,NaN,,,NaN,,,,,,,NaN
19862,NaN,52,NaN,107,61,NaN,61,18,37,7,100,69,NaN
19863,NaN,,NaN,,,NaN,,,,,,,NaN
19864,NaN,51,NaN,106,62,NaN,62,18,37,7,100,69,NaN
19865,NaN,,NaN,,,NaN,,,,,,,NaN
19866,NaN,51,NaN,105,62,NaN,62,18,37,8,100,69,NaN
19867,NaN,,NaN,,,NaN,,,,,,,NaN
19868,NaN,52,NaN,105,61,NaN,62,18,37,8,100,69,NaN
19869,NaN,,NaN,,,NaN,,,,,,,NaN
19870,NaN,52,NaN,106,61,NaN,62,18,37,7,100,69,NaN
19871,NaN,,NaN,,,NaN,,,,,,,NaN
19872,NaN,52,NaN,106,61,NaN,62,18,37,7,100,70,NaN
19873,NaN,,NaN,,,NaN,,,,,,,NaN
19874,NaN,52,NaN,106,62,NaN,62,18,37,7,100,70,NaN
19875,NaN,,NaN,,,NaN,,,,,,,NaN
19876,NaN,53,NaN,107,63,NaN,63,18,37,7,100,71,NaN
19877,NaN,,NaN,,,NaN,,,,,,,NaN
19878,NaN,53,NaN,107,64,NaN,64,18,37,7,100,71,NaN
19879,NaN,,NaN,,,NaN,,,,,,,NaN
19880,NaN,54,NaN,108,65,NaN,65,18,37,7,100,72,NaN
19881,NaN,,NaN,,,NaN,,,,,,,NaN
19882,NaN,55,NaN,108,65,NaN,66,18,37,7,100,72,NaN
19883,NaN,,NaN,,,NaN,,,,,,,NaN
19884,NaN,55,NaN,109,66,NaN,66,18,37,7,100,72,NaN
19885,NaN,,NaN,,,NaN,,,,,,,NaN
19886,NaN,55,NaN,109,66,NaN,67,18,37,7,100,73,NaN
19887,NaN,,NaN,,,NaN,,,,,,,NaN
19888,NaN,56,NaN,109,66,NaN,67,18,37,7,100,73,NaN
19889,NaN,,NaN,,,NaN,,,,,,,NaN
19890,NaN,56,NaN,110,67,NaN,67,18,37,7,100,74,NaN
19891,NaN,,NaN,,,NaN,,,,,,,NaN
19892,NaN,56,NaN,109,68,NaN,68,18,37,7,100,74,NaN
19893,NaN,,NaN,,,NaN,,,,,,,NaN
19894,NaN,57,NaN,111,68,NaN,69,18,37,7,100,75,NaN
19895,NaN,,NaN,,,NaN,,,,,,,NaN
19896,NaN,57,NaN,112,69,NaN,70,18,37,7,100,75,NaN
19897,NaN,,NaN,,,NaN,,,,,,,NaN
19898,NaN,55,NaN,111,70,NaN,70,18,37,7,100,74,NaN
19899,NaN,,NaN,,,NaN,,,,,,,NaN
19900,NaN,55,NaN,110,69,NaN,69,18,37,7,100,74,NaN
19901,NaN,,NaN,,,NaN,,,,,,,NaN
19902,NaN,56,NaN,109,67,NaN,68,18,37,7,100,74,NaN
19903,NaN,,NaN,,,NaN,,,,,,,NaN
19904,NaN,54,NaN,109,66,NaN,67,18,37,7,100,73,NaN
19905,NaN,,NaN,,,NaN,,,,,,,NaN
19906,NaN,55,NaN,109,64,NaN,66,18,37,7,100,73,NaN
19907,NaN,,NaN,,,NaN,,,,,,,NaN
19908,NaN,54,NaN,108,64,NaN,65,18,37,7,100,72,NaN
19909,NaN,,NaN,,,NaN,,,,,,,NaN
19910,NaN,54,NaN,109,64,NaN,65,18,37,7,100,73,NaN
19911,NaN,,NaN,,,NaN,,,,,,,NaN
19912,NaN,55,NaN,108,64,NaN,65,18,37,7,100,73,NaN
19913,NaN,,NaN,,,NaN,,,,,,,NaN
19914,NaN,55,NaN,109,65,NaN,65,18,37,7,100,73,NaN
19915,NaN,,NaN,,,NaN,,,,,,,NaN
19916,NaN,55,NaN,109,67,NaN,67,18,37,7,100,73,NaN
19917,NaN,,NaN,,,NaN,,,,,,,NaN
19918,NaN,54,NaN,108,68,NaN,68,18,37,6,100,73,NaN
19919,NaN,,NaN,,,NaN,,,,,,,NaN
19920,NaN,54,NaN,109,69,NaN,69,18,37,6,100,72,NaN
19921,NaN,,NaN,,,NaN,,,,,,,NaN
19922,NaN,55,NaN,107,69,NaN,69,18,37,6,100,72,NaN
19923,NaN,,NaN,,,NaN,,,,,,,NaN
19924,NaN,54,NaN,108,69,NaN,69,18,37,6,100,72,NaN
19925,NaN,,NaN,,,NaN,,,,,,,NaN
19926,NaN,54,NaN,108,69,NaN,69,18,36,7,100,72,NaN
19927,NaN,,NaN,,,NaN,,,,,,,NaN
19928,NaN,54,NaN,107,69,NaN,69,18,36,7,100,71,NaN
19929,NaN,,NaN,,,NaN,,,,,,,NaN
19930,NaN,55,NaN,108,69,NaN,69,18,36,7,100,72,NaN
19931,NaN,,NaN,,,NaN,,,,,,,NaN
19932,NaN,54,NaN,107,69,NaN,70,18,37,7,100,72,NaN
19933,NaN,,NaN,,,NaN,,,,,,,NaN
19934,NaN,54,NaN,107,70,NaN,70,18,37,6,100,72,NaN
19935,NaN,,NaN,,,NaN,,,,,,,NaN
19936,NaN,54,NaN,107,70,NaN,70,18,37,6,100,72,NaN
19937,NaN,,NaN,,,NaN,,,,,,,NaN
19938,NaN,55,NaN,106,70,NaN,71,18,37,6,100,72,NaN
19939,NaN,,NaN,,,NaN,,,,,,,NaN
19940,NaN,55,NaN,108,70,NaN,71,18,37,6,100,72,NaN
19941,NaN,,NaN,,,NaN,,,,,,,NaN
19942,NaN,55,NaN,107,70,NaN,71,18,37,7,100,72,NaN
19943,NaN,,NaN,,,NaN,,,,,,,NaN
19944,NaN,54,NaN,107,71,NaN,71,18,37,7,100,72,NaN
19945,NaN,,NaN,,,NaN,,,,,,,NaN
19946,NaN,54,NaN,107,71,NaN,71,18,37,7,100,72,NaN
19947,NaN,,NaN,,,NaN,,,,,,,NaN
19948,NaN,54,NaN,106,71,NaN,72,18,37,6,100,71,NaN
19949,NaN,,NaN,,,NaN,,,,,,,NaN
19950,NaN,54,NaN,107,70,NaN,71,18,37,6,100,72,NaN
19951,NaN,,NaN,,,NaN,,,,,,,NaN
19952,NaN,55,NaN,106,70,NaN,71,18,37,6,100,71,NaN
19953,NaN,,NaN,,,NaN,,,,,,,NaN
19954,NaN,54,NaN,107,70,NaN,71,18,37,6,100,72,NaN
19955,NaN,,NaN,,,NaN,,,,,,,NaN
19956,NaN,55,NaN,108,71,NaN,71,18,37,6,100,72,NaN
19957,NaN,,NaN,,,NaN,,,,,,,NaN
19958,NaN,55,NaN,107,71,NaN,71,18,37,6,100,72,NaN
19959,NaN,,NaN,,,NaN,,,,,,,NaN
19960,NaN,55,NaN,108,71,NaN,71,18,37,7,100,72,NaN
19961,NaN,,NaN,,,NaN,,,,,,,NaN
19962,NaN,55,NaN,107,71,NaN,71,18,37,7,100,72,NaN
19963,NaN,,NaN,,,NaN,,,,,,,NaN
19964,NaN,54,NaN,108,70,NaN,71,18,37,6,100,72,NaN
19965,NaN,,NaN,,,NaN,,,,,,,NaN
19966,NaN,55,NaN,109,70,NaN,71,18,37,6,100,72,NaN
19967,NaN,,NaN,,,NaN,,,,,,,NaN
19968,NaN,55,NaN,108,71,NaN,71,18,37,6,100,72,NaN
19969,NaN,,NaN,,,NaN,,,,,,,NaN
19970,NaN,55,NaN,109,71,NaN,71,18,37,6,100,73,NaN
19971,NaN,,NaN,,,NaN,,,,,,,NaN
19972,NaN,55,NaN,108,71,NaN,71,18,37,7,100,72,NaN
19973,NaN,,NaN,,,NaN,,,,,,,NaN
19974,NaN,54,NaN,107,71,NaN,72,18,37,7,100,72,NaN
19975,NaN,,NaN,,,NaN,,,,,,,NaN
19976,NaN,54,NaN,108,71,NaN,72,18,37,6,100,72,NaN
19977,NaN,,NaN,,,NaN,,,,,,,NaN
19978,NaN,54,NaN,106,71,NaN,72,18,37,6,100,71,NaN
19979,NaN,,NaN,,,NaN,,,,,,,NaN
19980,NaN,55,NaN,107,71,NaN,71,18,37,6,100,71,NaN
19981,NaN,,NaN,,,NaN,,,,,,,NaN
19982,NaN,55,NaN,107,70,NaN,71,18,37,6,100,71,NaN
19983,NaN,,NaN,,,NaN,,,,,,,NaN
19984,NaN,54,NaN,107,70,NaN,70,18,37,6,100,71,NaN
19985,NaN,,NaN,,,NaN,,,,,,,NaN
19986,NaN,53,NaN,107,70,NaN,70,18,37,6,100,70,NaN
19987,NaN,,NaN,,,NaN,,,,,,,NaN
19988,NaN,51,NaN,105,68,NaN,69,18,37,6,100,69,NaN
19989,NaN,,NaN,,,NaN,,,,,,,NaN
19990,NaN,52,NaN,105,66,NaN,67,18,37,7,100,69,NaN
19991,NaN,,NaN,,,NaN,,,,,,,NaN
19992,NaN,51,NaN,104,65,NaN,66,18,37,7,100,68,NaN
19993,NaN,,NaN,,,NaN,,,,,,,NaN
19994,NaN,51,NaN,104,63,NaN,65,18,37,6,100,68,NaN
19995,NaN,,NaN,,,NaN,,,,,,,NaN
19996,NaN,50,NaN,104,63,NaN,64,18,37,6,100,68,NaN
19997,NaN,,NaN,,,NaN,,,,,,,NaN
19998,NaN,50,NaN,103,63,NaN,63,18,37,6,100,67,NaN
19999,NaN,,NaN,,,NaN,,,,,,,NaN
20000,NaN,50,NaN,104,62,NaN,63,18,37,6,100,67,NaN
20001,NaN,,NaN,,,NaN,,,,,,,NaN
20002,NaN,49,NaN,102,61,NaN,62,18,37,7,100,66,NaN
20003,NaN,,NaN,,,NaN,,,,,,,NaN
20004,NaN,49,NaN,102,61,NaN,61,18,37,7,100,66,NaN
20005,NaN,,NaN,,,NaN,,,,,,,NaN
20006,NaN,49,NaN,102,60,NaN,61,18,37,7,100,66,NaN
20007,NaN,,NaN,,,NaN,,,,,,,NaN
20008,NaN,49,NaN,101,60,NaN,61,18,37,7,100,66,NaN
20009,NaN,,NaN,,,NaN,,,,,,,NaN
20010,NaN,49,NaN,102,60,NaN,61,18,37,7,100,66,NaN
20011,NaN,,NaN,,,NaN,,,,,,,NaN
20012,NaN,49,NaN,101,61,NaN,61,18,36,6,100,65,NaN
20013,NaN,,NaN,,,NaN,,,,,,,NaN
20014,NaN,48,NaN,101,61,NaN,61,18,36,6,100,65,NaN
20015,NaN,,NaN,,,NaN,,,,,,,NaN
20016,NaN,49,NaN,101,61,NaN,61,18,36,6,100,65,NaN
20017,NaN,,NaN,,,NaN,,,,,,,NaN
20018,NaN,49,NaN,100,61,NaN,61,18,36,6,100,65,NaN
20019,NaN,,NaN,,,NaN,,,,,,,NaN
20020,NaN,49,NaN,101,61,NaN,61,18,36,7,100,65,NaN
20021,NaN,,NaN,,,NaN,,,,,,,NaN
20022,NaN,50,NaN,100,61,NaN,62,18,36,7,100,65,NaN
20023,NaN,,NaN,,,NaN,,,,,,,NaN
20024,NaN,50,NaN,101,62,NaN,62,18,36,6,100,66,NaN
20025,NaN,,NaN,,,NaN,,,,,,,NaN
20026,NaN,50,NaN,102,63,NaN,63,18,36,6,100,66,NaN
20027,NaN,,NaN,,,NaN,,,,,,,NaN
20028,NaN,50,NaN,101,64,NaN,64,18,36,6,100,66,NaN
20029,NaN,,NaN,,,NaN,,,,,,,NaN
20030,NaN,50,NaN,102,65,NaN,65,18,36,6,100,66,NaN
20031,NaN,,NaN,,,NaN,,,,,,,NaN
20032,NaN,49,NaN,103,65,NaN,66,18,36,7,100,66,NaN
20033,NaN,,NaN,,,NaN,,,,,,,NaN
20034,NaN,48,NaN,103,65,NaN,66,18,36,7,100,65,NaN
20035,NaN,,NaN,,,NaN,,,,,,,NaN
20036,NaN,47,NaN,101,64,NaN,65,18,36,7,100,65,NaN
20037,NaN,,NaN,,,NaN,,,,,,,NaN
20038,NaN,47,NaN,100,63,NaN,64,18,36,7,100,64,NaN
20039,NaN,,NaN,,,NaN,,,,,,,NaN
20040,NaN,47,NaN,101,61,NaN,63,18,36,6,100,64,NaN
20041,NaN,,NaN,,,NaN,,,,,,,NaN
20042,NaN,48,NaN,100,61,NaN,62,18,36,6,100,64,NaN
20043,NaN,,NaN,,,NaN,,,,,,,NaN
20044,NaN,48,NaN,101,60,NaN,61,18,37,6,100,64,NaN
20045,NaN,,NaN,,,NaN,,,,,,,NaN
20046,NaN,48,NaN,101,60,NaN,61,18,37,6,100,64,NaN
20047,NaN,,NaN,,,NaN,,,,,,,NaN
20048,NaN,48,NaN,101,60,NaN,61,18,37,6,100,64,NaN
20049,NaN,,NaN,,,NaN,,,,,,,NaN
20050,NaN,48,NaN,102,59,NaN,60,18,37,7,100,65,NaN
20051,NaN,,NaN,,,NaN,,,,,,,NaN
20052,NaN,48,NaN,101,58,NaN,59,18,37,7,100,65,NaN
20053,NaN,,NaN,,,NaN,,,,,,,NaN
20054,NaN,48,NaN,101,58,NaN,58,18,37,6,100,65,NaN
20055,NaN,,NaN,,,NaN,,,,,,,NaN
20056,NaN,48,NaN,101,57,NaN,58,18,37,6,100,65,NaN
20057,NaN,,NaN,,,NaN,,,,,,,NaN
20058,NaN,48,NaN,101,57,NaN,58,18,37,6,100,65,NaN
20059,NaN,,NaN,,,NaN,,,,,,,NaN
20060,NaN,48,NaN,101,57,NaN,58,18,37,6,100,65,NaN
20061,NaN,,NaN,,,NaN,,,,,,,NaN
20062,NaN,48,NaN,101,57,NaN,58,18,37,7,100,65,NaN
20063,NaN,,NaN,,,NaN,,,,,,,NaN
20064,NaN,48,NaN,100,57,NaN,58,18,37,7,100,65,NaN
20065,NaN,,NaN,,,NaN,,,,,,,NaN
20066,NaN,48,NaN,101,57,NaN,57,18,37,7,100,65,NaN
20067,NaN,,NaN,,,NaN,,,,,,,NaN
20068,NaN,48,NaN,101,57,NaN,58,18,37,7,100,65,NaN
20069,NaN,,NaN,,,NaN,,,,,,,NaN
20070,NaN,48,NaN,102,57,NaN,57,18,37,7,100,65,NaN
20071,NaN,,NaN,,,NaN,,,,,,,NaN
20072,NaN,49,NaN,100,57,NaN,58,18,37,7,100,65,NaN
20073,NaN,,NaN,,,NaN,,,,,,,NaN
20074,NaN,49,NaN,101,57,NaN,57,18,37,7,100,65,NaN
20075,NaN,,NaN,,,NaN,,,,,,,NaN
20076,NaN,49,NaN,101,57,NaN,58,18,36,7,100,65,NaN
20077,NaN,,NaN,,,NaN,,,,,,,NaN
20078,NaN,49,NaN,101,57,NaN,58,18,36,7,100,66,NaN
20079,NaN,,NaN,,,NaN,,,,,,,NaN
20080,NaN,49,NaN,102,58,NaN,58,18,36,7,100,66,NaN
20081,NaN,,NaN,,,NaN,,,,,,,NaN
20082,NaN,50,NaN,102,58,NaN,58,18,37,7,100,66,NaN
20083,NaN,,NaN,,,NaN,,,,,,,NaN
20084,NaN,48,NaN,102,59,NaN,59,18,37,6,100,66,NaN
20085,NaN,,NaN,,,NaN,,,,,,,NaN
20086,NaN,48,NaN,102,59,NaN,59,18,37,6,100,65,NaN
20087,NaN,,NaN,,,NaN,,,,,,,NaN
20088,NaN,48,NaN,100,58,NaN,58,18,37,7,100,65,NaN
20089,NaN,,NaN,,,NaN,,,,,,,NaN
20090,NaN,48,NaN,101,57,NaN,58,18,37,7,100,65,NaN
20091,NaN,,NaN,,,NaN,,,,,,,NaN
20092,NaN,48,NaN,101,57,NaN,58,18,37,7,100,65,NaN
20093,NaN,,NaN,,,NaN,,,,,,,NaN
20094,NaN,48,NaN,102,58,NaN,58,18,37,7,100,65,NaN
20095,NaN,,NaN,,,NaN,,,,,,,NaN
20096,NaN,49,NaN,101,58,NaN,58,18,37,7,100,65,NaN
20097,NaN,,NaN,,,NaN,,,,,,,NaN
20098,NaN,50,NaN,102,58,NaN,58,18,37,7,100,66,NaN
20099,NaN,,NaN,,,NaN,,,,,,,NaN
20100,NaN,50,NaN,104,58,NaN,59,18,37,7,100,67,NaN
20101,NaN,,NaN,,,NaN,,,,,,,NaN
20102,NaN,52,NaN,104,58,NaN,59,18,37,7,100,68,NaN
20103,NaN,,NaN,,,NaN,,,,,,,NaN
20104,NaN,52,NaN,105,59,NaN,60,18,37,7,100,69,NaN
20105,NaN,,NaN,,,NaN,,,,,,,NaN
20106,NaN,52,NaN,106,59,NaN,60,18,37,7,100,70,NaN
20107,NaN,,NaN,,,NaN,,,,,,,NaN
20108,NaN,52,NaN,106,61,NaN,61,18,37,7,100,70,NaN
20109,NaN,,NaN,,,NaN,,,,,,,NaN
20110,NaN,52,NaN,106,62,NaN,62,18,37,8,100,70,NaN
20111,NaN,,NaN,,,NaN,,,,,,,NaN
20112,NaN,52,NaN,105,62,NaN,62,18,37,8,100,70,NaN
20113,NaN,,NaN,,,NaN,,,,,,,NaN
20114,NaN,52,NaN,106,62,NaN,63,18,38,7,100,70,NaN
20115,NaN,,NaN,,,NaN,,,,,,,NaN
20116,NaN,52,NaN,106,63,NaN,63,18,38,7,100,70,NaN
20117,NaN,,NaN,,,NaN,,,,,,,NaN
20118,NaN,51,NaN,106,63,NaN,63,18,38,7,100,70,NaN
20119,NaN,,NaN,,,NaN,,,,,,,NaN
20120,NaN,52,NaN,106,63,NaN,64,18,38,7,100,70,NaN
20121,NaN,,NaN,,,NaN,,,,,,,NaN
20122,NaN,52,NaN,105,63,NaN,63,18,38,8,100,70,NaN
20123,NaN,,NaN,,,NaN,,,,,,,NaN
20124,NaN,53,NaN,106,62,NaN,63,18,38,8,100,71,NaN
20125,NaN,,NaN,,,NaN,,,,,,,NaN
20126,NaN,54,NaN,107,62,NaN,62,18,38,8,100,71,NaN
20127,NaN,,NaN,,,NaN,,,,,,,NaN
20128,NaN,54,NaN,107,62,NaN,62,18,37,8,100,72,NaN
20129,NaN,,NaN,,,NaN,,,,,,,NaN
20130,NaN,54,NaN,108,64,NaN,63,18,37,7,100,72,NaN
20131,NaN,,NaN,,,NaN,,,,,,,NaN
20132,NaN,55,NaN,107,65,NaN,64,18,37,7,100,72,NaN
20133,NaN,,NaN,,,NaN,,,,,,,NaN
20134,NaN,54,NaN,108,65,NaN,65,18,38,7,100,72,NaN
20135,NaN,,NaN,,,NaN,,,,,,,NaN
20136,NaN,54,NaN,108,65,NaN,66,18,38,7,100,72,NaN
20137,NaN,,NaN,,,NaN,,,,,,,NaN
20138,NaN,54,NaN,107,65,NaN,66,18,38,7,100,72,NaN
20139,NaN,,NaN,,,NaN,,,,,,,NaN
20140,NaN,54,NaN,108,65,NaN,66,18,38,7,100,72,NaN
20141,NaN,,NaN,,,NaN,,,,,,,NaN
20142,NaN,54,NaN,107,65,NaN,66,18,38,7,100,72,NaN
20143,NaN,,NaN,,,NaN,,,,,,,NaN
20144,NaN,54,NaN,107,65,NaN,66,18,38,7,100,72,NaN
20145,NaN,,NaN,,,NaN,,,,,,,NaN
20146,NaN,54,NaN,107,66,NaN,66,18,38,7,100,72,NaN
20147,NaN,,NaN,,,NaN,,,,,,,NaN
20148,NaN,54,NaN,107,66,NaN,66,18,38,7,100,72,NaN
20149,NaN,,NaN,,,NaN,,,,,,,NaN
20150,NaN,55,NaN,108,66,NaN,66,18,38,7,100,72,NaN
20151,NaN,,NaN,,,NaN,,,,,,,NaN
20152,NaN,55,NaN,106,66,NaN,66,18,38,7,100,72,NaN
20153,NaN,,NaN,,,NaN,,,,,,,NaN
20154,NaN,55,NaN,106,66,NaN,66,18,38,7,100,72,NaN
20155,NaN,,NaN,,,NaN,,,,,,,NaN
20156,NaN,55,NaN,108,66,NaN,67,18,38,8,100,72,NaN
20157,NaN,,NaN,,,NaN,,,,,,,NaN
20158,NaN,53,NaN,107,66,NaN,67,18,38,8,100,71,NaN
20159,NaN,,NaN,,,NaN,,,,,,,NaN
20160,NaN,53,NaN,107,61,NaN,66,18,38,8,100,71,NaN
20161,NaN,,NaN,,,NaN,,,,,,,NaN
20162,NaN,52,NaN,105,61,NaN,64,18,38,8,100,70,NaN
20163,NaN,,NaN,,,NaN,,,,,,,NaN
20164,NaN,52,NaN,105,59,NaN,62,18,38,7,100,70,NaN
20165,NaN,,NaN,,,NaN,,,,,,,NaN
20166,NaN,53,NaN,103,58,NaN,60,18,38,7,100,69,NaN
20167,NaN,,NaN,,,NaN,,,,,,,NaN
20168,NaN,52,NaN,104,58,NaN,59,18,38,7,100,69,NaN
20169,NaN,,NaN,,,NaN,,,,,,,NaN
20170,NaN,51,NaN,104,60,NaN,59,18,38,7,100,68,NaN
20171,NaN,,NaN,,,NaN,,,,,,,NaN
20172,NaN,51,NaN,103,60,NaN,60,18,37,7,100,67,NaN
20173,NaN,,NaN,,,NaN,,,,,,,NaN
20174,NaN,52,NaN,103,61,NaN,61,18,37,7,100,67,NaN
20175,NaN,,NaN,,,NaN,,,,,,,NaN
20176,NaN,52,NaN,104,60,NaN,61,18,37,7,100,68,NaN
20177,NaN,,NaN,,,NaN,,,,,,,NaN
20178,NaN,53,NaN,103,60,NaN,61,18,36,7,100,68,NaN
20179,NaN,,NaN,,,NaN,,,,,,,NaN
20180,NaN,53,NaN,104,61,NaN,62,18,36,7,100,69,NaN
20181,NaN,,NaN,,,NaN,,,,,,,NaN
20182,NaN,53,NaN,102,62,NaN,62,18,36,6,100,68,NaN
20183,NaN,,NaN,,,NaN,,,,,,,NaN
20184,NaN,53,NaN,103,63,NaN,63,18,36,6,100,68,NaN
20185,NaN,,NaN,,,NaN,,,,,,,NaN
20186,NaN,54,NaN,104,65,NaN,64,18,36,7,100,69,NaN
20187,NaN,,NaN,,,NaN,,,,,,,NaN
20188,NaN,53,NaN,102,66,NaN,65,18,36,7,100,68,NaN
20189,NaN,,NaN,,,NaN,,,,,,,NaN
20190,NaN,54,NaN,104,66,NaN,66,18,36,6,100,69,NaN
20191,NaN,,NaN,,,NaN,,,,,,,NaN
20192,NaN,54,NaN,104,68,NaN,68,18,36,6,100,69,NaN
20193,NaN,,NaN,,,NaN,,,,,,,NaN
20194,NaN,54,NaN,104,69,NaN,70,18,36,6,100,69,NaN
20195,NaN,,NaN,,,NaN,,,,,,,NaN
20196,NaN,54,NaN,104,69,NaN,70,18,36,6,100,70,NaN
20197,NaN,,NaN,,,NaN,,,,,,,NaN
20198,NaN,54,NaN,103,70,NaN,70,18,36,6,100,70,NaN
20199,NaN,,NaN,,,NaN,,,,,,,NaN
20200,NaN,55,NaN,105,70,NaN,70,18,36,6,100,70,NaN
20201,NaN,,NaN,,,NaN,,,,,,,NaN
20202,NaN,55,NaN,104,70,NaN,71,18,36,6,100,70,NaN
20203,NaN,,NaN,,,NaN,,,,,,,NaN
20204,NaN,54,NaN,104,71,NaN,71,18,36,7,100,70,NaN
20205,NaN,,NaN,,,NaN,,,,,,,NaN
20206,NaN,53,NaN,104,71,NaN,71,18,36,7,100,70,NaN
20207,NaN,,NaN,,,NaN,,,,,,,NaN
20208,NaN,53,NaN,105,70,NaN,71,18,36,6,100,70,NaN
20209,NaN,,NaN,,,NaN,,,,,,,NaN
20210,NaN,54,NaN,107,69,NaN,70,18,36,6,100,71,NaN
20211,NaN,,NaN,,,NaN,,,,,,,NaN
20212,NaN,53,NaN,107,68,NaN,70,18,36,7,100,71,NaN
20213,NaN,,NaN,,,NaN,,,,,,,NaN
20214,NaN,54,NaN,109,66,NaN,69,18,36,7,100,72,NaN
20215,NaN,,NaN,,,NaN,,,,,,,NaN
20216,NaN,51,NaN,108,66,NaN,67,18,37,8,100,72,NaN
20217,NaN,,NaN,,,NaN,,,,,,,NaN
20218,NaN,52,NaN,107,64,NaN,65,18,37,8,100,71,NaN
20219,NaN,,NaN,,,NaN,,,,,,,NaN
20220,NaN,53,NaN,107,59,NaN,63,18,37,8,100,71,NaN
20221,NaN,,NaN,,,NaN,,,,,,,NaN
20222,NaN,52,NaN,105,59,NaN,62,18,38,8,100,70,NaN
20223,NaN,,NaN,,,NaN,,,,,,,NaN
20224,NaN,51,NaN,106,59,NaN,60,18,38,8,100,70,NaN
20225,NaN,,NaN,,,NaN,,,,,,,NaN
20226,NaN,51,NaN,105,59,NaN,60,18,38,8,100,69,NaN
20227,NaN,,NaN,,,NaN,,,,,,,NaN
20228,NaN,52,NaN,105,60,NaN,60,18,37,8,100,69,NaN
20229,NaN,,NaN,,,NaN,,,,,,,NaN
20230,NaN,52,NaN,105,60,NaN,60,18,37,8,100,69,NaN
20231,NaN,,NaN,,,NaN,,,,,,,NaN
20232,NaN,52,NaN,105,60,NaN,61,18,37,8,100,69,NaN
20233,NaN,,NaN,,,NaN,,,,,,,NaN
20234,NaN,52,NaN,106,61,NaN,61,18,36,8,100,70,NaN
