time,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/HR,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/CVP,Solar8000/ART_DBP
0,,NaN,NaN,NaN,,,NaN,,,,,,
1,,-4.9562602043151855,-491.88665771484375,-495.6260070800781,,,-4.9562602043151855,,,,,,
2,89,-4.956240177154541,-491.88470458984375,-495.6240234375,-1,,-4.956240177154541,82,-1,117,,-20,-1
3,,NaN,NaN,NaN,,,NaN,,,,,,
4,89,NaN,NaN,NaN,-1,,NaN,83,-1,117,,-20,-1
5,,NaN,NaN,NaN,,,NaN,,,,,,
6,89,NaN,NaN,NaN,1,,NaN,84,-1,117,,-20,-3
7,,NaN,NaN,NaN,,,NaN,,,,,,
8,89,NaN,NaN,NaN,1,,NaN,84,-1,117,,-20,-5
9,,NaN,NaN,NaN,,,NaN,,,,,,
10,89,NaN,NaN,NaN,1,,NaN,84,-1,117,,-20,-4
11,,NaN,NaN,NaN,,,NaN,,,,,,
12,89,NaN,NaN,NaN,0,,NaN,83,-1,117,,-21,-3
13,,NaN,NaN,NaN,,,NaN,,,,,,
14,,NaN,NaN,NaN,0,,NaN,83,-1,,,-21,-3
15,,NaN,NaN,NaN,,,NaN,,,,,,
16,,NaN,NaN,NaN,0,,NaN,82,-1,,,-20,-3
17,,NaN,NaN,NaN,,,NaN,,,,,,
18,,NaN,NaN,NaN,-2,,NaN,82,-2,,,-20,-2
19,,NaN,NaN,NaN,,,NaN,,,,,,
20,,NaN,NaN,NaN,-2,,NaN,81,-2,,,-20,-2
21,,NaN,NaN,NaN,,,NaN,,,,,,
22,,NaN,NaN,NaN,-1,,NaN,81,-1,,,-20,-1
23,,NaN,NaN,NaN,,,NaN,,,,,,
24,,NaN,NaN,NaN,-1,,NaN,82,-1,,,-20,-1
25,,NaN,NaN,NaN,,,NaN,,,,,,
26,,NaN,NaN,NaN,0,,NaN,82,0,,,-20,0
27,,NaN,NaN,NaN,,,NaN,,,,,,
28,,NaN,NaN,NaN,0,,NaN,82,0,,,-20,0
29,,NaN,NaN,NaN,,,NaN,,,,,,
30,,NaN,NaN,NaN,1,,NaN,81,1,,,-20,1
31,,NaN,NaN,NaN,,,NaN,,,,,,
32,,NaN,NaN,NaN,1,,NaN,81,1,,,-20,1
33,,NaN,NaN,NaN,,,NaN,,,,,,
34,,NaN,NaN,NaN,-1,,NaN,88,-1,,,-20,-1
35,,NaN,NaN,NaN,,,NaN,,,,,,
36,,NaN,NaN,NaN,-1,,NaN,88,-1,,,-20,-1
37,,NaN,NaN,NaN,,,NaN,,,,,,
38,,NaN,NaN,NaN,-1,,NaN,88,-1,,,-20,-1
39,,NaN,NaN,NaN,,,NaN,,,,,,
40,,NaN,NaN,NaN,-1,,NaN,88,-1,,,-20,-1
41,,NaN,NaN,NaN,,,NaN,,,,,,
42,,NaN,NaN,NaN,-1,,NaN,88,-1,,,-20,-1
43,,NaN,NaN,NaN,,,NaN,,,,,,
44,,NaN,NaN,NaN,-1,,NaN,88,-1,,,-20,-1
45,,NaN,NaN,NaN,,,NaN,,,,,,
46,,NaN,NaN,NaN,-1,,NaN,88,-1,,,-20,-1
47,,NaN,NaN,NaN,,,NaN,,,,,,
48,,NaN,NaN,NaN,-1,,NaN,84,-1,,,-20,-3
49,,NaN,NaN,NaN,,,NaN,,,,,,
50,,NaN,NaN,NaN,-1,,NaN,84,-1,,,-20,-3
51,,NaN,NaN,NaN,,,NaN,,,,,,
52,,NaN,NaN,NaN,-1,,NaN,85,-1,,,-20,-1
53,,NaN,NaN,NaN,,,NaN,,,,,,
54,,NaN,NaN,NaN,-1,,NaN,85,-1,,,-20,-1
55,,NaN,NaN,NaN,,,NaN,,,,,,
56,,NaN,NaN,NaN,-2,,NaN,85,-2,,,-20,-2
57,,NaN,NaN,NaN,,,NaN,,,,,,
58,,NaN,NaN,NaN,-2,,NaN,85,-2,,,-20,-2
59,,NaN,NaN,NaN,,,NaN,,,,,,
60,,NaN,NaN,NaN,-1,,NaN,81,-1,,,-20,-1
61,,NaN,NaN,NaN,,,NaN,,,,,,
62,,NaN,NaN,NaN,-1,,NaN,81,-1,,,-20,-1
63,,NaN,NaN,NaN,,,NaN,,,,,,
64,,NaN,NaN,NaN,-2,,NaN,81,-2,,,-20,-2
65,,NaN,NaN,NaN,,,NaN,,,,,,
66,,NaN,NaN,NaN,-2,,NaN,81,-2,,,-20,-2
67,,NaN,NaN,NaN,,,NaN,,,,,,
68,,NaN,NaN,NaN,-2,,NaN,81,-2,,,-20,-2
69,,NaN,NaN,NaN,,,NaN,,,,,,
70,,NaN,NaN,NaN,-2,,NaN,80,-2,,,-20,-2
71,,NaN,NaN,NaN,,,NaN,,,,,,
72,,NaN,NaN,NaN,-2,,NaN,80,-2,,,-21,-2
73,,NaN,NaN,NaN,,,NaN,,,,,,
74,,NaN,NaN,NaN,-2,,NaN,80,-2,,,-21,-2
75,,NaN,NaN,NaN,,,NaN,,,,,,
76,89,NaN,NaN,NaN,-2,,NaN,80,-2,87,,-20,-2
77,,NaN,NaN,NaN,,,NaN,,,,,,
78,89,NaN,NaN,NaN,-2,,NaN,81,-2,92,,-20,-2
79,,NaN,NaN,NaN,,,NaN,,,,,,
80,89,NaN,NaN,NaN,-2,,NaN,81,-2,92,,-20,-2
81,,NaN,NaN,NaN,,,NaN,,,,,,
82,89,NaN,NaN,NaN,-2,,NaN,81,-2,91,,-20,-2
83,,NaN,NaN,NaN,,,NaN,,,,,,
84,89,NaN,NaN,NaN,-2,,NaN,81,-2,91,,-20,-2
85,,NaN,NaN,NaN,,,NaN,,,,,,
86,89,NaN,NaN,NaN,-2,,NaN,81,-2,91,,-20,-2
87,,NaN,NaN,NaN,,,NaN,,,,,,
88,89,NaN,NaN,NaN,-2,,NaN,82,-2,91,,-20,-2
89,,NaN,NaN,NaN,,,NaN,,,,,,
90,89,NaN,NaN,NaN,-2,,NaN,82,-2,90,,-20,-2
91,,NaN,NaN,NaN,,,NaN,,,,,,
92,89,NaN,NaN,NaN,-2,,NaN,82,-2,90,0,-20,-2
93,,NaN,NaN,NaN,,,NaN,,,,,,
94,89,NaN,NaN,NaN,-2,,NaN,82,-2,90,0,-20,-2
95,,NaN,NaN,NaN,,,NaN,,,,,,
96,89,NaN,NaN,NaN,1,,NaN,81,1,88,0,-20,1
97,,NaN,NaN,NaN,,,NaN,,,,,,
98,90,NaN,NaN,NaN,1,,NaN,81,1,89,0,-20,1
99,,NaN,NaN,NaN,,,NaN,,,,,,
100,90,NaN,NaN,NaN,-2,,NaN,81,-2,89,0,-20,-2
101,,NaN,NaN,NaN,,,NaN,,,,,,
102,90,NaN,NaN,NaN,17,,NaN,80,-6,89,0,-20,-37
103,,NaN,NaN,NaN,,,NaN,,,,,,
104,90,NaN,NaN,NaN,24,,NaN,80,-2,89,0,-20,-31
105,,NaN,NaN,NaN,,,NaN,,,,,,
106,90,NaN,NaN,NaN,18,,NaN,80,-2,89,0,-20,-37
107,,NaN,NaN,NaN,,,NaN,,,,,,
108,90,NaN,NaN,NaN,18,,NaN,80,-2,89,0,-20,-37
109,,NaN,NaN,NaN,,,NaN,,,,,,
110,90,NaN,NaN,NaN,1,,NaN,81,1,89,0,-20,1
111,,NaN,NaN,NaN,,,NaN,,,,,,
112,90,NaN,NaN,NaN,1,,NaN,82,1,89,0,-20,1
113,,NaN,NaN,NaN,,,NaN,,,,,,
114,,NaN,NaN,NaN,-1,,NaN,82,-1,,0,-20,-1
115,,NaN,NaN,NaN,,,NaN,,,,,,
116,,NaN,NaN,NaN,-1,,NaN,82,-1,,0,-20,-1
117,,NaN,NaN,NaN,,,NaN,,,,,,
118,,NaN,NaN,NaN,-1,,NaN,82,-1,,0,-20,-1
119,,NaN,NaN,NaN,,,NaN,,,,,,
120,,NaN,NaN,NaN,-1,,NaN,82,-1,,17,-20,-1
121,,NaN,NaN,NaN,,,NaN,,,,,,
122,,NaN,NaN,NaN,1,,NaN,81,-2,,17,-20,-5
123,,NaN,NaN,NaN,,,NaN,,,,,,
124,,NaN,NaN,NaN,18,,NaN,80,-2,,17,-20,126
125,,NaN,NaN,NaN,,,NaN,,,,,,
126,,NaN,NaN,NaN,6,,NaN,80,-1,,,-19,-6
127,,NaN,NaN,NaN,,,NaN,,,,,,
128,,NaN,NaN,NaN,1,,NaN,80,-1,,,-19,-4
129,,NaN,NaN,NaN,,,NaN,,,,,,
130,88,NaN,NaN,NaN,0,,NaN,80,-2,92,,-19,-4
131,,NaN,NaN,NaN,,,NaN,,,,,,
132,88,NaN,NaN,NaN,,,NaN,80,-2,92,,-20,
133,,NaN,NaN,NaN,,,NaN,,,,,,
134,,NaN,NaN,NaN,,,NaN,79,-2,,,-20,
135,,NaN,NaN,NaN,,,NaN,,,,,,
136,,NaN,NaN,NaN,,,NaN,79,-3,,,-20,
137,,NaN,NaN,NaN,,,NaN,,,,,,
138,,NaN,NaN,NaN,,,NaN,79,-3,,,-20,
139,,NaN,NaN,NaN,,,NaN,,,,,,
140,,NaN,NaN,NaN,,,NaN,79,-3,,,-19,
141,,NaN,NaN,NaN,,,NaN,,,,,,
142,,NaN,NaN,NaN,,,NaN,79,-3,,,-19,
143,,NaN,NaN,NaN,,,NaN,,,,,,
144,,NaN,NaN,NaN,1,,NaN,80,-3,,,-20,-5
145,,NaN,NaN,NaN,,,NaN,,,,,,
146,,NaN,NaN,NaN,0,,NaN,79,-3,,,-20,-5
147,,NaN,NaN,NaN,,,NaN,,,,,,
148,,NaN,NaN,NaN,1,,NaN,80,-2,,,-20,-4
149,,NaN,NaN,NaN,,,NaN,,,,,,
150,88,NaN,NaN,NaN,1,,NaN,80,-2,103,,-20,-4
151,,NaN,NaN,NaN,,,NaN,,,,,,
152,85,NaN,NaN,NaN,-2,,NaN,80,-2,110,,-19,-2
153,,NaN,NaN,NaN,,,NaN,,,,,,
154,85,NaN,NaN,NaN,-2,,NaN,80,-2,110,,-19,-2
155,,NaN,NaN,NaN,,,NaN,,,,,,
156,85,NaN,NaN,NaN,0,,NaN,80,-2,110,,-19,-6
157,,NaN,NaN,NaN,,,NaN,,,,,,
158,85,NaN,NaN,NaN,0,,NaN,80,-2,110,,-19,-4
159,,NaN,NaN,NaN,,,NaN,,,,,,
160,85,NaN,NaN,NaN,0,,NaN,80,-2,110,,-19,-4
161,,NaN,NaN,NaN,,,NaN,,,,,,
162,85,NaN,NaN,NaN,-2,,NaN,80,-2,110,,-19,-2
163,,NaN,NaN,NaN,,,NaN,,,,,,
164,97,NaN,NaN,NaN,-2,,NaN,80,-2,100,,-19,-2
165,,NaN,NaN,NaN,,,NaN,,,,,,
166,100,NaN,NaN,NaN,-2,,NaN,80,-2,90,,-20,-2
167,,NaN,NaN,NaN,,,NaN,,,,,,
168,100,NaN,NaN,NaN,-2,,NaN,80,-2,85,,-20,-2
169,,NaN,NaN,NaN,,,NaN,,,,,,
170,100,NaN,NaN,NaN,-2,,NaN,79,-2,80,,-19,-2
171,,NaN,NaN,NaN,,,NaN,,,,,,
172,100,NaN,NaN,NaN,-2,,NaN,79,-2,79,,-19,-2
173,,NaN,NaN,NaN,,,NaN,,,,,,
174,100,NaN,NaN,NaN,-2,,NaN,79,-2,79,,-20,-2
175,,NaN,NaN,NaN,,,NaN,,,,,,
176,100,NaN,NaN,NaN,-2,,NaN,79,-2,79,,-20,-2
177,,NaN,NaN,NaN,,,NaN,,,,,,
178,100,NaN,NaN,NaN,-2,,NaN,79,-2,79,,-19,-2
179,,NaN,NaN,NaN,,,NaN,,,,,,
180,100,NaN,NaN,NaN,-2,,NaN,78,-2,79,,-19,-2
181,,NaN,NaN,NaN,,,NaN,,,,,,
182,100,NaN,NaN,NaN,-2,,NaN,78,-2,79,,-20,-2
183,,NaN,NaN,NaN,,,NaN,,,,,,
184,100,NaN,NaN,NaN,1,,NaN,78,-2,78,,-20,-4
185,,NaN,NaN,NaN,,,NaN,,,,,,
186,100,NaN,NaN,NaN,3,,NaN,78,-2,78,,-20,-8
187,,NaN,NaN,NaN,,,NaN,,,,,,
188,100,NaN,NaN,NaN,1,,NaN,78,-2,78,,-20,-6
189,,NaN,NaN,NaN,,,NaN,,,,,,
190,100,NaN,NaN,NaN,1,,NaN,78,-2,78,,-19,-6
191,,NaN,NaN,NaN,,,NaN,,,,,,
192,100,NaN,NaN,NaN,0,,NaN,78,-2,78,,-19,-4
193,,NaN,NaN,NaN,,,NaN,,,,,,
194,100,NaN,NaN,NaN,0,,NaN,78,-2,78,,-19,-4
195,,NaN,NaN,NaN,,,NaN,,,,,,
196,100,NaN,NaN,NaN,1,,NaN,78,-2,78,,-19,-5
197,,NaN,NaN,NaN,,,NaN,,,,,,
198,100,NaN,NaN,NaN,0,,NaN,77,-2,78,,-19,-4
199,,NaN,NaN,NaN,,,NaN,,,,,,
200,100,NaN,NaN,NaN,0,,NaN,77,-2,78,,-19,-4
201,,NaN,NaN,NaN,,,NaN,,,,,,
202,100,NaN,NaN,NaN,-3,,NaN,76,-3,77,,-19,-3
203,,NaN,NaN,NaN,,,NaN,,,,,,
204,100,NaN,NaN,NaN,-3,,NaN,76,-3,77,,-20,-3
205,,NaN,NaN,NaN,,,NaN,,,,,,
206,100,NaN,NaN,NaN,-2,,NaN,76,-2,77,,-20,-2
207,,NaN,NaN,NaN,,,NaN,,,,,,
208,100,NaN,NaN,NaN,-2,,NaN,76,-2,77,,-20,-2
209,,NaN,NaN,NaN,,,NaN,,,,,,
210,100,NaN,NaN,NaN,0,,NaN,77,-1,77,,-20,-5
211,,NaN,NaN,NaN,,,NaN,,,,,,
212,100,NaN,NaN,NaN,0,,NaN,78,-1,78,,-19,-5
213,,NaN,NaN,NaN,,,NaN,,,,,,
214,100,NaN,NaN,NaN,-2,,NaN,78,-2,78,,-19,-2
215,,NaN,NaN,NaN,,,NaN,,,,,,
216,100,NaN,NaN,NaN,-2,,NaN,79,-2,79,,-19,-2
217,,NaN,NaN,NaN,,,NaN,,,,,,
218,100,NaN,NaN,NaN,-2,,NaN,79,-2,79,,-19,-2
219,,NaN,NaN,NaN,,,NaN,,,,,,
220,100,NaN,NaN,NaN,-2,,NaN,78,-2,79,,-20,-2
221,,NaN,NaN,NaN,,,NaN,,,,,,
222,100,NaN,NaN,NaN,-2,,NaN,77,-2,78,,-20,-2
223,,NaN,NaN,NaN,,,NaN,,,,,,
224,100,NaN,NaN,NaN,-2,,NaN,77,-2,77,,-20,-2
225,,NaN,NaN,NaN,,,NaN,,,,,,
226,100,NaN,NaN,NaN,-2,,NaN,76,-2,77,,-20,-2
227,,NaN,NaN,NaN,,,NaN,,,,,,
228,100,NaN,NaN,NaN,-2,,NaN,76,-2,77,,-20,-2
229,,NaN,NaN,NaN,,,NaN,,,,,,
230,100,NaN,NaN,NaN,-2,,NaN,76,-2,77,,-19,-2
231,,NaN,NaN,NaN,,,NaN,,,,,,
232,100,NaN,NaN,NaN,-2,,NaN,76,-2,77,,-19,-2
233,,NaN,NaN,NaN,,,NaN,,,,,,
234,100,NaN,NaN,NaN,-2,,NaN,76,-2,76,,-20,-2
235,,NaN,NaN,NaN,,,NaN,,,,,,
236,100,NaN,NaN,NaN,-2,,NaN,76,-2,76,,-20,-2
237,,NaN,NaN,NaN,,,NaN,,,,,,
238,100,NaN,NaN,NaN,-2,,NaN,76,-2,76,,-19,-2
239,,NaN,NaN,NaN,,,NaN,,,,,,
240,100,NaN,NaN,NaN,-2,,NaN,76,-2,76,,-19,-2
241,,NaN,NaN,NaN,,,NaN,,,,,,
242,100,NaN,NaN,NaN,-2,,NaN,76,-2,76,,-20,-2
243,,NaN,NaN,NaN,,,NaN,,,,,,
244,100,NaN,NaN,NaN,-2,,NaN,76,-2,76,,-20,-2
245,,NaN,NaN,NaN,,,NaN,,,,,,
246,100,NaN,NaN,NaN,-2,,NaN,76,-2,76,,-20,-2
247,,NaN,NaN,NaN,,,NaN,,,,,,
248,100,NaN,NaN,NaN,-2,,NaN,75,-2,76,,-20,-2
249,,NaN,NaN,NaN,,,NaN,,,,,,
250,100,NaN,NaN,NaN,-2,,NaN,75,-2,75,,-19,-2
251,,NaN,NaN,NaN,,,NaN,,,,,,
252,100,NaN,NaN,NaN,1,,NaN,74,-2,75,,-19,-6
253,,NaN,NaN,NaN,,,NaN,,,,,,
254,100,NaN,NaN,NaN,9,,NaN,74,-2,75,,-19,-20
255,,NaN,NaN,NaN,,,NaN,,,,,,
256,100,NaN,NaN,NaN,9,,NaN,75,-2,75,,-19,-20
257,,NaN,NaN,NaN,,,NaN,,,,,,
258,100,NaN,NaN,NaN,-2,,NaN,75,-2,75,,-19,-2
259,,NaN,NaN,NaN,,,NaN,,,,,,
260,100,NaN,NaN,NaN,-2,,NaN,75,-2,75,,-19,-2
261,,NaN,NaN,NaN,,,NaN,,,,,,
262,100,NaN,NaN,NaN,-2,,NaN,74,-2,75,,-19,-2
263,,NaN,NaN,NaN,,,NaN,,,,,,
264,100,NaN,NaN,NaN,-2,,NaN,74,-2,75,,-20,-2
265,,NaN,NaN,NaN,,,NaN,,,,,,
266,100,NaN,NaN,NaN,-2,,NaN,74,-2,75,,-20,-2
267,,NaN,NaN,NaN,,,NaN,,,,,,
268,100,NaN,NaN,NaN,-2,,NaN,74,-2,75,,-19,-2
269,,NaN,NaN,NaN,,,NaN,,,,,,
270,100,NaN,NaN,NaN,-2,,NaN,74,-2,75,,-19,-2
271,,NaN,NaN,NaN,,,NaN,,,,,,
272,100,NaN,NaN,NaN,1,,NaN,74,-2,75,,-20,-4
273,,NaN,NaN,NaN,,,NaN,,,,,,
274,100,NaN,NaN,NaN,1,,NaN,75,-2,75,,-20,-4
275,,NaN,NaN,NaN,,,NaN,,,,,,
276,100,NaN,NaN,NaN,-2,,NaN,75,-2,75,,-19,-2
277,,NaN,NaN,NaN,,,NaN,,,,,,
278,100,NaN,NaN,NaN,-2,,NaN,75,-2,75,,-19,-2
279,,NaN,NaN,NaN,,,NaN,,,,,,
280,100,NaN,NaN,NaN,-2,,NaN,75,-2,75,,-20,-2
281,,NaN,NaN,NaN,,,NaN,,,,,,
282,100,NaN,NaN,NaN,-33,,NaN,75,-6,75,,-20,-45
283,,NaN,NaN,NaN,,,NaN,,,,,,
284,100,NaN,NaN,NaN,39,,NaN,75,4,74,,-20,-30
285,,NaN,NaN,NaN,,,NaN,,,,,,
286,100,NaN,NaN,NaN,28,,NaN,75,2,75,,-20,-30
287,,NaN,NaN,NaN,,,NaN,,,,,,
288,100,NaN,NaN,NaN,83,,NaN,75,3,74,,-20,-74
289,,NaN,NaN,NaN,,,NaN,,,,,,
290,100,NaN,NaN,NaN,101,,NaN,75,14,74,,-19,-47
291,,NaN,NaN,NaN,,,NaN,,,,,,
292,100,NaN,NaN,NaN,64,,NaN,75,24,75,,-19,5
293,,NaN,NaN,NaN,,,NaN,,,,,,
294,100,NaN,NaN,NaN,53,,NaN,76,24,76,,-20,11
295,,NaN,NaN,NaN,,,NaN,,,,,,
296,100,NaN,NaN,NaN,31,,NaN,76,23,77,,-20,18
297,,NaN,NaN,NaN,,,NaN,,,,,,
298,100,NaN,NaN,NaN,34,,NaN,76,24,77,,-20,18
299,,NaN,NaN,NaN,,,NaN,,,,,,
300,100,NaN,NaN,NaN,32,,NaN,76,24,77,,-20,17
301,,NaN,NaN,NaN,,,NaN,,,,,,
302,100,NaN,NaN,NaN,36,,NaN,77,23,77,,-19,5
303,,NaN,NaN,NaN,,,NaN,,,,,,
304,100,NaN,NaN,NaN,46,,NaN,77,23,77,,-19,0
305,,NaN,NaN,NaN,,,NaN,,,,,,
306,100,NaN,NaN,NaN,28,,NaN,77,20,77,,-20,11
307,,NaN,NaN,NaN,,,NaN,,,,,,
308,100,NaN,NaN,NaN,25,,NaN,77,20,78,,-20,15
309,,NaN,NaN,NaN,,,NaN,,,,,,
310,100,NaN,NaN,NaN,24,,NaN,77,20,78,,-19,17
311,,NaN,NaN,NaN,,,NaN,,,,,,
312,100,NaN,NaN,NaN,24,,NaN,78,21,78,,-19,19
313,,NaN,NaN,NaN,,,NaN,,,,,,
314,100,NaN,NaN,NaN,25,,NaN,78,21,78,,-20,18
315,,NaN,NaN,NaN,,,NaN,,,,,,
316,100,NaN,NaN,NaN,27,,NaN,78,20,78,,-20,15
317,,NaN,NaN,NaN,,,NaN,,,,,,
318,100,NaN,NaN,NaN,10,,NaN,78,8,78,,-20,-6
319,,NaN,NaN,NaN,,,NaN,,,,,,
320,100,NaN,NaN,NaN,,,NaN,78,4,78,,-20,
321,,NaN,NaN,NaN,,,NaN,,,,,,
322,100,NaN,NaN,NaN,,,NaN,78,13,78,,-20,
323,,NaN,NaN,NaN,,,NaN,,,,,,
324,100,NaN,NaN,NaN,,,NaN,78,13,78,,-19,
325,,NaN,NaN,NaN,,,NaN,,,,,,
326,100,NaN,NaN,NaN,,,NaN,77,5,77,,-19,
327,,NaN,NaN,NaN,,,NaN,,,,,,
328,100,NaN,NaN,NaN,,,NaN,77,5,77,,-20,
329,,NaN,NaN,NaN,,,NaN,,,,,,
330,100,NaN,NaN,NaN,,,NaN,77,2,77,,-20,
331,,NaN,NaN,NaN,,,NaN,,,,,,
332,100,NaN,NaN,NaN,,,NaN,77,2,78,,-20,
333,,NaN,NaN,NaN,,,NaN,,,,,,
334,100,NaN,NaN,NaN,,,NaN,77,0,78,,-20,
335,,NaN,NaN,NaN,,,NaN,,,,,,
336,100,NaN,NaN,NaN,,,NaN,77,0,78,,-20,
337,,NaN,NaN,NaN,,,NaN,,,,,,
338,100,NaN,NaN,NaN,0,,NaN,77,0,77,,-20,0
339,,NaN,NaN,NaN,,,NaN,,,,,,
340,100,NaN,NaN,NaN,0,,NaN,76,0,77,,-20,0
341,,NaN,NaN,NaN,,,NaN,,,,,,
342,100,NaN,NaN,NaN,0,,NaN,76,0,77,,-20,0
343,,NaN,NaN,NaN,,,NaN,,,,,,
344,100,NaN,NaN,NaN,0,,NaN,76,0,77,,-20,-2
345,,NaN,NaN,NaN,,,NaN,,,,,,
346,100,NaN,NaN,NaN,19,,NaN,77,0,77,,-20,-16
347,,NaN,NaN,NaN,,,NaN,,,,,,
348,100,NaN,NaN,NaN,19,,NaN,77,0,77,,-19,-16
349,,NaN,NaN,NaN,,,NaN,,,,,,
350,100,NaN,NaN,NaN,43,,NaN,77,4,77,,-19,-42
351,,NaN,NaN,NaN,,,NaN,,,,,,
352,100,NaN,NaN,NaN,44,,NaN,77,-2,77,,-19,-56
353,,NaN,NaN,NaN,,,NaN,,,,,,
354,100,NaN,NaN,NaN,44,,NaN,77,-2,77,,-20,-56
355,,NaN,NaN,NaN,,,NaN,,,,,,
356,100,NaN,NaN,NaN,44,,NaN,77,-2,77,,-20,-56
357,,NaN,NaN,NaN,,,NaN,,,,,,
358,100,NaN,NaN,NaN,13,,NaN,77,5,77,,-20,-2
359,,NaN,NaN,NaN,,,NaN,,,,,,
360,100,NaN,NaN,NaN,23,,NaN,77,11,77,,-20,3
361,,NaN,NaN,NaN,,,NaN,,,,,,
362,100,NaN,NaN,NaN,-41,,NaN,76,14,77,,-19,6
363,,NaN,NaN,NaN,,,NaN,,,,,,
364,100,NaN,NaN,NaN,28,,NaN,76,12,77,,-19,-16
365,,NaN,NaN,NaN,,,NaN,,,,,,
366,100,NaN,NaN,NaN,,,NaN,76,1,76,,-19,
367,,NaN,NaN,NaN,,,NaN,,,,,,
368,100,NaN,NaN,NaN,,,NaN,76,201,76,,-19,
369,,NaN,NaN,NaN,,,NaN,,,,,,
370,100,NaN,NaN,NaN,,,NaN,76,201,76,,-19,
371,,NaN,NaN,NaN,,,NaN,,,,,,
372,100,NaN,NaN,NaN,,,NaN,76,249,76,,-19,
373,,NaN,NaN,NaN,,,NaN,,,,,,
374,100,NaN,NaN,NaN,,,NaN,75,254,76,,-16,
375,,NaN,NaN,NaN,,,NaN,,,,,,
376,100,NaN,NaN,NaN,265,,NaN,75,251,76,,-16,234
377,,NaN,NaN,NaN,,,NaN,,,,,,
378,100,NaN,NaN,NaN,266,,NaN,75,251,75,,-16,238
379,,NaN,NaN,NaN,,,NaN,,,,,,
380,100,NaN,NaN,NaN,204,,NaN,74,198,75,,-16,103
381,,NaN,NaN,NaN,,,NaN,,,,,,
382,100,NaN,NaN,NaN,144,,NaN,74,135,75,,-19,63
383,,NaN,NaN,NaN,,,NaN,,,,,,
384,100,NaN,NaN,NaN,137,,NaN,75,116,75,,-19,62
385,,NaN,NaN,NaN,,,NaN,,,,,,
386,100,NaN,NaN,NaN,113,,NaN,75,102,76,,-19,61
387,,NaN,NaN,NaN,,,NaN,,,,,,
388,100,NaN,NaN,NaN,134,,NaN,76,90,77,,-19,57
389,,NaN,NaN,NaN,,,NaN,,,,,,
390,100,NaN,NaN,NaN,152,,NaN,77,92,78,24,-19,59
391,,NaN,NaN,NaN,,,NaN,,,,,,
392,100,NaN,NaN,NaN,150,,NaN,79,91,79,24,-20,58
393,,NaN,NaN,NaN,,,NaN,,,,,,
394,100,NaN,NaN,NaN,145,,NaN,80,91,80,24,-20,59
395,,NaN,NaN,NaN,,,NaN,,,,,,
396,100,NaN,NaN,NaN,145,5,NaN,80,91,81,35,-20,59
397,,NaN,NaN,NaN,,,NaN,,,,,,
398,100,NaN,NaN,NaN,145,5,NaN,81,91,82,35,-20,59
399,,NaN,NaN,NaN,,,NaN,,,,,,
400,100,NaN,NaN,NaN,159,5,NaN,82,46,82,35,-20,60
401,,NaN,NaN,NaN,,,NaN,,,,,,
402,100,NaN,NaN,NaN,159,5,NaN,82,73,83,35,-20,58
403,,NaN,NaN,NaN,,,NaN,,,,,,
404,100,NaN,NaN,NaN,161,5,NaN,83,86,83,31,-20,55
405,,NaN,NaN,NaN,,,NaN,,,,,,
406,100,NaN,NaN,NaN,155,5,NaN,83,90,83,31,-20,59
407,,NaN,NaN,NaN,,,NaN,,,,,,
408,100,NaN,NaN,NaN,157,5,NaN,83,92,83,31,-20,60
409,,NaN,NaN,NaN,,,NaN,,,,,,
410,100,NaN,NaN,NaN,159,4,NaN,83,94,83,29,-20,61
411,,NaN,NaN,NaN,,,NaN,,,,,,
412,100,NaN,NaN,NaN,130,4,NaN,83,87,83,29,-20,43
413,,NaN,NaN,NaN,,,NaN,,,,,,
414,100,NaN,NaN,NaN,149,4,NaN,83,91,84,29,-20,48
415,,NaN,NaN,NaN,,,NaN,,,,,,
416,100,NaN,NaN,NaN,158,4,NaN,84,94,84,29,-20,61
417,,NaN,NaN,NaN,,,NaN,,,,,,
418,100,NaN,NaN,NaN,157,7,NaN,84,113,84,30,-20,106
419,,NaN,NaN,NaN,,,NaN,,,,,,
420,100,NaN,NaN,NaN,141,7,NaN,84,106,84,30,-20,78
421,,NaN,NaN,NaN,,,NaN,,,,,,
422,100,NaN,NaN,NaN,133,7,NaN,84,99,86,30,-20,67
423,,NaN,NaN,NaN,,,NaN,,,,,,
424,100,NaN,NaN,NaN,121,10,NaN,84,94,86,30,-20,66
425,,NaN,NaN,NaN,,,NaN,,,,,,
426,100,NaN,NaN,NaN,118,10,NaN,84,92,84,30,-20,68
427,,NaN,NaN,NaN,,,NaN,,,,,,
428,100,NaN,NaN,NaN,114,10,NaN,84,91,84,30,-20,61
429,,NaN,NaN,NaN,,,NaN,,,,,,
430,100,NaN,NaN,NaN,124,10,NaN,85,93,85,30,-20,65
431,,NaN,NaN,NaN,,,NaN,,,,,,
432,100,NaN,NaN,NaN,131,12,NaN,85,102,84,30,-20,94
433,,NaN,NaN,NaN,,,NaN,,,,,,
434,100,NaN,NaN,NaN,139,12,NaN,85,104,85,30,-20,96
435,,NaN,NaN,NaN,,,NaN,,,,,,
