time,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/HR,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/CVP,Solar8000/ART_DBP
12291,,NaN,NaN,NaN,,,NaN,,,,,,
12292,100,NaN,NaN,NaN,136,13,NaN,82,82,82,36,13,54
12293,,NaN,NaN,NaN,,,NaN,,,,,,
12294,100,NaN,NaN,NaN,135,13,NaN,82,81,82,36,13,54
12295,,NaN,NaN,NaN,,,NaN,,,,,,
12296,100,NaN,NaN,NaN,136,13,NaN,82,81,82,36,13,54
12297,,NaN,NaN,NaN,,,NaN,,,,,,
12298,100,NaN,NaN,NaN,135,13,NaN,81,81,82,36,13,53
12299,,NaN,NaN,NaN,,,NaN,,,,,,
12300,100,NaN,NaN,NaN,136,13,NaN,81,81,82,36,13,54
12301,,NaN,NaN,NaN,,,NaN,,,,,,
12302,100,NaN,NaN,NaN,135,13,NaN,81,81,81,36,13,53
12303,,NaN,NaN,NaN,,,NaN,,,,,,
12304,100,NaN,NaN,NaN,134,13,NaN,81,80,81,36,13,53
12305,,NaN,NaN,NaN,,,NaN,,,,,,
12306,100,NaN,NaN,NaN,135,13,NaN,81,81,81,36,13,53
12307,,NaN,NaN,NaN,,,NaN,,,,,,
12308,100,NaN,NaN,NaN,134,13,NaN,81,80,81,36,13,53
12309,,NaN,NaN,NaN,,,NaN,,,,,,
12310,100,NaN,NaN,NaN,135,13,NaN,81,80,81,36,13,54
12311,,NaN,NaN,NaN,,,NaN,,,,,,
12312,100,NaN,NaN,NaN,134,13,NaN,81,80,81,36,13,53
12313,,NaN,NaN,NaN,,,NaN,,,,,,
12314,100,NaN,NaN,NaN,135,13,NaN,81,81,81,36,13,54
12315,,NaN,NaN,NaN,,,NaN,,,,,,
12316,100,NaN,NaN,NaN,134,13,NaN,81,80,81,36,13,53
12317,,NaN,NaN,NaN,,,NaN,,,,,,
12318,100,NaN,NaN,NaN,134,13,NaN,81,80,81,36,13,53
12319,,NaN,NaN,NaN,,,NaN,,,,,,
12320,100,NaN,NaN,NaN,133,13,NaN,81,80,81,36,13,53
12321,,NaN,NaN,NaN,,,NaN,,,,,,
12322,100,NaN,NaN,NaN,133,13,NaN,81,79,81,36,12,53
12323,,NaN,NaN,NaN,,,NaN,,,,,,
12324,100,NaN,NaN,NaN,134,13,NaN,80,80,81,36,12,53
12325,,NaN,NaN,NaN,,,NaN,,,,,,
12326,100,NaN,NaN,NaN,133,13,NaN,80,79,81,36,12,52
12327,,NaN,NaN,NaN,,,NaN,,,,,,
12328,100,NaN,NaN,NaN,133,13,NaN,80,79,81,36,12,53
12329,,NaN,NaN,NaN,,,NaN,,,,,,
12330,100,NaN,NaN,NaN,133,13,NaN,80,79,81,36,13,52
12331,,NaN,NaN,NaN,,,NaN,,,,,,
12332,100,NaN,NaN,NaN,133,13,NaN,80,79,81,36,13,53
12333,,NaN,NaN,NaN,,,NaN,,,,,,
12334,100,NaN,NaN,NaN,133,13,NaN,81,79,81,36,12,53
12335,,NaN,NaN,NaN,,,NaN,,,,,,
12336,100,NaN,NaN,NaN,132,13,NaN,81,79,81,36,12,53
12337,,NaN,NaN,NaN,,,NaN,,,,,,
12338,100,NaN,NaN,NaN,133,13,NaN,81,79,81,36,13,53
12339,,NaN,NaN,NaN,,,NaN,,,,,,
12340,100,NaN,NaN,NaN,132,13,NaN,81,79,81,37,13,52
12341,,NaN,NaN,NaN,,,NaN,,,,,,
12342,100,NaN,NaN,NaN,133,13,NaN,81,79,82,37,12,53
12343,,NaN,NaN,NaN,,,NaN,,,,,,
12344,100,NaN,NaN,NaN,132,13,NaN,81,79,81,37,12,52
12345,,NaN,NaN,NaN,,,NaN,,,,,,
12346,100,NaN,NaN,NaN,133,13,NaN,81,79,81,37,13,53
12347,,NaN,NaN,NaN,,,NaN,,,,,,
12348,100,NaN,NaN,NaN,132,13,NaN,81,79,81,37,13,52
12349,,NaN,NaN,NaN,,,NaN,,,,,,
12350,100,NaN,NaN,NaN,132,13,NaN,81,79,81,37,12,52
12351,,NaN,NaN,NaN,,,NaN,,,,,,
12352,100,NaN,NaN,NaN,133,13,NaN,81,79,81,37,12,52
12353,,NaN,NaN,NaN,,,NaN,,,,,,
12354,100,NaN,NaN,NaN,132,13,NaN,81,79,81,36,12,52
12355,,NaN,NaN,NaN,,,NaN,,,,,,
12356,100,NaN,NaN,NaN,133,13,NaN,81,79,81,36,12,53
12357,,NaN,NaN,NaN,,,NaN,,,,,,
12358,100,NaN,NaN,NaN,132,13,NaN,81,79,81,36,12,52
12359,,NaN,NaN,NaN,,,NaN,,,,,,
12360,100,NaN,NaN,NaN,133,13,NaN,81,79,81,36,12,52
12361,,NaN,NaN,NaN,,,NaN,,,,,,
12362,100,NaN,NaN,NaN,133,13,NaN,81,79,81,37,12,52
12363,,NaN,NaN,NaN,,,NaN,,,,,,
12364,100,NaN,NaN,NaN,132,13,NaN,81,78,81,37,12,52
12365,,NaN,NaN,NaN,,,NaN,,,,,,
12366,100,NaN,NaN,NaN,133,13,NaN,81,79,81,37,12,52
12367,,NaN,NaN,NaN,,,NaN,,,,,,
12368,100,NaN,NaN,NaN,132,13,NaN,81,78,81,36,12,52
12369,,NaN,NaN,NaN,,,NaN,,,,,,
12370,100,NaN,NaN,NaN,133,13,NaN,80,79,81,36,12,52
12371,,NaN,NaN,NaN,,,NaN,,,,,,
12372,100,NaN,NaN,NaN,132,13,NaN,80,78,81,36,12,52
12373,,NaN,NaN,NaN,,,NaN,,,,,,
12374,100,NaN,NaN,NaN,132,13,NaN,80,78,81,36,12,52
12375,,NaN,NaN,NaN,,,NaN,,,,,,
12376,100,NaN,NaN,NaN,132,13,NaN,80,78,81,36,12,52
12377,,NaN,NaN,NaN,,,NaN,,,,,,
12378,100,NaN,NaN,NaN,131,13,NaN,80,78,81,36,12,52
12379,,NaN,NaN,NaN,,,NaN,,,,,,
12380,100,NaN,NaN,NaN,132,13,NaN,80,78,81,36,12,52
12381,,NaN,NaN,NaN,,,NaN,,,,,,
12382,100,NaN,NaN,NaN,130,13,NaN,81,78,81,36,12,52
12383,,NaN,NaN,NaN,,,NaN,,,,,,
12384,100,NaN,NaN,NaN,131,13,NaN,81,78,81,36,12,52
12385,,NaN,NaN,NaN,,,NaN,,,,,,
12386,100,NaN,NaN,NaN,130,13,NaN,81,78,81,36,12,52
12387,,NaN,NaN,NaN,,,NaN,,,,,,
12388,100,NaN,NaN,NaN,132,13,NaN,81,79,81,36,12,53
12389,,NaN,NaN,NaN,,,NaN,,,,,,
12390,100,NaN,NaN,NaN,131,13,NaN,81,78,81,36,12,52
12391,,NaN,NaN,NaN,,,NaN,,,,,,
12392,100,NaN,NaN,NaN,131,13,NaN,81,78,81,36,12,52
12393,,NaN,NaN,NaN,,,NaN,,,,,,
12394,100,NaN,NaN,NaN,131,13,NaN,81,78,81,36,12,52
12395,,NaN,NaN,NaN,,,NaN,,,,,,
12396,100,NaN,NaN,NaN,131,13,NaN,81,78,82,37,12,52
12397,,NaN,NaN,NaN,,,NaN,,,,,,
12398,100,NaN,NaN,NaN,130,13,NaN,81,88,82,37,12,62
12399,,NaN,NaN,NaN,,,NaN,,,,,,
12400,100,NaN,NaN,NaN,,13,NaN,81,88,82,37,12,
12401,,NaN,NaN,NaN,,,NaN,,,,,,
12402,100,NaN,NaN,NaN,,13,NaN,82,219,82,37,12,
12403,,NaN,NaN,NaN,,,NaN,,,,,,
12404,100,NaN,NaN,NaN,,13,NaN,82,219,82,37,12,
12405,,NaN,NaN,NaN,,,NaN,,,,,,
12406,100,NaN,NaN,NaN,,13,NaN,81,222,82,37,12,
12407,,NaN,NaN,NaN,,,NaN,,,,,,
12408,100,NaN,NaN,NaN,,13,NaN,81,222,82,37,12,
12409,,NaN,NaN,NaN,,,NaN,,,,,,
12410,100,NaN,NaN,NaN,,13,NaN,81,223,82,37,12,
12411,,NaN,NaN,NaN,,,NaN,,,,,,
12412,100,NaN,NaN,NaN,,13,NaN,81,223,82,36,12,
12413,,NaN,NaN,NaN,,,NaN,,,,,,
12414,100,NaN,NaN,NaN,,13,NaN,81,224,81,36,12,
12415,,NaN,NaN,NaN,,,NaN,,,,,,
12416,100,NaN,NaN,NaN,,13,NaN,81,224,81,36,12,
12417,,NaN,NaN,NaN,,,NaN,,,,,,
12418,100,NaN,NaN,NaN,,13,NaN,81,223,81,36,12,
12419,,NaN,NaN,NaN,,,NaN,,,,,,
12420,100,NaN,NaN,NaN,,13,NaN,81,223,81,36,12,
12421,,NaN,NaN,NaN,,,NaN,,,,,,
12422,100,NaN,NaN,NaN,,13,NaN,81,223,81,36,12,
12423,,NaN,NaN,NaN,,,NaN,,,,,,
12424,100,NaN,NaN,NaN,,13,NaN,80,193,81,36,12,
12425,,NaN,NaN,NaN,,,NaN,,,,,,
12426,100,NaN,NaN,NaN,,13,NaN,80,126,81,37,12,
12427,,NaN,NaN,NaN,,,NaN,,,,,,
12428,100,NaN,NaN,NaN,,13,NaN,80,98,81,37,13,
12429,,NaN,NaN,NaN,,,NaN,,,,,,
12430,100,NaN,NaN,NaN,,13,NaN,80,98,80,37,13,
12431,,NaN,NaN,NaN,,,NaN,,,,,,
12432,100,NaN,NaN,NaN,,13,NaN,80,98,80,36,13,
12433,,NaN,NaN,NaN,,,NaN,,,,,,
12434,100,NaN,NaN,NaN,,13,NaN,80,178,80,36,13,
12435,,NaN,NaN,NaN,,,NaN,,,,,,
12436,100,NaN,NaN,NaN,,13,NaN,80,119,80,36,12,
12437,,NaN,NaN,NaN,,,NaN,,,,,,
12438,100,NaN,NaN,NaN,,13,NaN,80,100,80,36,12,
12439,,NaN,NaN,NaN,,,NaN,,,,,,
12440,100,NaN,NaN,NaN,,13,NaN,80,96,80,36,12,
12441,,NaN,NaN,NaN,,,NaN,,,,,,
12442,100,NaN,NaN,NaN,,13,NaN,80,148,80,36,12,
12443,,NaN,NaN,NaN,,,NaN,,,,,,
12444,100,NaN,NaN,NaN,,13,NaN,80,176,81,36,12,
12445,,NaN,NaN,NaN,,,NaN,,,,,,
12446,100,NaN,NaN,NaN,,13,NaN,80,195,81,35,12,
12447,,NaN,NaN,NaN,,,NaN,,,,,,
12448,100,NaN,NaN,NaN,215,13,NaN,80,202,81,35,12,204
12449,,NaN,NaN,NaN,,,NaN,,,,,,
12450,100,NaN,NaN,NaN,213,13,NaN,80,204,81,35,12,203
12451,,NaN,NaN,NaN,,,NaN,,,,,,
12452,100,NaN,NaN,NaN,212,13,NaN,80,204,80,35,12,202
12453,,NaN,NaN,NaN,,,NaN,,,,,,
12454,100,NaN,NaN,NaN,217,13,NaN,80,202,81,36,12,70
12455,,NaN,NaN,NaN,,,NaN,,,,,,
12456,100,NaN,NaN,NaN,226,13,NaN,80,190,80,36,12,10
12457,,NaN,NaN,NaN,,,NaN,,,,,,
12458,100,NaN,NaN,NaN,,13,NaN,80,190,80,36,12,
12459,,NaN,NaN,NaN,,,NaN,,,,,,
12460,100,NaN,NaN,NaN,,13,NaN,80,217,80,36,12,
12461,,NaN,NaN,NaN,,,NaN,,,,,,
12462,100,NaN,NaN,NaN,,13,NaN,80,216,80,36,12,
12463,,NaN,NaN,NaN,,,NaN,,,,,,
12464,100,NaN,NaN,NaN,,13,NaN,80,188,80,36,12,
12465,,NaN,NaN,NaN,,,NaN,,,,,,
12466,100,NaN,NaN,NaN,,13,NaN,80,188,80,36,12,
12467,,NaN,NaN,NaN,,,NaN,,,,,,
12468,100,NaN,NaN,NaN,,13,NaN,80,139,80,36,12,
12469,,NaN,NaN,NaN,,,NaN,,,,,,
12470,100,NaN,NaN,NaN,,13,NaN,80,102,80,36,12,
12471,,NaN,NaN,NaN,,,NaN,,,,,,
12472,100,NaN,NaN,NaN,,13,NaN,80,87,81,36,12,
12473,,NaN,NaN,NaN,,,NaN,,,,,,
12474,100,NaN,NaN,NaN,,13,NaN,80,80,81,36,12,
12475,,NaN,NaN,NaN,,,NaN,,,,,,
12476,100,NaN,NaN,NaN,,13,NaN,80,78,81,37,12,
12477,,NaN,NaN,NaN,,,NaN,,,,,,
12478,100,NaN,NaN,NaN,122,13,NaN,80,76,81,37,12,50
12479,,NaN,NaN,NaN,,,NaN,,,,,,
12480,100,NaN,NaN,NaN,123,13,NaN,80,76,81,37,12,51
12481,,NaN,NaN,NaN,,,NaN,,,,,,
12482,100,NaN,NaN,NaN,123,13,NaN,80,75,81,36,12,51
12483,,NaN,NaN,NaN,,,NaN,,,,,,
12484,100,NaN,NaN,NaN,122,13,NaN,80,75,81,36,12,51
12485,,NaN,NaN,NaN,,,NaN,,,,,,
12486,100,NaN,NaN,NaN,122,13,NaN,80,75,81,36,12,51
12487,,NaN,NaN,NaN,,,NaN,,,,,,
12488,100,NaN,NaN,NaN,122,13,NaN,80,75,80,36,12,50
12489,,NaN,NaN,NaN,,,NaN,,,,,,
12490,100,NaN,NaN,NaN,123,13,NaN,80,75,81,36,12,51
12491,,NaN,NaN,NaN,,,NaN,,,,,,
12492,100,NaN,NaN,NaN,123,13,NaN,80,75,80,36,12,51
12493,,NaN,NaN,NaN,,,NaN,,,,,,
12494,100,NaN,NaN,NaN,123,13,NaN,80,75,80,36,12,51
12495,,NaN,NaN,NaN,,,NaN,,,,,,
12496,100,NaN,NaN,NaN,123,13,NaN,80,75,80,36,12,51
12497,,NaN,NaN,NaN,,,NaN,,,,,,
12498,100,NaN,NaN,NaN,123,13,NaN,80,75,80,36,12,51
12499,,NaN,NaN,NaN,,,NaN,,,,,,
12500,100,NaN,NaN,NaN,124,13,NaN,80,75,80,36,12,51
12501,,NaN,NaN,NaN,,,NaN,,,,,,
12502,100,NaN,NaN,NaN,124,13,NaN,80,75,80,36,12,51
12503,,NaN,NaN,NaN,,,NaN,,,,,,
12504,100,NaN,NaN,NaN,125,13,NaN,80,76,80,36,13,52
12505,,NaN,NaN,NaN,,,NaN,,,,,,
12506,100,NaN,NaN,NaN,125,13,NaN,80,76,80,36,13,51
12507,,NaN,NaN,NaN,,,NaN,,,,,,
12508,100,NaN,NaN,NaN,124,13,NaN,80,75,80,36,12,51
12509,,NaN,NaN,NaN,,,NaN,,,,,,
12510,100,NaN,NaN,NaN,123,13,NaN,80,75,80,36,12,50
12511,,NaN,NaN,NaN,,,NaN,,,,,,
12512,100,NaN,NaN,NaN,123,13,NaN,80,75,80,37,12,50
12513,,NaN,NaN,NaN,,,NaN,,,,,,
12514,100,NaN,NaN,NaN,124,13,NaN,80,75,80,37,12,50
12515,,NaN,NaN,NaN,,,NaN,,,,,,
12516,100,NaN,NaN,NaN,124,13,NaN,80,74,80,37,12,50
12517,,NaN,NaN,NaN,,,NaN,,,,,,
12518,100,NaN,NaN,NaN,125,13,NaN,80,75,80,35,12,51
12519,,NaN,NaN,NaN,,,NaN,,,,,,
12520,100,NaN,NaN,NaN,124,13,NaN,80,75,80,35,12,50
12521,,NaN,NaN,NaN,,,NaN,,,,,,
12522,100,NaN,NaN,NaN,125,13,NaN,80,75,80,35,12,51
12523,,NaN,NaN,NaN,,,NaN,,,,,,
12524,100,NaN,NaN,NaN,124,13,NaN,80,74,80,35,12,50
12525,,NaN,NaN,NaN,,,NaN,,,,,,
12526,100,NaN,NaN,NaN,124,13,NaN,80,74,80,36,12,50
12527,,NaN,NaN,NaN,,,NaN,,,,,,
12528,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12529,,NaN,NaN,NaN,,,NaN,,,,,,
12530,100,NaN,NaN,NaN,123,13,NaN,79,74,80,36,12,50
12531,,NaN,NaN,NaN,,,NaN,,,,,,
12532,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12533,,NaN,NaN,NaN,,,NaN,,,,,,
12534,100,NaN,NaN,NaN,123,13,NaN,79,74,80,36,12,50
12535,,NaN,NaN,NaN,,,NaN,,,,,,
12536,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12537,,NaN,NaN,NaN,,,NaN,,,,,,
12538,100,NaN,NaN,NaN,124,13,NaN,79,74,79,36,12,50
12539,,NaN,NaN,NaN,,,NaN,,,,,,
12540,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12541,,NaN,NaN,NaN,,,NaN,,,,,,
12542,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12543,,NaN,NaN,NaN,,,NaN,,,,,,
12544,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12545,,NaN,NaN,NaN,,,NaN,,,,,,
12546,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12547,,NaN,NaN,NaN,,,NaN,,,,,,
12548,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12549,,NaN,NaN,NaN,,,NaN,,,,,,
12550,100,NaN,NaN,NaN,125,13,NaN,79,74,80,36,12,50
12551,,NaN,NaN,NaN,,,NaN,,,,,,
12552,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12553,,NaN,NaN,NaN,,,NaN,,,,,,
12554,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12555,,NaN,NaN,NaN,,,NaN,,,,,,
12556,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12557,,NaN,NaN,NaN,,,NaN,,,,,,
12558,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12559,,NaN,NaN,NaN,,,NaN,,,,,,
12560,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12561,,NaN,NaN,NaN,,,NaN,,,,,,
12562,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12563,,NaN,NaN,NaN,,,NaN,,,,,,
12564,100,NaN,NaN,NaN,125,13,NaN,80,74,80,36,12,50
12565,,NaN,NaN,NaN,,,NaN,,,,,,
12566,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,49
12567,,NaN,NaN,NaN,,,NaN,,,,,,
12568,100,NaN,NaN,NaN,124,13,NaN,79,74,80,36,12,50
12569,,NaN,NaN,NaN,,,NaN,,,,,,
12570,100,NaN,NaN,NaN,123,13,NaN,79,74,80,36,12,50
12571,,NaN,NaN,NaN,,,NaN,,,,,,
12572,100,NaN,NaN,NaN,123,13,NaN,79,74,80,36,12,50
12573,,NaN,NaN,NaN,,,NaN,,,,,,
12574,100,NaN,NaN,NaN,123,13,NaN,79,74,80,36,12,50
12575,,NaN,NaN,NaN,,,NaN,,,,,,
12576,100,NaN,NaN,NaN,123,13,NaN,80,74,80,36,12,50
12577,,NaN,NaN,NaN,,,NaN,,,,,,
12578,100,NaN,NaN,NaN,124,13,NaN,80,74,80,36,12,50
12579,,NaN,NaN,NaN,,,NaN,,,,,,
12580,100,NaN,NaN,NaN,123,13,NaN,80,74,80,36,12,50
12581,,NaN,NaN,NaN,,,NaN,,,,,,
12582,100,NaN,NaN,NaN,124,13,NaN,80,74,80,36,12,50
12583,,NaN,NaN,NaN,,,NaN,,,,,,
12584,100,NaN,NaN,NaN,123,13,NaN,80,74,80,36,12,50
12585,,NaN,NaN,NaN,,,NaN,,,,,,
12586,100,NaN,NaN,NaN,124,13,NaN,80,74,80,36,12,50
12587,,NaN,NaN,NaN,,,NaN,,,,,,
12588,100,NaN,NaN,NaN,123,13,NaN,80,74,80,36,12,50
12589,,NaN,NaN,NaN,,,NaN,,,,,,
12590,100,NaN,NaN,NaN,123,13,NaN,80,73,80,36,12,50
12591,,NaN,NaN,NaN,,,NaN,,,,,,
12592,100,NaN,NaN,NaN,124,13,NaN,80,74,80,36,12,50
12593,,NaN,NaN,NaN,,,NaN,,,,,,
12594,100,NaN,NaN,NaN,123,13,NaN,80,73,80,36,12,50
12595,,NaN,NaN,NaN,,,NaN,,,,,,
12596,100,NaN,NaN,NaN,124,13,NaN,80,74,80,36,12,50
12597,,NaN,NaN,NaN,,,NaN,,,,,,
12598,100,NaN,NaN,NaN,123,13,NaN,79,74,80,37,12,50
12599,,NaN,NaN,NaN,,,NaN,,,,,,
12600,100,NaN,NaN,NaN,123,13,NaN,79,74,80,37,12,50
12601,,NaN,NaN,NaN,,,NaN,,,,,,
12602,100,NaN,NaN,NaN,123,13,NaN,79,74,80,37,12,50
12603,,NaN,NaN,NaN,,,NaN,,,,,,
12604,100,NaN,NaN,NaN,122,13,NaN,79,73,80,37,12,50
12605,,NaN,NaN,NaN,,,NaN,,,,,,
12606,100,NaN,NaN,NaN,123,13,NaN,79,73,80,37,12,50
12607,,NaN,NaN,NaN,,,NaN,,,,,,
12608,100,NaN,NaN,NaN,122,13,NaN,79,73,80,37,12,50
12609,,NaN,NaN,NaN,,,NaN,,,,,,
12610,100,NaN,NaN,NaN,123,13,NaN,79,74,80,37,12,50
12611,,NaN,NaN,NaN,,,NaN,,,,,,
12612,100,NaN,NaN,NaN,122,13,NaN,79,73,80,36,12,50
12613,,NaN,NaN,NaN,,,NaN,,,,,,
12614,100,NaN,NaN,NaN,122,13,NaN,79,73,80,36,12,50
12615,,NaN,NaN,NaN,,,NaN,,,,,,
12616,100,NaN,NaN,NaN,122,13,NaN,79,73,80,36,12,50
12617,,NaN,NaN,NaN,,,NaN,,,,,,
12618,100,NaN,NaN,NaN,122,13,NaN,79,73,80,36,12,50
12619,,NaN,NaN,NaN,,,NaN,,,,,,
12620,100,NaN,NaN,NaN,123,13,NaN,79,73,80,36,12,50
12621,,NaN,NaN,NaN,,,NaN,,,,,,
12622,100,NaN,NaN,NaN,122,13,NaN,80,73,80,36,12,50
12623,,NaN,NaN,NaN,,,NaN,,,,,,
12624,100,NaN,NaN,NaN,123,13,NaN,80,73,80,36,12,50
12625,,NaN,NaN,NaN,,,NaN,,,,,,
12626,100,NaN,NaN,NaN,122,13,NaN,80,73,80,37,12,50
12627,,NaN,NaN,NaN,,,NaN,,,,,,
12628,100,NaN,NaN,NaN,123,13,NaN,80,73,80,37,12,50
12629,,NaN,NaN,NaN,,,NaN,,,,,,
12630,100,NaN,NaN,NaN,122,13,NaN,79,73,80,37,12,50
12631,,NaN,NaN,NaN,,,NaN,,,,,,
12632,100,NaN,NaN,NaN,121,13,NaN,79,73,80,36,12,50
12633,,NaN,NaN,NaN,,,NaN,,,,,,
12634,100,NaN,NaN,NaN,122,13,NaN,79,73,80,36,12,50
12635,,NaN,NaN,NaN,,,NaN,,,,,,
12636,100,NaN,NaN,NaN,121,13,NaN,79,73,80,36,12,50
12637,,NaN,NaN,NaN,,,NaN,,,,,,
12638,100,NaN,NaN,NaN,123,13,NaN,79,73,80,36,12,50
12639,,NaN,NaN,NaN,,,NaN,,,,,,
12640,100,NaN,NaN,NaN,122,13,NaN,79,73,80,37,12,50
12641,,NaN,NaN,NaN,,,NaN,,,,,,
12642,100,NaN,NaN,NaN,122,13,NaN,79,73,80,37,12,50
12643,,NaN,NaN,NaN,,,NaN,,,,,,
12644,100,NaN,NaN,NaN,122,13,NaN,79,73,80,37,12,50
12645,,NaN,NaN,NaN,,,NaN,,,,,,
12646,100,NaN,NaN,NaN,122,13,NaN,79,73,80,36,12,50
12647,,NaN,NaN,NaN,,,NaN,,,,,,
12648,100,NaN,NaN,NaN,122,13,NaN,79,73,80,36,12,50
12649,,NaN,NaN,NaN,,,NaN,,,,,,
12650,100,NaN,NaN,NaN,121,13,NaN,79,73,79,36,12,50
12651,,NaN,NaN,NaN,,,NaN,,,,,,
12652,100,NaN,NaN,NaN,121,13,NaN,79,73,79,36,12,50
12653,,NaN,NaN,NaN,,,NaN,,,,,,
12654,100,NaN,NaN,NaN,121,13,NaN,79,73,79,37,12,50
12655,,NaN,NaN,NaN,,,NaN,,,,,,
12656,100,NaN,NaN,NaN,122,13,NaN,79,73,79,37,12,50
12657,,NaN,NaN,NaN,,,NaN,,,,,,
12658,100,NaN,NaN,NaN,121,13,NaN,79,73,79,37,12,50
12659,,NaN,NaN,NaN,,,NaN,,,,,,
12660,100,NaN,NaN,NaN,121,13,NaN,79,73,79,37,12,50
12661,,NaN,NaN,NaN,,,NaN,,,,,,
12662,100,NaN,NaN,NaN,121,13,NaN,79,73,79,36,12,50
12663,,NaN,NaN,NaN,,,NaN,,,,,,
12664,100,NaN,NaN,NaN,121,13,NaN,79,73,79,36,12,51
12665,,NaN,NaN,NaN,,,NaN,,,,,,
12666,100,NaN,NaN,NaN,121,13,NaN,79,73,80,36,12,50
12667,,NaN,NaN,NaN,,,NaN,,,,,,
12668,100,NaN,NaN,NaN,120,13,NaN,79,73,80,36,12,50
12669,,NaN,NaN,NaN,,,NaN,,,,,,
12670,100,NaN,NaN,NaN,122,13,NaN,79,73,79,36,12,51
12671,,NaN,NaN,NaN,,,NaN,,,,,,
12672,100,NaN,NaN,NaN,120,13,NaN,79,73,79,36,12,50
12673,,NaN,NaN,NaN,,,NaN,,,,,,
12674,100,NaN,NaN,NaN,121,13,NaN,79,73,79,36,12,51
12675,,NaN,NaN,NaN,,,NaN,,,,,,
12676,100,NaN,NaN,NaN,121,13,NaN,79,73,79,36,12,50
12677,,NaN,NaN,NaN,,,NaN,,,,,,
12678,100,NaN,NaN,NaN,120,13,NaN,79,73,79,36,12,50
12679,,NaN,NaN,NaN,,,NaN,,,,,,
12680,100,NaN,NaN,NaN,120,13,NaN,79,73,79,36,12,50
12681,,NaN,NaN,NaN,,,NaN,,,,,,
12682,100,NaN,NaN,NaN,120,13,NaN,79,73,79,36,12,50
12683,,NaN,NaN,NaN,,,NaN,,,,,,
12684,100,NaN,NaN,NaN,121,13,NaN,79,73,79,36,12,50
12685,,NaN,NaN,NaN,,,NaN,,,,,,
12686,100,NaN,NaN,NaN,120,13,NaN,78,73,79,36,12,50
12687,,NaN,NaN,NaN,,,NaN,,,,,,
12688,100,NaN,NaN,NaN,120,13,NaN,79,73,79,36,12,50
12689,,NaN,NaN,NaN,,,NaN,,,,,,
12690,100,NaN,NaN,NaN,120,13,NaN,79,73,79,36,12,50
12691,,NaN,NaN,NaN,,,NaN,,,,,,
12692,100,NaN,NaN,NaN,119,13,NaN,79,72,79,36,12,50
12693,,NaN,NaN,NaN,,,NaN,,,,,,
12694,100,NaN,NaN,NaN,120,13,NaN,79,73,79,36,12,50
12695,,NaN,NaN,NaN,,,NaN,,,,,,
12696,100,NaN,NaN,NaN,119,13,NaN,79,72,79,36,12,50
12697,,NaN,NaN,NaN,,,NaN,,,,,,
12698,100,NaN,NaN,NaN,120,13,NaN,79,73,79,36,12,50
12699,,NaN,NaN,NaN,,,NaN,,,,,,
12700,100,NaN,NaN,NaN,119,13,NaN,79,72,79,36,11,49
12701,,NaN,NaN,NaN,,,NaN,,,,,,
12702,100,NaN,NaN,NaN,120,13,NaN,79,73,79,36,11,50
12703,,NaN,NaN,NaN,,,NaN,,,,,,
12704,100,NaN,NaN,NaN,120,13,NaN,79,72,79,36,11,50
12705,,NaN,NaN,NaN,,,NaN,,,,,,
12706,100,NaN,NaN,NaN,119,13,NaN,79,72,79,36,12,50
12707,,NaN,NaN,NaN,,,NaN,,,,,,
12708,100,NaN,NaN,NaN,119,13,NaN,79,72,79,36,12,49
12709,,NaN,NaN,NaN,,,NaN,,,,,,
12710,100,NaN,NaN,NaN,119,13,NaN,79,72,79,36,12,50
12711,,NaN,NaN,NaN,,,NaN,,,,,,
12712,100,NaN,NaN,NaN,119,13,NaN,79,72,79,36,12,49
12713,,NaN,NaN,NaN,,,NaN,,,,,,
12714,100,NaN,NaN,NaN,119,13,NaN,78,72,79,36,12,49
12715,,NaN,NaN,NaN,,,NaN,,,,,,
12716,100,NaN,NaN,NaN,119,13,NaN,78,72,79,36,12,50
12717,,NaN,NaN,NaN,,,NaN,,,,,,
