time,Solar8000/PLETH_SPO2,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/CVP
4634,,,NaN,,NaN,,,NaN,,,,NaN,
4635,100,36,NaN,65,NaN,179,84,NaN,18,65,121,NaN,14
4636,,,NaN,,NaN,,,NaN,,,,NaN,
4637,100,35,NaN,65,NaN,179,85,NaN,18,64,122,NaN,14
4638,,,NaN,,NaN,,,NaN,,,,NaN,
4639,100,35,NaN,64,NaN,177,84,NaN,18,64,121,NaN,14
4640,,,NaN,,NaN,,,NaN,,,,NaN,
4641,100,35,NaN,64,NaN,179,84,NaN,18,63,122,NaN,15
4642,,,NaN,,NaN,,,NaN,,,,NaN,
4643,100,35,NaN,64,NaN,176,84,NaN,18,63,121,NaN,15
4644,,,NaN,,NaN,,,NaN,,,,NaN,
4645,100,35,NaN,63,NaN,177,83,NaN,18,63,121,NaN,15
4646,,,NaN,,NaN,,,NaN,,,,NaN,
4647,100,35,NaN,63,NaN,176,82,NaN,18,63,120,NaN,15
4648,,,NaN,,NaN,,,NaN,,,,NaN,
4649,100,35,NaN,63,NaN,177,81,NaN,18,62,120,NaN,12
4650,,,NaN,,NaN,,,NaN,,,,NaN,
4651,100,35,NaN,63,NaN,179,83,NaN,18,62,121,NaN,12
4652,,,NaN,,NaN,,,NaN,,,,NaN,
4653,100,35,NaN,63,NaN,179,82,NaN,18,62,120,NaN,13
4654,,,NaN,,NaN,,,NaN,,,,NaN,
4655,100,35,NaN,63,NaN,179,81,NaN,18,62,120,NaN,13
4656,,,NaN,,NaN,,,NaN,,,,NaN,
4657,100,35,NaN,62,NaN,177,81,NaN,18,62,119,NaN,12
4658,,,NaN,,NaN,,,NaN,,,,NaN,
4659,100,35,NaN,62,NaN,177,81,NaN,18,62,119,NaN,12
4660,,,NaN,,NaN,,,NaN,,,,NaN,
4661,100,35,NaN,62,NaN,178,80,NaN,18,62,119,NaN,13
4662,,,NaN,,NaN,,,NaN,,,,NaN,
4663,100,35,NaN,62,NaN,176,80,NaN,18,61,118,NaN,13
4664,,,NaN,,NaN,,,NaN,,,,NaN,
4665,100,35,NaN,62,NaN,176,80,NaN,18,61,118,NaN,12
4666,,,NaN,,NaN,,,NaN,,,,NaN,
4667,100,35,NaN,62,NaN,178,82,NaN,18,61,120,NaN,12
4668,,,NaN,,NaN,,,NaN,,,,NaN,
4669,100,35,NaN,62,NaN,178,80,NaN,18,61,119,NaN,12
4670,,,NaN,,NaN,,,NaN,,,,NaN,
4671,100,35,NaN,62,NaN,178,79,NaN,18,61,119,NaN,12
4672,,,NaN,,NaN,,,NaN,,,,NaN,
4673,100,35,NaN,62,NaN,176,79,NaN,18,61,118,NaN,12
4674,,,NaN,,NaN,,,NaN,,,,NaN,
4675,100,35,NaN,62,NaN,178,79,NaN,18,61,119,NaN,11
4676,,,NaN,,NaN,,,NaN,,,,NaN,
4677,100,35,NaN,62,NaN,178,79,NaN,18,62,119,NaN,11
4678,,,NaN,,NaN,,,NaN,,,,NaN,
4679,100,35,NaN,62,NaN,177,77,NaN,18,62,118,NaN,11
4680,,,NaN,,NaN,,,NaN,,,,NaN,
4681,100,35,NaN,62,NaN,177,79,NaN,18,62,118,NaN,11
4682,,,NaN,,NaN,,,NaN,,,,NaN,
4683,100,36,NaN,62,NaN,176,77,NaN,18,62,117,NaN,10
4684,,,NaN,,NaN,,,NaN,,,,NaN,
4685,100,36,NaN,62,NaN,175,77,NaN,18,61,117,NaN,10
4686,,,NaN,,NaN,,,NaN,,,,NaN,
4687,100,36,NaN,61,NaN,175,78,NaN,18,61,117,NaN,11
4688,,,NaN,,NaN,,,NaN,,,,NaN,
4689,100,36,NaN,61,NaN,175,78,NaN,18,61,117,NaN,11
4690,,,NaN,,NaN,,,NaN,,,,NaN,
4691,100,35,NaN,62,NaN,176,79,NaN,18,61,118,NaN,11
4692,,,NaN,,NaN,,,NaN,,,,NaN,
4693,100,35,NaN,62,NaN,176,79,NaN,18,62,117,NaN,11
4694,,,NaN,,NaN,,,NaN,,,,NaN,
4695,100,35,NaN,62,NaN,176,79,NaN,18,61,117,NaN,13
4696,,,NaN,,NaN,,,NaN,,,,NaN,
4697,100,35,NaN,62,NaN,175,81,NaN,18,61,118,NaN,13
4698,,,NaN,,NaN,,,NaN,,,,NaN,
4699,100,35,NaN,61,NaN,173,79,NaN,18,61,117,NaN,14
4700,,,NaN,,NaN,,,NaN,,,,NaN,
4701,100,35,NaN,61,NaN,172,79,NaN,18,61,116,NaN,14
4702,,,NaN,,NaN,,,NaN,,,,NaN,
4703,100,35,NaN,61,NaN,170,80,NaN,18,60,116,NaN,14
4704,,,NaN,,NaN,,,NaN,,,,NaN,
4705,100,35,NaN,61,NaN,171,80,NaN,18,60,116,NaN,14
4706,,,NaN,,NaN,,,NaN,,,,NaN,
4707,100,35,NaN,62,NaN,173,81,NaN,18,61,117,NaN,14
4708,,,NaN,,NaN,,,NaN,,,,NaN,
4709,100,35,NaN,62,NaN,172,81,NaN,18,61,117,NaN,14
4710,,,NaN,,NaN,,,NaN,,,,NaN,
4711,100,35,NaN,62,NaN,173,81,NaN,18,62,117,NaN,14
4712,,,NaN,,NaN,,,NaN,,,,NaN,
4713,100,35,NaN,62,NaN,171,81,NaN,18,61,117,NaN,14
4714,,,NaN,,NaN,,,NaN,,,,NaN,
4715,100,35,NaN,62,NaN,174,81,NaN,18,61,117,NaN,14
4716,,,NaN,,NaN,,,NaN,,,,NaN,
4717,100,35,NaN,62,NaN,173,83,NaN,18,62,118,NaN,15
4718,,,NaN,,NaN,,,NaN,,,,NaN,
4719,100,35,NaN,62,NaN,173,82,NaN,18,61,118,NaN,15
4720,,,NaN,,NaN,,,NaN,,,,NaN,
4721,100,35,NaN,62,NaN,173,84,NaN,18,61,118,NaN,16
4722,,,NaN,,NaN,,,NaN,,,,NaN,
4723,100,35,NaN,62,NaN,171,81,NaN,18,62,117,NaN,16
4724,,,NaN,,NaN,,,NaN,,,,NaN,
4725,100,35,NaN,62,NaN,172,80,NaN,18,61,117,NaN,14
4726,,,NaN,,NaN,,,NaN,,,,NaN,
4727,100,35,NaN,62,NaN,171,82,NaN,18,62,117,NaN,14
4728,,,NaN,,NaN,,,NaN,,,,NaN,
4729,100,35,NaN,62,NaN,171,80,NaN,18,61,116,NaN,15
4730,,,NaN,,NaN,,,NaN,,,,NaN,
4731,100,35,NaN,62,NaN,171,82,NaN,18,61,117,NaN,15
4732,,,NaN,,NaN,,,NaN,,,,NaN,
4733,100,35,NaN,62,NaN,171,82,NaN,18,61,117,NaN,15
4734,,,NaN,,NaN,,,NaN,,,,NaN,
4735,100,35,NaN,62,NaN,172,81,NaN,18,61,117,NaN,15
4736,,,NaN,,NaN,,,NaN,,,,NaN,
4737,100,35,NaN,62,NaN,172,82,NaN,18,61,118,NaN,15
4738,,,NaN,,NaN,,,NaN,,,,NaN,
4739,100,35,NaN,62,NaN,172,81,NaN,18,61,117,NaN,14
4740,,,NaN,,NaN,,,NaN,,,,NaN,
4741,100,35,NaN,62,NaN,173,80,NaN,18,62,117,NaN,14
4742,,,NaN,,NaN,,,NaN,,,,NaN,
4743,100,35,NaN,62,NaN,171,81,NaN,18,62,117,NaN,14
4744,,,NaN,,NaN,,,NaN,,,,NaN,
4745,100,35,NaN,62,NaN,171,80,NaN,18,61,116,NaN,14
4746,,,NaN,,NaN,,,NaN,,,,NaN,
4747,100,35,NaN,61,NaN,170,81,NaN,18,61,117,NaN,14
4748,,,NaN,,NaN,,,NaN,,,,NaN,
4749,100,35,NaN,61,NaN,169,79,NaN,18,60,115,NaN,14
4750,,,NaN,,NaN,,,NaN,,,,NaN,
4751,100,35,NaN,61,NaN,168,79,NaN,18,60,115,NaN,14
4752,,,NaN,,NaN,,,NaN,,,,NaN,
4753,100,35,NaN,61,NaN,167,79,NaN,18,61,114,NaN,14
4754,,,NaN,,NaN,,,NaN,,,,NaN,
4755,100,35,NaN,62,NaN,168,78,NaN,18,61,114,NaN,14
4756,,,NaN,,NaN,,,NaN,,,,NaN,
4757,100,35,NaN,62,NaN,166,79,NaN,18,62,114,NaN,14
4758,,,NaN,,NaN,,,NaN,,,,NaN,
4759,100,35,NaN,61,NaN,165,78,NaN,18,61,113,NaN,14
4760,,,NaN,,NaN,,,NaN,,,,NaN,
4761,100,35,NaN,61,NaN,167,80,NaN,18,61,114,NaN,14
4762,,,NaN,,NaN,,,NaN,,,,NaN,
4763,100,35,NaN,61,NaN,166,79,NaN,18,60,113,NaN,15
4764,,,NaN,,NaN,,,NaN,,,,NaN,
4765,100,35,NaN,61,NaN,168,78,NaN,18,60,114,NaN,15
4766,,,NaN,,NaN,,,NaN,,,,NaN,
4767,100,34,NaN,61,NaN,167,81,NaN,18,60,115,NaN,15
4768,,,NaN,,NaN,,,NaN,,,,NaN,
4769,100,34,NaN,61,NaN,169,80,NaN,18,61,115,NaN,14
4770,,,NaN,,NaN,,,NaN,,,,NaN,
4771,100,34,NaN,62,NaN,169,81,NaN,18,61,116,NaN,14
4772,,,NaN,,NaN,,,NaN,,,,NaN,
4773,100,35,NaN,62,NaN,167,81,NaN,18,61,115,NaN,14
4774,,,NaN,,NaN,,,NaN,,,,NaN,
4775,100,35,NaN,62,NaN,167,79,NaN,18,61,115,NaN,14
4776,,,NaN,,NaN,,,NaN,,,,NaN,
4777,100,35,NaN,62,NaN,167,81,NaN,18,62,115,NaN,14
4778,,,NaN,,NaN,,,NaN,,,,NaN,
4779,100,35,NaN,63,NaN,166,79,NaN,18,62,114,NaN,14
4780,,,NaN,,NaN,,,NaN,,,,NaN,
4781,100,35,NaN,62,NaN,166,79,NaN,18,62,114,NaN,15
4782,,,NaN,,NaN,,,NaN,,,,NaN,
4783,100,35,NaN,62,NaN,165,80,NaN,18,62,114,NaN,15
4784,,,NaN,,NaN,,,NaN,,,,NaN,
4785,100,35,NaN,62,NaN,165,78,NaN,18,62,113,NaN,14
4786,,,NaN,,NaN,,,NaN,,,,NaN,
4787,100,35,NaN,62,NaN,164,80,NaN,18,62,113,NaN,14
4788,,,NaN,,NaN,,,NaN,,,,NaN,
4789,100,35,NaN,62,NaN,164,78,NaN,18,62,113,NaN,14
4790,,,NaN,,NaN,,,NaN,,,,NaN,
4791,100,35,NaN,62,NaN,165,80,NaN,18,62,113,NaN,14
4792,,,NaN,,NaN,,,NaN,,,,NaN,
4793,100,35,NaN,62,NaN,164,79,NaN,18,61,113,NaN,15
4794,,,NaN,,NaN,,,NaN,,,,NaN,
4795,100,35,NaN,62,NaN,164,77,NaN,18,61,112,NaN,15
4796,,,NaN,,NaN,,,NaN,,,,NaN,
4797,100,35,NaN,61,NaN,162,78,NaN,18,61,112,NaN,15
4798,,,NaN,,NaN,,,NaN,,,,NaN,
4799,100,35,NaN,61,NaN,162,77,NaN,18,60,111,NaN,14
4800,,,NaN,,NaN,,,NaN,,,,NaN,
4801,100,34,NaN,60,NaN,163,78,NaN,18,60,112,NaN,14
4802,,,NaN,,NaN,,,NaN,,,,NaN,
4803,100,34,NaN,60,NaN,162,77,NaN,18,60,111,NaN,13
4804,,,NaN,,NaN,,,NaN,,,,NaN,
4805,100,34,NaN,60,NaN,163,76,NaN,18,60,111,NaN,13
4806,,,NaN,,NaN,,,NaN,,,,NaN,
4807,100,34,NaN,60,NaN,161,78,NaN,18,60,111,NaN,13
4808,,,NaN,,NaN,,,NaN,,,,NaN,
4809,100,34,NaN,60,NaN,161,77,NaN,18,59,111,NaN,13
4810,,,NaN,,NaN,,,NaN,,,,NaN,
4811,100,34,NaN,60,NaN,162,78,NaN,18,59,111,NaN,14
4812,,,NaN,,NaN,,,NaN,,,,NaN,
4813,100,34,NaN,60,NaN,160,77,NaN,18,60,109,NaN,14
4814,,,NaN,,NaN,,,NaN,,,,NaN,
4815,100,34,NaN,60,NaN,160,76,NaN,18,60,109,NaN,14
4816,,,NaN,,NaN,,,NaN,,,,NaN,
4817,100,34,NaN,60,NaN,158,76,NaN,18,59,108,NaN,14
4818,,,NaN,,NaN,,,NaN,,,,NaN,
4819,100,34,NaN,59,NaN,158,76,NaN,18,59,108,NaN,14
4820,,,NaN,,NaN,,,NaN,,,,NaN,
4821,100,34,NaN,59,NaN,159,77,NaN,18,58,108,NaN,14
4822,,,NaN,,NaN,,,NaN,,,,NaN,
4823,100,34,NaN,59,NaN,159,77,NaN,18,58,108,NaN,14
4824,,,NaN,,NaN,,,NaN,,,,NaN,
4825,100,34,NaN,59,NaN,161,76,NaN,18,58,109,NaN,14
4826,,,NaN,,NaN,,,NaN,,,,NaN,
4827,100,34,NaN,59,NaN,160,77,NaN,18,59,109,NaN,14
4828,,,NaN,,NaN,,,NaN,,,,NaN,
4829,100,34,NaN,60,NaN,160,76,NaN,18,59,108,NaN,14
4830,,,NaN,,NaN,,,NaN,,,,NaN,
4831,100,34,NaN,60,NaN,161,77,NaN,18,59,109,NaN,14
4832,,,NaN,,NaN,,,NaN,,,,NaN,
4833,100,34,NaN,60,NaN,160,78,NaN,18,59,109,NaN,14
4834,,,NaN,,NaN,,,NaN,,,,NaN,
4835,100,34,NaN,60,NaN,160,77,NaN,18,59,108,NaN,14
4836,,,NaN,,NaN,,,NaN,,,,NaN,
4837,100,34,NaN,60,NaN,159,78,NaN,18,60,108,NaN,15
4838,,,NaN,,NaN,,,NaN,,,,NaN,
4839,100,34,NaN,60,NaN,159,77,NaN,18,60,108,NaN,15
4840,,,NaN,,NaN,,,NaN,,,,NaN,
4841,100,34,NaN,61,NaN,159,77,NaN,18,60,108,NaN,15
4842,,,NaN,,NaN,,,NaN,,,,NaN,
4843,100,34,NaN,61,NaN,158,77,NaN,18,61,107,NaN,15
4844,,,NaN,,NaN,,,NaN,,,,NaN,
4845,100,34,NaN,61,NaN,160,77,NaN,18,60,108,NaN,14
4846,,,NaN,,NaN,,,NaN,,,,NaN,
4847,100,34,NaN,61,NaN,159,78,NaN,18,61,109,NaN,14
4848,,,NaN,,NaN,,,NaN,,,,NaN,
4849,100,34,NaN,61,NaN,158,77,NaN,18,60,108,NaN,15
4850,,,NaN,,NaN,,,NaN,,,,NaN,
4851,100,34,NaN,61,NaN,160,78,NaN,18,60,109,NaN,15
4852,,,NaN,,NaN,,,NaN,,,,NaN,
4853,100,34,NaN,61,NaN,159,78,NaN,18,60,108,NaN,15
4854,,,NaN,,NaN,,,NaN,,,,NaN,
4855,100,34,NaN,61,NaN,159,77,NaN,18,60,108,NaN,15
4856,,,NaN,,NaN,,,NaN,,,,NaN,
4857,100,34,NaN,61,NaN,157,78,NaN,18,60,108,NaN,15
4858,,,NaN,,NaN,,,NaN,,,,NaN,
4859,100,34,NaN,61,NaN,158,77,NaN,18,60,108,NaN,15
4860,,,NaN,,NaN,,,NaN,,,,NaN,
4861,100,34,NaN,61,NaN,159,78,NaN,18,60,109,NaN,15
4862,,,NaN,,NaN,,,NaN,,,,NaN,
4863,100,34,NaN,61,NaN,158,77,NaN,18,60,108,NaN,14
4864,,,NaN,,NaN,,,NaN,,,,NaN,
4865,100,34,NaN,61,NaN,159,76,NaN,18,60,108,NaN,14
4866,,,NaN,,NaN,,,NaN,,,,NaN,
4867,100,34,NaN,61,NaN,156,77,NaN,18,61,108,NaN,14
4868,,,NaN,,NaN,,,NaN,,,,NaN,
4869,100,34,NaN,62,NaN,157,76,NaN,18,61,108,NaN,14
4870,,,NaN,,NaN,,,NaN,,,,NaN,
4871,100,34,NaN,62,NaN,159,76,NaN,18,61,108,NaN,14
4872,,,NaN,,NaN,,,NaN,,,,NaN,
4873,100,34,NaN,62,NaN,157,77,NaN,18,61,108,NaN,14
4874,,,NaN,,NaN,,,NaN,,,,NaN,
4875,100,34,NaN,62,NaN,158,76,NaN,18,61,108,NaN,14
4876,,,NaN,,NaN,,,NaN,,,,NaN,
4877,100,34,NaN,62,NaN,158,78,NaN,18,61,109,NaN,14
4878,,,NaN,,NaN,,,NaN,,,,NaN,
4879,100,34,NaN,61,NaN,158,76,NaN,18,60,108,NaN,13
4880,,,NaN,,NaN,,,NaN,,,,NaN,
4881,100,34,NaN,61,NaN,159,76,NaN,18,61,109,NaN,13
4882,,,NaN,,NaN,,,NaN,,,,NaN,
4883,100,34,NaN,61,NaN,158,77,NaN,18,60,108,NaN,13
4884,,,NaN,,NaN,,,NaN,,,,NaN,
4885,100,34,NaN,61,NaN,159,76,NaN,18,60,108,NaN,13
4886,,,NaN,,NaN,,,NaN,,,,NaN,
4887,100,34,NaN,61,NaN,158,76,NaN,18,61,108,NaN,15
4888,,,NaN,,NaN,,,NaN,,,,NaN,
4889,100,34,NaN,61,NaN,157,75,NaN,18,60,107,NaN,15
4890,,,NaN,,NaN,,,NaN,,,,NaN,
4891,100,34,NaN,61,NaN,158,77,NaN,18,61,108,NaN,13
4892,,,NaN,,NaN,,,NaN,,,,NaN,
4893,100,34,NaN,61,NaN,157,77,NaN,18,61,108,NaN,13
4894,,,NaN,,NaN,,,NaN,,,,NaN,
4895,100,34,NaN,61,NaN,159,76,NaN,18,60,108,NaN,13
4896,,,NaN,,NaN,,,NaN,,,,NaN,
4897,100,34,NaN,61,NaN,159,78,NaN,18,61,109,NaN,13
4898,,,NaN,,NaN,,,NaN,,,,NaN,
4899,100,34,NaN,61,NaN,159,77,NaN,18,61,109,NaN,13
4900,,,NaN,,NaN,,,NaN,,,,NaN,
4901,100,34,NaN,62,NaN,159,78,NaN,18,61,109,NaN,14
4902,,,NaN,,NaN,,,NaN,,,,NaN,
4903,100,34,NaN,62,NaN,158,76,NaN,18,62,108,NaN,14
4904,,,NaN,,NaN,,,NaN,,,,NaN,
4905,100,34,NaN,62,NaN,158,76,NaN,18,61,108,NaN,14
4906,,,NaN,,NaN,,,NaN,,,,NaN,
4907,100,34,NaN,62,NaN,157,77,NaN,18,61,108,NaN,14
4908,,,NaN,,NaN,,,NaN,,,,NaN,
4909,100,34,NaN,61,NaN,157,75,NaN,18,61,107,NaN,14
4910,,,NaN,,NaN,,,NaN,,,,NaN,
4911,100,34,NaN,61,NaN,156,76,NaN,18,61,107,NaN,14
4912,,,NaN,,NaN,,,NaN,,,,NaN,
4913,100,34,NaN,61,NaN,156,75,NaN,18,61,106,NaN,13
4914,,,NaN,,NaN,,,NaN,,,,NaN,
4915,100,34,NaN,61,NaN,156,75,NaN,18,60,106,NaN,13
4916,,,NaN,,NaN,,,NaN,,,,NaN,
4917,100,34,NaN,61,NaN,155,76,NaN,18,60,105,NaN,15
4918,,,NaN,,NaN,,,NaN,,,,NaN,
4919,100,34,NaN,61,NaN,155,75,NaN,18,60,105,NaN,15
4920,,,NaN,,NaN,,,NaN,,,,NaN,
4921,100,34,NaN,61,NaN,156,77,NaN,18,61,106,NaN,15
4922,,,NaN,,NaN,,,NaN,,,,NaN,
4923,100,34,NaN,61,NaN,154,75,NaN,18,61,104,NaN,15
4924,,,NaN,,NaN,,,NaN,,,,NaN,
4925,100,34,NaN,60,NaN,154,75,NaN,18,60,104,NaN,15
4926,,,NaN,,NaN,,,NaN,,,,NaN,
4927,100,34,NaN,61,NaN,154,76,NaN,18,60,104,NaN,15
4928,,,NaN,,NaN,,,NaN,,,,NaN,
4929,100,34,NaN,61,NaN,153,75,NaN,18,60,103,NaN,15
4930,,,NaN,,NaN,,,NaN,,,,NaN,
4931,100,34,NaN,61,NaN,154,74,NaN,18,61,103,NaN,14
4932,,,NaN,,NaN,,,NaN,,,,NaN,
4933,100,33,NaN,62,NaN,152,76,NaN,18,61,103,NaN,14
4934,,,NaN,,NaN,,,NaN,,,,NaN,
4935,100,33,NaN,62,NaN,153,74,NaN,18,61,103,NaN,15
4936,,,NaN,,NaN,,,NaN,,,,NaN,
4937,100,33,NaN,62,NaN,153,76,NaN,18,62,104,NaN,15
4938,,,NaN,,NaN,,,NaN,,,,NaN,
4939,100,33,NaN,62,NaN,153,74,NaN,18,61,103,NaN,15
4940,,,NaN,,NaN,,,NaN,,,,NaN,
4941,100,33,NaN,61,NaN,152,74,NaN,18,61,103,NaN,15
4942,,,NaN,,NaN,,,NaN,,,,NaN,
4943,100,33,NaN,61,NaN,152,75,NaN,18,61,103,NaN,14
4944,,,NaN,,NaN,,,NaN,,,,NaN,
4945,100,33,NaN,61,NaN,155,75,NaN,18,60,105,NaN,14
4946,,,NaN,,NaN,,,NaN,,,,NaN,
4947,100,33,NaN,61,NaN,154,76,NaN,18,61,106,NaN,14
4948,,,NaN,,NaN,,,NaN,,,,NaN,
4949,100,33,NaN,61,NaN,155,75,NaN,18,61,105,NaN,14
4950,,,NaN,,NaN,,,NaN,,,,NaN,
4951,100,33,NaN,62,NaN,155,75,NaN,18,61,106,NaN,13
4952,,,NaN,,NaN,,,NaN,,,,NaN,
4953,100,33,NaN,62,NaN,153,73,NaN,18,61,105,NaN,13
4954,,,NaN,,NaN,,,NaN,,,,NaN,
4955,100,34,NaN,61,NaN,152,71,NaN,18,60,103,NaN,11
4956,,,NaN,,NaN,,,NaN,,,,NaN,
4957,100,34,NaN,60,NaN,152,73,NaN,18,60,104,NaN,11
4958,,,NaN,,NaN,,,NaN,,,,NaN,
4959,100,34,NaN,60,NaN,153,73,NaN,18,59,104,NaN,11
4960,,,NaN,,NaN,,,NaN,,,,NaN,
4961,100,34,NaN,59,NaN,154,74,NaN,18,59,105,NaN,13
4962,,,NaN,,NaN,,,NaN,,,,NaN,
4963,100,34,NaN,60,NaN,153,74,NaN,18,58,105,NaN,13
4964,,,NaN,,NaN,,,NaN,,,,NaN,
4965,100,34,NaN,60,NaN,154,74,NaN,18,59,105,NaN,12
4966,,,NaN,,NaN,,,NaN,,,,NaN,
4967,100,34,NaN,61,NaN,155,75,NaN,18,61,106,NaN,12
4968,,,NaN,,NaN,,,NaN,,,,NaN,
4969,100,34,NaN,61,NaN,156,76,NaN,18,61,107,NaN,12
4970,,,NaN,,NaN,,,NaN,,,,NaN,
4971,100,34,NaN,62,NaN,157,76,NaN,18,61,108,NaN,12
4972,,,NaN,,NaN,,,NaN,,,,NaN,
4973,100,34,NaN,62,NaN,157,77,NaN,18,61,108,NaN,12
4974,,,NaN,,NaN,,,NaN,,,,NaN,
4975,100,34,NaN,62,NaN,159,77,NaN,18,61,108,NaN,12
4976,,,NaN,,NaN,,,NaN,,,,NaN,
4977,100,34,NaN,62,NaN,158,77,NaN,18,62,108,NaN,14
4978,,,NaN,,NaN,,,NaN,,,,NaN,
4979,100,34,NaN,62,NaN,158,76,NaN,18,62,108,NaN,14
4980,,,NaN,,NaN,,,NaN,,,,NaN,
4981,100,34,NaN,62,NaN,159,76,NaN,18,62,108,NaN,14
4982,,,NaN,,NaN,,,NaN,,,,NaN,
4983,100,34,NaN,62,NaN,157,77,NaN,18,61,107,NaN,14
4984,,,NaN,,NaN,,,NaN,,,,NaN,
4985,100,34,NaN,62,NaN,157,76,NaN,18,61,106,NaN,14
4986,,,NaN,,NaN,,,NaN,,,,NaN,
4987,100,34,NaN,62,NaN,155,76,NaN,18,61,106,NaN,14
4988,,,NaN,,NaN,,,NaN,,,,NaN,
4989,100,34,NaN,62,NaN,154,75,NaN,18,62,105,NaN,14
4990,,,NaN,,NaN,,,NaN,,,,NaN,
4991,100,34,NaN,62,NaN,155,76,NaN,18,62,105,NaN,14
4992,,,NaN,,NaN,,,NaN,,,,NaN,
4993,100,34,NaN,63,NaN,154,76,NaN,18,62,104,NaN,14
4994,,,NaN,,NaN,,,NaN,,,,NaN,
4995,100,34,NaN,63,NaN,155,75,NaN,18,62,104,NaN,15
4996,,,NaN,,NaN,,,NaN,,,,NaN,
4997,100,34,NaN,62,NaN,152,75,NaN,18,62,104,NaN,15
4998,,,NaN,,NaN,,,NaN,,,,NaN,
4999,100,34,NaN,62,NaN,154,74,NaN,18,62,104,NaN,14
5000,,,NaN,,NaN,,,NaN,,,,NaN,
5001,100,34,NaN,63,NaN,156,76,NaN,18,62,106,NaN,14
5002,,,NaN,,NaN,,,NaN,,,,NaN,
5003,100,34,NaN,63,NaN,155,76,NaN,18,62,106,NaN,15
5004,,,NaN,,NaN,,,NaN,,,,NaN,
5005,100,34,NaN,63,NaN,154,76,NaN,18,62,106,NaN,15
5006,,,NaN,,NaN,,,NaN,,,,NaN,
5007,100,34,NaN,63,NaN,154,77,NaN,18,62,106,NaN,15
5008,,,NaN,,NaN,,,NaN,,,,NaN,
5009,100,34,NaN,63,NaN,154,76,NaN,18,62,105,NaN,15
5010,,,NaN,,NaN,,,NaN,,,,NaN,
5011,100,34,NaN,62,NaN,154,76,NaN,18,62,105,NaN,15
5012,,,NaN,,NaN,,,NaN,,,,NaN,
5013,100,34,NaN,63,NaN,152,75,NaN,18,62,103,NaN,15
5014,,,NaN,,NaN,,,NaN,,,,NaN,
5015,100,34,NaN,62,NaN,152,74,NaN,18,62,103,NaN,15
5016,,,NaN,,NaN,,,NaN,,,,NaN,
5017,100,34,NaN,63,NaN,150,76,NaN,18,62,103,NaN,15
5018,,,NaN,,NaN,,,NaN,,,,NaN,
5019,100,34,NaN,62,NaN,149,73,NaN,18,62,101,NaN,15
5020,,,NaN,,NaN,,,NaN,,,,NaN,
5021,100,34,NaN,63,NaN,150,75,NaN,18,62,102,NaN,15
5022,,,NaN,,NaN,,,NaN,,,,NaN,
5023,100,34,NaN,63,NaN,149,73,NaN,18,62,101,NaN,15
5024,,,NaN,,NaN,,,NaN,,,,NaN,
5025,100,33,NaN,63,NaN,150,74,NaN,18,62,101,NaN,15
5026,,,NaN,,NaN,,,NaN,,,,NaN,
5027,100,33,NaN,63,NaN,151,76,NaN,18,63,102,NaN,15
5028,,,NaN,,NaN,,,NaN,,,,NaN,
5029,100,33,NaN,63,NaN,151,75,NaN,18,63,102,NaN,15
5030,,,NaN,,NaN,,,NaN,,,,NaN,
5031,100,33,NaN,63,NaN,152,75,NaN,18,63,103,NaN,15
5032,,,NaN,,NaN,,,NaN,,,,NaN,
5033,100,33,NaN,63,NaN,150,75,NaN,18,62,103,NaN,14
5034,,,NaN,,NaN,,,NaN,,,,NaN,
5035,100,33,NaN,63,NaN,152,75,NaN,18,62,103,NaN,14
5036,,,NaN,,NaN,,,NaN,,,,NaN,
5037,100,33,NaN,63,NaN,152,75,NaN,18,63,103,NaN,14
5038,,,NaN,,NaN,,,NaN,,,,NaN,
5039,100,33,NaN,63,NaN,152,75,NaN,18,63,104,NaN,14
5040,,,NaN,,NaN,,,NaN,,,,NaN,
5041,100,33,NaN,63,NaN,154,78,NaN,18,63,106,NaN,13
5042,,,NaN,,NaN,,,NaN,,,,NaN,
5043,100,33,NaN,64,NaN,155,78,NaN,18,63,107,NaN,13
5044,,,NaN,,NaN,,,NaN,,,,NaN,
5045,100,33,NaN,63,NaN,155,76,NaN,18,63,106,NaN,14
5046,,,NaN,,NaN,,,NaN,,,,NaN,
5047,100,33,NaN,64,NaN,156,78,NaN,18,63,107,NaN,14
5048,,,NaN,,NaN,,,NaN,,,,NaN,
5049,100,33,NaN,64,NaN,155,76,NaN,18,64,106,NaN,14
5050,,,NaN,,NaN,,,NaN,,,,NaN,
5051,100,33,NaN,64,NaN,155,76,NaN,18,63,106,NaN,14
5052,,,NaN,,NaN,,,NaN,,,,NaN,
5053,100,34,NaN,64,NaN,153,76,NaN,18,63,105,NaN,14
5054,,,NaN,,NaN,,,NaN,,,,NaN,
5055,100,34,NaN,63,NaN,153,74,NaN,18,62,104,NaN,15
5056,,,NaN,,NaN,,,NaN,,,,NaN,
5057,100,34,NaN,63,NaN,151,75,NaN,18,62,104,NaN,15
5058,,,NaN,,NaN,,,NaN,,,,NaN,
