time,Solar8000/PLETH_SPO2,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/CVP
10579,,,NaN,,NaN,,,NaN,,,,NaN,
10580,100,36,NaN,69,NaN,135,67,NaN,14,68,90,NaN,9
10581,,,NaN,,NaN,,,NaN,,,,NaN,
10582,99,36,NaN,68,NaN,133,67,NaN,14,68,90,NaN,9
10583,,,NaN,,NaN,,,NaN,,,,NaN,
10584,99,36,NaN,68,NaN,137,69,NaN,14,67,91,NaN,8
10585,,,NaN,,NaN,,,NaN,,,,NaN,
10586,99,36,NaN,68,NaN,137,69,NaN,14,67,91,NaN,8
10587,,,NaN,,NaN,,,NaN,,,,NaN,
10588,98,36,NaN,68,NaN,138,68,NaN,14,67,92,NaN,8
10589,,,NaN,,NaN,,,NaN,,,,NaN,
10590,97,36,NaN,68,NaN,139,68,NaN,14,67,93,NaN,8
10591,,,NaN,,NaN,,,NaN,,,,NaN,
10592,97,36,NaN,68,NaN,136,67,NaN,14,68,92,NaN,8
10593,,,NaN,,NaN,,,NaN,,,,NaN,
10594,98,36,NaN,68,NaN,137,66,NaN,14,68,92,NaN,8
10595,,,NaN,,NaN,,,NaN,,,,NaN,
10596,99,36,NaN,68,NaN,135,66,NaN,14,68,91,NaN,8
10597,,,NaN,,NaN,,,NaN,,,,NaN,
10598,99,36,NaN,68,NaN,137,67,NaN,14,67,91,NaN,8
10599,,,NaN,,NaN,,,NaN,,,,NaN,
10600,99,36,NaN,68,NaN,137,67,NaN,14,67,91,NaN,8
10601,,,NaN,,NaN,,,NaN,,,,NaN,
10602,97,36,NaN,67,NaN,137,68,NaN,14,67,92,NaN,8
10603,,,NaN,,NaN,,,NaN,,,,NaN,
10604,97,36,NaN,67,NaN,137,68,NaN,14,67,92,NaN,8
10605,,,NaN,,NaN,,,NaN,,,,NaN,
10606,97,36,NaN,67,NaN,139,69,NaN,14,67,93,NaN,9
10607,,,NaN,,NaN,,,NaN,,,,NaN,
10608,98,36,NaN,67,NaN,138,69,NaN,14,67,93,NaN,9
10609,,,NaN,,NaN,,,NaN,,,,NaN,
10610,99,35,NaN,67,NaN,139,69,NaN,14,67,94,NaN,9
10611,,,NaN,,NaN,,,NaN,,,,NaN,
10612,99,35,NaN,67,NaN,139,68,NaN,14,67,93,NaN,9
10613,,,NaN,,NaN,,,NaN,,,,NaN,
10614,99,35,NaN,67,NaN,139,68,NaN,14,67,93,NaN,9
10615,,,NaN,,NaN,,,NaN,,,,NaN,
10616,99,35,NaN,67,NaN,138,68,NaN,14,67,93,NaN,9
10617,,,NaN,,NaN,,,NaN,,,,NaN,
10618,99,36,NaN,67,NaN,138,68,NaN,14,67,93,NaN,9
10619,,,NaN,,NaN,,,NaN,,,,NaN,
10620,99,36,NaN,67,NaN,137,66,NaN,14,66,92,NaN,9
10621,,,NaN,,NaN,,,NaN,,,,NaN,
10622,99,36,NaN,66,NaN,134,66,NaN,14,66,91,NaN,9
10623,,,NaN,,NaN,,,NaN,,,,NaN,
10624,100,36,NaN,65,NaN,134,65,NaN,14,65,90,NaN,9
10625,,,NaN,,NaN,,,NaN,,,,NaN,
10626,100,36,NaN,65,NaN,131,65,NaN,14,64,89,NaN,9
10627,,,NaN,,NaN,,,NaN,,,,NaN,
10628,100,36,NaN,64,NaN,132,65,NaN,14,63,89,NaN,9
10629,,,NaN,,NaN,,,NaN,,,,NaN,
10630,100,36,NaN,63,NaN,130,64,NaN,14,63,88,NaN,9
10631,,,NaN,,NaN,,,NaN,,,,NaN,
10632,100,36,NaN,63,NaN,130,63,NaN,14,63,88,NaN,9
10633,,,NaN,,NaN,,,NaN,,,,NaN,
10634,100,36,NaN,63,NaN,128,62,NaN,14,63,86,NaN,9
10635,,,NaN,,NaN,,,NaN,,,,NaN,
10636,98,36,NaN,63,NaN,129,63,NaN,14,63,86,NaN,9
10637,,,NaN,,NaN,,,NaN,,,,NaN,
10638,100,35,NaN,63,NaN,127,62,NaN,14,63,85,NaN,9
10639,,,NaN,,NaN,,,NaN,,,,NaN,
10640,100,35,NaN,63,NaN,129,64,NaN,14,63,86,NaN,8
10641,,,NaN,,NaN,,,NaN,,,,NaN,
10642,100,35,NaN,64,NaN,130,65,NaN,14,63,87,NaN,8
10643,,,NaN,,NaN,,,NaN,,,,NaN,
10644,100,35,NaN,64,NaN,130,65,NaN,14,63,87,NaN,8
10645,,,NaN,,NaN,,,NaN,,,,NaN,
10646,98,35,NaN,65,NaN,134,69,NaN,14,64,91,NaN,9
10647,,,NaN,,NaN,,,NaN,,,,NaN,
10648,98,35,NaN,66,NaN,137,72,NaN,14,66,93,NaN,10
10649,,,NaN,,NaN,,,NaN,,,,NaN,
10650,98,35,NaN,68,NaN,139,69,NaN,14,67,93,NaN,10
10651,,,NaN,,NaN,,,NaN,,,,NaN,
10652,99,36,NaN,68,NaN,138,70,NaN,14,68,93,NaN,9
10653,,,NaN,,NaN,,,NaN,,,,NaN,
10654,99,36,NaN,70,NaN,139,69,NaN,14,69,93,NaN,9
10655,,,NaN,,NaN,,,NaN,,,,NaN,
10656,99,36,NaN,70,NaN,137,68,NaN,14,70,93,NaN,9
10657,,,NaN,,NaN,,,NaN,,,,NaN,
10658,99,36,NaN,70,NaN,137,68,NaN,14,70,93,NaN,9
10659,,,NaN,,NaN,,,NaN,,,,NaN,
10660,100,35,NaN,70,NaN,136,67,NaN,14,70,92,NaN,8
10661,,,NaN,,NaN,,,NaN,,,,NaN,
10662,99,35,NaN,70,NaN,137,69,NaN,14,69,92,NaN,8
10663,,,NaN,,NaN,,,NaN,,,,NaN,
10664,100,35,NaN,70,NaN,134,66,NaN,14,70,91,NaN,8
10665,,,NaN,,NaN,,,NaN,,,,NaN,
10666,100,36,NaN,70,NaN,135,67,NaN,14,69,91,NaN,8
10667,,,NaN,,NaN,,,NaN,,,,NaN,
10668,100,36,NaN,70,NaN,133,65,NaN,14,69,89,NaN,8
10669,,,NaN,,NaN,,,NaN,,,,NaN,
10670,100,36,NaN,69,NaN,132,65,NaN,14,69,89,NaN,8
10671,,,NaN,,NaN,,,NaN,,,,NaN,
10672,100,36,NaN,69,NaN,132,65,NaN,14,69,89,NaN,8
10673,,,NaN,,NaN,,,NaN,,,,NaN,
10674,100,36,NaN,67,NaN,130,66,NaN,14,67,88,NaN,8
10675,,,NaN,,NaN,,,NaN,,,,NaN,
10676,100,36,NaN,66,NaN,130,65,NaN,14,66,87,NaN,8
10677,,,NaN,,NaN,,,NaN,,,,NaN,
10678,100,36,NaN,66,NaN,130,65,NaN,14,65,87,NaN,8
10679,,,NaN,,NaN,,,NaN,,,,NaN,
10680,100,35,NaN,66,NaN,133,66,NaN,14,64,88,NaN,8
10681,,,NaN,,NaN,,,NaN,,,,NaN,
10682,100,35,NaN,65,NaN,132,68,NaN,14,65,89,NaN,9
10683,,,NaN,,NaN,,,NaN,,,,NaN,
10684,98,35,NaN,66,NaN,135,65,NaN,14,65,90,NaN,9
10685,,,NaN,,NaN,,,NaN,,,,NaN,
10686,98,35,NaN,66,NaN,133,68,NaN,14,65,90,NaN,10
10687,,,NaN,,NaN,,,NaN,,,,NaN,
10688,100,35,NaN,66,NaN,135,66,NaN,14,66,90,NaN,10
10689,,,NaN,,NaN,,,NaN,,,,NaN,
10690,100,35,NaN,66,NaN,132,65,NaN,14,66,89,NaN,10
10691,,,NaN,,NaN,,,NaN,,,,NaN,
10692,99,35,NaN,66,NaN,133,65,NaN,14,65,89,NaN,9
10693,,,NaN,,NaN,,,NaN,,,,NaN,
10694,99,35,NaN,66,NaN,131,65,NaN,14,65,89,NaN,9
10695,,,NaN,,NaN,,,NaN,,,,NaN,
10696,99,35,NaN,66,NaN,132,66,NaN,14,65,89,NaN,9
10697,,,NaN,,NaN,,,NaN,,,,NaN,
10698,99,35,NaN,66,NaN,131,64,NaN,14,65,88,NaN,9
10699,,,NaN,,NaN,,,NaN,,,,NaN,
10700,99,35,NaN,66,NaN,131,65,NaN,14,65,88,NaN,8
10701,,,NaN,,NaN,,,NaN,,,,NaN,
10702,98,35,NaN,66,NaN,131,64,NaN,14,65,87,NaN,8
10703,,,NaN,,NaN,,,NaN,,,,NaN,
10704,98,35,NaN,65,NaN,129,65,NaN,14,65,87,NaN,8
10705,,,NaN,,NaN,,,NaN,,,,NaN,
10706,99,35,NaN,65,NaN,129,64,NaN,14,64,87,NaN,8
10707,,,NaN,,NaN,,,NaN,,,,NaN,
10708,99,35,NaN,65,NaN,129,65,NaN,14,65,86,NaN,8
10709,,,NaN,,NaN,,,NaN,,,,NaN,
10710,100,34,NaN,66,NaN,130,64,NaN,14,65,87,NaN,8
10711,,,NaN,,NaN,,,NaN,,,,NaN,
10712,99,34,NaN,66,NaN,128,64,NaN,14,65,86,NaN,8
10713,,,NaN,,NaN,,,NaN,,,,NaN,
10714,99,34,NaN,66,NaN,128,63,NaN,14,65,86,NaN,8
10715,,,NaN,,NaN,,,NaN,,,,NaN,
10716,99,35,NaN,66,NaN,128,63,NaN,14,65,86,NaN,8
10717,,,NaN,,NaN,,,NaN,,,,NaN,
10718,99,35,NaN,65,NaN,127,62,NaN,14,65,85,NaN,8
10719,,,NaN,,NaN,,,NaN,,,,NaN,
10720,99,35,NaN,64,NaN,125,62,NaN,14,64,84,NaN,8
10721,,,NaN,,NaN,,,NaN,,,,NaN,
10722,100,35,NaN,65,NaN,127,63,NaN,14,64,85,NaN,8
10723,,,NaN,,NaN,,,NaN,,,,NaN,
10724,100,34,NaN,65,NaN,125,62,NaN,14,64,84,NaN,8
10725,,,NaN,,NaN,,,NaN,,,,NaN,
10726,99,34,NaN,65,NaN,126,64,NaN,14,64,85,NaN,8
10727,,,NaN,,NaN,,,NaN,,,,NaN,
10728,99,34,NaN,65,NaN,126,62,NaN,14,64,84,NaN,8
10729,,,NaN,,NaN,,,NaN,,,,NaN,
10730,100,34,NaN,65,NaN,125,63,NaN,14,64,84,NaN,7
10731,,,NaN,,NaN,,,NaN,,,,NaN,
10732,100,34,NaN,65,NaN,124,62,NaN,14,64,84,NaN,7
10733,,,NaN,,NaN,,,NaN,,,,NaN,
10734,100,34,NaN,65,NaN,124,62,NaN,14,64,84,NaN,7
10735,,,NaN,,NaN,,,NaN,,,,NaN,
10736,100,34,NaN,65,NaN,125,61,NaN,14,64,84,NaN,7
10737,,,NaN,,NaN,,,NaN,,,,NaN,
10738,100,34,NaN,65,NaN,125,62,NaN,14,64,84,NaN,7
10739,,,NaN,,NaN,,,NaN,,,,NaN,
10740,100,34,NaN,65,NaN,126,62,NaN,14,64,84,NaN,7
10741,,,NaN,,NaN,,,NaN,,,,NaN,
10742,99,34,NaN,64,NaN,123,62,NaN,14,65,83,NaN,7
10743,,,NaN,,NaN,,,NaN,,,,NaN,
10744,99,34,NaN,65,NaN,124,61,NaN,14,64,83,NaN,7
10745,,,NaN,,NaN,,,NaN,,,,NaN,
10746,100,34,NaN,64,NaN,122,61,NaN,14,64,83,NaN,8
10747,,,NaN,,NaN,,,NaN,,,,NaN,
10748,100,34,NaN,64,NaN,124,62,NaN,14,64,83,NaN,8
10749,,,NaN,,NaN,,,NaN,,,,NaN,
10750,100,34,NaN,64,NaN,122,61,NaN,14,64,82,NaN,8
10751,,,NaN,,NaN,,,NaN,,,,NaN,
10752,100,34,NaN,65,NaN,124,61,NaN,14,64,83,NaN,8
10753,,,NaN,,NaN,,,NaN,,,,NaN,
10754,100,34,NaN,66,NaN,121,61,NaN,14,65,82,NaN,8
10755,,,NaN,,NaN,,,NaN,,,,NaN,
10756,100,34,NaN,66,NaN,123,62,NaN,14,65,83,NaN,8
10757,,,NaN,,NaN,,,NaN,,,,NaN,
10758,100,33,NaN,66,NaN,121,60,NaN,14,65,81,NaN,8
10759,,,NaN,,NaN,,,NaN,,,,NaN,
10760,100,33,NaN,66,NaN,120,62,NaN,14,65,82,NaN,8
10761,,,NaN,,NaN,,,NaN,,,,NaN,
10762,100,33,NaN,66,NaN,120,60,NaN,14,65,81,NaN,8
10763,,,NaN,,NaN,,,NaN,,,,NaN,
10764,100,33,NaN,65,NaN,120,61,NaN,14,65,81,NaN,8
10765,,,NaN,,NaN,,,NaN,,,,NaN,
10766,100,34,NaN,65,NaN,120,59,NaN,14,64,80,NaN,8
10767,,,NaN,,NaN,,,NaN,,,,NaN,
10768,100,34,NaN,64,NaN,119,61,NaN,14,65,81,NaN,8
10769,,,NaN,,NaN,,,NaN,,,,NaN,
10770,100,34,NaN,64,NaN,120,59,NaN,14,64,80,NaN,8
10771,,,NaN,,NaN,,,NaN,,,,NaN,
10772,100,34,NaN,64,NaN,118,59,NaN,14,64,80,NaN,8
10773,,,NaN,,NaN,,,NaN,,,,NaN,
10774,100,33,NaN,64,NaN,120,58,NaN,14,63,80,NaN,8
10775,,,NaN,,NaN,,,NaN,,,,NaN,
10776,100,33,NaN,64,NaN,120,58,NaN,14,64,80,NaN,8
10777,,,NaN,,NaN,,,NaN,,,,NaN,
10778,100,33,NaN,63,NaN,119,59,NaN,14,63,79,NaN,8
10779,,,NaN,,NaN,,,NaN,,,,NaN,
10780,100,33,NaN,63,NaN,117,58,NaN,14,63,78,NaN,8
10781,,,NaN,,NaN,,,NaN,,,,NaN,
10782,100,33,NaN,63,NaN,118,58,NaN,14,63,78,NaN,8
10783,,,NaN,,NaN,,,NaN,,,,NaN,
10784,100,33,NaN,63,NaN,116,57,NaN,14,62,78,NaN,8
10785,,,NaN,,NaN,,,NaN,,,,NaN,
10786,99,33,NaN,64,NaN,118,59,NaN,14,63,79,NaN,8
10787,,,NaN,,NaN,,,NaN,,,,NaN,
10788,100,33,NaN,64,NaN,116,57,NaN,14,63,78,NaN,8
10789,,,NaN,,NaN,,,NaN,,,,NaN,
10790,99,33,NaN,64,NaN,115,59,NaN,14,64,78,NaN,8
10791,,,NaN,,NaN,,,NaN,,,,NaN,
10792,99,33,NaN,65,NaN,116,57,NaN,14,64,77,NaN,8
10793,,,NaN,,NaN,,,NaN,,,,NaN,
10794,99,33,NaN,64,NaN,115,57,NaN,14,64,77,NaN,8
10795,,,NaN,,NaN,,,NaN,,,,NaN,
10796,100,33,NaN,64,NaN,115,56,NaN,14,63,77,NaN,8
10797,,,NaN,,NaN,,,NaN,,,,NaN,
10798,100,33,NaN,63,NaN,114,58,NaN,14,64,77,NaN,9
10799,,,NaN,,NaN,,,NaN,,,,NaN,
10800,100,33,NaN,63,NaN,115,57,NaN,14,62,76,NaN,9
10801,,,NaN,,NaN,,,NaN,,,,NaN,
10802,100,33,NaN,63,NaN,113,57,NaN,14,62,76,NaN,9
10803,,,NaN,,NaN,,,NaN,,,,NaN,
10804,99,33,NaN,63,NaN,114,56,NaN,14,62,76,NaN,9
10805,,,NaN,,NaN,,,NaN,,,,NaN,
10806,99,33,NaN,63,NaN,112,56,NaN,14,62,75,NaN,9
10807,,,NaN,,NaN,,,NaN,,,,NaN,
10808,100,33,NaN,63,NaN,114,57,NaN,14,63,76,NaN,9
10809,,,NaN,,NaN,,,NaN,,,,NaN,
10810,99,33,NaN,64,NaN,113,56,NaN,14,64,76,NaN,9
10811,,,NaN,,NaN,,,NaN,,,,NaN,
10812,100,33,NaN,64,NaN,114,58,NaN,14,64,77,NaN,9
10813,,,NaN,,NaN,,,NaN,,,,NaN,
10814,100,33,NaN,65,NaN,113,56,NaN,14,64,76,NaN,9
10815,,,NaN,,NaN,,,NaN,,,,NaN,
10816,100,33,NaN,64,NaN,114,57,NaN,14,64,76,NaN,9
10817,,,NaN,,NaN,,,NaN,,,,NaN,
10818,100,33,NaN,64,NaN,112,56,NaN,14,63,75,NaN,9
10819,,,NaN,,NaN,,,NaN,,,,NaN,
10820,100,33,NaN,64,NaN,112,57,NaN,14,63,76,NaN,9
10821,,,NaN,,NaN,,,NaN,,,,NaN,
10822,100,33,NaN,64,NaN,112,57,NaN,14,63,76,NaN,9
10823,,,NaN,,NaN,,,NaN,,,,NaN,
10824,99,33,NaN,63,NaN,111,57,NaN,14,63,75,NaN,9
10825,,,NaN,,NaN,,,NaN,,,,NaN,
10826,99,33,NaN,64,NaN,112,55,NaN,14,63,74,NaN,9
10827,,,NaN,,NaN,,,NaN,,,,NaN,
10828,99,33,NaN,64,NaN,109,55,NaN,14,63,74,NaN,9
10829,,,NaN,,NaN,,,NaN,,,,NaN,
10830,99,33,NaN,64,NaN,111,55,NaN,14,63,74,NaN,9
10831,,,NaN,,NaN,,,NaN,,,,NaN,
10832,99,33,NaN,64,NaN,108,55,NaN,14,64,73,NaN,9
10833,,,NaN,,NaN,,,NaN,,,,NaN,
10834,99,33,NaN,64,NaN,109,54,NaN,14,63,73,NaN,9
10835,,,NaN,,NaN,,,NaN,,,,NaN,
10836,99,33,NaN,64,NaN,107,54,NaN,14,63,72,NaN,9
10837,,,NaN,,NaN,,,NaN,,,,NaN,
10838,99,32,NaN,64,NaN,110,55,NaN,14,64,73,NaN,9
10839,,,NaN,,NaN,,,NaN,,,,NaN,
10840,99,32,NaN,64,NaN,108,54,NaN,14,64,72,NaN,9
10841,,,NaN,,NaN,,,NaN,,,,NaN,
10842,99,32,NaN,64,NaN,109,56,NaN,14,63,73,NaN,9
10843,,,NaN,,NaN,,,NaN,,,,NaN,
10844,99,32,NaN,64,NaN,107,54,NaN,14,63,72,NaN,9
10845,,,NaN,,NaN,,,NaN,,,,NaN,
10846,99,32,NaN,64,NaN,109,55,NaN,14,64,73,NaN,9
10847,,,NaN,,NaN,,,NaN,,,,NaN,
10848,99,32,NaN,64,NaN,107,54,NaN,14,64,72,NaN,9
10849,,,NaN,,NaN,,,NaN,,,,NaN,
10850,99,32,NaN,65,NaN,108,55,NaN,14,64,73,NaN,9
10851,,,NaN,,NaN,,,NaN,,,,NaN,
10852,99,32,NaN,65,NaN,108,54,NaN,14,64,72,NaN,9
10853,,,NaN,,NaN,,,NaN,,,,NaN,
10854,99,32,NaN,65,NaN,107,55,NaN,14,64,72,NaN,9
10855,,,NaN,,NaN,,,NaN,,,,NaN,
10856,99,32,NaN,65,NaN,108,54,NaN,14,64,73,NaN,9
10857,,,NaN,,NaN,,,NaN,,,,NaN,
10858,99,32,NaN,64,NaN,107,56,NaN,14,64,73,NaN,9
10859,,,NaN,,NaN,,,NaN,,,,NaN,
10860,99,32,NaN,65,NaN,107,54,NaN,14,64,72,NaN,9
10861,,,NaN,,NaN,,,NaN,,,,NaN,
10862,99,32,NaN,65,NaN,106,54,NaN,14,64,72,NaN,10
10863,,,NaN,,NaN,,,NaN,,,,NaN,
10864,99,32,NaN,65,NaN,107,54,NaN,14,64,72,NaN,10
10865,,,NaN,,NaN,,,NaN,,,,NaN,
10866,99,32,NaN,65,NaN,104,53,NaN,14,65,71,NaN,10
10867,,,NaN,,NaN,,,NaN,,,,NaN,
10868,99,32,NaN,65,NaN,106,54,NaN,14,64,72,NaN,9
10869,,,NaN,,NaN,,,NaN,,,,NaN,
10870,99,32,NaN,65,NaN,104,53,NaN,14,64,71,NaN,9
10871,,,NaN,,NaN,,,NaN,,,,NaN,
10872,99,32,NaN,65,NaN,105,54,NaN,14,65,71,NaN,9
10873,,,NaN,,NaN,,,NaN,,,,NaN,
10874,100,32,NaN,65,NaN,104,53,NaN,14,64,71,NaN,9
10875,,,NaN,,NaN,,,NaN,,,,NaN,
10876,100,32,NaN,65,NaN,105,54,NaN,14,64,71,NaN,9
10877,,,NaN,,NaN,,,NaN,,,,NaN,
10878,100,32,NaN,65,NaN,104,53,NaN,14,64,70,NaN,9
10879,,,NaN,,NaN,,,NaN,,,,NaN,
10880,99,32,NaN,64,NaN,103,54,NaN,14,64,70,NaN,9
10881,,,NaN,,NaN,,,NaN,,,,NaN,
10882,100,32,NaN,64,NaN,104,53,NaN,14,63,70,NaN,9
10883,,,NaN,,NaN,,,NaN,,,,NaN,
10884,100,32,NaN,64,NaN,104,53,NaN,14,64,70,NaN,10
10885,,,NaN,,NaN,,,NaN,,,,NaN,
10886,99,32,NaN,64,NaN,103,52,NaN,14,63,69,NaN,10
10887,,,NaN,,NaN,,,NaN,,,,NaN,
10888,100,32,NaN,64,NaN,103,53,NaN,14,64,69,NaN,10
10889,,,NaN,,NaN,,,NaN,,,,NaN,
10890,100,32,NaN,64,NaN,103,52,NaN,14,63,69,NaN,10
10891,,,NaN,,NaN,,,NaN,,,,NaN,
10892,99,32,NaN,64,NaN,102,52,NaN,14,63,69,NaN,10
10893,,,NaN,,NaN,,,NaN,,,,NaN,
10894,99,32,NaN,64,NaN,103,53,NaN,14,63,69,NaN,10
10895,,,NaN,,NaN,,,NaN,,,,NaN,
10896,99,32,NaN,64,NaN,102,52,NaN,14,63,69,NaN,10
10897,,,NaN,,NaN,,,NaN,,,,NaN,
10898,99,32,NaN,64,NaN,104,53,NaN,14,64,70,NaN,10
10899,,,NaN,,NaN,,,NaN,,,,NaN,
10900,99,32,NaN,64,NaN,102,53,NaN,14,64,69,NaN,10
10901,,,NaN,,NaN,,,NaN,,,,NaN,
10902,99,32,NaN,64,NaN,104,53,NaN,14,64,70,NaN,10
10903,,,NaN,,NaN,,,NaN,,,,NaN,
10904,100,32,NaN,64,NaN,102,52,NaN,14,63,69,NaN,10
10905,,,NaN,,NaN,,,NaN,,,,NaN,
10906,100,32,NaN,64,NaN,103,53,NaN,14,64,70,NaN,10
10907,,,NaN,,NaN,,,NaN,,,,NaN,
10908,100,32,NaN,64,NaN,102,52,NaN,14,64,69,NaN,10
10909,,,NaN,,NaN,,,NaN,,,,NaN,
10910,100,32,NaN,64,NaN,102,53,NaN,14,64,69,NaN,10
10911,,,NaN,,NaN,,,NaN,,,,NaN,
10912,100,32,NaN,64,NaN,102,52,NaN,14,64,69,NaN,10
10913,,,NaN,,NaN,,,NaN,,,,NaN,
10914,100,32,NaN,64,NaN,102,53,NaN,14,64,69,NaN,10
10915,,,NaN,,NaN,,,NaN,,,,NaN,
10916,100,32,NaN,64,NaN,102,51,NaN,14,64,68,NaN,10
10917,,,NaN,,NaN,,,NaN,,,,NaN,
10918,100,32,NaN,64,NaN,101,52,NaN,14,64,68,NaN,9
10919,,,NaN,,NaN,,,NaN,,,,NaN,
10920,99,32,NaN,64,NaN,101,51,NaN,14,63,68,NaN,9
10921,,,NaN,,NaN,,,NaN,,,,NaN,
10922,99,31,NaN,63,NaN,100,51,NaN,14,63,68,NaN,10
10923,,,NaN,,NaN,,,NaN,,,,NaN,
10924,99,31,NaN,63,NaN,102,51,NaN,14,63,68,NaN,10
10925,,,NaN,,NaN,,,NaN,,,,NaN,
10926,99,31,NaN,63,NaN,99,51,NaN,14,63,67,NaN,10
10927,,,NaN,,NaN,,,NaN,,,,NaN,
10928,99,31,NaN,63,NaN,101,52,NaN,14,63,68,NaN,9
10929,,,NaN,,NaN,,,NaN,,,,NaN,
10930,100,31,NaN,64,NaN,100,51,NaN,14,63,68,NaN,10
10931,,,NaN,,NaN,,,NaN,,,,NaN,
10932,100,31,NaN,64,NaN,101,52,NaN,14,63,68,NaN,10
10933,,,NaN,,NaN,,,NaN,,,,NaN,
10934,99,31,NaN,64,NaN,100,51,NaN,14,63,68,NaN,10
10935,,,NaN,,NaN,,,NaN,,,,NaN,
10936,99,31,NaN,64,NaN,101,52,NaN,14,63,68,NaN,10
10937,,,NaN,,NaN,,,NaN,,,,NaN,
10938,99,32,NaN,64,NaN,100,51,NaN,14,63,68,NaN,10
10939,,,NaN,,NaN,,,NaN,,,,NaN,
10940,99,32,NaN,64,NaN,101,52,NaN,14,63,68,NaN,10
10941,,,NaN,,NaN,,,NaN,,,,NaN,
10942,100,32,NaN,64,NaN,101,52,NaN,14,63,68,NaN,10
10943,,,NaN,,NaN,,,NaN,,,,NaN,
10944,99,32,NaN,63,NaN,100,52,NaN,14,63,68,NaN,10
10945,,,NaN,,NaN,,,NaN,,,,NaN,
10946,99,32,NaN,63,NaN,102,52,NaN,14,63,69,NaN,10
10947,,,NaN,,NaN,,,NaN,,,,NaN,
10948,99,32,NaN,63,NaN,100,52,NaN,14,64,68,NaN,10
10949,,,NaN,,NaN,,,NaN,,,,NaN,
10950,99,32,NaN,64,NaN,101,52,NaN,14,64,68,NaN,10
10951,,,NaN,,NaN,,,NaN,,,,NaN,
10952,99,31,NaN,64,NaN,99,52,NaN,14,64,68,NaN,10
10953,,,NaN,,NaN,,,NaN,,,,NaN,
10954,99,31,NaN,64,NaN,101,52,NaN,14,64,68,NaN,10
10955,,,NaN,,NaN,,,NaN,,,,NaN,
10956,99,31,NaN,64,NaN,99,52,NaN,14,64,68,NaN,10
10957,,,NaN,,NaN,,,NaN,,,,NaN,
10958,99,31,NaN,64,NaN,101,53,NaN,14,64,69,NaN,10
10959,,,NaN,,NaN,,,NaN,,,,NaN,
10960,99,31,NaN,65,NaN,100,51,NaN,14,64,68,NaN,10
10961,,,NaN,,NaN,,,NaN,,,,NaN,
10962,99,31,NaN,65,NaN,100,52,NaN,14,64,68,NaN,10
10963,,,NaN,,NaN,,,NaN,,,,NaN,
10964,99,31,NaN,64,NaN,98,51,NaN,14,64,68,NaN,10
10965,,,NaN,,NaN,,,NaN,,,,NaN,
10966,99,31,NaN,64,NaN,100,52,NaN,14,64,68,NaN,10
10967,,,NaN,,NaN,,,NaN,,,,NaN,
10968,100,31,NaN,64,NaN,99,52,NaN,14,64,68,NaN,10
10969,,,NaN,,NaN,,,NaN,,,,NaN,
10970,100,31,NaN,64,NaN,99,53,NaN,14,64,68,NaN,10
10971,,,NaN,,NaN,,,NaN,,,,NaN,
10972,100,31,NaN,65,NaN,100,52,NaN,14,64,68,NaN,9
10973,,,NaN,,NaN,,,NaN,,,,NaN,
10974,100,31,NaN,65,NaN,100,52,NaN,14,64,68,NaN,9
10975,,,NaN,,NaN,,,NaN,,,,NaN,
10976,100,31,NaN,65,NaN,99,51,NaN,14,64,68,NaN,9
10977,,,NaN,,NaN,,,NaN,,,,NaN,
10978,100,31,NaN,64,NaN,99,52,NaN,14,64,68,NaN,9
10979,,,NaN,,NaN,,,NaN,,,,NaN,
10980,100,31,NaN,64,NaN,100,52,NaN,14,64,68,NaN,9
10981,,,NaN,,NaN,,,NaN,,,,NaN,
10982,100,31,NaN,64,NaN,99,52,NaN,14,64,68,NaN,9
10983,,,NaN,,NaN,,,NaN,,,,NaN,
10984,100,31,NaN,64,NaN,100,52,NaN,14,63,68,NaN,9
10985,,,NaN,,NaN,,,NaN,,,,NaN,
10986,100,31,NaN,64,NaN,99,52,NaN,14,63,68,NaN,9
10987,,,NaN,,NaN,,,NaN,,,,NaN,
10988,99,31,NaN,64,NaN,101,52,NaN,14,63,68,NaN,10
10989,,,NaN,,NaN,,,NaN,,,,NaN,
10990,99,31,NaN,64,NaN,100,51,NaN,14,63,68,NaN,10
10991,,,NaN,,NaN,,,NaN,,,,NaN,
10992,99,31,NaN,63,NaN,101,52,NaN,14,63,68,NaN,10
10993,,,NaN,,NaN,,,NaN,,,,NaN,
10994,99,31,NaN,63,NaN,100,52,NaN,14,62,68,NaN,10
10995,,,NaN,,NaN,,,NaN,,,,NaN,
10996,99,31,NaN,63,NaN,101,53,NaN,14,63,69,NaN,10
10997,,,NaN,,NaN,,,NaN,,,,NaN,
10998,99,31,NaN,64,NaN,100,52,NaN,14,63,68,NaN,9
10999,,,NaN,,NaN,,,NaN,,,,NaN,
11000,99,31,NaN,64,NaN,100,53,NaN,14,63,68,NaN,9
11001,,,NaN,,NaN,,,NaN,,,,NaN,
11002,99,31,NaN,64,NaN,100,51,NaN,14,63,68,NaN,9
11003,,,NaN,,NaN,,,NaN,,,,NaN,
