time,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ART_DBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP
12136,,,,,NaN,,,NaN,NaN,,,NaN,
12137,122,88,62,90,NaN,12,87,NaN,NaN,100,38,NaN,6
12138,,,,,NaN,,,NaN,NaN,,,NaN,
12139,121,88,63,90,NaN,12,86,NaN,NaN,100,38,NaN,6
12140,,,,,NaN,,,NaN,NaN,,,NaN,
12141,124,88,64,90,NaN,12,87,NaN,NaN,100,37,NaN,6
12142,,,,,NaN,,,NaN,NaN,,,NaN,
12143,120,88,62,90,NaN,12,86,NaN,NaN,100,37,NaN,6
12144,,,,,NaN,,,NaN,NaN,,,NaN,
12145,122,89,64,91,NaN,12,87,NaN,NaN,100,37,NaN,6
12146,,,,,NaN,,,NaN,NaN,,,NaN,
12147,121,89,62,91,NaN,12,86,NaN,NaN,100,37,NaN,5
12148,,,,,NaN,,,NaN,NaN,,,NaN,
12149,121,89,63,92,NaN,12,86,NaN,NaN,100,37,NaN,5
12150,,,,,NaN,,,NaN,NaN,,,NaN,
12151,124,89,64,91,NaN,12,87,NaN,NaN,100,37,NaN,6
12152,,,,,NaN,,,NaN,NaN,,,NaN,
12153,120,89,62,91,NaN,12,86,NaN,NaN,99,37,NaN,6
12154,,,,,NaN,,,NaN,NaN,,,NaN,
12155,123,88,64,91,NaN,12,87,NaN,NaN,99,37,NaN,6
12156,,,,,NaN,,,NaN,NaN,,,NaN,
12157,122,88,63,91,NaN,12,86,NaN,NaN,99,37,NaN,6
12158,,,,,NaN,,,NaN,NaN,,,NaN,
12159,122,89,63,91,NaN,12,86,NaN,NaN,99,37,NaN,6
12160,,,,,NaN,,,NaN,NaN,,,NaN,
12161,124,89,64,91,NaN,12,88,NaN,NaN,100,37,NaN,6
12162,,,,,NaN,,,NaN,NaN,,,NaN,
12163,121,89,63,91,NaN,12,86,NaN,NaN,100,37,NaN,6
12164,,,,,NaN,,,NaN,NaN,,,NaN,
12165,123,90,64,92,NaN,12,87,NaN,NaN,100,37,NaN,6
12166,,,,,NaN,,,NaN,NaN,,,NaN,
12167,121,90,63,92,NaN,12,86,NaN,NaN,99,38,NaN,6
12168,,,,,NaN,,,NaN,NaN,,,NaN,
12169,122,89,64,92,NaN,12,86,NaN,NaN,100,38,NaN,6
12170,,,,,NaN,,,NaN,NaN,,,NaN,
12171,124,89,64,91,NaN,12,88,NaN,NaN,100,38,NaN,6
12172,,,,,NaN,,,NaN,NaN,,,NaN,
12173,121,89,62,91,NaN,12,86,NaN,NaN,100,38,NaN,6
12174,,,,,NaN,,,NaN,NaN,,,NaN,
12175,123,89,65,91,NaN,12,87,NaN,NaN,100,37,NaN,6
12176,,,,,NaN,,,NaN,NaN,,,NaN,
12177,120,89,63,91,NaN,12,86,NaN,NaN,99,37,NaN,6
12178,,,,,NaN,,,NaN,NaN,,,NaN,
12179,120,89,63,91,NaN,12,86,NaN,NaN,100,37,NaN,6
12180,,,,,NaN,,,NaN,NaN,,,NaN,
12181,123,90,64,92,NaN,12,87,NaN,NaN,100,37,NaN,6
12182,,,,,NaN,,,NaN,NaN,,,NaN,
12183,120,90,63,92,NaN,12,85,NaN,NaN,99,37,NaN,6
12184,,,,,NaN,,,NaN,NaN,,,NaN,
12185,123,90,64,92,NaN,12,87,NaN,NaN,99,37,NaN,6
12186,,,,,NaN,,,NaN,NaN,,,NaN,
12187,121,90,62,92,NaN,12,86,NaN,NaN,99,37,NaN,6
12188,,,,,NaN,,,NaN,NaN,,,NaN,
12189,121,89,63,91,NaN,12,86,NaN,NaN,99,37,NaN,6
12190,,,,,NaN,,,NaN,NaN,,,NaN,
12191,124,88,63,91,NaN,12,87,NaN,NaN,99,37,NaN,6
12192,,,,,NaN,,,NaN,NaN,,,NaN,
12193,120,88,62,90,NaN,12,85,NaN,NaN,99,37,NaN,6
12194,,,,,NaN,,,NaN,NaN,,,NaN,
12195,123,88,64,90,NaN,12,87,NaN,NaN,99,37,NaN,6
12196,,,,,NaN,,,NaN,NaN,,,NaN,
12197,120,87,62,90,NaN,12,85,NaN,NaN,99,37,NaN,6
12198,,,,,NaN,,,NaN,NaN,,,NaN,
12199,122,88,63,90,NaN,12,86,NaN,NaN,100,37,NaN,6
12200,,,,,NaN,,,NaN,NaN,,,NaN,
12201,124,88,64,90,NaN,12,87,NaN,NaN,99,37,NaN,6
12202,,,,,NaN,,,NaN,NaN,,,NaN,
12203,121,89,63,91,NaN,12,86,NaN,NaN,99,37,NaN,6
12204,,,,,NaN,,,NaN,NaN,,,NaN,
12205,123,88,64,91,NaN,12,87,NaN,NaN,100,37,NaN,6
12206,,,,,NaN,,,NaN,NaN,,,NaN,
12207,122,88,63,90,NaN,12,86,NaN,NaN,99,37,NaN,6
12208,,,,,NaN,,,NaN,NaN,,,NaN,
12209,121,88,63,90,NaN,12,86,NaN,NaN,100,37,NaN,6
12210,,,,,NaN,,,NaN,NaN,,,NaN,
12211,123,88,63,90,NaN,12,87,NaN,NaN,100,37,NaN,5
12212,,,,,NaN,,,NaN,NaN,,,NaN,
12213,119,88,62,90,NaN,12,85,NaN,NaN,100,38,NaN,5
12214,,,,,NaN,,,NaN,NaN,,,NaN,
12215,121,88,63,90,NaN,12,86,NaN,NaN,100,38,NaN,6
12216,,,,,NaN,,,NaN,NaN,,,NaN,
12217,121,88,62,91,NaN,12,85,NaN,NaN,100,38,NaN,6
12218,,,,,NaN,,,NaN,NaN,,,NaN,
12219,121,89,63,91,NaN,12,85,NaN,NaN,100,38,NaN,6
12220,,,,,NaN,,,NaN,NaN,,,NaN,
12221,124,89,64,91,NaN,12,87,NaN,NaN,100,37,NaN,6
12222,,,,,NaN,,,NaN,NaN,,,NaN,
12223,120,88,61,91,NaN,12,85,NaN,NaN,100,37,NaN,6
12224,,,,,NaN,,,NaN,NaN,,,NaN,
12225,122,88,63,90,NaN,12,86,NaN,NaN,100,37,NaN,6
12226,,,,,NaN,,,NaN,NaN,,,NaN,
12227,120,88,61,90,NaN,12,85,NaN,NaN,100,38,NaN,6
12228,,,,,NaN,,,NaN,NaN,,,NaN,
12229,120,88,62,90,NaN,12,85,NaN,NaN,100,38,NaN,6
12230,,,,,NaN,,,NaN,NaN,,,NaN,
12231,122,88,62,90,NaN,12,86,NaN,NaN,99,38,NaN,5
12232,,,,,NaN,,,NaN,NaN,,,NaN,
12233,118,88,61,90,NaN,12,84,NaN,NaN,99,38,NaN,5
12234,,,,,NaN,,,NaN,NaN,,,NaN,
12235,120,88,63,90,NaN,12,85,NaN,NaN,99,37,NaN,5
12236,,,,,NaN,,,NaN,NaN,,,NaN,
12237,119,88,61,90,NaN,12,84,NaN,NaN,99,37,NaN,5
12238,,,,,NaN,,,NaN,NaN,,,NaN,
12239,121,88,62,90,NaN,12,85,NaN,NaN,99,37,NaN,5
12240,,,,,NaN,,,NaN,NaN,,,NaN,
12241,123,88,63,90,NaN,12,86,NaN,NaN,99,37,NaN,5
12242,,,,,NaN,,,NaN,NaN,,,NaN,
12243,119,87,61,89,NaN,12,84,NaN,NaN,99,37,NaN,5
12244,,,,,NaN,,,NaN,NaN,,,NaN,
12245,121,87,63,89,NaN,12,85,NaN,NaN,99,37,NaN,5
12246,,,,,NaN,,,NaN,NaN,,,NaN,
12247,120,87,61,89,NaN,12,85,NaN,NaN,99,38,NaN,5
12248,,,,,NaN,,,NaN,NaN,,,NaN,
12249,122,87,62,89,NaN,12,85,NaN,NaN,99,38,NaN,5
12250,,,,,NaN,,,NaN,NaN,,,NaN,
12251,127,87,63,89,NaN,12,87,NaN,NaN,99,38,NaN,5
12252,,,,,NaN,,,NaN,NaN,,,NaN,
12253,125,87,62,89,NaN,12,86,NaN,NaN,99,38,NaN,5
12254,,,,,NaN,,,NaN,NaN,,,NaN,
12255,127,88,63,90,NaN,12,87,NaN,NaN,99,37,NaN,5
12256,,,,,NaN,,,NaN,NaN,,,NaN,
12257,124,88,62,90,NaN,12,86,NaN,NaN,99,37,NaN,5
12258,,,,,NaN,,,NaN,NaN,,,NaN,
12259,124,88,62,90,NaN,12,85,NaN,NaN,100,37,NaN,5
12260,,,,,NaN,,,NaN,NaN,,,NaN,
12261,126,87,63,90,NaN,12,87,NaN,NaN,100,37,NaN,5
12262,,,,,NaN,,,NaN,NaN,,,NaN,
12263,123,87,62,89,NaN,12,85,NaN,NaN,100,37,NaN,5
12264,,,,,NaN,,,NaN,NaN,,,NaN,
12265,124,87,63,89,NaN,12,86,NaN,NaN,100,37,NaN,5
12266,,,,,NaN,,,NaN,NaN,,,NaN,
12267,124,87,62,89,NaN,12,86,NaN,NaN,100,37,NaN,5
12268,,,,,NaN,,,NaN,NaN,,,NaN,
12269,122,87,62,89,NaN,12,85,NaN,NaN,100,37,NaN,5
12270,,,,,NaN,,,NaN,NaN,,,NaN,
12271,123,87,63,89,NaN,12,86,NaN,NaN,100,37,NaN,5
12272,,,,,NaN,,,NaN,NaN,,,NaN,
12273,119,88,61,90,NaN,12,84,NaN,NaN,100,37,NaN,5
12274,,,,,NaN,,,NaN,NaN,,,NaN,
12275,120,88,61,90,NaN,12,84,NaN,NaN,100,38,NaN,5
12276,,,,,NaN,,,NaN,NaN,,,NaN,
12277,118,88,60,90,NaN,12,84,NaN,NaN,100,38,NaN,5
12278,,,,,NaN,,,NaN,NaN,,,NaN,
12279,118,87,60,90,NaN,12,83,NaN,NaN,100,38,NaN,5
12280,,,,,NaN,,,NaN,NaN,,,NaN,
12281,120,87,62,89,NaN,12,84,NaN,NaN,100,38,NaN,5
12282,,,,,NaN,,,NaN,NaN,,,NaN,
12283,117,87,60,89,NaN,12,83,NaN,NaN,100,37,NaN,5
12284,,,,,NaN,,,NaN,NaN,,,NaN,
12285,120,87,62,89,NaN,12,84,NaN,NaN,100,37,NaN,5
12286,,,,,NaN,,,NaN,NaN,,,NaN,
12287,118,87,60,90,NaN,12,83,NaN,NaN,100,37,NaN,5
12288,,,,,NaN,,,NaN,NaN,,,NaN,
12289,118,88,61,90,NaN,12,83,NaN,NaN,100,37,NaN,5
12290,,,,,NaN,,,NaN,NaN,,,NaN,
12291,119,88,62,91,NaN,12,84,NaN,NaN,100,37,NaN,5
12292,,,,,NaN,,,NaN,NaN,,,NaN,
12293,117,89,60,91,NaN,12,83,NaN,NaN,100,37,NaN,5
12294,,,,,NaN,,,NaN,NaN,,,NaN,
12295,119,89,62,91,NaN,12,84,NaN,NaN,100,37,NaN,5
12296,,,,,NaN,,,NaN,NaN,,,NaN,
12297,116,89,60,92,NaN,12,83,NaN,NaN,100,37,NaN,5
12298,,,,,NaN,,,NaN,NaN,,,NaN,
12299,117,89,61,91,NaN,12,83,NaN,NaN,100,37,NaN,5
12300,,,,,NaN,,,NaN,NaN,,,NaN,
12301,118,89,61,91,NaN,12,83,NaN,NaN,100,37,NaN,5
12302,,,,,NaN,,,NaN,NaN,,,NaN,
12303,115,88,59,91,NaN,12,82,NaN,NaN,100,37,NaN,5
12304,,,,,NaN,,,NaN,NaN,,,NaN,
12305,116,88,61,90,NaN,12,82,NaN,NaN,100,37,NaN,5
12306,,,,,NaN,,,NaN,NaN,,,NaN,
12307,116,88,60,90,NaN,12,82,NaN,NaN,100,37,NaN,5
12308,,,,,NaN,,,NaN,NaN,,,NaN,
12309,115,88,61,91,NaN,12,82,NaN,NaN,100,37,NaN,5
12310,,,,,NaN,,,NaN,NaN,,,NaN,
12311,119,89,62,91,NaN,12,83,NaN,NaN,100,37,NaN,5
12312,,,,,NaN,,,NaN,NaN,,,NaN,
12313,116,89,60,91,NaN,12,82,NaN,NaN,100,37,NaN,5
12314,,,,,NaN,,,NaN,NaN,,,NaN,
12315,118,90,62,92,NaN,12,83,NaN,NaN,100,38,NaN,5
12316,,,,,NaN,,,NaN,NaN,,,NaN,
12317,119,90,61,92,NaN,12,83,NaN,NaN,100,38,NaN,5
12318,,,,,NaN,,,NaN,NaN,,,NaN,
12319,117,90,61,92,NaN,12,83,NaN,NaN,100,38,NaN,5
12320,,,,,NaN,,,NaN,NaN,,,NaN,
12321,120,89,62,92,NaN,12,84,NaN,NaN,100,38,NaN,5
12322,,,,,NaN,,,NaN,NaN,,,NaN,
12323,116,89,60,91,NaN,12,82,NaN,NaN,100,37,NaN,5
12324,,,,,NaN,,,NaN,NaN,,,NaN,
12325,118,89,61,91,NaN,12,83,NaN,NaN,100,37,NaN,5
12326,,,,,NaN,,,NaN,NaN,,,NaN,
12327,117,89,61,91,NaN,12,83,NaN,NaN,100,37,NaN,5
12328,,,,,NaN,,,NaN,NaN,,,NaN,
12329,116,89,61,91,NaN,12,83,NaN,NaN,100,37,NaN,5
12330,,,,,NaN,,,NaN,NaN,,,NaN,
12331,120,90,62,92,NaN,12,84,NaN,NaN,100,37,NaN,5
12332,,,,,NaN,,,NaN,NaN,,,NaN,
12333,116,90,61,92,NaN,12,83,NaN,NaN,100,37,NaN,5
12334,,,,,NaN,,,NaN,NaN,,,NaN,
12335,118,90,61,92,NaN,12,83,NaN,NaN,100,37,NaN,5
12336,,,,,NaN,,,NaN,NaN,,,NaN,
12337,117,89,61,92,NaN,11,83,NaN,NaN,100,37,NaN,5
12338,,,,,NaN,,,NaN,NaN,,,NaN,
12339,116,89,61,91,NaN,11,82,NaN,NaN,100,37,NaN,5
12340,,,,,NaN,,,NaN,NaN,,,NaN,
12341,118,88,61,91,NaN,11,84,NaN,NaN,100,37,NaN,5
12342,,,,,NaN,,,NaN,NaN,,,NaN,
12343,115,88,60,90,NaN,11,82,NaN,NaN,100,38,NaN,5
12344,,,,,NaN,,,NaN,NaN,,,NaN,
12345,117,88,61,90,NaN,11,83,NaN,NaN,100,38,NaN,5
12346,,,,,NaN,,,NaN,NaN,,,NaN,
12347,115,88,60,90,NaN,11,82,NaN,NaN,100,38,NaN,5
12348,,,,,NaN,,,NaN,NaN,,,NaN,
12349,115,88,60,90,NaN,11,82,NaN,NaN,100,38,NaN,5
12350,,,,,NaN,,,NaN,NaN,,,NaN,
12351,118,89,61,91,NaN,12,83,NaN,NaN,100,38,NaN,5
12352,,,,,NaN,,,NaN,NaN,,,NaN,
12353,114,90,60,91,NaN,12,81,NaN,NaN,100,38,NaN,5
12354,,,,,NaN,,,NaN,NaN,,,NaN,
12355,116,90,61,92,NaN,12,82,NaN,NaN,100,38,NaN,5
12356,,,,,NaN,,,NaN,NaN,,,NaN,
12357,115,89,59,91,NaN,12,82,NaN,NaN,100,38,NaN,5
12358,,,,,NaN,,,NaN,NaN,,,NaN,
12359,115,89,60,91,NaN,12,81,NaN,NaN,100,38,NaN,5
12360,,,,,NaN,,,NaN,NaN,,,NaN,
12361,117,88,61,91,NaN,12,83,NaN,NaN,100,38,NaN,5
12362,,,,,NaN,,,NaN,NaN,,,NaN,
12363,114,88,59,90,NaN,12,81,NaN,NaN,100,38,NaN,5
12364,,,,,NaN,,,NaN,NaN,,,NaN,
12365,116,88,61,91,NaN,12,82,NaN,NaN,100,38,NaN,5
12366,,,,,NaN,,,NaN,NaN,,,NaN,
12367,114,88,60,91,NaN,12,82,NaN,NaN,100,38,NaN,5
12368,,,,,NaN,,,NaN,NaN,,,NaN,
12369,115,89,60,91,NaN,12,81,NaN,NaN,100,38,NaN,5
12370,,,,,NaN,,,NaN,NaN,,,NaN,
12371,117,89,61,91,NaN,12,83,NaN,NaN,100,38,NaN,5
12372,,,,,NaN,,,NaN,NaN,,,NaN,
12373,114,90,60,92,NaN,12,81,NaN,NaN,100,37,NaN,5
12374,,,,,NaN,,,NaN,NaN,,,NaN,
12375,116,89,61,92,NaN,12,82,NaN,NaN,100,37,NaN,5
12376,,,,,NaN,,,NaN,NaN,,,NaN,
12377,114,89,59,91,NaN,12,81,NaN,NaN,100,37,NaN,5
12378,,,,,NaN,,,NaN,NaN,,,NaN,
12379,114,88,60,91,NaN,12,81,NaN,NaN,100,38,NaN,5
12380,,,,,NaN,,,NaN,NaN,,,NaN,
12381,116,88,60,91,NaN,12,82,NaN,NaN,100,38,NaN,5
12382,,,,,NaN,,,NaN,NaN,,,NaN,
12383,113,88,59,90,NaN,12,81,NaN,NaN,100,38,NaN,5
12384,,,,,NaN,,,NaN,NaN,,,NaN,
12385,115,88,61,90,NaN,12,82,NaN,NaN,100,38,NaN,5
12386,,,,,NaN,,,NaN,NaN,,,NaN,
12387,114,88,59,91,NaN,12,81,NaN,NaN,100,38,NaN,5
12388,,,,,NaN,,,NaN,NaN,,,NaN,
12389,116,89,61,91,NaN,12,82,NaN,NaN,100,38,NaN,5
12390,,,,,NaN,,,NaN,NaN,,,NaN,
12391,119,89,62,91,NaN,12,83,NaN,NaN,99,38,NaN,5
12392,,,,,NaN,,,NaN,NaN,,,NaN,
12393,116,89,60,92,NaN,12,82,NaN,NaN,99,38,NaN,5
12394,,,,,NaN,,,NaN,NaN,,,NaN,
12395,118,89,61,92,NaN,12,83,NaN,NaN,99,37,NaN,5
12396,,,,,NaN,,,NaN,NaN,,,NaN,
12397,116,89,60,91,NaN,12,82,NaN,NaN,100,37,NaN,5
12398,,,,,NaN,,,NaN,NaN,,,NaN,
12399,116,88,60,91,NaN,12,82,NaN,NaN,100,37,NaN,5
12400,,,,,NaN,,,NaN,NaN,,,NaN,
12401,119,88,61,91,NaN,12,83,NaN,NaN,100,37,NaN,5
12402,,,,,NaN,,,NaN,NaN,,,NaN,
12403,115,88,59,90,NaN,12,81,NaN,NaN,100,38,NaN,5
12404,,,,,NaN,,,NaN,NaN,,,NaN,
12405,116,88,61,90,NaN,12,82,NaN,NaN,100,38,NaN,5
12406,,,,,NaN,,,NaN,NaN,,,NaN,
12407,115,88,60,91,NaN,12,82,NaN,NaN,100,38,NaN,5
12408,,,,,NaN,,,NaN,NaN,,,NaN,
12409,114,89,59,91,NaN,12,81,NaN,NaN,100,37,NaN,5
12410,,,,,NaN,,,NaN,NaN,,,NaN,
12411,116,89,60,91,NaN,12,82,NaN,NaN,100,37,NaN,5
12412,,,,,NaN,,,NaN,NaN,,,NaN,
12413,112,89,58,91,NaN,12,80,NaN,NaN,100,37,NaN,5
12414,,,,,NaN,,,NaN,NaN,,,NaN,
12415,114,88,60,91,NaN,12,81,NaN,NaN,100,37,NaN,5
12416,,,,,NaN,,,NaN,NaN,,,NaN,
12417,113,88,58,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12418,,,,,NaN,,,NaN,NaN,,,NaN,
12419,113,87,59,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12420,,,,,NaN,,,NaN,NaN,,,NaN,
12421,115,87,60,90,NaN,12,81,NaN,NaN,100,37,NaN,5
12422,,,,,NaN,,,NaN,NaN,,,NaN,
12423,112,87,59,89,NaN,12,80,NaN,NaN,100,37,NaN,5
12424,,,,,NaN,,,NaN,NaN,,,NaN,
12425,114,88,60,90,NaN,12,81,NaN,NaN,100,37,NaN,5
12426,,,,,NaN,,,NaN,NaN,,,NaN,
12427,112,88,59,91,NaN,12,80,NaN,NaN,99,37,NaN,5
12428,,,,,NaN,,,NaN,NaN,,,NaN,
12429,114,89,60,91,NaN,12,80,NaN,NaN,99,37,NaN,5
12430,,,,,NaN,,,NaN,NaN,,,NaN,
12431,117,89,60,91,NaN,12,82,NaN,NaN,99,37,NaN,5
12432,,,,,NaN,,,NaN,NaN,,,NaN,
12433,114,88,59,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12434,,,,,NaN,,,NaN,NaN,,,NaN,
12435,116,88,61,90,NaN,12,82,NaN,NaN,100,37,NaN,5
12436,,,,,NaN,,,NaN,NaN,,,NaN,
12437,113,87,59,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12438,,,,,NaN,,,NaN,NaN,,,NaN,
12439,113,87,59,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12440,,,,,NaN,,,NaN,NaN,,,NaN,
12441,115,87,60,90,NaN,12,81,NaN,NaN,99,37,NaN,5
12442,,,,,NaN,,,NaN,NaN,,,NaN,
12443,112,88,58,90,NaN,12,80,NaN,NaN,99,37,NaN,5
12444,,,,,NaN,,,NaN,NaN,,,NaN,
12445,113,88,60,90,NaN,12,80,NaN,NaN,99,37,NaN,5
12446,,,,,NaN,,,NaN,NaN,,,NaN,
12447,113,89,59,91,NaN,12,80,NaN,NaN,99,37,NaN,5
12448,,,,,NaN,,,NaN,NaN,,,NaN,
12449,112,89,59,91,NaN,12,80,NaN,NaN,99,37,NaN,5
12450,,,,,NaN,,,NaN,NaN,,,NaN,
12451,115,89,60,91,NaN,12,81,NaN,NaN,99,37,NaN,5
12452,,,,,NaN,,,NaN,NaN,,,NaN,
12453,112,88,58,91,NaN,12,79,NaN,NaN,99,37,NaN,5
12454,,,,,NaN,,,NaN,NaN,,,NaN,
12455,113,88,59,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12456,,,,,NaN,,,NaN,NaN,,,NaN,
12457,113,87,58,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12458,,,,,NaN,,,NaN,NaN,,,NaN,
12459,113,87,59,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12460,,,,,NaN,,,NaN,NaN,,,NaN,
12461,116,87,60,90,NaN,12,82,NaN,NaN,100,37,NaN,5
12462,,,,,NaN,,,NaN,NaN,,,NaN,
12463,112,88,59,90,NaN,12,80,NaN,NaN,99,37,NaN,5
12464,,,,,NaN,,,NaN,NaN,,,NaN,
12465,114,88,60,90,NaN,12,81,NaN,NaN,100,37,NaN,5
12466,,,,,NaN,,,NaN,NaN,,,NaN,
12467,112,89,58,90,NaN,12,80,NaN,NaN,100,38,NaN,5
12468,,,,,NaN,,,NaN,NaN,,,NaN,
12469,112,89,59,91,NaN,12,80,NaN,NaN,99,38,NaN,5
12470,,,,,NaN,,,NaN,NaN,,,NaN,
12471,115,88,60,91,NaN,12,81,NaN,NaN,100,38,NaN,5
12472,,,,,NaN,,,NaN,NaN,,,NaN,
12473,112,88,58,90,NaN,12,79,NaN,NaN,100,37,NaN,5
12474,,,,,NaN,,,NaN,NaN,,,NaN,
12475,114,87,60,90,NaN,12,81,NaN,NaN,99,37,NaN,5
12476,,,,,NaN,,,NaN,NaN,,,NaN,
12477,114,87,59,90,NaN,12,80,NaN,NaN,99,37,NaN,5
12478,,,,,NaN,,,NaN,NaN,,,NaN,
12479,112,88,58,90,NaN,12,79,NaN,NaN,99,37,NaN,5
12480,,,,,NaN,,,NaN,NaN,,,NaN,
12481,114,88,60,90,NaN,12,81,NaN,NaN,100,38,NaN,5
12482,,,,,NaN,,,NaN,NaN,,,NaN,
12483,110,88,58,90,NaN,12,79,NaN,NaN,99,38,NaN,5
12484,,,,,NaN,,,NaN,NaN,,,NaN,
12485,113,89,59,91,NaN,12,79,NaN,NaN,100,38,NaN,5
12486,,,,,NaN,,,NaN,NaN,,,NaN,
12487,113,89,58,91,NaN,12,80,NaN,NaN,99,37,NaN,5
12488,,,,,NaN,,,NaN,NaN,,,NaN,
12489,112,89,59,91,NaN,12,79,NaN,NaN,99,37,NaN,5
12490,,,,,NaN,,,NaN,NaN,,,NaN,
12491,116,89,60,91,NaN,12,81,NaN,NaN,99,37,NaN,5
12492,,,,,NaN,,,NaN,NaN,,,NaN,
12493,113,88,58,90,NaN,12,80,NaN,NaN,99,37,NaN,5
12494,,,,,NaN,,,NaN,NaN,,,NaN,
12495,115,88,60,90,NaN,12,80,NaN,NaN,99,37,NaN,5
12496,,,,,NaN,,,NaN,NaN,,,NaN,
12497,114,87,59,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12498,,,,,NaN,,,NaN,NaN,,,NaN,
12499,114,87,59,89,NaN,12,80,NaN,NaN,99,37,NaN,5
12500,,,,,NaN,,,NaN,NaN,,,NaN,
12501,117,87,60,89,NaN,12,82,NaN,NaN,100,37,NaN,5
12502,,,,,NaN,,,NaN,NaN,,,NaN,
12503,113,87,59,89,NaN,12,80,NaN,NaN,99,37,NaN,5
12504,,,,,NaN,,,NaN,NaN,,,NaN,
12505,116,88,61,90,NaN,12,81,NaN,NaN,100,37,NaN,5
12506,,,,,NaN,,,NaN,NaN,,,NaN,
12507,114,89,59,91,NaN,12,80,NaN,NaN,100,38,NaN,5
12508,,,,,NaN,,,NaN,NaN,,,NaN,
12509,114,89,59,91,NaN,12,80,NaN,NaN,100,38,NaN,5
12510,,,,,NaN,,,NaN,NaN,,,NaN,
12511,116,89,59,91,NaN,12,81,NaN,NaN,100,38,NaN,5
12512,,,,,NaN,,,NaN,NaN,,,NaN,
12513,112,88,58,90,NaN,12,80,NaN,NaN,100,38,NaN,5
12514,,,,,NaN,,,NaN,NaN,,,NaN,
12515,115,88,60,90,NaN,12,81,NaN,NaN,100,37,NaN,5
12516,,,,,NaN,,,NaN,NaN,,,NaN,
12517,114,87,59,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12518,,,,,NaN,,,NaN,NaN,,,NaN,
12519,114,87,59,89,NaN,12,80,NaN,NaN,100,37,NaN,5
12520,,,,,NaN,,,NaN,NaN,,,NaN,
12521,118,87,60,89,NaN,12,82,NaN,NaN,99,38,NaN,5
12522,,,,,NaN,,,NaN,NaN,,,NaN,
12523,113,87,59,89,NaN,12,80,NaN,NaN,99,38,NaN,5
12524,,,,,NaN,,,NaN,NaN,,,NaN,
12525,115,88,59,90,NaN,12,80,NaN,NaN,100,38,NaN,5
12526,,,,,NaN,,,NaN,NaN,,,NaN,
12527,113,88,58,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12528,,,,,NaN,,,NaN,NaN,,,NaN,
12529,113,88,58,90,NaN,12,79,NaN,NaN,100,37,NaN,5
12530,,,,,NaN,,,NaN,NaN,,,NaN,
12531,115,88,59,90,NaN,12,80,NaN,NaN,100,37,NaN,5
12532,,,,,NaN,,,NaN,NaN,,,NaN,
12533,112,87,58,90,NaN,12,79,NaN,NaN,100,37,NaN,5
12534,,,,,NaN,,,NaN,NaN,,,NaN,
12535,114,87,59,89,NaN,12,80,NaN,NaN,100,38,NaN,5
12536,,,,,NaN,,,NaN,NaN,,,NaN,
12537,111,87,57,89,NaN,12,79,NaN,NaN,100,38,NaN,5
12538,,,,,NaN,,,NaN,NaN,,,NaN,
12539,111,87,58,89,NaN,12,78,NaN,NaN,99,38,NaN,5
12540,,,,,NaN,,,NaN,NaN,,,NaN,
12541,113,87,59,89,NaN,12,79,NaN,NaN,100,37,NaN,5
12542,,,,,NaN,,,NaN,NaN,,,NaN,
12543,110,88,57,90,NaN,12,78,NaN,NaN,99,37,NaN,5
12544,,,,,NaN,,,NaN,NaN,,,NaN,
12545,113,88,59,90,NaN,12,79,NaN,NaN,100,37,NaN,5
12546,,,,,NaN,,,NaN,NaN,,,NaN,
12547,112,88,58,90,NaN,12,79,NaN,NaN,99,37,NaN,5
12548,,,,,NaN,,,NaN,NaN,,,NaN,
12549,111,88,58,90,NaN,12,78,NaN,NaN,99,37,NaN,5
12550,,,,,NaN,,,NaN,NaN,,,NaN,
12551,114,88,59,91,NaN,12,80,NaN,NaN,99,37,NaN,5
12552,,,,,NaN,,,NaN,NaN,,,NaN,
12553,110,88,57,90,NaN,12,78,NaN,NaN,99,37,NaN,5
12554,,,,,NaN,,,NaN,NaN,,,NaN,
12555,111,88,58,90,NaN,12,78,NaN,NaN,99,37,NaN,5
12556,,,,,NaN,,,NaN,NaN,,,NaN,
12557,111,87,57,90,NaN,12,79,NaN,NaN,100,37,NaN,5
12558,,,,,NaN,,,NaN,NaN,,,NaN,
12559,112,87,58,90,NaN,12,78,NaN,NaN,99,37,NaN,5
12560,,,,,NaN,,,NaN,NaN,,,NaN,
