time,Solar8000/ART_SBP,Solar8000/HR,Solar8000/ART_DBP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/CVP
0,,,,,NaN,,,NaN,NaN,,,NaN,
1,,,,,-491.88665771484375,,,-495.6260070800781,-4.9562602043151855,,,-4.9562602043151855,
2,-15,105,-15,82,-491.88470458984375,,-15,-495.6240234375,-4.956240177154541,80,,-4.956240177154541,249
3,,,,,NaN,,,NaN,NaN,,,NaN,
4,-15,105,-15,82,NaN,,-15,NaN,NaN,80,,NaN,249
5,,,,,NaN,,,NaN,NaN,,,NaN,
6,-15,105,-15,82,NaN,,-15,NaN,NaN,80,,NaN,249
7,,,,,NaN,,,NaN,NaN,,,NaN,
8,-15,106,-15,87,NaN,,-15,NaN,NaN,85,,NaN,249
9,,,,,NaN,,,NaN,NaN,,,NaN,
10,-15,106,-15,93,NaN,,-15,NaN,NaN,94,,NaN,249
11,,,,,NaN,,,NaN,NaN,,,NaN,
12,-14,105,-14,102,NaN,,-14,NaN,NaN,97,,NaN,249
13,,,,,NaN,,,NaN,NaN,,,NaN,
14,-14,106,-14,108,NaN,,-14,NaN,NaN,100,,NaN,249
15,,,,,NaN,,,NaN,NaN,,,NaN,
16,-14,106,-14,108,NaN,,-14,NaN,NaN,100,,NaN,249
17,,,,,NaN,,,NaN,NaN,,,NaN,
18,-14,106,-14,108,NaN,,-14,NaN,NaN,100,,NaN,248
19,,,,,NaN,,,NaN,NaN,,,NaN,
20,-14,106,-14,110,NaN,,-14,NaN,NaN,98,,NaN,248
21,,,,,NaN,,,NaN,NaN,,,NaN,
22,-14,106,-14,110,NaN,,-14,NaN,NaN,98,,NaN,248
23,,,,,NaN,,,NaN,NaN,,,NaN,
24,-15,106,-15,109,NaN,,-15,NaN,NaN,100,,NaN,248
25,,,,,NaN,,,NaN,NaN,,,NaN,
26,-15,104,-15,108,NaN,,-15,NaN,NaN,100,,NaN,248
27,,,,,NaN,,,NaN,NaN,,,NaN,
28,-15,103,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
29,,,,,NaN,,,NaN,NaN,,,NaN,
30,-15,103,-15,106,NaN,,-15,NaN,NaN,99,,NaN,248
31,,,,,NaN,,,NaN,NaN,,,NaN,
32,-15,102,-15,105,NaN,,-15,NaN,NaN,99,,NaN,248
33,,,,,NaN,,,NaN,NaN,,,NaN,
34,-15,101,-15,103,NaN,,-15,NaN,NaN,100,,NaN,248
35,,,,,NaN,,,NaN,NaN,,,NaN,
36,-14,101,-14,103,NaN,,-14,NaN,NaN,100,,NaN,248
37,,,,,NaN,,,NaN,NaN,,,NaN,
38,-14,101,-14,106,NaN,,-14,NaN,NaN,100,,NaN,248
39,,,,,NaN,,,NaN,NaN,,,NaN,
40,-15,101,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
41,,,,,NaN,,,NaN,NaN,,,NaN,
42,-15,102,-15,110,NaN,,-15,NaN,NaN,100,,NaN,248
43,,,,,NaN,,,NaN,NaN,,,NaN,
44,-15,104,-15,111,NaN,,-15,NaN,NaN,99,,NaN,248
45,,,,,NaN,,,NaN,NaN,,,NaN,
46,-15,105,-15,112,NaN,,-15,NaN,NaN,99,,NaN,248
47,,,,,NaN,,,NaN,NaN,,,NaN,
48,-15,104,-15,108,NaN,,-15,NaN,NaN,99,,NaN,248
49,,,,,NaN,,,NaN,NaN,,,NaN,
50,-15,104,-15,107,NaN,,-15,NaN,NaN,100,,NaN,248
51,,,,,NaN,,,NaN,NaN,,,NaN,
52,-15,105,-15,107,NaN,,-15,NaN,NaN,100,,NaN,248
53,,,,,NaN,,,NaN,NaN,,,NaN,
54,-15,104,-15,108,NaN,,-15,NaN,NaN,100,,NaN,248
55,,,,,NaN,,,NaN,NaN,,,NaN,
56,-15,104,-15,108,NaN,,-15,NaN,NaN,100,,NaN,248
57,,,,,NaN,,,NaN,NaN,,,NaN,
58,-15,103,-15,107,NaN,,-15,NaN,NaN,100,,NaN,248
59,,,,,NaN,,,NaN,NaN,,,NaN,
60,-14,103,-14,106,NaN,,-14,NaN,NaN,100,,NaN,248
61,,,,,NaN,,,NaN,NaN,,,NaN,
62,-14,103,-14,106,NaN,,-14,NaN,NaN,100,,NaN,248
63,,,,,NaN,,,NaN,NaN,,,NaN,
64,-15,103,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
65,,,,,NaN,,,NaN,NaN,,,NaN,
66,-15,103,-15,105,NaN,,-15,NaN,NaN,100,,NaN,248
67,,,,,NaN,,,NaN,NaN,,,NaN,
68,-15,102,-15,104,NaN,,-15,NaN,NaN,100,,NaN,248
69,,,,,NaN,,,NaN,NaN,,,NaN,
70,-15,102,-15,105,NaN,,-15,NaN,NaN,100,,NaN,248
71,,,,,NaN,,,NaN,NaN,,,NaN,
72,-15,102,-15,108,NaN,,-15,NaN,NaN,100,,NaN,248
73,,,,,NaN,,,NaN,NaN,,,NaN,
74,-15,102,-15,109,NaN,,-15,NaN,NaN,100,,NaN,248
75,,,,,NaN,,,NaN,NaN,,,NaN,
76,-15,103,-15,108,NaN,,-15,NaN,NaN,100,,NaN,248
77,,,,,NaN,,,NaN,NaN,,,NaN,
78,-15,103,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
79,,,,,NaN,,,NaN,NaN,,,NaN,
80,-15,103,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
81,,,,,NaN,,,NaN,NaN,,,NaN,
82,-15,103,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
83,,,,,NaN,,,NaN,NaN,,,NaN,
84,-15,104,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
85,,,,,NaN,,,NaN,NaN,,,NaN,
86,-15,105,-15,108,NaN,,-15,NaN,NaN,100,,NaN,248
87,,,,,NaN,,,NaN,NaN,,,NaN,
88,-15,106,-15,109,NaN,,-15,NaN,NaN,100,,NaN,248
89,,,,,NaN,,,NaN,NaN,,,NaN,
90,-15,106,-15,108,NaN,,-15,NaN,NaN,100,,NaN,248
91,,,,,NaN,,,NaN,NaN,,,NaN,
92,-15,106,-15,109,NaN,,-15,NaN,NaN,100,,NaN,248
93,,,,,NaN,,,NaN,NaN,,,NaN,
94,-15,106,-15,109,NaN,,-15,NaN,NaN,100,,NaN,248
95,,,,,NaN,,,NaN,NaN,,,NaN,
96,-15,106,-15,109,NaN,,-15,NaN,NaN,100,,NaN,248
97,,,,,NaN,,,NaN,NaN,,,NaN,
98,-15,107,-15,109,NaN,,-15,NaN,NaN,100,,NaN,248
99,,,,,NaN,,,NaN,NaN,,,NaN,
100,-15,106,-15,109,NaN,,-15,NaN,NaN,100,,NaN,248
101,,,,,NaN,,,NaN,NaN,,,NaN,
102,-15,105,-15,108,NaN,,-15,NaN,NaN,100,,NaN,248
103,,,,,NaN,,,NaN,NaN,,,NaN,
104,-15,104,-15,107,NaN,,-15,NaN,NaN,100,,NaN,248
105,,,,,NaN,,,NaN,NaN,,,NaN,
106,-15,104,-15,106,NaN,,-15,NaN,NaN,99,,NaN,248
107,,,,,NaN,,,NaN,NaN,,,NaN,
108,-15,104,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
109,,,,,NaN,,,NaN,NaN,,,NaN,
110,-15,104,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
111,,,,,NaN,,,NaN,NaN,,,NaN,
112,-15,103,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
113,,,,,NaN,,,NaN,NaN,,,NaN,
114,-15,104,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
115,,,,,NaN,,,NaN,NaN,,,NaN,
116,-15,104,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
117,,,,,NaN,,,NaN,NaN,,,NaN,
118,-15,104,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
119,,,,,NaN,,,NaN,NaN,,,NaN,
120,-15,103,-15,106,NaN,,-15,NaN,NaN,100,,NaN,248
121,,,,,NaN,,,NaN,NaN,,,NaN,
122,-15,103,-15,106,NaN,,-15,NaN,NaN,100,0,NaN,248
123,,,,,NaN,,,NaN,NaN,,,NaN,
124,-15,102,-15,105,NaN,,-15,NaN,NaN,100,0,NaN,248
125,,,,,NaN,,,NaN,NaN,,,NaN,
126,-15,102,-15,104,NaN,,-15,NaN,NaN,100,0,NaN,248
127,,,,,NaN,,,NaN,NaN,,,NaN,
128,-16,101,-16,104,NaN,,-16,NaN,NaN,100,0,NaN,248
129,,,,,NaN,,,NaN,NaN,,,NaN,
130,-16,102,-16,104,NaN,,-16,NaN,NaN,100,0,NaN,248
131,,,,,NaN,,,NaN,NaN,,,NaN,
132,-16,102,-16,103,NaN,,-16,NaN,NaN,100,0,NaN,248
133,,,,,NaN,,,NaN,NaN,,,NaN,
134,-16,102,-16,104,NaN,,-16,NaN,NaN,100,0,NaN,248
135,,,,,NaN,,,NaN,NaN,,,NaN,
136,-15,102,-15,104,NaN,,-15,NaN,NaN,99,0,NaN,248
137,,,,,NaN,,,NaN,NaN,,,NaN,
138,-15,102,-15,105,NaN,,-15,NaN,NaN,100,0,NaN,248
139,,,,,NaN,,,NaN,NaN,,,NaN,
140,-15,103,-15,105,NaN,,-15,NaN,NaN,100,0,NaN,248
141,,,,,NaN,,,NaN,NaN,,,NaN,
142,-15,103,-15,106,NaN,,-15,NaN,NaN,100,0,NaN,248
143,,,,,NaN,,,NaN,NaN,,,NaN,
144,-15,104,-15,107,NaN,,-15,NaN,NaN,100,0,NaN,248
145,,,,,NaN,,,NaN,NaN,,,NaN,
146,-15,104,-15,107,NaN,,-15,NaN,NaN,100,0,NaN,248
147,,,,,NaN,,,NaN,NaN,,,NaN,
148,-15,105,-15,107,NaN,,-15,NaN,NaN,100,0,NaN,248
149,,,,,NaN,,,NaN,NaN,,,NaN,
150,-15,104,-15,107,NaN,,-15,NaN,NaN,100,0,NaN,248
151,,,,,NaN,,,NaN,NaN,,,NaN,
152,-15,104,-15,107,NaN,,-15,NaN,NaN,100,0,NaN,248
153,,,,,NaN,,,NaN,NaN,,,NaN,
154,-15,104,-15,106,NaN,,-15,NaN,NaN,100,0,NaN,248
155,,,,,NaN,,,NaN,NaN,,,NaN,
156,-16,104,-16,107,NaN,,-16,NaN,NaN,100,0,NaN,248
157,,,,,NaN,,,NaN,NaN,,,NaN,
158,-16,106,-16,108,NaN,,-16,NaN,NaN,100,0,NaN,248
159,,,,,NaN,,,NaN,NaN,,,NaN,
160,-15,108,-15,110,NaN,,-15,NaN,NaN,100,0,NaN,248
161,,,,,NaN,,,NaN,NaN,,,NaN,
162,-15,109,-15,111,NaN,,-15,NaN,NaN,100,0,NaN,248
163,,,,,NaN,,,NaN,NaN,,,NaN,
164,-15,110,-15,112,NaN,,-15,NaN,NaN,100,1,NaN,248
165,,,,,NaN,,,NaN,NaN,,,NaN,
166,-15,111,-15,113,NaN,,-15,NaN,NaN,100,1,NaN,248
167,,,,,NaN,,,NaN,NaN,,,NaN,
168,-15,111,-15,114,NaN,,-15,NaN,NaN,100,1,NaN,248
169,,,,,NaN,,,NaN,NaN,,,NaN,
170,-15,112,-15,114,NaN,,-15,NaN,NaN,100,1,NaN,248
171,,,,,NaN,,,NaN,NaN,,,NaN,
172,-15,113,-15,116,NaN,,-15,NaN,NaN,100,,NaN,248
173,,,,,NaN,,,NaN,NaN,,,NaN,
174,-15,114,-15,116,NaN,,-15,NaN,NaN,100,,NaN,248
175,,,,,NaN,,,NaN,NaN,,,NaN,
176,-16,114,-16,117,NaN,,-16,NaN,NaN,100,,NaN,248
177,,,,,NaN,,,NaN,NaN,,,NaN,
178,-16,115,-16,117,NaN,,-16,NaN,NaN,99,,NaN,248
179,,,,,NaN,,,NaN,NaN,,,NaN,
180,-16,115,-16,117,NaN,,-16,NaN,NaN,99,,NaN,248
181,,,,,NaN,,,NaN,NaN,,,NaN,
182,-16,115,-16,117,NaN,,-16,NaN,NaN,99,,NaN,248
183,,,,,NaN,,,NaN,NaN,,,NaN,
184,-15,115,-15,117,NaN,,-15,NaN,NaN,99,,NaN,248
185,,,,,NaN,,,NaN,NaN,,,NaN,
186,-15,115,-15,118,NaN,,-15,NaN,NaN,99,,NaN,248
187,,,,,NaN,,,NaN,NaN,,,NaN,
188,-15,115,-15,115,NaN,,-15,NaN,NaN,99,,NaN,248
189,,,,,NaN,,,NaN,NaN,,,NaN,
190,-15,115,-15,116,NaN,,-15,NaN,NaN,100,,NaN,248
191,,,,,NaN,,,NaN,NaN,,,NaN,
192,-15,115,-15,117,NaN,,-15,NaN,NaN,100,,NaN,248
193,,,,,NaN,,,NaN,NaN,,,NaN,
194,-15,116,-15,120,NaN,,-15,NaN,NaN,100,,NaN,248
195,,,,,NaN,,,NaN,NaN,,,NaN,
196,-15,117,-15,120,NaN,,-15,NaN,NaN,100,,NaN,248
197,,,,,NaN,,,NaN,NaN,,,NaN,
198,-15,117,-15,122,NaN,,-15,NaN,NaN,99,,NaN,248
199,,,,,NaN,,,NaN,NaN,,,NaN,
200,-16,118,-16,122,NaN,,-16,NaN,NaN,100,,NaN,248
201,,,,,NaN,,,NaN,NaN,,,NaN,
202,-16,120,-16,121,NaN,,-16,NaN,NaN,100,,NaN,248
203,,,,,NaN,,,NaN,NaN,,,NaN,
204,-16,121,-16,123,NaN,,-16,NaN,NaN,100,,NaN,248
205,,,,,NaN,,,NaN,NaN,,,NaN,
206,-16,122,-16,123,NaN,,-16,NaN,NaN,100,,NaN,248
207,,,,,NaN,,,NaN,NaN,,,NaN,
208,-15,121,-15,122,NaN,,-15,NaN,NaN,100,,NaN,248
209,,,,,NaN,,,NaN,NaN,,,NaN,
210,-15,120,-15,121,NaN,,-15,NaN,NaN,100,,NaN,248
211,,,,,NaN,,,NaN,NaN,,,NaN,
212,-15,118,-15,123,NaN,,-15,NaN,NaN,100,,NaN,248
213,,,,,NaN,,,NaN,NaN,,,NaN,
214,-15,118,-15,122,NaN,,-15,NaN,NaN,99,,NaN,248
215,,,,,NaN,,,NaN,NaN,,,NaN,
216,-15,118,-15,120,NaN,,-15,NaN,NaN,100,,NaN,248
217,,,,,NaN,,,NaN,NaN,,,NaN,
218,-15,118,-15,120,NaN,,-15,NaN,NaN,100,,NaN,248
219,,,,,NaN,,,NaN,NaN,,,NaN,
220,-15,118,-15,121,NaN,,-15,NaN,NaN,100,,NaN,248
221,,,,,NaN,,,NaN,NaN,,,NaN,
222,-15,118,-15,121,NaN,,-15,NaN,NaN,100,,NaN,248
223,,,,,NaN,,,NaN,NaN,,,NaN,
224,-15,119,-15,122,NaN,,-15,NaN,NaN,100,,NaN,248
225,,,,,NaN,,,NaN,NaN,,,NaN,
226,-15,120,-15,122,NaN,,-15,NaN,NaN,100,,NaN,248
227,,,,,NaN,,,NaN,NaN,,,NaN,
228,-16,119,-16,122,NaN,,-16,NaN,NaN,100,,NaN,248
229,,,,,NaN,,,NaN,NaN,,,NaN,
230,-16,119,-16,121,NaN,,-16,NaN,NaN,100,,NaN,248
231,,,,,NaN,,,NaN,NaN,,,NaN,
232,-15,118,-15,120,NaN,,-15,NaN,NaN,100,,NaN,248
233,,,,,NaN,,,NaN,NaN,,,NaN,
234,-15,117,-15,120,NaN,,-15,NaN,NaN,100,,NaN,248
235,,,,,NaN,,,NaN,NaN,,,NaN,
236,-14,116,-14,119,NaN,,-14,NaN,NaN,100,,NaN,248
237,,,,,NaN,,,NaN,NaN,,,NaN,
238,-14,116,-14,118,NaN,,-14,NaN,NaN,100,,NaN,248
239,,,,,NaN,,,NaN,NaN,,,NaN,
240,-15,115,-15,118,NaN,,-15,NaN,NaN,100,,NaN,248
241,,,,,NaN,,,NaN,NaN,,,NaN,
242,-15,115,-15,118,NaN,,-15,NaN,NaN,100,,NaN,248
243,,,,,NaN,,,NaN,NaN,,,NaN,
244,-15,115,-15,117,NaN,,-15,NaN,NaN,100,,NaN,248
245,,,,,NaN,,,NaN,NaN,,,NaN,
246,-15,114,-15,117,NaN,,-15,NaN,NaN,100,,NaN,248
247,,,,,NaN,,,NaN,NaN,,,NaN,
248,-15,114,-15,116,NaN,,-15,NaN,NaN,100,,NaN,248
249,,,,,NaN,,,NaN,NaN,,,NaN,
250,-15,114,-15,116,NaN,,-15,NaN,NaN,100,,NaN,248
251,,,,,NaN,,,NaN,NaN,,,NaN,
252,-15,114,-15,115,NaN,,-15,NaN,NaN,100,,NaN,248
253,,,,,NaN,,,NaN,NaN,,,NaN,
254,-15,113,-15,115,NaN,,-15,NaN,NaN,100,,NaN,248
255,,,,,NaN,,,NaN,NaN,,,NaN,
256,-14,112,-14,114,NaN,,-14,NaN,NaN,100,,NaN,248
257,,,,,NaN,,,NaN,NaN,,,NaN,
258,-14,112,-14,114,NaN,,-14,NaN,NaN,100,,NaN,248
259,,,,,NaN,,,NaN,NaN,,,NaN,
260,-14,111,-14,114,NaN,,-14,NaN,NaN,100,,NaN,248
261,,,,,NaN,,,NaN,NaN,,,NaN,
262,-14,111,-14,113,NaN,,-14,NaN,NaN,100,,NaN,248
263,,,,,NaN,,,NaN,NaN,,,NaN,
264,-15,111,-15,114,NaN,,-15,NaN,NaN,100,,NaN,248
265,,,,,NaN,,,NaN,NaN,,,NaN,
266,-15,112,-15,114,NaN,,-15,NaN,NaN,100,,NaN,248
267,,,,,NaN,,,NaN,NaN,,,NaN,
268,-15,112,-15,115,NaN,,-15,NaN,NaN,100,,NaN,248
269,,,,,NaN,,,NaN,NaN,,,NaN,
270,-15,113,-15,115,NaN,,-15,NaN,NaN,100,,NaN,248
271,,,,,NaN,,,NaN,NaN,,,NaN,
272,-15,113,-15,116,NaN,,-15,NaN,NaN,100,,NaN,248
273,,,,,NaN,,,NaN,NaN,,,NaN,
274,-15,113,-15,116,NaN,,-15,NaN,NaN,100,,NaN,248
275,,,,,NaN,,,NaN,NaN,,,NaN,
276,-15,113,-15,116,NaN,,-15,NaN,NaN,100,,NaN,248
277,,,,,NaN,,,NaN,NaN,,,NaN,
278,-15,113,-15,116,NaN,,-15,NaN,NaN,100,,NaN,248
279,,,,,NaN,,,NaN,NaN,,,NaN,
280,-14,113,-14,116,NaN,,-14,NaN,NaN,100,,NaN,248
281,,,,,NaN,,,NaN,NaN,,,NaN,
282,-14,113,-14,115,NaN,,-14,NaN,NaN,100,,NaN,248
283,,,,,NaN,,,NaN,NaN,,,NaN,
284,-14,112,-14,115,NaN,,-14,NaN,NaN,100,,NaN,248
285,,,,,NaN,,,NaN,NaN,,,NaN,
286,-14,112,-14,114,NaN,,-14,NaN,NaN,100,,NaN,248
287,,,,,NaN,,,NaN,NaN,,,NaN,
288,-15,112,-15,114,NaN,,-15,NaN,NaN,100,,NaN,248
289,,,,,NaN,,,NaN,NaN,,,NaN,
290,-15,112,-15,114,NaN,,-15,NaN,NaN,100,,NaN,248
291,,,,,NaN,,,NaN,NaN,,,NaN,
292,-15,112,-15,114,NaN,,-15,NaN,NaN,100,,NaN,248
293,,,,,NaN,,,NaN,NaN,,,NaN,
294,-15,112,-15,114,NaN,,-15,NaN,NaN,100,,NaN,248
295,,,,,NaN,,,NaN,NaN,,,NaN,
296,-15,112,-15,114,NaN,,-15,NaN,NaN,100,,NaN,248
297,,,,,NaN,,,NaN,NaN,,,NaN,
298,-15,111,-15,114,NaN,,-15,NaN,NaN,100,,NaN,248
299,,,,,NaN,,,NaN,NaN,,,NaN,
300,-15,111,-15,113,NaN,,-15,NaN,NaN,100,,NaN,248
301,,,,,NaN,,,NaN,NaN,,,NaN,
302,-15,111,-15,113,NaN,,-15,NaN,NaN,100,,NaN,248
303,,,,,NaN,,,NaN,NaN,,,NaN,
304,-14,110,-14,113,NaN,,-14,NaN,NaN,100,,NaN,248
305,,,,,NaN,,,NaN,NaN,,,NaN,
306,-14,110,-14,112,NaN,,-14,NaN,NaN,100,,NaN,248
307,,,,,NaN,,,NaN,NaN,,,NaN,
308,-14,110,-14,112,NaN,,-14,NaN,NaN,100,,NaN,248
309,,,,,NaN,,,NaN,NaN,,,NaN,
310,-14,110,-14,112,NaN,,-14,NaN,NaN,100,,NaN,248
311,,,,,NaN,,,NaN,NaN,,,NaN,
312,-14,110,-14,113,NaN,,-14,NaN,NaN,100,,NaN,247
313,,,,,NaN,,,NaN,NaN,,,NaN,
314,-14,110,-14,112,NaN,,-14,NaN,NaN,100,,NaN,247
315,,,,,NaN,,,NaN,NaN,,,NaN,
316,-14,109,-14,111,NaN,,-14,NaN,NaN,100,,NaN,247
317,,,,,NaN,,,NaN,NaN,,,NaN,
318,-14,108,-14,110,NaN,,-14,NaN,NaN,100,,NaN,247
319,,,,,NaN,,,NaN,NaN,,,NaN,
320,-15,106,-15,109,NaN,,-15,NaN,NaN,100,,NaN,247
321,,,,,NaN,,,NaN,NaN,,,NaN,
322,-15,106,-15,108,NaN,,-15,NaN,NaN,100,,NaN,247
323,,,,,NaN,,,NaN,NaN,,,NaN,
324,-15,104,-15,106,NaN,,-15,NaN,NaN,100,,NaN,247
325,,,,,NaN,,,NaN,NaN,,,NaN,
326,-15,104,-15,105,NaN,,-15,NaN,NaN,100,,NaN,247
327,,,,,NaN,,,NaN,NaN,,,NaN,
328,-11,104,-16,106,NaN,,-15,NaN,NaN,100,,NaN,247
329,,,,,NaN,,,NaN,NaN,,,NaN,
330,-13,104,-16,106,NaN,,-14,NaN,NaN,100,,NaN,247
331,,,,,NaN,,,NaN,NaN,,,NaN,
332,-11,105,-19,106,NaN,,-15,NaN,NaN,100,,NaN,247
333,,,,,NaN,,,NaN,NaN,,,NaN,
334,-12,103,-17,106,NaN,,-15,NaN,NaN,100,,NaN,247
335,,,,,NaN,,,NaN,NaN,,,NaN,
336,-13,104,-16,107,NaN,,-15,NaN,NaN,100,,NaN,247
337,,,,,NaN,,,NaN,NaN,,,NaN,
338,-10,104,-19,107,NaN,,-15,NaN,NaN,100,,NaN,247
339,,,,,NaN,,,NaN,NaN,,,NaN,
340,-9,103,-20,106,NaN,,-15,NaN,NaN,100,,NaN,247
341,,,,,NaN,,,NaN,NaN,,,NaN,
342,-10,103,-17,105,NaN,,-15,NaN,NaN,100,,NaN,247
343,,,,,NaN,,,NaN,NaN,,,NaN,
344,,103,,106,NaN,,-15,NaN,NaN,100,,NaN,247
345,,,,,NaN,,,NaN,NaN,,,NaN,
346,,104,,107,NaN,,-15,NaN,NaN,100,,NaN,247
347,,,,,NaN,,,NaN,NaN,,,NaN,
348,,106,,108,NaN,,-16,NaN,NaN,100,,NaN,247
349,,,,,NaN,,,NaN,NaN,,,NaN,
350,,106,,108,NaN,,-15,NaN,NaN,100,,NaN,247
351,,,,,NaN,,,NaN,NaN,,,NaN,
352,-6,106,-22,108,NaN,,-16,NaN,NaN,100,,NaN,247
353,,,,,NaN,,,NaN,NaN,,,NaN,
354,-10,106,-19,108,NaN,,-15,NaN,NaN,100,,NaN,247
355,,,,,NaN,,,NaN,NaN,,,NaN,
356,-11,104,-17,107,NaN,,-15,NaN,NaN,100,,NaN,247
357,,,,,NaN,,,NaN,NaN,,,NaN,
358,-12,104,-16,107,NaN,,-15,NaN,NaN,100,,NaN,247
359,,,,,NaN,,,NaN,NaN,,,NaN,
360,,104,,106,NaN,,-15,NaN,NaN,100,,NaN,247
361,,,,,NaN,,,NaN,NaN,,,NaN,
362,,103,,105,NaN,,-17,NaN,NaN,100,,NaN,247
363,,,,,NaN,,,NaN,NaN,,,NaN,
364,,102,,105,NaN,,-6,NaN,NaN,100,,NaN,247
365,,,,,NaN,,,NaN,NaN,,,NaN,
366,,101,,104,NaN,,7,NaN,NaN,100,,NaN,247
367,,,,,NaN,,,NaN,NaN,,,NaN,
368,47,100,-35,103,NaN,,11,NaN,NaN,100,,NaN,247
369,,,,,NaN,,,NaN,NaN,,,NaN,
370,66,99,-39,101,NaN,,11,NaN,NaN,100,,NaN,247
371,,,,,NaN,,,NaN,NaN,,,NaN,
372,46,99,-27,101,NaN,,12,NaN,NaN,100,,NaN,247
373,,,,,NaN,,,NaN,NaN,,,NaN,
374,32,98,9,101,NaN,,20,NaN,NaN,100,,NaN,247
375,,,,,NaN,,,NaN,NaN,,,NaN,
376,23,98,5,101,NaN,,17,NaN,NaN,100,,NaN,247
377,,,,,NaN,,,NaN,NaN,,,NaN,
378,11,98,3,100,NaN,,11,NaN,NaN,100,,NaN,247
379,,,,,NaN,,,NaN,NaN,,,NaN,
380,5,98,0,100,NaN,,4,NaN,NaN,100,,NaN,247
381,,,,,NaN,,,NaN,NaN,,,NaN,
382,5,97,2,100,NaN,,3,NaN,NaN,100,,NaN,247
383,,,,,NaN,,,NaN,NaN,,,NaN,
384,4,98,0,100,NaN,,2,NaN,NaN,100,,NaN,247
385,,,,,NaN,,,NaN,NaN,,,NaN,
386,9,97,3,99,NaN,,4,NaN,NaN,100,,NaN,247
387,,,,,NaN,,,NaN,NaN,,,NaN,
388,9,97,3,99,NaN,,5,NaN,NaN,100,,NaN,247
389,,,,,NaN,,,NaN,NaN,,,NaN,
390,20,97,-5,99,NaN,,6,NaN,NaN,100,,NaN,247
391,,,,,NaN,,,NaN,NaN,,,NaN,
392,14,97,-3,99,NaN,,4,NaN,NaN,100,,NaN,247
393,,,,,NaN,,,NaN,NaN,,,NaN,
394,2,97,-5,99,NaN,,1,NaN,NaN,100,,NaN,247
395,,,,,NaN,,,NaN,NaN,,,NaN,
396,1,97,-4,99,NaN,,-1,NaN,NaN,100,,NaN,247
397,,,,,NaN,,,NaN,NaN,,,NaN,
398,0,97,-4,99,NaN,,-2,NaN,NaN,100,,NaN,247
399,,,,,NaN,,,NaN,NaN,,,NaN,
400,1,96,-4,99,NaN,,-2,NaN,NaN,100,,NaN,247
401,,,,,NaN,,,NaN,NaN,,,NaN,
402,-1,96,-4,99,NaN,,-2,NaN,NaN,100,,NaN,247
403,,,,,NaN,,,NaN,NaN,,,NaN,
404,-1,96,-4,98,NaN,,-2,NaN,NaN,100,,NaN,247
405,,,,,NaN,,,NaN,NaN,,,NaN,
406,-2,96,-2,98,NaN,,-2,NaN,NaN,100,,NaN,247
407,,,,,NaN,,,NaN,NaN,,,NaN,
408,-2,96,-2,98,NaN,,-2,NaN,NaN,100,,NaN,247
409,,,,,NaN,,,NaN,NaN,,,NaN,
410,-3,96,-3,98,NaN,,-3,NaN,NaN,100,,NaN,247
411,,,,,NaN,,,NaN,NaN,,,NaN,
412,7,97,-9,99,NaN,,-2,NaN,NaN,100,,NaN,247
413,,,,,NaN,,,NaN,NaN,,,NaN,
414,5,97,-7,99,NaN,,-2,NaN,NaN,100,,NaN,247
415,,,,,NaN,,,NaN,NaN,,,NaN,
416,,97,,100,NaN,,-2,NaN,NaN,100,,NaN,247
417,,,,,NaN,,,NaN,NaN,,,NaN,
418,,97,,99,NaN,,-2,NaN,NaN,100,,NaN,247
419,,,,,NaN,,,NaN,NaN,,,NaN,
420,,97,,100,NaN,,-2,NaN,NaN,100,,NaN,247
421,,,,,NaN,,,NaN,NaN,,,NaN,
422,,97,,100,NaN,,-2,NaN,NaN,100,,NaN,247
423,,,,,NaN,,,NaN,NaN,,,NaN,
424,,97,,100,NaN,,-2,NaN,NaN,100,,NaN,247
425,,,,,NaN,,,NaN,NaN,,,NaN,
426,,97,,99,NaN,,-2,NaN,NaN,100,,NaN,247
427,,,,,NaN,,,NaN,NaN,,,NaN,
428,1,97,-4,100,NaN,,-2,NaN,NaN,100,,NaN,247
429,,,,,NaN,,,NaN,NaN,,,NaN,
430,1,97,-4,100,NaN,,-2,NaN,NaN,100,,NaN,247
431,,,,,NaN,,,NaN,NaN,,,NaN,
432,6,97,-13,100,NaN,,-2,NaN,NaN,100,,NaN,247
