time,SNUADC/CVP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/HR
1240,NaN,NaN,100,-2,113,67,35,NaN,48,102,NaN,15,112
1241,NaN,NaN,,,,,,NaN,,,NaN,,
1242,NaN,NaN,100,-2,113,66,35,NaN,49,102,NaN,15,112
1243,NaN,NaN,,,,,,NaN,,,NaN,,
1244,NaN,NaN,100,-2,113,66,35,NaN,48,100,NaN,15,112
1245,NaN,NaN,,,,,,NaN,,,NaN,,
1246,NaN,NaN,100,-2,113,66,35,NaN,47,100,NaN,15,113
1247,NaN,NaN,,,,,,NaN,,,NaN,,
1248,NaN,NaN,100,-2,114,67,35,NaN,48,100,NaN,15,113
1249,NaN,NaN,,,,,,NaN,,,NaN,,
1250,NaN,NaN,100,-2,114,67,35,NaN,49,102,NaN,15,113
1251,NaN,NaN,,,,,,NaN,,,NaN,,
1252,NaN,NaN,100,-2,114,67,35,NaN,49,102,NaN,15,113
1253,NaN,NaN,,,,,,NaN,,,NaN,,
1254,NaN,NaN,100,-2,114,67,35,NaN,50,104,NaN,15,113
1255,NaN,NaN,,,,,,NaN,,,NaN,,
1256,NaN,NaN,100,-2,114,68,35,NaN,49,102,NaN,15,113
1257,NaN,NaN,,,,,,NaN,,,NaN,,
1258,NaN,NaN,100,-2,113,67,35,NaN,48,102,NaN,15,113
1259,NaN,NaN,,,,,,NaN,,,NaN,,
1260,NaN,NaN,100,-2,113,67,35,NaN,49,101,NaN,15,113
1261,NaN,NaN,,,,,,NaN,,,NaN,,
1262,NaN,NaN,100,-2,113,68,35,NaN,51,105,NaN,15,113
1263,NaN,NaN,,,,,,NaN,,,NaN,,
1264,NaN,NaN,100,-2,113,70,35,NaN,51,106,NaN,15,112
1265,NaN,NaN,,,,,,NaN,,,NaN,,
1266,NaN,NaN,100,-2,113,70,35,NaN,52,107,NaN,15,112
1267,NaN,NaN,,,,,,NaN,,,NaN,,
1268,NaN,NaN,100,-2,114,72,35,NaN,53,108,NaN,15,113
1269,NaN,NaN,,,,,,NaN,,,NaN,,
1270,NaN,NaN,100,-2,115,72,35,NaN,54,111,NaN,15,114
1271,NaN,NaN,,,,,,NaN,,,NaN,,
1272,NaN,NaN,100,-2,116,73,35,NaN,54,110,NaN,15,114
1273,NaN,NaN,,,,,,NaN,,,NaN,,
1274,NaN,NaN,100,-2,116,75,35,NaN,57,114,NaN,15,115
1275,NaN,NaN,,,,,,NaN,,,NaN,,
1276,NaN,NaN,100,-2,117,76,35,NaN,57,114,NaN,15,116
1277,NaN,NaN,,,,,,NaN,,,NaN,,
1278,NaN,NaN,100,-2,117,78,35,NaN,59,118,NaN,15,116
1279,NaN,NaN,,,,,,NaN,,,NaN,,
1280,NaN,NaN,100,-2,118,77,35,NaN,57,115,NaN,15,117
1281,NaN,NaN,,,,,,NaN,,,NaN,,
1282,NaN,NaN,100,-2,118,78,35,NaN,59,118,NaN,15,117
1283,NaN,NaN,,,,,,NaN,,,NaN,,
1284,NaN,NaN,100,-2,119,79,35,NaN,59,119,NaN,15,118
1285,NaN,NaN,,,,,,NaN,,,NaN,,
1286,NaN,NaN,100,-1,119,78,35,NaN,57,118,NaN,15,118
1287,NaN,NaN,,,,,,NaN,,,NaN,,
1288,NaN,NaN,100,-1,119,78,35,NaN,57,118,NaN,15,118
1289,NaN,NaN,,,,,,NaN,,,NaN,,
1290,NaN,NaN,100,-1,118,77,35,NaN,55,118,NaN,15,118
1291,NaN,NaN,,,,,,NaN,,,NaN,,
1292,NaN,NaN,100,-1,118,77,36,NaN,56,119,NaN,15,118
1293,NaN,NaN,,,,,,NaN,,,NaN,,
1294,NaN,NaN,100,-1,117,78,36,NaN,58,123,NaN,15,117
1295,NaN,NaN,,,,,,NaN,,,NaN,,
1296,NaN,NaN,100,-1,117,78,36,NaN,57,121,NaN,15,116
1297,NaN,NaN,,,,,,NaN,,,NaN,,
1298,NaN,NaN,100,-2,117,77,36,NaN,56,122,NaN,15,116
1299,NaN,NaN,,,,,,NaN,,,NaN,,
1300,NaN,NaN,100,-2,116,75,36,NaN,52,115,NaN,15,116
1301,NaN,NaN,,,,,,NaN,,,NaN,,
1302,NaN,NaN,100,-2,116,73,36,NaN,52,116,NaN,15,116
1303,NaN,NaN,,,,,,NaN,,,NaN,,
1304,NaN,NaN,100,-2,115,73,36,NaN,51,114,NaN,15,116
1305,NaN,NaN,,,,,,NaN,,,NaN,,
1306,NaN,NaN,100,-2,114,71,36,NaN,51,114,NaN,15,115
1307,NaN,NaN,,,,,,NaN,,,NaN,,
1308,NaN,NaN,100,-2,113,71,36,NaN,50,112,NaN,15,114
1309,NaN,NaN,,,,,,NaN,,,NaN,,
1310,NaN,NaN,100,-2,111,71,36,NaN,51,114,NaN,15,112
1311,NaN,NaN,,,,,,NaN,,,NaN,,
1312,NaN,NaN,100,-2,110,72,36,NaN,52,114,NaN,15,111
1313,NaN,NaN,,,,,,NaN,,,NaN,,
1314,NaN,NaN,100,-2,110,74,36,NaN,56,118,NaN,15,110
1315,NaN,NaN,,,,,,NaN,,,NaN,,
1316,NaN,NaN,100,-2,110,77,36,NaN,57,123,NaN,15,109
1317,NaN,NaN,,,,,,NaN,,,NaN,,
1318,NaN,NaN,100,-2,110,79,36,NaN,60,124,NaN,15,109
1319,NaN,NaN,,,,,,NaN,,,NaN,,
1320,NaN,NaN,100,-2,111,80,36,NaN,61,124,NaN,15,109
1321,NaN,NaN,,,,,,NaN,,,NaN,,
1322,NaN,NaN,100,-2,112,81,36,NaN,62,125,NaN,15,110
1323,NaN,NaN,,,,,,NaN,,,NaN,,
1324,NaN,NaN,100,-2,113,81,36,NaN,61,124,NaN,15,112
1325,NaN,NaN,,,,,,NaN,,,NaN,,
1326,NaN,NaN,100,-2,114,80,36,NaN,60,123,NaN,15,113
1327,NaN,NaN,,,,,,NaN,,,NaN,,
1328,NaN,NaN,100,-2,115,80,36,NaN,61,123,NaN,15,114
1329,NaN,NaN,,,,,,NaN,,,NaN,,
1330,NaN,NaN,100,-2,115,80,36,NaN,60,124,NaN,15,114
1331,NaN,NaN,,,,,,NaN,,,NaN,,
1332,NaN,NaN,100,-2,114,78,36,NaN,56,120,NaN,15,114
1333,NaN,NaN,,,,,,NaN,,,NaN,,
1334,NaN,NaN,100,-2,114,77,36,NaN,56,120,NaN,15,114
1335,NaN,NaN,,,,,,NaN,,,NaN,,
1336,NaN,NaN,100,-2,113,78,36,NaN,59,123,NaN,15,113
1337,NaN,NaN,,,,,,NaN,,,NaN,,
1338,NaN,NaN,100,-2,112,79,36,NaN,59,124,NaN,15,112
1339,NaN,NaN,,,,,,NaN,,,NaN,,
1340,NaN,NaN,100,-2,111,78,36,NaN,59,122,NaN,15,111
1341,NaN,NaN,,,,,,NaN,,,NaN,,
1342,NaN,NaN,100,-2,110,76,36,NaN,56,117,NaN,15,110
1343,NaN,NaN,,,,,,NaN,,,NaN,,
1344,NaN,NaN,100,-2,110,76,36,NaN,56,117,NaN,15,109
1345,NaN,NaN,,,,,,NaN,,,NaN,,
1346,NaN,NaN,100,-2,110,76,36,NaN,56,118,NaN,15,109
1347,NaN,NaN,,,,,,NaN,,,NaN,,
1348,NaN,NaN,100,-2,118,79,36,NaN,61,122,NaN,15,110
1349,NaN,NaN,,,,,,NaN,,,NaN,,
1350,NaN,NaN,100,-1,120,81,36,NaN,64,126,NaN,15,110
1351,NaN,NaN,,,,,,NaN,,,NaN,,
1352,NaN,NaN,100,-1,114,82,36,NaN,63,127,NaN,15,111
1353,NaN,NaN,,,,,,NaN,,,NaN,,
1354,NaN,NaN,100,-1,115,81,36,NaN,60,127,NaN,15,113
1355,NaN,NaN,,,,,,NaN,,,NaN,,
1356,NaN,NaN,100,-1,117,78,36,NaN,57,123,NaN,15,115
1357,NaN,NaN,,,,,,NaN,,,NaN,,
1358,NaN,NaN,100,-1,117,78,36,NaN,59,128,NaN,15,116
1359,NaN,NaN,,,,,,NaN,,,NaN,,
1360,NaN,NaN,100,-1,115,77,36,NaN,56,125,NaN,15,116
1361,NaN,NaN,,,,,,NaN,,,NaN,,
1362,NaN,NaN,100,-1,117,76,36,NaN,54,126,NaN,15,117
1363,NaN,NaN,,,,,,NaN,,,NaN,,
1364,NaN,NaN,100,-1,117,75,36,NaN,53,122,NaN,15,116
1365,NaN,NaN,,,,,,NaN,,,NaN,,
1366,NaN,NaN,100,-1,116,74,36,NaN,53,122,NaN,15,116
1367,NaN,NaN,,,,,,NaN,,,NaN,,
1368,NaN,NaN,100,-1,116,74,37,NaN,53,119,NaN,15,116
1369,NaN,NaN,,,,,,NaN,,,NaN,,
1370,NaN,NaN,100,-2,116,73,37,NaN,52,118,NaN,15,115
1371,NaN,NaN,,,,,,NaN,,,NaN,,
1372,NaN,NaN,100,-2,116,72,37,NaN,50,114,NaN,15,116
1373,NaN,NaN,,,,,,NaN,,,NaN,,
1374,NaN,NaN,100,-2,117,74,37,NaN,53,119,NaN,15,116
1375,NaN,NaN,,,,,,NaN,,,NaN,,
1376,NaN,NaN,100,-2,117,75,36,NaN,54,119,NaN,15,116
1377,NaN,NaN,,,,,,NaN,,,NaN,,
1378,NaN,NaN,100,-2,114,76,36,NaN,55,121,NaN,15,117
1379,NaN,NaN,,,,,,NaN,,,NaN,,
1380,NaN,NaN,100,-2,115,76,36,NaN,55,121,NaN,15,117
1381,NaN,NaN,,,,,,NaN,,,NaN,,
1382,NaN,NaN,100,-2,118,74,36,NaN,53,119,NaN,15,118
1383,NaN,NaN,,,,,,NaN,,,NaN,,
1384,NaN,NaN,100,-2,118,73,37,NaN,51,116,NaN,15,118
1385,NaN,NaN,,,,,,NaN,,,NaN,,
1386,NaN,NaN,100,-2,117,71,37,NaN,49,114,NaN,15,118
1387,NaN,NaN,,,,,,NaN,,,NaN,,
1388,NaN,NaN,100,-2,116,70,37,NaN,49,112,NaN,15,117
1389,NaN,NaN,,,,,,NaN,,,NaN,,
1390,NaN,NaN,100,-2,115,70,37,NaN,50,113,NaN,15,116
1391,NaN,NaN,,,,,,NaN,,,NaN,,
1392,NaN,NaN,100,-2,113,70,36,NaN,51,113,NaN,15,114
1393,NaN,NaN,,,,,,NaN,,,NaN,,
1394,NaN,NaN,100,-2,112,70,36,NaN,51,112,NaN,15,113
1395,NaN,NaN,,,,,,NaN,,,NaN,,
1396,NaN,NaN,100,-2,111,70,36,NaN,52,111,NaN,15,111
1397,NaN,NaN,,,,,,NaN,,,NaN,,
1398,NaN,NaN,100,-2,110,70,36,NaN,51,111,NaN,15,110
1399,NaN,NaN,,,,,,NaN,,,NaN,,
1400,NaN,NaN,100,-2,109,71,37,NaN,53,112,NaN,15,109
1401,NaN,NaN,,,,,,NaN,,,NaN,,
1402,NaN,NaN,100,-2,109,70,37,NaN,53,112,NaN,15,109
1403,NaN,NaN,,,,,,NaN,,,NaN,,
1404,NaN,NaN,100,-2,108,70,37,NaN,53,112,NaN,15,108
1405,NaN,NaN,,,,,,NaN,,,NaN,,
1406,NaN,NaN,100,-2,108,69,37,NaN,52,110,NaN,15,108
1407,NaN,NaN,,,,,,NaN,,,NaN,,
1408,NaN,NaN,100,-2,107,70,37,NaN,54,111,NaN,15,107
1409,NaN,NaN,,,,,,NaN,,,NaN,,
1410,NaN,NaN,100,-2,107,70,37,NaN,53,110,NaN,15,107
1411,NaN,NaN,,,,,,NaN,,,NaN,,
1412,NaN,NaN,100,-2,107,71,37,NaN,54,111,NaN,15,107
1413,NaN,NaN,,,,,,NaN,,,NaN,,
1414,NaN,NaN,100,-1,107,70,36,NaN,53,110,NaN,15,107
1415,NaN,NaN,,,,,,NaN,,,NaN,,
1416,NaN,NaN,100,-1,107,70,36,NaN,54,111,NaN,15,107
1417,NaN,NaN,,,,,,NaN,,,NaN,,
1418,NaN,NaN,100,-1,106,70,36,NaN,53,110,NaN,15,106
1419,NaN,NaN,,,,,,NaN,,,NaN,,
1420,NaN,NaN,100,-1,106,70,36,NaN,53,110,NaN,15,106
1421,NaN,NaN,,,,,,NaN,,,NaN,,
1422,NaN,NaN,100,-2,106,70,36,NaN,53,109,NaN,15,106
1423,NaN,NaN,,,,,,NaN,,,NaN,,
1424,NaN,NaN,100,-2,106,70,36,NaN,54,110,NaN,15,106
1425,NaN,NaN,,,,,,NaN,,,NaN,,
1426,NaN,NaN,100,-2,106,70,36,NaN,53,109,NaN,15,106
1427,NaN,NaN,,,,,,NaN,,,NaN,,
1428,NaN,NaN,100,-2,107,70,36,NaN,53,110,NaN,15,106
1429,NaN,NaN,,,,,,NaN,,,NaN,,
1430,NaN,NaN,100,-2,107,69,36,NaN,52,109,NaN,15,106
1431,NaN,NaN,,,,,,NaN,,,NaN,,
1432,NaN,NaN,100,-2,107,71,36,NaN,54,111,NaN,15,106
1433,NaN,NaN,,,,,,NaN,,,NaN,,
1434,NaN,NaN,100,-2,107,70,36,NaN,54,111,NaN,15,106
1435,NaN,NaN,,,,,,NaN,,,NaN,,
1436,NaN,NaN,100,-2,107,71,36,NaN,54,112,NaN,15,106
1437,NaN,NaN,,,,,,NaN,,,NaN,,
1438,NaN,NaN,100,-2,107,70,36,NaN,53,111,NaN,15,106
1439,NaN,NaN,,,,,,NaN,,,NaN,,
1440,NaN,NaN,100,-2,106,70,36,NaN,53,111,NaN,15,106
1441,NaN,NaN,,,,,,NaN,,,NaN,,
1442,NaN,NaN,100,-2,106,69,36,NaN,52,110,NaN,15,106
1443,NaN,NaN,,,,,,NaN,,,NaN,,
1444,NaN,NaN,100,-3,106,72,36,NaN,57,114,NaN,15,106
1445,NaN,NaN,,,,,,NaN,,,NaN,,
1446,NaN,NaN,100,-3,106,75,36,NaN,59,119,NaN,15,105
1447,NaN,NaN,,,,,,NaN,,,NaN,,
1448,NaN,NaN,100,-3,107,77,36,NaN,60,123,NaN,15,106
1449,NaN,NaN,,,,,,NaN,,,NaN,,
1450,NaN,NaN,100,-3,108,76,36,NaN,59,123,NaN,15,106
1451,NaN,NaN,,,,,,NaN,,,NaN,,
1452,NaN,NaN,100,-2,108,77,36,NaN,58,123,NaN,15,107
1453,NaN,NaN,,,,,,NaN,,,NaN,,
1454,NaN,NaN,100,-2,109,76,36,NaN,57,122,NaN,15,108
1455,NaN,NaN,,,,,,NaN,,,NaN,,
1456,NaN,NaN,100,-2,109,75,36,NaN,56,122,NaN,15,108
1457,NaN,NaN,,,,,,NaN,,,NaN,,
1458,NaN,NaN,100,-2,109,72,36,NaN,53,118,NaN,15,109
1459,NaN,NaN,,,,,,NaN,,,NaN,,
1460,NaN,NaN,100,-2,108,72,36,NaN,53,119,NaN,15,109
1461,NaN,NaN,,,,,,NaN,,,NaN,,
1462,NaN,NaN,100,-2,107,74,36,NaN,56,123,NaN,15,108
1463,NaN,NaN,,,,,,NaN,,,NaN,,
1464,NaN,NaN,100,-2,107,76,36,NaN,58,126,NaN,15,107
1465,NaN,NaN,,,,,,NaN,,,NaN,,
1466,NaN,NaN,100,-2,106,76,36,NaN,58,127,NaN,15,106
1467,NaN,NaN,,,,,,NaN,,,NaN,,
1468,NaN,NaN,100,-2,106,76,36,NaN,58,125,NaN,15,106
1469,NaN,NaN,,,,,,NaN,,,NaN,,
1470,NaN,NaN,100,-3,105,74,36,NaN,56,123,NaN,15,105
1471,NaN,NaN,,,,,,NaN,,,NaN,,
1472,NaN,NaN,100,-3,105,75,36,NaN,57,125,NaN,15,104
1473,NaN,NaN,,,,,,NaN,,,NaN,,
1474,NaN,NaN,100,-2,104,76,36,NaN,59,127,NaN,15,104
1475,NaN,NaN,,,,,,NaN,,,NaN,,
1476,NaN,NaN,100,-2,104,77,36,NaN,58,128,NaN,15,104
1477,NaN,NaN,,,,,,NaN,,,NaN,,
1478,NaN,NaN,100,-2,104,75,36,NaN,57,125,NaN,15,103
1479,NaN,NaN,,,,,,NaN,,,NaN,,
1480,NaN,NaN,100,-2,109,74,36,NaN,56,124,NaN,15,103
1481,NaN,NaN,,,,,,NaN,,,NaN,,
1482,NaN,NaN,100,-2,108,73,36,NaN,53,120,NaN,15,103
1483,NaN,NaN,,,,,,NaN,,,NaN,,
1484,NaN,NaN,100,-2,106,73,36,NaN,55,122,NaN,15,103
1485,NaN,NaN,,,,,,NaN,,,NaN,,
1486,NaN,NaN,100,-3,103,73,36,NaN,56,121,NaN,15,103
1487,NaN,NaN,,,,,,NaN,,,NaN,,
1488,NaN,NaN,100,-3,104,76,36,NaN,59,126,NaN,15,103
1489,NaN,NaN,,,,,,NaN,,,NaN,,
1490,NaN,NaN,100,-3,103,76,36,NaN,59,126,NaN,15,103
1491,NaN,NaN,,,,,,NaN,,,NaN,,
1492,NaN,NaN,100,-3,103,77,36,NaN,59,127,NaN,15,102
1493,NaN,NaN,,,,,,NaN,,,NaN,,
1494,NaN,NaN,100,-3,103,75,36,NaN,57,123,NaN,15,102
1495,NaN,NaN,,,,,,NaN,,,NaN,,
1496,NaN,NaN,100,-3,103,75,36,NaN,57,124,NaN,15,102
1497,NaN,NaN,,,,,,NaN,,,NaN,,
1498,NaN,NaN,100,-3,103,74,36,NaN,57,123,NaN,15,103
1499,NaN,NaN,,,,,,NaN,,,NaN,,
1500,NaN,NaN,100,-3,104,75,37,NaN,58,124,NaN,15,103
1501,NaN,NaN,,,,,,NaN,,,NaN,,
1502,NaN,NaN,100,-3,104,74,37,NaN,56,121,NaN,15,103
1503,NaN,NaN,,,,,,NaN,,,NaN,,
1504,NaN,NaN,100,-3,104,74,37,NaN,57,122,NaN,15,103
1505,NaN,NaN,,,,,,NaN,,,NaN,,
1506,NaN,NaN,100,-3,105,73,37,NaN,55,120,NaN,15,104
1507,NaN,NaN,,,,,,NaN,,,NaN,,
1508,NaN,NaN,100,-3,105,75,36,NaN,58,124,NaN,15,104
1509,NaN,NaN,,,,,,NaN,,,NaN,,
1510,NaN,NaN,100,-3,106,76,36,NaN,59,125,NaN,15,104
1511,NaN,NaN,,,,,,NaN,,,NaN,,
1512,NaN,NaN,100,-3,106,81,36,NaN,65,131,NaN,15,104
1513,NaN,NaN,,,,,,NaN,,,NaN,,
1514,NaN,NaN,100,-3,108,82,36,NaN,64,132,NaN,15,104
1515,NaN,NaN,,,,,,NaN,,,NaN,,
1516,NaN,NaN,100,-3,107,82,36,NaN,63,132,NaN,15,105
1517,NaN,NaN,,,,,,NaN,,,NaN,,
1518,NaN,NaN,100,-3,107,77,36,NaN,57,123,NaN,15,106
1519,NaN,NaN,,,,,,NaN,,,NaN,,
1520,NaN,NaN,100,-3,107,78,37,NaN,60,128,NaN,15,106
1521,NaN,NaN,,,,,,NaN,,,NaN,,
1522,NaN,NaN,100,-3,108,80,37,NaN,62,131,NaN,15,107
1523,NaN,NaN,,,,,,NaN,,,NaN,,
1524,NaN,NaN,100,-3,109,82,37,NaN,64,133,NaN,15,107
1525,NaN,NaN,,,,,,NaN,,,NaN,,
1526,NaN,NaN,100,-3,110,82,37,NaN,63,133,NaN,15,109
1527,NaN,NaN,,,,,,NaN,,,NaN,,
1528,NaN,NaN,100,-3,111,81,36,NaN,61,131,NaN,15,110
1529,NaN,NaN,,,,,,NaN,,,NaN,,
1530,NaN,NaN,100,-3,112,78,36,NaN,57,125,NaN,15,111
1531,NaN,NaN,,,,,,NaN,,,NaN,,
1532,NaN,NaN,100,-3,113,76,36,NaN,56,123,NaN,15,112
1533,NaN,NaN,,,,,,NaN,,,NaN,,
1534,NaN,NaN,100,-3,113,75,36,NaN,54,122,NaN,15,112
1535,NaN,NaN,,,,,,NaN,,,NaN,,
1536,NaN,NaN,100,-3,114,74,36,NaN,53,120,NaN,15,113
1537,NaN,NaN,,,,,,NaN,,,NaN,,
1538,NaN,NaN,100,-2,114,74,36,NaN,53,119,NaN,15,114
1539,NaN,NaN,,,,,,NaN,,,NaN,,
1540,NaN,NaN,100,-2,114,75,36,NaN,55,121,NaN,15,114
1541,NaN,NaN,,,,,,NaN,,,NaN,,
1542,NaN,NaN,100,-2,113,74,36,NaN,55,121,NaN,15,113
1543,NaN,NaN,,,,,,NaN,,,NaN,,
1544,NaN,NaN,100,-2,113,76,36,NaN,57,123,NaN,15,113
1545,NaN,NaN,,,,,,NaN,,,NaN,,
1546,NaN,NaN,100,-2,112,78,36,NaN,60,126,NaN,15,112
1547,NaN,NaN,,,,,,NaN,,,NaN,,
1548,NaN,NaN,100,-2,112,80,36,NaN,61,130,NaN,15,112
1549,NaN,NaN,,,,,,NaN,,,NaN,,
1550,NaN,NaN,100,-2,111,80,36,NaN,61,130,NaN,15,111
1551,NaN,NaN,,,,,,NaN,,,NaN,,
1552,NaN,NaN,100,-2,111,80,36,NaN,60,128,NaN,15,110
1553,NaN,NaN,,,,,,NaN,,,NaN,,
1554,NaN,NaN,100,-3,110,78,36,NaN,58,127,NaN,15,110
1555,NaN,NaN,,,,,,NaN,,,NaN,,
1556,NaN,NaN,100,-3,110,77,36,NaN,57,126,NaN,15,109
1557,NaN,NaN,,,,,,NaN,,,NaN,,
1558,NaN,NaN,100,-3,109,76,36,NaN,57,125,NaN,15,109
1559,NaN,NaN,,,,,,NaN,,,NaN,,
1560,NaN,NaN,100,-3,110,77,36,NaN,58,126,NaN,15,109
1561,NaN,NaN,,,,,,NaN,,,NaN,,
1562,NaN,NaN,100,-3,109,77,36,NaN,58,127,NaN,15,109
1563,NaN,NaN,,,,,,NaN,,,NaN,,
1564,NaN,NaN,100,-3,110,77,36,NaN,58,126,NaN,15,109
1565,NaN,NaN,,,,,,NaN,,,NaN,,
1566,NaN,NaN,100,-3,110,75,36,NaN,56,123,NaN,15,109
1567,NaN,NaN,,,,,,NaN,,,NaN,,
1568,NaN,NaN,100,-3,110,76,36,NaN,58,125,NaN,15,109
1569,NaN,NaN,,,,,,NaN,,,NaN,,
1570,NaN,NaN,100,-3,110,76,36,NaN,57,125,NaN,15,109
1571,NaN,NaN,,,,,,NaN,,,NaN,,
1572,NaN,NaN,100,-3,110,78,36,NaN,59,126,NaN,15,109
1573,NaN,NaN,,,,,,NaN,,,NaN,,
1574,NaN,NaN,100,-3,110,76,36,NaN,57,124,NaN,15,109
1575,NaN,NaN,,,,,,NaN,,,NaN,,
1576,NaN,NaN,100,-3,110,77,36,NaN,58,125,NaN,15,109
1577,NaN,NaN,,,,,,NaN,,,NaN,,
1578,NaN,NaN,100,-3,110,76,36,NaN,57,123,NaN,15,110
1579,NaN,NaN,,,,,,NaN,,,NaN,,
1580,NaN,NaN,100,-3,110,76,36,NaN,57,123,NaN,15,109
1581,NaN,NaN,,,,,,NaN,,,NaN,,
1582,NaN,NaN,100,-3,109,75,36,NaN,56,122,NaN,15,109
1583,NaN,NaN,,,,,,NaN,,,NaN,,
1584,NaN,NaN,100,-3,109,75,36,NaN,55,121,NaN,15,109
1585,NaN,NaN,,,,,,NaN,,,NaN,,
1586,NaN,NaN,100,-3,108,74,36,NaN,50,122,NaN,15,108
1587,NaN,NaN,,,,,,NaN,,,NaN,,
1588,NaN,NaN,100,-3,108,76,36,NaN,56,123,NaN,15,108
1589,NaN,NaN,,,,,,NaN,,,NaN,,
1590,NaN,NaN,100,-3,107,76,36,NaN,57,122,NaN,15,107
1591,NaN,NaN,,,,,,NaN,,,NaN,,
1592,NaN,NaN,100,-3,107,77,36,NaN,59,127,NaN,15,107
1593,NaN,NaN,,,,,,NaN,,,NaN,,
1594,NaN,NaN,100,-3,107,77,36,NaN,59,125,NaN,15,106
1595,NaN,NaN,,,,,,NaN,,,NaN,,
1596,NaN,NaN,100,-3,107,76,36,NaN,57,125,NaN,15,106
1597,NaN,NaN,,,,,,NaN,,,NaN,,
1598,NaN,NaN,100,-2,106,74,36,NaN,55,121,NaN,15,106
1599,NaN,NaN,,,,,,NaN,,,NaN,,
1600,NaN,NaN,100,-2,106,74,36,NaN,57,123,NaN,15,106
1601,NaN,NaN,,,,,,NaN,,,NaN,,
1602,NaN,NaN,100,-2,106,74,36,NaN,56,122,NaN,15,105
1603,NaN,NaN,,,,,,NaN,,,NaN,,
1604,NaN,NaN,100,-2,102,75,36,NaN,58,124,NaN,15,105
1605,NaN,NaN,,,,,,NaN,,,NaN,,
1606,NaN,NaN,100,4,101,76,36,NaN,58,125,NaN,15,105
1607,NaN,NaN,,,,,,NaN,,,NaN,,
1608,NaN,NaN,100,4,106,77,36,NaN,59,128,NaN,15,105
1609,NaN,NaN,,,,,,NaN,,,NaN,,
1610,NaN,NaN,100,11,106,76,36,NaN,58,126,NaN,15,105
1611,NaN,NaN,,,,,,NaN,,,NaN,,
1612,NaN,NaN,100,11,105,76,36,NaN,57,125,NaN,15,106
1613,NaN,NaN,,,,,,NaN,,,NaN,,
1614,NaN,NaN,100,1,108,74,36,NaN,56,122,NaN,15,106
1615,NaN,NaN,,,,,,NaN,,,NaN,,
1616,NaN,NaN,100,1,103,75,36,NaN,56,125,NaN,15,106
1617,NaN,NaN,,,,,,NaN,,,NaN,,
1618,NaN,NaN,100,21,105,75,36,NaN,56,123,NaN,15,106
1619,NaN,NaN,,,,,,NaN,,,NaN,,
1620,NaN,NaN,100,21,107,75,36,NaN,57,123,NaN,15,106
1621,NaN,NaN,,,,,,NaN,,,NaN,,
1622,NaN,NaN,100,17,107,75,36,NaN,56,122,NaN,15,106
1623,NaN,NaN,,,,,,NaN,,,NaN,,
1624,NaN,NaN,100,17,107,75,36,NaN,56,122,NaN,15,107
1625,NaN,NaN,,,,,,NaN,,,NaN,,
1626,NaN,NaN,100,2,107,74,36,NaN,55,120,NaN,15,107
1627,NaN,NaN,,,,,,NaN,,,NaN,,
1628,NaN,NaN,100,2,108,74,36,NaN,55,121,NaN,15,107
1629,NaN,NaN,,,,,,NaN,,,NaN,,
1630,NaN,NaN,100,2,108,73,36,NaN,52,117,NaN,15,107
1631,NaN,NaN,,,,,,NaN,,,NaN,,
1632,NaN,NaN,100,6,108,74,36,NaN,57,121,NaN,15,107
1633,NaN,NaN,,,,,,NaN,,,NaN,,
1634,NaN,NaN,100,6,107,76,36,NaN,59,125,NaN,15,107
1635,NaN,NaN,,,,,,NaN,,,NaN,,
1636,NaN,NaN,100,5,107,78,36,NaN,60,128,NaN,15,107
1637,NaN,NaN,,,,,,NaN,,,NaN,,
1638,NaN,NaN,100,5,106,77,36,NaN,59,126,NaN,15,105
1639,NaN,NaN,,,,,,NaN,,,NaN,,
1640,NaN,NaN,100,6,105,76,36,NaN,57,125,NaN,15,105
1641,NaN,NaN,,,,,,NaN,,,NaN,,
1642,NaN,NaN,100,6,104,73,36,NaN,54,121,NaN,15,104
1643,NaN,NaN,,,,,,NaN,,,NaN,,
1644,NaN,NaN,100,5,103,74,36,NaN,57,124,NaN,15,103
1645,NaN,NaN,,,,,,NaN,,,NaN,,
1646,NaN,NaN,100,5,102,74,36,NaN,57,124,NaN,15,102
1647,NaN,NaN,,,,,,NaN,,,NaN,,
1648,NaN,NaN,100,6,102,76,36,NaN,58,126,NaN,15,102
1649,NaN,NaN,,,,,,NaN,,,NaN,,
1650,NaN,NaN,100,6,101,75,36,NaN,58,125,NaN,15,101
1651,NaN,NaN,,,,,,NaN,,,NaN,,
1652,NaN,NaN,100,4,101,75,36,NaN,57,124,NaN,15,101
1653,NaN,NaN,,,,,,NaN,,,NaN,,
1654,NaN,NaN,100,4,101,74,36,NaN,57,123,NaN,15,100
1655,NaN,NaN,,,,,,NaN,,,NaN,,
1656,NaN,NaN,100,7,101,76,36,NaN,59,126,NaN,15,100
1657,NaN,NaN,,,,,,NaN,,,NaN,,
1658,NaN,NaN,100,7,101,76,36,NaN,59,126,NaN,15,100
1659,NaN,NaN,,,,,,NaN,,,NaN,,
