time,SNUADC/CVP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/RR_CO2,Solar8000/HR
0,NaN,NaN,,,,,,NaN,,,NaN,,
1,-495.6260070800781,-4.9562602043151855,,,,,,-491.88665771484375,,,-4.9562602043151855,,
2,-495.6240234375,-4.956240177154541,100,-3,91,1,,-491.88470458984375,1,1,-4.956240177154541,,91
3,NaN,NaN,,,,,,NaN,,,NaN,,
4,NaN,NaN,100,-3,91,1,,NaN,1,1,NaN,,91
5,NaN,NaN,,,,,,NaN,,,NaN,,
6,NaN,NaN,100,-3,91,1,0,NaN,1,1,NaN,,90
7,NaN,NaN,,,,,,NaN,,,NaN,,
8,NaN,NaN,100,-3,91,1,0,NaN,1,1,NaN,,90
9,NaN,NaN,,,,,,NaN,,,NaN,,
10,NaN,NaN,100,-3,91,1,0,NaN,1,1,NaN,,90
11,NaN,NaN,,,,,,NaN,,,NaN,,
12,NaN,NaN,100,-3,91,1,0,NaN,1,1,NaN,,90
13,NaN,NaN,,,,,,NaN,,,NaN,,
14,NaN,NaN,100,-3,92,0,0,NaN,0,0,NaN,,90
15,NaN,NaN,,,,,,NaN,,,NaN,,
16,NaN,NaN,100,-3,93,0,0,NaN,0,0,NaN,,91
17,NaN,NaN,,,,,,NaN,,,NaN,,
18,NaN,NaN,100,-3,93,0,0,NaN,0,0,NaN,,93
19,NaN,NaN,,,,,,NaN,,,NaN,,
20,NaN,NaN,100,-3,92,0,0,NaN,0,0,NaN,,93
21,NaN,NaN,,,,,,NaN,,,NaN,,
22,NaN,NaN,100,-3,91,0,0,NaN,0,0,NaN,,92
23,NaN,NaN,,,,,,NaN,,,NaN,,
24,NaN,NaN,100,-3,91,0,0,NaN,0,0,NaN,,90
25,NaN,NaN,,,,,,NaN,,,NaN,,
26,NaN,NaN,100,-3,91,0,0,NaN,0,0,NaN,,90
27,NaN,NaN,,,,,,NaN,,,NaN,,
28,NaN,NaN,100,-3,92,0,0,NaN,0,0,NaN,,91
29,NaN,NaN,,,,,,NaN,,,NaN,,
30,NaN,NaN,100,-3,92,0,0,NaN,0,0,NaN,,92
31,NaN,NaN,,,,,,NaN,,,NaN,,
32,NaN,NaN,100,-3,92,0,0,NaN,0,0,NaN,,91
33,NaN,NaN,,,,,,NaN,,,NaN,,
34,NaN,NaN,100,-3,91,1,0,NaN,1,1,NaN,,91
35,NaN,NaN,,,,,,NaN,,,NaN,,
36,NaN,NaN,100,-3,91,1,0,NaN,1,1,NaN,,90
37,NaN,NaN,,,,,,NaN,,,NaN,,
38,NaN,NaN,100,-3,91,1,0,NaN,1,1,NaN,,90
39,NaN,NaN,,,,,,NaN,,,NaN,,
40,NaN,NaN,100,-1,91,1,0,NaN,1,1,NaN,,91
41,NaN,NaN,,,,,,NaN,,,NaN,,
42,NaN,NaN,100,-1,91,0,0,NaN,0,0,NaN,,91
43,NaN,NaN,,,,,,NaN,,,NaN,,
44,NaN,NaN,100,-2,90,0,0,NaN,0,0,NaN,,90
45,NaN,NaN,,,,,,NaN,,,NaN,,
46,NaN,NaN,100,-2,90,0,0,NaN,0,0,NaN,,89
47,NaN,NaN,,,,,,NaN,,,NaN,,
48,NaN,NaN,100,-2,91,0,0,NaN,0,0,NaN,,90
49,NaN,NaN,,,,,,NaN,,,NaN,,
50,NaN,NaN,100,-2,91,0,0,NaN,0,0,NaN,,90
51,NaN,NaN,,,,,,NaN,,,NaN,,
52,NaN,NaN,100,-2,92,0,0,NaN,0,0,NaN,,91
53,NaN,NaN,,,,,,NaN,,,NaN,,
54,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,91
55,NaN,NaN,,,,,,NaN,,,NaN,,
56,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,92
57,NaN,NaN,,,,,,NaN,,,NaN,,
58,NaN,NaN,100,-2,92,0,0,NaN,0,0,NaN,,93
59,NaN,NaN,,,,,,NaN,,,NaN,,
60,NaN,NaN,100,-2,91,0,0,NaN,0,0,NaN,,92
61,NaN,NaN,,,,,,NaN,,,NaN,,
62,NaN,NaN,100,-3,90,0,0,NaN,0,0,NaN,,90
63,NaN,NaN,,,,,,NaN,,,NaN,,
64,NaN,NaN,100,-3,90,0,0,NaN,0,0,NaN,,89
65,NaN,NaN,,,,,,NaN,,,NaN,,
66,NaN,NaN,100,-3,89,0,0,NaN,0,0,NaN,,89
67,NaN,NaN,,,,,,NaN,,,NaN,,
68,NaN,NaN,100,-3,89,0,0,NaN,0,0,NaN,,88
69,NaN,NaN,,,,,,NaN,,,NaN,,
70,NaN,NaN,100,-3,89,0,0,NaN,0,0,NaN,,88
71,NaN,NaN,,,,,,NaN,,,NaN,,
72,NaN,NaN,100,-3,89,0,0,NaN,0,0,NaN,,88
73,NaN,NaN,,,,,,NaN,,,NaN,,
74,NaN,NaN,100,-3,90,0,0,NaN,0,0,NaN,,89
75,NaN,NaN,,,,,,NaN,,,NaN,,
76,NaN,NaN,100,-3,90,0,0,NaN,0,0,NaN,,90
77,NaN,NaN,,,,,,NaN,,,NaN,,
78,NaN,NaN,100,-3,91,0,0,NaN,0,0,NaN,,90
79,NaN,NaN,,,,,,NaN,,,NaN,,
80,NaN,NaN,100,-3,90,0,0,NaN,0,0,NaN,,90
81,NaN,NaN,,,,,,NaN,,,NaN,,
82,NaN,NaN,100,-3,90,0,0,NaN,0,0,NaN,,90
83,NaN,NaN,,,,,,NaN,,,NaN,,
84,NaN,NaN,100,-3,90,0,0,NaN,0,0,NaN,,90
85,NaN,NaN,,,,,,NaN,,,NaN,,
86,NaN,NaN,100,-3,90,0,0,NaN,0,0,NaN,,90
87,NaN,NaN,,,,,,NaN,,,NaN,,
88,NaN,NaN,100,-3,90,0,0,NaN,0,0,NaN,,90
89,NaN,NaN,,,,,,NaN,,,NaN,,
90,NaN,NaN,100,-3,91,0,0,NaN,0,0,NaN,,90
91,NaN,NaN,,,,,,NaN,,,NaN,,
92,NaN,NaN,100,-3,91,0,0,NaN,0,0,NaN,,90
93,NaN,NaN,,,,,,NaN,,,NaN,,
94,NaN,NaN,100,-3,91,0,0,NaN,0,0,NaN,,90
95,NaN,NaN,,,,,,NaN,,,NaN,,
96,NaN,NaN,100,-2,91,0,0,NaN,0,0,NaN,,90
97,NaN,NaN,,,,,,NaN,,,NaN,,
98,NaN,NaN,100,-2,91,0,0,NaN,0,0,NaN,,91
99,NaN,NaN,,,,,,NaN,,,NaN,,
100,NaN,NaN,100,-2,91,0,0,NaN,0,0,NaN,,91
101,NaN,NaN,,,,,,NaN,,,NaN,,
102,NaN,NaN,100,-2,90,0,0,NaN,0,0,NaN,,91
103,NaN,NaN,,,,,,NaN,,,NaN,,
104,NaN,NaN,100,-2,89,0,0,NaN,0,0,NaN,,90
105,NaN,NaN,,,,,,NaN,,,NaN,,
106,NaN,NaN,100,-2,90,1,0,NaN,1,1,NaN,,91
107,NaN,NaN,,,,,,NaN,,,NaN,,
108,NaN,NaN,100,-2,91,1,0,NaN,1,1,NaN,,90
109,NaN,NaN,,,,,,NaN,,,NaN,,
110,NaN,NaN,100,-2,92,1,0,NaN,1,1,NaN,,91
111,NaN,NaN,,,,,,NaN,,,NaN,,
112,NaN,NaN,100,-2,94,1,0,NaN,1,1,NaN,,92
113,NaN,NaN,,,,,,NaN,,,NaN,,
114,NaN,NaN,100,-2,94,1,0,NaN,1,1,NaN,,93
115,NaN,NaN,,,,,,NaN,,,NaN,,
116,NaN,NaN,100,-2,94,1,0,NaN,1,1,NaN,,94
117,NaN,NaN,,,,,,NaN,,,NaN,,
118,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,93
119,NaN,NaN,,,,,,NaN,,,NaN,,
120,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,93
121,NaN,NaN,,,,,,NaN,,,NaN,,
122,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,93
123,NaN,NaN,,,,,,NaN,,,NaN,,
124,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,92
125,NaN,NaN,,,,,,NaN,,,NaN,,
126,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,93
127,NaN,NaN,,,,,,NaN,,,NaN,,
128,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,93
129,NaN,NaN,,,,,,NaN,,,NaN,,
130,NaN,NaN,100,-2,93,1,0,NaN,1,1,NaN,,93
131,NaN,NaN,,,,,,NaN,,,NaN,,
132,NaN,NaN,100,-2,93,1,0,NaN,1,1,NaN,,92
133,NaN,NaN,,,,,,NaN,,,NaN,,
134,NaN,NaN,100,-2,94,1,0,NaN,1,1,NaN,,93
135,NaN,NaN,,,,,,NaN,,,NaN,,
136,NaN,NaN,100,-2,95,1,0,NaN,1,1,NaN,,94
137,NaN,NaN,,,,,,NaN,,,NaN,,
138,NaN,NaN,100,-2,94,0,0,NaN,0,0,NaN,,95
139,NaN,NaN,,,,,,NaN,,,NaN,,
140,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,94
141,NaN,NaN,,,,,,NaN,,,NaN,,
142,NaN,NaN,100,-2,92,0,0,NaN,0,0,NaN,,93
143,NaN,NaN,,,,,,NaN,,,NaN,,
144,NaN,NaN,100,-2,93,0,0,NaN,0,0,NaN,,92
145,NaN,NaN,,,,,,NaN,,,NaN,,
146,NaN,NaN,100,-2,93,1,0,NaN,1,1,NaN,,92
147,NaN,NaN,,,,,,NaN,,,NaN,,
148,NaN,NaN,100,-2,93,1,0,NaN,1,1,NaN,,92
149,NaN,NaN,,,,,,NaN,,,NaN,,
150,NaN,NaN,100,-2,93,1,0,NaN,1,1,NaN,,93
151,NaN,NaN,,,,,,NaN,,,NaN,,
152,NaN,NaN,,-2,,1,0,NaN,1,1,NaN,,93
153,NaN,NaN,,,,,,NaN,,,NaN,,
154,NaN,NaN,,-2,,0,0,NaN,0,0,NaN,,93
155,NaN,NaN,,,,,,NaN,,,NaN,,
156,NaN,NaN,,-2,,0,0,NaN,0,0,NaN,,93
157,NaN,NaN,,,,,,NaN,,,NaN,,
158,NaN,NaN,,-2,,0,0,NaN,0,0,NaN,,92
159,NaN,NaN,,,,,,NaN,,,NaN,,
160,NaN,NaN,,-2,,0,0,NaN,0,0,NaN,,92
161,NaN,NaN,,,,,,NaN,,,NaN,,
162,NaN,NaN,,-2,,0,0,NaN,0,0,NaN,,92
163,NaN,NaN,,,,,,NaN,,,NaN,,
164,NaN,NaN,100,-2,92,0,0,NaN,0,0,NaN,,91
165,NaN,NaN,,,,,,NaN,,,NaN,,
166,NaN,NaN,100,-2,92,1,0,NaN,1,1,NaN,,90
167,NaN,NaN,,,,,,NaN,,,NaN,,
168,NaN,NaN,100,-2,93,1,0,NaN,1,1,NaN,,91
169,NaN,NaN,,,,,,NaN,,,NaN,,
170,NaN,NaN,100,-2,92,1,0,NaN,1,1,NaN,,92
171,NaN,NaN,,,,,,NaN,,,NaN,,
172,NaN,NaN,100,-2,91,1,0,NaN,1,1,NaN,,92
173,NaN,NaN,,,,,,NaN,,,NaN,,
174,NaN,NaN,100,-2,91,1,0,NaN,1,1,NaN,,91
175,NaN,NaN,,,,,,NaN,,,NaN,,
176,NaN,NaN,100,-2,90,1,0,NaN,1,1,NaN,,90
177,NaN,NaN,,,,,,NaN,,,NaN,,
178,NaN,NaN,100,-2,89,0,0,NaN,0,0,NaN,,90
179,NaN,NaN,,,,,,NaN,,,NaN,,
180,NaN,NaN,100,-2,89,0,0,NaN,0,0,NaN,,89
181,NaN,NaN,,,,,,NaN,,,NaN,,
182,NaN,NaN,100,-2,89,0,0,NaN,0,0,NaN,,88
183,NaN,NaN,,,,,,NaN,,,NaN,,
184,NaN,NaN,100,-2,88,0,0,NaN,0,0,NaN,,88
185,NaN,NaN,,,,,,NaN,,,NaN,,
186,NaN,NaN,100,-2,88,0,0,NaN,0,0,NaN,,88
187,NaN,NaN,,,,,,NaN,,,NaN,,
188,NaN,NaN,100,-2,88,0,0,NaN,0,0,NaN,,88
189,NaN,NaN,,,,,,NaN,,,NaN,,
190,NaN,NaN,100,-2,88,1,0,NaN,1,1,NaN,,89
191,NaN,NaN,,,,,,NaN,,,NaN,,
192,NaN,NaN,100,-2,89,1,0,NaN,1,1,NaN,,89
193,NaN,NaN,,,,,,NaN,,,NaN,,
194,NaN,NaN,100,-2,90,0,0,NaN,0,0,NaN,,89
195,NaN,NaN,,,,,,NaN,,,NaN,,
196,NaN,NaN,100,-2,89,0,0,NaN,0,0,NaN,,89
197,NaN,NaN,,,,,,NaN,,,NaN,,
198,NaN,NaN,100,-2,88,1,0,NaN,1,1,NaN,,88
199,NaN,NaN,,,,,,NaN,,,NaN,,
200,NaN,NaN,100,-2,85,1,0,NaN,1,1,NaN,,88
201,NaN,NaN,,,,,,NaN,,,NaN,,
202,NaN,NaN,100,-2,82,1,0,NaN,1,1,NaN,,85
203,NaN,NaN,,,,,,NaN,,,NaN,,
204,NaN,NaN,100,-2,80,1,0,NaN,1,1,NaN,,79
205,NaN,NaN,,,,,,NaN,,,NaN,,
206,NaN,NaN,100,-2,79,1,0,NaN,1,1,NaN,,77
207,NaN,NaN,,,,,,NaN,,,NaN,,
208,NaN,NaN,100,-2,81,1,0,NaN,1,1,NaN,,78
209,NaN,NaN,,,,,,NaN,,,NaN,,
210,NaN,NaN,100,-2,83,1,32,NaN,1,1,NaN,,81
211,NaN,NaN,,,,,,NaN,,,NaN,,
212,NaN,NaN,100,-2,83,1,32,NaN,1,1,NaN,,83
213,NaN,NaN,,,,,,NaN,,,NaN,,
214,NaN,NaN,100,-1,83,1,32,NaN,1,1,NaN,,83
215,NaN,NaN,,,,,,NaN,,,NaN,,
216,NaN,NaN,100,-1,82,1,32,NaN,1,1,NaN,,82
217,NaN,NaN,,,,,,NaN,,,NaN,,
218,NaN,NaN,100,-1,82,1,,NaN,1,1,NaN,,81
219,NaN,NaN,,,,,,NaN,,,NaN,,
220,NaN,NaN,100,-1,81,1,,NaN,1,1,NaN,,81
221,NaN,NaN,,,,,,NaN,,,NaN,,
222,NaN,NaN,100,-1,81,1,,NaN,1,1,NaN,,81
223,NaN,NaN,,,,,,NaN,,,NaN,,
224,NaN,NaN,100,-2,80,1,,NaN,1,1,NaN,,80
225,NaN,NaN,,,,,,NaN,,,NaN,,
226,NaN,NaN,100,-2,81,0,,NaN,0,0,NaN,,80
227,NaN,NaN,,,,,,NaN,,,NaN,,
228,NaN,NaN,100,-2,81,0,,NaN,0,0,NaN,,80
229,NaN,NaN,,,,,,NaN,,,NaN,,
230,NaN,NaN,100,-2,82,0,,NaN,0,0,NaN,,81
231,NaN,NaN,,,,,,NaN,,,NaN,,
232,NaN,NaN,100,-2,82,0,,NaN,0,0,NaN,,81
233,NaN,NaN,,,,,,NaN,,,NaN,,
234,NaN,NaN,100,-2,81,0,,NaN,0,0,NaN,,81
235,NaN,NaN,,,,,,NaN,,,NaN,,
236,NaN,NaN,100,-2,80,0,,NaN,0,0,NaN,,80
237,NaN,NaN,,,,,,NaN,,,NaN,,
238,NaN,NaN,100,-2,80,0,,NaN,0,0,NaN,,80
239,NaN,NaN,,,,,,NaN,,,NaN,,
240,NaN,NaN,100,-2,80,0,,NaN,0,0,NaN,,79
241,NaN,NaN,,,,,,NaN,,,NaN,,
242,NaN,NaN,100,-2,80,0,,NaN,0,0,NaN,,79
243,NaN,NaN,,,,,,NaN,,,NaN,,
244,NaN,NaN,100,-2,79,0,,NaN,0,0,NaN,,79
245,NaN,NaN,,,,,,NaN,,,NaN,,
246,NaN,NaN,100,-2,79,1,,NaN,1,1,NaN,,79
247,NaN,NaN,,,,,,NaN,,,NaN,,
248,NaN,NaN,100,-2,79,1,,NaN,1,1,NaN,,78
249,NaN,NaN,,,,,,NaN,,,NaN,,
250,NaN,NaN,100,-2,80,0,,NaN,0,0,NaN,,78
251,NaN,NaN,,,,,,NaN,,,NaN,,
252,NaN,NaN,100,-2,81,0,,NaN,0,0,NaN,,79
253,NaN,NaN,,,,,,NaN,,,NaN,,
254,NaN,NaN,100,-2,82,0,,NaN,0,0,NaN,,81
255,NaN,NaN,,,,,,NaN,,,NaN,,
256,NaN,NaN,100,-2,82,0,,NaN,0,0,NaN,,82
257,NaN,NaN,,,,,,NaN,,,NaN,,
258,NaN,NaN,100,-2,81,0,,NaN,0,0,NaN,,81
259,NaN,NaN,,,,,,NaN,,,NaN,,
260,NaN,NaN,100,-2,81,0,,NaN,0,0,NaN,,81
261,NaN,NaN,,,,,,NaN,,,NaN,,
262,NaN,NaN,100,-2,80,1,,NaN,1,1,NaN,,80
263,NaN,NaN,,,,,,NaN,,,NaN,,
264,NaN,NaN,100,-2,80,1,,NaN,1,1,NaN,,79
265,NaN,NaN,,,,,,NaN,,,NaN,,
266,NaN,NaN,100,-2,79,0,,NaN,0,0,NaN,,79
267,NaN,NaN,,,,,,NaN,,,NaN,,
268,NaN,NaN,100,-2,79,0,,NaN,0,0,NaN,,79
269,NaN,NaN,,,,,,NaN,,,NaN,,
270,NaN,NaN,100,-2,79,0,,NaN,0,0,NaN,,78
271,NaN,NaN,,,,,,NaN,,,NaN,,
272,NaN,NaN,100,-2,79,0,,NaN,0,0,NaN,,78
273,NaN,NaN,,,,,,NaN,,,NaN,,
274,NaN,NaN,100,-1,78,0,,NaN,0,0,NaN,,78
275,NaN,NaN,,,,,,NaN,,,NaN,,
276,NaN,NaN,100,-1,78,0,,NaN,0,0,NaN,,78
277,NaN,NaN,,,,,,NaN,,,NaN,,
278,NaN,NaN,100,-2,78,0,,NaN,0,0,NaN,,78
279,NaN,NaN,,,,,,NaN,,,NaN,,
280,NaN,NaN,100,-2,78,0,,NaN,0,0,NaN,,78
281,NaN,NaN,,,,,,NaN,,,NaN,,
282,NaN,NaN,100,-2,78,0,,NaN,0,0,NaN,,77
283,NaN,NaN,,,,,,NaN,,,NaN,,
284,NaN,NaN,100,-2,78,0,,NaN,0,0,NaN,,77
285,NaN,NaN,,,,,,NaN,,,NaN,,
286,NaN,NaN,100,-2,77,0,,NaN,0,0,NaN,,77
287,NaN,NaN,,,,,,NaN,,,NaN,,
288,NaN,NaN,100,-2,77,0,,NaN,0,0,NaN,,77
289,NaN,NaN,,,,,,NaN,,,NaN,,
290,NaN,NaN,100,-2,77,1,,NaN,1,1,NaN,,77
291,NaN,NaN,,,,,,NaN,,,NaN,,
292,NaN,NaN,100,-2,77,1,,NaN,1,1,NaN,,76
293,NaN,NaN,,,,,,NaN,,,NaN,,
294,NaN,NaN,100,-2,77,1,,NaN,1,1,NaN,,76
295,NaN,NaN,,,,,,NaN,,,NaN,,
296,NaN,NaN,100,-2,77,1,,NaN,1,1,NaN,,77
297,NaN,NaN,,,,,,NaN,,,NaN,,
298,NaN,NaN,100,-2,78,1,,NaN,1,1,NaN,,77
299,NaN,NaN,,,,,,NaN,,,NaN,,
300,NaN,NaN,100,-2,78,1,,NaN,1,1,NaN,,77
301,NaN,NaN,,,,,,NaN,,,NaN,,
302,NaN,NaN,100,-2,78,0,,NaN,0,0,NaN,,78
303,NaN,NaN,,,,,,NaN,,,NaN,,
304,NaN,NaN,100,-2,79,0,,NaN,0,0,NaN,,78
305,NaN,NaN,,,,,,NaN,,,NaN,,
306,NaN,NaN,100,-2,79,0,,NaN,0,0,NaN,,78
307,NaN,NaN,,,,,,NaN,,,NaN,,
308,NaN,NaN,100,-2,80,0,,NaN,0,0,NaN,,79
309,NaN,NaN,,,,,,NaN,,,NaN,,
310,NaN,NaN,100,-2,80,0,,NaN,0,0,NaN,,79
311,NaN,NaN,,,,,,NaN,,,NaN,,
312,NaN,NaN,100,-2,81,0,,NaN,0,0,NaN,,80
313,NaN,NaN,,,,,,NaN,,,NaN,,
314,NaN,NaN,100,-2,82,1,,NaN,1,1,NaN,,81
315,NaN,NaN,,,,,,NaN,,,NaN,,
316,NaN,NaN,100,-2,82,1,,NaN,1,1,NaN,,82
317,NaN,NaN,,,,,,NaN,,,NaN,,
318,NaN,NaN,100,-2,83,1,,NaN,1,1,NaN,,82
319,NaN,NaN,,,,,,NaN,,,NaN,,
320,NaN,NaN,100,-2,83,1,,NaN,1,1,NaN,,82
321,NaN,NaN,,,,,,NaN,,,NaN,,
322,NaN,NaN,100,-2,83,0,,NaN,0,0,NaN,,82
323,NaN,NaN,,,,,,NaN,,,NaN,,
324,NaN,NaN,100,-2,83,0,,NaN,0,0,NaN,,83
325,NaN,NaN,,,,,,NaN,,,NaN,,
326,NaN,NaN,100,-2,84,0,,NaN,0,0,NaN,,83
327,NaN,NaN,,,,,,NaN,,,NaN,,
328,NaN,NaN,100,-2,84,0,,NaN,0,0,NaN,,83
329,NaN,NaN,,,,,,NaN,,,NaN,,
330,NaN,NaN,100,-2,84,0,,NaN,0,0,NaN,,83
331,NaN,NaN,,,,,,NaN,,,NaN,,
332,NaN,NaN,100,-2,84,0,,NaN,0,0,NaN,,83
333,NaN,NaN,,,,,,NaN,,,NaN,,
334,NaN,NaN,100,-2,84,0,,NaN,0,0,NaN,,83
335,NaN,NaN,,,,,,NaN,,,NaN,,
336,NaN,NaN,100,-2,83,0,,NaN,0,0,NaN,,83
337,NaN,NaN,,,,,,NaN,,,NaN,,
338,NaN,NaN,100,-1,83,0,,NaN,0,0,NaN,,83
339,NaN,NaN,,,,,,NaN,,,NaN,,
340,NaN,NaN,100,-1,83,0,,NaN,0,0,NaN,,83
341,NaN,NaN,,,,,,NaN,,,NaN,,
342,NaN,NaN,100,-2,83,0,,NaN,0,0,NaN,,82
343,NaN,NaN,,,,,,NaN,,,NaN,,
344,NaN,NaN,100,-2,83,0,,NaN,0,0,NaN,,82
345,NaN,NaN,,,,,,NaN,,,NaN,,
346,NaN,NaN,100,-2,82,0,,NaN,0,0,NaN,,82
347,NaN,NaN,,,,,,NaN,,,NaN,,
348,NaN,NaN,100,-2,82,0,,NaN,0,0,NaN,,82
349,NaN,NaN,,,,,,NaN,,,NaN,,
350,NaN,NaN,100,-2,82,0,,NaN,0,0,NaN,,82
351,NaN,NaN,,,,,,NaN,,,NaN,,
352,NaN,NaN,100,-2,82,0,,NaN,0,0,NaN,,81
353,NaN,NaN,,,,,,NaN,,,NaN,,
354,NaN,NaN,100,-2,82,0,,NaN,0,0,NaN,,81
355,NaN,NaN,,,,,,NaN,,,NaN,,
356,NaN,NaN,100,-2,82,-17,,NaN,,92,NaN,,82
357,NaN,NaN,,,,,,NaN,,,NaN,,
358,NaN,NaN,100,-2,82,-4,,NaN,-62,105,NaN,,82
359,NaN,NaN,,,,,,NaN,,,NaN,,
360,NaN,NaN,100,-2,82,3,,NaN,-29,52,NaN,,82
361,NaN,NaN,,,,,,NaN,,,NaN,,
362,NaN,NaN,100,-2,82,-1,,NaN,,,NaN,,81
363,NaN,NaN,,,,,,NaN,,,NaN,,
364,NaN,NaN,100,-2,82,-6,,NaN,,,NaN,,81
365,NaN,NaN,,,,,,NaN,,,NaN,,
366,NaN,NaN,100,-2,82,1,,NaN,,,NaN,,81
367,NaN,NaN,,,,,,NaN,,,NaN,,
368,NaN,NaN,100,-2,82,1,,NaN,,,NaN,,82
369,NaN,NaN,,,,,,NaN,,,NaN,,
370,NaN,NaN,100,-2,82,3,,NaN,-23,59,NaN,,82
371,NaN,NaN,,,,,,NaN,,,NaN,,
372,NaN,NaN,100,-2,82,4,,NaN,-62,70,NaN,,82
373,NaN,NaN,,,,,,NaN,,,NaN,,
374,NaN,NaN,100,-2,82,1,,NaN,-53,41,NaN,,81
375,NaN,NaN,,,,,,NaN,,,NaN,,
376,NaN,NaN,100,-2,83,25,,NaN,15,152,NaN,,82
377,NaN,NaN,,,,,,NaN,,,NaN,,
378,NaN,NaN,100,-2,85,50,,NaN,41,121,NaN,,83
379,NaN,NaN,,,,,,NaN,,,NaN,,
380,NaN,NaN,100,-2,87,56,,NaN,45,109,NaN,,84
381,NaN,NaN,,,,,,NaN,,,NaN,,
382,NaN,NaN,100,-2,88,60,,NaN,48,100,NaN,,86
383,NaN,NaN,,,,,,NaN,,,NaN,,
384,NaN,NaN,100,-2,89,64,8,NaN,50,103,NaN,,87
385,NaN,NaN,,,,,,NaN,,,NaN,,
386,NaN,NaN,100,-2,91,66,8,NaN,49,107,NaN,,88
387,NaN,NaN,,,,,,NaN,,,NaN,,
388,NaN,NaN,100,-2,92,68,8,NaN,48,106,NaN,,90
389,NaN,NaN,,,,,,NaN,,,NaN,,
390,NaN,NaN,100,-2,94,70,7,NaN,17,142,NaN,6,92
391,NaN,NaN,,,,,,NaN,,,NaN,,
392,NaN,NaN,100,-2,96,71,7,NaN,46,112,NaN,6,93
393,NaN,NaN,,,,,,NaN,,,NaN,,
394,NaN,NaN,100,1,97,69,7,NaN,50,107,NaN,6,95
395,NaN,NaN,,,,,,NaN,,,NaN,,
396,NaN,NaN,100,1,99,66,7,NaN,45,88,NaN,6,97
397,NaN,NaN,,,,,,NaN,,,NaN,,
398,NaN,NaN,100,-1,100,64,13,NaN,45,89,NaN,6,98
399,NaN,NaN,,,,,,NaN,,,NaN,,
400,NaN,NaN,100,-1,101,64,13,NaN,47,100,NaN,6,100
401,NaN,NaN,,,,,,NaN,,,NaN,,
402,NaN,NaN,100,-2,102,64,13,NaN,29,103,NaN,6,101
403,NaN,NaN,,,,,,NaN,,,NaN,,
404,NaN,NaN,100,-2,102,63,13,NaN,45,93,NaN,5,101
405,NaN,NaN,,,,,,NaN,,,NaN,,
406,NaN,NaN,100,-2,102,66,13,NaN,31,108,NaN,5,102
407,NaN,NaN,,,,,,NaN,,,NaN,,
408,NaN,NaN,100,-2,103,62,13,NaN,46,85,NaN,5,102
409,NaN,NaN,,,,,,NaN,,,NaN,,
410,NaN,NaN,100,-2,103,63,13,NaN,48,96,NaN,5,102
411,NaN,NaN,,,,,,NaN,,,NaN,,
412,NaN,NaN,100,-2,103,63,20,NaN,47,97,NaN,5,102
413,NaN,NaN,,,,,,NaN,,,NaN,,
414,NaN,NaN,100,-2,103,63,20,NaN,48,98,NaN,5,102
415,NaN,NaN,,,,,,NaN,,,NaN,,
416,NaN,NaN,100,-2,103,63,20,NaN,47,98,NaN,5,102
417,NaN,NaN,,,,,,NaN,,,NaN,,
418,NaN,NaN,100,-2,103,64,26,NaN,17,125,NaN,5,103
419,NaN,NaN,,,,,,NaN,,,NaN,,
420,NaN,NaN,100,-2,104,62,26,NaN,21,91,NaN,5,103
421,NaN,NaN,,,,,,NaN,,,NaN,,
422,NaN,NaN,100,-2,104,63,26,NaN,37,86,NaN,5,103
423,NaN,NaN,,,,,,NaN,,,NaN,,
424,NaN,NaN,100,-2,104,63,26,NaN,43,100,NaN,5,103
425,NaN,NaN,,,,,,NaN,,,NaN,,
426,NaN,NaN,100,-2,104,62,29,NaN,42,94,NaN,7,103
427,NaN,NaN,,,,,,NaN,,,NaN,,
428,NaN,NaN,100,-2,104,61,29,NaN,44,92,NaN,7,103
429,NaN,NaN,,,,,,NaN,,,NaN,,
430,NaN,NaN,100,-2,103,60,29,NaN,46,94,NaN,7,103
431,NaN,NaN,,,,,,NaN,,,NaN,,
432,NaN,NaN,100,-2,103,60,29,NaN,43,91,NaN,7,103
433,NaN,NaN,,,,,,NaN,,,NaN,,
434,NaN,NaN,100,-2,103,58,27,NaN,41,80,NaN,11,103
435,NaN,NaN,,,,,,NaN,,,NaN,,
436,NaN,NaN,100,-2,103,59,27,NaN,19,80,NaN,11,103
437,NaN,NaN,,,,,,NaN,,,NaN,,
438,NaN,NaN,100,-2,103,59,27,NaN,43,90,NaN,11,102
439,NaN,NaN,,,,,,NaN,,,NaN,,
