time,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_SPO2
8161,104,34,NaN,NaN,79,NaN,7,156,14,45,43,NaN,100
8162,,,NaN,NaN,,NaN,,,,,,NaN,
8163,106,33,NaN,NaN,81,NaN,7,160,14,45,44,NaN,100
8164,,,NaN,NaN,,NaN,,,,,,NaN,
8165,110,33,NaN,NaN,81,NaN,7,165,14,47,47,NaN,100
8166,,,NaN,NaN,,NaN,,,,,,NaN,
8167,112,33,NaN,NaN,82,NaN,7,166,14,48,48,NaN,100
8168,,,NaN,NaN,,NaN,,,,,,NaN,
8169,112,33,NaN,NaN,81,NaN,6,164,14,50,49,NaN,100
8170,,,NaN,NaN,,NaN,,,,,,NaN,
8171,112,33,NaN,NaN,80,NaN,6,163,14,51,50,NaN,100
8172,,,NaN,NaN,,NaN,,,,,,NaN,
8173,112,33,NaN,NaN,80,NaN,6,161,14,52,51,NaN,100
8174,,,NaN,NaN,,NaN,,,,,,NaN,
8175,111,33,NaN,NaN,79,NaN,6,159,14,52,51,NaN,100
8176,,,NaN,NaN,,NaN,,,,,,NaN,
8177,111,33,NaN,NaN,78,NaN,7,159,14,52,52,NaN,100
8178,,,NaN,NaN,,NaN,,,,,,NaN,
8179,110,33,NaN,NaN,77,NaN,7,157,14,53,52,NaN,100
8180,,,NaN,NaN,,NaN,,,,,,NaN,
8181,109,33,NaN,NaN,77,NaN,7,158,14,53,53,NaN,100
8182,,,NaN,NaN,,NaN,,,,,,NaN,
8183,108,33,NaN,NaN,76,NaN,7,154,14,54,53,NaN,100
8184,,,NaN,NaN,,NaN,,,,,,NaN,
8185,108,33,NaN,NaN,76,NaN,7,156,14,54,53,NaN,100
8186,,,NaN,NaN,,NaN,,,,,,NaN,
8187,107,33,NaN,NaN,75,NaN,6,152,14,54,53,NaN,100
8188,,,NaN,NaN,,NaN,,,,,,NaN,
8189,106,34,NaN,NaN,75,NaN,6,152,14,54,53,NaN,100
8190,,,NaN,NaN,,NaN,,,,,,NaN,
8191,105,34,NaN,NaN,74,NaN,6,149,14,54,54,NaN,100
8192,,,NaN,NaN,,NaN,,,,,,NaN,
8193,104,34,NaN,NaN,73,NaN,6,148,14,54,54,NaN,100
8194,,,NaN,NaN,,NaN,,,,,,NaN,
8195,103,34,NaN,NaN,72,NaN,6,145,14,54,54,NaN,100
8196,,,NaN,NaN,,NaN,,,,,,NaN,
8197,102,34,NaN,NaN,73,NaN,6,146,14,54,54,NaN,100
8198,,,NaN,NaN,,NaN,,,,,,NaN,
8199,102,34,NaN,NaN,73,NaN,6,146,14,55,54,NaN,100
8200,,,NaN,NaN,,NaN,,,,,,NaN,
8201,103,34,NaN,NaN,74,NaN,6,146,14,55,54,NaN,100
8202,,,NaN,NaN,,NaN,,,,,,NaN,
8203,102,34,NaN,NaN,72,NaN,6,148,14,55,54,NaN,100
8204,,,NaN,NaN,,NaN,,,,,,NaN,
8205,101,34,NaN,NaN,71,NaN,6,145,14,55,54,NaN,100
8206,,,NaN,NaN,,NaN,,,,,,NaN,
8207,101,34,NaN,NaN,71,NaN,6,144,14,54,54,NaN,100
8208,,,NaN,NaN,,NaN,,,,,,NaN,
8209,100,34,NaN,NaN,71,NaN,6,143,14,54,58,NaN,100
8210,,,NaN,NaN,,NaN,,,,,,NaN,
8211,101,34,NaN,NaN,71,NaN,6,145,14,54,58,NaN,100
8212,,,NaN,NaN,,NaN,,,,,,NaN,
8213,100,33,NaN,NaN,71,NaN,6,142,14,54,58,NaN,100
8214,,,NaN,NaN,,NaN,,,,,,NaN,
8215,99,33,NaN,NaN,70,NaN,6,143,14,54,58,NaN,100
8216,,,NaN,NaN,,NaN,,,,,,NaN,
8217,97,33,NaN,NaN,67,NaN,6,138,14,53,53,NaN,100
8218,,,NaN,NaN,,NaN,,,,,,NaN,
8219,96,34,NaN,NaN,66,NaN,6,137,14,53,52,NaN,100
8220,,,NaN,NaN,,NaN,,,,,,NaN,
8221,94,34,NaN,NaN,67,NaN,6,134,14,52,52,NaN,100
8222,,,NaN,NaN,,NaN,,,,,,NaN,
8223,96,34,NaN,NaN,69,NaN,6,139,14,52,51,NaN,100
8224,,,NaN,NaN,,NaN,,,,,,NaN,
8225,98,34,NaN,NaN,72,NaN,6,143,14,51,50,NaN,100
8226,,,NaN,NaN,,NaN,,,,,,NaN,
8227,100,34,NaN,NaN,73,NaN,6,146,14,51,45,NaN,100
8228,,,NaN,NaN,,NaN,,,,,,NaN,
8229,102,34,NaN,NaN,75,NaN,6,150,14,51,45,NaN,100
8230,,,NaN,NaN,,NaN,,,,,,NaN,
8231,105,34,NaN,NaN,76,NaN,6,154,14,52,45,NaN,100
8232,,,NaN,NaN,,NaN,,,,,,NaN,
8233,105,34,NaN,NaN,76,NaN,6,155,14,52,45,NaN,100
8234,,,NaN,NaN,,NaN,,,,,,NaN,
8235,105,34,NaN,NaN,76,NaN,6,152,14,52,46,NaN,100
8236,,,NaN,NaN,,NaN,,,,,,NaN,
8237,105,34,NaN,NaN,75,NaN,6,151,14,52,46,NaN,100
8238,,,NaN,NaN,,NaN,,,,,,NaN,
8239,104,34,NaN,NaN,74,NaN,6,147,14,53,52,NaN,100
8240,,,NaN,NaN,,NaN,,,,,,NaN,
8241,103,34,NaN,NaN,73,NaN,6,148,14,53,52,NaN,100
8242,,,NaN,NaN,,NaN,,,,,,NaN,
8243,101,33,NaN,NaN,71,NaN,6,143,14,53,52,NaN,100
8244,,,NaN,NaN,,NaN,,,,,,NaN,
8245,100,33,NaN,NaN,71,NaN,6,143,14,53,52,NaN,100
8246,,,NaN,NaN,,NaN,,,,,,NaN,
8247,99,33,NaN,NaN,70,NaN,6,139,14,53,52,NaN,100
8248,,,NaN,NaN,,NaN,,,,,,NaN,
8249,98,33,NaN,NaN,70,NaN,6,140,14,53,52,NaN,100
8250,,,NaN,NaN,,NaN,,,,,,NaN,
8251,98,34,NaN,NaN,70,NaN,6,138,14,53,52,NaN,100
8252,,,NaN,NaN,,NaN,,,,,,NaN,
8253,98,34,NaN,NaN,70,NaN,6,141,14,53,52,NaN,100
8254,,,NaN,NaN,,NaN,,,,,,NaN,
8255,98,34,NaN,NaN,70,NaN,6,141,14,53,52,NaN,100
8256,,,NaN,NaN,,NaN,,,,,,NaN,
8257,98,34,NaN,NaN,70,NaN,6,142,14,53,52,NaN,100
8258,,,NaN,NaN,,NaN,,,,,,NaN,
8259,98,34,NaN,NaN,70,NaN,6,141,14,52,52,NaN,100
8260,,,NaN,NaN,,NaN,,,,,,NaN,
8261,98,34,NaN,NaN,71,NaN,6,141,14,53,52,NaN,100
8262,,,NaN,NaN,,NaN,,,,,,NaN,
8263,99,33,NaN,NaN,71,NaN,6,143,14,52,52,NaN,100
8264,,,NaN,NaN,,NaN,,,,,,NaN,
8265,99,33,NaN,NaN,72,NaN,6,143,14,52,52,NaN,100
8266,,,NaN,NaN,,NaN,,,,,,NaN,
8267,100,33,NaN,NaN,72,NaN,6,146,14,52,52,NaN,100
8268,,,NaN,NaN,,NaN,,,,,,NaN,
8269,100,33,NaN,NaN,72,NaN,6,145,14,52,52,NaN,100
8270,,,NaN,NaN,,NaN,,,,,,NaN,
8271,101,33,NaN,NaN,72,NaN,6,146,14,52,52,NaN,100
8272,,,NaN,NaN,,NaN,,,,,,NaN,
8273,100,33,NaN,NaN,71,NaN,6,144,14,52,51,NaN,100
8274,,,NaN,NaN,,NaN,,,,,,NaN,
8275,99,33,NaN,NaN,70,NaN,6,143,14,52,51,NaN,100
8276,,,NaN,NaN,,NaN,,,,,,NaN,
8277,97,33,NaN,NaN,69,NaN,6,138,14,52,51,NaN,100
8278,,,NaN,NaN,,NaN,,,,,,NaN,
8279,97,33,NaN,NaN,68,NaN,6,138,14,52,51,NaN,100
8280,,,NaN,NaN,,NaN,,,,,,NaN,
8281,96,33,NaN,NaN,67,NaN,6,135,14,52,51,NaN,100
8282,,,NaN,NaN,,NaN,,,,,,NaN,
8283,95,33,NaN,NaN,68,NaN,6,137,14,52,51,NaN,100
8284,,,NaN,NaN,,NaN,,,,,,NaN,
8285,95,33,NaN,NaN,67,NaN,6,138,14,51,51,NaN,100
8286,,,NaN,NaN,,NaN,,,,,,NaN,
8287,92,34,NaN,NaN,63,NaN,6,134,14,51,51,NaN,100
8288,,,NaN,NaN,,NaN,,,,,,NaN,
8289,91,34,NaN,NaN,62,NaN,7,133,14,49,48,NaN,100
8290,,,NaN,NaN,,NaN,,,,,,NaN,
8291,88,34,NaN,NaN,60,NaN,7,128,14,48,47,NaN,100
8292,,,NaN,NaN,,NaN,,,,,,NaN,
8293,88,33,NaN,NaN,63,NaN,7,129,14,47,49,NaN,100
8294,,,NaN,NaN,,NaN,,,,,,NaN,
8295,92,33,NaN,NaN,69,NaN,7,136,14,45,47,NaN,100
8296,,,NaN,NaN,,NaN,,,,,,NaN,
8297,95,33,NaN,NaN,72,NaN,7,143,14,44,46,NaN,100
8298,,,NaN,NaN,,NaN,,,,,,NaN,
8299,99,32,NaN,NaN,75,NaN,7,146,14,45,46,NaN,100
8300,,,NaN,NaN,,NaN,,,,,,NaN,
8301,102,32,NaN,NaN,77,NaN,7,150,14,46,49,NaN,100
8302,,,NaN,NaN,,NaN,,,,,,NaN,
8303,103,32,NaN,NaN,77,NaN,7,149,14,48,48,NaN,100
8304,,,NaN,NaN,,NaN,,,,,,NaN,
8305,104,32,NaN,NaN,76,NaN,7,152,14,50,50,NaN,100
8306,,,NaN,NaN,,NaN,,,,,,NaN,
8307,104,34,NaN,NaN,75,NaN,7,148,14,51,51,NaN,100
8308,,,NaN,NaN,,NaN,,,,,,NaN,
8309,104,34,NaN,NaN,74,NaN,7,149,14,52,52,NaN,100
8310,,,NaN,NaN,,NaN,,,,,,NaN,
8311,103,34,NaN,NaN,73,NaN,7,146,14,52,52,NaN,100
8312,,,NaN,NaN,,NaN,,,,,,NaN,
8313,101,33,NaN,NaN,72,NaN,7,145,14,52,52,NaN,100
8314,,,NaN,NaN,,NaN,,,,,,NaN,
8315,99,33,NaN,NaN,71,NaN,6,139,14,52,52,NaN,100
8316,,,NaN,NaN,,NaN,,,,,,NaN,
8317,99,33,NaN,NaN,71,NaN,6,138,14,51,58,NaN,100
8318,,,NaN,NaN,,NaN,,,,,,NaN,
8319,98,34,NaN,NaN,71,NaN,6,139,14,51,63,NaN,100
8320,,,NaN,NaN,,NaN,,,,,,NaN,
8321,99,34,NaN,NaN,72,NaN,6,142,14,51,63,NaN,100
8322,,,NaN,NaN,,NaN,,,,,,NaN,
8323,99,34,NaN,NaN,72,NaN,6,143,14,50,63,NaN,100
8324,,,NaN,NaN,,NaN,,,,,,NaN,
8325,98,33,NaN,NaN,72,NaN,6,140,14,50,62,NaN,100
8326,,,NaN,NaN,,NaN,,,,,,NaN,
8327,98,33,NaN,NaN,71,NaN,6,140,14,50,62,NaN,100
8328,,,NaN,NaN,,NaN,,,,,,NaN,
8329,98,33,NaN,NaN,71,NaN,6,139,14,50,61,NaN,100
8330,,,NaN,NaN,,NaN,,,,,,NaN,
8331,98,33,NaN,NaN,70,NaN,6,141,14,50,50,NaN,100
8332,,,NaN,NaN,,NaN,,,,,,NaN,
8333,96,33,NaN,NaN,70,NaN,6,136,14,50,50,NaN,100
8334,,,NaN,NaN,,NaN,,,,,,NaN,
8335,97,33,NaN,NaN,70,NaN,6,138,14,51,50,NaN,100
8336,,,NaN,NaN,,NaN,,,,,,NaN,
8337,96,32,NaN,NaN,70,NaN,6,137,14,51,50,NaN,100
8338,,,NaN,NaN,,NaN,,,,,,NaN,
8339,97,32,NaN,NaN,71,NaN,6,140,14,51,50,NaN,100
8340,,,NaN,NaN,,NaN,,,,,,NaN,
8341,97,32,NaN,NaN,71,NaN,6,138,14,51,50,NaN,100
8342,,,NaN,NaN,,NaN,,,,,,NaN,
8343,97,32,NaN,NaN,70,NaN,6,138,14,51,51,NaN,100
8344,,,NaN,NaN,,NaN,,,,,,NaN,
8345,96,32,NaN,NaN,68,NaN,6,135,14,52,51,NaN,100
8346,,,NaN,NaN,,NaN,,,,,,NaN,
8347,95,32,NaN,NaN,68,NaN,6,135,14,52,51,NaN,100
8348,,,NaN,NaN,,NaN,,,,,,NaN,
8349,95,33,NaN,NaN,67,NaN,7,135,14,52,51,NaN,100
8350,,,NaN,NaN,,NaN,,,,,,NaN,
8351,93,33,NaN,NaN,67,NaN,7,133,14,52,51,NaN,100
8352,,,NaN,NaN,,NaN,,,,,,NaN,
8353,93,33,NaN,NaN,67,NaN,6,132,14,52,51,NaN,100
8354,,,NaN,NaN,,NaN,,,,,,NaN,
8355,93,33,NaN,NaN,68,NaN,6,132,14,52,51,NaN,100
8356,,,NaN,NaN,,NaN,,,,,,NaN,
8357,94,33,NaN,NaN,68,NaN,6,134,14,52,51,NaN,100
8358,,,NaN,NaN,,NaN,,,,,,NaN,
8359,93,33,NaN,NaN,67,NaN,6,130,14,52,51,NaN,100
8360,,,NaN,NaN,,NaN,,,,,,NaN,
8361,92,33,NaN,NaN,66,NaN,6,131,14,52,51,NaN,100
8362,,,NaN,NaN,,NaN,,,,,,NaN,
8363,91,33,NaN,NaN,66,NaN,6,129,14,52,51,NaN,100
8364,,,NaN,NaN,,NaN,,,,,,NaN,
8365,91,33,NaN,NaN,66,NaN,6,130,14,52,51,NaN,100
8366,,,NaN,NaN,,NaN,,,,,,NaN,
8367,90,33,NaN,NaN,65,NaN,6,128,14,51,51,NaN,100
8368,,,NaN,NaN,,NaN,,,,,,NaN,
8369,90,33,NaN,NaN,65,NaN,6,129,14,51,54,NaN,100
8370,,,NaN,NaN,,NaN,,,,,,NaN,
8371,89,33,NaN,NaN,64,NaN,6,127,14,51,54,NaN,100
8372,,,NaN,NaN,,NaN,,,,,,NaN,
8373,89,33,NaN,NaN,64,NaN,6,127,14,51,54,NaN,100
8374,,,NaN,NaN,,NaN,,,,,,NaN,
8375,89,33,NaN,NaN,65,NaN,6,127,14,51,54,NaN,100
8376,,,NaN,NaN,,NaN,,,,,,NaN,
8377,90,33,NaN,NaN,66,NaN,6,128,14,51,50,NaN,100
8378,,,NaN,NaN,,NaN,,,,,,NaN,
8379,90,33,NaN,NaN,66,NaN,6,129,14,51,50,NaN,100
8380,,,NaN,NaN,,NaN,,,,,,NaN,
8381,91,33,NaN,NaN,67,NaN,6,129,14,51,50,NaN,100
8382,,,NaN,NaN,,NaN,,,,,,NaN,
8383,91,33,NaN,NaN,67,NaN,6,131,14,51,50,NaN,100
8384,,,NaN,NaN,,NaN,,,,,,NaN,
8385,90,33,NaN,NaN,66,NaN,6,127,14,51,50,NaN,100
8386,,,NaN,NaN,,NaN,,,,,,NaN,
8387,90,33,NaN,NaN,65,NaN,6,128,14,51,50,NaN,100
8388,,,NaN,NaN,,NaN,,,,,,NaN,
8389,89,33,NaN,NaN,65,NaN,6,126,14,51,50,NaN,100
8390,,,NaN,NaN,,NaN,,,,,,NaN,
8391,90,33,NaN,NaN,66,NaN,6,129,14,51,50,NaN,100
8392,,,NaN,NaN,,NaN,,,,,,NaN,
8393,91,33,NaN,NaN,67,NaN,6,128,14,51,50,NaN,100
8394,,,NaN,NaN,,NaN,,,,,,NaN,
8395,92,33,NaN,NaN,68,NaN,6,132,14,51,51,NaN,100
8396,,,NaN,NaN,,NaN,,,,,,NaN,
8397,92,33,NaN,NaN,68,NaN,6,130,14,51,51,NaN,100
8398,,,NaN,NaN,,NaN,,,,,,NaN,
8399,93,33,NaN,NaN,69,NaN,6,133,14,52,51,NaN,100
8400,,,NaN,NaN,,NaN,,,,,,NaN,
8401,94,33,NaN,NaN,69,NaN,6,133,14,52,51,NaN,100
8402,,,NaN,NaN,,NaN,,,,,,NaN,
8403,95,33,NaN,NaN,69,NaN,6,136,14,52,51,NaN,100
8404,,,NaN,NaN,,NaN,,,,,,NaN,
8405,94,34,NaN,NaN,69,NaN,6,133,14,52,51,NaN,100
8406,,,NaN,NaN,,NaN,,,,,,NaN,
8407,94,34,NaN,NaN,68,NaN,6,132,14,52,51,NaN,100
8408,,,NaN,NaN,,NaN,,,,,,NaN,
8409,94,34,NaN,NaN,69,NaN,6,132,14,52,51,NaN,100
8410,,,NaN,NaN,,NaN,,,,,,NaN,
8411,94,32,NaN,NaN,70,NaN,6,132,14,52,51,NaN,100
8412,,,NaN,NaN,,NaN,,,,,,NaN,
8413,96,32,NaN,NaN,71,NaN,6,137,14,52,51,NaN,100
8414,,,NaN,NaN,,NaN,,,,,,NaN,
8415,96,32,NaN,NaN,71,NaN,6,136,14,52,51,NaN,100
8416,,,NaN,NaN,,NaN,,,,,,NaN,
8417,96,33,NaN,NaN,70,NaN,6,136,14,52,51,NaN,100
8418,,,NaN,NaN,,NaN,,,,,,NaN,
8419,95,33,NaN,NaN,70,NaN,6,134,14,52,51,NaN,100
8420,,,NaN,NaN,,NaN,,,,,,NaN,
8421,95,33,NaN,NaN,69,NaN,6,135,14,52,51,NaN,100
8422,,,NaN,NaN,,NaN,,,,,,NaN,
8423,94,32,NaN,NaN,69,NaN,6,131,14,52,51,NaN,100
8424,,,NaN,NaN,,NaN,,,,,,NaN,
8425,94,32,NaN,NaN,69,NaN,6,133,14,51,51,NaN,100
8426,,,NaN,NaN,,NaN,,,,,,NaN,
8427,93,32,NaN,NaN,68,NaN,6,132,14,51,56,NaN,100
8428,,,NaN,NaN,,NaN,,,,,,NaN,
8429,93,32,NaN,NaN,68,NaN,6,133,14,51,56,NaN,100
8430,,,NaN,NaN,,NaN,,,,,,NaN,
8431,92,33,NaN,NaN,66,NaN,6,130,14,50,60,NaN,100
8432,,,NaN,NaN,,NaN,,,,,,NaN,
8433,92,33,NaN,NaN,67,NaN,6,130,14,50,60,NaN,100
8434,,,NaN,NaN,,NaN,,,,,,NaN,
8435,92,33,NaN,NaN,68,NaN,6,130,14,50,59,NaN,100
8436,,,NaN,NaN,,NaN,,,,,,NaN,
8437,92,33,NaN,NaN,68,NaN,6,130,14,50,59,NaN,100
8438,,,NaN,NaN,,NaN,,,,,,NaN,
8439,93,33,NaN,NaN,70,NaN,6,133,14,49,53,NaN,100
8440,,,NaN,NaN,,NaN,,,,,,NaN,
8441,94,33,NaN,NaN,70,NaN,6,133,14,49,53,NaN,100
8442,,,NaN,NaN,,NaN,,,,,,NaN,
8443,95,32,NaN,NaN,70,NaN,6,136,14,49,53,NaN,100
8444,,,NaN,NaN,,NaN,,,,,,NaN,
8445,95,32,NaN,NaN,70,NaN,6,135,14,49,53,NaN,100
8446,,,NaN,NaN,,NaN,,,,,,NaN,
8447,96,32,NaN,NaN,71,NaN,6,138,14,49,53,NaN,100
8448,,,NaN,NaN,,NaN,,,,,,NaN,
8449,97,32,NaN,NaN,72,NaN,6,139,14,49,53,NaN,100
8450,,,NaN,NaN,,NaN,,,,,,NaN,
8451,98,32,NaN,NaN,71,NaN,6,141,14,49,49,NaN,100
8452,,,NaN,NaN,,NaN,,,,,,NaN,
8453,97,32,NaN,NaN,70,NaN,6,139,14,49,49,NaN,100
8454,,,NaN,NaN,,NaN,,,,,,NaN,
8455,96,32,NaN,NaN,68,NaN,5,137,14,49,49,NaN,100
8456,,,NaN,NaN,,NaN,,,,,,NaN,
8457,94,33,NaN,NaN,67,NaN,5,132,14,49,49,NaN,100
8458,,,NaN,NaN,,NaN,,,,,,NaN,
8459,94,33,NaN,NaN,67,NaN,6,133,14,49,49,NaN,100
8460,,,NaN,NaN,,NaN,,,,,,NaN,
8461,93,33,NaN,NaN,68,NaN,6,131,14,50,49,NaN,100
8462,,,NaN,NaN,,NaN,,,,,,NaN,
8463,94,32,NaN,NaN,68,NaN,5,134,14,50,50,NaN,100
8464,,,NaN,NaN,,NaN,,,,,,NaN,
8465,93,32,NaN,NaN,66,NaN,5,131,14,50,50,NaN,100
8466,,,NaN,NaN,,NaN,,,,,,NaN,
8467,92,32,NaN,NaN,66,NaN,5,130,14,50,49,NaN,100
8468,,,NaN,NaN,,NaN,,,,,,NaN,
8469,91,33,NaN,NaN,66,NaN,5,131,14,50,48,NaN,100
8470,,,NaN,NaN,,NaN,,,,,,NaN,
8471,91,33,NaN,NaN,65,NaN,6,130,14,49,48,NaN,100
8472,,,NaN,NaN,,NaN,,,,,,NaN,
8473,91,33,NaN,NaN,66,NaN,6,132,14,48,48,NaN,100
8474,,,NaN,NaN,,NaN,,,,,,NaN,
8475,94,33,NaN,NaN,71,NaN,6,137,14,47,47,NaN,100
8476,,,NaN,NaN,,NaN,,,,,,NaN,
8477,97,33,NaN,NaN,74,NaN,6,146,14,46,46,NaN,100
8478,,,NaN,NaN,,NaN,,,,,,NaN,
8479,102,33,NaN,NaN,79,NaN,6,156,14,45,45,NaN,100
8480,,,NaN,NaN,,NaN,,,,,,NaN,
8481,105,33,NaN,NaN,80,NaN,6,161,14,45,48,NaN,100
8482,,,NaN,NaN,,NaN,,,,,,NaN,
8483,108,33,NaN,NaN,82,NaN,6,165,14,45,48,NaN,100
8484,,,NaN,NaN,,NaN,,,,,,NaN,
8485,110,33,NaN,NaN,83,NaN,6,168,14,45,48,NaN,100
8486,,,NaN,NaN,,NaN,,,,,,NaN,
8487,113,33,NaN,NaN,84,NaN,6,173,14,45,48,NaN,100
8488,,,NaN,NaN,,NaN,,,,,,NaN,
8489,115,33,NaN,NaN,85,NaN,6,175,14,45,48,NaN,100
8490,,,NaN,NaN,,NaN,,,,,,NaN,
8491,117,33,NaN,NaN,87,NaN,6,177,14,45,48,NaN,100
8492,,,NaN,NaN,,NaN,,,,,,NaN,
8493,119,33,NaN,NaN,88,NaN,6,179,14,45,48,NaN,100
8494,,,NaN,NaN,,NaN,,,,,,NaN,
8495,121,32,NaN,NaN,88,NaN,6,182,14,45,49,NaN,100
8496,,,NaN,NaN,,NaN,,,,,,NaN,
8497,121,32,NaN,NaN,87,NaN,6,182,14,45,46,NaN,100
8498,,,NaN,NaN,,NaN,,,,,,NaN,
8499,119,32,NaN,NaN,83,NaN,6,177,14,45,46,NaN,100
8500,,,NaN,NaN,,NaN,,,,,,NaN,
8501,117,33,NaN,NaN,81,NaN,6,173,14,45,45,NaN,100
8502,,,NaN,NaN,,NaN,,,,,,NaN,
8503,114,33,NaN,NaN,79,NaN,6,166,14,46,45,NaN,99
8504,,,NaN,NaN,,NaN,,,,,,NaN,
8505,113,33,NaN,NaN,80,NaN,6,164,14,46,46,NaN,100
8506,,,NaN,NaN,,NaN,,,,,,NaN,
8507,112,33,NaN,NaN,79,NaN,6,166,14,47,46,NaN,100
8508,,,NaN,NaN,,NaN,,,,,,NaN,
8509,110,33,NaN,NaN,77,NaN,6,161,14,47,46,NaN,100
8510,,,NaN,NaN,,NaN,,,,,,NaN,
8511,109,33,NaN,NaN,76,NaN,6,160,14,47,47,NaN,100
8512,,,NaN,NaN,,NaN,,,,,,NaN,
8513,106,32,NaN,NaN,74,NaN,6,154,14,47,47,NaN,100
8514,,,NaN,NaN,,NaN,,,,,,NaN,
8515,107,32,NaN,NaN,76,NaN,6,156,14,47,48,NaN,100
8516,,,NaN,NaN,,NaN,,,,,,NaN,
8517,106,32,NaN,NaN,75,NaN,6,155,14,48,48,NaN,100
8518,,,NaN,NaN,,NaN,,,,,,NaN,
8519,106,32,NaN,NaN,75,NaN,6,158,14,48,47,NaN,100
8520,,,NaN,NaN,,NaN,,,,,,NaN,
8521,105,33,NaN,NaN,74,NaN,6,156,14,47,47,NaN,100
8522,,,NaN,NaN,,NaN,,,,,,NaN,
8523,105,33,NaN,NaN,74,NaN,6,154,14,48,47,NaN,100
8524,,,NaN,NaN,,NaN,,,,,,NaN,
8525,106,33,NaN,NaN,77,NaN,6,156,14,48,47,NaN,100
8526,,,NaN,NaN,,NaN,,,,,,NaN,
8527,107,33,NaN,NaN,79,NaN,6,159,14,48,63,NaN,100
8528,,,NaN,NaN,,NaN,,,,,,NaN,
8529,111,33,NaN,NaN,81,NaN,6,167,14,48,64,NaN,100
8530,,,NaN,NaN,,NaN,,,,,,NaN,
8531,112,33,NaN,NaN,82,NaN,6,169,14,48,64,NaN,100
8532,,,NaN,NaN,,NaN,,,,,,NaN,
8533,113,32,NaN,NaN,82,NaN,6,170,14,49,65,NaN,100
8534,,,NaN,NaN,,NaN,,,,,,NaN,
8535,113,32,NaN,NaN,80,NaN,6,166,14,49,65,NaN,100
8536,,,NaN,NaN,,NaN,,,,,,NaN,
8537,113,32,NaN,NaN,80,NaN,6,167,14,50,62,NaN,99
8538,,,NaN,NaN,,NaN,,,,,,NaN,
8539,112,33,NaN,NaN,80,NaN,6,162,14,51,50,NaN,100
8540,,,NaN,NaN,,NaN,,,,,,NaN,
8541,112,33,NaN,NaN,81,NaN,5,164,14,51,50,NaN,100
8542,,,NaN,NaN,,NaN,,,,,,NaN,
8543,111,33,NaN,NaN,80,NaN,5,162,14,51,51,NaN,100
8544,,,NaN,NaN,,NaN,,,,,,NaN,
8545,110,33,NaN,NaN,78,NaN,6,163,14,51,50,NaN,100
8546,,,NaN,NaN,,NaN,,,,,,NaN,
8547,107,33,NaN,NaN,75,NaN,6,156,14,50,50,NaN,100
8548,,,NaN,NaN,,NaN,,,,,,NaN,
8549,107,33,NaN,NaN,74,NaN,6,154,14,50,49,NaN,100
8550,,,NaN,NaN,,NaN,,,,,,NaN,
8551,106,33,NaN,NaN,77,NaN,6,154,14,49,48,NaN,100
8552,,,NaN,NaN,,NaN,,,,,,NaN,
8553,109,33,NaN,NaN,81,NaN,6,163,14,49,48,NaN,100
8554,,,NaN,NaN,,NaN,,,,,,NaN,
8555,111,33,NaN,NaN,82,NaN,6,165,14,49,48,NaN,100
8556,,,NaN,NaN,,NaN,,,,,,NaN,
8557,112,33,NaN,NaN,81,NaN,5,168,14,50,48,NaN,100
8558,,,NaN,NaN,,NaN,,,,,,NaN,
8559,111,33,NaN,NaN,79,NaN,5,162,14,50,48,NaN,100
8560,,,NaN,NaN,,NaN,,,,,,NaN,
8561,110,33,NaN,NaN,77,NaN,6,158,14,50,49,NaN,100
8562,,,NaN,NaN,,NaN,,,,,,NaN,
8563,107,33,NaN,NaN,74,NaN,6,152,14,51,50,NaN,100
8564,,,NaN,NaN,,NaN,,,,,,NaN,
8565,103,32,NaN,NaN,72,NaN,6,144,14,51,50,NaN,100
8566,,,NaN,NaN,,NaN,,,,,,NaN,
8567,101,32,NaN,NaN,71,NaN,6,142,14,51,51,NaN,100
8568,,,NaN,NaN,,NaN,,,,,,NaN,
8569,100,32,NaN,NaN,70,NaN,6,140,14,52,51,NaN,100
8570,,,NaN,NaN,,NaN,,,,,,NaN,
8571,98,33,NaN,NaN,69,NaN,5,141,14,52,51,NaN,100
8572,,,NaN,NaN,,NaN,,,,,,NaN,
8573,96,33,NaN,NaN,68,NaN,5,135,14,52,51,NaN,100
8574,,,NaN,NaN,,NaN,,,,,,NaN,
8575,94,33,NaN,NaN,65,NaN,5,137,14,52,51,NaN,100
8576,,,NaN,NaN,,NaN,,,,,,NaN,
8577,92,33,NaN,NaN,65,NaN,5,134,14,51,49,NaN,100
8578,,,NaN,NaN,,NaN,,,,,,NaN,
8579,92,33,NaN,NaN,66,NaN,5,133,14,50,49,NaN,100
8580,,,NaN,NaN,,NaN,,,,,,NaN,
8581,93,33,NaN,NaN,69,NaN,5,134,14,50,49,NaN,100
8582,,,NaN,NaN,,NaN,,,,,,NaN,
8583,97,33,NaN,NaN,73,NaN,5,142,14,50,49,NaN,100
8584,,,NaN,NaN,,NaN,,,,,,NaN,
8585,100,32,NaN,NaN,75,NaN,5,145,14,51,49,NaN,100
