time,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/HR,SNUADC/ART,Solar8000/PLETH_SPO2
15005,,,NaN,NaN,,NaN,,,,,,NaN,
15006,72,36,NaN,NaN,54,NaN,6,104,15,54,54,NaN,100
15007,,,NaN,NaN,,NaN,,,,,,NaN,
15008,73,36,NaN,NaN,54,NaN,6,106,15,55,54,NaN,100
15009,,,NaN,NaN,,NaN,,,,,,NaN,
15010,72,36,NaN,NaN,54,NaN,6,104,15,55,54,NaN,100
15011,,,NaN,NaN,,NaN,,,,,,NaN,
15012,72,35,NaN,NaN,53,NaN,6,104,15,55,60,NaN,100
15013,,,NaN,NaN,,NaN,,,,,,NaN,
15014,72,35,NaN,NaN,53,NaN,6,104,15,55,59,NaN,100
15015,,,NaN,NaN,,NaN,,,,,,NaN,
15016,72,35,NaN,NaN,53,NaN,6,105,15,55,59,NaN,100
15017,,,NaN,NaN,,NaN,,,,,,NaN,
15018,71,35,NaN,NaN,53,NaN,6,103,15,54,66,NaN,100
15019,,,NaN,NaN,,NaN,,,,,,NaN,
15020,71,35,NaN,NaN,53,NaN,6,104,15,54,66,NaN,100
15021,,,NaN,NaN,,NaN,,,,,,NaN,
15022,71,35,NaN,NaN,53,NaN,6,103,15,54,59,NaN,100
15023,,,NaN,NaN,,NaN,,,,,,NaN,
15024,72,35,NaN,NaN,54,NaN,6,105,15,54,59,NaN,100
15025,,,NaN,NaN,,NaN,,,,,,NaN,
15026,72,35,NaN,NaN,54,NaN,6,104,15,54,53,NaN,100
15027,,,NaN,NaN,,NaN,,,,,,NaN,
15028,73,35,NaN,NaN,54,NaN,6,106,15,54,54,NaN,100
15029,,,NaN,NaN,,NaN,,,,,,NaN,
15030,72,34,NaN,NaN,54,NaN,6,104,15,54,54,NaN,100
15031,,,NaN,NaN,,NaN,,,,,,NaN,
15032,73,34,NaN,NaN,54,NaN,6,105,15,54,54,NaN,100
15033,,,NaN,NaN,,NaN,,,,,,NaN,
15034,73,34,NaN,NaN,55,NaN,6,105,15,54,54,NaN,100
15035,,,NaN,NaN,,NaN,,,,,,NaN,
15036,73,35,NaN,NaN,55,NaN,6,107,15,54,54,NaN,100
15037,,,NaN,NaN,,NaN,,,,,,NaN,
15038,73,35,NaN,NaN,54,NaN,6,105,15,54,54,NaN,100
15039,,,NaN,NaN,,NaN,,,,,,NaN,
15040,73,35,NaN,NaN,54,NaN,6,107,15,54,54,NaN,100
15041,,,NaN,NaN,,NaN,,,,,,NaN,
15042,73,35,NaN,NaN,54,NaN,6,105,15,54,54,NaN,100
15043,,,NaN,NaN,,NaN,,,,,,NaN,
15044,73,35,NaN,NaN,54,NaN,6,105,15,54,54,NaN,100
15045,,,NaN,NaN,,NaN,,,,,,NaN,
15046,73,35,NaN,NaN,54,NaN,6,105,15,54,53,NaN,100
15047,,,NaN,NaN,,NaN,,,,,,NaN,
15048,73,34,NaN,NaN,54,NaN,6,105,15,54,53,NaN,100
15049,,,NaN,NaN,,NaN,,,,,,NaN,
15050,74,34,NaN,NaN,55,NaN,6,107,15,54,53,NaN,100
15051,,,NaN,NaN,,NaN,,,,,,NaN,
15052,73,34,NaN,NaN,54,NaN,6,107,15,53,53,NaN,100
15053,,,NaN,NaN,,NaN,,,,,,NaN,
15054,74,34,NaN,NaN,55,NaN,6,107,15,53,55,NaN,100
15055,,,NaN,NaN,,NaN,,,,,,NaN,
15056,74,35,NaN,NaN,55,NaN,6,108,15,53,66,NaN,100
15057,,,NaN,NaN,,NaN,,,,,,NaN,
15058,74,35,NaN,NaN,55,NaN,6,107,15,52,66,NaN,100
15059,,,NaN,NaN,,NaN,,,,,,NaN,
15060,74,35,NaN,NaN,55,NaN,6,108,15,52,65,NaN,100
15061,,,NaN,NaN,,NaN,,,,,,NaN,
15062,73,35,NaN,NaN,54,NaN,6,106,15,52,62,NaN,100
15063,,,NaN,NaN,,NaN,,,,,,NaN,
15064,74,35,NaN,NaN,54,NaN,6,107,15,52,57,NaN,100
15065,,,NaN,NaN,,NaN,,,,,,NaN,
15066,74,35,NaN,NaN,55,NaN,6,106,15,52,52,NaN,100
15067,,,NaN,NaN,,NaN,,,,,,NaN,
15068,74,35,NaN,NaN,56,NaN,6,108,15,53,52,NaN,100
15069,,,NaN,NaN,,NaN,,,,,,NaN,
15070,74,35,NaN,NaN,56,NaN,6,108,15,53,53,NaN,100
15071,,,NaN,NaN,,NaN,,,,,,NaN,
15072,75,35,NaN,NaN,55,NaN,6,109,15,53,53,NaN,100
15073,,,NaN,NaN,,NaN,,,,,,NaN,
15074,73,35,NaN,NaN,54,NaN,6,105,15,54,53,NaN,100
15075,,,NaN,NaN,,NaN,,,,,,NaN,
15076,72,35,NaN,NaN,52,NaN,6,104,15,54,53,NaN,100
15077,,,NaN,NaN,,NaN,,,,,,NaN,
15078,72,35,NaN,NaN,53,NaN,6,103,15,53,53,NaN,100
15079,,,NaN,NaN,,NaN,,,,,,NaN,
15080,72,35,NaN,NaN,53,NaN,6,104,15,53,52,NaN,100
15081,,,NaN,NaN,,NaN,,,,,,NaN,
15082,71,35,NaN,NaN,52,NaN,6,103,15,53,52,NaN,100
15083,,,NaN,NaN,,NaN,,,,,,NaN,
15084,73,35,NaN,NaN,57,NaN,6,103,15,53,52,NaN,100
15085,,,NaN,NaN,,NaN,,,,,,NaN,
15086,70,34,NaN,NaN,51,NaN,6,102,15,53,55,NaN,100
15087,,,NaN,NaN,,NaN,,,,,,NaN,
15088,69,34,NaN,NaN,50,NaN,6,102,15,52,52,NaN,100
15089,,,NaN,NaN,,NaN,,,,,,NaN,
15090,69,34,NaN,NaN,51,NaN,6,100,15,51,52,NaN,100
15091,,,NaN,NaN,,NaN,,,,,,NaN,
15092,69,34,NaN,NaN,51,NaN,6,102,15,51,52,NaN,100
15093,,,NaN,NaN,,NaN,,,,,,NaN,
15094,69,34,NaN,NaN,52,NaN,6,102,15,51,52,NaN,100
15095,,,NaN,NaN,,NaN,,,,,,NaN,
15096,71,34,NaN,NaN,53,NaN,6,105,15,51,51,NaN,100
15097,,,NaN,NaN,,NaN,,,,,,NaN,
15098,71,34,NaN,NaN,54,NaN,6,104,15,51,51,NaN,100
15099,,,NaN,NaN,,NaN,,,,,,NaN,
15100,72,35,NaN,NaN,54,NaN,6,106,15,52,52,NaN,100
15101,,,NaN,NaN,,NaN,,,,,,NaN,
15102,72,35,NaN,NaN,54,NaN,6,106,15,52,52,NaN,100
15103,,,NaN,NaN,,NaN,,,,,,NaN,
15104,73,35,NaN,NaN,55,NaN,6,107,15,52,52,NaN,100
15105,,,NaN,NaN,,NaN,,,,,,NaN,
15106,73,35,NaN,NaN,54,NaN,6,105,15,53,52,NaN,100
15107,,,NaN,NaN,,NaN,,,,,,NaN,
15108,73,35,NaN,NaN,54,NaN,6,106,15,53,57,NaN,100
15109,,,NaN,NaN,,NaN,,,,,,NaN,
15110,73,35,NaN,NaN,54,NaN,6,106,15,53,57,NaN,100
15111,,,NaN,NaN,,NaN,,,,,,NaN,
15112,74,34,NaN,NaN,54,NaN,6,107,15,53,58,NaN,100
15113,,,NaN,NaN,,NaN,,,,,,NaN,
15114,73,34,NaN,NaN,55,NaN,6,106,15,53,65,NaN,100
15115,,,NaN,NaN,,NaN,,,,,,NaN,
15116,74,34,NaN,NaN,55,NaN,6,107,15,53,65,NaN,100
15117,,,NaN,NaN,,NaN,,,,,,NaN,
15118,74,35,NaN,NaN,55,NaN,6,106,15,53,65,NaN,100
15119,,,NaN,NaN,,NaN,,,,,,NaN,
15120,74,35,NaN,NaN,55,NaN,5,108,15,53,65,NaN,100
15121,,,NaN,NaN,,NaN,,,,,,NaN,
15122,74,35,NaN,NaN,55,NaN,5,106,15,54,65,NaN,100
15123,,,NaN,NaN,,NaN,,,,,,NaN,
15124,74,34,NaN,NaN,55,NaN,5,108,15,54,65,NaN,100
15125,,,NaN,NaN,,NaN,,,,,,NaN,
15126,74,34,NaN,NaN,56,NaN,5,107,15,54,66,NaN,100
15127,,,NaN,NaN,,NaN,,,,,,NaN,
15128,75,34,NaN,NaN,56,NaN,5,109,15,55,60,NaN,100
15129,,,NaN,NaN,,NaN,,,,,,NaN,
15130,75,35,NaN,NaN,56,NaN,5,109,15,55,54,NaN,100
15131,,,NaN,NaN,,NaN,,,,,,NaN,
15132,76,35,NaN,NaN,56,NaN,5,110,15,55,54,NaN,100
15133,,,NaN,NaN,,NaN,,,,,,NaN,
15134,75,35,NaN,NaN,55,NaN,5,107,15,55,54,NaN,100
15135,,,NaN,NaN,,NaN,,,,,,NaN,
15136,74,35,NaN,NaN,54,NaN,5,107,15,55,54,NaN,100
15137,,,NaN,NaN,,NaN,,,,,,NaN,
15138,73,35,NaN,NaN,54,NaN,5,105,15,55,54,NaN,100
15139,,,NaN,NaN,,NaN,,,,,,NaN,
15140,73,35,NaN,NaN,53,NaN,5,105,15,55,54,NaN,100
15141,,,NaN,NaN,,NaN,,,,,,NaN,
15142,72,35,NaN,NaN,53,NaN,5,104,15,54,54,NaN,100
15143,,,NaN,NaN,,NaN,,,,,,NaN,
15144,72,35,NaN,NaN,53,NaN,5,105,15,54,61,NaN,100
15145,,,NaN,NaN,,NaN,,,,,,NaN,
15146,71,35,NaN,NaN,53,NaN,5,103,15,54,61,NaN,100
15147,,,NaN,NaN,,NaN,,,,,,NaN,
15148,71,35,NaN,NaN,52,NaN,5,103,15,54,60,NaN,100
15149,,,NaN,NaN,,NaN,,,,,,NaN,
15150,71,35,NaN,NaN,52,NaN,5,102,15,53,60,NaN,100
15151,,,NaN,NaN,,NaN,,,,,,NaN,
15152,71,35,NaN,NaN,52,NaN,5,103,15,53,60,NaN,100
15153,,,NaN,NaN,,NaN,,,,,,NaN,
15154,70,35,NaN,NaN,52,NaN,6,102,15,53,60,NaN,100
15155,,,NaN,NaN,,NaN,,,,,,NaN,
15156,70,35,NaN,NaN,52,NaN,6,103,15,53,60,NaN,100
15157,,,NaN,NaN,,NaN,,,,,,NaN,
15158,70,34,NaN,NaN,52,NaN,6,103,15,53,60,NaN,100
15159,,,NaN,NaN,,NaN,,,,,,NaN,
15160,71,34,NaN,NaN,53,NaN,6,103,15,53,60,NaN,100
15161,,,NaN,NaN,,NaN,,,,,,NaN,
15162,70,34,NaN,NaN,53,NaN,6,102,15,53,60,NaN,100
15163,,,NaN,NaN,,NaN,,,,,,NaN,
15164,71,35,NaN,NaN,52,NaN,6,103,15,53,60,NaN,100
15165,,,NaN,NaN,,NaN,,,,,,NaN,
15166,71,35,NaN,NaN,53,NaN,6,102,15,53,60,NaN,100
15167,,,NaN,NaN,,NaN,,,,,,NaN,
15168,71,35,NaN,NaN,53,NaN,6,104,15,53,67,NaN,100
15169,,,NaN,NaN,,NaN,,,,,,NaN,
15170,71,35,NaN,NaN,53,NaN,6,102,15,53,61,NaN,100
15171,,,NaN,NaN,,NaN,,,,,,NaN,
15172,71,35,NaN,NaN,53,NaN,6,103,15,53,58,NaN,100
15173,,,NaN,NaN,,NaN,,,,,,NaN,
15174,72,35,NaN,NaN,59,NaN,6,104,15,53,58,NaN,100
15175,,,NaN,NaN,,NaN,,,,,,NaN,
15176,72,35,NaN,NaN,,NaN,6,,15,53,58,NaN,100
15177,,,NaN,NaN,,NaN,,,,,,NaN,
15178,57,35,NaN,NaN,,NaN,6,,15,53,58,NaN,100
15179,,,NaN,NaN,,NaN,,,,,,NaN,
15180,57,35,NaN,NaN,,NaN,6,,15,53,52,NaN,100
15181,,,NaN,NaN,,NaN,,,,,,NaN,
15182,48,35,NaN,NaN,,NaN,6,,15,53,52,NaN,100
15183,,,NaN,NaN,,NaN,,,,,,NaN,
15184,48,34,NaN,NaN,,NaN,6,,15,53,53,NaN,100
15185,,,NaN,NaN,,NaN,,,,,,NaN,
15186,43,34,NaN,NaN,,NaN,6,,15,53,53,NaN,100
15187,,,NaN,NaN,,NaN,,,,,,NaN,
15188,43,34,NaN,NaN,,NaN,6,,15,54,53,NaN,100
15189,,,NaN,NaN,,NaN,,,,,,NaN,
15190,40,34,NaN,NaN,,NaN,6,,15,54,53,NaN,100
15191,,,NaN,NaN,,NaN,,,,,,NaN,
15192,40,34,NaN,NaN,,NaN,5,,15,54,55,NaN,100
15193,,,NaN,NaN,,NaN,,,,,,NaN,
15194,37,34,NaN,NaN,,NaN,5,,15,54,55,NaN,100
15195,,,NaN,NaN,,NaN,,,,,,NaN,
15196,37,34,NaN,NaN,,NaN,5,,15,53,55,NaN,100
15197,,,NaN,NaN,,NaN,,,,,,NaN,
15198,35,34,NaN,NaN,,NaN,5,,15,53,54,NaN,100
15199,,,NaN,NaN,,NaN,,,,,,NaN,
15200,35,34,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15201,,,NaN,NaN,,NaN,,,,,,NaN,
15202,33,35,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15203,,,NaN,NaN,,NaN,,,,,,NaN,
15204,33,35,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15205,,,NaN,NaN,,NaN,,,,,,NaN,
15206,33,35,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15207,,,NaN,NaN,,NaN,,,,,,NaN,
15208,58,35,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15209,,,NaN,NaN,,NaN,,,,,,NaN,
15210,60,35,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15211,,,NaN,NaN,,NaN,,,,,,NaN,
15212,65,35,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15213,,,NaN,NaN,,NaN,,,,,,NaN,
15214,67,35,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15215,,,NaN,NaN,,NaN,,,,,,NaN,
15216,68,34,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15217,,,NaN,NaN,,NaN,,,,,,NaN,
15218,69,34,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15219,,,NaN,NaN,,NaN,,,,,,NaN,
15220,70,34,NaN,NaN,,NaN,5,,15,53,52,NaN,100
15221,,,NaN,NaN,,NaN,,,,,,NaN,
15222,70,35,NaN,NaN,53,NaN,5,101,15,53,52,NaN,100
15223,,,NaN,NaN,,NaN,,,,,,NaN,
15224,71,35,NaN,NaN,53,NaN,5,102,15,53,52,NaN,100
15225,,,NaN,NaN,,NaN,,,,,,NaN,
15226,71,35,NaN,NaN,53,NaN,6,101,15,53,52,NaN,100
15227,,,NaN,NaN,,NaN,,,,,,NaN,
15228,71,34,NaN,NaN,53,NaN,6,103,15,53,52,NaN,100
15229,,,NaN,NaN,,NaN,,,,,,NaN,
15230,70,34,NaN,NaN,52,NaN,5,100,15,53,52,NaN,100
15231,,,NaN,NaN,,NaN,,,,,,NaN,
15232,70,34,NaN,NaN,52,NaN,5,100,15,53,52,NaN,100
15233,,,NaN,NaN,,NaN,,,,,,NaN,
15234,69,34,NaN,NaN,52,NaN,5,100,15,52,52,NaN,100
15235,,,NaN,NaN,,NaN,,,,,,NaN,
15236,70,34,NaN,NaN,52,NaN,5,102,15,52,52,NaN,100
15237,,,NaN,NaN,,NaN,,,,,,NaN,
15238,69,34,NaN,NaN,52,NaN,5,100,15,52,52,NaN,100
15239,,,NaN,NaN,,NaN,,,,,,NaN,
15240,69,34,NaN,NaN,52,NaN,5,101,15,53,52,NaN,100
15241,,,NaN,NaN,,NaN,,,,,,NaN,
15242,69,34,NaN,NaN,52,NaN,5,99,15,53,52,NaN,100
15243,,,NaN,NaN,,NaN,,,,,,NaN,
15244,69,34,NaN,NaN,51,NaN,5,101,15,53,55,NaN,100
15245,,,NaN,NaN,,NaN,,,,,,NaN,
15246,69,34,NaN,NaN,52,NaN,5,99,15,53,55,NaN,100
15247,,,NaN,NaN,,NaN,,,,,,NaN,
15248,69,34,NaN,NaN,52,NaN,5,101,15,53,55,NaN,100
15249,,,NaN,NaN,,NaN,,,,,,NaN,
15250,70,34,NaN,NaN,53,NaN,5,101,15,54,55,NaN,100
15251,,,NaN,NaN,,NaN,,,,,,NaN,
15252,70,35,NaN,NaN,53,NaN,5,102,15,54,55,NaN,100
15253,,,NaN,NaN,,NaN,,,,,,NaN,
15254,70,35,NaN,NaN,53,NaN,5,101,15,54,60,NaN,100
15255,,,NaN,NaN,,NaN,,,,,,NaN,
15256,70,35,NaN,NaN,52,NaN,5,102,15,54,60,NaN,100
15257,,,NaN,NaN,,NaN,,,,,,NaN,
15258,69,34,NaN,NaN,52,NaN,5,100,15,54,60,NaN,100
15259,,,NaN,NaN,,NaN,,,,,,NaN,
15260,69,34,NaN,NaN,52,NaN,5,102,15,54,60,NaN,100
15261,,,NaN,NaN,,NaN,,,,,,NaN,
15262,69,34,NaN,NaN,52,NaN,5,101,15,54,57,NaN,100
15263,,,NaN,NaN,,NaN,,,,,,NaN,
15264,70,35,NaN,NaN,52,NaN,5,102,15,54,57,NaN,100
15265,,,NaN,NaN,,NaN,,,,,,NaN,
15266,69,35,NaN,NaN,52,NaN,5,100,15,53,53,NaN,100
15267,,,NaN,NaN,,NaN,,,,,,NaN,
15268,70,35,NaN,NaN,52,NaN,5,102,15,53,53,NaN,100
15269,,,NaN,NaN,,NaN,,,,,,NaN,
15270,69,34,NaN,NaN,52,NaN,5,101,15,53,53,NaN,100
15271,,,NaN,NaN,,NaN,,,,,,NaN,
15272,70,34,NaN,NaN,52,NaN,5,103,15,53,52,NaN,100
15273,,,NaN,NaN,,NaN,,,,,,NaN,
15274,70,34,NaN,NaN,52,NaN,5,101,15,53,52,NaN,100
15275,,,NaN,NaN,,NaN,,,,,,NaN,
15276,70,34,NaN,NaN,52,NaN,5,102,15,53,52,NaN,100
15277,,,NaN,NaN,,NaN,,,,,,NaN,
15278,70,34,NaN,NaN,52,NaN,5,101,15,53,52,NaN,100
15279,,,NaN,NaN,,NaN,,,,,,NaN,
15280,70,34,NaN,NaN,52,NaN,5,102,15,53,52,NaN,100
15281,,,NaN,NaN,,NaN,,,,,,NaN,
15282,69,34,NaN,NaN,52,NaN,5,101,15,53,52,NaN,100
15283,,,NaN,NaN,,NaN,,,,,,NaN,
15284,70,35,NaN,NaN,52,NaN,5,103,15,53,53,NaN,100
15285,,,NaN,NaN,,NaN,,,,,,NaN,
15286,70,35,NaN,NaN,53,NaN,5,101,15,53,53,NaN,100
15287,,,NaN,NaN,,NaN,,,,,,NaN,
15288,70,35,NaN,NaN,53,NaN,5,103,15,53,53,NaN,100
15289,,,NaN,NaN,,NaN,,,,,,NaN,
15290,70,34,NaN,NaN,53,NaN,5,102,15,53,63,NaN,100
15291,,,NaN,NaN,,NaN,,,,,,NaN,
15292,70,34,NaN,NaN,53,NaN,5,103,15,54,63,NaN,100
15293,,,NaN,NaN,,NaN,,,,,,NaN,
15294,70,34,NaN,NaN,53,NaN,5,102,15,53,74,NaN,100
15295,,,NaN,NaN,,NaN,,,,,,NaN,
15296,71,34,NaN,NaN,53,NaN,5,104,15,54,74,NaN,100
15297,,,NaN,NaN,,NaN,,,,,,NaN,
15298,71,34,NaN,NaN,53,NaN,5,103,15,54,74,NaN,100
15299,,,NaN,NaN,,NaN,,,,,,NaN,
15300,72,34,NaN,NaN,54,NaN,5,105,15,54,71,NaN,100
15301,,,NaN,NaN,,NaN,,,,,,NaN,
15302,71,34,NaN,NaN,53,NaN,5,103,15,54,67,NaN,100
15303,,,NaN,NaN,,NaN,,,,,,NaN,
15304,71,34,NaN,NaN,52,NaN,5,104,15,54,61,NaN,100
15305,,,NaN,NaN,,NaN,,,,,,NaN,
15306,70,34,NaN,NaN,52,NaN,5,102,15,54,61,NaN,100
15307,,,NaN,NaN,,NaN,,,,,,NaN,
15308,70,35,NaN,NaN,51,NaN,5,102,15,53,56,NaN,100
15309,,,NaN,NaN,,NaN,,,,,,NaN,
15310,69,35,NaN,NaN,51,NaN,5,99,15,53,60,NaN,100
15311,,,NaN,NaN,,NaN,,,,,,NaN,
15312,69,35,NaN,NaN,51,NaN,5,100,15,53,60,NaN,100
15313,,,NaN,NaN,,NaN,,,,,,NaN,
15314,68,35,NaN,NaN,51,NaN,5,100,15,52,59,NaN,100
15315,,,NaN,NaN,,NaN,,,,,,NaN,
15316,69,34,NaN,NaN,51,NaN,5,101,15,52,59,NaN,100
15317,,,NaN,NaN,,NaN,,,,,,NaN,
15318,68,34,NaN,NaN,51,NaN,5,99,15,52,59,NaN,100
15319,,,NaN,NaN,,NaN,,,,,,NaN,
15320,69,34,NaN,NaN,51,NaN,5,101,15,52,65,NaN,100
15321,,,NaN,NaN,,NaN,,,,,,NaN,
15322,68,34,NaN,NaN,51,NaN,5,100,15,52,57,NaN,100
15323,,,NaN,NaN,,NaN,,,,,,NaN,
15324,69,34,NaN,NaN,52,NaN,5,102,15,52,57,NaN,100
15325,,,NaN,NaN,,NaN,,,,,,NaN,
15326,69,34,NaN,NaN,52,NaN,5,101,15,52,57,NaN,100
15327,,,NaN,NaN,,NaN,,,,,,NaN,
15328,70,34,NaN,NaN,52,NaN,5,102,15,52,57,NaN,100
15329,,,NaN,NaN,,NaN,,,,,,NaN,
15330,70,34,NaN,NaN,52,NaN,5,102,15,52,57,NaN,100
15331,,,NaN,NaN,,NaN,,,,,,NaN,
15332,70,34,NaN,NaN,52,NaN,5,103,15,53,57,NaN,100
15333,,,NaN,NaN,,NaN,,,,,,NaN,
15334,70,34,NaN,NaN,52,NaN,5,102,15,53,58,NaN,100
15335,,,NaN,NaN,,NaN,,,,,,NaN,
15336,70,34,NaN,NaN,52,NaN,5,103,15,53,58,NaN,100
15337,,,NaN,NaN,,NaN,,,,,,NaN,
15338,70,34,NaN,NaN,52,NaN,5,102,15,52,57,NaN,100
15339,,,NaN,NaN,,NaN,,,,,,NaN,
15340,70,34,NaN,NaN,52,NaN,5,103,15,52,52,NaN,100
15341,,,NaN,NaN,,NaN,,,,,,NaN,
15342,69,34,NaN,NaN,51,NaN,5,101,15,52,51,NaN,100
15343,,,NaN,NaN,,NaN,,,,,,NaN,
15344,69,34,NaN,NaN,51,NaN,5,101,15,52,51,NaN,100
15345,,,NaN,NaN,,NaN,,,,,,NaN,
15346,69,34,NaN,NaN,52,NaN,5,100,15,51,51,NaN,99
15347,,,NaN,NaN,,NaN,,,,,,NaN,
15348,68,34,NaN,NaN,50,NaN,5,100,15,51,50,NaN,99
15349,,,NaN,NaN,,NaN,,,,,,NaN,
15350,68,34,NaN,NaN,50,NaN,5,99,15,51,50,NaN,100
15351,,,NaN,NaN,,NaN,,,,,,NaN,
15352,68,34,NaN,NaN,50,NaN,5,100,15,50,50,NaN,100
15353,,,NaN,NaN,,NaN,,,,,,NaN,
15354,68,34,NaN,NaN,51,NaN,6,99,15,50,49,NaN,100
15355,,,NaN,NaN,,NaN,,,,,,NaN,
15356,68,34,NaN,NaN,51,NaN,6,101,15,50,49,NaN,100
15357,,,NaN,NaN,,NaN,,,,,,NaN,
15358,69,34,NaN,NaN,53,NaN,6,101,15,50,49,NaN,100
15359,,,NaN,NaN,,NaN,,,,,,NaN,
15360,70,34,NaN,NaN,53,NaN,6,104,15,50,50,NaN,100
15361,,,NaN,NaN,,NaN,,,,,,NaN,
15362,70,34,NaN,NaN,53,NaN,6,103,15,50,50,NaN,100
15363,,,NaN,NaN,,NaN,,,,,,NaN,
15364,71,34,NaN,NaN,53,NaN,6,104,15,51,51,NaN,100
15365,,,NaN,NaN,,NaN,,,,,,NaN,
15366,70,34,NaN,NaN,53,NaN,6,102,15,51,51,NaN,100
15367,,,NaN,NaN,,NaN,,,,,,NaN,
15368,70,34,NaN,NaN,52,NaN,6,103,15,52,51,NaN,100
15369,,,NaN,NaN,,NaN,,,,,,NaN,
15370,70,34,NaN,NaN,52,NaN,6,102,15,52,51,NaN,100
15371,,,NaN,NaN,,NaN,,,,,,NaN,
15372,70,34,NaN,NaN,52,NaN,5,101,15,52,51,NaN,100
15373,,,NaN,NaN,,NaN,,,,,,NaN,
15374,69,34,NaN,NaN,52,NaN,5,99,15,52,51,NaN,100
15375,,,NaN,NaN,,NaN,,,,,,NaN,
15376,70,34,NaN,NaN,53,NaN,6,102,15,52,51,NaN,100
15377,,,NaN,NaN,,NaN,,,,,,NaN,
15378,70,34,NaN,NaN,53,NaN,6,102,15,52,51,NaN,100
15379,,,NaN,NaN,,NaN,,,,,,NaN,
15380,70,34,NaN,NaN,53,NaN,5,103,15,52,51,NaN,100
15381,,,NaN,NaN,,NaN,,,,,,NaN,
15382,70,34,NaN,NaN,53,NaN,5,102,15,52,51,NaN,100
15383,,,NaN,NaN,,NaN,,,,,,NaN,
15384,71,34,NaN,NaN,53,NaN,5,104,15,52,52,NaN,100
15385,,,NaN,NaN,,NaN,,,,,,NaN,
15386,71,34,NaN,NaN,54,NaN,5,104,15,52,52,NaN,100
15387,,,NaN,NaN,,NaN,,,,,,NaN,
15388,72,34,NaN,NaN,55,NaN,5,106,15,52,52,NaN,100
15389,,,NaN,NaN,,NaN,,,,,,NaN,
15390,72,34,NaN,NaN,55,NaN,5,105,15,52,52,NaN,100
15391,,,NaN,NaN,,NaN,,,,,,NaN,
15392,73,34,NaN,NaN,55,NaN,5,107,15,53,52,NaN,100
15393,,,NaN,NaN,,NaN,,,,,,NaN,
15394,73,34,NaN,NaN,56,NaN,5,106,15,53,52,NaN,100
15395,,,NaN,NaN,,NaN,,,,,,NaN,
15396,74,33,NaN,NaN,56,NaN,5,109,15,53,52,NaN,100
15397,,,NaN,NaN,,NaN,,,,,,NaN,
15398,74,33,NaN,NaN,56,NaN,5,107,15,53,53,NaN,100
15399,,,NaN,NaN,,NaN,,,,,,NaN,
15400,74,33,NaN,NaN,56,NaN,5,108,15,53,53,NaN,100
15401,,,NaN,NaN,,NaN,,,,,,NaN,
15402,74,34,NaN,NaN,55,NaN,5,107,15,53,53,NaN,100
15403,,,NaN,NaN,,NaN,,,,,,NaN,
15404,74,34,NaN,NaN,55,NaN,5,108,15,54,53,NaN,100
15405,,,NaN,NaN,,NaN,,,,,,NaN,
15406,73,34,NaN,NaN,54,NaN,5,105,15,53,53,NaN,100
15407,,,NaN,NaN,,NaN,,,,,,NaN,
15408,72,33,NaN,NaN,53,NaN,5,104,15,53,53,NaN,100
15409,,,NaN,NaN,,NaN,,,,,,NaN,
15410,71,33,NaN,NaN,52,NaN,5,103,15,53,53,NaN,100
15411,,,NaN,NaN,,NaN,,,,,,NaN,
15412,71,33,NaN,NaN,52,NaN,5,104,15,53,52,NaN,100
15413,,,NaN,NaN,,NaN,,,,,,NaN,
15414,70,34,NaN,NaN,53,NaN,5,102,15,53,52,NaN,100
15415,,,NaN,NaN,,NaN,,,,,,NaN,
15416,71,34,NaN,NaN,54,NaN,5,104,15,53,52,NaN,100
15417,,,NaN,NaN,,NaN,,,,,,NaN,
15418,71,34,NaN,NaN,54,NaN,6,104,15,52,52,NaN,100
15419,,,NaN,NaN,,NaN,,,,,,NaN,
15420,72,34,NaN,NaN,54,NaN,6,106,15,52,52,NaN,100
15421,,,NaN,NaN,,NaN,,,,,,NaN,
15422,71,34,NaN,NaN,54,NaN,5,104,15,52,52,NaN,100
15423,,,NaN,NaN,,NaN,,,,,,NaN,
15424,72,34,NaN,NaN,54,NaN,5,105,15,52,51,NaN,100
15425,,,NaN,NaN,,NaN,,,,,,NaN,
15426,71,34,NaN,NaN,53,NaN,5,103,15,52,51,NaN,99
15427,,,NaN,NaN,,NaN,,,,,,NaN,
15428,71,34,NaN,NaN,53,NaN,5,104,15,51,51,NaN,99
15429,,,NaN,NaN,,NaN,,,,,,NaN,
15430,71,34,NaN,NaN,54,NaN,5,103,15,51,51,NaN,99
15431,,,NaN,NaN,,NaN,,,,,,NaN,
