time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/CVP,Solar8000/ART_DBP
17805,100,68,67,35,NaN,NaN,NaN,76,NaN,15,98,-6,64
17806,,,,,NaN,NaN,NaN,,NaN,,,,
17807,100,68,67,35,NaN,NaN,NaN,75,NaN,15,97,-6,64
17808,,,,,NaN,NaN,NaN,,NaN,,,,
17809,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-6,64
17810,,,,,NaN,NaN,NaN,,NaN,,,,
17811,100,68,67,35,NaN,NaN,NaN,75,NaN,15,97,-6,64
17812,,,,,NaN,NaN,NaN,,NaN,,,,
17813,100,68,67,35,NaN,NaN,NaN,75,NaN,15,97,-6,64
17814,,,,,NaN,NaN,NaN,,NaN,,,,
17815,100,67,67,35,NaN,NaN,NaN,75,NaN,15,97,-6,63
17816,,,,,NaN,NaN,NaN,,NaN,,,,
17817,100,67,67,35,NaN,NaN,NaN,75,NaN,15,96,-6,63
17818,,,,,NaN,NaN,NaN,,NaN,,,,
17819,100,67,67,35,NaN,NaN,NaN,75,NaN,15,96,-6,64
17820,,,,,NaN,NaN,NaN,,NaN,,,,
17821,100,68,67,35,NaN,NaN,NaN,76,NaN,15,98,-6,65
17822,,,,,NaN,NaN,NaN,,NaN,,,,
17823,100,68,67,35,NaN,NaN,NaN,76,NaN,15,98,-6,65
17824,,,,,NaN,NaN,NaN,,NaN,,,,
17825,100,68,68,35,NaN,NaN,NaN,76,NaN,15,98,-6,65
17826,,,,,NaN,NaN,NaN,,NaN,,,,
17827,100,68,68,35,NaN,NaN,NaN,76,NaN,15,98,-6,65
17828,,,,,NaN,NaN,NaN,,NaN,,,,
17829,100,69,68,35,NaN,NaN,NaN,76,NaN,15,98,-6,65
17830,,,,,NaN,NaN,NaN,,NaN,,,,
17831,100,69,68,35,NaN,NaN,NaN,76,NaN,15,97,-6,64
17832,,,,,NaN,NaN,NaN,,NaN,,,,
17833,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-6,64
17834,,,,,NaN,NaN,NaN,,NaN,,,,
17835,100,69,68,36,NaN,NaN,NaN,75,NaN,15,96,-6,64
17836,,,,,NaN,NaN,NaN,,NaN,,,,
17837,100,69,68,36,NaN,NaN,NaN,74,NaN,15,95,-6,64
17838,,,,,NaN,NaN,NaN,,NaN,,,,
17839,100,68,68,36,NaN,NaN,NaN,75,NaN,15,97,-6,64
17840,,,,,NaN,NaN,NaN,,NaN,,,,
17841,100,68,68,36,NaN,NaN,NaN,75,NaN,15,97,-6,64
17842,,,,,NaN,NaN,NaN,,NaN,,,,
17843,100,68,68,35,NaN,NaN,NaN,75,NaN,15,97,-6,64
17844,,,,,NaN,NaN,NaN,,NaN,,,,
17845,100,68,68,35,NaN,NaN,NaN,75,NaN,15,97,-6,65
17846,,,,,NaN,NaN,NaN,,NaN,,,,
17847,100,68,68,35,NaN,NaN,NaN,75,NaN,15,97,-6,64
17848,,,,,NaN,NaN,NaN,,NaN,,,,
17849,100,68,68,35,NaN,NaN,NaN,76,NaN,15,98,-6,64
17850,,,,,NaN,NaN,NaN,,NaN,,,,
17851,100,68,68,35,NaN,NaN,NaN,75,NaN,15,97,-6,64
17852,,,,,NaN,NaN,NaN,,NaN,,,,
17853,100,68,68,35,NaN,NaN,NaN,75,NaN,15,96,-6,64
17854,,,,,NaN,NaN,NaN,,NaN,,,,
17855,100,68,68,35,NaN,NaN,NaN,75,NaN,15,96,-6,64
17856,,,,,NaN,NaN,NaN,,NaN,,,,
17857,100,68,68,35,NaN,NaN,NaN,76,NaN,15,98,-6,65
17858,,,,,NaN,NaN,NaN,,NaN,,,,
17859,100,68,68,35,NaN,NaN,NaN,76,NaN,15,97,-7,64
17860,,,,,NaN,NaN,NaN,,NaN,,,,
17861,100,68,68,35,NaN,NaN,NaN,76,NaN,15,97,-7,65
17862,,,,,NaN,NaN,NaN,,NaN,,,,
17863,100,68,68,35,NaN,NaN,NaN,76,NaN,15,97,-6,64
17864,,,,,NaN,NaN,NaN,,NaN,,,,
17865,100,69,68,35,NaN,NaN,NaN,76,NaN,15,97,-6,65
17866,,,,,NaN,NaN,NaN,,NaN,,,,
17867,100,68,68,35,NaN,NaN,NaN,76,NaN,15,97,-6,64
17868,,,,,NaN,NaN,NaN,,NaN,,,,
17869,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-6,64
17870,,,,,NaN,NaN,NaN,,NaN,,,,
17871,100,68,68,35,NaN,NaN,NaN,75,NaN,15,96,-6,63
17872,,,,,NaN,NaN,NaN,,NaN,,,,
17873,100,68,68,35,NaN,NaN,NaN,75,NaN,15,96,-6,64
17874,,,,,NaN,NaN,NaN,,NaN,,,,
17875,100,68,67,35,NaN,NaN,NaN,75,NaN,15,96,-6,63
17876,,,,,NaN,NaN,NaN,,NaN,,,,
17877,100,68,68,35,NaN,NaN,NaN,74,NaN,15,94,-6,63
17878,,,,,NaN,NaN,NaN,,NaN,,,,
17879,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-6,63
17880,,,,,NaN,NaN,NaN,,NaN,,,,
17881,100,68,67,35,NaN,NaN,NaN,74,NaN,15,94,-6,63
17882,,,,,NaN,NaN,NaN,,NaN,,,,
17883,100,68,67,35,NaN,NaN,NaN,73,NaN,15,94,-6,62
17884,,,,,NaN,NaN,NaN,,NaN,,,,
17885,100,68,67,35,NaN,NaN,NaN,74,NaN,15,96,-6,64
17886,,,,,NaN,NaN,NaN,,NaN,,,,
17887,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-6,63
17888,,,,,NaN,NaN,NaN,,NaN,,,,
17889,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-6,64
17890,,,,,NaN,NaN,NaN,,NaN,,,,
17891,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-6,63
17892,,,,,NaN,NaN,NaN,,NaN,,,,
17893,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-6,64
17894,,,,,NaN,NaN,NaN,,NaN,,,,
17895,100,69,69,35,NaN,NaN,NaN,75,NaN,15,97,-6,64
17896,,,,,NaN,NaN,NaN,,NaN,,,,
17897,100,69,69,35,NaN,NaN,NaN,75,NaN,15,96,-6,64
17898,,,,,NaN,NaN,NaN,,NaN,,,,
17899,100,69,69,35,NaN,NaN,NaN,75,NaN,15,95,-6,63
17900,,,,,NaN,NaN,NaN,,NaN,,,,
17901,100,69,68,35,NaN,NaN,NaN,75,NaN,15,95,-6,64
17902,,,,,NaN,NaN,NaN,,NaN,,,,
17903,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-7,63
17904,,,,,NaN,NaN,NaN,,NaN,,,,
17905,100,69,68,35,NaN,NaN,NaN,74,NaN,15,95,-7,63
17906,,,,,NaN,NaN,NaN,,NaN,,,,
17907,100,69,68,35,NaN,NaN,NaN,74,NaN,15,95,-7,63
17908,,,,,NaN,NaN,NaN,,NaN,,,,
17909,100,69,68,35,NaN,NaN,NaN,74,NaN,15,95,-7,64
17910,,,,,NaN,NaN,NaN,,NaN,,,,
17911,100,69,68,35,NaN,NaN,NaN,74,NaN,15,96,-7,63
17912,,,,,NaN,NaN,NaN,,NaN,,,,
17913,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-7,64
17914,,,,,NaN,NaN,NaN,,NaN,,,,
17915,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-7,63
17916,,,,,NaN,NaN,NaN,,NaN,,,,
17917,100,69,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
17918,,,,,NaN,NaN,NaN,,NaN,,,,
17919,100,68,68,35,NaN,NaN,NaN,75,NaN,15,96,-8,64
17920,,,,,NaN,NaN,NaN,,NaN,,,,
17921,100,69,68,35,NaN,NaN,NaN,74,NaN,15,96,-8,64
17922,,,,,NaN,NaN,NaN,,NaN,,,,
17923,100,69,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17924,,,,,NaN,NaN,NaN,,NaN,,,,
17925,100,69,68,35,NaN,NaN,NaN,74,NaN,15,94,-8,63
17926,,,,,NaN,NaN,NaN,,NaN,,,,
17927,100,69,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17928,,,,,NaN,NaN,NaN,,NaN,,,,
17929,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-8,64
17930,,,,,NaN,NaN,NaN,,NaN,,,,
17931,100,68,68,35,NaN,NaN,NaN,75,NaN,15,96,-8,63
17932,,,,,NaN,NaN,NaN,,NaN,,,,
17933,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17934,,,,,NaN,NaN,NaN,,NaN,,,,
17935,100,68,68,35,NaN,NaN,NaN,74,NaN,15,94,-8,62
17936,,,,,NaN,NaN,NaN,,NaN,,,,
17937,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
17938,,,,,NaN,NaN,NaN,,NaN,,,,
17939,100,68,68,35,NaN,NaN,NaN,74,NaN,15,96,-8,64
17940,,,,,NaN,NaN,NaN,,NaN,,,,
17941,100,68,68,35,NaN,NaN,NaN,74,NaN,15,94,-8,63
17942,,,,,NaN,NaN,NaN,,NaN,,,,
17943,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17944,,,,,NaN,NaN,NaN,,NaN,,,,
17945,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
17946,,,,,NaN,NaN,NaN,,NaN,,,,
17947,100,68,67,35,NaN,NaN,NaN,75,NaN,15,96,-8,64
17948,,,,,NaN,NaN,NaN,,NaN,,,,
17949,100,68,67,35,NaN,NaN,NaN,75,NaN,15,97,-8,64
17950,,,,,NaN,NaN,NaN,,NaN,,,,
17951,100,68,68,35,NaN,NaN,NaN,75,NaN,15,96,-8,63
17952,,,,,NaN,NaN,NaN,,NaN,,,,
17953,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
17954,,,,,NaN,NaN,NaN,,NaN,,,,
17955,100,68,67,35,NaN,NaN,NaN,74,NaN,15,96,-8,63
17956,,,,,NaN,NaN,NaN,,NaN,,,,
17957,100,68,67,35,NaN,NaN,NaN,75,NaN,15,96,-8,64
17958,,,,,NaN,NaN,NaN,,NaN,,,,
17959,100,68,67,35,NaN,NaN,NaN,74,NaN,15,96,-8,63
17960,,,,,NaN,NaN,NaN,,NaN,,,,
17961,100,68,67,35,NaN,NaN,NaN,75,NaN,15,96,-8,64
17962,,,,,NaN,NaN,NaN,,NaN,,,,
17963,100,68,67,35,NaN,NaN,NaN,75,NaN,15,96,-8,64
17964,,,,,NaN,NaN,NaN,,NaN,,,,
17965,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17966,,,,,NaN,NaN,NaN,,NaN,,,,
17967,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17968,,,,,NaN,NaN,NaN,,NaN,,,,
17969,100,68,67,35,NaN,NaN,NaN,73,NaN,15,94,-8,63
17970,,,,,NaN,NaN,NaN,,NaN,,,,
17971,100,68,67,35,NaN,NaN,NaN,74,NaN,15,94,-8,63
17972,,,,,NaN,NaN,NaN,,NaN,,,,
17973,100,68,67,35,NaN,NaN,NaN,74,NaN,15,96,-8,64
17974,,,,,NaN,NaN,NaN,,NaN,,,,
17975,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17976,,,,,NaN,NaN,NaN,,NaN,,,,
17977,100,68,67,35,NaN,NaN,NaN,74,NaN,15,94,-8,64
17978,,,,,NaN,NaN,NaN,,NaN,,,,
17979,100,68,67,35,NaN,NaN,NaN,74,NaN,15,96,-8,63
17980,,,,,NaN,NaN,NaN,,NaN,,,,
17981,100,68,67,35,NaN,NaN,NaN,74,NaN,15,94,-8,63
17982,,,,,NaN,NaN,NaN,,NaN,,,,
17983,100,68,67,35,NaN,NaN,NaN,74,NaN,15,94,-8,63
17984,,,,,NaN,NaN,NaN,,NaN,,,,
17985,100,68,67,35,NaN,NaN,NaN,74,NaN,15,94,-8,63
17986,,,,,NaN,NaN,NaN,,NaN,,,,
17987,100,68,67,35,NaN,NaN,NaN,73,NaN,15,94,-8,63
17988,,,,,NaN,NaN,NaN,,NaN,,,,
17989,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17990,,,,,NaN,NaN,NaN,,NaN,,,,
17991,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17992,,,,,NaN,NaN,NaN,,NaN,,,,
17993,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
17994,,,,,NaN,NaN,NaN,,NaN,,,,
17995,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
17996,,,,,NaN,NaN,NaN,,NaN,,,,
17997,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
17998,,,,,NaN,NaN,NaN,,NaN,,,,
17999,100,68,67,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
18000,,,,,NaN,NaN,NaN,,NaN,,,,
18001,100,68,68,35,NaN,NaN,NaN,74,NaN,15,94,-8,63
18002,,,,,NaN,NaN,NaN,,NaN,,,,
18003,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
18004,,,,,NaN,NaN,NaN,,NaN,,,,
18005,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
18006,,,,,NaN,NaN,NaN,,NaN,,,,
18007,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
18008,,,,,NaN,NaN,NaN,,NaN,,,,
18009,100,68,68,35,NaN,NaN,NaN,74,NaN,15,94,-8,63
18010,,,,,NaN,NaN,NaN,,NaN,,,,
18011,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
18012,,,,,NaN,NaN,NaN,,NaN,,,,
18013,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
18014,,,,,NaN,NaN,NaN,,NaN,,,,
18015,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
18016,,,,,NaN,NaN,NaN,,NaN,,,,
18017,100,68,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
18018,,,,,NaN,NaN,NaN,,NaN,,,,
18019,100,69,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
18020,,,,,NaN,NaN,NaN,,NaN,,,,
18021,100,69,69,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
18022,,,,,NaN,NaN,NaN,,NaN,,,,
18023,100,69,69,35,NaN,NaN,NaN,74,NaN,15,94,-8,63
18024,,,,,NaN,NaN,NaN,,NaN,,,,
18025,100,69,69,35,NaN,NaN,NaN,74,NaN,15,95,-8,64
18026,,,,,NaN,NaN,NaN,,NaN,,,,
18027,100,69,69,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
18028,,,,,NaN,NaN,NaN,,NaN,,,,
18029,100,69,68,36,NaN,NaN,NaN,74,NaN,15,95,-8,63
18030,,,,,NaN,NaN,NaN,,NaN,,,,
18031,100,69,69,36,NaN,NaN,NaN,74,NaN,15,95,-8,63
18032,,,,,NaN,NaN,NaN,,NaN,,,,
18033,100,69,69,36,NaN,NaN,NaN,75,NaN,15,96,-8,64
18034,,,,,NaN,NaN,NaN,,NaN,,,,
18035,100,69,69,35,NaN,NaN,NaN,75,NaN,15,97,-8,64
18036,,,,,NaN,NaN,NaN,,NaN,,,,
18037,100,69,69,35,NaN,NaN,NaN,75,NaN,15,97,-8,64
18038,,,,,NaN,NaN,NaN,,NaN,,,,
18039,100,69,69,35,NaN,NaN,NaN,75,NaN,15,96,-8,64
18040,,,,,NaN,NaN,NaN,,NaN,,,,
18041,100,69,69,35,NaN,NaN,NaN,75,NaN,15,95,-8,64
18042,,,,,NaN,NaN,NaN,,NaN,,,,
18043,100,69,69,35,NaN,NaN,NaN,75,NaN,15,96,-8,63
18044,,,,,NaN,NaN,NaN,,NaN,,,,
18045,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-8,64
18046,,,,,NaN,NaN,NaN,,NaN,,,,
18047,100,69,68,35,NaN,NaN,NaN,75,NaN,15,97,-8,64
18048,,,,,NaN,NaN,NaN,,NaN,,,,
18049,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-8,64
18050,,,,,NaN,NaN,NaN,,NaN,,,,
18051,100,69,68,35,NaN,NaN,NaN,75,NaN,15,96,-8,63
18052,,,,,NaN,NaN,NaN,,NaN,,,,
18053,100,69,68,35,NaN,NaN,NaN,74,NaN,15,95,-8,63
18054,,,,,NaN,NaN,NaN,,NaN,,,,
18055,100,68,68,35,NaN,NaN,NaN,74,NaN,15,96,-8,63
18056,,,,,NaN,NaN,NaN,,NaN,,,,
18057,100,68,68,35,NaN,NaN,NaN,75,NaN,15,97,-8,63
18058,,,,,NaN,NaN,NaN,,NaN,,,,
18059,100,68,68,35,NaN,NaN,NaN,75,NaN,15,98,-8,64
18060,,,,,NaN,NaN,NaN,,NaN,,,,
18061,100,68,68,35,NaN,NaN,NaN,76,NaN,15,101,-8,66
18062,,,,,NaN,NaN,NaN,,NaN,,,,
18063,100,69,68,35,NaN,NaN,NaN,78,NaN,15,103,-8,66
18064,,,,,NaN,NaN,NaN,,NaN,,,,
18065,100,69,68,35,NaN,NaN,NaN,79,NaN,15,104,-8,67
18066,,,,,NaN,NaN,NaN,,NaN,,,,
18067,100,69,68,35,NaN,NaN,NaN,79,NaN,15,104,-8,67
18068,,,,,NaN,NaN,NaN,,NaN,,,,
18069,100,69,69,35,NaN,NaN,NaN,79,NaN,15,103,-8,67
18070,,,,,NaN,NaN,NaN,,NaN,,,,
18071,100,69,69,35,NaN,NaN,NaN,79,NaN,15,102,-8,66
18072,,,,,NaN,NaN,NaN,,NaN,,,,
18073,100,69,69,35,NaN,NaN,NaN,79,NaN,15,103,-8,68
18074,,,,,NaN,NaN,NaN,,NaN,,,,
18075,100,69,69,35,NaN,NaN,NaN,79,NaN,15,104,-8,67
18076,,,,,NaN,NaN,NaN,,NaN,,,,
18077,100,69,69,35,NaN,NaN,NaN,79,NaN,15,103,-8,67
18078,,,,,NaN,NaN,NaN,,NaN,,,,
18079,100,69,68,35,NaN,NaN,NaN,78,NaN,15,102,-8,66
18080,,,,,NaN,NaN,NaN,,NaN,,,,
18081,100,69,68,35,NaN,NaN,NaN,78,NaN,15,102,-8,67
18082,,,,,NaN,NaN,NaN,,NaN,,,,
18083,100,69,68,35,NaN,NaN,NaN,78,NaN,15,103,-8,66
18084,,,,,NaN,NaN,NaN,,NaN,,,,
18085,100,69,68,35,NaN,NaN,NaN,79,NaN,15,104,-8,67
18086,,,,,NaN,NaN,NaN,,NaN,,,,
18087,100,68,68,35,NaN,NaN,NaN,79,NaN,15,103,-8,66
18088,,,,,NaN,NaN,NaN,,NaN,,,,
18089,100,68,68,35,NaN,NaN,NaN,79,NaN,15,103,-8,67
18090,,,,,NaN,NaN,NaN,,NaN,,,,
18091,100,68,68,36,NaN,NaN,NaN,79,NaN,15,105,-8,67
18092,,,,,NaN,NaN,NaN,,NaN,,,,
18093,100,68,68,36,NaN,NaN,NaN,80,NaN,15,106,-8,68
18094,,,,,NaN,NaN,NaN,,NaN,,,,
18095,100,68,68,36,NaN,NaN,NaN,81,NaN,15,106,-8,68
18096,,,,,NaN,NaN,NaN,,NaN,,,,
18097,100,68,68,36,NaN,NaN,NaN,81,NaN,15,106,-8,69
18098,,,,,NaN,NaN,NaN,,NaN,,,,
18099,100,69,68,36,NaN,NaN,NaN,81,NaN,15,106,-8,68
18100,,,,,NaN,NaN,NaN,,NaN,,,,
18101,100,69,68,36,NaN,NaN,NaN,82,NaN,15,107,-8,69
18102,,,,,NaN,NaN,NaN,,NaN,,,,
18103,100,69,68,36,NaN,NaN,NaN,82,NaN,15,107,-8,69
18104,,,,,NaN,NaN,NaN,,NaN,,,,
18105,100,69,68,36,NaN,NaN,NaN,82,NaN,15,108,-8,69
18106,,,,,NaN,NaN,NaN,,NaN,,,,
18107,100,69,68,36,NaN,NaN,NaN,82,NaN,15,107,-8,69
18108,,,,,NaN,NaN,NaN,,NaN,,,,
18109,100,69,68,36,NaN,NaN,NaN,82,NaN,15,107,-8,70
18110,,,,,NaN,NaN,NaN,,NaN,,,,
18111,100,69,68,36,NaN,NaN,NaN,83,NaN,15,108,-8,69
18112,,,,,NaN,NaN,NaN,,NaN,,,,
18113,100,69,68,36,NaN,NaN,NaN,83,NaN,15,108,-8,70
18114,,,,,NaN,NaN,NaN,,NaN,,,,
18115,100,69,68,36,NaN,NaN,NaN,82,NaN,15,107,-8,69
18116,,,,,NaN,NaN,NaN,,NaN,,,,
18117,100,69,68,36,NaN,NaN,NaN,82,NaN,15,106,-8,69
18118,,,,,NaN,NaN,NaN,,NaN,,,,
18119,100,69,68,36,NaN,NaN,NaN,82,NaN,15,106,-8,69
18120,,,,,NaN,NaN,NaN,,NaN,,,,
18121,100,69,68,36,NaN,NaN,NaN,82,NaN,15,107,-8,69
18122,,,,,NaN,NaN,NaN,,NaN,,,,
18123,100,69,68,36,NaN,NaN,NaN,81,NaN,15,106,-8,68
18124,,,,,NaN,NaN,NaN,,NaN,,,,
18125,100,69,68,36,NaN,NaN,NaN,80,NaN,15,104,-8,68
18126,,,,,NaN,NaN,NaN,,NaN,,,,
18127,100,69,68,36,NaN,NaN,NaN,80,NaN,15,104,-8,67
18128,,,,,NaN,NaN,NaN,,NaN,,,,
18129,100,69,68,36,NaN,NaN,NaN,80,NaN,15,105,-8,68
18130,,,,,NaN,NaN,NaN,,NaN,,,,
18131,100,69,68,36,NaN,NaN,NaN,81,NaN,15,105,-8,68
18132,,,,,NaN,NaN,NaN,,NaN,,,,
18133,100,69,69,36,NaN,NaN,NaN,81,NaN,15,105,-8,68
18134,,,,,NaN,NaN,NaN,,NaN,,,,
18135,100,69,69,36,NaN,NaN,NaN,81,NaN,15,105,-8,68
18136,,,,,NaN,NaN,NaN,,NaN,,,,
18137,100,69,69,36,NaN,NaN,NaN,81,NaN,15,105,-8,69
18138,,,,,NaN,NaN,NaN,,NaN,,,,
18139,100,70,69,36,NaN,NaN,NaN,81,NaN,15,106,-8,68
18140,,,,,NaN,NaN,NaN,,NaN,,,,
18141,100,70,69,36,NaN,NaN,NaN,82,NaN,15,106,-8,69
18142,,,,,NaN,NaN,NaN,,NaN,,,,
18143,100,69,69,36,NaN,NaN,NaN,81,NaN,15,106,-8,68
18144,,,,,NaN,NaN,NaN,,NaN,,,,
18145,100,69,69,36,NaN,NaN,NaN,81,NaN,15,105,-8,68
18146,,,,,NaN,NaN,NaN,,NaN,,,,
18147,100,70,69,36,NaN,NaN,NaN,81,NaN,15,104,-8,68
18148,,,,,NaN,NaN,NaN,,NaN,,,,
18149,100,70,69,36,NaN,NaN,NaN,81,NaN,15,104,-8,69
18150,,,,,NaN,NaN,NaN,,NaN,,,,
18151,100,70,69,36,NaN,NaN,NaN,81,NaN,15,104,-8,68
18152,,,,,NaN,NaN,NaN,,NaN,,,,
18153,100,70,69,36,NaN,NaN,NaN,81,NaN,15,105,-8,69
18154,,,,,NaN,NaN,NaN,,NaN,,,,
18155,100,70,70,36,NaN,NaN,NaN,81,NaN,15,105,-8,69
18156,,,,,NaN,NaN,NaN,,NaN,,,,
18157,100,70,70,36,NaN,NaN,NaN,81,NaN,15,105,-8,69
18158,,,,,NaN,NaN,NaN,,NaN,,,,
18159,100,70,70,36,NaN,NaN,NaN,81,NaN,15,105,-8,69
18160,,,,,NaN,NaN,NaN,,NaN,,,,
18161,100,70,70,35,NaN,NaN,NaN,81,NaN,15,104,-8,69
18162,,,,,NaN,NaN,NaN,,NaN,,,,
18163,100,70,70,35,NaN,NaN,NaN,81,NaN,15,105,-8,68
18164,,,,,NaN,NaN,NaN,,NaN,,,,
18165,100,70,70,35,NaN,NaN,NaN,81,NaN,15,105,-8,69
18166,,,,,NaN,NaN,NaN,,NaN,,,,
18167,100,71,70,35,NaN,NaN,NaN,81,NaN,15,105,-8,69
18168,,,,,NaN,NaN,NaN,,NaN,,,,
18169,100,71,70,36,NaN,NaN,NaN,81,NaN,15,104,-8,69
18170,,,,,NaN,NaN,NaN,,NaN,,,,
18171,100,71,70,36,NaN,NaN,NaN,81,NaN,15,104,-8,68
18172,,,,,NaN,NaN,NaN,,NaN,,,,
18173,100,71,71,36,NaN,NaN,NaN,82,NaN,15,105,-8,69
18174,,,,,NaN,NaN,NaN,,NaN,,,,
18175,100,71,71,36,NaN,NaN,NaN,81,NaN,15,104,-8,68
18176,,,,,NaN,NaN,NaN,,NaN,,,,
18177,100,72,71,36,NaN,NaN,NaN,81,NaN,15,103,-8,68
18178,,,,,NaN,NaN,NaN,,NaN,,,,
18179,100,72,72,36,NaN,NaN,NaN,80,NaN,15,103,-8,68
18180,,,,,NaN,NaN,NaN,,NaN,,,,
18181,100,72,72,36,NaN,NaN,NaN,80,NaN,15,103,-8,68
18182,,,,,NaN,NaN,NaN,,NaN,,,,
18183,100,72,72,36,NaN,NaN,NaN,80,NaN,15,103,-8,67
18184,,,,,NaN,NaN,NaN,,NaN,,,,
18185,100,72,72,36,NaN,NaN,NaN,80,NaN,15,104,-8,69
18186,,,,,NaN,NaN,NaN,,NaN,,,,
18187,100,72,72,36,NaN,NaN,NaN,81,NaN,15,104,-8,69
18188,,,,,NaN,NaN,NaN,,NaN,,,,
18189,100,72,72,36,NaN,NaN,NaN,81,NaN,15,104,-8,69
18190,,,,,NaN,NaN,NaN,,NaN,,,,
18191,100,73,72,36,NaN,NaN,NaN,81,NaN,15,104,-8,69
18192,,,,,NaN,NaN,NaN,,NaN,,,,
18193,100,73,72,36,NaN,NaN,NaN,81,NaN,15,104,-8,69
18194,,,,,NaN,NaN,NaN,,NaN,,,,
18195,100,73,72,36,NaN,NaN,NaN,81,NaN,15,104,-8,68
18196,,,,,NaN,NaN,NaN,,NaN,,,,
18197,100,73,72,36,NaN,NaN,NaN,81,NaN,15,104,-8,69
18198,,,,,NaN,NaN,NaN,,NaN,,,,
18199,100,72,72,36,NaN,NaN,NaN,81,NaN,15,104,-8,69
18200,,,,,NaN,NaN,NaN,,NaN,,,,
18201,100,72,72,36,NaN,NaN,NaN,81,NaN,15,104,-8,70
18202,,,,,NaN,NaN,NaN,,NaN,,,,
18203,100,72,72,36,NaN,NaN,NaN,82,NaN,15,105,-8,69
18204,,,,,NaN,NaN,NaN,,NaN,,,,
18205,100,72,71,36,NaN,NaN,NaN,83,NaN,15,106,-8,71
18206,,,,,NaN,NaN,NaN,,NaN,,,,
18207,100,72,71,36,NaN,NaN,NaN,84,NaN,15,108,-8,72
18208,,,,,NaN,NaN,NaN,,NaN,,,,
18209,100,72,71,36,NaN,NaN,NaN,85,NaN,15,109,-8,72
18210,,,,,NaN,NaN,NaN,,NaN,,,,
18211,100,72,71,36,NaN,NaN,NaN,85,NaN,15,109,-8,72
18212,,,,,NaN,NaN,NaN,,NaN,,,,
18213,100,72,72,36,NaN,NaN,NaN,85,NaN,15,108,-8,72
18214,,,,,NaN,NaN,NaN,,NaN,,,,
18215,100,73,72,36,NaN,NaN,NaN,84,NaN,15,108,-8,71
18216,,,,,NaN,NaN,NaN,,NaN,,,,
18217,100,73,73,36,NaN,NaN,NaN,83,NaN,15,105,-8,69
18218,,,,,NaN,NaN,NaN,,NaN,,,,
18219,100,73,72,36,NaN,NaN,NaN,82,NaN,15,104,-8,68
18220,,,,,NaN,NaN,NaN,,NaN,,,,
18221,100,73,72,36,NaN,NaN,NaN,81,NaN,15,103,-8,68
18222,,,,,NaN,NaN,NaN,,NaN,,,,
18223,100,73,72,36,NaN,NaN,NaN,80,NaN,15,103,-8,68
