time,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/HR,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/ART,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/CVP,Solar8000/ART_DBP
0,,,,,NaN,NaN,NaN,,NaN,,,,
1,,,,,-4.9562602043151855,-491.88665771484375,-4.9562602043151855,,-495.6260070800781,,,,
2,,,,,-4.956240177154541,-491.88470458984375,-4.956240177154541,,-495.6240234375,,,,
3,99,74,74,0,NaN,NaN,NaN,0,NaN,,0,,0
4,,,,,NaN,NaN,NaN,,NaN,,,,
5,99,74,73,0,NaN,NaN,NaN,0,NaN,,0,,0
6,,,,,NaN,NaN,NaN,,NaN,,,,
7,99,75,73,0,NaN,NaN,NaN,0,NaN,,0,,0
8,,,,,NaN,NaN,NaN,,NaN,,,,
9,99,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
10,,,,,NaN,NaN,NaN,,NaN,,,,
11,99,75,74,0,NaN,NaN,NaN,1,NaN,,1,,1
12,,,,,NaN,NaN,NaN,,NaN,,,,
13,99,75,74,0,NaN,NaN,NaN,0,NaN,,0,,0
14,,,,,NaN,NaN,NaN,,NaN,,,,
15,99,74,74,0,NaN,NaN,NaN,0,NaN,,0,,0
16,,,,,NaN,NaN,NaN,,NaN,,,,
17,99,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
18,,,,,NaN,NaN,NaN,,NaN,,,,
19,99,74,73,0,NaN,NaN,NaN,1,NaN,,1,,1
20,,,,,NaN,NaN,NaN,,NaN,,,,
21,99,73,73,0,NaN,NaN,NaN,1,NaN,,1,,1
22,,,,,NaN,NaN,NaN,,NaN,,,,
23,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
24,,,,,NaN,NaN,NaN,,NaN,,,,
25,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
26,,,,,NaN,NaN,NaN,,NaN,,,,
27,99,74,72,0,NaN,NaN,NaN,1,NaN,,1,,1
28,,,,,NaN,NaN,NaN,,NaN,,,,
29,99,74,72,0,NaN,NaN,NaN,1,NaN,,1,,1
30,,,,,NaN,NaN,NaN,,NaN,,,,
31,99,75,73,0,NaN,NaN,NaN,1,NaN,,1,,1
32,,,,,NaN,NaN,NaN,,NaN,,,,
33,99,75,73,0,NaN,NaN,NaN,1,NaN,,1,,1
34,,,,,NaN,NaN,NaN,,NaN,,,,
35,99,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
36,,,,,NaN,NaN,NaN,,NaN,,,,
37,99,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
38,,,,,NaN,NaN,NaN,,NaN,,,,
39,99,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
40,,,,,NaN,NaN,NaN,,NaN,,,,
41,100,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
42,,,,,NaN,NaN,NaN,,NaN,,,,
43,99,75,74,0,NaN,NaN,NaN,1,NaN,,1,,1
44,,,,,NaN,NaN,NaN,,NaN,,,,
45,99,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
46,,,,,NaN,NaN,NaN,,NaN,,,,
47,99,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
48,,,,,NaN,NaN,NaN,,NaN,,,,
49,99,75,74,0,NaN,NaN,NaN,0,NaN,,0,,0
50,,,,,NaN,NaN,NaN,,NaN,,,,
51,99,74,74,0,NaN,NaN,NaN,0,NaN,,0,,0
52,,,,,NaN,NaN,NaN,,NaN,,,,
53,99,74,74,0,NaN,NaN,NaN,0,NaN,,0,,0
54,,,,,NaN,NaN,NaN,,NaN,,,,
55,99,74,74,0,NaN,NaN,NaN,0,NaN,,0,,0
56,,,,,NaN,NaN,NaN,,NaN,,,,
57,99,74,73,0,NaN,NaN,NaN,1,NaN,,1,,1
58,,,,,NaN,NaN,NaN,,NaN,,,,
59,99,74,73,0,NaN,NaN,NaN,1,NaN,,1,,1
60,,,,,NaN,NaN,NaN,,NaN,,,,
61,99,74,73,0,NaN,NaN,NaN,1,NaN,,1,,1
62,,,,,NaN,NaN,NaN,,NaN,,,,
63,99,74,73,0,NaN,NaN,NaN,1,NaN,,1,,1
64,,,,,NaN,NaN,NaN,,NaN,,,,
65,99,74,73,0,NaN,NaN,NaN,1,NaN,,1,,1
66,,,,,NaN,NaN,NaN,,NaN,,,,
67,99,74,73,0,NaN,NaN,NaN,1,NaN,,1,,1
68,,,,,NaN,NaN,NaN,,NaN,,,,
69,99,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
70,,,,,NaN,NaN,NaN,,NaN,,,,
71,99,75,75,0,NaN,NaN,NaN,1,NaN,,1,,1
72,,,,,NaN,NaN,NaN,,NaN,,,,
73,99,75,75,0,NaN,NaN,NaN,1,NaN,,1,,1
74,,,,,NaN,NaN,NaN,,NaN,,,,
75,99,75,75,0,NaN,NaN,NaN,1,NaN,,1,,1
76,,,,,NaN,NaN,NaN,,NaN,,,,
77,99,75,74,0,NaN,NaN,NaN,0,NaN,,0,,0
78,,,,,NaN,NaN,NaN,,NaN,,,,
79,99,74,74,0,NaN,NaN,NaN,0,NaN,,0,,0
80,,,,,NaN,NaN,NaN,,NaN,,,,
81,99,74,74,0,NaN,NaN,NaN,1,NaN,,1,,1
82,,,,,NaN,NaN,NaN,,NaN,,,,
83,99,75,73,0,NaN,NaN,NaN,1,NaN,,1,,1
84,,,,,NaN,NaN,NaN,,NaN,,,,
85,99,77,73,0,NaN,NaN,NaN,1,NaN,,1,,1
86,,,,,NaN,NaN,NaN,,NaN,,,,
87,99,76,73,0,NaN,NaN,NaN,1,NaN,,1,,1
88,,,,,NaN,NaN,NaN,,NaN,,,,
89,99,76,72,0,NaN,NaN,NaN,0,NaN,,0,,0
90,,,,,NaN,NaN,NaN,,NaN,,,,
91,99,76,72,0,NaN,NaN,NaN,0,NaN,,0,,0
92,,,,,NaN,NaN,NaN,,NaN,,,,
93,99,72,71,0,NaN,NaN,NaN,0,NaN,,0,,0
94,,,,,NaN,NaN,NaN,,NaN,,,,
95,99,72,71,0,NaN,NaN,NaN,0,NaN,,0,,0
96,,,,,NaN,NaN,NaN,,NaN,,,,
97,99,71,70,0,NaN,NaN,NaN,1,NaN,,1,,1
98,,,,,NaN,NaN,NaN,,NaN,,,,
99,99,71,71,0,NaN,NaN,NaN,1,NaN,,1,,1
100,,,,,NaN,NaN,NaN,,NaN,,,,
101,99,71,71,0,NaN,NaN,NaN,1,NaN,,1,,1
102,,,,,NaN,NaN,NaN,,NaN,,,,
103,99,71,71,0,NaN,NaN,NaN,1,NaN,,1,,1
104,,,,,NaN,NaN,NaN,,NaN,,,,
105,99,72,71,0,NaN,NaN,NaN,-1,NaN,,-1,,-1
106,,,,,NaN,NaN,NaN,,NaN,,,,
107,99,72,71,0,NaN,NaN,NaN,-1,NaN,,-1,,-1
108,,,,,NaN,NaN,NaN,,NaN,,,,
109,99,73,73,0,NaN,NaN,NaN,0,NaN,,0,,0
110,,,,,NaN,NaN,NaN,,NaN,,,,
111,99,73,77,0,NaN,NaN,NaN,0,NaN,,0,,0
112,,,,,NaN,NaN,NaN,,NaN,,,,
113,99,73,77,0,NaN,NaN,NaN,0,NaN,,0,,0
114,,,,,NaN,NaN,NaN,,NaN,,,,
115,99,73,77,0,NaN,NaN,NaN,0,NaN,,0,,0
116,,,,,NaN,NaN,NaN,,NaN,,,,
117,99,73,76,0,NaN,NaN,NaN,0,NaN,,0,,0
118,,,,,NaN,NaN,NaN,,NaN,,,,
119,99,72,75,0,NaN,NaN,NaN,0,NaN,,0,,0
120,,,,,NaN,NaN,NaN,,NaN,,,,
121,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
122,,,,,NaN,NaN,NaN,,NaN,,,,
123,99,72,71,0,NaN,NaN,NaN,1,NaN,,1,,1
124,,,,,NaN,NaN,NaN,,NaN,,,,
125,99,72,71,0,NaN,NaN,NaN,0,NaN,,0,,0
126,,,,,NaN,NaN,NaN,,NaN,,,,
127,99,71,71,0,NaN,NaN,NaN,0,NaN,,0,,0
128,,,,,NaN,NaN,NaN,,NaN,,,,
129,99,72,71,0,NaN,NaN,NaN,0,NaN,,0,,0
130,,,,,NaN,NaN,NaN,,NaN,,,,
131,99,72,72,0,NaN,NaN,NaN,0,NaN,,0,,0
132,,,,,NaN,NaN,NaN,,NaN,,,,
133,99,73,72,0,NaN,NaN,NaN,0,NaN,,0,,0
134,,,,,NaN,NaN,NaN,,NaN,,,,
135,99,73,73,0,NaN,NaN,NaN,0,NaN,,0,,0
136,,,,,NaN,NaN,NaN,,NaN,,,,
137,99,73,73,0,NaN,NaN,NaN,0,NaN,,0,,0
138,,,,,NaN,NaN,NaN,,NaN,,,,
139,99,73,73,0,NaN,NaN,NaN,1,NaN,,1,,1
140,,,,,NaN,NaN,NaN,,NaN,,,,
141,99,73,73,0,NaN,NaN,NaN,1,NaN,,1,,1
142,,,,,NaN,NaN,NaN,,NaN,,,,
143,99,73,73,0,NaN,NaN,NaN,1,NaN,,1,,1
144,,,,,NaN,NaN,NaN,,NaN,,,,
145,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
146,,,,,NaN,NaN,NaN,,NaN,,,,
147,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
148,,,,,NaN,NaN,NaN,,NaN,,,,
149,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
150,,,,,NaN,NaN,NaN,,NaN,,,,
151,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
152,,,,,NaN,NaN,NaN,,NaN,,,,
153,99,72,71,0,NaN,NaN,NaN,1,NaN,,1,,1
154,,,,,NaN,NaN,NaN,,NaN,,,,
155,99,72,71,0,NaN,NaN,NaN,0,NaN,,0,,0
156,,,,,NaN,NaN,NaN,,NaN,,,,
157,99,72,72,0,NaN,NaN,NaN,0,NaN,,0,,0
158,,,,,NaN,NaN,NaN,,NaN,,,,
159,99,73,72,0,NaN,NaN,NaN,0,NaN,,0,,0
160,,,,,NaN,NaN,NaN,,NaN,,,,
161,99,73,72,0,NaN,NaN,NaN,0,NaN,,0,,0
162,,,,,NaN,NaN,NaN,,NaN,,,,
163,99,73,73,0,NaN,NaN,NaN,0,NaN,,0,,0
164,,,,,NaN,NaN,NaN,,NaN,,,,
165,99,73,73,0,NaN,NaN,NaN,0,NaN,,0,,0
166,,,,,NaN,NaN,NaN,,NaN,,,,
167,99,73,73,0,NaN,NaN,NaN,0,NaN,,0,,0
168,,,,,NaN,NaN,NaN,,NaN,,,,
169,99,73,73,0,NaN,NaN,NaN,0,NaN,,0,,0
170,,,,,NaN,NaN,NaN,,NaN,,,,
171,99,73,73,0,NaN,NaN,NaN,0,NaN,,0,,0
172,,,,,NaN,NaN,NaN,,NaN,,,,
173,99,73,73,0,NaN,NaN,NaN,0,NaN,,0,,0
174,,,,,NaN,NaN,NaN,,NaN,,,,
175,99,73,72,0,NaN,NaN,NaN,-1,NaN,,-1,,-1
176,,,,,NaN,NaN,NaN,,NaN,,,,
177,99,73,72,0,NaN,NaN,NaN,-1,NaN,,-1,,-1
178,,,,,NaN,NaN,NaN,,NaN,,,,
179,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
180,,,,,NaN,NaN,NaN,,NaN,,,,
181,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
182,,,,,NaN,NaN,NaN,,NaN,,,,
183,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
184,,,,,NaN,NaN,NaN,,NaN,,,,
185,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
186,,,,,NaN,NaN,NaN,,NaN,,,,
187,99,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
188,,,,,NaN,NaN,NaN,,NaN,,,,
189,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
190,,,,,NaN,NaN,NaN,,NaN,,,,
191,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,-2
192,,,,,NaN,NaN,NaN,,NaN,,,,
193,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,-2
194,,,,,NaN,NaN,NaN,,NaN,,,,
195,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
196,,,,,NaN,NaN,NaN,,NaN,,,,
197,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
198,,,,,NaN,NaN,NaN,,NaN,,,,
199,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
200,,,,,NaN,NaN,NaN,,NaN,,,,
201,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
202,,,,,NaN,NaN,NaN,,NaN,,,,
203,99,72,72,0,NaN,NaN,NaN,0,NaN,,0,,0
204,,,,,NaN,NaN,NaN,,NaN,,,,
205,99,72,72,0,NaN,NaN,NaN,0,NaN,,0,,0
206,,,,,NaN,NaN,NaN,,NaN,,,,
207,98,72,72,0,NaN,NaN,NaN,0,NaN,,0,,0
208,,,,,NaN,NaN,NaN,,NaN,,,,
209,98,72,72,0,NaN,NaN,NaN,0,NaN,,0,,0
210,,,,,NaN,NaN,NaN,,NaN,,,,
211,98,72,72,0,NaN,NaN,NaN,0,NaN,,0,,0
212,,,,,NaN,NaN,NaN,,NaN,,,,
213,99,72,72,0,NaN,NaN,NaN,0,NaN,,0,,0
214,,,,,NaN,NaN,NaN,,NaN,,,,
215,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
216,,,,,NaN,NaN,NaN,,NaN,,,,
217,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
218,,,,,NaN,NaN,NaN,,NaN,,,,
219,99,72,72,0,NaN,NaN,NaN,1,NaN,,1,,1
220,,,,,NaN,NaN,NaN,,NaN,,,,
221,98,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
222,,,,,NaN,NaN,NaN,,NaN,,,,
223,98,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
224,,,,,NaN,NaN,NaN,,NaN,,,,
225,98,73,73,0,NaN,NaN,NaN,1,NaN,,1,,1
226,,,,,NaN,NaN,NaN,,NaN,,,,
227,98,73,73,0,NaN,NaN,NaN,1,NaN,,1,,1
228,,,,,NaN,NaN,NaN,,NaN,,,,
229,98,73,73,0,NaN,NaN,NaN,1,NaN,,1,,1
230,,,,,NaN,NaN,NaN,,NaN,,,,
231,98,73,73,0,NaN,NaN,NaN,1,NaN,,1,,1
232,,,,,NaN,NaN,NaN,,NaN,,,,
233,98,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
234,,,,,NaN,NaN,NaN,,NaN,,,,
235,98,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
236,,,,,NaN,NaN,NaN,,NaN,,,,
237,98,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
238,,,,,NaN,NaN,NaN,,NaN,,,,
239,98,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
240,,,,,NaN,NaN,NaN,,NaN,,,,
241,98,73,72,0,NaN,NaN,NaN,1,NaN,,1,,1
242,,,,,NaN,NaN,NaN,,NaN,,,,
243,98,72,72,0,NaN,NaN,NaN,0,NaN,,0,,0
244,,,,,NaN,NaN,NaN,,NaN,,,,
245,98,72,71,0,NaN,NaN,NaN,0,NaN,,0,,0
246,,,,,NaN,NaN,NaN,,NaN,,,,
247,98,72,71,0,NaN,NaN,NaN,0,NaN,,0,,0
248,,,,,NaN,NaN,NaN,,NaN,,,,
249,99,72,71,0,NaN,NaN,NaN,0,NaN,,0,,0
250,,,,,NaN,NaN,NaN,,NaN,,,,
251,99,72,72,0,NaN,NaN,NaN,-19,NaN,,-19,,-19
252,,,,,NaN,NaN,NaN,,NaN,,,,
253,99,72,72,0,NaN,NaN,NaN,-21,NaN,,-20,,-27
254,,,,,NaN,NaN,NaN,,NaN,,,,
255,99,72,72,0,NaN,NaN,NaN,-22,NaN,,-9,,-37
256,,,,,NaN,NaN,NaN,,NaN,,,,
257,99,72,72,0,NaN,NaN,NaN,-21,NaN,,-13,,-27
258,,,,,NaN,NaN,NaN,,NaN,,,,
259,98,73,72,0,NaN,NaN,NaN,-21,NaN,,,,
260,,,,,NaN,NaN,NaN,,NaN,,,,
261,99,73,72,0,NaN,NaN,NaN,-20,NaN,,,,
262,,,,,NaN,NaN,NaN,,NaN,,,,
263,99,73,73,0,NaN,NaN,NaN,-20,NaN,,,,
264,,,,,NaN,NaN,NaN,,NaN,,,,
265,99,73,73,0,NaN,NaN,NaN,-20,NaN,,,,
266,,,,,NaN,NaN,NaN,,NaN,,,,
267,99,73,73,0,NaN,NaN,NaN,-21,NaN,,,,
268,,,,,NaN,NaN,NaN,,NaN,,,,
269,99,73,73,0,NaN,NaN,NaN,-21,NaN,,,,
270,,,,,NaN,NaN,NaN,,NaN,,,,
271,99,73,72,0,NaN,NaN,NaN,-20,NaN,,-14,,-27
272,,,,,NaN,NaN,NaN,,NaN,,,,
273,100,73,72,0,NaN,NaN,NaN,-21,NaN,,-17,,-26
274,,,,,NaN,NaN,NaN,,NaN,,,,
275,100,73,72,0,NaN,NaN,NaN,-21,NaN,,-20,,-23
276,,,,,NaN,NaN,NaN,,NaN,,,,
277,100,73,73,0,NaN,NaN,NaN,-21,NaN,,-20,,-23
278,,,,,NaN,NaN,NaN,,NaN,,,,
279,100,73,72,0,NaN,NaN,NaN,-21,NaN,,-20,,-23
280,,,,,NaN,NaN,NaN,,NaN,,,,
281,100,73,73,0,NaN,NaN,NaN,-22,NaN,,-20,,-25
282,,,,,NaN,NaN,NaN,,NaN,,,,
283,100,73,73,0,NaN,NaN,NaN,-22,NaN,,,,
284,,,,,NaN,NaN,NaN,,NaN,,,,
285,100,73,73,0,NaN,NaN,NaN,-22,NaN,,,,
286,,,,,NaN,NaN,NaN,,NaN,,,,
287,100,73,73,0,NaN,NaN,NaN,-22,NaN,,,,
288,,,,,NaN,NaN,NaN,,NaN,,,,
289,99,73,73,0,NaN,NaN,NaN,-22,NaN,,,,
290,,,,,NaN,NaN,NaN,,NaN,,,,
291,99,73,73,0,NaN,NaN,NaN,-22,NaN,,,,
292,,,,,NaN,NaN,NaN,,NaN,,,,
293,99,74,73,0,NaN,NaN,NaN,-22,NaN,,,,
294,,,,,NaN,NaN,NaN,,NaN,,,,
295,99,74,73,0,NaN,NaN,NaN,-22,NaN,,-22,,-22
296,,,,,NaN,NaN,NaN,,NaN,,,,
297,99,74,73,0,NaN,NaN,NaN,-22,NaN,,-22,,-22
298,,,,,NaN,NaN,NaN,,NaN,,,,
299,99,74,74,0,NaN,NaN,NaN,-23,NaN,,-23,,-23
300,,,,,NaN,NaN,NaN,,NaN,,,,
301,99,75,74,0,NaN,NaN,NaN,-23,NaN,,-23,,-23
302,,,,,NaN,NaN,NaN,,NaN,,,,
303,99,75,74,0,NaN,NaN,NaN,-23,NaN,,-23,,-23
304,,,,,NaN,NaN,NaN,,NaN,,,,
305,99,74,74,0,NaN,NaN,NaN,-23,NaN,,-23,,-23
306,,,,,NaN,NaN,NaN,,NaN,,,,
307,99,74,73,25,NaN,NaN,NaN,-22,NaN,,-22,,-22
308,,,,,NaN,NaN,NaN,,NaN,,,,
309,99,74,73,25,NaN,NaN,NaN,-22,NaN,,-22,,-22
310,,,,,NaN,NaN,NaN,,NaN,,,,
311,99,74,74,25,NaN,NaN,NaN,-23,NaN,,-23,,-23
312,,,,,NaN,NaN,NaN,,NaN,,,,
313,99,74,74,25,NaN,NaN,NaN,-23,NaN,3,-23,,-23
314,,,,,NaN,NaN,NaN,,NaN,,,,
315,99,74,73,25,NaN,NaN,NaN,-23,NaN,3,-23,,-23
316,,,,,NaN,NaN,NaN,,NaN,,,,
317,99,74,73,25,NaN,NaN,NaN,-22,NaN,3,-19,,-25
318,,,,,NaN,NaN,NaN,,NaN,,,,
319,99,74,73,25,NaN,NaN,NaN,-22,NaN,3,-17,,-25
320,,,,,NaN,NaN,NaN,,NaN,,,,
321,99,74,73,,NaN,NaN,NaN,-23,NaN,,-17,,-29
322,,,,,NaN,NaN,NaN,,NaN,,,,
323,100,74,74,,NaN,NaN,NaN,-23,NaN,,-20,,-25
324,,,,,NaN,NaN,NaN,,NaN,,,,
325,100,74,74,,NaN,NaN,NaN,-23,NaN,,-21,,-25
326,,,,,NaN,NaN,NaN,,NaN,,,,
327,100,75,74,,NaN,NaN,NaN,-21,NaN,,,,
328,,,,,NaN,NaN,NaN,,NaN,,,,
329,100,74,74,,NaN,NaN,NaN,-22,NaN,,,,
330,,,,,NaN,NaN,NaN,,NaN,,,,
331,100,74,73,,NaN,NaN,NaN,-22,NaN,,,,
332,,,,,NaN,NaN,NaN,,NaN,,,,
333,100,74,73,,NaN,NaN,NaN,-22,NaN,,,,
334,,,,,NaN,NaN,NaN,,NaN,,,,
335,100,73,73,,NaN,NaN,NaN,-22,NaN,,,,
336,,,,,NaN,NaN,NaN,,NaN,,,,
337,100,73,73,,NaN,NaN,NaN,-23,NaN,,,,
338,,,,,NaN,NaN,NaN,,NaN,,,,
339,100,73,72,,NaN,NaN,NaN,-23,NaN,,-23,,-23
340,,,,,NaN,NaN,NaN,,NaN,,,,
341,100,73,73,,NaN,NaN,NaN,-23,NaN,,-23,,-23
342,,,,,NaN,NaN,NaN,,NaN,,,,
343,100,74,73,,NaN,NaN,NaN,-23,NaN,,-22,,-25
344,,,,,NaN,NaN,NaN,,NaN,,,,
345,100,74,73,,NaN,NaN,NaN,-23,NaN,,-22,,-25
346,,,,,NaN,NaN,NaN,,NaN,,,,
347,100,74,73,,NaN,NaN,NaN,-22,NaN,,-21,,-24
348,,,,,NaN,NaN,NaN,,NaN,,,,
349,100,74,73,,NaN,NaN,NaN,-23,NaN,,-20,,-24
350,,,,,NaN,NaN,NaN,,NaN,,,,
351,100,73,73,,NaN,NaN,NaN,-23,NaN,,-20,,-24
352,,,,,NaN,NaN,NaN,,NaN,,,,
353,100,73,72,,NaN,NaN,NaN,-23,NaN,,-20,,-26
354,,,,,NaN,NaN,NaN,,NaN,,,,
355,100,73,72,,NaN,NaN,NaN,-24,NaN,,-17,,-33
356,,,,,NaN,NaN,NaN,,NaN,,,,
357,100,73,72,,NaN,NaN,NaN,-24,NaN,,-17,,-33
358,,,,,NaN,NaN,NaN,,NaN,,,,
359,100,73,72,,NaN,NaN,NaN,-23,NaN,,-23,,-23
360,,,,,NaN,NaN,NaN,,NaN,,,,
361,100,73,72,,NaN,NaN,NaN,-23,NaN,,-17,,-28
362,,,,,NaN,NaN,NaN,,NaN,,,,
363,100,73,72,,NaN,NaN,NaN,-22,NaN,,-20,,-25
364,,,,,NaN,NaN,NaN,,NaN,,,,
365,100,73,72,,NaN,NaN,NaN,-22,NaN,,-20,,-25
366,,,,,NaN,NaN,NaN,,NaN,,,,
367,100,73,73,,NaN,NaN,NaN,-23,NaN,,-23,,-23
368,,,,,NaN,NaN,NaN,,NaN,,,,
369,100,74,73,,NaN,NaN,NaN,-23,NaN,,-23,,-23
370,,,,,NaN,NaN,NaN,,NaN,,,,
371,100,73,73,,NaN,NaN,NaN,-22,NaN,,-22,,-22
372,,,,,NaN,NaN,NaN,,NaN,,,,
373,100,74,73,,NaN,NaN,NaN,-22,NaN,,-22,,-22
374,,,,,NaN,NaN,NaN,,NaN,,,,
375,100,74,73,,NaN,NaN,NaN,-23,NaN,,-23,,-23
376,,,,,NaN,NaN,NaN,,NaN,,,,
377,100,73,73,,NaN,NaN,NaN,-23,NaN,,-23,,-23
378,,,,,NaN,NaN,NaN,,NaN,,,,
379,100,74,73,,NaN,NaN,NaN,-23,NaN,,-23,,-23
380,,,,,NaN,NaN,NaN,,NaN,,,,
381,100,74,73,,NaN,NaN,NaN,-23,NaN,,-23,,-23
382,,,,,NaN,NaN,NaN,,NaN,,,,
383,100,74,74,,NaN,NaN,NaN,-23,NaN,,-23,,-23
384,,,,,NaN,NaN,NaN,,NaN,,,,
385,100,75,74,,NaN,NaN,NaN,-23,NaN,,-23,,-23
386,,,,,NaN,NaN,NaN,,NaN,,,,
387,100,75,75,,NaN,NaN,NaN,-23,NaN,,-23,,-25
388,,,,,NaN,NaN,NaN,,NaN,,,,
389,100,76,76,,NaN,NaN,NaN,-23,NaN,,-23,,-25
390,,,,,NaN,NaN,NaN,,NaN,,,,
391,100,76,76,,NaN,NaN,NaN,-23,NaN,,-23,,-23
392,,,,,NaN,NaN,NaN,,NaN,,,,
393,100,76,76,,NaN,NaN,NaN,-23,NaN,,-23,,-23
394,,,,,NaN,NaN,NaN,,NaN,,,,
395,100,76,75,,NaN,NaN,NaN,-23,NaN,,-23,,-23
396,,,,,NaN,NaN,NaN,,NaN,,,,
397,100,76,75,,NaN,NaN,NaN,-23,NaN,,-23,,-23
398,,,,,NaN,NaN,NaN,,NaN,,,,
399,100,75,74,,NaN,NaN,NaN,-23,NaN,,-23,,-23
400,,,,,NaN,NaN,NaN,,NaN,,,,
401,100,75,74,,NaN,NaN,NaN,-23,NaN,,-23,,-23
402,,,,,NaN,NaN,NaN,,NaN,,,,
403,100,74,73,,NaN,NaN,NaN,-23,NaN,,-23,,-23
404,,,,,NaN,NaN,NaN,,NaN,,,,
405,100,74,73,,NaN,NaN,NaN,-23,NaN,,-23,,-23
406,,,,,NaN,NaN,NaN,,NaN,,,,
407,100,73,72,,NaN,NaN,NaN,-23,NaN,,-23,,-23
408,,,,,NaN,NaN,NaN,,NaN,,,,
409,100,72,71,,NaN,NaN,NaN,-23,NaN,,-23,,-23
410,,,,,NaN,NaN,NaN,,NaN,,,,
411,100,71,70,,NaN,NaN,NaN,-23,NaN,,-23,,-23
412,,,,,NaN,NaN,NaN,,NaN,,,,
413,100,70,69,,NaN,NaN,NaN,-23,NaN,,-23,,-23
414,,,,,NaN,NaN,NaN,,NaN,,,,
415,100,69,69,,NaN,NaN,NaN,-23,NaN,,-21,,-25
416,,,,,NaN,NaN,NaN,,NaN,,,,
417,100,69,68,,NaN,NaN,NaN,-23,NaN,,-21,,-25
418,,,,,NaN,NaN,NaN,,NaN,,,,
419,100,68,68,,NaN,NaN,NaN,-23,NaN,,-21,,-25
420,,,,,NaN,NaN,NaN,,NaN,,,,
421,100,68,68,,NaN,NaN,NaN,-23,NaN,,-19,,-25
422,,,,,NaN,NaN,NaN,,NaN,,,,
423,100,68,68,,NaN,NaN,NaN,-23,NaN,,-20,,-24
424,,,,,NaN,NaN,NaN,,NaN,,,,
425,100,68,67,,NaN,NaN,NaN,-23,NaN,,-21,,-24
426,,,,,NaN,NaN,NaN,,NaN,,,,
427,100,68,67,,NaN,NaN,NaN,-23,NaN,,-21,,-24
428,,,,,NaN,NaN,NaN,,NaN,,,,
429,100,67,67,,NaN,NaN,NaN,-23,NaN,,-23,,-23
430,,,,,NaN,NaN,NaN,,NaN,,,,
431,100,67,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
432,,,,,NaN,NaN,NaN,,NaN,,,,
433,100,66,66,,NaN,NaN,NaN,-23,NaN,,-22,,-24
434,,,,,NaN,NaN,NaN,,NaN,,,,
435,100,66,66,,NaN,NaN,NaN,-23,NaN,,-22,,-24
436,,,,,NaN,NaN,NaN,,NaN,,,,
437,100,66,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
438,,,,,NaN,NaN,NaN,,NaN,,,,
439,100,66,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
440,,,,,NaN,NaN,NaN,,NaN,,,,
441,100,67,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
442,,,,,NaN,NaN,NaN,,NaN,,,,
443,100,67,66,,NaN,NaN,NaN,-23,NaN,,-23,,-23
444,,,,,NaN,NaN,NaN,,NaN,,,,
445,100,67,66,,NaN,NaN,NaN,-24,NaN,,-24,,-24
446,,,,,NaN,NaN,NaN,,NaN,,,,
