time,SNUADC/ECG_II,SNUADC/ECG_V5,SNUADC/ART,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/HR
0,NaN,NaN,NaN,,,,,,,,NaN,,
1,-4.9562602043151855,-4.9562602043151855,-494.5040283203125,,,,,,,,-495.6260070800781,,
2,-4.956240177154541,-4.956240177154541,-494.5020446777344,,,,,,,,-495.6240234375,,
3,NaN,NaN,NaN,,,,,,,,NaN,,
4,NaN,NaN,NaN,,,,,,,,NaN,,
5,NaN,NaN,NaN,-10,-13,64,,100,-13,,NaN,-13,63
6,NaN,NaN,NaN,,,,,,,,NaN,,
7,NaN,NaN,NaN,-10,-12,64,,100,-12,,NaN,-12,64
8,NaN,NaN,NaN,,,,,,,,NaN,,
9,NaN,NaN,NaN,-10,-12,65,,100,-12,,NaN,-12,65
10,NaN,NaN,NaN,,,,,,,,NaN,,
11,NaN,NaN,NaN,-10,-12,66,,100,-12,,NaN,-12,65
12,NaN,NaN,NaN,,,,,,,,NaN,,
13,NaN,NaN,NaN,-10,-12,65,,100,-12,,NaN,-12,65
14,NaN,NaN,NaN,,,,,,,,NaN,,
15,NaN,NaN,NaN,-10,-12,64,,100,-12,,NaN,-12,64
16,NaN,NaN,NaN,,,,,,,,NaN,,
17,NaN,NaN,NaN,-10,-12,64,,100,-12,,NaN,-12,63
18,NaN,NaN,NaN,,,,,,,,NaN,,
19,NaN,NaN,NaN,-10,-12,63,,100,-12,,NaN,-12,62
20,NaN,NaN,NaN,,,,,,,,NaN,,
21,NaN,NaN,NaN,-10,-12,63,,100,-12,,NaN,-12,62
22,NaN,NaN,NaN,,,,,,,,NaN,,
23,NaN,NaN,NaN,-10,-12,62,,100,-12,,NaN,-12,62
24,NaN,NaN,NaN,,,,,,,,NaN,,
25,NaN,NaN,NaN,-10,-12,62,,100,-12,,NaN,-12,62
26,NaN,NaN,NaN,,,,,,,,NaN,,
27,NaN,NaN,NaN,-10,-13,62,,100,-13,,NaN,-13,62
28,NaN,NaN,NaN,,,,,,,,NaN,,
29,NaN,NaN,NaN,-10,-13,63,,100,-13,,NaN,-13,62
30,NaN,NaN,NaN,,,,,,,,NaN,,
31,NaN,NaN,NaN,-10,-13,63,,100,-13,,NaN,-13,62
32,NaN,NaN,NaN,,,,,,,,NaN,,
33,NaN,NaN,NaN,-10,-13,64,,100,-13,,NaN,-13,66
34,NaN,NaN,NaN,,,,,,,,NaN,,
35,NaN,NaN,NaN,-10,-13,64,,100,-13,,NaN,-13,66
36,NaN,NaN,NaN,,,,,,,,NaN,,
37,NaN,NaN,NaN,-10,-13,64,,100,-13,,NaN,-13,66
38,NaN,NaN,NaN,,,,,,,,NaN,,
39,NaN,NaN,NaN,-10,-12,64,,100,-12,,NaN,-12,66
40,NaN,NaN,NaN,,,,,,,,NaN,,
41,NaN,NaN,NaN,-10,-12,64,0,100,-12,,NaN,-12,66
42,NaN,NaN,NaN,,,,,,,,NaN,,
43,NaN,NaN,NaN,-10,-13,64,0,100,-13,,NaN,-13,67
44,NaN,NaN,NaN,,,,,,,,NaN,,
45,NaN,NaN,NaN,-10,-13,64,0,100,-13,,NaN,-13,68
46,NaN,NaN,NaN,,,,,,,,NaN,,
47,NaN,NaN,NaN,-10,-13,64,0,100,-13,,NaN,-13,
48,NaN,NaN,NaN,,,,,,,,NaN,,
49,NaN,NaN,NaN,-10,-13,64,0,100,-13,,NaN,-13,
50,NaN,NaN,NaN,,,,,,,,NaN,,
51,NaN,NaN,NaN,-10,-14,64,0,100,-14,,NaN,-14,
52,NaN,NaN,NaN,,,,,,,,NaN,,
53,NaN,NaN,NaN,-10,-14,65,0,100,-14,,NaN,-14,
54,NaN,NaN,NaN,,,,,,,,NaN,,
55,NaN,NaN,NaN,-10,-13,65,0,100,-13,,NaN,-13,
56,NaN,NaN,NaN,,,,,,,,NaN,,
57,NaN,NaN,NaN,-10,-13,65,0,100,-13,,NaN,-13,
58,NaN,NaN,NaN,,,,,,,,NaN,,
59,NaN,NaN,NaN,-10,-14,65,0,100,-14,,NaN,-14,
60,NaN,NaN,NaN,,,,,,,,NaN,,
61,NaN,NaN,NaN,-10,-15,65,0,100,13,,NaN,-34,
62,NaN,NaN,NaN,,,,,,,,NaN,,
63,NaN,NaN,NaN,-10,-12,64,0,100,7,,NaN,-30,
64,NaN,NaN,NaN,,,,,,,,NaN,,
65,NaN,NaN,NaN,-10,-12,64,0,100,-6,,NaN,-18,
66,NaN,NaN,NaN,,,,,,,,NaN,,
67,NaN,NaN,NaN,-10,-13,64,0,100,-7,,NaN,-19,
68,NaN,NaN,NaN,,,,,,,,NaN,,
69,NaN,NaN,NaN,-10,-13,64,0,100,-8,,NaN,-18,65
70,NaN,NaN,NaN,,,,,,,,NaN,,
71,NaN,NaN,NaN,-10,-13,64,0,100,,,NaN,,102
72,NaN,NaN,NaN,,,,,,,,NaN,,
73,NaN,NaN,NaN,-10,-11,64,0,100,,,NaN,,102
74,NaN,NaN,NaN,,,,,,,,NaN,,
75,NaN,NaN,NaN,-10,-11,64,0,100,,,NaN,,84
76,NaN,NaN,NaN,,,,,,,,NaN,,
77,NaN,NaN,NaN,-10,-12,63,0,100,,,NaN,,67
78,NaN,NaN,NaN,,,,,,,,NaN,,
79,NaN,NaN,NaN,-10,-12,63,0,100,,,NaN,,62
80,NaN,NaN,NaN,,,,,,,,NaN,,
81,NaN,NaN,NaN,-10,-12,63,0,100,,,NaN,,62
82,NaN,NaN,NaN,,,,,,,,NaN,,
83,NaN,NaN,NaN,-10,-13,62,29,100,-13,,NaN,-13,62
84,NaN,NaN,NaN,,,,,,,,NaN,,
85,NaN,NaN,NaN,-10,-13,63,29,100,-13,,NaN,-13,62
86,NaN,NaN,NaN,,,,,,,,NaN,,
87,NaN,NaN,NaN,-10,-13,63,29,100,-13,,NaN,-13,62
88,NaN,NaN,NaN,,,,,,,,NaN,,
89,NaN,NaN,NaN,-10,-13,62,29,100,-13,,NaN,-13,62
90,NaN,NaN,NaN,,,,,,,,NaN,,
91,NaN,NaN,NaN,-10,-13,62,,100,-13,,NaN,-13,62
92,NaN,NaN,NaN,,,,,,,,NaN,,
93,NaN,NaN,NaN,-11,-13,62,,100,-13,,NaN,-15,62
94,NaN,NaN,NaN,,,,,,,,NaN,,
95,NaN,NaN,NaN,-11,-13,62,,100,-13,,NaN,-15,61
96,NaN,NaN,NaN,,,,,,,,NaN,,
97,NaN,NaN,NaN,-11,-13,62,,100,-13,,NaN,-15,61
98,NaN,NaN,NaN,,,,,,,,NaN,,
99,NaN,NaN,NaN,-11,-13,62,,100,-11,,NaN,-15,61
100,NaN,NaN,NaN,,,,,,,,NaN,,
101,NaN,NaN,NaN,-11,-13,62,,100,-11,,NaN,-15,61
102,NaN,NaN,NaN,,,,,,,,NaN,,
103,NaN,NaN,NaN,-11,-13,62,,100,-11,,NaN,-15,61
104,NaN,NaN,NaN,,,,,,,,NaN,,
105,NaN,NaN,NaN,-11,-13,62,,100,-11,,NaN,-15,61
106,NaN,NaN,NaN,,,,,,,,NaN,,
107,NaN,NaN,NaN,-11,-13,62,,100,-13,,NaN,-13,61
108,NaN,NaN,NaN,,,,,,,,NaN,,
109,NaN,NaN,NaN,-11,-13,62,,100,-13,,NaN,-13,61
110,NaN,NaN,NaN,,,,,,,,NaN,,
111,NaN,NaN,NaN,-11,-13,63,,100,-13,,NaN,-13,62
112,NaN,NaN,NaN,,,,,,,,NaN,,
113,NaN,NaN,NaN,-11,-13,64,,100,-13,,NaN,-13,62
114,NaN,NaN,NaN,,,,,,,,NaN,,
115,NaN,NaN,NaN,-11,-13,64,,100,-13,,NaN,-13,63
116,NaN,NaN,NaN,,,,,,,,NaN,,
117,NaN,NaN,NaN,-11,-13,64,,100,-13,,NaN,-13,63
118,NaN,NaN,NaN,,,,,,,,NaN,,
119,NaN,NaN,NaN,-11,-13,63,,100,-13,,NaN,-13,63
120,NaN,NaN,NaN,,,,,,,,NaN,,
121,NaN,NaN,NaN,-11,-13,63,,100,-13,,NaN,-13,62
122,NaN,NaN,NaN,,,,,,,,NaN,,
123,NaN,NaN,NaN,-10,-13,62,,100,-13,,NaN,-13,62
124,NaN,NaN,NaN,,,,,,,,NaN,,
125,NaN,NaN,NaN,-10,-13,62,,100,-13,,NaN,-13,61
126,NaN,NaN,NaN,,,,,,,,NaN,,
127,NaN,NaN,NaN,-10,-13,62,,100,-13,,NaN,-13,61
128,NaN,NaN,NaN,,,,,,,,NaN,,
129,NaN,NaN,NaN,-10,-13,62,,100,-13,,NaN,-13,61
130,NaN,NaN,NaN,,,,,,,,NaN,,
131,NaN,NaN,NaN,-10,-13,62,,100,-9,,NaN,-15,61
132,NaN,NaN,NaN,,,,,,,,NaN,,
133,NaN,NaN,NaN,-10,-13,62,,100,-9,,NaN,-15,61
134,NaN,NaN,NaN,,,,,,,,NaN,,
135,NaN,NaN,NaN,-9,-13,62,,100,-13,,NaN,-13,61
136,NaN,NaN,NaN,,,,,,,,NaN,,
137,NaN,NaN,NaN,-9,-13,62,,100,-10,,NaN,-15,61
138,NaN,NaN,NaN,,,,,,,,NaN,,
139,NaN,NaN,NaN,-10,-13,62,,100,-11,,NaN,-14,61
140,NaN,NaN,NaN,,,,,,,,NaN,,
141,NaN,NaN,NaN,-10,-13,61,,100,-11,,NaN,-14,61
142,NaN,NaN,NaN,,,,,,,,NaN,,
143,NaN,NaN,NaN,-10,-12,61,,100,-12,,NaN,-12,61
144,NaN,NaN,NaN,,,,,,,,NaN,,
145,NaN,NaN,NaN,-10,-12,61,,100,-12,,NaN,-12,61
146,NaN,NaN,NaN,,,,,,,,NaN,,
147,NaN,NaN,NaN,-10,-12,61,,100,-12,,NaN,-12,60
148,NaN,NaN,NaN,,,,,,,,NaN,,
149,NaN,NaN,NaN,-10,-12,61,,100,-12,,NaN,-12,60
150,NaN,NaN,NaN,,,,,,,,NaN,,
151,NaN,NaN,NaN,-10,-13,61,,100,-13,,NaN,-13,60
152,NaN,NaN,NaN,,,,,,,,NaN,,
153,NaN,NaN,NaN,-9,-13,61,,100,-12,,NaN,-14,60
154,NaN,NaN,NaN,,,,,,,,NaN,,
155,NaN,NaN,NaN,-9,-13,61,,100,-11,,NaN,-15,60
156,NaN,NaN,NaN,,,,,,,,NaN,,
157,NaN,NaN,NaN,-9,-13,61,,100,-11,,NaN,-14,60
158,NaN,NaN,NaN,,,,,,,,NaN,,
159,NaN,NaN,NaN,-9,-13,61,,100,-11,,NaN,-14,60
160,NaN,NaN,NaN,,,,,,,,NaN,,
161,NaN,NaN,NaN,-9,-13,61,,100,-11,,NaN,-14,60
162,NaN,NaN,NaN,,,,,,,,NaN,,
163,NaN,NaN,NaN,-9,-13,61,,100,-13,,NaN,-13,60
164,NaN,NaN,NaN,,,,,,,,NaN,,
165,NaN,NaN,NaN,-9,-13,61,,100,-10,,NaN,-15,60
166,NaN,NaN,NaN,,,,,,,,NaN,,
167,NaN,NaN,NaN,-9,-12,61,,100,-8,,NaN,-15,60
168,NaN,NaN,NaN,,,,,,,,NaN,,
169,NaN,NaN,NaN,-9,-11,61,,100,-8,,NaN,-13,60
170,NaN,NaN,NaN,,,,,,,,NaN,,
171,NaN,NaN,NaN,-9,-11,61,,100,-8,,NaN,-13,60
172,NaN,NaN,NaN,,,,,,,,NaN,,
173,NaN,NaN,NaN,-8,-13,61,,100,-13,,NaN,-13,60
174,NaN,NaN,NaN,,,,,,,,NaN,,
175,NaN,NaN,NaN,-8,-13,61,,100,-13,,NaN,-13,60
176,NaN,NaN,NaN,,,,,,,,NaN,,
177,NaN,NaN,NaN,-8,-13,61,,100,-13,,NaN,-13,60
178,NaN,NaN,NaN,,,,,,,,NaN,,
179,NaN,NaN,NaN,-8,-13,61,,100,-13,,NaN,-13,60
180,NaN,NaN,NaN,,,,,,,,NaN,,
181,NaN,NaN,NaN,-8,-13,62,,100,-13,,NaN,-13,60
182,NaN,NaN,NaN,,,,,,,,NaN,,
183,NaN,NaN,NaN,-8,-13,62,,100,-13,,NaN,-13,60
184,NaN,NaN,NaN,,,,,,,,NaN,,
185,NaN,NaN,NaN,-8,-13,62,,100,-13,,NaN,-13,61
186,NaN,NaN,NaN,,,,,,,,NaN,,
187,NaN,NaN,NaN,-8,-13,63,,100,-13,,NaN,-13,61
188,NaN,NaN,NaN,,,,,,,,NaN,,
189,NaN,NaN,NaN,-8,-13,63,,100,-13,,NaN,-13,61
190,NaN,NaN,NaN,,,,,,,,NaN,,
191,NaN,NaN,NaN,-7,-13,63,,100,-13,,NaN,-13,61
192,NaN,NaN,NaN,,,,,,,,NaN,,
193,NaN,NaN,NaN,-7,-13,62,,100,-13,,NaN,-13,61
194,NaN,NaN,NaN,,,,,,,,NaN,,
195,NaN,NaN,NaN,-7,-13,63,,100,-13,,NaN,-13,61
196,NaN,NaN,NaN,,,,,,,,NaN,,
197,NaN,NaN,NaN,-7,-13,62,,100,-13,,NaN,-13,61
198,NaN,NaN,NaN,,,,,,,,NaN,,
199,NaN,NaN,NaN,-7,-13,62,,100,-10,,NaN,-15,61
200,NaN,NaN,NaN,,,,,,,,NaN,,
201,NaN,NaN,NaN,-7,-13,62,,100,-10,,NaN,-15,61
202,NaN,NaN,NaN,,,,,,,,NaN,,
203,NaN,NaN,NaN,-7,-14,62,,100,-14,,NaN,-14,61
204,NaN,NaN,NaN,,,,,,,,NaN,,
205,NaN,NaN,NaN,-7,-14,61,,100,-14,,NaN,-14,61
206,NaN,NaN,NaN,,,,,,,,NaN,,
207,NaN,NaN,NaN,-7,-14,61,,100,-14,,NaN,-14,60
208,NaN,NaN,NaN,,,,,,,,NaN,,
209,NaN,NaN,NaN,-7,-14,61,,100,-14,,NaN,-14,60
210,NaN,NaN,NaN,,,,,,,,NaN,,
211,NaN,NaN,NaN,-6,-14,60,,100,-14,,NaN,-14,60
212,NaN,NaN,NaN,,,,,,,,NaN,,
213,NaN,NaN,NaN,-6,-14,60,,100,-8,,NaN,-17,60
214,NaN,NaN,NaN,,,,,,,,NaN,,
215,NaN,NaN,NaN,-6,-14,60,,100,-8,,NaN,-19,59
216,NaN,NaN,NaN,,,,,,,,NaN,,
217,NaN,NaN,NaN,-6,-14,60,,100,-8,,NaN,-19,59
218,NaN,NaN,NaN,,,,,,,,NaN,,
219,NaN,NaN,NaN,-6,-14,60,,100,-14,,NaN,-14,59
220,NaN,NaN,NaN,,,,,,,,NaN,,
221,NaN,NaN,NaN,-6,-14,60,,100,-14,,NaN,-14,59
222,NaN,NaN,NaN,,,,,,,,NaN,,
223,NaN,NaN,NaN,-6,-13,59,,100,-13,,NaN,-13,59
224,NaN,NaN,NaN,,,,,,,,NaN,,
225,NaN,NaN,NaN,-6,-13,59,,100,-13,,NaN,-13,58
226,NaN,NaN,NaN,,,,,,,,NaN,,
227,NaN,NaN,NaN,-6,-13,59,,100,-13,,NaN,-13,58
228,NaN,NaN,NaN,,,,,,,,NaN,,
229,NaN,NaN,NaN,-6,-13,59,,100,-11,,NaN,-16,58
230,NaN,NaN,NaN,,,,,,,,NaN,,
231,NaN,NaN,NaN,-6,-13,58,,100,-11,,NaN,-16,58
232,NaN,NaN,NaN,,,,,,,,NaN,,
233,NaN,NaN,NaN,-6,-14,58,,100,-14,,NaN,-14,58
234,NaN,NaN,NaN,,,,,,,,NaN,,
235,NaN,NaN,NaN,-6,-14,58,,100,-14,,NaN,-14,57
236,NaN,NaN,NaN,,,,,,,,NaN,,
237,NaN,NaN,NaN,-7,-14,58,,100,-14,,NaN,-14,57
238,NaN,NaN,NaN,,,,,,,,NaN,,
239,NaN,NaN,NaN,-7,-14,58,,100,-14,,NaN,-14,57
240,NaN,NaN,NaN,,,,,,,,NaN,,
241,NaN,NaN,NaN,-6,-13,58,,100,-13,,NaN,-13,57
242,NaN,NaN,NaN,,,,,,,,NaN,,
243,NaN,NaN,NaN,-6,-13,58,,100,-13,,NaN,-13,57
244,NaN,NaN,NaN,,,,,,,,NaN,,
245,NaN,NaN,NaN,-6,-14,58,,100,-14,,NaN,-14,58
246,NaN,NaN,NaN,,,,,,,,NaN,,
247,NaN,NaN,NaN,-6,-14,58,,100,-14,,NaN,-14,58
248,NaN,NaN,NaN,,,,,,,,NaN,,
249,NaN,NaN,NaN,-6,-13,58,,100,-13,,NaN,-13,58
250,NaN,NaN,NaN,,,,,,,,NaN,,
251,NaN,NaN,NaN,-6,-13,58,,100,-13,,NaN,-13,58
252,NaN,NaN,NaN,,,,,,,,NaN,,
253,NaN,NaN,NaN,-6,-13,58,,100,-13,,NaN,-13,58
254,NaN,NaN,NaN,,,,,,,,NaN,,
255,NaN,NaN,NaN,-7,-13,58,,100,-13,,NaN,-13,58
256,NaN,NaN,NaN,,,,,,,,NaN,,
257,NaN,NaN,NaN,-7,-13,58,,100,-13,,NaN,-13,58
258,NaN,NaN,NaN,,,,,,,,NaN,,
259,NaN,NaN,NaN,-7,-13,59,,100,-13,,NaN,-13,58
260,NaN,NaN,NaN,,,,,,,,NaN,,
261,NaN,NaN,NaN,-7,-13,59,,100,-13,,NaN,-13,58
262,NaN,NaN,NaN,,,,,,,,NaN,,
263,NaN,NaN,NaN,-7,-13,59,,100,-13,,NaN,-13,59
264,NaN,NaN,NaN,,,,,,,,NaN,,
265,NaN,NaN,NaN,-7,-13,59,,100,-13,,NaN,-13,59
266,NaN,NaN,NaN,,,,,,,,NaN,,
267,NaN,NaN,NaN,-7,-13,59,,100,-13,,NaN,-13,58
268,NaN,NaN,NaN,,,,,,,,NaN,,
269,NaN,NaN,NaN,-7,-11,59,,100,-11,,NaN,-11,58
270,NaN,NaN,NaN,,,,,,,,NaN,,
271,NaN,NaN,NaN,-7,-11,59,,100,-11,,NaN,-11,58
272,NaN,NaN,NaN,,,,,,,,NaN,,
273,NaN,NaN,NaN,-7,-13,59,,100,-13,,NaN,-13,58
274,NaN,NaN,NaN,,,,,,,,NaN,,
275,NaN,NaN,NaN,-7,-13,57,,99,-13,,NaN,-13,57
276,NaN,NaN,NaN,,,,,,,,NaN,,
277,NaN,NaN,NaN,-7,-14,57,,99,60,,NaN,-64,57
278,NaN,NaN,NaN,,,,,,,,NaN,,
279,NaN,NaN,NaN,-7,1,57,,100,25,,NaN,-46,57
280,NaN,NaN,NaN,,,,,,,,NaN,,
281,NaN,NaN,NaN,-8,5,56,,100,30,,NaN,-22,57
282,NaN,NaN,NaN,,,,,,,,NaN,,
283,NaN,NaN,NaN,-8,17,56,,100,67,,NaN,-11,56
284,NaN,NaN,NaN,,,,,,,,NaN,,
285,NaN,NaN,NaN,-8,25,56,,100,95,,NaN,-13,56
286,NaN,NaN,NaN,,,,,,,,NaN,,
287,NaN,NaN,NaN,-8,22,56,,100,76,,NaN,-31,56
288,NaN,NaN,NaN,,,,,,,,NaN,,
289,NaN,NaN,NaN,-7,27,57,,100,61,,NaN,-10,56
290,NaN,NaN,NaN,,,,,,,,NaN,,
291,NaN,NaN,NaN,-7,4,57,,100,,,NaN,,56
292,NaN,NaN,NaN,,,,,,,,NaN,,
293,NaN,NaN,NaN,-8,-1,56,,100,,,NaN,,56
294,NaN,NaN,NaN,,,,,,,,NaN,,
295,NaN,NaN,NaN,-8,-1,56,,100,,,NaN,,56
296,NaN,NaN,NaN,,,,,,,,NaN,,
297,NaN,NaN,NaN,-8,-4,56,,100,,,NaN,,55
298,NaN,NaN,NaN,,,,,,,,NaN,,
299,NaN,NaN,NaN,-8,-4,56,,100,,,NaN,,55
300,NaN,NaN,NaN,,,,,,,,NaN,,
301,NaN,NaN,NaN,-7,-4,56,,100,,,NaN,,55
302,NaN,NaN,NaN,,,,,,,,NaN,,
303,NaN,NaN,NaN,-7,-4,56,,100,-4,,NaN,-4,55
304,NaN,NaN,NaN,,,,,,,,NaN,,
305,NaN,NaN,NaN,-7,-5,56,,100,-5,,NaN,-5,56
306,NaN,NaN,NaN,,,,,,,,NaN,,
307,NaN,NaN,NaN,-7,-5,56,,100,-5,,NaN,-5,56
308,NaN,NaN,NaN,,,,,,,,NaN,,
309,NaN,NaN,NaN,-7,-4,56,,100,-4,,NaN,-4,56
310,NaN,NaN,NaN,,,,,,,,NaN,,
311,NaN,NaN,NaN,-7,-4,56,,100,-4,,NaN,-4,56
312,NaN,NaN,NaN,,,,,,,,NaN,,
313,NaN,NaN,NaN,-7,-4,56,,100,-4,,NaN,-4,56
314,NaN,NaN,NaN,,,,,,,,NaN,,
315,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,56
316,NaN,NaN,NaN,,,,,,,,NaN,,
317,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
318,NaN,NaN,NaN,,,,,,,,NaN,,
319,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
320,NaN,NaN,NaN,,,,,,,,NaN,,
321,NaN,NaN,NaN,-8,-4,56,,100,-3,,NaN,-6,55
322,NaN,NaN,NaN,,,,,,,,NaN,,
323,NaN,NaN,NaN,-8,-4,56,,100,-3,,NaN,-6,55
324,NaN,NaN,NaN,,,,,,,,NaN,,
325,NaN,NaN,NaN,-8,-4,56,,100,-3,,NaN,-6,55
326,NaN,NaN,NaN,,,,,,,,NaN,,
327,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
328,NaN,NaN,NaN,,,,,,,,NaN,,
329,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
330,NaN,NaN,NaN,,,,,,,,NaN,,
331,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
332,NaN,NaN,NaN,,,,,,,,NaN,,
333,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
334,NaN,NaN,NaN,,,,,,,,NaN,,
335,NaN,NaN,NaN,-8,-5,56,,100,-5,,NaN,-5,55
336,NaN,NaN,NaN,,,,,,,,NaN,,
337,NaN,NaN,NaN,-8,-5,56,,100,-5,,NaN,-5,55
338,NaN,NaN,NaN,,,,,,,,NaN,,
339,NaN,NaN,NaN,-8,-5,56,,100,-5,,NaN,-5,55
340,NaN,NaN,NaN,,,,,,,,NaN,,
341,NaN,NaN,NaN,-8,-5,56,,100,-5,,NaN,-5,55
342,NaN,NaN,NaN,,,,,,,,NaN,,
343,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
344,NaN,NaN,NaN,,,,,,,,NaN,,
345,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
346,NaN,NaN,NaN,,,,,,,,NaN,,
347,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
348,NaN,NaN,NaN,,,,,,,,NaN,,
349,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
350,NaN,NaN,NaN,,,,,,,,NaN,,
351,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
352,NaN,NaN,NaN,,,,,,,,NaN,,
353,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
354,NaN,NaN,NaN,,,,,,,,NaN,,
355,NaN,NaN,NaN,-8,-5,56,,100,-5,,NaN,-5,55
356,NaN,NaN,NaN,,,,,,,,NaN,,
357,NaN,NaN,NaN,-8,-5,56,,100,-5,,NaN,-5,55
358,NaN,NaN,NaN,,,,,,,,NaN,,
359,NaN,NaN,NaN,-8,-5,56,,100,-5,,NaN,-5,55
360,NaN,NaN,NaN,,,,,,,,NaN,,
361,NaN,NaN,NaN,-8,-5,56,,100,-5,,NaN,-5,56
362,NaN,NaN,NaN,,,,,,,,NaN,,
363,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,56
364,NaN,NaN,NaN,,,,,,,,NaN,,
365,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,56
366,NaN,NaN,NaN,,,,,,,,NaN,,
367,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,56
368,NaN,NaN,NaN,,,,,,,,NaN,,
369,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,56
370,NaN,NaN,NaN,,,,,,,,NaN,,
371,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,56
372,NaN,NaN,NaN,,,,,,,,NaN,,
373,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
374,NaN,NaN,NaN,,,,,,,,NaN,,
375,NaN,NaN,NaN,-8,-4,56,,100,-4,,NaN,-4,55
376,NaN,NaN,NaN,,,,,,,,NaN,,
377,NaN,NaN,NaN,-8,0,56,,100,10,,NaN,-6,55
378,NaN,NaN,NaN,,,,,,,,NaN,,
379,NaN,NaN,NaN,-8,5,55,,100,12,,NaN,-2,55
380,NaN,NaN,NaN,,,,,,,,NaN,,
381,NaN,NaN,NaN,-8,10,55,,100,42,,NaN,-12,55
382,NaN,NaN,NaN,,,,,,,,NaN,,
383,NaN,NaN,NaN,-8,7,55,,100,19,,NaN,-11,55
384,NaN,NaN,NaN,,,,,,,,NaN,,
385,NaN,NaN,NaN,-8,-1,55,,100,,,NaN,,55
386,NaN,NaN,NaN,,,,,,,,NaN,,
387,NaN,NaN,NaN,-7,21,55,,100,,,NaN,,55
388,NaN,NaN,NaN,,,,,,,,NaN,,
389,NaN,NaN,NaN,-7,39,56,,100,,,NaN,,55
390,NaN,NaN,NaN,,,,,,,,NaN,,
391,NaN,NaN,NaN,-8,56,56,,100,,,NaN,,55
392,NaN,NaN,NaN,,,,,,,,NaN,,
393,NaN,NaN,NaN,-8,66,56,,100,,,NaN,,56
394,NaN,NaN,NaN,,,,,,,,NaN,,
395,NaN,NaN,NaN,-8,69,57,,100,,,NaN,,56
396,NaN,NaN,NaN,,,,,,,,NaN,,
397,NaN,NaN,NaN,-8,72,57,,100,,,NaN,,56
398,NaN,NaN,NaN,,,,,,,,NaN,,
399,NaN,NaN,NaN,-8,73,57,,100,,,NaN,,56
400,NaN,NaN,NaN,,,,,,,,NaN,,
401,NaN,NaN,NaN,-8,75,57,,100,,,NaN,,56
402,NaN,NaN,NaN,,,,,,,,NaN,,
403,NaN,NaN,NaN,-8,73,56,,100,107,,NaN,49,56
404,NaN,NaN,NaN,,,,,,,,NaN,,
405,NaN,NaN,NaN,-8,73,56,,100,110,,NaN,45,55
406,NaN,NaN,NaN,,,,,,,,NaN,,
407,NaN,NaN,NaN,-8,74,56,,100,109,,NaN,51,55
408,NaN,NaN,NaN,,,,,,,,NaN,,
409,NaN,NaN,NaN,-8,75,55,,100,101,,NaN,42,55
410,NaN,NaN,NaN,,,,,,,,NaN,,
411,NaN,NaN,NaN,-8,73,55,,100,101,,NaN,52,55
412,NaN,NaN,NaN,,,,,,,,NaN,,
413,NaN,NaN,NaN,-9,74,55,,100,108,,NaN,54,55
414,NaN,NaN,NaN,,,,,,,,NaN,,
415,NaN,NaN,NaN,-9,74,55,,100,109,,NaN,46,55
416,NaN,NaN,NaN,,,,,,,,NaN,,
417,NaN,NaN,NaN,-8,74,55,,100,112,,NaN,51,55
418,NaN,NaN,NaN,,,,,,,,NaN,,
419,NaN,NaN,NaN,-8,74,55,,100,111,,NaN,53,55
420,NaN,NaN,NaN,,,,,,,,NaN,,
421,NaN,NaN,NaN,-9,75,55,,100,112,,NaN,54,55
422,NaN,NaN,NaN,,,,,,,,NaN,,
423,NaN,NaN,NaN,-9,80,56,,100,116,,NaN,61,55
424,NaN,NaN,NaN,,,,,,,,NaN,,
425,NaN,NaN,NaN,-8,76,56,,100,111,,NaN,56,55
426,NaN,NaN,NaN,,,,,,,,NaN,,
427,NaN,NaN,NaN,-8,76,56,,100,116,,NaN,48,56
428,NaN,NaN,NaN,,,,,,,,NaN,,
