time,SNUADC/ECG_II,SNUADC/ECG_V5,SNUADC/ART,Solar8000/CVP,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,Solar8000/RR_CO2,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/HR
16319,NaN,NaN,NaN,,,,,,,,NaN,,
16320,NaN,NaN,NaN,11,77,55,38,100,119,10,NaN,58,55
16321,NaN,NaN,NaN,,,,,,,,NaN,,
16322,NaN,NaN,NaN,11,77,55,38,100,122,10,NaN,58,55
16323,NaN,NaN,NaN,,,,,,,,NaN,,
16324,NaN,NaN,NaN,11,77,55,38,100,121,10,NaN,58,55
16325,NaN,NaN,NaN,,,,,,,,NaN,,
16326,NaN,NaN,NaN,11,77,55,38,100,121,10,NaN,58,55
16327,NaN,NaN,NaN,,,,,,,,NaN,,
16328,NaN,NaN,NaN,12,78,56,38,100,123,10,NaN,59,55
16329,NaN,NaN,NaN,,,,,,,,NaN,,
16330,NaN,NaN,NaN,12,78,56,38,100,121,10,NaN,58,55
16331,NaN,NaN,NaN,,,,,,,,NaN,,
16332,NaN,NaN,NaN,11,77,56,38,100,120,10,NaN,58,55
16333,NaN,NaN,NaN,,,,,,,,NaN,,
16334,NaN,NaN,NaN,11,78,55,38,100,121,10,NaN,58,55
16335,NaN,NaN,NaN,,,,,,,,NaN,,
16336,NaN,NaN,NaN,11,77,55,38,100,120,10,NaN,58,55
16337,NaN,NaN,NaN,,,,,,,,NaN,,
16338,NaN,NaN,NaN,11,77,55,38,100,119,10,NaN,58,55
16339,NaN,NaN,NaN,,,,,,,,NaN,,
16340,NaN,NaN,NaN,11,78,55,38,100,121,10,NaN,58,55
16341,NaN,NaN,NaN,,,,,,,,NaN,,
16342,NaN,NaN,NaN,11,77,55,38,100,119,10,NaN,57,54
16343,NaN,NaN,NaN,,,,,,,,NaN,,
16344,NaN,NaN,NaN,11,77,55,38,100,119,10,NaN,58,54
16345,NaN,NaN,NaN,,,,,,,,NaN,,
16346,NaN,NaN,NaN,11,77,55,38,100,121,10,NaN,58,54
16347,NaN,NaN,NaN,,,,,,,,NaN,,
16348,NaN,NaN,NaN,11,77,55,38,100,120,10,NaN,57,54
16349,NaN,NaN,NaN,,,,,,,,NaN,,
16350,NaN,NaN,NaN,11,77,55,38,100,119,10,NaN,58,54
16351,NaN,NaN,NaN,,,,,,,,NaN,,
16352,NaN,NaN,NaN,11,77,55,38,100,121,10,NaN,58,54
16353,NaN,NaN,NaN,,,,,,,,NaN,,
16354,NaN,NaN,NaN,12,77,55,38,100,120,10,NaN,57,54
16355,NaN,NaN,NaN,,,,,,,,NaN,,
16356,NaN,NaN,NaN,12,77,55,38,100,119,10,NaN,58,54
16357,NaN,NaN,NaN,,,,,,,,NaN,,
16358,NaN,NaN,NaN,11,77,55,38,100,120,10,NaN,58,54
16359,NaN,NaN,NaN,,,,,,,,NaN,,
16360,NaN,NaN,NaN,11,77,55,38,100,119,10,NaN,57,54
16361,NaN,NaN,NaN,,,,,,,,NaN,,
16362,NaN,NaN,NaN,11,77,55,38,100,119,10,NaN,57,55
16363,NaN,NaN,NaN,,,,,,,,NaN,,
16364,NaN,NaN,NaN,11,77,55,38,100,120,10,NaN,58,55
16365,NaN,NaN,NaN,,,,,,,,NaN,,
16366,NaN,NaN,NaN,11,77,55,38,100,119,10,NaN,57,55
16367,NaN,NaN,NaN,,,,,,,,NaN,,
16368,NaN,NaN,NaN,11,76,55,38,100,118,10,NaN,58,55
16369,NaN,NaN,NaN,,,,,,,,NaN,,
16370,NaN,NaN,NaN,11,77,55,38,100,119,10,NaN,57,55
16371,NaN,NaN,NaN,,,,,,,,NaN,,
16372,NaN,NaN,NaN,11,76,55,38,100,117,10,NaN,57,54
16373,NaN,NaN,NaN,,,,,,,,NaN,,
16374,NaN,NaN,NaN,11,76,55,38,100,117,10,NaN,57,55
16375,NaN,NaN,NaN,,,,,,,,NaN,,
16376,NaN,NaN,NaN,11,76,55,38,100,119,10,NaN,58,55
16377,NaN,NaN,NaN,,,,,,,,NaN,,
16378,NaN,NaN,NaN,11,76,55,38,100,118,10,NaN,57,55
16379,NaN,NaN,NaN,,,,,,,,NaN,,
16380,NaN,NaN,NaN,11,76,55,38,100,118,10,NaN,57,55
16381,NaN,NaN,NaN,,,,,,,,NaN,,
16382,NaN,NaN,NaN,11,76,55,38,100,119,10,NaN,57,55
16383,NaN,NaN,NaN,,,,,,,,NaN,,
16384,NaN,NaN,NaN,11,76,56,38,100,117,10,NaN,57,55
16385,NaN,NaN,NaN,,,,,,,,NaN,,
16386,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,55
16387,NaN,NaN,NaN,,,,,,,,NaN,,
16388,NaN,NaN,NaN,11,76,56,38,100,119,10,NaN,57,55
16389,NaN,NaN,NaN,,,,,,,,NaN,,
16390,NaN,NaN,NaN,11,75,56,38,100,117,10,NaN,56,55
16391,NaN,NaN,NaN,,,,,,,,NaN,,
16392,NaN,NaN,NaN,11,75,56,38,100,116,10,NaN,57,55
16393,NaN,NaN,NaN,,,,,,,,NaN,,
16394,NaN,NaN,NaN,11,76,56,37,100,119,10,NaN,57,55
16395,NaN,NaN,NaN,,,,,,,,NaN,,
16396,NaN,NaN,NaN,12,75,56,37,100,118,10,NaN,57,55
16397,NaN,NaN,NaN,,,,,,,,NaN,,
16398,NaN,NaN,NaN,12,76,56,37,100,118,10,NaN,58,55
16399,NaN,NaN,NaN,,,,,,,,NaN,,
16400,NaN,NaN,NaN,12,76,56,38,100,121,10,NaN,57,55
16401,NaN,NaN,NaN,,,,,,,,NaN,,
16402,NaN,NaN,NaN,12,76,56,38,100,119,10,NaN,57,55
16403,NaN,NaN,NaN,,,,,,,,NaN,,
16404,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,55
16405,NaN,NaN,NaN,,,,,,,,NaN,,
16406,NaN,NaN,NaN,11,77,56,38,100,120,10,NaN,58,55
16407,NaN,NaN,NaN,,,,,,,,NaN,,
16408,NaN,NaN,NaN,11,76,56,37,100,119,10,NaN,57,55
16409,NaN,NaN,NaN,,,,,,,,NaN,,
16410,NaN,NaN,NaN,11,77,56,37,100,120,10,NaN,58,55
16411,NaN,NaN,NaN,,,,,,,,NaN,,
16412,NaN,NaN,NaN,11,77,56,37,100,121,10,NaN,58,55
16413,NaN,NaN,NaN,,,,,,,,NaN,,
16414,NaN,NaN,NaN,12,77,56,38,100,120,10,NaN,57,55
16415,NaN,NaN,NaN,,,,,,,,NaN,,
16416,NaN,NaN,NaN,12,77,55,38,100,119,10,NaN,58,55
16417,NaN,NaN,NaN,,,,,,,,NaN,,
16418,NaN,NaN,NaN,11,77,56,38,100,121,10,NaN,58,55
16419,NaN,NaN,NaN,,,,,,,,NaN,,
16420,NaN,NaN,NaN,11,77,56,38,100,119,10,NaN,57,55
16421,NaN,NaN,NaN,,,,,,,,NaN,,
16422,NaN,NaN,NaN,11,76,55,38,100,118,10,NaN,57,55
16423,NaN,NaN,NaN,,,,,,,,NaN,,
16424,NaN,NaN,NaN,11,77,55,38,100,120,10,NaN,57,55
16425,NaN,NaN,NaN,,,,,,,,NaN,,
16426,NaN,NaN,NaN,12,76,56,38,100,118,10,NaN,57,55
16427,NaN,NaN,NaN,,,,,,,,NaN,,
16428,NaN,NaN,NaN,12,76,55,38,100,118,10,NaN,57,55
16429,NaN,NaN,NaN,,,,,,,,NaN,,
16430,NaN,NaN,NaN,12,76,56,38,100,119,10,NaN,57,55
16431,NaN,NaN,NaN,,,,,,,,NaN,,
16432,NaN,NaN,NaN,12,76,56,38,100,118,10,NaN,57,55
16433,NaN,NaN,NaN,,,,,,,,NaN,,
16434,NaN,NaN,NaN,11,76,56,38,100,117,10,NaN,57,55
16435,NaN,NaN,NaN,,,,,,,,NaN,,
16436,NaN,NaN,NaN,11,76,56,38,100,119,10,NaN,57,55
16437,NaN,NaN,NaN,,,,,,,,NaN,,
16438,NaN,NaN,NaN,11,76,56,38,100,117,10,NaN,57,55
16439,NaN,NaN,NaN,,,,,,,,NaN,,
16440,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,55
16441,NaN,NaN,NaN,,,,,,,,NaN,,
16442,NaN,NaN,NaN,11,76,56,38,100,119,10,NaN,57,55
16443,NaN,NaN,NaN,,,,,,,,NaN,,
16444,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,55
16445,NaN,NaN,NaN,,,,,,,,NaN,,
16446,NaN,NaN,NaN,11,75,56,38,100,117,10,NaN,57,55
16447,NaN,NaN,NaN,,,,,,,,NaN,,
16448,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,55
16449,NaN,NaN,NaN,,,,,,,,NaN,,
16450,NaN,NaN,NaN,11,75,56,38,100,117,10,NaN,56,55
16451,NaN,NaN,NaN,,,,,,,,NaN,,
16452,NaN,NaN,NaN,11,75,56,37,100,117,10,NaN,57,55
16453,NaN,NaN,NaN,,,,,,,,NaN,,
16454,NaN,NaN,NaN,11,76,56,37,100,118,10,NaN,57,55
16455,NaN,NaN,NaN,,,,,,,,NaN,,
16456,NaN,NaN,NaN,12,75,56,37,100,118,10,NaN,57,55
16457,NaN,NaN,NaN,,,,,,,,NaN,,
16458,NaN,NaN,NaN,12,76,56,37,100,118,10,NaN,57,55
16459,NaN,NaN,NaN,,,,,,,,NaN,,
16460,NaN,NaN,NaN,11,76,56,37,100,120,10,NaN,57,55
16461,NaN,NaN,NaN,,,,,,,,NaN,,
16462,NaN,NaN,NaN,11,76,56,37,100,118,10,NaN,57,55
16463,NaN,NaN,NaN,,,,,,,,NaN,,
16464,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,56
16465,NaN,NaN,NaN,,,,,,,,NaN,,
16466,NaN,NaN,NaN,11,76,56,38,100,119,10,NaN,57,56
16467,NaN,NaN,NaN,,,,,,,,NaN,,
16468,NaN,NaN,NaN,12,76,56,38,100,118,10,NaN,57,56
16469,NaN,NaN,NaN,,,,,,,,NaN,,
16470,NaN,NaN,NaN,12,76,56,38,100,119,10,NaN,58,56
16471,NaN,NaN,NaN,,,,,,,,NaN,,
16472,NaN,NaN,NaN,12,77,56,38,100,120,10,NaN,58,56
16473,NaN,NaN,NaN,,,,,,,,NaN,,
16474,NaN,NaN,NaN,12,76,56,38,100,119,10,NaN,57,56
16475,NaN,NaN,NaN,,,,,,,,NaN,,
16476,NaN,NaN,NaN,12,77,56,38,100,119,10,NaN,58,56
16477,NaN,NaN,NaN,,,,,,,,NaN,,
16478,NaN,NaN,NaN,11,77,56,38,100,120,10,NaN,58,56
16479,NaN,NaN,NaN,,,,,,,,NaN,,
16480,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,56
16481,NaN,NaN,NaN,,,,,,,,NaN,,
16482,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,55
16483,NaN,NaN,NaN,,,,,,,,NaN,,
16484,NaN,NaN,NaN,11,77,56,38,100,120,10,NaN,57,55
16485,NaN,NaN,NaN,,,,,,,,NaN,,
16486,NaN,NaN,NaN,12,77,56,38,100,119,10,NaN,57,55
16487,NaN,NaN,NaN,,,,,,,,NaN,,
16488,NaN,NaN,NaN,12,77,56,38,100,119,10,NaN,58,55
16489,NaN,NaN,NaN,,,,,,,,NaN,,
16490,NaN,NaN,NaN,12,77,56,38,100,120,10,NaN,58,55
16491,NaN,NaN,NaN,,,,,,,,NaN,,
16492,NaN,NaN,NaN,12,77,56,38,100,119,10,NaN,57,55
16493,NaN,NaN,NaN,,,,,,,,NaN,,
16494,NaN,NaN,NaN,11,77,56,37,100,118,10,NaN,58,55
16495,NaN,NaN,NaN,,,,,,,,NaN,,
16496,NaN,NaN,NaN,11,77,56,37,100,120,10,NaN,57,56
16497,NaN,NaN,NaN,,,,,,,,NaN,,
16498,NaN,NaN,NaN,11,76,56,37,100,118,10,NaN,57,55
16499,NaN,NaN,NaN,,,,,,,,NaN,,
16500,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,56
16501,NaN,NaN,NaN,,,,,,,,NaN,,
16502,NaN,NaN,NaN,12,76,56,38,100,119,10,NaN,57,55
16503,NaN,NaN,NaN,,,,,,,,NaN,,
16504,NaN,NaN,NaN,12,76,56,38,100,118,10,NaN,57,55
16505,NaN,NaN,NaN,,,,,,,,NaN,,
16506,NaN,NaN,NaN,12,76,56,38,100,117,10,NaN,57,55
16507,NaN,NaN,NaN,,,,,,,,NaN,,
16508,NaN,NaN,NaN,11,76,56,38,100,119,10,NaN,57,55
16509,NaN,NaN,NaN,,,,,,,,NaN,,
16510,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,55
16511,NaN,NaN,NaN,,,,,,,,NaN,,
16512,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,58,55
16513,NaN,NaN,NaN,,,,,,,,NaN,,
16514,NaN,NaN,NaN,11,76,56,38,100,119,10,NaN,57,55
16515,NaN,NaN,NaN,,,,,,,,NaN,,
16516,NaN,NaN,NaN,12,76,56,38,100,119,10,NaN,57,55
16517,NaN,NaN,NaN,,,,,,,,NaN,,
16518,NaN,NaN,NaN,12,76,56,38,100,119,10,NaN,57,56
16519,NaN,NaN,NaN,,,,,,,,NaN,,
16520,NaN,NaN,NaN,11,77,56,37,100,121,10,NaN,58,56
16521,NaN,NaN,NaN,,,,,,,,NaN,,
16522,NaN,NaN,NaN,11,77,56,37,100,120,10,NaN,58,56
16523,NaN,NaN,NaN,,,,,,,,NaN,,
16524,NaN,NaN,NaN,11,77,56,37,100,119,10,NaN,58,56
16525,NaN,NaN,NaN,,,,,,,,NaN,,
16526,NaN,NaN,NaN,11,77,56,37,100,121,10,NaN,58,56
16527,NaN,NaN,NaN,,,,,,,,NaN,,
16528,NaN,NaN,NaN,11,77,56,38,100,119,10,NaN,58,56
16529,NaN,NaN,NaN,,,,,,,,NaN,,
16530,NaN,NaN,NaN,11,77,56,38,100,120,10,NaN,59,56
16531,NaN,NaN,NaN,,,,,,,,NaN,,
16532,NaN,NaN,NaN,11,77,56,38,100,121,10,NaN,58,56
16533,NaN,NaN,NaN,,,,,,,,NaN,,
16534,NaN,NaN,NaN,11,77,57,38,100,119,10,NaN,58,56
16535,NaN,NaN,NaN,,,,,,,,NaN,,
16536,NaN,NaN,NaN,11,77,56,38,100,119,10,NaN,58,56
16537,NaN,NaN,NaN,,,,,,,,NaN,,
16538,NaN,NaN,NaN,11,78,56,38,100,121,10,NaN,58,56
16539,NaN,NaN,NaN,,,,,,,,NaN,,
16540,NaN,NaN,NaN,11,77,57,38,100,118,10,NaN,57,56
16541,NaN,NaN,NaN,,,,,,,,NaN,,
16542,NaN,NaN,NaN,11,76,56,38,100,118,10,NaN,57,56
16543,NaN,NaN,NaN,,,,,,,,NaN,,
16544,NaN,NaN,NaN,11,77,56,38,100,121,10,NaN,58,56
16545,NaN,NaN,NaN,,,,,,,,NaN,,
16546,NaN,NaN,NaN,12,77,56,38,100,120,10,NaN,58,55
16547,NaN,NaN,NaN,,,,,,,,NaN,,
16548,NaN,NaN,NaN,12,77,56,37,100,120,10,NaN,59,55
16549,NaN,NaN,NaN,,,,,,,,NaN,,
16550,NaN,NaN,NaN,12,78,56,37,100,121,10,NaN,58,55
16551,NaN,NaN,NaN,,,,,,,,NaN,,
16552,NaN,NaN,NaN,12,77,56,37,100,120,10,NaN,58,55
16553,NaN,NaN,NaN,,,,,,,,NaN,,
16554,NaN,NaN,NaN,12,78,56,37,100,122,10,NaN,58,55
16555,NaN,NaN,NaN,,,,,,,,NaN,,
16556,NaN,NaN,NaN,12,77,56,38,100,120,10,NaN,58,56
16557,NaN,NaN,NaN,,,,,,,,NaN,,
16558,NaN,NaN,NaN,12,78,56,38,100,121,10,NaN,58,56
16559,NaN,NaN,NaN,,,,,,,,NaN,,
16560,NaN,NaN,NaN,12,77,56,38,100,120,10,NaN,58,56
16561,NaN,NaN,NaN,,,,,,,,NaN,,
16562,NaN,NaN,NaN,12,77,56,38,100,120,10,NaN,59,56
16563,NaN,NaN,NaN,,,,,,,,NaN,,
16564,NaN,NaN,NaN,12,77,56,36,100,120,10,NaN,58,56
16565,NaN,NaN,NaN,,,,,,,,NaN,,
16566,NaN,NaN,NaN,12,77,56,36,100,120,10,NaN,59,56
16567,NaN,NaN,NaN,,,,,,,,NaN,,
16568,NaN,NaN,NaN,12,77,56,36,100,120,10,NaN,58,56
16569,NaN,NaN,NaN,,,,,,,,NaN,,
16570,NaN,NaN,NaN,12,77,56,35,100,119,11,NaN,58,56
16571,NaN,NaN,NaN,,,,,,,,NaN,,
16572,NaN,NaN,NaN,12,77,56,35,100,120,11,NaN,57,56
16573,NaN,NaN,NaN,,,,,,,,NaN,,
16574,NaN,NaN,NaN,12,77,56,35,100,119,11,NaN,58,56
16575,NaN,NaN,NaN,,,,,,,,NaN,,
16576,NaN,NaN,NaN,12,77,57,35,100,120,11,NaN,58,56
16577,NaN,NaN,NaN,,,,,,,,NaN,,
16578,NaN,NaN,NaN,12,77,57,35,100,119,12,NaN,58,56
16579,NaN,NaN,NaN,,,,,,,,NaN,,
16580,NaN,NaN,NaN,12,77,57,35,100,121,12,NaN,58,56
16581,NaN,NaN,NaN,,,,,,,,NaN,,
16582,NaN,NaN,NaN,12,77,57,35,100,121,12,NaN,58,56
16583,NaN,NaN,NaN,,,,,,,,NaN,,
16584,NaN,NaN,NaN,11,78,57,35,100,122,12,NaN,58,56
16585,NaN,NaN,NaN,,,,,,,,NaN,,
16586,NaN,NaN,NaN,11,77,57,35,100,121,13,NaN,58,56
16587,NaN,NaN,NaN,,,,,,,,NaN,,
16588,NaN,NaN,NaN,11,78,57,35,100,122,13,NaN,58,56
16589,NaN,NaN,NaN,,,,,,,,NaN,,
16590,NaN,NaN,NaN,11,77,57,35,100,121,13,NaN,58,56
16591,NaN,NaN,NaN,,,,,,,,NaN,,
16592,NaN,NaN,NaN,11,78,56,35,100,121,14,NaN,58,56
16593,NaN,NaN,NaN,,,,,,,,NaN,,
16594,NaN,NaN,NaN,11,77,56,35,100,120,14,NaN,58,56
16595,NaN,NaN,NaN,,,,,,,,NaN,,
16596,NaN,NaN,NaN,11,77,56,35,100,120,14,NaN,58,56
16597,NaN,NaN,NaN,,,,,,,,NaN,,
16598,NaN,NaN,NaN,11,77,56,35,100,121,14,NaN,58,56
16599,NaN,NaN,NaN,,,,,,,,NaN,,
16600,NaN,NaN,NaN,11,77,56,35,100,120,14,NaN,58,56
16601,NaN,NaN,NaN,,,,,,,,NaN,,
16602,NaN,NaN,NaN,11,77,56,35,100,121,14,NaN,58,56
16603,NaN,NaN,NaN,,,,,,,,NaN,,
16604,NaN,NaN,NaN,11,77,56,35,100,119,14,NaN,58,56
16605,NaN,NaN,NaN,,,,,,,,NaN,,
16606,NaN,NaN,NaN,11,77,56,35,100,121,14,NaN,58,56
16607,NaN,NaN,NaN,,,,,,,,NaN,,
16608,NaN,NaN,NaN,11,77,56,35,100,120,14,NaN,59,56
16609,NaN,NaN,NaN,,,,,,,,NaN,,
16610,NaN,NaN,NaN,11,78,56,35,100,121,14,NaN,58,56
16611,NaN,NaN,NaN,,,,,,,,NaN,,
16612,NaN,NaN,NaN,11,77,56,35,100,121,14,NaN,58,56
16613,NaN,NaN,NaN,,,,,,,,NaN,,
16614,NaN,NaN,NaN,11,78,56,35,100,122,14,NaN,58,56
16615,NaN,NaN,NaN,,,,,,,,NaN,,
16616,NaN,NaN,NaN,11,77,56,35,100,121,14,NaN,58,56
16617,NaN,NaN,NaN,,,,,,,,NaN,,
16618,NaN,NaN,NaN,11,78,56,35,100,122,14,NaN,58,56
16619,NaN,NaN,NaN,,,,,,,,NaN,,
16620,NaN,NaN,NaN,11,77,56,35,100,120,14,NaN,58,56
16621,NaN,NaN,NaN,,,,,,,,NaN,,
16622,NaN,NaN,NaN,11,78,56,35,100,121,14,NaN,58,56
16623,NaN,NaN,NaN,,,,,,,,NaN,,
16624,NaN,NaN,NaN,11,77,56,35,100,120,14,NaN,58,56
16625,NaN,NaN,NaN,,,,,,,,NaN,,
16626,NaN,NaN,NaN,11,77,56,35,100,120,14,NaN,58,56
16627,NaN,NaN,NaN,,,,,,,,NaN,,
16628,NaN,NaN,NaN,11,77,56,35,100,120,14,NaN,58,56
16629,NaN,NaN,NaN,,,,,,,,NaN,,
16630,NaN,NaN,NaN,11,77,56,35,100,119,14,NaN,58,56
16631,NaN,NaN,NaN,,,,,,,,NaN,,
16632,NaN,NaN,NaN,11,77,56,35,100,120,14,NaN,58,56
16633,NaN,NaN,NaN,,,,,,,,NaN,,
16634,NaN,NaN,NaN,11,77,57,35,100,120,14,NaN,58,56
16635,NaN,NaN,NaN,,,,,,,,NaN,,
16636,NaN,NaN,NaN,11,77,57,35,100,122,14,NaN,58,56
16637,NaN,NaN,NaN,,,,,,,,NaN,,
16638,NaN,NaN,NaN,11,77,57,35,100,121,14,NaN,59,56
16639,NaN,NaN,NaN,,,,,,,,NaN,,
16640,NaN,NaN,NaN,11,78,57,35,100,123,14,NaN,58,56
16641,NaN,NaN,NaN,,,,,,,,NaN,,
16642,NaN,NaN,NaN,11,77,57,35,100,121,14,NaN,58,56
16643,NaN,NaN,NaN,,,,,,,,NaN,,
16644,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,59,56
16645,NaN,NaN,NaN,,,,,,,,NaN,,
16646,NaN,NaN,NaN,11,77,57,35,100,121,14,NaN,58,56
16647,NaN,NaN,NaN,,,,,,,,NaN,,
16648,NaN,NaN,NaN,11,77,57,35,100,121,14,NaN,59,56
16649,NaN,NaN,NaN,,,,,,,,NaN,,
16650,NaN,NaN,NaN,11,77,57,35,100,121,14,NaN,58,56
16651,NaN,NaN,NaN,,,,,,,,NaN,,
16652,NaN,NaN,NaN,11,78,57,35,100,121,14,NaN,59,56
16653,NaN,NaN,NaN,,,,,,,,NaN,,
16654,NaN,NaN,NaN,11,77,57,35,100,121,14,NaN,58,56
16655,NaN,NaN,NaN,,,,,,,,NaN,,
16656,NaN,NaN,NaN,11,78,57,35,100,121,14,NaN,59,56
16657,NaN,NaN,NaN,,,,,,,,NaN,,
16658,NaN,NaN,NaN,11,77,57,35,100,121,14,NaN,58,56
16659,NaN,NaN,NaN,,,,,,,,NaN,,
16660,NaN,NaN,NaN,11,78,57,35,100,121,14,NaN,59,56
16661,NaN,NaN,NaN,,,,,,,,NaN,,
16662,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,58,56
16663,NaN,NaN,NaN,,,,,,,,NaN,,
16664,NaN,NaN,NaN,11,78,57,35,100,121,14,NaN,58,56
16665,NaN,NaN,NaN,,,,,,,,NaN,,
16666,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,58,56
16667,NaN,NaN,NaN,,,,,,,,NaN,,
16668,NaN,NaN,NaN,11,77,57,35,100,120,14,NaN,58,56
16669,NaN,NaN,NaN,,,,,,,,NaN,,
16670,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,59,56
16671,NaN,NaN,NaN,,,,,,,,NaN,,
16672,NaN,NaN,NaN,11,77,57,35,100,120,14,NaN,59,56
16673,NaN,NaN,NaN,,,,,,,,NaN,,
16674,NaN,NaN,NaN,11,78,56,35,100,122,14,NaN,59,56
16675,NaN,NaN,NaN,,,,,,,,NaN,,
16676,NaN,NaN,NaN,11,77,57,35,100,120,14,NaN,58,56
16677,NaN,NaN,NaN,,,,,,,,NaN,,
16678,NaN,NaN,NaN,11,78,56,35,100,122,14,NaN,59,56
16679,NaN,NaN,NaN,,,,,,,,NaN,,
16680,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,59,56
16681,NaN,NaN,NaN,,,,,,,,NaN,,
16682,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,60,56
16683,NaN,NaN,NaN,,,,,,,,NaN,,
16684,NaN,NaN,NaN,11,78,57,34,100,122,14,NaN,59,56
16685,NaN,NaN,NaN,,,,,,,,NaN,,
16686,NaN,NaN,NaN,11,78,57,34,100,121,14,NaN,59,56
16687,NaN,NaN,NaN,,,,,,,,NaN,,
16688,NaN,NaN,NaN,11,77,57,34,100,121,14,NaN,58,56
16689,NaN,NaN,NaN,,,,,,,,NaN,,
16690,NaN,NaN,NaN,10,77,57,34,100,119,14,NaN,58,56
16691,NaN,NaN,NaN,,,,,,,,NaN,,
16692,NaN,NaN,NaN,10,76,57,34,100,119,14,NaN,57,56
16693,NaN,NaN,NaN,,,,,,,,NaN,,
16694,NaN,NaN,NaN,10,75,57,34,100,118,14,NaN,57,57
16695,NaN,NaN,NaN,,,,,,,,NaN,,
16696,NaN,NaN,NaN,10,75,57,34,100,118,14,NaN,57,56
16697,NaN,NaN,NaN,,,,,,,,NaN,,
16698,NaN,NaN,NaN,10,75,57,34,100,118,14,NaN,58,57
16699,NaN,NaN,NaN,,,,,,,,NaN,,
16700,NaN,NaN,NaN,10,76,57,34,100,119,14,NaN,58,57
16701,NaN,NaN,NaN,,,,,,,,NaN,,
16702,NaN,NaN,NaN,10,76,57,34,100,120,14,NaN,58,57
16703,NaN,NaN,NaN,,,,,,,,NaN,,
16704,NaN,NaN,NaN,11,77,57,34,100,121,14,NaN,59,57
16705,NaN,NaN,NaN,,,,,,,,NaN,,
16706,NaN,NaN,NaN,11,77,57,34,100,121,14,NaN,59,57
16707,NaN,NaN,NaN,,,,,,,,NaN,,
16708,NaN,NaN,NaN,11,78,57,34,100,123,14,NaN,59,57
16709,NaN,NaN,NaN,,,,,,,,NaN,,
16710,NaN,NaN,NaN,11,78,58,34,100,122,14,NaN,58,57
16711,NaN,NaN,NaN,,,,,,,,NaN,,
16712,NaN,NaN,NaN,11,78,57,35,100,123,14,NaN,59,57
16713,NaN,NaN,NaN,,,,,,,,NaN,,
16714,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,58,57
16715,NaN,NaN,NaN,,,,,,,,NaN,,
16716,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,59,57
16717,NaN,NaN,NaN,,,,,,,,NaN,,
16718,NaN,NaN,NaN,11,77,57,35,100,121,14,NaN,58,56
16719,NaN,NaN,NaN,,,,,,,,NaN,,
16720,NaN,NaN,NaN,11,78,57,35,100,121,14,NaN,59,56
16721,NaN,NaN,NaN,,,,,,,,NaN,,
16722,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,59,56
16723,NaN,NaN,NaN,,,,,,,,NaN,,
16724,NaN,NaN,NaN,11,77,57,35,100,121,14,NaN,59,56
16725,NaN,NaN,NaN,,,,,,,,NaN,,
16726,NaN,NaN,NaN,11,78,57,35,100,122,14,NaN,58,56
16727,NaN,NaN,NaN,,,,,,,,NaN,,
16728,NaN,NaN,NaN,11,77,57,35,100,120,14,NaN,58,56
16729,NaN,NaN,NaN,,,,,,,,NaN,,
16730,NaN,NaN,NaN,11,77,57,35,100,122,14,NaN,58,56
16731,NaN,NaN,NaN,,,,,,,,NaN,,
16732,NaN,NaN,NaN,11,77,57,35,100,120,14,NaN,58,56
16733,NaN,NaN,NaN,,,,,,,,NaN,,
16734,NaN,NaN,NaN,11,77,56,34,100,121,14,NaN,58,56
16735,NaN,NaN,NaN,,,,,,,,NaN,,
16736,NaN,NaN,NaN,11,76,56,34,100,119,14,NaN,58,56
16737,NaN,NaN,NaN,,,,,,,,NaN,,
16738,NaN,NaN,NaN,11,77,56,34,100,120,14,NaN,58,56
16739,NaN,NaN,NaN,,,,,,,,NaN,,
16740,NaN,NaN,NaN,11,76,56,34,100,120,14,NaN,57,56
16741,NaN,NaN,NaN,,,,,,,,NaN,,
16742,NaN,NaN,NaN,11,76,56,34,100,119,14,NaN,58,56
16743,NaN,NaN,NaN,,,,,,,,NaN,,
