time,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,SNUADC/ECG_II,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ETCO2,Solar8000/PLETH_HR,Solar8000/ART_MBP,Solar8000/ART_SBP,Solar8000/PLETH_SPO2
17497,NaN,14,90,NaN,NaN,NaN,48,6,39,82,65,109,100
17498,NaN,,,NaN,NaN,NaN,,,,,,,
17499,NaN,14,91,NaN,NaN,NaN,49,6,39,88,65,108,100
17500,NaN,,,NaN,NaN,NaN,,,,,,,
17501,NaN,14,92,NaN,NaN,NaN,45,6,39,86,63,108,100
17502,NaN,,,NaN,NaN,NaN,,,,,,,
17503,NaN,14,90,NaN,NaN,NaN,48,6,38,86,64,110,100
17504,NaN,,,NaN,NaN,NaN,,,,,,,
17505,NaN,14,87,NaN,NaN,NaN,49,6,38,86,64,100,100
17506,NaN,,,NaN,NaN,NaN,,,,,,,
17507,NaN,14,85,NaN,NaN,NaN,49,6,38,88,66,108,100
17508,NaN,,,NaN,NaN,NaN,,,,,,,
17509,NaN,14,84,NaN,NaN,NaN,51,6,39,89,68,109,100
17510,NaN,,,NaN,NaN,NaN,,,,,,,
17511,NaN,14,96,NaN,NaN,NaN,53,6,39,96,69,114,100
17512,NaN,,,NaN,NaN,NaN,,,,,,,
17513,NaN,14,101,NaN,NaN,NaN,49,6,39,99,66,109,100
17514,NaN,,,NaN,NaN,NaN,,,,,,,
17515,NaN,14,94,NaN,NaN,NaN,49,6,39,98,65,108,100
17516,NaN,,,NaN,NaN,NaN,,,,,,,
17517,NaN,14,87,NaN,NaN,NaN,51,6,39,96,65,104,100
17518,NaN,,,NaN,NaN,NaN,,,,,,,
17519,NaN,14,85,NaN,NaN,NaN,47,6,39,92,64,108,100
17520,NaN,,,NaN,NaN,NaN,,,,,,,
17521,NaN,14,96,NaN,NaN,NaN,47,6,39,85,62,103,100
17522,NaN,,,NaN,NaN,NaN,,,,,,,
17523,NaN,14,98,NaN,NaN,NaN,50,6,39,86,66,110,100
17524,NaN,,,NaN,NaN,NaN,,,,,,,
17525,NaN,14,101,NaN,NaN,NaN,50,6,39,89,65,109,100
17526,NaN,,,NaN,NaN,NaN,,,,,,,
17527,NaN,14,90,NaN,NaN,NaN,50,6,39,89,66,99,100
17528,NaN,,,NaN,NaN,NaN,,,,,,,
17529,NaN,14,90,NaN,NaN,NaN,45,6,39,96,63,108,100
17530,NaN,,,NaN,NaN,NaN,,,,,,,
17531,NaN,14,84,NaN,NaN,NaN,49,6,39,93,65,108,100
17532,NaN,,,NaN,NaN,NaN,,,,,,,
17533,NaN,14,83,NaN,NaN,NaN,49,6,39,89,65,106,100
17534,NaN,,,NaN,NaN,NaN,,,,,,,
17535,NaN,14,75,NaN,NaN,NaN,50,6,39,93,67,108,100
17536,NaN,,,NaN,NaN,NaN,,,,,,,
17537,NaN,14,86,NaN,NaN,NaN,49,6,39,91,67,109,100
17538,NaN,,,NaN,NaN,NaN,,,,,,,
17539,NaN,14,91,NaN,NaN,NaN,53,6,40,93,70,114,100
17540,NaN,,,NaN,NaN,NaN,,,,,,,
17541,NaN,14,87,NaN,NaN,NaN,43,6,40,93,62,109,100
17542,NaN,,,NaN,NaN,NaN,,,,,,,
17543,NaN,14,82,NaN,NaN,NaN,48,6,40,91,64,111,100
17544,NaN,,,NaN,NaN,NaN,,,,,,,
17545,NaN,14,87,NaN,NaN,NaN,44,6,40,88,63,113,100
17546,NaN,,,NaN,NaN,NaN,,,,,,,
17547,NaN,14,107,NaN,NaN,NaN,49,6,38,86,66,115,100
17548,NaN,,,NaN,NaN,NaN,,,,,,,
17549,NaN,14,100,NaN,NaN,NaN,44,6,38,91,64,112,100
17550,NaN,,,NaN,NaN,NaN,,,,,,,
17551,NaN,14,89,NaN,NaN,NaN,47,6,38,92,63,100,100
17552,NaN,,,NaN,NaN,NaN,,,,,,,
17553,NaN,14,84,NaN,NaN,NaN,49,6,38,97,65,103,100
17554,NaN,,,NaN,NaN,NaN,,,,,,,
17555,NaN,14,86,NaN,NaN,NaN,49,6,38,97,66,111,100
17556,NaN,,,NaN,NaN,NaN,,,,,,,
17557,NaN,14,86,NaN,NaN,NaN,49,6,38,94,68,114,100
17558,NaN,,,NaN,NaN,NaN,,,,,,,
17559,NaN,14,89,NaN,NaN,NaN,49,6,38,93,67,110,100
17560,NaN,,,NaN,NaN,NaN,,,,,,,
17561,NaN,14,99,NaN,NaN,NaN,45,6,39,94,65,119,100
17562,NaN,,,NaN,NaN,NaN,,,,,,,
17563,NaN,14,88,NaN,NaN,NaN,45,6,39,86,63,109,100
17564,NaN,,,NaN,NaN,NaN,,,,,,,
17565,NaN,14,89,NaN,NaN,NaN,48,6,39,87,66,111,100
17566,NaN,,,NaN,NaN,NaN,,,,,,,
17567,NaN,14,85,NaN,NaN,NaN,48,6,39,85,64,98,100
17568,NaN,,,NaN,NaN,NaN,,,,,,,
17569,NaN,14,97,NaN,NaN,NaN,49,6,39,82,66,116,100
17570,NaN,,,NaN,NaN,NaN,,,,,,,
17571,NaN,14,105,NaN,NaN,NaN,51,6,39,80,69,115,100
17572,NaN,,,NaN,NaN,NaN,,,,,,,
17573,NaN,14,99,NaN,NaN,NaN,51,6,39,87,69,117,100
17574,NaN,,,NaN,NaN,NaN,,,,,,,
17575,NaN,14,88,NaN,NaN,NaN,49,6,39,84,68,115,100
17576,NaN,,,NaN,NaN,NaN,,,,,,,
17577,NaN,14,83,NaN,NaN,NaN,54,6,38,85,73,121,100
17578,NaN,,,NaN,NaN,NaN,,,,,,,
17579,NaN,14,88,NaN,NaN,NaN,48,6,38,88,70,120,100
17580,NaN,,,NaN,NaN,NaN,,,,,,,
17581,NaN,14,84,NaN,NaN,NaN,45,6,38,86,66,115,100
17582,NaN,,,NaN,NaN,NaN,,,,,,,
17583,NaN,14,78,NaN,NaN,NaN,49,6,40,86,68,113,100
17584,NaN,,,NaN,NaN,NaN,,,,,,,
17585,NaN,14,75,NaN,NaN,NaN,50,6,40,90,68,115,100
17586,NaN,,,NaN,NaN,NaN,,,,,,,
17587,NaN,14,76,NaN,NaN,NaN,53,6,40,87,69,110,100
17588,NaN,,,NaN,NaN,NaN,,,,,,,
17589,NaN,14,92,NaN,NaN,NaN,50,6,40,86,68,118,100
17590,NaN,,,NaN,NaN,NaN,,,,,,,
17591,NaN,14,90,NaN,NaN,NaN,54,6,39,84,72,119,100
17592,NaN,,,NaN,NaN,NaN,,,,,,,
17593,NaN,14,89,NaN,NaN,NaN,51,6,39,88,70,116,100
17594,NaN,,,NaN,NaN,NaN,,,,,,,
17595,NaN,14,88,NaN,NaN,NaN,53,6,39,89,71,117,100
17596,NaN,,,NaN,NaN,NaN,,,,,,,
17597,NaN,14,91,NaN,NaN,NaN,52,6,39,90,70,115,100
17598,NaN,,,NaN,NaN,NaN,,,,,,,
17599,NaN,14,91,NaN,NaN,NaN,51,6,39,96,71,119,100
17600,NaN,,,NaN,NaN,NaN,,,,,,,
17601,NaN,14,94,NaN,NaN,NaN,54,6,39,94,72,112,100
17602,NaN,,,NaN,NaN,NaN,,,,,,,
17603,NaN,14,96,NaN,NaN,NaN,50,6,39,97,70,119,100
17604,NaN,,,NaN,NaN,NaN,,,,,,,
17605,NaN,14,88,NaN,NaN,NaN,50,6,39,94,69,117,100
17606,NaN,,,NaN,NaN,NaN,,,,,,,
17607,NaN,14,86,NaN,NaN,NaN,48,6,39,87,68,118,100
17608,NaN,,,NaN,NaN,NaN,,,,,,,
17609,NaN,14,87,NaN,NaN,NaN,56,6,39,87,72,118,100
17610,NaN,,,NaN,NaN,NaN,,,,,,,
17611,NaN,14,102,NaN,NaN,NaN,50,6,39,89,69,118,100
17612,NaN,,,NaN,NaN,NaN,,,,,,,
17613,NaN,14,94,NaN,NaN,NaN,51,6,39,84,69,118,100
17614,NaN,,,NaN,NaN,NaN,,,,,,,
17615,NaN,14,90,NaN,NaN,NaN,51,6,39,89,70,119,100
17616,NaN,,,NaN,NaN,NaN,,,,,,,
17617,NaN,14,83,NaN,NaN,NaN,49,6,39,87,70,121,100
17618,NaN,,,NaN,NaN,NaN,,,,,,,
17619,NaN,14,92,NaN,NaN,NaN,49,6,39,83,69,119,100
17620,NaN,,,NaN,NaN,NaN,,,,,,,
17621,NaN,14,89,NaN,NaN,NaN,51,6,39,84,71,123,100
17622,NaN,,,NaN,NaN,NaN,,,,,,,
17623,NaN,14,93,NaN,NaN,NaN,49,6,39,84,70,119,100
17624,NaN,,,NaN,NaN,NaN,,,,,,,
17625,NaN,14,84,NaN,NaN,NaN,54,6,39,82,73,118,100
17626,NaN,,,NaN,NaN,NaN,,,,,,,
17627,NaN,14,89,NaN,NaN,NaN,52,6,39,88,71,118,100
17628,NaN,,,NaN,NaN,NaN,,,,,,,
17629,NaN,14,81,NaN,NaN,NaN,50,6,39,88,68,109,100
17630,NaN,,,NaN,NaN,NaN,,,,,,,
17631,NaN,14,87,NaN,NaN,NaN,42,6,39,88,63,109,100
17632,NaN,,,NaN,NaN,NaN,,,,,,,
17633,NaN,14,89,NaN,NaN,NaN,45,6,39,87,63,111,100
17634,NaN,,,NaN,NaN,NaN,,,,,,,
17635,NaN,14,80,NaN,NaN,NaN,44,6,39,87,61,104,100
17636,NaN,,,NaN,NaN,NaN,,,,,,,
17637,NaN,14,74,NaN,NaN,NaN,45,6,39,85,62,106,100
17638,NaN,,,NaN,NaN,NaN,,,,,,,
17639,NaN,14,70,NaN,NaN,NaN,49,6,39,82,65,107,100
17640,NaN,,,NaN,NaN,NaN,,,,,,,
17641,NaN,14,82,NaN,NaN,NaN,52,6,39,84,68,111,100
17642,NaN,,,NaN,NaN,NaN,,,,,,,
17643,NaN,14,83,NaN,NaN,NaN,51,6,39,85,69,112,100
17644,NaN,,,NaN,NaN,NaN,,,,,,,
17645,NaN,14,89,NaN,NaN,NaN,49,6,39,89,68,114,100
17646,NaN,,,NaN,NaN,NaN,,,,,,,
17647,NaN,14,86,NaN,NaN,NaN,46,6,39,90,67,115,100
17648,NaN,,,NaN,NaN,NaN,,,,,,,
17649,NaN,14,81,NaN,NaN,NaN,47,6,38,92,66,114,100
17650,NaN,,,NaN,NaN,NaN,,,,,,,
17651,NaN,14,78,NaN,NaN,NaN,53,6,38,90,71,116,100
17652,NaN,,,NaN,NaN,NaN,,,,,,,
17653,NaN,14,84,NaN,NaN,NaN,47,6,38,93,68,116,100
17654,NaN,,,NaN,NaN,NaN,,,,,,,
17655,NaN,14,106,NaN,NaN,NaN,45,6,38,93,65,117,100
17656,NaN,,,NaN,NaN,NaN,,,,,,,
17657,NaN,14,104,NaN,NaN,NaN,47,6,38,94,66,118,100
17658,NaN,,,NaN,NaN,NaN,,,,,,,
17659,NaN,14,103,NaN,NaN,NaN,44,6,38,92,63,109,100
17660,NaN,,,NaN,NaN,NaN,,,,,,,
17661,NaN,14,97,NaN,NaN,NaN,47,6,38,87,64,112,100
17662,NaN,,,NaN,NaN,NaN,,,,,,,
17663,NaN,14,94,NaN,NaN,NaN,44,6,39,87,61,103,100
17664,NaN,,,NaN,NaN,NaN,,,,,,,
17665,NaN,14,94,NaN,NaN,NaN,52,6,39,83,66,109,100
17666,NaN,,,NaN,NaN,NaN,,,,,,,
17667,NaN,14,93,NaN,NaN,NaN,46,6,39,82,62,104,100
17668,NaN,,,NaN,NaN,NaN,,,,,,,
17669,NaN,14,94,NaN,NaN,NaN,46,6,38,78,63,107,100
17670,NaN,,,NaN,NaN,NaN,,,,,,,
17671,NaN,14,93,NaN,NaN,NaN,46,6,38,76,63,106,100
17672,NaN,,,NaN,NaN,NaN,,,,,,,
17673,NaN,14,85,NaN,NaN,NaN,49,6,38,78,65,108,100
17674,NaN,,,NaN,NaN,NaN,,,,,,,
17675,NaN,14,89,NaN,NaN,NaN,48,6,38,82,66,111,100
17676,NaN,,,NaN,NaN,NaN,,,,,,,
17677,NaN,14,83,NaN,NaN,NaN,50,6,38,80,67,110,100
17678,NaN,,,NaN,NaN,NaN,,,,,,,
17679,NaN,14,86,NaN,NaN,NaN,50,6,38,82,69,114,100
17680,NaN,,,NaN,NaN,NaN,,,,,,,
17681,NaN,14,91,NaN,NaN,NaN,52,6,38,84,67,107,100
17682,NaN,,,NaN,NaN,NaN,,,,,,,
17683,NaN,14,104,NaN,NaN,NaN,48,6,39,82,65,108,100
17684,NaN,,,NaN,NaN,NaN,,,,,,,
17685,NaN,14,106,NaN,NaN,NaN,47,7,39,78,65,114,100
17686,NaN,,,NaN,NaN,NaN,,,,,,,
17687,NaN,14,100,NaN,NaN,NaN,50,7,39,79,67,107,100
17688,NaN,,,NaN,NaN,NaN,,,,,,,
17689,NaN,14,92,NaN,NaN,NaN,55,6,39,79,70,114,100
17690,NaN,,,NaN,NaN,NaN,,,,,,,
17691,NaN,14,97,NaN,NaN,NaN,51,6,39,77,68,110,100
17692,NaN,,,NaN,NaN,NaN,,,,,,,
17693,NaN,14,96,NaN,NaN,NaN,51,6,39,70,70,117,100
17694,NaN,,,NaN,NaN,NaN,,,,,,,
17695,NaN,14,95,NaN,NaN,NaN,48,6,39,81,65,101,100
17696,NaN,,,NaN,NaN,NaN,,,,,,,
17697,NaN,14,90,NaN,NaN,NaN,48,7,38,79,67,118,100
17698,NaN,,,NaN,NaN,NaN,,,,,,,
17699,NaN,14,84,NaN,NaN,NaN,49,7,38,78,69,117,100
17700,NaN,,,NaN,NaN,NaN,,,,,,,
17701,NaN,14,82,NaN,NaN,NaN,49,6,38,83,69,115,100
17702,NaN,,,NaN,NaN,NaN,,,,,,,
17703,NaN,14,88,NaN,NaN,NaN,51,6,38,82,70,116,100
17704,NaN,,,NaN,NaN,NaN,,,,,,,
17705,NaN,14,91,NaN,NaN,NaN,48,6,39,84,67,114,100
17706,NaN,,,NaN,NaN,NaN,,,,,,,
17707,NaN,14,86,NaN,NaN,NaN,52,6,39,81,71,115,100
17708,NaN,,,NaN,NaN,NaN,,,,,,,
17709,NaN,14,86,NaN,NaN,NaN,51,6,39,86,69,114,100
17710,NaN,,,NaN,NaN,NaN,,,,,,,
17711,NaN,14,85,NaN,NaN,NaN,50,6,39,85,67,99,100
17712,NaN,,,NaN,NaN,NaN,,,,,,,
17713,NaN,14,91,NaN,NaN,NaN,44,6,39,85,63,105,100
17714,NaN,,,NaN,NaN,NaN,,,,,,,
17715,NaN,14,85,NaN,NaN,NaN,48,7,39,86,65,111,100
17716,NaN,,,NaN,NaN,NaN,,,,,,,
17717,NaN,14,87,NaN,NaN,NaN,49,7,39,90,65,102,100
17718,NaN,,,NaN,NaN,NaN,,,,,,,
17719,NaN,14,90,NaN,NaN,NaN,47,6,39,89,65,110,100
17720,NaN,,,NaN,NaN,NaN,,,,,,,
17721,NaN,14,84,NaN,NaN,NaN,45,6,39,86,63,107,100
17722,NaN,,,NaN,NaN,NaN,,,,,,,
17723,NaN,14,77,NaN,NaN,NaN,50,6,39,82,68,113,100
17724,NaN,,,NaN,NaN,NaN,,,,,,,
17725,NaN,14,79,NaN,NaN,NaN,50,6,39,82,68,110,100
17726,NaN,,,NaN,NaN,NaN,,,,,,,
17727,NaN,14,85,NaN,NaN,NaN,49,6,40,82,67,111,100
17728,NaN,,,NaN,NaN,NaN,,,,,,,
17729,NaN,14,84,NaN,NaN,NaN,48,6,40,82,67,110,100
17730,NaN,,,NaN,NaN,NaN,,,,,,,
17731,NaN,14,80,NaN,NaN,NaN,49,6,40,85,67,110,100
17732,NaN,,,NaN,NaN,NaN,,,,,,,
17733,NaN,14,78,NaN,NaN,NaN,50,6,38,82,68,109,100
17734,NaN,,,NaN,NaN,NaN,,,,,,,
17735,NaN,14,77,NaN,NaN,NaN,49,6,38,82,67,110,100
17736,NaN,,,NaN,NaN,NaN,,,,,,,
17737,NaN,14,80,NaN,NaN,NaN,51,6,38,80,70,112,100
17738,NaN,,,NaN,NaN,NaN,,,,,,,
17739,NaN,14,87,NaN,NaN,NaN,54,6,38,84,72,117,100
17740,NaN,,,NaN,NaN,NaN,,,,,,,
17741,NaN,14,87,NaN,NaN,NaN,48,6,39,90,69,119,100
17742,NaN,,,NaN,NaN,NaN,,,,,,,
17743,NaN,14,96,NaN,NaN,NaN,49,6,39,88,67,115,100
17744,NaN,,,NaN,NaN,NaN,,,,,,,
17745,NaN,14,93,NaN,NaN,NaN,50,6,39,87,66,109,100
17746,NaN,,,NaN,NaN,NaN,,,,,,,
17747,NaN,14,88,NaN,NaN,NaN,50,6,39,88,65,108,100
17748,NaN,,,NaN,NaN,NaN,,,,,,,
17749,NaN,14,85,NaN,NaN,NaN,48,6,39,83,65,108,100
17750,NaN,,,NaN,NaN,NaN,,,,,,,
17751,NaN,14,84,NaN,NaN,NaN,48,6,39,77,66,111,100
17752,NaN,,,NaN,NaN,NaN,,,,,,,
17753,NaN,14,84,NaN,NaN,NaN,50,6,39,77,67,112,100
17754,NaN,,,NaN,NaN,NaN,,,,,,,
17755,NaN,14,82,NaN,NaN,NaN,46,6,39,80,66,112,100
17756,NaN,,,NaN,NaN,NaN,,,,,,,
17757,NaN,14,75,NaN,NaN,NaN,50,6,39,77,66,106,100
17758,NaN,,,NaN,NaN,NaN,,,,,,,
17759,NaN,14,76,NaN,NaN,NaN,45,6,39,81,64,110,100
17760,NaN,,,NaN,NaN,NaN,,,,,,,
17761,NaN,14,81,NaN,NaN,NaN,51,6,39,80,66,111,100
17762,NaN,,,NaN,NaN,NaN,,,,,,,
17763,NaN,14,91,NaN,NaN,NaN,50,6,38,82,68,112,100
17764,NaN,,,NaN,NaN,NaN,,,,,,,
17765,NaN,14,89,NaN,NaN,NaN,48,6,38,89,67,114,100
17766,NaN,,,NaN,NaN,NaN,,,,,,,
17767,NaN,14,89,NaN,NaN,NaN,50,6,38,92,67,105,100
17768,NaN,,,NaN,NaN,NaN,,,,,,,
17769,NaN,14,87,NaN,NaN,NaN,51,6,39,93,68,109,100
17770,NaN,,,NaN,NaN,NaN,,,,,,,
17771,NaN,14,85,NaN,NaN,NaN,51,6,39,90,69,113,100
17772,NaN,,,NaN,NaN,NaN,,,,,,,
17773,NaN,14,89,NaN,NaN,NaN,46,6,39,89,67,111,100
17774,NaN,,,NaN,NaN,NaN,,,,,,,
17775,NaN,14,84,NaN,NaN,NaN,47,6,39,87,65,109,100
17776,NaN,,,NaN,NaN,NaN,,,,,,,
17777,NaN,14,85,NaN,NaN,NaN,45,6,39,83,63,108,100
17778,NaN,,,NaN,NaN,NaN,,,,,,,
17779,NaN,14,92,NaN,NaN,NaN,52,6,39,80,69,116,100
17780,NaN,,,NaN,NaN,NaN,,,,,,,
17781,NaN,14,96,NaN,NaN,NaN,47,6,39,79,66,112,100
17782,NaN,,,NaN,NaN,NaN,,,,,,,
17783,NaN,14,84,NaN,NaN,NaN,49,6,39,77,67,112,100
17784,NaN,,,NaN,NaN,NaN,,,,,,,
17785,NaN,14,81,NaN,NaN,NaN,53,6,39,79,69,110,100
17786,NaN,,,NaN,NaN,NaN,,,,,,,
17787,NaN,14,83,NaN,NaN,NaN,53,6,39,84,71,112,100
17788,NaN,,,NaN,NaN,NaN,,,,,,,
17789,NaN,14,99,NaN,NaN,NaN,50,6,39,93,69,115,100
17790,NaN,,,NaN,NaN,NaN,,,,,,,
17791,NaN,14,91,NaN,NaN,NaN,53,6,39,92,70,115,100
17792,NaN,,,NaN,NaN,NaN,,,,,,,
17793,NaN,14,99,NaN,NaN,NaN,45,6,39,91,66,114,100
17794,NaN,,,NaN,NaN,NaN,,,,,,,
17795,NaN,14,90,NaN,NaN,NaN,49,6,39,91,67,114,100
17796,NaN,,,NaN,NaN,NaN,,,,,,,
17797,NaN,14,87,NaN,NaN,NaN,49,6,39,86,66,110,100
17798,NaN,,,NaN,NaN,NaN,,,,,,,
17799,NaN,14,78,NaN,NaN,NaN,51,6,39,86,67,107,100
17800,NaN,,,NaN,NaN,NaN,,,,,,,
17801,NaN,14,83,NaN,NaN,NaN,50,6,39,85,68,114,100
17802,NaN,,,NaN,NaN,NaN,,,,,,,
17803,NaN,14,82,NaN,NaN,NaN,45,6,39,87,64,108,100
17804,NaN,,,NaN,NaN,NaN,,,,,,,
17805,NaN,14,82,NaN,NaN,NaN,49,6,38,86,66,111,100
17806,NaN,,,NaN,NaN,NaN,,,,,,,
17807,NaN,14,77,NaN,NaN,NaN,47,6,38,88,65,110,100
17808,NaN,,,NaN,NaN,NaN,,,,,,,
17809,NaN,14,75,NaN,NaN,NaN,46,7,38,83,65,116,100
17810,NaN,,,NaN,NaN,NaN,,,,,,,
17811,NaN,14,68,NaN,NaN,NaN,47,7,38,76,65,109,100
17812,NaN,,,NaN,NaN,NaN,,,,,,,
17813,NaN,14,78,NaN,NaN,NaN,48,7,37,74,65,116,100
17814,NaN,,,NaN,NaN,NaN,,,,,,,
17815,NaN,14,83,NaN,NaN,NaN,51,7,37,70,69,114,100
17816,NaN,,,NaN,NaN,NaN,,,,,,,
17817,NaN,14,91,NaN,NaN,NaN,49,6,37,73,66,102,100
17818,NaN,,,NaN,NaN,NaN,,,,,,,
17819,NaN,14,81,NaN,NaN,NaN,49,6,37,73,67,108,100
17820,NaN,,,NaN,NaN,NaN,,,,,,,
17821,NaN,14,86,NaN,NaN,NaN,48,6,37,78,65,110,100
17822,NaN,,,NaN,NaN,NaN,,,,,,,
17823,NaN,14,79,NaN,NaN,NaN,45,6,37,82,64,110,100
17824,NaN,,,NaN,NaN,NaN,,,,,,,
17825,NaN,14,74,NaN,NaN,NaN,48,7,37,83,64,106,100
17826,NaN,,,NaN,NaN,NaN,,,,,,,
17827,NaN,14,71,NaN,NaN,NaN,52,7,37,87,67,101,100
17828,NaN,,,NaN,NaN,NaN,,,,,,,
17829,NaN,14,84,NaN,NaN,NaN,49,6,37,86,66,113,100
17830,NaN,,,NaN,NaN,NaN,,,,,,,
17831,NaN,14,90,NaN,NaN,NaN,47,6,37,80,66,116,100
17832,NaN,,,NaN,NaN,NaN,,,,,,,
17833,NaN,14,79,NaN,NaN,NaN,46,6,37,75,65,114,100
17834,NaN,,,NaN,NaN,NaN,,,,,,,
17835,NaN,14,76,NaN,NaN,NaN,53,7,37,75,67,114,100
17836,NaN,,,NaN,NaN,NaN,,,,,,,
17837,NaN,14,77,NaN,NaN,NaN,47,7,37,76,66,114,100
17838,NaN,,,NaN,NaN,NaN,,,,,,,
17839,NaN,14,77,NaN,NaN,NaN,56,7,37,77,71,117,100
17840,NaN,,,NaN,NaN,NaN,,,,,,,
17841,NaN,14,83,NaN,NaN,NaN,51,7,37,79,68,111,100
17842,NaN,,,NaN,NaN,NaN,,,,,,,
17843,NaN,14,82,NaN,NaN,NaN,53,7,37,80,70,113,100
17844,NaN,,,NaN,NaN,NaN,,,,,,,
17845,NaN,14,83,NaN,NaN,NaN,52,7,37,86,71,117,100
17846,NaN,,,NaN,NaN,NaN,,,,,,,
17847,NaN,14,84,NaN,NaN,NaN,48,6,37,87,67,114,100
17848,NaN,,,NaN,NaN,NaN,,,,,,,
17849,NaN,14,72,NaN,NaN,NaN,50,6,37,79,68,113,100
17850,NaN,,,NaN,NaN,NaN,,,,,,,
17851,NaN,14,75,NaN,NaN,NaN,53,6,37,78,71,116,100
17852,NaN,,,NaN,NaN,NaN,,,,,,,
17853,NaN,14,76,NaN,NaN,NaN,51,6,37,83,71,116,100
17854,NaN,,,NaN,NaN,NaN,,,,,,,
17855,NaN,14,88,NaN,NaN,NaN,47,6,37,83,68,117,100
17856,NaN,,,NaN,NaN,NaN,,,,,,,
17857,NaN,14,92,NaN,NaN,NaN,48,6,37,86,69,120,100
17858,NaN,,,NaN,NaN,NaN,,,,,,,
17859,NaN,14,90,NaN,NaN,NaN,51,6,37,86,66,98,100
17860,NaN,,,NaN,NaN,NaN,,,,,,,
17861,NaN,14,99,NaN,NaN,NaN,53,6,37,85,70,118,100
17862,NaN,,,NaN,NaN,NaN,,,,,,,
17863,NaN,14,101,NaN,NaN,NaN,51,6,37,85,68,115,100
17864,NaN,,,NaN,NaN,NaN,,,,,,,
17865,NaN,14,93,NaN,NaN,NaN,53,6,37,84,72,122,100
17866,NaN,,,NaN,NaN,NaN,,,,,,,
17867,NaN,14,88,NaN,NaN,NaN,54,6,37,88,73,119,100
17868,NaN,,,NaN,NaN,NaN,,,,,,,
17869,NaN,14,96,NaN,NaN,NaN,53,6,37,92,73,125,100
17870,NaN,,,NaN,NaN,NaN,,,,,,,
17871,NaN,14,89,NaN,NaN,NaN,50,6,36,95,72,123,100
17872,NaN,,,NaN,NaN,NaN,,,,,,,
17873,NaN,14,85,NaN,NaN,NaN,53,6,36,90,71,110,100
17874,NaN,,,NaN,NaN,NaN,,,,,,,
17875,NaN,14,89,NaN,NaN,NaN,48,6,36,88,67,110,100
17876,NaN,,,NaN,NaN,NaN,,,,,,,
17877,NaN,14,82,NaN,NaN,NaN,51,7,36,88,68,116,100
17878,NaN,,,NaN,NaN,NaN,,,,,,,
17879,NaN,14,82,NaN,NaN,NaN,48,7,37,83,68,119,100
17880,NaN,,,NaN,NaN,NaN,,,,,,,
17881,NaN,14,76,NaN,NaN,NaN,52,6,37,77,70,117,100
17882,NaN,,,NaN,NaN,NaN,,,,,,,
17883,NaN,14,73,NaN,NaN,NaN,51,6,37,75,70,118,100
17884,NaN,,,NaN,NaN,NaN,,,,,,,
17885,NaN,14,77,NaN,NaN,NaN,53,6,37,76,70,114,100
17886,NaN,,,NaN,NaN,NaN,,,,,,,
17887,NaN,14,90,NaN,NaN,NaN,54,6,37,77,72,123,100
17888,NaN,,,NaN,NaN,NaN,,,,,,,
17889,NaN,14,93,NaN,NaN,NaN,50,6,37,81,71,125,100
17890,NaN,,,NaN,NaN,NaN,,,,,,,
17891,NaN,14,87,NaN,NaN,NaN,56,6,37,79,73,121,100
17892,NaN,,,NaN,NaN,NaN,,,,,,,
17893,NaN,14,84,NaN,NaN,NaN,52,6,37,80,71,117,100
17894,NaN,,,NaN,NaN,NaN,,,,,,,
17895,NaN,14,80,NaN,NaN,NaN,53,6,37,80,72,124,100
17896,NaN,,,NaN,NaN,NaN,,,,,,,
17897,NaN,14,94,NaN,NaN,NaN,50,6,37,82,71,128,100
17898,NaN,,,NaN,NaN,NaN,,,,,,,
17899,NaN,14,82,NaN,NaN,NaN,52,6,37,79,72,125,100
17900,NaN,,,NaN,NaN,NaN,,,,,,,
17901,NaN,14,81,NaN,NaN,NaN,54,6,37,80,74,123,100
17902,NaN,,,NaN,NaN,NaN,,,,,,,
17903,NaN,14,77,NaN,NaN,NaN,52,6,37,79,73,124,100
17904,NaN,,,NaN,NaN,NaN,,,,,,,
17905,NaN,14,74,NaN,NaN,NaN,53,6,37,78,73,122,100
17906,NaN,,,NaN,NaN,NaN,,,,,,,
17907,NaN,14,69,NaN,NaN,NaN,58,7,37,75,75,121,100
17908,NaN,,,NaN,NaN,NaN,,,,,,,
17909,NaN,14,74,NaN,NaN,NaN,54,7,37,77,73,122,100
17910,NaN,,,NaN,NaN,NaN,,,,,,,
17911,NaN,14,83,NaN,NaN,NaN,57,7,37,78,75,123,100
17912,NaN,,,NaN,NaN,NaN,,,,,,,
17913,NaN,14,94,NaN,NaN,NaN,58,7,37,80,77,127,100
17914,NaN,,,NaN,NaN,NaN,,,,,,,
17915,NaN,14,109,NaN,NaN,NaN,56,7,37,76,76,132,100
17916,NaN,,,NaN,NaN,NaN,,,,,,,
17917,NaN,14,109,NaN,NaN,NaN,54,7,37,84,77,134,100
17918,NaN,,,NaN,NaN,NaN,,,,,,,
17919,NaN,14,95,NaN,NaN,NaN,59,6,37,83,78,128,100
17920,NaN,,,NaN,NaN,NaN,,,,,,,
17921,NaN,14,89,NaN,NaN,NaN,53,6,37,86,75,128,100
