time,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ART,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/HR
1169,70,100,NaN,46,36,NaN,33,89,NaN,NaN,11,281,89
1170,,,NaN,,,NaN,,,NaN,NaN,,,
1171,71,100,NaN,46,36,NaN,33,89,NaN,NaN,11,281,89
1172,,,NaN,,,NaN,,,NaN,NaN,,,
1173,74,100,NaN,47,36,NaN,33,89,NaN,NaN,11,281,89
1174,,,NaN,,,NaN,,,NaN,NaN,,,
1175,70,100,NaN,46,36,NaN,33,89,NaN,NaN,11,281,89
1176,,,NaN,,,NaN,,,NaN,NaN,,,
1177,70,100,NaN,46,36,NaN,33,89,NaN,NaN,11,281,89
1178,,,NaN,,,NaN,,,NaN,NaN,,,
1179,73,100,NaN,47,37,NaN,33,89,NaN,NaN,11,281,89
1180,,,NaN,,,NaN,,,NaN,NaN,,,
1181,71,100,NaN,46,36,NaN,33,89,NaN,NaN,11,281,89
1182,,,NaN,,,NaN,,,NaN,NaN,,,
1183,73,100,NaN,46,37,NaN,33,89,NaN,NaN,11,281,89
1184,,,NaN,,,NaN,,,NaN,NaN,,,
1185,73,100,NaN,47,37,NaN,33,89,NaN,NaN,11,281,89
1186,,,NaN,,,NaN,,,NaN,NaN,,,
1187,71,100,NaN,46,37,NaN,33,89,NaN,NaN,11,281,89
