time,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/ECG_II,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP
4341,NaN,,,,NaN,,,,NaN,NaN,,,
4342,NaN,7,109,68,NaN,100,34,51,NaN,NaN,13,67,74
4343,NaN,,,,NaN,,,,NaN,NaN,,,
4344,NaN,7,109,68,NaN,100,34,52,NaN,NaN,13,67,74
4345,NaN,,,,NaN,,,,NaN,NaN,,,
4346,NaN,7,109,68,NaN,100,34,52,NaN,NaN,13,67,74
4347,NaN,,,,NaN,,,,NaN,NaN,,,
4348,NaN,7,109,68,NaN,100,34,52,NaN,NaN,13,67,74
4349,NaN,,,,NaN,,,,NaN,NaN,,,
4350,NaN,7,110,68,NaN,100,34,52,NaN,NaN,13,67,75
4351,NaN,,,,NaN,,,,NaN,NaN,,,
4352,NaN,7,109,68,NaN,100,34,51,NaN,NaN,13,67,74
4353,NaN,,,,NaN,,,,NaN,NaN,,,
4354,NaN,7,110,68,NaN,100,34,52,NaN,NaN,13,67,75
4355,NaN,,,,NaN,,,,NaN,NaN,,,
4356,NaN,7,109,68,NaN,100,34,51,NaN,NaN,13,70,74
4357,NaN,,,,NaN,,,,NaN,NaN,,,
4358,NaN,7,108,68,NaN,100,34,51,NaN,NaN,13,77,74
4359,NaN,,,,NaN,,,,NaN,NaN,,,
4360,NaN,7,107,68,NaN,100,34,51,NaN,NaN,13,77,73
4361,NaN,,,,NaN,,,,NaN,NaN,,,
4362,NaN,7,107,68,NaN,100,34,51,NaN,NaN,13,77,73
4363,NaN,,,,NaN,,,,NaN,NaN,,,
4364,NaN,7,108,68,NaN,100,34,51,NaN,NaN,13,77,74
4365,NaN,,,,NaN,,,,NaN,NaN,,,
4366,NaN,7,108,68,NaN,100,34,51,NaN,NaN,13,67,73
4367,NaN,,,,NaN,,,,NaN,NaN,,,
4368,NaN,7,110,68,NaN,100,34,52,NaN,NaN,13,67,74
4369,NaN,,,,NaN,,,,NaN,NaN,,,
4370,NaN,7,108,68,NaN,100,34,52,NaN,NaN,13,67,74
4371,NaN,,,,NaN,,,,NaN,NaN,,,
4372,NaN,7,109,68,NaN,100,34,52,NaN,NaN,13,67,74
4373,NaN,,,,NaN,,,,NaN,NaN,,,
4374,NaN,7,110,68,NaN,100,34,52,NaN,NaN,13,67,75
4375,NaN,,,,NaN,,,,NaN,NaN,,,
4376,NaN,7,110,68,NaN,100,35,53,NaN,NaN,13,67,75
4377,NaN,,,,NaN,,,,NaN,NaN,,,
4378,NaN,7,111,68,NaN,100,35,53,NaN,NaN,13,67,75
4379,NaN,,,,NaN,,,,NaN,NaN,,,
4380,NaN,7,110,68,NaN,100,35,53,NaN,NaN,13,67,75
4381,NaN,,,,NaN,,,,NaN,NaN,,,
4382,NaN,7,111,68,NaN,100,34,53,NaN,NaN,13,67,76
4383,NaN,,,,NaN,,,,NaN,NaN,,,
4384,NaN,7,110,68,NaN,100,34,53,NaN,NaN,13,67,75
4385,NaN,,,,NaN,,,,NaN,NaN,,,
4386,NaN,7,111,67,NaN,100,34,53,NaN,NaN,13,67,76
4387,NaN,,,,NaN,,,,NaN,NaN,,,
4388,NaN,7,111,67,NaN,100,34,53,NaN,NaN,13,67,76
4389,NaN,,,,NaN,,,,NaN,NaN,,,
4390,NaN,7,110,67,NaN,100,34,53,NaN,NaN,13,67,75
4391,NaN,,,,NaN,,,,NaN,NaN,,,
4392,NaN,7,111,67,NaN,100,34,52,NaN,NaN,13,66,75
4393,NaN,,,,NaN,,,,NaN,NaN,,,
4394,NaN,7,110,67,NaN,100,34,52,NaN,NaN,13,66,75
4395,NaN,,,,NaN,,,,NaN,NaN,,,
4396,NaN,7,111,66,NaN,100,34,52,NaN,NaN,13,66,75
4397,NaN,,,,NaN,,,,NaN,NaN,,,
4398,NaN,7,109,66,NaN,100,34,51,NaN,NaN,13,66,74
4399,NaN,,,,NaN,,,,NaN,NaN,,,
4400,NaN,7,109,66,NaN,100,34,52,NaN,NaN,13,65,74
4401,NaN,,,,NaN,,,,NaN,NaN,,,
4402,NaN,7,110,66,NaN,100,34,52,NaN,NaN,13,65,74
4403,NaN,,,,NaN,,,,NaN,NaN,,,
4404,NaN,7,110,66,NaN,100,34,52,NaN,NaN,13,65,74
4405,NaN,,,,NaN,,,,NaN,NaN,,,
4406,NaN,7,110,66,NaN,100,34,52,NaN,NaN,13,65,75
4407,NaN,,,,NaN,,,,NaN,NaN,,,
4408,NaN,7,109,66,NaN,100,34,52,NaN,NaN,13,65,75
4409,NaN,,,,NaN,,,,NaN,NaN,,,
4410,NaN,7,111,66,NaN,100,34,53,NaN,NaN,13,65,75
4411,NaN,,,,NaN,,,,NaN,NaN,,,
4412,NaN,7,110,66,NaN,100,34,53,NaN,NaN,13,65,75
4413,NaN,,,,NaN,,,,NaN,NaN,,,
4414,NaN,7,112,66,NaN,100,34,54,NaN,NaN,13,66,76
4415,NaN,,,,NaN,,,,NaN,NaN,,,
4416,NaN,7,111,66,NaN,100,34,53,NaN,NaN,13,66,76
4417,NaN,,,,NaN,,,,NaN,NaN,,,
4418,NaN,7,112,67,NaN,100,34,54,NaN,NaN,13,66,77
4419,NaN,,,,NaN,,,,NaN,NaN,,,
4420,NaN,7,113,67,NaN,100,34,54,NaN,NaN,13,66,77
4421,NaN,,,,NaN,,,,NaN,NaN,,,
4422,NaN,7,112,67,NaN,100,34,54,NaN,NaN,13,66,77
4423,NaN,,,,NaN,,,,NaN,NaN,,,
4424,NaN,7,113,66,NaN,100,34,54,NaN,NaN,13,66,77
4425,NaN,,,,NaN,,,,NaN,NaN,,,
4426,NaN,7,111,66,NaN,100,34,53,NaN,NaN,13,65,77
4427,NaN,,,,NaN,,,,NaN,NaN,,,
4428,NaN,7,112,66,NaN,100,34,53,NaN,NaN,13,65,77
4429,NaN,,,,NaN,,,,NaN,NaN,,,
4430,NaN,7,111,66,NaN,100,34,53,NaN,NaN,13,65,76
4431,NaN,,,,NaN,,,,NaN,NaN,,,
4432,NaN,7,111,66,NaN,100,34,53,NaN,NaN,13,65,76
4433,NaN,,,,NaN,,,,NaN,NaN,,,
4434,NaN,7,111,66,NaN,100,34,53,NaN,NaN,13,65,76
4435,NaN,,,,NaN,,,,NaN,NaN,,,
4436,NaN,7,111,66,NaN,100,34,54,NaN,NaN,13,66,76
4437,NaN,,,,NaN,,,,NaN,NaN,,,
4438,NaN,7,113,66,NaN,100,34,54,NaN,NaN,13,66,77
4439,NaN,,,,NaN,,,,NaN,NaN,,,
4440,NaN,7,112,66,NaN,100,34,54,NaN,NaN,13,66,77
4441,NaN,,,,NaN,,,,NaN,NaN,,,
4442,NaN,7,114,67,NaN,100,34,55,NaN,NaN,13,66,78
4443,NaN,,,,NaN,,,,NaN,NaN,,,
4444,NaN,7,112,67,NaN,100,34,54,NaN,NaN,13,66,77
4445,NaN,,,,NaN,,,,NaN,NaN,,,
4446,NaN,7,112,67,NaN,100,34,54,NaN,NaN,13,66,77
4447,NaN,,,,NaN,,,,NaN,NaN,,,
4448,NaN,7,112,67,NaN,100,34,54,NaN,NaN,13,66,77
4449,NaN,,,,NaN,,,,NaN,NaN,,,
4450,NaN,7,111,67,NaN,100,34,53,NaN,NaN,13,66,76
4451,NaN,,,,NaN,,,,NaN,NaN,,,
4452,NaN,7,112,67,NaN,100,34,54,NaN,NaN,13,66,77
4453,NaN,,,,NaN,,,,NaN,NaN,,,
4454,NaN,7,111,67,NaN,100,34,54,NaN,NaN,13,66,77
4455,NaN,,,,NaN,,,,NaN,NaN,,,
4456,NaN,7,113,66,NaN,100,34,54,NaN,NaN,13,66,77
4457,NaN,,,,NaN,,,,NaN,NaN,,,
4458,NaN,7,112,66,NaN,100,34,54,NaN,NaN,13,66,77
4459,NaN,,,,NaN,,,,NaN,NaN,,,
4460,NaN,7,114,66,NaN,100,34,55,NaN,NaN,13,66,78
4461,NaN,,,,NaN,,,,NaN,NaN,,,
4462,NaN,7,114,66,NaN,100,34,55,NaN,NaN,13,68,78
4463,NaN,,,,NaN,,,,NaN,NaN,,,
4464,NaN,7,114,67,NaN,100,34,55,NaN,NaN,13,66,78
4465,NaN,,,,NaN,,,,NaN,NaN,,,
4466,NaN,7,115,66,NaN,100,34,55,NaN,NaN,13,66,79
4467,NaN,,,,NaN,,,,NaN,NaN,,,
4468,NaN,7,113,67,NaN,100,34,54,NaN,NaN,13,66,78
4469,NaN,,,,NaN,,,,NaN,NaN,,,
4470,NaN,7,114,67,NaN,100,34,55,NaN,NaN,13,66,79
4471,NaN,,,,NaN,,,,NaN,NaN,,,
4472,NaN,7,113,67,NaN,100,34,55,NaN,NaN,13,66,78
4473,NaN,,,,NaN,,,,NaN,NaN,,,
4474,NaN,7,114,67,NaN,100,34,56,NaN,NaN,13,66,79
4475,NaN,,,,NaN,,,,NaN,NaN,,,
4476,NaN,7,115,67,NaN,100,34,55,NaN,NaN,13,66,79
4477,NaN,,,,NaN,,,,NaN,NaN,,,
4478,NaN,7,114,67,NaN,100,34,55,NaN,NaN,13,66,79
4479,NaN,,,,NaN,,,,NaN,NaN,,,
4480,NaN,7,114,67,NaN,100,34,55,NaN,NaN,13,66,79
4481,NaN,,,,NaN,,,,NaN,NaN,,,
4482,NaN,7,114,67,NaN,100,34,55,NaN,NaN,13,66,79
4483,NaN,,,,NaN,,,,NaN,NaN,,,
4484,NaN,7,116,66,NaN,100,34,56,NaN,NaN,13,66,79
4485,NaN,,,,NaN,,,,NaN,NaN,,,
4486,NaN,7,115,66,NaN,100,34,55,NaN,NaN,13,65,79
4487,NaN,,,,NaN,,,,NaN,NaN,,,
4488,NaN,7,115,66,NaN,100,34,55,NaN,NaN,13,65,79
4489,NaN,,,,NaN,,,,NaN,NaN,,,
4490,NaN,7,112,66,NaN,100,35,53,NaN,NaN,13,65,77
4491,NaN,,,,NaN,,,,NaN,NaN,,,
4492,NaN,7,112,65,NaN,100,35,53,NaN,NaN,13,65,77
4493,NaN,,,,NaN,,,,NaN,NaN,,,
4494,NaN,7,111,65,NaN,100,35,52,NaN,NaN,13,64,76
4495,NaN,,,,NaN,,,,NaN,NaN,,,
4496,NaN,7,110,65,NaN,100,35,52,NaN,NaN,13,64,75
4497,NaN,,,,NaN,,,,NaN,NaN,,,
4498,NaN,7,112,64,NaN,100,34,53,NaN,NaN,13,64,76
4499,NaN,,,,NaN,,,,NaN,NaN,,,
4500,NaN,7,112,64,NaN,100,34,53,NaN,NaN,13,64,76
4501,NaN,,,,NaN,,,,NaN,NaN,,,
4502,NaN,7,113,64,NaN,100,34,54,NaN,NaN,13,64,77
4503,NaN,,,,NaN,,,,NaN,NaN,,,
4504,NaN,7,112,64,NaN,100,34,53,NaN,NaN,13,64,76
4505,NaN,,,,NaN,,,,NaN,NaN,,,
4506,NaN,7,113,64,NaN,100,34,54,NaN,NaN,13,64,77
4507,NaN,,,,NaN,,,,NaN,NaN,,,
4508,NaN,7,113,64,NaN,100,34,54,NaN,NaN,13,64,77
4509,NaN,,,,NaN,,,,NaN,NaN,,,
4510,NaN,7,113,64,NaN,100,34,54,NaN,NaN,13,64,77
4511,NaN,,,,NaN,,,,NaN,NaN,,,
4512,NaN,7,115,64,NaN,100,34,55,NaN,NaN,13,64,78
4513,NaN,,,,NaN,,,,NaN,NaN,,,
4514,NaN,7,115,64,NaN,100,34,55,NaN,NaN,13,64,78
4515,NaN,,,,NaN,,,,NaN,NaN,,,
4516,NaN,7,117,64,NaN,100,34,57,NaN,NaN,13,64,80
4517,NaN,,,,NaN,,,,NaN,NaN,,,
4518,NaN,7,117,65,NaN,100,34,56,NaN,NaN,13,64,80
4519,NaN,,,,NaN,,,,NaN,NaN,,,
4520,NaN,7,118,65,NaN,100,34,58,NaN,NaN,13,64,81
4521,NaN,,,,NaN,,,,NaN,NaN,,,
4522,NaN,7,117,65,NaN,100,34,56,NaN,NaN,13,64,81
4523,NaN,,,,NaN,,,,NaN,NaN,,,
4524,NaN,7,116,65,NaN,100,34,56,NaN,NaN,13,64,80
4525,NaN,,,,NaN,,,,NaN,NaN,,,
4526,NaN,7,117,64,NaN,100,34,56,NaN,NaN,13,64,80
4527,NaN,,,,NaN,,,,NaN,NaN,,,
4528,NaN,7,116,64,NaN,100,34,55,NaN,NaN,13,63,79
4529,NaN,,,,NaN,,,,NaN,NaN,,,
4530,NaN,7,115,64,NaN,100,34,54,NaN,NaN,13,63,79
4531,NaN,,,,NaN,,,,NaN,NaN,,,
4532,NaN,7,112,63,NaN,100,34,53,NaN,NaN,13,62,77
4533,NaN,,,,NaN,,,,NaN,NaN,,,
4534,NaN,7,111,63,NaN,100,34,53,NaN,NaN,13,62,76
4535,NaN,,,,NaN,,,,NaN,NaN,,,
4536,NaN,7,112,62,NaN,100,34,53,NaN,NaN,13,62,76
4537,NaN,,,,NaN,,,,NaN,NaN,,,
4538,NaN,7,111,62,NaN,100,34,53,NaN,NaN,13,62,75
4539,NaN,,,,NaN,,,,NaN,NaN,,,
4540,NaN,7,110,62,NaN,100,34,53,NaN,NaN,13,62,75
4541,NaN,,,,NaN,,,,NaN,NaN,,,
4542,NaN,7,109,62,NaN,100,34,52,NaN,NaN,13,62,75
4543,NaN,,,,NaN,,,,NaN,NaN,,,
4544,NaN,7,111,62,NaN,100,34,52,NaN,NaN,13,61,75
4545,NaN,,,,NaN,,,,NaN,NaN,,,
4546,NaN,7,108,62,NaN,100,34,51,NaN,NaN,13,61,73
4547,NaN,,,,NaN,,,,NaN,NaN,,,
4548,NaN,7,109,62,NaN,100,35,52,NaN,NaN,13,61,74
4549,NaN,,,,NaN,,,,NaN,NaN,,,
4550,NaN,7,109,62,NaN,100,35,52,NaN,NaN,13,61,74
4551,NaN,,,,NaN,,,,NaN,NaN,,,
4552,NaN,7,111,62,NaN,100,35,53,NaN,NaN,13,61,74
4553,NaN,,,,NaN,,,,NaN,NaN,,,
4554,NaN,7,112,62,NaN,100,34,54,NaN,NaN,13,61,75
4555,NaN,,,,NaN,,,,NaN,NaN,,,
4556,NaN,7,112,62,NaN,100,34,54,NaN,NaN,13,61,76
4557,NaN,,,,NaN,,,,NaN,NaN,,,
4558,NaN,7,114,62,NaN,100,34,55,NaN,NaN,13,61,77
4559,NaN,,,,NaN,,,,NaN,NaN,,,
4560,NaN,6,113,62,NaN,100,34,55,NaN,NaN,13,62,77
4561,NaN,,,,NaN,,,,NaN,NaN,,,
4562,NaN,6,114,62,NaN,100,34,56,NaN,NaN,13,62,78
4563,NaN,,,,NaN,,,,NaN,NaN,,,
4564,NaN,6,115,62,NaN,100,34,56,NaN,NaN,13,62,78
4565,NaN,,,,NaN,,,,NaN,NaN,,,
4566,NaN,6,116,63,NaN,100,34,57,NaN,NaN,13,62,79
4567,NaN,,,,NaN,,,,NaN,NaN,,,
4568,NaN,6,116,63,NaN,100,34,57,NaN,NaN,13,62,79
4569,NaN,,,,NaN,,,,NaN,NaN,,,
4570,NaN,6,116,63,NaN,100,34,58,NaN,NaN,13,63,80
4571,NaN,,,,NaN,,,,NaN,NaN,,,
4572,NaN,6,119,63,NaN,100,34,59,NaN,NaN,13,63,81
4573,NaN,,,,NaN,,,,NaN,NaN,,,
4574,NaN,7,118,63,NaN,100,34,59,NaN,NaN,13,63,81
4575,NaN,,,,NaN,,,,NaN,NaN,,,
4576,NaN,7,120,63,NaN,100,34,59,NaN,NaN,13,63,82
4577,NaN,,,,NaN,,,,NaN,NaN,,,
4578,NaN,7,119,63,NaN,100,34,59,NaN,NaN,13,63,82
4579,NaN,,,,NaN,,,,NaN,NaN,,,
4580,NaN,7,120,63,NaN,100,34,59,NaN,NaN,13,63,82
4581,NaN,,,,NaN,,,,NaN,NaN,,,
4582,NaN,7,121,63,NaN,100,34,59,NaN,NaN,13,63,83
4583,NaN,,,,NaN,,,,NaN,NaN,,,
4584,NaN,7,121,63,NaN,100,34,60,NaN,NaN,13,63,83
4585,NaN,,,,NaN,,,,NaN,NaN,,,
4586,NaN,7,122,63,NaN,100,34,60,NaN,NaN,13,63,84
4587,NaN,,,,NaN,,,,NaN,NaN,,,
4588,NaN,7,121,63,NaN,100,34,59,NaN,NaN,13,63,84
4589,NaN,,,,NaN,,,,NaN,NaN,,,
4590,NaN,7,123,63,NaN,100,34,59,NaN,NaN,13,63,84
4591,NaN,,,,NaN,,,,NaN,NaN,,,
4592,NaN,7,120,63,NaN,100,34,58,NaN,NaN,13,63,83
4593,NaN,,,,NaN,,,,NaN,NaN,,,
4594,NaN,7,120,63,NaN,100,34,59,NaN,NaN,13,63,83
4595,NaN,,,,NaN,,,,NaN,NaN,,,
4596,NaN,7,120,63,NaN,100,34,58,NaN,NaN,13,63,83
4597,NaN,,,,NaN,,,,NaN,NaN,,,
4598,NaN,7,120,63,NaN,100,34,59,NaN,NaN,13,63,83
4599,NaN,,,,NaN,,,,NaN,NaN,,,
4600,NaN,7,123,63,NaN,100,34,60,NaN,NaN,13,63,84
4601,NaN,,,,NaN,,,,NaN,NaN,,,
4602,NaN,7,123,63,NaN,100,34,60,NaN,NaN,13,63,84
4603,NaN,,,,NaN,,,,NaN,NaN,,,
4604,NaN,7,124,63,NaN,100,34,60,NaN,NaN,13,63,85
4605,NaN,,,,NaN,,,,NaN,NaN,,,
4606,NaN,7,122,63,NaN,100,34,59,NaN,NaN,13,63,84
4607,NaN,,,,NaN,,,,NaN,NaN,,,
4608,NaN,7,122,64,NaN,100,34,59,NaN,NaN,13,63,84
4609,NaN,,,,NaN,,,,NaN,NaN,,,
4610,NaN,7,122,64,NaN,100,34,59,NaN,NaN,13,63,84
4611,NaN,,,,NaN,,,,NaN,NaN,,,
4612,NaN,7,122,64,NaN,100,34,60,NaN,NaN,13,63,84
4613,NaN,,,,NaN,,,,NaN,NaN,,,
4614,NaN,7,124,64,NaN,100,34,60,NaN,NaN,13,63,85
4615,NaN,,,,NaN,,,,NaN,NaN,,,
4616,NaN,7,123,64,NaN,100,34,60,NaN,NaN,13,63,85
4617,NaN,,,,NaN,,,,NaN,NaN,,,
4618,NaN,7,125,64,NaN,100,34,61,NaN,NaN,13,63,86
4619,NaN,,,,NaN,,,,NaN,NaN,,,
4620,NaN,7,124,64,NaN,100,34,60,NaN,NaN,13,63,86
4621,NaN,,,,NaN,,,,NaN,NaN,,,
4622,NaN,7,126,64,NaN,100,34,61,NaN,NaN,13,63,86
4623,NaN,,,,NaN,,,,NaN,NaN,,,
4624,NaN,7,125,64,NaN,100,34,60,NaN,NaN,13,63,86
4625,NaN,,,,NaN,,,,NaN,NaN,,,
4626,NaN,7,125,64,NaN,100,34,61,NaN,NaN,13,63,86
4627,NaN,,,,NaN,,,,NaN,NaN,,,
4628,NaN,7,126,64,NaN,100,34,61,NaN,NaN,13,64,87
4629,NaN,,,,NaN,,,,NaN,NaN,,,
4630,NaN,7,126,64,NaN,100,34,61,NaN,NaN,13,64,86
4631,NaN,,,,NaN,,,,NaN,NaN,,,
4632,NaN,7,127,64,NaN,100,34,60,NaN,NaN,13,63,87
4633,NaN,,,,NaN,,,,NaN,NaN,,,
4634,NaN,7,124,64,NaN,100,34,59,NaN,NaN,13,63,85
4635,NaN,,,,NaN,,,,NaN,NaN,,,
4636,NaN,7,125,64,NaN,100,35,59,NaN,NaN,13,63,86
4637,NaN,,,,NaN,,,,NaN,NaN,,,
4638,NaN,7,123,63,NaN,100,35,59,NaN,NaN,13,63,85
4639,NaN,,,,NaN,,,,NaN,NaN,,,
4640,NaN,7,124,63,NaN,100,35,59,NaN,NaN,13,63,84
4641,NaN,,,,NaN,,,,NaN,NaN,,,
4642,NaN,7,123,63,NaN,100,34,58,NaN,NaN,13,63,84
4643,NaN,,,,NaN,,,,NaN,NaN,,,
4644,NaN,7,122,63,NaN,100,34,58,NaN,NaN,13,63,83
4645,NaN,,,,NaN,,,,NaN,NaN,,,
4646,NaN,7,124,63,NaN,100,34,59,NaN,NaN,13,63,84
4647,NaN,,,,NaN,,,,NaN,NaN,,,
4648,NaN,7,123,63,NaN,100,34,58,NaN,NaN,13,63,83
4649,NaN,,,,NaN,,,,NaN,NaN,,,
4650,NaN,7,124,64,NaN,100,34,59,NaN,NaN,13,63,84
4651,NaN,,,,NaN,,,,NaN,NaN,,,
4652,NaN,7,123,64,NaN,100,34,59,NaN,NaN,13,63,84
4653,NaN,,,,NaN,,,,NaN,NaN,,,
4654,NaN,7,124,64,NaN,100,34,59,NaN,NaN,13,63,84
4655,NaN,,,,NaN,,,,NaN,NaN,,,
4656,NaN,7,123,64,NaN,100,34,58,NaN,NaN,13,64,84
4657,NaN,,,,NaN,,,,NaN,NaN,,,
4658,NaN,7,123,64,NaN,100,34,59,NaN,NaN,13,64,84
4659,NaN,,,,NaN,,,,NaN,NaN,,,
4660,NaN,7,124,64,NaN,100,34,59,NaN,NaN,13,64,85
4661,NaN,,,,NaN,,,,NaN,NaN,,,
4662,NaN,7,122,64,NaN,100,34,58,NaN,NaN,13,64,84
4663,NaN,,,,NaN,,,,NaN,NaN,,,
4664,NaN,7,123,64,NaN,100,34,58,NaN,NaN,13,64,84
4665,NaN,,,,NaN,,,,NaN,NaN,,,
4666,NaN,7,121,64,NaN,100,34,57,NaN,NaN,13,64,83
4667,NaN,,,,NaN,,,,NaN,NaN,,,
4668,NaN,7,122,64,NaN,100,34,58,NaN,NaN,13,64,83
4669,NaN,,,,NaN,,,,NaN,NaN,,,
4670,NaN,7,121,64,NaN,100,34,58,NaN,NaN,13,64,83
4671,NaN,,,,NaN,,,,NaN,NaN,,,
4672,NaN,7,122,64,NaN,100,34,58,NaN,NaN,13,64,83
4673,NaN,,,,NaN,,,,NaN,NaN,,,
4674,NaN,7,123,64,NaN,100,34,58,NaN,NaN,13,64,83
4675,NaN,,,,NaN,,,,NaN,NaN,,,
4676,NaN,7,121,64,NaN,100,34,57,NaN,NaN,13,64,83
4677,NaN,,,,NaN,,,,NaN,NaN,,,
4678,NaN,7,121,64,NaN,100,34,57,NaN,NaN,13,63,82
4679,NaN,,,,NaN,,,,NaN,NaN,,,
4680,NaN,7,117,64,NaN,100,34,55,NaN,NaN,13,63,80
4681,NaN,,,,NaN,,,,NaN,NaN,,,
4682,NaN,7,116,63,NaN,100,34,54,NaN,NaN,13,62,79
4683,NaN,,,,NaN,,,,NaN,NaN,,,
4684,NaN,7,115,63,NaN,100,34,54,NaN,NaN,13,62,78
4685,NaN,,,,NaN,,,,NaN,NaN,,,
4686,NaN,7,116,62,NaN,100,35,55,NaN,NaN,13,62,78
4687,NaN,,,,NaN,,,,NaN,NaN,,,
4688,NaN,7,116,62,NaN,100,35,54,NaN,NaN,13,62,78
4689,NaN,,,,NaN,,,,NaN,NaN,,,
4690,NaN,7,115,62,NaN,100,35,54,NaN,NaN,13,62,78
4691,NaN,,,,NaN,,,,NaN,NaN,,,
4692,NaN,7,117,62,NaN,100,34,54,NaN,NaN,13,62,78
4693,NaN,,,,NaN,,,,NaN,NaN,,,
4694,NaN,7,115,63,NaN,100,34,54,NaN,NaN,13,62,77
4695,NaN,,,,NaN,,,,NaN,NaN,,,
4696,NaN,7,116,63,NaN,100,34,54,NaN,NaN,13,62,78
4697,NaN,,,,NaN,,,,NaN,NaN,,,
4698,NaN,7,115,63,NaN,100,34,54,NaN,NaN,13,62,78
4699,NaN,,,,NaN,,,,NaN,NaN,,,
4700,NaN,7,115,63,NaN,100,34,54,NaN,NaN,13,62,78
4701,NaN,,,,NaN,,,,NaN,NaN,,,
4702,NaN,7,115,63,NaN,100,34,54,NaN,NaN,13,62,78
4703,NaN,,,,NaN,,,,NaN,NaN,,,
4704,NaN,7,116,63,NaN,100,34,55,NaN,NaN,13,63,78
4705,NaN,,,,NaN,,,,NaN,NaN,,,
4706,NaN,7,117,64,NaN,100,34,55,NaN,NaN,13,63,79
4707,NaN,,,,NaN,,,,NaN,NaN,,,
4708,NaN,7,117,64,NaN,100,34,56,NaN,NaN,13,64,79
4709,NaN,,,,NaN,,,,NaN,NaN,,,
4710,NaN,7,118,64,NaN,100,35,56,NaN,NaN,13,64,80
4711,NaN,,,,NaN,,,,NaN,NaN,,,
4712,NaN,7,118,64,NaN,100,35,56,NaN,NaN,13,64,80
4713,NaN,,,,NaN,,,,NaN,NaN,,,
4714,NaN,7,117,64,NaN,100,35,56,NaN,NaN,13,64,80
4715,NaN,,,,NaN,,,,NaN,NaN,,,
4716,NaN,7,117,64,NaN,100,35,56,NaN,NaN,13,64,80
4717,NaN,,,,NaN,,,,NaN,NaN,,,
4718,NaN,7,118,65,NaN,100,35,57,NaN,NaN,13,64,81
4719,NaN,,,,NaN,,,,NaN,NaN,,,
4720,NaN,7,119,65,NaN,100,35,57,NaN,NaN,13,64,81
4721,NaN,,,,NaN,,,,NaN,NaN,,,
4722,NaN,7,118,65,NaN,100,35,56,NaN,NaN,13,64,81
4723,NaN,,,,NaN,,,,NaN,NaN,,,
4724,NaN,7,119,65,NaN,100,35,57,NaN,NaN,13,64,81
4725,NaN,,,,NaN,,,,NaN,NaN,,,
4726,NaN,7,118,65,NaN,100,35,56,NaN,NaN,13,64,81
4727,NaN,,,,NaN,,,,NaN,NaN,,,
4728,NaN,7,120,65,NaN,100,35,57,NaN,NaN,13,64,81
4729,NaN,,,,NaN,,,,NaN,NaN,,,
4730,NaN,7,118,65,NaN,100,35,56,NaN,NaN,13,64,81
4731,NaN,,,,NaN,,,,NaN,NaN,,,
4732,NaN,7,119,65,NaN,100,35,57,NaN,NaN,13,64,81
4733,NaN,,,,NaN,,,,NaN,NaN,,,
4734,NaN,7,119,65,NaN,100,35,56,NaN,NaN,13,64,81
4735,NaN,,,,NaN,,,,NaN,NaN,,,
4736,NaN,7,117,64,NaN,100,35,55,NaN,NaN,13,64,80
4737,NaN,,,,NaN,,,,NaN,NaN,,,
4738,NaN,7,117,64,NaN,100,35,54,NaN,NaN,13,64,79
4739,NaN,,,,NaN,,,,NaN,NaN,,,
4740,NaN,7,114,64,NaN,100,35,53,NaN,NaN,13,64,78
4741,NaN,,,,NaN,,,,NaN,NaN,,,
4742,NaN,7,113,63,NaN,100,35,52,NaN,NaN,13,63,77
4743,NaN,,,,NaN,,,,NaN,NaN,,,
4744,NaN,7,112,63,NaN,100,35,52,NaN,NaN,13,63,76
4745,NaN,,,,NaN,,,,NaN,NaN,,,
4746,NaN,7,113,63,NaN,100,34,54,NaN,NaN,13,63,76
4747,NaN,,,,NaN,,,,NaN,NaN,,,
4748,NaN,7,114,63,NaN,100,34,54,NaN,NaN,13,63,77
4749,NaN,,,,NaN,,,,NaN,NaN,,,
4750,NaN,7,115,63,NaN,100,34,55,NaN,NaN,13,63,77
4751,NaN,,,,NaN,,,,NaN,NaN,,,
4752,NaN,7,117,64,NaN,100,34,55,NaN,NaN,13,63,78
4753,NaN,,,,NaN,,,,NaN,NaN,,,
4754,NaN,7,116,64,NaN,100,34,54,NaN,NaN,13,63,78
4755,NaN,,,,NaN,,,,NaN,NaN,,,
4756,NaN,7,117,64,NaN,100,34,55,NaN,NaN,13,63,79
4757,NaN,,,,NaN,,,,NaN,NaN,,,
4758,NaN,7,116,64,NaN,100,35,55,NaN,NaN,13,63,79
4759,NaN,,,,NaN,,,,NaN,NaN,,,
4760,NaN,7,117,64,NaN,100,35,56,NaN,NaN,13,63,79
4761,NaN,,,,NaN,,,,NaN,NaN,,,
4762,NaN,7,118,64,NaN,100,35,56,NaN,NaN,13,63,80
4763,NaN,,,,NaN,,,,NaN,NaN,,,
4764,NaN,7,119,64,NaN,100,35,57,NaN,NaN,13,63,81
4765,NaN,,,,NaN,,,,NaN,NaN,,,
