time,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/PLETH_HR,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/ECG_II,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP
0,NaN,,,,NaN,,,,NaN,NaN,,,
1,-4.9562602043151855,,,,-495.6260070800781,,,,-4.9562602043151855,-496.78717041015625,,,
2,-4.956240177154541,,,,-495.6240234375,,,,-4.956240177154541,-496.7851867675781,,,
3,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,65,-21
4,NaN,,,,NaN,,,,NaN,NaN,,,
5,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,65,-21
6,NaN,,,,NaN,,,,NaN,NaN,,,
7,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,65,-21
8,NaN,,,,NaN,,,,NaN,NaN,,,
9,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,65,-21
10,NaN,,,,NaN,,,,NaN,NaN,,,
11,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
12,NaN,,,,NaN,,,,NaN,NaN,,,
13,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
14,NaN,,,,NaN,,,,NaN,NaN,,,
15,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
16,NaN,,,,NaN,,,,NaN,NaN,,,
17,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
18,NaN,,,,NaN,,,,NaN,NaN,,,
19,NaN,,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
20,NaN,,,,NaN,,,,NaN,NaN,,,
21,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
22,NaN,,,,NaN,,,,NaN,NaN,,,
23,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,66,-21
24,NaN,,,,NaN,,,,NaN,NaN,,,
25,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,66,-21
26,NaN,,,,NaN,,,,NaN,NaN,,,
27,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,66,-21
28,NaN,,,,NaN,,,,NaN,NaN,,,
29,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,66,-21
30,NaN,,,,NaN,,,,NaN,NaN,,,
31,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
32,NaN,,,,NaN,,,,NaN,NaN,,,
33,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
34,NaN,,,,NaN,,,,NaN,NaN,,,
35,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
36,NaN,,,,NaN,,,,NaN,NaN,,,
37,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
38,NaN,,,,NaN,,,,NaN,NaN,,,
39,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
40,NaN,,,,NaN,,,,NaN,NaN,,,
41,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
42,NaN,,,,NaN,,,,NaN,NaN,,,
43,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,66,-21
44,NaN,,,,NaN,,,,NaN,NaN,,,
45,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,66,-21
46,NaN,,,,NaN,,,,NaN,NaN,,,
47,NaN,,-21,66,NaN,100,,-21,NaN,NaN,,66,-21
48,NaN,,,,NaN,,,,NaN,NaN,,,
49,NaN,,-21,67,NaN,100,,-21,NaN,NaN,,66,-21
50,NaN,,,,NaN,,,,NaN,NaN,,,
51,NaN,,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
52,NaN,,,,NaN,,,,NaN,NaN,,,
53,NaN,,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
54,NaN,,,,NaN,,,,NaN,NaN,,,
55,NaN,,-22,66,NaN,100,,-22,NaN,NaN,,67,-22
56,NaN,,,,NaN,,,,NaN,NaN,,,
57,NaN,,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
58,NaN,,,,NaN,,,,NaN,NaN,,,
59,NaN,,-22,67,NaN,99,,-22,NaN,NaN,,67,-22
60,NaN,,,,NaN,,,,NaN,NaN,,,
61,NaN,,-22,67,NaN,99,,-22,NaN,NaN,,67,-22
62,NaN,,,,NaN,,,,NaN,NaN,,,
63,NaN,,-21,67,NaN,99,,-21,NaN,NaN,,66,-21
64,NaN,,,,NaN,,,,NaN,NaN,,,
65,NaN,,-21,68,NaN,99,,-21,NaN,NaN,,66,-21
66,NaN,,,,NaN,,,,NaN,NaN,,,
67,NaN,,-21,67,NaN,99,,-21,NaN,NaN,,67,-21
68,NaN,,,,NaN,,,,NaN,NaN,,,
69,NaN,,-21,67,NaN,99,,-21,NaN,NaN,,67,-21
70,NaN,,,,NaN,,,,NaN,NaN,,,
71,NaN,,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
72,NaN,,,,NaN,,,,NaN,NaN,,,
73,NaN,,-22,67,NaN,99,,-22,NaN,NaN,,67,-22
74,NaN,,,,NaN,,,,NaN,NaN,,,
75,NaN,,-22,67,NaN,99,,-22,NaN,NaN,,67,-22
76,NaN,,,,NaN,,,,NaN,NaN,,,
77,NaN,,-22,67,NaN,99,,-22,NaN,NaN,,67,-22
78,NaN,,,,NaN,,,,NaN,NaN,,,
79,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,67,-22
80,NaN,,,,NaN,,,,NaN,NaN,,,
81,NaN,,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
82,NaN,,,,NaN,,,,NaN,NaN,,,
83,NaN,,-21,69,NaN,99,,-21,NaN,NaN,,69,-21
84,NaN,,,,NaN,,,,NaN,NaN,,,
85,NaN,,-21,69,NaN,99,,-21,NaN,NaN,,68,-21
86,NaN,,,,NaN,,,,NaN,NaN,,,
87,NaN,,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
88,NaN,,,,NaN,,,,NaN,NaN,,,
89,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,67,-22
90,NaN,,,,NaN,,,,NaN,NaN,,,
91,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,67,-22
92,NaN,,,,NaN,,,,NaN,NaN,,,
93,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
94,NaN,,,,NaN,,,,NaN,NaN,,,
95,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
96,NaN,,,,NaN,,,,NaN,NaN,,,
97,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
98,NaN,,,,NaN,,,,NaN,NaN,,,
99,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
100,NaN,,,,NaN,,,,NaN,NaN,,,
101,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
102,NaN,,,,NaN,,,,NaN,NaN,,,
103,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
104,NaN,,,,NaN,,,,NaN,NaN,,,
105,NaN,,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
106,NaN,,,,NaN,,,,NaN,NaN,,,
107,NaN,,-21,69,NaN,99,,-21,NaN,NaN,,68,-21
108,NaN,,,,NaN,,,,NaN,NaN,,,
109,NaN,,-21,69,NaN,99,,-21,NaN,NaN,,69,-21
110,NaN,,,,NaN,,,,NaN,NaN,,,
111,NaN,,-21,69,NaN,100,,-21,NaN,NaN,,69,-21
112,NaN,,,,NaN,,,,NaN,NaN,,,
113,NaN,,-21,69,NaN,100,,-21,NaN,NaN,,68,-21
114,NaN,,,,NaN,,,,NaN,NaN,,,
115,NaN,,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
116,NaN,,,,NaN,,,,NaN,NaN,,,
117,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
118,NaN,,,,NaN,,,,NaN,NaN,,,
119,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
120,NaN,,,,NaN,,,,NaN,NaN,,,
121,NaN,,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
122,NaN,,,,NaN,,,,NaN,NaN,,,
123,NaN,,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
124,NaN,,,,NaN,,,,NaN,NaN,,,
125,NaN,,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
126,NaN,,,,NaN,,,,NaN,NaN,,,
127,NaN,,-21,69,NaN,99,,-21,NaN,NaN,,68,-21
128,NaN,,,,NaN,,,,NaN,NaN,,,
129,NaN,,-21,69,NaN,99,,-21,NaN,NaN,,68,-21
130,NaN,,,,NaN,,,,NaN,NaN,,,
131,NaN,,-21,68,NaN,99,,-21,NaN,NaN,,68,-21
132,NaN,,,,NaN,,,,NaN,NaN,,,
133,NaN,,-21,68,NaN,99,,-21,NaN,NaN,,68,-21
134,NaN,,,,NaN,,,,NaN,NaN,,,
135,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,67,-22
136,NaN,,,,NaN,,,,NaN,NaN,,,
137,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
138,NaN,,,,NaN,,,,NaN,NaN,,,
139,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
140,NaN,,,,NaN,,,,NaN,NaN,,,
141,NaN,,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
142,NaN,,,,NaN,,,,NaN,NaN,,,
143,NaN,,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
144,NaN,,,,NaN,,,,NaN,NaN,,,
145,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
146,NaN,,,,NaN,,,,NaN,NaN,,,
147,NaN,,-21,69,NaN,99,,-21,NaN,NaN,,68,-21
148,NaN,,,,NaN,,,,NaN,NaN,,,
149,NaN,,-21,68,NaN,99,,-21,NaN,NaN,,68,-21
150,NaN,,,,NaN,,,,NaN,NaN,,,
151,NaN,,-21,68,NaN,99,,-21,NaN,NaN,,68,-21
152,NaN,,,,NaN,,,,NaN,NaN,,,
153,NaN,,-21,68,NaN,99,,-21,NaN,NaN,,68,-21
154,NaN,,,,NaN,,,,NaN,NaN,,,
155,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
156,NaN,,,,NaN,,,,NaN,NaN,,,
157,NaN,,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
158,NaN,,,,NaN,,,,NaN,NaN,,,
159,NaN,,-21,68,NaN,99,,-24,NaN,NaN,,68,-22
160,NaN,,,,NaN,,,,NaN,NaN,,,
161,NaN,,-21,69,NaN,99,,-24,NaN,NaN,,68,-22
162,NaN,,,,NaN,,,,NaN,NaN,,,
163,NaN,,-21,68,NaN,99,,-24,NaN,NaN,,68,-22
164,NaN,,,,NaN,,,,NaN,NaN,,,
165,NaN,,-21,68,NaN,99,,-23,NaN,NaN,,68,-22
166,NaN,,,,NaN,,,,NaN,NaN,,,
167,NaN,,-21,68,NaN,99,,-23,NaN,NaN,,68,-22
168,NaN,,,,NaN,,,,NaN,NaN,,,
169,NaN,,-20,68,NaN,99,,-23,NaN,NaN,,67,-22
170,NaN,,,,NaN,,,,NaN,NaN,,,
171,NaN,,-20,68,NaN,99,,-22,NaN,NaN,,67,-21
172,NaN,,,,NaN,,,,NaN,NaN,,,
173,NaN,,-20,68,NaN,99,,-22,NaN,NaN,,67,-21
174,NaN,,,,NaN,,,,NaN,NaN,,,
175,NaN,,-6,67,NaN,99,,-28,NaN,NaN,,67,-22
176,NaN,,,,NaN,,,,NaN,NaN,,,
177,NaN,,-6,67,NaN,99,,-28,NaN,NaN,,67,-22
178,NaN,,,,NaN,,,,NaN,NaN,,,
179,NaN,,0,67,NaN,99,,0,NaN,NaN,,66,0
180,NaN,,,,NaN,,,,NaN,NaN,,,
181,NaN,,0,67,NaN,99,,0,NaN,NaN,,66,0
182,NaN,,,,NaN,,,,NaN,NaN,,,
183,NaN,,-14,67,NaN,99,,-30,NaN,NaN,,67,-2
184,NaN,,,,NaN,,,,NaN,NaN,,,
185,NaN,,-14,67,NaN,100,,-30,NaN,NaN,,67,-2
186,NaN,,,,NaN,,,,NaN,NaN,,,
187,NaN,,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
188,NaN,,,,NaN,,,,NaN,NaN,,,
189,NaN,,-19,67,NaN,100,,-24,NaN,NaN,,67,-22
190,NaN,,,,NaN,,,,NaN,NaN,,,
191,NaN,,-19,67,NaN,100,,-24,NaN,NaN,,67,-22
192,NaN,,,,NaN,,,,NaN,NaN,,,
193,NaN,0,-21,68,NaN,99,,-21,NaN,NaN,,67,-21
194,NaN,,,,NaN,,,,NaN,NaN,,,
195,NaN,0,-21,68,NaN,99,,-21,NaN,NaN,,68,-21
196,NaN,,,,NaN,,,,NaN,NaN,,,
197,NaN,0,-20,68,NaN,99,,-22,NaN,NaN,,68,-21
198,NaN,,,,NaN,,,,NaN,NaN,,,
199,NaN,0,-16,69,NaN,99,,-27,NaN,NaN,,68,-21
200,NaN,,,,NaN,,,,NaN,NaN,,,
201,NaN,-16,-16,69,NaN,99,,-27,NaN,NaN,,68,-21
202,NaN,,,,NaN,,,,NaN,NaN,,,
203,NaN,-16,0,68,NaN,99,,0,NaN,NaN,,68,0
204,NaN,,,,NaN,,,,NaN,NaN,,,
205,NaN,-17,0,68,NaN,99,,0,NaN,NaN,,67,0
206,NaN,,,,NaN,,,,NaN,NaN,,,
207,NaN,-17,0,67,NaN,99,,0,NaN,NaN,,67,0
208,NaN,,,,NaN,,,,NaN,NaN,,,
209,NaN,-16,0,67,NaN,99,,0,NaN,NaN,,66,0
210,NaN,,,,NaN,,,,NaN,NaN,,,
211,NaN,-16,-22,67,NaN,99,,-22,NaN,NaN,,66,-22
212,NaN,,,,NaN,,,,NaN,NaN,,,
213,NaN,-16,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
214,NaN,,,,NaN,,,,NaN,NaN,,,
215,NaN,-16,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
216,NaN,,,,NaN,,,,NaN,NaN,,,
217,NaN,-16,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
218,NaN,,,,NaN,,,,NaN,NaN,,,
219,NaN,-16,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
220,NaN,,,,NaN,,,,NaN,NaN,,,
221,NaN,-16,-22,67,NaN,99,,-22,NaN,NaN,,66,-22
222,NaN,,,,NaN,,,,NaN,NaN,,,
223,NaN,-17,-4,67,NaN,99,,-34,NaN,NaN,,67,-22
224,NaN,,,,NaN,,,,NaN,NaN,,,
225,NaN,-17,-17,68,NaN,99,,-26,NaN,NaN,,67,-21
226,NaN,,,,NaN,,,,NaN,NaN,,,
227,NaN,-18,-20,68,NaN,100,,-23,NaN,NaN,,68,-21
228,NaN,,,,NaN,,,,NaN,NaN,,,
229,NaN,-18,-14,68,NaN,99,,-28,NaN,NaN,,68,-21
230,NaN,,,,NaN,,,,NaN,NaN,,,
231,NaN,-19,-14,68,NaN,100,,-28,NaN,NaN,,68,-21
232,NaN,,,,NaN,,,,NaN,NaN,,,
233,NaN,-19,-21,68,NaN,100,,-21,NaN,NaN,,67,-21
234,NaN,,,,NaN,,,,NaN,NaN,,,
235,NaN,-19,-19,68,NaN,99,,-23,NaN,NaN,,68,-21
236,NaN,,,,NaN,,,,NaN,NaN,,,
237,NaN,-19,,67,NaN,100,,,NaN,NaN,,67,-21
238,NaN,,,,NaN,,,,NaN,NaN,,,
239,NaN,-17,,68,NaN,100,,,NaN,NaN,,67,-21
240,NaN,,,,NaN,,,,NaN,NaN,,,
241,NaN,-17,,68,NaN,100,,,NaN,NaN,,67,-21
242,NaN,,,,NaN,,,,NaN,NaN,,,
243,NaN,-17,,68,NaN,99,,,NaN,NaN,,67,-21
244,NaN,,,,NaN,,,,NaN,NaN,,,
245,NaN,-17,,68,NaN,100,,,NaN,NaN,,67,-21
246,NaN,,,,NaN,,,,NaN,NaN,,,
247,NaN,-17,,68,NaN,100,,,NaN,NaN,,67,-21
248,NaN,,,,NaN,,,,NaN,NaN,,,
249,NaN,-17,-21,68,NaN,100,,-21,NaN,NaN,,67,-21
250,NaN,,,,NaN,,,,NaN,NaN,,,
251,NaN,-17,-21,68,NaN,100,,-21,NaN,NaN,,67,-21
252,NaN,,,,NaN,,,,NaN,NaN,,,
253,NaN,-18,-21,68,NaN,100,,-21,NaN,NaN,,67,-21
254,NaN,,,,NaN,,,,NaN,NaN,,,
255,NaN,-18,-21,68,NaN,100,,-21,NaN,NaN,,67,-21
256,NaN,,,,NaN,,,,NaN,NaN,,,
257,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,68,-22
258,NaN,,,,NaN,,,,NaN,NaN,,,
259,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,68,-22
260,NaN,,,,NaN,,,,NaN,NaN,,,
261,NaN,-17,-21,68,NaN,100,,-21,NaN,NaN,,67,-21
262,NaN,,,,NaN,,,,NaN,NaN,,,
263,NaN,-17,-21,68,NaN,100,,-21,NaN,NaN,,67,-21
264,NaN,,,,NaN,,,,NaN,NaN,,,
265,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,67,-22
266,NaN,,,,NaN,,,,NaN,NaN,,,
267,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,68,-22
268,NaN,,,,NaN,,,,NaN,NaN,,,
269,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,68,-22
270,NaN,,,,NaN,,,,NaN,NaN,,,
271,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,68,-22
272,NaN,,,,NaN,,,,NaN,NaN,,,
273,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,67,-22
274,NaN,,,,NaN,,,,NaN,NaN,,,
275,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,67,-22
276,NaN,,,,NaN,,,,NaN,NaN,,,
277,NaN,-17,-21,69,NaN,100,,-21,NaN,NaN,,67,-21
278,NaN,,,,NaN,,,,NaN,NaN,,,
279,NaN,-17,-21,68,NaN,99,,-21,NaN,NaN,,67,-21
280,NaN,,,,NaN,,,,NaN,NaN,,,
281,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
282,NaN,,,,NaN,,,,NaN,NaN,,,
283,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
284,NaN,,,,NaN,,,,NaN,NaN,,,
285,NaN,-17,-21,67,NaN,100,,-21,NaN,NaN,,67,-21
286,NaN,,,,NaN,,,,NaN,NaN,,,
287,NaN,-16,-21,67,NaN,100,,-21,NaN,NaN,,67,-21
288,NaN,,,,NaN,,,,NaN,NaN,,,
289,NaN,-16,-22,68,NaN,100,,-22,NaN,NaN,,68,-22
290,NaN,,,,NaN,,,,NaN,NaN,,,
291,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,68,-22
292,NaN,,,,NaN,,,,NaN,NaN,,,
293,NaN,-17,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
294,NaN,,,,NaN,,,,NaN,NaN,,,
295,NaN,-17,-17,69,NaN,99,,-22,NaN,NaN,,69,-22
296,NaN,,,,NaN,,,,NaN,NaN,,,
297,NaN,-17,-17,69,NaN,100,,-22,NaN,NaN,,69,-22
298,NaN,,,,NaN,,,,NaN,NaN,,,
299,NaN,-18,-22,69,NaN,99,,-22,NaN,NaN,,69,-22
300,NaN,,,,NaN,,,,NaN,NaN,,,
301,NaN,-18,-22,69,NaN,100,,-22,NaN,NaN,,68,-22
302,NaN,,,,NaN,,,,NaN,NaN,,,
303,NaN,-17,-22,69,NaN,100,,-22,NaN,NaN,,68,-22
304,NaN,,,,NaN,,,,NaN,NaN,,,
305,NaN,-17,-22,69,NaN,100,,-22,NaN,NaN,,68,-22
306,NaN,,,,NaN,,,,NaN,NaN,,,
307,NaN,-17,-21,69,NaN,100,,-21,NaN,NaN,,68,-21
308,NaN,,,,NaN,,,,NaN,NaN,,,
309,NaN,-17,-21,68,NaN,99,,-21,NaN,NaN,,68,-21
310,NaN,,,,NaN,,,,NaN,NaN,,,
311,NaN,-17,-22,69,NaN,99,,-22,NaN,NaN,,68,-22
312,NaN,,,,NaN,,,,NaN,NaN,,,
313,NaN,-17,-22,68,NaN,99,,-22,NaN,NaN,,68,-22
314,NaN,,,,NaN,,,,NaN,NaN,,,
315,NaN,-17,-22,68,NaN,99,,-22,NaN,NaN,,67,-22
316,NaN,,,,NaN,,,,NaN,NaN,,,
317,NaN,-17,-22,68,NaN,99,,-22,NaN,NaN,,67,-22
318,NaN,,,,NaN,,,,NaN,NaN,,,
319,NaN,-17,-22,67,NaN,99,,-22,NaN,NaN,,69,-22
320,NaN,,,,NaN,,,,NaN,NaN,,,
321,NaN,-16,-22,66,NaN,99,,-22,NaN,NaN,,68,-22
322,NaN,,,,NaN,,,,NaN,NaN,,,
323,NaN,-16,-21,66,NaN,99,,-21,NaN,NaN,,69,-21
324,NaN,,,,NaN,,,,NaN,NaN,,,
325,NaN,-17,-21,66,NaN,99,,-21,NaN,NaN,,69,-21
326,NaN,,,,NaN,,,,NaN,NaN,,,
327,NaN,-17,-21,67,NaN,99,,-21,NaN,NaN,,68,-21
328,NaN,,,,NaN,,,,NaN,NaN,,,
329,NaN,-17,-21,68,NaN,99,,-21,NaN,NaN,,67,-21
330,NaN,,,,NaN,,,,NaN,NaN,,,
331,NaN,-17,-22,68,NaN,99,,-22,NaN,NaN,,67,-22
332,NaN,,,,NaN,,,,NaN,NaN,,,
333,NaN,-18,-22,67,NaN,99,,-22,NaN,NaN,,66,-22
334,NaN,,,,NaN,,,,NaN,NaN,,,
335,NaN,-18,-22,67,NaN,99,,-22,NaN,NaN,,66,-22
336,NaN,,,,NaN,,,,NaN,NaN,,,
337,NaN,-18,-22,67,NaN,99,,-22,NaN,NaN,,67,-22
338,NaN,,,,NaN,,,,NaN,NaN,,,
339,NaN,-18,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
340,NaN,,,,NaN,,,,NaN,NaN,,,
341,NaN,-17,-22,67,NaN,99,,-22,NaN,NaN,,67,-22
342,NaN,,,,NaN,,,,NaN,NaN,,,
343,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
344,NaN,,,,NaN,,,,NaN,NaN,,,
345,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
346,NaN,,,,NaN,,,,NaN,NaN,,,
347,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
348,NaN,,,,NaN,,,,NaN,NaN,,,
349,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
350,NaN,,,,NaN,,,,NaN,NaN,,,
351,NaN,-17,-21,67,NaN,100,,-21,NaN,NaN,,67,-21
352,NaN,,,,NaN,,,,NaN,NaN,,,
353,NaN,-17,-21,67,NaN,100,,-21,NaN,NaN,,67,-21
354,NaN,,,,NaN,,,,NaN,NaN,,,
355,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,67,-22
356,NaN,,,,NaN,,,,NaN,NaN,,,
357,NaN,-17,-22,68,NaN,100,,-22,NaN,NaN,,67,-22
358,NaN,,,,NaN,,,,NaN,NaN,,,
359,NaN,-18,-21,68,NaN,100,,-21,NaN,NaN,,67,-21
360,NaN,,,,NaN,,,,NaN,NaN,,,
361,NaN,-18,-21,67,NaN,100,,-21,NaN,NaN,,67,-21
362,NaN,,,,NaN,,,,NaN,NaN,,,
363,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
364,NaN,,,,NaN,,,,NaN,NaN,,,
365,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
366,NaN,,,,NaN,,,,NaN,NaN,,,
367,NaN,-17,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
368,NaN,,,,NaN,,,,NaN,NaN,,,
369,NaN,-17,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
370,NaN,,,,NaN,,,,NaN,NaN,,,
371,NaN,-17,-22,66,NaN,100,,-22,NaN,NaN,,66,-22
372,NaN,,,,NaN,,,,NaN,NaN,,,
373,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
374,NaN,,,,NaN,,,,NaN,NaN,,,
375,NaN,-17,-21,67,NaN,100,,-21,NaN,NaN,,67,-21
376,NaN,,,,NaN,,,,NaN,NaN,,,
377,NaN,-17,-21,68,NaN,100,,-21,NaN,NaN,,67,-21
378,NaN,,,,NaN,,,,NaN,NaN,,,
379,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
380,NaN,,,,NaN,,,,NaN,NaN,,,
381,NaN,-18,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
382,NaN,,,,NaN,,,,NaN,NaN,,,
383,NaN,-18,-21,67,NaN,100,,-21,NaN,NaN,,66,-21
384,NaN,,,,NaN,,,,NaN,NaN,,,
385,NaN,-17,-21,67,NaN,100,,-21,NaN,NaN,,66,-21
386,NaN,,,,NaN,,,,NaN,NaN,,,
387,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
388,NaN,,,,NaN,,,,NaN,NaN,,,
389,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,67,-22
390,NaN,,,,NaN,,,,NaN,NaN,,,
391,NaN,-17,-22,67,NaN,100,,-22,NaN,NaN,,66,-22
392,NaN,,,,NaN,,,,NaN,NaN,,,
393,NaN,-17,-22,66,NaN,100,,-22,NaN,NaN,,65,-22
394,NaN,,,,NaN,,,,NaN,NaN,,,
395,NaN,-17,-22,65,NaN,100,,-22,NaN,NaN,,64,-22
396,NaN,,,,NaN,,,,NaN,NaN,,,
397,NaN,-17,-22,63,NaN,100,,-22,NaN,NaN,,62,-22
398,NaN,,,,NaN,,,,NaN,NaN,,,
399,NaN,-17,-22,62,NaN,100,,-22,NaN,NaN,,61,-22
400,NaN,,,,NaN,,,,NaN,NaN,,,
401,NaN,-18,-22,61,NaN,100,,-22,NaN,NaN,,60,-22
402,NaN,,,,NaN,,,,NaN,NaN,,,
403,NaN,-18,-21,61,NaN,100,,-21,NaN,NaN,,59,-21
404,NaN,,,,NaN,,,,NaN,NaN,,,
405,NaN,-18,-21,60,NaN,100,,-21,NaN,NaN,,59,-21
406,NaN,,,,NaN,,,,NaN,NaN,,,
407,NaN,-18,-22,59,NaN,100,,-22,NaN,NaN,,58,-22
408,NaN,,,,NaN,,,,NaN,NaN,,,
409,NaN,-18,-22,58,NaN,100,,-22,NaN,NaN,,57,-22
410,NaN,,,,NaN,,,,NaN,NaN,,,
411,NaN,-17,-22,57,NaN,100,,-22,NaN,NaN,,56,-22
412,NaN,,,,NaN,,,,NaN,NaN,,,
413,NaN,-17,-22,57,NaN,100,,-22,NaN,NaN,,55,-22
414,NaN,,,,NaN,,,,NaN,NaN,,,
415,NaN,-17,-22,56,NaN,100,,-22,NaN,NaN,,54,-22
416,NaN,,,,NaN,,,,NaN,NaN,,,
417,NaN,-17,-22,55,NaN,100,,-22,NaN,NaN,,54,-22
418,NaN,,,,NaN,,,,NaN,NaN,,,
419,NaN,-17,-22,54,NaN,100,,-22,NaN,NaN,,53,-22
420,NaN,,,,NaN,,,,NaN,NaN,,,
421,NaN,-17,-22,54,NaN,100,,-22,NaN,NaN,,53,-22
422,NaN,,,,NaN,,,,NaN,NaN,,,
423,NaN,-18,-22,53,NaN,100,,-22,NaN,NaN,,52,-22
424,NaN,,,,NaN,,,,NaN,NaN,,,
425,NaN,-18,-22,52,NaN,100,,-22,NaN,NaN,,52,-22
426,NaN,,,,NaN,,,,NaN,NaN,,,
427,NaN,-18,-21,52,NaN,100,,-21,NaN,NaN,,51,-21
428,NaN,,,,NaN,,,,NaN,NaN,,,
429,NaN,-18,-21,52,NaN,100,,-21,NaN,NaN,,51,-21
430,NaN,,,,NaN,,,,NaN,NaN,,,
431,NaN,-17,-22,51,NaN,100,,-22,NaN,NaN,,50,-22
