time,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/CVP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/PLETH_HR
0,,,NaN,,,NaN,,,NaN,,NaN,,
1,,,-491.88665771484375,,,-4.9562602043151855,,,-495.6260070800781,,-4.9562602043151855,,
2,,0,-491.88470458984375,,61,-4.956240177154541,,,-495.6240234375,,-4.956240177154541,,
3,,,NaN,,,NaN,,,NaN,,NaN,,
4,,0,NaN,,60,NaN,,,NaN,,NaN,,
5,,,NaN,,,NaN,,,NaN,,NaN,,
6,,0,NaN,,60,NaN,,,NaN,,NaN,,
7,,,NaN,,,NaN,,,NaN,,NaN,,
8,,0,NaN,,59,NaN,,,NaN,,NaN,,
9,,,NaN,,,NaN,,,NaN,,NaN,,
10,,0,NaN,,60,NaN,,,NaN,,NaN,,
11,,,NaN,,,NaN,,,NaN,,NaN,,
12,,0,NaN,,61,NaN,,,NaN,,NaN,,
13,,,NaN,,,NaN,,,NaN,,NaN,,
14,,0,NaN,,62,NaN,,,NaN,,NaN,,
15,,,NaN,,,NaN,,,NaN,,NaN,,
16,,0,NaN,,61,NaN,,,NaN,,NaN,,
17,,,NaN,,,NaN,,,NaN,,NaN,,
18,,0,NaN,,61,NaN,,,NaN,,NaN,,
19,,,NaN,,,NaN,,,NaN,,NaN,,
20,,0,NaN,,63,NaN,,,NaN,,NaN,,
21,,,NaN,,,NaN,,,NaN,,NaN,,
22,,0,NaN,,62,NaN,,,NaN,,NaN,,
23,,,NaN,,,NaN,,,NaN,,NaN,,
24,,0,NaN,,64,NaN,,,NaN,,NaN,,
25,,,NaN,,,NaN,,,NaN,,NaN,,
26,,0,NaN,,63,NaN,,,NaN,,NaN,,
27,,,NaN,,,NaN,,,NaN,,NaN,,
28,,0,NaN,,62,NaN,,,NaN,,NaN,,
29,,,NaN,,,NaN,,,NaN,,NaN,,
30,,0,NaN,,64,NaN,,,NaN,,NaN,,
31,,,NaN,,,NaN,,,NaN,,NaN,,
32,,0,NaN,,65,NaN,,,NaN,,NaN,,
33,,,NaN,,,NaN,,,NaN,,NaN,,
34,,0,NaN,,64,NaN,,,NaN,,NaN,,
35,,,NaN,,,NaN,,,NaN,,NaN,,
36,,0,NaN,,63,NaN,,,NaN,,NaN,,
37,,,NaN,,,NaN,,,NaN,,NaN,,
38,,0,NaN,,60,NaN,,,NaN,,NaN,,
39,,,NaN,,,NaN,,,NaN,,NaN,,
40,,0,NaN,,57,NaN,,,NaN,,NaN,,
41,,,NaN,,,NaN,,,NaN,,NaN,,
42,,0,NaN,,57,NaN,,,NaN,,NaN,,
43,,,NaN,,,NaN,,,NaN,,NaN,,
44,,0,NaN,,58,NaN,,,NaN,,NaN,,
45,,,NaN,,,NaN,,,NaN,,NaN,,
46,,0,NaN,,59,NaN,,,NaN,,NaN,,
47,,,NaN,,,NaN,,,NaN,,NaN,,
48,,0,NaN,,61,NaN,,,NaN,,NaN,,
49,,,NaN,,,NaN,,,NaN,,NaN,,
50,,0,NaN,,61,NaN,,,NaN,,NaN,,
51,,,NaN,,,NaN,,,NaN,,NaN,,
52,,0,NaN,,60,NaN,,80,NaN,,NaN,,112
53,,,NaN,,,NaN,,,NaN,,NaN,,
54,,0,NaN,,61,NaN,,80,NaN,,NaN,,112
55,,,NaN,,,NaN,,,NaN,,NaN,,
56,,0,NaN,,58,NaN,,81,NaN,,NaN,,111
57,,,NaN,,,NaN,,,NaN,,NaN,,
58,,0,NaN,,58,NaN,,81,NaN,,NaN,,111
59,,,NaN,,,NaN,,,NaN,,NaN,,
60,,0,NaN,,57,NaN,,81,NaN,,NaN,,111
61,,,NaN,,,NaN,,,NaN,,NaN,,
62,,0,NaN,,57,NaN,,81,NaN,,NaN,,110
63,,,NaN,,,NaN,,,NaN,,NaN,,
64,,0,NaN,,58,NaN,,81,NaN,,NaN,,113
65,,,NaN,,,NaN,,,NaN,,NaN,,
66,,0,NaN,,60,NaN,,81,NaN,,NaN,,113
67,,,NaN,,,NaN,,,NaN,,NaN,,
68,,0,NaN,,61,NaN,,81,NaN,,NaN,,113
69,,,NaN,,,NaN,,,NaN,,NaN,,
70,,0,NaN,,61,NaN,,81,NaN,,NaN,,113
71,,,NaN,,,NaN,,,NaN,,NaN,,
72,,0,NaN,,61,NaN,,81,NaN,,NaN,,119
73,,,NaN,,,NaN,,,NaN,,NaN,,
74,,0,NaN,,62,NaN,,81,NaN,,NaN,,119
75,,,NaN,,,NaN,,,NaN,,NaN,,
76,,0,NaN,,58,NaN,,,NaN,,NaN,,
77,,,NaN,,,NaN,,,NaN,,NaN,,
78,,0,NaN,,57,NaN,,,NaN,,NaN,,
79,,,NaN,,,NaN,,,NaN,,NaN,,
80,,0,NaN,,57,NaN,,,NaN,,NaN,,
81,,,NaN,,,NaN,,,NaN,,NaN,,
82,,0,NaN,,56,NaN,,,NaN,,NaN,,
83,,,NaN,,,NaN,,,NaN,,NaN,,
84,,0,NaN,,60,NaN,,,NaN,,NaN,,
85,,,NaN,,,NaN,,,NaN,,NaN,,
86,,0,NaN,,63,NaN,,82,NaN,,NaN,,119
87,,,NaN,,,NaN,,,NaN,,NaN,,
88,,0,NaN,,62,NaN,,82,NaN,,NaN,,119
89,,,NaN,,,NaN,,,NaN,,NaN,,
90,,0,NaN,,62,NaN,,82,NaN,,NaN,,119
91,,,NaN,,,NaN,,,NaN,,NaN,,
92,,0,NaN,,62,NaN,,93,NaN,,NaN,,103
93,,,NaN,,,NaN,,,NaN,,NaN,,
94,,0,NaN,,61,NaN,,95,NaN,,NaN,,89
95,,,NaN,,,NaN,,,NaN,,NaN,,
96,,0,NaN,,62,NaN,,95,NaN,,NaN,,81
97,,,NaN,,,NaN,,,NaN,,NaN,,
98,,0,NaN,,61,NaN,,95,NaN,,NaN,,70
99,,,NaN,,,NaN,,,NaN,,NaN,,
100,,0,NaN,,60,NaN,,95,NaN,,NaN,,62
101,,,NaN,,,NaN,,,NaN,,NaN,,
102,,0,NaN,,60,NaN,,95,NaN,,NaN,,61
103,,,NaN,,,NaN,,,NaN,,NaN,,
104,,0,NaN,,58,NaN,,95,NaN,,NaN,,61
105,,,NaN,,,NaN,,,NaN,,NaN,,
106,,0,NaN,,58,NaN,,95,NaN,,NaN,,59
107,,,NaN,,,NaN,,,NaN,,NaN,,
108,,0,NaN,,57,NaN,,95,NaN,,NaN,,58
109,,,NaN,,,NaN,,,NaN,,NaN,,
110,,0,NaN,,57,NaN,,95,NaN,,NaN,,59
111,,,NaN,,,NaN,,,NaN,,NaN,,
112,,0,NaN,,57,NaN,,95,NaN,,NaN,,59
113,,,NaN,,,NaN,,,NaN,,NaN,,
114,,0,NaN,,61,NaN,,95,NaN,,NaN,,60
115,,,NaN,,,NaN,,,NaN,,NaN,,
116,,0,NaN,,62,NaN,,95,NaN,,NaN,,61
117,,,NaN,,,NaN,,,NaN,,NaN,,
118,,0,NaN,,62,NaN,,95,NaN,,NaN,,62
119,,,NaN,,,NaN,,,NaN,,NaN,,
120,,0,NaN,,61,NaN,,95,NaN,,NaN,,61
121,,,NaN,,,NaN,,,NaN,,NaN,,
122,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
123,,,NaN,,,NaN,,,NaN,,NaN,,
124,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
125,,,NaN,,,NaN,,,NaN,,NaN,,
126,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
127,,,NaN,,,NaN,,,NaN,,NaN,,
128,,0,NaN,,61,NaN,,95,NaN,,NaN,,61
129,,,NaN,,,NaN,,,NaN,,NaN,,
130,,0,NaN,,60,NaN,,95,NaN,,NaN,,61
131,,,NaN,,,NaN,,,NaN,,NaN,,
132,,0,NaN,,59,NaN,,95,NaN,,NaN,,60
133,,,NaN,,,NaN,,,NaN,,NaN,,
134,,0,NaN,,60,NaN,,95,NaN,,NaN,,61
135,,,NaN,,,NaN,,,NaN,,NaN,,
136,,0,NaN,,58,NaN,,95,NaN,,NaN,,59
137,,,NaN,,,NaN,,,NaN,,NaN,,
138,,0,NaN,,58,NaN,,95,NaN,,NaN,,59
139,,,NaN,,,NaN,,,NaN,,NaN,,
140,,0,NaN,,59,NaN,,95,NaN,,NaN,,60
141,,,NaN,,,NaN,,,NaN,,NaN,,
142,,0,NaN,,58,NaN,,95,NaN,,NaN,,60
143,,,NaN,,,NaN,,,NaN,,NaN,,
144,,0,NaN,,61,NaN,,95,NaN,,NaN,,60
145,,,NaN,,,NaN,,,NaN,,NaN,,
146,,0,NaN,,62,NaN,,95,NaN,,NaN,,63
147,,,NaN,,,NaN,,,NaN,,NaN,,
148,,0,NaN,,62,NaN,,95,NaN,,NaN,,64
149,,,NaN,,,NaN,,,NaN,,NaN,,
150,,0,NaN,,63,NaN,,95,NaN,,NaN,,64
151,,,NaN,,,NaN,,,NaN,,NaN,,
152,,0,NaN,,63,NaN,,95,NaN,,NaN,,65
153,,,NaN,,,NaN,,,NaN,,NaN,,
154,,0,NaN,,65,NaN,,95,NaN,,NaN,,64
155,,,NaN,,,NaN,,,NaN,,NaN,,
156,,0,NaN,,65,NaN,,95,NaN,,NaN,,65
157,,,NaN,,,NaN,,,NaN,,NaN,,
158,,0,NaN,,65,NaN,,95,NaN,,NaN,,65
159,,,NaN,,,NaN,,,NaN,,NaN,,
160,,0,NaN,,65,NaN,,95,NaN,,NaN,,66
161,,,NaN,,,NaN,,,NaN,,NaN,,
162,,0,NaN,,66,NaN,,95,NaN,,NaN,,68
163,,,NaN,,,NaN,,,NaN,,NaN,,
164,,0,NaN,,69,NaN,,95,NaN,,NaN,,69
165,,,NaN,,,NaN,,,NaN,,NaN,,
166,,0,NaN,,71,NaN,,95,NaN,,NaN,,70
167,,,NaN,,,NaN,,,NaN,,NaN,,
168,,0,NaN,,72,NaN,,95,NaN,,NaN,,70
169,,,NaN,,,NaN,,,NaN,,NaN,,
170,,0,NaN,,68,NaN,,95,NaN,,NaN,,69
171,,,NaN,,,NaN,,,NaN,,NaN,,
172,,0,NaN,,66,NaN,,95,NaN,,NaN,,68
173,,,NaN,,,NaN,,,NaN,,NaN,,
174,,0,NaN,,65,NaN,,95,NaN,,NaN,,67
175,,,NaN,,,NaN,,,NaN,,NaN,,
176,,0,NaN,,64,NaN,,95,NaN,,NaN,,65
177,,,NaN,,,NaN,,,NaN,,NaN,,
178,,0,NaN,,64,NaN,,95,NaN,,NaN,,65
179,,,NaN,,,NaN,,,NaN,,NaN,,
180,,0,NaN,,64,NaN,,95,NaN,,NaN,,64
181,,,NaN,,,NaN,,,NaN,,NaN,,
182,,0,NaN,,63,NaN,,95,NaN,,NaN,,64
183,,,NaN,,,NaN,,,NaN,,NaN,,
184,,0,NaN,,63,NaN,,95,NaN,,NaN,,63
185,,,NaN,,,NaN,,,NaN,,NaN,,
186,,0,NaN,,63,NaN,,95,NaN,,NaN,,64
187,,,NaN,,,NaN,,,NaN,,NaN,,
188,,0,NaN,,63,NaN,,95,NaN,,NaN,,64
189,,,NaN,,,NaN,,,NaN,,NaN,,
190,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
191,,,NaN,,,NaN,,,NaN,,NaN,,
192,,0,NaN,,62,NaN,,95,NaN,,NaN,,62
193,,,NaN,,,NaN,,,NaN,,NaN,,
194,,0,NaN,,60,NaN,,95,NaN,,NaN,,61
195,,,NaN,,,NaN,,,NaN,,NaN,,
196,,0,NaN,,59,NaN,,95,NaN,,NaN,,61
197,,,NaN,,,NaN,,,NaN,,NaN,,
198,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
199,,,NaN,,,NaN,,,NaN,,NaN,,
200,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
201,,,NaN,,,NaN,,,NaN,,NaN,,
202,,0,NaN,,66,NaN,,95,NaN,,NaN,,62
203,,,NaN,,,NaN,,,NaN,,NaN,,
204,,0,NaN,,68,NaN,,95,NaN,,NaN,,61
205,,,NaN,,,NaN,,,NaN,,NaN,,
206,,0,NaN,,66,NaN,,95,NaN,,NaN,,63
207,,,NaN,,,NaN,,,NaN,,NaN,,
208,,0,NaN,,67,NaN,,96,NaN,,NaN,,64
209,,,NaN,,,NaN,,,NaN,,NaN,,
210,,0,NaN,,67,NaN,,96,NaN,,NaN,,64
211,,,NaN,,,NaN,,,NaN,,NaN,,
212,,0,NaN,,67,NaN,,95,NaN,,NaN,,66
213,,,NaN,,,NaN,,,NaN,,NaN,,
214,,0,NaN,,69,NaN,,95,NaN,,NaN,,67
215,,,NaN,,,NaN,,,NaN,,NaN,,
216,,0,NaN,,69,NaN,,95,NaN,,NaN,,68
217,,,NaN,,,NaN,,,NaN,,NaN,,
218,,0,NaN,,70,NaN,,95,NaN,,NaN,,70
219,,,NaN,,,NaN,,,NaN,,NaN,,
220,,0,NaN,,69,NaN,,95,NaN,,NaN,,70
221,,,NaN,,,NaN,,,NaN,,NaN,,
222,,0,NaN,,67,NaN,,95,NaN,,NaN,,70
223,,,NaN,,,NaN,,,NaN,,NaN,,
224,,0,NaN,,66,NaN,,96,NaN,,NaN,,69
225,,,NaN,,,NaN,,,NaN,,NaN,,
226,,0,NaN,,66,NaN,,96,NaN,,NaN,,67
227,,,NaN,,,NaN,,,NaN,,NaN,,
228,,0,NaN,,66,NaN,,95,NaN,,NaN,,67
229,,,NaN,,,NaN,,,NaN,,NaN,,
230,,0,NaN,,66,NaN,,96,NaN,,NaN,,67
231,,,NaN,,,NaN,,,NaN,,NaN,,
232,,0,NaN,,67,NaN,,96,NaN,,NaN,,68
233,,,NaN,,,NaN,,,NaN,,NaN,,
234,,0,NaN,,68,NaN,,96,NaN,,NaN,,68
235,,,NaN,,,NaN,,,NaN,,NaN,,
236,,0,NaN,,69,NaN,,95,NaN,,NaN,,69
237,,,NaN,,,NaN,,,NaN,,NaN,,
238,,0,NaN,,68,NaN,,95,NaN,,NaN,,69
239,,,NaN,,,NaN,,,NaN,,NaN,,
240,,0,NaN,,68,NaN,,95,NaN,,NaN,,68
241,,,NaN,,,NaN,,,NaN,,NaN,,
242,,0,NaN,,66,NaN,,95,NaN,,NaN,,67
243,,,NaN,,,NaN,,,NaN,,NaN,,
244,,0,NaN,,66,NaN,,95,NaN,,NaN,,66
245,,,NaN,,,NaN,,,NaN,,NaN,,
246,,0,NaN,,64,NaN,,95,NaN,,NaN,,65
247,,,NaN,,,NaN,,,NaN,,NaN,,
248,,0,NaN,,63,NaN,,95,NaN,,NaN,,65
249,,,NaN,,,NaN,,,NaN,,NaN,,
250,,0,NaN,,63,NaN,,95,NaN,,NaN,,64
251,,,NaN,,,NaN,,,NaN,,NaN,,
252,,0,NaN,,62,NaN,,96,NaN,,NaN,,64
253,,,NaN,,,NaN,,,NaN,,NaN,,
254,,0,NaN,,63,NaN,,96,NaN,,NaN,,64
255,,,NaN,,,NaN,,,NaN,,NaN,,
256,,0,NaN,,65,NaN,,96,NaN,,NaN,,63
257,,,NaN,,,NaN,,,NaN,,NaN,,
258,,0,NaN,,61,NaN,,96,NaN,,NaN,,64
259,,,NaN,,,NaN,,,NaN,,NaN,,
260,,0,NaN,,60,NaN,,96,NaN,,NaN,,63
261,,,NaN,,,NaN,,,NaN,,NaN,,
262,,0,NaN,,60,NaN,,95,NaN,,NaN,,63
263,,,NaN,,,NaN,,,NaN,,NaN,,
264,,0,NaN,,59,NaN,,96,NaN,,NaN,,63
265,,,NaN,,,NaN,,,NaN,,NaN,,
266,,0,NaN,,61,NaN,,96,NaN,,NaN,,62
267,,,NaN,,,NaN,,,NaN,,NaN,,
268,,0,NaN,,61,NaN,,96,NaN,,NaN,,61
269,,,NaN,,,NaN,,,NaN,,NaN,,
270,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
271,,,NaN,,,NaN,,,NaN,,NaN,,
272,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
273,,,NaN,,,NaN,,,NaN,,NaN,,
274,,0,NaN,,57,NaN,,95,NaN,,NaN,,58
275,,,NaN,,,NaN,,,NaN,,NaN,,
276,,0,NaN,,55,NaN,,95,NaN,,NaN,,56
277,,,NaN,,,NaN,,,NaN,,NaN,,
278,,0,NaN,,54,NaN,,95,NaN,,NaN,,56
279,,,NaN,,,NaN,,,NaN,,NaN,,
280,,0,NaN,,52,NaN,,95,NaN,,NaN,,55
281,,,NaN,,,NaN,,,NaN,,NaN,,
282,,0,NaN,,52,NaN,,95,NaN,,NaN,,54
283,,,NaN,,,NaN,,,NaN,,NaN,,
284,,0,NaN,,53,NaN,,95,NaN,,NaN,,54
285,,,NaN,,,NaN,,,NaN,,NaN,,
286,,0,NaN,,57,NaN,,95,NaN,,NaN,,56
287,,,NaN,,,NaN,,,NaN,,NaN,,
288,,0,NaN,,56,NaN,,95,NaN,,NaN,,56
289,,,NaN,,,NaN,,,NaN,,NaN,,
290,,0,NaN,,59,NaN,,95,NaN,,NaN,,58
291,,,NaN,,,NaN,,,NaN,,NaN,,
292,,0,NaN,,59,NaN,,95,NaN,,NaN,,58
293,,,NaN,,,NaN,,,NaN,,NaN,,
294,,0,NaN,,59,NaN,,95,NaN,,NaN,,59
295,,,NaN,,,NaN,,,NaN,,NaN,,
296,,0,NaN,,60,NaN,,95,NaN,,NaN,,59
297,,,NaN,,,NaN,,,NaN,,NaN,,
298,,0,NaN,,60,NaN,,95,NaN,,NaN,,61
299,,,NaN,,,NaN,,,NaN,,NaN,,
300,,0,NaN,,61,NaN,,95,NaN,,NaN,,60
301,,,NaN,,,NaN,,,NaN,,NaN,,
302,,0,NaN,,62,NaN,,95,NaN,,NaN,,62
303,,,NaN,,,NaN,,,NaN,,NaN,,
304,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
305,,,NaN,,,NaN,,,NaN,,NaN,,
306,,0,NaN,,60,NaN,,95,NaN,,NaN,,61
307,,,NaN,,,NaN,,,NaN,,NaN,,
308,,0,NaN,,62,NaN,,95,NaN,,NaN,,62
309,,,NaN,,,NaN,,,NaN,,NaN,,
310,,0,NaN,,59,NaN,,95,NaN,,NaN,,61
311,,,NaN,,,NaN,,,NaN,,NaN,,
312,,0,NaN,,59,NaN,,95,NaN,,NaN,,60
313,,,NaN,,,NaN,,,NaN,,NaN,,
314,,0,NaN,,61,NaN,,95,NaN,,NaN,,62
315,,,NaN,,,NaN,,,NaN,,NaN,,
316,,0,NaN,,62,NaN,,95,NaN,,NaN,,64
317,,,NaN,,,NaN,,,NaN,,NaN,,
318,,0,NaN,,65,NaN,,95,NaN,,NaN,,65
319,,,NaN,,,NaN,,,NaN,,NaN,,
320,,0,NaN,,66,NaN,,95,NaN,,NaN,,66
321,,,NaN,,,NaN,,,NaN,,NaN,,
322,,0,NaN,,66,NaN,,95,NaN,,NaN,,66
323,,,NaN,,,NaN,,,NaN,,NaN,,
324,,0,NaN,,63,NaN,,95,NaN,,NaN,,65
325,,,NaN,,,NaN,,,NaN,,NaN,,
326,,0,NaN,,63,NaN,,95,NaN,,NaN,,64
327,,,NaN,,,NaN,,,NaN,,NaN,,
328,,0,NaN,,63,NaN,,95,NaN,,NaN,,64
329,,,NaN,,,NaN,,,NaN,,NaN,,
330,,0,NaN,,63,NaN,,95,NaN,,NaN,,65
331,,,NaN,,,NaN,,,NaN,,NaN,,
332,,0,NaN,,66,NaN,,95,NaN,,NaN,,65
333,,,NaN,,,NaN,,,NaN,,NaN,,
334,,0,NaN,,67,NaN,,95,NaN,,NaN,,66
335,,,NaN,,,NaN,,,NaN,,NaN,,
336,,0,NaN,,67,NaN,,95,NaN,,NaN,,68
337,,,NaN,,,NaN,,,NaN,,NaN,,
338,,0,NaN,,66,NaN,,95,NaN,,NaN,,67
339,,,NaN,,,NaN,,,NaN,,NaN,,
340,,0,NaN,,65,NaN,,95,NaN,,NaN,,67
341,,,NaN,,,NaN,,,NaN,,NaN,,
342,,0,NaN,,64,NaN,,95,NaN,,NaN,,66
343,,,NaN,,,NaN,,,NaN,,NaN,,
344,,0,NaN,,64,NaN,,95,NaN,,NaN,,65
345,,,NaN,,,NaN,,,NaN,,NaN,,
346,,0,NaN,,64,NaN,,95,NaN,,NaN,,66
347,,,NaN,,,NaN,,,NaN,,NaN,,
348,,0,NaN,,64,NaN,,95,NaN,,NaN,,65
349,,,NaN,,,NaN,,,NaN,,NaN,,
350,,0,NaN,,65,NaN,,95,NaN,,NaN,,65
351,,,NaN,,,NaN,,,NaN,,NaN,,
352,,0,NaN,,64,NaN,,95,NaN,,NaN,,65
353,,,NaN,,,NaN,,,NaN,,NaN,,
354,,0,NaN,,64,NaN,,95,NaN,,NaN,,64
355,,,NaN,,,NaN,,,NaN,,NaN,,
356,,0,NaN,,61,NaN,,95,NaN,,NaN,,63
357,,,NaN,,,NaN,,,NaN,,NaN,,
358,,0,NaN,,59,NaN,,95,NaN,,NaN,,63
359,,,NaN,,,NaN,,,NaN,,NaN,,
360,,0,NaN,,60,NaN,,95,NaN,,NaN,,62
361,,,NaN,,,NaN,,,NaN,,NaN,,
362,,0,NaN,,60,NaN,,95,NaN,,NaN,,64
363,,,NaN,,,NaN,,,NaN,,NaN,,
364,,0,NaN,,64,NaN,,95,NaN,,NaN,,64
365,,,NaN,,,NaN,,,NaN,,NaN,,
366,,0,NaN,,67,NaN,,95,NaN,,NaN,,64
367,,,NaN,,,NaN,,,NaN,,NaN,,
368,,0,NaN,,68,NaN,,95,NaN,,NaN,,64
369,,,NaN,,,NaN,,,NaN,,NaN,,
370,,0,NaN,,68,NaN,,95,NaN,,NaN,,67
371,,,NaN,,,NaN,,,NaN,,NaN,,
372,,0,NaN,,68,NaN,,95,NaN,,NaN,,68
373,,,NaN,,,NaN,,,NaN,,NaN,,
374,,0,NaN,,68,NaN,,95,NaN,,NaN,,68
375,,,NaN,,,NaN,,,NaN,,NaN,,
376,,0,NaN,,68,NaN,,95,NaN,,NaN,,71
377,,,NaN,,,NaN,,,NaN,,NaN,,
378,,0,NaN,,68,NaN,,95,NaN,,NaN,,70
379,,,NaN,,,NaN,,,NaN,,NaN,,
380,,0,NaN,,69,NaN,,95,NaN,,NaN,,70
381,,,NaN,,,NaN,,,NaN,,NaN,,
382,,0,NaN,,68,NaN,,95,NaN,,NaN,,70
383,,,NaN,,,NaN,,,NaN,,NaN,,
384,,0,NaN,,68,NaN,,95,NaN,,NaN,,69
385,,,NaN,,,NaN,,,NaN,,NaN,,
386,,0,NaN,,66,NaN,,95,NaN,,NaN,,67
387,,,NaN,,,NaN,,,NaN,,NaN,,
388,,0,NaN,,65,NaN,,95,NaN,,NaN,,66
389,,,NaN,,,NaN,,,NaN,,NaN,,
390,,0,NaN,,64,NaN,,95,NaN,,NaN,,65
391,,,NaN,,,NaN,,,NaN,,NaN,,
392,,,NaN,,63,NaN,,95,NaN,,NaN,,64
393,,,NaN,,,NaN,,,NaN,,NaN,,
394,,,NaN,,63,NaN,,95,NaN,,NaN,,63
395,,,NaN,,,NaN,,,NaN,,NaN,,
396,,,NaN,,63,NaN,,95,NaN,,NaN,,63
397,,,NaN,,,NaN,,,NaN,,NaN,,
398,,0,NaN,,64,NaN,,95,NaN,,NaN,,63
399,,,NaN,,,NaN,,,NaN,,NaN,,
400,,0,NaN,,63,NaN,,95,NaN,,NaN,,62
401,,,NaN,,,NaN,,,NaN,,NaN,,
402,,0,NaN,,63,NaN,,95,NaN,,NaN,,62
403,,,NaN,,,NaN,,,NaN,,NaN,,
404,,0,NaN,,62,NaN,,95,NaN,,NaN,,63
405,,,NaN,,,NaN,,,NaN,,NaN,,
406,,,NaN,,62,NaN,,95,NaN,,NaN,,63
407,,,NaN,,,NaN,,,NaN,,NaN,,
408,,,NaN,,63,NaN,,95,NaN,,NaN,,63
409,,,NaN,,,NaN,,,NaN,,NaN,,
410,,,NaN,,64,NaN,,95,NaN,,NaN,,65
411,,,NaN,,,NaN,,,NaN,,NaN,,
412,,,NaN,,64,NaN,,95,NaN,,NaN,,64
413,,,NaN,,,NaN,,,NaN,,NaN,,
414,,,NaN,,65,NaN,,95,NaN,,NaN,,66
415,,,NaN,,,NaN,,,NaN,,NaN,,
416,,,NaN,,64,NaN,,95,NaN,,NaN,,65
417,,,NaN,,,NaN,,,NaN,,NaN,,
418,,,NaN,,64,NaN,,95,NaN,,NaN,,66
419,,,NaN,,,NaN,,,NaN,,NaN,,
420,,,NaN,,65,NaN,,95,NaN,,NaN,,65
421,,,NaN,,,NaN,,,NaN,,NaN,,
422,,,NaN,,62,NaN,,95,NaN,,NaN,,64
423,,,NaN,,,NaN,,,NaN,,NaN,,
424,,,NaN,,62,NaN,,95,NaN,,NaN,,63
425,,,NaN,,,NaN,,,NaN,,NaN,,
426,,,NaN,,61,NaN,,95,NaN,,NaN,,64
427,,,NaN,,,NaN,,,NaN,,NaN,,
428,,,NaN,,60,NaN,,95,NaN,,NaN,,63
429,,,NaN,,,NaN,,,NaN,,NaN,,
430,,,NaN,,63,NaN,,95,NaN,,NaN,,63
431,,,NaN,,,NaN,,,NaN,,NaN,,
432,,,NaN,,63,NaN,,95,NaN,,NaN,,63
433,,,NaN,,,NaN,,,NaN,,NaN,,
434,,,NaN,,63,NaN,,95,NaN,,NaN,,64
435,,,NaN,,,NaN,,,NaN,,NaN,,
436,,,NaN,,63,NaN,,95,NaN,,NaN,,63
437,,,NaN,,,NaN,,,NaN,,NaN,,
438,,,NaN,,62,NaN,,95,NaN,,NaN,,63
439,,,NaN,,,NaN,,,NaN,,NaN,,
440,,,NaN,,63,NaN,,95,NaN,,NaN,,63
441,,,NaN,,,NaN,,,NaN,,NaN,,
442,,,NaN,,61,NaN,,95,NaN,,NaN,,62
443,,,NaN,,,NaN,,,NaN,,NaN,,
444,,,NaN,,61,NaN,,95,NaN,,NaN,,61
445,,,NaN,,,NaN,,,NaN,,NaN,,
446,,,NaN,,60,NaN,,95,NaN,,NaN,,61
447,,,NaN,,,NaN,,,NaN,,NaN,,
448,,,NaN,,59,NaN,,95,NaN,,NaN,,61
449,,,NaN,,,NaN,,,NaN,,NaN,,
450,,,NaN,,62,NaN,,95,NaN,,NaN,,61
451,,,NaN,,,NaN,,,NaN,,NaN,,
452,,,NaN,,62,NaN,,94,NaN,,NaN,,62
453,,,NaN,,,NaN,,,NaN,,NaN,,
454,,,NaN,,62,NaN,,94,NaN,,NaN,,63
455,,,NaN,,,NaN,,,NaN,,NaN,,
456,,,NaN,,63,NaN,,94,NaN,,NaN,,62
457,,,NaN,,,NaN,,,NaN,,NaN,,
458,,,NaN,,64,NaN,,94,NaN,,NaN,,63
459,,,NaN,,,NaN,,,NaN,,NaN,,
460,,,NaN,,64,NaN,,94,NaN,,NaN,,63
461,,,NaN,,,NaN,,,NaN,,NaN,,
462,,,NaN,,65,NaN,,94,NaN,,NaN,,64
463,,,NaN,,,NaN,,,NaN,,NaN,,
464,,,NaN,,64,NaN,,94,NaN,,NaN,,65
465,,,NaN,,,NaN,,,NaN,,NaN,,
466,,,NaN,,64,NaN,,94,NaN,,NaN,,65
467,,,NaN,,,NaN,,,NaN,,NaN,,
468,,,NaN,,63,NaN,,94,NaN,,NaN,,64
469,,,NaN,,,NaN,,,NaN,,NaN,,
470,,,NaN,,62,NaN,,95,NaN,,NaN,,64
471,,,NaN,,,NaN,,,NaN,,NaN,,
472,,,NaN,,61,NaN,,95,NaN,,NaN,,63
473,,,NaN,,,NaN,,,NaN,,NaN,,
474,,,NaN,,61,NaN,,95,NaN,,NaN,,62
475,,,NaN,,,NaN,,,NaN,,NaN,,
476,,,NaN,,60,NaN,,95,NaN,,NaN,,61
477,,,NaN,,,NaN,,,NaN,,NaN,,
478,,,NaN,,58,NaN,,96,NaN,,NaN,,59
