time,Solar8000/ART_MBP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_DBP,Solar8000/HR,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/PLETH_SPO2,SNUADC/CVP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/RR_CO2,Solar8000/PLETH_HR
1376,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,62
1377,,,NaN,,,NaN,,,NaN,,NaN,,
1378,,0,NaN,,62,NaN,,95,NaN,-12,NaN,,62
1379,,,NaN,,,NaN,,,NaN,,NaN,,
1380,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,62
1381,,,NaN,,,NaN,,,NaN,,NaN,,
1382,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,62
1383,,,NaN,,,NaN,,,NaN,,NaN,,
1384,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,62
1385,,,NaN,,,NaN,,,NaN,,NaN,,
1386,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,61
1387,,,NaN,,,NaN,,,NaN,,NaN,,
1388,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,61
1389,,,NaN,,,NaN,,,NaN,,NaN,,
1390,,0,NaN,,60,NaN,,95,NaN,-12,NaN,,61
1391,,,NaN,,,NaN,,,NaN,,NaN,,
1392,,0,NaN,,60,NaN,,95,NaN,-12,NaN,,61
1393,,,NaN,,,NaN,,,NaN,,NaN,,
1394,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,61
1395,,,NaN,,,NaN,,,NaN,,NaN,,
1396,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,61
1397,,,NaN,,,NaN,,,NaN,,NaN,,
1398,,0,NaN,,62,NaN,,95,NaN,-12,NaN,,61
1399,,,NaN,,,NaN,,,NaN,,NaN,,
1400,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,62
1401,,,NaN,,,NaN,,,NaN,,NaN,,
1402,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,62
1403,,,NaN,,,NaN,,,NaN,,NaN,,
1404,,0,NaN,,61,NaN,,94,NaN,-12,NaN,,61
1405,,,NaN,,,NaN,,,NaN,,NaN,,
1406,,0,NaN,,60,NaN,,95,NaN,-12,NaN,,62
1407,,,NaN,,,NaN,,,NaN,,NaN,,
1408,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,62
1409,,,NaN,,,NaN,,,NaN,,NaN,,
1410,,0,NaN,,60,NaN,,95,NaN,-12,NaN,,62
1411,,,NaN,,,NaN,,,NaN,,NaN,,
1412,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,62
1413,,,NaN,,,NaN,,,NaN,,NaN,,
1414,,0,NaN,,59,NaN,,95,NaN,-12,NaN,,62
1415,,,NaN,,,NaN,,,NaN,,NaN,,
1416,,0,NaN,,58,NaN,,95,NaN,-12,NaN,,62
1417,,,NaN,,,NaN,,,NaN,,NaN,,
1418,,0,NaN,,58,NaN,,95,NaN,-12,NaN,,62
1419,,,NaN,,,NaN,,,NaN,,NaN,,
1420,,0,NaN,,59,NaN,,95,NaN,-12,NaN,,62
1421,,,NaN,,,NaN,,,NaN,,NaN,,
1422,,0,NaN,,58,NaN,,96,NaN,-12,NaN,,64
1423,,,NaN,,,NaN,,,NaN,,NaN,,
1424,,0,NaN,,58,NaN,,96,NaN,-12,NaN,,64
1425,,,NaN,,,NaN,,,NaN,,NaN,,
1426,,0,NaN,,58,NaN,,95,NaN,-12,NaN,,62
1427,,,NaN,,,NaN,,,NaN,,NaN,,
1428,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,61
1429,,,NaN,,,NaN,,,NaN,,NaN,,
1430,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,62
1431,,,NaN,,,NaN,,,NaN,,NaN,,
1432,,0,NaN,,65,NaN,,95,NaN,-11,NaN,,64
1433,,,NaN,,,NaN,,,NaN,,NaN,,
1434,,0,NaN,,66,NaN,,95,NaN,-11,NaN,,65
1435,,,NaN,,,NaN,,,NaN,,NaN,,
1436,,0,NaN,,66,NaN,,95,NaN,-11,NaN,,65
1437,,,NaN,,,NaN,,,NaN,,NaN,,
1438,,0,NaN,,68,NaN,,95,NaN,-11,NaN,,69
1439,,,NaN,,,NaN,,,NaN,,NaN,,
1440,,0,NaN,,68,NaN,,95,NaN,-10,NaN,,70
1441,,,NaN,,,NaN,,,NaN,,NaN,,
1442,,0,NaN,,67,NaN,,95,NaN,-10,NaN,,70
1443,,,NaN,,,NaN,,,NaN,,NaN,,
1444,,0,NaN,,66,NaN,,95,NaN,-10,NaN,,69
1445,,,NaN,,,NaN,,,NaN,,NaN,,
1446,,0,NaN,,66,NaN,,95,NaN,-10,NaN,,68
1447,,,NaN,,,NaN,,,NaN,,NaN,,
1448,,0,NaN,,67,NaN,,95,NaN,-11,NaN,,68
1449,,,NaN,,,NaN,,,NaN,,NaN,,
1450,,0,NaN,,67,NaN,,94,NaN,-11,NaN,,68
1451,,,NaN,,,NaN,,,NaN,,NaN,,
1452,,0,NaN,,66,NaN,,94,NaN,-11,NaN,,67
1453,,,NaN,,,NaN,,,NaN,,NaN,,
1454,,0,NaN,,67,NaN,,94,NaN,-11,NaN,,68
1455,,,NaN,,,NaN,,,NaN,,NaN,,
1456,,0,NaN,,67,NaN,,95,NaN,-11,NaN,,68
1457,,,NaN,,,NaN,,,NaN,,NaN,,
1458,,0,NaN,,67,NaN,,95,NaN,-11,NaN,,67
1459,,,NaN,,,NaN,,,NaN,,NaN,,
1460,,0,NaN,,67,NaN,,96,NaN,-11,NaN,,67
1461,,,NaN,,,NaN,,,NaN,,NaN,,
1462,,0,NaN,,67,NaN,,95,NaN,-11,NaN,,67
1463,,,NaN,,,NaN,,,NaN,,NaN,,
1464,,0,NaN,,66,NaN,,96,NaN,-11,NaN,,67
1465,,,NaN,,,NaN,,,NaN,,NaN,,
1466,,0,NaN,,68,NaN,,95,NaN,-11,NaN,,68
1467,,,NaN,,,NaN,,,NaN,,NaN,,
1468,,0,NaN,,67,NaN,,95,NaN,-11,NaN,,68
1469,,,NaN,,,NaN,,,NaN,,NaN,,
1470,,0,NaN,,68,NaN,,95,NaN,-11,NaN,,68
1471,,,NaN,,,NaN,,,NaN,,NaN,,
1472,,0,NaN,,67,NaN,,95,NaN,-11,NaN,,68
1473,,,NaN,,,NaN,,,NaN,,NaN,,
1474,,0,NaN,,65,NaN,,96,NaN,-12,NaN,,67
1475,,,NaN,,,NaN,,,NaN,,NaN,,
1476,,0,NaN,,64,NaN,,96,NaN,-12,NaN,,65
1477,,,NaN,,,NaN,,,NaN,,NaN,,
1478,,0,NaN,,64,NaN,,95,NaN,-11,NaN,,64
1479,,,NaN,,,NaN,,,NaN,,NaN,,
1480,,0,NaN,,62,NaN,,96,NaN,-11,NaN,,63
1481,,,NaN,,,NaN,,,NaN,,NaN,,
1482,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,63
1483,,,NaN,,,NaN,,,NaN,,NaN,,
1484,,0,NaN,,62,NaN,,95,NaN,-11,NaN,,63
1485,,,NaN,,,NaN,,,NaN,,NaN,,
1486,,0,NaN,,63,NaN,,95,NaN,-11,NaN,,63
1487,,,NaN,,,NaN,,,NaN,,NaN,,
1488,,0,NaN,,62,NaN,,95,NaN,-11,NaN,,63
1489,,,NaN,,,NaN,,,NaN,,NaN,,
1490,,0,NaN,,63,NaN,,95,NaN,-11,NaN,,63
1491,,,NaN,,,NaN,,,NaN,,NaN,,
1492,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,63
1493,,,NaN,,,NaN,,,NaN,,NaN,,
1494,,0,NaN,,62,NaN,,95,NaN,-11,NaN,,63
1495,,,NaN,,,NaN,,,NaN,,NaN,,
1496,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,62
1497,,,NaN,,,NaN,,,NaN,,NaN,,
1498,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,61
1499,,,NaN,,,NaN,,,NaN,,NaN,,
1500,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,60
1501,,,NaN,,,NaN,,,NaN,,NaN,,
1502,,0,NaN,,59,NaN,,96,NaN,-11,NaN,,60
1503,,,NaN,,,NaN,,,NaN,,NaN,,
1504,,0,NaN,,57,NaN,,96,NaN,-11,NaN,,59
1505,,,NaN,,,NaN,,,NaN,,NaN,,
1506,,0,NaN,,58,NaN,,96,NaN,-11,NaN,,59
1507,,,NaN,,,NaN,,,NaN,,NaN,,
1508,,0,NaN,,59,NaN,,96,NaN,-11,NaN,,61
1509,,,NaN,,,NaN,,,NaN,,NaN,,
1510,,0,NaN,,64,NaN,,96,NaN,-11,NaN,,64
1511,,,NaN,,,NaN,,,NaN,,NaN,,
1512,,0,NaN,,66,NaN,,96,NaN,-11,NaN,,65
1513,,,NaN,,,NaN,,,NaN,,NaN,,
1514,,0,NaN,,66,NaN,,96,NaN,-11,NaN,,65
1515,,,NaN,,,NaN,,,NaN,,NaN,,
1516,,0,NaN,,65,NaN,,96,NaN,-11,NaN,,64
1517,,,NaN,,,NaN,,,NaN,,NaN,,
1518,,0,NaN,,62,NaN,,95,NaN,-11,NaN,,64
1519,,,NaN,,,NaN,,,NaN,,NaN,,
1520,,0,NaN,,62,NaN,,95,NaN,-11,NaN,,62
1521,,,NaN,,,NaN,,,NaN,,NaN,,
1522,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,62
1523,,,NaN,,,NaN,,,NaN,,NaN,,
1524,,0,NaN,,62,NaN,,95,NaN,-11,NaN,,61
1525,,,NaN,,,NaN,,,NaN,,NaN,,
1526,,0,NaN,,63,NaN,,95,NaN,-11,NaN,,61
1527,,,NaN,,,NaN,,,NaN,,NaN,,
1528,,0,NaN,,63,NaN,,95,NaN,-11,NaN,,62
1529,,,NaN,,,NaN,,,NaN,,NaN,,
1530,,0,NaN,,62,NaN,,95,NaN,-11,NaN,,61
1531,,,NaN,,,NaN,,,NaN,,NaN,,
1532,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,61
1533,,,NaN,,,NaN,,,NaN,,NaN,,
1534,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,60
1535,,,NaN,,,NaN,,,NaN,,NaN,,
1536,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,60
1537,,,NaN,,,NaN,,,NaN,,NaN,,
1538,,0,NaN,,57,NaN,,95,NaN,-11,NaN,,59
1539,,,NaN,,,NaN,,,NaN,,NaN,,
1540,,0,NaN,,57,NaN,,95,NaN,-11,NaN,,58
1541,,,NaN,,,NaN,,,NaN,,NaN,,
1542,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,58
1543,,,NaN,,,NaN,,,NaN,,NaN,,
1544,,0,NaN,,56,NaN,,95,NaN,-11,NaN,,58
1545,,,NaN,,,NaN,,,NaN,,NaN,,
1546,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,59
1547,,,NaN,,,NaN,,,NaN,,NaN,,
1548,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,60
1549,,,NaN,,,NaN,,,NaN,,NaN,,
1550,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,60
1551,,,NaN,,,NaN,,,NaN,,NaN,,
1552,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,60
1553,,,NaN,,,NaN,,,NaN,,NaN,,
1554,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,60
1555,,,NaN,,,NaN,,,NaN,,NaN,,
1556,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,60
1557,,,NaN,,,NaN,,,NaN,,NaN,,
1558,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,61
1559,,,NaN,,,NaN,,,NaN,,NaN,,
1560,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,60
1561,,,NaN,,,NaN,,,NaN,,NaN,,
1562,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,60
1563,,,NaN,,,NaN,,,NaN,,NaN,,
1564,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,60
1565,,,NaN,,,NaN,,,NaN,,NaN,,
1566,,0,NaN,,57,NaN,,95,NaN,-11,NaN,,59
1567,,,NaN,,,NaN,,,NaN,,NaN,,
1568,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,60
1569,,,NaN,,,NaN,,,NaN,,NaN,,
1570,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,60
1571,,,NaN,,,NaN,,,NaN,,NaN,,
1572,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,59
1573,,,NaN,,,NaN,,,NaN,,NaN,,
1574,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,59
1575,,,NaN,,,NaN,,,NaN,,NaN,,
1576,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,59
1577,,,NaN,,,NaN,,,NaN,,NaN,,
1578,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,59
1579,,,NaN,,,NaN,,,NaN,,NaN,,
1580,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,58
1581,,,NaN,,,NaN,,,NaN,,NaN,,
1582,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,59
1583,,,NaN,,,NaN,,,NaN,,NaN,,
1584,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,58
1585,,,NaN,,,NaN,,,NaN,,NaN,,
1586,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,59
1587,,,NaN,,,NaN,,,NaN,,NaN,,
1588,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,60
1589,,,NaN,,,NaN,,,NaN,,NaN,,
1590,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,62
1591,,,NaN,,,NaN,,,NaN,,NaN,,
1592,,0,NaN,,64,NaN,,95,NaN,-11,NaN,,63
1593,,,NaN,,,NaN,,,NaN,,NaN,,
1594,,0,NaN,,64,NaN,,95,NaN,-11,NaN,,62
1595,,,NaN,,,NaN,,,NaN,,NaN,,
1596,,0,NaN,,63,NaN,,95,NaN,-11,NaN,,63
1597,,,NaN,,,NaN,,,NaN,,NaN,,
1598,,0,NaN,,62,NaN,,96,NaN,-12,NaN,,62
1599,,,NaN,,,NaN,,,NaN,,NaN,,
1600,,0,NaN,,59,NaN,,95,NaN,-12,NaN,,61
1601,,,NaN,,,NaN,,,NaN,,NaN,,
1602,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,60
1603,,,NaN,,,NaN,,,NaN,,NaN,,
1604,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,62
1605,,,NaN,,,NaN,,,NaN,,NaN,,
1606,,0,NaN,,62,NaN,,95,NaN,-11,NaN,,62
1607,,,NaN,,,NaN,,,NaN,,NaN,,
1608,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,61
1609,,,NaN,,,NaN,,,NaN,,NaN,,
1610,,0,NaN,,58,NaN,,95,NaN,-11,NaN,,59
1611,,,NaN,,,NaN,,,NaN,,NaN,,
1612,,0,NaN,,57,NaN,,95,NaN,-11,NaN,,58
1613,,,NaN,,,NaN,,,NaN,,NaN,,
1614,,0,NaN,,56,NaN,,95,NaN,-11,NaN,,58
1615,,,NaN,,,NaN,,,NaN,,NaN,,
1616,,0,NaN,,55,NaN,,95,NaN,-11,NaN,,58
1617,,,NaN,,,NaN,,,NaN,,NaN,,
1618,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,58
1619,,,NaN,,,NaN,,,NaN,,NaN,,
1620,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,59
1621,,,NaN,,,NaN,,,NaN,,NaN,,
1622,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,59
1623,,,NaN,,,NaN,,,NaN,,NaN,,
1624,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,59
1625,,,NaN,,,NaN,,,NaN,,NaN,,
1626,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,59
1627,,,NaN,,,NaN,,,NaN,,NaN,,
1628,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,58
1629,,,NaN,,,NaN,,,NaN,,NaN,,
1630,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,60
1631,,,NaN,,,NaN,,,NaN,,NaN,,
1632,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,61
1633,,,NaN,,,NaN,,,NaN,,NaN,,
1634,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,60
1635,,,NaN,,,NaN,,,NaN,,NaN,,
1636,,0,NaN,,60,NaN,,95,NaN,-11,NaN,,60
1637,,,NaN,,,NaN,,,NaN,,NaN,,
1638,,0,NaN,,59,NaN,,95,NaN,-11,NaN,,60
1639,,,NaN,,,NaN,,,NaN,,NaN,,
1640,,0,NaN,,60,NaN,,95,NaN,-12,NaN,,60
1641,,,NaN,,,NaN,,,NaN,,NaN,,
1642,,0,NaN,,59,NaN,,95,NaN,-12,NaN,,60
1643,,,NaN,,,NaN,,,NaN,,NaN,,
1644,,0,NaN,,60,NaN,,95,NaN,-12,NaN,,60
1645,,,NaN,,,NaN,,,NaN,,NaN,,
1646,,0,NaN,,56,NaN,,95,NaN,-12,NaN,,58
1647,,,NaN,,,NaN,,,NaN,,NaN,,
1648,,0,NaN,,57,NaN,,95,NaN,-12,NaN,,58
1649,,,NaN,,,NaN,,,NaN,,NaN,,
1650,,0,NaN,,57,NaN,,95,NaN,-12,NaN,,58
1651,,,NaN,,,NaN,,,NaN,,NaN,,
1652,,0,NaN,,57,NaN,,95,NaN,-12,NaN,,58
1653,,,NaN,,,NaN,,,NaN,,NaN,,
1654,,0,NaN,,61,NaN,,95,NaN,-12,NaN,,59
1655,,,NaN,,,NaN,,,NaN,,NaN,,
1656,,0,NaN,,62,NaN,,95,NaN,-12,NaN,,62
1657,,,NaN,,,NaN,,,NaN,,NaN,,
1658,,0,NaN,,61,NaN,,95,NaN,-11,NaN,,63
1659,,,NaN,,,NaN,,,NaN,,NaN,,
1660,,0,NaN,,64,NaN,,95,NaN,-11,NaN,,64
1661,,,NaN,,,NaN,,,NaN,,NaN,,
1662,,0,NaN,,64,NaN,,95,NaN,-11,NaN,,64
1663,,,NaN,,,NaN,,,NaN,,NaN,,
1664,,0,NaN,,65,NaN,,95,NaN,-11,NaN,,65
1665,,,NaN,,,NaN,,,NaN,,NaN,,
1666,,0,NaN,,68,NaN,,95,NaN,-12,NaN,,65
1667,,,NaN,,,NaN,,,NaN,,NaN,,
1668,,0,NaN,,66,NaN,,95,NaN,-12,NaN,,64
1669,,,NaN,,,NaN,,,NaN,,NaN,,
1670,,0,NaN,,66,NaN,,95,NaN,-12,NaN,,64
1671,,,NaN,,,NaN,,,NaN,,NaN,,
1672,,0,NaN,,65,NaN,,95,NaN,-12,NaN,,66
1673,,,NaN,,,NaN,,,NaN,,NaN,,
1674,,0,NaN,,64,NaN,,95,NaN,-12,NaN,,65
1675,,,NaN,,,NaN,,,NaN,,NaN,,
1676,,0,NaN,,66,NaN,,95,NaN,-12,NaN,,67
1677,,,NaN,,,NaN,,,NaN,,NaN,,
1678,,0,NaN,,66,NaN,,96,NaN,-10,NaN,,67
1679,,,NaN,,,NaN,,,NaN,,NaN,,
1680,,0,NaN,,66,NaN,,97,NaN,-10,NaN,,66
1681,,,NaN,,,NaN,,,NaN,,NaN,,
1682,,0,NaN,,66,NaN,,97,NaN,-10,NaN,,66
1683,,,NaN,,,NaN,,,NaN,,NaN,,
1684,,0,NaN,,65,NaN,,97,NaN,-11,NaN,,66
1685,,,NaN,,,NaN,,,NaN,,NaN,,
1686,,0,NaN,,65,NaN,,97,NaN,-11,NaN,,66
1687,,,NaN,,,NaN,,,NaN,,NaN,,
1688,,0,NaN,,65,NaN,,97,NaN,-11,NaN,,66
1689,,,NaN,,,NaN,,,NaN,,NaN,,
1690,,0,NaN,,66,NaN,,98,NaN,-11,NaN,,67
1691,,,NaN,,,NaN,,,NaN,,NaN,,
1692,,0,NaN,,66,NaN,,98,NaN,-12,NaN,,67
1693,,,NaN,,,NaN,,,NaN,,NaN,,
1694,,0,NaN,,65,NaN,,98,NaN,-12,NaN,,66
1695,,,NaN,,,NaN,,,NaN,,NaN,,
1696,,0,NaN,,64,NaN,,99,NaN,-12,NaN,,65
1697,,,NaN,,,NaN,,,NaN,,NaN,,
1698,,0,NaN,,62,NaN,,99,NaN,-12,NaN,,63
1699,,,NaN,,,NaN,,,NaN,,NaN,,
1700,,0,NaN,,60,NaN,,99,NaN,-12,NaN,,61
1701,,,NaN,,,NaN,,,NaN,,NaN,,
1702,,0,NaN,,59,NaN,,100,NaN,-12,NaN,,60
1703,,,NaN,,,NaN,,,NaN,,NaN,,
1704,,0,NaN,,58,NaN,,99,NaN,-12,NaN,,59
1705,,,NaN,,,NaN,,,NaN,,NaN,,
1706,,0,NaN,,59,NaN,,99,NaN,-12,NaN,,60
1707,,,NaN,,,NaN,,,NaN,,NaN,,
1708,,0,NaN,,61,NaN,,99,NaN,-12,NaN,,61
1709,,,NaN,,,NaN,,,NaN,,NaN,,
1710,,0,NaN,,63,NaN,,98,NaN,-12,NaN,,62
1711,,,NaN,,,NaN,,,NaN,,NaN,,
1712,,0,NaN,,62,NaN,,98,NaN,-12,NaN,,62
1713,,,NaN,,,NaN,,,NaN,,NaN,,
1714,,0,NaN,,61,NaN,,98,NaN,-12,NaN,,62
1715,,,NaN,,,NaN,,,NaN,,NaN,,
1716,,0,NaN,,60,NaN,,99,NaN,-12,NaN,,61
1717,,,NaN,,,NaN,,,NaN,,NaN,,
1718,,0,NaN,,59,NaN,,99,NaN,-12,NaN,,60
1719,,,NaN,,,NaN,,,NaN,,NaN,,
1720,,0,NaN,,59,NaN,,99,NaN,-12,NaN,,59
1721,,,NaN,,,NaN,,,NaN,,NaN,,
1722,,0,NaN,,59,NaN,,99,NaN,-13,NaN,,59
1723,,,NaN,,,NaN,,,NaN,,NaN,,
1724,,0,NaN,,59,NaN,,98,NaN,-13,NaN,,59
1725,,,NaN,,,NaN,,,NaN,,NaN,,
1726,,0,NaN,,58,NaN,,98,NaN,-13,NaN,,59
1727,,,NaN,,,NaN,,,NaN,,NaN,,
1728,,0,NaN,,59,NaN,,98,NaN,-13,NaN,,60
1729,,,NaN,,,NaN,,,NaN,,NaN,,
1730,,0,NaN,,60,NaN,,98,NaN,-13,NaN,,61
1731,,,NaN,,,NaN,,,NaN,,NaN,,
1732,,0,NaN,,64,NaN,,98,NaN,-13,NaN,,63
1733,,,NaN,,,NaN,,,NaN,,NaN,,
1734,,0,NaN,,64,NaN,,99,NaN,-13,NaN,,64
1735,,,NaN,,,NaN,,,NaN,,NaN,,
1736,,0,NaN,,64,NaN,,99,NaN,-13,NaN,,65
1737,,,NaN,,,NaN,,,NaN,,NaN,,
1738,,0,NaN,,63,NaN,,99,NaN,-13,NaN,,64
1739,,,NaN,,,NaN,,,NaN,,NaN,,
1740,,0,NaN,,62,NaN,,99,NaN,-13,NaN,,63
1741,,,NaN,,,NaN,,,NaN,,NaN,,
1742,,0,NaN,,61,NaN,,99,NaN,-13,NaN,,61
1743,,,NaN,,,NaN,,,NaN,,NaN,,
1744,,0,NaN,,60,NaN,,100,NaN,-13,NaN,,61
1745,,,NaN,,,NaN,,,NaN,,NaN,,
1746,,0,NaN,,60,NaN,,100,NaN,-13,NaN,,61
1747,,,NaN,,,NaN,,,NaN,,NaN,,
1748,,0,NaN,,59,NaN,,99,NaN,-12,NaN,,60
1749,,,NaN,,,NaN,,,NaN,,NaN,,
1750,,0,NaN,,60,NaN,,99,NaN,-12,NaN,,61
1751,,,NaN,,,NaN,,,NaN,,NaN,,
1752,,0,NaN,,62,NaN,,99,NaN,-13,NaN,,63
1753,,,NaN,,,NaN,,,NaN,,NaN,,
1754,,0,NaN,,64,NaN,,99,NaN,-13,NaN,,64
1755,,,NaN,,,NaN,,,NaN,,NaN,,
1756,,0,NaN,,66,NaN,,99,NaN,-13,NaN,,66
1757,,,NaN,,,NaN,,,NaN,,NaN,,
1758,,0,NaN,,66,NaN,,99,NaN,-13,NaN,,68
1759,,,NaN,,,NaN,,,NaN,,NaN,,
1760,,0,NaN,,67,NaN,,99,NaN,-13,NaN,,68
1761,,,NaN,,,NaN,,,NaN,,NaN,,
1762,,0,NaN,,68,NaN,,99,NaN,-13,NaN,,68
1763,,,NaN,,,NaN,,,NaN,,NaN,,
1764,,0,NaN,,68,NaN,,99,NaN,-13,NaN,,69
1765,,,NaN,,,NaN,,,NaN,,NaN,,
1766,,0,NaN,,68,NaN,,100,NaN,-13,NaN,,69
1767,,,NaN,,,NaN,,,NaN,,NaN,,
1768,,0,NaN,,67,NaN,,100,NaN,-13,NaN,,68
1769,,,NaN,,,NaN,,,NaN,,NaN,,
1770,,0,NaN,,66,NaN,,99,NaN,-13,NaN,,67
1771,,,NaN,,,NaN,,,NaN,,NaN,,
1772,,0,NaN,,65,NaN,,99,NaN,-13,NaN,,66
1773,,,NaN,,,NaN,,,NaN,,NaN,,
1774,,0,NaN,,65,NaN,,98,NaN,-13,NaN,,66
1775,,,NaN,,,NaN,,,NaN,,NaN,,
1776,,0,NaN,,66,NaN,,99,NaN,-13,NaN,,66
1777,,,NaN,,,NaN,,,NaN,,NaN,,
1778,,0,NaN,,66,NaN,,99,NaN,-14,NaN,,66
1779,,,NaN,,,NaN,,,NaN,,NaN,,
1780,,0,NaN,,67,NaN,,99,NaN,-14,NaN,,68
1781,,,NaN,,,NaN,,,NaN,,NaN,,
1782,,0,NaN,,68,NaN,,99,NaN,-14,NaN,,68
1783,,,NaN,,,NaN,,,NaN,,NaN,,
1784,,0,NaN,,69,NaN,,99,NaN,-14,NaN,,69
1785,,,NaN,,,NaN,,,NaN,,NaN,,
1786,,0,NaN,,70,NaN,,99,NaN,-14,NaN,,71
1787,,,NaN,,,NaN,,,NaN,,NaN,,
1788,,0,NaN,,70,NaN,,99,NaN,-14,NaN,,71
1789,,,NaN,,,NaN,,,NaN,,NaN,,
1790,,0,NaN,,71,NaN,,99,NaN,-14,NaN,,71
1791,,,NaN,,,NaN,,,NaN,,NaN,,
1792,,0,NaN,,71,NaN,,98,NaN,-14,NaN,,71
1793,,,NaN,,,NaN,,,NaN,,NaN,,
1794,,0,NaN,,71,NaN,,98,NaN,-14,NaN,,71
1795,,,NaN,,,NaN,,,NaN,,NaN,,
1796,,0,NaN,,71,NaN,,98,NaN,-14,NaN,,71
1797,,,NaN,,,NaN,,,NaN,,NaN,,
1798,,0,NaN,,71,NaN,,98,NaN,-14,NaN,,71
1799,,,NaN,,,NaN,,,NaN,,NaN,,
1800,,0,NaN,,70,NaN,,98,NaN,-14,NaN,,71
1801,,,NaN,,,NaN,,,NaN,,NaN,,
1802,,0,NaN,,69,NaN,,98,NaN,-14,NaN,,70
1803,,,NaN,,,NaN,,,NaN,,NaN,,
1804,,0,NaN,,68,NaN,,98,NaN,-14,NaN,,69
1805,,,NaN,,,NaN,,,NaN,,NaN,,
1806,,0,NaN,,68,NaN,,98,NaN,-14,NaN,,68
1807,,,NaN,,,NaN,,,NaN,,NaN,,
1808,,0,NaN,,67,NaN,,98,NaN,-14,NaN,,68
1809,,,NaN,,,NaN,,,NaN,,NaN,,
1810,,0,NaN,,67,NaN,,98,NaN,-14,NaN,,67
1811,,,NaN,,,NaN,,,NaN,,NaN,,
1812,,0,NaN,,66,NaN,,98,NaN,-14,NaN,,67
1813,,,NaN,,,NaN,,,NaN,,NaN,,
1814,,0,NaN,,65,NaN,,98,NaN,-14,NaN,,66
1815,,,NaN,,,NaN,,,NaN,,NaN,,
1816,,0,NaN,,66,NaN,,98,NaN,-12,NaN,,66
1817,,,NaN,,,NaN,,,NaN,,NaN,,
1818,,0,NaN,,66,NaN,,98,NaN,-12,NaN,,66
1819,,,NaN,,,NaN,,,NaN,,NaN,,
1820,,0,NaN,,66,NaN,,98,NaN,-13,NaN,,66
1821,,,NaN,,,NaN,,,NaN,,NaN,,
