time,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/ART_MBP,Solar8000/CVP,SNUADC/CVP,SNUADC/ECG_II,SNUADC/ART,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/HR
3544,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3545,,,,,,,,NaN,NaN,NaN,,NaN,
3546,74,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3547,,,,,,,,NaN,NaN,NaN,,NaN,
3548,73,10,139,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3549,,,,,,,,NaN,NaN,NaN,,NaN,
3550,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3551,,,,,,,,NaN,NaN,NaN,,NaN,
3552,74,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3553,,,,,,,,NaN,NaN,NaN,,NaN,
3554,73,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3555,,,,,,,,NaN,NaN,NaN,,NaN,
3556,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3557,,,,,,,,NaN,NaN,NaN,,NaN,
3558,75,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3559,,,,,,,,NaN,NaN,NaN,,NaN,
3560,74,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3561,,,,,,,,NaN,NaN,NaN,,NaN,
3562,73,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3563,,,,,,,,NaN,NaN,NaN,,NaN,
3564,74,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3565,,,,,,,,NaN,NaN,NaN,,NaN,
3566,73,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3567,,,,,,,,NaN,NaN,NaN,,NaN,
3568,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3569,,,,,,,,NaN,NaN,NaN,,NaN,
3570,74,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3571,,,,,,,,NaN,NaN,NaN,,NaN,
3572,73,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3573,,,,,,,,NaN,NaN,NaN,,NaN,
3574,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3575,,,,,,,,NaN,NaN,NaN,,NaN,
3576,74,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3577,,,,,,,,NaN,NaN,NaN,,NaN,
3578,72,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3579,,,,,,,,NaN,NaN,NaN,,NaN,
3580,72,10,135,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3581,,,,,,,,NaN,NaN,NaN,,NaN,
3582,74,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3583,,,,,,,,NaN,NaN,NaN,,NaN,
3584,73,10,136,59,33,97,17,NaN,NaN,NaN,100,NaN,59
3585,,,,,,,,NaN,NaN,NaN,,NaN,
3586,73,10,136,59,33,97,17,NaN,NaN,NaN,100,NaN,59
3587,,,,,,,,NaN,NaN,NaN,,NaN,
3588,74,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3589,,,,,,,,NaN,NaN,NaN,,NaN,
3590,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3591,,,,,,,,NaN,NaN,NaN,,NaN,
3592,74,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3593,,,,,,,,NaN,NaN,NaN,,NaN,
3594,75,10,140,59,33,99,16,NaN,NaN,NaN,100,NaN,59
3595,,,,,,,,NaN,NaN,NaN,,NaN,
3596,74,10,139,59,33,99,16,NaN,NaN,NaN,100,NaN,59
3597,,,,,,,,NaN,NaN,NaN,,NaN,
3598,74,10,138,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3599,,,,,,,,NaN,NaN,NaN,,NaN,
3600,75,10,140,60,33,99,16,NaN,NaN,NaN,100,NaN,59
3601,,,,,,,,NaN,NaN,NaN,,NaN,
3602,74,10,138,60,33,98,16,NaN,NaN,NaN,100,NaN,60
3603,,,,,,,,NaN,NaN,NaN,,NaN,
3604,74,10,137,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3605,,,,,,,,NaN,NaN,NaN,,NaN,
3606,74,10,139,60,33,99,16,NaN,NaN,NaN,100,NaN,59
3607,,,,,,,,NaN,NaN,NaN,,NaN,
3608,73,10,137,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3609,,,,,,,,NaN,NaN,NaN,,NaN,
3610,73,10,136,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3611,,,,,,,,NaN,NaN,NaN,,NaN,
3612,74,10,138,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3613,,,,,,,,NaN,NaN,NaN,,NaN,
3614,73,10,138,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3615,,,,,,,,NaN,NaN,NaN,,NaN,
3616,72,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3617,,,,,,,,NaN,NaN,NaN,,NaN,
3618,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3619,,,,,,,,NaN,NaN,NaN,,NaN,
3620,73,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3621,,,,,,,,NaN,NaN,NaN,,NaN,
3622,72,10,135,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3623,,,,,,,,NaN,NaN,NaN,,NaN,
3624,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3625,,,,,,,,NaN,NaN,NaN,,NaN,
3626,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3627,,,,,,,,NaN,NaN,NaN,,NaN,
3628,72,10,135,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3629,,,,,,,,NaN,NaN,NaN,,NaN,
3630,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3631,,,,,,,,NaN,NaN,NaN,,NaN,
3632,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3633,,,,,,,,NaN,NaN,NaN,,NaN,
3634,73,10,135,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3635,,,,,,,,NaN,NaN,NaN,,NaN,
3636,74,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3637,,,,,,,,NaN,NaN,NaN,,NaN,
3638,73,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3639,,,,,,,,NaN,NaN,NaN,,NaN,
3640,73,10,135,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3641,,,,,,,,NaN,NaN,NaN,,NaN,
3642,74,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3643,,,,,,,,NaN,NaN,NaN,,NaN,
3644,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3645,,,,,,,,NaN,NaN,NaN,,NaN,
3646,73,10,135,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3647,,,,,,,,NaN,NaN,NaN,,NaN,
3648,74,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3649,,,,,,,,NaN,NaN,NaN,,NaN,
3650,73,10,136,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3651,,,,,,,,NaN,NaN,NaN,,NaN,
3652,73,10,134,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3653,,,,,,,,NaN,NaN,NaN,,NaN,
3654,73,10,136,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3655,,,,,,,,NaN,NaN,NaN,,NaN,
3656,72,10,135,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3657,,,,,,,,NaN,NaN,NaN,,NaN,
3658,72,10,134,60,33,96,16,NaN,NaN,NaN,100,NaN,59
3659,,,,,,,,NaN,NaN,NaN,,NaN,
3660,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3661,,,,,,,,NaN,NaN,NaN,,NaN,
3662,72,10,135,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3663,,,,,,,,NaN,NaN,NaN,,NaN,
3664,72,10,134,59,33,96,16,NaN,NaN,NaN,100,NaN,59
3665,,,,,,,,NaN,NaN,NaN,,NaN,
3666,74,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3667,,,,,,,,NaN,NaN,NaN,,NaN,
3668,73,10,135,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3669,,,,,,,,NaN,NaN,NaN,,NaN,
3670,72,10,134,59,33,96,16,NaN,NaN,NaN,100,NaN,59
3671,,,,,,,,NaN,NaN,NaN,,NaN,
3672,74,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3673,,,,,,,,NaN,NaN,NaN,,NaN,
3674,72,10,135,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3675,,,,,,,,NaN,NaN,NaN,,NaN,
3676,73,10,134,59,33,96,16,NaN,NaN,NaN,100,NaN,59
3677,,,,,,,,NaN,NaN,NaN,,NaN,
3678,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3679,,,,,,,,NaN,NaN,NaN,,NaN,
3680,72,10,135,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3681,,,,,,,,NaN,NaN,NaN,,NaN,
3682,73,10,134,59,33,96,16,NaN,NaN,NaN,100,NaN,59
3683,,,,,,,,NaN,NaN,NaN,,NaN,
3684,74,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3685,,,,,,,,NaN,NaN,NaN,,NaN,
3686,73,10,135,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3687,,,,,,,,NaN,NaN,NaN,,NaN,
3688,73,10,134,60,33,96,16,NaN,NaN,NaN,100,NaN,59
3689,,,,,,,,NaN,NaN,NaN,,NaN,
3690,74,10,136,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3691,,,,,,,,NaN,NaN,NaN,,NaN,
3692,73,10,135,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3693,,,,,,,,NaN,NaN,NaN,,NaN,
3694,73,10,134,60,33,96,16,NaN,NaN,NaN,100,NaN,59
3695,,,,,,,,NaN,NaN,NaN,,NaN,
3696,73,10,137,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3697,,,,,,,,NaN,NaN,NaN,,NaN,
3698,72,10,135,60,33,96,16,NaN,NaN,NaN,100,NaN,60
3699,,,,,,,,NaN,NaN,NaN,,NaN,
3700,72,10,134,60,33,96,16,NaN,NaN,NaN,100,NaN,59
3701,,,,,,,,NaN,NaN,NaN,,NaN,
3702,73,10,137,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3703,,,,,,,,NaN,NaN,NaN,,NaN,
3704,72,10,135,60,33,96,16,NaN,NaN,NaN,100,NaN,59
3705,,,,,,,,NaN,NaN,NaN,,NaN,
3706,72,10,133,59,33,96,16,NaN,NaN,NaN,100,NaN,59
3707,,,,,,,,NaN,NaN,NaN,,NaN,
3708,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3709,,,,,,,,NaN,NaN,NaN,,NaN,
3710,72,10,134,59,33,96,16,NaN,NaN,NaN,100,NaN,59
3711,,,,,,,,NaN,NaN,NaN,,NaN,
3712,73,10,134,59,33,96,16,NaN,NaN,NaN,100,NaN,59
3713,,,,,,,,NaN,NaN,NaN,,NaN,
3714,73,10,135,59,33,96,16,NaN,NaN,NaN,100,NaN,59
3715,,,,,,,,NaN,NaN,NaN,,NaN,
3716,73,10,136,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3717,,,,,,,,NaN,NaN,NaN,,NaN,
3718,72,10,134,59,33,96,16,NaN,NaN,NaN,100,NaN,59
3719,,,,,,,,NaN,NaN,NaN,,NaN,
3720,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3721,,,,,,,,NaN,NaN,NaN,,NaN,
3722,73,10,137,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3723,,,,,,,,NaN,NaN,NaN,,NaN,
3724,73,10,135,59,34,97,16,NaN,NaN,NaN,100,NaN,59
3725,,,,,,,,NaN,NaN,NaN,,NaN,
3726,74,10,136,59,34,97,16,NaN,NaN,NaN,100,NaN,59
3727,,,,,,,,NaN,NaN,NaN,,NaN,
3728,73,10,137,60,34,97,16,NaN,NaN,NaN,100,NaN,59
3729,,,,,,,,NaN,NaN,NaN,,NaN,
3730,73,10,135,60,34,96,16,NaN,NaN,NaN,100,NaN,59
3731,,,,,,,,NaN,NaN,NaN,,NaN,
3732,74,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3733,,,,,,,,NaN,NaN,NaN,,NaN,
3734,74,10,138,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3735,,,,,,,,NaN,NaN,NaN,,NaN,
3736,73,10,136,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3737,,,,,,,,NaN,NaN,NaN,,NaN,
3738,74,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3739,,,,,,,,NaN,NaN,NaN,,NaN,
3740,73,10,138,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3741,,,,,,,,NaN,NaN,NaN,,NaN,
3742,72,10,135,60,33,97,15,NaN,NaN,NaN,100,NaN,59
3743,,,,,,,,NaN,NaN,NaN,,NaN,
3744,74,10,137,60,33,97,15,NaN,NaN,NaN,100,NaN,59
3745,,,,,,,,NaN,NaN,NaN,,NaN,
3746,73,10,137,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3747,,,,,,,,NaN,NaN,NaN,,NaN,
3748,72,10,135,60,33,96,16,NaN,NaN,NaN,100,NaN,59
3749,,,,,,,,NaN,NaN,NaN,,NaN,
3750,74,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3751,,,,,,,,NaN,NaN,NaN,,NaN,
3752,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3753,,,,,,,,NaN,NaN,NaN,,NaN,
3754,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,62
3755,,,,,,,,NaN,NaN,NaN,,NaN,
3756,75,10,140,59,33,98,16,NaN,NaN,NaN,100,NaN,64
3757,,,,,,,,NaN,NaN,NaN,,NaN,
3758,74,10,140,59,33,99,16,NaN,NaN,NaN,100,NaN,64
3759,,,,,,,,NaN,NaN,NaN,,NaN,
3760,73,10,139,60,33,98,16,NaN,NaN,NaN,100,NaN,64
3761,,,,,,,,NaN,NaN,NaN,,NaN,
3762,74,10,140,59,33,99,16,NaN,NaN,NaN,100,NaN,64
3763,,,,,,,,NaN,NaN,NaN,,NaN,
3764,73,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3765,,,,,,,,NaN,NaN,NaN,,NaN,
3766,73,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3767,,,,,,,,NaN,NaN,NaN,,NaN,
3768,74,10,140,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3769,,,,,,,,NaN,NaN,NaN,,NaN,
3770,73,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3771,,,,,,,,NaN,NaN,NaN,,NaN,
3772,73,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3773,,,,,,,,NaN,NaN,NaN,,NaN,
3774,74,10,140,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3775,,,,,,,,NaN,NaN,NaN,,NaN,
3776,72,10,138,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3777,,,,,,,,NaN,NaN,NaN,,NaN,
3778,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3779,,,,,,,,NaN,NaN,NaN,,NaN,
3780,73,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3781,,,,,,,,NaN,NaN,NaN,,NaN,
3782,73,10,138,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3783,,,,,,,,NaN,NaN,NaN,,NaN,
3784,74,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3785,,,,,,,,NaN,NaN,NaN,,NaN,
3786,75,10,140,59,33,99,15,NaN,NaN,NaN,100,NaN,59
3787,,,,,,,,NaN,NaN,NaN,,NaN,
3788,73,10,138,59,33,98,15,NaN,NaN,NaN,100,NaN,59
3789,,,,,,,,NaN,NaN,NaN,,NaN,
3790,74,10,137,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3791,,,,,,,,NaN,NaN,NaN,,NaN,
3792,74,10,139,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3793,,,,,,,,NaN,NaN,NaN,,NaN,
3794,73,10,138,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3795,,,,,,,,NaN,NaN,NaN,,NaN,
3796,73,10,137,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3797,,,,,,,,NaN,NaN,NaN,,NaN,
3798,74,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3799,,,,,,,,NaN,NaN,NaN,,NaN,
3800,74,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3801,,,,,,,,NaN,NaN,NaN,,NaN,
3802,73,10,137,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3803,,,,,,,,NaN,NaN,NaN,,NaN,
3804,74,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3805,,,,,,,,NaN,NaN,NaN,,NaN,
3806,73,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3807,,,,,,,,NaN,NaN,NaN,,NaN,
3808,73,10,137,58,33,97,16,NaN,NaN,NaN,100,NaN,58
3809,,,,,,,,NaN,NaN,NaN,,NaN,
3810,74,10,139,58,34,98,16,NaN,NaN,NaN,100,NaN,58
3811,,,,,,,,NaN,NaN,NaN,,NaN,
3812,73,10,139,58,34,98,16,NaN,NaN,NaN,100,NaN,58
3813,,,,,,,,NaN,NaN,NaN,,NaN,
3814,73,10,138,58,34,97,16,NaN,NaN,NaN,100,NaN,58
3815,,,,,,,,NaN,NaN,NaN,,NaN,
3816,75,10,140,58,34,99,16,NaN,NaN,NaN,100,NaN,58
3817,,,,,,,,NaN,NaN,NaN,,NaN,
3818,74,10,140,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3819,,,,,,,,NaN,NaN,NaN,,NaN,
3820,74,10,139,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3821,,,,,,,,NaN,NaN,NaN,,NaN,
3822,75,10,142,59,33,100,16,NaN,NaN,NaN,100,NaN,59
3823,,,,,,,,NaN,NaN,NaN,,NaN,
3824,75,10,141,59,33,100,17,NaN,NaN,NaN,100,NaN,59
3825,,,,,,,,NaN,NaN,NaN,,NaN,
3826,74,10,140,59,33,99,17,NaN,NaN,NaN,100,NaN,59
3827,,,,,,,,NaN,NaN,NaN,,NaN,
3828,75,10,142,60,33,100,16,NaN,NaN,NaN,100,NaN,59
3829,,,,,,,,NaN,NaN,NaN,,NaN,
3830,75,10,141,60,33,100,16,NaN,NaN,NaN,100,NaN,59
3831,,,,,,,,NaN,NaN,NaN,,NaN,
3832,75,10,140,60,33,99,16,NaN,NaN,NaN,100,NaN,59
3833,,,,,,,,NaN,NaN,NaN,,NaN,
3834,76,10,142,60,33,100,16,NaN,NaN,NaN,100,NaN,59
3835,,,,,,,,NaN,NaN,NaN,,NaN,
3836,,,,,,,,NaN,NaN,NaN,,NaN,
3837,,,,,,,,NaN,NaN,NaN,,NaN,
3838,,,,,,,,NaN,NaN,NaN,,NaN,
3839,,,,,,,,NaN,NaN,NaN,,NaN,
3840,,,,,,,,NaN,NaN,NaN,,NaN,
3841,,,,,,,,NaN,NaN,NaN,,NaN,
3842,,,,,,,,NaN,NaN,NaN,,NaN,
3843,,,,,,,,NaN,NaN,NaN,,NaN,
3844,,,,,,,,NaN,NaN,NaN,,NaN,
3845,,,,,,,,NaN,NaN,NaN,,NaN,
3846,,,,,,,,NaN,NaN,NaN,,NaN,
3847,,,,,,,,NaN,NaN,NaN,,NaN,
3848,,,,,,,,NaN,NaN,NaN,,NaN,
3849,,,,,,,,NaN,NaN,NaN,,NaN,
3850,,,,,,,,NaN,NaN,NaN,,NaN,
3851,,,,,,,,NaN,NaN,NaN,,NaN,
3852,,,,,,,,NaN,NaN,NaN,,NaN,
3853,,,,,,,,NaN,NaN,NaN,,NaN,
3854,,,,,,,,NaN,NaN,NaN,,NaN,
3855,73,10,138,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3856,,,,,,,,NaN,NaN,NaN,,NaN,
3857,73,10,137,60,34,97,16,NaN,NaN,NaN,100,NaN,59
3858,,,,,,,,NaN,NaN,NaN,,NaN,
3859,74,10,139,60,34,99,16,NaN,NaN,NaN,100,NaN,59
3860,,,,,,,,NaN,NaN,NaN,,NaN,
3861,73,10,138,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3862,,,,,,,,NaN,NaN,NaN,,NaN,
3863,74,10,137,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3864,,,,,,,,NaN,NaN,NaN,,NaN,
3865,74,10,139,60,34,99,16,NaN,NaN,NaN,100,NaN,60
3866,,,,,,,,NaN,NaN,NaN,,NaN,
3867,73,10,138,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3868,,,,,,,,NaN,NaN,NaN,,NaN,
3869,73,10,136,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3870,,,,,,,,NaN,NaN,NaN,,NaN,
3871,75,10,139,60,34,99,16,NaN,NaN,NaN,100,NaN,60
3872,,,,,,,,NaN,NaN,NaN,,NaN,
3873,73,10,137,60,34,98,16,NaN,NaN,NaN,100,NaN,60
3874,,,,,,,,NaN,NaN,NaN,,NaN,
3875,73,10,136,60,34,98,16,NaN,NaN,NaN,100,NaN,60
3876,,,,,,,,NaN,NaN,NaN,,NaN,
3877,74,10,138,60,34,98,16,NaN,NaN,NaN,100,NaN,60
3878,,,,,,,,NaN,NaN,NaN,,NaN,
3879,73,10,136,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3880,,,,,,,,NaN,NaN,NaN,,NaN,
3881,73,10,135,60,34,97,16,NaN,NaN,NaN,100,NaN,59
3882,,,,,,,,NaN,NaN,NaN,,NaN,
3883,74,10,137,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3884,,,,,,,,NaN,NaN,NaN,,NaN,
3885,73,10,136,60,34,97,17,NaN,NaN,NaN,100,NaN,59
3886,,,,,,,,NaN,NaN,NaN,,NaN,
3887,73,10,135,60,34,97,17,NaN,NaN,NaN,100,NaN,59
3888,,,,,,,,NaN,NaN,NaN,,NaN,
3889,74,10,137,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3890,,,,,,,,NaN,NaN,NaN,,NaN,
3891,73,10,136,60,34,97,16,NaN,NaN,NaN,100,NaN,59
3892,,,,,,,,NaN,NaN,NaN,,NaN,
3893,73,10,135,59,34,97,16,NaN,NaN,NaN,100,NaN,59
3894,,,,,,,,NaN,NaN,NaN,,NaN,
3895,72,10,137,59,34,98,16,NaN,NaN,NaN,100,NaN,59
3896,,,,,,,,NaN,NaN,NaN,,NaN,
3897,72,10,135,60,34,97,16,NaN,NaN,NaN,100,NaN,59
3898,,,,,,,,NaN,NaN,NaN,,NaN,
3899,73,10,134,60,34,96,16,NaN,NaN,NaN,100,NaN,59
3900,,,,,,,,NaN,NaN,NaN,,NaN,
3901,74,10,138,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3902,,,,,,,,NaN,NaN,NaN,,NaN,
3903,72,10,137,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3904,,,,,,,,NaN,NaN,NaN,,NaN,
3905,74,10,138,60,34,98,16,NaN,NaN,NaN,100,NaN,59
3906,,,,,,,,NaN,NaN,NaN,,NaN,
3907,74,10,138,59,34,98,16,NaN,NaN,NaN,100,NaN,58
3908,,,,,,,,NaN,NaN,NaN,,NaN,
3909,73,10,137,59,34,97,17,NaN,NaN,NaN,100,NaN,58
3910,,,,,,,,NaN,NaN,NaN,,NaN,
3911,74,10,138,59,34,98,17,NaN,NaN,NaN,100,NaN,58
3912,,,,,,,,NaN,NaN,NaN,,NaN,
3913,74,10,138,59,34,98,17,NaN,NaN,NaN,100,NaN,58
3914,,,,,,,,NaN,NaN,NaN,,NaN,
3915,74,10,139,59,34,98,16,NaN,NaN,NaN,100,NaN,58
3916,,,,,,,,NaN,NaN,NaN,,NaN,
3917,73,10,137,59,34,97,16,NaN,NaN,NaN,100,NaN,58
3918,,,,,,,,NaN,NaN,NaN,,NaN,
3919,74,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3920,,,,,,,,NaN,NaN,NaN,,NaN,
3921,73,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3922,,,,,,,,NaN,NaN,NaN,,NaN,
3923,75,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,58
3924,,,,,,,,NaN,NaN,NaN,,NaN,
3925,75,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3926,,,,,,,,NaN,NaN,NaN,,NaN,
3927,74,10,139,59,33,98,17,NaN,NaN,NaN,100,NaN,59
3928,,,,,,,,NaN,NaN,NaN,,NaN,
3929,73,10,137,59,33,98,17,NaN,NaN,NaN,100,NaN,59
3930,,,,,,,,NaN,NaN,NaN,,NaN,
3931,74,10,138,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3932,,,,,,,,NaN,NaN,NaN,,NaN,
3933,73,10,136,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3934,,,,,,,,NaN,NaN,NaN,,NaN,
3935,74,10,138,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3936,,,,,,,,NaN,NaN,NaN,,NaN,
3937,73,10,137,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3938,,,,,,,,NaN,NaN,NaN,,NaN,
3939,73,10,135,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3940,,,,,,,,NaN,NaN,NaN,,NaN,
3941,74,10,136,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3942,,,,,,,,NaN,NaN,NaN,,NaN,
3943,73,10,136,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3944,,,,,,,,NaN,NaN,NaN,,NaN,
3945,73,10,135,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3946,,,,,,,,NaN,NaN,NaN,,NaN,
3947,73,10,135,60,33,97,16,NaN,NaN,NaN,100,NaN,59
3948,,,,,,,,NaN,NaN,NaN,,NaN,
3949,74,10,137,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3950,,,,,,,,NaN,NaN,NaN,,NaN,
3951,73,10,136,60,33,98,16,NaN,NaN,NaN,100,NaN,59
3952,,,,,,,,NaN,NaN,NaN,,NaN,
3953,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3954,,,,,,,,NaN,NaN,NaN,,NaN,
3955,75,10,138,59,34,99,16,NaN,NaN,NaN,100,NaN,58
3956,,,,,,,,NaN,NaN,NaN,,NaN,
3957,74,10,138,59,34,98,16,NaN,NaN,NaN,100,NaN,58
3958,,,,,,,,NaN,NaN,NaN,,NaN,
3959,73,10,137,59,34,98,16,NaN,NaN,NaN,100,NaN,59
3960,,,,,,,,NaN,NaN,NaN,,NaN,
3961,74,10,138,59,33,99,16,NaN,NaN,NaN,100,NaN,59
3962,,,,,,,,NaN,NaN,NaN,,NaN,
3963,73,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3964,,,,,,,,NaN,NaN,NaN,,NaN,
3965,74,10,137,59,33,98,16,NaN,NaN,NaN,100,NaN,59
3966,,,,,,,,NaN,NaN,NaN,,NaN,
3967,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,59
3968,,,,,,,,NaN,NaN,NaN,,NaN,
3969,73,10,136,59,33,97,16,NaN,NaN,NaN,100,NaN,58
3970,,,,,,,,NaN,NaN,NaN,,NaN,
3971,73,10,135,59,33,97,16,NaN,NaN,NaN,100,NaN,58
