time,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/ART_MBP,Solar8000/CVP,SNUADC/CVP,SNUADC/ECG_II,SNUADC/ART,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/HR
8122,,,,,,,,NaN,NaN,NaN,,NaN,
8123,72,11,144,60,35,102,6,NaN,NaN,NaN,100,NaN,60
8124,,,,,,,,NaN,NaN,NaN,,NaN,
8125,73,11,143,60,35,102,6,NaN,NaN,NaN,100,NaN,60
8126,,,,,,,,NaN,NaN,NaN,,NaN,
8127,73,11,145,60,35,103,6,NaN,NaN,NaN,100,NaN,60
8128,,,,,,,,NaN,NaN,NaN,,NaN,
8129,72,11,143,60,35,102,6,NaN,NaN,NaN,100,NaN,60
8130,,,,,,,,NaN,NaN,NaN,,NaN,
8131,73,11,144,60,35,102,6,NaN,NaN,NaN,100,NaN,60
8132,,,,,,,,NaN,NaN,NaN,,NaN,
8133,73,11,145,60,35,103,7,NaN,NaN,NaN,100,NaN,60
8134,,,,,,,,NaN,NaN,NaN,,NaN,
8135,73,11,144,60,35,103,7,NaN,NaN,NaN,100,NaN,60
8136,,,,,,,,NaN,NaN,NaN,,NaN,
8137,73,11,145,60,35,103,6,NaN,NaN,NaN,100,NaN,60
8138,,,,,,,,NaN,NaN,NaN,,NaN,
8139,73,11,145,60,35,103,6,NaN,NaN,NaN,100,NaN,60
8140,,,,,,,,NaN,NaN,NaN,,NaN,
8141,73,11,144,60,35,103,6,NaN,NaN,NaN,100,NaN,60
8142,,,,,,,,NaN,NaN,NaN,,NaN,
8143,74,11,147,60,35,104,6,NaN,NaN,NaN,100,NaN,60
8144,,,,,,,,NaN,NaN,NaN,,NaN,
8145,74,11,146,61,35,104,6,NaN,NaN,NaN,100,NaN,60
8146,,,,,,,,NaN,NaN,NaN,,NaN,
8147,74,11,146,61,35,104,6,NaN,NaN,NaN,100,NaN,60
8148,,,,,,,,NaN,NaN,NaN,,NaN,
8149,74,11,148,61,35,105,6,NaN,NaN,NaN,100,NaN,60
8150,,,,,,,,NaN,NaN,NaN,,NaN,
8151,74,11,147,61,35,104,6,NaN,NaN,NaN,100,NaN,60
8152,,,,,,,,NaN,NaN,NaN,,NaN,
8153,75,11,148,61,35,105,6,NaN,NaN,NaN,100,NaN,60
8154,,,,,,,,NaN,NaN,NaN,,NaN,
8155,74,11,148,60,35,105,7,NaN,NaN,NaN,100,NaN,60
8156,,,,,,,,NaN,NaN,NaN,,NaN,
8157,74,11,147,60,35,104,7,NaN,NaN,NaN,100,NaN,60
8158,,,,,,,,NaN,NaN,NaN,,NaN,
8159,75,11,148,60,35,105,6,NaN,NaN,NaN,100,NaN,60
8160,,,,,,,,NaN,NaN,NaN,,NaN,
8161,74,11,148,60,35,105,6,NaN,NaN,NaN,100,NaN,60
8162,,,,,,,,NaN,NaN,NaN,,NaN,
8163,74,11,148,60,35,105,6,NaN,NaN,NaN,100,NaN,60
8164,,,,,,,,NaN,NaN,NaN,,NaN,
8165,75,11,149,60,35,106,6,NaN,NaN,NaN,100,NaN,60
8166,,,,,,,,NaN,NaN,NaN,,NaN,
8167,74,11,148,60,35,105,6,NaN,NaN,NaN,100,NaN,60
8168,,,,,,,,NaN,NaN,NaN,,NaN,
8169,75,11,149,61,35,106,6,NaN,NaN,NaN,100,NaN,60
8170,,,,,,,,NaN,NaN,NaN,,NaN,
8171,75,11,149,61,35,106,7,NaN,NaN,NaN,100,NaN,60
8172,,,,,,,,NaN,NaN,NaN,,NaN,
8173,74,11,148,61,35,105,7,NaN,NaN,NaN,100,NaN,60
8174,,,,,,,,NaN,NaN,NaN,,NaN,
8175,75,11,151,61,35,106,7,NaN,NaN,NaN,100,NaN,60
8176,,,,,,,,NaN,NaN,NaN,,NaN,
8177,75,11,149,61,35,106,7,NaN,NaN,NaN,100,NaN,60
8178,,,,,,,,NaN,NaN,NaN,,NaN,
8179,75,11,150,61,35,106,7,NaN,NaN,NaN,100,NaN,60
8180,,,,,,,,NaN,NaN,NaN,,NaN,
8181,75,11,153,61,35,107,7,NaN,NaN,NaN,100,NaN,60
8182,,,,,,,,NaN,NaN,NaN,,NaN,
8183,74,11,150,60,35,106,7,NaN,NaN,NaN,100,NaN,60
8184,,,,,,,,NaN,NaN,NaN,,NaN,
8185,75,11,151,60,35,106,6,NaN,NaN,NaN,100,NaN,60
8186,,,,,,,,NaN,NaN,NaN,,NaN,
8187,74,11,152,60,35,107,6,NaN,NaN,NaN,100,NaN,60
8188,,,,,,,,NaN,NaN,NaN,,NaN,
8189,74,11,149,60,35,106,7,NaN,NaN,NaN,100,NaN,60
8190,,,,,,,,NaN,NaN,NaN,,NaN,
8191,74,11,150,60,35,106,7,NaN,NaN,NaN,100,NaN,60
8192,,,,,,,,NaN,NaN,NaN,,NaN,
8193,74,11,149,60,35,106,7,NaN,NaN,NaN,100,NaN,60
8194,,,,,,,,NaN,NaN,NaN,,NaN,
8195,74,11,148,60,35,105,7,NaN,NaN,NaN,100,NaN,60
8196,,,,,,,,NaN,NaN,NaN,,NaN,
8197,74,11,150,60,35,106,7,NaN,NaN,NaN,100,NaN,60
8198,,,,,,,,NaN,NaN,NaN,,NaN,
8199,73,11,148,60,35,105,7,NaN,NaN,NaN,100,NaN,60
8200,,,,,,,,NaN,NaN,NaN,,NaN,
8201,74,11,148,60,35,105,6,NaN,NaN,NaN,100,NaN,60
8202,,,,,,,,NaN,NaN,NaN,,NaN,
8203,74,11,150,61,35,106,6,NaN,NaN,NaN,100,NaN,60
8204,,,,,,,,NaN,NaN,NaN,,NaN,
8205,73,11,148,61,35,105,6,NaN,NaN,NaN,100,NaN,60
8206,,,,,,,,NaN,NaN,NaN,,NaN,
8207,74,11,148,61,35,105,7,NaN,NaN,NaN,100,NaN,60
8208,,,,,,,,NaN,NaN,NaN,,NaN,
8209,73,11,149,61,35,105,7,NaN,NaN,NaN,100,NaN,60
8210,,,,,,,,NaN,NaN,NaN,,NaN,
8211,73,11,147,61,35,104,7,NaN,NaN,NaN,100,NaN,60
8212,,,,,,,,NaN,NaN,NaN,,NaN,
8213,73,11,148,61,35,105,7,NaN,NaN,NaN,100,NaN,60
8214,,,,,,,,NaN,NaN,NaN,,NaN,
8215,73,11,147,61,35,104,7,NaN,NaN,NaN,100,NaN,60
8216,,,,,,,,NaN,NaN,NaN,,NaN,
8217,73,11,147,61,35,104,7,NaN,NaN,NaN,100,NaN,60
8218,,,,,,,,NaN,NaN,NaN,,NaN,
8219,74,11,149,61,35,105,7,NaN,NaN,NaN,100,NaN,60
8220,,,,,,,,NaN,NaN,NaN,,NaN,
8221,73,11,147,61,35,104,7,NaN,NaN,NaN,100,NaN,60
8222,,,,,,,,NaN,NaN,NaN,,NaN,
8223,73,11,147,61,35,104,6,NaN,NaN,NaN,100,NaN,61
8224,,,,,,,,NaN,NaN,NaN,,NaN,
8225,73,11,149,61,35,105,6,NaN,NaN,NaN,100,NaN,61
8226,,,,,,,,NaN,NaN,NaN,,NaN,
8227,72,11,145,61,35,104,7,NaN,NaN,NaN,100,NaN,61
8228,,,,,,,,NaN,NaN,NaN,,NaN,
8229,73,11,146,61,35,104,7,NaN,NaN,NaN,100,NaN,61
8230,,,,,,,,NaN,NaN,NaN,,NaN,
8231,73,11,147,61,35,104,7,NaN,NaN,NaN,100,NaN,61
8232,,,,,,,,NaN,NaN,NaN,,NaN,
8233,72,11,144,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8234,,,,,,,,NaN,NaN,NaN,,NaN,
8235,73,11,144,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8236,,,,,,,,NaN,NaN,NaN,,NaN,
8237,72,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8238,,,,,,,,NaN,NaN,NaN,,NaN,
8239,72,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8240,,,,,,,,NaN,NaN,NaN,,NaN,
8241,74,11,147,61,35,104,7,NaN,NaN,NaN,100,NaN,61
8242,,,,,,,,NaN,NaN,NaN,,NaN,
8243,73,11,147,62,35,104,7,NaN,NaN,NaN,100,NaN,61
8244,,,,,,,,NaN,NaN,NaN,,NaN,
8245,74,11,147,62,35,104,7,NaN,NaN,NaN,100,NaN,61
8246,,,,,,,,NaN,NaN,NaN,,NaN,
8247,73,11,148,62,35,104,7,NaN,NaN,NaN,100,NaN,61
8248,,,,,,,,NaN,NaN,NaN,,NaN,
8249,72,11,146,62,35,104,7,NaN,NaN,NaN,100,NaN,61
8250,,,,,,,,NaN,NaN,NaN,,NaN,
8251,73,11,147,61,35,104,7,NaN,NaN,NaN,100,NaN,61
8252,,,,,,,,NaN,NaN,NaN,,NaN,
8253,72,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8254,,,,,,,,NaN,NaN,NaN,,NaN,
8255,72,11,143,61,35,102,7,NaN,NaN,NaN,100,NaN,61
8256,,,,,,,,NaN,NaN,NaN,,NaN,
8257,72,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,60
8258,,,,,,,,NaN,NaN,NaN,,NaN,
8259,71,11,144,61,35,102,7,NaN,NaN,NaN,100,NaN,60
8260,,,,,,,,NaN,NaN,NaN,,NaN,
8261,72,11,143,61,35,102,6,NaN,NaN,NaN,100,NaN,60
8262,,,,,,,,NaN,NaN,NaN,,NaN,
8263,72,11,145,61,35,103,6,NaN,NaN,NaN,100,NaN,60
8264,,,,,,,,NaN,NaN,NaN,,NaN,
8265,72,11,143,61,35,102,7,NaN,NaN,NaN,100,NaN,60
8266,,,,,,,,NaN,NaN,NaN,,NaN,
8267,73,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,60
8268,,,,,,,,NaN,NaN,NaN,,NaN,
8269,73,11,146,61,35,103,7,NaN,NaN,NaN,100,NaN,60
8270,,,,,,,,NaN,NaN,NaN,,NaN,
8271,73,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,60
8272,,,,,,,,NaN,NaN,NaN,,NaN,
8273,73,11,147,61,35,104,7,NaN,NaN,NaN,100,NaN,61
8274,,,,,,,,NaN,NaN,NaN,,NaN,
8275,73,11,147,61,35,104,7,NaN,NaN,NaN,100,NaN,61
8276,,,,,,,,NaN,NaN,NaN,,NaN,
8277,73,11,145,61,35,104,7,NaN,NaN,NaN,100,NaN,61
8278,,,,,,,,NaN,NaN,NaN,,NaN,
8279,73,11,148,61,35,104,7,NaN,NaN,NaN,100,NaN,61
8280,,,,,,,,NaN,NaN,NaN,,NaN,
8281,73,11,146,61,35,104,7,NaN,NaN,NaN,100,NaN,60
8282,,,,,,,,NaN,NaN,NaN,,NaN,
8283,73,11,145,61,35,103,6,NaN,NaN,NaN,100,NaN,61
8284,,,,,,,,NaN,NaN,NaN,,NaN,
8285,73,11,147,61,35,104,6,NaN,NaN,NaN,100,NaN,61
8286,,,,,,,,NaN,NaN,NaN,,NaN,
8287,72,11,144,61,35,103,7,NaN,NaN,NaN,100,NaN,60
8288,,,,,,,,NaN,NaN,NaN,,NaN,
8289,72,11,144,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8290,,,,,,,,NaN,NaN,NaN,,NaN,
8291,72,11,146,61,35,103,7,NaN,NaN,NaN,100,NaN,60
8292,,,,,,,,NaN,NaN,NaN,,NaN,
8293,72,11,144,61,35,103,7,NaN,NaN,NaN,100,NaN,60
8294,,,,,,,,NaN,NaN,NaN,,NaN,
8295,73,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,60
8296,,,,,,,,NaN,NaN,NaN,,NaN,
8297,73,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8298,,,,,,,,NaN,NaN,NaN,,NaN,
8299,72,11,144,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8300,,,,,,,,NaN,NaN,NaN,,NaN,
8301,73,11,146,61,35,103,6,NaN,NaN,NaN,100,NaN,61
8302,,,,,,,,NaN,NaN,NaN,,NaN,
8303,72,11,145,61,35,103,6,NaN,NaN,NaN,100,NaN,61
8304,,,,,,,,NaN,NaN,NaN,,NaN,
8305,73,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8306,,,,,,,,NaN,NaN,NaN,,NaN,
8307,72,11,145,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8308,,,,,,,,NaN,NaN,NaN,,NaN,
8309,71,11,143,61,35,102,7,NaN,NaN,NaN,100,NaN,61
8310,,,,,,,,NaN,NaN,NaN,,NaN,
8311,72,11,144,61,35,103,7,NaN,NaN,NaN,100,NaN,61
8312,,,,,,,,NaN,NaN,NaN,,NaN,
8313,72,11,143,61,35,102,7,NaN,NaN,NaN,100,NaN,60
8314,,,,,,,,NaN,NaN,NaN,,NaN,
8315,72,11,142,61,35,102,7,NaN,NaN,NaN,100,NaN,60
8316,,,,,,,,NaN,NaN,NaN,,NaN,
8317,72,11,144,61,35,102,6,NaN,NaN,NaN,100,NaN,60
8318,,,,,,,,NaN,NaN,NaN,,NaN,
8319,71,11,142,61,35,102,6,NaN,NaN,NaN,100,NaN,60
8320,,,,,,,,NaN,NaN,NaN,,NaN,
8321,72,11,142,61,35,101,6,NaN,NaN,NaN,100,NaN,60
8322,,,,,,,,NaN,NaN,NaN,,NaN,
8323,71,11,144,61,35,102,6,NaN,NaN,NaN,100,NaN,60
8324,,,,,,,,NaN,NaN,NaN,,NaN,
8325,71,11,142,61,35,101,7,NaN,NaN,NaN,100,NaN,60
8326,,,,,,,,NaN,NaN,NaN,,NaN,
8327,72,11,143,61,35,102,7,NaN,NaN,NaN,100,NaN,60
8328,,,,,,,,NaN,NaN,NaN,,NaN,
8329,72,11,144,61,35,102,7,NaN,NaN,NaN,100,NaN,60
8330,,,,,,,,NaN,NaN,NaN,,NaN,
8331,71,11,143,61,35,102,7,NaN,NaN,NaN,100,NaN,60
8332,,,,,,,,NaN,NaN,NaN,,NaN,
8333,72,11,144,61,35,102,7,NaN,NaN,NaN,100,NaN,60
8334,,,,,,,,NaN,NaN,NaN,,NaN,
8335,71,11,143,61,35,102,7,NaN,NaN,NaN,100,NaN,60
8336,,,,,,,,NaN,NaN,NaN,,NaN,
8337,71,11,142,61,35,101,7,NaN,NaN,NaN,100,NaN,60
8338,,,,,,,,NaN,NaN,NaN,,NaN,
8339,71,11,144,60,35,102,6,NaN,NaN,NaN,100,NaN,60
8340,,,,,,,,NaN,NaN,NaN,,NaN,
8341,71,11,143,60,35,101,6,NaN,NaN,NaN,100,NaN,60
8342,,,,,,,,NaN,NaN,NaN,,NaN,
8343,71,11,142,60,35,101,6,NaN,NaN,NaN,100,NaN,60
8344,,,,,,,,NaN,NaN,NaN,,NaN,
8345,71,11,144,60,35,102,6,NaN,NaN,NaN,100,NaN,60
8346,,,,,,,,NaN,NaN,NaN,,NaN,
8347,71,11,142,60,35,101,7,NaN,NaN,NaN,100,NaN,60
8348,,,,,,,,NaN,NaN,NaN,,NaN,
8349,72,11,142,60,35,101,7,NaN,NaN,NaN,100,NaN,60
8350,,,,,,,,NaN,NaN,NaN,,NaN,
8351,71,11,143,60,35,101,7,NaN,NaN,NaN,100,NaN,60
8352,,,,,,,,NaN,NaN,NaN,,NaN,
8353,71,11,141,60,35,101,7,NaN,NaN,NaN,100,NaN,60
8354,,,,,,,,NaN,NaN,NaN,,NaN,
8355,71,11,143,60,35,101,7,NaN,NaN,NaN,100,NaN,59
8356,,,,,,,,NaN,NaN,NaN,,NaN,
8357,71,11,142,60,35,101,7,NaN,NaN,NaN,100,NaN,59
8358,,,,,,,,NaN,NaN,NaN,,NaN,
8359,71,11,141,60,35,100,6,NaN,NaN,NaN,100,NaN,59
8360,,,,,,,,NaN,NaN,NaN,,NaN,
8361,71,11,143,60,35,101,6,NaN,NaN,NaN,100,NaN,60
8362,,,,,,,,NaN,NaN,NaN,,NaN,
8363,70,11,141,60,35,100,6,NaN,NaN,NaN,100,NaN,59
8364,,,,,,,,NaN,NaN,NaN,,NaN,
8365,71,11,142,60,35,100,6,NaN,NaN,NaN,100,NaN,59
8366,,,,,,,,NaN,NaN,NaN,,NaN,
8367,71,11,143,60,35,101,6,NaN,NaN,NaN,100,NaN,59
8368,,,,,,,,NaN,NaN,NaN,,NaN,
8369,71,11,143,60,35,100,7,NaN,NaN,NaN,100,NaN,59
8370,,,,,,,,NaN,NaN,NaN,,NaN,
8371,72,11,144,60,35,101,7,NaN,NaN,NaN,100,NaN,59
8372,,,,,,,,NaN,NaN,NaN,,NaN,
8373,72,11,145,60,35,102,7,NaN,NaN,NaN,100,NaN,59
8374,,,,,,,,NaN,NaN,NaN,,NaN,
8375,73,11,145,60,35,102,7,NaN,NaN,NaN,100,NaN,59
8376,,,,,,,,NaN,NaN,NaN,,NaN,
8377,74,11,148,60,35,104,6,NaN,NaN,NaN,100,NaN,60
8378,,,,,,,,NaN,NaN,NaN,,NaN,
8379,75,11,148,60,35,105,6,NaN,NaN,NaN,100,NaN,60
8380,,,,,,,,NaN,NaN,NaN,,NaN,
8381,76,11,149,61,35,105,6,NaN,NaN,NaN,100,NaN,60
8382,,,,,,,,NaN,NaN,NaN,,NaN,
8383,77,11,153,61,35,107,6,NaN,NaN,NaN,100,NaN,61
8384,,,,,,,,NaN,NaN,NaN,,NaN,
8385,77,11,152,61,35,108,7,NaN,NaN,NaN,100,NaN,61
8386,,,,,,,,NaN,NaN,NaN,,NaN,
8387,78,11,154,61,35,108,7,NaN,NaN,NaN,100,NaN,61
8388,,,,,,,,NaN,NaN,NaN,,NaN,
8389,78,11,156,61,35,109,7,NaN,NaN,NaN,100,NaN,60
8390,,,,,,,,NaN,NaN,NaN,,NaN,
8391,77,11,154,61,35,109,7,NaN,NaN,NaN,100,NaN,60
8392,,,,,,,,NaN,NaN,NaN,,NaN,
8393,78,11,155,61,35,110,7,NaN,NaN,NaN,100,NaN,60
8394,,,,,,,,NaN,NaN,NaN,,NaN,
8395,77,11,155,60,35,110,7,NaN,NaN,NaN,100,NaN,60
8396,,,,,,,,NaN,NaN,NaN,,NaN,
8397,76,11,153,60,35,109,7,NaN,NaN,NaN,100,NaN,60
8398,,,,,,,,NaN,NaN,NaN,,NaN,
8399,76,11,154,60,35,109,6,NaN,NaN,NaN,100,NaN,60
8400,,,,,,,,NaN,NaN,NaN,,NaN,
8401,75,11,152,60,35,108,6,NaN,NaN,NaN,100,NaN,59
8402,,,,,,,,NaN,NaN,NaN,,NaN,
8403,75,11,150,60,35,107,7,NaN,NaN,NaN,100,NaN,59
8404,,,,,,,,NaN,NaN,NaN,,NaN,
8405,74,11,151,60,35,107,7,NaN,NaN,NaN,100,NaN,59
8406,,,,,,,,NaN,NaN,NaN,,NaN,
8407,73,11,148,60,35,105,7,NaN,NaN,NaN,100,NaN,59
8408,,,,,,,,NaN,NaN,NaN,,NaN,
8409,74,11,148,60,35,105,7,NaN,NaN,NaN,100,NaN,59
8410,,,,,,,,NaN,NaN,NaN,,NaN,
8411,74,11,149,60,34,105,7,NaN,NaN,NaN,100,NaN,59
8412,,,,,,,,NaN,NaN,NaN,,NaN,
8413,74,11,148,60,34,105,7,NaN,NaN,NaN,100,NaN,59
8414,,,,,,,,NaN,NaN,NaN,,NaN,
8415,75,11,151,60,34,106,7,NaN,NaN,NaN,100,NaN,59
8416,,,,,,,,NaN,NaN,NaN,,NaN,
8417,75,11,151,60,34,106,7,NaN,NaN,NaN,100,NaN,59
8418,,,,,,,,NaN,NaN,NaN,,NaN,
8419,76,11,151,60,34,107,6,NaN,NaN,NaN,100,NaN,59
8420,,,,,,,,NaN,NaN,NaN,,NaN,
8421,77,11,155,60,34,108,6,NaN,NaN,NaN,100,NaN,59
8422,,,,,,,,NaN,NaN,NaN,,NaN,
8423,76,11,154,60,34,108,7,NaN,NaN,NaN,100,NaN,59
8424,,,,,,,,NaN,NaN,NaN,,NaN,
8425,77,11,154,60,34,108,7,NaN,NaN,NaN,100,NaN,60
8426,,,,,,,,NaN,NaN,NaN,,NaN,
8427,77,11,156,60,34,109,7,NaN,NaN,NaN,100,NaN,60
8428,,,,,,,,NaN,NaN,NaN,,NaN,
8429,76,11,153,60,34,108,7,NaN,NaN,NaN,100,NaN,60
8430,,,,,,,,NaN,NaN,NaN,,NaN,
8431,77,11,154,60,34,109,7,NaN,NaN,NaN,100,NaN,60
8432,,,,,,,,NaN,NaN,NaN,,NaN,
8433,76,11,154,60,34,109,7,NaN,NaN,NaN,100,NaN,60
8434,,,,,,,,NaN,NaN,NaN,,NaN,
8435,76,11,152,60,34,108,7,NaN,NaN,NaN,100,NaN,60
8436,,,,,,,,NaN,NaN,NaN,,NaN,
8437,76,11,154,60,34,108,6,NaN,NaN,NaN,100,NaN,60
8438,,,,,,,,NaN,NaN,NaN,,NaN,
8439,76,11,153,60,35,108,6,NaN,NaN,NaN,100,NaN,60
8440,,,,,,,,NaN,NaN,NaN,,NaN,
8441,76,11,152,60,35,108,6,NaN,NaN,NaN,100,NaN,60
8442,,,,,,,,NaN,NaN,NaN,,NaN,
8443,77,11,155,60,35,109,6,NaN,NaN,NaN,100,NaN,60
8444,,,,,,,,NaN,NaN,NaN,,NaN,
8445,76,11,154,60,35,109,7,NaN,NaN,NaN,100,NaN,60
8446,,,,,,,,NaN,NaN,NaN,,NaN,
8447,77,11,154,61,34,109,7,NaN,NaN,NaN,100,NaN,60
8448,,,,,,,,NaN,NaN,NaN,,NaN,
8449,76,11,155,61,34,109,7,NaN,NaN,NaN,100,NaN,60
8450,,,,,,,,NaN,NaN,NaN,,NaN,
8451,76,11,153,61,34,108,7,NaN,NaN,NaN,100,NaN,60
8452,,,,,,,,NaN,NaN,NaN,,NaN,
8453,76,11,154,61,34,108,7,NaN,NaN,NaN,100,NaN,60
8454,,,,,,,,NaN,NaN,NaN,,NaN,
8455,76,11,154,60,34,108,7,NaN,NaN,NaN,100,NaN,60
8456,,,,,,,,NaN,NaN,NaN,,NaN,
8457,76,11,152,60,34,108,6,NaN,NaN,NaN,100,NaN,60
8458,,,,,,,,NaN,NaN,NaN,,NaN,
8459,76,11,154,60,34,108,6,NaN,NaN,NaN,100,NaN,60
8460,,,,,,,,NaN,NaN,NaN,,NaN,
8461,75,11,152,60,35,108,6,NaN,NaN,NaN,100,NaN,60
8462,,,,,,,,NaN,NaN,NaN,,NaN,
8463,72,11,151,60,35,107,7,NaN,NaN,NaN,100,NaN,60
8464,,,,,,,,NaN,NaN,NaN,,NaN,
8465,75,11,154,60,35,108,7,NaN,NaN,NaN,100,NaN,60
8466,,,,,,,,NaN,NaN,NaN,,NaN,
8467,75,11,152,60,35,107,7,NaN,NaN,NaN,100,NaN,60
8468,,,,,,,,NaN,NaN,NaN,,NaN,
8469,76,11,152,61,34,108,7,NaN,NaN,NaN,100,NaN,60
8470,,,,,,,,NaN,NaN,NaN,,NaN,
8471,76,11,154,61,34,108,7,NaN,NaN,NaN,100,NaN,60
8472,,,,,,,,NaN,NaN,NaN,,NaN,
8473,76,11,152,61,34,108,7,NaN,NaN,NaN,100,NaN,60
8474,,,,,,,,NaN,NaN,NaN,,NaN,
8475,77,11,152,61,34,108,6,NaN,NaN,NaN,100,NaN,61
8476,,,,,,,,NaN,NaN,NaN,,NaN,
8477,76,11,153,61,34,108,6,NaN,NaN,NaN,100,NaN,60
8478,,,,,,,,NaN,NaN,NaN,,NaN,
8479,76,11,151,61,34,107,6,NaN,NaN,NaN,100,NaN,60
8480,,,,,,,,NaN,NaN,NaN,,NaN,
8481,77,11,155,61,34,108,6,NaN,NaN,NaN,100,NaN,60
8482,,,,,,,,NaN,NaN,NaN,,NaN,
8483,76,11,155,61,35,108,7,NaN,NaN,NaN,100,NaN,60
8484,,,,,,,,NaN,NaN,NaN,,NaN,
8485,76,11,154,60,35,108,7,NaN,NaN,NaN,100,NaN,60
8486,,,,,,,,NaN,NaN,NaN,,NaN,
8487,77,11,157,60,35,109,7,NaN,NaN,NaN,100,NaN,60
8488,,,,,,,,NaN,NaN,NaN,,NaN,
8489,76,11,155,60,35,109,7,NaN,NaN,NaN,100,NaN,60
8490,,,,,,,,NaN,NaN,NaN,,NaN,
8491,77,11,156,60,35,109,7,NaN,NaN,NaN,100,NaN,60
8492,,,,,,,,NaN,NaN,NaN,,NaN,
8493,77,11,156,61,35,109,7,NaN,NaN,NaN,100,NaN,60
8494,,,,,,,,NaN,NaN,NaN,,NaN,
8495,76,11,154,61,35,109,7,NaN,NaN,NaN,100,NaN,60
8496,,,,,,,,NaN,NaN,NaN,,NaN,
8497,76,11,154,61,35,108,7,NaN,NaN,NaN,100,NaN,60
8498,,,,,,,,NaN,NaN,NaN,,NaN,
8499,75,11,154,61,34,108,7,NaN,NaN,NaN,100,NaN,60
8500,,,,,,,,NaN,NaN,NaN,,NaN,
8501,75,11,153,61,34,108,7,NaN,NaN,NaN,100,NaN,60
8502,,,,,,,,NaN,NaN,NaN,,NaN,
8503,76,11,155,61,34,108,7,NaN,NaN,NaN,100,NaN,60
8504,,,,,,,,NaN,NaN,NaN,,NaN,
8505,75,11,153,61,35,108,7,NaN,NaN,NaN,100,NaN,60
8506,,,,,,,,NaN,NaN,NaN,,NaN,
8507,76,11,154,61,35,108,7,NaN,NaN,NaN,100,NaN,60
8508,,,,,,,,NaN,NaN,NaN,,NaN,
8509,75,11,154,61,35,108,7,NaN,NaN,NaN,100,NaN,60
8510,,,,,,,,NaN,NaN,NaN,,NaN,
8511,75,11,152,61,35,107,7,NaN,NaN,NaN,100,NaN,60
8512,,,,,,,,NaN,NaN,NaN,,NaN,
8513,76,11,154,61,35,108,7,NaN,NaN,NaN,100,NaN,60
8514,,,,,,,,NaN,NaN,NaN,,NaN,
8515,75,11,153,61,35,108,7,NaN,NaN,NaN,100,NaN,60
8516,,,,,,,,NaN,NaN,NaN,,NaN,
8517,76,11,152,61,35,108,7,NaN,NaN,NaN,100,NaN,60
8518,,,,,,,,NaN,NaN,NaN,,NaN,
8519,76,11,155,61,35,108,7,NaN,NaN,NaN,100,NaN,60
8520,,,,,,,,NaN,NaN,NaN,,NaN,
8521,75,11,152,61,34,108,7,NaN,NaN,NaN,100,NaN,60
8522,,,,,,,,NaN,NaN,NaN,,NaN,
8523,75,11,151,61,34,107,7,NaN,NaN,NaN,100,NaN,60
8524,,,,,,,,NaN,NaN,NaN,,NaN,
8525,75,11,152,61,34,107,7,NaN,NaN,NaN,100,NaN,60
8526,,,,,,,,NaN,NaN,NaN,,NaN,
8527,74,11,149,61,34,106,7,NaN,NaN,NaN,100,NaN,60
8528,,,,,,,,NaN,NaN,NaN,,NaN,
8529,75,11,149,61,35,106,7,NaN,NaN,NaN,100,NaN,60
8530,,,,,,,,NaN,NaN,NaN,,NaN,
8531,74,11,150,61,35,106,7,NaN,NaN,NaN,100,NaN,60
8532,,,,,,,,NaN,NaN,NaN,,NaN,
8533,74,11,149,61,35,106,7,NaN,NaN,NaN,100,NaN,60
8534,,,,,,,,NaN,NaN,NaN,,NaN,
8535,75,11,151,61,35,106,7,NaN,NaN,NaN,100,NaN,60
8536,,,,,,,,NaN,NaN,NaN,,NaN,
8537,75,11,150,61,35,106,7,NaN,NaN,NaN,100,NaN,61
8538,,,,,,,,NaN,NaN,NaN,,NaN,
8539,75,11,150,61,35,106,7,NaN,NaN,NaN,100,NaN,61
8540,,,,,,,,NaN,NaN,NaN,,NaN,
8541,76,11,152,61,35,107,7,NaN,NaN,NaN,100,NaN,61
8542,,,,,,,,NaN,NaN,NaN,,NaN,
8543,75,11,151,61,34,107,7,NaN,NaN,NaN,100,NaN,61
8544,,,,,,,,NaN,NaN,NaN,,NaN,
8545,75,11,150,61,34,106,7,NaN,NaN,NaN,100,NaN,61
8546,,,,,,,,NaN,NaN,NaN,,NaN,
