time,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/ART_SBP
0,,,,,,,,NaN,NaN,NaN,,NaN,
1,-5,,63,97,62,-9,0,-4.9562602043151855,-495.6260070800781,-498.6846008300781,-5,-4.9562602043151855,-5
2,,,,,,,,-4.956240177154541,-495.6240234375,-498.6826477050781,,-4.956240177154541,
3,-5,,63,97,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
4,,,,,,,,NaN,NaN,NaN,,NaN,
5,-5,,64,97,64,-9,0,NaN,NaN,NaN,-5,NaN,-5
6,,,,,,,,NaN,NaN,NaN,,NaN,
7,-3,,64,97,64,-9,0,NaN,NaN,NaN,-3,NaN,-3
8,,,,,,,,NaN,NaN,NaN,,NaN,
9,-3,,64,97,63,-9,0,NaN,NaN,NaN,-3,NaN,-3
10,,,,,,,,NaN,NaN,NaN,,NaN,
11,-3,,64,97,63,-9,0,NaN,NaN,NaN,-3,NaN,-3
12,,,,,,,,NaN,NaN,NaN,,NaN,
13,-3,,64,97,63,-9,0,NaN,NaN,NaN,-3,NaN,-3
14,,,,,,,,NaN,NaN,NaN,,NaN,
15,-3,,64,98,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
16,,,,,,,,NaN,NaN,NaN,,NaN,
17,-3,,65,98,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
18,,,,,,,,NaN,NaN,NaN,,NaN,
19,-4,,65,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
20,,,,,,,,NaN,NaN,NaN,,NaN,
21,-4,,65,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
22,,,,,,,,NaN,NaN,NaN,,NaN,
23,-5,,65,97,65,-9,0,NaN,NaN,NaN,-5,NaN,-5
24,,,,,,,,NaN,NaN,NaN,,NaN,
25,-5,,67,97,67,-9,0,NaN,NaN,NaN,-5,NaN,-5
26,,,,,,,,NaN,NaN,NaN,,NaN,
27,-5,,69,97,69,-9,0,NaN,NaN,NaN,-5,NaN,-5
28,,,,,,,,NaN,NaN,NaN,,NaN,
29,-5,,70,97,70,-9,0,NaN,NaN,NaN,-5,NaN,-5
30,,,,,,,,NaN,NaN,NaN,,NaN,
31,-5,,71,97,71,-9,0,NaN,NaN,NaN,-5,NaN,-5
32,,,,,,,,NaN,NaN,NaN,,NaN,
33,-5,,71,97,69,-9,0,NaN,NaN,NaN,-5,NaN,-5
34,,,,,,,,NaN,NaN,NaN,,NaN,
35,-5,,69,97,68,-9,0,NaN,NaN,NaN,-5,NaN,-5
36,,,,,,,,NaN,NaN,NaN,,NaN,
37,-5,,67,97,67,-9,0,NaN,NaN,NaN,-5,NaN,-5
38,,,,,,,,NaN,NaN,NaN,,NaN,
39,-5,,67,97,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
40,,,,,,,,NaN,NaN,NaN,,NaN,
41,-5,,66,96,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
42,,,,,,,,NaN,NaN,NaN,,NaN,
43,-4,,66,96,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
44,,,,,,,,NaN,NaN,NaN,,NaN,
45,-4,,69,96,68,-9,0,NaN,NaN,NaN,-4,NaN,-4
46,,,,,,,,NaN,NaN,NaN,,NaN,
47,-4,,71,96,72,-9,0,NaN,NaN,NaN,-4,NaN,-4
48,,,,,,,,NaN,NaN,NaN,,NaN,
49,-4,,74,97,75,-9,0,NaN,NaN,NaN,-4,NaN,-4
50,,,,,,,,NaN,NaN,NaN,,NaN,
51,-4,,74,97,74,-9,0,NaN,NaN,NaN,-4,NaN,-4
52,,,,,,,,NaN,NaN,NaN,,NaN,
53,-4,,73,98,71,-9,0,NaN,NaN,NaN,-4,NaN,-4
54,,,,,,,,NaN,NaN,NaN,,NaN,
55,-5,,71,98,68,-9,0,NaN,NaN,NaN,-5,NaN,-5
56,,,,,,,,NaN,NaN,NaN,,NaN,
57,-5,,67,98,67,-9,0,NaN,NaN,NaN,-5,NaN,-5
58,,,,,,,,NaN,NaN,NaN,,NaN,
59,-5,,67,97,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
60,,,,,,,,NaN,NaN,NaN,,NaN,
61,-5,,67,98,66,-8,0,NaN,NaN,NaN,-5,NaN,-5
62,,,,,,,,NaN,NaN,NaN,,NaN,
63,-5,,67,97,67,-8,0,NaN,NaN,NaN,-5,NaN,-5
64,,,,,,,,NaN,NaN,NaN,,NaN,
65,-5,,68,97,67,-8,0,NaN,NaN,NaN,-5,NaN,-5
66,,,,,,,,NaN,NaN,NaN,,NaN,
67,-6,,69,98,68,-9,0,NaN,NaN,NaN,-6,NaN,-6
68,,,,,,,,NaN,NaN,NaN,,NaN,
69,-6,,71,98,68,-9,0,NaN,NaN,NaN,-6,NaN,-6
70,,,,,,,,NaN,NaN,NaN,,NaN,
71,-5,,74,99,69,-9,0,NaN,NaN,NaN,-5,NaN,-5
72,,,,,,,,NaN,NaN,NaN,,NaN,
73,-5,,76,99,72,-9,0,NaN,NaN,NaN,-5,NaN,-5
74,,,,,,,,NaN,NaN,NaN,,NaN,
75,-4,,78,99,75,-9,0,NaN,NaN,NaN,-4,NaN,-4
76,,,,,,,,NaN,NaN,NaN,,NaN,
77,-4,,77,99,75,-9,0,NaN,NaN,NaN,-4,NaN,-4
78,,,,,,,,NaN,NaN,NaN,,NaN,
79,-4,,75,99,73,-9,0,NaN,NaN,NaN,-4,NaN,-4
80,,,,,,,,NaN,NaN,NaN,,NaN,
81,-4,,72,99,69,-9,0,NaN,NaN,NaN,-4,NaN,-4
82,,,,,,,,NaN,NaN,NaN,,NaN,
83,-5,,69,98,69,-10,0,NaN,NaN,NaN,-5,NaN,-5
84,,,,,,,,NaN,NaN,NaN,,NaN,
85,-5,,68,97,69,-10,0,NaN,NaN,NaN,-5,NaN,-5
86,,,,,,,,NaN,NaN,NaN,,NaN,
87,-4,,69,97,69,-9,0,NaN,NaN,NaN,-4,NaN,-4
88,,,,,,,,NaN,NaN,NaN,,NaN,
89,-4,,71,97,70,-9,0,NaN,NaN,NaN,-4,NaN,-4
90,,,,,,,,NaN,NaN,NaN,,NaN,
91,-5,,74,98,73,-9,0,NaN,NaN,NaN,-5,NaN,-5
92,,,,,,,,NaN,NaN,NaN,,NaN,
93,-5,,75,98,75,-9,0,NaN,NaN,NaN,-5,NaN,-5
94,,,,,,,,NaN,NaN,NaN,,NaN,
95,-5,,76,99,75,-9,0,NaN,NaN,NaN,-5,NaN,-5
96,,,,,,,,NaN,NaN,NaN,,NaN,
97,-5,,74,99,73,-9,0,NaN,NaN,NaN,-5,NaN,-5
98,,,,,,,,NaN,NaN,NaN,,NaN,
99,-5,,73,99,72,-9,0,NaN,NaN,NaN,-5,NaN,-5
100,,,,,,,,NaN,NaN,NaN,,NaN,
101,-5,,71,99,68,-9,0,NaN,NaN,NaN,-5,NaN,-5
102,,,,,,,,NaN,NaN,NaN,,NaN,
103,-5,,68,98,65,-9,0,NaN,NaN,NaN,-5,NaN,-5
104,,,,,,,,NaN,NaN,NaN,,NaN,
105,-5,,65,98,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
106,,,,,,,,NaN,NaN,NaN,,NaN,
107,-5,,63,98,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
108,,,,,,,,NaN,NaN,NaN,,NaN,
109,-5,,63,98,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
110,,,,,,,,NaN,NaN,NaN,,NaN,
111,-4,,64,98,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
112,,,,,,,,NaN,NaN,NaN,,NaN,
113,-4,,65,98,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
114,,,,,,,,NaN,NaN,NaN,,NaN,
115,-4,,66,98,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
116,,,,,,,,NaN,NaN,NaN,,NaN,
117,-4,,66,98,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
118,,,,,,,,NaN,NaN,NaN,,NaN,
119,-4,,65,98,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
120,,,,,,,,NaN,NaN,NaN,,NaN,
121,-4,,64,98,63,-8,0,NaN,NaN,NaN,-4,NaN,-4
122,,,,,,,,NaN,NaN,NaN,,NaN,
123,-5,,65,98,64,-8,0,NaN,NaN,NaN,-5,NaN,-5
124,,,,,,,,NaN,NaN,NaN,,NaN,
125,-5,,65,98,65,-9,0,NaN,NaN,NaN,-5,NaN,-5
126,,,,,,,,NaN,NaN,NaN,,NaN,
127,-5,,65,98,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
128,,,,,,,,NaN,NaN,NaN,,NaN,
129,-5,,66,98,65,-9,0,NaN,NaN,NaN,-5,NaN,-5
130,,,,,,,,NaN,NaN,NaN,,NaN,
131,-5,,66,98,64,-9,0,NaN,NaN,NaN,-5,NaN,-5
132,,,,,,,,NaN,NaN,NaN,,NaN,
133,-5,,64,98,64,-9,0,NaN,NaN,NaN,-5,NaN,-5
134,,,,,,,,NaN,NaN,NaN,,NaN,
135,-5,,64,98,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
136,,,,,,,,NaN,NaN,NaN,,NaN,
137,-5,,64,98,63,-10,0,NaN,NaN,NaN,-5,NaN,-5
138,,,,,,,,NaN,NaN,NaN,,NaN,
139,-5,,63,98,63,-10,0,NaN,NaN,NaN,-5,NaN,-5
140,,,,,,,,NaN,NaN,NaN,,NaN,
141,-5,,63,98,62,-10,0,NaN,NaN,NaN,-5,NaN,-5
142,,,,,,,,NaN,NaN,NaN,,NaN,
143,-4,,62,98,62,-9,0,NaN,NaN,NaN,-4,NaN,-4
144,,,,,,,,NaN,NaN,NaN,,NaN,
145,-4,,62,98,61,-9,0,NaN,NaN,NaN,-4,NaN,-4
146,,,,,,,,NaN,NaN,NaN,,NaN,
147,-4,,62,98,61,-9,0,NaN,NaN,NaN,-4,NaN,-4
148,,,,,,,,NaN,NaN,NaN,,NaN,
149,-4,,62,99,62,-9,0,NaN,NaN,NaN,-4,NaN,-4
150,,,,,,,,NaN,NaN,NaN,,NaN,
151,-5,,62,98,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
152,,,,,,,,NaN,NaN,NaN,,NaN,
153,-5,,63,98,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
154,,,,,,,,NaN,NaN,NaN,,NaN,
155,-4,,63,98,63,-9,0,NaN,NaN,NaN,-4,NaN,-4
156,,,,,,,,NaN,NaN,NaN,,NaN,
157,-4,,63,98,62,-9,0,NaN,NaN,NaN,-4,NaN,-4
158,,,,,,,,NaN,NaN,NaN,,NaN,
159,-5,,63,98,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
160,,,,,,,,NaN,NaN,NaN,,NaN,
161,-5,,62,98,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
162,,,,,,,,NaN,NaN,NaN,,NaN,
163,-5,,62,98,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
164,,,,,,,,NaN,NaN,NaN,,NaN,
165,-5,,63,98,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
166,,,,,,,,NaN,NaN,NaN,,NaN,
167,-5,,63,98,62,-9,0,NaN,NaN,NaN,-5,NaN,-5
168,,,,,,,,NaN,NaN,NaN,,NaN,
169,-5,,63,98,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
170,,,,,,,,NaN,NaN,NaN,,NaN,
171,-5,,63,98,63,-9,0,NaN,NaN,NaN,-5,NaN,-5
172,,,,,,,,NaN,NaN,NaN,,NaN,
173,-5,,64,97,64,-9,0,NaN,NaN,NaN,-5,NaN,-5
174,,,,,,,,NaN,NaN,NaN,,NaN,
175,-5,,64,97,64,-9,0,NaN,NaN,NaN,-5,NaN,-5
176,,,,,,,,NaN,NaN,NaN,,NaN,
177,-5,,65,97,64,-9,0,NaN,NaN,NaN,-5,NaN,-5
178,,,,,,,,NaN,NaN,NaN,,NaN,
179,-4,,64,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
180,,,,,,,,NaN,NaN,NaN,,NaN,
181,-4,,65,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
182,,,,,,,,NaN,NaN,NaN,,NaN,
183,-4,,65,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
184,,,,,,,,NaN,NaN,NaN,,NaN,
185,-4,,65,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
186,,,,,,,,NaN,NaN,NaN,,NaN,
187,-4,,66,97,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
188,,,,,,,,NaN,NaN,NaN,,NaN,
189,-4,,66,97,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
190,,,,,,,,NaN,NaN,NaN,,NaN,
191,-4,,66,97,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
192,,,,,,,,NaN,NaN,NaN,,NaN,
193,-4,,66,97,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
194,,,,,,,,NaN,NaN,NaN,,NaN,
195,-4,,67,97,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
196,,,,,,,,NaN,NaN,NaN,,NaN,
197,-4,,67,97,67,-9,0,NaN,NaN,NaN,-4,NaN,-4
198,,,,,,,,NaN,NaN,NaN,,NaN,
199,-5,,67,97,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
200,,,,,,,,NaN,NaN,NaN,,NaN,
201,-5,,67,97,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
202,,,,,,,,NaN,NaN,NaN,,NaN,
203,-5,,67,97,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
204,,,,,,,,NaN,NaN,NaN,,NaN,
205,-5,,67,97,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
206,,,,,,,,NaN,NaN,NaN,,NaN,
207,-5,,67,96,67,-9,0,NaN,NaN,NaN,-5,NaN,-5
208,,,,,,,,NaN,NaN,NaN,,NaN,
209,-5,,67,97,67,-9,0,NaN,NaN,NaN,-5,NaN,-5
210,,,,,,,,NaN,NaN,NaN,,NaN,
211,-5,,67,97,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
212,,,,,,,,NaN,NaN,NaN,,NaN,
213,-5,,67,97,66,-9,0,NaN,NaN,NaN,-5,NaN,-5
214,,,,,,,,NaN,NaN,NaN,,NaN,
215,-3,,66,97,65,-9,0,NaN,NaN,NaN,-3,NaN,-3
216,,,,,,,,NaN,NaN,NaN,,NaN,
217,-3,,65,97,64,-9,0,NaN,NaN,NaN,-3,NaN,-3
218,,,,,,,,NaN,NaN,NaN,,NaN,
219,-4,,64,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
220,,,,,,,,NaN,NaN,NaN,,NaN,
221,-4,,64,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
222,,,,,,,,NaN,NaN,NaN,,NaN,
223,-3,,64,97,63,-9,0,NaN,NaN,NaN,-3,NaN,-3
224,,,,,,,,NaN,NaN,NaN,,NaN,
225,-3,,63,98,62,-9,0,NaN,NaN,NaN,-3,NaN,-3
226,,,,,,,,NaN,NaN,NaN,,NaN,
227,-4,,63,98,62,-9,0,NaN,NaN,NaN,-4,NaN,-4
228,,,,,,,,NaN,NaN,NaN,,NaN,
229,-4,,62,98,62,-9,0,NaN,NaN,NaN,-4,NaN,-4
230,,,,,,,,NaN,NaN,NaN,,NaN,
231,-4,,63,98,62,-9,0,NaN,NaN,NaN,-4,NaN,-4
232,,,,,,,,NaN,NaN,NaN,,NaN,
233,-4,,64,98,63,-9,0,NaN,NaN,NaN,-4,NaN,-4
234,,,,,,,,NaN,NaN,NaN,,NaN,
235,-4,,65,98,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
236,,,,,,,,NaN,NaN,NaN,,NaN,
237,-4,,65,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
238,,,,,,,,NaN,NaN,NaN,,NaN,
239,-4,,65,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
240,,,,,,,,NaN,NaN,NaN,,NaN,
241,-4,,65,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
242,,,,,,,,NaN,NaN,NaN,,NaN,
243,-4,,65,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
244,,,,,,,,NaN,NaN,NaN,,NaN,
245,-4,,65,97,65,-10,0,NaN,NaN,NaN,-4,NaN,-4
246,,,,,,,,NaN,NaN,NaN,,NaN,
247,-3,,66,97,65,-10,0,NaN,NaN,NaN,-3,NaN,-3
248,,,,,,,,NaN,NaN,NaN,,NaN,
249,-3,,66,97,66,-9,0,NaN,NaN,NaN,-3,NaN,-3
250,,,,,,,,NaN,NaN,NaN,,NaN,
251,-3,,67,97,67,-9,0,NaN,NaN,NaN,-3,NaN,-3
252,,,,,,,,NaN,NaN,NaN,,NaN,
253,-3,,67,97,67,-9,0,NaN,NaN,NaN,-3,NaN,-3
254,,,,,,,,NaN,NaN,NaN,,NaN,
255,-4,,67,97,67,-9,0,NaN,NaN,NaN,-4,NaN,-4
256,,,,,,,,NaN,NaN,NaN,,NaN,
257,-4,,65,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
258,,,,,,,,NaN,NaN,NaN,,NaN,
259,-3,,64,97,62,-9,0,NaN,NaN,NaN,-3,NaN,-3
260,,,,,,,,NaN,NaN,NaN,,NaN,
261,-3,,62,97,62,-9,0,NaN,NaN,NaN,-3,NaN,-3
262,,,,,,,,NaN,NaN,NaN,,NaN,
263,-4,,62,98,62,-9,0,NaN,NaN,NaN,-4,NaN,-4
264,,,,,,,,NaN,NaN,NaN,,NaN,
265,-4,,63,98,63,-9,0,NaN,NaN,NaN,-4,NaN,-4
266,,,,,,,,NaN,NaN,NaN,,NaN,
267,-4,,63,98,63,-9,0,NaN,NaN,NaN,-4,NaN,-4
268,,,,,,,,NaN,NaN,NaN,,NaN,
269,-4,,64,98,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
270,,,,,,,,NaN,NaN,NaN,,NaN,
271,-4,,64,98,64,-10,0,NaN,NaN,NaN,-4,NaN,-4
272,,,,,,,,NaN,NaN,NaN,,NaN,
273,-4,,64,98,64,-10,0,NaN,NaN,NaN,-4,NaN,-4
274,,,,,,,,NaN,NaN,NaN,,NaN,
275,-4,,64,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
276,,,,,,,,NaN,NaN,NaN,,NaN,
277,-4,,64,98,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
278,,,,,,,,NaN,NaN,NaN,,NaN,
279,-4,,65,98,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
280,,,,,,,,NaN,NaN,NaN,,NaN,
281,-4,,66,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
282,,,,,,,,NaN,NaN,NaN,,NaN,
283,-3,,67,97,66,-9,0,NaN,NaN,NaN,-3,NaN,-3
284,,,,,,,,NaN,NaN,NaN,,NaN,
285,-3,,67,97,67,-9,0,NaN,NaN,NaN,-3,NaN,-3
286,,,,,,,,NaN,NaN,NaN,,NaN,
287,-3,,68,97,68,-9,0,NaN,NaN,NaN,-3,NaN,-3
288,,,,,,,,NaN,NaN,NaN,,NaN,
289,-3,,69,97,68,-9,0,NaN,NaN,NaN,-3,NaN,-3
290,,,,,,,,NaN,NaN,NaN,,NaN,
291,-3,,69,97,69,-9,0,NaN,NaN,NaN,-3,NaN,-3
292,,,,,,,,NaN,NaN,NaN,,NaN,
293,-3,,70,97,70,-9,0,NaN,NaN,NaN,-3,NaN,-3
294,,,,,,,,NaN,NaN,NaN,,NaN,
295,-3,,71,97,71,-9,0,NaN,NaN,NaN,-3,NaN,-3
296,,,,,,,,NaN,NaN,NaN,,NaN,
297,-3,,71,97,70,-9,0,NaN,NaN,NaN,-3,NaN,-3
298,,,,,,,,NaN,NaN,NaN,,NaN,
299,-4,,70,97,68,-9,0,NaN,NaN,NaN,-4,NaN,-4
300,,,,,,,,NaN,NaN,NaN,,NaN,
301,-4,,68,97,67,-9,0,NaN,NaN,NaN,-4,NaN,-4
302,,,,,,,,NaN,NaN,NaN,,NaN,
303,-4,,68,97,67,-9,0,NaN,NaN,NaN,-4,NaN,-4
304,,,,,,,,NaN,NaN,NaN,,NaN,
305,-4,,67,97,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
306,,,,,,,,NaN,NaN,NaN,,NaN,
307,-4,,67,97,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
308,,,,,,,,NaN,NaN,NaN,,NaN,
309,-4,,66,97,65,-8,0,NaN,NaN,NaN,-4,NaN,-4
310,,,,,,,,NaN,NaN,NaN,,NaN,
311,-4,,65,97,64,-8,0,NaN,NaN,NaN,-4,NaN,-4
312,,,,,,,,NaN,NaN,NaN,,NaN,
313,-4,,64,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
314,,,,,,,,NaN,NaN,NaN,,NaN,
315,-4,,64,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
316,,,,,,,,NaN,NaN,NaN,,NaN,
317,-4,,64,97,64,-9,0,NaN,NaN,NaN,-4,NaN,-4
318,,,,,,,,NaN,NaN,NaN,,NaN,
319,-2,,65,97,64,-9,0,NaN,NaN,NaN,-2,NaN,-2
320,,,,,,,,NaN,NaN,NaN,,NaN,
321,-2,,64,97,64,-9,0,NaN,NaN,NaN,-2,NaN,-2
322,,,,,,,,NaN,NaN,NaN,,NaN,
323,-2,,64,97,64,-9,0,NaN,NaN,NaN,-2,NaN,-2
324,,,,,,,,NaN,NaN,NaN,,NaN,
325,-2,,65,98,64,-9,0,NaN,NaN,NaN,-2,NaN,-2
326,,,,,,,,NaN,NaN,NaN,,NaN,
327,-2,,65,98,64,-9,0,NaN,NaN,NaN,-2,NaN,-2
328,,,,,,,,NaN,NaN,NaN,,NaN,
329,-2,,65,98,65,-8,0,NaN,NaN,NaN,-2,NaN,-2
330,,,,,,,,NaN,NaN,NaN,,NaN,
331,-3,,65,98,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
332,,,,,,,,NaN,NaN,NaN,,NaN,
333,-3,,65,98,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
334,,,,,,,,NaN,NaN,NaN,,NaN,
335,-3,,65,97,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
336,,,,,,,,NaN,NaN,NaN,,NaN,
337,-3,,65,97,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
338,,,,,,,,NaN,NaN,NaN,,NaN,
339,-3,,65,97,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
340,,,,,,,,NaN,NaN,NaN,,NaN,
341,-3,,66,97,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
342,,,,,,,,NaN,NaN,NaN,,NaN,
343,-4,,66,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
344,,,,,,,,NaN,NaN,NaN,,NaN,
345,-4,,66,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
346,,,,,,,,NaN,NaN,NaN,,NaN,
347,-4,,66,97,66,-9,0,NaN,NaN,NaN,-4,NaN,-4
348,,,,,,,,NaN,NaN,NaN,,NaN,
349,-4,,66,97,65,-9,0,NaN,NaN,NaN,-4,NaN,-4
350,,,,,,,,NaN,NaN,NaN,,NaN,
351,-2,,66,97,66,-9,0,NaN,NaN,NaN,-2,NaN,-2
352,,,,,,,,NaN,NaN,NaN,,NaN,
353,-2,,67,97,66,-9,0,NaN,NaN,NaN,-2,NaN,-2
354,,,,,,,,NaN,NaN,NaN,,NaN,
355,-3,,67,97,66,-8,0,NaN,NaN,NaN,-3,NaN,-3
356,,,,,,,,NaN,NaN,NaN,,NaN,
357,-3,,66,97,66,-8,0,NaN,NaN,NaN,-3,NaN,-3
358,,,,,,,,NaN,NaN,NaN,,NaN,
359,-3,,66,98,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
360,,,,,,,,NaN,NaN,NaN,,NaN,
361,-3,,66,98,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
362,,,,,,,,NaN,NaN,NaN,,NaN,
363,-3,,66,97,66,-8,0,NaN,NaN,NaN,-3,NaN,-3
364,,,,,,,,NaN,NaN,NaN,,NaN,
365,-3,,66,97,66,-8,0,NaN,NaN,NaN,-3,NaN,-3
366,,,,,,,,NaN,NaN,NaN,,NaN,
367,-3,,66,97,66,-8,0,NaN,NaN,NaN,-3,NaN,-3
368,,,,,,,,NaN,NaN,NaN,,NaN,
369,-3,,66,98,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
370,,,,,,,,NaN,NaN,NaN,,NaN,
371,-3,,66,98,66,-8,0,NaN,NaN,NaN,-3,NaN,-3
372,,,,,,,,NaN,NaN,NaN,,NaN,
373,-3,,66,98,66,-9,0,NaN,NaN,NaN,-3,NaN,-3
374,,,,,,,,NaN,NaN,NaN,,NaN,
375,-3,,67,98,66,-9,0,NaN,NaN,NaN,-3,NaN,-3
376,,,,,,,,NaN,NaN,NaN,,NaN,
377,-3,,68,98,67,-9,0,NaN,NaN,NaN,-3,NaN,-3
378,,,,,,,,NaN,NaN,NaN,,NaN,
379,-4,,68,98,68,-9,0,NaN,NaN,NaN,-4,NaN,-4
380,,,,,,,,NaN,NaN,NaN,,NaN,
381,-4,,67,98,68,-8,0,NaN,NaN,NaN,-4,NaN,-4
382,,,,,,,,NaN,NaN,NaN,,NaN,
383,-4,,67,98,66,-8,0,NaN,NaN,NaN,-4,NaN,-4
384,,,,,,,,NaN,NaN,NaN,,NaN,
385,-4,,66,98,65,-8,0,NaN,NaN,NaN,-4,NaN,-4
386,,,,,,,,NaN,NaN,NaN,,NaN,
387,-2,,66,98,65,-8,0,NaN,NaN,NaN,-2,NaN,-2
388,,,,,,,,NaN,NaN,NaN,,NaN,
389,-2,,66,98,66,-8,0,NaN,NaN,NaN,-2,NaN,-2
390,,,,,,,,NaN,NaN,NaN,,NaN,
391,-3,,66,98,66,-8,0,NaN,NaN,NaN,-3,NaN,-3
392,,,,,,,,NaN,NaN,NaN,,NaN,
393,-3,,66,98,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
394,,,,,,,,NaN,NaN,NaN,,NaN,
395,-3,,66,98,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
396,,,,,,,,NaN,NaN,NaN,,NaN,
397,-3,,66,98,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
398,,,,,,,,NaN,NaN,NaN,,NaN,
399,-3,,65,98,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
400,,,,,,,,NaN,NaN,NaN,,NaN,
401,-3,,65,98,65,-8,0,NaN,NaN,NaN,-3,NaN,-3
402,,,,,,,,NaN,NaN,NaN,,NaN,
403,-3,,65,98,65,-9,0,NaN,NaN,NaN,-3,NaN,-3
404,,,,,,,,NaN,NaN,NaN,,NaN,
405,-3,,65,98,64,-9,0,NaN,NaN,NaN,-3,NaN,-3
406,,,,,,,,NaN,NaN,NaN,,NaN,
407,-3,,65,98,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
408,,,,,,,,NaN,NaN,NaN,,NaN,
409,-3,,65,98,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
410,,,,,,,,NaN,NaN,NaN,,NaN,
411,-4,,65,98,64,-8,0,NaN,NaN,NaN,-4,NaN,-4
412,,,,,,,,NaN,NaN,NaN,,NaN,
413,-4,,65,98,64,-8,0,NaN,NaN,NaN,-4,NaN,-4
414,,,,,,,,NaN,NaN,NaN,,NaN,
415,-3,,65,98,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
416,,,,,,,,NaN,NaN,NaN,,NaN,
417,-3,,65,98,64,-8,0,NaN,NaN,NaN,-3,NaN,-3
