time,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_V5,SNUADC/CVP,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/ART_SBP
8964,103,16,62,100,61,9,32,NaN,NaN,NaN,73,NaN,147
8965,,,,,,,,NaN,NaN,NaN,,NaN,
8966,104,16,61,100,60,9,32,NaN,NaN,NaN,74,NaN,149
8967,,,,,,,,NaN,NaN,NaN,,NaN,
8968,104,16,61,100,61,9,33,NaN,NaN,NaN,75,NaN,149
8969,,,,,,,,NaN,NaN,NaN,,NaN,
8970,104,16,62,100,61,9,33,NaN,NaN,NaN,75,NaN,151
8971,,,,,,,,NaN,NaN,NaN,,NaN,
8972,103,16,61,100,61,9,33,NaN,NaN,NaN,73,NaN,147
8973,,,,,,,,NaN,NaN,NaN,,NaN,
8974,103,16,61,100,61,9,33,NaN,NaN,NaN,73,NaN,148
8975,,,,,,,,NaN,NaN,NaN,,NaN,
8976,102,16,61,100,61,8,33,NaN,NaN,NaN,74,NaN,144
8977,,,,,,,,NaN,NaN,NaN,,NaN,
8978,103,16,61,100,61,8,33,NaN,NaN,NaN,74,NaN,147
8979,,,,,,,,NaN,NaN,NaN,,NaN,
8980,103,16,61,100,61,8,33,NaN,NaN,NaN,75,NaN,145
8981,,,,,,,,NaN,NaN,NaN,,NaN,
8982,103,16,62,100,61,8,33,NaN,NaN,NaN,75,NaN,147
8983,,,,,,,,NaN,NaN,NaN,,NaN,
8984,104,16,62,100,61,8,33,NaN,NaN,NaN,76,NaN,147
8985,,,,,,,,NaN,NaN,NaN,,NaN,
8986,104,16,62,100,71,8,33,NaN,NaN,NaN,76,NaN,148
8987,,,,,,,,NaN,NaN,NaN,,NaN,
8988,105,16,63,100,72,8,33,NaN,NaN,NaN,77,NaN,148
8989,,,,,,,,NaN,NaN,NaN,,NaN,
8990,105,16,64,100,72,8,32,NaN,NaN,NaN,76,NaN,148
8991,,,,,,,,NaN,NaN,NaN,,NaN,
8992,105,16,64,100,72,8,32,NaN,NaN,NaN,76,NaN,148
8993,,,,,,,,NaN,NaN,NaN,,NaN,
8994,104,16,64,100,72,8,32,NaN,NaN,NaN,74,NaN,148
8995,,,,,,,,NaN,NaN,NaN,,NaN,
8996,105,16,64,100,72,8,32,NaN,NaN,NaN,75,NaN,149
8997,,,,,,,,NaN,NaN,NaN,,NaN,
8998,104,16,63,100,72,8,32,NaN,NaN,NaN,75,NaN,146
8999,,,,,,,,NaN,NaN,NaN,,NaN,
9000,105,16,63,100,70,8,32,NaN,NaN,NaN,76,NaN,150
9001,,,,,,,,NaN,NaN,NaN,,NaN,
9002,105,16,63,100,63,8,32,NaN,NaN,NaN,76,NaN,147
9003,,,,,,,,NaN,NaN,NaN,,NaN,
9004,106,16,64,100,63,8,33,NaN,NaN,NaN,76,NaN,151
9005,,,,,,,,NaN,NaN,NaN,,NaN,
9006,105,16,64,100,68,8,33,NaN,NaN,NaN,76,NaN,148
9007,,,,,,,,NaN,NaN,NaN,,NaN,
9008,106,16,64,100,73,8,33,NaN,NaN,NaN,76,NaN,151
9009,,,,,,,,NaN,NaN,NaN,,NaN,
9010,106,16,64,100,73,8,33,NaN,NaN,NaN,76,NaN,149
9011,,,,,,,,NaN,NaN,NaN,,NaN,
9012,106,16,65,100,73,8,33,NaN,NaN,NaN,76,NaN,150
9013,,,,,,,,NaN,NaN,NaN,,NaN,
9014,105,16,64,100,68,8,33,NaN,NaN,NaN,76,NaN,148
9015,,,,,,,,NaN,NaN,NaN,,NaN,
9016,105,16,64,100,64,8,33,NaN,NaN,NaN,75,NaN,148
9017,,,,,,,,NaN,NaN,NaN,,NaN,
9018,105,16,64,100,64,8,33,NaN,NaN,NaN,76,NaN,148
9019,,,,,,,,NaN,NaN,NaN,,NaN,
9020,105,16,64,100,64,8,33,NaN,NaN,NaN,76,NaN,149
9021,,,,,,,,NaN,NaN,NaN,,NaN,
9022,105,16,64,100,65,9,33,NaN,NaN,NaN,76,NaN,148
9023,,,,,,,,NaN,NaN,NaN,,NaN,
9024,105,16,64,100,65,9,33,NaN,NaN,NaN,76,NaN,147
9025,,,,,,,,NaN,NaN,NaN,,NaN,
9026,106,16,65,100,64,9,33,NaN,NaN,NaN,77,NaN,151
9027,,,,,,,,NaN,NaN,NaN,,NaN,
9028,105,16,65,100,65,9,33,NaN,NaN,NaN,76,NaN,148
9029,,,,,,,,NaN,NaN,NaN,,NaN,
9030,106,16,65,100,64,8,33,NaN,NaN,NaN,76,NaN,150
9031,,,,,,,,NaN,NaN,NaN,,NaN,
9032,104,16,65,100,64,8,33,NaN,NaN,NaN,75,NaN,146
9033,,,,,,,,NaN,NaN,NaN,,NaN,
9034,104,16,65,100,65,8,33,NaN,NaN,NaN,75,NaN,147
9035,,,,,,,,NaN,NaN,NaN,,NaN,
9036,104,16,65,100,65,8,33,NaN,NaN,NaN,76,NaN,146
9037,,,,,,,,NaN,NaN,NaN,,NaN,
9038,106,16,66,100,65,8,32,NaN,NaN,NaN,76,NaN,150
9039,,,,,,,,NaN,NaN,NaN,,NaN,
9040,105,16,66,100,66,8,32,NaN,NaN,NaN,76,NaN,148
9041,,,,,,,,NaN,NaN,NaN,,NaN,
9042,106,16,67,100,67,8,32,NaN,NaN,NaN,75,NaN,152
9043,,,,,,,,NaN,NaN,NaN,,NaN,
9044,105,16,67,100,66,8,32,NaN,NaN,NaN,73,NaN,150
9045,,,,,,,,NaN,NaN,NaN,,NaN,
9046,105,16,66,100,66,8,32,NaN,NaN,NaN,74,NaN,148
9047,,,,,,,,NaN,NaN,NaN,,NaN,
9048,104,16,66,100,65,8,32,NaN,NaN,NaN,72,NaN,151
9049,,,,,,,,NaN,NaN,NaN,,NaN,
9050,103,16,64,100,62,8,32,NaN,NaN,NaN,71,NaN,149
9051,,,,,,,,NaN,NaN,NaN,,NaN,
9052,103,16,62,100,61,9,33,NaN,NaN,NaN,73,NaN,150
9053,,,,,,,,NaN,NaN,NaN,,NaN,
9054,104,16,62,100,60,9,33,NaN,NaN,NaN,75,NaN,148
9055,,,,,,,,NaN,NaN,NaN,,NaN,
9056,106,16,62,100,61,9,33,NaN,NaN,NaN,76,NaN,152
9057,,,,,,,,NaN,NaN,NaN,,NaN,
9058,106,16,62,100,63,9,33,NaN,NaN,NaN,76,NaN,151
9059,,,,,,,,NaN,NaN,NaN,,NaN,
9060,107,16,64,100,65,8,33,NaN,NaN,NaN,76,NaN,153
9061,,,,,,,,NaN,NaN,NaN,,NaN,
9062,106,16,65,100,65,8,33,NaN,NaN,NaN,75,NaN,150
9063,,,,,,,,NaN,NaN,NaN,,NaN,
9064,107,16,66,100,65,8,33,NaN,NaN,NaN,75,NaN,153
9065,,,,,,,,NaN,NaN,NaN,,NaN,
9066,106,16,65,100,65,8,33,NaN,NaN,NaN,75,NaN,150
9067,,,,,,,,NaN,NaN,NaN,,NaN,
9068,106,16,65,100,64,8,33,NaN,NaN,NaN,74,NaN,153
9069,,,,,,,,NaN,NaN,NaN,,NaN,
9070,105,16,65,100,64,8,33,NaN,NaN,NaN,74,NaN,149
9071,,,,,,,,NaN,NaN,NaN,,NaN,
9072,105,16,64,100,64,8,33,NaN,NaN,NaN,74,NaN,151
9073,,,,,,,,NaN,NaN,NaN,,NaN,
9074,105,16,64,100,64,9,34,NaN,NaN,NaN,74,NaN,148
9075,,,,,,,,NaN,NaN,NaN,,NaN,
9076,106,16,65,100,64,9,34,NaN,NaN,NaN,76,NaN,150
9077,,,,,,,,NaN,NaN,NaN,,NaN,
9078,107,16,65,100,65,9,34,NaN,NaN,NaN,77,NaN,152
9079,,,,,,,,NaN,NaN,NaN,,NaN,
9080,108,16,66,100,66,9,34,NaN,NaN,NaN,76,NaN,153
9081,,,,,,,,NaN,NaN,NaN,,NaN,
9082,108,16,67,100,67,9,33,NaN,NaN,NaN,77,NaN,152
9083,,,,,,,,NaN,NaN,NaN,,NaN,
9084,107,16,67,100,67,9,33,NaN,NaN,NaN,75,NaN,152
9085,,,,,,,,NaN,NaN,NaN,,NaN,
9086,107,16,67,100,67,9,33,NaN,NaN,NaN,75,NaN,154
9087,,,,,,,,NaN,NaN,NaN,,NaN,
9088,106,16,67,100,66,9,33,NaN,NaN,NaN,75,NaN,151
9089,,,,,,,,NaN,NaN,NaN,,NaN,
9090,107,16,67,100,66,9,33,NaN,NaN,NaN,75,NaN,153
9091,,,,,,,,NaN,NaN,NaN,,NaN,
9092,106,16,66,100,65,9,33,NaN,NaN,NaN,74,NaN,150
9093,,,,,,,,NaN,NaN,NaN,,NaN,
9094,106,16,66,100,65,9,33,NaN,NaN,NaN,74,NaN,152
9095,,,,,,,,NaN,NaN,NaN,,NaN,
9096,105,16,66,100,65,9,33,NaN,NaN,NaN,74,NaN,150
9097,,,,,,,,NaN,NaN,NaN,,NaN,
9098,105,16,66,100,65,9,33,NaN,NaN,NaN,73,NaN,152
9099,,,,,,,,NaN,NaN,NaN,,NaN,
9100,104,16,65,100,65,9,33,NaN,NaN,NaN,73,NaN,148
9101,,,,,,,,NaN,NaN,NaN,,NaN,
9102,105,16,65,100,65,9,33,NaN,NaN,NaN,73,NaN,151
9103,,,,,,,,NaN,NaN,NaN,,NaN,
9104,104,16,65,100,64,9,33,NaN,NaN,NaN,73,NaN,148
9105,,,,,,,,NaN,NaN,NaN,,NaN,
9106,104,16,65,100,64,9,33,NaN,NaN,NaN,73,NaN,148
9107,,,,,,,,NaN,NaN,NaN,,NaN,
9108,104,16,65,100,65,9,33,NaN,NaN,NaN,74,NaN,149
9109,,,,,,,,NaN,NaN,NaN,,NaN,
9110,104,16,65,100,65,9,33,NaN,NaN,NaN,73,NaN,148
9111,,,,,,,,NaN,NaN,NaN,,NaN,
9112,104,16,65,100,65,9,34,NaN,NaN,NaN,73,NaN,149
9113,,,,,,,,NaN,NaN,NaN,,NaN,
9114,104,16,66,100,65,9,34,NaN,NaN,NaN,73,NaN,147
9115,,,,,,,,NaN,NaN,NaN,,NaN,
9116,105,16,66,100,65,9,34,NaN,NaN,NaN,74,NaN,151
9117,,,,,,,,NaN,NaN,NaN,,NaN,
9118,105,16,66,100,65,9,34,NaN,NaN,NaN,75,NaN,148
9119,,,,,,,,NaN,NaN,NaN,,NaN,
9120,105,16,66,100,66,9,34,NaN,NaN,NaN,74,NaN,151
9121,,,,,,,,NaN,NaN,NaN,,NaN,
9122,105,16,66,100,66,9,34,NaN,NaN,NaN,74,NaN,148
9123,,,,,,,,NaN,NaN,NaN,,NaN,
9124,105,16,67,100,66,9,34,NaN,NaN,NaN,74,NaN,151
9125,,,,,,,,NaN,NaN,NaN,,NaN,
9126,104,16,66,100,66,9,33,NaN,NaN,NaN,74,NaN,148
9127,,,,,,,,NaN,NaN,NaN,,NaN,
9128,105,16,66,100,66,9,33,NaN,NaN,NaN,73,NaN,150
9129,,,,,,,,NaN,NaN,NaN,,NaN,
9130,104,16,66,100,66,9,33,NaN,NaN,NaN,73,NaN,147
9131,,,,,,,,NaN,NaN,NaN,,NaN,
9132,104,16,66,100,66,8,33,NaN,NaN,NaN,73,NaN,151
9133,,,,,,,,NaN,NaN,NaN,,NaN,
9134,102,16,66,100,64,8,33,NaN,NaN,NaN,69,NaN,148
9135,,,,,,,,NaN,NaN,NaN,,NaN,
9136,101,16,64,100,63,8,33,NaN,NaN,NaN,69,NaN,146
9137,,,,,,,,NaN,NaN,NaN,,NaN,
9138,100,16,63,100,61,9,33,NaN,NaN,NaN,71,NaN,143
9139,,,,,,,,NaN,NaN,NaN,,NaN,
9140,101,16,63,100,61,9,34,NaN,NaN,NaN,72,NaN,146
9141,,,,,,,,NaN,NaN,NaN,,NaN,
9142,103,16,63,100,61,8,34,NaN,NaN,NaN,73,NaN,148
9143,,,,,,,,NaN,NaN,NaN,,NaN,
9144,103,16,64,100,65,8,34,NaN,NaN,NaN,72,NaN,147
9145,,,,,,,,NaN,NaN,NaN,,NaN,
9146,103,16,65,100,65,9,34,NaN,NaN,NaN,73,NaN,148
9147,,,,,,,,NaN,NaN,NaN,,NaN,
9148,103,16,66,100,66,9,33,NaN,NaN,NaN,72,NaN,147
9149,,,,,,,,NaN,NaN,NaN,,NaN,
9150,103,16,66,100,66,8,33,NaN,NaN,NaN,72,NaN,147
9151,,,,,,,,NaN,NaN,NaN,,NaN,
9152,102,16,66,100,66,8,33,NaN,NaN,NaN,72,NaN,145
9153,,,,,,,,NaN,NaN,NaN,,NaN,
9154,103,16,67,100,66,8,33,NaN,NaN,NaN,72,NaN,148
9155,,,,,,,,NaN,NaN,NaN,,NaN,
9156,102,16,66,100,66,8,34,NaN,NaN,NaN,72,NaN,145
9157,,,,,,,,NaN,NaN,NaN,,NaN,
9158,103,16,67,100,66,8,34,NaN,NaN,NaN,72,NaN,147
9159,,,,,,,,NaN,NaN,NaN,,NaN,
9160,102,16,67,100,66,8,34,NaN,NaN,NaN,72,NaN,146
9161,,,,,,,,NaN,NaN,NaN,,NaN,
9162,102,16,67,100,66,8,34,NaN,NaN,NaN,71,NaN,146
9163,,,,,,,,NaN,NaN,NaN,,NaN,
9164,102,16,66,100,66,8,34,NaN,NaN,NaN,71,NaN,145
9165,,,,,,,,NaN,NaN,NaN,,NaN,
9166,102,16,66,100,66,8,34,NaN,NaN,NaN,72,NaN,147
9167,,,,,,,,NaN,NaN,NaN,,NaN,
9168,102,16,66,100,66,8,34,NaN,NaN,NaN,72,NaN,145
9169,,,,,,,,NaN,NaN,NaN,,NaN,
9170,102,16,67,100,66,8,33,NaN,NaN,NaN,72,NaN,146
9171,,,,,,,,NaN,NaN,NaN,,NaN,
9172,103,16,67,100,67,8,33,NaN,NaN,NaN,73,NaN,147
9173,,,,,,,,NaN,NaN,NaN,,NaN,
9174,103,16,67,100,67,8,33,NaN,NaN,NaN,72,NaN,147
9175,,,,,,,,NaN,NaN,NaN,,NaN,
9176,101,16,68,100,66,9,33,NaN,NaN,NaN,69,NaN,145
9177,,,,,,,,NaN,NaN,NaN,,NaN,
9178,100,16,66,100,64,9,33,NaN,NaN,NaN,69,NaN,144
9179,,,,,,,,NaN,NaN,NaN,,NaN,
9180,100,16,64,100,63,9,33,NaN,NaN,NaN,70,NaN,146
9181,,,,,,,,NaN,NaN,NaN,,NaN,
9182,99,16,63,100,60,9,33,NaN,NaN,NaN,70,NaN,143
9183,,,,,,,,NaN,NaN,NaN,,NaN,
9184,99,16,61,100,59,9,34,NaN,NaN,NaN,69,NaN,144
9185,,,,,,,,NaN,NaN,NaN,,NaN,
9186,97,16,60,100,60,9,34,NaN,NaN,NaN,68,NaN,141
9187,,,,,,,,NaN,NaN,NaN,,NaN,
9188,98,16,60,100,59,9,34,NaN,NaN,NaN,69,NaN,142
9189,,,,,,,,NaN,NaN,NaN,,NaN,
9190,97,16,60,100,60,9,34,NaN,NaN,NaN,68,NaN,141
9191,,,,,,,,NaN,NaN,NaN,,NaN,
9192,97,16,60,100,59,10,34,NaN,NaN,NaN,69,NaN,144
9193,,,,,,,,NaN,NaN,NaN,,NaN,
9194,98,16,59,100,58,10,34,NaN,NaN,NaN,70,NaN,145
9195,,,,,,,,NaN,NaN,NaN,,NaN,
9196,98,16,58,100,56,8,34,NaN,NaN,NaN,70,NaN,147
9197,,,,,,,,NaN,NaN,NaN,,NaN,
9198,99,16,57,100,55,8,34,NaN,NaN,NaN,72,NaN,143
9199,,,,,,,,NaN,NaN,NaN,,NaN,
9200,100,16,56,100,55,8,33,NaN,NaN,NaN,73,NaN,144
9201,,,,,,,,NaN,NaN,NaN,,NaN,
9202,100,16,56,100,55,7,33,NaN,NaN,NaN,75,NaN,143
9203,,,,,,,,NaN,NaN,NaN,,NaN,
9204,102,16,58,100,55,7,33,NaN,NaN,NaN,78,NaN,145
9205,,,,,,,,NaN,NaN,NaN,,NaN,
9206,105,16,60,100,55,8,32,NaN,NaN,NaN,79,NaN,151
9207,,,,,,,,NaN,NaN,NaN,,NaN,
9208,108,16,62,100,59,8,32,NaN,NaN,NaN,82,NaN,152
9209,,,,,,,,NaN,NaN,NaN,,NaN,
9210,112,16,64,100,62,9,32,NaN,NaN,NaN,84,NaN,161
9211,,,,,,,,NaN,NaN,NaN,,NaN,
9212,115,16,65,100,66,9,32,NaN,NaN,NaN,83,NaN,164
9213,,,,,,,,NaN,NaN,NaN,,NaN,
9214,114,16,67,100,66,8,32,NaN,NaN,NaN,82,NaN,159
9215,,,,,,,,NaN,NaN,NaN,,NaN,
9216,113,16,67,100,67,8,32,NaN,NaN,NaN,82,NaN,155
9217,,,,,,,,NaN,NaN,NaN,,NaN,
9218,116,16,69,100,68,8,32,NaN,NaN,NaN,86,NaN,162
9219,,,,,,,,NaN,NaN,NaN,,NaN,
9220,117,16,70,100,71,8,32,NaN,NaN,NaN,85,NaN,163
9221,,,,,,,,NaN,NaN,NaN,,NaN,
9222,116,16,72,100,72,7,32,NaN,NaN,NaN,83,NaN,161
9223,,,,,,,,NaN,NaN,NaN,,NaN,
9224,115,16,73,100,73,7,32,NaN,NaN,NaN,82,NaN,159
9225,,,,,,,,NaN,NaN,NaN,,NaN,
9226,113,16,74,100,73,8,32,NaN,NaN,NaN,79,NaN,156
9227,,,,,,,,NaN,NaN,NaN,,NaN,
9228,111,16,74,100,74,8,32,NaN,NaN,NaN,78,NaN,155
9229,,,,,,,,NaN,NaN,NaN,,NaN,
9230,108,16,74,100,74,8,33,NaN,NaN,NaN,75,NaN,151
9231,,,,,,,,NaN,NaN,NaN,,NaN,
9232,107,16,74,100,74,8,33,NaN,NaN,NaN,74,NaN,150
9233,,,,,,,,NaN,NaN,NaN,,NaN,
9234,103,16,74,100,74,8,33,NaN,NaN,NaN,70,NaN,147
9235,,,,,,,,NaN,NaN,NaN,,NaN,
9236,101,16,73,100,72,8,34,NaN,NaN,NaN,69,NaN,146
9237,,,,,,,,NaN,NaN,NaN,,NaN,
9238,99,16,70,100,69,8,34,NaN,NaN,NaN,69,NaN,142
9239,,,,,,,,NaN,NaN,NaN,,NaN,
9240,101,16,69,100,68,9,34,NaN,NaN,NaN,72,NaN,147
9241,,,,,,,,NaN,NaN,NaN,,NaN,
9242,101,16,69,100,68,9,34,NaN,NaN,NaN,73,NaN,148
9243,,,,,,,,NaN,NaN,NaN,,NaN,
9244,103,16,69,100,70,8,34,NaN,NaN,NaN,73,NaN,150
9245,,,,,,,,NaN,NaN,NaN,,NaN,
9246,103,16,70,100,70,8,34,NaN,NaN,NaN,74,NaN,147
9247,,,,,,,,NaN,NaN,NaN,,NaN,
9248,104,16,70,100,70,8,34,NaN,NaN,NaN,74,NaN,150
9249,,,,,,,,NaN,NaN,NaN,,NaN,
9250,105,16,71,100,70,8,34,NaN,NaN,NaN,75,NaN,151
9251,,,,,,,,NaN,NaN,NaN,,NaN,
9252,107,16,70,100,70,8,34,NaN,NaN,NaN,76,NaN,154
9253,,,,,,,,NaN,NaN,NaN,,NaN,
9254,108,16,71,100,70,8,34,NaN,NaN,NaN,77,NaN,155
9255,,,,,,,,NaN,NaN,NaN,,NaN,
9256,109,16,70,100,70,7,34,NaN,NaN,NaN,76,NaN,159
9257,,,,,,,,NaN,NaN,NaN,,NaN,
9258,109,16,69,100,69,7,34,NaN,NaN,NaN,77,NaN,158
9259,,,,,,,,NaN,NaN,NaN,,NaN,
9260,110,16,69,100,68,8,33,NaN,NaN,NaN,78,NaN,157
9261,,,,,,,,NaN,NaN,NaN,,NaN,
9262,109,16,69,100,68,8,33,NaN,NaN,NaN,78,NaN,157
9263,,,,,,,,NaN,NaN,NaN,,NaN,
9264,107,16,69,100,69,8,33,NaN,NaN,NaN,76,NaN,151
9265,,,,,,,,NaN,NaN,NaN,,NaN,
9266,107,16,69,100,69,8,34,NaN,NaN,NaN,76,NaN,152
9267,,,,,,,,NaN,NaN,NaN,,NaN,
9268,105,16,69,100,68,8,34,NaN,NaN,NaN,75,NaN,147
9269,,,,,,,,NaN,NaN,NaN,,NaN,
9270,105,16,68,100,67,8,34,NaN,NaN,NaN,76,NaN,150
9271,,,,,,,,NaN,NaN,NaN,,NaN,
9272,104,16,68,100,67,8,34,NaN,NaN,NaN,76,NaN,146
9273,,,,,,,,NaN,NaN,NaN,,NaN,
9274,105,16,68,100,68,8,33,NaN,NaN,NaN,77,NaN,151
9275,,,,,,,,NaN,NaN,NaN,,NaN,
9276,105,16,68,100,68,8,33,NaN,NaN,NaN,77,NaN,148
9277,,,,,,,,NaN,NaN,NaN,,NaN,
9278,107,16,69,100,68,8,33,NaN,NaN,NaN,77,NaN,152
9279,,,,,,,,NaN,NaN,NaN,,NaN,
9280,106,16,68,100,68,8,33,NaN,NaN,NaN,78,NaN,148
9281,,,,,,,,NaN,NaN,NaN,,NaN,
9282,107,16,68,100,68,7,33,NaN,NaN,NaN,78,NaN,151
9283,,,,,,,,NaN,NaN,NaN,,NaN,
9284,107,16,69,100,68,7,33,NaN,NaN,NaN,79,NaN,149
9285,,,,,,,,NaN,NaN,NaN,,NaN,
9286,107,16,69,100,69,7,33,NaN,NaN,NaN,79,NaN,150
9287,,,,,,,,NaN,NaN,NaN,,NaN,
9288,107,16,69,100,69,7,33,NaN,NaN,NaN,80,NaN,150
9289,,,,,,,,NaN,NaN,NaN,,NaN,
9290,107,16,69,100,69,7,33,NaN,NaN,NaN,79,NaN,149
9291,,,,,,,,NaN,NaN,NaN,,NaN,
9292,108,16,70,100,69,7,33,NaN,NaN,NaN,79,NaN,151
9293,,,,,,,,NaN,NaN,NaN,,NaN,
9294,107,16,69,100,69,7,33,NaN,NaN,NaN,79,NaN,149
9295,,,,,,,,NaN,NaN,NaN,,NaN,
9296,109,16,69,100,68,7,32,NaN,NaN,NaN,80,NaN,154
9297,,,,,,,,NaN,NaN,NaN,,NaN,
9298,108,16,69,100,68,7,32,NaN,NaN,NaN,80,NaN,149
9299,,,,,,,,NaN,NaN,NaN,,NaN,
9300,109,16,69,100,68,8,32,NaN,NaN,NaN,80,NaN,154
9301,,,,,,,,NaN,NaN,NaN,,NaN,
9302,109,16,69,100,68,8,32,NaN,NaN,NaN,80,NaN,151
9303,,,,,,,,NaN,NaN,NaN,,NaN,
9304,112,16,69,100,69,9,33,NaN,NaN,NaN,81,NaN,161
9305,,,,,,,,NaN,NaN,NaN,,NaN,
9306,111,16,69,100,69,9,33,NaN,NaN,NaN,80,NaN,157
9307,,,,,,,,NaN,NaN,NaN,,NaN,
9308,112,16,69,100,69,9,33,NaN,NaN,NaN,80,NaN,160
9309,,,,,,,,NaN,NaN,NaN,,NaN,
9310,111,16,69,100,69,9,32,NaN,NaN,NaN,79,NaN,156
9311,,,,,,,,NaN,NaN,NaN,,NaN,
9312,110,16,69,100,68,8,32,NaN,NaN,NaN,78,NaN,156
9313,,,,,,,,NaN,NaN,NaN,,NaN,
9314,109,16,68,100,67,8,32,NaN,NaN,NaN,78,NaN,154
9315,,,,,,,,NaN,NaN,NaN,,NaN,
9316,110,16,68,100,67,8,32,NaN,NaN,NaN,78,NaN,157
9317,,,,,,,,NaN,NaN,NaN,,NaN,
9318,108,16,67,100,66,8,33,NaN,NaN,NaN,78,NaN,153
9319,,,,,,,,NaN,NaN,NaN,,NaN,
9320,107,16,66,100,66,8,33,NaN,NaN,NaN,77,NaN,150
9321,,,,,,,,NaN,NaN,NaN,,NaN,
9322,107,16,66,100,65,8,33,NaN,NaN,NaN,78,NaN,152
9323,,,,,,,,NaN,NaN,NaN,,NaN,
9324,106,16,66,100,65,7,32,NaN,NaN,NaN,77,NaN,149
9325,,,,,,,,NaN,NaN,NaN,,NaN,
9326,107,16,66,100,65,7,32,NaN,NaN,NaN,79,NaN,151
9327,,,,,,,,NaN,NaN,NaN,,NaN,
9328,106,16,66,100,65,7,32,NaN,NaN,NaN,78,NaN,149
9329,,,,,,,,NaN,NaN,NaN,,NaN,
9330,109,16,66,100,65,8,32,NaN,NaN,NaN,81,NaN,155
9331,,,,,,,,NaN,NaN,NaN,,NaN,
9332,108,16,66,100,66,8,33,NaN,NaN,NaN,80,NaN,152
9333,,,,,,,,NaN,NaN,NaN,,NaN,
9334,110,16,67,100,66,8,33,NaN,NaN,NaN,80,NaN,156
9335,,,,,,,,NaN,NaN,NaN,,NaN,
9336,109,16,67,100,66,8,33,NaN,NaN,NaN,80,NaN,153
9337,,,,,,,,NaN,NaN,NaN,,NaN,
9338,112,16,67,100,66,9,33,NaN,NaN,NaN,82,NaN,161
9339,,,,,,,,NaN,NaN,NaN,,NaN,
9340,113,16,67,100,67,9,33,NaN,NaN,NaN,83,NaN,161
9341,,,,,,,,NaN,NaN,NaN,,NaN,
9342,115,16,67,100,67,8,33,NaN,NaN,NaN,83,NaN,165
9343,,,,,,,,NaN,NaN,NaN,,NaN,
9344,115,16,68,100,67,8,33,NaN,NaN,NaN,83,NaN,162
9345,,,,,,,,NaN,NaN,NaN,,NaN,
9346,115,16,68,100,68,9,32,NaN,NaN,NaN,82,NaN,162
9347,,,,,,,,NaN,NaN,NaN,,NaN,
9348,114,16,68,100,68,9,32,NaN,NaN,NaN,81,NaN,161
9349,,,,,,,,NaN,NaN,NaN,,NaN,
9350,112,16,67,100,67,8,32,NaN,NaN,NaN,80,NaN,157
9351,,,,,,,,NaN,NaN,NaN,,NaN,
9352,110,16,67,100,66,8,33,NaN,NaN,NaN,80,NaN,155
9353,,,,,,,,NaN,NaN,NaN,,NaN,
9354,109,16,66,100,65,7,33,NaN,NaN,NaN,79,NaN,153
9355,,,,,,,,NaN,NaN,NaN,,NaN,
9356,109,16,65,100,67,7,33,NaN,NaN,NaN,80,NaN,153
9357,,,,,,,,NaN,NaN,NaN,,NaN,
9358,109,16,65,100,73,7,33,NaN,NaN,NaN,81,NaN,152
9359,,,,,,,,NaN,NaN,NaN,,NaN,
9360,111,16,65,100,74,8,33,NaN,NaN,NaN,82,NaN,158
9361,,,,,,,,NaN,NaN,NaN,,NaN,
9362,110,16,65,100,74,8,33,NaN,NaN,NaN,82,NaN,155
9363,,,,,,,,NaN,NaN,NaN,,NaN,
9364,112,16,66,100,74,8,33,NaN,NaN,NaN,83,NaN,160
9365,,,,,,,,NaN,NaN,NaN,,NaN,
9366,112,16,66,100,75,8,33,NaN,NaN,NaN,83,NaN,157
9367,,,,,,,,NaN,NaN,NaN,,NaN,
9368,112,16,67,100,75,8,32,NaN,NaN,NaN,83,NaN,159
9369,,,,,,,,NaN,NaN,NaN,,NaN,
9370,112,16,67,100,75,8,32,NaN,NaN,NaN,83,NaN,156
9371,,,,,,,,NaN,NaN,NaN,,NaN,
9372,112,16,67,100,75,7,32,NaN,NaN,NaN,82,NaN,160
9373,,,,,,,,NaN,NaN,NaN,,NaN,
9374,111,16,66,100,75,7,32,NaN,NaN,NaN,81,NaN,156
9375,,,,,,,,NaN,NaN,NaN,,NaN,
9376,112,16,66,100,72,7,31,NaN,NaN,NaN,81,NaN,158
9377,,,,,,,,NaN,NaN,NaN,,NaN,
9378,114,16,66,100,66,7,31,NaN,NaN,NaN,83,NaN,162
9379,,,,,,,,NaN,NaN,NaN,,NaN,
9380,114,16,66,100,66,8,31,NaN,NaN,NaN,82,NaN,164
9381,,,,,,,,NaN,NaN,NaN,,NaN,
9382,115,16,66,100,66,8,32,NaN,NaN,NaN,82,NaN,164
9383,,,,,,,,NaN,NaN,NaN,,NaN,
9384,115,16,66,100,66,8,32,NaN,NaN,NaN,81,NaN,164
9385,,,,,,,,NaN,NaN,NaN,,NaN,
9386,114,16,66,100,66,8,32,NaN,NaN,NaN,81,NaN,166
9387,,,,,,,,NaN,NaN,NaN,,NaN,
9388,113,16,66,100,65,9,32,NaN,NaN,NaN,81,NaN,160
