time,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/CVP,Solar8000/RR_CO2,SNUADC/ECG_II
0,,,NaN,,,,,NaN,,NaN,,,NaN
1,-2,100,-4.9562602043151855,68,-2,,69,-496.78717041015625,-2,-495.6260070800781,-13,,-4.9562602043151855
2,,,-4.956240177154541,,,,,-496.7851867675781,,-495.6240234375,,,-4.956240177154541
3,-2,100,NaN,68,-2,,69,NaN,-2,NaN,-13,,NaN
4,,,NaN,,,,,NaN,,NaN,,,NaN
5,-2,100,NaN,68,-2,,69,NaN,-2,NaN,-13,,NaN
6,,,NaN,,,,,NaN,,NaN,,,NaN
7,-2,100,NaN,68,-2,,69,NaN,-2,NaN,-13,,NaN
8,,,NaN,,,,,NaN,,NaN,,,NaN
9,-2,100,NaN,68,-2,,69,NaN,-2,NaN,-13,,NaN
10,,,NaN,,,,,NaN,,NaN,,,NaN
11,-2,100,NaN,68,-2,,69,NaN,-2,NaN,-13,,NaN
12,,,NaN,,,,,NaN,,NaN,,,NaN
13,-2,100,NaN,67,-2,,68,NaN,-2,NaN,-13,,NaN
14,,,NaN,,,,,NaN,,NaN,,,NaN
15,-2,100,NaN,67,-2,,67,NaN,-2,NaN,-13,,NaN
16,,,NaN,,,,,NaN,,NaN,,,NaN
17,-2,100,NaN,66,-2,,67,NaN,-2,NaN,-13,,NaN
18,,,NaN,,,,,NaN,,NaN,,,NaN
19,-2,100,NaN,66,-2,,67,NaN,-2,NaN,-13,,NaN
20,,,NaN,,,,,NaN,,NaN,,,NaN
21,-2,100,NaN,66,-2,,66,NaN,-2,NaN,-13,,NaN
22,,,NaN,,,,,NaN,,NaN,,,NaN
23,-3,100,NaN,66,-3,,66,NaN,-3,NaN,-13,,NaN
24,,,NaN,,,,,NaN,,NaN,,,NaN
25,-3,100,NaN,67,-3,,67,NaN,-3,NaN,-13,,NaN
26,,,NaN,,,,,NaN,,NaN,,,NaN
27,-3,100,NaN,67,-3,,68,NaN,-3,NaN,-13,,NaN
28,,,NaN,,,,,NaN,,NaN,,,NaN
29,-3,100,NaN,68,-3,,69,NaN,-3,NaN,-13,,NaN
30,,,NaN,,,,,NaN,,NaN,,,NaN
31,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-13,,NaN
32,,,NaN,,,,,NaN,,NaN,,,NaN
33,-3,100,NaN,70,-3,,70,NaN,-3,NaN,-13,,NaN
34,,,NaN,,,,,NaN,,NaN,,,NaN
35,-2,100,NaN,69,-2,,70,NaN,-2,NaN,-13,,NaN
36,,,NaN,,,,,NaN,,NaN,,,NaN
37,-2,100,NaN,69,-2,,69,NaN,-2,NaN,-13,,NaN
38,,,NaN,,,,,NaN,,NaN,,,NaN
39,-2,100,NaN,68,-2,,69,NaN,-2,NaN,-13,,NaN
40,,,NaN,,,,,NaN,,NaN,,,NaN
41,-2,100,NaN,67,-2,,69,NaN,-2,NaN,-13,,NaN
42,,,NaN,,,,,NaN,,NaN,,,NaN
43,-2,100,NaN,67,-2,,68,NaN,-2,NaN,-13,,NaN
44,,,NaN,,,,,NaN,,NaN,,,NaN
45,-2,100,NaN,67,-2,,67,NaN,-2,NaN,-13,,NaN
46,,,NaN,,,,,NaN,,NaN,,,NaN
47,-2,100,NaN,66,-2,,67,NaN,-2,NaN,-13,,NaN
48,,,NaN,,,,,NaN,,NaN,,,NaN
49,-2,100,NaN,66,-2,,67,NaN,-2,NaN,-13,,NaN
50,,,NaN,,,,,NaN,,NaN,,,NaN
51,-3,100,NaN,67,-3,,67,NaN,-3,NaN,-13,,NaN
52,,,NaN,,,,,NaN,,NaN,,,NaN
53,-3,100,NaN,68,-3,,68,NaN,-3,NaN,-13,,NaN
54,,,NaN,,,,,NaN,,NaN,,,NaN
55,-2,100,NaN,69,-2,,69,NaN,-2,NaN,-14,,NaN
56,,,NaN,,,,,NaN,,NaN,,,NaN
57,-2,100,NaN,70,-2,,70,NaN,-2,NaN,-14,,NaN
58,,,NaN,,,,,NaN,,NaN,,,NaN
59,-2,100,NaN,72,-2,,71,NaN,-2,NaN,-13,,NaN
60,,,NaN,,,,,NaN,,NaN,,,NaN
61,-2,100,NaN,72,-2,,73,NaN,-2,NaN,-13,,NaN
62,,,NaN,,,,,NaN,,NaN,,,NaN
63,-3,100,NaN,73,-3,,73,NaN,-3,NaN,-13,,NaN
64,,,NaN,,,,,NaN,,NaN,,,NaN
65,-3,100,NaN,73,-3,,73,NaN,-3,NaN,-13,,NaN
66,,,NaN,,,,,NaN,,NaN,,,NaN
67,-3,100,NaN,72,-3,,73,NaN,-3,NaN,-13,,NaN
68,,,NaN,,,,,NaN,,NaN,,,NaN
69,-3,100,NaN,72,-3,,72,NaN,-3,NaN,-13,,NaN
70,,,NaN,,,,,NaN,,NaN,,,NaN
71,-3,100,NaN,71,-3,,72,NaN,-3,NaN,-14,,NaN
72,,,NaN,,,,,NaN,,NaN,,,NaN
73,-3,100,NaN,71,-3,,72,NaN,-3,NaN,-14,,NaN
74,,,NaN,,,,,NaN,,NaN,,,NaN
75,-3,100,NaN,71,-3,,72,NaN,-3,NaN,-14,,NaN
76,,,NaN,,,,,NaN,,NaN,,,NaN
77,-3,100,NaN,71,-3,,71,NaN,-3,NaN,-14,,NaN
78,,,NaN,,,,,NaN,,NaN,,,NaN
79,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
80,,,NaN,,,,,NaN,,NaN,,,NaN
81,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
82,,,NaN,,,,,NaN,,NaN,,,NaN
83,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
84,,,NaN,,,,,NaN,,NaN,,,NaN
85,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-13,,NaN
86,,,NaN,,,,,NaN,,NaN,,,NaN
87,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-13,,NaN
88,,,NaN,,,,,NaN,,NaN,,,NaN
89,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
90,,,NaN,,,,,NaN,,NaN,,,NaN
91,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
92,,,NaN,,,,,NaN,,NaN,,,NaN
93,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
94,,,NaN,,,,,NaN,,NaN,,,NaN
95,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
96,,,NaN,,,,,NaN,,NaN,,,NaN
97,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
98,,,NaN,,,,,NaN,,NaN,,,NaN
99,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
100,,,NaN,,,,,NaN,,NaN,,,NaN
101,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
102,,,NaN,,,,,NaN,,NaN,,,NaN
103,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-14,,NaN
104,,,NaN,,,,,NaN,,NaN,,,NaN
105,-3,100,NaN,70,-3,,70,NaN,-3,NaN,-14,,NaN
106,,,NaN,,,,,NaN,,NaN,,,NaN
107,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
108,,,NaN,,,,,NaN,,NaN,,,NaN
109,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
110,,,NaN,,,,,NaN,,NaN,,,NaN
111,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
112,,,NaN,,,,,NaN,,NaN,,,NaN
113,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
114,,,NaN,,,,,NaN,,NaN,,,NaN
115,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
116,,,NaN,,,,,NaN,,NaN,,,NaN
117,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
118,,,NaN,,,,,NaN,,NaN,,,NaN
119,-2,100,NaN,69,-2,,70,NaN,-2,NaN,-14,,NaN
120,,,NaN,,,,,NaN,,NaN,,,NaN
121,-2,100,NaN,69,-2,,69,NaN,-2,NaN,-14,,NaN
122,,,NaN,,,,,NaN,,NaN,,,NaN
123,-2,100,NaN,69,-2,,69,NaN,-2,NaN,-15,,NaN
124,,,NaN,,,,,NaN,,NaN,,,NaN
125,-2,100,NaN,69,-2,,70,NaN,-2,NaN,-15,,NaN
126,,,NaN,,,,,NaN,,NaN,,,NaN
127,-2,100,NaN,69,-2,,70,NaN,-2,NaN,-14,,NaN
128,,,NaN,,,,,NaN,,NaN,,,NaN
129,-2,100,NaN,70,-2,,70,NaN,-2,NaN,-14,,NaN
130,,,NaN,,,,,NaN,,NaN,,,NaN
131,-3,100,NaN,70,-3,,70,NaN,-3,NaN,-14,,NaN
132,,,NaN,,,,,NaN,,NaN,,,NaN
133,-3,100,NaN,70,-3,,70,NaN,-3,NaN,-14,,NaN
134,,,NaN,,,,,NaN,,NaN,,,NaN
135,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
136,,,NaN,,,,,NaN,,NaN,,,NaN
137,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
138,,,NaN,,,,,NaN,,NaN,,,NaN
139,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
140,,,NaN,,,,,NaN,,NaN,,,NaN
141,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-15,,NaN
142,,,NaN,,,,,NaN,,NaN,,,NaN
143,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-15,,NaN
144,,,NaN,,,,,NaN,,NaN,,,NaN
145,-3,100,NaN,70,-3,,70,NaN,-3,NaN,-15,,NaN
146,,,NaN,,,,,NaN,,NaN,,,NaN
147,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-15,,NaN
148,,,NaN,,,,,NaN,,NaN,,,NaN
149,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-15,,NaN
150,,,NaN,,,,,NaN,,NaN,,,NaN
151,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-15,,NaN
152,,,NaN,,,,,NaN,,NaN,,,NaN
153,-3,100,NaN,70,-3,,70,NaN,-3,NaN,-14,,NaN
154,,,NaN,,,,,NaN,,NaN,,,NaN
155,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
156,,,NaN,,,,,NaN,,NaN,,,NaN
157,-3,100,NaN,69,-3,,70,NaN,-3,NaN,-14,,NaN
158,,,NaN,,,,,NaN,,NaN,,,NaN
159,-3,100,NaN,70,-3,,70,NaN,-3,NaN,-14,,NaN
160,,,NaN,,,,,NaN,,NaN,,,NaN
161,-3,100,NaN,70,-3,,71,NaN,-3,NaN,-15,,NaN
162,,,NaN,,,,,NaN,,NaN,,,NaN
163,-2,100,NaN,71,-2,,71,NaN,-2,NaN,-15,,NaN
164,,,NaN,,,,,NaN,,NaN,,,NaN
165,-2,100,NaN,71,-2,,72,NaN,-2,NaN,-15,,NaN
166,,,NaN,,,,,NaN,,NaN,,,NaN
167,-2,100,NaN,72,0,,72,NaN,-6,NaN,-15,,NaN
168,,,NaN,,,,,NaN,,NaN,,,NaN
169,-2,100,NaN,73,0,,74,NaN,-6,NaN,-15,,NaN
170,,,NaN,,,,,NaN,,NaN,,,NaN
171,-3,100,NaN,75,-3,,75,NaN,-3,NaN,-14,,NaN
172,,,NaN,,,,,NaN,,NaN,,,NaN
173,-3,100,NaN,77,-3,,76,NaN,-3,NaN,-14,,NaN
174,,,NaN,,,,,NaN,,NaN,,,NaN
175,-3,100,NaN,79,-3,,78,NaN,-3,NaN,-15,,NaN
176,,,NaN,,,,,NaN,,NaN,,,NaN
177,-3,100,NaN,79,-3,,79,NaN,-3,NaN,-15,,NaN
178,,,NaN,,,,,NaN,,NaN,,,NaN
179,-3,100,NaN,78,-3,,78,NaN,-3,NaN,-15,,NaN
180,,,NaN,,,,,NaN,,NaN,,,NaN
181,-3,100,NaN,77,-3,26,78,NaN,-3,NaN,-15,,NaN
182,,,NaN,,,,,NaN,,NaN,,,NaN
183,-3,100,NaN,75,-3,26,76,NaN,-3,NaN,-15,,NaN
184,,,NaN,,,,,NaN,,NaN,,,NaN
185,-3,100,NaN,75,-3,26,75,NaN,-3,NaN,-15,,NaN
186,,,NaN,,,,,NaN,,NaN,,,NaN
187,-3,100,NaN,75,-3,20,76,NaN,-3,NaN,-15,5,NaN
188,,,NaN,,,,,NaN,,NaN,,,NaN
189,-3,100,NaN,77,-3,20,77,NaN,-3,NaN,-15,5,NaN
190,,,NaN,,,,,NaN,,NaN,,,NaN
191,-3,100,NaN,78,-3,20,78,NaN,-3,NaN,-14,5,NaN
192,,,NaN,,,,,NaN,,NaN,,,NaN
193,-3,100,NaN,78,-3,20,79,NaN,-3,NaN,-14,5,NaN
194,,,NaN,,,,,NaN,,NaN,,,NaN
195,-3,100,NaN,78,-3,20,78,NaN,-3,NaN,-14,5,NaN
196,,,NaN,,,,,NaN,,NaN,,,NaN
197,-3,100,NaN,76,-3,20,77,NaN,-3,NaN,-14,5,NaN
198,,,NaN,,,,,NaN,,NaN,,,NaN
199,-3,100,NaN,76,-3,20,76,NaN,-3,NaN,-14,,NaN
200,,,NaN,,,,,NaN,,NaN,,,NaN
201,-3,100,NaN,75,-3,20,76,NaN,-3,NaN,-15,,NaN
202,,,NaN,,,,,NaN,,NaN,,,NaN
203,-3,100,NaN,75,-3,20,75,NaN,-3,NaN,-15,,NaN
204,,,NaN,,,,,NaN,,NaN,,,NaN
205,-3,100,NaN,75,-3,38,76,NaN,-3,NaN,-15,4,NaN
206,,,NaN,,,,,NaN,,NaN,,,NaN
207,-3,100,NaN,75,-3,38,76,NaN,-3,NaN,-15,4,NaN
208,,,NaN,,,,,NaN,,NaN,,,NaN
209,-3,100,NaN,76,-3,38,76,NaN,-3,NaN,-15,4,NaN
210,,,NaN,,,,,NaN,,NaN,,,NaN
211,-3,100,NaN,78,-3,38,78,NaN,-3,NaN,-15,4,NaN
212,,,NaN,,,,,NaN,,NaN,,,NaN
213,-3,100,NaN,80,-3,38,80,NaN,-3,NaN,-15,4,NaN
214,,,NaN,,,,,NaN,,NaN,,,NaN
215,-3,100,NaN,81,-3,38,81,NaN,-3,NaN,-15,4,NaN
216,,,NaN,,,,,NaN,,NaN,,,NaN
217,1,100,NaN,81,57,38,81,NaN,-34,NaN,-15,4,NaN
218,,,NaN,,,,,NaN,,NaN,,,NaN
219,6,100,NaN,80,46,39,80,NaN,-19,NaN,-15,6,NaN
220,,,NaN,,,,,NaN,,NaN,,,NaN
221,14,100,NaN,78,62,39,79,NaN,-23,NaN,-15,6,NaN
222,,,NaN,,,,,NaN,,NaN,,,NaN
223,20,100,NaN,77,60,39,77,NaN,-25,NaN,-15,6,NaN
224,,,NaN,,,,,NaN,,NaN,,,NaN
225,17,100,NaN,75,78,38,76,NaN,-42,NaN,-15,8,NaN
226,,,NaN,,,,,NaN,,NaN,,,NaN
227,24,100,NaN,75,111,38,75,NaN,-34,NaN,-15,8,NaN
228,,,NaN,,,,,NaN,,NaN,,,NaN
229,24,100,NaN,74,,38,75,NaN,,NaN,-15,8,NaN
230,,,NaN,,,,,NaN,,NaN,,,NaN
231,52,100,NaN,74,,39,75,NaN,,NaN,-15,11,NaN
232,,,NaN,,,,,NaN,,NaN,,,NaN
233,52,100,NaN,74,,39,75,NaN,,NaN,-15,11,NaN
234,,,NaN,,,,,NaN,,NaN,,,NaN
235,49,100,NaN,74,,39,75,NaN,,NaN,-14,11,NaN
236,,,NaN,,,,,NaN,,NaN,,,NaN
237,29,100,NaN,74,,39,75,NaN,,NaN,-14,12,NaN
238,,,NaN,,,,,NaN,,NaN,,,NaN
239,29,100,NaN,74,,39,74,NaN,,NaN,-14,12,NaN
240,,,NaN,,,,,NaN,,NaN,,,NaN
241,1,100,NaN,74,,39,74,NaN,,NaN,-14,12,NaN
242,,,NaN,,,,,NaN,,NaN,,,NaN
243,0,100,NaN,74,,39,74,NaN,,NaN,-15,12,NaN
244,,,NaN,,,,,NaN,,NaN,,,NaN
245,0,100,NaN,74,,38,75,NaN,,NaN,-15,13,NaN
246,,,NaN,,,,,NaN,,NaN,,,NaN
247,0,100,NaN,74,,38,75,NaN,,NaN,-15,13,NaN
248,,,NaN,,,,,NaN,,NaN,,,NaN
249,-2,100,NaN,74,,38,75,NaN,,NaN,-15,13,NaN
250,,,NaN,,,,,NaN,,NaN,,,NaN
251,18,100,NaN,74,,38,75,NaN,,NaN,-15,13,NaN
252,,,NaN,,,,,NaN,,NaN,,,NaN
253,22,100,NaN,74,,38,75,NaN,,NaN,-15,13,NaN
254,,,NaN,,,,,NaN,,NaN,,,NaN
255,23,100,NaN,74,43,38,75,NaN,3,NaN,-15,13,NaN
256,,,NaN,,,,,NaN,,NaN,,,NaN
257,50,100,NaN,75,,39,75,NaN,,NaN,-15,13,NaN
258,,,NaN,,,,,NaN,,NaN,,,NaN
259,17,100,NaN,75,,39,76,NaN,,NaN,-15,13,NaN
260,,,NaN,,,,,NaN,,NaN,,,NaN
261,13,100,NaN,75,,39,76,NaN,,NaN,-15,13,NaN
262,,,NaN,,,,,NaN,,NaN,,,NaN
263,14,100,NaN,76,,38,76,NaN,,NaN,-15,13,NaN
264,,,NaN,,,,,NaN,,NaN,,,NaN
265,17,100,NaN,75,,38,76,NaN,,NaN,-15,13,NaN
266,,,NaN,,,,,NaN,,NaN,,,NaN
267,19,100,NaN,75,,38,76,NaN,,NaN,-15,13,NaN
268,,,NaN,,,,,NaN,,NaN,,,NaN
269,23,100,NaN,75,28,38,76,NaN,22,NaN,-15,13,NaN
270,,,NaN,,,,,NaN,,NaN,,,NaN
271,11,100,NaN,75,49,38,75,NaN,-61,NaN,-15,13,NaN
272,,,NaN,,,,,NaN,,NaN,,,NaN
273,9,100,NaN,75,,38,75,NaN,,NaN,-15,13,NaN
274,,,NaN,,,,,NaN,,NaN,,,NaN
275,74,100,NaN,75,,39,75,NaN,,NaN,-15,13,NaN
276,,,NaN,,,,,NaN,,NaN,,,NaN
277,73,100,NaN,75,,39,75,NaN,,NaN,-15,13,NaN
278,,,NaN,,,,,NaN,,NaN,,,NaN
279,73,100,NaN,75,,39,75,NaN,,NaN,-15,13,NaN
280,,,NaN,,,,,NaN,,NaN,,,NaN
281,71,100,NaN,74,,39,75,NaN,,NaN,-14,13,NaN
282,,,NaN,,,,,NaN,,NaN,,,NaN
283,71,100,NaN,74,,38,74,NaN,,NaN,-14,13,NaN
284,,,NaN,,,,,NaN,,NaN,,,NaN
285,70,100,NaN,73,,38,74,NaN,,NaN,-15,13,NaN
286,,,NaN,,,,,NaN,,NaN,,,NaN
287,69,100,NaN,73,,38,73,NaN,,NaN,-15,13,NaN
288,,,NaN,,,,,NaN,,NaN,,,NaN
289,66,100,NaN,72,93,38,73,NaN,46,NaN,-15,13,NaN
290,,,NaN,,,,,NaN,,NaN,,,NaN
291,67,100,NaN,72,101,38,73,NaN,49,NaN,-15,13,NaN
292,,,NaN,,,,,NaN,,NaN,,,NaN
293,69,100,NaN,72,11,38,73,NaN,48,NaN,-15,13,NaN
294,,,NaN,,,,,NaN,,NaN,,,NaN
295,67,100,NaN,72,82,38,73,NaN,41,NaN,-15,13,NaN
296,,,NaN,,,,,NaN,,NaN,,,NaN
297,71,100,NaN,72,97,38,72,NaN,45,NaN,-15,13,NaN
298,,,NaN,,,,,NaN,,NaN,,,NaN
299,66,100,NaN,71,87,38,72,NaN,34,NaN,-15,13,NaN
300,,,NaN,,,,,NaN,,NaN,,,NaN
301,69,100,NaN,71,109,38,71,NaN,42,NaN,-15,13,NaN
302,,,NaN,,,,,NaN,,NaN,,,NaN
303,69,100,NaN,70,101,38,71,NaN,52,NaN,-14,13,NaN
304,,,NaN,,,,,NaN,,NaN,,,NaN
305,69,100,NaN,70,99,38,71,NaN,55,NaN,-14,13,NaN
306,,,NaN,,,,,NaN,,NaN,,,NaN
307,69,100,NaN,70,99,38,70,NaN,55,NaN,-14,13,NaN
308,,,NaN,,,,,NaN,,NaN,,,NaN
309,68,100,NaN,69,100,38,70,NaN,52,NaN,-14,13,NaN
310,,,NaN,,,,,NaN,,NaN,,,NaN
311,68,100,NaN,69,99,38,70,NaN,49,NaN,-14,13,NaN
312,,,NaN,,,,,NaN,,NaN,,,NaN
313,68,100,NaN,69,102,38,70,NaN,52,NaN,-14,13,NaN
314,,,NaN,,,,,NaN,,NaN,,,NaN
315,68,100,NaN,70,97,38,70,NaN,54,NaN,-15,13,NaN
316,,,NaN,,,,,NaN,,NaN,,,NaN
317,68,100,NaN,71,97,38,71,NaN,53,NaN,-15,13,NaN
318,,,NaN,,,,,NaN,,NaN,,,NaN
319,69,100,NaN,71,103,38,72,NaN,47,NaN,-15,13,NaN
320,,,NaN,,,,,NaN,,NaN,,,NaN
321,69,100,NaN,72,104,38,72,NaN,46,NaN,-15,13,NaN
322,,,NaN,,,,,NaN,,NaN,,,NaN
323,69,100,NaN,72,94,38,72,NaN,47,NaN,-14,13,NaN
324,,,NaN,,,,,NaN,,NaN,,,NaN
325,69,100,NaN,71,104,38,72,NaN,52,NaN,-14,13,NaN
326,,,NaN,,,,,NaN,,NaN,,,NaN
327,67,100,NaN,70,97,38,71,NaN,53,NaN,-14,13,NaN
328,,,NaN,,,,,NaN,,NaN,,,NaN
329,67,100,NaN,70,98,38,71,NaN,53,NaN,-14,13,NaN
330,,,NaN,,,,,NaN,,NaN,,,NaN
331,66,100,NaN,69,95,38,70,NaN,52,NaN,-14,13,NaN
332,,,NaN,,,,,NaN,,NaN,,,NaN
333,66,100,NaN,69,95,38,69,NaN,52,NaN,-14,13,NaN
334,,,NaN,,,,,NaN,,NaN,,,NaN
335,66,100,NaN,68,95,26,69,NaN,52,NaN,-14,12,NaN
336,,,NaN,,,,,NaN,,NaN,,,NaN
337,65,100,NaN,68,94,26,69,NaN,52,NaN,-14,12,NaN
338,,,NaN,,,,,NaN,,NaN,,,NaN
339,66,100,NaN,68,97,26,69,NaN,54,NaN,-14,12,NaN
340,,,NaN,,,,,NaN,,NaN,,,NaN
341,67,100,NaN,69,84,38,70,NaN,46,NaN,-14,11,NaN
342,,,NaN,,,,,NaN,,NaN,,,NaN
343,76,100,NaN,70,132,38,71,NaN,27,NaN,-14,11,NaN
344,,,NaN,,,,,NaN,,NaN,,,NaN
345,66,100,NaN,72,143,38,72,NaN,12,NaN,-14,11,NaN
346,,,NaN,,,,,NaN,,NaN,,,NaN
347,67,100,NaN,73,105,38,73,NaN,31,NaN,-14,11,NaN
348,,,NaN,,,,,NaN,,NaN,,,NaN
349,66,100,NaN,73,94,37,74,NaN,45,NaN,-13,10,NaN
350,,,NaN,,,,,NaN,,NaN,,,NaN
351,68,100,NaN,73,102,37,74,NaN,46,NaN,-13,10,NaN
352,,,NaN,,,,,NaN,,NaN,,,NaN
353,67,100,NaN,70,97,37,73,NaN,50,NaN,-13,10,NaN
354,,,NaN,,,,,NaN,,NaN,,,NaN
355,66,100,NaN,71,93,39,72,NaN,53,NaN,-13,11,NaN
356,,,NaN,,,,,NaN,,NaN,,,NaN
357,66,100,NaN,70,93,39,71,NaN,54,NaN,-13,11,NaN
358,,,NaN,,,,,NaN,,NaN,,,NaN
359,65,100,NaN,69,91,39,70,NaN,53,NaN,-13,11,NaN
360,,,NaN,,,,,NaN,,NaN,,,NaN
361,65,100,NaN,68,93,38,69,NaN,53,NaN,-13,12,NaN
362,,,NaN,,,,,NaN,,NaN,,,NaN
363,65,100,NaN,68,91,38,69,NaN,52,NaN,-14,12,NaN
364,,,NaN,,,,,NaN,,NaN,,,NaN
365,65,100,NaN,68,91,38,68,NaN,53,NaN,-14,12,NaN
366,,,NaN,,,,,NaN,,NaN,,,NaN
367,65,100,NaN,67,92,38,68,NaN,55,NaN,-14,13,NaN
368,,,NaN,,,,,NaN,,NaN,,,NaN
369,65,100,NaN,67,89,38,68,NaN,56,NaN,-14,13,NaN
370,,,NaN,,,,,NaN,,NaN,,,NaN
371,66,100,NaN,67,91,38,68,NaN,57,NaN,-14,13,NaN
372,,,NaN,,,,,NaN,,NaN,,,NaN
373,66,100,NaN,67,90,38,68,NaN,58,NaN,-14,13,NaN
374,,,NaN,,,,,NaN,,NaN,,,NaN
375,67,100,NaN,68,91,38,68,NaN,53,NaN,-13,13,NaN
376,,,NaN,,,,,NaN,,NaN,,,NaN
377,67,100,NaN,68,91,38,68,NaN,56,NaN,-13,13,NaN
378,,,NaN,,,,,NaN,,NaN,,,NaN
379,67,100,NaN,68,90,38,68,NaN,56,NaN,-13,13,NaN
380,,,NaN,,,,,NaN,,NaN,,,NaN
381,67,100,NaN,69,89,38,68,NaN,56,NaN,-13,13,NaN
382,,,NaN,,,,,NaN,,NaN,,,NaN
383,66,100,NaN,68,89,38,68,NaN,54,NaN,-13,13,NaN
384,,,NaN,,,,,NaN,,NaN,,,NaN
385,66,100,NaN,68,92,38,69,NaN,52,NaN,-13,13,NaN
386,,,NaN,,,,,NaN,,NaN,,,NaN
387,65,100,NaN,68,90,37,69,NaN,47,NaN,-14,13,NaN
388,,,NaN,,,,,NaN,,NaN,,,NaN
389,65,100,NaN,68,91,37,68,NaN,50,NaN,-14,13,NaN
390,,,NaN,,,,,NaN,,NaN,,,NaN
391,64,100,NaN,67,92,37,68,NaN,50,NaN,-14,13,NaN
392,,,NaN,,,,,NaN,,NaN,,,NaN
393,64,100,NaN,67,93,37,68,NaN,49,NaN,-14,13,NaN
394,,,NaN,,,,,NaN,,NaN,,,NaN
395,64,100,NaN,67,89,37,68,NaN,48,NaN,-14,13,NaN
396,,,NaN,,,,,NaN,,NaN,,,NaN
397,63,100,NaN,67,92,37,68,NaN,46,NaN,-14,13,NaN
398,,,NaN,,,,,NaN,,NaN,,,NaN
399,64,100,NaN,67,92,37,68,NaN,50,NaN,-14,13,NaN
400,,,NaN,,,,,NaN,,NaN,,,NaN
401,63,100,NaN,68,92,37,68,NaN,50,NaN,-13,13,NaN
402,,,NaN,,,,,NaN,,NaN,,,NaN
403,64,100,NaN,67,93,37,68,NaN,51,NaN,-13,13,NaN
404,,,NaN,,,,,NaN,,NaN,,,NaN
405,63,100,NaN,67,92,37,68,NaN,50,NaN,-13,13,NaN
406,,,NaN,,,,,NaN,,NaN,,,NaN
407,63,100,NaN,67,92,37,67,NaN,51,NaN,-13,13,NaN
408,,,NaN,,,,,NaN,,NaN,,,NaN
409,63,100,NaN,66,92,37,67,NaN,50,NaN,-13,13,NaN
410,,,NaN,,,,,NaN,,NaN,,,NaN
411,63,100,NaN,66,91,38,67,NaN,51,NaN,-13,13,NaN
412,,,NaN,,,,,NaN,,NaN,,,NaN
413,64,100,NaN,66,93,38,67,NaN,51,NaN,-14,13,NaN
414,,,NaN,,,,,NaN,,NaN,,,NaN
415,64,100,NaN,66,91,38,67,NaN,51,NaN,-14,13,NaN
416,,,NaN,,,,,NaN,,NaN,,,NaN
417,64,100,NaN,67,93,38,67,NaN,51,NaN,-14,13,NaN
418,,,NaN,,,,,NaN,,NaN,,,NaN
419,63,100,NaN,66,91,37,67,NaN,50,NaN,-14,13,NaN
420,,,NaN,,,,,NaN,,NaN,,,NaN
421,63,100,NaN,66,91,37,67,NaN,50,NaN,-13,13,NaN
422,,,NaN,,,,,NaN,,NaN,,,NaN
423,63,100,NaN,66,92,37,67,NaN,50,NaN,-13,13,NaN
424,,,NaN,,,,,NaN,,NaN,,,NaN
425,63,100,NaN,65,90,37,67,NaN,50,NaN,-13,13,NaN
426,,,NaN,,,,,NaN,,NaN,,,NaN
427,63,100,NaN,65,91,37,66,NaN,50,NaN,-13,13,NaN
