time,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/ETCO2,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/CVP,Solar8000/RR_CO2,SNUADC/ECG_II
18456,,,NaN,,,,,NaN,,NaN,,,NaN
18457,88,100,NaN,98,135,42,99,NaN,65,NaN,10,16,NaN
18458,,,NaN,,,,,NaN,,NaN,,,NaN
18459,88,100,NaN,98,133,41,99,NaN,64,NaN,10,16,NaN
18460,,,NaN,,,,,NaN,,NaN,,,NaN
18461,89,100,NaN,98,135,41,98,NaN,65,NaN,10,16,NaN
18462,,,NaN,,,,,NaN,,NaN,,,NaN
18463,89,100,NaN,97,135,41,98,NaN,66,NaN,10,16,NaN
18464,,,NaN,,,,,NaN,,NaN,,,NaN
18465,90,100,NaN,98,137,41,98,NaN,66,NaN,10,16,NaN
18466,,,NaN,,,,,NaN,,NaN,,,NaN
18467,90,100,NaN,98,137,42,99,NaN,67,NaN,10,16,NaN
18468,,,NaN,,,,,NaN,,NaN,,,NaN
18469,91,100,NaN,98,138,42,99,NaN,67,NaN,10,16,NaN
18470,,,NaN,,,,,NaN,,NaN,,,NaN
18471,91,100,NaN,98,138,42,99,NaN,67,NaN,10,16,NaN
18472,,,NaN,,,,,NaN,,NaN,,,NaN
18473,91,100,NaN,98,138,41,99,NaN,66,NaN,10,16,NaN
18474,,,NaN,,,,,NaN,,NaN,,,NaN
18475,91,100,NaN,98,137,41,98,NaN,67,NaN,10,16,NaN
18476,,,NaN,,,,,NaN,,NaN,,,NaN
18477,91,100,NaN,98,137,41,98,NaN,66,NaN,10,16,NaN
18478,,,NaN,,,,,NaN,,NaN,,,NaN
18479,91,100,NaN,98,137,42,98,NaN,67,NaN,10,16,NaN
18480,,,NaN,,,,,NaN,,NaN,,,NaN
18481,91,100,NaN,98,137,42,98,NaN,66,NaN,10,16,NaN
18482,,,NaN,,,,,NaN,,NaN,,,NaN
18483,91,100,NaN,98,137,42,98,NaN,67,NaN,10,16,NaN
18484,,,NaN,,,,,NaN,,NaN,,,NaN
18485,91,100,NaN,98,137,41,98,NaN,66,NaN,10,16,NaN
18486,,,NaN,,,,,NaN,,NaN,,,NaN
18487,91,100,NaN,98,137,41,99,NaN,66,NaN,10,16,NaN
18488,,,NaN,,,,,NaN,,NaN,,,NaN
18489,90,100,NaN,98,136,41,99,NaN,66,NaN,10,16,NaN
18490,,,NaN,,,,,NaN,,NaN,,,NaN
18491,91,100,NaN,98,137,41,99,NaN,66,NaN,10,16,NaN
18492,,,NaN,,,,,NaN,,NaN,,,NaN
18493,90,100,NaN,98,135,42,99,NaN,65,NaN,10,16,NaN
18494,,,NaN,,,,,NaN,,NaN,,,NaN
18495,90,100,NaN,98,136,42,99,NaN,66,NaN,10,16,NaN
18496,,,NaN,,,,,NaN,,NaN,,,NaN
18497,90,100,NaN,98,134,42,99,NaN,65,NaN,10,16,NaN
18498,,,NaN,,,,,NaN,,NaN,,,NaN
18499,89,100,NaN,98,134,42,98,NaN,64,NaN,10,16,NaN
18500,,,NaN,,,,,NaN,,NaN,,,NaN
18501,89,100,NaN,98,133,42,98,NaN,64,NaN,10,16,NaN
18502,,,NaN,,,,,NaN,,NaN,,,NaN
18503,89,100,NaN,98,134,42,98,NaN,64,NaN,10,16,NaN
18504,,,NaN,,,,,NaN,,NaN,,,NaN
18505,89,100,NaN,98,133,42,98,NaN,65,NaN,10,16,NaN
18506,,,NaN,,,,,NaN,,NaN,,,NaN
18507,89,100,NaN,98,133,42,98,NaN,64,NaN,10,16,NaN
18508,,,NaN,,,,,NaN,,NaN,,,NaN
18509,89,100,NaN,98,133,42,98,NaN,65,NaN,10,16,NaN
18510,,,NaN,,,,,NaN,,NaN,,,NaN
18511,89,100,NaN,98,133,42,99,NaN,64,NaN,10,16,NaN
18512,,,NaN,,,,,NaN,,NaN,,,NaN
18513,89,100,NaN,98,133,42,99,NaN,65,NaN,10,16,NaN
18514,,,NaN,,,,,NaN,,NaN,,,NaN
18515,88,100,NaN,98,133,42,99,NaN,64,NaN,10,16,NaN
18516,,,NaN,,,,,NaN,,NaN,,,NaN
18517,89,100,NaN,98,133,42,98,NaN,65,NaN,10,16,NaN
18518,,,NaN,,,,,NaN,,NaN,,,NaN
18519,88,100,NaN,98,133,42,99,NaN,64,NaN,10,16,NaN
18520,,,NaN,,,,,NaN,,NaN,,,NaN
18521,88,100,NaN,98,133,42,99,NaN,64,NaN,10,16,NaN
18522,,,NaN,,,,,NaN,,NaN,,,NaN
18523,87,100,NaN,98,131,42,99,NaN,63,NaN,10,16,NaN
18524,,,NaN,,,,,NaN,,NaN,,,NaN
18525,86,100,NaN,98,130,41,98,NaN,62,NaN,10,16,NaN
18526,,,NaN,,,,,NaN,,NaN,,,NaN
18527,85,100,NaN,97,129,41,98,NaN,61,NaN,10,16,NaN
18528,,,NaN,,,,,NaN,,NaN,,,NaN
18529,85,100,NaN,97,129,41,98,NaN,61,NaN,10,16,NaN
18530,,,NaN,,,,,NaN,,NaN,,,NaN
18531,84,100,NaN,96,127,42,97,NaN,61,NaN,10,16,NaN
18532,,,NaN,,,,,NaN,,NaN,,,NaN
18533,83,100,NaN,97,126,42,97,NaN,60,NaN,10,16,NaN
18534,,,NaN,,,,,NaN,,NaN,,,NaN
18535,82,100,NaN,96,125,42,97,NaN,60,NaN,10,16,NaN
18536,,,NaN,,,,,NaN,,NaN,,,NaN
18537,82,100,NaN,97,125,42,97,NaN,60,NaN,10,16,NaN
18538,,,NaN,,,,,NaN,,NaN,,,NaN
18539,82,100,NaN,97,125,42,98,NaN,60,NaN,10,16,NaN
18540,,,NaN,,,,,NaN,,NaN,,,NaN
18541,82,100,NaN,98,125,42,98,NaN,60,NaN,10,16,NaN
18542,,,NaN,,,,,NaN,,NaN,,,NaN
18543,82,100,NaN,98,125,42,98,NaN,60,NaN,10,16,NaN
18544,,,NaN,,,,,NaN,,NaN,,,NaN
18545,82,100,NaN,97,124,42,98,NaN,59,NaN,10,16,NaN
18546,,,NaN,,,,,NaN,,NaN,,,NaN
18547,82,100,NaN,97,124,42,98,NaN,60,NaN,10,16,NaN
18548,,,NaN,,,,,NaN,,NaN,,,NaN
18549,82,100,NaN,97,123,42,98,NaN,60,NaN,10,16,NaN
18550,,,NaN,,,,,NaN,,NaN,,,NaN
18551,83,100,NaN,98,125,43,98,NaN,61,NaN,10,16,NaN
18552,,,NaN,,,,,NaN,,NaN,,,NaN
18553,82,100,NaN,98,125,43,98,NaN,60,NaN,10,16,NaN
18554,,,NaN,,,,,NaN,,NaN,,,NaN
18555,82,100,NaN,98,125,43,98,NaN,60,NaN,10,16,NaN
18556,,,NaN,,,,,NaN,,NaN,,,NaN
18557,81,100,NaN,98,123,43,98,NaN,59,NaN,10,16,NaN
18558,,,NaN,,,,,NaN,,NaN,,,NaN
18559,81,100,NaN,97,123,42,98,NaN,59,NaN,10,16,NaN
18560,,,NaN,,,,,NaN,,NaN,,,NaN
18561,81,100,NaN,97,123,42,98,NaN,60,NaN,10,16,NaN
18562,,,NaN,,,,,NaN,,NaN,,,NaN
18563,82,100,NaN,97,125,42,98,NaN,60,NaN,10,16,NaN
18564,,,NaN,,,,,NaN,,NaN,,,NaN
18565,82,100,NaN,98,124,42,99,NaN,60,NaN,10,16,NaN
18566,,,NaN,,,,,NaN,,NaN,,,NaN
18567,81,100,NaN,98,124,42,98,NaN,59,NaN,10,16,NaN
18568,,,NaN,,,,,NaN,,NaN,,,NaN
18569,81,100,NaN,97,124,42,98,NaN,60,NaN,10,16,NaN
18570,,,NaN,,,,,NaN,,NaN,,,NaN
18571,81,100,NaN,98,124,42,98,NaN,59,NaN,10,16,NaN
18572,,,NaN,,,,,NaN,,NaN,,,NaN
18573,81,100,NaN,97,125,42,98,NaN,60,NaN,10,16,NaN
18574,,,NaN,,,,,NaN,,NaN,,,NaN
18575,82,100,NaN,97,125,42,98,NaN,60,NaN,10,16,NaN
18576,,,NaN,,,,,NaN,,NaN,,,NaN
18577,84,100,NaN,97,128,42,98,NaN,62,NaN,10,16,NaN
18578,,,NaN,,,,,NaN,,NaN,,,NaN
18579,84,100,NaN,98,130,42,99,NaN,63,NaN,10,16,NaN
18580,,,NaN,,,,,NaN,,NaN,,,NaN
18581,86,100,NaN,99,132,42,100,NaN,64,NaN,10,16,NaN
18582,,,NaN,,,,,NaN,,NaN,,,NaN
18583,85,100,NaN,100,131,42,100,NaN,62,NaN,10,16,NaN
18584,,,NaN,,,,,NaN,,NaN,,,NaN
18585,85,100,NaN,100,131,42,100,NaN,62,NaN,10,16,NaN
18586,,,NaN,,,,,NaN,,NaN,,,NaN
18587,85,100,NaN,99,131,42,99,NaN,62,NaN,10,16,NaN
18588,,,NaN,,,,,NaN,,NaN,,,NaN
18589,86,100,NaN,98,133,42,99,NaN,64,NaN,10,16,NaN
18590,,,NaN,,,,,NaN,,NaN,,,NaN
18591,87,100,NaN,98,134,42,99,NaN,65,NaN,10,16,NaN
18592,,,NaN,,,,,NaN,,NaN,,,NaN
18593,88,100,NaN,99,136,42,100,NaN,65,NaN,10,16,NaN
18594,,,NaN,,,,,NaN,,NaN,,,NaN
18595,89,100,NaN,101,137,42,101,NaN,66,NaN,10,16,NaN
18596,,,NaN,,,,,NaN,,NaN,,,NaN
18597,90,100,NaN,101,137,42,102,NaN,66,NaN,10,16,NaN
18598,,,NaN,,,,,NaN,,NaN,,,NaN
18599,90,100,NaN,101,138,42,102,NaN,67,NaN,10,16,NaN
18600,,,NaN,,,,,NaN,,NaN,,,NaN
18601,90,100,NaN,102,138,42,102,NaN,66,NaN,10,16,NaN
18602,,,NaN,,,,,NaN,,NaN,,,NaN
18603,91,100,NaN,102,139,42,102,NaN,66,NaN,10,16,NaN
18604,,,NaN,,,,,NaN,,NaN,,,NaN
18605,90,100,NaN,101,138,42,102,NaN,66,NaN,10,16,NaN
18606,,,NaN,,,,,NaN,,NaN,,,NaN
18607,90,100,NaN,101,139,42,102,NaN,66,NaN,10,16,NaN
18608,,,NaN,,,,,NaN,,NaN,,,NaN
18609,90,100,NaN,102,137,42,102,NaN,65,NaN,10,16,NaN
18610,,,NaN,,,,,NaN,,NaN,,,NaN
18611,91,100,NaN,101,139,42,102,NaN,66,NaN,10,16,NaN
18612,,,NaN,,,,,NaN,,NaN,,,NaN
18613,91,100,NaN,102,139,42,103,NaN,67,NaN,10,16,NaN
18614,,,NaN,,,,,NaN,,NaN,,,NaN
18615,91,100,NaN,103,140,42,103,NaN,67,NaN,10,16,NaN
18616,,,NaN,,,,,NaN,,NaN,,,NaN
18617,91,100,NaN,103,139,43,103,NaN,67,NaN,10,16,NaN
18618,,,NaN,,,,,NaN,,NaN,,,NaN
18619,91,100,NaN,103,139,43,104,NaN,66,NaN,10,16,NaN
18620,,,NaN,,,,,NaN,,NaN,,,NaN
18621,91,100,NaN,103,138,43,103,NaN,66,NaN,10,16,NaN
18622,,,NaN,,,,,NaN,,NaN,,,NaN
18623,91,100,NaN,103,140,40,103,NaN,67,NaN,10,16,NaN
18624,,,NaN,,,,,NaN,,NaN,,,NaN
18625,91,100,NaN,103,139,40,103,NaN,67,NaN,10,16,NaN
18626,,,NaN,,,,,NaN,,NaN,,,NaN
18627,91,100,NaN,103,139,40,103,NaN,66,NaN,10,16,NaN
18628,,,NaN,,,,,NaN,,NaN,,,NaN
18629,91,100,NaN,103,139,40,103,NaN,67,NaN,10,16,NaN
18630,,,NaN,,,,,NaN,,NaN,,,NaN
18631,91,100,NaN,103,138,41,103,NaN,66,NaN,10,16,NaN
18632,,,NaN,,,,,NaN,,NaN,,,NaN
18633,91,100,NaN,102,139,41,102,NaN,67,NaN,10,16,NaN
18634,,,NaN,,,,,NaN,,NaN,,,NaN
18635,90,100,NaN,101,136,41,102,NaN,64,NaN,10,16,NaN
18636,,,NaN,,,,,NaN,,NaN,,,NaN
18637,88,100,NaN,101,134,43,101,NaN,64,NaN,10,16,NaN
18638,,,NaN,,,,,NaN,,NaN,,,NaN
18639,87,100,NaN,100,132,43,101,NaN,64,NaN,9,16,NaN
18640,,,NaN,,,,,NaN,,NaN,,,NaN
18641,88,100,NaN,100,135,43,101,NaN,65,NaN,9,16,NaN
18642,,,NaN,,,,,NaN,,NaN,,,NaN
18643,87,100,NaN,102,133,43,102,NaN,65,NaN,8,16,NaN
18644,,,NaN,,,,,NaN,,NaN,,,NaN
18645,87,100,NaN,102,134,43,103,NaN,65,NaN,8,16,NaN
18646,,,NaN,,,,,NaN,,NaN,,,NaN
18647,87,100,NaN,103,133,43,103,NaN,65,NaN,8,16,NaN
18648,,,NaN,,,,,NaN,,NaN,,,NaN
18649,89,100,NaN,103,138,41,103,NaN,67,NaN,8,16,NaN
18650,,,NaN,,,,,NaN,,NaN,,,NaN
18651,91,100,NaN,103,141,41,104,NaN,68,NaN,8,16,NaN
18652,,,NaN,,,,,NaN,,NaN,,,NaN
18653,92,100,NaN,103,142,41,104,NaN,68,NaN,8,16,NaN
18654,,,NaN,,,,,NaN,,NaN,,,NaN
18655,92,100,NaN,103,141,41,104,NaN,68,NaN,9,16,NaN
18656,,,NaN,,,,,NaN,,NaN,,,NaN
18657,92,100,NaN,103,140,42,103,NaN,67,NaN,9,16,NaN
18658,,,NaN,,,,,NaN,,NaN,,,NaN
18659,92,100,NaN,102,140,42,103,NaN,68,NaN,9,16,NaN
18660,,,NaN,,,,,NaN,,NaN,,,NaN
18661,92,100,NaN,102,139,42,102,NaN,67,NaN,9,16,NaN
18662,,,NaN,,,,,NaN,,NaN,,,NaN
18663,91,100,NaN,101,140,41,102,NaN,67,NaN,9,16,NaN
18664,,,NaN,,,,,NaN,,NaN,,,NaN
18665,92,100,NaN,101,140,41,101,NaN,67,NaN,9,16,NaN
18666,,,NaN,,,,,NaN,,NaN,,,NaN
18667,92,100,NaN,100,142,41,101,NaN,67,NaN,9,16,NaN
18668,,,NaN,,,,,NaN,,NaN,,,NaN
18669,91,100,NaN,100,139,42,100,NaN,65,NaN,9,16,NaN
18670,,,NaN,,,,,NaN,,NaN,,,NaN
18671,90,100,NaN,99,138,42,99,NaN,63,NaN,9,16,NaN
18672,,,NaN,,,,,NaN,,NaN,,,NaN
18673,87,100,NaN,98,134,42,98,NaN,62,NaN,9,16,NaN
18674,,,NaN,,,,,NaN,,NaN,,,NaN
18675,86,100,NaN,97,132,42,98,NaN,61,NaN,9,16,NaN
18676,,,NaN,,,,,NaN,,NaN,,,NaN
18677,85,100,NaN,98,130,42,99,NaN,61,NaN,9,16,NaN
18678,,,NaN,,,,,NaN,,NaN,,,NaN
18679,85,100,NaN,99,131,42,100,NaN,62,NaN,9,16,NaN
18680,,,NaN,,,,,NaN,,NaN,,,NaN
18681,85,100,NaN,100,131,42,101,NaN,62,NaN,9,16,NaN
18682,,,NaN,,,,,NaN,,NaN,,,NaN
18683,86,100,NaN,101,132,42,101,NaN,62,NaN,9,16,NaN
18684,,,NaN,,,,,NaN,,NaN,,,NaN
18685,86,100,NaN,100,132,42,101,NaN,62,NaN,9,16,NaN
18686,,,NaN,,,,,NaN,,NaN,,,NaN
18687,86,100,NaN,100,133,42,101,NaN,62,NaN,9,16,NaN
18688,,,NaN,,,,,NaN,,NaN,,,NaN
18689,86,100,NaN,100,133,42,100,NaN,63,NaN,9,16,NaN
18690,,,NaN,,,,,NaN,,NaN,,,NaN
18691,86,100,NaN,100,133,42,100,NaN,62,NaN,9,16,NaN
18692,,,NaN,,,,,NaN,,NaN,,,NaN
18693,87,100,NaN,99,134,42,100,NaN,63,NaN,9,16,NaN
18694,,,NaN,,,,,NaN,,NaN,,,NaN
18695,87,100,NaN,100,134,42,100,NaN,63,NaN,9,16,NaN
18696,,,NaN,,,,,NaN,,NaN,,,NaN
18697,87,100,NaN,99,135,42,100,NaN,63,NaN,9,16,NaN
18698,,,NaN,,,,,NaN,,NaN,,,NaN
18699,87,100,NaN,99,134,42,99,NaN,62,NaN,9,16,NaN
18700,,,NaN,,,,,NaN,,NaN,,,NaN
18701,87,100,NaN,98,134,42,99,NaN,63,NaN,9,16,NaN
18702,,,NaN,,,,,NaN,,NaN,,,NaN
18703,87,100,NaN,98,133,42,99,NaN,63,NaN,9,16,NaN
18704,,,NaN,,,,,NaN,,NaN,,,NaN
18705,88,100,NaN,98,135,42,99,NaN,64,NaN,9,16,NaN
18706,,,NaN,,,,,NaN,,NaN,,,NaN
18707,87,100,NaN,99,134,42,99,NaN,63,NaN,9,16,NaN
18708,,,NaN,,,,,NaN,,NaN,,,NaN
18709,87,100,NaN,99,134,42,99,NaN,63,NaN,9,16,NaN
18710,,,NaN,,,,,NaN,,NaN,,,NaN
18711,87,100,NaN,98,133,42,99,NaN,62,NaN,9,16,NaN
18712,,,NaN,,,,,NaN,,NaN,,,NaN
18713,87,100,NaN,98,134,42,99,NaN,62,NaN,9,16,NaN
18714,,,NaN,,,,,NaN,,NaN,,,NaN
18715,86,100,NaN,98,132,42,99,NaN,61,NaN,9,16,NaN
18716,,,NaN,,,,,NaN,,NaN,,,NaN
18717,85,100,NaN,97,131,42,98,NaN,61,NaN,9,16,NaN
18718,,,NaN,,,,,NaN,,NaN,,,NaN
18719,86,100,NaN,97,132,42,98,NaN,62,NaN,10,16,NaN
18720,,,NaN,,,,,NaN,,NaN,,,NaN
18721,85,100,NaN,97,131,42,98,NaN,61,NaN,10,16,NaN
18722,,,NaN,,,,,NaN,,NaN,,,NaN
18723,85,100,NaN,98,131,42,98,NaN,61,NaN,10,16,NaN
18724,,,NaN,,,,,NaN,,NaN,,,NaN
18725,85,100,NaN,98,130,43,98,NaN,60,NaN,10,16,NaN
18726,,,NaN,,,,,NaN,,NaN,,,NaN
18727,85,100,NaN,97,130,43,98,NaN,61,NaN,10,16,NaN
18728,,,NaN,,,,,NaN,,NaN,,,NaN
18729,84,100,NaN,97,129,43,98,NaN,60,NaN,10,16,NaN
18730,,,NaN,,,,,NaN,,NaN,,,NaN
18731,84,100,NaN,98,130,42,98,NaN,61,NaN,10,16,NaN
18732,,,NaN,,,,,NaN,,NaN,,,NaN
18733,84,100,NaN,98,129,42,99,NaN,61,NaN,10,16,NaN
18734,,,NaN,,,,,NaN,,NaN,,,NaN
18735,85,100,NaN,98,131,42,99,NaN,61,NaN,10,16,NaN
18736,,,NaN,,,,,NaN,,NaN,,,NaN
18737,85,100,NaN,98,130,42,99,NaN,61,NaN,10,16,NaN
18738,,,NaN,,,,,NaN,,NaN,,,NaN
18739,85,100,NaN,98,131,43,99,NaN,61,NaN,10,16,NaN
18740,,,NaN,,,,,NaN,,NaN,,,NaN
18741,85,100,NaN,98,130,43,99,NaN,61,NaN,10,16,NaN
18742,,,NaN,,,,,NaN,,NaN,,,NaN
18743,85,100,NaN,98,131,43,99,NaN,61,NaN,10,16,NaN
18744,,,NaN,,,,,NaN,,NaN,,,NaN
18745,85,100,NaN,98,132,42,99,NaN,62,NaN,10,16,NaN
18746,,,NaN,,,,,NaN,,NaN,,,NaN
18747,85,100,NaN,98,132,42,99,NaN,61,NaN,10,16,NaN
18748,,,NaN,,,,,NaN,,NaN,,,NaN
18749,85,100,NaN,98,132,42,99,NaN,61,NaN,10,16,NaN
18750,,,NaN,,,,,NaN,,NaN,,,NaN
18751,85,100,NaN,98,131,43,99,NaN,61,NaN,10,16,NaN
18752,,,NaN,,,,,NaN,,NaN,,,NaN
18753,85,100,NaN,98,132,43,99,NaN,62,NaN,10,16,NaN
18754,,,NaN,,,,,NaN,,NaN,,,NaN
18755,85,100,NaN,98,131,43,99,NaN,61,NaN,10,16,NaN
18756,,,NaN,,,,,NaN,,NaN,,,NaN
18757,85,100,NaN,98,132,42,99,NaN,61,NaN,10,16,NaN
18758,,,NaN,,,,,NaN,,NaN,,,NaN
18759,85,100,NaN,98,130,42,99,NaN,61,NaN,10,16,NaN
18760,,,NaN,,,,,NaN,,NaN,,,NaN
18761,85,100,NaN,98,131,42,99,NaN,61,NaN,10,16,NaN
18762,,,NaN,,,,,NaN,,NaN,,,NaN
18763,85,100,NaN,98,131,42,99,NaN,61,NaN,10,16,NaN
18764,,,NaN,,,,,NaN,,NaN,,,NaN
18765,85,100,NaN,98,131,42,99,NaN,61,NaN,10,16,NaN
18766,,,NaN,,,,,NaN,,NaN,,,NaN
18767,85,100,NaN,98,131,42,99,NaN,61,NaN,10,16,NaN
18768,,,NaN,,,,,NaN,,NaN,,,NaN
18769,85,100,NaN,98,131,42,99,NaN,61,NaN,10,16,NaN
18770,,,NaN,,,,,NaN,,NaN,,,NaN
18771,84,100,NaN,98,129,42,99,NaN,60,NaN,10,16,NaN
18772,,,NaN,,,,,NaN,,NaN,,,NaN
18773,84,100,NaN,98,130,42,99,NaN,60,NaN,10,16,NaN
18774,,,NaN,,,,,NaN,,NaN,,,NaN
18775,84,100,NaN,98,129,42,99,NaN,60,NaN,10,16,NaN
18776,,,NaN,,,,,NaN,,NaN,,,NaN
18777,84,100,NaN,99,129,43,99,NaN,60,NaN,10,16,NaN
18778,,,NaN,,,,,NaN,,NaN,,,NaN
18779,84,100,NaN,99,129,43,99,NaN,60,NaN,10,16,NaN
18780,,,NaN,,,,,NaN,,NaN,,,NaN
18781,84,100,NaN,99,129,43,99,NaN,60,NaN,10,16,NaN
18782,,,NaN,,,,,NaN,,NaN,,,NaN
18783,84,100,NaN,99,129,42,99,NaN,60,NaN,10,16,NaN
18784,,,NaN,,,,,NaN,,NaN,,,NaN
18785,83,100,NaN,99,129,42,99,NaN,60,NaN,10,16,NaN
18786,,,NaN,,,,,NaN,,NaN,,,NaN
18787,83,100,NaN,99,129,42,99,NaN,60,NaN,10,16,NaN
18788,,,NaN,,,,,NaN,,NaN,,,NaN
18789,83,100,NaN,99,128,43,99,NaN,60,NaN,10,16,NaN
18790,,,NaN,,,,,NaN,,NaN,,,NaN
18791,84,100,NaN,99,129,43,99,NaN,60,NaN,10,16,NaN
18792,,,NaN,,,,,NaN,,NaN,,,NaN
18793,83,100,NaN,99,128,43,100,NaN,60,NaN,10,16,NaN
18794,,,NaN,,,,,NaN,,NaN,,,NaN
18795,84,100,NaN,100,130,43,100,NaN,60,NaN,10,16,NaN
18796,,,NaN,,,,,NaN,,NaN,,,NaN
18797,83,100,NaN,100,128,43,100,NaN,60,NaN,10,16,NaN
18798,,,NaN,,,,,NaN,,NaN,,,NaN
18799,84,100,NaN,100,130,43,101,NaN,60,NaN,10,16,NaN
18800,,,NaN,,,,,NaN,,NaN,,,NaN
18801,83,100,NaN,100,128,42,100,NaN,59,NaN,9,16,NaN
18802,,,NaN,,,,,NaN,,NaN,,,NaN
18803,83,100,NaN,99,128,42,100,NaN,59,NaN,9,16,NaN
18804,,,NaN,,,,,NaN,,NaN,,,NaN
18805,83,100,NaN,99,128,42,99,NaN,60,NaN,9,16,NaN
18806,,,NaN,,,,,NaN,,NaN,,,NaN
18807,83,100,NaN,100,128,42,100,NaN,59,NaN,9,16,NaN
18808,,,NaN,,,,,NaN,,NaN,,,NaN
18809,83,100,NaN,100,128,42,100,NaN,60,NaN,10,16,NaN
18810,,,NaN,,,,,NaN,,NaN,,,NaN
18811,82,100,NaN,100,128,42,101,NaN,59,NaN,10,16,NaN
18812,,,NaN,,,,,NaN,,NaN,,,NaN
18813,82,100,NaN,100,128,42,101,NaN,59,NaN,10,16,NaN
18814,,,NaN,,,,,NaN,,NaN,,,NaN
18815,82,100,NaN,100,127,42,101,NaN,59,NaN,10,16,NaN
18816,,,NaN,,,,,NaN,,NaN,,,NaN
18817,82,100,NaN,100,128,42,101,NaN,60,NaN,10,16,NaN
18818,,,NaN,,,,,NaN,,NaN,,,NaN
18819,82,100,NaN,100,127,42,100,NaN,59,NaN,10,16,NaN
18820,,,NaN,,,,,NaN,,NaN,,,NaN
18821,82,100,NaN,100,127,43,100,NaN,59,NaN,10,16,NaN
18822,,,NaN,,,,,NaN,,NaN,,,NaN
18823,81,100,NaN,99,125,43,99,NaN,58,NaN,10,16,NaN
18824,,,NaN,,,,,NaN,,NaN,,,NaN
18825,82,100,NaN,99,127,43,99,NaN,59,NaN,9,16,NaN
18826,,,NaN,,,,,NaN,,NaN,,,NaN
18827,82,100,NaN,99,127,42,100,NaN,59,NaN,9,16,NaN
18828,,,NaN,,,,,NaN,,NaN,,,NaN
18829,82,100,NaN,99,128,42,100,NaN,60,NaN,9,16,NaN
18830,,,NaN,,,,,NaN,,NaN,,,NaN
18831,82,100,NaN,99,127,42,100,NaN,60,NaN,9,16,NaN
18832,,,NaN,,,,,NaN,,NaN,,,NaN
18833,82,100,NaN,99,128,42,100,NaN,59,NaN,9,16,NaN
18834,,,NaN,,,,,NaN,,NaN,,,NaN
18835,82,100,NaN,100,127,42,100,NaN,59,NaN,9,16,NaN
18836,,,NaN,,,,,NaN,,NaN,,,NaN
18837,82,100,NaN,99,127,42,99,NaN,59,NaN,9,16,NaN
18838,,,NaN,,,,,NaN,,NaN,,,NaN
18839,82,100,NaN,98,127,42,99,NaN,60,NaN,9,16,NaN
18840,,,NaN,,,,,NaN,,NaN,,,NaN
18841,83,100,NaN,98,128,42,99,NaN,60,NaN,9,16,NaN
18842,,,NaN,,,,,NaN,,NaN,,,NaN
18843,83,100,NaN,99,129,42,99,NaN,61,NaN,10,16,NaN
18844,,,NaN,,,,,NaN,,NaN,,,NaN
18845,83,100,NaN,99,129,42,100,NaN,60,NaN,10,16,NaN
18846,,,NaN,,,,,NaN,,NaN,,,NaN
18847,84,100,NaN,100,130,43,100,NaN,61,NaN,10,16,NaN
18848,,,NaN,,,,,NaN,,NaN,,,NaN
18849,83,100,NaN,100,128,43,100,NaN,60,NaN,10,16,NaN
18850,,,NaN,,,,,NaN,,NaN,,,NaN
18851,83,100,NaN,99,129,43,100,NaN,60,NaN,9,16,NaN
18852,,,NaN,,,,,NaN,,NaN,,,NaN
18853,83,100,NaN,99,128,42,100,NaN,60,NaN,9,16,NaN
18854,,,NaN,,,,,NaN,,NaN,,,NaN
18855,84,100,NaN,99,130,42,100,NaN,61,NaN,9,16,NaN
18856,,,NaN,,,,,NaN,,NaN,,,NaN
18857,84,100,NaN,100,129,42,100,NaN,61,NaN,9,16,NaN
18858,,,NaN,,,,,NaN,,NaN,,,NaN
18859,84,100,NaN,100,131,42,100,NaN,61,NaN,9,16,NaN
18860,,,NaN,,,,,NaN,,NaN,,,NaN
18861,84,100,NaN,100,130,42,100,NaN,61,NaN,9,16,NaN
18862,,,NaN,,,,,NaN,,NaN,,,NaN
18863,84,100,NaN,100,129,42,100,NaN,60,NaN,9,16,NaN
18864,,,NaN,,,,,NaN,,NaN,,,NaN
18865,84,100,NaN,100,129,42,100,NaN,61,NaN,9,16,NaN
18866,,,NaN,,,,,NaN,,NaN,,,NaN
18867,84,100,NaN,99,129,42,100,NaN,61,NaN,9,16,NaN
18868,,,NaN,,,,,NaN,,NaN,,,NaN
18869,84,100,NaN,100,130,42,100,NaN,61,NaN,9,16,NaN
18870,,,NaN,,,,,NaN,,NaN,,,NaN
18871,84,100,NaN,100,131,42,100,NaN,61,NaN,9,16,NaN
18872,,,NaN,,,,,NaN,,NaN,,,NaN
18873,85,100,NaN,100,131,42,100,NaN,61,NaN,9,16,NaN
18874,,,NaN,,,,,NaN,,NaN,,,NaN
18875,84,100,NaN,100,130,42,100,NaN,60,NaN,9,16,NaN
18876,,,NaN,,,,,NaN,,NaN,,,NaN
18877,84,100,NaN,100,130,42,100,NaN,60,NaN,9,16,NaN
18878,,,NaN,,,,,NaN,,NaN,,,NaN
18879,83,100,NaN,100,128,43,100,NaN,60,NaN,9,16,NaN
18880,,,NaN,,,,,NaN,,NaN,,,NaN
