time,Solar8000/RR_CO2,Solar8000/ETCO2,SNUADC/ART,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/HR,Solar8000/ART_DBP,SNUADC/ECG_II
1634,12,36,NaN,NaN,49,73,NaN,42,100,-15,52,32,NaN
1635,,,NaN,NaN,,,NaN,,,,,,NaN
1636,12,36,NaN,NaN,49,73,NaN,42,100,-14,49,32,NaN
1637,,,NaN,NaN,,,NaN,,,,,,NaN
1638,12,36,NaN,NaN,50,73,NaN,43,100,-14,49,34,NaN
1639,,,NaN,NaN,,,NaN,,,,,,NaN
1640,12,36,NaN,NaN,50,73,NaN,43,100,-13,49,32,NaN
1641,,,NaN,NaN,,,NaN,,,,,,NaN
1642,12,36,NaN,NaN,50,71,NaN,42,100,-13,50,31,NaN
1643,,,NaN,NaN,,,NaN,,,,,,NaN
1644,12,36,NaN,NaN,51,72,NaN,42,100,-12,50,31,NaN
1645,,,NaN,NaN,,,NaN,,,,,,NaN
1646,12,36,NaN,NaN,51,72,NaN,41,100,-12,50,30,NaN
1647,,,NaN,NaN,,,NaN,,,,,,NaN
1648,12,36,NaN,NaN,51,71,NaN,41,100,-12,51,31,NaN
1649,,,NaN,NaN,,,NaN,,,,,,NaN
1650,12,36,NaN,NaN,52,73,NaN,41,100,-12,51,31,NaN
1651,,,NaN,NaN,,,NaN,,,,,,NaN
1652,12,36,NaN,NaN,52,71,NaN,41,100,-12,51,31,NaN
1653,,,NaN,NaN,,,NaN,,,,,,NaN
1654,12,36,NaN,NaN,52,73,NaN,41,100,-12,52,31,NaN
1655,,,NaN,NaN,,,NaN,,,,,,NaN
1656,12,36,NaN,NaN,52,73,NaN,41,100,-12,52,31,NaN
1657,,,NaN,NaN,,,NaN,,,,,,NaN
1658,12,36,NaN,NaN,52,73,NaN,42,100,-12,52,32,NaN
1659,,,NaN,NaN,,,NaN,,,,,,NaN
1660,12,36,NaN,NaN,53,75,NaN,42,100,-12,52,32,NaN
1661,,,NaN,NaN,,,NaN,,,,,,NaN
1662,12,36,NaN,NaN,53,73,NaN,42,100,-11,52,32,NaN
1663,,,NaN,NaN,,,NaN,,,,,,NaN
1664,12,36,NaN,NaN,53,75,NaN,43,100,-11,52,32,NaN
1665,,,NaN,NaN,,,NaN,,,,,,NaN
1666,12,36,NaN,NaN,53,74,NaN,43,100,-10,52,32,NaN
1667,,,NaN,NaN,,,NaN,,,,,,NaN
1668,12,36,NaN,NaN,53,74,NaN,43,100,-10,52,32,NaN
1669,,,NaN,NaN,,,NaN,,,,,,NaN
1670,12,36,NaN,NaN,53,77,NaN,44,100,-11,52,33,NaN
1671,,,NaN,NaN,,,NaN,,,,,,NaN
1672,12,36,NaN,NaN,53,75,NaN,44,100,-11,52,34,NaN
1673,,,NaN,NaN,,,NaN,,,,,,NaN
1674,12,36,NaN,NaN,52,79,NaN,45,100,-14,52,35,NaN
1675,,,NaN,NaN,,,NaN,,,,,,NaN
1676,12,35,NaN,NaN,52,78,NaN,46,100,-14,52,35,NaN
1677,,,NaN,NaN,,,NaN,,,,,,NaN
1678,12,35,NaN,NaN,52,78,NaN,46,100,-15,51,36,NaN
1679,,,NaN,NaN,,,NaN,,,,,,NaN
1680,12,35,NaN,NaN,52,81,NaN,48,100,-15,51,37,NaN
1681,,,NaN,NaN,,,NaN,,,,,,NaN
1682,12,36,NaN,NaN,52,80,NaN,48,100,-15,51,37,NaN
1683,,,NaN,NaN,,,NaN,,,,,,NaN
1684,12,36,NaN,NaN,52,83,NaN,49,100,-14,51,39,NaN
1685,,,NaN,NaN,,,NaN,,,,,,NaN
1686,12,36,NaN,NaN,52,83,NaN,50,100,-14,51,39,NaN
1687,,,NaN,NaN,,,NaN,,,,,,NaN
1688,12,36,NaN,NaN,52,84,NaN,51,100,-13,51,40,NaN
1689,,,NaN,NaN,,,NaN,,,,,,NaN
1690,12,36,NaN,NaN,52,86,NaN,52,100,-13,51,40,NaN
1691,,,NaN,NaN,,,NaN,,,,,,NaN
1692,12,36,NaN,NaN,52,84,NaN,52,100,-12,51,40,NaN
1693,,,NaN,NaN,,,NaN,,,,,,NaN
1694,12,36,NaN,NaN,52,88,NaN,52,100,-12,51,40,NaN
1695,,,NaN,NaN,,,NaN,,,,,,NaN
1696,12,36,NaN,NaN,52,87,NaN,52,100,-12,51,40,NaN
1697,,,NaN,NaN,,,NaN,,,,,,NaN
1698,12,36,NaN,NaN,52,86,NaN,52,100,-12,51,40,NaN
1699,,,NaN,NaN,,,NaN,,,,,,NaN
1700,12,36,NaN,NaN,51,88,NaN,53,100,-12,51,40,NaN
1701,,,NaN,NaN,,,NaN,,,,,,NaN
1702,12,36,NaN,NaN,51,86,NaN,52,100,-12,50,40,NaN
1703,,,NaN,NaN,,,NaN,,,,,,NaN
1704,12,36,NaN,NaN,51,88,NaN,53,100,-12,50,40,NaN
1705,,,NaN,NaN,,,NaN,,,,,,NaN
1706,12,36,NaN,NaN,50,86,NaN,52,100,-12,50,39,NaN
1707,,,NaN,NaN,,,NaN,,,,,,NaN
1708,12,36,NaN,NaN,50,85,NaN,52,100,-12,49,40,NaN
1709,,,NaN,NaN,,,NaN,,,,,,NaN
1710,12,36,NaN,NaN,50,87,NaN,52,100,-12,49,39,NaN
1711,,,NaN,NaN,,,NaN,,,,,,NaN
1712,12,36,NaN,NaN,50,85,NaN,52,100,-12,49,40,NaN
1713,,,NaN,NaN,,,NaN,,,,,,NaN
1714,12,36,NaN,NaN,50,86,NaN,52,100,-12,49,40,NaN
1715,,,NaN,NaN,,,NaN,,,,,,NaN
1716,12,36,NaN,NaN,49,86,NaN,52,100,-12,53,39,NaN
1717,,,NaN,NaN,,,NaN,,,,,,NaN
1718,12,36,NaN,NaN,49,86,NaN,52,100,-12,53,39,NaN
1719,,,NaN,NaN,,,NaN,,,,,,NaN
1720,12,36,NaN,NaN,49,88,NaN,52,100,-12,53,40,NaN
1721,,,NaN,NaN,,,NaN,,,,,,NaN
1722,12,36,NaN,NaN,49,86,NaN,52,100,-12,52,39,NaN
1723,,,NaN,NaN,,,NaN,,,,,,NaN
1724,12,36,NaN,NaN,49,87,NaN,52,100,-12,52,39,NaN
1725,,,NaN,NaN,,,NaN,,,,,,NaN
1726,12,35,NaN,NaN,49,87,NaN,52,100,-11,48,39,NaN
1727,,,NaN,NaN,,,NaN,,,,,,NaN
1728,12,35,NaN,NaN,49,87,NaN,52,100,-11,48,40,NaN
1729,,,NaN,NaN,,,NaN,,,,,,NaN
1730,12,35,NaN,NaN,49,88,NaN,53,100,-10,49,40,NaN
1731,,,NaN,NaN,,,NaN,,,,,,NaN
1732,12,35,NaN,NaN,49,86,NaN,52,100,-10,49,39,NaN
1733,,,NaN,NaN,,,NaN,,,,,,NaN
1734,12,36,NaN,NaN,50,88,NaN,52,100,-10,49,39,NaN
1735,,,NaN,NaN,,,NaN,,,,,,NaN
1736,12,36,NaN,NaN,50,87,NaN,52,100,-10,50,39,NaN
1737,,,NaN,NaN,,,NaN,,,,,,NaN
1738,12,36,NaN,NaN,50,86,NaN,52,100,-14,50,39,NaN
1739,,,NaN,NaN,,,NaN,,,,,,NaN
1740,12,36,NaN,NaN,50,87,NaN,52,100,-14,50,39,NaN
1741,,,NaN,NaN,,,NaN,,,,,,NaN
1742,12,36,NaN,NaN,50,86,NaN,51,100,-15,50,38,NaN
1743,,,NaN,NaN,,,NaN,,,,,,NaN
1744,12,36,NaN,NaN,50,87,NaN,52,100,-15,50,39,NaN
1745,,,NaN,NaN,,,NaN,,,,,,NaN
1746,12,36,NaN,NaN,50,86,NaN,51,100,-15,50,38,NaN
1747,,,NaN,NaN,,,NaN,,,,,,NaN
1748,12,36,NaN,NaN,50,85,NaN,51,100,-15,50,38,NaN
1749,,,NaN,NaN,,,NaN,,,,,,NaN
1750,12,36,NaN,NaN,50,87,NaN,51,100,-15,49,39,NaN
1751,,,NaN,NaN,,,NaN,,,,,,NaN
1752,12,36,NaN,NaN,50,84,NaN,51,100,-11,49,38,NaN
1753,,,NaN,NaN,,,NaN,,,,,,NaN
1754,12,36,NaN,NaN,50,86,NaN,51,100,-11,49,38,NaN
1755,,,NaN,NaN,,,NaN,,,,,,NaN
1756,12,36,NaN,NaN,50,85,NaN,51,100,1,49,38,NaN
1757,,,NaN,NaN,,,NaN,,,,,,NaN
1758,12,36,NaN,NaN,49,85,NaN,50,100,1,49,38,NaN
1759,,,NaN,NaN,,,NaN,,,,,,NaN
1760,12,36,NaN,NaN,49,86,NaN,51,100,13,49,38,NaN
1761,,,NaN,NaN,,,NaN,,,,,,NaN
1762,12,36,NaN,NaN,49,83,NaN,50,100,13,48,37,NaN
1763,,,NaN,NaN,,,NaN,,,,,,NaN
1764,12,36,NaN,NaN,49,84,NaN,50,100,21,48,37,NaN
1765,,,NaN,NaN,,,NaN,,,,,,NaN
1766,12,36,NaN,NaN,49,84,NaN,50,100,21,48,37,NaN
1767,,,NaN,NaN,,,NaN,,,,,,NaN
1768,12,36,NaN,NaN,49,84,NaN,49,100,-2,48,37,NaN
1769,,,NaN,NaN,,,NaN,,,,,,NaN
1770,12,36,NaN,NaN,49,85,NaN,50,100,-2,48,37,NaN
1771,,,NaN,NaN,,,NaN,,,,,,NaN
1772,12,36,NaN,NaN,48,82,NaN,49,100,-2,48,35,NaN
1773,,,NaN,NaN,,,NaN,,,,,,NaN
1774,12,36,NaN,NaN,48,84,NaN,49,100,-2,48,36,NaN
1775,,,NaN,NaN,,,NaN,,,,,,NaN
1776,12,36,NaN,NaN,48,83,NaN,49,100,-2,48,35,NaN
1777,,,NaN,NaN,,,NaN,,,,,,NaN
1778,12,36,NaN,NaN,48,83,NaN,49,100,-2,47,36,NaN
1779,,,NaN,NaN,,,NaN,,,,,,NaN
1780,12,36,NaN,NaN,48,84,NaN,49,100,-2,47,37,NaN
1781,,,NaN,NaN,,,NaN,,,,,,NaN
1782,12,36,NaN,NaN,48,82,NaN,49,100,-3,47,36,NaN
1783,,,NaN,NaN,,,NaN,,,,,,NaN
1784,12,36,NaN,NaN,48,83,NaN,49,100,-3,48,36,NaN
1785,,,NaN,NaN,,,NaN,,,,,,NaN
1786,12,36,NaN,NaN,48,82,NaN,49,100,-3,48,36,NaN
1787,,,NaN,NaN,,,NaN,,,,,,NaN
1788,12,36,NaN,NaN,48,86,NaN,47,100,-3,48,22,NaN
1789,,,NaN,NaN,,,NaN,,,,,,NaN
1790,12,35,NaN,NaN,48,79,NaN,48,100,-3,48,24,NaN
1791,,,NaN,NaN,,,NaN,,,,,,NaN
1792,12,35,NaN,NaN,49,73,NaN,46,100,-3,48,33,NaN
1793,,,NaN,NaN,,,NaN,,,,,,NaN
1794,12,35,NaN,NaN,49,81,NaN,47,100,-3,48,29,NaN
1795,,,NaN,NaN,,,NaN,,,,,,NaN
1796,12,35,NaN,NaN,49,81,NaN,47,100,-3,48,29,NaN
1797,,,NaN,NaN,,,NaN,,,,,,NaN
1798,12,36,NaN,NaN,49,54,NaN,54,100,-3,49,54,NaN
1799,,,NaN,NaN,,,NaN,,,,,,NaN
1800,12,36,NaN,NaN,49,,NaN,54,100,-3,49,,NaN
1801,,,NaN,NaN,,,NaN,,,,,,NaN
1802,12,36,NaN,NaN,49,,NaN,73,100,-4,49,,NaN
1803,,,NaN,NaN,,,NaN,,,,,,NaN
1804,12,36,NaN,NaN,49,,NaN,73,100,-4,49,,NaN
1805,,,NaN,NaN,,,NaN,,,,,,NaN
1806,12,36,NaN,NaN,50,,NaN,46,100,-4,49,,NaN
1807,,,NaN,NaN,,,NaN,,,,,,NaN
1808,12,36,NaN,NaN,49,,NaN,47,100,-4,49,,NaN
1809,,,NaN,NaN,,,NaN,,,,,,NaN
1810,12,36,NaN,NaN,50,,NaN,46,100,-4,49,,NaN
1811,,,NaN,NaN,,,NaN,,,,,,NaN
1812,12,35,NaN,NaN,50,,NaN,45,100,-3,49,,NaN
1813,,,NaN,NaN,,,NaN,,,,,,NaN
1814,12,35,NaN,NaN,50,,NaN,46,100,-3,49,,NaN
1815,,,NaN,NaN,,,NaN,,,,,,NaN
1816,12,35,NaN,NaN,50,,NaN,47,100,-3,49,,NaN
1817,,,NaN,NaN,,,NaN,,,,,,NaN
1818,12,36,NaN,NaN,50,,NaN,47,100,-3,49,,NaN
1819,,,NaN,NaN,,,NaN,,,,,,NaN
1820,12,36,NaN,NaN,50,78,NaN,48,100,-2,49,36,NaN
1821,,,NaN,NaN,,,NaN,,,,,,NaN
1822,12,36,NaN,NaN,49,78,NaN,48,100,-2,49,36,NaN
1823,,,NaN,NaN,,,NaN,,,,,,NaN
1824,12,36,NaN,NaN,49,79,NaN,48,100,-3,49,36,NaN
1825,,,NaN,NaN,,,NaN,,,,,,NaN
1826,12,37,NaN,NaN,49,78,NaN,48,100,-3,48,36,NaN
1827,,,NaN,NaN,,,NaN,,,,,,NaN
1828,12,37,NaN,NaN,49,78,NaN,48,100,-4,48,36,NaN
1829,,,NaN,NaN,,,NaN,,,,,,NaN
1830,12,37,NaN,NaN,49,79,NaN,48,100,-4,48,36,NaN
1831,,,NaN,NaN,,,NaN,,,,,,NaN
1832,12,36,NaN,NaN,49,76,NaN,47,100,-4,48,36,NaN
1833,,,NaN,NaN,,,NaN,,,,,,NaN
1834,12,36,NaN,NaN,49,77,NaN,48,100,-4,48,36,NaN
1835,,,NaN,NaN,,,NaN,,,,,,NaN
1836,12,36,NaN,NaN,49,77,NaN,47,100,-2,48,35,NaN
1837,,,NaN,NaN,,,NaN,,,,,,NaN
1838,12,36,NaN,NaN,49,76,NaN,47,100,-2,48,36,NaN
1839,,,NaN,NaN,,,NaN,,,,,,NaN
1840,12,36,NaN,NaN,49,78,NaN,47,100,-2,48,36,NaN
1841,,,NaN,NaN,,,NaN,,,,,,NaN
1842,12,36,NaN,NaN,49,76,NaN,47,100,-1,49,36,NaN
1843,,,NaN,NaN,,,NaN,,,,,,NaN
1844,12,36,NaN,NaN,49,77,NaN,47,100,-1,49,36,NaN
1845,,,NaN,NaN,,,NaN,,,,,,NaN
1846,12,36,NaN,NaN,49,77,NaN,47,100,-1,49,36,NaN
1847,,,NaN,NaN,,,NaN,,,,,,NaN
1848,12,36,NaN,NaN,50,76,NaN,47,100,-1,49,36,NaN
1849,,,NaN,NaN,,,NaN,,,,,,NaN
1850,12,36,NaN,NaN,50,77,NaN,47,100,-1,49,36,NaN
1851,,,NaN,NaN,,,NaN,,,,,,NaN
1852,12,36,NaN,NaN,50,76,NaN,47,100,-1,49,35,NaN
1853,,,NaN,NaN,,,NaN,,,,,,NaN
1854,12,36,NaN,NaN,50,77,NaN,47,100,-1,49,36,NaN
1855,,,NaN,NaN,,,NaN,,,,,,NaN
1856,12,36,NaN,NaN,50,76,NaN,47,100,-1,49,36,NaN
1857,,,NaN,NaN,,,NaN,,,,,,NaN
1858,12,36,NaN,NaN,50,75,NaN,47,100,-2,49,36,NaN
1859,,,NaN,NaN,,,NaN,,,,,,NaN
1860,12,36,NaN,NaN,50,78,NaN,47,100,-2,49,36,NaN
1861,,,NaN,NaN,,,NaN,,,,,,NaN
1862,12,36,NaN,NaN,50,75,NaN,47,100,-1,49,35,NaN
1863,,,NaN,NaN,,,NaN,,,,,,NaN
1864,12,36,NaN,NaN,50,76,NaN,47,100,-1,49,36,NaN
1865,,,NaN,NaN,,,NaN,,,,,,NaN
1866,12,36,NaN,NaN,50,76,NaN,47,100,-1,49,35,NaN
1867,,,NaN,NaN,,,NaN,,,,,,NaN
1868,12,36,NaN,NaN,50,76,NaN,47,100,-1,49,36,NaN
1869,,,NaN,NaN,,,NaN,,,,,,NaN
1870,12,36,NaN,NaN,50,77,NaN,47,100,-2,49,36,NaN
1871,,,NaN,NaN,,,NaN,,,,,,NaN
1872,12,36,NaN,NaN,50,75,NaN,47,100,-2,49,35,NaN
1873,,,NaN,NaN,,,NaN,,,,,,NaN
1874,12,36,NaN,NaN,50,77,NaN,47,100,-2,49,36,NaN
1875,,,NaN,NaN,,,NaN,,,,,,NaN
1876,12,36,NaN,NaN,50,76,NaN,47,100,-2,49,35,NaN
1877,,,NaN,NaN,,,NaN,,,,,,NaN
1878,12,36,NaN,NaN,50,75,NaN,47,100,-2,49,35,NaN
1879,,,NaN,NaN,,,NaN,,,,,,NaN
1880,12,36,NaN,NaN,50,76,NaN,47,100,-2,49,35,NaN
1881,,,NaN,NaN,,,NaN,,,,,,NaN
1882,12,36,NaN,NaN,50,75,NaN,47,100,-2,49,35,NaN
1883,,,NaN,NaN,,,NaN,,,,,,NaN
1884,12,36,NaN,NaN,50,76,NaN,47,100,-2,49,35,NaN
1885,,,NaN,NaN,,,NaN,,,,,,NaN
1886,12,36,NaN,NaN,50,76,NaN,47,100,-2,49,35,NaN
1887,,,NaN,NaN,,,NaN,,,,,,NaN
1888,12,36,NaN,NaN,50,75,NaN,47,100,-1,49,36,NaN
1889,,,NaN,NaN,,,NaN,,,,,,NaN
1890,12,35,NaN,NaN,50,76,NaN,47,100,-1,49,36,NaN
1891,,,NaN,NaN,,,NaN,,,,,,NaN
1892,12,35,NaN,NaN,49,76,NaN,47,100,1,49,36,NaN
1893,,,NaN,NaN,,,NaN,,,,,,NaN
1894,12,35,NaN,NaN,49,77,NaN,47,100,1,64,36,NaN
1895,,,NaN,NaN,,,NaN,,,,,,NaN
1896,12,35,NaN,NaN,49,77,NaN,47,100,0,64,36,NaN
1897,,,NaN,NaN,,,NaN,,,,,,NaN
1898,12,36,NaN,NaN,49,77,NaN,48,100,0,64,37,NaN
1899,,,NaN,NaN,,,NaN,,,,,,NaN
1900,12,36,NaN,NaN,48,80,NaN,49,100,0,64,38,NaN
1901,,,NaN,NaN,,,NaN,,,,,,NaN
1902,12,36,NaN,NaN,48,79,NaN,49,100,0,64,38,NaN
1903,,,NaN,NaN,,,NaN,,,,,,NaN
1904,12,36,NaN,NaN,48,80,NaN,50,100,0,59,39,NaN
1905,,,NaN,NaN,,,NaN,,,,,,NaN
1906,12,35,NaN,NaN,49,80,NaN,50,100,0,48,39,NaN
1907,,,NaN,NaN,,,NaN,,,,,,NaN
1908,12,35,NaN,NaN,49,82,NaN,51,100,0,48,40,NaN
1909,,,NaN,NaN,,,NaN,,,,,,NaN
1910,12,35,NaN,NaN,49,83,NaN,52,100,1,49,41,NaN
1911,,,NaN,NaN,,,NaN,,,,,,NaN
1912,12,35,NaN,NaN,50,82,NaN,52,100,1,50,41,NaN
1913,,,NaN,NaN,,,NaN,,,,,,NaN
1914,12,35,NaN,NaN,51,85,NaN,54,100,1,51,42,NaN
1915,,,NaN,NaN,,,NaN,,,,,,NaN
1916,12,35,NaN,NaN,52,84,NaN,54,100,1,52,41,NaN
1917,,,NaN,NaN,,,NaN,,,,,,NaN
1918,12,35,NaN,NaN,52,85,NaN,55,100,-1,52,36,NaN
1919,,,NaN,NaN,,,NaN,,,,,,NaN
1920,12,35,NaN,NaN,53,89,NaN,55,100,-1,53,39,NaN
1921,,,NaN,NaN,,,NaN,,,,,,NaN
1922,12,35,NaN,NaN,54,85,NaN,55,100,1,54,42,NaN
1923,,,NaN,NaN,,,NaN,,,,,,NaN
1924,12,35,NaN,NaN,55,79,NaN,55,100,1,54,39,NaN
1925,,,NaN,NaN,,,NaN,,,,,,NaN
1926,12,35,NaN,NaN,55,85,NaN,56,100,1,55,42,NaN
1927,,,NaN,NaN,,,NaN,,,,,,NaN
1928,12,35,NaN,NaN,55,87,NaN,57,100,1,55,44,NaN
1929,,,NaN,NaN,,,NaN,,,,,,NaN
1930,12,35,NaN,NaN,56,89,NaN,58,100,2,56,45,NaN
1931,,,NaN,NaN,,,NaN,,,,,,NaN
1932,12,35,NaN,NaN,56,88,NaN,58,100,2,56,45,NaN
1933,,,NaN,NaN,,,NaN,,,,,,NaN
1934,12,35,NaN,NaN,57,92,NaN,59,100,10,57,46,NaN
1935,,,NaN,NaN,,,NaN,,,,,,NaN
1936,12,36,NaN,NaN,58,89,NaN,59,100,10,57,45,NaN
1937,,,NaN,NaN,,,NaN,,,,,,NaN
1938,12,36,NaN,NaN,58,91,NaN,60,100,10,58,46,NaN
1939,,,NaN,NaN,,,NaN,,,,,,NaN
1940,12,36,NaN,NaN,59,92,NaN,60,100,-3,58,46,NaN
1941,,,NaN,NaN,,,NaN,,,,,,NaN
1942,12,36,NaN,NaN,59,92,NaN,60,100,-3,59,46,NaN
1943,,,NaN,NaN,,,NaN,,,,,,NaN
1944,12,35,NaN,NaN,59,95,NaN,61,100,124,59,47,NaN
1945,,,NaN,NaN,,,NaN,,,,,,NaN
1946,12,35,NaN,NaN,60,93,NaN,61,100,124,59,47,NaN
1947,,,NaN,NaN,,,NaN,,,,,,NaN
1948,12,35,NaN,NaN,60,94,NaN,62,100,228,59,48,NaN
1949,,,NaN,NaN,,,NaN,,,,,,NaN
1950,12,36,NaN,NaN,60,95,NaN,62,100,228,59,48,NaN
1951,,,NaN,NaN,,,NaN,,,,,,NaN
1952,12,36,NaN,NaN,60,94,NaN,62,100,107,59,48,NaN
1953,,,NaN,NaN,,,NaN,,,,,,NaN
1954,12,36,NaN,NaN,60,97,NaN,63,100,107,59,49,NaN
1955,,,NaN,NaN,,,NaN,,,,,,NaN
1956,12,36,NaN,NaN,59,95,NaN,63,100,3,59,48,NaN
1957,,,NaN,NaN,,,NaN,,,,,,NaN
1958,12,36,NaN,NaN,59,97,NaN,63,100,3,59,49,NaN
1959,,,NaN,NaN,,,NaN,,,,,,NaN
1960,12,36,NaN,NaN,59,97,NaN,63,100,3,59,49,NaN
1961,,,NaN,NaN,,,NaN,,,,,,NaN
1962,12,36,NaN,NaN,59,96,NaN,63,100,3,59,49,NaN
1963,,,NaN,NaN,,,NaN,,,,,,NaN
1964,12,36,NaN,NaN,59,98,NaN,64,100,3,59,49,NaN
1965,,,NaN,NaN,,,NaN,,,,,,NaN
1966,12,36,NaN,NaN,59,97,NaN,63,100,3,59,48,NaN
1967,,,NaN,NaN,,,NaN,,,,,,NaN
1968,12,36,NaN,NaN,59,97,NaN,63,100,3,59,49,NaN
1969,,,NaN,NaN,,,NaN,,,,,,NaN
1970,12,36,NaN,NaN,59,99,NaN,64,100,3,59,49,NaN
1971,,,NaN,NaN,,,NaN,,,,,,NaN
1972,12,36,NaN,NaN,59,97,NaN,64,100,3,59,48,NaN
1973,,,NaN,NaN,,,NaN,,,,,,NaN
1974,12,36,NaN,NaN,59,98,NaN,64,100,3,59,49,NaN
1975,,,NaN,NaN,,,NaN,,,,,,NaN
1976,12,36,NaN,NaN,59,99,NaN,64,100,3,59,49,NaN
1977,,,NaN,NaN,,,NaN,,,,,,NaN
1978,12,36,NaN,NaN,59,98,NaN,64,100,3,59,49,NaN
1979,,,NaN,NaN,,,NaN,,,,,,NaN
1980,12,36,NaN,NaN,59,100,NaN,65,100,3,59,49,NaN
1981,,,NaN,NaN,,,NaN,,,,,,NaN
1982,12,36,NaN,NaN,59,98,NaN,64,100,3,58,48,NaN
1983,,,NaN,NaN,,,NaN,,,,,,NaN
1984,12,36,NaN,NaN,59,99,NaN,64,100,3,58,48,NaN
1985,,,NaN,NaN,,,NaN,,,,,,NaN
1986,12,36,NaN,NaN,59,98,NaN,63,100,3,58,48,NaN
1987,,,NaN,NaN,,,NaN,,,,,,NaN
1988,12,36,NaN,NaN,58,98,NaN,63,100,3,57,48,NaN
1989,,,NaN,NaN,,,NaN,,,,,,NaN
1990,12,37,NaN,NaN,58,99,NaN,64,100,3,57,48,NaN
1991,,,NaN,NaN,,,NaN,,,,,,NaN
1992,12,37,NaN,NaN,57,97,NaN,63,100,3,56,48,NaN
1993,,,NaN,NaN,,,NaN,,,,,,NaN
1994,12,37,NaN,NaN,57,99,NaN,64,100,3,56,48,NaN
1995,,,NaN,NaN,,,NaN,,,,,,NaN
1996,12,36,NaN,NaN,56,99,NaN,64,100,3,56,48,NaN
1997,,,NaN,NaN,,,NaN,,,,,,NaN
1998,12,36,NaN,NaN,56,98,NaN,63,100,3,56,49,NaN
1999,,,NaN,NaN,,,NaN,,,,,,NaN
2000,12,36,NaN,NaN,56,99,NaN,64,100,3,55,48,NaN
2001,,,NaN,NaN,,,NaN,,,,,,NaN
2002,12,36,NaN,NaN,56,97,NaN,63,100,3,55,48,NaN
2003,,,NaN,NaN,,,NaN,,,,,,NaN
2004,12,36,NaN,NaN,56,99,NaN,64,100,3,55,48,NaN
2005,,,NaN,NaN,,,NaN,,,,,,NaN
2006,12,36,NaN,NaN,56,97,NaN,63,100,3,55,47,NaN
2007,,,NaN,NaN,,,NaN,,,,,,NaN
2008,12,36,NaN,NaN,56,97,NaN,63,100,3,55,48,NaN
2009,,,NaN,NaN,,,NaN,,,,,,NaN
2010,12,36,NaN,NaN,56,99,NaN,63,100,3,55,48,NaN
2011,,,NaN,NaN,,,NaN,,,,,,NaN
2012,12,36,NaN,NaN,56,96,NaN,63,100,3,55,47,NaN
2013,,,NaN,NaN,,,NaN,,,,,,NaN
2014,12,36,NaN,NaN,56,98,NaN,66,100,3,55,52,NaN
2015,,,NaN,NaN,,,NaN,,,,,,NaN
2016,12,36,NaN,NaN,56,,NaN,66,100,3,56,,NaN
2017,,,NaN,NaN,,,NaN,,,,,,NaN
2018,12,36,NaN,NaN,56,,NaN,217,100,3,56,,NaN
2019,,,NaN,NaN,,,NaN,,,,,,NaN
2020,12,36,NaN,NaN,56,,NaN,181,100,3,56,,NaN
2021,,,NaN,NaN,,,NaN,,,,,,NaN
2022,12,36,NaN,NaN,56,,NaN,129,100,3,56,,NaN
2023,,,NaN,NaN,,,NaN,,,,,,NaN
2024,12,36,NaN,NaN,56,,NaN,113,100,3,56,,NaN
2025,,,NaN,NaN,,,NaN,,,,,,NaN
2026,12,36,NaN,NaN,56,,NaN,91,100,3,56,,NaN
2027,,,NaN,NaN,,,NaN,,,,,,NaN
2028,12,36,NaN,NaN,56,,NaN,78,100,3,56,,NaN
2029,,,NaN,NaN,,,NaN,,,,,,NaN
2030,12,36,NaN,NaN,56,,NaN,72,100,3,56,,NaN
2031,,,NaN,NaN,,,NaN,,,,,,NaN
2032,12,36,NaN,NaN,56,,NaN,68,100,3,55,,NaN
2033,,,NaN,NaN,,,NaN,,,,,,NaN
2034,12,36,NaN,NaN,56,,NaN,66,100,3,55,,NaN
2035,,,NaN,NaN,,,NaN,,,,,,NaN
2036,12,36,NaN,NaN,56,96,NaN,65,100,3,55,48,NaN
2037,,,NaN,NaN,,,NaN,,,,,,NaN
2038,12,36,NaN,NaN,56,94,NaN,64,100,3,55,48,NaN
2039,,,NaN,NaN,,,NaN,,,,,,NaN
2040,12,36,NaN,NaN,55,96,NaN,64,100,3,54,48,NaN
2041,,,NaN,NaN,,,NaN,,,,,,NaN
2042,12,36,NaN,NaN,55,94,NaN,63,100,3,54,47,NaN
2043,,,NaN,NaN,,,NaN,,,,,,NaN
2044,12,36,NaN,NaN,55,96,NaN,63,100,3,54,47,NaN
2045,,,NaN,NaN,,,NaN,,,,,,NaN
2046,12,36,NaN,NaN,54,95,NaN,62,100,3,54,47,NaN
2047,,,NaN,NaN,,,NaN,,,,,,NaN
2048,12,36,NaN,NaN,54,93,NaN,62,100,3,53,47,NaN
2049,,,NaN,NaN,,,NaN,,,,,,NaN
2050,12,36,NaN,NaN,54,94,NaN,62,100,3,53,46,NaN
2051,,,NaN,NaN,,,NaN,,,,,,NaN
2052,12,36,NaN,NaN,54,92,NaN,61,100,3,53,46,NaN
2053,,,NaN,NaN,,,NaN,,,,,,NaN
2054,12,36,NaN,NaN,54,94,NaN,61,100,3,53,46,NaN
2055,,,NaN,NaN,,,NaN,,,,,,NaN
2056,12,36,NaN,NaN,54,93,NaN,61,100,3,53,46,NaN
