time,Solar8000/RR_CO2,Solar8000/ETCO2,SNUADC/ART,SNUADC/CVP,Solar8000/PLETH_HR,Solar8000/ART_SBP,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/HR,Solar8000/ART_DBP,SNUADC/ECG_II
14844,,,NaN,NaN,,,NaN,,,,,,NaN
14845,18,35,NaN,NaN,71,128,NaN,76,100,6,71,51,NaN
14846,,,NaN,NaN,,,NaN,,,,,,NaN
14847,18,35,NaN,NaN,71,128,NaN,75,100,6,71,50,NaN
14848,,,NaN,NaN,,,NaN,,,,,,NaN
14849,18,35,NaN,NaN,71,128,NaN,75,100,6,71,51,NaN
14850,,,NaN,NaN,,,NaN,,,,,,NaN
14851,18,35,NaN,NaN,71,127,NaN,75,100,6,71,51,NaN
14852,,,NaN,NaN,,,NaN,,,,,,NaN
14853,18,35,NaN,NaN,71,127,NaN,75,100,6,70,50,NaN
14854,,,NaN,NaN,,,NaN,,,,,,NaN
14855,18,35,NaN,NaN,71,126,NaN,75,100,6,70,50,NaN
14856,,,NaN,NaN,,,NaN,,,,,,NaN
14857,18,35,NaN,NaN,70,126,NaN,74,100,5,70,50,NaN
14858,,,NaN,NaN,,,NaN,,,,,,NaN
14859,18,35,NaN,NaN,70,127,NaN,75,100,5,70,50,NaN
14860,,,NaN,NaN,,,NaN,,,,,,NaN
14861,18,35,NaN,NaN,70,126,NaN,74,100,6,70,50,NaN
14862,,,NaN,NaN,,,NaN,,,,,,NaN
14863,18,35,NaN,NaN,70,126,NaN,74,100,6,70,50,NaN
14864,,,NaN,NaN,,,NaN,,,,,,NaN
14865,18,35,NaN,NaN,70,126,NaN,75,100,6,70,50,NaN
14866,,,NaN,NaN,,,NaN,,,,,,NaN
14867,18,35,NaN,NaN,71,126,NaN,74,100,6,70,50,NaN
14868,,,NaN,NaN,,,NaN,,,,,,NaN
14869,18,35,NaN,NaN,71,126,NaN,75,100,6,70,50,NaN
14870,,,NaN,NaN,,,NaN,,,,,,NaN
14871,18,35,NaN,NaN,71,126,NaN,75,100,6,70,50,NaN
14872,,,NaN,NaN,,,NaN,,,,,,NaN
14873,18,35,NaN,NaN,71,127,NaN,75,100,6,70,51,NaN
14874,,,NaN,NaN,,,NaN,,,,,,NaN
14875,18,35,NaN,NaN,71,127,NaN,75,100,6,70,51,NaN
14876,,,NaN,NaN,,,NaN,,,,,,NaN
14877,18,35,NaN,NaN,71,127,NaN,75,100,6,71,50,NaN
14878,,,NaN,NaN,,,NaN,,,,,,NaN
14879,18,35,NaN,NaN,71,127,NaN,75,100,6,71,51,NaN
14880,,,NaN,NaN,,,NaN,,,,,,NaN
14881,18,35,NaN,NaN,71,127,NaN,75,100,6,71,51,NaN
14882,,,NaN,NaN,,,NaN,,,,,,NaN
14883,18,35,NaN,NaN,71,128,NaN,76,100,6,71,51,NaN
14884,,,NaN,NaN,,,NaN,,,,,,NaN
14885,18,35,NaN,NaN,71,127,NaN,76,100,6,71,51,NaN
14886,,,NaN,NaN,,,NaN,,,,,,NaN
14887,18,35,NaN,NaN,71,128,NaN,76,100,6,71,51,NaN
14888,,,NaN,NaN,,,NaN,,,,,,NaN
14889,18,35,NaN,NaN,71,128,NaN,76,100,6,71,52,NaN
14890,,,NaN,NaN,,,NaN,,,,,,NaN
14891,18,35,NaN,NaN,71,128,NaN,76,100,6,71,52,NaN
14892,,,NaN,NaN,,,NaN,,,,,,NaN
14893,18,35,NaN,NaN,71,129,NaN,76,100,6,70,51,NaN
14894,,,NaN,NaN,,,NaN,,,,,,NaN
14895,18,35,NaN,NaN,71,128,NaN,76,100,6,70,51,NaN
14896,,,NaN,NaN,,,NaN,,,,,,NaN
14897,18,36,NaN,NaN,71,128,NaN,76,100,6,70,51,NaN
14898,,,NaN,NaN,,,NaN,,,,,,NaN
14899,18,36,NaN,NaN,71,129,NaN,76,100,6,70,52,NaN
14900,,,NaN,NaN,,,NaN,,,,,,NaN
14901,18,36,NaN,NaN,71,128,NaN,76,100,6,70,52,NaN
14902,,,NaN,NaN,,,NaN,,,,,,NaN
14903,18,36,NaN,NaN,71,129,NaN,76,100,6,70,51,NaN
14904,,,NaN,NaN,,,NaN,,,,,,NaN
14905,18,35,NaN,NaN,71,127,NaN,75,100,5,70,51,NaN
14906,,,NaN,NaN,,,NaN,,,,,,NaN
14907,18,35,NaN,NaN,71,127,NaN,75,100,5,70,50,NaN
14908,,,NaN,NaN,,,NaN,,,,,,NaN
14909,18,35,NaN,NaN,71,128,NaN,75,100,6,70,50,NaN
14910,,,NaN,NaN,,,NaN,,,,,,NaN
14911,18,35,NaN,NaN,70,127,NaN,74,100,6,70,50,NaN
14912,,,NaN,NaN,,,NaN,,,,,,NaN
14913,18,35,NaN,NaN,70,126,NaN,74,100,5,69,49,NaN
14914,,,NaN,NaN,,,NaN,,,,,,NaN
14915,18,35,NaN,NaN,70,125,NaN,73,100,5,69,49,NaN
14916,,,NaN,NaN,,,NaN,,,,,,NaN
14917,18,35,NaN,NaN,70,125,NaN,73,100,5,69,48,NaN
14918,,,NaN,NaN,,,NaN,,,,,,NaN
14919,18,35,NaN,NaN,69,124,NaN,73,100,5,69,49,NaN
14920,,,NaN,NaN,,,NaN,,,,,,NaN
14921,18,35,NaN,NaN,69,124,NaN,73,100,6,68,49,NaN
14922,,,NaN,NaN,,,NaN,,,,,,NaN
14923,18,35,NaN,NaN,69,125,NaN,73,100,6,68,49,NaN
14924,,,NaN,NaN,,,NaN,,,,,,NaN
14925,18,35,NaN,NaN,69,123,NaN,73,100,6,68,49,NaN
14926,,,NaN,NaN,,,NaN,,,,,,NaN
14927,18,35,NaN,NaN,69,124,NaN,73,100,6,68,49,NaN
14928,,,NaN,NaN,,,NaN,,,,,,NaN
14929,18,35,NaN,NaN,69,125,NaN,73,100,6,68,50,NaN
14930,,,NaN,NaN,,,NaN,,,,,,NaN
14931,18,35,NaN,NaN,70,124,NaN,73,100,5,69,49,NaN
14932,,,NaN,NaN,,,NaN,,,,,,NaN
14933,18,35,NaN,NaN,70,125,NaN,74,100,5,69,49,NaN
14934,,,NaN,NaN,,,NaN,,,,,,NaN
14935,18,35,NaN,NaN,70,124,NaN,73,100,5,69,49,NaN
14936,,,NaN,NaN,,,NaN,,,,,,NaN
14937,18,35,NaN,NaN,70,124,NaN,73,100,5,69,49,NaN
14938,,,NaN,NaN,,,NaN,,,,,,NaN
14939,18,35,NaN,NaN,70,125,NaN,73,100,6,69,49,NaN
14940,,,NaN,NaN,,,NaN,,,,,,NaN
14941,18,35,NaN,NaN,70,123,NaN,73,100,6,69,49,NaN
14942,,,NaN,NaN,,,NaN,,,,,,NaN
14943,18,35,NaN,NaN,69,124,NaN,73,100,6,69,49,NaN
14944,,,NaN,NaN,,,NaN,,,,,,NaN
14945,18,35,NaN,NaN,69,124,NaN,73,100,6,68,49,NaN
14946,,,NaN,NaN,,,NaN,,,,,,NaN
14947,18,35,NaN,NaN,69,124,NaN,73,100,5,68,49,NaN
14948,,,NaN,NaN,,,NaN,,,,,,NaN
14949,18,35,NaN,NaN,69,124,NaN,73,100,5,68,49,NaN
14950,,,NaN,NaN,,,NaN,,,,,,NaN
14951,18,35,NaN,NaN,69,125,NaN,73,100,5,68,49,NaN
14952,,,NaN,NaN,,,NaN,,,,,,NaN
14953,18,35,NaN,NaN,69,126,NaN,73,100,5,68,50,NaN
14954,,,NaN,NaN,,,NaN,,,,,,NaN
14955,18,35,NaN,NaN,69,125,NaN,74,100,6,68,50,NaN
14956,,,NaN,NaN,,,NaN,,,,,,NaN
14957,18,35,NaN,NaN,69,125,NaN,74,100,6,69,50,NaN
14958,,,NaN,NaN,,,NaN,,,,,,NaN
14959,18,35,NaN,NaN,69,126,NaN,74,100,6,69,50,NaN
14960,,,NaN,NaN,,,NaN,,,,,,NaN
14961,18,35,NaN,NaN,70,125,NaN,74,100,5,69,50,NaN
14962,,,NaN,NaN,,,NaN,,,,,,NaN
14963,18,35,NaN,NaN,70,126,NaN,74,100,5,69,50,NaN
14964,,,NaN,NaN,,,NaN,,,,,,NaN
14965,18,35,NaN,NaN,70,125,NaN,74,100,5,69,50,NaN
14966,,,NaN,NaN,,,NaN,,,,,,NaN
14967,18,35,NaN,NaN,70,125,NaN,74,100,5,69,49,NaN
14968,,,NaN,NaN,,,NaN,,,,,,NaN
14969,18,35,NaN,NaN,70,125,NaN,74,100,5,70,50,NaN
14970,,,NaN,NaN,,,NaN,,,,,,NaN
14971,18,35,NaN,NaN,70,124,NaN,73,100,5,69,50,NaN
14972,,,NaN,NaN,,,NaN,,,,,,NaN
14973,18,35,NaN,NaN,70,124,NaN,73,100,5,69,49,NaN
14974,,,NaN,NaN,,,NaN,,,,,,NaN
14975,18,35,NaN,NaN,70,123,NaN,73,100,5,69,49,NaN
14976,,,NaN,NaN,,,NaN,,,,,,NaN
14977,18,35,NaN,NaN,70,123,NaN,73,100,5,69,49,NaN
14978,,,NaN,NaN,,,NaN,,,,,,NaN
14979,18,35,NaN,NaN,69,123,NaN,73,100,5,69,49,NaN
14980,,,NaN,NaN,,,NaN,,,,,,NaN
14981,18,35,NaN,NaN,69,122,NaN,72,100,5,69,49,NaN
14982,,,NaN,NaN,,,NaN,,,,,,NaN
14983,18,35,NaN,NaN,69,123,NaN,73,100,5,69,49,NaN
14984,,,NaN,NaN,,,NaN,,,,,,NaN
14985,18,35,NaN,NaN,69,123,NaN,72,100,5,69,49,NaN
14986,,,NaN,NaN,,,NaN,,,,,,NaN
14987,18,35,NaN,NaN,69,123,NaN,72,100,5,69,48,NaN
14988,,,NaN,NaN,,,NaN,,,,,,NaN
14989,18,35,NaN,NaN,69,122,NaN,72,100,5,69,49,NaN
14990,,,NaN,NaN,,,NaN,,,,,,NaN
14991,18,35,NaN,NaN,69,122,NaN,72,100,5,69,49,NaN
14992,,,NaN,NaN,,,NaN,,,,,,NaN
14993,18,35,NaN,NaN,69,122,NaN,72,100,5,69,48,NaN
14994,,,NaN,NaN,,,NaN,,,,,,NaN
14995,18,35,NaN,NaN,70,121,NaN,72,100,5,69,49,NaN
14996,,,NaN,NaN,,,NaN,,,,,,NaN
14997,18,35,NaN,NaN,70,122,NaN,72,100,5,69,48,NaN
14998,,,NaN,NaN,,,NaN,,,,,,NaN
14999,18,35,NaN,NaN,70,122,NaN,72,100,5,69,49,NaN
15000,,,NaN,NaN,,,NaN,,,,,,NaN
15001,18,35,NaN,NaN,70,122,NaN,72,100,5,69,48,NaN
15002,,,NaN,NaN,,,NaN,,,,,,NaN
15003,18,35,NaN,NaN,70,122,NaN,72,100,5,70,48,NaN
15004,,,NaN,NaN,,,NaN,,,,,,NaN
15005,18,35,NaN,NaN,70,121,NaN,72,100,5,70,49,NaN
15006,,,NaN,NaN,,,NaN,,,,,,NaN
15007,18,35,NaN,NaN,70,122,NaN,72,100,5,70,48,NaN
15008,,,NaN,NaN,,,NaN,,,,,,NaN
15009,18,35,NaN,NaN,70,121,NaN,72,100,5,70,48,NaN
15010,,,NaN,NaN,,,NaN,,,,,,NaN
15011,18,34,NaN,NaN,70,120,NaN,71,100,5,70,48,NaN
15012,,,NaN,NaN,,,NaN,,,,,,NaN
15013,18,34,NaN,NaN,70,121,NaN,71,100,5,70,48,NaN
15014,,,NaN,NaN,,,NaN,,,,,,NaN
15015,18,34,NaN,NaN,70,121,NaN,71,100,5,70,48,NaN
15016,,,NaN,NaN,,,NaN,,,,,,NaN
15017,18,34,NaN,NaN,70,121,NaN,71,100,5,69,48,NaN
15018,,,NaN,NaN,,,NaN,,,,,,NaN
15019,18,35,NaN,NaN,70,121,NaN,71,100,5,69,48,NaN
15020,,,NaN,NaN,,,NaN,,,,,,NaN
15021,18,35,NaN,NaN,70,120,NaN,71,100,5,70,48,NaN
15022,,,NaN,NaN,,,NaN,,,,,,NaN
15023,18,35,NaN,NaN,70,121,NaN,71,100,5,70,48,NaN
15024,,,NaN,NaN,,,NaN,,,,,,NaN
15025,18,35,NaN,NaN,71,121,NaN,71,100,5,70,49,NaN
15026,,,NaN,NaN,,,NaN,,,,,,NaN
15027,18,35,NaN,NaN,71,121,NaN,71,100,5,70,48,NaN
15028,,,NaN,NaN,,,NaN,,,,,,NaN
15029,18,35,NaN,NaN,71,121,NaN,71,100,5,70,49,NaN
15030,,,NaN,NaN,,,NaN,,,,,,NaN
15031,18,35,NaN,NaN,71,120,NaN,71,100,5,70,49,NaN
15032,,,NaN,NaN,,,NaN,,,,,,NaN
15033,18,35,NaN,NaN,70,121,NaN,71,100,5,70,48,NaN
15034,,,NaN,NaN,,,NaN,,,,,,NaN
15035,18,35,NaN,NaN,71,120,NaN,71,100,5,70,49,NaN
15036,,,NaN,NaN,,,NaN,,,,,,NaN
15037,18,35,NaN,NaN,70,120,NaN,71,100,4,70,48,NaN
15038,,,NaN,NaN,,,NaN,,,,,,NaN
15039,18,35,NaN,NaN,70,121,NaN,71,100,4,70,49,NaN
15040,,,NaN,NaN,,,NaN,,,,,,NaN
15041,18,35,NaN,NaN,70,120,NaN,71,100,4,69,48,NaN
15042,,,NaN,NaN,,,NaN,,,,,,NaN
15043,18,35,NaN,NaN,70,121,NaN,72,100,4,69,48,NaN
15044,,,NaN,NaN,,,NaN,,,,,,NaN
15045,18,35,NaN,NaN,70,120,NaN,72,100,5,69,49,NaN
15046,,,NaN,NaN,,,NaN,,,,,,NaN
15047,18,35,NaN,NaN,70,121,NaN,72,100,5,70,49,NaN
15048,,,NaN,NaN,,,NaN,,,,,,NaN
15049,18,35,NaN,NaN,71,122,NaN,72,100,5,70,49,NaN
15050,,,NaN,NaN,,,NaN,,,,,,NaN
15051,18,35,NaN,NaN,71,121,NaN,72,100,5,71,49,NaN
15052,,,NaN,NaN,,,NaN,,,,,,NaN
15053,18,35,NaN,NaN,71,121,NaN,72,100,4,71,49,NaN
15054,,,NaN,NaN,,,NaN,,,,,,NaN
15055,18,35,NaN,NaN,71,121,NaN,72,100,4,71,49,NaN
15056,,,NaN,NaN,,,NaN,,,,,,NaN
15057,18,35,NaN,NaN,71,121,NaN,72,100,4,71,49,NaN
15058,,,NaN,NaN,,,NaN,,,,,,NaN
15059,18,35,NaN,NaN,71,122,NaN,72,100,4,71,49,NaN
15060,,,NaN,NaN,,,NaN,,,,,,NaN
15061,18,35,NaN,NaN,71,121,NaN,72,100,4,71,49,NaN
15062,,,NaN,NaN,,,NaN,,,,,,NaN
15063,18,35,NaN,NaN,72,122,NaN,72,100,5,71,49,NaN
15064,,,NaN,NaN,,,NaN,,,,,,NaN
15065,18,35,NaN,NaN,72,121,NaN,72,100,5,71,49,NaN
15066,,,NaN,NaN,,,NaN,,,,,,NaN
15067,18,35,NaN,NaN,72,121,NaN,72,100,5,71,49,NaN
15068,,,NaN,NaN,,,NaN,,,,,,NaN
15069,18,35,NaN,NaN,72,122,NaN,72,100,5,71,49,NaN
15070,,,NaN,NaN,,,NaN,,,,,,NaN
15071,18,35,NaN,NaN,72,121,NaN,72,100,5,71,49,NaN
15072,,,NaN,NaN,,,NaN,,,,,,NaN
15073,18,35,NaN,NaN,72,123,NaN,73,100,5,71,49,NaN
15074,,,NaN,NaN,,,NaN,,,,,,NaN
15075,18,35,NaN,NaN,72,122,NaN,73,100,5,71,50,NaN
15076,,,NaN,NaN,,,NaN,,,,,,NaN
15077,18,35,NaN,NaN,72,122,NaN,73,100,5,71,49,NaN
15078,,,NaN,NaN,,,NaN,,,,,,NaN
15079,18,35,NaN,NaN,72,123,NaN,73,100,5,71,49,NaN
15080,,,NaN,NaN,,,NaN,,,,,,NaN
15081,18,35,NaN,NaN,72,122,NaN,72,100,5,71,49,NaN
15082,,,NaN,NaN,,,NaN,,,,,,NaN
15083,18,35,NaN,NaN,71,122,NaN,73,100,5,71,49,NaN
15084,,,NaN,NaN,,,NaN,,,,,,NaN
15085,18,35,NaN,NaN,71,122,NaN,73,100,5,71,49,NaN
15086,,,NaN,NaN,,,NaN,,,,,,NaN
15087,18,35,NaN,NaN,71,122,NaN,73,100,5,71,49,NaN
15088,,,NaN,NaN,,,NaN,,,,,,NaN
15089,18,35,NaN,NaN,71,123,NaN,73,100,5,71,50,NaN
15090,,,NaN,NaN,,,NaN,,,,,,NaN
15091,18,35,NaN,NaN,71,122,NaN,73,100,5,71,49,NaN
15092,,,NaN,NaN,,,NaN,,,,,,NaN
15093,18,35,NaN,NaN,71,123,NaN,73,100,6,71,49,NaN
15094,,,NaN,NaN,,,NaN,,,,,,NaN
15095,18,35,NaN,NaN,71,122,NaN,72,100,6,70,49,NaN
15096,,,NaN,NaN,,,NaN,,,,,,NaN
15097,18,35,NaN,NaN,71,122,NaN,72,100,5,70,49,NaN
15098,,,NaN,NaN,,,NaN,,,,,,NaN
15099,18,35,NaN,NaN,71,122,NaN,72,100,5,70,49,NaN
15100,,,NaN,NaN,,,NaN,,,,,,NaN
15101,18,35,NaN,NaN,71,122,NaN,72,100,5,70,49,NaN
15102,,,NaN,NaN,,,NaN,,,,,,NaN
15103,18,35,NaN,NaN,70,122,NaN,72,100,5,70,49,NaN
15104,,,NaN,NaN,,,NaN,,,,,,NaN
15105,18,35,NaN,NaN,70,121,NaN,72,100,5,70,49,NaN
15106,,,NaN,NaN,,,NaN,,,,,,NaN
15107,18,35,NaN,NaN,70,122,NaN,72,100,5,70,49,NaN
15108,,,NaN,NaN,,,NaN,,,,,,NaN
15109,18,35,NaN,NaN,70,124,NaN,73,100,5,70,50,NaN
15110,,,NaN,NaN,,,NaN,,,,,,NaN
15111,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15112,,,NaN,NaN,,,NaN,,,,,,NaN
15113,18,35,NaN,NaN,71,124,NaN,73,100,5,70,49,NaN
15114,,,NaN,NaN,,,NaN,,,,,,NaN
15115,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15116,,,NaN,NaN,,,NaN,,,,,,NaN
15117,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15118,,,NaN,NaN,,,NaN,,,,,,NaN
15119,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15120,,,NaN,NaN,,,NaN,,,,,,NaN
15121,18,35,NaN,NaN,71,122,NaN,73,100,5,70,49,NaN
15122,,,NaN,NaN,,,NaN,,,,,,NaN
15123,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15124,,,NaN,NaN,,,NaN,,,,,,NaN
15125,18,34,NaN,NaN,71,122,NaN,73,100,5,70,50,NaN
15126,,,NaN,NaN,,,NaN,,,,,,NaN
15127,18,34,NaN,NaN,71,122,NaN,73,100,5,70,49,NaN
15128,,,NaN,NaN,,,NaN,,,,,,NaN
15129,18,34,NaN,NaN,71,122,NaN,73,100,5,70,49,NaN
15130,,,NaN,NaN,,,NaN,,,,,,NaN
15131,18,34,NaN,NaN,71,122,NaN,72,100,5,70,49,NaN
15132,,,NaN,NaN,,,NaN,,,,,,NaN
15133,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15134,,,NaN,NaN,,,NaN,,,,,,NaN
15135,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15136,,,NaN,NaN,,,NaN,,,,,,NaN
15137,18,35,NaN,NaN,71,122,NaN,73,100,5,70,49,NaN
15138,,,NaN,NaN,,,NaN,,,,,,NaN
15139,18,35,NaN,NaN,71,123,NaN,73,100,5,70,50,NaN
15140,,,NaN,NaN,,,NaN,,,,,,NaN
15141,18,35,NaN,NaN,71,123,NaN,73,100,5,70,50,NaN
15142,,,NaN,NaN,,,NaN,,,,,,NaN
15143,18,35,NaN,NaN,71,123,NaN,73,100,5,71,50,NaN
15144,,,NaN,NaN,,,NaN,,,,,,NaN
15145,18,35,NaN,NaN,71,122,NaN,73,100,5,71,49,NaN
15146,,,NaN,NaN,,,NaN,,,,,,NaN
15147,18,35,NaN,NaN,71,123,NaN,73,100,5,71,49,NaN
15148,,,NaN,NaN,,,NaN,,,,,,NaN
15149,18,35,NaN,NaN,71,123,NaN,73,100,5,71,49,NaN
15150,,,NaN,NaN,,,NaN,,,,,,NaN
15151,18,35,NaN,NaN,71,122,NaN,72,100,5,71,49,NaN
15152,,,NaN,NaN,,,NaN,,,,,,NaN
15153,18,35,NaN,NaN,71,123,NaN,73,100,5,71,49,NaN
15154,,,NaN,NaN,,,NaN,,,,,,NaN
15155,18,35,NaN,NaN,71,122,NaN,73,100,5,70,50,NaN
15156,,,NaN,NaN,,,NaN,,,,,,NaN
15157,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15158,,,NaN,NaN,,,NaN,,,,,,NaN
15159,18,35,NaN,NaN,71,124,NaN,73,100,5,70,49,NaN
15160,,,NaN,NaN,,,NaN,,,,,,NaN
15161,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15162,,,NaN,NaN,,,NaN,,,,,,NaN
15163,18,35,NaN,NaN,71,124,NaN,73,100,5,71,50,NaN
15164,,,NaN,NaN,,,NaN,,,,,,NaN
15165,18,35,NaN,NaN,71,123,NaN,73,100,5,71,50,NaN
15166,,,NaN,NaN,,,NaN,,,,,,NaN
15167,18,35,NaN,NaN,71,124,NaN,73,100,5,71,49,NaN
15168,,,NaN,NaN,,,NaN,,,,,,NaN
15169,18,35,NaN,NaN,71,128,NaN,74,100,5,71,50,NaN
15170,,,NaN,NaN,,,NaN,,,,,,NaN
15171,18,35,NaN,NaN,71,129,NaN,74,100,5,71,50,NaN
15172,,,NaN,NaN,,,NaN,,,,,,NaN
15173,18,35,NaN,NaN,71,129,NaN,74,100,5,70,50,NaN
15174,,,NaN,NaN,,,NaN,,,,,,NaN
15175,18,34,NaN,NaN,70,127,NaN,74,100,5,70,50,NaN
15176,,,NaN,NaN,,,NaN,,,,,,NaN
15177,18,34,NaN,NaN,70,127,NaN,74,100,5,70,49,NaN
15178,,,NaN,NaN,,,NaN,,,,,,NaN
15179,18,34,NaN,NaN,70,126,NaN,73,100,5,69,50,NaN
15180,,,NaN,NaN,,,NaN,,,,,,NaN
15181,18,34,NaN,NaN,70,124,NaN,73,100,5,69,50,NaN
15182,,,NaN,NaN,,,NaN,,,,,,NaN
15183,18,35,NaN,NaN,70,125,NaN,73,100,5,69,50,NaN
15184,,,NaN,NaN,,,NaN,,,,,,NaN
15185,18,35,NaN,NaN,70,124,NaN,73,100,5,70,50,NaN
15186,,,NaN,NaN,,,NaN,,,,,,NaN
15187,18,35,NaN,NaN,70,125,NaN,73,100,5,70,49,NaN
15188,,,NaN,NaN,,,NaN,,,,,,NaN
15189,18,35,NaN,NaN,71,124,NaN,73,100,5,70,50,NaN
15190,,,NaN,NaN,,,NaN,,,,,,NaN
15191,18,35,NaN,NaN,71,124,NaN,73,100,5,70,50,NaN
15192,,,NaN,NaN,,,NaN,,,,,,NaN
15193,18,35,NaN,NaN,71,124,NaN,73,100,5,70,50,NaN
15194,,,NaN,NaN,,,NaN,,,,,,NaN
15195,18,35,NaN,NaN,71,123,NaN,73,100,5,70,50,NaN
15196,,,NaN,NaN,,,NaN,,,,,,NaN
15197,18,35,NaN,NaN,71,124,NaN,73,100,5,70,49,NaN
15198,,,NaN,NaN,,,NaN,,,,,,NaN
15199,18,35,NaN,NaN,71,124,NaN,73,100,5,70,50,NaN
15200,,,NaN,NaN,,,NaN,,,,,,NaN
15201,18,35,NaN,NaN,71,123,NaN,73,100,5,71,50,NaN
15202,,,NaN,NaN,,,NaN,,,,,,NaN
15203,18,35,NaN,NaN,71,124,NaN,73,100,5,70,50,NaN
15204,,,NaN,NaN,,,NaN,,,,,,NaN
15205,18,35,NaN,NaN,71,123,NaN,73,100,5,70,50,NaN
15206,,,NaN,NaN,,,NaN,,,,,,NaN
15207,18,35,NaN,NaN,71,124,NaN,73,100,5,70,50,NaN
15208,,,NaN,NaN,,,NaN,,,,,,NaN
15209,18,35,NaN,NaN,70,124,NaN,73,100,5,70,50,NaN
15210,,,NaN,NaN,,,NaN,,,,,,NaN
15211,18,35,NaN,NaN,71,123,NaN,73,100,5,70,49,NaN
15212,,,NaN,NaN,,,NaN,,,,,,NaN
15213,18,36,NaN,NaN,70,123,NaN,73,100,5,70,49,NaN
15214,,,NaN,NaN,,,NaN,,,,,,NaN
15215,18,36,NaN,NaN,70,122,NaN,73,100,5,70,49,NaN
15216,,,NaN,NaN,,,NaN,,,,,,NaN
15217,18,36,NaN,NaN,70,123,NaN,73,100,5,70,49,NaN
15218,,,NaN,NaN,,,NaN,,,,,,NaN
15219,18,35,NaN,NaN,70,123,NaN,73,100,5,69,49,NaN
15220,,,NaN,NaN,,,NaN,,,,,,NaN
15221,18,35,NaN,NaN,70,122,NaN,72,100,5,69,49,NaN
15222,,,NaN,NaN,,,NaN,,,,,,NaN
15223,18,35,NaN,NaN,70,122,NaN,72,100,5,69,49,NaN
15224,,,NaN,NaN,,,NaN,,,,,,NaN
15225,18,35,NaN,NaN,69,122,NaN,72,100,5,69,49,NaN
15226,,,NaN,NaN,,,NaN,,,,,,NaN
15227,18,35,NaN,NaN,69,122,NaN,72,100,5,69,49,NaN
15228,,,NaN,NaN,,,NaN,,,,,,NaN
15229,18,35,NaN,NaN,69,122,NaN,72,100,6,69,49,NaN
15230,,,NaN,NaN,,,NaN,,,,,,NaN
15231,18,35,NaN,NaN,70,122,NaN,72,100,6,69,49,NaN
15232,,,NaN,NaN,,,NaN,,,,,,NaN
15233,18,35,NaN,NaN,70,122,NaN,72,100,5,69,49,NaN
15234,,,NaN,NaN,,,NaN,,,,,,NaN
15235,18,35,NaN,NaN,70,122,NaN,72,100,5,69,50,NaN
15236,,,NaN,NaN,,,NaN,,,,,,NaN
15237,18,35,NaN,NaN,70,122,NaN,72,100,5,69,49,NaN
15238,,,NaN,NaN,,,NaN,,,,,,NaN
15239,18,35,NaN,NaN,70,123,NaN,73,100,5,69,49,NaN
15240,,,NaN,NaN,,,NaN,,,,,,NaN
15241,18,35,NaN,NaN,70,122,NaN,72,100,5,69,49,NaN
15242,,,NaN,NaN,,,NaN,,,,,,NaN
15243,18,34,NaN,NaN,70,123,NaN,72,100,5,70,49,NaN
15244,,,NaN,NaN,,,NaN,,,,,,NaN
15245,18,34,NaN,NaN,70,122,NaN,72,100,5,70,49,NaN
15246,,,NaN,NaN,,,NaN,,,,,,NaN
15247,18,34,NaN,NaN,70,122,NaN,72,100,5,69,49,NaN
15248,,,NaN,NaN,,,NaN,,,,,,NaN
15249,18,34,NaN,NaN,70,122,NaN,72,100,5,69,49,NaN
15250,,,NaN,NaN,,,NaN,,,,,,NaN
15251,18,34,NaN,NaN,70,122,NaN,72,100,5,69,49,NaN
15252,,,NaN,NaN,,,NaN,,,,,,NaN
15253,18,34,NaN,NaN,70,123,NaN,73,100,5,69,49,NaN
15254,,,NaN,NaN,,,NaN,,,,,,NaN
15255,18,34,NaN,NaN,70,122,NaN,72,100,5,70,50,NaN
15256,,,NaN,NaN,,,NaN,,,,,,NaN
15257,18,35,NaN,NaN,71,122,NaN,72,100,5,70,49,NaN
15258,,,NaN,NaN,,,NaN,,,,,,NaN
15259,18,35,NaN,NaN,71,122,NaN,73,100,5,70,50,NaN
15260,,,NaN,NaN,,,NaN,,,,,,NaN
15261,18,35,NaN,NaN,71,122,NaN,72,100,5,70,50,NaN
15262,,,NaN,NaN,,,NaN,,,,,,NaN
15263,18,35,NaN,NaN,71,122,NaN,73,100,5,70,49,NaN
15264,,,NaN,NaN,,,NaN,,,,,,NaN
15265,18,35,NaN,NaN,71,121,NaN,72,100,5,70,50,NaN
15266,,,NaN,NaN,,,NaN,,,,,,NaN
15267,18,35,NaN,NaN,71,121,NaN,72,100,5,70,49,NaN
15268,,,NaN,NaN,,,NaN,,,,,,NaN
