time,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/RR_CO2,Solar8000/ETCO2,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ART_SBP
2769,NaN,55,NaN,99,13,33,NaN,74,74,74,NaN,7,124
2770,NaN,,NaN,,,,NaN,,,,NaN,,
2771,NaN,54,NaN,99,13,33,NaN,77,75,73,NaN,7,123
2772,NaN,,NaN,,,,NaN,,,,NaN,,
2773,NaN,56,NaN,99,13,33,NaN,77,74,74,NaN,7,124
2774,NaN,,NaN,,,,NaN,,,,NaN,,
2775,NaN,56,NaN,99,13,33,NaN,77,75,75,NaN,7,126
2776,NaN,,NaN,,,,NaN,,,,NaN,,
2777,NaN,55,NaN,99,13,33,NaN,77,75,75,NaN,7,125
2778,NaN,,NaN,,,,NaN,,,,NaN,,
2779,NaN,56,NaN,99,13,34,NaN,74,74,75,NaN,7,128
2780,NaN,,NaN,,,,NaN,,,,NaN,,
2781,NaN,55,NaN,100,13,34,NaN,74,74,75,NaN,7,125
2782,NaN,,NaN,,,,NaN,,,,NaN,,
2783,NaN,56,NaN,100,13,34,NaN,75,74,75,NaN,7,126
2784,NaN,,NaN,,,,NaN,,,,NaN,,
2785,NaN,55,NaN,100,13,34,NaN,74,74,74,NaN,7,125
2786,NaN,,NaN,,,,NaN,,,,NaN,,
2787,NaN,55,NaN,100,13,34,NaN,74,74,74,NaN,7,125
2788,NaN,,NaN,,,,NaN,,,,NaN,,
2789,NaN,55,NaN,99,13,34,NaN,74,74,74,NaN,7,126
2790,NaN,,NaN,,,,NaN,,,,NaN,,
2791,NaN,54,NaN,99,13,34,NaN,74,74,74,NaN,7,124
2792,NaN,,NaN,,,,NaN,,,,NaN,,
2793,NaN,55,NaN,99,13,34,NaN,74,74,74,NaN,7,125
2794,NaN,,NaN,,,,NaN,,,,NaN,,
2795,NaN,54,NaN,99,13,34,NaN,74,75,74,NaN,7,124
2796,NaN,,NaN,,,,NaN,,,,NaN,,
2797,NaN,55,NaN,100,13,34,NaN,74,74,75,NaN,7,127
2798,NaN,,NaN,,,,NaN,,,,NaN,,
2799,NaN,55,NaN,99,13,34,NaN,74,75,74,NaN,7,124
2800,NaN,,NaN,,,,NaN,,,,NaN,,
2801,NaN,55,NaN,99,13,34,NaN,74,75,74,NaN,7,126
2802,NaN,,NaN,,,,NaN,,,,NaN,,
2803,NaN,54,NaN,99,13,33,NaN,74,75,74,NaN,7,125
2804,NaN,,NaN,,,,NaN,,,,NaN,,
2805,NaN,54,NaN,99,13,33,NaN,73,75,74,NaN,7,124
2806,NaN,,NaN,,,,NaN,,,,NaN,,
2807,NaN,55,NaN,99,13,33,NaN,73,75,74,NaN,7,125
2808,NaN,,NaN,,,,NaN,,,,NaN,,
2809,NaN,54,NaN,99,13,33,NaN,73,75,73,NaN,7,122
2810,NaN,,NaN,,,,NaN,,,,NaN,,
2811,NaN,54,NaN,100,13,33,NaN,73,74,73,NaN,7,124
2812,NaN,,NaN,,,,NaN,,,,NaN,,
2813,NaN,53,NaN,100,13,33,NaN,73,74,72,NaN,7,122
2814,NaN,,NaN,,,,NaN,,,,NaN,,
2815,NaN,54,NaN,100,13,33,NaN,73,73,73,NaN,7,124
2816,NaN,,NaN,,,,NaN,,,,NaN,,
2817,NaN,53,NaN,100,13,34,NaN,73,73,72,NaN,7,123
2818,NaN,,NaN,,,,NaN,,,,NaN,,
2819,NaN,53,NaN,100,13,34,NaN,73,73,72,NaN,7,122
2820,NaN,,NaN,,,,NaN,,,,NaN,,
2821,NaN,53,NaN,100,13,34,NaN,73,73,72,NaN,7,123
2822,NaN,,NaN,,,,NaN,,,,NaN,,
2823,NaN,52,NaN,100,13,34,NaN,73,73,71,NaN,7,121
2824,NaN,,NaN,,,,NaN,,,,NaN,,
2825,NaN,53,NaN,100,13,34,NaN,73,73,71,NaN,7,122
2826,NaN,,NaN,,,,NaN,,,,NaN,,
2827,NaN,52,NaN,100,13,34,NaN,72,73,71,NaN,7,120
2828,NaN,,NaN,,,,NaN,,,,NaN,,
2829,NaN,53,NaN,100,13,34,NaN,72,73,71,NaN,7,122
2830,NaN,,NaN,,,,NaN,,,,NaN,,
2831,NaN,52,NaN,100,13,34,NaN,72,73,71,NaN,7,121
2832,NaN,,NaN,,,,NaN,,,,NaN,,
2833,NaN,52,NaN,100,13,34,NaN,72,73,70,NaN,7,120
2834,NaN,,NaN,,,,NaN,,,,NaN,,
2835,NaN,52,NaN,100,13,34,NaN,72,72,71,NaN,7,122
2836,NaN,,NaN,,,,NaN,,,,NaN,,
2837,NaN,52,NaN,100,13,34,NaN,72,72,70,NaN,7,120
2838,NaN,,NaN,,,,NaN,,,,NaN,,
2839,NaN,53,NaN,100,13,34,NaN,72,72,71,NaN,7,123
2840,NaN,,NaN,,,,NaN,,,,NaN,,
2841,NaN,53,NaN,100,13,34,NaN,72,72,71,NaN,7,121
2842,NaN,,NaN,,,,NaN,,,,NaN,,
2843,NaN,54,NaN,100,13,34,NaN,72,72,72,NaN,8,124
2844,NaN,,NaN,,,,NaN,,,,NaN,,
2845,NaN,54,NaN,100,13,34,NaN,72,73,72,NaN,8,122
2846,NaN,,NaN,,,,NaN,,,,NaN,,
2847,NaN,54,NaN,100,13,34,NaN,72,73,72,NaN,8,122
2848,NaN,,NaN,,,,NaN,,,,NaN,,
2849,NaN,54,NaN,100,13,34,NaN,73,73,73,NaN,8,123
2850,NaN,,NaN,,,,NaN,,,,NaN,,
2851,NaN,54,NaN,100,13,34,NaN,73,73,72,NaN,7,122
2852,NaN,,NaN,,,,NaN,,,,NaN,,
2853,NaN,54,NaN,100,13,34,NaN,73,73,73,NaN,7,124
2854,NaN,,NaN,,,,NaN,,,,NaN,,
2855,NaN,54,NaN,100,13,34,NaN,73,74,73,NaN,7,123
2856,NaN,,NaN,,,,NaN,,,,NaN,,
2857,NaN,55,NaN,100,13,34,NaN,73,74,74,NaN,7,125
2858,NaN,,NaN,,,,NaN,,,,NaN,,
2859,NaN,54,NaN,100,13,34,NaN,73,74,73,NaN,7,124
2860,NaN,,NaN,,,,NaN,,,,NaN,,
2861,NaN,55,NaN,100,13,34,NaN,73,73,73,NaN,8,125
2862,NaN,,NaN,,,,NaN,,,,NaN,,
2863,NaN,55,NaN,100,13,34,NaN,73,73,73,NaN,8,124
2864,NaN,,NaN,,,,NaN,,,,NaN,,
2865,NaN,54,NaN,99,13,34,NaN,73,73,73,NaN,8,122
2866,NaN,,NaN,,,,NaN,,,,NaN,,
2867,NaN,55,NaN,99,13,34,NaN,73,73,74,NaN,8,125
2868,NaN,,NaN,,,,NaN,,,,NaN,,
2869,NaN,55,NaN,99,13,34,NaN,73,74,74,NaN,7,125
2870,NaN,,NaN,,,,NaN,,,,NaN,,
2871,NaN,57,NaN,99,13,34,NaN,74,75,76,NaN,7,128
2872,NaN,,NaN,,,,NaN,,,,NaN,,
2873,NaN,56,NaN,99,13,34,NaN,74,75,75,NaN,7,126
2874,NaN,,NaN,,,,NaN,,,,NaN,,
2875,NaN,57,NaN,100,13,34,NaN,75,75,76,NaN,7,126
2876,NaN,,NaN,,,,NaN,,,,NaN,,
2877,NaN,56,NaN,99,13,34,NaN,74,75,76,NaN,7,127
2878,NaN,,NaN,,,,NaN,,,,NaN,,
2879,NaN,56,NaN,100,13,34,NaN,74,75,76,NaN,7,126
2880,NaN,,NaN,,,,NaN,,,,NaN,,
2881,NaN,56,NaN,100,13,34,NaN,74,75,76,NaN,8,128
2882,NaN,,NaN,,,,NaN,,,,NaN,,
2883,NaN,56,NaN,99,13,34,NaN,73,74,76,NaN,8,126
2884,NaN,,NaN,,,,NaN,,,,NaN,,
2885,NaN,56,NaN,99,13,34,NaN,73,74,76,NaN,7,128
2886,NaN,,NaN,,,,NaN,,,,NaN,,
2887,NaN,55,NaN,99,13,34,NaN,73,74,75,NaN,7,125
2888,NaN,,NaN,,,,NaN,,,,NaN,,
2889,NaN,56,NaN,99,13,34,NaN,73,74,75,NaN,7,126
2890,NaN,,NaN,,,,NaN,,,,NaN,,
2891,NaN,54,NaN,99,13,34,NaN,73,74,74,NaN,7,124
2892,NaN,,NaN,,,,NaN,,,,NaN,,
2893,NaN,55,NaN,99,13,34,NaN,73,74,74,NaN,7,124
2894,NaN,,NaN,,,,NaN,,,,NaN,,
2895,NaN,55,NaN,100,13,34,NaN,73,74,74,NaN,7,126
2896,NaN,,NaN,,,,NaN,,,,NaN,,
2897,NaN,54,NaN,100,13,34,NaN,75,74,74,NaN,7,124
2898,NaN,,NaN,,,,NaN,,,,NaN,,
2899,NaN,55,NaN,100,13,33,NaN,73,74,74,NaN,7,126
2900,NaN,,NaN,,,,NaN,,,,NaN,,
2901,NaN,54,NaN,99,13,33,NaN,73,73,73,NaN,7,124
2902,NaN,,NaN,,,,NaN,,,,NaN,,
2903,NaN,54,NaN,99,13,33,NaN,72,73,73,NaN,8,124
2904,NaN,,NaN,,,,NaN,,,,NaN,,
2905,NaN,54,NaN,99,13,34,NaN,72,73,73,NaN,8,123
2906,NaN,,NaN,,,,NaN,,,,NaN,,
2907,NaN,54,NaN,99,13,34,NaN,72,73,72,NaN,8,122
2908,NaN,,NaN,,,,NaN,,,,NaN,,
2909,NaN,53,NaN,100,13,34,NaN,72,73,72,NaN,7,122
2910,NaN,,NaN,,,,NaN,,,,NaN,,
2911,NaN,53,NaN,100,13,34,NaN,72,72,71,NaN,7,120
2912,NaN,,NaN,,,,NaN,,,,NaN,,
2913,NaN,54,NaN,99,13,34,NaN,72,72,72,NaN,7,122
2914,NaN,,NaN,,,,NaN,,,,NaN,,
2915,NaN,53,NaN,99,13,34,NaN,72,72,71,NaN,7,121
2916,NaN,,NaN,,,,NaN,,,,NaN,,
2917,NaN,54,NaN,99,13,34,NaN,72,72,71,NaN,7,121
2918,NaN,,NaN,,,,NaN,,,,NaN,,
2919,NaN,53,NaN,99,13,34,NaN,72,72,70,NaN,7,119
2920,NaN,,NaN,,,,NaN,,,,NaN,,
2921,NaN,54,NaN,99,13,34,NaN,72,72,71,NaN,7,121
2922,NaN,,NaN,,,,NaN,,,,NaN,,
2923,NaN,55,NaN,99,13,33,NaN,72,72,73,NaN,7,125
2924,NaN,,NaN,,,,NaN,,,,NaN,,
2925,NaN,57,NaN,99,13,33,NaN,72,72,75,NaN,8,127
2926,NaN,,NaN,,,,NaN,,,,NaN,,
2927,NaN,57,NaN,99,13,33,NaN,72,73,76,NaN,8,128
2928,NaN,,NaN,,,,NaN,,,,NaN,,
2929,NaN,56,NaN,99,13,33,NaN,73,73,75,NaN,8,125
2930,NaN,,NaN,,,,NaN,,,,NaN,,
2931,NaN,57,NaN,98,13,33,NaN,73,73,76,NaN,8,127
2932,NaN,,NaN,,,,NaN,,,,NaN,,
2933,NaN,56,NaN,99,13,33,NaN,73,73,76,NaN,7,126
2934,NaN,,NaN,,,,NaN,,,,NaN,,
2935,NaN,58,NaN,99,13,33,NaN,73,73,77,NaN,7,127
2936,NaN,,NaN,,,,NaN,,,,NaN,,
2937,NaN,58,NaN,99,13,34,NaN,74,73,78,NaN,8,130
2938,NaN,,NaN,,,,NaN,,,,NaN,,
2939,NaN,59,NaN,99,13,34,NaN,74,73,78,NaN,8,130
2940,NaN,,NaN,,,,NaN,,,,NaN,,
2941,NaN,60,NaN,99,13,34,NaN,74,74,80,NaN,8,133
2942,NaN,,NaN,,,,NaN,,,,NaN,,
2943,NaN,59,NaN,99,13,34,NaN,74,75,80,NaN,8,131
2944,NaN,,NaN,,,,NaN,,,,NaN,,
2945,NaN,60,NaN,99,13,34,NaN,74,75,81,NaN,8,133
2946,NaN,,NaN,,,,NaN,,,,NaN,,
2947,NaN,59,NaN,99,13,34,NaN,74,75,81,NaN,8,132
2948,NaN,,NaN,,,,NaN,,,,NaN,,
2949,NaN,60,NaN,99,13,34,NaN,75,75,81,NaN,7,132
2950,NaN,,NaN,,,,NaN,,,,NaN,,
2951,NaN,59,NaN,99,13,34,NaN,75,75,80,NaN,7,131
2952,NaN,,NaN,,,,NaN,,,,NaN,,
2953,NaN,58,NaN,99,13,34,NaN,74,74,80,NaN,7,130
2954,NaN,,NaN,,,,NaN,,,,NaN,,
2955,NaN,59,NaN,99,13,34,NaN,74,74,80,NaN,8,131
2956,NaN,,NaN,,,,NaN,,,,NaN,,
2957,NaN,59,NaN,99,13,34,NaN,73,74,80,NaN,8,130
2958,NaN,,NaN,,,,NaN,,,,NaN,,
2959,NaN,60,NaN,99,13,34,NaN,73,73,81,NaN,8,134
2960,NaN,,NaN,,,,NaN,,,,NaN,,
2961,NaN,59,NaN,99,13,34,NaN,73,74,80,NaN,8,131
2962,NaN,,NaN,,,,NaN,,,,NaN,,
2963,NaN,59,NaN,99,13,34,NaN,74,74,81,NaN,7,133
2964,NaN,,NaN,,,,NaN,,,,NaN,,
2965,NaN,58,NaN,99,13,34,NaN,74,74,80,NaN,7,132
2966,NaN,,NaN,,,,NaN,,,,NaN,,
2967,NaN,59,NaN,99,13,34,NaN,74,74,80,NaN,7,132
2968,NaN,,NaN,,,,NaN,,,,NaN,,
2969,NaN,59,NaN,99,13,34,NaN,74,74,80,NaN,7,133
2970,NaN,,NaN,,,,NaN,,,,NaN,,
2971,NaN,58,NaN,99,13,34,NaN,74,74,79,NaN,7,131
2972,NaN,,NaN,,,,NaN,,,,NaN,,
2973,NaN,58,NaN,99,13,34,NaN,74,75,80,NaN,7,133
2974,NaN,,NaN,,,,NaN,,,,NaN,,
2975,NaN,58,NaN,99,13,33,NaN,74,75,79,NaN,7,131
2976,NaN,,NaN,,,,NaN,,,,NaN,,
2977,NaN,59,NaN,99,13,33,NaN,74,75,80,NaN,7,133
2978,NaN,,NaN,,,,NaN,,,,NaN,,
2979,NaN,58,NaN,99,13,33,NaN,74,75,79,NaN,7,132
2980,NaN,,NaN,,,,NaN,,,,NaN,,
2981,NaN,58,NaN,99,13,34,NaN,74,75,79,NaN,7,133
2982,NaN,,NaN,,,,NaN,,,,NaN,,
2983,NaN,58,NaN,99,13,34,NaN,74,75,80,NaN,7,134
2984,NaN,,NaN,,,,NaN,,,,NaN,,
2985,NaN,58,NaN,99,13,34,NaN,74,75,79,NaN,7,134
2986,NaN,,NaN,,,,NaN,,,,NaN,,
2987,NaN,58,NaN,100,13,34,NaN,74,75,80,NaN,7,134
2988,NaN,,NaN,,,,NaN,,,,NaN,,
2989,NaN,57,NaN,100,13,34,NaN,74,75,79,NaN,7,131
2990,NaN,,NaN,,,,NaN,,,,NaN,,
2991,NaN,58,NaN,99,13,34,NaN,74,75,79,NaN,7,134
2992,NaN,,NaN,,,,NaN,,,,NaN,,
2993,NaN,58,NaN,99,13,34,NaN,75,75,79,NaN,8,132
2994,NaN,,NaN,,,,NaN,,,,NaN,,
2995,NaN,59,NaN,100,13,34,NaN,75,75,80,NaN,8,135
2996,NaN,,NaN,,,,NaN,,,,NaN,,
2997,NaN,59,NaN,99,13,34,NaN,75,76,80,NaN,7,135
2998,NaN,,NaN,,,,NaN,,,,NaN,,
2999,NaN,60,NaN,99,13,34,NaN,76,75,81,NaN,7,137
3000,NaN,,NaN,,,,NaN,,,,NaN,,
3001,NaN,61,NaN,99,13,34,NaN,76,76,83,NaN,8,140
3002,NaN,,NaN,,,,NaN,,,,NaN,,
3003,NaN,60,NaN,99,13,34,NaN,77,76,82,NaN,8,137
3004,NaN,,NaN,,,,NaN,,,,NaN,,
3005,NaN,60,NaN,100,13,34,NaN,77,77,83,NaN,8,140
3006,NaN,,NaN,,,,NaN,,,,NaN,,
3007,NaN,59,NaN,99,13,34,NaN,77,77,82,NaN,8,137
3008,NaN,,NaN,,,,NaN,,,,NaN,,
3009,NaN,60,NaN,99,13,34,NaN,77,77,82,NaN,8,138
3010,NaN,,NaN,,,,NaN,,,,NaN,,
3011,NaN,58,NaN,98,13,34,NaN,76,77,81,NaN,8,136
3012,NaN,,NaN,,,,NaN,,,,NaN,,
3013,NaN,59,NaN,99,13,34,NaN,76,77,80,NaN,7,135
3014,NaN,,NaN,,,,NaN,,,,NaN,,
3015,NaN,58,NaN,99,13,34,NaN,76,77,80,NaN,7,136
3016,NaN,,NaN,,,,NaN,,,,NaN,,
3017,NaN,58,NaN,99,13,34,NaN,76,76,80,NaN,7,134
3018,NaN,,NaN,,,,NaN,,,,NaN,,
3019,NaN,59,NaN,99,13,34,NaN,76,76,81,NaN,7,137
3020,NaN,,NaN,,,,NaN,,,,NaN,,
3021,NaN,58,NaN,99,13,34,NaN,76,76,80,NaN,7,136
3022,NaN,,NaN,,,,NaN,,,,NaN,,
3023,NaN,59,NaN,100,13,34,NaN,76,76,81,NaN,7,137
3024,NaN,,NaN,,,,NaN,,,,NaN,,
3025,NaN,59,NaN,99,13,34,NaN,76,76,81,NaN,7,137
3026,NaN,,NaN,,,,NaN,,,,NaN,,
3027,NaN,60,NaN,99,13,34,NaN,68,76,82,NaN,7,138
3028,NaN,,NaN,,,,NaN,,,,NaN,,
3029,NaN,59,NaN,100,13,34,NaN,68,77,82,NaN,7,138
3030,NaN,,NaN,,,,NaN,,,,NaN,,
3031,NaN,58,NaN,100,13,34,NaN,68,77,81,NaN,7,136
3032,NaN,,NaN,,,,NaN,,,,NaN,,
3033,NaN,58,NaN,99,13,34,NaN,68,77,81,NaN,7,137
3034,NaN,,NaN,,,,NaN,,,,NaN,,
3035,NaN,57,NaN,99,13,34,NaN,76,77,79,NaN,7,134
3036,NaN,,NaN,,,,NaN,,,,NaN,,
3037,NaN,58,NaN,100,13,33,NaN,76,76,79,NaN,7,135
3038,NaN,,NaN,,,,NaN,,,,NaN,,
3039,NaN,57,NaN,99,13,33,NaN,76,76,78,NaN,7,133
3040,NaN,,NaN,,,,NaN,,,,NaN,,
3041,NaN,58,NaN,99,13,33,NaN,76,76,79,NaN,7,134
3042,NaN,,NaN,,,,NaN,,,,NaN,,
3043,NaN,57,NaN,98,13,34,NaN,75,76,79,NaN,7,135
3044,NaN,,NaN,,,,NaN,,,,NaN,,
3045,NaN,57,NaN,99,13,34,NaN,75,76,79,NaN,7,134
3046,NaN,,NaN,,,,NaN,,,,NaN,,
3047,NaN,57,NaN,100,13,34,NaN,77,76,79,NaN,8,136
3048,NaN,,NaN,,,,NaN,,,,NaN,,
3049,NaN,56,NaN,99,13,34,NaN,75,76,78,NaN,8,133
3050,NaN,,NaN,,,,NaN,,,,NaN,,
3051,NaN,57,NaN,100,13,34,NaN,75,75,78,NaN,8,134
3052,NaN,,NaN,,,,NaN,,,,NaN,,
3053,NaN,55,NaN,99,13,34,NaN,74,75,77,NaN,8,132
3054,NaN,,NaN,,,,NaN,,,,NaN,,
3055,NaN,56,NaN,99,13,34,NaN,74,75,77,NaN,8,132
3056,NaN,,NaN,,,,NaN,,,,NaN,,
3057,NaN,56,NaN,100,13,34,NaN,74,75,77,NaN,8,132
3058,NaN,,NaN,,,,NaN,,,,NaN,,
3059,NaN,57,NaN,99,13,34,NaN,74,75,77,NaN,8,132
3060,NaN,,NaN,,,,NaN,,,,NaN,,
3061,NaN,57,NaN,100,13,34,NaN,75,75,78,NaN,8,134
3062,NaN,,NaN,,,,NaN,,,,NaN,,
3063,NaN,56,NaN,100,13,34,NaN,86,75,77,NaN,8,133
3064,NaN,,NaN,,,,NaN,,,,NaN,,
3065,NaN,57,NaN,99,13,34,NaN,86,75,78,NaN,8,134
3066,NaN,,NaN,,,,NaN,,,,NaN,,
3067,NaN,55,NaN,99,13,34,NaN,86,75,77,NaN,8,132
3068,NaN,,NaN,,,,NaN,,,,NaN,,
3069,NaN,56,NaN,100,13,34,NaN,79,76,77,NaN,8,132
3070,NaN,,NaN,,,,NaN,,,,NaN,,
3071,NaN,55,NaN,99,13,34,NaN,75,76,77,NaN,8,132
3072,NaN,,NaN,,,,NaN,,,,NaN,,
3073,NaN,55,NaN,100,13,34,NaN,75,76,76,NaN,7,131
3074,NaN,,NaN,,,,NaN,,,,NaN,,
3075,NaN,55,NaN,100,13,34,NaN,75,76,76,NaN,7,132
3076,NaN,,NaN,,,,NaN,,,,NaN,,
3077,NaN,55,NaN,100,13,34,NaN,75,76,76,NaN,7,130
3078,NaN,,NaN,,,,NaN,,,,NaN,,
3079,NaN,56,NaN,100,13,34,NaN,75,76,76,NaN,7,132
3080,NaN,,NaN,,,,NaN,,,,NaN,,
3081,NaN,55,NaN,100,13,34,NaN,75,76,76,NaN,7,131
3082,NaN,,NaN,,,,NaN,,,,NaN,,
3083,NaN,56,NaN,100,13,34,NaN,75,76,76,NaN,7,133
3084,NaN,,NaN,,,,NaN,,,,NaN,,
3085,NaN,55,NaN,99,13,34,NaN,75,76,76,NaN,7,131
3086,NaN,,NaN,,,,NaN,,,,NaN,,
3087,NaN,56,NaN,99,13,34,NaN,76,76,76,NaN,8,132
3088,NaN,,NaN,,,,NaN,,,,NaN,,
3089,NaN,55,NaN,99,13,34,NaN,76,76,77,NaN,8,132
3090,NaN,,NaN,,,,NaN,,,,NaN,,
3091,NaN,55,NaN,100,13,34,NaN,75,76,76,NaN,8,131
3092,NaN,,NaN,,,,NaN,,,,NaN,,
3093,NaN,56,NaN,100,13,34,NaN,76,76,77,NaN,8,133
3094,NaN,,NaN,,,,NaN,,,,NaN,,
3095,NaN,55,NaN,100,13,34,NaN,76,76,76,NaN,8,130
3096,NaN,,NaN,,,,NaN,,,,NaN,,
3097,NaN,55,NaN,100,13,34,NaN,76,76,76,NaN,8,131
3098,NaN,,NaN,,,,NaN,,,,NaN,,
3099,NaN,54,NaN,100,13,34,NaN,76,76,75,NaN,7,130
3100,NaN,,NaN,,,,NaN,,,,NaN,,
3101,NaN,55,NaN,99,13,34,NaN,76,76,75,NaN,7,130
3102,NaN,,NaN,,,,NaN,,,,NaN,,
3103,NaN,55,NaN,100,13,34,NaN,76,76,75,NaN,8,131
3104,NaN,,NaN,,,,NaN,,,,NaN,,
3105,NaN,55,NaN,100,13,34,NaN,76,76,75,NaN,8,130
3106,NaN,,NaN,,,,NaN,,,,NaN,,
3107,NaN,55,NaN,99,13,34,NaN,76,76,76,NaN,8,132
3108,NaN,,NaN,,,,NaN,,,,NaN,,
3109,NaN,54,NaN,100,13,34,NaN,87,76,76,NaN,8,131
3110,NaN,,NaN,,,,NaN,,,,NaN,,
3111,NaN,55,NaN,99,13,34,NaN,87,76,75,NaN,8,131
3112,NaN,,NaN,,,,NaN,,,,NaN,,
3113,NaN,54,NaN,99,13,34,NaN,86,76,74,NaN,8,129
3114,NaN,,NaN,,,,NaN,,,,NaN,,
3115,NaN,54,NaN,99,13,34,NaN,75,76,74,NaN,8,128
3116,NaN,,NaN,,,,NaN,,,,NaN,,
3117,NaN,53,NaN,99,13,34,NaN,75,76,73,NaN,8,127
3118,NaN,,NaN,,,,NaN,,,,NaN,,
3119,NaN,53,NaN,99,13,34,NaN,75,76,72,NaN,8,126
3120,NaN,,NaN,,,,NaN,,,,NaN,,
3121,NaN,53,NaN,100,13,34,NaN,75,76,73,NaN,8,127
3122,NaN,,NaN,,,,NaN,,,,NaN,,
3123,NaN,53,NaN,100,13,34,NaN,75,75,72,NaN,8,126
3124,NaN,,NaN,,,,NaN,,,,NaN,,
3125,NaN,54,NaN,100,13,34,NaN,75,76,73,NaN,8,128
3126,NaN,,NaN,,,,NaN,,,,NaN,,
3127,NaN,54,NaN,100,13,34,NaN,82,76,73,NaN,8,127
3128,NaN,,NaN,,,,NaN,,,,NaN,,
3129,NaN,54,NaN,100,13,34,NaN,87,76,74,NaN,8,129
3130,NaN,,NaN,,,,NaN,,,,NaN,,
3131,NaN,54,NaN,100,13,34,NaN,87,76,74,NaN,8,129
3132,NaN,,NaN,,,,NaN,,,,NaN,,
3133,NaN,54,NaN,99,13,34,NaN,96,76,74,NaN,8,129
3134,NaN,,NaN,,,,NaN,,,,NaN,,
3135,NaN,53,NaN,100,13,34,NaN,87,77,74,NaN,8,129
3136,NaN,,NaN,,,,NaN,,,,NaN,,
3137,NaN,52,NaN,100,13,33,NaN,87,77,73,NaN,7,127
3138,NaN,,NaN,,,,NaN,,,,NaN,,
3139,NaN,53,NaN,100,13,33,NaN,76,76,72,NaN,7,127
3140,NaN,,NaN,,,,NaN,,,,NaN,,
3141,NaN,50,NaN,100,13,33,NaN,75,76,70,NaN,7,123
3142,NaN,,NaN,,,,NaN,,,,NaN,,
3143,NaN,52,NaN,99,13,34,NaN,75,76,70,NaN,7,124
3144,NaN,,NaN,,,,NaN,,,,NaN,,
3145,NaN,51,NaN,99,13,34,NaN,75,76,70,NaN,7,123
3146,NaN,,NaN,,,,NaN,,,,NaN,,
3147,NaN,52,NaN,100,13,34,NaN,75,76,70,NaN,8,124
3148,NaN,,NaN,,,,NaN,,,,NaN,,
3149,NaN,52,NaN,100,13,34,NaN,75,76,71,NaN,8,125
3150,NaN,,NaN,,,,NaN,,,,NaN,,
3151,NaN,51,NaN,100,13,34,NaN,75,76,71,NaN,8,125
3152,NaN,,NaN,,,,NaN,,,,NaN,,
3153,NaN,52,NaN,100,13,34,NaN,76,76,71,NaN,8,127
3154,NaN,,NaN,,,,NaN,,,,NaN,,
3155,NaN,51,NaN,100,13,34,NaN,76,76,71,NaN,8,124
3156,NaN,,NaN,,,,NaN,,,,NaN,,
3157,NaN,52,NaN,100,13,34,NaN,76,76,71,NaN,8,126
3158,NaN,,NaN,,,,NaN,,,,NaN,,
3159,NaN,51,NaN,100,13,34,NaN,76,76,70,NaN,8,125
3160,NaN,,NaN,,,,NaN,,,,NaN,,
3161,NaN,52,NaN,100,13,34,NaN,76,76,70,NaN,8,124
3162,NaN,,NaN,,,,NaN,,,,NaN,,
3163,NaN,51,NaN,100,13,34,NaN,76,77,70,NaN,8,124
3164,NaN,,NaN,,,,NaN,,,,NaN,,
3165,NaN,51,NaN,99,13,34,NaN,76,76,70,NaN,8,123
3166,NaN,,NaN,,,,NaN,,,,NaN,,
3167,NaN,51,NaN,100,13,34,NaN,76,76,70,NaN,8,125
3168,NaN,,NaN,,,,NaN,,,,NaN,,
3169,NaN,51,NaN,100,13,34,NaN,76,76,70,NaN,8,124
3170,NaN,,NaN,,,,NaN,,,,NaN,,
3171,NaN,53,NaN,99,13,34,NaN,76,76,71,NaN,8,126
3172,NaN,,NaN,,,,NaN,,,,NaN,,
3173,NaN,52,NaN,100,13,34,NaN,76,76,71,NaN,8,125
3174,NaN,,NaN,,,,NaN,,,,NaN,,
3175,NaN,52,NaN,100,13,34,NaN,76,76,71,NaN,7,125
3176,NaN,,NaN,,,,NaN,,,,NaN,,
3177,NaN,52,NaN,99,13,34,NaN,76,76,71,NaN,7,125
3178,NaN,,NaN,,,,NaN,,,,NaN,,
3179,NaN,52,NaN,100,13,34,NaN,76,76,71,NaN,7,125
3180,NaN,,NaN,,,,NaN,,,,NaN,,
3181,NaN,53,NaN,100,13,34,NaN,76,77,72,NaN,8,128
3182,NaN,,NaN,,,,NaN,,,,NaN,,
3183,NaN,53,NaN,99,13,34,NaN,77,77,72,NaN,8,126
3184,NaN,,NaN,,,,NaN,,,,NaN,,
3185,NaN,54,NaN,100,13,34,NaN,77,77,73,NaN,8,128
3186,NaN,,NaN,,,,NaN,,,,NaN,,
3187,NaN,53,NaN,100,13,34,NaN,77,78,73,NaN,8,127
3188,NaN,,NaN,,,,NaN,,,,NaN,,
3189,NaN,54,NaN,100,13,34,NaN,77,78,73,NaN,8,128
3190,NaN,,NaN,,,,NaN,,,,NaN,,
3191,NaN,54,NaN,100,13,34,NaN,77,78,73,NaN,8,128
3192,NaN,,NaN,,,,NaN,,,,NaN,,
3193,NaN,53,NaN,100,13,34,NaN,77,78,73,NaN,8,127
