time,SNUADC/ART,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/PLETH_SPO2,Solar8000/RR_CO2,Solar8000/ETCO2,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ART_SBP
8954,NaN,51,NaN,100,13,36,NaN,65,66,70,NaN,7,116
8955,NaN,,NaN,,,,NaN,,,,NaN,,
8956,NaN,52,NaN,100,13,36,NaN,65,66,70,NaN,7,116
8957,NaN,,NaN,,,,NaN,,,,NaN,,
8958,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,117
8959,NaN,,NaN,,,,NaN,,,,NaN,,
8960,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,116
8961,NaN,,NaN,,,,NaN,,,,NaN,,
8962,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,118
8963,NaN,,NaN,,,,NaN,,,,NaN,,
8964,NaN,51,NaN,100,13,36,NaN,64,65,70,NaN,7,115
8965,NaN,,NaN,,,,NaN,,,,NaN,,
8966,NaN,52,NaN,100,13,36,NaN,64,65,70,NaN,7,117
8967,NaN,,NaN,,,,NaN,,,,NaN,,
8968,NaN,51,NaN,100,13,36,NaN,64,65,70,NaN,7,115
8969,NaN,,NaN,,,,NaN,,,,NaN,,
8970,NaN,52,NaN,100,13,36,NaN,64,65,70,NaN,7,115
8971,NaN,,NaN,,,,NaN,,,,NaN,,
8972,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,116
8973,NaN,,NaN,,,,NaN,,,,NaN,,
8974,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,115
8975,NaN,,NaN,,,,NaN,,,,NaN,,
8976,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,117
8977,NaN,,NaN,,,,NaN,,,,NaN,,
8978,NaN,51,NaN,100,13,36,NaN,66,65,70,NaN,7,116
8979,NaN,,NaN,,,,NaN,,,,NaN,,
8980,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,117
8981,NaN,,NaN,,,,NaN,,,,NaN,,
8982,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,116
8983,NaN,,NaN,,,,NaN,,,,NaN,,
8984,NaN,52,NaN,100,13,36,NaN,65,66,70,NaN,7,116
8985,NaN,,NaN,,,,NaN,,,,NaN,,
8986,NaN,51,NaN,100,13,36,NaN,65,66,70,NaN,7,116
8987,NaN,,NaN,,,,NaN,,,,NaN,,
8988,NaN,52,NaN,100,13,36,NaN,65,66,71,NaN,7,116
8989,NaN,,NaN,,,,NaN,,,,NaN,,
8990,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,117
8991,NaN,,NaN,,,,NaN,,,,NaN,,
8992,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,116
8993,NaN,,NaN,,,,NaN,,,,NaN,,
8994,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,117
8995,NaN,,NaN,,,,NaN,,,,NaN,,
8996,NaN,51,NaN,100,13,36,NaN,64,65,70,NaN,7,116
8997,NaN,,NaN,,,,NaN,,,,NaN,,
8998,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,118
8999,NaN,,NaN,,,,NaN,,,,NaN,,
9000,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9001,NaN,,NaN,,,,NaN,,,,NaN,,
9002,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9003,NaN,,NaN,,,,NaN,,,,NaN,,
9004,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9005,NaN,,NaN,,,,NaN,,,,NaN,,
9006,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,116
9007,NaN,,NaN,,,,NaN,,,,NaN,,
9008,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,117
9009,NaN,,NaN,,,,NaN,,,,NaN,,
9010,NaN,51,NaN,100,13,36,NaN,64,65,70,NaN,7,116
9011,NaN,,NaN,,,,NaN,,,,NaN,,
9012,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9013,NaN,,NaN,,,,NaN,,,,NaN,,
9014,NaN,51,NaN,100,13,36,NaN,64,65,70,NaN,7,117
9015,NaN,,NaN,,,,NaN,,,,NaN,,
9016,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9017,NaN,,NaN,,,,NaN,,,,NaN,,
9018,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9019,NaN,,NaN,,,,NaN,,,,NaN,,
9020,NaN,51,NaN,100,13,36,NaN,65,66,70,NaN,7,116
9021,NaN,,NaN,,,,NaN,,,,NaN,,
9022,NaN,52,NaN,100,13,36,NaN,65,66,70,NaN,7,117
9023,NaN,,NaN,,,,NaN,,,,NaN,,
9024,NaN,52,NaN,100,13,36,NaN,65,66,70,NaN,7,116
9025,NaN,,NaN,,,,NaN,,,,NaN,,
9026,NaN,53,NaN,100,13,36,NaN,65,66,71,NaN,7,118
9027,NaN,,NaN,,,,NaN,,,,NaN,,
9028,NaN,52,NaN,100,13,36,NaN,65,66,71,NaN,7,117
9029,NaN,,NaN,,,,NaN,,,,NaN,,
9030,NaN,52,NaN,100,13,36,NaN,65,66,71,NaN,7,117
9031,NaN,,NaN,,,,NaN,,,,NaN,,
9032,NaN,52,NaN,100,13,36,NaN,65,66,71,NaN,7,118
9033,NaN,,NaN,,,,NaN,,,,NaN,,
9034,NaN,53,NaN,100,13,36,NaN,65,66,71,NaN,7,118
9035,NaN,,NaN,,,,NaN,,,,NaN,,
9036,NaN,53,NaN,100,13,36,NaN,65,66,72,NaN,7,120
9037,NaN,,NaN,,,,NaN,,,,NaN,,
9038,NaN,52,NaN,100,13,36,NaN,65,66,71,NaN,7,118
9039,NaN,,NaN,,,,NaN,,,,NaN,,
9040,NaN,53,NaN,100,13,36,NaN,65,66,72,NaN,7,119
9041,NaN,,NaN,,,,NaN,,,,NaN,,
9042,NaN,52,NaN,100,13,36,NaN,65,66,72,NaN,7,118
9043,NaN,,NaN,,,,NaN,,,,NaN,,
9044,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9045,NaN,,NaN,,,,NaN,,,,NaN,,
9046,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9047,NaN,,NaN,,,,NaN,,,,NaN,,
9048,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,116
9049,NaN,,NaN,,,,NaN,,,,NaN,,
9050,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9051,NaN,,NaN,,,,NaN,,,,NaN,,
9052,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,115
9053,NaN,,NaN,,,,NaN,,,,NaN,,
9054,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9055,NaN,,NaN,,,,NaN,,,,NaN,,
9056,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,115
9057,NaN,,NaN,,,,NaN,,,,NaN,,
9058,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,116
9059,NaN,,NaN,,,,NaN,,,,NaN,,
9060,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,116
9061,NaN,,NaN,,,,NaN,,,,NaN,,
9062,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,115
9063,NaN,,NaN,,,,NaN,,,,NaN,,
9064,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,116
9065,NaN,,NaN,,,,NaN,,,,NaN,,
9066,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,115
9067,NaN,,NaN,,,,NaN,,,,NaN,,
9068,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,116
9069,NaN,,NaN,,,,NaN,,,,NaN,,
9070,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,115
9071,NaN,,NaN,,,,NaN,,,,NaN,,
9072,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,118
9073,NaN,,NaN,,,,NaN,,,,NaN,,
9074,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,8,118
9075,NaN,,NaN,,,,NaN,,,,NaN,,
9076,NaN,51,NaN,100,13,36,NaN,65,66,70,NaN,8,117
9077,NaN,,NaN,,,,NaN,,,,NaN,,
9078,NaN,52,NaN,100,13,36,NaN,65,66,71,NaN,7,117
9079,NaN,,NaN,,,,NaN,,,,NaN,,
9080,NaN,52,NaN,100,13,36,NaN,65,66,71,NaN,7,117
9081,NaN,,NaN,,,,NaN,,,,NaN,,
9082,NaN,52,NaN,100,13,36,NaN,65,66,71,NaN,7,119
9083,NaN,,NaN,,,,NaN,,,,NaN,,
9084,NaN,50,NaN,100,13,36,NaN,65,66,70,NaN,7,117
9085,NaN,,NaN,,,,NaN,,,,NaN,,
9086,NaN,51,NaN,100,13,36,NaN,65,66,70,NaN,7,117
9087,NaN,,NaN,,,,NaN,,,,NaN,,
9088,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9089,NaN,,NaN,,,,NaN,,,,NaN,,
9090,NaN,52,NaN,100,13,36,NaN,65,66,70,NaN,7,116
9091,NaN,,NaN,,,,NaN,,,,NaN,,
9092,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,116
9093,NaN,,NaN,,,,NaN,,,,NaN,,
9094,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,8,117
9095,NaN,,NaN,,,,NaN,,,,NaN,,
9096,NaN,52,NaN,100,13,36,NaN,65,66,71,NaN,8,119
9097,NaN,,NaN,,,,NaN,,,,NaN,,
9098,NaN,53,NaN,100,13,36,NaN,65,66,71,NaN,8,117
9099,NaN,,NaN,,,,NaN,,,,NaN,,
9100,NaN,53,NaN,100,13,38,NaN,65,66,73,NaN,8,120
9101,NaN,,NaN,,,,NaN,,,,NaN,,
9102,NaN,51,NaN,100,13,38,NaN,65,66,72,NaN,8,119
9103,NaN,,NaN,,,,NaN,,,,NaN,,
9104,NaN,51,NaN,100,13,38,NaN,65,66,71,NaN,7,118
9105,NaN,,NaN,,,,NaN,,,,NaN,,
9106,NaN,51,NaN,100,13,37,NaN,65,66,70,NaN,7,117
9107,NaN,,NaN,,,,NaN,,,,NaN,,
9108,NaN,50,NaN,100,13,37,NaN,65,67,70,NaN,7,116
9109,NaN,,NaN,,,,NaN,,,,NaN,,
9110,NaN,50,NaN,100,13,37,NaN,65,67,70,NaN,7,117
9111,NaN,,NaN,,,,NaN,,,,NaN,,
9112,NaN,50,NaN,100,13,36,NaN,65,66,69,NaN,7,115
9113,NaN,,NaN,,,,NaN,,,,NaN,,
9114,NaN,50,NaN,100,13,36,NaN,65,66,69,NaN,7,116
9115,NaN,,NaN,,,,NaN,,,,NaN,,
9116,NaN,50,NaN,100,13,36,NaN,65,66,69,NaN,7,114
9117,NaN,,NaN,,,,NaN,,,,NaN,,
9118,NaN,51,NaN,100,13,36,NaN,65,66,69,NaN,7,115
9119,NaN,,NaN,,,,NaN,,,,NaN,,
9120,NaN,50,NaN,100,13,36,NaN,65,66,69,NaN,7,115
9121,NaN,,NaN,,,,NaN,,,,NaN,,
9122,NaN,51,NaN,100,13,36,NaN,65,65,69,NaN,7,115
9123,NaN,,NaN,,,,NaN,,,,NaN,,
9124,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,116
9125,NaN,,NaN,,,,NaN,,,,NaN,,
9126,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9127,NaN,,NaN,,,,NaN,,,,NaN,,
9128,NaN,52,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9129,NaN,,NaN,,,,NaN,,,,NaN,,
9130,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,116
9131,NaN,,NaN,,,,NaN,,,,NaN,,
9132,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,116
9133,NaN,,NaN,,,,NaN,,,,NaN,,
9134,NaN,52,NaN,100,13,36,NaN,65,66,70,NaN,7,116
9135,NaN,,NaN,,,,NaN,,,,NaN,,
9136,NaN,53,NaN,100,13,36,NaN,65,66,71,NaN,7,117
9137,NaN,,NaN,,,,NaN,,,,NaN,,
9138,NaN,48,NaN,100,13,36,NaN,65,65,71,NaN,7,117
9139,NaN,,NaN,,,,NaN,,,,NaN,,
9140,NaN,51,NaN,100,13,36,NaN,65,65,71,NaN,7,117
9141,NaN,,NaN,,,,NaN,,,,NaN,,
9142,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9143,NaN,,NaN,,,,NaN,,,,NaN,,
9144,NaN,54,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9145,NaN,,NaN,,,,NaN,,,,NaN,,
9146,NaN,53,NaN,100,13,36,NaN,65,65,72,NaN,7,119
9147,NaN,,NaN,,,,NaN,,,,NaN,,
9148,NaN,53,NaN,100,13,36,NaN,65,65,72,NaN,7,119
9149,NaN,,NaN,,,,NaN,,,,NaN,,
9150,NaN,54,NaN,100,13,35,NaN,65,65,72,NaN,7,118
9151,NaN,,NaN,,,,NaN,,,,NaN,,
9152,NaN,53,NaN,100,13,35,NaN,65,65,72,NaN,7,120
9153,NaN,,NaN,,,,NaN,,,,NaN,,
9154,NaN,53,NaN,100,13,35,NaN,65,65,72,NaN,7,119
9155,NaN,,NaN,,,,NaN,,,,NaN,,
9156,NaN,53,NaN,100,13,36,NaN,66,65,73,NaN,7,121
9157,NaN,,NaN,,,,NaN,,,,NaN,,
9158,NaN,52,NaN,100,13,36,NaN,64,65,72,NaN,7,119
9159,NaN,,NaN,,,,NaN,,,,NaN,,
9160,NaN,53,NaN,100,13,36,NaN,64,65,72,NaN,7,120
9161,NaN,,NaN,,,,NaN,,,,NaN,,
9162,NaN,52,NaN,100,13,36,NaN,64,65,72,NaN,7,118
9163,NaN,,NaN,,,,NaN,,,,NaN,,
9164,NaN,52,NaN,100,13,36,NaN,64,64,71,NaN,7,118
9165,NaN,,NaN,,,,NaN,,,,NaN,,
9166,NaN,51,NaN,100,13,36,NaN,64,64,71,NaN,7,117
9167,NaN,,NaN,,,,NaN,,,,NaN,,
9168,NaN,51,NaN,100,13,36,NaN,64,64,70,NaN,7,116
9169,NaN,,NaN,,,,NaN,,,,NaN,,
9170,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9171,NaN,,NaN,,,,NaN,,,,NaN,,
9172,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,117
9173,NaN,,NaN,,,,NaN,,,,NaN,,
9174,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,119
9175,NaN,,NaN,,,,NaN,,,,NaN,,
9176,NaN,51,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9177,NaN,,NaN,,,,NaN,,,,NaN,,
9178,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9179,NaN,,NaN,,,,NaN,,,,NaN,,
9180,NaN,51,NaN,100,13,36,NaN,68,65,71,NaN,7,118
9181,NaN,,NaN,,,,NaN,,,,NaN,,
9182,NaN,52,NaN,100,13,36,NaN,72,65,71,NaN,7,117
9183,NaN,,NaN,,,,NaN,,,,NaN,,
9184,NaN,51,NaN,100,13,36,NaN,73,65,70,NaN,7,117
9185,NaN,,NaN,,,,NaN,,,,NaN,,
9186,NaN,51,NaN,100,13,36,NaN,74,65,70,NaN,7,116
9187,NaN,,NaN,,,,NaN,,,,NaN,,
9188,NaN,52,NaN,100,13,36,NaN,64,65,70,NaN,7,117
9189,NaN,,NaN,,,,NaN,,,,NaN,,
9190,NaN,51,NaN,100,13,36,NaN,65,65,70,NaN,7,117
9191,NaN,,NaN,,,,NaN,,,,NaN,,
9192,NaN,53,NaN,100,13,36,NaN,66,65,71,NaN,7,118
9193,NaN,,NaN,,,,NaN,,,,NaN,,
9194,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9195,NaN,,NaN,,,,NaN,,,,NaN,,
9196,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9197,NaN,,NaN,,,,NaN,,,,NaN,,
9198,NaN,51,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9199,NaN,,NaN,,,,NaN,,,,NaN,,
9200,NaN,51,NaN,100,13,36,NaN,65,66,70,NaN,7,117
9201,NaN,,NaN,,,,NaN,,,,NaN,,
9202,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9203,NaN,,NaN,,,,NaN,,,,NaN,,
9204,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,117
9205,NaN,,NaN,,,,NaN,,,,NaN,,
9206,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,119
9207,NaN,,NaN,,,,NaN,,,,NaN,,
9208,NaN,51,NaN,100,13,36,NaN,65,65,71,NaN,7,117
9209,NaN,,NaN,,,,NaN,,,,NaN,,
9210,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,117
9211,NaN,,NaN,,,,NaN,,,,NaN,,
9212,NaN,52,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9213,NaN,,NaN,,,,NaN,,,,NaN,,
9214,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9215,NaN,,NaN,,,,NaN,,,,NaN,,
9216,NaN,52,NaN,100,13,36,NaN,64,65,72,NaN,7,120
9217,NaN,,NaN,,,,NaN,,,,NaN,,
9218,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9219,NaN,,NaN,,,,NaN,,,,NaN,,
9220,NaN,52,NaN,100,13,36,NaN,64,65,72,NaN,7,119
9221,NaN,,NaN,,,,NaN,,,,NaN,,
9222,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9223,NaN,,NaN,,,,NaN,,,,NaN,,
9224,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9225,NaN,,NaN,,,,NaN,,,,NaN,,
9226,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9227,NaN,,NaN,,,,NaN,,,,NaN,,
9228,NaN,52,NaN,100,13,36,NaN,64,65,70,NaN,7,117
9229,NaN,,NaN,,,,NaN,,,,NaN,,
9230,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9231,NaN,,NaN,,,,NaN,,,,NaN,,
9232,NaN,52,NaN,100,13,36,NaN,64,65,70,NaN,7,117
9233,NaN,,NaN,,,,NaN,,,,NaN,,
9234,NaN,52,NaN,100,13,36,NaN,64,65,71,NaN,7,118
9235,NaN,,NaN,,,,NaN,,,,NaN,,
9236,NaN,51,NaN,100,13,36,NaN,64,65,70,NaN,7,116
9237,NaN,,NaN,,,,NaN,,,,NaN,,
9238,NaN,52,NaN,100,13,36,NaN,64,65,70,NaN,7,116
9239,NaN,,NaN,,,,NaN,,,,NaN,,
9240,NaN,51,NaN,100,13,36,NaN,64,65,70,NaN,7,116
9241,NaN,,NaN,,,,NaN,,,,NaN,,
9242,NaN,51,NaN,100,13,36,NaN,64,64,70,NaN,7,116
9243,NaN,,NaN,,,,NaN,,,,NaN,,
9244,NaN,50,NaN,100,13,36,NaN,64,64,70,NaN,7,116
9245,NaN,,NaN,,,,NaN,,,,NaN,,
9246,NaN,51,NaN,100,13,36,NaN,64,64,69,NaN,7,115
9247,NaN,,NaN,,,,NaN,,,,NaN,,
9248,NaN,51,NaN,100,13,35,NaN,64,64,69,NaN,7,116
9249,NaN,,NaN,,,,NaN,,,,NaN,,
9250,NaN,51,NaN,100,13,35,NaN,64,64,69,NaN,7,116
9251,NaN,,NaN,,,,NaN,,,,NaN,,
9252,NaN,52,NaN,100,13,35,NaN,64,64,70,NaN,7,117
9253,NaN,,NaN,,,,NaN,,,,NaN,,
9254,NaN,53,NaN,100,13,37,NaN,64,65,70,NaN,7,117
9255,NaN,,NaN,,,,NaN,,,,NaN,,
9256,NaN,53,NaN,100,13,37,NaN,64,65,71,NaN,7,118
9257,NaN,,NaN,,,,NaN,,,,NaN,,
9258,NaN,53,NaN,100,13,37,NaN,65,65,72,NaN,7,120
9259,NaN,,NaN,,,,NaN,,,,NaN,,
9260,NaN,53,NaN,100,13,34,NaN,65,66,73,NaN,7,120
9261,NaN,,NaN,,,,NaN,,,,NaN,,
9262,NaN,52,NaN,100,13,34,NaN,65,66,72,NaN,7,120
9263,NaN,,NaN,,,,NaN,,,,NaN,,
9264,NaN,51,NaN,100,13,34,NaN,65,65,71,NaN,7,118
9265,NaN,,NaN,,,,NaN,,,,NaN,,
9266,NaN,52,NaN,100,13,33,NaN,65,65,71,NaN,7,118
9267,NaN,,NaN,,,,NaN,,,,NaN,,
9268,NaN,51,NaN,100,13,33,NaN,64,65,71,NaN,7,117
9269,NaN,,NaN,,,,NaN,,,,NaN,,
9270,NaN,51,NaN,100,13,33,NaN,64,65,71,NaN,7,118
9271,NaN,,NaN,,,,NaN,,,,NaN,,
9272,NaN,51,NaN,100,13,37,NaN,64,65,71,NaN,7,117
9273,NaN,,NaN,,,,NaN,,,,NaN,,
9274,NaN,52,NaN,100,13,37,NaN,64,65,71,NaN,7,117
9275,NaN,,NaN,,,,NaN,,,,NaN,,
9276,NaN,53,NaN,100,13,37,NaN,64,64,71,NaN,7,119
9277,NaN,,NaN,,,,NaN,,,,NaN,,
9278,NaN,52,NaN,100,13,37,NaN,64,64,71,NaN,8,117
9279,NaN,,NaN,,,,NaN,,,,NaN,,
9280,NaN,53,NaN,100,13,37,NaN,65,65,72,NaN,8,120
9281,NaN,,NaN,,,,NaN,,,,NaN,,
9282,NaN,52,NaN,100,13,37,NaN,65,65,72,NaN,8,119
9283,NaN,,NaN,,,,NaN,,,,NaN,,
9284,NaN,53,NaN,100,13,37,NaN,65,66,73,NaN,8,120
9285,NaN,,NaN,,,,NaN,,,,NaN,,
9286,NaN,53,NaN,100,13,36,NaN,66,66,73,NaN,8,121
9287,NaN,,NaN,,,,NaN,,,,NaN,,
9288,NaN,53,NaN,100,13,36,NaN,66,66,73,NaN,8,121
9289,NaN,,NaN,,,,NaN,,,,NaN,,
9290,NaN,53,NaN,100,13,36,NaN,66,66,73,NaN,8,123
9291,NaN,,NaN,,,,NaN,,,,NaN,,
9292,NaN,53,NaN,100,13,35,NaN,66,66,73,NaN,8,122
9293,NaN,,NaN,,,,NaN,,,,NaN,,
9294,NaN,53,NaN,100,13,35,NaN,65,66,73,NaN,8,122
9295,NaN,,NaN,,,,NaN,,,,NaN,,
9296,NaN,52,NaN,100,13,35,NaN,65,66,73,NaN,8,121
9297,NaN,,NaN,,,,NaN,,,,NaN,,
9298,NaN,53,NaN,100,13,37,NaN,65,65,73,NaN,8,121
9299,NaN,,NaN,,,,NaN,,,,NaN,,
9300,NaN,52,NaN,100,13,37,NaN,65,65,73,NaN,7,121
9301,NaN,,NaN,,,,NaN,,,,NaN,,
9302,NaN,52,NaN,100,13,37,NaN,65,65,72,NaN,7,120
9303,NaN,,NaN,,,,NaN,,,,NaN,,
9304,NaN,52,NaN,100,13,36,NaN,64,65,72,NaN,7,120
9305,NaN,,NaN,,,,NaN,,,,NaN,,
9306,NaN,52,NaN,100,13,36,NaN,64,65,72,NaN,7,118
9307,NaN,,NaN,,,,NaN,,,,NaN,,
9308,NaN,52,NaN,100,13,36,NaN,64,65,72,NaN,8,120
9309,NaN,,NaN,,,,NaN,,,,NaN,,
9310,NaN,51,NaN,100,13,36,NaN,64,65,72,NaN,8,119
9311,NaN,,NaN,,,,NaN,,,,NaN,,
9312,NaN,52,NaN,100,13,36,NaN,64,65,72,NaN,7,118
9313,NaN,,NaN,,,,NaN,,,,NaN,,
9314,NaN,51,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9315,NaN,,NaN,,,,NaN,,,,NaN,,
9316,NaN,52,NaN,100,13,37,NaN,65,65,72,NaN,7,118
9317,NaN,,NaN,,,,NaN,,,,NaN,,
9318,NaN,52,NaN,100,13,37,NaN,65,65,72,NaN,7,119
9319,NaN,,NaN,,,,NaN,,,,NaN,,
9320,NaN,52,NaN,100,13,37,NaN,65,66,72,NaN,7,119
9321,NaN,,NaN,,,,NaN,,,,NaN,,
9322,NaN,53,NaN,100,13,37,NaN,66,66,72,NaN,7,120
9323,NaN,,NaN,,,,NaN,,,,NaN,,
9324,NaN,52,NaN,100,13,37,NaN,66,66,72,NaN,7,119
9325,NaN,,NaN,,,,NaN,,,,NaN,,
9326,NaN,52,NaN,100,13,37,NaN,66,66,72,NaN,7,120
9327,NaN,,NaN,,,,NaN,,,,NaN,,
9328,NaN,51,NaN,100,13,36,NaN,65,65,71,NaN,7,119
9329,NaN,,NaN,,,,NaN,,,,NaN,,
9330,NaN,51,NaN,100,13,36,NaN,65,65,71,NaN,7,118
9331,NaN,,NaN,,,,NaN,,,,NaN,,
9332,NaN,51,NaN,100,13,36,NaN,65,65,71,NaN,7,119
9333,NaN,,NaN,,,,NaN,,,,NaN,,
9334,NaN,52,NaN,100,13,37,NaN,65,65,71,NaN,7,119
9335,NaN,,NaN,,,,NaN,,,,NaN,,
9336,NaN,51,NaN,100,13,37,NaN,65,65,72,NaN,7,121
9337,NaN,,NaN,,,,NaN,,,,NaN,,
9338,NaN,47,NaN,100,13,37,NaN,65,66,71,NaN,7,119
9339,NaN,,NaN,,,,NaN,,,,NaN,,
9340,NaN,51,NaN,100,13,37,NaN,65,66,71,NaN,7,119
9341,NaN,,NaN,,,,NaN,,,,NaN,,
9342,NaN,51,NaN,100,13,37,NaN,66,66,71,NaN,7,118
9343,NaN,,NaN,,,,NaN,,,,NaN,,
9344,NaN,51,NaN,100,13,37,NaN,66,66,70,NaN,7,117
9345,NaN,,NaN,,,,NaN,,,,NaN,,
9346,NaN,50,NaN,100,13,37,NaN,66,66,70,NaN,7,119
9347,NaN,,NaN,,,,NaN,,,,NaN,,
9348,NaN,51,NaN,100,13,37,NaN,66,67,71,NaN,7,119
9349,NaN,,NaN,,,,NaN,,,,NaN,,
9350,NaN,51,NaN,100,13,37,NaN,66,67,71,NaN,7,120
9351,NaN,,NaN,,,,NaN,,,,NaN,,
9352,NaN,51,NaN,100,13,37,NaN,66,68,71,NaN,7,120
9353,NaN,,NaN,,,,NaN,,,,NaN,,
9354,NaN,52,NaN,100,13,37,NaN,67,68,71,NaN,7,122
9355,NaN,,NaN,,,,NaN,,,,NaN,,
9356,NaN,51,NaN,100,13,37,NaN,67,68,71,NaN,8,120
9357,NaN,,NaN,,,,NaN,,,,NaN,,
9358,NaN,52,NaN,100,13,37,NaN,67,68,71,NaN,8,121
9359,NaN,,NaN,,,,NaN,,,,NaN,,
9360,NaN,52,NaN,100,13,37,NaN,67,68,72,NaN,8,120
9361,NaN,,NaN,,,,NaN,,,,NaN,,
9362,NaN,52,NaN,100,13,37,NaN,67,68,72,NaN,8,121
9363,NaN,,NaN,,,,NaN,,,,NaN,,
9364,NaN,52,NaN,100,13,35,NaN,67,68,72,NaN,8,122
9365,NaN,,NaN,,,,NaN,,,,NaN,,
9366,NaN,53,NaN,100,13,35,NaN,67,68,72,NaN,8,121
9367,NaN,,NaN,,,,NaN,,,,NaN,,
9368,NaN,52,NaN,100,13,35,NaN,67,68,73,NaN,8,123
9369,NaN,,NaN,,,,NaN,,,,NaN,,
9370,NaN,57,NaN,100,13,37,NaN,67,68,74,NaN,8,122
9371,NaN,,NaN,,,,NaN,,,,NaN,,
9372,NaN,55,NaN,100,13,37,NaN,67,68,74,NaN,8,122
9373,NaN,,NaN,,,,NaN,,,,NaN,,
9374,NaN,55,NaN,100,13,37,NaN,67,67,74,NaN,8,125
9375,NaN,,NaN,,,,NaN,,,,NaN,,
9376,NaN,53,NaN,100,13,36,NaN,67,67,74,NaN,8,123
9377,NaN,,NaN,,,,NaN,,,,NaN,,
9378,NaN,52,NaN,100,13,36,NaN,67,67,73,NaN,8,122
