time,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/RR_CO2,SNUADC/ART,SNUADC/CVP
3719,,,,,NaN,,,,NaN,,,NaN,NaN
3720,85,98,76,54,NaN,74,140,12,NaN,33,16,NaN,NaN
3721,,,,,NaN,,,,NaN,,,NaN,NaN
3722,85,98,76,53,NaN,74,141,12,NaN,33,16,NaN,NaN
3723,,,,,NaN,,,,NaN,,,NaN,NaN
3724,84,98,76,53,NaN,74,140,12,NaN,33,16,NaN,NaN
3725,,,,,NaN,,,,NaN,,,NaN,NaN
3726,83,98,75,52,NaN,74,139,12,NaN,33,16,NaN,NaN
3727,,,,,NaN,,,,NaN,,,NaN,NaN
3728,82,98,75,51,NaN,73,137,11,NaN,33,16,NaN,NaN
3729,,,,,NaN,,,,NaN,,,NaN,NaN
3730,82,99,74,52,NaN,72,138,11,NaN,33,16,NaN,NaN
3731,,,,,NaN,,,,NaN,,,NaN,NaN
3732,82,99,74,52,NaN,72,137,11,NaN,33,16,NaN,NaN
3733,,,,,NaN,,,,NaN,,,NaN,NaN
3734,84,99,74,53,NaN,73,140,11,NaN,33,16,NaN,NaN
3735,,,,,NaN,,,,NaN,,,NaN,NaN
3736,84,99,75,53,NaN,74,140,12,NaN,33,16,NaN,NaN
3737,,,,,NaN,,,,NaN,,,NaN,NaN
3738,84,99,75,53,NaN,74,141,12,NaN,33,16,NaN,NaN
3739,,,,,NaN,,,,NaN,,,NaN,NaN
3740,83,99,75,52,NaN,74,138,12,NaN,33,16,NaN,NaN
3741,,,,,NaN,,,,NaN,,,NaN,NaN
3742,82,99,74,51,NaN,73,138,12,NaN,33,16,NaN,NaN
3743,,,,,NaN,,,,NaN,,,NaN,NaN
3744,81,99,74,50,NaN,72,135,12,NaN,33,16,NaN,NaN
3745,,,,,NaN,,,,NaN,,,NaN,NaN
3746,80,99,73,50,NaN,71,136,12,NaN,33,16,NaN,NaN
3747,,,,,NaN,,,,NaN,,,NaN,NaN
3748,80,99,73,51,NaN,72,136,12,NaN,33,16,NaN,NaN
3749,,,,,NaN,,,,NaN,,,NaN,NaN
3750,82,99,74,52,NaN,72,138,11,NaN,33,16,NaN,NaN
3751,,,,,NaN,,,,NaN,,,NaN,NaN
3752,82,99,74,53,NaN,72,138,11,NaN,33,16,NaN,NaN
3753,,,,,NaN,,,,NaN,,,NaN,NaN
3754,83,99,74,53,NaN,73,140,11,NaN,33,16,NaN,NaN
3755,,,,,NaN,,,,NaN,,,NaN,NaN
3756,84,99,74,53,NaN,73,140,11,NaN,33,16,NaN,NaN
3757,,,,,NaN,,,,NaN,,,NaN,NaN
3758,84,99,75,53,NaN,73,140,12,NaN,33,16,NaN,NaN
3759,,,,,NaN,,,,NaN,,,NaN,NaN
3760,84,99,75,53,NaN,73,141,12,NaN,33,16,NaN,NaN
3761,,,,,NaN,,,,NaN,,,NaN,NaN
3762,84,99,75,52,NaN,73,140,12,NaN,33,16,NaN,NaN
3763,,,,,NaN,,,,NaN,,,NaN,NaN
3764,84,99,75,53,NaN,73,141,12,NaN,33,16,NaN,NaN
3765,,,,,NaN,,,,NaN,,,NaN,NaN
3766,83,99,75,52,NaN,73,139,12,NaN,33,16,NaN,NaN
3767,,,,,NaN,,,,NaN,,,NaN,NaN
3768,83,99,74,52,NaN,73,140,12,NaN,33,16,NaN,NaN
3769,,,,,NaN,,,,NaN,,,NaN,NaN
3770,83,98,74,52,NaN,72,139,12,NaN,33,16,NaN,NaN
3771,,,,,NaN,,,,NaN,,,NaN,NaN
3772,83,98,74,52,NaN,72,140,12,NaN,33,16,NaN,NaN
3773,,,,,NaN,,,,NaN,,,NaN,NaN
3774,83,98,74,52,NaN,72,139,12,NaN,33,16,NaN,NaN
3775,,,,,NaN,,,,NaN,,,NaN,NaN
3776,82,99,74,51,NaN,72,138,12,NaN,33,16,NaN,NaN
3777,,,,,NaN,,,,NaN,,,NaN,NaN
3778,81,99,74,51,NaN,72,137,12,NaN,33,16,NaN,NaN
3779,,,,,NaN,,,,NaN,,,NaN,NaN
3780,81,99,73,50,NaN,71,137,12,NaN,33,16,NaN,NaN
3781,,,,,NaN,,,,NaN,,,NaN,NaN
3782,81,99,73,51,NaN,71,137,12,NaN,33,16,NaN,NaN
3783,,,,,NaN,,,,NaN,,,NaN,NaN
3784,81,99,72,51,NaN,71,137,12,NaN,33,16,NaN,NaN
3785,,,,,NaN,,,,NaN,,,NaN,NaN
3786,82,99,73,53,NaN,71,139,12,NaN,33,16,NaN,NaN
3787,,,,,NaN,,,,NaN,,,NaN,NaN
3788,83,99,73,52,NaN,72,139,12,NaN,33,16,NaN,NaN
3789,,,,,NaN,,,,NaN,,,NaN,NaN
3790,83,99,74,52,NaN,72,139,12,NaN,33,16,NaN,NaN
3791,,,,,NaN,,,,NaN,,,NaN,NaN
3792,82,99,74,52,NaN,73,138,12,NaN,33,16,NaN,NaN
3793,,,,,NaN,,,,NaN,,,NaN,NaN
3794,83,99,74,52,NaN,72,139,12,NaN,33,16,NaN,NaN
3795,,,,,NaN,,,,NaN,,,NaN,NaN
3796,83,99,74,52,NaN,73,138,12,NaN,33,16,NaN,NaN
3797,,,,,NaN,,,,NaN,,,NaN,NaN
3798,84,99,74,53,NaN,73,140,12,NaN,33,16,NaN,NaN
3799,,,,,NaN,,,,NaN,,,NaN,NaN
3800,84,99,75,54,NaN,73,139,11,NaN,33,16,NaN,NaN
3801,,,,,NaN,,,,NaN,,,NaN,NaN
3802,85,99,75,54,NaN,74,141,11,NaN,33,16,NaN,NaN
3803,,,,,NaN,,,,NaN,,,NaN,NaN
3804,85,99,76,54,NaN,74,141,12,NaN,33,16,NaN,NaN
3805,,,,,NaN,,,,NaN,,,NaN,NaN
3806,85,99,76,54,NaN,75,142,12,NaN,33,16,NaN,NaN
3807,,,,,NaN,,,,NaN,,,NaN,NaN
3808,85,99,76,54,NaN,75,141,12,NaN,33,16,NaN,NaN
3809,,,,,NaN,,,,NaN,,,NaN,NaN
3810,85,99,76,53,NaN,75,141,12,NaN,33,16,NaN,NaN
3811,,,,,NaN,,,,NaN,,,NaN,NaN
3812,85,99,76,53,NaN,75,140,12,NaN,33,16,NaN,NaN
3813,,,,,NaN,,,,NaN,,,NaN,NaN
3814,85,99,76,53,NaN,74,140,12,NaN,33,16,NaN,NaN
3815,,,,,NaN,,,,NaN,,,NaN,NaN
3816,85,99,76,54,NaN,74,141,12,NaN,33,16,NaN,NaN
3817,,,,,NaN,,,,NaN,,,NaN,NaN
3818,85,99,76,53,NaN,75,141,11,NaN,33,16,NaN,NaN
3819,,,,,NaN,,,,NaN,,,NaN,NaN
3820,85,99,77,54,NaN,75,142,11,NaN,33,16,NaN,NaN
3821,,,,,NaN,,,,NaN,,,NaN,NaN
3822,85,99,77,53,NaN,75,140,11,NaN,33,16,NaN,NaN
3823,,,,,NaN,,,,NaN,,,NaN,NaN
3824,84,99,77,53,NaN,75,141,11,NaN,33,16,NaN,NaN
3825,,,,,NaN,,,,NaN,,,NaN,NaN
3826,83,99,77,52,NaN,75,139,12,NaN,33,16,NaN,NaN
3827,,,,,NaN,,,,NaN,,,NaN,NaN
3828,82,99,76,51,NaN,75,138,12,NaN,33,16,NaN,NaN
3829,,,,,NaN,,,,NaN,,,NaN,NaN
3830,81,99,75,50,NaN,73,136,12,NaN,33,16,NaN,NaN
3831,,,,,NaN,,,,NaN,,,NaN,NaN
3832,80,99,75,50,NaN,73,136,12,NaN,33,16,NaN,NaN
3833,,,,,NaN,,,,NaN,,,NaN,NaN
3834,79,99,74,50,NaN,72,134,12,NaN,33,16,NaN,NaN
3835,,,,,NaN,,,,NaN,,,NaN,NaN
3836,80,99,73,50,NaN,72,136,12,NaN,33,16,NaN,NaN
3837,,,,,NaN,,,,NaN,,,NaN,NaN
3838,80,99,73,50,NaN,72,136,12,NaN,33,16,NaN,NaN
3839,,,,,NaN,,,,NaN,,,NaN,NaN
3840,81,99,74,51,NaN,72,138,12,NaN,34,16,NaN,NaN
3841,,,,,NaN,,,,NaN,,,NaN,NaN
3842,82,99,74,52,NaN,73,138,12,NaN,34,16,NaN,NaN
3843,,,,,NaN,,,,NaN,,,NaN,NaN
3844,81,99,75,51,NaN,73,138,12,NaN,34,16,NaN,NaN
3845,,,,,NaN,,,,NaN,,,NaN,NaN
3846,81,99,75,51,NaN,73,138,12,NaN,33,16,NaN,NaN
3847,,,,,NaN,,,,NaN,,,NaN,NaN
3848,80,99,75,50,NaN,73,136,11,NaN,33,16,NaN,NaN
3849,,,,,NaN,,,,NaN,,,NaN,NaN
3850,80,99,75,50,NaN,73,136,11,NaN,33,16,NaN,NaN
3851,,,,,NaN,,,,NaN,,,NaN,NaN
3852,80,99,75,50,NaN,73,136,11,NaN,33,16,NaN,NaN
3853,,,,,NaN,,,,NaN,,,NaN,NaN
3854,80,99,75,50,NaN,73,136,11,NaN,33,16,NaN,NaN
3855,,,,,NaN,,,,NaN,,,NaN,NaN
3856,79,99,74,50,NaN,73,135,12,NaN,33,16,NaN,NaN
3857,,,,,NaN,,,,NaN,,,NaN,NaN
3858,80,99,74,50,NaN,73,136,12,NaN,33,16,NaN,NaN
3859,,,,,NaN,,,,NaN,,,NaN,NaN
3860,80,99,74,51,NaN,73,136,11,NaN,34,16,NaN,NaN
3861,,,,,NaN,,,,NaN,,,NaN,NaN
3862,81,99,75,52,NaN,74,138,11,NaN,34,16,NaN,NaN
3863,,,,,NaN,,,,NaN,,,NaN,NaN
3864,81,99,75,52,NaN,74,138,11,NaN,34,16,NaN,NaN
3865,,,,,NaN,,,,NaN,,,NaN,NaN
3866,83,99,76,53,NaN,74,140,11,NaN,34,16,NaN,NaN
3867,,,,,NaN,,,,NaN,,,NaN,NaN
3868,83,99,76,53,NaN,75,140,12,NaN,33,16,NaN,NaN
3869,,,,,NaN,,,,NaN,,,NaN,NaN
3870,83,99,76,53,NaN,75,140,12,NaN,33,16,NaN,NaN
3871,,,,,NaN,,,,NaN,,,NaN,NaN
3872,83,99,76,52,NaN,75,140,12,NaN,33,16,NaN,NaN
3873,,,,,NaN,,,,NaN,,,NaN,NaN
3874,83,99,76,52,NaN,75,140,12,NaN,34,16,NaN,NaN
3875,,,,,NaN,,,,NaN,,,NaN,NaN
3876,83,99,76,52,NaN,74,139,12,NaN,34,16,NaN,NaN
3877,,,,,NaN,,,,NaN,,,NaN,NaN
3878,83,99,76,52,NaN,74,140,12,NaN,34,16,NaN,NaN
3879,,,,,NaN,,,,NaN,,,NaN,NaN
3880,84,99,76,53,NaN,75,142,12,NaN,34,16,NaN,NaN
3881,,,,,NaN,,,,NaN,,,NaN,NaN
3882,84,99,76,53,NaN,75,140,12,NaN,33,16,NaN,NaN
3883,,,,,NaN,,,,NaN,,,NaN,NaN
3884,84,99,76,53,NaN,74,141,12,NaN,33,16,NaN,NaN
3885,,,,,NaN,,,,NaN,,,NaN,NaN
3886,83,99,76,53,NaN,74,140,11,NaN,33,16,NaN,NaN
3887,,,,,NaN,,,,NaN,,,NaN,NaN
3888,84,99,76,53,NaN,74,142,11,NaN,34,16,NaN,NaN
3889,,,,,NaN,,,,NaN,,,NaN,NaN
3890,84,99,76,53,NaN,75,141,11,NaN,34,16,NaN,NaN
3891,,,,,NaN,,,,NaN,,,NaN,NaN
3892,85,99,77,53,NaN,75,142,11,NaN,34,16,NaN,NaN
3893,,,,,NaN,,,,NaN,,,NaN,NaN
3894,85,99,77,53,NaN,75,141,12,NaN,34,16,NaN,NaN
3895,,,,,NaN,,,,NaN,,,NaN,NaN
3896,85,99,77,53,NaN,75,142,12,NaN,33,16,NaN,NaN
3897,,,,,NaN,,,,NaN,,,NaN,NaN
3898,84,99,76,53,NaN,75,140,12,NaN,33,16,NaN,NaN
3899,,,,,NaN,,,,NaN,,,NaN,NaN
3900,84,99,76,52,NaN,74,140,12,NaN,33,16,NaN,NaN
3901,,,,,NaN,,,,NaN,,,NaN,NaN
3902,84,98,76,53,NaN,74,140,12,NaN,33,16,NaN,NaN
3903,,,,,NaN,,,,NaN,,,NaN,NaN
3904,83,98,75,52,NaN,74,141,12,NaN,33,16,NaN,NaN
3905,,,,,NaN,,,,NaN,,,NaN,NaN
3906,83,98,75,52,NaN,73,140,12,NaN,33,16,NaN,NaN
3907,,,,,NaN,,,,NaN,,,NaN,NaN
3908,83,98,75,52,NaN,73,140,12,NaN,33,16,NaN,NaN
3909,,,,,NaN,,,,NaN,,,NaN,NaN
3910,83,99,75,52,NaN,73,140,12,NaN,33,16,NaN,NaN
3911,,,,,NaN,,,,NaN,,,NaN,NaN
3912,83,99,75,52,NaN,74,140,12,NaN,33,16,NaN,NaN
3913,,,,,NaN,,,,NaN,,,NaN,NaN
3914,84,99,76,53,NaN,74,141,12,NaN,33,16,NaN,NaN
3915,,,,,NaN,,,,NaN,,,NaN,NaN
3916,83,99,76,52,NaN,74,140,12,NaN,33,16,NaN,NaN
3917,,,,,NaN,,,,NaN,,,NaN,NaN
3918,84,99,76,52,NaN,74,141,12,NaN,33,16,NaN,NaN
3919,,,,,NaN,,,,NaN,,,NaN,NaN
3920,84,99,76,53,NaN,74,139,12,NaN,33,16,NaN,NaN
3921,,,,,NaN,,,,NaN,,,NaN,NaN
3922,84,99,76,53,NaN,74,141,12,NaN,33,16,NaN,NaN
3923,,,,,NaN,,,,NaN,,,NaN,NaN
3924,84,99,76,53,NaN,74,140,12,NaN,33,16,NaN,NaN
3925,,,,,NaN,,,,NaN,,,NaN,NaN
3926,83,99,76,52,NaN,74,140,12,NaN,33,16,NaN,NaN
3927,,,,,NaN,,,,NaN,,,NaN,NaN
3928,83,99,75,52,NaN,74,139,12,NaN,33,16,NaN,NaN
3929,,,,,NaN,,,,NaN,,,NaN,NaN
3930,83,99,75,52,NaN,73,140,12,NaN,33,16,NaN,NaN
3931,,,,,NaN,,,,NaN,,,NaN,NaN
3932,83,99,75,52,NaN,73,139,12,NaN,33,16,NaN,NaN
3933,,,,,NaN,,,,NaN,,,NaN,NaN
3934,83,99,75,53,NaN,73,140,12,NaN,33,16,NaN,NaN
3935,,,,,NaN,,,,NaN,,,NaN,NaN
3936,84,99,75,54,NaN,73,140,12,NaN,33,16,NaN,NaN
3937,,,,,NaN,,,,NaN,,,NaN,NaN
3938,84,99,75,54,NaN,74,141,12,NaN,33,16,NaN,NaN
3939,,,,,NaN,,,,NaN,,,NaN,NaN
3940,85,99,75,54,NaN,74,142,12,NaN,33,16,NaN,NaN
3941,,,,,NaN,,,,NaN,,,NaN,NaN
3942,85,99,75,53,NaN,74,142,12,NaN,33,16,NaN,NaN
3943,,,,,NaN,,,,NaN,,,NaN,NaN
3944,86,99,76,54,NaN,74,142,12,NaN,33,16,NaN,NaN
3945,,,,,NaN,,,,NaN,,,NaN,NaN
3946,85,99,76,53,NaN,74,142,12,NaN,33,16,NaN,NaN
3947,,,,,NaN,,,,NaN,,,NaN,NaN
3948,85,99,76,53,NaN,74,142,12,NaN,33,16,NaN,NaN
3949,,,,,NaN,,,,NaN,,,NaN,NaN
3950,83,99,75,51,NaN,73,139,12,NaN,33,16,NaN,NaN
3951,,,,,NaN,,,,NaN,,,NaN,NaN
3952,81,99,74,50,NaN,72,136,12,NaN,33,16,NaN,NaN
3953,,,,,NaN,,,,NaN,,,NaN,NaN
3954,80,99,74,50,NaN,72,134,12,NaN,33,16,NaN,NaN
3955,,,,,NaN,,,,NaN,,,NaN,NaN
3956,80,99,73,51,NaN,71,137,12,NaN,33,16,NaN,NaN
3957,,,,,NaN,,,,NaN,,,NaN,NaN
3958,81,99,74,52,NaN,72,137,12,NaN,33,16,NaN,NaN
3959,,,,,NaN,,,,NaN,,,NaN,NaN
3960,83,99,74,53,NaN,73,140,12,NaN,33,16,NaN,NaN
3961,,,,,NaN,,,,NaN,,,NaN,NaN
3962,84,99,75,54,NaN,73,140,12,NaN,33,16,NaN,NaN
3963,,,,,NaN,,,,NaN,,,NaN,NaN
3964,85,99,75,54,NaN,73,142,12,NaN,33,16,NaN,NaN
3965,,,,,NaN,,,,NaN,,,NaN,NaN
3966,86,99,75,55,NaN,73,143,12,NaN,33,16,NaN,NaN
3967,,,,,NaN,,,,NaN,,,NaN,NaN
3968,85,99,74,54,NaN,73,142,12,NaN,33,16,NaN,NaN
3969,,,,,NaN,,,,NaN,,,NaN,NaN
3970,84,99,73,54,NaN,72,140,11,NaN,33,16,NaN,NaN
3971,,,,,NaN,,,,NaN,,,NaN,NaN
3972,82,99,73,52,NaN,71,137,11,NaN,33,16,NaN,NaN
3973,,,,,NaN,,,,NaN,,,NaN,NaN
3974,81,99,72,52,NaN,70,136,11,NaN,33,16,NaN,NaN
3975,,,,,NaN,,,,NaN,,,NaN,NaN
3976,79,99,71,52,NaN,69,133,10,NaN,33,16,NaN,NaN
3977,,,,,NaN,,,,NaN,,,NaN,NaN
3978,80,99,72,52,NaN,70,136,10,NaN,33,16,NaN,NaN
3979,,,,,NaN,,,,NaN,,,NaN,NaN
3980,79,99,72,51,NaN,71,136,10,NaN,33,16,NaN,NaN
3981,,,,,NaN,,,,NaN,,,NaN,NaN
3982,80,99,73,52,NaN,72,137,10,NaN,33,16,NaN,NaN
3983,,,,,NaN,,,,NaN,,,NaN,NaN
3984,80,99,73,52,NaN,71,136,11,NaN,33,16,NaN,NaN
3985,,,,,NaN,,,,NaN,,,NaN,NaN
3986,80,99,73,50,NaN,71,138,11,NaN,33,16,NaN,NaN
3987,,,,,NaN,,,,NaN,,,NaN,NaN
3988,78,99,71,49,NaN,69,133,11,NaN,33,16,NaN,NaN
3989,,,,,NaN,,,,NaN,,,NaN,NaN
3990,77,99,70,48,NaN,68,131,11,NaN,32,16,NaN,NaN
3991,,,,,NaN,,,,NaN,,,NaN,NaN
3992,76,99,70,49,NaN,67,129,11,NaN,32,16,NaN,NaN
3993,,,,,NaN,,,,NaN,,,NaN,NaN
3994,75,99,69,49,NaN,66,130,11,NaN,32,16,NaN,NaN
3995,,,,,NaN,,,,NaN,,,NaN,NaN
3996,77,99,69,51,NaN,67,132,11,NaN,32,16,NaN,NaN
3997,,,,,NaN,,,,NaN,,,NaN,NaN
3998,77,99,70,50,NaN,68,134,11,NaN,32,16,NaN,NaN
3999,,,,,NaN,,,,NaN,,,NaN,NaN
4000,78,99,70,51,NaN,78,133,11,NaN,32,16,NaN,NaN
4001,,,,,NaN,,,,NaN,,,NaN,NaN
4002,79,99,70,51,NaN,79,134,11,NaN,32,16,NaN,NaN
4003,,,,,NaN,,,,NaN,,,NaN,NaN
4004,80,99,70,52,NaN,78,135,11,NaN,32,16,NaN,NaN
4005,,,,,NaN,,,,NaN,,,NaN,NaN
4006,80,99,71,53,NaN,79,135,11,NaN,32,16,NaN,NaN
4007,,,,,NaN,,,,NaN,,,NaN,NaN
4008,82,99,71,54,NaN,77,138,11,NaN,32,16,NaN,NaN
4009,,,,,NaN,,,,NaN,,,NaN,NaN
4010,82,99,70,54,NaN,68,136,11,NaN,32,16,NaN,NaN
4011,,,,,NaN,,,,NaN,,,NaN,NaN
4012,82,99,70,54,NaN,68,136,11,NaN,32,16,NaN,NaN
4013,,,,,NaN,,,,NaN,,,NaN,NaN
4014,81,99,70,53,NaN,68,133,10,NaN,32,16,NaN,NaN
4015,,,,,NaN,,,,NaN,,,NaN,NaN
4016,80,99,70,51,NaN,67,134,10,NaN,32,16,NaN,NaN
4017,,,,,NaN,,,,NaN,,,NaN,NaN
4018,79,99,68,52,NaN,66,131,11,NaN,32,16,NaN,NaN
4019,,,,,NaN,,,,NaN,,,NaN,NaN
4020,79,99,68,53,NaN,65,133,11,NaN,32,16,NaN,NaN
4021,,,,,NaN,,,,NaN,,,NaN,NaN
4022,80,99,68,54,NaN,65,133,11,NaN,31,16,NaN,NaN
4023,,,,,NaN,,,,NaN,,,NaN,NaN
4024,80,99,67,55,NaN,65,134,11,NaN,31,16,NaN,NaN
4025,,,,,NaN,,,,NaN,,,NaN,NaN
4026,81,99,67,56,NaN,66,135,10,NaN,31,16,NaN,NaN
4027,,,,,NaN,,,,NaN,,,NaN,NaN
4028,81,99,68,56,NaN,66,134,10,NaN,31,16,NaN,NaN
4029,,,,,NaN,,,,NaN,,,NaN,NaN
4030,80,100,67,54,NaN,66,133,10,NaN,31,16,NaN,NaN
4031,,,,,NaN,,,,NaN,,,NaN,NaN
4032,80,100,67,54,NaN,66,132,10,NaN,31,16,NaN,NaN
4033,,,,,NaN,,,,NaN,,,NaN,NaN
4034,82,100,68,55,NaN,66,135,10,NaN,31,16,NaN,NaN
4035,,,,,NaN,,,,NaN,,,NaN,NaN
4036,81,100,69,55,NaN,66,132,10,NaN,30,16,NaN,NaN
4037,,,,,NaN,,,,NaN,,,NaN,NaN
4038,81,100,69,56,NaN,66,134,10,NaN,30,16,NaN,NaN
4039,,,,,NaN,,,,NaN,,,NaN,NaN
4040,81,100,70,56,NaN,67,131,10,NaN,30,16,NaN,NaN
4041,,,,,NaN,,,,NaN,,,NaN,NaN
4042,81,100,70,56,NaN,68,132,10,NaN,31,16,NaN,NaN
4043,,,,,NaN,,,,NaN,,,NaN,NaN
4044,80,100,70,56,NaN,68,130,9,NaN,31,16,NaN,NaN
4045,,,,,NaN,,,,NaN,,,NaN,NaN
4046,81,100,70,56,NaN,69,131,9,NaN,31,16,NaN,NaN
4047,,,,,NaN,,,,NaN,,,NaN,NaN
4048,81,100,71,57,NaN,69,131,9,NaN,31,16,NaN,NaN
4049,,,,,NaN,,,,NaN,,,NaN,NaN
4050,80,100,71,56,NaN,69,131,9,NaN,30,16,NaN,NaN
4051,,,,,NaN,,,,NaN,,,NaN,NaN
4052,80,100,71,55,NaN,69,129,10,NaN,30,16,NaN,NaN
4053,,,,,NaN,,,,NaN,,,NaN,NaN
4054,79,100,71,55,NaN,69,130,10,NaN,30,16,NaN,NaN
4055,,,,,NaN,,,,NaN,,,NaN,NaN
4056,81,100,71,57,NaN,69,131,10,NaN,31,16,NaN,NaN
4057,,,,,NaN,,,,NaN,,,NaN,NaN
4058,82,100,71,58,NaN,70,133,10,NaN,31,16,NaN,NaN
4059,,,,,NaN,,,,NaN,,,NaN,NaN
4060,86,100,73,60,NaN,71,138,11,NaN,31,16,NaN,NaN
4061,,,,,NaN,,,,NaN,,,NaN,NaN
4062,86,100,73,59,NaN,72,137,11,NaN,31,16,NaN,NaN
4063,,,,,NaN,,,,NaN,,,NaN,NaN
4064,87,100,74,60,NaN,73,137,10,NaN,31,16,NaN,NaN
4065,,,,,NaN,,,,NaN,,,NaN,NaN
4066,86,100,74,59,NaN,72,134,10,NaN,31,16,NaN,NaN
4067,,,,,NaN,,,,NaN,,,NaN,NaN
4068,86,100,74,57,NaN,72,133,10,NaN,31,16,NaN,NaN
4069,,,,,NaN,,,,NaN,,,NaN,NaN
4070,84,100,73,57,NaN,72,131,11,NaN,32,16,NaN,NaN
4071,,,,,NaN,,,,NaN,,,NaN,NaN
4072,84,100,73,57,NaN,72,133,11,NaN,32,16,NaN,NaN
4073,,,,,NaN,,,,NaN,,,NaN,NaN
4074,83,100,73,58,NaN,71,131,10,NaN,32,16,NaN,NaN
4075,,,,,NaN,,,,NaN,,,NaN,NaN
4076,84,100,73,59,NaN,71,133,10,NaN,31,16,NaN,NaN
4077,,,,,NaN,,,,NaN,,,NaN,NaN
4078,83,100,73,60,NaN,71,132,10,NaN,31,16,NaN,NaN
4079,,,,,NaN,,,,NaN,,,NaN,NaN
4080,83,100,72,60,NaN,71,132,10,NaN,31,16,NaN,NaN
4081,,,,,NaN,,,,NaN,,,NaN,NaN
4082,83,100,72,61,NaN,70,130,10,NaN,31,16,NaN,NaN
4083,,,,,NaN,,,,NaN,,,NaN,NaN
4084,83,100,72,60,NaN,70,132,10,NaN,31,16,NaN,NaN
4085,,,,,NaN,,,,NaN,,,NaN,NaN
4086,83,100,72,60,NaN,70,132,10,NaN,31,16,NaN,NaN
4087,,,,,NaN,,,,NaN,,,NaN,NaN
4088,84,100,72,61,NaN,71,133,10,NaN,31,16,NaN,NaN
4089,,,,,NaN,,,,NaN,,,NaN,NaN
4090,86,100,73,62,NaN,71,136,10,NaN,29,16,NaN,NaN
4091,,,,,NaN,,,,NaN,,,NaN,NaN
4092,85,99,73,61,NaN,72,134,10,NaN,29,16,NaN,NaN
4093,,,,,NaN,,,,NaN,,,NaN,NaN
4094,86,99,73,62,NaN,72,134,9,NaN,29,16,NaN,NaN
4095,,,,,NaN,,,,NaN,,,NaN,NaN
4096,84,99,74,60,NaN,72,131,9,NaN,29,16,NaN,NaN
4097,,,,,NaN,,,,NaN,,,NaN,NaN
4098,85,100,74,61,NaN,78,135,10,NaN,31,16,NaN,NaN
4099,,,,,NaN,,,,NaN,,,NaN,NaN
4100,85,100,74,61,NaN,78,133,10,NaN,31,16,NaN,NaN
4101,,,,,NaN,,,,NaN,,,NaN,NaN
4102,86,100,74,61,NaN,78,135,10,NaN,31,16,NaN,NaN
4103,,,,,NaN,,,,NaN,,,NaN,NaN
4104,,,,,NaN,,,,NaN,,,NaN,NaN
4105,84,99,74,60,NaN,72,131,9,NaN,30,16,NaN,NaN
4106,,,,,NaN,,,,NaN,,,NaN,NaN
4107,84,99,74,60,NaN,72,133,9,NaN,30,16,NaN,NaN
4108,,,,,NaN,,,,NaN,,,NaN,NaN
4109,83,99,74,59,NaN,73,133,10,NaN,30,16,NaN,NaN
4110,,,,,NaN,,,,NaN,,,NaN,NaN
4111,83,99,74,59,NaN,72,132,10,NaN,30,16,NaN,NaN
4112,,,,,NaN,,,,NaN,,,NaN,NaN
4113,82,99,74,59,NaN,72,130,10,NaN,30,16,NaN,NaN
4114,,,,,NaN,,,,NaN,,,NaN,NaN
4115,82,99,73,56,NaN,71,130,10,NaN,30,16,NaN,NaN
4116,,,,,NaN,,,,NaN,,,NaN,NaN
4117,82,99,73,58,NaN,72,132,11,NaN,30,16,NaN,NaN
4118,,,,,NaN,,,,NaN,,,NaN,NaN
4119,85,99,73,59,NaN,72,136,11,NaN,30,16,NaN,NaN
4120,,,,,NaN,,,,NaN,,,NaN,NaN
4121,87,99,74,60,NaN,73,139,12,NaN,30,16,NaN,NaN
4122,,,,,NaN,,,,NaN,,,NaN,NaN
4123,89,99,74,60,NaN,73,140,12,NaN,30,16,NaN,NaN
4124,,,,,NaN,,,,NaN,,,NaN,NaN
4125,90,99,75,61,NaN,73,141,12,NaN,31,16,NaN,NaN
4126,,,,,NaN,,,,NaN,,,NaN,NaN
4127,89,99,74,59,NaN,73,139,12,NaN,31,16,NaN,NaN
4128,,,,,NaN,,,,NaN,,,NaN,NaN
4129,88,99,74,59,NaN,73,138,11,NaN,31,16,NaN,NaN
4130,,,,,NaN,,,,NaN,,,NaN,NaN
4131,87,99,74,59,NaN,72,136,11,NaN,31,16,NaN,NaN
4132,,,,,NaN,,,,NaN,,,NaN,NaN
4133,87,99,74,59,NaN,72,136,11,NaN,32,16,NaN,NaN
4134,,,,,NaN,,,,NaN,,,NaN,NaN
4135,86,99,74,59,NaN,72,134,10,NaN,32,16,NaN,NaN
4136,,,,,NaN,,,,NaN,,,NaN,NaN
4137,86,99,74,59,NaN,72,135,10,NaN,32,16,NaN,NaN
4138,86,99,,59,NaN,73,135,10,NaN,32,16,NaN,NaN
4139,,,74,,NaN,,,,NaN,,,NaN,NaN
4140,,,,,NaN,73,,,NaN,,,NaN,NaN
4141,86,99,74,59,NaN,,138,10,NaN,32,16,NaN,NaN
4142,86,99,74,59,NaN,72,137,10,NaN,32,16,NaN,NaN
4143,,,,,NaN,,,,NaN,,,NaN,NaN
