time,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/RR_CO2,SNUADC/ART,SNUADC/CVP
13799,,,,,NaN,,,,NaN,,,NaN,NaN
13800,80,100,64,56,NaN,62,134,3,NaN,33,14,NaN,NaN
13801,,,,,NaN,,,,NaN,,,NaN,NaN
13802,82,100,64,57,NaN,62,137,4,NaN,33,14,NaN,NaN
13803,,,,,NaN,,,,NaN,,,NaN,NaN
13804,81,100,64,56,NaN,62,135,4,NaN,33,14,NaN,NaN
13805,,,,,NaN,,,,NaN,,,NaN,NaN
13806,82,100,64,57,NaN,62,137,3,NaN,33,14,NaN,NaN
13807,,,,,NaN,,,,NaN,,,NaN,NaN
13808,81,100,64,56,NaN,62,134,3,NaN,33,14,NaN,NaN
13809,,,,,NaN,,,,NaN,,,NaN,NaN
13810,82,100,65,57,NaN,63,137,3,NaN,33,14,NaN,NaN
13811,,,,,NaN,,,,NaN,,,NaN,NaN
13812,81,100,65,56,NaN,63,133,3,NaN,32,14,NaN,NaN
13813,,,,,NaN,,,,NaN,,,NaN,NaN
13814,81,100,65,56,NaN,63,134,4,NaN,32,14,NaN,NaN
13815,,,,,NaN,,,,NaN,,,NaN,NaN
13816,82,100,65,57,NaN,63,136,4,NaN,32,14,NaN,NaN
13817,,,,,NaN,,,,NaN,,,NaN,NaN
13818,83,100,65,57,NaN,63,139,4,NaN,32,14,NaN,NaN
13819,,,,,NaN,,,,NaN,,,NaN,NaN
13820,83,100,65,56,NaN,63,137,4,NaN,32,14,NaN,NaN
13821,,,,,NaN,,,,NaN,,,NaN,NaN
13822,83,100,66,56,NaN,63,137,4,NaN,32,14,NaN,NaN
13823,,,,,NaN,,,,NaN,,,NaN,NaN
13824,82,100,65,55,NaN,63,136,4,NaN,32,14,NaN,NaN
13825,,,,,NaN,,,,NaN,,,NaN,NaN
13826,81,100,65,54,NaN,63,134,4,NaN,33,14,NaN,NaN
13827,,,,,NaN,,,,NaN,,,NaN,NaN
13828,81,100,65,54,NaN,63,135,4,NaN,33,14,NaN,NaN
13829,,,,,NaN,,,,NaN,,,NaN,NaN
13830,79,100,65,53,NaN,63,132,4,NaN,33,14,NaN,NaN
13831,,,,,NaN,,,,NaN,,,NaN,NaN
13832,79,100,65,53,NaN,63,133,4,NaN,33,14,NaN,NaN
13833,,,,,NaN,,,,NaN,,,NaN,NaN
13834,78,100,65,52,NaN,63,130,4,NaN,33,14,NaN,NaN
13835,,,,,NaN,,,,NaN,,,NaN,NaN
13836,79,100,65,53,NaN,62,133,4,NaN,33,14,NaN,NaN
13837,,,,,NaN,,,,NaN,,,NaN,NaN
13838,78,100,64,53,NaN,62,131,4,NaN,32,14,NaN,NaN
13839,,,,,NaN,,,,NaN,,,NaN,NaN
13840,80,100,64,55,NaN,62,135,4,NaN,32,14,NaN,NaN
13841,,,,,NaN,,,,NaN,,,NaN,NaN
13842,80,100,64,54,NaN,62,133,4,NaN,32,14,NaN,NaN
13843,,,,,NaN,,,,NaN,,,NaN,NaN
13844,80,100,64,55,NaN,63,135,4,NaN,32,14,NaN,NaN
13845,,,,,NaN,,,,NaN,,,NaN,NaN
13846,81,100,65,55,NaN,63,134,4,NaN,33,14,NaN,NaN
13847,,,,,NaN,,,,NaN,,,NaN,NaN
13848,81,100,65,55,NaN,63,135,4,NaN,33,14,NaN,NaN
13849,,,,,NaN,,,,NaN,,,NaN,NaN
13850,81,100,65,54,NaN,63,135,4,NaN,33,14,NaN,NaN
13851,,,,,NaN,,,,NaN,,,NaN,NaN
13852,80,100,65,54,NaN,63,134,4,NaN,33,14,NaN,NaN
13853,,,,,NaN,,,,NaN,,,NaN,NaN
13854,81,100,66,54,NaN,63,135,4,NaN,33,14,NaN,NaN
13855,,,,,NaN,,,,NaN,,,NaN,NaN
13856,81,100,66,55,NaN,64,135,5,NaN,33,14,NaN,NaN
13857,,,,,NaN,,,,NaN,,,NaN,NaN
13858,82,100,66,55,NaN,64,137,5,NaN,33,14,NaN,NaN
13859,,,,,NaN,,,,NaN,,,NaN,NaN
13860,81,100,66,54,NaN,64,135,5,NaN,33,14,NaN,NaN
13861,,,,,NaN,,,,NaN,,,NaN,NaN
13862,82,100,66,55,NaN,64,137,5,NaN,33,14,NaN,NaN
13863,,,,,NaN,,,,NaN,,,NaN,NaN
13864,81,100,66,54,NaN,64,134,5,NaN,33,14,NaN,NaN
13865,,,,,NaN,,,,NaN,,,NaN,NaN
13866,81,100,66,54,NaN,64,136,4,NaN,33,14,NaN,NaN
13867,,,,,NaN,,,,NaN,,,NaN,NaN
13868,80,100,66,54,NaN,64,133,4,NaN,33,14,NaN,NaN
13869,,,,,NaN,,,,NaN,,,NaN,NaN
13870,81,100,66,54,NaN,64,135,4,NaN,33,14,NaN,NaN
13871,,,,,NaN,,,,NaN,,,NaN,NaN
13872,81,100,66,54,NaN,64,135,4,NaN,33,14,NaN,NaN
13873,,,,,NaN,,,,NaN,,,NaN,NaN
13874,81,100,66,54,NaN,64,135,4,NaN,33,14,NaN,NaN
13875,,,,,NaN,,,,NaN,,,NaN,NaN
13876,81,100,66,53,NaN,64,135,4,NaN,33,14,NaN,NaN
13877,,,,,NaN,,,,NaN,,,NaN,NaN
13878,81,100,66,53,NaN,64,135,4,NaN,33,14,NaN,NaN
13879,,,,,NaN,,,,NaN,,,NaN,NaN
13880,80,100,66,53,NaN,64,133,4,NaN,33,14,NaN,NaN
13881,,,,,NaN,,,,NaN,,,NaN,NaN
13882,80,100,66,53,NaN,63,133,4,NaN,33,14,NaN,NaN
13883,,,,,NaN,,,,NaN,,,NaN,NaN
13884,79,100,66,53,NaN,63,133,4,NaN,33,14,NaN,NaN
13885,,,,,NaN,,,,NaN,,,NaN,NaN
13886,79,100,65,53,NaN,63,132,4,NaN,33,14,NaN,NaN
13887,,,,,NaN,,,,NaN,,,NaN,NaN
13888,80,100,65,54,NaN,63,135,4,NaN,33,14,NaN,NaN
13889,,,,,NaN,,,,NaN,,,NaN,NaN
13890,79,100,65,53,NaN,63,133,4,NaN,33,14,NaN,NaN
13891,,,,,NaN,,,,NaN,,,NaN,NaN
13892,80,100,65,54,NaN,63,133,4,NaN,33,14,NaN,NaN
13893,,,,,NaN,,,,NaN,,,NaN,NaN
13894,81,100,65,55,NaN,63,135,4,NaN,33,14,NaN,NaN
13895,,,,,NaN,,,,NaN,,,NaN,NaN
13896,81,100,65,55,NaN,63,135,4,NaN,33,14,NaN,NaN
13897,,,,,NaN,,,,NaN,,,NaN,NaN
13898,80,100,65,55,NaN,63,134,4,NaN,33,14,NaN,NaN
13899,,,,,NaN,,,,NaN,,,NaN,NaN
13900,82,100,65,55,NaN,63,137,4,NaN,33,14,NaN,NaN
13901,,,,,NaN,,,,NaN,,,NaN,NaN
13902,81,100,65,55,NaN,63,134,4,NaN,33,14,NaN,NaN
13903,,,,,NaN,,,,NaN,,,NaN,NaN
13904,80,100,65,54,NaN,63,134,4,NaN,33,14,NaN,NaN
13905,,,,,NaN,,,,NaN,,,NaN,NaN
13906,80,100,65,54,NaN,63,134,4,NaN,33,14,NaN,NaN
13907,,,,,NaN,,,,NaN,,,NaN,NaN
13908,81,100,65,55,NaN,63,134,4,NaN,33,14,NaN,NaN
13909,,,,,NaN,,,,NaN,,,NaN,NaN
13910,80,100,65,54,NaN,63,133,4,NaN,33,14,NaN,NaN
13911,,,,,NaN,,,,NaN,,,NaN,NaN
13912,80,100,65,54,NaN,63,135,4,NaN,33,14,NaN,NaN
13913,,,,,NaN,,,,NaN,,,NaN,NaN
13914,80,100,64,54,NaN,62,135,4,NaN,33,14,NaN,NaN
13915,,,,,NaN,,,,NaN,,,NaN,NaN
13916,80,100,64,54,NaN,62,133,4,NaN,33,14,NaN,NaN
13917,,,,,NaN,,,,NaN,,,NaN,NaN
13918,80,100,64,54,NaN,62,133,4,NaN,33,14,NaN,NaN
13919,,,,,NaN,,,,NaN,,,NaN,NaN
13920,80,100,64,54,NaN,62,133,4,NaN,33,14,NaN,NaN
13921,,,,,NaN,,,,NaN,,,NaN,NaN
13922,81,100,64,54,NaN,62,135,4,NaN,33,14,NaN,NaN
13923,,,,,NaN,,,,NaN,,,NaN,NaN
13924,80,100,64,54,NaN,62,134,4,NaN,33,14,NaN,NaN
13925,,,,,NaN,,,,NaN,,,NaN,NaN
13926,82,100,64,56,NaN,63,137,4,NaN,33,14,NaN,NaN
13927,,,,,NaN,,,,NaN,,,NaN,NaN
13928,81,100,64,55,NaN,63,134,4,NaN,33,14,NaN,NaN
13929,,,,,NaN,,,,NaN,,,NaN,NaN
13930,81,100,65,55,NaN,63,134,4,NaN,33,14,NaN,NaN
13931,,,,,NaN,,,,NaN,,,NaN,NaN
13932,81,100,65,55,NaN,63,134,4,NaN,33,14,NaN,NaN
13933,,,,,NaN,,,,NaN,,,NaN,NaN
13934,81,100,66,55,NaN,64,134,4,NaN,33,14,NaN,NaN
13935,,,,,NaN,,,,NaN,,,NaN,NaN
13936,81,100,66,55,NaN,64,134,4,NaN,33,14,NaN,NaN
13937,,,,,NaN,,,,NaN,,,NaN,NaN
13938,80,100,66,54,NaN,64,134,4,NaN,33,14,NaN,NaN
13939,,,,,NaN,,,,NaN,,,NaN,NaN
13940,80,100,66,54,NaN,64,134,4,NaN,33,14,NaN,NaN
13941,,,,,NaN,,,,NaN,,,NaN,NaN
13942,80,100,66,54,NaN,64,134,4,NaN,33,14,NaN,NaN
13943,,,,,NaN,,,,NaN,,,NaN,NaN
13944,78,100,66,53,NaN,63,131,4,NaN,33,14,NaN,NaN
13945,,,,,NaN,,,,NaN,,,NaN,NaN
13946,78,100,65,53,NaN,63,131,4,NaN,33,14,NaN,NaN
13947,,,,,NaN,,,,NaN,,,NaN,NaN
13948,78,100,65,53,NaN,62,130,4,NaN,33,14,NaN,NaN
13949,,,,,NaN,,,,NaN,,,NaN,NaN
13950,78,100,65,53,NaN,62,130,3,NaN,33,14,NaN,NaN
13951,,,,,NaN,,,,NaN,,,NaN,NaN
13952,77,100,65,52,NaN,62,128,3,NaN,33,14,NaN,NaN
13953,,,,,NaN,,,,NaN,,,NaN,NaN
13954,77,100,64,52,NaN,63,128,3,NaN,33,14,NaN,NaN
13955,,,,,NaN,,,,NaN,,,NaN,NaN
13956,78,100,65,55,NaN,63,130,3,NaN,33,14,NaN,NaN
13957,,,,,NaN,,,,NaN,,,NaN,NaN
13958,80,100,65,56,NaN,63,135,3,NaN,33,14,NaN,NaN
13959,,,,,NaN,,,,NaN,,,NaN,NaN
13960,80,100,65,55,NaN,63,133,3,NaN,33,14,NaN,NaN
13961,,,,,NaN,,,,NaN,,,NaN,NaN
13962,81,100,65,56,NaN,63,135,3,NaN,33,14,NaN,NaN
13963,,,,,NaN,,,,NaN,,,NaN,NaN
13964,81,100,65,56,NaN,63,135,4,NaN,33,14,NaN,NaN
13965,,,,,NaN,,,,NaN,,,NaN,NaN
13966,81,100,65,56,NaN,63,136,4,NaN,32,14,NaN,NaN
13967,,,,,NaN,,,,NaN,,,NaN,NaN
13968,81,100,65,56,NaN,63,136,4,NaN,32,14,NaN,NaN
13969,,,,,NaN,,,,NaN,,,NaN,NaN
13970,79,100,65,54,NaN,63,131,3,NaN,32,14,NaN,NaN
13971,,,,,NaN,,,,NaN,,,NaN,NaN
13972,79,100,65,54,NaN,63,131,3,NaN,33,14,NaN,NaN
13973,,,,,NaN,,,,NaN,,,NaN,NaN
13974,77,100,65,53,NaN,63,128,3,NaN,33,14,NaN,NaN
13975,,,,,NaN,,,,NaN,,,NaN,NaN
13976,77,100,65,53,NaN,63,128,3,NaN,33,14,NaN,NaN
13977,,,,,NaN,,,,NaN,,,NaN,NaN
13978,77,100,65,53,NaN,63,129,3,NaN,33,14,NaN,NaN
13979,,,,,NaN,,,,NaN,,,NaN,NaN
13980,78,100,65,54,NaN,63,132,3,NaN,32,14,NaN,NaN
13981,,,,,NaN,,,,NaN,,,NaN,NaN
13982,78,100,65,54,NaN,63,132,3,NaN,32,14,NaN,NaN
13983,,,,,NaN,,,,NaN,,,NaN,NaN
13984,79,100,65,55,NaN,62,132,3,NaN,32,14,NaN,NaN
13985,,,,,NaN,,,,NaN,,,NaN,NaN
13986,79,100,65,55,NaN,62,132,3,NaN,33,14,NaN,NaN
13987,,,,,NaN,,,,NaN,,,NaN,NaN
13988,79,100,64,55,NaN,62,132,3,NaN,33,14,NaN,NaN
13989,,,,,NaN,,,,NaN,,,NaN,NaN
13990,81,100,64,57,NaN,62,135,4,NaN,33,14,NaN,NaN
13991,,,,,NaN,,,,NaN,,,NaN,NaN
13992,80,100,64,56,NaN,62,132,4,NaN,33,14,NaN,NaN
13993,,,,,NaN,,,,NaN,,,NaN,NaN
13994,79,100,65,54,NaN,63,131,3,NaN,33,14,NaN,NaN
13995,,,,,NaN,,,,NaN,,,NaN,NaN
13996,79,100,65,54,NaN,63,132,3,NaN,33,14,NaN,NaN
13997,,,,,NaN,,,,NaN,,,NaN,NaN
13998,80,100,65,55,NaN,63,133,4,NaN,33,14,NaN,NaN
13999,,,,,NaN,,,,NaN,,,NaN,NaN
14000,80,100,65,55,NaN,63,133,4,NaN,32,14,NaN,NaN
14001,,,,,NaN,,,,NaN,,,NaN,NaN
14002,80,100,65,56,NaN,63,132,3,NaN,32,14,NaN,NaN
14003,,,,,NaN,,,,NaN,,,NaN,NaN
14004,78,100,65,54,NaN,63,128,3,NaN,32,14,NaN,NaN
14005,,,,,NaN,,,,NaN,,,NaN,NaN
14006,77,100,65,53,NaN,63,127,3,NaN,32,14,NaN,NaN
14007,,,,,NaN,,,,NaN,,,NaN,NaN
14008,77,100,65,53,NaN,62,127,3,NaN,32,14,NaN,NaN
14009,,,,,NaN,,,,NaN,,,NaN,NaN
14010,76,100,65,54,NaN,62,127,3,NaN,32,14,NaN,NaN
14011,,,,,NaN,,,,NaN,,,NaN,NaN
14012,78,100,64,53,NaN,63,131,3,NaN,32,14,NaN,NaN
14013,,,,,NaN,,,,NaN,,,NaN,NaN
14014,78,100,65,55,NaN,63,131,3,NaN,32,14,NaN,NaN
14015,,,,,NaN,,,,NaN,,,NaN,NaN
14016,79,100,65,55,NaN,63,132,3,NaN,32,14,NaN,NaN
14017,,,,,NaN,,,,NaN,,,NaN,NaN
14018,79,100,65,54,NaN,63,133,3,NaN,32,14,NaN,NaN
14019,,,,,NaN,,,,NaN,,,NaN,NaN
14020,77,100,65,52,NaN,62,129,3,NaN,32,14,NaN,NaN
14021,,,,,NaN,,,,NaN,,,NaN,NaN
14022,77,100,65,52,NaN,62,129,4,NaN,32,14,NaN,NaN
14023,,,,,NaN,,,,NaN,,,NaN,NaN
14024,76,100,64,52,NaN,61,128,4,NaN,32,14,NaN,NaN
14025,,,,,NaN,,,,NaN,,,NaN,NaN
14026,76,100,64,52,NaN,61,128,4,NaN,32,14,NaN,NaN
14027,,,,,NaN,,,,NaN,,,NaN,NaN
14028,76,100,64,53,NaN,62,129,3,NaN,32,14,NaN,NaN
14029,,,,,NaN,,,,NaN,,,NaN,NaN
14030,76,100,64,52,NaN,62,128,3,NaN,32,14,NaN,NaN
14031,,,,,NaN,,,,NaN,,,NaN,NaN
14032,77,100,64,53,NaN,62,130,4,NaN,32,14,NaN,NaN
14033,,,,,NaN,,,,NaN,,,NaN,NaN
14034,77,100,64,54,NaN,62,131,4,NaN,32,14,NaN,NaN
14035,,,,,NaN,,,,NaN,,,NaN,NaN
14036,79,100,65,54,NaN,63,132,4,NaN,32,14,NaN,NaN
14037,,,,,NaN,,,,NaN,,,NaN,NaN
14038,79,100,65,54,NaN,62,132,4,NaN,32,14,NaN,NaN
14039,,,,,NaN,,,,NaN,,,NaN,NaN
14040,79,100,65,55,NaN,62,132,4,NaN,32,14,NaN,NaN
14041,,,,,NaN,,,,NaN,,,NaN,NaN
14042,78,100,64,54,NaN,62,129,3,NaN,32,14,NaN,NaN
14043,,,,,NaN,,,,NaN,,,NaN,NaN
14044,78,100,64,54,NaN,62,129,3,NaN,32,14,NaN,NaN
14045,,,,,NaN,,,,NaN,,,NaN,NaN
14046,78,100,64,54,NaN,62,129,3,NaN,32,14,NaN,NaN
14047,,,,,NaN,,,,NaN,,,NaN,NaN
14048,78,100,64,55,NaN,62,131,4,NaN,32,14,NaN,NaN
14049,,,,,NaN,,,,NaN,,,NaN,NaN
14050,78,100,64,55,NaN,62,131,4,NaN,32,14,NaN,NaN
14051,,,,,NaN,,,,NaN,,,NaN,NaN
14052,78,100,64,55,NaN,62,130,4,NaN,32,14,NaN,NaN
14053,,,,,NaN,,,,NaN,,,NaN,NaN
14054,78,100,64,54,NaN,62,130,4,NaN,32,14,NaN,NaN
14055,,,,,NaN,,,,NaN,,,NaN,NaN
14056,78,100,64,54,NaN,62,130,4,NaN,32,14,NaN,NaN
14057,,,,,NaN,,,,NaN,,,NaN,NaN
14058,79,100,64,55,NaN,62,132,4,NaN,32,14,NaN,NaN
14059,,,,,NaN,,,,NaN,,,NaN,NaN
14060,79,100,64,54,NaN,62,131,4,NaN,32,14,NaN,NaN
14061,,,,,NaN,,,,NaN,,,NaN,NaN
14062,78,100,64,53,NaN,62,130,4,NaN,32,14,NaN,NaN
14063,,,,,NaN,,,,NaN,,,NaN,NaN
14064,78,100,64,53,NaN,62,130,4,NaN,32,14,NaN,NaN
14065,,,,,NaN,,,,NaN,,,NaN,NaN
14066,77,100,65,53,NaN,63,130,3,NaN,32,14,NaN,NaN
14067,,,,,NaN,,,,NaN,,,NaN,NaN
14068,76,100,65,53,NaN,63,127,3,NaN,32,14,NaN,NaN
14069,,,,,NaN,,,,NaN,,,NaN,NaN
14070,76,100,65,53,NaN,63,127,3,NaN,32,14,NaN,NaN
14071,,,,,NaN,,,,NaN,,,NaN,NaN
14072,75,100,65,52,NaN,63,125,3,NaN,32,14,NaN,NaN
14073,,,,,NaN,,,,NaN,,,NaN,NaN
14074,76,100,65,54,NaN,63,129,3,NaN,32,14,NaN,NaN
14075,,,,,NaN,,,,NaN,,,NaN,NaN
14076,76,100,65,54,NaN,63,129,3,NaN,32,14,NaN,NaN
14077,,,,,NaN,,,,NaN,,,NaN,NaN
14078,77,100,65,53,NaN,63,130,4,NaN,32,14,NaN,NaN
14079,,,,,NaN,,,,NaN,,,NaN,NaN
14080,76,100,65,52,NaN,62,127,4,NaN,32,14,NaN,NaN
14081,,,,,NaN,,,,NaN,,,NaN,NaN
14082,76,100,65,52,NaN,62,127,3,NaN,32,14,NaN,NaN
14083,,,,,NaN,,,,NaN,,,NaN,NaN
14084,76,100,64,52,NaN,62,127,3,NaN,32,14,NaN,NaN
14085,,,,,NaN,,,,NaN,,,NaN,NaN
14086,75,100,64,53,NaN,62,126,3,NaN,32,14,NaN,NaN
14087,,,,,NaN,,,,NaN,,,NaN,NaN
14088,75,100,64,53,NaN,62,126,3,NaN,32,14,NaN,NaN
14089,,,,,NaN,,,,NaN,,,NaN,NaN
14090,76,100,64,52,NaN,62,128,3,NaN,32,14,NaN,NaN
14091,,,,,NaN,,,,NaN,,,NaN,NaN
14092,76,100,64,52,NaN,63,128,3,NaN,32,14,NaN,NaN
14093,,,,,NaN,,,,NaN,,,NaN,NaN
14094,75,100,65,52,NaN,63,126,3,NaN,32,14,NaN,NaN
14095,,,,,NaN,,,,NaN,,,NaN,NaN
14096,75,100,65,52,NaN,63,127,4,NaN,32,14,NaN,NaN
14097,,,,,NaN,,,,NaN,,,NaN,NaN
14098,75,100,65,52,NaN,63,125,3,NaN,32,14,NaN,NaN
14099,,,,,NaN,,,,NaN,,,NaN,NaN
14100,76,100,65,53,NaN,63,129,3,NaN,32,14,NaN,NaN
14101,,,,,NaN,,,,NaN,,,NaN,NaN
14102,76,100,65,54,NaN,63,127,3,NaN,32,14,NaN,NaN
14103,,,,,NaN,,,,NaN,,,NaN,NaN
14104,78,100,65,54,NaN,63,131,4,NaN,32,14,NaN,NaN
14105,,,,,NaN,,,,NaN,,,NaN,NaN
14106,77,100,65,52,NaN,63,129,3,NaN,32,14,NaN,NaN
14107,,,,,NaN,,,,NaN,,,NaN,NaN
14108,77,100,65,52,NaN,63,129,3,NaN,32,14,NaN,NaN
14109,,,,,NaN,,,,NaN,,,NaN,NaN
14110,77,100,65,52,NaN,63,129,3,NaN,32,14,NaN,NaN
14111,,,,,NaN,,,,NaN,,,NaN,NaN
14112,75,100,65,51,NaN,63,125,3,NaN,32,14,NaN,NaN
14113,,,,,NaN,,,,NaN,,,NaN,NaN
14114,75,100,65,52,NaN,63,127,3,NaN,32,14,NaN,NaN
14115,,,,,NaN,,,,NaN,,,NaN,NaN
14116,75,100,65,51,NaN,63,126,3,NaN,32,14,NaN,NaN
14117,,,,,NaN,,,,NaN,,,NaN,NaN
14118,75,100,65,51,NaN,63,126,3,NaN,32,14,NaN,NaN
14119,,,,,NaN,,,,NaN,,,NaN,NaN
14120,75,100,65,52,NaN,63,125,3,NaN,32,14,NaN,NaN
14121,,,,,NaN,,,,NaN,,,NaN,NaN
14122,76,100,65,53,NaN,63,129,4,NaN,32,14,NaN,NaN
14123,,,,,NaN,,,,NaN,,,NaN,NaN
14124,76,100,65,53,NaN,64,129,4,NaN,32,14,NaN,NaN
14125,,,,,NaN,,,,NaN,,,NaN,NaN
14126,76,100,66,53,NaN,64,128,3,NaN,32,14,NaN,NaN
14127,,,,,NaN,,,,NaN,,,NaN,NaN
14128,76,100,66,52,NaN,64,128,3,NaN,32,14,NaN,NaN
14129,,,,,NaN,,,,NaN,,,NaN,NaN
14130,77,100,66,52,NaN,64,129,3,NaN,33,14,NaN,NaN
14131,,,,,NaN,,,,NaN,,,NaN,NaN
14132,76,100,66,52,NaN,64,127,3,NaN,33,14,NaN,NaN
14133,,,,,NaN,,,,NaN,,,NaN,NaN
14134,77,100,66,52,NaN,64,129,4,NaN,33,14,NaN,NaN
14135,,,,,NaN,,,,NaN,,,NaN,NaN
14136,76,100,66,51,NaN,63,127,4,NaN,33,14,NaN,NaN
14137,,,,,NaN,,,,NaN,,,NaN,NaN
14138,76,100,65,51,NaN,63,129,4,NaN,32,14,NaN,NaN
14139,,,,,NaN,,,,NaN,,,NaN,NaN
14140,76,100,65,51,NaN,63,129,4,NaN,32,14,NaN,NaN
14141,,,,,NaN,,,,NaN,,,NaN,NaN
14142,75,100,65,51,NaN,63,127,4,NaN,32,14,NaN,NaN
14143,,,,,NaN,,,,NaN,,,NaN,NaN
14144,75,100,65,51,NaN,63,127,4,NaN,33,14,NaN,NaN
14145,,,,,NaN,,,,NaN,,,NaN,NaN
14146,75,100,65,52,NaN,63,127,4,NaN,33,14,NaN,NaN
14147,,,,,NaN,,,,NaN,,,NaN,NaN
14148,75,100,65,52,NaN,63,127,4,NaN,33,14,NaN,NaN
14149,,,,,NaN,,,,NaN,,,NaN,NaN
14150,76,100,65,52,NaN,63,127,4,NaN,33,14,NaN,NaN
14151,,,,,NaN,,,,NaN,,,NaN,NaN
14152,76,100,65,52,NaN,63,128,4,NaN,33,14,NaN,NaN
14153,,,,,NaN,,,,NaN,,,NaN,NaN
14154,76,100,65,52,NaN,63,126,4,NaN,33,14,NaN,NaN
14155,,,,,NaN,,,,NaN,,,NaN,NaN
14156,77,100,65,53,NaN,63,129,4,NaN,33,14,NaN,NaN
14157,,,,,NaN,,,,NaN,,,NaN,NaN
14158,77,100,65,54,NaN,62,128,4,NaN,32,14,NaN,NaN
14159,,,,,NaN,,,,NaN,,,NaN,NaN
14160,78,100,64,54,NaN,62,130,4,NaN,32,14,NaN,NaN
14161,,,,,NaN,,,,NaN,,,NaN,NaN
14162,77,100,64,54,NaN,62,128,4,NaN,32,14,NaN,NaN
14163,,,,,NaN,,,,NaN,,,NaN,NaN
14164,77,100,64,54,NaN,62,128,4,NaN,32,14,NaN,NaN
14165,,,,,NaN,,,,NaN,,,NaN,NaN
14166,78,100,64,54,NaN,63,129,4,NaN,32,14,NaN,NaN
14167,,,,,NaN,,,,NaN,,,NaN,NaN
14168,79,100,65,55,NaN,63,131,4,NaN,32,14,NaN,NaN
14169,,,,,NaN,,,,NaN,,,NaN,NaN
14170,79,100,65,55,NaN,63,130,4,NaN,32,14,NaN,NaN
14171,,,,,NaN,,,,NaN,,,NaN,NaN
14172,79,100,65,54,NaN,64,130,4,NaN,32,14,NaN,NaN
14173,,,,,NaN,,,,NaN,,,NaN,NaN
14174,79,100,66,54,NaN,64,130,4,NaN,32,14,NaN,NaN
14175,,,,,NaN,,,,NaN,,,NaN,NaN
14176,77,100,65,52,NaN,63,128,3,NaN,32,14,NaN,NaN
14177,,,,,NaN,,,,NaN,,,NaN,NaN
14178,75,100,65,51,NaN,63,126,3,NaN,32,14,NaN,NaN
14179,,,,,NaN,,,,NaN,,,NaN,NaN
14180,75,100,65,51,NaN,63,126,3,NaN,32,14,NaN,NaN
14181,,,,,NaN,,,,NaN,,,NaN,NaN
14182,75,100,65,51,NaN,63,127,4,NaN,32,14,NaN,NaN
14183,,,,,NaN,,,,NaN,,,NaN,NaN
14184,75,100,65,51,NaN,63,126,4,NaN,32,14,NaN,NaN
14185,,,,,NaN,,,,NaN,,,NaN,NaN
14186,76,100,65,52,NaN,63,128,4,NaN,33,14,NaN,NaN
14187,,,,,NaN,,,,NaN,,,NaN,NaN
14188,75,100,65,51,NaN,63,126,4,NaN,33,14,NaN,NaN
14189,,,,,NaN,,,,NaN,,,NaN,NaN
14190,75,100,65,51,NaN,63,128,4,NaN,33,14,NaN,NaN
14191,,,,,NaN,,,,NaN,,,NaN,NaN
14192,75,100,65,51,NaN,63,128,4,NaN,33,14,NaN,NaN
14193,,,,,NaN,,,,NaN,,,NaN,NaN
14194,75,100,66,51,NaN,63,125,4,NaN,32,14,NaN,NaN
14195,,,,,NaN,,,,NaN,,,NaN,NaN
14196,74,100,66,51,NaN,63,125,4,NaN,32,14,NaN,NaN
14197,,,,,NaN,,,,NaN,,,NaN,NaN
14198,74,100,65,51,NaN,63,125,4,NaN,32,14,NaN,NaN
14199,,,,,NaN,,,,NaN,,,NaN,NaN
14200,74,100,65,51,NaN,63,125,4,NaN,32,14,NaN,NaN
14201,,,,,NaN,,,,NaN,,,NaN,NaN
14202,75,100,65,52,NaN,62,126,4,NaN,32,14,NaN,NaN
14203,,,,,NaN,,,,NaN,,,NaN,NaN
14204,75,100,65,52,NaN,62,126,4,NaN,32,14,NaN,NaN
14205,,,,,NaN,,,,NaN,,,NaN,NaN
14206,75,100,65,52,NaN,63,126,3,NaN,32,14,NaN,NaN
14207,,,,,NaN,,,,NaN,,,NaN,NaN
14208,75,100,65,52,NaN,63,127,3,NaN,32,14,NaN,NaN
14209,,,,,NaN,,,,NaN,,,NaN,NaN
14210,75,100,65,52,NaN,63,127,4,NaN,32,14,NaN,NaN
14211,,,,,NaN,,,,NaN,,,NaN,NaN
14212,75,100,65,51,NaN,63,127,4,NaN,32,14,NaN,NaN
14213,,,,,NaN,,,,NaN,,,NaN,NaN
14214,75,100,65,51,NaN,63,125,4,NaN,32,14,NaN,NaN
14215,,,,,NaN,,,,NaN,,,NaN,NaN
14216,74,100,65,51,NaN,63,124,3,NaN,33,14,NaN,NaN
14217,,,,,NaN,,,,NaN,,,NaN,NaN
14218,74,100,65,50,NaN,63,124,4,NaN,33,14,NaN,NaN
14219,,,,,NaN,,,,NaN,,,NaN,NaN
14220,74,100,65,51,NaN,63,126,4,NaN,33,14,NaN,NaN
14221,,,,,NaN,,,,NaN,,,NaN,NaN
14222,73,100,65,50,NaN,63,123,3,NaN,33,14,NaN,NaN
14223,,,,,NaN,,,,NaN,,,NaN,NaN
