time,SNUADC/ECG_II,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/HR,Solar8000/PLETH_SPO2
0,NaN,,NaN,,,,NaN,NaN,,,,,
1,-4.9562602043151855,,-498.6846008300781,,,,-495.6260070800781,-4.9562602043151855,,,,,
2,-4.956240177154541,73,-498.6826477050781,-17,-28,-17,-495.6240234375,-4.956240177154541,,,-17,71,95
3,NaN,,NaN,,,,NaN,NaN,,,,,
4,NaN,73,NaN,-17,-28,-17,NaN,NaN,,,-17,71,95
5,NaN,,NaN,,,,NaN,NaN,,,,,
6,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,71,97
7,NaN,,NaN,,,,NaN,NaN,,,,,
8,NaN,75,NaN,-17,-29,-17,NaN,NaN,,,-17,71,94
9,NaN,,NaN,,,,NaN,NaN,,,,,
10,NaN,76,NaN,-17,-29,-17,NaN,NaN,,,-17,70,93
11,NaN,,NaN,,,,NaN,NaN,,,,,
12,NaN,76,NaN,-18,-29,-16,NaN,NaN,,,-17,69,93
13,NaN,,NaN,,,,NaN,NaN,,,,,
14,NaN,76,NaN,-18,-29,-16,NaN,NaN,,,-17,69,93
15,NaN,,NaN,,,,NaN,NaN,,,,,
16,NaN,75,NaN,-16,-29,-16,NaN,NaN,,,-16,71,96
17,NaN,,NaN,,,,NaN,NaN,,,,,
18,NaN,76,NaN,-16,-29,-16,NaN,NaN,,,-16,73,97
19,NaN,,NaN,,,,NaN,NaN,,,,,
20,NaN,78,NaN,-16,-29,-16,NaN,NaN,,,-16,75,97
21,NaN,,NaN,,,,NaN,NaN,,,,,
22,NaN,75,NaN,-16,-29,-16,NaN,NaN,,,-16,74,98
23,NaN,,NaN,,,,NaN,NaN,,,,,
24,NaN,74,NaN,-17,-29,-17,NaN,NaN,,,-17,73,99
25,NaN,,NaN,,,,NaN,NaN,,,,,
26,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,71,99
27,NaN,,NaN,,,,NaN,NaN,,,,,
28,NaN,72,NaN,-18,-28,-16,NaN,NaN,,,-17,71,99
29,NaN,,NaN,,,,NaN,NaN,,,,,
30,NaN,71,NaN,-18,-28,-16,NaN,NaN,,,-17,71,97
31,NaN,,NaN,,,,NaN,NaN,,,,,
32,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,70,97
33,NaN,,NaN,,,,NaN,NaN,,,,,
34,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,70,97
35,NaN,,NaN,,,,NaN,NaN,,,,,
36,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,70,98
37,NaN,,NaN,,,,NaN,NaN,,,,,
38,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,71,97
39,NaN,,NaN,,,,NaN,NaN,,,,,
40,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,71,97
41,NaN,,NaN,,,,NaN,NaN,,,,,
42,NaN,72,NaN,-19,-29,-16,NaN,NaN,,,-17,71,96
43,NaN,,NaN,,,,NaN,NaN,,,,,
44,NaN,71,NaN,-19,-29,-16,NaN,NaN,,,-17,71,95
45,NaN,,NaN,,,,NaN,NaN,,,,,
46,NaN,72,NaN,-16,-29,-16,NaN,NaN,,,-16,71,94
47,NaN,,NaN,,,,NaN,NaN,,,,,
48,NaN,72,NaN,-16,-29,-16,NaN,NaN,,,-16,71,95
49,NaN,,NaN,,,,NaN,NaN,,,,,
50,NaN,72,NaN,-17,-29,-17,NaN,NaN,,,-17,72,97
51,NaN,,NaN,,,,NaN,NaN,,,,,
52,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,72,98
53,NaN,,NaN,,,,NaN,NaN,,,,,
54,NaN,72,NaN,-17,-29,-17,NaN,NaN,,,-17,72,98
55,NaN,,NaN,,,,NaN,NaN,,,,,
56,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,72,98
57,NaN,,NaN,,,,NaN,NaN,,,,,
58,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,72,98
59,NaN,,NaN,,,,NaN,NaN,,,,,
60,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,73,98
61,NaN,,NaN,,,,NaN,NaN,,,,,
62,NaN,73,NaN,-17,-28,-17,NaN,NaN,,,-17,72,98
63,NaN,,NaN,,,,NaN,NaN,,,,,
64,NaN,72,NaN,-17,-28,-17,NaN,NaN,,,-17,72,98
65,NaN,,NaN,,,,NaN,NaN,,,,,
66,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,71,98
67,NaN,,NaN,,,,NaN,NaN,,,,,
68,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,71,98
69,NaN,,NaN,,,,NaN,NaN,,,,,
70,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,72,97
71,NaN,,NaN,,,,NaN,NaN,,,,,
72,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,73,97
73,NaN,,NaN,,,,NaN,NaN,,,,,
74,NaN,71,NaN,-16,-29,-16,NaN,NaN,,,-16,73,98
75,NaN,,NaN,,,,NaN,NaN,,,,,
76,NaN,72,NaN,-16,-29,-16,NaN,NaN,,,-16,73,99
77,NaN,,NaN,,,,NaN,NaN,,,,,
78,NaN,72,NaN,-16,-29,-16,NaN,NaN,,,-16,73,99
79,NaN,,NaN,,,,NaN,NaN,,,,,
80,NaN,73,NaN,-16,-29,-16,NaN,NaN,,,-16,72,99
81,NaN,,NaN,,,,NaN,NaN,,,,,
82,NaN,73,NaN,-17,-29,-17,NaN,NaN,,,-17,72,99
83,NaN,,NaN,,,,NaN,NaN,,,,,
84,NaN,72,NaN,-17,-29,-17,NaN,NaN,,,-17,72,99
85,NaN,,NaN,,,,NaN,NaN,,,,,
86,NaN,72,NaN,-17,-29,-17,NaN,NaN,,,-17,71,99
87,NaN,,NaN,,,,NaN,NaN,,,,,
88,NaN,72,NaN,-17,-29,-17,NaN,NaN,,,-17,71,98
89,NaN,,NaN,,,,NaN,NaN,,,,,
90,NaN,71,NaN,-17,-29,-17,NaN,NaN,,,-17,70,97
91,NaN,,NaN,,,,NaN,NaN,,,,,
92,NaN,70,NaN,-17,-28,-17,NaN,NaN,,,-17,70,96
93,NaN,,NaN,,,,NaN,NaN,,,,,
94,NaN,69,NaN,-17,-28,-17,NaN,NaN,,,-17,68,97
95,NaN,,NaN,,,,NaN,NaN,,,,,
96,NaN,69,NaN,-17,-28,-17,NaN,NaN,,,-17,68,97
97,NaN,,NaN,,,,NaN,NaN,,,,,
98,NaN,69,NaN,-17,-28,-17,NaN,NaN,,,-17,68,99
99,NaN,,NaN,,,,NaN,NaN,,,,,
100,NaN,69,NaN,-17,-28,-17,NaN,NaN,,,-17,69,100
101,NaN,,NaN,,,,NaN,NaN,,,,,
102,NaN,69,NaN,-15,-28,-15,NaN,NaN,,,-15,69,100
103,NaN,,NaN,,,,NaN,NaN,,,,,
104,NaN,69,NaN,-15,-29,-15,NaN,NaN,,,-15,69,100
105,NaN,,NaN,,,,NaN,NaN,,,,,
106,NaN,69,NaN,-16,-29,-16,NaN,NaN,,,-16,68,99
107,NaN,,NaN,,,,NaN,NaN,,,,,
108,NaN,69,NaN,-16,-29,-16,NaN,NaN,,,-16,68,99
109,NaN,,NaN,,,,NaN,NaN,,,,,
110,NaN,69,NaN,-17,-29,-17,NaN,NaN,,,-17,68,99
111,NaN,,NaN,,,,NaN,NaN,,,,,
112,NaN,69,NaN,-17,-29,-17,NaN,NaN,,,-17,69,99
113,NaN,,NaN,,,,NaN,NaN,,,,,
114,NaN,69,NaN,-17,-29,-17,NaN,NaN,,,-17,69,99
115,NaN,,NaN,,,,NaN,NaN,,,,,
116,NaN,70,NaN,-17,-29,-17,NaN,NaN,,,-17,69,99
117,NaN,,NaN,,,,NaN,NaN,,,,,
118,NaN,69,NaN,-17,-29,-17,NaN,NaN,,,-17,69,99
119,NaN,,NaN,,,,NaN,NaN,,,,,
120,NaN,69,NaN,-17,-29,-17,NaN,NaN,,,-17,68,99
121,NaN,,NaN,,,,NaN,NaN,,,,,
122,NaN,69,NaN,-17,-29,-17,NaN,NaN,,,-17,68,99
123,NaN,,NaN,,,,NaN,NaN,,,,,
124,NaN,69,NaN,-17,-29,-17,NaN,NaN,,,-17,68,99
125,NaN,,NaN,,,,NaN,NaN,,,,,
126,NaN,69,NaN,-17,-28,-17,NaN,NaN,,,-17,69,100
127,NaN,,NaN,,,,NaN,NaN,,,,,
128,NaN,69,NaN,-17,-28,-17,NaN,NaN,,,-17,69,100
129,NaN,,NaN,,,,NaN,NaN,,,,,
130,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,70,98
131,NaN,,NaN,,,,NaN,NaN,,,,,
132,NaN,71,NaN,-17,-28,-17,NaN,NaN,,,-17,70,98
133,NaN,,NaN,,,,NaN,NaN,,,,,
134,NaN,72,NaN,-16,-28,-16,NaN,NaN,,,-16,71,98
135,NaN,,NaN,,,,NaN,NaN,,,,,
136,NaN,72,NaN,-16,-29,-16,NaN,NaN,,,-16,71,97
137,NaN,,NaN,,,,NaN,NaN,,,,,
138,NaN,72,NaN,-17,-29,-17,NaN,NaN,,,-17,72,97
139,NaN,,NaN,,,,NaN,NaN,,,,,
140,NaN,72,NaN,-17,-29,-17,NaN,NaN,,,-17,73,97
141,NaN,,NaN,,,,NaN,NaN,,,,,
142,NaN,73,NaN,-25,-29,-11,NaN,NaN,,,-17,73,96
143,NaN,,NaN,,,,NaN,NaN,,,,,
144,NaN,74,NaN,-25,-29,-11,NaN,NaN,,,-17,72,97
145,NaN,,NaN,,,,NaN,NaN,,,,,
146,NaN,72,NaN,-16,-29,-16,NaN,NaN,,,-16,72,98
147,NaN,,NaN,,,,NaN,NaN,,,,,
148,NaN,72,NaN,-18,-29,-15,NaN,NaN,0,,-16,71,99
149,NaN,,NaN,,,,NaN,NaN,,,,,
150,NaN,73,NaN,-18,-29,-15,NaN,NaN,0,,-16,72,98
151,NaN,,NaN,,,,NaN,NaN,,,,,
152,NaN,73,NaN,-18,-29,-15,NaN,NaN,0,,-16,73,98
153,NaN,,NaN,,,,NaN,NaN,,,,,
154,NaN,73,NaN,-19,-29,-12,NaN,NaN,1,,-16,74,98
155,NaN,,NaN,,,,NaN,NaN,,,,,
156,NaN,75,NaN,-19,-29,-12,NaN,NaN,1,,-16,75,95
157,NaN,,NaN,,,,NaN,NaN,,,,,
158,NaN,76,NaN,-19,-29,-13,NaN,NaN,1,,-16,75,94
159,NaN,,NaN,,,,NaN,NaN,,,,,
160,NaN,77,NaN,-19,-29,-13,NaN,NaN,1,,-16,75,94
161,NaN,,NaN,,,,NaN,NaN,,,,,
162,NaN,75,NaN,-16,-29,-16,NaN,NaN,0,,-16,75,96
163,NaN,,NaN,,,,NaN,NaN,,,,,
164,NaN,76,NaN,-16,-29,-16,NaN,NaN,0,,-16,75,96
165,NaN,,NaN,,,,NaN,NaN,,,,,
166,NaN,77,NaN,-17,-29,-17,NaN,NaN,0,,-17,76,97
167,NaN,,NaN,,,,NaN,NaN,,,,,
168,NaN,76,NaN,-17,-29,-17,NaN,NaN,0,,-17,76,98
169,NaN,,NaN,,,,NaN,NaN,,,,,
170,NaN,75,NaN,-17,-29,-17,NaN,NaN,0,,-17,75,98
171,NaN,,NaN,,,,NaN,NaN,,,,,
172,NaN,75,NaN,-17,-29,-17,NaN,NaN,0,,-17,74,98
173,NaN,,NaN,,,,NaN,NaN,,,,,
174,NaN,76,NaN,-17,-29,-17,NaN,NaN,0,,-17,75,99
175,NaN,,NaN,,,,NaN,NaN,,,,,
176,NaN,76,NaN,-17,-29,-17,NaN,NaN,0,,-17,76,99
177,NaN,,NaN,,,,NaN,NaN,,,,,
178,NaN,76,NaN,-17,-28,-17,NaN,NaN,0,,-17,76,99
179,NaN,,NaN,,,,NaN,NaN,,,,,
180,NaN,76,NaN,-17,-28,-17,NaN,NaN,0,,-17,74,99
181,NaN,,NaN,,,,NaN,NaN,,,,,
182,NaN,74,NaN,-17,-29,-17,NaN,NaN,0,,-17,73,99
183,NaN,,NaN,,,,NaN,NaN,,,,,
184,NaN,73,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,99
185,NaN,,NaN,,,,NaN,NaN,,,,,
186,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,100
187,NaN,,NaN,,,,NaN,NaN,,,,,
188,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,71,99
189,NaN,,NaN,,,,NaN,NaN,,,,,
190,NaN,72,NaN,-16,-29,-16,NaN,NaN,0,,-16,71,100
191,NaN,,NaN,,,,NaN,NaN,,,,,
192,NaN,72,NaN,-16,-29,-16,NaN,NaN,0,,-16,72,99
193,NaN,,NaN,,,,NaN,NaN,,,,,
194,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,73,99
195,NaN,,NaN,,,,NaN,NaN,,,,,
196,NaN,74,NaN,-17,-29,-17,NaN,NaN,0,,-17,74,99
197,NaN,,NaN,,,,NaN,NaN,,,,,
198,NaN,77,NaN,-17,-29,-17,NaN,NaN,0,,-17,78,99
199,NaN,,NaN,,,,NaN,NaN,,,,,
200,NaN,78,NaN,-17,-29,-17,NaN,NaN,0,,-17,79,99
201,NaN,,NaN,,,,NaN,NaN,,,,,
202,NaN,80,NaN,-17,-29,-17,NaN,NaN,0,,-17,81,100
203,NaN,,NaN,,,,NaN,NaN,,,,,
204,NaN,81,NaN,-17,-29,-17,NaN,NaN,0,,-17,79,100
205,NaN,,NaN,,,,NaN,NaN,,,,,
206,NaN,80,NaN,-17,-29,-17,NaN,NaN,0,,-17,81,100
207,NaN,,NaN,,,,NaN,NaN,,,,,
208,NaN,83,NaN,-17,-29,-17,NaN,NaN,0,,-17,81,100
209,NaN,,NaN,,,,NaN,NaN,,,,,
210,NaN,82,NaN,-18,-29,-18,NaN,NaN,0,,-18,82,100
211,NaN,,NaN,,,,NaN,NaN,,,,,
212,NaN,84,NaN,-18,-28,-18,NaN,NaN,0,,-18,85,99
213,NaN,,NaN,,,,NaN,NaN,,,,,
214,NaN,86,NaN,-17,-28,-17,NaN,NaN,0,,-17,84,99
215,NaN,,NaN,,,,NaN,NaN,,,,,
216,NaN,84,NaN,-17,-29,-17,NaN,NaN,0,,-17,84,99
217,NaN,,NaN,,,,NaN,NaN,,,,,
218,NaN,85,NaN,-17,-29,-17,NaN,NaN,0,,-17,83,99
219,NaN,,NaN,,,,NaN,NaN,,,,,
220,NaN,85,NaN,-17,-29,-17,NaN,NaN,0,,-17,85,99
221,NaN,,NaN,,,,NaN,NaN,,,,,
222,NaN,88,NaN,-17,-29,-17,NaN,NaN,0,,-17,87,99
223,NaN,,NaN,,,,NaN,NaN,,,,,
224,NaN,89,NaN,-17,-29,-17,NaN,NaN,0,,-17,87,97
225,NaN,,NaN,,,,NaN,NaN,,,,,
226,NaN,88,NaN,-17,-29,-17,NaN,NaN,0,,-17,85,97
227,NaN,,NaN,,,,NaN,NaN,,,,,
228,NaN,85,NaN,-17,-29,-17,NaN,NaN,0,,-17,83,98
229,NaN,,NaN,,,,NaN,NaN,,,,,
230,NaN,83,NaN,-19,-29,-16,NaN,NaN,0,,-17,82,99
231,NaN,,NaN,,,,NaN,NaN,,,,,
232,NaN,81,NaN,-20,-30,-15,NaN,NaN,0,,-17,81,99
233,NaN,,NaN,,,,NaN,NaN,,,,,
234,NaN,80,NaN,-20,-30,-15,NaN,NaN,0,,-17,79,99
235,NaN,,NaN,,,,NaN,NaN,,,,,
236,NaN,80,NaN,-17,-29,-17,NaN,NaN,0,,-17,78,99
237,NaN,,NaN,,,,NaN,NaN,,,,,
238,NaN,79,NaN,-17,-29,-17,NaN,NaN,0,,-17,79,99
239,NaN,,NaN,,,,NaN,NaN,,,,,
240,NaN,77,NaN,-17,-29,-17,NaN,NaN,0,,-17,78,100
241,NaN,,NaN,,,,NaN,NaN,,,,,
242,NaN,77,NaN,-17,-29,-17,NaN,NaN,0,,-17,78,99
243,NaN,,NaN,,,,NaN,NaN,,,,,
244,NaN,78,NaN,-18,-29,-18,NaN,NaN,0,,-18,77,100
245,NaN,,NaN,,,,NaN,NaN,,,,,
246,NaN,79,NaN,-18,-29,-18,NaN,NaN,0,,-18,79,99
247,NaN,,NaN,,,,NaN,NaN,,,,,
248,NaN,80,NaN,-16,-29,-16,NaN,NaN,0,,-16,80,99
249,NaN,,NaN,,,,NaN,NaN,,,,,
250,NaN,79,NaN,-16,-29,-16,NaN,NaN,0,,-16,78,99
251,NaN,,NaN,,,,NaN,NaN,,,,,
252,NaN,82,NaN,-16,-29,-16,NaN,NaN,0,,-16,79,99
253,NaN,,NaN,,,,NaN,NaN,,,,,
254,NaN,84,NaN,-16,-29,-16,NaN,NaN,0,,-16,79,100
255,NaN,,NaN,,,,NaN,NaN,,,,,
256,NaN,83,NaN,-20,-29,-16,NaN,NaN,0,,-17,80,100
257,NaN,,NaN,,,,NaN,NaN,,,,,
258,NaN,84,NaN,-20,-29,-16,NaN,NaN,0,,-17,79,100
259,NaN,,NaN,,,,NaN,NaN,,,,,
260,NaN,80,NaN,-20,-29,-16,NaN,NaN,0,,-17,79,100
261,NaN,,NaN,,,,NaN,NaN,,,,,
262,NaN,79,NaN,-17,-29,-17,NaN,NaN,0,,-17,79,100
263,NaN,,NaN,,,,NaN,NaN,,,,,
264,NaN,79,NaN,-19,-29,-16,NaN,NaN,0,,-17,78,100
265,NaN,,NaN,,,,NaN,NaN,,,,,
266,NaN,78,NaN,-19,-29,-15,NaN,NaN,0,,-17,77,100
267,NaN,,NaN,,,,NaN,NaN,,,,,
268,NaN,77,NaN,-19,-29,-14,NaN,NaN,0,,-17,76,100
269,NaN,,NaN,,,,NaN,NaN,,,,,
270,NaN,77,NaN,-18,-29,-15,NaN,NaN,0,,-17,76,100
271,NaN,,NaN,,,,NaN,NaN,,,,,
272,NaN,77,NaN,-18,-29,-15,NaN,NaN,0,,-17,75,100
273,NaN,,NaN,,,,NaN,NaN,,,,,
274,NaN,76,NaN,-18,-29,-15,NaN,NaN,0,,-17,75,100
275,NaN,,NaN,,,,NaN,NaN,,,,,
276,NaN,77,NaN,-18,-29,-15,NaN,NaN,0,,-17,76,100
277,NaN,,NaN,,,,NaN,NaN,,,,,
278,NaN,78,NaN,-17,-29,-15,NaN,NaN,0,,-17,78,100
279,NaN,,NaN,,,,NaN,NaN,,,,,
280,NaN,78,NaN,,-29,,NaN,NaN,0,,-17,78,100
281,NaN,,NaN,,,,NaN,NaN,,,,,
282,NaN,78,NaN,,-29,,NaN,NaN,0,,-17,77,100
283,NaN,,NaN,,,,NaN,NaN,,,,,
284,NaN,76,NaN,,-29,,NaN,NaN,0,,-17,75,100
285,NaN,,NaN,,,,NaN,NaN,,,,,
286,NaN,75,NaN,,-29,,NaN,NaN,0,,-18,74,100
287,NaN,,NaN,,,,NaN,NaN,,,,,
288,NaN,75,NaN,,-29,,NaN,NaN,0,,-18,74,100
289,NaN,,NaN,,,,NaN,NaN,,,,,
290,NaN,74,NaN,,-29,,NaN,NaN,0,,-18,74,100
291,NaN,,NaN,,,,NaN,NaN,,,,,
292,NaN,74,NaN,-18,-29,-18,NaN,NaN,0,,-18,74,100
293,NaN,,NaN,,,,NaN,NaN,,,,,
294,NaN,73,NaN,-19,-29,-17,NaN,NaN,0,,-18,73,100
295,NaN,,NaN,,,,NaN,NaN,,,,,
296,NaN,72,NaN,-19,-29,-17,NaN,NaN,0,,-18,72,100
297,NaN,,NaN,,,,NaN,NaN,,,,,
298,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,71,100
299,NaN,,NaN,,,,NaN,NaN,,,,,
300,NaN,72,NaN,-17,-30,-17,NaN,NaN,0,,-17,72,100
301,NaN,,NaN,,,,NaN,NaN,,,,,
302,NaN,73,NaN,-16,-30,-16,NaN,NaN,0,,-16,73,100
303,NaN,,NaN,,,,NaN,NaN,,,,,
304,NaN,73,NaN,-16,-30,-16,NaN,NaN,0,,-16,73,100
305,NaN,,NaN,,,,NaN,NaN,,,,,
306,NaN,73,NaN,-19,-29,-16,NaN,NaN,0,,-16,73,100
307,NaN,,NaN,,,,NaN,NaN,,,,,
308,NaN,73,NaN,-19,-29,-16,NaN,NaN,0,,-16,73,100
309,NaN,,NaN,,,,NaN,NaN,,,,,
310,NaN,74,NaN,-17,-29,-17,NaN,NaN,0,,-17,73,100
311,NaN,,NaN,,,,NaN,NaN,,,,,
312,NaN,75,NaN,-17,-29,-17,NaN,NaN,0,,-17,76,100
313,NaN,,NaN,,,,NaN,NaN,,,,,
314,NaN,74,NaN,-17,-29,-17,NaN,NaN,0,,-17,78,99
315,NaN,,NaN,,,,NaN,NaN,,,,,
316,NaN,74,NaN,-17,-29,-17,NaN,NaN,0,,-17,78,99
317,NaN,,NaN,,,,NaN,NaN,,,,,
318,NaN,74,NaN,-18,-29,-18,NaN,NaN,0,,-18,75,99
319,NaN,,NaN,,,,NaN,NaN,,,,,
320,NaN,74,NaN,-18,-29,-18,NaN,NaN,0,,-18,74,99
321,NaN,,NaN,,,,NaN,NaN,,,,,
322,NaN,76,NaN,-18,-29,-18,NaN,NaN,0,,-18,76,94
323,NaN,,NaN,,,,NaN,NaN,,,,,
324,NaN,76,NaN,-18,-29,-18,NaN,NaN,0,,-18,75,96
325,NaN,,NaN,,,,NaN,NaN,,,,,
326,NaN,77,NaN,-18,-29,-18,NaN,NaN,0,,-18,77,98
327,NaN,,NaN,,,,NaN,NaN,,,,,
328,NaN,77,NaN,-18,-29,-18,NaN,NaN,0,,-18,76,98
329,NaN,,NaN,,,,NaN,NaN,,,,,
330,NaN,77,NaN,-18,-29,-18,NaN,NaN,0,,-18,75,98
331,NaN,,NaN,,,,NaN,NaN,,,,,
332,NaN,77,NaN,-18,-29,-18,NaN,NaN,0,,-18,75,98
333,NaN,,NaN,,,,NaN,NaN,,,,,
334,NaN,78,NaN,-18,-29,-18,NaN,NaN,0,,-18,76,99
335,NaN,,NaN,,,,NaN,NaN,,,,,
336,NaN,83,NaN,-18,-30,-18,NaN,NaN,0,,-18,75,99
337,NaN,,NaN,,,,NaN,NaN,,,,,
338,NaN,82,NaN,-16,-30,-16,NaN,NaN,0,,-16,73,98
339,NaN,,NaN,,,,NaN,NaN,,,,,
340,NaN,82,NaN,-16,-29,-16,NaN,NaN,0,,-16,71,99
341,NaN,,NaN,,,,NaN,NaN,,,,,
342,NaN,80,NaN,-19,-29,-15,NaN,NaN,0,,-17,70,100
343,NaN,,NaN,,,,NaN,NaN,,,,,
344,NaN,77,NaN,-19,-29,-15,NaN,NaN,0,,-17,71,100
345,NaN,,NaN,,,,NaN,NaN,,,,,
346,NaN,76,NaN,-17,-29,-17,NaN,NaN,0,,-17,71,100
347,NaN,,NaN,,,,NaN,NaN,,,,,
348,NaN,74,NaN,-17,-29,-17,NaN,NaN,0,,-17,71,100
349,NaN,,NaN,,,,NaN,NaN,,,,,
350,NaN,73,NaN,-18,-29,-18,NaN,NaN,0,,-18,71,100
351,NaN,,NaN,,,,NaN,NaN,,,,,
352,NaN,74,NaN,-18,-29,-18,NaN,NaN,0,,-18,71,100
353,NaN,,NaN,,,,NaN,NaN,,,,,
354,NaN,74,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
355,NaN,,NaN,,,,NaN,NaN,,,,,
356,NaN,73,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
357,NaN,,NaN,,,,NaN,NaN,,,,,
358,NaN,72,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
359,NaN,,NaN,,,,NaN,NaN,,,,,
360,NaN,72,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
361,NaN,,NaN,,,,NaN,NaN,,,,,
362,NaN,72,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
363,NaN,,NaN,,,,NaN,NaN,,,,,
364,NaN,72,NaN,-18,-30,-18,NaN,NaN,0,,-18,72,100
365,NaN,,NaN,,,,NaN,NaN,,,,,
366,NaN,72,NaN,-16,-30,-16,NaN,NaN,0,,-16,72,100
367,NaN,,NaN,,,,NaN,NaN,,,,,
368,NaN,72,NaN,-16,-30,-16,NaN,NaN,0,,-16,71,100
369,NaN,,NaN,,,,NaN,NaN,,,,,
370,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,100
371,NaN,,NaN,,,,NaN,NaN,,,,,
372,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,71,100
373,NaN,,NaN,,,,NaN,NaN,,,,,
374,NaN,72,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
375,NaN,,NaN,,,,NaN,NaN,,,,,
376,NaN,73,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
377,NaN,,NaN,,,,NaN,NaN,,,,,
378,NaN,73,NaN,-17,-29,-17,NaN,NaN,0,,-17,73,100
379,NaN,,NaN,,,,NaN,NaN,,,,,
380,NaN,73,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,100
381,NaN,,NaN,,,,NaN,NaN,,,,,
382,NaN,73,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,100
383,NaN,,NaN,,,,NaN,NaN,,,,,
384,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,100
385,NaN,,NaN,,,,NaN,NaN,,,,,
386,NaN,73,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
387,NaN,,NaN,,,,NaN,NaN,,,,,
388,NaN,73,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
389,NaN,,NaN,,,,NaN,NaN,,,,,
390,NaN,73,NaN,-18,-30,-18,NaN,NaN,0,,-18,72,100
391,NaN,,NaN,,,,NaN,NaN,,,,,
392,NaN,73,NaN,-18,-30,-18,NaN,NaN,0,,-18,73,100
393,NaN,,NaN,,,,NaN,NaN,,,,,
394,NaN,74,NaN,-18,-30,-18,NaN,NaN,0,,-18,73,100
395,NaN,,NaN,,,,NaN,NaN,,,,,
396,NaN,74,NaN,-18,-30,-18,NaN,NaN,0,,-18,74,100
397,NaN,,NaN,,,,NaN,NaN,,,,,
398,NaN,74,NaN,-18,-30,-16,NaN,NaN,0,,-18,73,100
399,NaN,,NaN,,,,NaN,NaN,,,,,
400,NaN,74,NaN,-18,-30,-16,NaN,NaN,0,,-18,73,100
401,NaN,,NaN,,,,NaN,NaN,,,,,
402,NaN,74,NaN,-17,-30,-17,NaN,NaN,0,,-17,73,100
403,NaN,,NaN,,,,NaN,NaN,,,,,
404,NaN,73,NaN,-17,-29,-17,NaN,NaN,0,,-17,73,100
405,NaN,,NaN,,,,NaN,NaN,,,,,
406,NaN,73,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,100
407,NaN,,NaN,,,,NaN,NaN,,,,,
408,NaN,73,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,100
409,NaN,,NaN,,,,NaN,NaN,,,,,
410,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,100
411,NaN,,NaN,,,,NaN,NaN,,,,,
412,NaN,72,NaN,-17,-29,-17,NaN,NaN,0,,-17,72,100
413,NaN,,NaN,,,,NaN,NaN,,,,,
414,NaN,72,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
415,NaN,,NaN,,,,NaN,NaN,,,,,
416,NaN,72,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
417,NaN,,NaN,,,,NaN,NaN,,,,,
418,NaN,72,NaN,-18,-29,-18,NaN,NaN,0,,-18,72,100
419,NaN,,NaN,,,,NaN,NaN,,,,,
420,NaN,72,NaN,-18,-30,-18,NaN,NaN,0,,-18,72,100
