time,SNUADC/ECG_II,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_DBP,Solar8000/CVP,Solar8000/ART_SBP,SNUADC/CVP,SNUADC/ECG_V5,Solar8000/ETCO2,Solar8000/RR_CO2,Solar8000/ART_MBP,Solar8000/HR,Solar8000/PLETH_SPO2
17800,NaN,65,NaN,89,15,152,NaN,NaN,33,14,113,65,100
17801,NaN,,NaN,,,,NaN,NaN,,,,,
17802,NaN,65,NaN,89,15,154,NaN,NaN,33,14,114,65,100
17803,NaN,,NaN,,,,NaN,NaN,,,,,
17804,NaN,65,NaN,88,14,151,NaN,NaN,33,14,113,65,100
17805,NaN,,NaN,,,,NaN,NaN,,,,,
17806,NaN,65,NaN,87,14,152,NaN,NaN,33,14,112,65,100
17807,NaN,,NaN,,,,NaN,NaN,,,,,
17808,NaN,65,NaN,86,14,150,NaN,NaN,33,14,111,65,100
17809,NaN,,NaN,,,,NaN,NaN,,,,,
17810,NaN,65,NaN,87,14,151,NaN,NaN,33,14,111,64,100
17811,NaN,,NaN,,,,NaN,NaN,,,,,
17812,NaN,65,NaN,87,14,151,NaN,NaN,33,14,111,65,100
17813,NaN,,NaN,,,,NaN,NaN,,,,,
17814,NaN,65,NaN,87,14,152,NaN,NaN,33,14,111,65,100
17815,NaN,,NaN,,,,NaN,NaN,,,,,
17816,NaN,65,NaN,86,14,150,NaN,NaN,32,14,111,65,100
17817,NaN,,NaN,,,,NaN,NaN,,,,,
17818,NaN,65,NaN,87,14,150,NaN,NaN,32,14,111,64,100
17819,NaN,,NaN,,,,NaN,NaN,,,,,
17820,NaN,65,NaN,86,14,151,NaN,NaN,32,14,111,65,100
17821,NaN,,NaN,,,,NaN,NaN,,,,,
17822,NaN,65,NaN,87,14,150,NaN,NaN,32,14,111,64,100
17823,NaN,,NaN,,,,NaN,NaN,,,,,
17824,NaN,65,NaN,88,14,153,NaN,NaN,33,14,112,65,100
17825,NaN,,NaN,,,,NaN,NaN,,,,,
17826,NaN,66,NaN,89,14,153,NaN,NaN,33,14,113,65,100
17827,NaN,,NaN,,,,NaN,NaN,,,,,
17828,NaN,66,NaN,88,14,154,NaN,NaN,33,14,113,65,100
17829,NaN,,NaN,,,,NaN,NaN,,,,,
17830,NaN,65,NaN,87,14,151,NaN,NaN,33,14,112,65,100
17831,NaN,,NaN,,,,NaN,NaN,,,,,
17832,NaN,65,NaN,87,14,152,NaN,NaN,33,14,112,65,100
17833,NaN,,NaN,,,,NaN,NaN,,,,,
17834,NaN,65,NaN,90,14,152,NaN,NaN,33,14,113,65,100
17835,NaN,,NaN,,,,NaN,NaN,,,,,
17836,NaN,66,NaN,90,14,156,NaN,NaN,33,14,114,65,100
17837,NaN,,NaN,,,,NaN,NaN,,,,,
17838,NaN,66,NaN,89,14,153,NaN,NaN,33,14,114,66,100
17839,NaN,,NaN,,,,NaN,NaN,,,,,
17840,NaN,66,NaN,88,14,153,NaN,NaN,33,14,113,66,100
17841,NaN,,NaN,,,,NaN,NaN,,,,,
17842,NaN,66,NaN,88,14,152,NaN,NaN,33,14,112,66,100
17843,NaN,,NaN,,,,NaN,NaN,,,,,
17844,NaN,66,NaN,89,14,152,NaN,NaN,33,14,113,65,100
17845,NaN,,NaN,,,,NaN,NaN,,,,,
17846,NaN,66,NaN,89,14,153,NaN,NaN,33,14,113,66,100
17847,NaN,,NaN,,,,NaN,NaN,,,,,
17848,NaN,66,NaN,89,14,154,NaN,NaN,33,14,114,66,100
17849,NaN,,NaN,,,,NaN,NaN,,,,,
17850,NaN,66,NaN,89,14,155,NaN,NaN,33,14,114,66,100
17851,NaN,,NaN,,,,NaN,NaN,,,,,
17852,NaN,66,NaN,89,14,153,NaN,NaN,33,14,113,65,100
17853,NaN,,NaN,,,,NaN,NaN,,,,,
17854,NaN,66,NaN,89,14,155,NaN,NaN,33,14,114,66,100
17855,NaN,,NaN,,,,NaN,NaN,,,,,
17856,NaN,66,NaN,89,14,153,NaN,NaN,33,14,113,65,100
17857,NaN,,NaN,,,,NaN,NaN,,,,,
17858,NaN,66,NaN,88,14,154,NaN,NaN,33,14,113,66,100
17859,NaN,,NaN,,,,NaN,NaN,,,,,
17860,NaN,66,NaN,87,14,152,NaN,NaN,33,14,112,65,100
17861,NaN,,NaN,,,,NaN,NaN,,,,,
17862,NaN,66,NaN,87,14,153,NaN,NaN,33,14,112,65,100
17863,NaN,,NaN,,,,NaN,NaN,,,,,
17864,NaN,66,NaN,87,14,152,NaN,NaN,33,14,112,65,100
17865,NaN,,NaN,,,,NaN,NaN,,,,,
17866,NaN,66,NaN,88,14,153,NaN,NaN,33,14,112,65,100
17867,NaN,,NaN,,,,NaN,NaN,,,,,
17868,NaN,66,NaN,88,14,152,NaN,NaN,33,14,112,65,100
17869,NaN,,NaN,,,,NaN,NaN,,,,,
17870,NaN,66,NaN,89,14,153,NaN,NaN,33,14,113,66,100
17871,NaN,,NaN,,,,NaN,NaN,,,,,
17872,NaN,66,NaN,88,14,154,NaN,NaN,33,14,113,66,100
17873,NaN,,NaN,,,,NaN,NaN,,,,,
17874,NaN,67,NaN,87,14,154,NaN,NaN,33,14,113,66,100
17875,NaN,,NaN,,,,NaN,NaN,,,,,
17876,NaN,67,NaN,86,14,152,NaN,NaN,33,14,111,66,100
17877,NaN,,NaN,,,,NaN,NaN,,,,,
17878,NaN,67,NaN,86,14,150,NaN,NaN,33,14,111,66,100
17879,NaN,,NaN,,,,NaN,NaN,,,,,
17880,NaN,66,NaN,86,14,152,NaN,NaN,33,14,111,66,100
17881,NaN,,NaN,,,,NaN,NaN,,,,,
17882,NaN,66,NaN,85,14,149,NaN,NaN,33,14,110,65,100
17883,NaN,,NaN,,,,NaN,NaN,,,,,
17884,NaN,66,NaN,85,14,150,NaN,NaN,33,14,110,66,100
17885,NaN,,NaN,,,,NaN,NaN,,,,,
17886,NaN,66,NaN,86,14,149,NaN,NaN,33,14,110,65,100
17887,NaN,,NaN,,,,NaN,NaN,,,,,
17888,NaN,66,NaN,87,14,152,NaN,NaN,33,14,111,66,100
17889,NaN,,NaN,,,,NaN,NaN,,,,,
17890,NaN,66,NaN,88,14,151,NaN,NaN,33,14,111,65,100
17891,NaN,,NaN,,,,NaN,NaN,,,,,
17892,NaN,66,NaN,89,14,155,NaN,NaN,32,14,113,66,100
17893,NaN,,NaN,,,,NaN,NaN,,,,,
17894,NaN,66,NaN,88,14,152,NaN,NaN,32,14,112,66,100
17895,NaN,,NaN,,,,NaN,NaN,,,,,
17896,NaN,66,NaN,87,14,153,NaN,NaN,32,14,112,66,100
17897,NaN,,NaN,,,,NaN,NaN,,,,,
17898,NaN,66,NaN,86,14,150,NaN,NaN,33,14,111,66,100
17899,NaN,,NaN,,,,NaN,NaN,,,,,
17900,NaN,67,NaN,88,14,152,NaN,NaN,33,14,112,66,100
17901,NaN,,NaN,,,,NaN,NaN,,,,,
17902,NaN,67,NaN,87,14,152,NaN,NaN,33,14,112,66,100
17903,NaN,,NaN,,,,NaN,NaN,,,,,
17904,NaN,67,NaN,87,14,153,NaN,NaN,33,14,112,66,100
17905,NaN,,NaN,,,,NaN,NaN,,,,,
17906,NaN,67,NaN,86,14,151,NaN,NaN,32,14,111,66,100
17907,NaN,,NaN,,,,NaN,NaN,,,,,
17908,NaN,67,NaN,86,14,150,NaN,NaN,32,14,110,66,100
17909,NaN,,NaN,,,,NaN,NaN,,,,,
17910,NaN,67,NaN,87,14,153,NaN,NaN,32,14,111,66,100
17911,NaN,,NaN,,,,NaN,NaN,,,,,
17912,NaN,67,NaN,90,14,154,NaN,NaN,33,14,113,66,100
17913,NaN,,NaN,,,,NaN,NaN,,,,,
17914,NaN,67,NaN,90,14,157,NaN,NaN,33,14,114,66,100
17915,NaN,,NaN,,,,NaN,NaN,,,,,
17916,NaN,67,NaN,89,14,155,NaN,NaN,33,14,114,66,100
17917,NaN,,NaN,,,,NaN,NaN,,,,,
17918,NaN,66,NaN,87,14,156,NaN,NaN,33,14,113,65,100
17919,NaN,,NaN,,,,NaN,NaN,,,,,
17920,NaN,66,NaN,85,14,150,NaN,NaN,33,14,111,65,100
17921,NaN,,NaN,,,,NaN,NaN,,,,,
17922,NaN,65,NaN,85,14,151,NaN,NaN,33,14,110,64,100
17923,NaN,,NaN,,,,NaN,NaN,,,,,
17924,NaN,65,NaN,85,14,151,NaN,NaN,33,14,109,64,100
17925,NaN,,NaN,,,,NaN,NaN,,,,,
17926,NaN,65,NaN,86,14,153,NaN,NaN,32,14,110,64,100
17927,NaN,,NaN,,,,NaN,NaN,,,,,
17928,NaN,64,NaN,85,14,151,NaN,NaN,32,14,109,64,100
17929,NaN,,NaN,,,,NaN,NaN,,,,,
17930,NaN,65,NaN,85,14,152,NaN,NaN,32,14,110,64,100
17931,NaN,,NaN,,,,NaN,NaN,,,,,
17932,NaN,64,NaN,86,14,152,NaN,NaN,33,14,110,64,100
17933,NaN,,NaN,,,,NaN,NaN,,,,,
17934,NaN,64,NaN,88,14,153,NaN,NaN,33,14,111,64,100
17935,NaN,,NaN,,,,NaN,NaN,,,,,
17936,NaN,64,NaN,89,14,156,NaN,NaN,33,14,112,64,100
17937,NaN,,NaN,,,,NaN,NaN,,,,,
17938,NaN,64,NaN,90,14,157,NaN,NaN,33,14,114,64,100
17939,NaN,,NaN,,,,NaN,NaN,,,,,
17940,NaN,64,NaN,90,14,157,NaN,NaN,33,14,114,64,100
17941,NaN,,NaN,,,,NaN,NaN,,,,,
17942,NaN,64,NaN,91,14,157,NaN,NaN,33,14,115,63,100
17943,NaN,,NaN,,,,NaN,NaN,,,,,
17944,NaN,64,NaN,90,14,158,NaN,NaN,33,14,116,63,100
17945,NaN,,NaN,,,,NaN,NaN,,,,,
17946,NaN,63,NaN,91,14,156,NaN,NaN,33,14,115,63,100
17947,NaN,,NaN,,,,NaN,NaN,,,,,
17948,NaN,64,NaN,91,14,160,NaN,NaN,33,14,117,63,100
17949,NaN,,NaN,,,,NaN,NaN,,,,,
17950,NaN,64,NaN,92,14,158,NaN,NaN,33,14,117,63,100
17951,NaN,,NaN,,,,NaN,NaN,,,,,
17952,NaN,64,NaN,92,14,160,NaN,NaN,33,14,117,63,100
17953,NaN,,NaN,,,,NaN,NaN,,,,,
17954,NaN,64,NaN,92,14,158,NaN,NaN,33,14,117,63,100
17955,NaN,,NaN,,,,NaN,NaN,,,,,
17956,NaN,64,NaN,91,14,159,NaN,NaN,33,14,117,63,100
17957,NaN,,NaN,,,,NaN,NaN,,,,,
17958,NaN,64,NaN,90,14,156,NaN,NaN,33,14,116,63,100
17959,NaN,,NaN,,,,NaN,NaN,,,,,
17960,NaN,64,NaN,90,14,157,NaN,NaN,33,14,115,63,100
17961,NaN,,NaN,,,,NaN,NaN,,,,,
17962,NaN,64,NaN,90,14,156,NaN,NaN,33,14,115,63,100
17963,NaN,,NaN,,,,NaN,NaN,,,,,
17964,NaN,64,NaN,91,14,157,NaN,NaN,33,14,116,63,100
17965,NaN,,NaN,,,,NaN,NaN,,,,,
17966,NaN,64,NaN,91,14,158,NaN,NaN,33,14,116,63,100
17967,NaN,,NaN,,,,NaN,NaN,,,,,
17968,NaN,64,NaN,91,14,160,NaN,NaN,33,14,116,63,100
17969,NaN,,NaN,,,,NaN,NaN,,,,,
17970,NaN,64,NaN,89,14,157,NaN,NaN,33,14,115,63,100
17971,NaN,,NaN,,,,NaN,NaN,,,,,
17972,NaN,64,NaN,89,14,155,NaN,NaN,33,14,114,63,100
17973,NaN,,NaN,,,,NaN,NaN,,,,,
17974,NaN,64,NaN,89,14,157,NaN,NaN,32,14,115,63,100
17975,NaN,,NaN,,,,NaN,NaN,,,,,
17976,NaN,64,NaN,90,14,155,NaN,NaN,32,14,114,63,100
17977,NaN,,NaN,,,,NaN,NaN,,,,,
17978,NaN,64,NaN,91,14,158,NaN,NaN,32,14,115,63,100
17979,NaN,,NaN,,,,NaN,NaN,,,,,
17980,NaN,64,NaN,91,14,157,NaN,NaN,32,14,116,64,100
17981,NaN,,NaN,,,,NaN,NaN,,,,,
17982,NaN,64,NaN,92,14,159,NaN,NaN,32,14,117,64,100
17983,NaN,,NaN,,,,NaN,NaN,,,,,
17984,NaN,65,NaN,92,14,158,NaN,NaN,32,14,117,64,100
17985,NaN,,NaN,,,,NaN,NaN,,,,,
17986,NaN,65,NaN,92,14,161,NaN,NaN,32,14,117,64,100
17987,NaN,,NaN,,,,NaN,NaN,,,,,
17988,NaN,65,NaN,90,14,157,NaN,NaN,32,14,116,64,100
17989,NaN,,NaN,,,,NaN,NaN,,,,,
17990,NaN,65,NaN,90,14,157,NaN,NaN,32,14,116,64,100
17991,NaN,,NaN,,,,NaN,NaN,,,,,
17992,NaN,64,NaN,89,14,156,NaN,NaN,32,14,115,64,100
17993,NaN,,NaN,,,,NaN,NaN,,,,,
17994,NaN,65,NaN,90,14,156,NaN,NaN,32,14,115,64,100
17995,NaN,,NaN,,,,NaN,NaN,,,,,
17996,NaN,65,NaN,89,14,157,NaN,NaN,32,14,115,64,100
17997,NaN,,NaN,,,,NaN,NaN,,,,,
17998,NaN,65,NaN,89,14,155,NaN,NaN,32,14,114,64,100
17999,NaN,,NaN,,,,NaN,NaN,,,,,
18000,NaN,65,NaN,87,14,155,NaN,NaN,32,14,113,64,100
18001,NaN,,NaN,,,,NaN,NaN,,,,,
18002,NaN,65,NaN,88,14,153,NaN,NaN,32,14,113,64,100
18003,NaN,,NaN,,,,NaN,NaN,,,,,
18004,NaN,65,NaN,88,14,156,NaN,NaN,32,14,113,64,100
18005,NaN,,NaN,,,,NaN,NaN,,,,,
18006,NaN,65,NaN,88,15,154,NaN,NaN,32,14,113,64,100
18007,NaN,,NaN,,,,NaN,NaN,,,,,
18008,NaN,65,NaN,88,15,156,NaN,NaN,32,14,113,64,100
18009,NaN,,NaN,,,,NaN,NaN,,,,,
18010,NaN,65,NaN,88,15,153,NaN,NaN,32,14,113,64,100
18011,NaN,,NaN,,,,NaN,NaN,,,,,
18012,NaN,65,NaN,88,15,155,NaN,NaN,32,14,113,64,100
18013,NaN,,NaN,,,,NaN,NaN,,,,,
18014,NaN,65,NaN,89,14,154,NaN,NaN,33,14,113,65,100
18015,NaN,,NaN,,,,NaN,NaN,,,,,
18016,NaN,65,NaN,90,14,157,NaN,NaN,33,14,115,65,100
18017,NaN,,NaN,,,,NaN,NaN,,,,,
18018,NaN,66,NaN,90,14,156,NaN,NaN,33,14,115,65,100
18019,NaN,,NaN,,,,NaN,NaN,,,,,
18020,NaN,66,NaN,89,14,157,NaN,NaN,32,14,115,65,100
18021,NaN,,NaN,,,,NaN,NaN,,,,,
18022,NaN,66,NaN,88,14,154,NaN,NaN,32,14,114,65,100
18023,NaN,,NaN,,,,NaN,NaN,,,,,
18024,NaN,66,NaN,88,14,154,NaN,NaN,32,14,113,65,100
18025,NaN,,NaN,,,,NaN,NaN,,,,,
18026,NaN,65,NaN,88,15,154,NaN,NaN,32,14,113,65,100
18027,NaN,,NaN,,,,NaN,NaN,,,,,
18028,NaN,65,NaN,89,15,153,NaN,NaN,33,14,113,65,100
18029,NaN,,NaN,,,,NaN,NaN,,,,,
18030,NaN,65,NaN,89,15,155,NaN,NaN,33,14,114,65,100
18031,NaN,,NaN,,,,NaN,NaN,,,,,
18032,NaN,65,NaN,90,15,155,NaN,NaN,33,14,114,65,100
18033,NaN,,NaN,,,,NaN,NaN,,,,,
18034,NaN,66,NaN,88,15,156,NaN,NaN,33,14,114,65,100
18035,NaN,,NaN,,,,NaN,NaN,,,,,
18036,NaN,66,NaN,88,15,153,NaN,NaN,33,14,113,65,100
18037,NaN,,NaN,,,,NaN,NaN,,,,,
18038,NaN,66,NaN,87,15,155,NaN,NaN,33,14,113,65,100
18039,NaN,,NaN,,,,NaN,NaN,,,,,
18040,NaN,65,NaN,87,15,152,NaN,NaN,33,14,112,65,100
18041,NaN,,NaN,,,,NaN,NaN,,,,,
18042,NaN,65,NaN,89,15,154,NaN,NaN,33,14,113,64,100
18043,NaN,,NaN,,,,NaN,NaN,,,,,
18044,NaN,65,NaN,89,14,154,NaN,NaN,33,14,114,64,100
18045,NaN,,NaN,,,,NaN,NaN,,,,,
18046,NaN,65,NaN,88,14,156,NaN,NaN,33,14,114,65,100
18047,NaN,,NaN,,,,NaN,NaN,,,,,
18048,NaN,65,NaN,86,15,152,NaN,NaN,33,14,112,65,100
18049,NaN,,NaN,,,,NaN,NaN,,,,,
18050,NaN,65,NaN,86,15,151,NaN,NaN,33,14,111,65,100
18051,NaN,,NaN,,,,NaN,NaN,,,,,
18052,NaN,65,NaN,86,15,151,NaN,NaN,33,14,111,65,100
18053,NaN,,NaN,,,,NaN,NaN,,,,,
18054,NaN,65,NaN,87,15,152,NaN,NaN,32,14,111,65,100
18055,NaN,,NaN,,,,NaN,NaN,,,,,
18056,NaN,66,NaN,88,15,152,NaN,NaN,32,14,112,65,100
18057,NaN,,NaN,,,,NaN,NaN,,,,,
18058,NaN,66,NaN,88,15,152,NaN,NaN,32,14,112,66,100
18059,NaN,,NaN,,,,NaN,NaN,,,,,
18060,NaN,66,NaN,87,15,153,NaN,NaN,33,14,112,66,100
18061,NaN,,NaN,,,,NaN,NaN,,,,,
18062,NaN,67,NaN,86,15,150,NaN,NaN,33,14,111,66,100
18063,NaN,,NaN,,,,NaN,NaN,,,,,
18064,NaN,67,NaN,85,15,151,NaN,NaN,33,14,110,66,100
18065,NaN,,NaN,,,,NaN,NaN,,,,,
18066,NaN,67,NaN,85,15,149,NaN,NaN,33,14,109,66,100
18067,NaN,,NaN,,,,NaN,NaN,,,,,
18068,NaN,67,NaN,84,15,150,NaN,NaN,33,14,109,66,100
18069,NaN,,NaN,,,,NaN,NaN,,,,,
18070,NaN,66,NaN,84,14,148,NaN,NaN,33,14,108,66,100
18071,NaN,,NaN,,,,NaN,NaN,,,,,
18072,NaN,67,NaN,86,14,151,NaN,NaN,33,14,110,67,100
18073,NaN,,NaN,,,,NaN,NaN,,,,,
18074,NaN,67,NaN,87,14,150,NaN,NaN,32,14,110,66,100
18075,NaN,,NaN,,,,NaN,NaN,,,,,
18076,NaN,67,NaN,87,14,152,NaN,NaN,32,14,111,67,100
18077,NaN,,NaN,,,,NaN,NaN,,,,,
18078,NaN,67,NaN,86,14,151,NaN,NaN,32,14,111,67,100
18079,NaN,,NaN,,,,NaN,NaN,,,,,
18080,NaN,67,NaN,84,14,151,NaN,NaN,33,14,110,67,100
18081,NaN,,NaN,,,,NaN,NaN,,,,,
18082,NaN,67,NaN,83,15,147,NaN,NaN,33,14,108,66,100
18083,NaN,,NaN,,,,NaN,NaN,,,,,
18084,NaN,67,NaN,84,15,147,NaN,NaN,33,14,108,66,100
18085,NaN,,NaN,,,,NaN,NaN,,,,,
18086,NaN,67,NaN,84,15,147,NaN,NaN,33,14,108,66,100
18087,NaN,,NaN,,,,NaN,NaN,,,,,
18088,NaN,67,NaN,84,15,146,NaN,NaN,33,14,107,66,100
18089,NaN,,NaN,,,,NaN,NaN,,,,,
18090,NaN,67,NaN,84,14,148,NaN,NaN,33,14,108,67,100
18091,NaN,,NaN,,,,NaN,NaN,,,,,
18092,NaN,68,NaN,85,14,147,NaN,NaN,33,14,108,67,100
18093,NaN,,NaN,,,,NaN,NaN,,,,,
18094,NaN,68,NaN,84,15,149,NaN,NaN,33,14,108,67,100
18095,NaN,,NaN,,,,NaN,NaN,,,,,
18096,NaN,68,NaN,84,15,146,NaN,NaN,33,14,108,67,100
18097,NaN,,NaN,,,,NaN,NaN,,,,,
18098,NaN,68,NaN,84,15,148,NaN,NaN,33,14,108,67,100
18099,NaN,,NaN,,,,NaN,NaN,,,,,
18100,NaN,68,NaN,84,15,146,NaN,NaN,33,14,108,67,100
18101,NaN,,NaN,,,,NaN,NaN,,,,,
18102,NaN,68,NaN,85,15,148,NaN,NaN,33,14,108,67,100
18103,NaN,,NaN,,,,NaN,NaN,,,,,
18104,NaN,68,NaN,85,15,147,NaN,NaN,33,14,108,68,100
18105,NaN,,NaN,,,,NaN,NaN,,,,,
18106,NaN,68,NaN,85,15,149,NaN,NaN,33,14,109,68,100
18107,NaN,,NaN,,,,NaN,NaN,,,,,
18108,NaN,69,NaN,85,15,147,NaN,NaN,33,14,109,68,100
18109,NaN,,NaN,,,,NaN,NaN,,,,,
18110,NaN,69,NaN,85,15,147,NaN,NaN,33,14,109,68,100
18111,NaN,,NaN,,,,NaN,NaN,,,,,
18112,NaN,69,NaN,84,15,146,NaN,NaN,33,14,108,68,100
18113,NaN,,NaN,,,,NaN,NaN,,,,,
18114,NaN,69,NaN,84,15,147,NaN,NaN,33,14,108,68,100
18115,NaN,,NaN,,,,NaN,NaN,,,,,
18116,NaN,69,NaN,82,15,146,NaN,NaN,33,14,107,68,100
18117,NaN,,NaN,,,,NaN,NaN,,,,,
18118,NaN,68,NaN,82,15,145,NaN,NaN,33,14,106,68,100
18119,NaN,,NaN,,,,NaN,NaN,,,,,
18120,NaN,68,NaN,81,15,144,NaN,NaN,33,14,105,67,100
18121,NaN,,NaN,,,,NaN,NaN,,,,,
18122,NaN,68,NaN,81,15,142,NaN,NaN,33,14,104,67,100
18123,NaN,,NaN,,,,NaN,NaN,,,,,
18124,NaN,68,NaN,82,15,144,NaN,NaN,33,14,105,67,100
18125,NaN,,NaN,,,,NaN,NaN,,,,,
18126,NaN,68,NaN,85,15,146,NaN,NaN,33,14,106,68,100
18127,NaN,,NaN,,,,NaN,NaN,,,,,
18128,NaN,68,NaN,86,15,149,NaN,NaN,33,14,108,68,100
18129,NaN,,NaN,,,,NaN,NaN,,,,,
18130,NaN,69,NaN,85,15,147,NaN,NaN,33,14,108,68,100
18131,NaN,,NaN,,,,NaN,NaN,,,,,
18132,NaN,69,NaN,84,15,148,NaN,NaN,33,14,109,68,100
18133,NaN,,NaN,,,,NaN,NaN,,,,,
18134,NaN,69,NaN,84,15,146,NaN,NaN,33,14,108,68,100
18135,NaN,,NaN,,,,NaN,NaN,,,,,
18136,NaN,69,NaN,84,15,148,NaN,NaN,33,14,108,68,100
18137,NaN,,NaN,,,,NaN,NaN,,,,,
18138,NaN,68,NaN,84,15,146,NaN,NaN,33,14,107,68,100
18139,NaN,,NaN,,,,NaN,NaN,,,,,
18140,NaN,68,NaN,84,15,148,NaN,NaN,33,14,108,68,100
18141,NaN,,NaN,,,,NaN,NaN,,,,,
18142,NaN,68,NaN,84,15,146,NaN,NaN,33,14,108,68,100
18143,NaN,,NaN,,,,NaN,NaN,,,,,
18144,NaN,68,NaN,84,15,147,NaN,NaN,33,14,107,68,100
18145,NaN,,NaN,,,,NaN,NaN,,,,,
18146,NaN,68,NaN,82,15,146,NaN,NaN,33,14,107,67,100
18147,NaN,,NaN,,,,NaN,NaN,,,,,
18148,NaN,68,NaN,82,15,144,NaN,NaN,33,14,105,67,100
18149,NaN,,NaN,,,,NaN,NaN,,,,,
18150,NaN,67,NaN,83,15,144,NaN,NaN,33,14,106,67,100
18151,NaN,,NaN,,,,NaN,NaN,,,,,
18152,NaN,67,NaN,84,15,144,NaN,NaN,33,14,106,67,100
18153,NaN,,NaN,,,,NaN,NaN,,,,,
18154,NaN,67,NaN,84,15,147,NaN,NaN,33,14,107,67,100
18155,NaN,,NaN,,,,NaN,NaN,,,,,
18156,NaN,68,NaN,84,15,145,NaN,NaN,33,14,107,67,100
18157,NaN,,NaN,,,,NaN,NaN,,,,,
18158,NaN,68,NaN,83,15,146,NaN,NaN,32,14,107,67,100
18159,NaN,,NaN,,,,NaN,NaN,,,,,
18160,NaN,68,NaN,83,15,144,NaN,NaN,32,14,106,67,100
18161,NaN,,NaN,,,,NaN,NaN,,,,,
18162,NaN,67,NaN,84,15,146,NaN,NaN,32,14,107,67,100
18163,NaN,,NaN,,,,NaN,NaN,,,,,
18164,NaN,67,NaN,85,15,145,NaN,NaN,32,14,107,67,100
18165,NaN,,NaN,,,,NaN,NaN,,,,,
18166,NaN,67,NaN,86,15,148,NaN,NaN,33,14,109,67,100
18167,NaN,,NaN,,,,NaN,NaN,,,,,
18168,NaN,68,NaN,85,15,147,NaN,NaN,33,14,108,67,100
18169,NaN,,NaN,,,,NaN,NaN,,,,,
18170,NaN,68,NaN,86,15,148,NaN,NaN,33,14,109,68,100
18171,NaN,,NaN,,,,NaN,NaN,,,,,
18172,NaN,68,NaN,85,15,147,NaN,NaN,33,14,109,67,100
18173,NaN,,NaN,,,,NaN,NaN,,,,,
18174,NaN,68,NaN,87,15,149,NaN,NaN,33,14,110,67,100
18175,NaN,,NaN,,,,NaN,NaN,,,,,
18176,NaN,68,NaN,86,15,149,NaN,NaN,33,14,110,67,100
18177,NaN,,NaN,,,,NaN,NaN,,,,,
18178,NaN,68,NaN,86,15,147,NaN,NaN,33,14,109,67,100
18179,NaN,,NaN,,,,NaN,NaN,,,,,
18180,NaN,68,NaN,85,15,148,NaN,NaN,32,14,109,67,100
18181,NaN,,NaN,,,,NaN,NaN,,,,,
18182,NaN,67,NaN,86,15,148,NaN,NaN,32,14,109,67,100
18183,NaN,,NaN,,,,NaN,NaN,,,,,
18184,NaN,67,NaN,87,15,150,NaN,NaN,32,14,110,67,100
18185,NaN,,NaN,,,,NaN,NaN,,,,,
18186,NaN,67,NaN,87,15,149,NaN,NaN,33,14,110,67,100
18187,NaN,,NaN,,,,NaN,NaN,,,,,
18188,NaN,67,NaN,86,15,150,NaN,NaN,33,14,111,67,100
18189,NaN,,NaN,,,,NaN,NaN,,,,,
18190,NaN,67,NaN,86,15,148,NaN,NaN,33,14,110,67,100
18191,NaN,,NaN,,,,NaN,NaN,,,,,
18192,NaN,67,NaN,87,15,151,NaN,NaN,33,14,111,67,100
18193,NaN,,NaN,,,,NaN,NaN,,,,,
18194,NaN,67,NaN,87,15,149,NaN,NaN,33,14,110,66,100
18195,NaN,,NaN,,,,NaN,NaN,,,,,
18196,NaN,67,NaN,87,15,152,NaN,NaN,33,14,111,66,100
18197,NaN,,NaN,,,,NaN,NaN,,,,,
18198,NaN,67,NaN,87,15,150,NaN,NaN,33,14,111,66,100
18199,NaN,,NaN,,,,NaN,NaN,,,,,
18200,NaN,67,NaN,86,15,150,NaN,NaN,32,14,111,67,100
18201,NaN,,NaN,,,,NaN,NaN,,,,,
18202,NaN,67,NaN,85,15,149,NaN,NaN,32,14,110,67,100
18203,NaN,,NaN,,,,NaN,NaN,,,,,
18204,NaN,67,NaN,85,15,149,NaN,NaN,32,14,110,67,100
18205,NaN,,NaN,,,,NaN,NaN,,,,,
18206,NaN,67,NaN,86,15,149,NaN,NaN,32,14,110,67,100
18207,NaN,,NaN,,,,NaN,NaN,,,,,
18208,NaN,68,NaN,87,15,149,NaN,NaN,32,14,110,67,100
18209,NaN,,NaN,,,,NaN,NaN,,,,,
18210,NaN,68,NaN,87,15,150,NaN,NaN,32,14,111,68,100
18211,NaN,,NaN,,,,NaN,NaN,,,,,
18212,NaN,68,NaN,85,15,148,NaN,NaN,32,14,109,68,100
18213,NaN,,NaN,,,,NaN,NaN,,,,,
18214,NaN,69,NaN,84,16,148,NaN,NaN,33,14,109,68,100
18215,NaN,,NaN,,,,NaN,NaN,,,,,
18216,NaN,69,NaN,84,16,145,NaN,NaN,33,14,108,68,100
18217,NaN,,NaN,,,,NaN,NaN,,,,,
18218,NaN,69,NaN,86,15,149,NaN,NaN,33,14,109,68,100
18219,NaN,,NaN,,,,NaN,NaN,,,,,
18220,NaN,69,NaN,87,15,148,NaN,NaN,33,14,110,68,100
18221,NaN,,NaN,,,,NaN,NaN,,,,,
18222,NaN,69,NaN,87,16,152,NaN,NaN,33,14,111,69,100
18223,NaN,,NaN,,,,NaN,NaN,,,,,
18224,NaN,69,NaN,87,16,149,NaN,NaN,33,14,111,69,100
