time,Solar8000/PLETH_HR,SNUADC/CVP,SNUADC/ART,Solar8000/RR_CO2,SNUADC/ECG_II,Solar8000/HR,Solar8000/ART_SBP,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/CVP,Solar8000/ETCO2,Solar8000/PLETH_SPO2,Solar8000/ART_DBP
5809,58,NaN,NaN,15,NaN,58,92,64,NaN,7,43,99,45
5810,,NaN,NaN,,NaN,,,,NaN,,,,
5811,58,NaN,NaN,15,NaN,58,92,64,NaN,7,43,99,44
5812,,NaN,NaN,,NaN,,,,NaN,,,,
5813,58,NaN,NaN,15,NaN,58,92,64,NaN,7,43,99,45
5814,,NaN,NaN,,NaN,,,,NaN,,,,
5815,58,NaN,NaN,15,NaN,58,92,64,NaN,7,42,99,44
5816,,NaN,NaN,,NaN,,,,NaN,,,,
5817,58,NaN,NaN,15,NaN,58,92,64,NaN,7,42,99,45
5818,,NaN,NaN,,NaN,,,,NaN,,,,
5819,58,NaN,NaN,15,NaN,58,92,64,NaN,7,42,99,45
5820,,NaN,NaN,,NaN,,,,NaN,,,,
5821,58,NaN,NaN,15,NaN,58,92,64,NaN,7,43,99,45
5822,,NaN,NaN,,NaN,,,,NaN,,,,
5823,58,NaN,NaN,15,NaN,58,93,64,NaN,7,43,99,45
5824,,NaN,NaN,,NaN,,,,NaN,,,,
5825,58,NaN,NaN,15,NaN,58,92,64,NaN,7,43,99,45
5826,,NaN,NaN,,NaN,,,,NaN,,,,
5827,58,NaN,NaN,15,NaN,58,93,65,NaN,8,43,99,45
5828,,NaN,NaN,,NaN,,,,NaN,,,,
5829,58,NaN,NaN,15,NaN,58,92,64,NaN,8,43,99,45
5830,,NaN,NaN,,NaN,,,,NaN,,,,
5831,58,NaN,NaN,15,NaN,58,92,64,NaN,8,43,99,45
5832,,NaN,NaN,,NaN,,,,NaN,,,,
5833,58,NaN,NaN,15,NaN,57,93,64,NaN,8,43,99,44
5834,,NaN,NaN,,NaN,,,,NaN,,,,
5835,58,NaN,NaN,15,NaN,57,92,64,NaN,8,43,99,44
5836,,NaN,NaN,,NaN,,,,NaN,,,,
5837,57,NaN,NaN,15,NaN,56,92,64,NaN,9,43,99,44
5838,,NaN,NaN,,NaN,,,,NaN,,,,
5839,57,NaN,NaN,15,NaN,56,92,64,NaN,9,43,99,45
5840,,NaN,NaN,,NaN,,,,NaN,,,,
5841,57,NaN,NaN,15,NaN,56,93,65,NaN,9,43,99,46
5842,,NaN,NaN,,NaN,,,,NaN,,,,
5843,57,NaN,NaN,15,NaN,56,94,65,NaN,9,43,99,46
5844,,NaN,NaN,,NaN,,,,NaN,,,,
5845,57,NaN,NaN,15,NaN,57,93,65,NaN,9,43,99,46
5846,,NaN,NaN,,NaN,,,,NaN,,,,
5847,57,NaN,NaN,15,NaN,57,94,65,NaN,9,43,99,46
5848,,NaN,NaN,,NaN,,,,NaN,,,,
5849,58,NaN,NaN,15,NaN,58,94,65,NaN,9,43,99,46
5850,,NaN,NaN,,NaN,,,,NaN,,,,
5851,58,NaN,NaN,15,NaN,58,94,66,NaN,9,43,99,46
5852,,NaN,NaN,,NaN,,,,NaN,,,,
5853,58,NaN,NaN,15,NaN,58,94,66,NaN,9,43,99,46
5854,,NaN,NaN,,NaN,,,,NaN,,,,
5855,59,NaN,NaN,15,NaN,58,94,66,NaN,9,43,98,46
5856,,NaN,NaN,,NaN,,,,NaN,,,,
5857,59,NaN,NaN,15,NaN,58,93,65,NaN,9,43,98,45
5858,,NaN,NaN,,NaN,,,,NaN,,,,
5859,59,NaN,NaN,15,NaN,58,93,65,NaN,9,43,98,45
5860,,NaN,NaN,,NaN,,,,NaN,,,,
5861,59,NaN,NaN,15,NaN,58,93,65,NaN,8,43,98,44
5862,,NaN,NaN,,NaN,,,,NaN,,,,
5863,58,NaN,NaN,15,NaN,58,92,65,NaN,8,43,99,44
5864,,NaN,NaN,,NaN,,,,NaN,,,,
5865,58,NaN,NaN,15,NaN,57,93,65,NaN,8,43,98,45
5866,,NaN,NaN,,NaN,,,,NaN,,,,
5867,58,NaN,NaN,15,NaN,57,93,65,NaN,8,43,99,45
5868,,NaN,NaN,,NaN,,,,NaN,,,,
5869,58,NaN,NaN,15,NaN,57,93,65,NaN,8,43,99,44
5870,,NaN,NaN,,NaN,,,,NaN,,,,
5871,58,NaN,NaN,15,NaN,58,93,65,NaN,8,42,99,45
5872,,NaN,NaN,,NaN,,,,NaN,,,,
5873,58,NaN,NaN,15,NaN,58,93,65,NaN,8,42,99,45
5874,,NaN,NaN,,NaN,,,,NaN,,,,
5875,58,NaN,NaN,15,NaN,58,93,65,NaN,7,42,99,45
5876,,NaN,NaN,,NaN,,,,NaN,,,,
5877,58,NaN,NaN,15,NaN,58,93,65,NaN,7,43,99,45
5878,,NaN,NaN,,NaN,,,,NaN,,,,
5879,59,NaN,NaN,15,NaN,58,94,65,NaN,7,43,99,46
5880,,NaN,NaN,,NaN,,,,NaN,,,,
5881,59,NaN,NaN,15,NaN,58,94,66,NaN,7,43,99,46
5882,,NaN,NaN,,NaN,,,,NaN,,,,
5883,59,NaN,NaN,15,NaN,59,94,66,NaN,7,43,99,45
5884,,NaN,NaN,,NaN,,,,NaN,,,,
5885,59,NaN,NaN,15,NaN,59,94,66,NaN,7,43,99,46
5886,,NaN,NaN,,NaN,,,,NaN,,,,
5887,60,NaN,NaN,15,NaN,59,94,66,NaN,6,43,99,46
5888,,NaN,NaN,,NaN,,,,NaN,,,,
5889,60,NaN,NaN,15,NaN,59,95,66,NaN,6,43,99,46
5890,,NaN,NaN,,NaN,,,,NaN,,,,
5891,59,NaN,NaN,15,NaN,59,95,66,NaN,7,43,99,46
5892,,NaN,NaN,,NaN,,,,NaN,,,,
5893,59,NaN,NaN,15,NaN,59,95,66,NaN,7,43,99,46
5894,,NaN,NaN,,NaN,,,,NaN,,,,
5895,59,NaN,NaN,15,NaN,59,95,66,NaN,6,43,99,46
5896,,NaN,NaN,,NaN,,,,NaN,,,,
5897,59,NaN,NaN,15,NaN,59,95,66,NaN,6,43,99,46
5898,,NaN,NaN,,NaN,,,,NaN,,,,
5899,59,NaN,NaN,15,NaN,59,95,66,NaN,6,43,99,46
5900,,NaN,NaN,,NaN,,,,NaN,,,,
5901,59,NaN,NaN,15,NaN,59,94,66,NaN,5,43,99,44
5902,,NaN,NaN,,NaN,,,,NaN,,,,
5903,59,NaN,NaN,15,NaN,59,95,66,NaN,5,43,99,45
5904,,NaN,NaN,,NaN,,,,NaN,,,,
5905,59,NaN,NaN,15,NaN,59,94,65,NaN,6,43,99,46
5906,,NaN,NaN,,NaN,,,,NaN,,,,
5907,59,NaN,NaN,15,NaN,58,94,65,NaN,6,43,99,46
5908,,NaN,NaN,,NaN,,,,NaN,,,,
5909,59,NaN,NaN,15,NaN,58,94,66,NaN,6,43,99,46
5910,,NaN,NaN,,NaN,,,,NaN,,,,
5911,59,NaN,NaN,15,NaN,58,95,66,NaN,6,43,99,46
5912,,NaN,NaN,,NaN,,,,NaN,,,,
5913,58,NaN,NaN,15,NaN,58,94,66,NaN,6,43,99,46
5914,,NaN,NaN,,NaN,,,,NaN,,,,
5915,58,NaN,NaN,15,NaN,57,94,66,NaN,6,43,99,45
5916,,NaN,NaN,,NaN,,,,NaN,,,,
5917,58,NaN,NaN,15,NaN,57,95,66,NaN,6,43,99,46
5918,,NaN,NaN,,NaN,,,,NaN,,,,
5919,58,NaN,NaN,15,NaN,57,95,66,NaN,6,43,99,46
5920,,NaN,NaN,,NaN,,,,NaN,,,,
5921,58,NaN,NaN,15,NaN,57,95,66,NaN,6,44,99,46
5922,,NaN,NaN,,NaN,,,,NaN,,,,
5923,59,NaN,NaN,15,NaN,58,96,67,NaN,6,44,99,47
5924,,NaN,NaN,,NaN,,,,NaN,,,,
5925,59,NaN,NaN,15,NaN,58,97,70,NaN,6,44,99,53
5926,,NaN,NaN,,NaN,,,,NaN,,,,
5927,59,NaN,NaN,15,NaN,63,94,66,NaN,6,42,99,45
5928,,NaN,NaN,,NaN,,,,NaN,,,,
5929,59,NaN,NaN,15,NaN,58,91,64,NaN,6,42,99,45
5930,,NaN,NaN,,NaN,,,,NaN,,,,
5931,58,NaN,NaN,15,NaN,58,92,65,NaN,5,42,99,45
5932,,NaN,NaN,,NaN,,,,NaN,,,,
5933,58,NaN,NaN,15,NaN,58,92,65,NaN,5,43,99,46
5934,,NaN,NaN,,NaN,,,,NaN,,,,
5935,58,NaN,NaN,15,NaN,57,93,65,NaN,5,43,99,46
5936,,NaN,NaN,,NaN,,,,NaN,,,,
5937,57,NaN,NaN,15,NaN,55,94,66,NaN,5,43,99,46
5938,,NaN,NaN,,NaN,,,,NaN,,,,
5939,58,NaN,NaN,15,NaN,57,94,66,NaN,4,43,99,47
5940,,NaN,NaN,,NaN,,,,NaN,,,,
5941,59,NaN,NaN,15,NaN,58,95,66,NaN,4,42,99,46
5942,,NaN,NaN,,NaN,,,,NaN,,,,
5943,59,NaN,NaN,15,NaN,58,95,67,NaN,5,42,98,47
5944,,NaN,NaN,,NaN,,,,NaN,,,,
5945,59,NaN,NaN,15,NaN,59,95,67,NaN,5,42,99,47
5946,,NaN,NaN,,NaN,,,,NaN,,,,
5947,59,NaN,NaN,15,NaN,59,96,67,NaN,5,42,99,47
5948,,NaN,NaN,,NaN,,,,NaN,,,,
5949,60,NaN,NaN,15,NaN,59,96,67,NaN,5,43,99,47
5950,,NaN,NaN,,NaN,,,,NaN,,,,
5951,60,NaN,NaN,15,NaN,59,96,67,NaN,5,43,99,47
5952,,NaN,NaN,,NaN,,,,NaN,,,,
5953,60,NaN,NaN,15,NaN,66,96,67,NaN,5,43,99,47
5954,,NaN,NaN,,NaN,,,,NaN,,,,
5955,60,NaN,NaN,15,NaN,74,97,67,NaN,5,43,99,47
5956,,NaN,NaN,,NaN,,,,NaN,,,,
5957,60,NaN,NaN,15,NaN,74,96,67,NaN,5,43,99,47
5958,,NaN,NaN,,NaN,,,,NaN,,,,
5959,60,NaN,NaN,15,NaN,74,96,67,NaN,5,43,99,46
5960,,NaN,NaN,,NaN,,,,NaN,,,,
5961,60,NaN,NaN,15,NaN,65,96,67,NaN,5,43,99,46
5962,,NaN,NaN,,NaN,,,,NaN,,,,
5963,59,NaN,NaN,15,NaN,59,96,67,NaN,5,43,99,46
5964,,NaN,NaN,,NaN,,,,NaN,,,,
5965,59,NaN,NaN,15,NaN,59,95,67,NaN,5,43,99,46
5966,,NaN,NaN,,NaN,,,,NaN,,,,
5967,59,NaN,NaN,15,NaN,59,96,67,NaN,5,43,99,46
5968,,NaN,NaN,,NaN,,,,NaN,,,,
5969,59,NaN,NaN,15,NaN,59,95,67,NaN,5,43,99,46
5970,,NaN,NaN,,NaN,,,,NaN,,,,
5971,59,NaN,NaN,15,NaN,59,95,66,NaN,5,43,99,45
5972,,NaN,NaN,,NaN,,,,NaN,,,,
5973,59,NaN,NaN,15,NaN,58,95,66,NaN,5,43,99,45
5974,,NaN,NaN,,NaN,,,,NaN,,,,
5975,58,NaN,NaN,15,NaN,58,95,66,NaN,5,43,99,46
5976,,NaN,NaN,,NaN,,,,NaN,,,,
5977,58,NaN,NaN,15,NaN,58,94,66,NaN,5,43,99,46
5978,,NaN,NaN,,NaN,,,,NaN,,,,
5979,57,NaN,NaN,15,NaN,57,95,66,NaN,5,43,99,46
5980,,NaN,NaN,,NaN,,,,NaN,,,,
5981,57,NaN,NaN,15,NaN,56,95,66,NaN,5,43,99,46
5982,,NaN,NaN,,NaN,,,,NaN,,,,
5983,56,NaN,NaN,15,NaN,56,95,66,NaN,5,43,99,46
5984,,NaN,NaN,,NaN,,,,NaN,,,,
5985,56,NaN,NaN,15,NaN,56,95,66,NaN,5,43,99,46
5986,,NaN,NaN,,NaN,,,,NaN,,,,
5987,57,NaN,NaN,15,NaN,56,95,66,NaN,5,43,99,46
5988,,NaN,NaN,,NaN,,,,NaN,,,,
5989,57,NaN,NaN,15,NaN,57,95,66,NaN,5,43,99,46
5990,,NaN,NaN,,NaN,,,,NaN,,,,
5991,58,NaN,NaN,15,NaN,57,95,67,NaN,5,43,99,46
5992,,NaN,NaN,,NaN,,,,NaN,,,,
5993,59,NaN,NaN,15,NaN,58,95,67,NaN,5,43,99,47
5994,,NaN,NaN,,NaN,,,,NaN,,,,
5995,59,NaN,NaN,15,NaN,59,96,67,NaN,5,43,99,47
5996,,NaN,NaN,,NaN,,,,NaN,,,,
5997,60,NaN,NaN,15,NaN,59,96,68,NaN,5,44,99,47
5998,,NaN,NaN,,NaN,,,,NaN,,,,
5999,60,NaN,NaN,15,NaN,60,97,68,NaN,5,44,99,47
6000,,NaN,NaN,,NaN,,,,NaN,,,,
6001,60,NaN,NaN,15,NaN,60,96,68,NaN,5,44,99,47
6002,,NaN,NaN,,NaN,,,,NaN,,,,
6003,60,NaN,NaN,15,NaN,60,96,68,NaN,4,44,99,47
6004,,NaN,NaN,,NaN,,,,NaN,,,,
6005,60,NaN,NaN,15,NaN,60,96,67,NaN,4,43,99,47
6006,,NaN,NaN,,NaN,,,,NaN,,,,
6007,60,NaN,NaN,15,NaN,59,96,67,NaN,4,43,99,47
6008,,NaN,NaN,,NaN,,,,NaN,,,,
6009,60,NaN,NaN,15,NaN,59,95,67,NaN,4,43,99,47
6010,,NaN,NaN,,NaN,,,,NaN,,,,
6011,60,NaN,NaN,15,NaN,65,95,67,NaN,4,44,100,46
6012,,NaN,NaN,,NaN,,,,NaN,,,,
6013,59,NaN,NaN,15,NaN,65,95,67,NaN,4,44,100,47
6014,,NaN,NaN,,NaN,,,,NaN,,,,
6015,60,NaN,NaN,15,NaN,65,95,67,NaN,4,44,99,47
6016,,NaN,NaN,,NaN,,,,NaN,,,,
6017,60,NaN,NaN,15,NaN,65,96,67,NaN,4,44,99,47
6018,,NaN,NaN,,NaN,,,,NaN,,,,
6019,60,NaN,NaN,15,NaN,65,96,68,NaN,4,43,99,47
6020,,NaN,NaN,,NaN,,,,NaN,,,,
6021,60,NaN,NaN,15,NaN,60,96,67,NaN,4,43,99,47
6022,,NaN,NaN,,NaN,,,,NaN,,,,
6023,60,NaN,NaN,15,NaN,60,96,67,NaN,4,43,99,47
6024,,NaN,NaN,,NaN,,,,NaN,,,,
6025,60,NaN,NaN,15,NaN,60,96,67,NaN,4,43,99,47
6026,,NaN,NaN,,NaN,,,,NaN,,,,
6027,60,NaN,NaN,15,NaN,60,96,67,NaN,4,43,99,47
6028,,NaN,NaN,,NaN,,,,NaN,,,,
6029,60,NaN,NaN,15,NaN,60,96,67,NaN,4,43,99,47
6030,,NaN,NaN,,NaN,,,,NaN,,,,
6031,60,NaN,NaN,15,NaN,60,96,68,NaN,4,43,99,47
6032,,NaN,NaN,,NaN,,,,NaN,,,,
6033,60,NaN,NaN,15,NaN,60,96,68,NaN,4,43,100,47
6034,,NaN,NaN,,NaN,,,,NaN,,,,
6035,61,NaN,NaN,15,NaN,60,97,68,NaN,4,43,99,47
6036,,NaN,NaN,,NaN,,,,NaN,,,,
6037,61,NaN,NaN,15,NaN,60,97,68,NaN,4,43,99,48
6038,,NaN,NaN,,NaN,,,,NaN,,,,
6039,61,NaN,NaN,15,NaN,60,97,69,NaN,4,43,99,48
6040,,NaN,NaN,,NaN,,,,NaN,,,,
6041,62,NaN,NaN,15,NaN,61,98,69,NaN,4,43,99,48
6042,,NaN,NaN,,NaN,,,,NaN,,,,
6043,62,NaN,NaN,15,NaN,61,98,69,NaN,4,43,100,48
6044,,NaN,NaN,,NaN,,,,NaN,,,,
6045,62,NaN,NaN,15,NaN,61,98,69,NaN,4,43,100,48
6046,,NaN,NaN,,NaN,,,,NaN,,,,
6047,62,NaN,NaN,15,NaN,61,98,69,NaN,4,43,99,48
6048,,NaN,NaN,,NaN,,,,NaN,,,,
6049,62,NaN,NaN,15,NaN,61,98,69,NaN,4,43,100,48
6050,,NaN,NaN,,NaN,,,,NaN,,,,
6051,61,NaN,NaN,15,NaN,61,98,69,NaN,4,43,100,47
6052,,NaN,NaN,,NaN,,,,NaN,,,,
6053,61,NaN,NaN,15,NaN,61,97,69,NaN,4,44,99,47
6054,,NaN,NaN,,NaN,,,,NaN,,,,
6055,61,NaN,NaN,15,NaN,61,98,68,NaN,4,44,100,47
6056,,NaN,NaN,,NaN,,,,NaN,,,,
6057,61,NaN,NaN,15,NaN,60,97,68,NaN,4,44,100,47
6058,,NaN,NaN,,NaN,,,,NaN,,,,
6059,61,NaN,NaN,15,NaN,60,97,68,NaN,4,44,99,47
6060,,NaN,NaN,,NaN,,,,NaN,,,,
6061,60,NaN,NaN,15,NaN,60,96,67,NaN,4,44,100,46
6062,,NaN,NaN,,NaN,,,,NaN,,,,
6063,60,NaN,NaN,15,NaN,60,96,67,NaN,4,44,100,46
6064,,NaN,NaN,,NaN,,,,NaN,,,,
6065,60,NaN,NaN,15,NaN,59,96,67,NaN,4,44,100,46
6066,,NaN,NaN,,NaN,,,,NaN,,,,
6067,60,NaN,NaN,15,NaN,59,96,67,NaN,4,44,99,46
6068,,NaN,NaN,,NaN,,,,NaN,,,,
6069,60,NaN,NaN,15,NaN,59,95,67,NaN,4,44,99,46
6070,,NaN,NaN,,NaN,,,,NaN,,,,
6071,60,NaN,NaN,15,NaN,59,96,67,NaN,4,44,99,46
6072,,NaN,NaN,,NaN,,,,NaN,,,,
6073,60,NaN,NaN,15,NaN,59,95,67,NaN,4,44,99,46
6074,,NaN,NaN,,NaN,,,,NaN,,,,
6075,60,NaN,NaN,15,NaN,65,96,67,NaN,4,44,99,46
6076,,NaN,NaN,,NaN,,,,NaN,,,,
6077,60,NaN,NaN,15,NaN,68,96,67,NaN,4,44,99,46
6078,,NaN,NaN,,NaN,,,,NaN,,,,
6079,60,NaN,NaN,15,NaN,68,96,67,NaN,4,44,100,46
6080,,NaN,NaN,,NaN,,,,NaN,,,,
6081,60,NaN,NaN,15,NaN,68,95,67,NaN,4,44,100,46
6082,,NaN,NaN,,NaN,,,,NaN,,,,
6083,60,NaN,NaN,15,NaN,68,96,67,NaN,4,44,99,46
6084,,NaN,NaN,,NaN,,,,NaN,,,,
6085,60,NaN,NaN,15,NaN,80,95,67,NaN,4,44,99,46
6086,,NaN,NaN,,NaN,,,,NaN,,,,
6087,60,NaN,NaN,15,NaN,80,96,67,NaN,4,44,99,46
6088,,NaN,NaN,,NaN,,,,NaN,,,,
6089,60,NaN,NaN,15,NaN,70,95,67,NaN,4,44,100,46
6090,,NaN,NaN,,NaN,,,,NaN,,,,
6091,59,NaN,NaN,15,NaN,67,95,66,NaN,4,44,100,46
6092,,NaN,NaN,,NaN,,,,NaN,,,,
6093,59,NaN,NaN,15,NaN,67,94,66,NaN,4,44,100,45
6094,,NaN,NaN,,NaN,,,,NaN,,,,
6095,59,NaN,NaN,15,NaN,63,94,65,NaN,4,44,99,45
6096,,NaN,NaN,,NaN,,,,NaN,,,,
6097,59,NaN,NaN,15,NaN,58,92,65,NaN,4,44,99,44
6098,,NaN,NaN,,NaN,,,,NaN,,,,
6099,59,NaN,NaN,15,NaN,58,92,64,NaN,4,44,99,43
6100,,NaN,NaN,,NaN,,,,NaN,,,,
6101,59,NaN,NaN,15,NaN,58,92,64,NaN,4,44,99,44
6102,,NaN,NaN,,NaN,,,,NaN,,,,
6103,59,NaN,NaN,15,NaN,58,92,64,NaN,4,44,99,44
6104,,NaN,NaN,,NaN,,,,NaN,,,,
6105,59,NaN,NaN,15,NaN,58,92,64,NaN,4,44,99,44
6106,,NaN,NaN,,NaN,,,,NaN,,,,
6107,59,NaN,NaN,15,NaN,59,93,64,NaN,4,44,99,45
6108,,NaN,NaN,,NaN,,,,NaN,,,,
6109,60,NaN,NaN,15,NaN,59,93,65,NaN,4,44,100,45
6110,,NaN,NaN,,NaN,,,,NaN,,,,
6111,60,NaN,NaN,15,NaN,60,93,65,NaN,4,44,100,45
6112,,NaN,NaN,,NaN,,,,NaN,,,,
6113,60,NaN,NaN,15,NaN,60,93,65,NaN,4,44,100,45
6114,,NaN,NaN,,NaN,,,,NaN,,,,
6115,61,NaN,NaN,15,NaN,60,93,65,NaN,4,44,100,45
6116,,NaN,NaN,,NaN,,,,NaN,,,,
6117,61,NaN,NaN,15,NaN,60,93,65,NaN,4,44,100,44
6118,,NaN,NaN,,NaN,,,,NaN,,,,
6119,61,NaN,NaN,15,NaN,60,92,64,NaN,4,44,100,44
6120,,NaN,NaN,,NaN,,,,NaN,,,,
6121,60,NaN,NaN,15,NaN,60,92,64,NaN,4,44,100,44
6122,,NaN,NaN,,NaN,,,,NaN,,,,
6123,60,NaN,NaN,15,NaN,60,92,64,NaN,4,44,100,44
6124,,NaN,NaN,,NaN,,,,NaN,,,,
6125,60,NaN,NaN,15,NaN,60,92,64,NaN,4,44,100,44
6126,,NaN,NaN,,NaN,,,,NaN,,,,
6127,60,NaN,NaN,15,NaN,59,92,64,NaN,4,44,100,44
6128,,NaN,NaN,,NaN,,,,NaN,,,,
6129,60,NaN,NaN,15,NaN,59,92,64,NaN,4,44,100,44
6130,,NaN,NaN,,NaN,,,,NaN,,,,
6131,60,NaN,NaN,15,NaN,59,92,64,NaN,4,44,100,43
6132,,NaN,NaN,,NaN,,,,NaN,,,,
6133,60,NaN,NaN,15,NaN,59,91,64,NaN,4,44,100,43
6134,,NaN,NaN,,NaN,,,,NaN,,,,
6135,60,NaN,NaN,15,NaN,59,92,63,NaN,4,44,100,43
6136,,NaN,NaN,,NaN,,,,NaN,,,,
6137,60,NaN,NaN,15,NaN,59,92,63,NaN,4,44,100,44
6138,,NaN,NaN,,NaN,,,,NaN,,,,
6139,59,NaN,NaN,15,NaN,59,92,64,NaN,5,44,100,44
6140,,NaN,NaN,,NaN,,,,NaN,,,,
6141,59,NaN,NaN,15,NaN,59,91,64,NaN,5,44,99,44
6142,,NaN,NaN,,NaN,,,,NaN,,,,
6143,59,NaN,NaN,15,NaN,59,92,64,NaN,4,44,100,44
6144,,NaN,NaN,,NaN,,,,NaN,,,,
6145,60,NaN,NaN,15,NaN,59,92,64,NaN,4,44,100,44
6146,,NaN,NaN,,NaN,,,,NaN,,,,
6147,60,NaN,NaN,15,NaN,59,92,64,NaN,5,44,100,44
6148,,NaN,NaN,,NaN,,,,NaN,,,,
6149,60,NaN,NaN,15,NaN,59,92,64,NaN,5,44,100,44
6150,,NaN,NaN,,NaN,,,,NaN,,,,
6151,60,NaN,NaN,15,NaN,60,92,64,NaN,5,44,100,44
6152,,NaN,NaN,,NaN,,,,NaN,,,,
6153,60,NaN,NaN,15,NaN,60,92,64,NaN,5,44,100,44
6154,,NaN,NaN,,NaN,,,,NaN,,,,
6155,60,NaN,NaN,15,NaN,60,92,64,NaN,5,44,99,44
6156,,NaN,NaN,,NaN,,,,NaN,,,,
6157,60,NaN,NaN,15,NaN,59,91,63,NaN,5,44,100,44
6158,,NaN,NaN,,NaN,,,,NaN,,,,
6159,59,NaN,NaN,15,NaN,59,92,64,NaN,5,44,99,44
6160,,NaN,NaN,,NaN,,,,NaN,,,,
6161,59,NaN,NaN,15,NaN,59,91,63,NaN,5,44,99,44
6162,,NaN,NaN,,NaN,,,,NaN,,,,
6163,59,NaN,NaN,15,NaN,58,91,63,NaN,5,44,99,44
6164,,NaN,NaN,,NaN,,,,NaN,,,,
6165,59,NaN,NaN,15,NaN,58,91,63,NaN,5,44,100,44
6166,,NaN,NaN,,NaN,,,,NaN,,,,
6167,59,NaN,NaN,15,NaN,58,92,64,NaN,5,44,100,44
6168,,NaN,NaN,,NaN,,,,NaN,,,,
6169,59,NaN,NaN,15,NaN,59,92,64,NaN,5,44,100,44
6170,,NaN,NaN,,NaN,,,,NaN,,,,
6171,60,NaN,NaN,15,NaN,59,92,64,NaN,5,44,99,44
6172,,NaN,NaN,,NaN,,,,NaN,,,,
6173,60,NaN,NaN,15,NaN,59,92,64,NaN,5,44,100,44
6174,,NaN,NaN,,NaN,,,,NaN,,,,
6175,60,NaN,NaN,15,NaN,60,92,64,NaN,5,44,100,44
6176,,NaN,NaN,,NaN,,,,NaN,,,,
6177,60,NaN,NaN,15,NaN,60,91,64,NaN,5,44,100,44
6178,,NaN,NaN,,NaN,,,,NaN,,,,
6179,60,NaN,NaN,15,NaN,60,91,64,NaN,5,44,100,44
6180,,NaN,NaN,,NaN,,,,NaN,,,,
6181,60,NaN,NaN,15,NaN,60,91,64,NaN,5,44,100,44
6182,,NaN,NaN,,NaN,,,,NaN,,,,
6183,60,NaN,NaN,15,NaN,60,91,64,NaN,5,44,100,44
6184,,NaN,NaN,,NaN,,,,NaN,,,,
6185,60,NaN,NaN,15,NaN,60,91,63,NaN,5,44,100,44
6186,,NaN,NaN,,NaN,,,,NaN,,,,
6187,60,NaN,NaN,15,NaN,60,91,63,NaN,5,44,100,44
6188,,NaN,NaN,,NaN,,,,NaN,,,,
6189,60,NaN,NaN,15,NaN,60,91,63,NaN,5,44,100,44
6190,,NaN,NaN,,NaN,,,,NaN,,,,
6191,60,NaN,NaN,15,NaN,60,91,63,NaN,5,44,100,43
6192,,NaN,NaN,,NaN,,,,NaN,,,,
6193,60,NaN,NaN,15,NaN,60,91,63,NaN,5,44,100,43
6194,,NaN,NaN,,NaN,,,,NaN,,,,
6195,60,NaN,NaN,15,NaN,59,91,63,NaN,5,44,100,44
6196,,NaN,NaN,,NaN,,,,NaN,,,,
6197,60,NaN,NaN,15,NaN,59,91,63,NaN,5,44,100,44
6198,,NaN,NaN,,NaN,,,,NaN,,,,
6199,60,NaN,NaN,15,NaN,59,91,63,NaN,5,44,100,43
6200,,NaN,NaN,,NaN,,,,NaN,,,,
6201,60,NaN,NaN,15,NaN,59,90,63,NaN,5,44,100,44
6202,,NaN,NaN,,NaN,,,,NaN,,,,
6203,59,NaN,NaN,15,NaN,59,91,63,NaN,5,44,100,43
6204,,NaN,NaN,,NaN,,,,NaN,,,,
6205,59,NaN,NaN,15,NaN,58,90,62,NaN,5,44,100,43
6206,,NaN,NaN,,NaN,,,,NaN,,,,
6207,58,NaN,NaN,15,NaN,57,90,62,NaN,5,44,100,43
6208,,NaN,NaN,,NaN,,,,NaN,,,,
6209,58,NaN,NaN,15,NaN,57,90,62,NaN,5,44,100,43
6210,,NaN,NaN,,NaN,,,,NaN,,,,
6211,57,NaN,NaN,15,NaN,56,89,62,NaN,5,44,100,42
6212,,NaN,NaN,,NaN,,,,NaN,,,,
6213,57,NaN,NaN,15,NaN,56,89,62,NaN,5,44,100,42
6214,,NaN,NaN,,NaN,,,,NaN,,,,
6215,57,NaN,NaN,15,NaN,56,89,62,NaN,5,44,99,43
6216,,NaN,NaN,,NaN,,,,NaN,,,,
6217,57,NaN,NaN,15,NaN,57,89,62,NaN,5,44,99,43
6218,,NaN,NaN,,NaN,,,,NaN,,,,
6219,57,NaN,NaN,15,NaN,57,89,62,NaN,5,44,100,43
6220,,NaN,NaN,,NaN,,,,NaN,,,,
6221,58,NaN,NaN,15,NaN,57,89,62,NaN,5,44,99,43
6222,,NaN,NaN,,NaN,,,,NaN,,,,
6223,58,NaN,NaN,15,NaN,58,90,62,NaN,5,44,100,43
6224,,NaN,NaN,,NaN,,,,NaN,,,,
6225,58,NaN,NaN,15,NaN,58,90,62,NaN,5,44,99,43
6226,,NaN,NaN,,NaN,,,,NaN,,,,
6227,58,NaN,NaN,15,NaN,58,90,62,NaN,5,43,99,43
6228,,NaN,NaN,,NaN,,,,NaN,,,,
6229,59,NaN,NaN,15,NaN,58,90,62,NaN,5,43,99,43
6230,,NaN,NaN,,NaN,,,,NaN,,,,
6231,59,NaN,NaN,15,NaN,58,90,63,NaN,5,43,99,43
6232,,NaN,NaN,,NaN,,,,NaN,,,,
6233,59,NaN,NaN,15,NaN,58,90,63,NaN,5,43,99,43
