time,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ETCO2,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_DBP,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2
6409,9,112,77,NaN,NaN,NaN,34,NaN,9,77,51,78,99
6410,,,,NaN,NaN,NaN,,NaN,,,,,
6411,9,113,78,NaN,NaN,NaN,34,NaN,9,77,52,78,99
6412,,,,NaN,NaN,NaN,,NaN,,,,,
6413,8,114,78,NaN,NaN,NaN,34,NaN,9,77,53,77,99
6414,,,,NaN,NaN,NaN,,NaN,,,,,
6415,8,114,78,NaN,NaN,NaN,34,NaN,9,77,52,77,99
6416,,,,NaN,NaN,NaN,,NaN,,,,,
6417,9,112,78,NaN,NaN,NaN,34,NaN,9,77,52,77,99
6418,,,,NaN,NaN,NaN,,NaN,,,,,
6419,9,113,78,NaN,NaN,NaN,34,NaN,9,77,52,77,99
6420,,,,NaN,NaN,NaN,,NaN,,,,,
6421,9,115,79,NaN,NaN,NaN,34,NaN,9,77,52,77,99
6422,,,,NaN,NaN,NaN,,NaN,,,,,
6423,9,114,79,NaN,NaN,NaN,34,NaN,9,77,53,77,99
6424,,,,NaN,NaN,NaN,,NaN,,,,,
6425,8,114,79,NaN,NaN,NaN,34,NaN,9,76,53,77,99
6426,,,,NaN,NaN,NaN,,NaN,,,,,
6427,8,115,79,NaN,NaN,NaN,34,NaN,9,76,52,77,99
6428,,,,NaN,NaN,NaN,,NaN,,,,,
6429,9,113,79,NaN,NaN,NaN,34,NaN,9,77,53,77,99
6430,,,,NaN,NaN,NaN,,NaN,,,,,
6431,9,114,79,NaN,NaN,NaN,35,NaN,9,76,53,77,99
6432,,,,NaN,NaN,NaN,,NaN,,,,,
6433,9,115,79,NaN,NaN,NaN,35,NaN,9,76,55,77,99
6434,,,,NaN,NaN,NaN,,NaN,,,,,
6435,9,116,79,NaN,NaN,NaN,35,NaN,9,76,52,76,99
6436,,,,NaN,NaN,NaN,,NaN,,,,,
6437,9,114,79,NaN,NaN,NaN,34,NaN,9,76,53,77,99
6438,,,,NaN,NaN,NaN,,NaN,,,,,
6439,8,115,79,NaN,NaN,NaN,34,NaN,9,76,54,77,99
6440,,,,NaN,NaN,NaN,,NaN,,,,,
6441,8,117,80,NaN,NaN,NaN,34,NaN,9,76,55,76,99
6442,,,,NaN,NaN,NaN,,NaN,,,,,
6443,9,115,80,NaN,NaN,NaN,34,NaN,9,76,53,76,99
6444,,,,NaN,NaN,NaN,,NaN,,,,,
6445,9,114,79,NaN,NaN,NaN,34,NaN,9,76,53,76,99
6446,,,,NaN,NaN,NaN,,NaN,,,,,
6447,8,115,79,NaN,NaN,NaN,34,NaN,9,75,53,76,99
6448,,,,NaN,NaN,NaN,,NaN,,,,,
6449,8,116,80,NaN,NaN,NaN,34,NaN,9,75,54,76,99
6450,,,,NaN,NaN,NaN,,NaN,,,,,
6451,8,116,80,NaN,NaN,NaN,34,NaN,9,75,55,76,99
6452,,,,NaN,NaN,NaN,,NaN,,,,,
6453,8,118,81,NaN,NaN,NaN,34,NaN,9,75,55,76,99
6454,,,,NaN,NaN,NaN,,NaN,,,,,
6455,9,117,81,NaN,NaN,NaN,34,NaN,9,76,55,76,99
6456,,,,NaN,NaN,NaN,,NaN,,,,,
6457,9,117,81,NaN,NaN,NaN,34,NaN,9,76,55,76,99
6458,,,,NaN,NaN,NaN,,NaN,,,,,
6459,8,119,82,NaN,NaN,NaN,33,NaN,9,76,55,77,99
6460,,,,NaN,NaN,NaN,,NaN,,,,,
6461,8,119,82,NaN,NaN,NaN,33,NaN,9,76,55,77,99
6462,,,,NaN,NaN,NaN,,NaN,,,,,
6463,9,116,81,NaN,NaN,NaN,33,NaN,9,76,54,77,99
6464,,,,NaN,NaN,NaN,,NaN,,,,,
6465,9,118,82,NaN,NaN,NaN,33,NaN,9,76,56,76,99
6466,,,,NaN,NaN,NaN,,NaN,,,,,
6467,9,119,82,NaN,NaN,NaN,33,NaN,9,76,55,76,99
6468,,,,NaN,NaN,NaN,,NaN,,,,,
6469,9,117,81,NaN,NaN,NaN,33,NaN,9,76,55,76,99
6470,,,,NaN,NaN,NaN,,NaN,,,,,
6471,9,117,81,NaN,NaN,NaN,33,NaN,9,76,55,76,99
6472,,,,NaN,NaN,NaN,,NaN,,,,,
6473,8,118,81,NaN,NaN,NaN,34,NaN,9,76,54,76,99
6474,,,,NaN,NaN,NaN,,NaN,,,,,
6475,8,113,79,NaN,NaN,NaN,34,NaN,9,76,52,76,99
6476,,,,NaN,NaN,NaN,,NaN,,,,,
6477,9,112,78,NaN,NaN,NaN,34,NaN,9,76,52,76,99
6478,,,,NaN,NaN,NaN,,NaN,,,,,
6479,9,114,78,NaN,NaN,NaN,34,NaN,9,76,53,77,99
6480,,,,NaN,NaN,NaN,,NaN,,,,,
6481,8,115,79,NaN,NaN,NaN,34,NaN,9,76,53,77,99
6482,,,,NaN,NaN,NaN,,NaN,,,,,
6483,8,115,79,NaN,NaN,NaN,34,NaN,9,76,53,77,99
6484,,,,NaN,NaN,NaN,,NaN,,,,,
6485,8,116,80,NaN,NaN,NaN,34,NaN,9,76,54,77,99
6486,,,,NaN,NaN,NaN,,NaN,,,,,
6487,8,119,81,NaN,NaN,NaN,33,NaN,9,76,55,77,99
6488,,,,NaN,NaN,NaN,,NaN,,,,,
6489,9,118,81,NaN,NaN,NaN,33,NaN,9,76,55,76,99
6490,,,,NaN,NaN,NaN,,NaN,,,,,
6491,9,118,81,NaN,NaN,NaN,33,NaN,9,76,55,77,99
6492,,,,NaN,NaN,NaN,,NaN,,,,,
6493,8,120,82,NaN,NaN,NaN,33,NaN,9,76,55,77,99
6494,,,,NaN,NaN,NaN,,NaN,,,,,
6495,8,118,81,NaN,NaN,NaN,33,NaN,9,76,54,77,99
6496,,,,NaN,NaN,NaN,,NaN,,,,,
6497,8,116,81,NaN,NaN,NaN,33,NaN,9,76,54,77,99
6498,,,,NaN,NaN,NaN,,NaN,,,,,
6499,8,117,81,NaN,NaN,NaN,33,NaN,9,76,54,77,99
6500,,,,NaN,NaN,NaN,,NaN,,,,,
6501,8,122,83,NaN,NaN,NaN,34,NaN,9,76,56,77,99
6502,,,,NaN,NaN,NaN,,NaN,,,,,
6503,9,122,83,NaN,NaN,NaN,34,NaN,9,77,56,77,99
6504,,,,NaN,NaN,NaN,,NaN,,,,,
6505,9,119,82,NaN,NaN,NaN,34,NaN,9,76,54,77,99
6506,,,,NaN,NaN,NaN,,NaN,,,,,
6507,8,118,82,NaN,NaN,NaN,34,NaN,9,76,53,77,99
6508,,,,NaN,NaN,NaN,,NaN,,,,,
6509,8,116,81,NaN,NaN,NaN,34,NaN,9,76,53,77,99
6510,,,,NaN,NaN,NaN,,NaN,,,,,
6511,8,117,81,NaN,NaN,NaN,34,NaN,9,76,54,77,99
6512,,,,NaN,NaN,NaN,,NaN,,,,,
6513,8,118,81,NaN,NaN,NaN,34,NaN,9,76,54,77,99
6514,,,,NaN,NaN,NaN,,NaN,,,,,
6515,8,118,81,NaN,NaN,NaN,34,NaN,9,76,54,77,99
6516,,,,NaN,NaN,NaN,,NaN,,,,,
6517,8,118,81,NaN,NaN,NaN,34,NaN,9,76,54,77,99
6518,,,,NaN,NaN,NaN,,NaN,,,,,
6519,8,119,81,NaN,NaN,NaN,34,NaN,9,76,54,77,99
6520,,,,NaN,NaN,NaN,,NaN,,,,,
6521,8,119,82,NaN,NaN,NaN,34,NaN,9,77,54,77,99
6522,,,,NaN,NaN,NaN,,NaN,,,,,
6523,8,118,82,NaN,NaN,NaN,34,NaN,9,77,54,77,99
6524,,,,NaN,NaN,NaN,,NaN,,,,,
6525,8,119,81,NaN,NaN,NaN,34,NaN,9,76,54,77,99
6526,,,,NaN,NaN,NaN,,NaN,,,,,
6527,8,120,82,NaN,NaN,NaN,34,NaN,9,77,54,77,99
6528,,,,NaN,NaN,NaN,,NaN,,,,,
6529,8,118,82,NaN,NaN,NaN,34,NaN,9,77,54,77,99
6530,,,,NaN,NaN,NaN,,NaN,,,,,
6531,8,118,82,NaN,NaN,NaN,34,NaN,9,77,54,77,99
6532,,,,NaN,NaN,NaN,,NaN,,,,,
6533,8,120,82,NaN,NaN,NaN,34,NaN,9,77,55,77,99
6534,,,,NaN,NaN,NaN,,NaN,,,,,
6535,8,119,82,NaN,NaN,NaN,34,NaN,9,77,54,77,99
6536,,,,NaN,NaN,NaN,,NaN,,,,,
6537,8,118,82,NaN,NaN,NaN,34,NaN,9,77,54,78,99
6538,,,,NaN,NaN,NaN,,NaN,,,,,
6539,8,119,82,NaN,NaN,NaN,34,NaN,9,77,54,78,100
6540,,,,NaN,NaN,NaN,,NaN,,,,,
6541,8,120,82,NaN,NaN,NaN,34,NaN,9,77,54,78,99
6542,,,,NaN,NaN,NaN,,NaN,,,,,
6543,8,119,82,NaN,NaN,NaN,34,NaN,9,77,54,78,99
6544,,,,NaN,NaN,NaN,,NaN,,,,,
6545,8,119,82,NaN,NaN,NaN,34,NaN,9,77,54,78,99
6546,,,,NaN,NaN,NaN,,NaN,,,,,
6547,8,121,83,NaN,NaN,NaN,34,NaN,9,77,55,78,99
6548,,,,NaN,NaN,NaN,,NaN,,,,,
6549,9,119,82,NaN,NaN,NaN,34,NaN,9,78,54,78,99
6550,,,,NaN,NaN,NaN,,NaN,,,,,
6551,9,120,82,NaN,NaN,NaN,34,NaN,9,78,54,78,99
6552,,,,NaN,NaN,NaN,,NaN,,,,,
6553,8,121,83,NaN,NaN,NaN,34,NaN,9,78,55,78,99
6554,,,,NaN,NaN,NaN,,NaN,,,,,
6555,8,120,83,NaN,NaN,NaN,34,NaN,9,78,55,78,99
6556,,,,NaN,NaN,NaN,,NaN,,,,,
6557,8,120,83,NaN,NaN,NaN,34,NaN,9,78,55,78,100
6558,,,,NaN,NaN,NaN,,NaN,,,,,
6559,8,121,83,NaN,NaN,NaN,34,NaN,9,78,55,79,100
6560,,,,NaN,NaN,NaN,,NaN,,,,,
6561,9,121,83,NaN,NaN,NaN,34,NaN,9,78,55,79,100
6562,,,,NaN,NaN,NaN,,NaN,,,,,
6563,9,120,83,NaN,NaN,NaN,34,NaN,9,78,55,79,100
6564,,,,NaN,NaN,NaN,,NaN,,,,,
6565,9,120,83,NaN,NaN,NaN,34,NaN,9,78,55,79,99
6566,,,,NaN,NaN,NaN,,NaN,,,,,
6567,8,121,83,NaN,NaN,NaN,34,NaN,9,78,55,79,99
6568,,,,NaN,NaN,NaN,,NaN,,,,,
6569,8,119,83,NaN,NaN,NaN,35,NaN,9,78,54,79,99
6570,,,,NaN,NaN,NaN,,NaN,,,,,
6571,8,120,83,NaN,NaN,NaN,35,NaN,9,78,55,79,99
6572,,,,NaN,NaN,NaN,,NaN,,,,,
6573,8,122,84,NaN,NaN,NaN,35,NaN,9,78,56,79,99
6574,,,,NaN,NaN,NaN,,NaN,,,,,
6575,8,121,84,NaN,NaN,NaN,35,NaN,9,78,55,79,99
6576,,,,NaN,NaN,NaN,,NaN,,,,,
6577,8,119,83,NaN,NaN,NaN,34,NaN,9,78,54,79,99
6578,,,,NaN,NaN,NaN,,NaN,,,,,
6579,8,120,83,NaN,NaN,NaN,34,NaN,9,78,55,79,99
6580,,,,NaN,NaN,NaN,,NaN,,,,,
6581,8,120,83,NaN,NaN,NaN,34,NaN,9,78,55,79,99
6582,,,,NaN,NaN,NaN,,NaN,,,,,
6583,9,118,82,NaN,NaN,NaN,34,NaN,9,78,54,79,99
6584,,,,NaN,NaN,NaN,,NaN,,,,,
6585,9,119,82,NaN,NaN,NaN,34,NaN,9,78,54,79,100
6586,,,,NaN,NaN,NaN,,NaN,,,,,
6587,8,120,82,NaN,NaN,NaN,34,NaN,9,80,55,78,100
6588,,,,NaN,NaN,NaN,,NaN,,,,,
6589,8,118,82,NaN,NaN,NaN,34,NaN,9,78,54,79,100
6590,,,,NaN,NaN,NaN,,NaN,,,,,
6591,8,119,82,NaN,NaN,NaN,35,NaN,9,78,54,78,100
6592,,,,NaN,NaN,NaN,,NaN,,,,,
6593,8,120,82,NaN,NaN,NaN,35,NaN,9,76,55,78,100
6594,,,,NaN,NaN,NaN,,NaN,,,,,
6595,9,120,83,NaN,NaN,NaN,35,NaN,9,78,55,78,100
6596,,,,NaN,NaN,NaN,,NaN,,,,,
6597,9,119,82,NaN,NaN,NaN,35,NaN,9,78,54,78,100
6598,,,,NaN,NaN,NaN,,NaN,,,,,
6599,9,120,82,NaN,NaN,NaN,35,NaN,9,78,54,78,100
6600,,,,NaN,NaN,NaN,,NaN,,,,,
6601,8,120,82,NaN,NaN,NaN,35,NaN,9,78,54,78,100
6602,,,,NaN,NaN,NaN,,NaN,,,,,
6603,8,118,82,NaN,NaN,NaN,35,NaN,9,78,54,78,100
6604,,,,NaN,NaN,NaN,,NaN,,,,,
6605,8,118,82,NaN,NaN,NaN,35,NaN,9,78,54,78,100
6606,,,,NaN,NaN,NaN,,NaN,,,,,
6607,8,120,82,NaN,NaN,NaN,35,NaN,9,77,54,78,100
6608,,,,NaN,NaN,NaN,,NaN,,,,,
6609,9,118,81,NaN,NaN,NaN,35,NaN,9,77,53,78,100
6610,,,,NaN,NaN,NaN,,NaN,,,,,
6611,9,119,82,NaN,NaN,NaN,35,NaN,9,77,54,78,100
6612,,,,NaN,NaN,NaN,,NaN,,,,,
6613,8,119,82,NaN,NaN,NaN,35,NaN,9,77,54,78,100
6614,,,,NaN,NaN,NaN,,NaN,,,,,
6615,8,119,82,NaN,NaN,NaN,35,NaN,9,77,54,78,100
6616,,,,NaN,NaN,NaN,,NaN,,,,,
6617,8,118,81,NaN,NaN,NaN,35,NaN,9,77,54,78,100
6618,,,,NaN,NaN,NaN,,NaN,,,,,
6619,8,119,82,NaN,NaN,NaN,35,NaN,9,77,54,78,100
6620,,,,NaN,NaN,NaN,,NaN,,,,,
6621,9,119,82,NaN,NaN,NaN,35,NaN,9,77,54,78,100
6622,,,,NaN,NaN,NaN,,NaN,,,,,
6623,9,118,81,NaN,NaN,NaN,35,NaN,9,77,54,78,100
6624,,,,NaN,NaN,NaN,,NaN,,,,,
6625,8,119,82,NaN,NaN,NaN,35,NaN,9,77,55,77,100
6626,,,,NaN,NaN,NaN,,NaN,,,,,
6627,8,120,82,NaN,NaN,NaN,35,NaN,9,77,54,77,100
6628,,,,NaN,NaN,NaN,,NaN,,,,,
6629,8,119,82,NaN,NaN,NaN,35,NaN,9,77,54,77,100
6630,,,,NaN,NaN,NaN,,NaN,,,,,
6631,8,119,82,NaN,NaN,NaN,35,NaN,9,77,54,77,100
6632,,,,NaN,NaN,NaN,,NaN,,,,,
6633,8,120,82,NaN,NaN,NaN,35,NaN,9,77,54,77,100
6634,,,,NaN,NaN,NaN,,NaN,,,,,
6635,8,118,81,NaN,NaN,NaN,35,NaN,9,77,53,77,100
6636,,,,NaN,NaN,NaN,,NaN,,,,,
6637,8,118,81,NaN,NaN,NaN,35,NaN,9,76,53,77,100
6638,,,,NaN,NaN,NaN,,NaN,,,,,
6639,8,118,81,NaN,NaN,NaN,34,NaN,9,76,53,77,100
6640,,,,NaN,NaN,NaN,,NaN,,,,,
6641,8,117,80,NaN,NaN,NaN,34,NaN,9,76,53,77,100
6642,,,,NaN,NaN,NaN,,NaN,,,,,
6643,8,119,81,NaN,NaN,NaN,34,NaN,9,76,54,76,100
6644,,,,NaN,NaN,NaN,,NaN,,,,,
6645,8,120,82,NaN,NaN,NaN,34,NaN,9,76,54,76,100
6646,,,,NaN,NaN,NaN,,NaN,,,,,
6647,8,118,81,NaN,NaN,NaN,34,NaN,9,76,53,76,100
6648,,,,NaN,NaN,NaN,,NaN,,,,,
6649,8,119,81,NaN,NaN,NaN,34,NaN,9,76,54,76,100
6650,,,,NaN,NaN,NaN,,NaN,,,,,
6651,8,120,82,NaN,NaN,NaN,34,NaN,9,76,54,76,100
6652,,,,NaN,NaN,NaN,,NaN,,,,,
6653,8,118,82,NaN,NaN,NaN,34,NaN,9,76,54,76,100
6654,,,,NaN,NaN,NaN,,NaN,,,,,
6655,8,119,82,NaN,NaN,NaN,34,NaN,9,76,54,76,100
6656,,,,NaN,NaN,NaN,,NaN,,,,,
6657,8,120,82,NaN,NaN,NaN,34,NaN,9,76,54,76,100
6658,,,,NaN,NaN,NaN,,NaN,,,,,
6659,8,119,82,NaN,NaN,NaN,34,NaN,9,76,54,77,100
6660,,,,NaN,NaN,NaN,,NaN,,,,,
6661,8,120,82,NaN,NaN,NaN,34,NaN,10,76,55,77,100
6662,,,,NaN,NaN,NaN,,NaN,,,,,
6663,8,121,83,NaN,NaN,NaN,34,NaN,10,76,54,76,100
6664,,,,NaN,NaN,NaN,,NaN,,,,,
6665,8,120,83,NaN,NaN,NaN,34,NaN,10,76,55,77,100
6666,,,,NaN,NaN,NaN,,NaN,,,,,
6667,8,121,83,NaN,NaN,NaN,34,NaN,10,76,55,77,100
6668,,,,NaN,NaN,NaN,,NaN,,,,,
6669,8,122,84,NaN,NaN,NaN,34,NaN,10,76,55,77,100
6670,,,,NaN,NaN,NaN,,NaN,,,,,
6671,8,122,84,NaN,NaN,NaN,34,NaN,10,77,55,77,100
6672,,,,NaN,NaN,NaN,,NaN,,,,,
6673,8,122,84,NaN,NaN,NaN,34,NaN,10,77,56,77,100
6674,,,,NaN,NaN,NaN,,NaN,,,,,
6675,8,122,84,NaN,NaN,NaN,34,NaN,10,77,55,77,100
6676,,,,NaN,NaN,NaN,,NaN,,,,,
6677,8,120,83,NaN,NaN,NaN,34,NaN,10,77,54,77,100
6678,,,,NaN,NaN,NaN,,NaN,,,,,
6679,8,129,84,NaN,NaN,NaN,34,NaN,10,77,56,78,100
6680,,,,NaN,NaN,NaN,,NaN,,,,,
6681,8,124,84,NaN,NaN,NaN,34,NaN,10,77,55,77,100
6682,,,,NaN,NaN,NaN,,NaN,,,,,
6683,8,120,83,NaN,NaN,NaN,34,NaN,10,77,55,77,100
6684,,,,NaN,NaN,NaN,,NaN,,,,,
6685,8,121,83,NaN,NaN,NaN,34,NaN,10,77,56,77,100
6686,,,,NaN,NaN,NaN,,NaN,,,,,
6687,8,122,83,NaN,NaN,NaN,34,NaN,10,77,55,77,100
6688,,,,NaN,NaN,NaN,,NaN,,,,,
6689,8,120,83,NaN,NaN,NaN,34,NaN,10,77,55,77,100
6690,,,,NaN,NaN,NaN,,NaN,,,,,
6691,8,122,84,NaN,NaN,NaN,34,NaN,10,77,56,77,100
6692,,,,NaN,NaN,NaN,,NaN,,,,,
6693,8,124,85,NaN,NaN,NaN,34,NaN,10,77,58,77,100
6694,,,,NaN,NaN,NaN,,NaN,,,,,
6695,10,124,85,NaN,NaN,NaN,34,NaN,10,77,58,77,100
6696,,,,NaN,NaN,NaN,,NaN,,,,,
6697,10,124,86,NaN,NaN,NaN,34,NaN,10,76,58,77,100
6698,,,,NaN,NaN,NaN,,NaN,,,,,
6699,12,125,86,NaN,NaN,NaN,34,NaN,10,76,58,77,100
6700,,,,NaN,NaN,NaN,,NaN,,,,,
6701,12,123,86,NaN,NaN,NaN,34,NaN,10,76,58,77,100
6702,,,,NaN,NaN,NaN,,NaN,,,,,
6703,12,125,87,NaN,NaN,NaN,35,NaN,10,76,59,77,100
6704,,,,NaN,NaN,NaN,,NaN,,,,,
6705,12,126,87,NaN,NaN,NaN,35,NaN,10,76,59,77,100
6706,,,,NaN,NaN,NaN,,NaN,,,,,
6707,12,125,87,NaN,NaN,NaN,35,NaN,10,76,59,77,100
6708,,,,NaN,NaN,NaN,,NaN,,,,,
6709,12,125,87,NaN,NaN,NaN,35,NaN,10,76,59,77,100
6710,,,,NaN,NaN,NaN,,NaN,,,,,
6711,12,126,88,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6712,,,,NaN,NaN,NaN,,NaN,,,,,
6713,12,124,87,NaN,NaN,NaN,34,NaN,10,76,58,77,100
6714,,,,NaN,NaN,NaN,,NaN,,,,,
6715,11,124,87,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6716,,,,NaN,NaN,NaN,,NaN,,,,,
6717,11,126,87,NaN,NaN,NaN,34,NaN,10,76,59,76,100
6718,,,,NaN,NaN,NaN,,NaN,,,,,
6719,12,124,86,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6720,,,,NaN,NaN,NaN,,NaN,,,,,
6721,12,125,87,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6722,,,,NaN,NaN,NaN,,NaN,,,,,
6723,12,125,87,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6724,,,,NaN,NaN,NaN,,NaN,,,,,
6725,12,123,86,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6726,,,,NaN,NaN,NaN,,NaN,,,,,
6727,12,124,87,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6728,,,,NaN,NaN,NaN,,NaN,,,,,
6729,12,125,87,NaN,NaN,NaN,34,NaN,10,76,58,77,100
6730,,,,NaN,NaN,NaN,,NaN,,,,,
6731,12,123,86,NaN,NaN,NaN,34,NaN,10,76,58,77,100
6732,,,,NaN,NaN,NaN,,NaN,,,,,
6733,12,125,87,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6734,,,,NaN,NaN,NaN,,NaN,,,,,
6735,12,126,87,NaN,NaN,NaN,34,NaN,10,76,58,77,100
6736,,,,NaN,NaN,NaN,,NaN,,,,,
6737,12,124,86,NaN,NaN,NaN,34,NaN,10,76,58,77,100
6738,,,,NaN,NaN,NaN,,NaN,,,,,
6739,12,124,87,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6740,,,,NaN,NaN,NaN,,NaN,,,,,
6741,12,125,87,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6742,,,,NaN,NaN,NaN,,NaN,,,,,
6743,12,124,87,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6744,,,,NaN,NaN,NaN,,NaN,,,,,
6745,12,124,87,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6746,,,,NaN,NaN,NaN,,NaN,,,,,
6747,12,126,87,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6748,,,,NaN,NaN,NaN,,NaN,,,,,
6749,12,124,87,NaN,NaN,NaN,34,NaN,10,76,59,76,100
6750,,,,NaN,NaN,NaN,,NaN,,,,,
6751,12,124,87,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6752,,,,NaN,NaN,NaN,,NaN,,,,,
6753,12,126,87,NaN,NaN,NaN,34,NaN,10,76,59,76,100
6754,,,,NaN,NaN,NaN,,NaN,,,,,
6755,12,123,86,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6756,,,,NaN,NaN,NaN,,NaN,,,,,
6757,12,124,86,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6758,,,,NaN,NaN,NaN,,NaN,,,,,
6759,12,125,86,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6760,,,,NaN,NaN,NaN,,NaN,,,,,
6761,12,122,86,NaN,NaN,NaN,34,NaN,10,76,57,76,100
6762,,,,NaN,NaN,NaN,,NaN,,,,,
6763,11,123,85,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6764,,,,NaN,NaN,NaN,,NaN,,,,,
6765,11,124,86,NaN,NaN,NaN,34,NaN,10,75,57,75,100
6766,,,,NaN,NaN,NaN,,NaN,,,,,
6767,12,122,85,NaN,NaN,NaN,34,NaN,10,75,57,76,100
6768,,,,NaN,NaN,NaN,,NaN,,,,,
6769,12,124,86,NaN,NaN,NaN,34,NaN,10,75,58,76,100
6770,,,,NaN,NaN,NaN,,NaN,,,,,
6771,12,126,86,NaN,NaN,NaN,34,NaN,10,75,58,75,100
6772,,,,NaN,NaN,NaN,,NaN,,,,,
6773,12,124,86,NaN,NaN,NaN,34,NaN,10,75,58,75,100
6774,,,,NaN,NaN,NaN,,NaN,,,,,
6775,11,125,87,NaN,NaN,NaN,34,NaN,10,75,59,76,100
6776,,,,NaN,NaN,NaN,,NaN,,,,,
6777,11,126,87,NaN,NaN,NaN,34,NaN,10,75,58,76,100
6778,,,,NaN,NaN,NaN,,NaN,,,,,
6779,12,124,87,NaN,NaN,NaN,34,NaN,10,75,58,76,100
6780,,,,NaN,NaN,NaN,,NaN,,,,,
6781,12,126,87,NaN,NaN,NaN,34,NaN,10,75,59,76,100
6782,,,,NaN,NaN,NaN,,NaN,,,,,
6783,12,127,87,NaN,NaN,NaN,34,NaN,10,75,59,76,100
6784,,,,NaN,NaN,NaN,,NaN,,,,,
6785,12,125,87,NaN,NaN,NaN,34,NaN,10,75,58,76,100
6786,,,,NaN,NaN,NaN,,NaN,,,,,
6787,11,125,87,NaN,NaN,NaN,34,NaN,10,75,58,76,100
6788,,,,NaN,NaN,NaN,,NaN,,,,,
6789,11,126,87,NaN,NaN,NaN,34,NaN,10,75,59,76,100
6790,,,,NaN,NaN,NaN,,NaN,,,,,
6791,11,125,87,NaN,NaN,NaN,34,NaN,10,75,59,76,100
6792,,,,NaN,NaN,NaN,,NaN,,,,,
6793,12,126,88,NaN,NaN,NaN,34,NaN,10,76,59,76,100
6794,,,,NaN,NaN,NaN,,NaN,,,,,
6795,12,127,88,NaN,NaN,NaN,34,NaN,10,76,59,76,100
6796,,,,NaN,NaN,NaN,,NaN,,,,,
6797,12,125,87,NaN,NaN,NaN,34,NaN,10,75,59,76,100
6798,,,,NaN,NaN,NaN,,NaN,,,,,
6799,12,126,88,NaN,NaN,NaN,34,NaN,10,76,60,77,100
6800,,,,NaN,NaN,NaN,,NaN,,,,,
6801,12,127,88,NaN,NaN,NaN,34,NaN,10,76,59,76,100
6802,,,,NaN,NaN,NaN,,NaN,,,,,
6803,12,126,88,NaN,NaN,NaN,34,NaN,10,76,59,76,100
6804,,,,NaN,NaN,NaN,,NaN,,,,,
6805,11,127,88,NaN,NaN,NaN,34,NaN,10,76,60,77,100
6806,,,,NaN,NaN,NaN,,NaN,,,,,
6807,11,126,88,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6808,,,,NaN,NaN,NaN,,NaN,,,,,
6809,12,124,87,NaN,NaN,NaN,35,NaN,10,76,58,76,100
6810,,,,NaN,NaN,NaN,,NaN,,,,,
6811,12,124,87,NaN,NaN,NaN,35,NaN,10,76,59,77,100
6812,,,,NaN,NaN,NaN,,NaN,,,,,
6813,12,126,87,NaN,NaN,NaN,35,NaN,10,76,59,76,100
6814,,,,NaN,NaN,NaN,,NaN,,,,,
6815,12,125,87,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6816,,,,NaN,NaN,NaN,,NaN,,,,,
6817,12,126,88,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6818,,,,NaN,NaN,NaN,,NaN,,,,,
6819,12,128,88,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6820,,,,NaN,NaN,NaN,,NaN,,,,,
6821,12,126,88,NaN,NaN,NaN,34,NaN,10,76,59,77,100
6822,,,,NaN,NaN,NaN,,NaN,,,,,
6823,12,126,88,NaN,NaN,NaN,34,NaN,10,76,59,76,100
6824,,,,NaN,NaN,NaN,,NaN,,,,,
6825,12,126,87,NaN,NaN,NaN,34,NaN,10,76,58,76,100
6826,,,,NaN,NaN,NaN,,NaN,,,,,
6827,12,125,87,NaN,NaN,NaN,34,NaN,10,75,58,75,100
6828,,,,NaN,NaN,NaN,,NaN,,,,,
6829,12,126,87,NaN,NaN,NaN,34,NaN,10,75,59,75,100
6830,,,,NaN,NaN,NaN,,NaN,,,,,
6831,12,127,87,NaN,NaN,NaN,34,NaN,10,75,58,75,100
6832,,,,NaN,NaN,NaN,,NaN,,,,,
6833,12,125,87,NaN,NaN,NaN,34,NaN,10,75,58,75,100
