time,Solar8000/CVP,Solar8000/ART_SBP,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_II,SNUADC/ECG_V5,Solar8000/ETCO2,SNUADC/ART,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_DBP,Solar8000/PLETH_HR,Solar8000/PLETH_SPO2
0,,,,NaN,NaN,NaN,,NaN,,,,,
1,,,,-495.6260070800781,-4.9562602043151855,-4.9562602043151855,,-498.6846008300781,,,,,
2,,,,-495.6240234375,-4.956240177154541,-4.956240177154541,,-498.6826477050781,,68,,,
3,,,,NaN,NaN,NaN,,NaN,,,,,
4,,,,NaN,NaN,NaN,,NaN,,68,,,
5,,,,NaN,NaN,NaN,,NaN,,,,,
6,,,,NaN,NaN,NaN,,NaN,,68,,,
7,,,,NaN,NaN,NaN,,NaN,,,,,
8,,,,NaN,NaN,NaN,,NaN,,68,,,
9,,,,NaN,NaN,NaN,,NaN,,,,,
10,,,,NaN,NaN,NaN,,NaN,,70,,,
11,,,,NaN,NaN,NaN,,NaN,,,,,
12,,,,NaN,NaN,NaN,,NaN,,71,,,
13,,,,NaN,NaN,NaN,,NaN,,,,,
14,,,,NaN,NaN,NaN,,NaN,,71,,,
15,,,,NaN,NaN,NaN,,NaN,,,,,
16,,,,NaN,NaN,NaN,,NaN,,75,,,
17,,,,NaN,NaN,NaN,,NaN,,,,,
18,,,,NaN,NaN,NaN,,NaN,,75,,,
19,,,,NaN,NaN,NaN,,NaN,,,,,
20,,,,NaN,NaN,NaN,,NaN,,75,,,
21,,,,NaN,NaN,NaN,,NaN,,,,,
22,,,,NaN,NaN,NaN,,NaN,,75,,,
23,,,,NaN,NaN,NaN,,NaN,,,,,
24,,,,NaN,NaN,NaN,,NaN,,76,,,
25,,,,NaN,NaN,NaN,,NaN,,,,,
26,,,,NaN,NaN,NaN,,NaN,,76,,,
27,,,,NaN,NaN,NaN,,NaN,,,,,
28,,,,NaN,NaN,NaN,,NaN,,77,,,
29,,,,NaN,NaN,NaN,,NaN,,,,,
30,,,,NaN,NaN,NaN,,NaN,,76,,,
31,,,,NaN,NaN,NaN,,NaN,,,,,
32,,,,NaN,NaN,NaN,,NaN,,64,,,
33,,,,NaN,NaN,NaN,,NaN,,,,,
34,,,,NaN,NaN,NaN,,NaN,,64,,,
35,,,,NaN,NaN,NaN,,NaN,,,,,
36,,,,NaN,NaN,NaN,,NaN,,63,,,
37,,,,NaN,NaN,NaN,,NaN,,,,,
38,,,,NaN,NaN,NaN,,NaN,,63,,,
39,,,,NaN,NaN,NaN,,NaN,,,,,
40,,,,NaN,NaN,NaN,,NaN,,70,,,
41,,,,NaN,NaN,NaN,,NaN,,,,,
42,,,,NaN,NaN,NaN,,NaN,,70,,,
43,,,,NaN,NaN,NaN,,NaN,,,,,
44,,,,NaN,NaN,NaN,,NaN,,68,,,
45,,,,NaN,NaN,NaN,,NaN,,,,,
46,,,,NaN,NaN,NaN,,NaN,,68,,,
47,,,,NaN,NaN,NaN,,NaN,,,,,
48,,,,NaN,NaN,NaN,,NaN,,68,,,
49,,,,NaN,NaN,NaN,,NaN,,,,,
50,,,,NaN,NaN,NaN,,NaN,,69,,,
51,,,,NaN,NaN,NaN,,NaN,,,,,
52,,,,NaN,NaN,NaN,,NaN,,68,,,
53,,,,NaN,NaN,NaN,,NaN,,,,,
54,,,,NaN,NaN,NaN,,NaN,,70,,,
55,,,,NaN,NaN,NaN,,NaN,,,,,
56,,,,NaN,NaN,NaN,,NaN,,69,,67,95
57,,,,NaN,NaN,NaN,,NaN,,,,,
58,,,,NaN,NaN,NaN,,NaN,,68,,67,95
59,,,,NaN,NaN,NaN,,NaN,,,,,
60,,,,NaN,NaN,NaN,,NaN,,67,,67,95
61,,,,NaN,NaN,NaN,,NaN,,,,,
62,,,,NaN,NaN,NaN,,NaN,,67,,67,95
63,,,,NaN,NaN,NaN,,NaN,,,,,
64,,,,NaN,NaN,NaN,,NaN,,68,,67,95
65,,,,NaN,NaN,NaN,,NaN,,,,,
66,,,,NaN,NaN,NaN,,NaN,,68,,67,95
67,,,,NaN,NaN,NaN,,NaN,,,,,
68,,,,NaN,NaN,NaN,,NaN,,70,,,
69,,,,NaN,NaN,NaN,,NaN,,,,,
70,,,,NaN,NaN,NaN,,NaN,,71,,,
71,,,,NaN,NaN,NaN,,NaN,,,,,
72,,,,NaN,NaN,NaN,,NaN,,72,,,
73,,,,NaN,NaN,NaN,,NaN,,,,,
74,,,,NaN,NaN,NaN,,NaN,,72,,,
75,,,,NaN,NaN,NaN,,NaN,,,,,
76,,,,NaN,NaN,NaN,,NaN,,71,,,
77,,,,NaN,NaN,NaN,,NaN,,,,,
78,,,,NaN,NaN,NaN,,NaN,,71,,,
79,,,,NaN,NaN,NaN,,NaN,,,,,
80,,,,NaN,NaN,NaN,,NaN,,71,,,
81,,,,NaN,NaN,NaN,,NaN,,,,,
82,,,,NaN,NaN,NaN,,NaN,,78,,,
83,,,,NaN,NaN,NaN,,NaN,,,,,
84,,,,NaN,NaN,NaN,,NaN,,78,,,
85,,,,NaN,NaN,NaN,,NaN,,,,,
86,,,,NaN,NaN,NaN,,NaN,,78,,,
87,,,,NaN,NaN,NaN,,NaN,,,,,
88,,,,NaN,NaN,NaN,,NaN,,78,,,
89,,,,NaN,NaN,NaN,,NaN,,,,,
90,,,,NaN,NaN,NaN,,NaN,,77,,,
91,,,,NaN,NaN,NaN,,NaN,,,,,
92,,,,NaN,NaN,NaN,,NaN,,77,,,
93,,,,NaN,NaN,NaN,,NaN,,,,,
94,,,,NaN,NaN,NaN,,NaN,,71,,,
95,,,,NaN,NaN,NaN,,NaN,,,,,
96,,,,NaN,NaN,NaN,,NaN,,71,,,
97,,,,NaN,NaN,NaN,,NaN,,,,,
98,,,,NaN,NaN,NaN,,NaN,,72,,,
99,,,,NaN,NaN,NaN,,NaN,,,,,
100,,,,NaN,NaN,NaN,,NaN,,72,,,
101,,,,NaN,NaN,NaN,,NaN,,,,,
102,,,,NaN,NaN,NaN,,NaN,,73,,,
103,,,,NaN,NaN,NaN,,NaN,,,,,
104,,,,NaN,NaN,NaN,,NaN,,73,,,
105,,,,NaN,NaN,NaN,,NaN,,,,,
106,,,,NaN,NaN,NaN,,NaN,,72,,,
107,,,,NaN,NaN,NaN,,NaN,,,,,
108,,,,NaN,NaN,NaN,,NaN,,72,,,
109,,,,NaN,NaN,NaN,,NaN,,,,,
110,,,,NaN,NaN,NaN,,NaN,,72,,,
111,,,,NaN,NaN,NaN,,NaN,,,,,
112,,,,NaN,NaN,NaN,,NaN,,73,,,
113,,,,NaN,NaN,NaN,,NaN,,,,,
114,0,,,NaN,NaN,NaN,,NaN,,73,,,
115,,,,NaN,NaN,NaN,,NaN,,,,,
116,0,0,0,NaN,NaN,NaN,,NaN,,72,0,,
117,,,,NaN,NaN,NaN,,NaN,,,,,
118,0,0,0,NaN,NaN,NaN,,NaN,,71,0,,
119,,,,NaN,NaN,NaN,,NaN,,,,,
120,0,0,0,NaN,NaN,NaN,,NaN,,70,0,,
121,,,,NaN,NaN,NaN,,NaN,,,,,
122,0,0,0,NaN,NaN,NaN,,NaN,,68,0,,
123,,,,NaN,NaN,NaN,,NaN,,,,,
124,0,0,0,NaN,NaN,NaN,,NaN,,65,0,,
125,,,,NaN,NaN,NaN,,NaN,,,,,
126,-2,0,0,NaN,NaN,NaN,,NaN,,66,0,,
127,,,,NaN,NaN,NaN,,NaN,,,,,
128,-2,1,0,NaN,NaN,NaN,,NaN,,66,-2,,
129,,,,NaN,NaN,NaN,,NaN,,,,,
130,-6,1,0,NaN,NaN,NaN,,NaN,,65,-2,,
131,,,,NaN,NaN,NaN,,NaN,,,,,
132,-6,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
133,,,,NaN,NaN,NaN,,NaN,,,,,
134,-6,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
135,,,,NaN,NaN,NaN,,NaN,,,,,
136,-6,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
137,,,,NaN,NaN,NaN,,NaN,,,,,
138,-6,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
139,,,,NaN,NaN,NaN,,NaN,,,,,
140,-6,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
141,,,,NaN,NaN,NaN,,NaN,,,,,
142,-6,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,,
143,,,,NaN,NaN,NaN,,NaN,,,,,
144,-6,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
145,,,,NaN,NaN,NaN,,NaN,,,,,
146,-6,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,,
147,,,,NaN,NaN,NaN,,NaN,,,,,
148,-6,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,,
149,,,,NaN,NaN,NaN,,NaN,,,,,
150,-6,-6,-6,NaN,NaN,NaN,,NaN,,72,-6,,
151,,,,NaN,NaN,NaN,,NaN,,,,,
152,-6,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
153,,,,NaN,NaN,NaN,,NaN,,,,,
154,-6,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
155,,,,NaN,NaN,NaN,,NaN,,,,,
156,-6,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
157,,,,NaN,NaN,NaN,,NaN,,,,,
158,-6,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
159,,,,NaN,NaN,NaN,,NaN,,,,,
160,-6,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
161,,,,NaN,NaN,NaN,,NaN,,,,,
162,-6,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
163,,,,NaN,NaN,NaN,,NaN,,,,,
164,-6,-6,-6,NaN,NaN,NaN,,NaN,,72,-6,69,96
165,,,,NaN,NaN,NaN,,NaN,,,,,
166,-6,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,69,96
167,,,,NaN,NaN,NaN,,NaN,,,,,
168,-6,-6,-6,NaN,NaN,NaN,,NaN,,72,-6,69,96
169,,,,NaN,NaN,NaN,,NaN,,,,,
170,-6,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,70,97
171,,,,NaN,NaN,NaN,,NaN,,,,,
172,-6,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,70,97
173,,,,NaN,NaN,NaN,,NaN,,,,,
174,-7,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,70,97
175,,,,NaN,NaN,NaN,,NaN,,,,,
176,-7,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,,
177,,,,NaN,NaN,NaN,,NaN,,,,,
178,-7,-6,-6,NaN,NaN,NaN,,NaN,,72,-6,,
179,,,,NaN,NaN,NaN,,NaN,,,,,
180,-7,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,,
181,,,,NaN,NaN,NaN,,NaN,,,,,
182,-7,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
183,,,,NaN,NaN,NaN,,NaN,,,,,
184,-7,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
185,,,,NaN,NaN,NaN,,NaN,,,,,
186,-7,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
187,,,,NaN,NaN,NaN,,NaN,,,,,
188,-7,-6,-6,NaN,NaN,NaN,,NaN,,67,-6,,
189,,,,NaN,NaN,NaN,,NaN,,,,,
190,-6,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
191,,,,NaN,NaN,NaN,,NaN,,,,,
192,-6,-6,-6,NaN,NaN,NaN,,NaN,,67,-6,,
193,,,,NaN,NaN,NaN,,NaN,,,,,
194,-7,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
195,,,,NaN,NaN,NaN,,NaN,,,,,
196,-7,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
197,,,,NaN,NaN,NaN,,NaN,,,,,
198,-7,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
199,,,,NaN,NaN,NaN,,NaN,,,,,
200,-7,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
201,,,,NaN,NaN,NaN,,NaN,,,,,
202,-7,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
203,,,,NaN,NaN,NaN,,NaN,,,,,
204,-7,-3,-6,NaN,NaN,NaN,,NaN,,60,-9,,
205,,,,NaN,NaN,NaN,,NaN,,,,,
206,-7,-3,-6,NaN,NaN,NaN,,NaN,,59,-9,,
207,,,,NaN,NaN,NaN,,NaN,,,,,
208,-7,-6,-6,NaN,NaN,NaN,,NaN,,60,-6,,
209,,,,NaN,NaN,NaN,,NaN,,,,,
210,-7,-6,-6,NaN,NaN,NaN,,NaN,,67,-6,,
211,,,,NaN,NaN,NaN,,NaN,,,,,
212,-7,-6,-6,NaN,NaN,NaN,,NaN,,65,-6,,
213,,,,NaN,NaN,NaN,,NaN,,,,,
214,-7,-6,-6,NaN,NaN,NaN,,NaN,,66,-6,,
215,,,,NaN,NaN,NaN,,NaN,,,,,
216,-8,-6,-6,NaN,NaN,NaN,,NaN,,65,-6,,
217,,,,NaN,NaN,NaN,,NaN,,,,,
218,-8,-6,-6,NaN,NaN,NaN,,NaN,,66,-6,,
219,,,,NaN,NaN,NaN,,NaN,,,,,
220,-8,-6,-6,NaN,NaN,NaN,,NaN,,67,-6,,
221,,,,NaN,NaN,NaN,,NaN,,,,,
222,-8,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
223,,,,NaN,NaN,NaN,,NaN,,,,,
224,-8,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
225,,,,NaN,NaN,NaN,,NaN,,,,,
226,-8,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
227,,,,NaN,NaN,NaN,,NaN,,,,,
228,-8,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
229,,,,NaN,NaN,NaN,,NaN,,,,,
230,-8,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
231,,,,NaN,NaN,NaN,,NaN,,,,,
232,-8,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
233,,,,NaN,NaN,NaN,,NaN,,,,,
234,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
235,,,,NaN,NaN,NaN,,NaN,,,,,
236,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
237,,,,NaN,NaN,NaN,,NaN,,,,,
238,-8,-6,-6,NaN,NaN,NaN,,NaN,,68,-6,,
239,,,,NaN,NaN,NaN,,NaN,,,,,
240,-8,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
241,,,,NaN,NaN,NaN,,NaN,,,,,
242,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
243,,,,NaN,NaN,NaN,,NaN,,,,,
244,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
245,,,,NaN,NaN,NaN,,NaN,,,,,
246,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
247,,,,NaN,NaN,NaN,,NaN,,,,,
248,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
249,,,,NaN,NaN,NaN,,NaN,,,,,
250,-9,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
251,,,,NaN,NaN,NaN,,NaN,,,,,
252,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
253,,,,NaN,NaN,NaN,,NaN,,,,,
254,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
255,,,,NaN,NaN,NaN,,NaN,,,,,
256,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
257,,,,NaN,NaN,NaN,,NaN,,,,,
258,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
259,,,,NaN,NaN,NaN,,NaN,,,,,
260,-9,-6,-6,NaN,NaN,NaN,,NaN,,69,-6,,
261,,,,NaN,NaN,NaN,,NaN,,,,,
262,-9,-6,-6,NaN,NaN,NaN,,NaN,,70,-6,,
263,,,,NaN,NaN,NaN,,NaN,,,,,
264,-8,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,,
265,,,,NaN,NaN,NaN,,NaN,,,,,
266,-8,-6,-6,NaN,NaN,NaN,,NaN,,73,-6,,
267,,,,NaN,NaN,NaN,,NaN,,,,,
268,-9,-6,-6,NaN,NaN,NaN,,NaN,,73,-6,,
269,,,,NaN,NaN,NaN,,NaN,,,,,
270,-9,-6,-6,NaN,NaN,NaN,,NaN,,72,-6,,
271,,,,NaN,NaN,NaN,,NaN,,,,,
272,-9,-6,-6,NaN,NaN,NaN,,NaN,,72,-6,,
273,,,,NaN,NaN,NaN,,NaN,,,,,
274,-9,-6,-6,NaN,NaN,NaN,,NaN,,72,-6,,
275,,,,NaN,NaN,NaN,,NaN,,,,,
276,-9,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,,
277,,,,NaN,NaN,NaN,,NaN,,,,,
278,-9,-6,-6,NaN,NaN,NaN,,NaN,,71,-6,,
279,,,,NaN,NaN,NaN,,NaN,,,,,
280,-9,-6,-6,NaN,NaN,NaN,,NaN,,72,-6,,
281,,,,NaN,NaN,NaN,,NaN,,,,,
282,-9,-6,-6,NaN,NaN,NaN,,NaN,,72,-6,,
283,,,,NaN,NaN,NaN,,NaN,,,,,
284,-9,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
285,,,,NaN,NaN,NaN,,NaN,,,,,
286,-9,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
287,,,,NaN,NaN,NaN,,NaN,,,,,
288,-9,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
289,,,,NaN,NaN,NaN,,NaN,,,,,
290,-9,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
291,,,,NaN,NaN,NaN,,NaN,,,,,
292,-9,-7,-7,NaN,NaN,NaN,,NaN,,84,-7,,
293,,,,NaN,NaN,NaN,,NaN,,,,,
294,-9,-7,-7,NaN,NaN,NaN,,NaN,,83,-7,,
295,,,,NaN,NaN,NaN,,NaN,,,,,
296,-9,-7,-7,NaN,NaN,NaN,,NaN,,83,-7,,
297,,,,NaN,NaN,NaN,,NaN,,,,,
298,-9,-7,-7,NaN,NaN,NaN,,NaN,,83,-7,,
299,,,,NaN,NaN,NaN,,NaN,,,,,
300,-9,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,,
301,,,,NaN,NaN,NaN,,NaN,,,,,
302,-9,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
303,,,,NaN,NaN,NaN,,NaN,,,,,
304,-9,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
305,,,,NaN,NaN,NaN,,NaN,,,,,
306,-9,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
307,,,,NaN,NaN,NaN,,NaN,,,,,
308,-9,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
309,,,,NaN,NaN,NaN,,NaN,,,,,
310,-10,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
311,,,,NaN,NaN,NaN,,NaN,,,,,
312,-10,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
313,,,,NaN,NaN,NaN,,NaN,,,,,
314,-9,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
315,,,,NaN,NaN,NaN,,NaN,,,,,
316,-9,-5,-5,NaN,NaN,NaN,,NaN,,74,-5,,
317,,,,NaN,NaN,NaN,,NaN,,,,,
318,-10,-5,-5,NaN,NaN,NaN,,NaN,,74,-5,,
319,,,,NaN,NaN,NaN,,NaN,,,,,
320,-10,-7,-7,NaN,NaN,NaN,,NaN,,74,-7,,
321,,,,NaN,NaN,NaN,,NaN,,,,,
322,-10,-7,-7,NaN,NaN,NaN,,NaN,,75,-7,,
323,,,,NaN,NaN,NaN,,NaN,,,,,
324,-10,-7,-7,NaN,NaN,NaN,,NaN,,75,-7,,
325,,,,NaN,NaN,NaN,,NaN,,,,,
326,-10,-7,-7,NaN,NaN,NaN,,NaN,,75,-7,,
327,,,,NaN,NaN,NaN,,NaN,,,,,
328,-9,-7,-7,NaN,NaN,NaN,,NaN,,75,-7,,
329,,,,NaN,NaN,NaN,,NaN,,,,,
330,-9,-7,-7,NaN,NaN,NaN,,NaN,,75,-7,,
331,,,,NaN,NaN,NaN,,NaN,,,,,
332,-9,-7,-7,NaN,NaN,NaN,,NaN,,75,-7,,
333,,,,NaN,NaN,NaN,,NaN,,,,,
334,-9,-7,-7,NaN,NaN,NaN,,NaN,,74,-7,,
335,,,,NaN,NaN,NaN,,NaN,,,,,
336,-9,-7,-7,NaN,NaN,NaN,,NaN,,74,-7,,
337,,,,NaN,NaN,NaN,,NaN,,,,,
338,-9,-7,-7,NaN,NaN,NaN,28,NaN,,74,-7,,
339,,,,NaN,NaN,NaN,,NaN,,,,,
340,-10,-7,-7,NaN,NaN,NaN,28,NaN,,74,-7,86,96
341,,,,NaN,NaN,NaN,,NaN,,,,,
342,-10,-7,-7,NaN,NaN,NaN,28,NaN,,74,-7,86,96
343,,,,NaN,NaN,NaN,,NaN,,,,,
344,-10,-7,-7,NaN,NaN,NaN,28,NaN,,74,-7,,
345,,,,NaN,NaN,NaN,,NaN,,,,,
346,-10,-7,-7,NaN,NaN,NaN,,NaN,,74,-7,,
347,,,,NaN,NaN,NaN,,NaN,,,,,
348,-10,-7,-7,NaN,NaN,NaN,,NaN,,74,-7,,
349,,,,NaN,NaN,NaN,,NaN,,,,,
350,-10,-7,-7,NaN,NaN,NaN,,NaN,,74,-7,,
351,,,,NaN,NaN,NaN,,NaN,,,,,
352,-10,-7,-7,NaN,NaN,NaN,,NaN,,74,-7,,
353,,,,NaN,NaN,NaN,,NaN,,,,,
354,-10,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
355,,,,NaN,NaN,NaN,,NaN,,,,,
356,-10,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
357,,,,NaN,NaN,NaN,,NaN,,,,,
358,-10,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
359,,,,NaN,NaN,NaN,,NaN,,,,,
360,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,,
361,,,,NaN,NaN,NaN,,NaN,,,,,
362,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,,
363,,,,NaN,NaN,NaN,,NaN,,,,,
364,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,,
365,,,,NaN,NaN,NaN,,NaN,,,,,
366,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,,
367,,,,NaN,NaN,NaN,,NaN,,,,,
368,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,,
369,,,,NaN,NaN,NaN,,NaN,,,,,
370,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,,
371,,,,NaN,NaN,NaN,,NaN,,,,,
372,-10,-7,-7,NaN,NaN,NaN,,NaN,,70,-7,,
373,,,,NaN,NaN,NaN,,NaN,,,,,
374,-10,-7,-7,NaN,NaN,NaN,,NaN,,70,-7,,
375,,,,NaN,NaN,NaN,,NaN,,,,,
376,-10,-7,-7,NaN,NaN,NaN,,NaN,,71,-7,,
377,,,,NaN,NaN,NaN,,NaN,,,,,
378,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,,
379,,,,NaN,NaN,NaN,,NaN,,,,,
380,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,,
381,,,,NaN,NaN,NaN,,NaN,,,,,
382,-10,-7,-7,NaN,NaN,NaN,,NaN,,72,-7,,
383,,,,NaN,NaN,NaN,,NaN,,,,,
384,-10,-7,-7,NaN,NaN,NaN,,NaN,,73,-7,,
385,,,,NaN,NaN,NaN,,NaN,,,,,
386,-10,-7,-7,NaN,NaN,NaN,,NaN,,74,-7,,
387,,,,NaN,NaN,NaN,,NaN,,,,,
388,-10,-7,-7,NaN,NaN,NaN,,NaN,,76,-7,,
389,,,,NaN,NaN,NaN,,NaN,,,,,
390,-10,-7,-7,NaN,NaN,NaN,,NaN,,77,-7,,
391,,,,NaN,NaN,NaN,,NaN,,,,,
392,-9,-7,-7,NaN,NaN,NaN,,NaN,,78,-7,,
393,,,,NaN,NaN,NaN,,NaN,,,,,
394,-9,-7,-7,NaN,NaN,NaN,,NaN,,78,-7,,
395,,,,NaN,NaN,NaN,,NaN,,,,,
396,-10,-7,-7,NaN,NaN,NaN,,NaN,,78,-7,,
397,,,,NaN,NaN,NaN,,NaN,,,,,
398,-10,-7,-7,NaN,NaN,NaN,,NaN,,78,-7,,
399,,,,NaN,NaN,NaN,,NaN,,,,,
400,-10,-7,-7,NaN,NaN,NaN,,NaN,,78,-7,,
401,,,,NaN,NaN,NaN,,NaN,,,,,
402,-10,-7,-7,NaN,NaN,NaN,,NaN,,79,-7,,
403,,,,NaN,NaN,NaN,,NaN,,,,,
404,-10,-7,-7,NaN,NaN,NaN,,NaN,,78,-7,,
405,,,,NaN,NaN,NaN,,NaN,,,,,
406,-10,-7,-7,NaN,NaN,NaN,,NaN,,79,-7,,
407,,,,NaN,NaN,NaN,,NaN,,,,,
408,-10,-7,-7,NaN,NaN,NaN,,NaN,,79,-7,,
409,,,,NaN,NaN,NaN,,NaN,,,,,
410,-10,-7,-7,NaN,NaN,NaN,,NaN,,79,-7,,
411,,,,NaN,NaN,NaN,,NaN,,,,,
412,-10,-2,-7,NaN,NaN,NaN,,NaN,,79,-13,,
413,,,,NaN,NaN,NaN,,NaN,,,,,
414,-10,-4,-7,NaN,NaN,NaN,,NaN,,79,-10,,
415,,,,NaN,NaN,NaN,,NaN,,,,,
416,-10,-5,-7,NaN,NaN,NaN,,NaN,,78,-9,,
417,,,,NaN,NaN,NaN,,NaN,,,,,
418,-10,-5,-7,NaN,NaN,NaN,,NaN,,78,-9,,
419,,,,NaN,NaN,NaN,,NaN,,,,,
420,-10,-7,-7,NaN,NaN,NaN,,NaN,,78,-8,,
421,,,,NaN,NaN,NaN,,NaN,,,,,
422,-10,-6,-7,NaN,NaN,NaN,,NaN,,77,-9,,
423,,,,NaN,NaN,NaN,,NaN,,,,,
424,-10,-6,-7,NaN,NaN,NaN,,NaN,,77,-9,,
425,,,,NaN,NaN,NaN,,NaN,,,,,
426,-10,-6,-7,NaN,NaN,NaN,,NaN,,77,-9,,
427,,,,NaN,NaN,NaN,,NaN,,,,,
428,-10,-7,-7,NaN,NaN,NaN,,NaN,,77,-7,,
429,,,,NaN,NaN,NaN,,NaN,,,,,
430,-10,1,-7,NaN,NaN,NaN,,NaN,,76,-15,,
431,,,,NaN,NaN,NaN,,NaN,,,,,
432,-10,1,-7,NaN,NaN,NaN,,NaN,,76,-15,,
433,,,,NaN,NaN,NaN,,NaN,,,,,
434,-10,-7,-7,NaN,NaN,NaN,,NaN,,75,-7,,
435,,,,NaN,NaN,NaN,,NaN,,,,,
436,-10,-7,-7,NaN,NaN,NaN,,NaN,,76,-9,,
437,,,,NaN,NaN,NaN,,NaN,,,,,
438,-10,-7,-7,NaN,NaN,NaN,,NaN,,75,-9,,
439,,,,NaN,NaN,NaN,,NaN,,,,,
440,-10,-6,-7,NaN,NaN,NaN,,NaN,,75,-9,,
441,,,,NaN,NaN,NaN,,NaN,,,,,
442,-10,-6,-7,NaN,NaN,NaN,,NaN,,75,-9,,
443,,,,NaN,NaN,NaN,,NaN,,,,,
444,-10,-7,-7,NaN,NaN,NaN,,NaN,,75,-7,,
445,,,,NaN,NaN,NaN,,NaN,,,,,
446,-10,-7,-7,NaN,NaN,NaN,,NaN,,75,-7,,
447,,,,NaN,NaN,NaN,,NaN,,,,,
448,-10,-7,-7,NaN,NaN,NaN,,NaN,,74,-7,,
449,,,,NaN,NaN,NaN,,NaN,,,,,
450,-10,-6,-7,NaN,NaN,NaN,,NaN,,73,-10,,
451,,,,NaN,NaN,NaN,,NaN,,,,,
