time,Solar8000/CVP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/HR,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/ETCO2
10161,,NaN,,,,,NaN,,NaN,,,NaN,
10162,5,NaN,14,51,122,122,NaN,100,NaN,67,100,NaN,35
10163,,NaN,,,,,NaN,,NaN,,,NaN,
10164,5,NaN,14,53,121,122,NaN,105,NaN,68,100,NaN,35
10165,,NaN,,,,,NaN,,NaN,,,NaN,
10166,5,NaN,14,52,122,122,NaN,103,NaN,68,100,NaN,35
10167,,NaN,,,,,NaN,,NaN,,,NaN,
10168,5,NaN,14,53,122,122,NaN,106,NaN,69,100,NaN,35
10169,,NaN,,,,,NaN,,NaN,,,NaN,
10170,5,NaN,14,51,122,122,NaN,105,NaN,68,100,NaN,35
10171,,NaN,,,,,NaN,,NaN,,,NaN,
10172,5,NaN,14,52,122,123,NaN,105,NaN,68,100,NaN,35
10173,,NaN,,,,,NaN,,NaN,,,NaN,
10174,5,NaN,14,52,122,122,NaN,107,NaN,69,100,NaN,35
10175,,NaN,,,,,NaN,,NaN,,,NaN,
10176,5,NaN,14,51,122,122,NaN,104,NaN,68,100,NaN,35
10177,,NaN,,,,,NaN,,NaN,,,NaN,
10178,5,NaN,14,53,122,122,NaN,109,NaN,70,100,NaN,35
10179,,NaN,,,,,NaN,,NaN,,,NaN,
10180,5,NaN,14,53,122,122,NaN,107,NaN,69,100,NaN,35
10181,,NaN,,,,,NaN,,NaN,,,NaN,
10182,5,NaN,14,54,122,122,NaN,111,NaN,71,100,NaN,35
10183,,NaN,,,,,NaN,,NaN,,,NaN,
10184,5,NaN,14,53,123,123,NaN,106,NaN,69,100,NaN,35
10185,,NaN,,,,,NaN,,NaN,,,NaN,
10186,5,NaN,14,54,123,123,NaN,111,NaN,71,100,NaN,35
10187,,NaN,,,,,NaN,,NaN,,,NaN,
10188,5,NaN,14,51,122,123,NaN,105,NaN,68,100,NaN,35
10189,,NaN,,,,,NaN,,NaN,,,NaN,
10190,5,NaN,14,55,122,123,NaN,112,NaN,71,100,NaN,35
10191,,NaN,,,,,NaN,,NaN,,,NaN,
10192,5,NaN,14,52,123,123,NaN,107,NaN,69,100,NaN,34
10193,,NaN,,,,,NaN,,NaN,,,NaN,
10194,5,NaN,14,53,123,123,NaN,110,NaN,70,100,NaN,34
10195,,NaN,,,,,NaN,,NaN,,,NaN,
10196,5,NaN,14,53,123,123,NaN,108,NaN,70,100,NaN,34
10197,,NaN,,,,,NaN,,NaN,,,NaN,
10198,5,NaN,14,53,123,123,NaN,109,NaN,69,100,NaN,34
10199,,NaN,,,,,NaN,,NaN,,,NaN,
10200,5,NaN,14,53,123,123,NaN,109,NaN,70,100,NaN,35
10201,,NaN,,,,,NaN,,NaN,,,NaN,
10202,5,NaN,14,54,123,123,NaN,111,NaN,71,100,NaN,35
10203,,NaN,,,,,NaN,,NaN,,,NaN,
10204,5,NaN,14,52,123,123,NaN,109,NaN,71,100,NaN,35
10205,,NaN,,,,,NaN,,NaN,,,NaN,
10206,5,NaN,14,50,123,123,NaN,105,NaN,67,100,NaN,35
10207,,NaN,,,,,NaN,,NaN,,,NaN,
10208,5,NaN,14,53,123,123,NaN,109,NaN,69,100,NaN,35
10209,,NaN,,,,,NaN,,NaN,,,NaN,
10210,5,NaN,14,54,123,123,NaN,108,NaN,69,100,NaN,35
10211,,NaN,,,,,NaN,,NaN,,,NaN,
10212,5,NaN,14,58,123,123,NaN,115,NaN,73,100,NaN,35
10213,,NaN,,,,,NaN,,NaN,,,NaN,
10214,5,NaN,14,55,123,124,NaN,110,NaN,72,100,NaN,35
10215,,NaN,,,,,NaN,,NaN,,,NaN,
10216,5,NaN,14,56,123,124,NaN,115,NaN,73,100,NaN,35
10217,,NaN,,,,,NaN,,NaN,,,NaN,
10218,5,NaN,14,54,123,124,NaN,111,NaN,71,100,NaN,35
10219,,NaN,,,,,NaN,,NaN,,,NaN,
10220,5,NaN,14,56,124,125,NaN,116,NaN,73,100,NaN,35
10221,,NaN,,,,,NaN,,NaN,,,NaN,
10222,5,NaN,14,54,124,125,NaN,111,NaN,72,100,NaN,35
10223,,NaN,,,,,NaN,,NaN,,,NaN,
10224,5,NaN,14,55,123,125,NaN,114,NaN,72,100,NaN,35
10225,,NaN,,,,,NaN,,NaN,,,NaN,
10226,5,NaN,14,53,124,125,NaN,110,NaN,71,100,NaN,35
10227,,NaN,,,,,NaN,,NaN,,,NaN,
10228,5,NaN,14,54,124,125,NaN,113,NaN,71,100,NaN,35
10229,,NaN,,,,,NaN,,NaN,,,NaN,
10230,5,NaN,14,54,124,125,NaN,109,NaN,71,100,NaN,35
10231,,NaN,,,,,NaN,,NaN,,,NaN,
10232,5,NaN,14,55,124,125,NaN,113,NaN,72,100,NaN,35
10233,,NaN,,,,,NaN,,NaN,,,NaN,
10234,5,NaN,14,54,125,124,NaN,114,NaN,72,100,NaN,35
10235,,NaN,,,,,NaN,,NaN,,,NaN,
10236,5,NaN,14,54,125,124,NaN,113,NaN,71,100,NaN,35
10237,,NaN,,,,,NaN,,NaN,,,NaN,
10238,5,NaN,14,54,125,124,NaN,116,NaN,72,100,NaN,35
10239,,NaN,,,,,NaN,,NaN,,,NaN,
10240,5,NaN,14,54,123,124,NaN,111,NaN,71,100,NaN,35
10241,,NaN,,,,,NaN,,NaN,,,NaN,
10242,5,NaN,14,56,123,124,NaN,117,NaN,73,100,NaN,35
10243,,NaN,,,,,NaN,,NaN,,,NaN,
10244,5,NaN,14,54,123,124,NaN,110,NaN,71,100,NaN,35
10245,,NaN,,,,,NaN,,NaN,,,NaN,
10246,5,NaN,14,57,123,124,NaN,115,NaN,73,100,NaN,35
10247,,NaN,,,,,NaN,,NaN,,,NaN,
10248,5,NaN,14,55,123,124,NaN,110,NaN,72,100,NaN,35
10249,,NaN,,,,,NaN,,NaN,,,NaN,
10250,5,NaN,14,56,124,124,NaN,114,NaN,73,100,NaN,35
10251,,NaN,,,,,NaN,,NaN,,,NaN,
10252,5,NaN,14,54,124,123,NaN,110,NaN,71,100,NaN,35
10253,,NaN,,,,,NaN,,NaN,,,NaN,
10254,5,NaN,14,57,124,124,NaN,115,NaN,73,100,NaN,35
10255,,NaN,,,,,NaN,,NaN,,,NaN,
10256,5,NaN,14,55,124,124,NaN,111,NaN,72,100,NaN,35
10257,,NaN,,,,,NaN,,NaN,,,NaN,
10258,5,NaN,14,55,124,124,NaN,113,NaN,72,100,NaN,35
10259,,NaN,,,,,NaN,,NaN,,,NaN,
10260,5,NaN,14,55,124,124,NaN,115,NaN,73,100,NaN,35
10261,,NaN,,,,,NaN,,NaN,,,NaN,
10262,5,NaN,14,57,123,124,NaN,116,NaN,73,100,NaN,35
10263,,NaN,,,,,NaN,,NaN,,,NaN,
10264,5,NaN,14,55,123,124,NaN,115,NaN,74,100,NaN,35
10265,,NaN,,,,,NaN,,NaN,,,NaN,
10266,5,NaN,14,55,124,124,NaN,114,NaN,72,100,NaN,35
10267,,NaN,,,,,NaN,,NaN,,,NaN,
10268,5,NaN,14,56,124,124,NaN,117,NaN,74,100,NaN,35
10269,,NaN,,,,,NaN,,NaN,,,NaN,
10270,5,NaN,14,55,124,124,NaN,114,NaN,73,100,NaN,35
10271,,NaN,,,,,NaN,,NaN,,,NaN,
10272,5,NaN,14,57,124,124,NaN,119,NaN,75,100,NaN,35
10273,,NaN,,,,,NaN,,NaN,,,NaN,
10274,5,NaN,14,53,123,124,NaN,112,NaN,72,100,NaN,35
10275,,NaN,,,,,NaN,,NaN,,,NaN,
10276,5,NaN,14,54,123,124,NaN,117,NaN,72,100,NaN,35
10277,,NaN,,,,,NaN,,NaN,,,NaN,
10278,5,NaN,14,53,123,124,NaN,112,NaN,71,100,NaN,35
10279,,NaN,,,,,NaN,,NaN,,,NaN,
10280,5,NaN,14,57,123,124,NaN,118,NaN,74,100,NaN,35
10281,,NaN,,,,,NaN,,NaN,,,NaN,
10282,5,NaN,14,54,123,124,NaN,113,NaN,72,100,NaN,35
10283,,NaN,,,,,NaN,,NaN,,,NaN,
10284,5,NaN,14,56,123,124,NaN,116,NaN,73,100,NaN,35
10285,,NaN,,,,,NaN,,NaN,,,NaN,
10286,5,NaN,14,54,123,124,NaN,113,NaN,72,100,NaN,35
10287,,NaN,,,,,NaN,,NaN,,,NaN,
10288,5,NaN,14,56,123,124,NaN,116,NaN,73,100,NaN,35
10289,,NaN,,,,,NaN,,NaN,,,NaN,
10290,5,NaN,14,54,123,124,NaN,115,NaN,73,100,NaN,35
10291,,NaN,,,,,NaN,,NaN,,,NaN,
10292,5,NaN,14,55,124,124,NaN,114,NaN,72,100,NaN,35
10293,,NaN,,,,,NaN,,NaN,,,NaN,
10294,5,NaN,14,55,123,124,NaN,117,NaN,73,100,NaN,35
10295,,NaN,,,,,NaN,,NaN,,,NaN,
10296,5,NaN,14,55,123,124,NaN,114,NaN,72,100,NaN,35
10297,,NaN,,,,,NaN,,NaN,,,NaN,
10298,5,NaN,14,55,123,124,NaN,117,NaN,73,100,NaN,35
10299,,NaN,,,,,NaN,,NaN,,,NaN,
10300,5,NaN,14,55,123,124,NaN,114,NaN,72,100,NaN,35
10301,,NaN,,,,,NaN,,NaN,,,NaN,
10302,5,NaN,14,56,123,124,NaN,119,NaN,74,100,NaN,35
10303,,NaN,,,,,NaN,,NaN,,,NaN,
10304,5,NaN,14,55,122,124,NaN,113,NaN,72,100,NaN,35
10305,,NaN,,,,,NaN,,NaN,,,NaN,
10306,5,NaN,14,56,122,124,NaN,119,NaN,74,100,NaN,35
10307,,NaN,,,,,NaN,,NaN,,,NaN,
10308,5,NaN,14,53,124,124,NaN,112,NaN,71,100,NaN,35
10309,,NaN,,,,,NaN,,NaN,,,NaN,
10310,5,NaN,14,55,124,124,NaN,116,NaN,72,100,NaN,35
10311,,NaN,,,,,NaN,,NaN,,,NaN,
10312,5,NaN,14,53,123,124,NaN,111,NaN,71,100,NaN,35
10313,,NaN,,,,,NaN,,NaN,,,NaN,
10314,5,NaN,14,56,123,124,NaN,116,NaN,73,100,NaN,35
10315,,NaN,,,,,NaN,,NaN,,,NaN,
10316,5,NaN,14,53,123,124,NaN,112,NaN,71,100,NaN,35
10317,,NaN,,,,,NaN,,NaN,,,NaN,
10318,5,NaN,14,54,123,124,NaN,114,NaN,71,100,NaN,35
10319,,NaN,,,,,NaN,,NaN,,,NaN,
10320,5,NaN,14,54,123,124,NaN,113,NaN,71,100,NaN,35
10321,,NaN,,,,,NaN,,NaN,,,NaN,
10322,5,NaN,14,55,123,123,NaN,114,NaN,72,100,NaN,35
10323,,NaN,,,,,NaN,,NaN,,,NaN,
10324,5,NaN,14,55,123,124,NaN,116,NaN,73,100,NaN,35
10325,,NaN,,,,,NaN,,NaN,,,NaN,
10326,5,NaN,14,53,123,124,NaN,111,NaN,71,100,NaN,35
10327,,NaN,,,,,NaN,,NaN,,,NaN,
10328,5,NaN,14,53,124,124,NaN,116,NaN,72,100,NaN,35
10329,,NaN,,,,,NaN,,NaN,,,NaN,
10330,5,NaN,14,52,122,123,NaN,107,NaN,69,100,NaN,35
10331,,NaN,,,,,NaN,,NaN,,,NaN,
10332,5,NaN,14,54,122,123,NaN,112,NaN,71,100,NaN,35
10333,,NaN,,,,,NaN,,NaN,,,NaN,
10334,5,NaN,14,54,124,123,NaN,107,NaN,70,100,NaN,35
10335,,NaN,,,,,NaN,,NaN,,,NaN,
10336,5,NaN,14,56,123,123,NaN,113,NaN,72,100,NaN,35
10337,,NaN,,,,,NaN,,NaN,,,NaN,
10338,5,NaN,14,54,123,124,NaN,108,NaN,71,100,NaN,35
10339,,NaN,,,,,NaN,,NaN,,,NaN,
10340,5,NaN,14,57,123,124,NaN,112,NaN,73,100,NaN,35
10341,,NaN,,,,,NaN,,NaN,,,NaN,
10342,5,NaN,14,54,123,124,NaN,108,NaN,71,100,NaN,35
10343,,NaN,,,,,NaN,,NaN,,,NaN,
10344,5,NaN,14,55,123,124,NaN,111,NaN,72,100,NaN,35
10345,,NaN,,,,,NaN,,NaN,,,NaN,
10346,5,NaN,14,54,123,124,NaN,108,NaN,71,100,NaN,35
10347,,NaN,,,,,NaN,,NaN,,,NaN,
10348,5,NaN,14,56,123,124,NaN,112,NaN,72,100,NaN,35
10349,,NaN,,,,,NaN,,NaN,,,NaN,
10350,5,NaN,14,56,123,124,NaN,110,NaN,73,100,NaN,35
10351,,NaN,,,,,NaN,,NaN,,,NaN,
10352,5,NaN,14,56,123,124,NaN,110,NaN,73,100,NaN,35
10353,,NaN,,,,,NaN,,NaN,,,NaN,
10354,5,NaN,14,56,123,124,NaN,112,NaN,74,100,NaN,35
10355,,NaN,,,,,NaN,,NaN,,,NaN,
10356,5,NaN,14,55,123,124,NaN,109,NaN,72,100,NaN,35
10357,,NaN,,,,,NaN,,NaN,,,NaN,
10358,5,NaN,14,56,123,124,NaN,114,NaN,74,100,NaN,35
10359,,NaN,,,,,NaN,,NaN,,,NaN,
10360,5,NaN,14,54,123,124,NaN,109,NaN,71,100,NaN,35
10361,,NaN,,,,,NaN,,NaN,,,NaN,
10362,5,NaN,14,55,123,124,NaN,113,NaN,73,100,NaN,35
10363,,NaN,,,,,NaN,,NaN,,,NaN,
10364,5,NaN,14,53,123,124,NaN,108,NaN,70,100,NaN,35
10365,,NaN,,,,,NaN,,NaN,,,NaN,
10366,5,NaN,14,55,123,124,NaN,113,NaN,72,100,NaN,35
10367,,NaN,,,,,NaN,,NaN,,,NaN,
10368,5,NaN,14,53,123,123,NaN,106,NaN,69,100,NaN,35
10369,,NaN,,,,,NaN,,NaN,,,NaN,
10370,5,NaN,14,56,123,123,NaN,113,NaN,72,100,NaN,35
10371,,NaN,,,,,NaN,,NaN,,,NaN,
10372,5,NaN,14,56,123,123,NaN,109,NaN,72,100,NaN,35
10373,,NaN,,,,,NaN,,NaN,,,NaN,
10374,5,NaN,14,57,122,123,NaN,112,NaN,72,100,NaN,35
10375,,NaN,,,,,NaN,,NaN,,,NaN,
10376,5,NaN,14,56,122,124,NaN,112,NaN,73,100,NaN,35
10377,,NaN,,,,,NaN,,NaN,,,NaN,
10378,5,NaN,14,57,124,124,NaN,115,NaN,74,100,NaN,35
10379,,NaN,,,,,NaN,,NaN,,,NaN,
10380,5,NaN,14,56,125,125,NaN,112,NaN,73,100,NaN,34
10381,,NaN,,,,,NaN,,NaN,,,NaN,
10382,5,NaN,14,55,124,125,NaN,112,NaN,72,100,NaN,34
10383,,NaN,,,,,NaN,,NaN,,,NaN,
10384,5,NaN,14,55,124,125,NaN,113,NaN,73,100,NaN,34
10385,,NaN,,,,,NaN,,NaN,,,NaN,
10386,5,NaN,14,55,124,125,NaN,112,NaN,72,100,NaN,34
10387,,NaN,,,,,NaN,,NaN,,,NaN,
10388,5,NaN,14,57,124,125,NaN,117,NaN,74,100,NaN,34
10389,,NaN,,,,,NaN,,NaN,,,NaN,
10390,5,NaN,14,55,124,125,NaN,113,NaN,72,100,NaN,34
10391,,NaN,,,,,NaN,,NaN,,,NaN,
10392,5,NaN,14,56,124,125,NaN,118,NaN,74,100,NaN,34
10393,,NaN,,,,,NaN,,NaN,,,NaN,
10394,5,NaN,14,53,124,125,NaN,112,NaN,71,100,NaN,34
10395,,NaN,,,,,NaN,,NaN,,,NaN,
10396,5,NaN,14,56,124,124,NaN,118,NaN,73,100,NaN,34
10397,,NaN,,,,,NaN,,NaN,,,NaN,
10398,5,NaN,14,55,123,124,NaN,113,NaN,72,100,NaN,34
10399,,NaN,,,,,NaN,,NaN,,,NaN,
10400,5,NaN,14,58,124,124,NaN,119,NaN,75,100,NaN,35
10401,,NaN,,,,,NaN,,NaN,,,NaN,
10402,5,NaN,14,56,124,125,NaN,115,NaN,74,100,NaN,35
10403,,NaN,,,,,NaN,,NaN,,,NaN,
10404,5,NaN,14,57,124,125,NaN,118,NaN,75,100,NaN,35
10405,,NaN,,,,,NaN,,NaN,,,NaN,
10406,5,NaN,14,54,124,125,NaN,113,NaN,73,100,NaN,35
10407,,NaN,,,,,NaN,,NaN,,,NaN,
10408,5,NaN,14,56,124,125,NaN,116,NaN,73,100,NaN,35
10409,,NaN,,,,,NaN,,NaN,,,NaN,
10410,5,NaN,14,56,124,125,NaN,115,NaN,73,100,NaN,35
10411,,NaN,,,,,NaN,,NaN,,,NaN,
10412,5,NaN,14,54,124,125,NaN,113,NaN,72,100,NaN,35
10413,,NaN,,,,,NaN,,NaN,,,NaN,
10414,6,NaN,14,54,124,125,NaN,115,NaN,72,100,NaN,35
10415,,NaN,,,,,NaN,,NaN,,,NaN,
10416,6,NaN,14,53,124,124,NaN,112,NaN,70,100,NaN,35
10417,,NaN,,,,,NaN,,NaN,,,NaN,
10418,5,NaN,14,55,123,124,NaN,116,NaN,73,100,NaN,35
10419,,NaN,,,,,NaN,,NaN,,,NaN,
10420,5,NaN,14,54,124,124,NaN,113,NaN,72,100,NaN,35
10421,,NaN,,,,,NaN,,NaN,,,NaN,
10422,5,NaN,14,56,124,124,NaN,118,NaN,74,100,NaN,35
10423,,NaN,,,,,NaN,,NaN,,,NaN,
10424,5,NaN,14,54,125,124,NaN,113,NaN,72,100,NaN,35
10425,,NaN,,,,,NaN,,NaN,,,NaN,
10426,5,NaN,14,57,124,125,NaN,119,NaN,74,100,NaN,35
10427,,NaN,,,,,NaN,,NaN,,,NaN,
10428,5,NaN,14,54,124,125,NaN,114,NaN,72,100,NaN,34
10429,,NaN,,,,,NaN,,NaN,,,NaN,
10430,5,NaN,14,56,124,125,NaN,117,NaN,73,100,NaN,34
10431,,NaN,,,,,NaN,,NaN,,,NaN,
10432,5,NaN,14,53,124,125,NaN,113,NaN,71,100,NaN,34
10433,,NaN,,,,,NaN,,NaN,,,NaN,
10434,5,NaN,14,56,124,125,NaN,118,NaN,73,100,NaN,34
10435,,NaN,,,,,NaN,,NaN,,,NaN,
10436,5,NaN,14,53,124,124,NaN,113,NaN,72,100,NaN,35
10437,,NaN,,,,,NaN,,NaN,,,NaN,
10438,5,NaN,14,55,124,125,NaN,115,NaN,72,100,NaN,35
10439,,NaN,,,,,NaN,,NaN,,,NaN,
10440,5,NaN,14,54,124,124,NaN,114,NaN,72,100,NaN,35
10441,,NaN,,,,,NaN,,NaN,,,NaN,
10442,5,NaN,14,54,124,124,NaN,113,NaN,71,100,NaN,35
10443,,NaN,,,,,NaN,,NaN,,,NaN,
10444,5,NaN,14,54,122,124,NaN,116,NaN,72,100,NaN,35
10445,,NaN,,,,,NaN,,NaN,,,NaN,
10446,5,NaN,14,53,122,124,NaN,112,NaN,70,100,NaN,35
10447,,NaN,,,,,NaN,,NaN,,,NaN,
10448,5,NaN,14,54,124,125,NaN,115,NaN,72,100,NaN,35
10449,,NaN,,,,,NaN,,NaN,,,NaN,
10450,5,NaN,14,53,124,124,NaN,111,NaN,70,100,NaN,35
10451,,NaN,,,,,NaN,,NaN,,,NaN,
10452,5,NaN,14,55,125,124,NaN,117,NaN,72,100,NaN,35
10453,,NaN,,,,,NaN,,NaN,,,NaN,
10454,5,NaN,14,53,123,124,NaN,111,NaN,70,100,NaN,35
10455,,NaN,,,,,NaN,,NaN,,,NaN,
10456,5,NaN,14,55,123,124,NaN,117,NaN,72,100,NaN,34
10457,,NaN,,,,,NaN,,NaN,,,NaN,
10458,5,NaN,14,53,123,124,NaN,111,NaN,71,100,NaN,34
10459,,NaN,,,,,NaN,,NaN,,,NaN,
10460,5,NaN,14,54,123,124,NaN,116,NaN,72,100,NaN,34
10461,,NaN,,,,,NaN,,NaN,,,NaN,
10462,5,NaN,14,52,123,124,NaN,110,NaN,70,100,NaN,34
10463,,NaN,,,,,NaN,,NaN,,,NaN,
10464,5,NaN,14,55,123,124,NaN,113,NaN,71,100,NaN,35
10465,,NaN,,,,,NaN,,NaN,,,NaN,
10466,5,NaN,14,53,123,124,NaN,111,NaN,71,100,NaN,35
10467,,NaN,,,,,NaN,,NaN,,,NaN,
10468,5,NaN,14,55,123,124,NaN,114,NaN,71,100,NaN,35
10469,,NaN,,,,,NaN,,NaN,,,NaN,
10470,5,NaN,14,53,123,124,NaN,113,NaN,71,100,NaN,35
10471,,NaN,,,,,NaN,,NaN,,,NaN,
10472,5,NaN,14,53,124,124,NaN,112,NaN,71,100,NaN,35
10473,,NaN,,,,,NaN,,NaN,,,NaN,
10474,5,NaN,14,54,124,124,NaN,115,NaN,71,100,NaN,35
10475,,NaN,,,,,NaN,,NaN,,,NaN,
10476,5,NaN,14,52,124,124,NaN,110,NaN,70,100,NaN,35
10477,,NaN,,,,,NaN,,NaN,,,NaN,
10478,5,NaN,14,52,123,124,NaN,113,NaN,70,100,NaN,35
10479,,NaN,,,,,NaN,,NaN,,,NaN,
10480,5,NaN,14,52,123,123,NaN,109,NaN,69,100,NaN,35
10481,,NaN,,,,,NaN,,NaN,,,NaN,
10482,5,NaN,14,54,123,124,NaN,114,NaN,71,100,NaN,35
10483,,NaN,,,,,NaN,,NaN,,,NaN,
10484,5,NaN,14,52,123,124,NaN,109,NaN,69,100,NaN,35
10485,,NaN,,,,,NaN,,NaN,,,NaN,
10486,5,NaN,14,54,124,123,NaN,115,NaN,71,100,NaN,35
10487,,NaN,,,,,NaN,,NaN,,,NaN,
10488,5,NaN,14,52,124,123,NaN,109,NaN,69,100,NaN,35
10489,,NaN,,,,,NaN,,NaN,,,NaN,
10490,5,NaN,14,55,123,123,NaN,114,NaN,71,100,NaN,35
10491,,NaN,,,,,NaN,,NaN,,,NaN,
10492,5,NaN,14,53,123,123,NaN,110,NaN,70,100,NaN,35
10493,,NaN,,,,,NaN,,NaN,,,NaN,
10494,5,NaN,14,55,123,123,NaN,113,NaN,71,100,NaN,35
10495,,NaN,,,,,NaN,,NaN,,,NaN,
10496,5,NaN,14,53,123,123,NaN,110,NaN,70,100,NaN,35
10497,,NaN,,,,,NaN,,NaN,,,NaN,
10498,5,NaN,14,54,123,123,NaN,113,NaN,71,100,NaN,35
10499,,NaN,,,,,NaN,,NaN,,,NaN,
10500,5,NaN,14,52,123,123,NaN,110,NaN,70,100,NaN,35
10501,,NaN,,,,,NaN,,NaN,,,NaN,
10502,5,NaN,14,53,122,123,NaN,111,NaN,70,100,NaN,35
10503,,NaN,,,,,NaN,,NaN,,,NaN,
10504,5,NaN,14,53,122,123,NaN,112,NaN,71,100,NaN,35
10505,,NaN,,,,,NaN,,NaN,,,NaN,
10506,5,NaN,14,53,122,123,NaN,111,NaN,70,100,NaN,35
10507,,NaN,,,,,NaN,,NaN,,,NaN,
10508,5,NaN,14,54,122,123,NaN,115,NaN,72,100,NaN,35
10509,,NaN,,,,,NaN,,NaN,,,NaN,
10510,5,NaN,14,53,123,123,NaN,110,NaN,70,100,NaN,35
10511,,NaN,,,,,NaN,,NaN,,,NaN,
10512,5,NaN,14,54,123,123,NaN,115,NaN,72,100,NaN,35
10513,,NaN,,,,,NaN,,NaN,,,NaN,
10514,5,NaN,14,51,123,123,NaN,109,NaN,69,100,NaN,35
10515,,NaN,,,,,NaN,,NaN,,,NaN,
10516,5,NaN,14,54,123,123,NaN,114,NaN,71,100,NaN,35
10517,,NaN,,,,,NaN,,NaN,,,NaN,
10518,5,NaN,14,52,122,123,NaN,109,NaN,69,100,NaN,35
10519,,NaN,,,,,NaN,,NaN,,,NaN,
10520,5,NaN,14,54,123,123,NaN,113,NaN,71,100,NaN,35
10521,,NaN,,,,,NaN,,NaN,,,NaN,
10522,5,NaN,14,52,123,123,NaN,108,NaN,69,100,NaN,35
10523,,NaN,,,,,NaN,,NaN,,,NaN,
10524,5,NaN,14,54,123,123,NaN,113,NaN,71,100,NaN,35
10525,,NaN,,,,,NaN,,NaN,,,NaN,
10526,5,NaN,14,53,123,123,NaN,109,NaN,70,100,NaN,35
10527,,NaN,,,,,NaN,,NaN,,,NaN,
10528,5,NaN,14,54,123,123,NaN,111,NaN,71,100,NaN,35
10529,,NaN,,,,,NaN,,NaN,,,NaN,
10530,5,NaN,14,52,123,123,NaN,110,NaN,70,100,NaN,35
10531,,NaN,,,,,NaN,,NaN,,,NaN,
10532,5,NaN,14,52,123,123,NaN,108,NaN,69,100,NaN,35
10533,,NaN,,,,,NaN,,NaN,,,NaN,
10534,5,NaN,14,53,123,123,NaN,109,NaN,70,100,NaN,34
10535,,NaN,,,,,NaN,,NaN,,,NaN,
10536,5,NaN,14,52,123,123,NaN,106,NaN,69,100,NaN,34
10537,,NaN,,,,,NaN,,NaN,,,NaN,
10538,5,NaN,14,53,123,123,NaN,110,NaN,70,100,NaN,34
10539,,NaN,,,,,NaN,,NaN,,,NaN,
10540,5,NaN,14,52,123,123,NaN,106,NaN,68,100,NaN,34
10541,,NaN,,,,,NaN,,NaN,,,NaN,
10542,5,NaN,14,53,122,123,NaN,111,NaN,70,100,NaN,35
10543,,NaN,,,,,NaN,,NaN,,,NaN,
10544,5,NaN,14,50,122,123,NaN,105,NaN,67,100,NaN,35
10545,,NaN,,,,,NaN,,NaN,,,NaN,
10546,5,NaN,14,54,122,122,NaN,110,NaN,70,100,NaN,35
10547,,NaN,,,,,NaN,,NaN,,,NaN,
10548,5,NaN,14,51,122,122,NaN,105,NaN,68,100,NaN,35
10549,,NaN,,,,,NaN,,NaN,,,NaN,
10550,5,NaN,14,54,122,122,NaN,110,NaN,69,100,NaN,35
10551,,NaN,,,,,NaN,,NaN,,,NaN,
10552,5,NaN,14,52,122,122,NaN,99,NaN,69,100,NaN,35
10553,,NaN,,,,,NaN,,NaN,,,NaN,
10554,5,NaN,14,54,122,122,NaN,108,NaN,70,100,NaN,35
10555,,NaN,,,,,NaN,,NaN,,,NaN,
10556,5,NaN,14,53,122,122,NaN,108,NaN,70,100,NaN,35
10557,,NaN,,,,,NaN,,NaN,,,NaN,
10558,5,NaN,14,54,122,123,NaN,110,NaN,70,100,NaN,35
10559,,NaN,,,,,NaN,,NaN,,,NaN,
10560,5,NaN,14,52,122,123,NaN,110,NaN,70,100,NaN,35
10561,,NaN,,,,,NaN,,NaN,,,NaN,
10562,5,NaN,14,54,122,123,NaN,110,NaN,70,100,NaN,35
10563,,NaN,,,,,NaN,,NaN,,,NaN,
10564,5,NaN,14,54,123,123,NaN,112,NaN,71,100,NaN,35
10565,,NaN,,,,,NaN,,NaN,,,NaN,
10566,5,NaN,14,54,123,123,NaN,110,NaN,70,100,NaN,35
10567,,NaN,,,,,NaN,,NaN,,,NaN,
10568,5,NaN,14,54,123,124,NaN,114,NaN,72,100,NaN,35
10569,,NaN,,,,,NaN,,NaN,,,NaN,
10570,5,NaN,14,52,123,123,NaN,109,NaN,69,100,NaN,35
10571,,NaN,,,,,NaN,,NaN,,,NaN,
10572,5,NaN,14,53,123,124,NaN,113,NaN,70,100,NaN,35
10573,,NaN,,,,,NaN,,NaN,,,NaN,
10574,5,NaN,14,51,123,124,NaN,107,NaN,68,100,NaN,35
10575,,NaN,,,,,NaN,,NaN,,,NaN,
10576,5,NaN,14,54,123,124,NaN,113,NaN,70,100,NaN,35
10577,,NaN,,,,,NaN,,NaN,,,NaN,
10578,5,NaN,14,52,123,123,NaN,108,NaN,69,100,NaN,35
10579,,NaN,,,,,NaN,,NaN,,,NaN,
10580,5,NaN,14,55,123,123,NaN,115,NaN,72,100,NaN,35
10581,,NaN,,,,,NaN,,NaN,,,NaN,
10582,5,NaN,14,52,123,123,NaN,109,NaN,70,100,NaN,35
10583,,NaN,,,,,NaN,,NaN,,,NaN,
10584,5,NaN,14,54,123,123,NaN,112,NaN,70,100,NaN,35
10585,,NaN,,,,,NaN,,NaN,,,NaN,
