time,Solar8000/CVP,SNUADC/CVP,Solar8000/RR_CO2,Solar8000/ART_DBP,Solar8000/HR,Solar8000/PLETH_HR,SNUADC/ECG_V5,Solar8000/ART_SBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,SNUADC/ART,Solar8000/ETCO2
0,,NaN,,,,,NaN,,NaN,,,NaN,
1,,-495.6260070800781,,,,,-4.9562602043151855,,-4.9562602043151855,,,-494.5040283203125,
2,,-495.6240234375,,,,,-4.956240177154541,,-4.956240177154541,,,-494.5020446777344,
3,,NaN,,,,,NaN,,NaN,,,NaN,
4,,NaN,,,,,NaN,,NaN,,,NaN,
5,-16,NaN,,67,122,122,NaN,141,NaN,88,100,NaN,
6,,NaN,,,,,NaN,,NaN,,,NaN,
7,-16,NaN,,66,121,122,NaN,140,NaN,88,100,NaN,
8,,NaN,,,,,NaN,,NaN,,,NaN,
9,-16,NaN,,67,121,121,NaN,141,NaN,88,100,NaN,
10,,NaN,,,,,NaN,,NaN,,,NaN,
11,-16,NaN,,67,121,121,NaN,142,NaN,89,100,NaN,
12,,NaN,,,,,NaN,,NaN,,,NaN,
13,-16,NaN,,70,120,121,NaN,143,NaN,90,100,NaN,
14,,NaN,,,,,NaN,,NaN,,,NaN,
15,-16,NaN,,69,120,121,NaN,143,NaN,89,100,NaN,
16,,NaN,,,,,NaN,,NaN,,,NaN,
17,-16,NaN,,68,107,121,NaN,141,NaN,88,100,NaN,
18,,NaN,,,,,NaN,,NaN,,,NaN,
19,-16,NaN,,66,120,120,NaN,140,NaN,87,100,NaN,
20,,NaN,,,,,NaN,,NaN,,,NaN,
21,-16,NaN,,67,121,120,NaN,140,NaN,88,100,NaN,
22,,NaN,,,,,NaN,,NaN,,,NaN,
23,-16,NaN,,69,121,120,NaN,142,NaN,89,100,NaN,
24,,NaN,,,,,NaN,,NaN,,,NaN,
25,-16,NaN,,70,120,120,NaN,142,NaN,90,100,NaN,
26,,NaN,,,,,NaN,,NaN,,,NaN,
27,-16,NaN,,71,118,120,NaN,142,NaN,91,100,NaN,
28,,NaN,,,,,NaN,,NaN,,,NaN,
29,-16,NaN,,71,121,121,NaN,142,NaN,91,100,NaN,
30,,NaN,,,,,NaN,,NaN,,,NaN,
31,-16,NaN,,70,121,121,NaN,141,NaN,90,100,NaN,
32,,NaN,,,,,NaN,,NaN,,,NaN,
33,-16,NaN,,70,120,121,NaN,141,NaN,90,100,NaN,
34,,NaN,,,,,NaN,,NaN,,,NaN,
35,-16,NaN,,70,120,121,NaN,142,NaN,91,100,NaN,
36,,NaN,,,,,NaN,,NaN,,,NaN,
37,-16,NaN,,69,121,121,NaN,140,NaN,90,100,NaN,
38,,NaN,,,,,NaN,,NaN,,,NaN,
39,-16,NaN,,68,120,120,NaN,138,NaN,89,100,NaN,
40,,NaN,,,,,NaN,,NaN,,,NaN,
41,-16,NaN,,69,120,120,NaN,138,NaN,89,100,NaN,
42,,NaN,,,,,NaN,,NaN,,,NaN,
43,-16,NaN,,69,120,120,NaN,138,NaN,89,100,NaN,
44,,NaN,,,,,NaN,,NaN,,,NaN,
45,-16,NaN,,71,120,121,NaN,140,NaN,90,100,NaN,
46,,NaN,,,,,NaN,,NaN,,,NaN,
47,-16,NaN,,68,121,120,NaN,138,NaN,89,100,NaN,
48,,NaN,,,,,NaN,,NaN,,,NaN,
49,-16,NaN,,69,120,121,NaN,138,NaN,90,100,NaN,
50,,NaN,,,,,NaN,,NaN,,,NaN,
51,-16,NaN,,68,120,122,NaN,135,NaN,87,100,NaN,
52,,NaN,,,,,NaN,,NaN,,,NaN,
53,-16,NaN,,74,123,124,NaN,139,NaN,91,100,NaN,
54,,NaN,,,,,NaN,,NaN,,,NaN,
55,-16,NaN,,76,125,125,NaN,143,NaN,96,100,NaN,
56,,NaN,,,,,NaN,,NaN,,,NaN,
57,-16,NaN,,70,125,125,NaN,142,NaN,94,100,NaN,
58,,NaN,,,,,NaN,,NaN,,,NaN,
59,-16,NaN,,75,125,126,NaN,144,NaN,96,100,NaN,
60,,NaN,,,,,NaN,,NaN,,,NaN,
61,-16,NaN,,75,127,127,NaN,142,NaN,95,100,NaN,
62,,NaN,,,,,NaN,,NaN,,,NaN,
63,-16,NaN,,72,128,128,NaN,139,NaN,94,100,NaN,
64,,NaN,,,,,NaN,,NaN,,,NaN,
65,-16,NaN,,71,128,129,NaN,139,NaN,93,100,NaN,
66,,NaN,,,,,NaN,,NaN,,,NaN,
67,-16,NaN,,67,128,129,NaN,135,NaN,89,100,NaN,
68,,NaN,,,,,NaN,,NaN,,,NaN,
69,-16,NaN,,63,129,129,NaN,131,NaN,86,100,NaN,
70,,NaN,,,,,NaN,,NaN,,,NaN,
71,-16,NaN,,62,129,130,NaN,129,NaN,82,100,NaN,
72,,NaN,,,,,NaN,,NaN,,,NaN,
73,-16,NaN,,59,129,130,NaN,126,NaN,80,100,NaN,
74,,NaN,,,,,NaN,,NaN,,,NaN,
75,-16,NaN,,58,129,130,NaN,125,NaN,78,100,NaN,
76,,NaN,,,,,NaN,,NaN,,,NaN,
77,-16,NaN,,58,129,130,NaN,125,NaN,77,100,NaN,
78,,NaN,,,,,NaN,,NaN,,,NaN,
79,-16,NaN,,58,130,131,NaN,124,NaN,77,100,NaN,
80,,NaN,,,,,NaN,,NaN,,,NaN,
81,-16,NaN,,58,130,131,NaN,125,NaN,77,100,NaN,
82,,NaN,,,,,NaN,,NaN,,,NaN,
83,-16,NaN,,55,130,131,NaN,121,NaN,77,100,NaN,
84,,NaN,,,,,NaN,,NaN,,,NaN,
85,-16,NaN,,58,130,131,NaN,124,NaN,77,100,NaN,
86,,NaN,,,,,NaN,,NaN,,,NaN,
87,-17,NaN,,56,130,131,NaN,129,NaN,77,100,NaN,
88,,NaN,,,,,NaN,,NaN,,,NaN,
89,-17,NaN,,59,138,132,NaN,124,NaN,77,100,NaN,
90,,NaN,,,,,NaN,,NaN,,,NaN,
91,-17,NaN,,59,140,132,NaN,124,NaN,77,100,NaN,
92,,NaN,,,,,NaN,,NaN,,,NaN,
93,-17,NaN,,60,131,132,NaN,125,NaN,78,100,NaN,
94,,NaN,,,,,NaN,,NaN,,,NaN,
95,-17,NaN,,60,124,132,NaN,124,NaN,78,100,NaN,
96,,NaN,,,,,NaN,,NaN,,,NaN,
97,-16,NaN,,60,132,133,NaN,125,NaN,79,100,NaN,
98,,NaN,,,,,NaN,,NaN,,,NaN,
99,-16,NaN,,61,132,133,NaN,126,NaN,79,100,NaN,
100,,NaN,,,,,NaN,,NaN,,,NaN,
101,-16,NaN,,61,133,134,NaN,127,NaN,80,100,NaN,
102,,NaN,,,,,NaN,,NaN,,,NaN,
103,-16,NaN,,62,133,134,NaN,127,NaN,80,100,NaN,
104,,NaN,,,,,NaN,,NaN,,,NaN,
105,-16,NaN,,62,133,134,NaN,127,NaN,81,100,NaN,
106,,NaN,,,,,NaN,,NaN,,,NaN,
107,-16,NaN,,61,134,135,NaN,127,NaN,81,100,NaN,
108,,NaN,,,,,NaN,,NaN,,,NaN,
109,-16,NaN,,62,135,135,NaN,128,NaN,81,100,NaN,
110,,NaN,,,,,NaN,,NaN,,,NaN,
111,-16,NaN,,62,135,135,NaN,128,NaN,82,100,NaN,
112,,NaN,,,,,NaN,,NaN,,,NaN,
113,-16,NaN,,59,135,136,NaN,127,NaN,82,100,NaN,
114,,NaN,,,,,NaN,,NaN,,,NaN,
115,-16,NaN,,55,135,137,NaN,137,NaN,83,100,NaN,
116,,NaN,,,,,NaN,,NaN,,,NaN,
117,-17,NaN,,63,145,137,NaN,129,NaN,82,100,NaN,
118,,NaN,,,,,NaN,,NaN,,,NaN,
119,-17,NaN,,63,145,137,NaN,129,NaN,82,100,NaN,
120,,NaN,,,,,NaN,,NaN,,,NaN,
121,-16,NaN,,63,146,138,NaN,130,NaN,82,100,NaN,
122,,NaN,,,,,NaN,,NaN,,,NaN,
123,-16,NaN,,63,135,138,NaN,131,NaN,83,100,NaN,
124,,NaN,,,,,NaN,,NaN,,,NaN,
125,-16,NaN,,64,135,138,NaN,130,NaN,83,100,NaN,
126,,NaN,,,,,NaN,,NaN,,,NaN,
127,-16,NaN,,64,138,139,NaN,132,NaN,83,100,NaN,
128,,NaN,,,,,NaN,,NaN,,,NaN,
129,-16,NaN,,66,139,139,NaN,133,NaN,85,100,NaN,
130,,NaN,,,,,NaN,,NaN,,,NaN,
131,-17,NaN,,68,139,140,NaN,134,NaN,87,100,NaN,
132,,NaN,,,,,NaN,,NaN,,,NaN,
133,-17,NaN,,67,140,141,NaN,136,NaN,87,100,NaN,
134,,NaN,,,,,NaN,,NaN,,,NaN,
135,-16,NaN,,70,141,141,NaN,138,NaN,89,100,NaN,
136,,NaN,,,,,NaN,,NaN,,,NaN,
137,-16,NaN,,74,143,142,NaN,142,NaN,93,100,NaN,
138,,NaN,,,,,NaN,,NaN,,,NaN,
139,-16,NaN,,77,142,143,NaN,147,NaN,97,100,NaN,
140,,NaN,,,,,NaN,,NaN,,,NaN,
141,-16,NaN,,79,142,145,NaN,150,NaN,100,100,NaN,
142,,NaN,,,,,NaN,,NaN,,,NaN,
143,-17,NaN,,83,152,146,NaN,155,NaN,104,100,NaN,
144,,NaN,,,,,NaN,,NaN,,,NaN,
145,-17,NaN,,85,160,148,NaN,160,NaN,108,100,NaN,
146,,NaN,,,,,NaN,,NaN,,,NaN,
147,-17,NaN,,80,160,149,NaN,160,NaN,109,100,NaN,
148,,NaN,,,,,NaN,,NaN,,,NaN,
149,-17,NaN,,79,160,149,NaN,161,NaN,106,100,NaN,
150,,NaN,,,,,NaN,,NaN,,,NaN,
151,-17,NaN,,75,160,149,NaN,157,NaN,102,100,NaN,
152,,NaN,,,,,NaN,,NaN,,,NaN,
153,-17,NaN,,71,161,149,NaN,153,NaN,97,100,NaN,
154,,NaN,,,,,NaN,,NaN,,,NaN,
155,-17,NaN,,72,146,149,NaN,153,NaN,96,100,NaN,
156,,NaN,,,,,NaN,,NaN,,,NaN,
157,-17,NaN,,72,142,149,NaN,152,NaN,95,100,NaN,
158,,NaN,,,,,NaN,,NaN,,,NaN,
159,-17,NaN,,71,142,149,NaN,155,NaN,97,100,NaN,
160,,NaN,,,,,NaN,,NaN,,,NaN,
161,-17,NaN,,77,142,149,NaN,156,NaN,100,100,NaN,
162,,NaN,,,,,NaN,,NaN,,,NaN,
163,-17,NaN,,74,145,149,NaN,152,NaN,99,100,NaN,
164,,NaN,,,,,NaN,,NaN,,,NaN,
165,-17,NaN,,74,148,149,NaN,153,NaN,98,100,NaN,
166,,NaN,,,,,NaN,,NaN,,,NaN,
167,-17,NaN,0,75,148,149,NaN,156,NaN,100,100,NaN,44
168,,NaN,,,,,NaN,,NaN,,,NaN,
169,-16,NaN,0,72,148,149,NaN,151,NaN,97,100,NaN,44
170,,NaN,,,,,NaN,,NaN,,,NaN,
171,-16,NaN,0,73,153,149,NaN,152,NaN,97,100,NaN,44
172,,NaN,,,,,NaN,,NaN,,,NaN,
173,-16,NaN,0,72,148,149,NaN,150,NaN,96,100,NaN,44
174,,NaN,,,,,NaN,,NaN,,,NaN,
175,-16,NaN,0,73,147,149,NaN,151,NaN,96,100,NaN,48
176,,NaN,,,,,NaN,,NaN,,,NaN,
177,-16,NaN,0,79,148,148,NaN,156,NaN,101,100,NaN,48
178,,NaN,,,,,NaN,,NaN,,,NaN,
179,-16,NaN,0,79,148,149,NaN,153,NaN,101,100,NaN,48
180,,NaN,,,,,NaN,,NaN,,,NaN,
181,-16,NaN,10,79,148,149,NaN,157,NaN,103,100,NaN,47
182,,NaN,,,,,NaN,,NaN,,,NaN,
183,-16,NaN,10,75,147,149,NaN,153,NaN,101,100,NaN,47
184,,NaN,,,,,NaN,,NaN,,,NaN,
185,-16,NaN,10,72,147,149,NaN,152,NaN,97,100,NaN,47
186,,NaN,,,,,NaN,,NaN,,,NaN,
187,-16,NaN,10,75,146,149,NaN,154,NaN,98,100,NaN,47
188,,NaN,,,,,NaN,,NaN,,,NaN,
189,-16,NaN,12,74,149,149,NaN,149,NaN,96,100,NaN,46
190,,NaN,,,,,NaN,,NaN,,,NaN,
191,-16,NaN,12,79,151,149,NaN,155,NaN,101,100,NaN,46
192,,NaN,,,,,NaN,,NaN,,,NaN,
193,-16,NaN,12,73,148,149,NaN,159,NaN,102,100,NaN,46
194,,NaN,,,,,NaN,,NaN,,,NaN,
195,-16,NaN,12,64,146,149,NaN,161,NaN,100,100,NaN,46
196,,NaN,,,,,NaN,,NaN,,,NaN,
197,-16,NaN,13,78,148,149,NaN,158,NaN,103,100,NaN,46
198,,NaN,,,,,NaN,,NaN,,,NaN,
199,-16,NaN,13,74,148,149,NaN,152,NaN,99,100,NaN,46
200,,NaN,,,,,NaN,,NaN,,,NaN,
201,-16,NaN,13,77,153,150,NaN,155,NaN,100,100,NaN,46
202,,NaN,,,,,NaN,,NaN,,,NaN,
203,-16,NaN,13,62,149,150,NaN,148,NaN,98,100,NaN,46
204,,NaN,,,,,NaN,,NaN,,,NaN,
205,-16,NaN,12,55,149,149,NaN,157,NaN,95,100,NaN,45
206,,NaN,,,,,NaN,,NaN,,,NaN,
207,-16,NaN,12,61,146,149,NaN,150,NaN,94,100,NaN,45
208,,NaN,,,,,NaN,,NaN,,,NaN,
209,-16,NaN,12,65,146,149,NaN,153,NaN,91,100,NaN,45
210,,NaN,,,,,NaN,,NaN,,,NaN,
211,-16,NaN,12,71,,149,NaN,150,NaN,92,100,NaN,45
212,,NaN,,,,,NaN,,NaN,,,NaN,
213,-16,NaN,12,64,,149,NaN,141,NaN,90,100,NaN,45
214,,NaN,,,,,NaN,,NaN,,,NaN,
215,-16,NaN,12,68,,148,NaN,145,NaN,90,100,NaN,45
216,,NaN,,,,,NaN,,NaN,,,NaN,
217,-16,NaN,12,72,,148,NaN,146,NaN,93,100,NaN,45
218,,NaN,,,,,NaN,,NaN,,,NaN,
219,-16,NaN,12,67,,149,NaN,142,NaN,90,100,NaN,45
220,,NaN,,,,,NaN,,NaN,,,NaN,
221,-16,NaN,12,70,,148,NaN,145,NaN,91,100,NaN,45
222,,NaN,,,,,NaN,,NaN,,,NaN,
223,-16,NaN,12,69,,148,NaN,142,NaN,91,100,NaN,45
224,,NaN,,,,,NaN,,NaN,,,NaN,
225,-16,NaN,12,63,148,149,NaN,137,NaN,90,100,NaN,45
226,,NaN,,,,,NaN,,NaN,,,NaN,
227,-16,NaN,12,53,148,149,NaN,175,NaN,92,100,NaN,45
228,,NaN,,,,,NaN,,NaN,,,NaN,
229,-16,NaN,12,51,147,148,NaN,143,NaN,89,100,NaN,45
230,,NaN,,,,,NaN,,NaN,,,NaN,
231,-16,NaN,12,70,148,148,NaN,143,NaN,91,100,NaN,45
232,,NaN,,,,,NaN,,NaN,,,NaN,
233,-16,NaN,12,67,147,148,NaN,139,NaN,89,100,NaN,44
234,,NaN,,,,,NaN,,NaN,,,NaN,
235,-16,NaN,12,68,147,148,NaN,141,NaN,89,100,NaN,44
236,,NaN,,,,,NaN,,NaN,,,NaN,
237,-16,NaN,12,69,,148,NaN,144,NaN,90,100,NaN,44
238,,NaN,,,,,NaN,,NaN,,,NaN,
239,-16,NaN,12,67,,147,NaN,139,NaN,88,100,NaN,44
240,,NaN,,,,,NaN,,NaN,,,NaN,
241,-16,NaN,12,70,,147,NaN,142,NaN,89,100,NaN,44
242,,NaN,,,,,NaN,,NaN,,,NaN,
243,-16,NaN,12,69,,147,NaN,140,NaN,90,100,NaN,44
244,,NaN,,,,,NaN,,NaN,,,NaN,
245,-16,NaN,12,70,,148,NaN,142,NaN,91,100,NaN,44
246,,NaN,,,,,NaN,,NaN,,,NaN,
247,-16,NaN,12,71,147,149,NaN,146,NaN,93,100,NaN,44
248,,NaN,,,,,NaN,,NaN,,,NaN,
249,-16,NaN,12,67,148,149,NaN,140,NaN,89,100,NaN,44
250,,NaN,,,,,NaN,,NaN,,,NaN,
251,-16,NaN,12,67,148,149,NaN,142,NaN,89,100,NaN,44
252,,NaN,,,,,NaN,,NaN,,,NaN,
253,-17,NaN,12,65,148,147,NaN,137,NaN,85,100,NaN,44
254,,NaN,,,,,NaN,,NaN,,,NaN,
255,-17,NaN,12,64,147,147,NaN,138,NaN,86,100,NaN,44
256,,NaN,,,,,NaN,,NaN,,,NaN,
257,-17,NaN,12,71,147,148,NaN,140,NaN,89,100,NaN,44
258,,NaN,,,,,NaN,,NaN,,,NaN,
259,-16,NaN,12,76,169,149,NaN,145,NaN,95,100,NaN,43
260,,NaN,,,,,NaN,,NaN,,,NaN,
261,-16,NaN,12,77,161,150,NaN,151,NaN,99,100,NaN,43
262,,NaN,,,,,NaN,,NaN,,,NaN,
263,-16,NaN,12,72,149,151,NaN,150,NaN,97,100,NaN,43
264,,NaN,,,,,NaN,,NaN,,,NaN,
265,-16,NaN,12,72,149,151,NaN,151,NaN,95,100,NaN,43
266,,NaN,,,,,NaN,,NaN,,,NaN,
267,-17,NaN,12,66,149,151,NaN,142,NaN,90,100,NaN,42
268,,NaN,,,,,NaN,,NaN,,,NaN,
269,-17,NaN,12,68,150,151,NaN,145,NaN,90,100,NaN,42
270,,NaN,,,,,NaN,,NaN,,,NaN,
271,-16,NaN,12,66,150,151,NaN,138,NaN,87,100,NaN,42
272,,NaN,,,,,NaN,,NaN,,,NaN,
273,-16,NaN,13,36,150,151,NaN,168,NaN,96,100,NaN,41
274,,NaN,,,,,NaN,,NaN,,,NaN,
275,-16,NaN,13,72,145,151,NaN,147,NaN,96,100,NaN,41
276,,NaN,,,,,NaN,,NaN,,,NaN,
277,-16,NaN,13,75,151,152,NaN,152,NaN,98,100,NaN,41
278,,NaN,,,,,NaN,,NaN,,,NaN,
279,-16,NaN,13,71,151,152,NaN,147,NaN,94,100,NaN,41
280,,NaN,,,,,NaN,,NaN,,,NaN,
281,-16,NaN,15,72,151,152,NaN,149,NaN,94,100,NaN,41
282,,NaN,,,,,NaN,,NaN,,,NaN,
283,-16,NaN,15,72,151,153,NaN,146,NaN,93,100,NaN,41
284,,NaN,,,,,NaN,,NaN,,,NaN,
285,-16,NaN,15,73,151,152,NaN,146,NaN,94,100,NaN,41
286,,NaN,,,,,NaN,,NaN,,,NaN,
287,-16,NaN,15,78,152,152,NaN,148,NaN,97,100,NaN,41
288,,NaN,,,,,NaN,,NaN,,,NaN,
289,-16,NaN,15,76,152,149,NaN,147,NaN,98,100,NaN,41
290,,NaN,,,,,NaN,,NaN,,,NaN,
291,-16,NaN,15,80,153,147,NaN,150,NaN,100,100,NaN,41
292,,NaN,,,,,NaN,,NaN,,,NaN,
293,-16,NaN,15,78,153,147,NaN,148,NaN,100,100,NaN,41
294,,NaN,,,,,NaN,,NaN,,,NaN,
295,-16,NaN,16,82,153,145,NaN,153,NaN,102,100,NaN,41
296,,NaN,,,,,NaN,,NaN,,,NaN,
297,-16,NaN,16,78,154,154,NaN,150,NaN,101,100,NaN,41
298,,NaN,,,,,NaN,,NaN,,,NaN,
299,-16,NaN,16,81,154,154,NaN,153,NaN,102,100,NaN,41
300,,NaN,,,,,NaN,,NaN,,,NaN,
301,-16,NaN,16,79,154,153,NaN,150,NaN,101,100,NaN,41
302,,NaN,,,,,NaN,,NaN,,,NaN,
303,-16,NaN,16,81,154,154,NaN,154,NaN,103,100,NaN,41
304,,NaN,,,,,NaN,,NaN,,,NaN,
305,-16,NaN,16,80,154,154,NaN,150,NaN,102,100,NaN,41
306,,NaN,,,,,NaN,,NaN,,,NaN,
307,-16,NaN,16,82,154,156,NaN,155,NaN,104,100,NaN,41
308,,NaN,,,,,NaN,,NaN,,,NaN,
309,-16,NaN,16,77,155,155,NaN,148,NaN,99,100,NaN,40
310,,NaN,,,,,NaN,,NaN,,,NaN,
311,-16,NaN,16,77,154,157,NaN,149,NaN,99,100,NaN,40
312,,NaN,,,,,NaN,,NaN,,,NaN,
313,-16,NaN,16,81,154,155,NaN,151,NaN,101,100,NaN,40
314,,NaN,,,,,NaN,,NaN,,,NaN,
315,-16,NaN,16,82,155,155,NaN,153,NaN,104,100,NaN,40
316,,NaN,,,,,NaN,,NaN,,,NaN,
317,-16,NaN,16,82,155,157,NaN,153,NaN,104,100,NaN,40
318,,NaN,,,,,NaN,,NaN,,,NaN,
319,-16,NaN,16,80,155,158,NaN,153,NaN,104,100,NaN,40
320,,NaN,,,,,NaN,,NaN,,,NaN,
321,-16,NaN,16,79,156,157,NaN,153,NaN,102,100,NaN,40
322,,NaN,,,,,NaN,,NaN,,,NaN,
323,-16,NaN,16,71,155,155,NaN,147,NaN,97,100,NaN,40
324,,NaN,,,,,NaN,,NaN,,,NaN,
325,-16,NaN,16,70,155,155,NaN,145,NaN,92,100,NaN,40
326,,NaN,,,,,NaN,,NaN,,,NaN,
327,-16,NaN,16,67,155,154,NaN,139,NaN,89,100,NaN,40
328,,NaN,,,,,NaN,,NaN,,,NaN,
329,-16,NaN,16,75,147,154,NaN,147,NaN,94,100,NaN,40
330,,NaN,,,,,NaN,,NaN,,,NaN,
331,-16,NaN,16,74,153,154,NaN,147,NaN,97,100,NaN,40
332,,NaN,,,,,NaN,,NaN,,,NaN,
333,-16,NaN,16,82,154,155,NaN,157,NaN,102,100,NaN,40
334,,NaN,,,,,NaN,,NaN,,,NaN,
335,-16,NaN,16,82,154,157,NaN,157,NaN,105,100,NaN,40
336,,NaN,,,,,NaN,,NaN,,,NaN,
337,-16,NaN,16,85,155,157,NaN,161,NaN,108,100,NaN,40
338,,NaN,,,,,NaN,,NaN,,,NaN,
339,-16,NaN,16,82,155,158,NaN,158,NaN,106,100,NaN,40
340,,NaN,,,,,NaN,,NaN,,,NaN,
341,-16,NaN,16,83,156,157,NaN,159,NaN,107,100,NaN,40
342,,NaN,,,,,NaN,,NaN,,,NaN,
343,-16,NaN,16,84,156,153,NaN,158,NaN,107,100,NaN,40
344,,NaN,,,,,NaN,,NaN,,,NaN,
345,-16,NaN,16,86,156,152,NaN,161,NaN,110,100,NaN,40
346,,NaN,,,,,NaN,,NaN,,,NaN,
347,-16,NaN,16,86,157,151,NaN,160,NaN,109,100,NaN,40
348,,NaN,,,,,NaN,,NaN,,,NaN,
349,-16,NaN,16,78,157,151,NaN,158,NaN,108,100,NaN,40
350,,NaN,,,,,NaN,,NaN,,,NaN,
351,-16,NaN,16,83,156,138,NaN,159,NaN,109,100,NaN,40
352,,NaN,,,,,NaN,,NaN,,,NaN,
353,-16,NaN,16,82,156,141,NaN,155,NaN,106,100,NaN,40
354,,NaN,,,,,NaN,,NaN,,,NaN,
355,-16,NaN,16,83,157,145,NaN,154,NaN,106,100,NaN,40
356,,NaN,,,,,NaN,,NaN,,,NaN,
357,-16,NaN,16,79,156,152,NaN,150,NaN,103,100,NaN,40
358,,NaN,,,,,NaN,,NaN,,,NaN,
359,-16,NaN,16,79,156,156,NaN,163,NaN,102,100,NaN,40
360,,NaN,,,,,NaN,,NaN,,,NaN,
361,-16,NaN,16,74,156,155,NaN,151,NaN,100,100,NaN,40
362,,NaN,,,,,NaN,,NaN,,,NaN,
363,-16,NaN,16,78,156,155,NaN,160,NaN,102,100,NaN,40
364,,NaN,,,,,NaN,,NaN,,,NaN,
365,-16,NaN,16,69,,155,NaN,148,NaN,101,100,NaN,40
366,,NaN,,,,,NaN,,NaN,,,NaN,
367,-16,NaN,16,76,,153,NaN,159,NaN,103,100,NaN,40
368,,NaN,,,,,NaN,,NaN,,,NaN,
369,-16,NaN,16,74,,153,NaN,145,NaN,98,100,NaN,40
370,,NaN,,,,,NaN,,NaN,,,NaN,
371,-16,NaN,16,76,,155,NaN,148,NaN,99,100,NaN,39
372,,NaN,,,,,NaN,,NaN,,,NaN,
373,-16,NaN,16,79,,155,NaN,147,NaN,101,100,NaN,39
374,,NaN,,,,,NaN,,NaN,,,NaN,
375,-16,NaN,16,82,,156,NaN,156,NaN,105,100,NaN,39
376,,NaN,,,,,NaN,,NaN,,,NaN,
377,-17,NaN,16,80,,156,NaN,145,NaN,103,100,NaN,39
378,,NaN,,,,,NaN,,NaN,,,NaN,
379,-17,NaN,16,78,,156,NaN,150,NaN,101,100,NaN,39
380,,NaN,,,,,NaN,,NaN,,,NaN,
381,-17,NaN,16,81,,146,NaN,154,NaN,102,100,NaN,39
382,,NaN,,,,,NaN,,NaN,,,NaN,
383,-17,NaN,16,71,,146,NaN,147,NaN,96,100,NaN,39
384,,NaN,,,,,NaN,,NaN,,,NaN,
385,-17,NaN,16,68,,146,NaN,148,NaN,94,100,NaN,39
386,,NaN,,,,,NaN,,NaN,,,NaN,
387,-16,NaN,16,65,,137,NaN,144,NaN,91,100,NaN,39
388,,NaN,,,,,NaN,,NaN,,,NaN,
389,-16,NaN,16,64,,139,NaN,143,NaN,91,100,NaN,39
390,,NaN,,,,,NaN,,NaN,,,NaN,
391,-17,NaN,16,47,,151,NaN,131,NaN,89,100,NaN,39
392,,NaN,,,,,NaN,,NaN,,,NaN,
393,-17,NaN,16,75,,153,NaN,153,NaN,96,100,NaN,39
394,,NaN,,,,,NaN,,NaN,,,NaN,
395,-17,NaN,16,72,,153,NaN,151,NaN,96,100,NaN,39
396,,NaN,,,,,NaN,,NaN,,,NaN,
397,-17,NaN,16,74,,154,NaN,148,NaN,95,100,NaN,39
398,,NaN,,,,,NaN,,NaN,,,NaN,
399,-17,NaN,16,74,,155,NaN,148,NaN,95,100,NaN,39
400,,NaN,,,,,NaN,,NaN,,,NaN,
401,-17,NaN,16,75,,154,NaN,151,NaN,97,100,NaN,39
402,,NaN,,,,,NaN,,NaN,,,NaN,
403,-17,NaN,16,62,153,154,NaN,149,NaN,93,100,NaN,39
404,,NaN,,,,,NaN,,NaN,,,NaN,
405,-17,NaN,16,76,153,154,NaN,149,NaN,96,100,NaN,39
406,,NaN,,,,,NaN,,NaN,,,NaN,
407,-17,NaN,16,76,153,154,NaN,149,NaN,96,100,NaN,39
408,,NaN,,,,,NaN,,NaN,,,NaN,
409,-17,NaN,16,76,153,154,NaN,150,NaN,98,100,NaN,39
410,,NaN,,,,,NaN,,NaN,,,NaN,
411,-16,NaN,16,76,153,154,NaN,151,NaN,98,100,NaN,39
412,,NaN,,,,,NaN,,NaN,,,NaN,
413,-16,NaN,16,77,153,154,NaN,151,NaN,97,100,NaN,39
414,,NaN,,,,,NaN,,NaN,,,NaN,
415,-16,NaN,16,75,158,154,NaN,148,NaN,97,100,NaN,39
416,,NaN,,,,,NaN,,NaN,,,NaN,
417,-16,NaN,16,78,153,155,NaN,153,NaN,99,100,NaN,39
418,,NaN,,,,,NaN,,NaN,,,NaN,
419,-16,NaN,16,74,153,154,NaN,148,NaN,97,100,NaN,39
420,,NaN,,,,,NaN,,NaN,,,NaN,
421,-16,NaN,16,77,153,154,NaN,152,NaN,98,100,NaN,38
422,,NaN,,,,,NaN,,NaN,,,NaN,
423,-16,NaN,16,77,153,154,NaN,152,NaN,98,100,NaN,38
424,,NaN,,,,,NaN,,NaN,,,NaN,
425,-16,NaN,16,73,153,154,NaN,146,NaN,94,100,NaN,38
426,,NaN,,,,,NaN,,NaN,,,NaN,
427,-16,NaN,16,75,153,153,NaN,150,NaN,96,100,NaN,39
428,,NaN,,,,,NaN,,NaN,,,NaN,
429,-16,NaN,16,72,153,153,NaN,146,NaN,94,100,NaN,39
430,,NaN,,,,,NaN,,NaN,,,NaN,
431,-16,NaN,16,73,152,153,NaN,146,NaN,94,100,NaN,39
432,,NaN,,,,,NaN,,NaN,,,NaN,
433,-16,NaN,16,73,152,153,NaN,147,NaN,95,100,NaN,39
434,,NaN,,,,,NaN,,NaN,,,NaN,
435,-16,NaN,16,73,152,153,NaN,147,NaN,95,100,NaN,38
436,,NaN,,,,,NaN,,NaN,,,NaN,
