time,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/ART_MBP,Solar8000/ART_DBP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,SNUADC/ECG_II,Solar8000/ETCO2,Solar8000/CVP,SNUADC/CVP,Solar8000/HR
485,,,,,NaN,,,NaN,NaN,,,NaN,
486,73,,,,NaN,,90,NaN,NaN,,,NaN,73
487,,,,,NaN,,,NaN,NaN,,,NaN,
488,73,,,,NaN,,90,NaN,NaN,,,NaN,73
489,,,,,NaN,,,NaN,NaN,,,NaN,
490,74,,,,NaN,,90,NaN,NaN,,,NaN,73
491,,,,,NaN,,,NaN,NaN,,,NaN,
492,74,,,,NaN,,90,NaN,NaN,,,NaN,73
493,,,,,NaN,,,NaN,NaN,,,NaN,
494,74,,,,NaN,,90,NaN,NaN,,,NaN,74
495,,,,,NaN,,,NaN,NaN,,,NaN,
496,75,,,,NaN,,90,NaN,NaN,,,NaN,74
497,,,,,NaN,,,NaN,NaN,,,NaN,
498,75,,,,NaN,,90,NaN,NaN,,,NaN,75
499,,,,,NaN,,,NaN,NaN,,,NaN,
500,76,,,,NaN,,90,NaN,NaN,,,NaN,75
501,,,,,NaN,,,NaN,NaN,,,NaN,
502,75,,,,NaN,,90,NaN,NaN,,,NaN,75
503,,,,,NaN,,,NaN,NaN,,,NaN,
504,75,,,,NaN,,90,NaN,NaN,,,NaN,75
505,,,,,NaN,,,NaN,NaN,,,NaN,
506,74,,,,NaN,,90,NaN,NaN,,,NaN,74
507,,,,,NaN,,,NaN,NaN,,,NaN,
508,74,,,,NaN,,90,NaN,NaN,,,NaN,73
509,,,,,NaN,,,NaN,NaN,,,NaN,
510,73,,,,NaN,,90,NaN,NaN,,,NaN,73
511,,,,,NaN,,,NaN,NaN,,,NaN,
512,73,,,,NaN,,91,NaN,NaN,,,NaN,72
513,,,,,NaN,,,NaN,NaN,,,NaN,
514,73,,,,NaN,,91,NaN,NaN,,,NaN,72
515,,,,,NaN,,,NaN,NaN,,,NaN,
516,72,,,,NaN,,91,NaN,NaN,,,NaN,72
517,,,,,NaN,,,NaN,NaN,,,NaN,
518,72,,,,NaN,,91,NaN,NaN,,,NaN,71
519,,,,,NaN,,,NaN,NaN,,,NaN,
520,72,,,,NaN,,92,NaN,NaN,,,NaN,71
521,,,,,NaN,,,NaN,NaN,,,NaN,
522,72,,,,NaN,,92,NaN,NaN,,,NaN,71
523,,,,,NaN,,,NaN,NaN,,,NaN,
524,72,,,,NaN,,93,NaN,NaN,,,NaN,71
525,,,,,NaN,,,NaN,NaN,,,NaN,
526,72,,,,NaN,,92,NaN,NaN,,,NaN,71
527,,,,,NaN,,,NaN,NaN,,,NaN,
528,72,,,,NaN,,92,NaN,NaN,,,NaN,71
529,,,,,NaN,,,NaN,NaN,,,NaN,
530,72,,,,NaN,,91,NaN,NaN,,,NaN,72
531,,,,,NaN,,,NaN,NaN,,,NaN,
532,72,,,,NaN,,92,NaN,NaN,,,NaN,72
533,,,,,NaN,,,NaN,NaN,,,NaN,
534,72,,,,NaN,,92,NaN,NaN,,,NaN,72
535,,,,,NaN,,,NaN,NaN,,,NaN,
536,72,,,,NaN,,92,NaN,NaN,,,NaN,71
537,,,,,NaN,,,NaN,NaN,,,NaN,
538,72,,,,NaN,,92,NaN,NaN,,,NaN,72
539,,,,,NaN,,,NaN,NaN,,,NaN,
540,72,,,,NaN,,92,NaN,NaN,,,NaN,71
541,,,,,NaN,,,NaN,NaN,,,NaN,
542,72,,,,NaN,,91,NaN,NaN,,,NaN,72
543,,,,,NaN,,,NaN,NaN,,,NaN,
544,72,,,,NaN,,91,NaN,NaN,,,NaN,72
545,,,,,NaN,,,NaN,NaN,,,NaN,
546,73,,,,NaN,,91,NaN,NaN,,,NaN,72
547,,,,,NaN,,,NaN,NaN,,,NaN,
548,73,,,,NaN,,90,NaN,NaN,,,NaN,72
549,,,,,NaN,,,NaN,NaN,,,NaN,
550,73,,,,NaN,,90,NaN,NaN,,,NaN,72
551,,,,,NaN,,,NaN,NaN,,,NaN,
552,72,,,,NaN,,90,NaN,NaN,,,NaN,72
553,,,,,NaN,,,NaN,NaN,,,NaN,
554,72,,,,NaN,,90,NaN,NaN,,,NaN,72
555,,,,,NaN,,,NaN,NaN,,,NaN,
556,72,,,,NaN,,90,NaN,NaN,,,NaN,71
557,,,,,NaN,,,NaN,NaN,,,NaN,
558,72,,,,NaN,,90,NaN,NaN,,,NaN,72
559,,,,,NaN,,,NaN,NaN,,,NaN,
560,72,,,,NaN,,90,NaN,NaN,,,NaN,71
561,,,,,NaN,,,NaN,NaN,,,NaN,
562,72,,,,NaN,,90,NaN,NaN,,,NaN,71
563,,,,,NaN,,,NaN,NaN,,,NaN,
564,72,,,,NaN,,90,NaN,NaN,,,NaN,71
565,,,,,NaN,,,NaN,NaN,,,NaN,
566,72,,,,NaN,,90,NaN,NaN,,,NaN,71
567,,,,,NaN,,,NaN,NaN,,,NaN,
568,72,,,,NaN,,90,NaN,NaN,,,NaN,71
569,,,,,NaN,,,NaN,NaN,,,NaN,
570,72,,,,NaN,,90,NaN,NaN,,,NaN,72
571,,,,,NaN,,,NaN,NaN,,,NaN,
572,72,,,,NaN,,90,NaN,NaN,,,NaN,71
573,,,,,NaN,,,NaN,NaN,,,NaN,
574,72,,,,NaN,,90,NaN,NaN,,,NaN,71
575,,,,,NaN,,,NaN,NaN,,,NaN,
576,72,,,,NaN,,90,NaN,NaN,,,NaN,71
577,,,,,NaN,,,NaN,NaN,,,NaN,
578,72,,,,NaN,,90,NaN,NaN,,,NaN,71
579,,,,,NaN,,,NaN,NaN,,,NaN,
580,72,,,,NaN,,90,NaN,NaN,,,NaN,72
581,,,,,NaN,,,NaN,NaN,,,NaN,
582,73,,,,NaN,,90,NaN,NaN,,,NaN,72
583,,,,,NaN,,,NaN,NaN,,,NaN,
584,73,,,,NaN,,90,NaN,NaN,,,NaN,72
585,,,,,NaN,,,NaN,NaN,,,NaN,
586,73,0,0,0,NaN,,90,NaN,NaN,,,NaN,72
587,,,,,NaN,,,NaN,NaN,,,NaN,
588,73,0,0,0,NaN,,90,NaN,NaN,,,NaN,72
589,,,,,NaN,,,NaN,NaN,,,NaN,
590,72,0,0,0,NaN,,90,NaN,NaN,,,NaN,72
591,,,,,NaN,,,NaN,NaN,,,NaN,
592,72,0,0,0,NaN,,90,NaN,NaN,,,NaN,72
593,,,,,NaN,,,NaN,NaN,,,NaN,
594,72,0,0,0,NaN,,90,NaN,NaN,,,NaN,72
595,,,,,NaN,,,NaN,NaN,,,NaN,
596,72,0,0,0,NaN,,90,NaN,NaN,,,NaN,71
597,,,,,NaN,,,NaN,NaN,,,NaN,
598,72,0,0,0,NaN,,90,NaN,NaN,,,NaN,71
599,,,,,NaN,,,NaN,NaN,,,NaN,
600,72,1,1,1,NaN,,90,NaN,NaN,,,NaN,71
601,,,,,NaN,,,NaN,NaN,,,NaN,
602,72,1,1,1,NaN,,90,NaN,NaN,,,NaN,72
603,,,,,NaN,,,NaN,NaN,,,NaN,
604,73,0,0,0,NaN,,90,NaN,NaN,,,NaN,72
605,,,,,NaN,,,NaN,NaN,,,NaN,
606,73,0,0,0,NaN,,90,NaN,NaN,,0,NaN,72
607,,,,,NaN,,,NaN,NaN,,,NaN,
608,73,120,7,-56,NaN,,90,NaN,NaN,,0,NaN,72
609,,,,,NaN,,,NaN,NaN,,,NaN,
610,73,93,6,-38,NaN,,89,NaN,NaN,,0,NaN,72
611,,,,,NaN,,,NaN,NaN,,,NaN,
612,73,32,3,-15,NaN,,89,NaN,NaN,,0,NaN,72
613,,,,,NaN,,,NaN,NaN,,,NaN,
614,73,32,3,-15,NaN,,89,NaN,NaN,,-11,NaN,73
615,,,,,NaN,,,NaN,NaN,,,NaN,
616,73,186,186,186,NaN,,90,NaN,NaN,,-11,NaN,72
617,,,,,NaN,,,NaN,NaN,,,NaN,
618,73,186,186,186,NaN,,90,NaN,NaN,,143,NaN,72
619,,,,,NaN,,,NaN,NaN,,,NaN,
620,73,257,257,257,NaN,,90,NaN,NaN,,143,NaN,72
621,,,,,NaN,,,NaN,NaN,,,NaN,
622,73,257,257,257,NaN,,90,NaN,NaN,,260,NaN,72
623,,,,,NaN,,,NaN,NaN,,,NaN,
624,73,270,270,270,NaN,,90,NaN,NaN,,260,NaN,72
625,,,,,NaN,,,NaN,NaN,,,NaN,
626,73,270,270,270,NaN,,90,NaN,NaN,,273,NaN,72
627,,,,,NaN,,,NaN,NaN,,,NaN,
628,72,263,263,263,NaN,,90,NaN,NaN,,273,NaN,72
629,,,,,NaN,,,NaN,NaN,,,NaN,
630,72,263,263,263,NaN,,90,NaN,NaN,,273,NaN,71
631,,,,,NaN,,,NaN,NaN,,,NaN,
632,72,273,273,273,NaN,,90,NaN,NaN,,265,NaN,71
633,,,,,NaN,,,NaN,NaN,,,NaN,
634,72,273,273,273,NaN,,90,NaN,NaN,,265,NaN,71
635,,,,,NaN,,,NaN,NaN,,,NaN,
636,72,273,273,273,NaN,,90,NaN,NaN,,275,NaN,72
637,,,,,NaN,,,NaN,NaN,,,NaN,
638,72,273,273,273,NaN,,90,NaN,NaN,,275,NaN,72
639,,,,,NaN,,,NaN,NaN,,,NaN,
640,72,264,264,264,NaN,,90,NaN,NaN,,272,NaN,72
641,,,,,NaN,,,NaN,NaN,,,NaN,
642,72,264,264,264,NaN,,89,NaN,NaN,,272,NaN,72
643,,,,,NaN,,,NaN,NaN,,,NaN,
644,72,274,274,274,NaN,,89,NaN,NaN,,266,NaN,72
645,,,,,NaN,,,NaN,NaN,,,NaN,
646,72,274,274,274,NaN,,89,NaN,NaN,,266,NaN,72
647,,,,,NaN,,,NaN,NaN,,,NaN,
648,73,273,273,273,NaN,,89,NaN,NaN,,277,NaN,72
649,,,,,NaN,,,NaN,NaN,,,NaN,
650,73,273,273,273,NaN,,89,NaN,NaN,,277,NaN,72
651,,,,,NaN,,,NaN,NaN,,,NaN,
652,73,264,264,264,NaN,,89,NaN,NaN,,270,NaN,72
653,,,,,NaN,,,NaN,NaN,,,NaN,
654,73,264,264,264,NaN,,89,NaN,NaN,,270,NaN,72
655,,,,,NaN,,,NaN,NaN,,,NaN,
656,73,274,274,274,NaN,,89,NaN,NaN,,268,NaN,72
657,,,,,NaN,,,NaN,NaN,,,NaN,
658,73,274,274,274,NaN,,89,NaN,NaN,,268,NaN,73
659,,,,,NaN,,,NaN,NaN,,,NaN,
660,73,273,273,273,NaN,,90,NaN,NaN,,268,NaN,73
661,,,,,NaN,,,NaN,NaN,,,NaN,
662,74,273,273,273,NaN,,90,NaN,NaN,,277,NaN,73
663,,,,,NaN,,,NaN,NaN,,,NaN,
664,74,264,264,264,NaN,,90,NaN,NaN,,277,NaN,74
665,,,,,NaN,,,NaN,NaN,,,NaN,
666,75,264,264,264,NaN,,90,NaN,NaN,,268,NaN,74
667,,,,,NaN,,,NaN,NaN,,,NaN,
668,75,275,275,275,NaN,,90,NaN,NaN,,268,NaN,74
669,,,,,NaN,,,NaN,NaN,,,NaN,
670,75,275,275,275,NaN,,90,NaN,NaN,,271,NaN,74
671,,,,,NaN,,,NaN,NaN,,,NaN,
672,74,273,273,273,NaN,,90,NaN,NaN,,271,NaN,74
673,,,,,NaN,,,NaN,NaN,,,NaN,
674,74,273,273,273,NaN,,91,NaN,NaN,,276,NaN,73
675,,,,,NaN,,,NaN,NaN,,,NaN,
676,73,264,264,264,NaN,,91,NaN,NaN,,276,NaN,73
677,,,,,NaN,,,NaN,NaN,,,NaN,
678,73,264,264,264,NaN,,91,NaN,NaN,,266,NaN,72
679,,,,,NaN,,,NaN,NaN,,,NaN,
680,73,275,275,275,NaN,,91,NaN,NaN,,266,NaN,72
681,,,,,NaN,,,NaN,NaN,,,NaN,
682,72,275,275,275,NaN,,91,NaN,NaN,,274,NaN,72
683,,,,,NaN,,,NaN,NaN,,,NaN,
684,72,272,272,272,NaN,,91,NaN,NaN,,274,NaN,72
685,,,,,NaN,,,NaN,NaN,,,NaN,
686,72,272,272,272,NaN,,91,NaN,NaN,,274,NaN,72
687,,,,,NaN,,,NaN,NaN,,,NaN,
688,72,264,264,264,NaN,,91,NaN,NaN,,274,NaN,72
689,,,,,NaN,,,NaN,NaN,,,NaN,
690,72,264,264,264,NaN,,91,NaN,NaN,,266,NaN,72
691,,,,,NaN,,,NaN,NaN,,,NaN,
692,73,275,275,275,NaN,,91,NaN,NaN,,266,NaN,72
693,,,,,NaN,,,NaN,NaN,,,NaN,
694,73,275,275,275,NaN,,91,NaN,NaN,,266,NaN,72
695,,,,,NaN,,,NaN,NaN,,,NaN,
696,73,272,272,272,NaN,,90,NaN,NaN,,276,NaN,72
697,,,,,NaN,,,NaN,NaN,,,NaN,
698,73,272,272,272,NaN,,91,NaN,NaN,,276,NaN,73
699,,,,,NaN,,,NaN,NaN,,,NaN,
700,74,264,264,264,NaN,,90,NaN,NaN,,272,NaN,73
701,,,,,NaN,,,NaN,NaN,,,NaN,
702,74,264,264,264,NaN,,90,NaN,NaN,,272,NaN,73
703,,,,,NaN,,,NaN,NaN,,,NaN,
704,74,275,275,275,NaN,,90,NaN,NaN,,267,NaN,73
705,,,,,NaN,,,NaN,NaN,,,NaN,
706,74,275,275,275,NaN,,90,NaN,NaN,,267,NaN,73
707,,,,,NaN,,,NaN,NaN,,,NaN,
708,74,272,272,272,NaN,,91,NaN,NaN,,277,NaN,73
709,,,,,NaN,,,NaN,NaN,,,NaN,
710,73,272,272,272,NaN,,91,NaN,NaN,,277,NaN,73
711,,,,,NaN,,,NaN,NaN,,,NaN,
712,73,264,264,264,NaN,,91,NaN,NaN,,269,NaN,73
713,,,,,NaN,,,NaN,NaN,,,NaN,
714,73,264,264,264,NaN,,91,NaN,NaN,,269,NaN,72
715,,,,,NaN,,,NaN,NaN,,,NaN,
716,72,275,275,275,NaN,,91,NaN,NaN,,269,NaN,72
717,,,,,NaN,,,NaN,NaN,,,NaN,
718,72,275,275,275,NaN,,91,NaN,NaN,,269,NaN,71
719,,,,,NaN,,,NaN,NaN,,,NaN,
720,72,272,272,272,NaN,,91,NaN,NaN,,277,NaN,71
721,,,,,NaN,,,NaN,NaN,,,NaN,
722,72,272,272,272,NaN,,91,NaN,NaN,,277,NaN,71
723,,,,,NaN,,,NaN,NaN,,,NaN,
724,72,265,265,265,NaN,,91,NaN,NaN,,277,NaN,71
725,,,,,NaN,,,NaN,NaN,,,NaN,
726,72,265,265,265,NaN,,91,NaN,NaN,,267,NaN,71
727,,,,,NaN,,,NaN,NaN,,,NaN,
728,71,275,275,275,NaN,,91,NaN,NaN,,267,NaN,71
729,,,,,NaN,,,NaN,NaN,,,NaN,
730,71,275,275,275,NaN,,91,NaN,NaN,,272,NaN,71
731,,,,,NaN,,,NaN,NaN,,,NaN,
732,71,272,272,272,NaN,,91,NaN,NaN,,272,NaN,71
733,,,,,NaN,,,NaN,NaN,,,NaN,
734,71,272,272,272,NaN,,91,NaN,NaN,,275,NaN,71
735,,,,,NaN,,,NaN,NaN,,,NaN,
736,71,265,265,265,NaN,,91,NaN,NaN,,275,NaN,71
737,,,,,NaN,,,NaN,NaN,,,NaN,
738,71,265,265,265,NaN,,90,NaN,NaN,,266,NaN,71
739,,,,,NaN,,,NaN,NaN,,,NaN,
740,69,275,275,275,NaN,,91,NaN,NaN,,266,NaN,71
741,,,,,NaN,,,NaN,NaN,,,NaN,
742,69,275,275,275,NaN,,91,NaN,NaN,,274,NaN,70
743,,,,,NaN,,,NaN,NaN,,,NaN,
744,69,271,271,271,NaN,,91,NaN,NaN,,274,NaN,70
745,,,,,NaN,,,NaN,NaN,,,NaN,
746,68,271,271,271,NaN,,91,NaN,NaN,,274,NaN,68
747,,,,,NaN,,,NaN,NaN,,,NaN,
748,70,265,265,265,NaN,,91,NaN,NaN,,274,NaN,70
749,,,,,NaN,,,NaN,NaN,,,NaN,
750,70,265,265,265,NaN,,91,NaN,NaN,,266,NaN,70
751,,,,,NaN,,,NaN,NaN,,,NaN,
752,71,276,276,276,NaN,,90,NaN,NaN,,266,NaN,70
753,,,,,NaN,,,NaN,NaN,,,NaN,
754,71,276,276,276,NaN,,90,NaN,NaN,,276,NaN,70
755,,,,,NaN,,,NaN,NaN,,,NaN,
756,72,271,271,271,NaN,,90,NaN,NaN,,276,NaN,72
757,,,,,NaN,,,NaN,NaN,,,NaN,
758,72,271,271,271,NaN,,90,NaN,NaN,,276,NaN,71
759,,,,,NaN,,,NaN,NaN,,,NaN,
760,72,265,265,265,NaN,,90,NaN,NaN,,272,NaN,72
761,,,,,NaN,,,NaN,NaN,,,NaN,
762,72,265,265,265,NaN,,90,NaN,NaN,,272,NaN,72
763,,,,,NaN,,,NaN,NaN,,,NaN,
764,71,277,277,277,NaN,,90,NaN,NaN,,267,NaN,72
765,,,,,NaN,,,NaN,NaN,,,NaN,
766,72,277,277,277,NaN,,90,NaN,NaN,,267,NaN,71
767,,,,,NaN,,,NaN,NaN,,,NaN,
768,72,271,271,271,NaN,,90,NaN,NaN,,277,NaN,71
769,,,,,NaN,,,NaN,NaN,,,NaN,
770,72,271,271,271,NaN,,90,NaN,NaN,,277,NaN,75
771,,,,,NaN,,,NaN,NaN,,,NaN,
772,72,265,265,265,NaN,,90,NaN,NaN,,270,NaN,72
773,,,,,NaN,,,NaN,NaN,,,NaN,
774,73,265,265,265,NaN,,90,NaN,NaN,,270,NaN,72
775,,,,,NaN,,,NaN,NaN,,,NaN,
776,73,277,277,277,NaN,,90,NaN,NaN,,269,NaN,69
777,,,,,NaN,,,NaN,NaN,,,NaN,
778,73,277,277,277,NaN,,90,NaN,NaN,,269,NaN,73
779,,,,,NaN,,,NaN,NaN,,,NaN,
780,73,271,271,271,NaN,,90,NaN,NaN,,277,NaN,72
781,,,,,NaN,,,NaN,NaN,,,NaN,
782,72,271,271,271,NaN,,90,NaN,NaN,,277,NaN,72
783,,,,,NaN,,,NaN,NaN,,,NaN,
784,72,265,265,265,NaN,,90,NaN,NaN,,267,NaN,72
785,,,,,NaN,,,NaN,NaN,,,NaN,
786,72,265,265,265,NaN,,90,NaN,NaN,,267,NaN,71
787,,,,,NaN,,,NaN,NaN,,,NaN,
788,72,277,277,277,NaN,,90,NaN,NaN,,267,NaN,71
789,,,,,NaN,,,NaN,NaN,,,NaN,
790,71,277,277,277,NaN,,90,NaN,NaN,,271,NaN,71
791,,,,,NaN,,,NaN,NaN,,,NaN,
792,71,271,271,271,NaN,,90,NaN,NaN,,271,NaN,71
793,,,,,NaN,,,NaN,NaN,,,NaN,
794,71,271,271,271,NaN,,90,NaN,NaN,,276,NaN,71
795,,,,,NaN,,,NaN,NaN,,,NaN,
796,71,265,265,265,NaN,,90,NaN,NaN,,276,NaN,71
797,,,,,NaN,,,NaN,NaN,,,NaN,
798,71,265,265,265,NaN,,90,NaN,NaN,,266,NaN,70
799,,,,,NaN,,,NaN,NaN,,,NaN,
800,71,277,277,277,NaN,,90,NaN,NaN,,266,NaN,70
801,,,,,NaN,,,NaN,NaN,,,NaN,
802,71,277,277,277,NaN,,90,NaN,NaN,,274,NaN,70
803,,,,,NaN,,,NaN,NaN,,,NaN,
804,71,271,271,271,NaN,,90,NaN,NaN,,274,NaN,70
805,,,,,NaN,,,NaN,NaN,,,NaN,
806,71,271,271,271,NaN,,90,NaN,NaN,,274,NaN,70
807,,,,,NaN,,,NaN,NaN,,,NaN,
808,71,265,265,265,NaN,,90,NaN,NaN,,274,NaN,71
809,,,,,NaN,,,NaN,NaN,,,NaN,
810,72,265,265,265,NaN,,90,NaN,NaN,,266,NaN,71
811,,,,,NaN,,,NaN,NaN,,,NaN,
812,73,277,277,277,NaN,,90,NaN,NaN,,266,NaN,72
813,,,,,NaN,,,NaN,NaN,,,NaN,
814,73,277,277,277,NaN,,90,NaN,NaN,,276,NaN,77
815,,,,,NaN,,,NaN,NaN,,,NaN,
816,73,271,271,271,NaN,,89,NaN,NaN,,276,NaN,73
817,,,,,NaN,,,NaN,NaN,,,NaN,
818,73,271,271,271,NaN,,89,NaN,NaN,,272,NaN,73
819,,,,,NaN,,,NaN,NaN,,,NaN,
820,73,265,265,265,NaN,,89,NaN,NaN,,272,NaN,72
821,,,,,NaN,,,NaN,NaN,,,NaN,
822,73,265,265,265,NaN,,89,NaN,NaN,,272,NaN,72
823,,,,,NaN,,,NaN,NaN,,,NaN,
824,73,277,277,277,NaN,,90,NaN,NaN,,266,NaN,72
825,,,,,NaN,,,NaN,NaN,,,NaN,
826,72,277,277,277,NaN,,90,NaN,NaN,,266,NaN,72
827,,,,,NaN,,,NaN,NaN,,,NaN,
828,72,271,271,271,NaN,,90,NaN,NaN,,277,NaN,72
829,,,,,NaN,,,NaN,NaN,,,NaN,
830,72,271,271,271,NaN,,90,NaN,NaN,,277,NaN,75
831,,,,,NaN,,,NaN,NaN,,,NaN,
832,72,265,265,265,NaN,,90,NaN,NaN,,270,NaN,71
833,,,,,NaN,,,NaN,NaN,,,NaN,
834,72,265,265,265,NaN,,90,NaN,NaN,,270,NaN,71
835,,,,,NaN,,,NaN,NaN,,,NaN,
836,71,277,277,277,NaN,,90,NaN,NaN,,268,NaN,68
837,,,,,NaN,,,NaN,NaN,,,NaN,
838,71,277,277,277,NaN,,90,NaN,NaN,,268,NaN,71
839,,,,,NaN,,,NaN,NaN,,,NaN,
840,71,271,271,271,NaN,,90,NaN,NaN,,277,NaN,71
841,,,,,NaN,,,NaN,NaN,,,NaN,
842,71,271,271,271,NaN,,90,NaN,NaN,,277,NaN,71
843,,,,,NaN,,,NaN,NaN,,,NaN,
844,71,265,265,265,NaN,,90,NaN,NaN,,268,NaN,71
845,,,,,NaN,,,NaN,NaN,,,NaN,
846,71,265,265,265,NaN,,90,NaN,NaN,,268,NaN,70
847,,,,,NaN,,,NaN,NaN,,,NaN,
848,71,277,277,277,NaN,,90,NaN,NaN,,270,NaN,70
849,,,,,NaN,,,NaN,NaN,,,NaN,
850,71,277,277,277,NaN,,90,NaN,NaN,,270,NaN,70
851,,,,,NaN,,,NaN,NaN,,,NaN,
852,71,271,271,271,NaN,,90,NaN,NaN,,276,NaN,70
853,,,,,NaN,,,NaN,NaN,,,NaN,
854,71,271,271,271,NaN,,90,NaN,NaN,,276,NaN,70
855,,,,,NaN,,,NaN,NaN,,,NaN,
856,71,265,265,265,NaN,,90,NaN,NaN,,276,NaN,70
857,,,,,NaN,,,NaN,NaN,,,NaN,
858,71,265,265,265,NaN,,90,NaN,NaN,,267,NaN,70
859,,,,,NaN,,,NaN,NaN,,,NaN,
860,71,277,277,277,NaN,,90,NaN,NaN,,267,NaN,70
861,,,,,NaN,,,NaN,NaN,,,NaN,
862,71,277,277,277,NaN,,90,NaN,NaN,,273,NaN,70
863,,,,,NaN,,,NaN,NaN,,,NaN,
864,71,271,271,271,NaN,,90,NaN,NaN,,273,NaN,70
865,,,,,NaN,,,NaN,NaN,,,NaN,
866,70,271,271,271,NaN,,90,NaN,NaN,,275,NaN,70
867,,,,,NaN,,,NaN,NaN,,,NaN,
868,70,265,265,265,NaN,,90,NaN,NaN,,275,NaN,70
869,,,,,NaN,,,NaN,NaN,,,NaN,
870,70,265,265,265,NaN,,90,NaN,NaN,,266,NaN,70
871,,,,,NaN,,,NaN,NaN,,,NaN,
872,70,277,277,277,NaN,,90,NaN,NaN,,266,NaN,69
873,,,,,NaN,,,NaN,NaN,,,NaN,
874,70,277,277,277,NaN,,90,NaN,NaN,,275,NaN,70
875,,,,,NaN,,,NaN,NaN,,,NaN,
876,70,271,271,271,NaN,,89,NaN,NaN,,275,NaN,70
877,,,,,NaN,,,NaN,NaN,,,NaN,
878,70,271,271,271,NaN,,89,NaN,NaN,,273,NaN,70
879,,,,,NaN,,,NaN,NaN,,,NaN,
880,71,266,266,266,NaN,,89,NaN,NaN,,273,NaN,70
881,,,,,NaN,,,NaN,NaN,,,NaN,
882,71,266,266,266,NaN,,89,NaN,NaN,,266,NaN,70
883,,,,,NaN,,,NaN,NaN,,,NaN,
884,71,277,277,277,NaN,,88,NaN,NaN,,266,NaN,71
885,,,,,NaN,,,NaN,NaN,,,NaN,
886,71,277,277,277,NaN,,88,NaN,NaN,,266,NaN,74
887,,,,,NaN,,,NaN,NaN,,,NaN,
888,71,271,271,271,NaN,,89,NaN,NaN,,277,NaN,70
889,,,,,NaN,,,NaN,NaN,,,NaN,
890,71,271,271,271,NaN,,89,NaN,NaN,,277,NaN,70
891,,,,,NaN,,,NaN,NaN,,,NaN,
892,71,266,266,266,NaN,,89,NaN,NaN,,271,NaN,68
893,,,,,NaN,,,NaN,NaN,,,NaN,
894,72,266,266,266,NaN,,90,NaN,NaN,,271,NaN,71
895,,,,,NaN,,,NaN,NaN,,,NaN,
896,72,277,277,277,NaN,,90,NaN,NaN,,267,NaN,71
897,,,,,NaN,,,NaN,NaN,,,NaN,
898,71,277,277,277,NaN,,90,NaN,NaN,,267,NaN,71
899,,,,,NaN,,,NaN,NaN,,,NaN,
900,71,271,271,271,NaN,,90,NaN,NaN,,277,NaN,71
901,,,,,NaN,,,NaN,NaN,,,NaN,
902,71,271,271,271,NaN,,90,NaN,NaN,,277,NaN,71
903,,,,,NaN,,,NaN,NaN,,,NaN,
904,71,265,265,265,NaN,,90,NaN,NaN,,269,NaN,71
905,,,,,NaN,,,NaN,NaN,,,NaN,
906,71,265,265,265,NaN,,90,NaN,NaN,,269,NaN,71
907,,,,,NaN,,,NaN,NaN,,,NaN,
908,72,277,277,277,NaN,,89,NaN,NaN,,269,NaN,71
909,,,,,NaN,,,NaN,NaN,,,NaN,
910,73,277,277,277,NaN,,89,NaN,NaN,,269,NaN,72
911,,,,,NaN,,,NaN,NaN,,,NaN,
912,73,271,271,271,NaN,,89,NaN,NaN,,277,NaN,73
913,,,,,NaN,,,NaN,NaN,,,NaN,
914,73,271,271,271,NaN,,89,NaN,NaN,,277,NaN,77
915,,,,,NaN,,,NaN,NaN,,,NaN,
916,73,266,266,266,NaN,,89,NaN,NaN,,277,NaN,73
917,,,,,NaN,,,NaN,NaN,,,NaN,
918,73,266,266,266,NaN,,89,NaN,NaN,,267,NaN,72
919,,,,,NaN,,,NaN,NaN,,,NaN,
920,73,277,277,277,NaN,,89,NaN,NaN,,267,NaN,72
921,,,,,NaN,,,NaN,NaN,,,NaN,
922,72,277,277,277,NaN,,90,NaN,NaN,,272,NaN,72
923,,,,,NaN,,,NaN,NaN,,,NaN,
924,72,270,270,270,NaN,,90,NaN,NaN,,272,NaN,71
925,,,,,NaN,,,NaN,NaN,,,NaN,
926,72,270,270,270,NaN,,90,NaN,NaN,,275,NaN,71
927,,,,,NaN,,,NaN,NaN,,,NaN,
928,71,266,266,266,NaN,,90,NaN,NaN,,275,NaN,71
929,,,,,NaN,,,NaN,NaN,,,NaN,
930,71,266,266,266,NaN,,90,NaN,NaN,,266,NaN,70
931,,,,,NaN,,,NaN,NaN,,,NaN,
932,71,277,277,277,NaN,,90,NaN,NaN,,266,NaN,70
933,,,,,NaN,,,NaN,NaN,,,NaN,
934,70,277,277,277,NaN,,90,NaN,NaN,,275,NaN,70
935,,,,,NaN,,,NaN,NaN,,,NaN,
936,70,270,270,270,NaN,,90,NaN,NaN,,275,NaN,70
937,,,,,NaN,,,NaN,NaN,,,NaN,
938,70,270,270,270,NaN,,90,NaN,NaN,,274,NaN,70
939,,,,,NaN,,,NaN,NaN,,,NaN,
940,70,266,266,266,NaN,,90,NaN,NaN,,274,NaN,70
941,,,,,NaN,,,NaN,NaN,,,NaN,
942,70,266,266,266,NaN,,90,NaN,NaN,,266,NaN,70
943,,,,,NaN,,,NaN,NaN,,,NaN,
944,70,277,277,277,NaN,,90,NaN,NaN,,266,NaN,69
