time,Solar8000/ART_DBP,Solar8000/HR,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/CVP
0,,,,NaN,,,,,NaN,,NaN,,NaN
1,-9,100,,-4.9562602043151855,-9,,-10,97,-4.9562602043151855,-9,-496.78717041015625,100,-495.6260070800781
2,,,,-4.956240177154541,,,,,-4.956240177154541,,-496.7851867675781,,-495.6240234375
3,-9,99,,NaN,-9,,-10,97,NaN,-9,NaN,100,NaN
4,,,,NaN,,,,,NaN,,NaN,,NaN
5,-9,99,,NaN,-9,,-10,97,NaN,-9,NaN,100,NaN
6,,,,NaN,,,,,NaN,,NaN,,NaN
7,-9,99,,NaN,-9,,-10,97,NaN,-9,NaN,99,NaN
8,,,,NaN,,,,,NaN,,NaN,,NaN
9,-9,99,,NaN,-9,,-10,97,NaN,-9,NaN,99,NaN
10,,,,NaN,,,,,NaN,,NaN,,NaN
11,-9,98,,NaN,-9,,-11,97,NaN,-9,NaN,99,NaN
12,,,,NaN,,,,,NaN,,NaN,,NaN
13,-9,98,,NaN,-9,,-11,96,NaN,-9,NaN,99,NaN
14,,,,NaN,,,,,NaN,,NaN,,NaN
15,-9,98,,NaN,-9,,-11,96,NaN,-9,NaN,99,NaN
16,,,,NaN,,,,,NaN,,NaN,,NaN
17,-8,98,,NaN,-8,,-11,96,NaN,-8,NaN,98,NaN
18,,,,NaN,,,,,NaN,,NaN,,NaN
19,-8,97,,NaN,-8,,-11,96,NaN,-8,NaN,98,NaN
20,,,,NaN,,,,,NaN,,NaN,,NaN
21,-8,97,,NaN,-8,,-11,96,NaN,-8,NaN,98,NaN
22,,,,NaN,,,,,NaN,,NaN,,NaN
23,-8,97,,NaN,-8,,-11,96,NaN,-8,NaN,98,NaN
24,,,,NaN,,,,,NaN,,NaN,,NaN
25,-8,97,,NaN,-8,,-11,96,NaN,-8,NaN,98,NaN
26,,,,NaN,,,,,NaN,,NaN,,NaN
27,-8,97,,NaN,-8,,-11,96,NaN,-8,NaN,98,NaN
28,,,,NaN,,,,,NaN,,NaN,,NaN
29,-8,97,,NaN,-8,,-11,96,NaN,-8,NaN,98,NaN
30,,,,NaN,,,,,NaN,,NaN,,NaN
31,-8,98,,NaN,-8,,-11,96,NaN,-8,NaN,98,NaN
32,,,,NaN,,,,,NaN,,NaN,,NaN
33,-8,98,,NaN,-8,,-10,96,NaN,-8,NaN,98,NaN
34,,,,NaN,,,,,NaN,,NaN,,NaN
35,-8,97,,NaN,-8,,-10,96,NaN,-8,NaN,98,NaN
36,,,,NaN,,,,,NaN,,NaN,,NaN
37,-7,97,,NaN,-7,,-10,96,NaN,-7,NaN,98,NaN
38,,,,NaN,,,,,NaN,,NaN,,NaN
39,-7,97,,NaN,-7,,-10,96,NaN,-7,NaN,97,NaN
40,,,,NaN,,,,,NaN,,NaN,,NaN
41,-7,96,,NaN,-7,,-10,96,NaN,-7,NaN,96,NaN
42,,,,NaN,,,,,NaN,,NaN,,NaN
43,-7,96,,NaN,-7,,-10,96,NaN,-7,NaN,96,NaN
44,,,,NaN,,,,,NaN,,NaN,,NaN
45,-7,96,,NaN,-7,,-10,96,NaN,-7,NaN,97,NaN
46,,,,NaN,,,,,NaN,,NaN,,NaN
47,-7,96,,NaN,-7,,-10,95,NaN,-7,NaN,97,NaN
48,,,,NaN,,,,,NaN,,NaN,,NaN
49,-7,96,,NaN,-7,,-10,95,NaN,-7,NaN,97,NaN
50,,,,NaN,,,,,NaN,,NaN,,NaN
51,-7,96,,NaN,-7,,-10,95,NaN,-7,NaN,97,NaN
52,,,,NaN,,,,,NaN,,NaN,,NaN
53,-7,96,,NaN,-7,,-10,95,NaN,-7,NaN,96,NaN
54,,,,NaN,,,,,NaN,,NaN,,NaN
55,-7,95,,NaN,-7,,-10,95,NaN,-7,NaN,96,NaN
56,,,,NaN,,,,,NaN,,NaN,,NaN
57,-7,95,,NaN,-7,,-10,95,NaN,-7,NaN,95,NaN
58,,,,NaN,,,,,NaN,,NaN,,NaN
59,-7,94,,NaN,-7,,-10,95,NaN,-7,NaN,94,NaN
60,,,,NaN,,,,,NaN,,NaN,,NaN
61,-7,94,,NaN,-7,,-10,95,NaN,-7,NaN,95,NaN
62,,,,NaN,,,,,NaN,,NaN,,NaN
63,-7,95,,NaN,-7,,-10,95,NaN,-7,NaN,95,NaN
64,,,,NaN,,,,,NaN,,NaN,,NaN
65,-9,95,,NaN,-5,,-10,95,NaN,-7,NaN,96,NaN
66,,,,NaN,,,,,NaN,,NaN,,NaN
67,-9,94,,NaN,-5,,-10,95,NaN,-7,NaN,95,NaN
68,,,,NaN,,,,,NaN,,NaN,,NaN
69,-7,94,,NaN,-7,,-10,95,NaN,-7,NaN,95,NaN
70,,,,NaN,,,,,NaN,,NaN,,NaN
71,-7,94,,NaN,-7,,-10,95,NaN,-7,NaN,95,NaN
72,,,,NaN,,,,,NaN,,NaN,,NaN
73,-8,95,,NaN,-6,,-10,96,NaN,-7,NaN,95,NaN
74,,,,NaN,,,,,NaN,,NaN,,NaN
75,-9,95,,NaN,-5,,-11,96,NaN,-7,NaN,95,NaN
76,,,,NaN,,,,,NaN,,NaN,,NaN
77,-9,94,,NaN,-5,,-11,96,NaN,-7,NaN,95,NaN
78,,,,NaN,,,,,NaN,,NaN,,NaN
79,-7,94,,NaN,-7,,-10,96,NaN,-7,NaN,94,NaN
80,,,,NaN,,,,,NaN,,NaN,,NaN
81,-7,94,,NaN,-7,,-10,96,NaN,-7,NaN,94,NaN
82,,,,NaN,,,,,NaN,,NaN,,NaN
83,-7,93,,NaN,-7,,-10,96,NaN,-7,NaN,94,NaN
84,,,,NaN,,,,,NaN,,NaN,,NaN
85,-7,94,,NaN,-7,,-11,96,NaN,-7,NaN,94,NaN
86,,,,NaN,,,,,NaN,,NaN,,NaN
87,-7,94,,NaN,-7,,-11,96,NaN,-7,NaN,94,NaN
88,,,,NaN,,,,,NaN,,NaN,,NaN
89,-7,94,,NaN,-7,,-11,96,NaN,-7,NaN,95,NaN
90,,,,NaN,,,,,NaN,,NaN,,NaN
91,-7,95,,NaN,-7,,-11,96,NaN,-7,NaN,95,NaN
92,,,,NaN,,,,,NaN,,NaN,,NaN
93,-7,96,,NaN,-7,,-11,96,NaN,-7,NaN,96,NaN
94,,,,NaN,,,,,NaN,,NaN,,NaN
95,-7,96,,NaN,-7,,-11,96,NaN,-7,NaN,96,NaN
96,,,,NaN,,,,,NaN,,NaN,,NaN
97,-7,95,,NaN,-7,,-11,96,NaN,-7,NaN,96,NaN
98,,,,NaN,,,,,NaN,,NaN,,NaN
99,-8,95,,NaN,-8,,-11,96,NaN,-8,NaN,95,NaN
100,,,,NaN,,,,,NaN,,NaN,,NaN
101,-8,94,,NaN,-8,,-10,96,NaN,-8,NaN,94,NaN
102,,,,NaN,,,,,NaN,,NaN,,NaN
103,-8,93,,NaN,-8,,-10,96,NaN,-8,NaN,94,NaN
104,,,,NaN,,,,,NaN,,NaN,,NaN
105,-8,93,,NaN,-8,,-10,96,NaN,-8,NaN,93,NaN
106,,,,NaN,,,,,NaN,,NaN,,NaN
107,-8,93,,NaN,-8,,-10,95,NaN,-8,NaN,93,NaN
108,,,,NaN,,,,,NaN,,NaN,,NaN
109,-8,93,,NaN,-8,,-10,96,NaN,-8,NaN,94,NaN
110,,,,NaN,,,,,NaN,,NaN,,NaN
111,-8,94,,NaN,-8,,-10,95,NaN,-8,NaN,94,NaN
112,,,,NaN,,,,,NaN,,NaN,,NaN
113,-8,94,,NaN,-8,,-10,95,NaN,-8,NaN,94,NaN
114,,,,NaN,,,,,NaN,,NaN,,NaN
115,-8,94,,NaN,-8,,-10,95,NaN,-8,NaN,94,NaN
116,,,,NaN,,,,,NaN,,NaN,,NaN
117,-8,93,,NaN,-8,,-10,95,NaN,-8,NaN,94,NaN
118,,,,NaN,,,,,NaN,,NaN,,NaN
119,-8,93,,NaN,-8,,-10,95,NaN,-8,NaN,94,NaN
120,,,,NaN,,,,,NaN,,NaN,,NaN
121,-8,93,,NaN,-8,,-10,95,NaN,-8,NaN,93,NaN
122,,,,NaN,,,,,NaN,,NaN,,NaN
123,-8,93,,NaN,-8,,-10,95,NaN,-8,NaN,94,NaN
124,,,,NaN,,,,,NaN,,NaN,,NaN
125,-8,93,,NaN,-8,,-10,95,NaN,-8,NaN,94,NaN
126,,,,NaN,,,,,NaN,,NaN,,NaN
127,-8,94,,NaN,-8,,-11,95,NaN,-8,NaN,94,NaN
128,,,,NaN,,,,,NaN,,NaN,,NaN
129,-8,94,,NaN,-8,,-11,95,NaN,-8,NaN,94,NaN
130,,,,NaN,,,,,NaN,,NaN,,NaN
131,-9,93,,NaN,-9,,-11,95,NaN,-9,NaN,94,NaN
132,,,,NaN,,,,,NaN,,NaN,,NaN
133,-9,93,,NaN,-9,,-11,95,NaN,-9,NaN,93,NaN
134,,,,NaN,,,,,NaN,,NaN,,NaN
135,-9,93,,NaN,-9,,-11,95,NaN,-9,NaN,93,NaN
136,,,,NaN,,,,,NaN,,NaN,,NaN
137,-9,92,,NaN,-9,,-11,95,NaN,-9,NaN,93,NaN
138,,,,NaN,,,,,NaN,,NaN,,NaN
139,-9,92,,NaN,-9,,-11,96,NaN,-9,NaN,92,NaN
140,,,,NaN,,,,,NaN,,NaN,,NaN
141,-9,92,,NaN,-9,,-11,96,NaN,-9,NaN,92,NaN
142,,,,NaN,,,,,NaN,,NaN,,NaN
143,-9,92,,NaN,-9,,-11,96,NaN,-9,NaN,93,NaN
144,,,,NaN,,,,,NaN,,NaN,,NaN
145,-9,93,,NaN,-9,,-11,96,NaN,-9,NaN,93,NaN
146,,,,NaN,,,,,NaN,,NaN,,NaN
147,-9,93,,NaN,-9,,-11,96,NaN,-9,NaN,94,NaN
148,,,,NaN,,,,,NaN,,NaN,,NaN
149,-9,93,,NaN,-9,,-11,96,NaN,-9,NaN,94,NaN
150,,,,NaN,,,,,NaN,,NaN,,NaN
151,-9,94,,NaN,-9,,-11,96,NaN,-9,NaN,94,NaN
152,,,,NaN,,,,,NaN,,NaN,,NaN
153,-9,93,,NaN,-9,,-11,96,NaN,-9,NaN,94,NaN
154,,,,NaN,,,,,NaN,,NaN,,NaN
155,-9,93,,NaN,-9,,-11,96,NaN,-9,NaN,94,NaN
156,,,,NaN,,,,,NaN,,NaN,,NaN
157,-9,93,,NaN,-9,,-11,95,NaN,-9,NaN,96,NaN
158,,,,NaN,,,,,NaN,,NaN,,NaN
159,-9,93,,NaN,-9,,-11,95,NaN,-9,NaN,96,NaN
160,,,,NaN,,,,,NaN,,NaN,,NaN
161,-9,93,,NaN,-9,,-11,95,NaN,-9,NaN,96,NaN
162,,,,NaN,,,,,NaN,,NaN,,NaN
163,-9,94,,NaN,-9,,-11,95,NaN,-9,NaN,96,NaN
164,,,,NaN,,,,,NaN,,NaN,,NaN
165,-9,95,,NaN,-9,,-12,95,NaN,-9,NaN,95,NaN
166,,,,NaN,,,,,NaN,,NaN,,NaN
167,-9,95,,NaN,-9,,-12,95,NaN,-9,NaN,96,NaN
168,,,,NaN,,,,,NaN,,NaN,,NaN
169,-9,95,,NaN,-9,,-11,95,NaN,-9,NaN,96,NaN
170,,,,NaN,,,,,NaN,,NaN,,NaN
171,-9,95,,NaN,-9,,-11,95,NaN,-9,NaN,96,NaN
172,,,,NaN,,,,,NaN,,NaN,,NaN
173,-9,94,,NaN,-9,,-12,95,NaN,-9,NaN,95,NaN
174,,,,NaN,,,,,NaN,,NaN,,NaN
175,-9,94,,NaN,-9,,-12,96,NaN,-9,NaN,94,NaN
176,,,,NaN,,,,,NaN,,NaN,,NaN
177,-9,93,,NaN,-9,,-12,96,NaN,-9,NaN,94,NaN
178,,,,NaN,,,,,NaN,,NaN,,NaN
179,-9,93,,NaN,-9,,-12,96,NaN,-9,NaN,94,NaN
180,,,,NaN,,,,,NaN,,NaN,,NaN
181,-9,93,,NaN,-9,,-12,96,NaN,-9,NaN,94,NaN
182,,,,NaN,,,,,NaN,,NaN,,NaN
183,-9,92,,NaN,-9,,-12,96,NaN,-9,NaN,93,NaN
184,,,,NaN,,,,,NaN,,NaN,,NaN
185,-9,92,,NaN,-9,,-12,96,NaN,-9,NaN,93,NaN
186,,,,NaN,,,,,NaN,,NaN,,NaN
187,-9,91,,NaN,-9,,-12,96,NaN,-9,NaN,91,NaN
188,,,,NaN,,,,,NaN,,NaN,,NaN
189,-9,90,,NaN,-9,,-12,96,NaN,-9,NaN,91,NaN
190,,,,NaN,,,,,NaN,,NaN,,NaN
191,-9,89,,NaN,-9,,-12,96,NaN,-9,NaN,90,NaN
192,,,,NaN,,,,,NaN,,NaN,,NaN
193,-9,88,,NaN,-9,,-12,96,NaN,-9,NaN,89,NaN
194,,,,NaN,,,,,NaN,,NaN,,NaN
195,-9,89,,NaN,-9,,-12,96,NaN,-9,NaN,89,NaN
196,,,,NaN,,,,,NaN,,NaN,,NaN
197,-9,90,,NaN,-9,,-12,96,NaN,-9,NaN,90,NaN
198,,,,NaN,,,,,NaN,,NaN,,NaN
199,-9,90,,NaN,-9,,-12,96,NaN,-9,NaN,91,NaN
200,,,,NaN,,,,,NaN,,NaN,,NaN
201,-9,91,,NaN,-9,,-12,96,NaN,-9,NaN,91,NaN
202,,,,NaN,,,,,NaN,,NaN,,NaN
203,-9,92,,NaN,-9,,-12,96,NaN,-9,NaN,92,NaN
204,,,,NaN,,,,,NaN,,NaN,,NaN
205,-9,92,,NaN,-9,,-12,96,NaN,-9,NaN,92,NaN
206,,,,NaN,,,,,NaN,,NaN,,NaN
207,-9,93,,NaN,-9,,-13,96,NaN,-9,NaN,93,NaN
208,,,,NaN,,,,,NaN,,NaN,,NaN
209,-9,93,,NaN,-9,,-13,96,NaN,-9,NaN,93,NaN
210,,,,NaN,,,,,NaN,,NaN,,NaN
211,-9,93,,NaN,-9,,-13,96,NaN,-9,NaN,94,NaN
212,,,,NaN,,,,,NaN,,NaN,,NaN
213,-9,93,,NaN,-9,,-13,96,NaN,-9,NaN,94,NaN
214,,,,NaN,,,,,NaN,,NaN,,NaN
215,-9,93,,NaN,-9,,-13,96,NaN,-9,NaN,93,NaN
216,,,,NaN,,,,,NaN,,NaN,,NaN
217,-9,93,,NaN,-9,,-13,97,NaN,-9,NaN,93,NaN
218,,,,NaN,,,,,NaN,,NaN,,NaN
219,-9,93,,NaN,-9,,-13,97,NaN,-9,NaN,93,NaN
220,,,,NaN,,,,,NaN,,NaN,,NaN
221,-9,93,,NaN,-9,,-13,99,NaN,-9,NaN,93,NaN
222,,,,NaN,,,,,NaN,,NaN,,NaN
223,-9,92,,NaN,-9,,-13,100,NaN,-9,NaN,93,NaN
224,,,,NaN,,,,,NaN,,NaN,,NaN
225,-9,92,,NaN,-9,,-13,100,NaN,-9,NaN,93,NaN
226,,,,NaN,,,,,NaN,,NaN,,NaN
227,-9,92,,NaN,-9,,-13,100,NaN,-9,NaN,93,NaN
228,,,,NaN,,,,,NaN,,NaN,,NaN
229,-9,92,,NaN,-9,,-13,100,NaN,-9,NaN,93,NaN
230,,,,NaN,,,,,NaN,,NaN,,NaN
231,-9,93,,NaN,-9,,-13,100,NaN,-9,NaN,93,NaN
232,,,,NaN,,,,,NaN,,NaN,,NaN
233,-9,93,,NaN,-9,,-13,100,NaN,-9,NaN,94,NaN
234,,,,NaN,,,,,NaN,,NaN,,NaN
235,-9,93,,NaN,-9,,-13,100,NaN,-9,NaN,94,NaN
236,,,,NaN,,,,,NaN,,NaN,,NaN
237,-9,92,,NaN,-9,,-13,100,NaN,-9,NaN,93,NaN
238,,,,NaN,,,,,NaN,,NaN,,NaN
239,-9,92,,NaN,-9,,-13,100,NaN,-9,NaN,92,NaN
240,,,,NaN,,,,,NaN,,NaN,,NaN
241,-9,90,,NaN,-9,,-13,100,NaN,-9,NaN,91,NaN
242,,,,NaN,,,,,NaN,,NaN,,NaN
243,-9,89,,NaN,-9,,-13,100,NaN,-9,NaN,90,NaN
244,,,,NaN,,,,,NaN,,NaN,,NaN
245,-9,88,,NaN,-9,,-13,100,NaN,-9,NaN,89,NaN
246,,,,NaN,,,,,NaN,,NaN,,NaN
247,-9,88,,NaN,-9,,-13,100,NaN,-9,NaN,89,NaN
248,,,,NaN,,,,,NaN,,NaN,,NaN
249,-9,89,,NaN,-9,,-13,100,NaN,-9,NaN,89,NaN
250,,,,NaN,,,,,NaN,,NaN,,NaN
251,-9,90,,NaN,-9,,-13,100,NaN,-9,NaN,90,NaN
252,,,,NaN,,,,,NaN,,NaN,,NaN
253,-9,91,,NaN,-9,,-13,100,NaN,-9,NaN,91,NaN
254,,,,NaN,,,,,NaN,,NaN,,NaN
255,-9,92,,NaN,-9,,-13,100,NaN,-9,NaN,92,NaN
256,,,,NaN,,,,,NaN,,NaN,,NaN
257,-9,92,,NaN,-9,,-13,100,NaN,-9,NaN,92,NaN
258,,,,NaN,,,,,NaN,,NaN,,NaN
259,-9,91,,NaN,-9,,-13,100,NaN,-9,NaN,92,NaN
260,,,,NaN,,,,,NaN,,NaN,,NaN
261,-9,91,,NaN,-9,,-13,100,NaN,-9,NaN,91,NaN
262,,,,NaN,,,,,NaN,,NaN,,NaN
263,-9,91,,NaN,-9,,-13,100,NaN,-9,NaN,92,NaN
264,,,,NaN,,,,,NaN,,NaN,,NaN
265,-9,92,,NaN,-9,,-13,100,NaN,-9,NaN,92,NaN
266,,,,NaN,,,,,NaN,,NaN,,NaN
267,-9,91,,NaN,-9,,-13,100,NaN,-9,NaN,92,NaN
268,,,,NaN,,,,,NaN,,NaN,,NaN
269,-9,91,,NaN,-9,,-13,100,NaN,-9,NaN,91,NaN
270,,,,NaN,,,,,NaN,,NaN,,NaN
271,-9,90,,NaN,-9,,-13,100,NaN,-9,NaN,91,NaN
272,,,,NaN,,,,,NaN,,NaN,,NaN
273,-9,90,,NaN,-9,,-13,100,NaN,-9,NaN,91,NaN
274,,,,NaN,,,,,NaN,,NaN,,NaN
275,-9,89,,NaN,-9,,-13,100,NaN,-9,NaN,90,NaN
276,,,,NaN,,,,,NaN,,NaN,,NaN
277,-9,88,,NaN,-9,,-13,100,NaN,-9,NaN,89,NaN
278,,,,NaN,,,,,NaN,,NaN,,NaN
279,-9,87,,NaN,-9,,-13,100,NaN,-9,NaN,87,NaN
280,,,,NaN,,,,,NaN,,NaN,,NaN
281,-9,86,,NaN,-9,,-13,100,NaN,-9,NaN,87,NaN
282,,,,NaN,,,,,NaN,,NaN,,NaN
283,-9,86,,NaN,-9,,-13,100,NaN,-9,NaN,86,NaN
284,,,,NaN,,,,,NaN,,NaN,,NaN
285,-9,85,,NaN,-9,,-13,100,NaN,-9,NaN,86,NaN
286,,,,NaN,,,,,NaN,,NaN,,NaN
287,-9,85,,NaN,-9,,-13,100,NaN,-9,NaN,86,NaN
288,,,,NaN,,,,,NaN,,NaN,,NaN
289,-9,86,,NaN,-9,,-13,100,NaN,-9,NaN,86,NaN
290,,,,NaN,,,,,NaN,,NaN,,NaN
291,-9,86,,NaN,-9,,-13,100,NaN,-9,NaN,86,NaN
292,,,,NaN,,,,,NaN,,NaN,,NaN
293,-9,85,,NaN,-9,,-13,100,NaN,-9,NaN,86,NaN
294,,,,NaN,,,,,NaN,,NaN,,NaN
295,-9,84,,NaN,-9,,-13,100,NaN,-9,NaN,85,NaN
296,,,,NaN,,,,,NaN,,NaN,,NaN
297,-9,83,,NaN,-9,,-13,100,NaN,-9,NaN,84,NaN
298,,,,NaN,,,,,NaN,,NaN,,NaN
299,-9,83,,NaN,-9,,-13,100,NaN,-9,NaN,84,NaN
300,,,,NaN,,,,,NaN,,NaN,,NaN
301,-9,82,,NaN,-9,,-13,100,NaN,-9,NaN,83,NaN
302,,,,NaN,,,,,NaN,,NaN,,NaN
303,-10,81,,NaN,-10,,-13,100,NaN,-10,NaN,82,NaN
304,,,,NaN,,,,,NaN,,NaN,,NaN
305,-10,81,,NaN,-10,,-13,100,NaN,-10,NaN,82,NaN
306,,,,NaN,,,,,NaN,,NaN,,NaN
307,-10,81,,NaN,-10,,-13,100,NaN,-10,NaN,82,NaN
308,,,,NaN,,,,,NaN,,NaN,,NaN
309,-10,82,,NaN,-10,,-13,100,NaN,-10,NaN,82,NaN
310,,,,NaN,,,,,NaN,,NaN,,NaN
311,-10,83,,NaN,-10,,-13,100,NaN,-10,NaN,83,NaN
312,,,,NaN,,,,,NaN,,NaN,,NaN
313,-10,84,,NaN,-10,,-13,100,NaN,-10,NaN,84,NaN
314,,,,NaN,,,,,NaN,,NaN,,NaN
315,-10,85,,NaN,-10,,-13,100,NaN,-10,NaN,85,NaN
316,,,,NaN,,,,,NaN,,NaN,,NaN
317,-10,86,,NaN,-10,,-13,100,NaN,-10,NaN,86,NaN
318,,,,NaN,,,,,NaN,,NaN,,NaN
319,-12,86,,NaN,-8,,-13,100,NaN,-10,NaN,86,NaN
320,,,,NaN,,,,,NaN,,NaN,,NaN
321,-11,86,,NaN,-8,,-13,100,NaN,-10,NaN,87,NaN
322,,,,NaN,,,,,NaN,,NaN,,NaN
323,-12,87,,NaN,-7,,-13,100,NaN,-10,NaN,87,NaN
324,,,,NaN,,,,,NaN,,NaN,,NaN
325,-12,87,,NaN,-7,,-13,100,NaN,-10,NaN,87,NaN
326,,,,NaN,,,,,NaN,,NaN,,NaN
327,-10,87,,NaN,-10,,-13,100,NaN,-10,NaN,88,NaN
328,,,,NaN,,,,,NaN,,NaN,,NaN
329,-10,88,,NaN,-10,,-13,100,NaN,-10,NaN,88,NaN
330,,,,NaN,,,,,NaN,,NaN,,NaN
331,-10,88,,NaN,-10,,-13,100,NaN,-10,NaN,88,NaN
332,,,,NaN,,,,,NaN,,NaN,,NaN
333,-10,88,,NaN,-10,,-13,100,NaN,-10,NaN,89,NaN
334,,,,NaN,,,,,NaN,,NaN,,NaN
335,-10,88,,NaN,-10,,-13,100,NaN,-10,NaN,89,NaN
336,,,,NaN,,,,,NaN,,NaN,,NaN
337,-10,89,,NaN,-10,,-13,100,NaN,-10,NaN,89,NaN
338,,,,NaN,,,,,NaN,,NaN,,NaN
339,-10,89,,NaN,-10,,-13,100,NaN,-10,NaN,90,NaN
340,,,,NaN,,,,,NaN,,NaN,,NaN
341,-10,89,,NaN,-10,,-13,100,NaN,-10,NaN,90,NaN
342,,,,NaN,,,,,NaN,,NaN,,NaN
343,-11,89,,NaN,-11,,-13,100,NaN,-11,NaN,89,NaN
344,,,,NaN,,,,,NaN,,NaN,,NaN
345,-11,88,,NaN,-11,,-13,100,NaN,-11,NaN,89,NaN
346,,,,NaN,,,,,NaN,,NaN,,NaN
347,-11,86,,NaN,-11,,-13,100,NaN,-11,NaN,88,NaN
348,,,,NaN,,,,,NaN,,NaN,,NaN
349,-11,85,,NaN,-11,,-13,100,NaN,-11,NaN,86,NaN
350,,,,NaN,,,,,NaN,,NaN,,NaN
351,-11,83,,NaN,-11,,-13,100,NaN,-11,NaN,85,NaN
352,,,,NaN,,,,,NaN,,NaN,,NaN
353,-11,82,,NaN,-11,,-13,100,NaN,-11,NaN,83,NaN
354,,,,NaN,,,,,NaN,,NaN,,NaN
355,-11,82,,NaN,-11,,-13,100,NaN,-11,NaN,83,NaN
356,,,,NaN,,,,,NaN,,NaN,,NaN
357,-11,81,,NaN,-11,,-13,100,NaN,-11,NaN,82,NaN
358,,,,NaN,,,,,NaN,,NaN,,NaN
359,-11,80,,NaN,-11,,-13,100,NaN,-11,NaN,81,NaN
360,,,,NaN,,,,,NaN,,NaN,,NaN
361,-11,80,,NaN,-11,,-13,100,NaN,-11,NaN,80,NaN
362,,,,NaN,,,,,NaN,,NaN,,NaN
363,-11,78,,NaN,-11,,-13,100,NaN,-11,NaN,79,NaN
364,,,,NaN,,,,,NaN,,NaN,,NaN
365,-11,77,,NaN,-11,,-13,100,NaN,-11,NaN,79,NaN
366,,,,NaN,,,,,NaN,,NaN,,NaN
367,-11,77,,NaN,-11,,-13,100,NaN,-11,NaN,78,NaN
368,,,,NaN,,,,,NaN,,NaN,,NaN
369,-11,76,,NaN,-11,,-13,100,NaN,-11,NaN,77,NaN
370,,,,NaN,,,,,NaN,,NaN,,NaN
371,-11,76,,NaN,-11,,-13,100,NaN,-11,NaN,77,NaN
372,,,,NaN,,,,,NaN,,NaN,,NaN
373,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,76,NaN
374,,,,NaN,,,,,NaN,,NaN,,NaN
375,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
376,,,,NaN,,,,,NaN,,NaN,,NaN
377,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
378,,,,NaN,,,,,NaN,,NaN,,NaN
379,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
380,,,,NaN,,,,,NaN,,NaN,,NaN
381,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
382,,,,NaN,,,,,NaN,,NaN,,NaN
383,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
384,,,,NaN,,,,,NaN,,NaN,,NaN
385,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
386,,,,NaN,,,,,NaN,,NaN,,NaN
387,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
388,,,,NaN,,,,,NaN,,NaN,,NaN
389,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
390,,,,NaN,,,,,NaN,,NaN,,NaN
391,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
392,,,,NaN,,,,,NaN,,NaN,,NaN
393,-11,74,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
394,,,,NaN,,,,,NaN,,NaN,,NaN
395,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
396,,,,NaN,,,,,NaN,,NaN,,NaN
397,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
398,,,,NaN,,,,,NaN,,NaN,,NaN
399,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
400,,,,NaN,,,,,NaN,,NaN,,NaN
401,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
402,,,,NaN,,,,,NaN,,NaN,,NaN
403,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
404,,,,NaN,,,,,NaN,,NaN,,NaN
405,-11,75,,NaN,-11,,-13,100,NaN,-11,NaN,75,NaN
406,,,,NaN,,,,,NaN,,NaN,,NaN
407,-10,75,,NaN,-10,,-13,100,NaN,-10,NaN,75,NaN
408,,,,NaN,,,,,NaN,,NaN,,NaN
409,-10,75,,NaN,-10,,-13,100,NaN,-10,NaN,75,NaN
410,,,,NaN,,,,,NaN,,NaN,,NaN
411,-10,75,,NaN,-10,,-13,100,NaN,-10,NaN,75,NaN
412,,,,NaN,,,,,NaN,,NaN,,NaN
413,-10,75,,NaN,-10,,-13,100,NaN,-10,NaN,75,NaN
414,,,,NaN,,,,,NaN,,NaN,,NaN
415,-10,75,,NaN,-10,,-13,100,NaN,-10,NaN,75,NaN
416,,,,NaN,,,,,NaN,,NaN,,NaN
417,-10,75,,NaN,-10,,-13,100,NaN,-10,NaN,75,NaN
418,,,,NaN,,,,,NaN,,NaN,,NaN
419,-10,75,,NaN,-10,,-13,100,NaN,-10,NaN,75,NaN
420,,,,NaN,,,,,NaN,,NaN,,NaN
421,-10,75,,NaN,-10,,-13,100,NaN,-10,NaN,75,NaN
422,,,,NaN,,,,,NaN,,NaN,,NaN
423,-27,75,,NaN,1,,-13,100,NaN,-10,NaN,75,NaN
