time,Solar8000/ART_DBP,Solar8000/HR,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/ART_SBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_SPO2,SNUADC/ECG_II,Solar8000/ART_MBP,SNUADC/ART,Solar8000/PLETH_HR,SNUADC/CVP
20280,,,,NaN,,,,,NaN,,NaN,,NaN
20281,69,81,33,NaN,129,14,8,100,NaN,93,NaN,82,NaN
20282,,,,NaN,,,,,NaN,,NaN,,NaN
20283,70,81,33,NaN,132,14,8,100,NaN,94,NaN,81,NaN
20284,,,,NaN,,,,,NaN,,NaN,,NaN
20285,69,81,33,NaN,129,14,8,100,NaN,93,NaN,81,NaN
20286,,,,NaN,,,,,NaN,,NaN,,NaN
20287,70,81,33,NaN,130,14,8,100,NaN,93,NaN,81,NaN
20288,,,,NaN,,,,,NaN,,NaN,,NaN
20289,70,81,33,NaN,128,14,8,100,NaN,93,NaN,81,NaN
20290,,,,NaN,,,,,NaN,,NaN,,NaN
20291,70,81,33,NaN,129,14,8,100,NaN,93,NaN,81,NaN
20292,,,,NaN,,,,,NaN,,NaN,,NaN
20293,70,81,33,NaN,131,14,8,100,NaN,94,NaN,81,NaN
20294,,,,NaN,,,,,NaN,,NaN,,NaN
20295,70,81,33,NaN,130,14,8,100,NaN,94,NaN,81,NaN
20296,,,,NaN,,,,,NaN,,NaN,,NaN
20297,71,81,33,NaN,134,14,8,100,NaN,95,NaN,81,NaN
20298,,,,NaN,,,,,NaN,,NaN,,NaN
20299,70,81,33,NaN,131,14,8,100,NaN,94,NaN,81,NaN
20300,,,,NaN,,,,,NaN,,NaN,,NaN
20301,71,81,33,NaN,135,14,8,100,NaN,95,NaN,82,NaN
20302,,,,NaN,,,,,NaN,,NaN,,NaN
20303,70,81,33,NaN,131,14,8,100,NaN,94,NaN,81,NaN
20304,,,,NaN,,,,,NaN,,NaN,,NaN
20305,71,81,33,NaN,134,14,8,100,NaN,95,NaN,81,NaN
20306,,,,NaN,,,,,NaN,,NaN,,NaN
20307,70,80,33,NaN,130,14,8,100,NaN,94,NaN,81,NaN
20308,,,,NaN,,,,,NaN,,NaN,,NaN
20309,71,80,33,NaN,134,14,8,100,NaN,95,NaN,81,NaN
20310,,,,NaN,,,,,NaN,,NaN,,NaN
20311,69,80,33,NaN,129,14,8,100,NaN,93,NaN,81,NaN
20312,,,,NaN,,,,,NaN,,NaN,,NaN
20313,71,80,33,NaN,132,14,8,100,NaN,94,NaN,80,NaN
20314,,,,NaN,,,,,NaN,,NaN,,NaN
20315,70,80,33,NaN,130,14,8,100,NaN,94,NaN,80,NaN
20316,,,,NaN,,,,,NaN,,NaN,,NaN
20317,71,80,33,NaN,132,14,8,100,NaN,94,NaN,80,NaN
20318,,,,NaN,,,,,NaN,,NaN,,NaN
20319,71,81,33,NaN,134,14,8,100,NaN,95,NaN,81,NaN
20320,,,,NaN,,,,,NaN,,NaN,,NaN
20321,73,81,33,NaN,135,14,8,100,NaN,96,NaN,81,NaN
20322,,,,NaN,,,,,NaN,,NaN,,NaN
20323,72,81,33,NaN,135,14,8,100,NaN,97,NaN,81,NaN
20324,,,,NaN,,,,,NaN,,NaN,,NaN
20325,72,81,33,NaN,134,14,8,100,NaN,96,NaN,81,NaN
20326,,,,NaN,,,,,NaN,,NaN,,NaN
20327,73,81,33,NaN,137,14,8,100,NaN,98,NaN,82,NaN
20328,,,,NaN,,,,,NaN,,NaN,,NaN
20329,72,82,33,NaN,135,14,8,100,NaN,97,NaN,82,NaN
20330,,,,NaN,,,,,NaN,,NaN,,NaN
20331,74,82,33,NaN,137,14,8,100,NaN,98,NaN,82,NaN
20332,,,,NaN,,,,,NaN,,NaN,,NaN
20333,74,82,33,NaN,136,14,8,100,NaN,98,NaN,82,NaN
20334,,,,NaN,,,,,NaN,,NaN,,NaN
20335,75,82,33,NaN,139,14,8,100,NaN,99,NaN,83,NaN
20336,,,,NaN,,,,,NaN,,NaN,,NaN
20337,73,82,33,NaN,135,14,8,100,NaN,98,NaN,83,NaN
20338,,,,NaN,,,,,NaN,,NaN,,NaN
20339,73,82,33,NaN,137,14,8,100,NaN,98,NaN,83,NaN
20340,,,,NaN,,,,,NaN,,NaN,,NaN
20341,72,82,33,NaN,132,14,8,100,NaN,96,NaN,83,NaN
20342,,,,NaN,,,,,NaN,,NaN,,NaN
20343,73,82,33,NaN,134,14,8,100,NaN,97,NaN,83,NaN
20344,,,,NaN,,,,,NaN,,NaN,,NaN
20345,73,82,33,NaN,132,14,8,100,NaN,96,NaN,83,NaN
20346,,,,NaN,,,,,NaN,,NaN,,NaN
20347,74,83,33,NaN,136,14,8,100,NaN,97,NaN,83,NaN
20348,,,,NaN,,,,,NaN,,NaN,,NaN
20349,74,83,,NaN,136,14,8,100,NaN,98,NaN,83,NaN
20350,,,,NaN,,,,,NaN,,NaN,,NaN
20351,74,83,,NaN,136,14,8,100,NaN,98,NaN,83,NaN
20352,,,,NaN,,,,,NaN,,NaN,,NaN
20353,75,83,,NaN,138,14,8,100,NaN,99,NaN,84,NaN
20354,,,,NaN,,,,,NaN,,NaN,,NaN
20355,75,83,,NaN,137,11,8,100,NaN,99,NaN,84,NaN
20356,,,,NaN,,,,,NaN,,NaN,,NaN
20357,74,83,,NaN,137,11,8,100,NaN,99,NaN,84,NaN
20358,,,,NaN,,,,,NaN,,NaN,,NaN
20359,74,83,,NaN,135,11,8,100,NaN,98,NaN,84,NaN
20360,,,,NaN,,,,,NaN,,NaN,,NaN
20361,74,83,33,NaN,139,8,8,100,NaN,99,NaN,84,NaN
20362,,,,NaN,,,,,NaN,,NaN,,NaN
20363,74,84,33,NaN,135,8,8,100,NaN,98,NaN,84,NaN
20364,,,,NaN,,,,,NaN,,NaN,,NaN
20365,75,84,33,NaN,139,8,8,100,NaN,99,NaN,84,NaN
20366,,,,NaN,,,,,NaN,,NaN,,NaN
20367,74,84,33,NaN,135,8,8,100,NaN,98,NaN,84,NaN
20368,,,,NaN,,,,,NaN,,NaN,,NaN
20369,74,84,33,NaN,136,6,8,100,NaN,98,NaN,84,NaN
20370,,,,NaN,,,,,NaN,,NaN,,NaN
20371,72,84,33,NaN,133,6,8,100,NaN,97,NaN,84,NaN
20372,,,,NaN,,,,,NaN,,NaN,,NaN
20373,71,84,33,NaN,132,6,8,100,NaN,96,NaN,84,NaN
20374,,,,NaN,,,,,NaN,,NaN,,NaN
20375,71,83,33,NaN,129,6,8,100,NaN,95,NaN,84,NaN
20376,,,,NaN,,,,,NaN,,NaN,,NaN
20377,69,83,33,NaN,129,6,8,100,NaN,94,NaN,84,NaN
20378,,,,NaN,,,,,NaN,,NaN,,NaN
20379,69,83,33,NaN,127,6,8,100,NaN,93,NaN,84,NaN
20380,,,,NaN,,,,,NaN,,NaN,,NaN
20381,69,83,33,NaN,126,7,8,100,NaN,92,NaN,84,NaN
20382,,,,NaN,,,,,NaN,,NaN,,NaN
20383,69,83,33,NaN,126,7,8,100,NaN,92,NaN,84,NaN
20384,,,,NaN,,,,,NaN,,NaN,,NaN
20385,70,83,33,NaN,126,7,8,100,NaN,92,NaN,84,NaN
20386,,,,NaN,,,,,NaN,,NaN,,NaN
20387,70,83,33,NaN,128,10,8,100,NaN,93,NaN,84,NaN
20388,,,,NaN,,,,,NaN,,NaN,,NaN
20389,70,83,33,NaN,126,10,8,100,NaN,92,NaN,84,NaN
20390,,,,NaN,,,,,NaN,,NaN,,NaN
20391,71,83,33,NaN,130,10,8,100,NaN,93,NaN,84,NaN
20392,,,,NaN,,,,,NaN,,NaN,,NaN
20393,70,83,33,NaN,126,12,8,100,NaN,92,NaN,84,NaN
20394,,,,NaN,,,,,NaN,,NaN,,NaN
20395,72,83,33,NaN,132,12,8,100,NaN,94,NaN,84,NaN
20396,,,,NaN,,,,,NaN,,NaN,,NaN
20397,73,83,33,NaN,132,12,8,100,NaN,95,NaN,84,NaN
20398,,,,NaN,,,,,NaN,,NaN,,NaN
20399,73,83,34,NaN,132,13,8,100,NaN,95,NaN,84,NaN
20400,,,,NaN,,,,,NaN,,NaN,,NaN
20401,72,83,34,NaN,130,13,8,100,NaN,95,NaN,84,NaN
20402,,,,NaN,,,,,NaN,,NaN,,NaN
20403,73,83,34,NaN,134,13,8,100,NaN,96,NaN,84,NaN
20404,,,,NaN,,,,,NaN,,NaN,,NaN
20405,72,83,34,NaN,131,13,8,100,NaN,95,NaN,84,NaN
20406,,,,NaN,,,,,NaN,,NaN,,NaN
20407,73,83,34,NaN,133,14,8,100,NaN,96,NaN,83,NaN
20408,,,,NaN,,,,,NaN,,NaN,,NaN
20409,73,83,34,NaN,135,14,8,100,NaN,97,NaN,84,NaN
20410,,,,NaN,,,,,NaN,,NaN,,NaN
20411,73,83,34,NaN,134,14,8,100,NaN,97,NaN,83,NaN
20412,,,,NaN,,,,,NaN,,NaN,,NaN
20413,72,83,34,NaN,134,14,8,100,NaN,96,NaN,83,NaN
20414,,,,NaN,,,,,NaN,,NaN,,NaN
20415,73,83,34,NaN,133,14,8,100,NaN,96,NaN,84,NaN
20416,,,,NaN,,,,,NaN,,NaN,,NaN
20417,72,83,34,NaN,134,14,8,100,NaN,96,NaN,84,NaN
20418,,,,NaN,,,,,NaN,,NaN,,NaN
20419,72,83,33,NaN,130,14,8,100,NaN,95,NaN,84,NaN
20420,,,,NaN,,,,,NaN,,NaN,,NaN
20421,72,83,33,NaN,132,14,8,100,NaN,95,NaN,84,NaN
20422,,,,NaN,,,,,NaN,,NaN,,NaN
20423,71,83,33,NaN,129,14,8,100,NaN,94,NaN,83,NaN
20424,,,,NaN,,,,,NaN,,NaN,,NaN
20425,73,83,33,NaN,133,14,8,100,NaN,95,NaN,83,NaN
20426,,,,NaN,,,,,NaN,,NaN,,NaN
20427,72,83,33,NaN,130,14,8,100,NaN,94,NaN,83,NaN
20428,,,,NaN,,,,,NaN,,NaN,,NaN
20429,72,83,33,NaN,133,14,8,100,NaN,95,NaN,84,NaN
20430,,,,NaN,,,,,NaN,,NaN,,NaN
20431,71,83,33,NaN,128,14,7,100,NaN,94,NaN,84,NaN
20432,,,,NaN,,,,,NaN,,NaN,,NaN
20433,71,83,33,NaN,131,14,7,100,NaN,94,NaN,84,NaN
20434,,,,NaN,,,,,NaN,,NaN,,NaN
20435,70,83,33,NaN,128,14,8,100,NaN,93,NaN,84,NaN
20436,,,,NaN,,,,,NaN,,NaN,,NaN
20437,72,83,33,NaN,128,14,8,100,NaN,93,NaN,84,NaN
20438,,,,NaN,,,,,NaN,,NaN,,NaN
20439,85,83,33,NaN,128,14,8,100,NaN,96,NaN,84,NaN
20440,,,,NaN,,,,,NaN,,NaN,,NaN
20441,85,83,33,NaN,128,14,8,100,NaN,96,NaN,84,NaN
20442,,,,NaN,,,,,NaN,,NaN,,NaN
20443,68,83,33,NaN,68,14,8,100,NaN,68,NaN,84,NaN
20444,,,,NaN,,,,,NaN,,NaN,,NaN
20445,68,83,33,NaN,68,14,8,100,NaN,68,NaN,84,NaN
20446,,,,NaN,,,,,NaN,,NaN,,NaN
20447,68,83,33,NaN,68,14,7,100,NaN,68,NaN,84,NaN
20448,,,,NaN,,,,,NaN,,NaN,,NaN
20449,53,83,33,NaN,53,14,7,100,NaN,53,NaN,84,NaN
20450,,,,NaN,,,,,NaN,,NaN,,NaN
20451,53,83,33,NaN,53,14,7,100,NaN,53,NaN,84,NaN
20452,,,,NaN,,,,,NaN,,NaN,,NaN
20453,50,83,33,NaN,50,14,7,100,NaN,50,NaN,83,NaN
20454,,,,NaN,,,,,NaN,,NaN,,NaN
20455,59,83,33,NaN,68,14,7,100,NaN,57,NaN,83,NaN
20456,,,,NaN,,,,,NaN,,NaN,,NaN
20457,71,83,33,NaN,95,14,7,100,NaN,72,NaN,83,NaN
20458,,,,NaN,,,,,NaN,,NaN,,NaN
20459,80,83,33,NaN,118,14,7,100,NaN,85,NaN,83,NaN
20460,,,,NaN,,,,,NaN,,NaN,,NaN
20461,79,83,33,NaN,121,14,7,100,NaN,89,NaN,83,NaN
20462,,,,NaN,,,,,NaN,,NaN,,NaN
20463,76,83,33,NaN,126,14,7,100,NaN,91,NaN,84,NaN
20464,,,,NaN,,,,,NaN,,NaN,,NaN
20465,73,83,33,NaN,127,14,8,100,NaN,93,NaN,84,NaN
20466,,,,NaN,,,,,NaN,,NaN,,NaN
20467,73,83,33,NaN,129,14,8,100,NaN,94,NaN,83,NaN
20468,,,,NaN,,,,,NaN,,NaN,,NaN
20469,72,82,33,NaN,128,14,8,100,NaN,94,NaN,83,NaN
20470,,,,NaN,,,,,NaN,,NaN,,NaN
20471,71,82,33,NaN,127,14,8,100,NaN,93,NaN,83,NaN
20472,,,,NaN,,,,,NaN,,NaN,,NaN
20473,71,82,33,NaN,124,14,7,100,NaN,92,NaN,83,NaN
20474,,,,NaN,,,,,NaN,,NaN,,NaN
20475,71,82,33,NaN,124,14,7,100,NaN,92,NaN,83,NaN
20476,,,,NaN,,,,,NaN,,NaN,,NaN
20477,71,82,33,NaN,125,14,7,100,NaN,92,NaN,83,NaN
20478,,,,NaN,,,,,NaN,,NaN,,NaN
20479,70,83,33,NaN,122,14,7,100,NaN,91,NaN,83,NaN
20480,,,,NaN,,,,,NaN,,NaN,,NaN
20481,71,83,33,NaN,126,14,8,100,NaN,92,NaN,83,NaN
20482,,,,NaN,,,,,NaN,,NaN,,NaN
20483,70,83,33,NaN,127,14,8,100,NaN,92,NaN,83,NaN
20484,,,,NaN,,,,,NaN,,NaN,,NaN
20485,70,83,33,NaN,127,14,8,100,NaN,92,NaN,83,NaN
20486,,,,NaN,,,,,NaN,,NaN,,NaN
20487,69,83,33,NaN,123,14,8,100,NaN,91,NaN,83,NaN
20488,,,,NaN,,,,,NaN,,NaN,,NaN
20489,68,83,33,NaN,121,14,8,100,NaN,90,NaN,83,NaN
20490,,,,NaN,,,,,NaN,,NaN,,NaN
20491,68,83,33,NaN,121,14,8,100,NaN,90,NaN,83,NaN
20492,,,,NaN,,,,,NaN,,NaN,,NaN
20493,69,83,33,NaN,124,14,8,100,NaN,90,NaN,83,NaN
20494,,,,NaN,,,,,NaN,,NaN,,NaN
20495,68,83,33,NaN,120,14,8,100,NaN,89,NaN,83,NaN
20496,,,,NaN,,,,,NaN,,NaN,,NaN
20497,68,83,33,NaN,124,14,8,100,NaN,90,NaN,83,NaN
20498,,,,NaN,,,,,NaN,,NaN,,NaN
20499,68,83,33,NaN,124,14,8,100,NaN,90,NaN,84,NaN
20500,,,,NaN,,,,,NaN,,NaN,,NaN
20501,69,83,33,NaN,125,14,8,100,NaN,91,NaN,83,NaN
20502,,,,NaN,,,,,NaN,,NaN,,NaN
20503,69,83,33,NaN,125,14,8,100,NaN,91,NaN,84,NaN
20504,,,,NaN,,,,,NaN,,NaN,,NaN
20505,69,83,33,NaN,127,14,8,100,NaN,91,NaN,84,NaN
20506,,,,NaN,,,,,NaN,,NaN,,NaN
20507,69,83,33,NaN,123,14,7,100,NaN,90,NaN,84,NaN
20508,,,,NaN,,,,,NaN,,NaN,,NaN
20509,69,83,33,NaN,127,14,7,100,NaN,91,NaN,84,NaN
20510,,,,NaN,,,,,NaN,,NaN,,NaN
20511,69,83,33,NaN,127,14,7,100,NaN,91,NaN,84,NaN
20512,,,,NaN,,,,,NaN,,NaN,,NaN
20513,67,84,33,NaN,122,14,7,100,NaN,90,NaN,84,NaN
20514,,,,NaN,,,,,NaN,,NaN,,NaN
20515,70,84,33,NaN,126,14,7,100,NaN,91,NaN,84,NaN
20516,,,,NaN,,,,,NaN,,NaN,,NaN
20517,68,84,33,NaN,122,14,7,100,NaN,90,NaN,84,NaN
20518,,,,NaN,,,,,NaN,,NaN,,NaN
20519,68,83,33,NaN,120,14,7,100,NaN,89,NaN,84,NaN
20520,,,,NaN,,,,,NaN,,NaN,,NaN
20521,69,83,33,NaN,124,14,8,100,NaN,90,NaN,84,NaN
20522,,,,NaN,,,,,NaN,,NaN,,NaN
20523,69,83,33,NaN,124,14,8,100,NaN,90,NaN,84,NaN
20524,,,,NaN,,,,,NaN,,NaN,,NaN
20525,68,82,33,NaN,122,14,8,100,NaN,89,NaN,83,NaN
20526,,,,NaN,,,,,NaN,,NaN,,NaN
20527,69,82,33,NaN,125,14,8,100,NaN,90,NaN,83,NaN
20528,,,,NaN,,,,,NaN,,NaN,,NaN
20529,69,83,33,NaN,125,14,8,100,NaN,90,NaN,83,NaN
20530,,,,NaN,,,,,NaN,,NaN,,NaN
20531,69,83,33,NaN,125,14,8,100,NaN,90,NaN,83,NaN
20532,,,,NaN,,,,,NaN,,NaN,,NaN
20533,69,82,33,NaN,125,14,8,100,NaN,91,NaN,83,NaN
20534,,,,NaN,,,,,NaN,,NaN,,NaN
20535,69,83,33,NaN,125,14,8,100,NaN,90,NaN,83,NaN
20536,,,,NaN,,,,,NaN,,NaN,,NaN
20537,69,83,33,NaN,126,14,8,100,NaN,91,NaN,83,NaN
20538,,,,NaN,,,,,NaN,,NaN,,NaN
20539,69,83,33,NaN,126,14,8,100,NaN,91,NaN,83,NaN
20540,,,,NaN,,,,,NaN,,NaN,,NaN
20541,70,82,33,NaN,129,14,8,100,NaN,92,NaN,83,NaN
20542,,,,NaN,,,,,NaN,,NaN,,NaN
20543,69,82,33,NaN,126,14,8,100,NaN,91,NaN,83,NaN
20544,,,,NaN,,,,,NaN,,NaN,,NaN
20545,68,82,33,NaN,126,14,8,100,NaN,91,NaN,83,NaN
20546,,,,NaN,,,,,NaN,,NaN,,NaN
20547,68,82,33,NaN,126,14,8,100,NaN,91,NaN,83,NaN
20548,,,,NaN,,,,,NaN,,NaN,,NaN
20549,69,81,33,NaN,130,14,8,100,NaN,92,NaN,82,NaN
20550,,,,NaN,,,,,NaN,,NaN,,NaN
20551,68,81,33,NaN,126,14,8,100,NaN,90,NaN,82,NaN
20552,,,,NaN,,,,,NaN,,NaN,,NaN
20553,68,80,33,NaN,126,14,8,100,NaN,90,NaN,82,NaN
20554,,,,NaN,,,,,NaN,,NaN,,NaN
20555,67,80,33,NaN,124,14,8,100,NaN,89,NaN,81,NaN
20556,,,,NaN,,,,,NaN,,NaN,,NaN
20557,67,80,33,NaN,126,14,8,100,NaN,90,NaN,81,NaN
20558,,,,NaN,,,,,NaN,,NaN,,NaN
20559,67,80,33,NaN,126,14,8,100,NaN,90,NaN,81,NaN
20560,,,,NaN,,,,,NaN,,NaN,,NaN
20561,67,80,33,NaN,125,14,8,100,NaN,89,NaN,80,NaN
20562,,,,NaN,,,,,NaN,,NaN,,NaN
20563,66,80,33,NaN,123,14,7,100,NaN,89,NaN,80,NaN
20564,,,,NaN,,,,,NaN,,NaN,,NaN
20565,67,80,33,NaN,126,14,7,100,NaN,90,NaN,80,NaN
20566,,,,NaN,,,,,NaN,,NaN,,NaN
20567,67,80,33,NaN,126,14,7,100,NaN,90,NaN,80,NaN
20568,,,,NaN,,,,,NaN,,NaN,,NaN
20569,68,80,33,NaN,128,14,7,100,NaN,90,NaN,80,NaN
20570,,,,NaN,,,,,NaN,,NaN,,NaN
20571,68,80,33,NaN,125,14,7,100,NaN,90,NaN,80,NaN
20572,,,,NaN,,,,,NaN,,NaN,,NaN
20573,68,80,33,NaN,125,14,7,100,NaN,90,NaN,81,NaN
20574,,,,NaN,,,,,NaN,,NaN,,NaN
20575,70,81,33,NaN,130,14,7,100,NaN,92,NaN,81,NaN
20576,,,,NaN,,,,,NaN,,NaN,,NaN
20577,72,81,33,NaN,134,14,7,100,NaN,94,NaN,81,NaN
20578,,,,NaN,,,,,NaN,,NaN,,NaN
20579,72,81,33,NaN,132,14,7,100,NaN,95,NaN,81,NaN
20580,,,,NaN,,,,,NaN,,NaN,,NaN
20581,72,82,33,NaN,132,14,7,100,NaN,95,NaN,82,NaN
20582,,,,NaN,,,,,NaN,,NaN,,NaN
20583,74,82,33,NaN,136,14,7,100,NaN,96,NaN,82,NaN
20584,,,,NaN,,,,,NaN,,NaN,,NaN
20585,74,83,33,NaN,134,14,7,100,NaN,96,NaN,83,NaN
20586,,,,NaN,,,,,NaN,,NaN,,NaN
20587,73,83,33,NaN,134,14,7,100,NaN,96,NaN,83,NaN
20588,,,,NaN,,,,,NaN,,NaN,,NaN
20589,74,83,33,NaN,133,14,7,100,NaN,96,NaN,84,NaN
20590,,,,NaN,,,,,NaN,,NaN,,NaN
20591,74,83,33,NaN,135,14,7,100,NaN,97,NaN,84,NaN
20592,,,,NaN,,,,,NaN,,NaN,,NaN
20593,74,83,33,NaN,135,14,7,100,NaN,97,NaN,84,NaN
20594,,,,NaN,,,,,NaN,,NaN,,NaN
20595,75,84,33,NaN,140,14,7,100,NaN,100,NaN,84,NaN
20596,,,,NaN,,,,,NaN,,NaN,,NaN
20597,74,84,33,NaN,136,14,7,100,NaN,99,NaN,84,NaN
20598,,,,NaN,,,,,NaN,,NaN,,NaN
20599,74,84,33,NaN,139,14,7,100,NaN,99,NaN,84,NaN
20600,,,,NaN,,,,,NaN,,NaN,,NaN
20601,74,84,33,NaN,139,14,7,100,NaN,99,NaN,85,NaN
20602,,,,NaN,,,,,NaN,,NaN,,NaN
20603,75,84,33,NaN,139,14,7,100,NaN,99,NaN,85,NaN
20604,,,,NaN,,,,,NaN,,NaN,,NaN
20605,75,84,33,NaN,139,14,7,100,NaN,99,NaN,85,NaN
20606,,,,NaN,,,,,NaN,,NaN,,NaN
20607,77,84,33,NaN,140,14,7,100,NaN,100,NaN,85,NaN
20608,,,,NaN,,,,,NaN,,NaN,,NaN
20609,75,85,33,NaN,137,14,7,100,NaN,99,NaN,85,NaN
20610,,,,NaN,,,,,NaN,,NaN,,NaN
20611,77,85,33,NaN,141,14,7,100,NaN,101,NaN,85,NaN
20612,,,,NaN,,,,,NaN,,NaN,,NaN
20613,76,85,33,NaN,138,14,7,100,NaN,100,NaN,86,NaN
20614,,,,NaN,,,,,NaN,,NaN,,NaN
20615,76,85,33,NaN,138,14,7,100,NaN,100,NaN,86,NaN
20616,,,,NaN,,,,,NaN,,NaN,,NaN
20617,76,85,33,NaN,137,14,7,100,NaN,100,NaN,86,NaN
20618,,,,NaN,,,,,NaN,,NaN,,NaN
20619,76,86,33,NaN,137,14,7,100,NaN,100,NaN,86,NaN
20620,,,,NaN,,,,,NaN,,NaN,,NaN
20621,77,86,33,NaN,139,14,7,100,NaN,101,NaN,86,NaN
20622,,,,NaN,,,,,NaN,,NaN,,NaN
20623,77,86,33,NaN,138,14,7,100,NaN,100,NaN,87,NaN
20624,,,,NaN,,,,,NaN,,NaN,,NaN
20625,76,86,33,NaN,139,14,7,100,NaN,100,NaN,87,NaN
20626,,,,NaN,,,,,NaN,,NaN,,NaN
20627,76,86,33,NaN,139,14,8,100,NaN,100,NaN,87,NaN
20628,,,,NaN,,,,,NaN,,NaN,,NaN
20629,75,87,33,NaN,137,14,8,100,NaN,100,NaN,87,NaN
20630,,,,NaN,,,,,NaN,,NaN,,NaN
20631,74,87,33,NaN,134,14,8,100,NaN,98,NaN,87,NaN
20632,,,,NaN,,,,,NaN,,NaN,,NaN
20633,76,87,33,NaN,138,14,8,100,NaN,99,NaN,87,NaN
20634,,,,NaN,,,,,NaN,,NaN,,NaN
20635,75,87,33,NaN,134,14,8,100,NaN,98,NaN,88,NaN
20636,,,,NaN,,,,,NaN,,NaN,,NaN
20637,75,87,33,NaN,134,14,8,100,NaN,98,NaN,88,NaN
20638,,,,NaN,,,,,NaN,,NaN,,NaN
20639,75,88,33,NaN,136,14,8,100,NaN,98,NaN,88,NaN
20640,,,,NaN,,,,,NaN,,NaN,,NaN
20641,75,88,34,NaN,133,14,8,100,NaN,97,NaN,88,NaN
20642,,,,NaN,,,,,NaN,,NaN,,NaN
20643,74,88,34,NaN,131,14,8,100,NaN,97,NaN,88,NaN
20644,,,,NaN,,,,,NaN,,NaN,,NaN
20645,75,88,34,NaN,133,14,8,100,NaN,97,NaN,88,NaN
20646,,,,NaN,,,,,NaN,,NaN,,NaN
20647,75,88,34,NaN,134,14,8,100,NaN,98,NaN,88,NaN
20648,,,,NaN,,,,,NaN,,NaN,,NaN
20649,74,88,34,NaN,132,14,8,100,NaN,98,NaN,89,NaN
20650,,,,NaN,,,,,NaN,,NaN,,NaN
20651,74,88,34,NaN,132,14,8,100,NaN,98,NaN,89,NaN
20652,,,,NaN,,,,,NaN,,NaN,,NaN
20653,73,88,34,NaN,130,14,8,100,NaN,96,NaN,89,NaN
20654,,,,NaN,,,,,NaN,,NaN,,NaN
20655,74,88,34,NaN,132,14,8,100,NaN,97,NaN,89,NaN
20656,,,,NaN,,,,,NaN,,NaN,,NaN
20657,74,88,34,NaN,129,14,8,100,NaN,95,NaN,89,NaN
20658,,,,NaN,,,,,NaN,,NaN,,NaN
20659,74,88,34,NaN,129,14,8,100,NaN,95,NaN,89,NaN
20660,,,,NaN,,,,,NaN,,NaN,,NaN
20661,75,88,34,NaN,130,14,8,100,NaN,97,NaN,89,NaN
20662,,,,NaN,,,,,NaN,,NaN,,NaN
20663,76,89,34,NaN,134,14,8,100,NaN,98,NaN,89,NaN
20664,,,,NaN,,,,,NaN,,NaN,,NaN
20665,75,89,34,NaN,132,14,8,100,NaN,97,NaN,89,NaN
20666,,,,NaN,,,,,NaN,,NaN,,NaN
20667,76,89,34,NaN,135,14,8,100,NaN,99,NaN,89,NaN
20668,,,,NaN,,,,,NaN,,NaN,,NaN
20669,74,89,34,NaN,131,14,8,100,NaN,97,NaN,89,NaN
20670,,,,NaN,,,,,NaN,,NaN,,NaN
20671,75,89,34,NaN,132,14,8,100,NaN,98,NaN,89,NaN
20672,,,,NaN,,,,,NaN,,NaN,,NaN
20673,72,90,34,NaN,128,14,8,100,NaN,95,NaN,90,NaN
20674,,,,NaN,,,,,NaN,,NaN,,NaN
20675,74,90,34,NaN,129,14,8,100,NaN,96,NaN,90,NaN
20676,,,,NaN,,,,,NaN,,NaN,,NaN
20677,73,90,34,NaN,127,14,8,100,NaN,95,NaN,91,NaN
20678,,,,NaN,,,,,NaN,,NaN,,NaN
20679,74,90,34,NaN,128,14,8,100,NaN,95,NaN,91,NaN
20680,,,,NaN,,,,,NaN,,NaN,,NaN
20681,74,90,33,NaN,128,14,8,100,NaN,95,NaN,91,NaN
20682,,,,NaN,,,,,NaN,,NaN,,NaN
20683,74,90,33,NaN,127,14,8,100,NaN,95,NaN,91,NaN
20684,,,,NaN,,,,,NaN,,NaN,,NaN
20685,75,91,33,NaN,130,14,8,100,NaN,96,NaN,91,NaN
20686,,,,NaN,,,,,NaN,,NaN,,NaN
20687,75,91,34,NaN,128,14,8,100,NaN,95,NaN,91,NaN
20688,,,,NaN,,,,,NaN,,NaN,,NaN
20689,75,91,34,NaN,131,14,8,100,NaN,97,NaN,91,NaN
20690,,,,NaN,,,,,NaN,,NaN,,NaN
20691,75,91,34,NaN,131,14,8,100,NaN,97,NaN,91,NaN
20692,,,,NaN,,,,,NaN,,NaN,,NaN
20693,72,91,34,NaN,124,14,8,100,NaN,93,NaN,91,NaN
20694,,,,NaN,,,,,NaN,,NaN,,NaN
20695,71,91,33,NaN,120,14,7,100,NaN,91,NaN,91,NaN
20696,,,,NaN,,,,,NaN,,NaN,,NaN
20697,71,91,33,NaN,123,14,7,100,NaN,92,NaN,91,NaN
20698,,,,NaN,,,,,NaN,,NaN,,NaN
20699,70,90,33,NaN,118,14,7,100,NaN,90,NaN,91,NaN
20700,,,,NaN,,,,,NaN,,NaN,,NaN
20701,70,90,33,NaN,122,14,7,100,NaN,90,NaN,91,NaN
20702,,,,NaN,,,,,NaN,,NaN,,NaN
20703,69,89,33,NaN,120,14,8,100,NaN,90,NaN,91,NaN
20704,,,,NaN,,,,,NaN,,NaN,,NaN
20705,70,88,33,NaN,122,14,8,100,NaN,90,NaN,90,NaN
