time,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/HR
10453,116,NaN,NaN,100,275,NaN,93,12,149,65,31,NaN,64
10454,,NaN,NaN,,,NaN,,,,,,NaN,
10455,116,NaN,NaN,100,275,NaN,92,12,151,65,31,NaN,64
10456,,NaN,NaN,,,NaN,,,,,,NaN,
10457,116,NaN,NaN,100,275,NaN,92,12,149,64,31,NaN,64
10458,,NaN,NaN,,,NaN,,,,,,NaN,
10459,116,NaN,NaN,100,275,NaN,93,12,149,64,31,NaN,64
10460,,NaN,NaN,,,NaN,,,,,,NaN,
10461,116,NaN,NaN,100,275,NaN,92,12,149,64,31,NaN,64
10462,,NaN,NaN,,,NaN,,,,,,NaN,
10463,116,NaN,NaN,100,275,NaN,93,12,150,64,31,NaN,64
10464,,NaN,NaN,,,NaN,,,,,,NaN,
10465,118,NaN,NaN,100,275,NaN,94,12,153,64,31,NaN,64
10466,,NaN,NaN,,,NaN,,,,,,NaN,
10467,118,NaN,NaN,100,275,NaN,94,12,152,64,31,NaN,64
10468,,NaN,NaN,,,NaN,,,,,,NaN,
10469,118,NaN,NaN,100,275,NaN,95,12,153,65,31,NaN,64
10470,,NaN,NaN,,,NaN,,,,,,NaN,
10471,118,NaN,NaN,100,275,NaN,94,12,154,65,31,NaN,64
10472,,NaN,NaN,,,NaN,,,,,,NaN,
10473,118,NaN,NaN,100,275,NaN,94,12,152,65,30,NaN,64
10474,,NaN,NaN,,,NaN,,,,,,NaN,
10475,118,NaN,NaN,100,275,NaN,94,12,153,64,30,NaN,64
10476,,NaN,NaN,,,NaN,,,,,,NaN,
10477,118,NaN,NaN,100,275,NaN,93,12,152,64,30,NaN,63
10478,,NaN,NaN,,,NaN,,,,,,NaN,
10479,118,NaN,NaN,100,276,NaN,94,12,153,64,31,NaN,63
10480,,NaN,NaN,,,NaN,,,,,,NaN,
10481,117,NaN,NaN,100,276,NaN,93,12,152,63,31,NaN,63
10482,,NaN,NaN,,,NaN,,,,,,NaN,
10483,117,NaN,NaN,100,276,NaN,92,12,152,63,31,NaN,63
10484,,NaN,NaN,,,NaN,,,,,,NaN,
10485,117,NaN,NaN,100,276,NaN,93,12,153,63,31,NaN,63
10486,,NaN,NaN,,,NaN,,,,,,NaN,
10487,117,NaN,NaN,100,276,NaN,93,12,151,63,31,NaN,63
10488,,NaN,NaN,,,NaN,,,,,,NaN,
10489,117,NaN,NaN,100,275,NaN,93,12,151,63,31,NaN,63
10490,,NaN,NaN,,,NaN,,,,,,NaN,
10491,117,NaN,NaN,100,275,NaN,93,12,152,64,31,NaN,63
10492,,NaN,NaN,,,NaN,,,,,,NaN,
10493,117,NaN,NaN,100,274,NaN,93,12,152,64,31,NaN,64
10494,,NaN,NaN,,,NaN,,,,,,NaN,
10495,118,NaN,NaN,100,274,NaN,93,12,154,64,31,NaN,64
10496,,NaN,NaN,,,NaN,,,,,,NaN,
10497,118,NaN,NaN,100,274,NaN,93,12,153,64,31,NaN,64
10498,,NaN,NaN,,,NaN,,,,,,NaN,
10499,118,NaN,NaN,100,274,NaN,94,12,153,64,31,NaN,64
10500,,NaN,NaN,,,NaN,,,,,,NaN,
10501,118,NaN,NaN,100,275,NaN,93,12,154,64,31,NaN,64
10502,,NaN,NaN,,,NaN,,,,,,NaN,
10503,118,NaN,NaN,100,275,NaN,93,12,153,64,31,NaN,64
10504,,NaN,NaN,,,NaN,,,,,,NaN,
10505,119,NaN,NaN,100,274,NaN,94,12,155,64,31,NaN,64
10506,,NaN,NaN,,,NaN,,,,,,NaN,
10507,119,NaN,NaN,100,274,NaN,94,12,155,64,31,NaN,64
10508,,NaN,NaN,,,NaN,,,,,,NaN,
10509,120,NaN,NaN,100,274,NaN,95,12,157,64,31,NaN,64
10510,,NaN,NaN,,,NaN,,,,,,NaN,
10511,120,NaN,NaN,100,274,NaN,95,12,156,64,31,NaN,64
10512,,NaN,NaN,,,NaN,,,,,,NaN,
10513,120,NaN,NaN,100,274,NaN,95,12,156,64,31,NaN,63
10514,,NaN,NaN,,,NaN,,,,,,NaN,
10515,120,NaN,NaN,100,274,NaN,95,12,158,64,31,NaN,63
10516,,NaN,NaN,,,NaN,,,,,,NaN,
10517,120,NaN,NaN,100,274,NaN,95,12,157,64,31,NaN,63
10518,,NaN,NaN,,,NaN,,,,,,NaN,
10519,120,NaN,NaN,100,274,NaN,95,12,157,64,31,NaN,63
10520,,NaN,NaN,,,NaN,,,,,,NaN,
10521,121,NaN,NaN,100,274,NaN,95,12,158,64,31,NaN,63
10522,,NaN,NaN,,,NaN,,,,,,NaN,
10523,121,NaN,NaN,100,275,NaN,96,12,158,64,31,NaN,63
10524,,NaN,NaN,,,NaN,,,,,,NaN,
10525,122,NaN,NaN,100,275,NaN,96,12,160,64,31,NaN,63
10526,,NaN,NaN,,,NaN,,,,,,NaN,
10527,121,NaN,NaN,100,275,NaN,95,12,158,64,31,NaN,63
10528,,NaN,NaN,,,NaN,,,,,,NaN,
10529,121,NaN,NaN,100,275,NaN,96,12,158,64,31,NaN,63
10530,,NaN,NaN,,,NaN,,,,,,NaN,
10531,121,NaN,NaN,100,274,NaN,96,12,159,64,31,NaN,63
10532,,NaN,NaN,,,NaN,,,,,,NaN,
10533,121,NaN,NaN,100,274,NaN,96,12,158,63,31,NaN,63
10534,,NaN,NaN,,,NaN,,,,,,NaN,
10535,122,NaN,NaN,100,275,NaN,96,12,160,63,31,NaN,63
10536,,NaN,NaN,,,NaN,,,,,,NaN,
10537,121,NaN,NaN,100,275,NaN,96,12,159,63,31,NaN,63
10538,,NaN,NaN,,,NaN,,,,,,NaN,
10539,121,NaN,NaN,100,275,NaN,96,12,159,63,31,NaN,63
10540,,NaN,NaN,,,NaN,,,,,,NaN,
10541,122,NaN,NaN,100,275,NaN,96,12,160,63,31,NaN,62
10542,,NaN,NaN,,,NaN,,,,,,NaN,
10543,122,NaN,NaN,100,274,NaN,96,12,160,63,31,NaN,62
10544,,NaN,NaN,,,NaN,,,,,,NaN,
10545,122,NaN,NaN,100,274,NaN,96,12,162,63,31,NaN,62
10546,,NaN,NaN,,,NaN,,,,,,NaN,
10547,122,NaN,NaN,100,274,NaN,96,12,160,63,31,NaN,62
10548,,NaN,NaN,,,NaN,,,,,,NaN,
10549,122,NaN,NaN,100,274,NaN,97,12,161,63,31,NaN,62
10550,,NaN,NaN,,,NaN,,,,,,NaN,
10551,123,NaN,NaN,100,274,NaN,97,12,162,63,31,NaN,62
10552,,NaN,NaN,,,NaN,,,,,,NaN,
10553,123,NaN,NaN,100,274,NaN,96,12,162,63,31,NaN,62
10554,,NaN,NaN,,,NaN,,,,,,NaN,
10555,124,NaN,NaN,99,274,NaN,98,12,164,63,31,NaN,62
10556,,NaN,NaN,,,NaN,,,,,,NaN,
10557,124,NaN,NaN,100,275,NaN,97,12,163,63,31,NaN,62
10558,,NaN,NaN,,,NaN,,,,,,NaN,
10559,124,NaN,NaN,100,275,NaN,98,12,163,63,31,NaN,63
10560,,NaN,NaN,,,NaN,,,,,,NaN,
10561,124,NaN,NaN,100,276,NaN,98,12,163,63,31,NaN,63
10562,,NaN,NaN,,,NaN,,,,,,NaN,
10563,124,NaN,NaN,100,276,NaN,98,12,163,63,31,NaN,63
10564,,NaN,NaN,,,NaN,,,,,,NaN,
10565,124,NaN,NaN,99,276,NaN,98,12,165,63,31,NaN,62
10566,,NaN,NaN,,,NaN,,,,,,NaN,
10567,124,NaN,NaN,99,276,NaN,97,12,163,63,31,NaN,62
10568,,NaN,NaN,,,NaN,,,,,,NaN,
10569,124,NaN,NaN,99,275,NaN,98,12,164,63,31,NaN,62
10570,,NaN,NaN,,,NaN,,,,,,NaN,
10571,124,NaN,NaN,99,275,NaN,97,12,165,63,31,NaN,62
10572,,NaN,NaN,,,NaN,,,,,,NaN,
10573,124,NaN,NaN,99,275,NaN,97,12,164,63,31,NaN,62
10574,,NaN,NaN,,,NaN,,,,,,NaN,
10575,124,NaN,NaN,99,275,NaN,97,12,165,63,31,NaN,62
10576,,NaN,NaN,,,NaN,,,,,,NaN,
10577,124,NaN,NaN,99,275,NaN,97,12,164,63,31,NaN,62
10578,,NaN,NaN,,,NaN,,,,,,NaN,
10579,124,NaN,NaN,99,275,NaN,97,12,164,63,31,NaN,62
10580,,NaN,NaN,,,NaN,,,,,,NaN,
10581,125,NaN,NaN,99,275,NaN,97,12,165,63,31,NaN,62
10582,,NaN,NaN,,,NaN,,,,,,NaN,
10583,124,NaN,NaN,99,275,NaN,97,12,165,63,31,NaN,62
10584,,NaN,NaN,,,NaN,,,,,,NaN,
10585,125,NaN,NaN,99,275,NaN,98,12,166,63,31,NaN,62
10586,,NaN,NaN,,,NaN,,,,,,NaN,
10587,125,NaN,NaN,99,275,NaN,98,12,165,63,31,NaN,62
10588,,NaN,NaN,,,NaN,,,,,,NaN,
10589,125,NaN,NaN,99,275,NaN,98,12,166,63,31,NaN,62
10590,,NaN,NaN,,,NaN,,,,,,NaN,
10591,125,NaN,NaN,99,274,NaN,97,12,166,63,31,NaN,62
10592,,NaN,NaN,,,NaN,,,,,,NaN,
10593,125,NaN,NaN,99,274,NaN,97,12,165,63,31,NaN,62
10594,,NaN,NaN,,,NaN,,,,,,NaN,
10595,125,NaN,NaN,99,275,NaN,97,12,166,63,31,NaN,62
10596,,NaN,NaN,,,NaN,,,,,,NaN,
10597,125,NaN,NaN,99,275,NaN,98,12,165,62,31,NaN,62
10598,,NaN,NaN,,,NaN,,,,,,NaN,
10599,125,NaN,NaN,99,275,NaN,98,12,165,62,31,NaN,62
10600,,NaN,NaN,,,NaN,,,,,,NaN,
10601,125,NaN,NaN,99,275,NaN,97,12,165,62,31,NaN,62
10602,,NaN,NaN,,,NaN,,,,,,NaN,
10603,125,NaN,NaN,99,275,NaN,97,12,165,63,31,NaN,62
10604,,NaN,NaN,,,NaN,,,,,,NaN,
10605,125,NaN,NaN,99,275,NaN,98,12,166,63,31,NaN,62
10606,,NaN,NaN,,,NaN,,,,,,NaN,
10607,125,NaN,NaN,99,275,NaN,97,12,166,63,31,NaN,62
10608,,NaN,NaN,,,NaN,,,,,,NaN,
10609,125,NaN,NaN,99,275,NaN,98,12,167,63,31,NaN,62
10610,,NaN,NaN,,,NaN,,,,,,NaN,
10611,125,NaN,NaN,99,275,NaN,97,12,166,63,31,NaN,62
10612,,NaN,NaN,,,NaN,,,,,,NaN,
10613,125,NaN,NaN,99,275,NaN,98,12,166,63,31,NaN,62
10614,,NaN,NaN,,,NaN,,,,,,NaN,
10615,126,NaN,NaN,99,275,NaN,98,12,168,62,31,NaN,62
10616,,NaN,NaN,,,NaN,,,,,,NaN,
10617,125,NaN,NaN,99,275,NaN,97,12,167,62,31,NaN,62
10618,,NaN,NaN,,,NaN,,,,,,NaN,
10619,125,NaN,NaN,99,275,NaN,98,12,167,62,31,NaN,62
10620,,NaN,NaN,,,NaN,,,,,,NaN,
10621,126,NaN,NaN,99,275,NaN,98,12,167,62,31,NaN,62
10622,,NaN,NaN,,,NaN,,,,,,NaN,
10623,126,NaN,NaN,99,275,NaN,98,12,167,62,31,NaN,62
10624,,NaN,NaN,,,NaN,,,,,,NaN,
10625,126,NaN,NaN,99,275,NaN,99,12,169,62,31,NaN,62
10626,,NaN,NaN,,,NaN,,,,,,NaN,
10627,126,NaN,NaN,99,275,NaN,98,12,168,62,31,NaN,62
10628,,NaN,NaN,,,NaN,,,,,,NaN,
10629,126,NaN,NaN,99,275,NaN,99,12,167,62,31,NaN,62
10630,,NaN,NaN,,,NaN,,,,,,NaN,
10631,126,NaN,NaN,99,275,NaN,98,12,168,62,31,NaN,62
10632,,NaN,NaN,,,NaN,,,,,,NaN,
10633,126,NaN,NaN,99,275,NaN,98,12,166,62,31,NaN,62
10634,,NaN,NaN,,,NaN,,,,,,NaN,
10635,126,NaN,NaN,99,275,NaN,97,12,168,62,31,NaN,62
10636,,NaN,NaN,,,NaN,,,,,,NaN,
10637,126,NaN,NaN,99,275,NaN,97,12,167,62,31,NaN,62
10638,,NaN,NaN,,,NaN,,,,,,NaN,
10639,126,NaN,NaN,99,275,NaN,97,12,168,62,31,NaN,62
10640,,NaN,NaN,,,NaN,,,,,,NaN,
10641,126,NaN,NaN,99,275,NaN,96,12,168,62,31,NaN,62
10642,,NaN,NaN,,,NaN,,,,,,NaN,
10643,126,NaN,NaN,99,275,NaN,97,12,168,62,31,NaN,62
10644,,NaN,NaN,,,NaN,,,,,,NaN,
10645,126,NaN,NaN,99,275,NaN,97,12,169,62,31,NaN,61
10646,,NaN,NaN,,,NaN,,,,,,NaN,
10647,125,NaN,NaN,99,275,NaN,96,12,167,61,31,NaN,60
10648,,NaN,NaN,,,NaN,,,,,,NaN,
10649,124,NaN,NaN,99,275,NaN,96,12,166,60,31,NaN,59
10650,,NaN,NaN,,,NaN,,,,,,NaN,
10651,123,NaN,NaN,98,276,NaN,94,12,164,60,31,NaN,58
10652,,NaN,NaN,,,NaN,,,,,,NaN,
10653,121,NaN,NaN,99,276,NaN,94,12,162,59,31,NaN,58
10654,,NaN,NaN,,,NaN,,,,,,NaN,
10655,121,NaN,NaN,99,275,NaN,93,12,162,58,31,NaN,58
10656,,NaN,NaN,,,NaN,,,,,,NaN,
10657,121,NaN,NaN,99,275,NaN,94,12,162,58,31,NaN,58
10658,,NaN,NaN,,,NaN,,,,,,NaN,
10659,123,NaN,NaN,99,275,NaN,95,12,165,59,31,NaN,59
10660,,NaN,NaN,,,NaN,,,,,,NaN,
10661,124,NaN,NaN,98,275,NaN,96,12,165,60,31,NaN,59
10662,,NaN,NaN,,,NaN,,,,,,NaN,
10663,124,NaN,NaN,98,274,NaN,97,12,166,60,31,NaN,60
10664,,NaN,NaN,,,NaN,,,,,,NaN,
10665,125,NaN,NaN,98,274,NaN,97,12,168,61,31,NaN,61
10666,,NaN,NaN,,,NaN,,,,,,NaN,
10667,125,NaN,NaN,99,276,NaN,97,12,167,62,31,NaN,61
10668,,NaN,NaN,,,NaN,,,,,,NaN,
10669,125,NaN,NaN,99,276,NaN,98,12,167,62,31,NaN,62
10670,,NaN,NaN,,,NaN,,,,,,NaN,
10671,125,NaN,NaN,99,275,NaN,97,12,167,62,31,NaN,61
10672,,NaN,NaN,,,NaN,,,,,,NaN,
10673,125,NaN,NaN,98,275,NaN,97,12,166,62,31,NaN,61
10674,,NaN,NaN,,,NaN,,,,,,NaN,
10675,125,NaN,NaN,98,275,NaN,97,12,167,62,31,NaN,61
10676,,NaN,NaN,,,NaN,,,,,,NaN,
10677,124,NaN,NaN,98,275,NaN,95,12,165,62,31,NaN,61
10678,,NaN,NaN,,,NaN,,,,,,NaN,
10679,123,NaN,NaN,98,275,NaN,95,12,163,61,31,NaN,60
10680,,NaN,NaN,,,NaN,,,,,,NaN,
10681,122,NaN,NaN,98,274,NaN,95,12,163,61,31,NaN,60
10682,,NaN,NaN,,,NaN,,,,,,NaN,
10683,122,NaN,NaN,98,274,NaN,95,12,162,61,31,NaN,60
10684,,NaN,NaN,,,NaN,,,,,,NaN,
10685,122,NaN,NaN,98,275,NaN,95,12,164,61,31,NaN,60
10686,,NaN,NaN,,,NaN,,,,,,NaN,
10687,121,NaN,NaN,98,275,NaN,94,12,161,60,31,NaN,60
10688,,NaN,NaN,,,NaN,,,,,,NaN,
10689,121,NaN,NaN,98,275,NaN,94,12,161,60,31,NaN,60
10690,,NaN,NaN,,,NaN,,,,,,NaN,
10691,120,NaN,NaN,98,275,NaN,92,12,161,60,31,NaN,59
10692,,NaN,NaN,,,NaN,,,,,,NaN,
10693,119,NaN,NaN,98,276,NaN,92,12,159,59,31,NaN,58
10694,,NaN,NaN,,,NaN,,,,,,NaN,
10695,120,NaN,NaN,98,276,NaN,92,12,161,58,31,NaN,58
10696,,NaN,NaN,,,NaN,,,,,,NaN,
10697,119,NaN,NaN,98,276,NaN,92,12,159,58,31,NaN,57
10698,,NaN,NaN,,,NaN,,,,,,NaN,
10699,119,NaN,NaN,98,276,NaN,93,12,160,58,31,NaN,57
10700,,NaN,NaN,,,NaN,,,,,,NaN,
10701,120,NaN,NaN,98,275,NaN,93,12,161,58,31,NaN,58
10702,,NaN,NaN,,,NaN,,,,,,NaN,
10703,121,NaN,NaN,98,275,NaN,95,12,162,59,31,NaN,58
10704,,NaN,NaN,,,NaN,,,,,,NaN,
10705,123,NaN,NaN,98,275,NaN,96,12,165,60,31,NaN,60
10706,,NaN,NaN,,,NaN,,,,,,NaN,
10707,123,NaN,NaN,98,276,NaN,97,12,165,60,31,NaN,60
10708,,NaN,NaN,,,NaN,,,,,,NaN,
10709,124,NaN,NaN,98,276,NaN,97,12,166,61,31,NaN,61
10710,,NaN,NaN,,,NaN,,,,,,NaN,
10711,124,NaN,NaN,98,275,NaN,97,12,166,62,31,NaN,62
10712,,NaN,NaN,,,NaN,,,,,,NaN,
10713,124,NaN,NaN,98,275,NaN,97,12,165,62,31,NaN,62
10714,,NaN,NaN,,,NaN,,,,,,NaN,
10715,125,NaN,NaN,98,275,NaN,97,12,167,62,31,NaN,62
10716,,NaN,NaN,,,NaN,,,,,,NaN,
10717,124,NaN,NaN,98,275,NaN,97,12,165,63,31,NaN,62
10718,,NaN,NaN,,,NaN,,,,,,NaN,
10719,124,NaN,NaN,98,275,NaN,97,12,164,63,31,NaN,62
10720,,NaN,NaN,,,NaN,,,,,,NaN,
10721,124,NaN,NaN,98,275,NaN,96,12,165,63,31,NaN,62
10722,,NaN,NaN,,,NaN,,,,,,NaN,
10723,124,NaN,NaN,98,275,NaN,97,12,164,63,31,NaN,62
10724,,NaN,NaN,,,NaN,,,,,,NaN,
10725,124,NaN,NaN,98,275,NaN,96,12,166,63,31,NaN,63
10726,,NaN,NaN,,,NaN,,,,,,NaN,
10727,124,NaN,NaN,98,275,NaN,97,12,164,63,31,NaN,63
10728,,NaN,NaN,,,NaN,,,,,,NaN,
10729,124,NaN,NaN,98,275,NaN,97,12,165,63,31,NaN,62
10730,,NaN,NaN,,,NaN,,,,,,NaN,
10731,125,NaN,NaN,98,274,NaN,95,12,166,63,31,NaN,62
10732,,NaN,NaN,,,NaN,,,,,,NaN,
10733,125,NaN,NaN,97,274,NaN,96,12,167,63,31,NaN,62
10734,,NaN,NaN,,,NaN,,,,,,NaN,
10735,125,NaN,NaN,97,276,NaN,97,12,168,63,31,NaN,62
10736,,NaN,NaN,,,NaN,,,,,,NaN,
10737,124,NaN,NaN,98,276,NaN,96,12,165,63,31,NaN,62
10738,,NaN,NaN,,,NaN,,,,,,NaN,
10739,124,NaN,NaN,98,276,NaN,96,12,164,63,31,NaN,62
10740,,NaN,NaN,,,NaN,,,,,,NaN,
10741,124,NaN,NaN,98,274,NaN,96,12,164,63,31,NaN,62
10742,,NaN,NaN,,,NaN,,,,,,NaN,
10743,123,NaN,NaN,98,274,NaN,96,12,163,63,31,NaN,62
10744,,NaN,NaN,,,NaN,,,,,,NaN,
10745,124,NaN,NaN,98,275,NaN,96,12,166,63,31,NaN,63
10746,,NaN,NaN,,,NaN,,,,,,NaN,
10747,124,NaN,NaN,97,275,NaN,96,12,165,63,31,NaN,63
10748,,NaN,NaN,,,NaN,,,,,,NaN,
10749,124,NaN,NaN,97,277,NaN,96,12,165,63,31,NaN,63
10750,,NaN,NaN,,,NaN,,,,,,NaN,
10751,124,NaN,NaN,98,277,NaN,95,12,165,63,31,NaN,63
10752,,NaN,NaN,,,NaN,,,,,,NaN,
10753,123,NaN,NaN,98,276,NaN,95,12,163,63,31,NaN,63
10754,,NaN,NaN,,,NaN,,,,,,NaN,
10755,123,NaN,NaN,98,276,NaN,95,12,164,63,31,NaN,63
10756,,NaN,NaN,,,NaN,,,,,,NaN,
10757,123,NaN,NaN,98,275,NaN,95,12,163,63,31,NaN,63
10758,,NaN,NaN,,,NaN,,,,,,NaN,
10759,122,NaN,NaN,98,275,NaN,95,12,162,63,31,NaN,63
10760,,NaN,NaN,,,NaN,,,,,,NaN,
10761,122,NaN,NaN,98,274,NaN,94,12,162,64,31,NaN,63
10762,,NaN,NaN,,,NaN,,,,,,NaN,
10763,121,NaN,NaN,98,274,NaN,94,12,161,64,31,NaN,63
10764,,NaN,NaN,,,NaN,,,,,,NaN,
10765,122,NaN,NaN,98,276,NaN,94,12,163,63,31,NaN,63
10766,,NaN,NaN,,,NaN,,,,,,NaN,
10767,121,NaN,NaN,98,276,NaN,93,12,161,63,31,NaN,62
10768,,NaN,NaN,,,NaN,,,,,,NaN,
10769,121,NaN,NaN,98,276,NaN,94,12,161,63,31,NaN,62
10770,,NaN,NaN,,,NaN,,,,,,NaN,
10771,121,NaN,NaN,98,275,NaN,93,12,161,63,31,NaN,62
10772,,NaN,NaN,,,NaN,,,,,,NaN,
10773,121,NaN,NaN,98,275,NaN,94,12,161,63,31,NaN,62
10774,,NaN,NaN,,,NaN,,,,,,NaN,
10775,121,NaN,NaN,98,275,NaN,94,12,162,63,31,NaN,63
10776,,NaN,NaN,,,NaN,,,,,,NaN,
10777,121,NaN,NaN,98,275,NaN,94,12,161,63,31,NaN,63
10778,,NaN,NaN,,,NaN,,,,,,NaN,
10779,121,NaN,NaN,98,276,NaN,94,12,161,63,31,NaN,63
10780,,NaN,NaN,,,NaN,,,,,,NaN,
10781,122,NaN,NaN,98,276,NaN,94,12,162,63,31,NaN,62
10782,,NaN,NaN,,,NaN,,,,,,NaN,
10783,121,NaN,NaN,98,275,NaN,94,12,161,63,31,NaN,63
10784,,NaN,NaN,,,NaN,,,,,,NaN,
10785,122,NaN,NaN,98,275,NaN,94,12,163,63,31,NaN,62
10786,,NaN,NaN,,,NaN,,,,,,NaN,
10787,122,NaN,NaN,98,275,NaN,94,12,162,63,31,NaN,62
10788,,NaN,NaN,,,NaN,,,,,,NaN,
10789,122,NaN,NaN,98,275,NaN,95,12,163,62,31,NaN,62
10790,,NaN,NaN,,,NaN,,,,,,NaN,
10791,122,NaN,NaN,98,276,NaN,94,12,163,62,31,NaN,62
10792,,NaN,NaN,,,NaN,,,,,,NaN,
10793,122,NaN,NaN,98,276,NaN,94,12,162,62,31,NaN,62
10794,,NaN,NaN,,,NaN,,,,,,NaN,
10795,122,NaN,NaN,98,276,NaN,95,12,164,62,31,NaN,62
10796,,NaN,NaN,,,NaN,,,,,,NaN,
10797,122,NaN,NaN,97,276,NaN,94,12,163,62,31,NaN,61
10798,,NaN,NaN,,,NaN,,,,,,NaN,
10799,122,NaN,NaN,98,275,NaN,95,12,163,62,31,NaN,61
10800,,NaN,NaN,,,NaN,,,,,,NaN,
10801,122,NaN,NaN,98,275,NaN,94,12,164,62,31,NaN,61
10802,,NaN,NaN,,,NaN,,,,,,NaN,
10803,122,NaN,NaN,98,275,NaN,94,12,163,61,31,NaN,61
10804,,NaN,NaN,,,NaN,,,,,,NaN,
10805,122,NaN,NaN,97,276,NaN,94,12,163,61,31,NaN,61
10806,,NaN,NaN,,,NaN,,,,,,NaN,
10807,122,NaN,NaN,98,276,NaN,95,12,163,61,31,NaN,61
10808,,NaN,NaN,,,NaN,,,,,,NaN,
10809,123,NaN,NaN,98,275,NaN,96,12,164,62,31,NaN,61
10810,,NaN,NaN,,,NaN,,,,,,NaN,
10811,124,NaN,NaN,97,275,NaN,96,12,166,62,31,NaN,61
10812,,NaN,NaN,,,NaN,,,,,,NaN,
10813,124,NaN,NaN,97,277,NaN,96,12,165,62,31,NaN,61
10814,,NaN,NaN,,,NaN,,,,,,NaN,
10815,124,NaN,NaN,97,277,NaN,96,12,166,62,31,NaN,62
10816,,NaN,NaN,,,NaN,,,,,,NaN,
10817,123,NaN,NaN,97,277,NaN,94,12,164,62,31,NaN,62
10818,,NaN,NaN,,,NaN,,,,,,NaN,
10819,123,NaN,NaN,97,277,NaN,95,12,164,62,31,NaN,62
10820,,NaN,NaN,,,NaN,,,,,,NaN,
10821,123,NaN,NaN,97,274,NaN,94,12,164,66,31,NaN,62
10822,,NaN,NaN,,,NaN,,,,,,NaN,
10823,123,NaN,NaN,97,274,NaN,95,12,163,67,31,NaN,62
10824,,NaN,NaN,,,NaN,,,,,,NaN,
10825,123,NaN,NaN,97,275,NaN,95,12,165,68,31,NaN,61
10826,,NaN,NaN,,,NaN,,,,,,NaN,
10827,123,NaN,NaN,98,275,NaN,95,12,164,69,31,NaN,61
10828,,NaN,NaN,,,NaN,,,,,,NaN,
10829,123,NaN,NaN,98,259,NaN,96,12,164,70,31,NaN,61
10830,,NaN,NaN,,,NaN,,,,,,NaN,
10831,123,NaN,NaN,98,259,NaN,95,12,165,70,31,NaN,61
10832,,NaN,NaN,,,NaN,,,,,,NaN,
10833,123,NaN,NaN,98,259,NaN,95,12,165,70,31,NaN,61
10834,,NaN,NaN,,,NaN,,,,,,NaN,
10835,124,NaN,NaN,97,171,NaN,96,12,166,70,31,NaN,61
10836,,NaN,NaN,,,NaN,,,,,,NaN,
10837,124,NaN,NaN,98,171,NaN,96,12,165,68,31,NaN,61
10838,,NaN,NaN,,,NaN,,,,,,NaN,
10839,124,NaN,NaN,98,36,NaN,96,12,165,68,31,NaN,61
10840,,NaN,NaN,,,NaN,,,,,,NaN,
10841,124,NaN,NaN,98,36,NaN,96,12,166,68,31,NaN,62
10842,,NaN,NaN,,,NaN,,,,,,NaN,
10843,124,NaN,NaN,98,11,NaN,95,12,165,63,31,NaN,62
10844,,NaN,NaN,,,NaN,,,,,,NaN,
10845,124,NaN,NaN,98,11,NaN,96,12,167,61,31,NaN,62
10846,,NaN,NaN,,,NaN,,,,,,NaN,
10847,125,NaN,NaN,98,11,NaN,95,12,167,60,31,NaN,61
10848,,NaN,NaN,,,NaN,,,,,,NaN,
10849,125,NaN,NaN,98,11,NaN,96,12,168,60,31,NaN,61
10850,,NaN,NaN,,,NaN,,,,,,NaN,
10851,125,NaN,NaN,98,11,NaN,96,12,167,62,31,NaN,61
10852,,NaN,NaN,,,NaN,,,,,,NaN,
10853,125,NaN,NaN,98,11,NaN,95,12,167,61,31,NaN,61
10854,,NaN,NaN,,,NaN,,,,,,NaN,
10855,125,NaN,NaN,98,11,NaN,96,12,169,61,31,NaN,61
10856,,NaN,NaN,,,NaN,,,,,,NaN,
10857,125,NaN,NaN,97,11,NaN,96,12,167,61,31,NaN,61
10858,,NaN,NaN,,,NaN,,,,,,NaN,
10859,125,NaN,NaN,97,11,NaN,96,12,168,61,31,NaN,60
10860,,NaN,NaN,,,NaN,,,,,,NaN,
10861,125,NaN,NaN,97,11,NaN,96,12,169,61,31,NaN,60
10862,,NaN,NaN,,,NaN,,,,,,NaN,
10863,125,NaN,NaN,97,11,NaN,97,12,169,61,31,NaN,60
10864,,NaN,NaN,,,NaN,,,,,,NaN,
10865,126,NaN,NaN,97,11,NaN,98,12,170,60,31,NaN,60
10866,,NaN,NaN,,,NaN,,,,,,NaN,
10867,126,NaN,NaN,97,11,NaN,97,12,169,60,31,NaN,59
10868,,NaN,NaN,,,NaN,,,,,,NaN,
10869,126,NaN,NaN,97,11,NaN,98,12,169,60,31,NaN,60
10870,,NaN,NaN,,,NaN,,,,,,NaN,
10871,126,NaN,NaN,97,11,NaN,97,12,169,60,31,NaN,60
10872,,NaN,NaN,,,NaN,,,,,,NaN,
10873,125,NaN,NaN,97,11,NaN,97,12,168,60,31,NaN,60
10874,,NaN,NaN,,,NaN,,,,,,NaN,
10875,126,NaN,NaN,97,11,NaN,97,12,169,60,31,NaN,60
10876,,NaN,NaN,,,NaN,,,,,,NaN,
10877,126,NaN,NaN,97,11,NaN,97,12,168,61,31,NaN,60
