time,Solar8000/ART_MBP,SNUADC/ECG_II,SNUADC/ART,Solar8000/PLETH_SPO2,Solar8000/CVP,SNUADC/CVP,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/ART_SBP,Solar8000/PLETH_HR,Solar8000/ETCO2,SNUADC/ECG_V5,Solar8000/HR
2824,62,NaN,NaN,100,13,NaN,48,12,85,75,32,NaN,75
2825,,NaN,NaN,,,NaN,,,,,,NaN,
2826,63,NaN,NaN,100,13,NaN,49,12,87,75,32,NaN,75
2827,,NaN,NaN,,,NaN,,,,,,NaN,
2828,62,NaN,NaN,100,13,NaN,48,12,85,75,32,NaN,75
2829,,NaN,NaN,,,NaN,,,,,,NaN,
2830,62,NaN,NaN,100,13,NaN,49,12,86,75,32,NaN,74
2831,,NaN,NaN,,,NaN,,,,,,NaN,
2832,63,NaN,NaN,100,13,NaN,49,12,86,75,32,NaN,74
2833,,NaN,NaN,,,NaN,,,,,,NaN,
2834,62,NaN,NaN,100,13,NaN,48,12,85,75,32,NaN,74
2835,,NaN,NaN,,,NaN,,,,,,NaN,
2836,62,NaN,NaN,100,13,NaN,49,12,86,75,32,NaN,75
2837,,NaN,NaN,,,NaN,,,,,,NaN,
2838,62,NaN,NaN,100,13,NaN,48,12,84,75,32,NaN,75
2839,,NaN,NaN,,,NaN,,,,,,NaN,
2840,61,NaN,NaN,100,13,NaN,48,12,84,75,32,NaN,75
2841,,NaN,NaN,,,NaN,,,,,,NaN,
2842,61,NaN,NaN,100,13,NaN,48,12,84,75,32,NaN,75
2843,,NaN,NaN,,,NaN,,,,,,NaN,
2844,61,NaN,NaN,100,13,NaN,48,12,84,75,32,NaN,75
2845,,NaN,NaN,,,NaN,,,,,,NaN,
2846,62,NaN,NaN,100,13,NaN,49,12,86,75,32,NaN,75
2847,,NaN,NaN,,,NaN,,,,,,NaN,
2848,61,NaN,NaN,100,13,NaN,47,12,84,75,32,NaN,75
2849,,NaN,NaN,,,NaN,,,,,,NaN,
2850,61,NaN,NaN,100,13,NaN,48,12,84,75,32,NaN,75
2851,,NaN,NaN,,,NaN,,,,,,NaN,
2852,62,NaN,NaN,100,13,NaN,48,12,85,75,32,NaN,75
2853,,NaN,NaN,,,NaN,,,,,,NaN,
2854,62,NaN,NaN,100,13,NaN,49,12,85,75,32,NaN,75
2855,,NaN,NaN,,,NaN,,,,,,NaN,
2856,64,NaN,NaN,100,13,NaN,52,12,88,75,32,NaN,75
2857,,NaN,NaN,,,NaN,,,,,,NaN,
2858,67,NaN,NaN,100,13,NaN,55,12,90,75,32,NaN,75
2859,,NaN,NaN,,,NaN,,,,,,NaN,
2860,70,NaN,NaN,100,12,NaN,59,12,94,75,32,NaN,74
2861,,NaN,NaN,,,NaN,,,,,,NaN,
2862,74,NaN,NaN,100,12,NaN,63,12,100,75,32,NaN,74
2863,,NaN,NaN,,,NaN,,,,,,NaN,
2864,77,NaN,NaN,100,13,NaN,65,12,104,75,32,NaN,74
2865,,NaN,NaN,,,NaN,,,,,,NaN,
2866,81,NaN,NaN,100,13,NaN,68,12,109,75,32,NaN,74
2867,,NaN,NaN,,,NaN,,,,,,NaN,
2868,82,NaN,NaN,100,13,NaN,68,12,110,75,32,NaN,74
2869,,NaN,NaN,,,NaN,,,,,,NaN,
2870,84,NaN,NaN,100,13,NaN,69,12,112,74,32,NaN,74
2871,,NaN,NaN,,,NaN,,,,,,NaN,
2872,85,NaN,NaN,100,13,NaN,69,12,113,74,31,NaN,73
2873,,NaN,NaN,,,NaN,,,,,,NaN,
2874,85,NaN,NaN,100,13,NaN,68,12,113,74,31,NaN,73
2875,,NaN,NaN,,,NaN,,,,,,NaN,
2876,85,NaN,NaN,100,13,NaN,68,12,114,73,31,NaN,73
2877,,NaN,NaN,,,NaN,,,,,,NaN,
2878,85,NaN,NaN,100,13,NaN,67,12,112,73,31,NaN,73
2879,,NaN,NaN,,,NaN,,,,,,NaN,
2880,85,NaN,NaN,100,13,NaN,68,12,113,73,31,NaN,73
2881,,NaN,NaN,,,NaN,,,,,,NaN,
2882,85,NaN,NaN,100,13,NaN,68,12,114,73,31,NaN,73
2883,,NaN,NaN,,,NaN,,,,,,NaN,
2884,84,NaN,NaN,100,13,NaN,67,12,112,74,31,NaN,73
2885,,NaN,NaN,,,NaN,,,,,,NaN,
2886,84,NaN,NaN,100,13,NaN,67,12,113,74,31,NaN,73
2887,,NaN,NaN,,,NaN,,,,,,NaN,
2888,83,NaN,NaN,100,13,NaN,65,12,111,74,31,NaN,74
2889,,NaN,NaN,,,NaN,,,,,,NaN,
2890,82,NaN,NaN,100,13,NaN,65,12,111,74,31,NaN,74
2891,,NaN,NaN,,,NaN,,,,,,NaN,
2892,82,NaN,NaN,100,13,NaN,64,12,111,75,31,NaN,74
2893,,NaN,NaN,,,NaN,,,,,,NaN,
2894,81,NaN,NaN,100,13,NaN,63,12,109,75,31,NaN,75
2895,,NaN,NaN,,,NaN,,,,,,NaN,
2896,81,NaN,NaN,100,13,NaN,63,12,110,75,31,NaN,75
2897,,NaN,NaN,,,NaN,,,,,,NaN,
2898,79,NaN,NaN,100,13,NaN,62,12,108,75,31,NaN,75
2899,,NaN,NaN,,,NaN,,,,,,NaN,
2900,79,NaN,NaN,100,13,NaN,62,12,107,75,31,NaN,74
2901,,NaN,NaN,,,NaN,,,,,,NaN,
2902,78,NaN,NaN,100,13,NaN,61,12,107,75,31,NaN,74
2903,,NaN,NaN,,,NaN,,,,,,NaN,
2904,77,NaN,NaN,100,13,NaN,60,12,105,75,31,NaN,74
2905,,NaN,NaN,,,NaN,,,,,,NaN,
2906,77,NaN,NaN,100,13,NaN,60,12,106,75,31,NaN,74
2907,,NaN,NaN,,,NaN,,,,,,NaN,
2908,76,NaN,NaN,100,13,NaN,59,12,104,75,31,NaN,74
2909,,NaN,NaN,,,NaN,,,,,,NaN,
2910,75,NaN,NaN,100,13,NaN,58,12,104,75,31,NaN,74
2911,,NaN,NaN,,,NaN,,,,,,NaN,
2912,75,NaN,NaN,100,13,NaN,58,12,103,75,31,NaN,75
2913,,NaN,NaN,,,NaN,,,,,,NaN,
2914,74,NaN,NaN,100,13,NaN,57,12,102,75,31,NaN,74
2915,,NaN,NaN,,,NaN,,,,,,NaN,
2916,74,NaN,NaN,100,13,NaN,57,12,103,75,32,NaN,75
2917,,NaN,NaN,,,NaN,,,,,,NaN,
2918,73,NaN,NaN,100,13,NaN,56,12,101,75,32,NaN,75
2919,,NaN,NaN,,,NaN,,,,,,NaN,
2920,73,NaN,NaN,100,13,NaN,57,12,101,75,32,NaN,75
2921,,NaN,NaN,,,NaN,,,,,,NaN,
2922,73,NaN,NaN,100,13,NaN,56,12,101,75,32,NaN,75
2923,,NaN,NaN,,,NaN,,,,,,NaN,
2924,71,NaN,NaN,100,13,NaN,55,12,99,75,32,NaN,74
2925,,NaN,NaN,,,NaN,,,,,,NaN,
2926,72,NaN,NaN,100,13,NaN,56,12,100,75,32,NaN,74
2927,,NaN,NaN,,,NaN,,,,,,NaN,
2928,71,NaN,NaN,100,13,NaN,54,12,98,75,32,NaN,74
2929,,NaN,NaN,,,NaN,,,,,,NaN,
2930,70,NaN,NaN,100,13,NaN,54,12,97,75,32,NaN,74
2931,,NaN,NaN,,,NaN,,,,,,NaN,
2932,70,NaN,NaN,100,13,NaN,54,12,97,75,32,NaN,74
2933,,NaN,NaN,,,NaN,,,,,,NaN,
2934,69,NaN,NaN,100,13,NaN,53,12,96,75,32,NaN,74
2935,,NaN,NaN,,,NaN,,,,,,NaN,
2936,70,NaN,NaN,100,13,NaN,54,12,98,75,32,NaN,74
2937,,NaN,NaN,,,NaN,,,,,,NaN,
2938,69,NaN,NaN,100,13,NaN,53,12,96,75,32,NaN,74
2939,,NaN,NaN,,,NaN,,,,,,NaN,
2940,69,NaN,NaN,100,13,NaN,54,12,97,75,32,NaN,74
2941,,NaN,NaN,,,NaN,,,,,,NaN,
2942,69,NaN,NaN,100,13,NaN,53,12,97,75,32,NaN,74
2943,,NaN,NaN,,,NaN,,,,,,NaN,
2944,68,NaN,NaN,100,13,NaN,53,12,96,75,32,NaN,74
2945,,NaN,NaN,,,NaN,,,,,,NaN,
2946,69,NaN,NaN,100,13,NaN,53,12,97,75,32,NaN,74
2947,,NaN,NaN,,,NaN,,,,,,NaN,
2948,68,NaN,NaN,100,13,NaN,52,12,95,75,32,NaN,74
2949,,NaN,NaN,,,NaN,,,,,,NaN,
2950,68,NaN,NaN,100,13,NaN,53,12,95,74,32,NaN,74
2951,,NaN,NaN,,,NaN,,,,,,NaN,
2952,68,NaN,NaN,100,13,NaN,52,12,95,74,32,NaN,74
2953,,NaN,NaN,,,NaN,,,,,,NaN,
2954,67,NaN,NaN,100,13,NaN,52,12,95,74,32,NaN,74
2955,,NaN,NaN,,,NaN,,,,,,NaN,
2956,68,NaN,NaN,100,13,NaN,53,12,96,74,32,NaN,74
2957,,NaN,NaN,,,NaN,,,,,,NaN,
2958,67,NaN,NaN,100,13,NaN,52,12,94,74,32,NaN,74
2959,,NaN,NaN,,,NaN,,,,,,NaN,
2960,67,NaN,NaN,100,13,NaN,52,12,94,74,32,NaN,74
2961,,NaN,NaN,,,NaN,,,,,,NaN,
2962,67,NaN,NaN,100,13,NaN,52,12,94,74,32,NaN,74
2963,,NaN,NaN,,,NaN,,,,,,NaN,
2964,67,NaN,NaN,100,13,NaN,51,12,93,75,32,NaN,74
2965,,NaN,NaN,,,NaN,,,,,,NaN,
2966,67,NaN,NaN,100,13,NaN,52,12,94,75,32,NaN,74
2967,,NaN,NaN,,,NaN,,,,,,NaN,
2968,66,NaN,NaN,100,13,NaN,51,12,93,75,32,NaN,74
2969,,NaN,NaN,,,NaN,,,,,,NaN,
2970,66,NaN,NaN,100,13,NaN,52,12,93,75,32,NaN,74
2971,,NaN,NaN,,,NaN,,,,,,NaN,
2972,67,NaN,NaN,100,13,NaN,51,12,93,75,32,NaN,75
2973,,NaN,NaN,,,NaN,,,,,,NaN,
2974,66,NaN,NaN,100,13,NaN,51,12,93,75,32,NaN,74
2975,,NaN,NaN,,,NaN,,,,,,NaN,
2976,67,NaN,NaN,100,13,NaN,52,12,94,75,32,NaN,74
2977,,NaN,NaN,,,NaN,,,,,,NaN,
2978,66,NaN,NaN,100,13,NaN,51,12,92,75,32,NaN,74
2979,,NaN,NaN,,,NaN,,,,,,NaN,
2980,66,NaN,NaN,100,13,NaN,51,12,92,75,32,NaN,74
2981,,NaN,NaN,,,NaN,,,,,,NaN,
2982,66,NaN,NaN,100,13,NaN,51,12,92,75,32,NaN,74
2983,,NaN,NaN,,,NaN,,,,,,NaN,
2984,65,NaN,NaN,100,13,NaN,50,12,92,74,32,NaN,74
2985,,NaN,NaN,,,NaN,,,,,,NaN,
2986,66,NaN,NaN,100,13,NaN,51,12,94,74,32,NaN,74
2987,,NaN,NaN,,,NaN,,,,,,NaN,
2988,65,NaN,NaN,100,13,NaN,50,12,92,74,32,NaN,74
2989,,NaN,NaN,,,NaN,,,,,,NaN,
2990,65,NaN,NaN,100,13,NaN,51,12,92,74,32,NaN,74
2991,,NaN,NaN,,,NaN,,,,,,NaN,
2992,65,NaN,NaN,100,13,NaN,50,12,93,74,32,NaN,74
2993,,NaN,NaN,,,NaN,,,,,,NaN,
2994,65,NaN,NaN,100,13,NaN,50,12,91,74,32,NaN,73
2995,,NaN,NaN,,,NaN,,,,,,NaN,
2996,65,NaN,NaN,100,13,NaN,51,12,92,74,32,NaN,73
2997,,NaN,NaN,,,NaN,,,,,,NaN,
2998,65,NaN,NaN,100,13,NaN,50,12,91,74,32,NaN,73
2999,,NaN,NaN,,,NaN,,,,,,NaN,
3000,65,NaN,NaN,100,13,NaN,50,12,91,74,32,NaN,73
3001,,NaN,NaN,,,NaN,,,,,,NaN,
3002,65,NaN,NaN,100,13,NaN,50,12,92,74,32,NaN,73
3003,,NaN,NaN,,,NaN,,,,,,NaN,
3004,64,NaN,NaN,100,13,NaN,50,12,90,74,32,NaN,73
3005,,NaN,NaN,,,NaN,,,,,,NaN,
3006,65,NaN,NaN,100,13,NaN,50,12,91,74,32,NaN,73
3007,,NaN,NaN,,,NaN,,,,,,NaN,
3008,64,NaN,NaN,100,13,NaN,49,12,90,74,32,NaN,73
3009,,NaN,NaN,,,NaN,,,,,,NaN,
3010,64,NaN,NaN,100,13,NaN,50,12,90,74,32,NaN,74
3011,,NaN,NaN,,,NaN,,,,,,NaN,
3012,65,NaN,NaN,100,13,NaN,50,12,91,74,32,NaN,74
3013,,NaN,NaN,,,NaN,,,,,,NaN,
3014,64,NaN,NaN,100,13,NaN,50,12,90,74,32,NaN,74
3015,,NaN,NaN,,,NaN,,,,,,NaN,
3016,65,NaN,NaN,100,13,NaN,50,12,91,74,32,NaN,74
3017,,NaN,NaN,,,NaN,,,,,,NaN,
3018,64,NaN,NaN,100,13,NaN,49,12,89,74,32,NaN,74
3019,,NaN,NaN,,,NaN,,,,,,NaN,
3020,64,NaN,NaN,100,13,NaN,50,12,90,74,32,NaN,74
3021,,NaN,NaN,,,NaN,,,,,,NaN,
3022,64,NaN,NaN,100,13,NaN,49,12,89,74,32,NaN,74
3023,,NaN,NaN,,,NaN,,,,,,NaN,
3024,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,74
3025,,NaN,NaN,,,NaN,,,,,,NaN,
3026,64,NaN,NaN,100,13,NaN,49,12,89,74,32,NaN,74
3027,,NaN,NaN,,,NaN,,,,,,NaN,
3028,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,74
3029,,NaN,NaN,,,NaN,,,,,,NaN,
3030,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,74
3031,,NaN,NaN,,,NaN,,,,,,NaN,
3032,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,74
3033,,NaN,NaN,,,NaN,,,,,,NaN,
3034,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,74
3035,,NaN,NaN,,,NaN,,,,,,NaN,
3036,64,NaN,NaN,100,13,NaN,50,12,89,74,32,NaN,74
3037,,NaN,NaN,,,NaN,,,,,,NaN,
3038,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,74
3039,,NaN,NaN,,,NaN,,,,,,NaN,
3040,64,NaN,NaN,100,13,NaN,49,12,89,74,32,NaN,74
3041,,NaN,NaN,,,NaN,,,,,,NaN,
3042,64,NaN,NaN,100,13,NaN,49,12,89,74,32,NaN,73
3043,,NaN,NaN,,,NaN,,,,,,NaN,
3044,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,73
3045,,NaN,NaN,,,NaN,,,,,,NaN,
3046,64,NaN,NaN,100,13,NaN,50,12,90,74,32,NaN,74
3047,,NaN,NaN,,,NaN,,,,,,NaN,
3048,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,74
3049,,NaN,NaN,,,NaN,,,,,,NaN,
3050,64,NaN,NaN,100,13,NaN,50,12,89,74,33,NaN,74
3051,,NaN,NaN,,,NaN,,,,,,NaN,
3052,64,NaN,NaN,100,13,NaN,49,12,89,74,33,NaN,74
3053,,NaN,NaN,,,NaN,,,,,,NaN,
3054,63,NaN,NaN,100,13,NaN,49,12,88,74,33,NaN,74
3055,,NaN,NaN,,,NaN,,,,,,NaN,
3056,64,NaN,NaN,100,13,NaN,50,12,90,74,33,NaN,74
3057,,NaN,NaN,,,NaN,,,,,,NaN,
3058,64,NaN,NaN,100,13,NaN,49,12,90,75,32,NaN,74
3059,,NaN,NaN,,,NaN,,,,,,NaN,
3060,64,NaN,NaN,100,13,NaN,50,12,91,75,32,NaN,74
3061,,NaN,NaN,,,NaN,,,,,,NaN,
3062,64,NaN,NaN,100,13,NaN,50,12,90,74,32,NaN,74
3063,,NaN,NaN,,,NaN,,,,,,NaN,
3064,64,NaN,NaN,100,13,NaN,49,12,90,74,32,NaN,73
3065,,NaN,NaN,,,NaN,,,,,,NaN,
3066,64,NaN,NaN,100,13,NaN,50,12,90,74,32,NaN,73
3067,,NaN,NaN,,,NaN,,,,,,NaN,
3068,64,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,73
3069,,NaN,NaN,,,NaN,,,,,,NaN,
3070,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,73
3071,,NaN,NaN,,,NaN,,,,,,NaN,
3072,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,73
3073,,NaN,NaN,,,NaN,,,,,,NaN,
3074,63,NaN,NaN,100,13,NaN,48,12,87,74,32,NaN,73
3075,,NaN,NaN,,,NaN,,,,,,NaN,
3076,63,NaN,NaN,100,13,NaN,49,12,88,74,32,NaN,74
3077,,NaN,NaN,,,NaN,,,,,,NaN,
3078,62,NaN,NaN,100,13,NaN,48,12,87,74,33,NaN,74
3079,,NaN,NaN,,,NaN,,,,,,NaN,
3080,62,NaN,NaN,100,13,NaN,48,12,86,74,33,NaN,74
3081,,NaN,NaN,,,NaN,,,,,,NaN,
3082,62,NaN,NaN,100,13,NaN,48,12,86,74,33,NaN,74
3083,,NaN,NaN,,,NaN,,,,,,NaN,
3084,61,NaN,NaN,100,13,NaN,47,12,85,74,33,NaN,74
3085,,NaN,NaN,,,NaN,,,,,,NaN,
3086,62,NaN,NaN,100,13,NaN,48,12,86,74,32,NaN,74
3087,,NaN,NaN,,,NaN,,,,,,NaN,
3088,61,NaN,NaN,100,13,NaN,47,12,84,74,32,NaN,74
3089,,NaN,NaN,,,NaN,,,,,,NaN,
3090,61,NaN,NaN,100,13,NaN,47,12,84,74,32,NaN,74
3091,,NaN,NaN,,,NaN,,,,,,NaN,
3092,61,NaN,NaN,100,13,NaN,47,12,84,75,32,NaN,74
3093,,NaN,NaN,,,NaN,,,,,,NaN,
3094,61,NaN,NaN,100,13,NaN,47,12,84,75,32,NaN,74
3095,,NaN,NaN,,,NaN,,,,,,NaN,
3096,61,NaN,NaN,100,12,NaN,48,12,85,75,32,NaN,74
3097,,NaN,NaN,,,NaN,,,,,,NaN,
3098,60,NaN,NaN,100,12,NaN,47,12,83,75,32,NaN,74
3099,,NaN,NaN,,,NaN,,,,,,NaN,
3100,60,NaN,NaN,100,13,NaN,47,12,83,75,32,NaN,74
3101,,NaN,NaN,,,NaN,,,,,,NaN,
3102,60,NaN,NaN,100,13,NaN,47,12,83,75,32,NaN,74
3103,,NaN,NaN,,,NaN,,,,,,NaN,
3104,60,NaN,NaN,100,13,NaN,46,12,82,75,32,NaN,74
3105,,NaN,NaN,,,NaN,,,,,,NaN,
3106,60,NaN,NaN,100,13,NaN,47,12,83,75,32,NaN,74
3107,,NaN,NaN,,,NaN,,,,,,NaN,
3108,59,NaN,NaN,100,13,NaN,46,12,81,75,32,NaN,74
3109,,NaN,NaN,,,NaN,,,,,,NaN,
3110,59,NaN,NaN,100,13,NaN,46,12,82,75,32,NaN,74
3111,,NaN,NaN,,,NaN,,,,,,NaN,
3112,59,NaN,NaN,100,13,NaN,46,12,82,75,32,NaN,74
3113,,NaN,NaN,,,NaN,,,,,,NaN,
3114,59,NaN,NaN,100,13,NaN,46,12,81,75,32,NaN,74
3115,,NaN,NaN,,,NaN,,,,,,NaN,
3116,60,NaN,NaN,100,13,NaN,47,12,83,75,32,NaN,74
3117,,NaN,NaN,,,NaN,,,,,,NaN,
3118,59,NaN,NaN,100,13,NaN,46,12,81,75,32,NaN,74
3119,,NaN,NaN,,,NaN,,,,,,NaN,
3120,60,NaN,NaN,100,13,NaN,47,12,82,75,33,NaN,74
3121,,NaN,NaN,,,NaN,,,,,,NaN,
3122,60,NaN,NaN,100,13,NaN,47,12,82,75,33,NaN,74
3123,,NaN,NaN,,,NaN,,,,,,NaN,
3124,59,NaN,NaN,100,13,NaN,46,12,81,74,33,NaN,74
3125,,NaN,NaN,,,NaN,,,,,,NaN,
3126,60,NaN,NaN,100,12,NaN,47,12,83,74,32,NaN,74
3127,,NaN,NaN,,,NaN,,,,,,NaN,
3128,59,NaN,NaN,100,12,NaN,47,12,81,74,32,NaN,74
3129,,NaN,NaN,,,NaN,,,,,,NaN,
3130,60,NaN,NaN,100,12,NaN,47,12,82,74,32,NaN,74
3131,,NaN,NaN,,,NaN,,,,,,NaN,
3132,60,NaN,NaN,100,12,NaN,47,12,82,75,32,NaN,74
3133,,NaN,NaN,,,NaN,,,,,,NaN,
3134,60,NaN,NaN,100,13,NaN,47,12,82,75,32,NaN,74
3135,,NaN,NaN,,,NaN,,,,,,NaN,
3136,61,NaN,NaN,100,13,NaN,48,12,83,75,32,NaN,74
3137,,NaN,NaN,,,NaN,,,,,,NaN,
3138,60,NaN,NaN,100,13,NaN,47,12,82,75,32,NaN,74
3139,,NaN,NaN,,,NaN,,,,,,NaN,
3140,60,NaN,NaN,100,13,NaN,48,12,83,75,32,NaN,74
3141,,NaN,NaN,,,NaN,,,,,,NaN,
3142,61,NaN,NaN,100,13,NaN,48,12,83,74,32,NaN,74
3143,,NaN,NaN,,,NaN,,,,,,NaN,
3144,60,NaN,NaN,100,13,NaN,47,12,83,74,32,NaN,74
3145,,NaN,NaN,,,NaN,,,,,,NaN,
3146,61,NaN,NaN,100,13,NaN,48,12,84,74,32,NaN,74
3147,,NaN,NaN,,,NaN,,,,,,NaN,
3148,61,NaN,NaN,100,13,NaN,48,12,83,75,32,NaN,74
3149,,NaN,NaN,,,NaN,,,,,,NaN,
3150,61,NaN,NaN,100,13,NaN,48,12,84,75,32,NaN,74
3151,,NaN,NaN,,,NaN,,,,,,NaN,
3152,61,NaN,NaN,100,13,NaN,48,12,84,75,32,NaN,75
3153,,NaN,NaN,,,NaN,,,,,,NaN,
3154,61,NaN,NaN,100,13,NaN,49,12,84,75,32,NaN,74
3155,,NaN,NaN,,,NaN,,,,,,NaN,
3156,63,NaN,NaN,100,13,NaN,51,12,87,75,32,NaN,74
3157,,NaN,NaN,,,NaN,,,,,,NaN,
3158,65,NaN,NaN,100,13,NaN,54,12,89,75,32,NaN,74
3159,,NaN,NaN,,,NaN,,,,,,NaN,
3160,68,NaN,NaN,100,13,NaN,57,12,92,74,32,NaN,74
3161,,NaN,NaN,,,NaN,,,,,,NaN,
3162,72,NaN,NaN,100,13,NaN,61,12,98,74,32,NaN,74
3163,,NaN,NaN,,,NaN,,,,,,NaN,
3164,75,NaN,NaN,100,13,NaN,63,12,101,74,32,NaN,74
3165,,NaN,NaN,,,NaN,,,,,,NaN,
3166,80,NaN,NaN,100,13,NaN,67,12,108,74,32,NaN,74
3167,,NaN,NaN,,,NaN,,,,,,NaN,
3168,81,NaN,NaN,100,13,NaN,68,12,109,74,32,NaN,73
3169,,NaN,NaN,,,NaN,,,,,,NaN,
3170,83,NaN,NaN,100,13,NaN,69,12,111,74,32,NaN,73
3171,,NaN,NaN,,,NaN,,,,,,NaN,
3172,85,NaN,NaN,100,13,NaN,69,12,113,73,32,NaN,73
3173,,NaN,NaN,,,NaN,,,,,,NaN,
3174,85,NaN,NaN,100,13,NaN,69,12,113,73,32,NaN,72
3175,,NaN,NaN,,,NaN,,,,,,NaN,
3176,86,NaN,NaN,100,13,NaN,69,12,114,73,32,NaN,72
3177,,NaN,NaN,,,NaN,,,,,,NaN,
3178,85,NaN,NaN,100,13,NaN,68,12,112,73,32,NaN,72
3179,,NaN,NaN,,,NaN,,,,,,NaN,
3180,84,NaN,NaN,100,12,NaN,68,12,112,73,32,NaN,72
3181,,NaN,NaN,,,NaN,,,,,,NaN,
3182,84,NaN,NaN,100,12,NaN,67,12,112,73,32,NaN,72
3183,,NaN,NaN,,,NaN,,,,,,NaN,
3184,84,NaN,NaN,100,13,NaN,67,12,112,73,32,NaN,72
3185,,NaN,NaN,,,NaN,,,,,,NaN,
3186,84,NaN,NaN,100,13,NaN,67,12,113,73,31,NaN,72
3187,,NaN,NaN,,,NaN,,,,,,NaN,
3188,83,NaN,NaN,100,13,NaN,66,12,111,73,31,NaN,73
3189,,NaN,NaN,,,NaN,,,,,,NaN,
3190,83,NaN,NaN,100,13,NaN,66,12,112,73,31,NaN,73
3191,,NaN,NaN,,,NaN,,,,,,NaN,
3192,83,NaN,NaN,100,13,NaN,65,12,112,74,31,NaN,73
3193,,NaN,NaN,,,NaN,,,,,,NaN,
3194,81,NaN,NaN,100,13,NaN,64,12,110,74,32,NaN,73
3195,,NaN,NaN,,,NaN,,,,,,NaN,
3196,81,NaN,NaN,100,13,NaN,64,12,111,74,32,NaN,74
3197,,NaN,NaN,,,NaN,,,,,,NaN,
3198,80,NaN,NaN,100,13,NaN,63,12,109,74,32,NaN,74
3199,,NaN,NaN,,,NaN,,,,,,NaN,
3200,80,NaN,NaN,100,13,NaN,63,12,109,74,32,NaN,74
3201,,NaN,NaN,,,NaN,,,,,,NaN,
3202,79,NaN,NaN,100,13,NaN,62,12,108,74,32,NaN,74
3203,,NaN,NaN,,,NaN,,,,,,NaN,
3204,79,NaN,NaN,100,13,NaN,62,12,107,74,32,NaN,74
3205,,NaN,NaN,,,NaN,,,,,,NaN,
3206,78,NaN,NaN,100,13,NaN,62,12,107,74,32,NaN,74
3207,,NaN,NaN,,,NaN,,,,,,NaN,
3208,77,NaN,NaN,100,13,NaN,60,12,105,74,32,NaN,74
3209,,NaN,NaN,,,NaN,,,,,,NaN,
3210,77,NaN,NaN,100,13,NaN,60,12,105,74,32,NaN,74
3211,,NaN,NaN,,,NaN,,,,,,NaN,
3212,76,NaN,NaN,100,13,NaN,59,12,104,74,32,NaN,74
3213,,NaN,NaN,,,NaN,,,,,,NaN,
3214,75,NaN,NaN,100,13,NaN,58,12,103,74,32,NaN,73
3215,,NaN,NaN,,,NaN,,,,,,NaN,
3216,75,NaN,NaN,100,13,NaN,59,12,104,74,32,NaN,73
3217,,NaN,NaN,,,NaN,,,,,,NaN,
3218,74,NaN,NaN,100,13,NaN,57,12,102,74,32,NaN,73
3219,,NaN,NaN,,,NaN,,,,,,NaN,
3220,74,NaN,NaN,100,13,NaN,57,12,102,74,32,NaN,73
3221,,NaN,NaN,,,NaN,,,,,,NaN,
3222,73,NaN,NaN,100,13,NaN,57,12,102,74,32,NaN,73
3223,,NaN,NaN,,,NaN,,,,,,NaN,
3224,72,NaN,NaN,100,13,NaN,56,12,100,74,32,NaN,73
3225,,NaN,NaN,,,NaN,,,,,,NaN,
3226,72,NaN,NaN,100,13,NaN,56,12,101,74,32,NaN,73
3227,,NaN,NaN,,,NaN,,,,,,NaN,
3228,71,NaN,NaN,100,13,NaN,55,12,98,74,32,NaN,73
3229,,NaN,NaN,,,NaN,,,,,,NaN,
3230,71,NaN,NaN,100,13,NaN,55,12,99,74,32,NaN,73
3231,,NaN,NaN,,,NaN,,,,,,NaN,
3232,71,NaN,NaN,100,13,NaN,55,12,98,74,32,NaN,73
3233,,NaN,NaN,,,NaN,,,,,,NaN,
3234,70,NaN,NaN,100,13,NaN,54,12,98,74,32,NaN,73
3235,,NaN,NaN,,,NaN,,,,,,NaN,
3236,70,NaN,NaN,100,13,NaN,55,12,98,74,32,NaN,73
3237,,NaN,NaN,,,NaN,,,,,,NaN,
3238,69,NaN,NaN,100,13,NaN,54,12,96,74,32,NaN,73
3239,,NaN,NaN,,,NaN,,,,,,NaN,
3240,69,NaN,NaN,100,13,NaN,54,12,97,74,32,NaN,73
3241,,NaN,NaN,,,NaN,,,,,,NaN,
3242,69,NaN,NaN,100,13,NaN,53,12,97,74,32,NaN,73
3243,,NaN,NaN,,,NaN,,,,,,NaN,
3244,69,NaN,NaN,100,13,NaN,53,12,96,74,32,NaN,73
3245,,NaN,NaN,,,NaN,,,,,,NaN,
3246,69,NaN,NaN,100,13,NaN,54,12,98,74,32,NaN,73
3247,,NaN,NaN,,,NaN,,,,,,NaN,
3248,68,NaN,NaN,100,13,NaN,53,12,96,74,32,NaN,73
