time,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/CVP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ART
1520,66,14,65,81,30,7,65,NaN,100,NaN,NaN,107,NaN
1521,,,,,,,,NaN,,NaN,NaN,,NaN
1522,66,14,65,80,30,7,63,NaN,100,NaN,NaN,104,NaN
1523,,,,,,,,NaN,,NaN,NaN,,NaN
1524,65,14,65,81,30,7,64,NaN,100,NaN,NaN,106,NaN
1525,,,,,,,,NaN,,NaN,NaN,,NaN
1526,65,14,65,80,31,7,63,NaN,100,NaN,NaN,103,NaN
1527,,,,,,,,NaN,,NaN,NaN,,NaN
1528,65,14,65,80,31,7,63,NaN,100,NaN,NaN,104,NaN
1529,,,,,,,,NaN,,NaN,NaN,,NaN
1530,66,14,65,79,31,7,63,NaN,100,NaN,NaN,104,NaN
1531,,,,,,,,NaN,,NaN,NaN,,NaN
1532,66,14,65,79,31,7,63,NaN,100,NaN,NaN,103,NaN
1533,,,,,,,,NaN,,NaN,NaN,,NaN
1534,66,14,65,79,30,7,62,NaN,100,NaN,NaN,103,NaN
1535,,,,,,,,NaN,,NaN,NaN,,NaN
1536,66,14,65,79,30,7,62,NaN,100,NaN,NaN,103,NaN
1537,,,,,,,,NaN,,NaN,NaN,,NaN
1538,66,14,65,79,30,7,62,NaN,100,NaN,NaN,103,NaN
1539,,,,,,,,NaN,,NaN,NaN,,NaN
1540,66,14,65,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1541,,,,,,,,NaN,,NaN,NaN,,NaN
1542,66,14,65,79,30,7,63,NaN,100,NaN,NaN,103,NaN
1543,,,,,,,,NaN,,NaN,NaN,,NaN
1544,65,14,65,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1545,,,,,,,,NaN,,NaN,NaN,,NaN
1546,65,14,65,78,30,7,62,NaN,100,NaN,NaN,103,NaN
1547,,,,,,,,NaN,,NaN,NaN,,NaN
1548,66,14,65,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1549,,,,,,,,NaN,,NaN,NaN,,NaN
1550,66,14,65,79,30,7,63,NaN,100,NaN,NaN,103,NaN
1551,,,,,,,,NaN,,NaN,NaN,,NaN
1552,66,14,65,78,30,7,62,NaN,100,NaN,NaN,102,NaN
1553,,,,,,,,NaN,,NaN,NaN,,NaN
1554,66,14,65,78,31,7,63,NaN,100,NaN,NaN,103,NaN
1555,,,,,,,,NaN,,NaN,NaN,,NaN
1556,66,14,65,78,31,7,62,NaN,100,NaN,NaN,102,NaN
1557,,,,,,,,NaN,,NaN,NaN,,NaN
1558,66,14,65,79,31,7,62,NaN,100,NaN,NaN,103,NaN
1559,,,,,,,,NaN,,NaN,NaN,,NaN
1560,65,14,65,78,31,7,62,NaN,100,NaN,NaN,102,NaN
1561,,,,,,,,NaN,,NaN,NaN,,NaN
1562,65,14,64,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1563,,,,,,,,NaN,,NaN,NaN,,NaN
1564,65,14,64,78,30,7,62,NaN,100,NaN,NaN,103,NaN
1565,,,,,,,,NaN,,NaN,NaN,,NaN
1566,65,14,64,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1567,,,,,,,,NaN,,NaN,NaN,,NaN
1568,65,14,64,78,30,7,62,NaN,100,NaN,NaN,102,NaN
1569,,,,,,,,NaN,,NaN,NaN,,NaN
1570,65,14,64,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1571,,,,,,,,NaN,,NaN,NaN,,NaN
1572,65,14,64,78,30,7,62,NaN,100,NaN,NaN,103,NaN
1573,,,,,,,,NaN,,NaN,NaN,,NaN
1574,65,14,64,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1575,,,,,,,,NaN,,NaN,NaN,,NaN
1576,65,14,68,79,30,7,63,NaN,100,NaN,NaN,104,NaN
1577,,,,,,,,NaN,,NaN,NaN,,NaN
1578,65,14,93,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1579,,,,,,,,NaN,,NaN,NaN,,NaN
1580,65,14,93,78,30,7,62,NaN,100,NaN,NaN,103,NaN
1581,,,,,,,,NaN,,NaN,NaN,,NaN
1582,65,14,85,77,30,7,61,NaN,100,NaN,NaN,101,NaN
1583,,,,,,,,NaN,,NaN,NaN,,NaN
1584,64,14,70,78,30,7,62,NaN,100,NaN,NaN,103,NaN
1585,,,,,,,,NaN,,NaN,NaN,,NaN
1586,65,14,64,77,30,7,61,NaN,100,NaN,NaN,101,NaN
1587,,,,,,,,NaN,,NaN,NaN,,NaN
1588,65,14,64,78,30,7,62,NaN,100,NaN,NaN,102,NaN
1589,,,,,,,,NaN,,NaN,NaN,,NaN
1590,65,14,64,78,30,7,62,NaN,100,NaN,NaN,102,NaN
1591,,,,,,,,NaN,,NaN,NaN,,NaN
1592,65,14,64,78,30,7,62,NaN,100,NaN,NaN,102,NaN
1593,,,,,,,,NaN,,NaN,NaN,,NaN
1594,65,14,65,78,30,7,62,NaN,100,NaN,NaN,102,NaN
1595,,,,,,,,NaN,,NaN,NaN,,NaN
1596,65,14,65,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1597,,,,,,,,NaN,,NaN,NaN,,NaN
1598,65,14,65,78,30,7,62,NaN,100,NaN,NaN,103,NaN
1599,,,,,,,,NaN,,NaN,NaN,,NaN
1600,65,14,65,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1601,,,,,,,,NaN,,NaN,NaN,,NaN
1602,65,14,65,78,30,7,62,NaN,100,NaN,NaN,103,NaN
1603,,,,,,,,NaN,,NaN,NaN,,NaN
1604,66,14,65,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1605,,,,,,,,NaN,,NaN,NaN,,NaN
1606,65,14,65,78,30,7,63,NaN,100,NaN,NaN,103,NaN
1607,,,,,,,,NaN,,NaN,NaN,,NaN
1608,65,14,65,78,30,7,62,NaN,100,NaN,NaN,101,NaN
1609,,,,,,,,NaN,,NaN,NaN,,NaN
1610,65,14,65,78,30,7,62,NaN,100,NaN,NaN,103,NaN
1611,,,,,,,,NaN,,NaN,NaN,,NaN
1612,65,14,65,78,31,7,62,NaN,100,NaN,NaN,102,NaN
1613,,,,,,,,NaN,,NaN,NaN,,NaN
1614,65,14,65,78,31,7,62,NaN,100,NaN,NaN,102,NaN
1615,,,,,,,,NaN,,NaN,NaN,,NaN
1616,65,14,64,77,31,7,61,NaN,100,NaN,NaN,100,NaN
1617,,,,,,,,NaN,,NaN,NaN,,NaN
1618,65,14,64,77,30,7,61,NaN,100,NaN,NaN,101,NaN
1619,,,,,,,,NaN,,NaN,NaN,,NaN
1620,65,14,64,77,30,7,61,NaN,100,NaN,NaN,100,NaN
1621,,,,,,,,NaN,,NaN,NaN,,NaN
1622,65,14,64,76,30,7,61,NaN,100,NaN,NaN,100,NaN
1623,,,,,,,,NaN,,NaN,NaN,,NaN
1624,65,14,64,76,30,7,61,NaN,100,NaN,NaN,100,NaN
1625,,,,,,,,NaN,,NaN,NaN,,NaN
1626,65,14,64,76,30,7,60,NaN,100,NaN,NaN,99,NaN
1627,,,,,,,,NaN,,NaN,NaN,,NaN
1628,65,14,64,76,30,7,60,NaN,100,NaN,NaN,99,NaN
1629,,,,,,,,NaN,,NaN,NaN,,NaN
1630,65,14,64,76,30,7,60,NaN,100,NaN,NaN,99,NaN
1631,,,,,,,,NaN,,NaN,NaN,,NaN
1632,65,14,64,76,30,7,61,NaN,100,NaN,NaN,100,NaN
1633,,,,,,,,NaN,,NaN,NaN,,NaN
1634,65,14,65,76,30,7,60,NaN,100,NaN,NaN,99,NaN
1635,,,,,,,,NaN,,NaN,NaN,,NaN
1636,65,14,65,77,30,7,61,NaN,100,NaN,NaN,101,NaN
1637,,,,,,,,NaN,,NaN,NaN,,NaN
1638,65,14,65,76,30,7,60,NaN,100,NaN,NaN,99,NaN
1639,,,,,,,,NaN,,NaN,NaN,,NaN
1640,65,14,65,77,30,7,61,NaN,100,NaN,NaN,101,NaN
1641,,,,,,,,NaN,,NaN,NaN,,NaN
1642,65,14,65,76,30,7,60,NaN,100,NaN,NaN,99,NaN
1643,,,,,,,,NaN,,NaN,NaN,,NaN
1644,65,14,65,76,30,7,61,NaN,100,NaN,NaN,100,NaN
1645,,,,,,,,NaN,,NaN,NaN,,NaN
1646,65,14,64,76,30,7,60,NaN,100,NaN,NaN,99,NaN
1647,,,,,,,,NaN,,NaN,NaN,,NaN
1648,65,14,64,76,30,7,61,NaN,100,NaN,NaN,99,NaN
1649,,,,,,,,NaN,,NaN,NaN,,NaN
1650,65,14,64,76,30,7,61,NaN,100,NaN,NaN,100,NaN
1651,,,,,,,,NaN,,NaN,NaN,,NaN
1652,65,14,64,76,30,7,61,NaN,100,NaN,NaN,99,NaN
1653,,,,,,,,NaN,,NaN,NaN,,NaN
1654,65,14,64,76,30,7,60,NaN,100,NaN,NaN,100,NaN
1655,,,,,,,,NaN,,NaN,NaN,,NaN
1656,64,14,64,76,30,7,60,NaN,100,NaN,NaN,99,NaN
1657,,,,,,,,NaN,,NaN,NaN,,NaN
1658,64,14,64,76,30,7,60,NaN,100,NaN,NaN,100,NaN
1659,,,,,,,,NaN,,NaN,NaN,,NaN
1660,64,14,64,75,30,7,60,NaN,100,NaN,NaN,98,NaN
1661,,,,,,,,NaN,,NaN,NaN,,NaN
1662,64,14,64,76,30,7,60,NaN,100,NaN,NaN,100,NaN
1663,,,,,,,,NaN,,NaN,NaN,,NaN
1664,64,14,64,75,30,7,60,NaN,100,NaN,NaN,98,NaN
1665,,,,,,,,NaN,,NaN,NaN,,NaN
1666,64,14,64,76,30,7,60,NaN,100,NaN,NaN,99,NaN
1667,,,,,,,,NaN,,NaN,NaN,,NaN
1668,65,14,64,75,30,7,59,NaN,100,NaN,NaN,98,NaN
1669,,,,,,,,NaN,,NaN,NaN,,NaN
1670,64,14,64,75,30,7,60,NaN,100,NaN,NaN,99,NaN
1671,,,,,,,,NaN,,NaN,NaN,,NaN
1672,64,14,64,75,30,7,59,NaN,100,NaN,NaN,97,NaN
1673,,,,,,,,NaN,,NaN,NaN,,NaN
1674,64,14,64,75,30,7,59,NaN,100,NaN,NaN,98,NaN
1675,,,,,,,,NaN,,NaN,NaN,,NaN
1676,64,14,63,75,30,7,58,NaN,100,NaN,NaN,98,NaN
1677,,,,,,,,NaN,,NaN,NaN,,NaN
1678,64,14,63,75,30,7,59,NaN,100,NaN,NaN,98,NaN
1679,,,,,,,,NaN,,NaN,NaN,,NaN
1680,64,14,63,75,30,7,60,NaN,100,NaN,NaN,99,NaN
1681,,,,,,,,NaN,,NaN,NaN,,NaN
1682,64,14,63,75,30,7,60,NaN,100,NaN,NaN,98,NaN
1683,,,,,,,,NaN,,NaN,NaN,,NaN
1684,64,14,63,76,30,7,61,NaN,100,NaN,NaN,99,NaN
1685,,,,,,,,NaN,,NaN,NaN,,NaN
1686,64,14,63,76,30,7,61,NaN,100,NaN,NaN,99,NaN
1687,,,,,,,,NaN,,NaN,NaN,,NaN
1688,64,14,63,76,30,7,60,NaN,100,NaN,NaN,100,NaN
1689,,,,,,,,NaN,,NaN,NaN,,NaN
1690,64,14,63,75,30,7,60,NaN,100,NaN,NaN,98,NaN
1691,,,,,,,,NaN,,NaN,NaN,,NaN
1692,63,14,63,76,30,7,54,NaN,100,NaN,NaN,102,NaN
1693,,,,,,,,NaN,,NaN,NaN,,NaN
1694,63,14,63,75,30,7,58,NaN,100,NaN,NaN,98,NaN
1695,,,,,,,,NaN,,NaN,NaN,,NaN
1696,63,14,63,75,30,7,59,NaN,100,NaN,NaN,99,NaN
1697,,,,,,,,NaN,,NaN,NaN,,NaN
1698,63,14,63,74,30,7,59,NaN,100,NaN,NaN,97,NaN
1699,,,,,,,,NaN,,NaN,NaN,,NaN
1700,63,14,62,74,30,7,59,NaN,100,NaN,NaN,98,NaN
1701,,,,,,,,NaN,,NaN,NaN,,NaN
1702,63,14,62,72,30,7,45,NaN,100,NaN,NaN,96,NaN
1703,,,,,,,,NaN,,NaN,NaN,,NaN
1704,63,14,62,73,30,7,49,NaN,100,NaN,NaN,98,NaN
1705,,,,,,,,NaN,,NaN,NaN,,NaN
1706,63,14,62,73,30,7,55,NaN,100,NaN,NaN,99,NaN
1707,,,,,,,,NaN,,NaN,NaN,,NaN
1708,63,14,62,74,30,7,57,NaN,100,NaN,NaN,98,NaN
1709,,,,,,,,NaN,,NaN,NaN,,NaN
1710,63,14,62,73,30,7,57,NaN,100,NaN,NaN,96,NaN
1711,,,,,,,,NaN,,NaN,NaN,,NaN
1712,63,14,62,73,30,8,58,NaN,100,NaN,NaN,96,NaN
1713,,,,,,,,NaN,,NaN,NaN,,NaN
1714,63,14,62,73,30,8,58,NaN,100,NaN,NaN,97,NaN
1715,,,,,,,,NaN,,NaN,NaN,,NaN
1716,63,14,62,73,30,7,57,NaN,100,NaN,NaN,96,NaN
1717,,,,,,,,NaN,,NaN,NaN,,NaN
1718,63,14,62,74,30,7,59,NaN,100,NaN,NaN,99,NaN
1719,,,,,,,,NaN,,NaN,NaN,,NaN
1720,63,14,63,74,30,7,59,NaN,100,NaN,NaN,97,NaN
1721,,,,,,,,NaN,,NaN,NaN,,NaN
1722,63,14,62,75,30,7,61,NaN,100,NaN,NaN,100,NaN
1723,,,,,,,,NaN,,NaN,NaN,,NaN
1724,63,14,63,74,30,7,59,NaN,100,NaN,NaN,98,NaN
1725,,,,,,,,NaN,,NaN,NaN,,NaN
1726,63,14,74,75,30,7,55,NaN,100,NaN,NaN,99,NaN
1727,,,,,,,,NaN,,NaN,NaN,,NaN
1728,63,14,74,74,30,7,58,NaN,100,NaN,NaN,97,NaN
1729,,,,,,,,NaN,,NaN,NaN,,NaN
1730,63,14,74,75,30,7,60,NaN,100,NaN,NaN,102,NaN
1731,,,,,,,,NaN,,NaN,NaN,,NaN
1732,63,14,74,77,30,7,60,NaN,100,NaN,NaN,99,NaN
1733,,,,,,,,NaN,,NaN,NaN,,NaN
1734,63,14,74,73,30,7,57,NaN,100,NaN,NaN,94,NaN
1735,,,,,,,,NaN,,NaN,NaN,,NaN
1736,63,14,74,74,30,7,59,NaN,100,NaN,NaN,98,NaN
1737,,,,,,,,NaN,,NaN,NaN,,NaN
1738,63,14,74,75,30,7,60,NaN,100,NaN,NaN,99,NaN
1739,,,,,,,,NaN,,NaN,NaN,,NaN
1740,63,14,74,75,30,7,59,NaN,100,NaN,NaN,102,NaN
1741,,,,,,,,NaN,,NaN,NaN,,NaN
1742,63,14,68,75,30,7,59,NaN,100,NaN,NaN,98,NaN
1743,,,,,,,,NaN,,NaN,NaN,,NaN
1744,63,14,62,75,30,7,59,NaN,100,NaN,NaN,99,NaN
1745,,,,,,,,NaN,,NaN,NaN,,NaN
1746,63,14,62,74,30,7,57,NaN,100,NaN,NaN,99,NaN
1747,,,,,,,,NaN,,NaN,NaN,,NaN
1748,63,14,62,74,30,7,56,NaN,100,NaN,NaN,98,NaN
1749,,,,,,,,NaN,,NaN,NaN,,NaN
1750,63,14,62,73,30,7,58,NaN,100,NaN,NaN,97,NaN
1751,,,,,,,,NaN,,NaN,NaN,,NaN
1752,63,14,62,74,30,7,58,NaN,100,NaN,NaN,98,NaN
1753,,,,,,,,NaN,,NaN,NaN,,NaN
1754,62,14,62,73,30,7,58,NaN,100,NaN,NaN,97,NaN
1755,,,,,,,,NaN,,NaN,NaN,,NaN
1756,62,14,62,74,30,7,57,NaN,100,NaN,NaN,103,NaN
1757,,,,,,,,NaN,,NaN,NaN,,NaN
1758,63,14,62,75,30,27,60,NaN,100,NaN,NaN,97,NaN
1759,,,,,,,,NaN,,NaN,NaN,,NaN
1760,62,14,62,74,30,27,59,NaN,100,NaN,NaN,100,NaN
1761,,,,,,,,NaN,,NaN,NaN,,NaN
1762,62,14,65,74,30,-19,59,NaN,100,NaN,NaN,98,NaN
1763,,,,,,,,NaN,,NaN,NaN,,NaN
1764,62,14,65,75,30,-19,59,NaN,100,NaN,NaN,101,NaN
1765,,,,,,,,NaN,,NaN,NaN,,NaN
1766,62,14,65,74,30,8,56,NaN,100,NaN,NaN,93,NaN
1767,,,,,,,,NaN,,NaN,NaN,,NaN
1768,62,14,65,74,30,8,58,NaN,100,NaN,NaN,97,NaN
1769,,,,,,,,NaN,,NaN,NaN,,NaN
1770,62,14,62,74,30,8,58,NaN,100,NaN,NaN,98,NaN
1771,,,,,,,,NaN,,NaN,NaN,,NaN
1772,62,14,62,74,30,8,56,NaN,100,NaN,NaN,105,NaN
1773,,,,,,,,NaN,,NaN,NaN,,NaN
1774,63,14,62,74,30,8,58,NaN,100,NaN,NaN,100,NaN
1775,,,,,,,,NaN,,NaN,NaN,,NaN
1776,62,14,62,74,30,8,59,NaN,100,NaN,NaN,97,NaN
1777,,,,,,,,NaN,,NaN,NaN,,NaN
1778,62,14,61,75,30,8,59,NaN,100,NaN,NaN,99,NaN
1779,,,,,,,,NaN,,NaN,NaN,,NaN
1780,62,14,61,74,30,8,59,NaN,100,NaN,NaN,98,NaN
1781,,,,,,,,NaN,,NaN,NaN,,NaN
1782,62,14,61,78,30,8,65,NaN,100,NaN,NaN,100,NaN
1783,,,,,,,,NaN,,NaN,NaN,,NaN
1784,62,14,61,74,30,9,55,NaN,100,NaN,NaN,97,NaN
1785,,,,,,,,NaN,,NaN,NaN,,NaN
1786,62,14,62,74,30,9,58,NaN,100,NaN,NaN,101,NaN
1787,,,,,,,,NaN,,NaN,NaN,,NaN
1788,62,14,62,74,30,9,58,NaN,100,NaN,NaN,99,NaN
1789,,,,,,,,NaN,,NaN,NaN,,NaN
1790,62,14,61,75,30,9,59,NaN,100,NaN,NaN,104,NaN
1791,,,,,,,,NaN,,NaN,NaN,,NaN
1792,62,14,62,74,30,8,59,NaN,100,NaN,NaN,98,NaN
1793,,,,,,,,NaN,,NaN,NaN,,NaN
1794,62,14,62,73,30,8,45,NaN,100,NaN,NaN,100,NaN
1795,,,,,,,,NaN,,NaN,NaN,,NaN
1796,62,14,62,73,30,8,51,NaN,100,NaN,NaN,99,NaN
1797,,,,,,,,NaN,,NaN,NaN,,NaN
1798,62,14,61,74,30,8,55,NaN,100,NaN,NaN,100,NaN
1799,,,,,,,,NaN,,NaN,NaN,,NaN
1800,62,14,61,74,30,85,57,NaN,100,NaN,NaN,98,NaN
1801,,,,,,,,NaN,,NaN,NaN,,NaN
1802,62,14,61,72,30,85,56,NaN,100,NaN,NaN,91,NaN
1803,,,,,,,,NaN,,NaN,NaN,,NaN
1804,62,14,61,75,30,85,63,NaN,100,NaN,NaN,96,NaN
1805,,,,,,,,NaN,,NaN,NaN,,NaN
1806,62,14,61,75,30,7,,NaN,100,NaN,NaN,,NaN
1807,,,,,,,,NaN,,NaN,NaN,,NaN
1808,62,14,61,252,30,7,,NaN,100,NaN,NaN,,NaN
1809,,,,,,,,NaN,,NaN,NaN,,NaN
1810,62,14,61,252,30,7,,NaN,100,NaN,NaN,,NaN
1811,,,,,,,,NaN,,NaN,NaN,,NaN
1812,62,14,61,252,30,7,,NaN,100,NaN,NaN,,NaN
1813,,,,,,,,NaN,,NaN,NaN,,NaN
1814,62,14,62,225,30,7,,NaN,100,NaN,NaN,,NaN
1815,,,,,,,,NaN,,NaN,NaN,,NaN
1816,62,14,62,226,30,7,,NaN,100,NaN,NaN,,NaN
1817,,,,,,,,NaN,,NaN,NaN,,NaN
1818,62,14,62,189,30,7,,NaN,100,NaN,NaN,,NaN
1819,,,,,,,,NaN,,NaN,NaN,,NaN
1820,62,14,62,189,30,7,,NaN,100,NaN,NaN,,NaN
1821,,,,,,,,NaN,,NaN,NaN,,NaN
1822,62,14,62,77,30,7,,NaN,100,NaN,NaN,,NaN
1823,,,,,,,,NaN,,NaN,NaN,,NaN
1824,62,14,62,75,30,7,,NaN,100,NaN,NaN,,NaN
1825,,,,,,,,NaN,,NaN,NaN,,NaN
1826,63,14,62,74,29,7,,NaN,100,NaN,NaN,,NaN
1827,,,,,,,,NaN,,NaN,NaN,,NaN
1828,62,14,62,73,29,7,,NaN,100,NaN,NaN,,NaN
1829,,,,,,,,NaN,,NaN,NaN,,NaN
1830,63,14,62,73,29,7,,NaN,100,NaN,NaN,,NaN
1831,,,,,,,,NaN,,NaN,NaN,,NaN
1832,63,14,62,72,30,7,,NaN,100,NaN,NaN,,NaN
1833,,,,,,,,NaN,,NaN,NaN,,NaN
1834,63,14,62,72,30,7,,NaN,100,NaN,NaN,,NaN
1835,,,,,,,,NaN,,NaN,NaN,,NaN
1836,63,14,62,72,30,7,57,NaN,100,NaN,NaN,92,NaN
1837,,,,,,,,NaN,,NaN,NaN,,NaN
1838,63,14,63,73,30,7,58,NaN,100,NaN,NaN,95,NaN
1839,,,,,,,,NaN,,NaN,NaN,,NaN
1840,63,14,63,70,30,7,40,NaN,100,NaN,NaN,115,NaN
1841,,,,,,,,NaN,,NaN,NaN,,NaN
1842,63,14,63,72,30,7,49,NaN,100,NaN,NaN,104,NaN
1843,,,,,,,,NaN,,NaN,NaN,,NaN
1844,63,14,63,80,30,7,-43,NaN,100,NaN,NaN,203,NaN
1845,,,,,,,,NaN,,NaN,NaN,,NaN
1846,63,14,63,80,30,7,-43,NaN,100,NaN,NaN,203,NaN
1847,,,,,,,,NaN,,NaN,NaN,,NaN
1848,63,14,63,78,30,7,78,NaN,100,NaN,NaN,78,NaN
1849,,,,,,,,NaN,,NaN,NaN,,NaN
1850,64,14,63,76,30,7,58,NaN,100,NaN,NaN,96,NaN
1851,,,,,,,,NaN,,NaN,NaN,,NaN
1852,64,14,63,74,30,7,57,NaN,100,NaN,NaN,94,NaN
1853,,,,,,,,NaN,,NaN,NaN,,NaN
1854,64,14,63,73,30,7,58,NaN,100,NaN,NaN,94,NaN
1855,,,,,,,,NaN,,NaN,NaN,,NaN
1856,63,14,63,73,30,7,,NaN,100,NaN,NaN,,NaN
1857,,,,,,,,NaN,,NaN,NaN,,NaN
1858,63,14,63,164,30,7,,NaN,100,NaN,NaN,,NaN
1859,,,,,,,,NaN,,NaN,NaN,,NaN
1860,63,14,62,142,30,7,,NaN,100,NaN,NaN,,NaN
1861,,,,,,,,NaN,,NaN,NaN,,NaN
1862,63,14,62,177,30,7,,NaN,100,NaN,NaN,,NaN
1863,,,,,,,,NaN,,NaN,NaN,,NaN
1864,63,14,62,155,30,7,,NaN,100,NaN,NaN,,NaN
1865,,,,,,,,NaN,,NaN,NaN,,NaN
1866,63,14,62,155,30,7,,NaN,100,NaN,NaN,,NaN
1867,,,,,,,,NaN,,NaN,NaN,,NaN
1868,63,14,62,118,30,7,,NaN,100,NaN,NaN,,NaN
1869,,,,,,,,NaN,,NaN,NaN,,NaN
1870,62,14,62,97,30,7,,NaN,100,NaN,NaN,,NaN
1871,,,,,,,,NaN,,NaN,NaN,,NaN
1872,62,14,62,86,30,7,,NaN,100,NaN,NaN,,NaN
1873,,,,,,,,NaN,,NaN,NaN,,NaN
1874,62,14,62,79,30,7,,NaN,100,NaN,NaN,,NaN
1875,,,,,,,,NaN,,NaN,NaN,,NaN
1876,62,14,62,75,30,7,,NaN,100,NaN,NaN,,NaN
1877,,,,,,,,NaN,,NaN,NaN,,NaN
1878,62,14,62,73,30,7,,NaN,100,NaN,NaN,,NaN
1879,,,,,,,,NaN,,NaN,NaN,,NaN
1880,62,14,62,72,30,7,,NaN,100,NaN,NaN,,NaN
1881,,,,,,,,NaN,,NaN,NaN,,NaN
1882,62,14,62,71,30,7,56,NaN,100,NaN,NaN,92,NaN
1883,,,,,,,,NaN,,NaN,NaN,,NaN
1884,62,14,62,71,30,7,55,NaN,100,NaN,NaN,94,NaN
1885,,,,,,,,NaN,,NaN,NaN,,NaN
1886,62,14,62,71,30,7,55,NaN,100,NaN,NaN,93,NaN
1887,,,,,,,,NaN,,NaN,NaN,,NaN
1888,62,14,62,71,30,7,57,NaN,100,NaN,NaN,93,NaN
1889,,,,,,,,NaN,,NaN,NaN,,NaN
1890,62,14,61,71,30,7,57,NaN,100,NaN,NaN,93,NaN
1891,,,,,,,,NaN,,NaN,NaN,,NaN
1892,62,14,61,71,30,7,57,NaN,100,NaN,NaN,93,NaN
1893,,,,,,,,NaN,,NaN,NaN,,NaN
1894,62,14,61,,30,7,,NaN,100,NaN,NaN,,NaN
1895,,,,,,,,NaN,,NaN,NaN,,NaN
1896,62,14,61,,30,7,,NaN,100,NaN,NaN,,NaN
1897,,,,,,,,NaN,,NaN,NaN,,NaN
1898,62,14,61,,29,7,,NaN,100,NaN,NaN,,NaN
1899,,,,,,,,NaN,,NaN,NaN,,NaN
1900,62,14,62,,29,7,,NaN,100,NaN,NaN,,NaN
1901,,,,,,,,NaN,,NaN,NaN,,NaN
1902,62,14,62,,29,7,,NaN,100,NaN,NaN,,NaN
1903,,,,,,,,NaN,,NaN,NaN,,NaN
1904,62,14,62,1,30,7,1,NaN,100,NaN,NaN,1,NaN
1905,,,,,,,,NaN,,NaN,NaN,,NaN
1906,62,14,62,17,30,7,306,NaN,100,NaN,NaN,46,NaN
1907,,,,,,,,NaN,,NaN,NaN,,NaN
1908,62,14,62,40,30,7,118,NaN,100,NaN,NaN,81,NaN
1909,,,,,,,,NaN,,NaN,NaN,,NaN
1910,62,14,62,54,30,7,71,NaN,100,NaN,NaN,90,NaN
1911,,,,,,,,NaN,,NaN,NaN,,NaN
1912,62,14,62,63,30,7,57,NaN,100,NaN,NaN,91,NaN
1913,,,,,,,,NaN,,NaN,NaN,,NaN
1914,62,14,62,66,30,7,56,NaN,100,NaN,NaN,93,NaN
1915,,,,,,,,NaN,,NaN,NaN,,NaN
1916,62,14,62,68,30,7,55,NaN,100,NaN,NaN,92,NaN
1917,,,,,,,,NaN,,NaN,NaN,,NaN
1918,62,14,62,69,30,7,56,NaN,100,NaN,NaN,93,NaN
1919,,,,,,,,NaN,,NaN,NaN,,NaN
1920,62,14,62,69,30,7,55,NaN,100,NaN,NaN,93,NaN
1921,,,,,,,,NaN,,NaN,NaN,,NaN
1922,62,14,61,70,30,7,55,NaN,100,NaN,NaN,92,NaN
1923,,,,,,,,NaN,,NaN,NaN,,NaN
1924,62,14,61,70,30,7,55,NaN,100,NaN,NaN,93,NaN
1925,,,,,,,,NaN,,NaN,NaN,,NaN
1926,62,14,61,70,30,7,55,NaN,100,NaN,NaN,92,NaN
1927,,,,,,,,NaN,,NaN,NaN,,NaN
1928,62,14,61,70,30,7,55,NaN,100,NaN,NaN,93,NaN
1929,,,,,,,,NaN,,NaN,NaN,,NaN
1930,62,14,61,69,30,7,54,NaN,100,NaN,NaN,92,NaN
1931,,,,,,,,NaN,,NaN,NaN,,NaN
1932,62,14,61,69,30,7,55,NaN,100,NaN,NaN,92,NaN
1933,,,,,,,,NaN,,NaN,NaN,,NaN
1934,62,14,61,70,30,8,55,NaN,100,NaN,NaN,93,NaN
1935,,,,,,,,NaN,,NaN,NaN,,NaN
1936,62,14,61,69,30,8,55,NaN,100,NaN,NaN,92,NaN
1937,,,,,,,,NaN,,NaN,NaN,,NaN
1938,62,14,61,71,30,7,57,NaN,100,NaN,NaN,94,NaN
1939,,,,,,,,NaN,,NaN,NaN,,NaN
1940,62,14,61,71,30,7,57,NaN,100,NaN,NaN,94,NaN
1941,,,,,,,,NaN,,NaN,NaN,,NaN
1942,62,14,62,71,30,8,57,NaN,100,NaN,NaN,94,NaN
1943,,,,,,,,NaN,,NaN,NaN,,NaN
1944,62,14,62,71,30,8,57,NaN,100,NaN,NaN,94,NaN
1945,,,,,,,,NaN,,NaN,NaN,,NaN
1946,62,14,62,71,30,8,56,NaN,100,NaN,NaN,93,NaN
