time,Solar8000/PLETH_HR,Solar8000/RR_CO2,Solar8000/HR,Solar8000/ART_MBP,Solar8000/ETCO2,Solar8000/CVP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2,SNUADC/CVP,SNUADC/ECG_II,Solar8000/ART_SBP,SNUADC/ART
14023,69,14,68,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14024,,,,,,,,NaN,,NaN,NaN,,NaN
14025,69,14,79,91,32,6,67,NaN,100,NaN,NaN,127,NaN
14026,,,,,,,,NaN,,NaN,NaN,,NaN
14027,70,14,79,91,32,6,67,NaN,100,NaN,NaN,126,NaN
14028,,,,,,,,NaN,,NaN,NaN,,NaN
14029,70,14,79,92,32,5,68,NaN,100,NaN,NaN,128,NaN
14030,,,,,,,,NaN,,NaN,NaN,,NaN
14031,70,14,79,91,32,5,68,NaN,100,NaN,NaN,126,NaN
14032,,,,,,,,NaN,,NaN,NaN,,NaN
14033,70,14,79,92,32,5,68,NaN,100,NaN,NaN,129,NaN
14034,,,,,,,,NaN,,NaN,NaN,,NaN
14035,70,14,80,91,32,5,67,NaN,100,NaN,NaN,126,NaN
14036,,,,,,,,NaN,,NaN,NaN,,NaN
14037,71,14,70,91,32,5,67,NaN,100,NaN,NaN,128,NaN
14038,,,,,,,,NaN,,NaN,NaN,,NaN
14039,71,14,72,90,32,5,66,NaN,100,NaN,NaN,125,NaN
14040,,,,,,,,NaN,,NaN,NaN,,NaN
14041,71,14,72,90,32,5,67,NaN,100,NaN,NaN,124,NaN
14042,,,,,,,,NaN,,NaN,NaN,,NaN
14043,71,14,70,90,32,5,66,NaN,100,NaN,NaN,125,NaN
14044,,,,,,,,NaN,,NaN,NaN,,NaN
14045,71,14,70,90,32,6,67,NaN,100,NaN,NaN,124,NaN
14046,,,,,,,,NaN,,NaN,NaN,,NaN
14047,71,14,70,90,32,6,66,NaN,100,NaN,NaN,126,NaN
14048,,,,,,,,NaN,,NaN,NaN,,NaN
14049,70,14,70,89,32,5,66,NaN,100,NaN,NaN,123,NaN
14050,,,,,,,,NaN,,NaN,NaN,,NaN
14051,70,14,68,89,32,5,66,NaN,100,NaN,NaN,125,NaN
14052,,,,,,,,NaN,,NaN,NaN,,NaN
14053,70,14,69,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14054,,,,,,,,NaN,,NaN,NaN,,NaN
14055,69,14,69,90,32,6,67,NaN,100,NaN,NaN,126,NaN
14056,,,,,,,,NaN,,NaN,NaN,,NaN
14057,69,14,79,90,32,5,67,NaN,100,NaN,NaN,124,NaN
14058,,,,,,,,NaN,,NaN,NaN,,NaN
14059,69,14,79,91,32,5,67,NaN,100,NaN,NaN,128,NaN
14060,,,,,,,,NaN,,NaN,NaN,,NaN
14061,70,14,92,90,32,5,67,NaN,100,NaN,NaN,124,NaN
14062,,,,,,,,NaN,,NaN,NaN,,NaN
14063,70,14,100,91,32,5,67,NaN,100,NaN,NaN,127,NaN
14064,,,,,,,,NaN,,NaN,NaN,,NaN
14065,70,14,85,90,32,5,66,NaN,100,NaN,NaN,125,NaN
14066,,,,,,,,NaN,,NaN,NaN,,NaN
14067,69,14,79,90,32,6,67,NaN,100,NaN,NaN,126,NaN
14068,,,,,,,,NaN,,NaN,NaN,,NaN
14069,69,14,74,90,32,6,66,NaN,100,NaN,NaN,125,NaN
14070,,,,,,,,NaN,,NaN,NaN,,NaN
14071,69,14,78,90,32,6,67,NaN,100,NaN,NaN,126,NaN
14072,,,,,,,,NaN,,NaN,NaN,,NaN
14073,69,14,78,90,32,6,67,NaN,100,NaN,NaN,126,NaN
14074,,,,,,,,NaN,,NaN,NaN,,NaN
14075,68,14,77,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14076,,,,,,,,NaN,,NaN,NaN,,NaN
14077,68,14,77,90,32,6,66,NaN,100,NaN,NaN,126,NaN
14078,,,,,,,,NaN,,NaN,NaN,,NaN
14079,68,14,72,90,32,6,66,NaN,100,NaN,NaN,124,NaN
14080,,,,,,,,NaN,,NaN,NaN,,NaN
14081,68,14,78,91,32,6,67,NaN,100,NaN,NaN,128,NaN
14082,,,,,,,,NaN,,NaN,NaN,,NaN
14083,69,14,78,89,32,6,66,NaN,100,NaN,NaN,124,NaN
14084,,,,,,,,NaN,,NaN,NaN,,NaN
14085,69,14,78,90,32,6,67,NaN,100,NaN,NaN,127,NaN
14086,,,,,,,,NaN,,NaN,NaN,,NaN
14087,69,14,78,89,32,5,66,NaN,100,NaN,NaN,124,NaN
14088,,,,,,,,NaN,,NaN,NaN,,NaN
14089,69,14,78,89,32,5,66,NaN,100,NaN,NaN,126,NaN
14090,,,,,,,,NaN,,NaN,NaN,,NaN
14091,68,14,85,88,32,5,66,NaN,100,NaN,NaN,122,NaN
14092,,,,,,,,NaN,,NaN,NaN,,NaN
14093,68,14,88,89,32,5,66,NaN,100,NaN,NaN,124,NaN
14094,,,,,,,,NaN,,NaN,NaN,,NaN
14095,68,14,84,88,32,5,66,NaN,100,NaN,NaN,122,NaN
14096,,,,,,,,NaN,,NaN,NaN,,NaN
14097,68,14,102,90,32,5,67,NaN,100,NaN,NaN,125,NaN
14098,,,,,,,,NaN,,NaN,NaN,,NaN
14099,69,14,97,89,32,5,67,NaN,100,NaN,NaN,123,NaN
14100,,,,,,,,NaN,,NaN,NaN,,NaN
14101,69,14,95,89,32,5,67,NaN,100,NaN,NaN,123,NaN
14102,,,,,,,,NaN,,NaN,NaN,,NaN
14103,70,14,88,89,32,5,66,NaN,100,NaN,NaN,123,NaN
14104,,,,,,,,NaN,,NaN,NaN,,NaN
14105,70,14,80,89,32,6,67,NaN,100,NaN,NaN,124,NaN
14106,,,,,,,,NaN,,NaN,NaN,,NaN
14107,69,14,73,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14108,,,,,,,,NaN,,NaN,NaN,,NaN
14109,69,14,68,89,32,6,67,NaN,100,NaN,NaN,124,NaN
14110,,,,,,,,NaN,,NaN,NaN,,NaN
14111,68,14,67,90,32,6,66,NaN,100,NaN,NaN,125,NaN
14112,,,,,,,,NaN,,NaN,NaN,,NaN
14113,68,14,67,89,32,5,66,NaN,100,NaN,NaN,123,NaN
14114,,,,,,,,NaN,,NaN,NaN,,NaN
14115,68,14,90,90,32,5,66,NaN,100,NaN,NaN,127,NaN
14116,,,,,,,,NaN,,NaN,NaN,,NaN
14117,68,14,90,88,32,5,65,NaN,100,NaN,NaN,121,NaN
14118,,,,,,,,NaN,,NaN,NaN,,NaN
14119,68,14,90,88,32,5,65,NaN,100,NaN,NaN,122,NaN
14120,,,,,,,,NaN,,NaN,NaN,,NaN
14121,68,14,81,86,32,5,64,NaN,100,NaN,NaN,117,NaN
14122,,,,,,,,NaN,,NaN,NaN,,NaN
14123,68,14,68,86,32,5,64,NaN,100,NaN,NaN,118,NaN
14124,,,,,,,,NaN,,NaN,NaN,,NaN
14125,68,14,67,84,32,5,62,NaN,100,NaN,NaN,114,NaN
14126,,,,,,,,NaN,,NaN,NaN,,NaN
14127,67,14,66,83,32,5,62,NaN,100,NaN,NaN,112,NaN
14128,,,,,,,,NaN,,NaN,NaN,,NaN
14129,66,14,66,81,31,5,62,NaN,100,NaN,NaN,108,NaN
14130,,,,,,,,NaN,,NaN,NaN,,NaN
14131,66,14,65,83,31,5,65,NaN,100,NaN,NaN,113,NaN
14132,,,,,,,,NaN,,NaN,NaN,,NaN
14133,66,14,65,85,31,5,66,NaN,100,NaN,NaN,118,NaN
14134,,,,,,,,NaN,,NaN,NaN,,NaN
14135,66,14,66,88,31,6,68,NaN,100,NaN,NaN,124,NaN
14136,,,,,,,,NaN,,NaN,NaN,,NaN
14137,67,14,67,89,31,6,67,NaN,100,NaN,NaN,124,NaN
14138,,,,,,,,NaN,,NaN,NaN,,NaN
14139,68,14,68,90,31,6,68,NaN,100,NaN,NaN,125,NaN
14140,,,,,,,,NaN,,NaN,NaN,,NaN
14141,68,14,68,91,31,6,68,NaN,100,NaN,NaN,130,NaN
14142,,,,,,,,NaN,,NaN,NaN,,NaN
14143,68,14,67,91,31,6,68,NaN,100,NaN,NaN,127,NaN
14144,,,,,,,,NaN,,NaN,NaN,,NaN
14145,68,14,67,92,32,6,69,NaN,100,NaN,NaN,131,NaN
14146,,,,,,,,NaN,,NaN,NaN,,NaN
14147,67,14,76,92,32,6,69,NaN,100,NaN,NaN,129,NaN
14148,,,,,,,,NaN,,NaN,NaN,,NaN
14149,67,14,76,92,32,6,69,NaN,100,NaN,NaN,131,NaN
14150,,,,,,,,NaN,,NaN,NaN,,NaN
14151,67,14,75,92,32,5,68,NaN,100,NaN,NaN,128,NaN
14152,,,,,,,,NaN,,NaN,NaN,,NaN
14153,67,14,76,91,31,5,66,NaN,100,NaN,NaN,126,NaN
14154,,,,,,,,NaN,,NaN,NaN,,NaN
14155,66,14,76,88,31,5,65,NaN,100,NaN,NaN,119,NaN
14156,,,,,,,,NaN,,NaN,NaN,,NaN
14157,66,14,71,88,31,5,65,NaN,100,NaN,NaN,121,NaN
14158,,,,,,,,NaN,,NaN,NaN,,NaN
14159,67,14,66,87,31,5,65,NaN,100,NaN,NaN,120,NaN
14160,,,,,,,,NaN,,NaN,NaN,,NaN
14161,67,14,67,88,32,5,66,NaN,100,NaN,NaN,122,NaN
14162,,,,,,,,NaN,,NaN,NaN,,NaN
14163,68,14,68,88,32,5,66,NaN,100,NaN,NaN,122,NaN
14164,,,,,,,,NaN,,NaN,NaN,,NaN
14165,68,14,68,88,32,6,67,NaN,100,NaN,NaN,122,NaN
14166,,,,,,,,NaN,,NaN,NaN,,NaN
14167,69,14,68,89,32,6,67,NaN,100,NaN,NaN,123,NaN
14168,,,,,,,,NaN,,NaN,NaN,,NaN
14169,69,14,73,89,32,6,68,NaN,100,NaN,NaN,123,NaN
14170,,,,,,,,NaN,,NaN,NaN,,NaN
14171,69,14,80,90,32,6,68,NaN,100,NaN,NaN,126,NaN
14172,,,,,,,,NaN,,NaN,NaN,,NaN
14173,69,14,84,90,32,5,67,NaN,100,NaN,NaN,123,NaN
14174,,,,,,,,NaN,,NaN,NaN,,NaN
14175,69,14,84,91,31,5,67,NaN,100,NaN,NaN,126,NaN
14176,,,,,,,,NaN,,NaN,NaN,,NaN
14177,70,14,79,89,31,5,67,NaN,100,NaN,NaN,123,NaN
14178,,,,,,,,NaN,,NaN,NaN,,NaN
14179,70,14,79,91,31,5,68,NaN,100,NaN,NaN,126,NaN
14180,,,,,,,,NaN,,NaN,NaN,,NaN
14181,70,14,80,90,31,5,68,NaN,100,NaN,NaN,124,NaN
14182,,,,,,,,NaN,,NaN,NaN,,NaN
14183,70,14,70,91,31,5,69,NaN,100,NaN,NaN,127,NaN
14184,,,,,,,,NaN,,NaN,NaN,,NaN
14185,70,14,103,91,31,6,68,NaN,100,NaN,NaN,124,NaN
14186,,,,,,,,NaN,,NaN,NaN,,NaN
14187,70,14,111,91,31,6,68,NaN,100,NaN,NaN,126,NaN
14188,,,,,,,,NaN,,NaN,NaN,,NaN
14189,70,14,99,90,31,6,67,NaN,100,NaN,NaN,124,NaN
14190,,,,,,,,NaN,,NaN,NaN,,NaN
14191,70,14,79,90,31,5,67,NaN,100,NaN,NaN,123,NaN
14192,,,,,,,,NaN,,NaN,NaN,,NaN
14193,69,14,72,89,31,5,66,NaN,100,NaN,NaN,123,NaN
14194,,,,,,,,NaN,,NaN,NaN,,NaN
14195,69,14,79,89,31,5,67,NaN,100,NaN,NaN,122,NaN
14196,,,,,,,,NaN,,NaN,NaN,,NaN
14197,69,14,79,90,31,5,66,NaN,100,NaN,NaN,124,NaN
14198,,,,,,,,NaN,,NaN,NaN,,NaN
14199,69,14,79,89,31,6,67,NaN,100,NaN,NaN,123,NaN
14200,,,,,,,,NaN,,NaN,NaN,,NaN
14201,69,14,79,90,31,6,67,NaN,100,NaN,NaN,124,NaN
14202,,,,,,,,NaN,,NaN,NaN,,NaN
14203,69,14,69,89,31,6,66,NaN,100,NaN,NaN,122,NaN
14204,,,,,,,,NaN,,NaN,NaN,,NaN
14205,69,14,68,90,31,6,67,NaN,100,NaN,NaN,125,NaN
14206,,,,,,,,NaN,,NaN,NaN,,NaN
14207,69,14,68,89,32,6,66,NaN,100,NaN,NaN,121,NaN
14208,,,,,,,,NaN,,NaN,NaN,,NaN
14209,69,14,69,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14210,,,,,,,,NaN,,NaN,NaN,,NaN
14211,69,14,69,88,32,6,65,NaN,100,NaN,NaN,120,NaN
14212,,,,,,,,NaN,,NaN,NaN,,NaN
14213,70,14,69,88,32,6,66,NaN,100,NaN,NaN,123,NaN
14214,,,,,,,,NaN,,NaN,NaN,,NaN
14215,70,14,69,88,32,6,65,NaN,100,NaN,NaN,121,NaN
14216,,,,,,,,NaN,,NaN,NaN,,NaN
14217,70,14,69,88,32,6,66,NaN,100,NaN,NaN,122,NaN
14218,,,,,,,,NaN,,NaN,NaN,,NaN
14219,70,14,69,88,32,6,65,NaN,100,NaN,NaN,121,NaN
14220,,,,,,,,NaN,,NaN,NaN,,NaN
14221,70,14,69,88,32,6,66,NaN,100,NaN,NaN,122,NaN
14222,,,,,,,,NaN,,NaN,NaN,,NaN
14223,69,14,68,88,32,6,65,NaN,100,NaN,NaN,122,NaN
14224,,,,,,,,NaN,,NaN,NaN,,NaN
14225,69,14,68,88,32,6,66,NaN,100,NaN,NaN,122,NaN
14226,,,,,,,,NaN,,NaN,NaN,,NaN
14227,69,14,68,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14228,,,,,,,,NaN,,NaN,NaN,,NaN
14229,68,14,68,88,32,6,66,NaN,100,NaN,NaN,122,NaN
14230,,,,,,,,NaN,,NaN,NaN,,NaN
14231,69,14,68,89,32,6,66,NaN,100,NaN,NaN,125,NaN
14232,,,,,,,,NaN,,NaN,NaN,,NaN
14233,68,14,68,88,32,6,66,NaN,100,NaN,NaN,121,NaN
14234,,,,,,,,NaN,,NaN,NaN,,NaN
14235,68,14,68,89,32,6,66,NaN,100,NaN,NaN,125,NaN
14236,,,,,,,,NaN,,NaN,NaN,,NaN
14237,68,14,67,88,32,6,66,NaN,100,NaN,NaN,122,NaN
14238,,,,,,,,NaN,,NaN,NaN,,NaN
14239,68,14,67,89,32,6,67,NaN,100,NaN,NaN,125,NaN
14240,,,,,,,,NaN,,NaN,NaN,,NaN
14241,68,14,68,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14242,,,,,,,,NaN,,NaN,NaN,,NaN
14243,68,14,68,90,32,6,67,NaN,100,NaN,NaN,126,NaN
14244,,,,,,,,NaN,,NaN,NaN,,NaN
14245,68,14,68,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14246,,,,,,,,NaN,,NaN,NaN,,NaN
14247,68,14,68,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14248,,,,,,,,NaN,,NaN,NaN,,NaN
14249,69,14,68,89,32,6,67,NaN,100,NaN,NaN,124,NaN
14250,,,,,,,,NaN,,NaN,NaN,,NaN
14251,69,14,69,90,31,6,67,NaN,100,NaN,NaN,124,NaN
14252,,,,,,,,NaN,,NaN,NaN,,NaN
14253,70,14,69,90,31,6,67,NaN,100,NaN,NaN,125,NaN
14254,,,,,,,,NaN,,NaN,NaN,,NaN
14255,70,14,70,90,31,6,68,NaN,100,NaN,NaN,125,NaN
14256,,,,,,,,NaN,,NaN,NaN,,NaN
14257,70,14,69,90,31,6,67,NaN,100,NaN,NaN,126,NaN
14258,,,,,,,,NaN,,NaN,NaN,,NaN
14259,70,14,69,90,32,6,67,NaN,100,NaN,NaN,124,NaN
14260,,,,,,,,NaN,,NaN,NaN,,NaN
14261,70,14,69,90,32,6,66,NaN,100,NaN,NaN,124,NaN
14262,,,,,,,,NaN,,NaN,NaN,,NaN
14263,69,14,69,88,32,6,66,NaN,100,NaN,NaN,121,NaN
14264,,,,,,,,NaN,,NaN,NaN,,NaN
14265,69,14,68,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14266,,,,,,,,NaN,,NaN,NaN,,NaN
14267,69,14,69,88,32,6,66,NaN,100,NaN,NaN,120,NaN
14268,,,,,,,,NaN,,NaN,NaN,,NaN
14269,70,14,69,89,32,6,67,NaN,100,NaN,NaN,124,NaN
14270,,,,,,,,NaN,,NaN,NaN,,NaN
14271,70,14,70,88,32,5,66,NaN,100,NaN,NaN,121,NaN
14272,,,,,,,,NaN,,NaN,NaN,,NaN
14273,71,14,70,89,32,5,67,NaN,100,NaN,NaN,124,NaN
14274,,,,,,,,NaN,,NaN,NaN,,NaN
14275,71,14,71,89,32,6,67,NaN,100,NaN,NaN,122,NaN
14276,,,,,,,,NaN,,NaN,NaN,,NaN
14277,71,14,71,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14278,,,,,,,,NaN,,NaN,NaN,,NaN
14279,71,14,71,89,32,6,67,NaN,100,NaN,NaN,124,NaN
14280,,,,,,,,NaN,,NaN,NaN,,NaN
14281,71,14,70,90,32,6,67,NaN,100,NaN,NaN,123,NaN
14282,,,,,,,,NaN,,NaN,NaN,,NaN
14283,71,14,70,90,32,6,67,NaN,100,NaN,NaN,124,NaN
14284,,,,,,,,NaN,,NaN,NaN,,NaN
14285,71,14,70,89,32,6,67,NaN,100,NaN,NaN,123,NaN
14286,,,,,,,,NaN,,NaN,NaN,,NaN
14287,71,14,70,90,32,6,67,NaN,100,NaN,NaN,126,NaN
14288,,,,,,,,NaN,,NaN,NaN,,NaN
14289,70,14,86,90,32,6,67,NaN,100,NaN,NaN,123,NaN
14290,,,,,,,,NaN,,NaN,NaN,,NaN
14291,70,14,93,90,32,6,67,NaN,100,NaN,NaN,126,NaN
14292,,,,,,,,NaN,,NaN,NaN,,NaN
14293,70,14,93,89,32,6,67,NaN,100,NaN,NaN,123,NaN
14294,,,,,,,,NaN,,NaN,NaN,,NaN
14295,70,14,85,90,32,6,66,NaN,100,NaN,NaN,125,NaN
14296,,,,,,,,NaN,,NaN,NaN,,NaN
14297,70,14,79,89,32,6,66,NaN,100,NaN,NaN,122,NaN
14298,,,,,,,,NaN,,NaN,NaN,,NaN
14299,69,14,69,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14300,,,,,,,,NaN,,NaN,NaN,,NaN
14301,69,14,69,89,32,6,66,NaN,100,NaN,NaN,122,NaN
14302,,,,,,,,NaN,,NaN,NaN,,NaN
14303,69,14,69,89,32,6,67,NaN,100,NaN,NaN,124,NaN
14304,,,,,,,,NaN,,NaN,NaN,,NaN
14305,70,14,69,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14306,,,,,,,,NaN,,NaN,NaN,,NaN
14307,70,14,70,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14308,,,,,,,,NaN,,NaN,NaN,,NaN
14309,70,14,70,89,32,6,66,NaN,100,NaN,NaN,124,NaN
14310,,,,,,,,NaN,,NaN,NaN,,NaN
14311,71,14,70,89,32,6,67,NaN,100,NaN,NaN,123,NaN
14312,,,,,,,,NaN,,NaN,NaN,,NaN
14313,71,14,70,90,32,6,67,NaN,100,NaN,NaN,124,NaN
14314,,,,,,,,NaN,,NaN,NaN,,NaN
14315,70,14,70,90,32,6,68,NaN,100,NaN,NaN,124,NaN
14316,,,,,,,,NaN,,NaN,NaN,,NaN
14317,70,14,69,91,32,6,68,NaN,100,NaN,NaN,127,NaN
14318,,,,,,,,NaN,,NaN,NaN,,NaN
14319,70,14,69,90,32,6,68,NaN,100,NaN,NaN,125,NaN
14320,,,,,,,,NaN,,NaN,NaN,,NaN
14321,70,13,70,92,32,6,68,NaN,100,NaN,NaN,128,NaN
14322,,,,,,,,NaN,,NaN,NaN,,NaN
14323,71,13,70,91,32,6,68,NaN,100,NaN,NaN,125,NaN
14324,,,,,,,,NaN,,NaN,NaN,,NaN
14325,71,13,70,92,32,6,68,NaN,100,NaN,NaN,128,NaN
14326,,,,,,,,NaN,,NaN,NaN,,NaN
14327,71,13,71,91,32,6,67,NaN,100,NaN,NaN,125,NaN
14328,,,,,,,,NaN,,NaN,NaN,,NaN
14329,71,13,70,92,32,6,68,NaN,100,NaN,NaN,128,NaN
14330,,,,,,,,NaN,,NaN,NaN,,NaN
14331,71,13,70,91,32,6,67,NaN,100,NaN,NaN,125,NaN
14332,,,,,,,,NaN,,NaN,NaN,,NaN
14333,71,13,70,91,32,6,68,NaN,100,NaN,NaN,127,NaN
14334,,,,,,,,NaN,,NaN,NaN,,NaN
14335,71,13,70,90,32,6,67,NaN,100,NaN,NaN,124,NaN
14336,,,,,,,,NaN,,NaN,NaN,,NaN
14337,71,12,70,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14338,,,,,,,,NaN,,NaN,NaN,,NaN
14339,71,12,70,90,32,6,66,NaN,100,NaN,NaN,124,NaN
14340,,,,,,,,NaN,,NaN,NaN,,NaN
14341,70,12,70,89,32,6,66,NaN,100,NaN,NaN,124,NaN
14342,,,,,,,,NaN,,NaN,NaN,,NaN
14343,70,12,70,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14344,,,,,,,,NaN,,NaN,NaN,,NaN
14345,70,13,70,89,32,6,66,NaN,100,NaN,NaN,122,NaN
14346,,,,,,,,NaN,,NaN,NaN,,NaN
14347,70,13,70,88,32,6,65,NaN,100,NaN,NaN,122,NaN
14348,,,,,,,,NaN,,NaN,NaN,,NaN
14349,70,13,70,88,32,6,66,NaN,100,NaN,NaN,121,NaN
14350,,,,,,,,NaN,,NaN,NaN,,NaN
14351,70,13,69,89,32,6,66,NaN,100,NaN,NaN,124,NaN
14352,,,,,,,,NaN,,NaN,NaN,,NaN
14353,69,14,68,88,32,6,66,NaN,100,NaN,NaN,122,NaN
14354,,,,,,,,NaN,,NaN,NaN,,NaN
14355,69,14,68,90,32,6,67,NaN,100,NaN,NaN,126,NaN
14356,,,,,,,,NaN,,NaN,NaN,,NaN
14357,69,14,68,89,32,6,67,NaN,100,NaN,NaN,123,NaN
14358,,,,,,,,NaN,,NaN,NaN,,NaN
14359,69,14,68,91,32,6,68,NaN,100,NaN,NaN,126,NaN
14360,,,,,,,,NaN,,NaN,NaN,,NaN
14361,69,14,69,91,32,6,69,NaN,100,NaN,NaN,126,NaN
14362,,,,,,,,NaN,,NaN,NaN,,NaN
14363,70,14,70,93,32,6,70,NaN,100,NaN,NaN,128,NaN
14364,,,,,,,,NaN,,NaN,NaN,,NaN
14365,71,14,71,92,32,6,69,NaN,100,NaN,NaN,126,NaN
14366,,,,,,,,NaN,,NaN,NaN,,NaN
14367,71,14,77,93,32,6,69,NaN,100,NaN,NaN,128,NaN
14368,,,,,,,,NaN,,NaN,NaN,,NaN
14369,71,14,81,92,32,6,68,NaN,100,NaN,NaN,126,NaN
14370,,,,,,,,NaN,,NaN,NaN,,NaN
14371,71,14,81,92,32,6,68,NaN,100,NaN,NaN,126,NaN
14372,,,,,,,,NaN,,NaN,NaN,,NaN
14373,71,14,81,91,32,6,67,NaN,100,NaN,NaN,125,NaN
14374,,,,,,,,NaN,,NaN,NaN,,NaN
14375,71,14,74,90,32,6,67,NaN,100,NaN,NaN,123,NaN
14376,,,,,,,,NaN,,NaN,NaN,,NaN
14377,71,14,70,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14378,,,,,,,,NaN,,NaN,NaN,,NaN
14379,71,14,70,90,32,6,67,NaN,100,NaN,NaN,123,NaN
14380,,,,,,,,NaN,,NaN,NaN,,NaN
14381,70,14,70,91,32,6,68,NaN,100,NaN,NaN,126,NaN
14382,,,,,,,,NaN,,NaN,NaN,,NaN
14383,70,14,70,89,32,6,67,NaN,100,NaN,NaN,122,NaN
14384,,,,,,,,NaN,,NaN,NaN,,NaN
14385,70,14,70,90,32,6,67,NaN,100,NaN,NaN,125,NaN
14386,,,,,,,,NaN,,NaN,NaN,,NaN
14387,70,14,70,89,32,6,67,NaN,100,NaN,NaN,122,NaN
14388,,,,,,,,NaN,,NaN,NaN,,NaN
14389,70,14,70,90,32,6,68,NaN,100,NaN,NaN,126,NaN
14390,,,,,,,,NaN,,NaN,NaN,,NaN
14391,70,14,70,89,32,6,67,NaN,100,NaN,NaN,123,NaN
14392,,,,,,,,NaN,,NaN,NaN,,NaN
14393,70,14,70,90,32,6,73,NaN,100,NaN,NaN,128,NaN
14394,,,,,,,,NaN,,NaN,NaN,,NaN
14395,70,14,69,93,32,6,81,NaN,100,NaN,NaN,134,NaN
14396,,,,,,,,NaN,,NaN,NaN,,NaN
14397,70,14,69,93,32,6,81,NaN,100,NaN,NaN,134,NaN
14398,,,,,,,,NaN,,NaN,NaN,,NaN
14399,69,14,69,50,32,6,50,NaN,100,NaN,NaN,50,NaN
14400,,,,,,,,NaN,,NaN,NaN,,NaN
14401,70,14,69,49,32,6,41,NaN,100,NaN,NaN,49,NaN
14402,,,,,,,,NaN,,NaN,NaN,,NaN
14403,70,14,69,50,32,6,47,NaN,100,NaN,NaN,57,NaN
14404,,,,,,,,NaN,,NaN,NaN,,NaN
14405,70,14,70,62,32,6,62,NaN,100,NaN,NaN,88,NaN
14406,,,,,,,,NaN,,NaN,NaN,,NaN
14407,70,14,70,78,32,6,73,NaN,100,NaN,NaN,124,NaN
14408,,,,,,,,NaN,,NaN,NaN,,NaN
14409,70,14,70,83,32,6,71,NaN,100,NaN,NaN,129,NaN
14410,,,,,,,,NaN,,NaN,NaN,,NaN
14411,70,14,69,87,32,6,69,NaN,100,NaN,NaN,134,NaN
14412,,,,,,,,NaN,,NaN,NaN,,NaN
14413,70,14,69,88,32,6,68,NaN,100,NaN,NaN,128,NaN
14414,,,,,,,,NaN,,NaN,NaN,,NaN
14415,69,14,68,90,32,6,69,NaN,100,NaN,NaN,131,NaN
14416,,,,,,,,NaN,,NaN,NaN,,NaN
14417,69,14,68,90,32,6,68,NaN,100,NaN,NaN,126,NaN
14418,,,,,,,,NaN,,NaN,NaN,,NaN
14419,69,14,69,91,32,6,69,NaN,100,NaN,NaN,128,NaN
14420,,,,,,,,NaN,,NaN,NaN,,NaN
14421,70,14,69,90,32,6,68,NaN,100,NaN,NaN,124,NaN
14422,,,,,,,,NaN,,NaN,NaN,,NaN
14423,70,14,70,91,32,6,68,NaN,100,NaN,NaN,126,NaN
14424,,,,,,,,NaN,,NaN,NaN,,NaN
14425,70,14,70,89,32,6,66,NaN,100,NaN,NaN,122,NaN
14426,,,,,,,,NaN,,NaN,NaN,,NaN
14427,71,14,70,90,32,6,67,NaN,100,NaN,NaN,124,NaN
14428,,,,,,,,NaN,,NaN,NaN,,NaN
14429,71,14,70,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14430,,,,,,,,NaN,,NaN,NaN,,NaN
14431,70,14,70,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14432,,,,,,,,NaN,,NaN,NaN,,NaN
14433,70,14,69,89,32,6,66,NaN,100,NaN,NaN,123,NaN
14434,,,,,,,,NaN,,NaN,NaN,,NaN
14435,69,14,68,89,32,6,67,NaN,100,NaN,NaN,122,NaN
14436,,,,,,,,NaN,,NaN,NaN,,NaN
14437,69,14,68,90,32,6,67,NaN,100,NaN,NaN,124,NaN
14438,,,,,,,,NaN,,NaN,NaN,,NaN
14439,69,14,68,90,32,6,68,NaN,100,NaN,NaN,124,NaN
14440,,,,,,,,NaN,,NaN,NaN,,NaN
14441,69,14,69,92,32,6,69,NaN,100,NaN,NaN,128,NaN
14442,,,,,,,,NaN,,NaN,NaN,,NaN
14443,70,14,69,91,32,6,69,NaN,100,NaN,NaN,125,NaN
14444,,,,,,,,NaN,,NaN,NaN,,NaN
14445,70,14,70,92,32,6,68,NaN,100,NaN,NaN,128,NaN
14446,,,,,,,,NaN,,NaN,NaN,,NaN
14447,70,14,70,90,32,6,67,NaN,100,NaN,NaN,124,NaN
