time,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/RR_CO2,SNUADC/ECG_V5
11185,NaN,81,100,4,81,NaN,139,32,91,NaN,111,20,NaN
11186,NaN,,,,,NaN,,,,NaN,,,NaN
11187,NaN,81,100,4,81,NaN,143,33,92,NaN,112,20,NaN
11188,NaN,,,,,NaN,,,,NaN,,,NaN
11189,NaN,81,100,5,81,NaN,140,33,92,NaN,111,20,NaN
11190,NaN,,,,,NaN,,,,NaN,,,NaN
11191,NaN,81,100,5,81,NaN,140,33,91,NaN,111,20,NaN
11192,NaN,,,,,NaN,,,,NaN,,,NaN
11193,NaN,81,100,5,82,NaN,143,33,93,NaN,113,20,NaN
11194,NaN,,,,,NaN,,,,NaN,,,NaN
11195,NaN,81,100,5,82,NaN,141,33,92,NaN,112,20,NaN
11196,NaN,,,,,NaN,,,,NaN,,,NaN
11197,NaN,82,100,4,82,NaN,142,33,92,NaN,112,20,NaN
11198,NaN,,,,,NaN,,,,NaN,,,NaN
11199,NaN,82,100,4,82,NaN,145,33,93,NaN,114,20,NaN
11200,NaN,,,,,NaN,,,,NaN,,,NaN
11201,NaN,82,100,4,82,NaN,141,33,92,NaN,113,20,NaN
11202,NaN,,,,,NaN,,,,NaN,,,NaN
11203,NaN,82,100,5,82,NaN,140,33,90,NaN,111,20,NaN
11204,NaN,,,,,NaN,,,,NaN,,,NaN
11205,NaN,82,100,5,82,NaN,141,33,90,NaN,111,20,NaN
11206,NaN,,,,,NaN,,,,NaN,,,NaN
11207,NaN,81,100,4,82,NaN,136,33,89,NaN,109,20,NaN
11208,NaN,,,,,NaN,,,,NaN,,,NaN
11209,NaN,81,100,4,82,NaN,137,33,88,NaN,109,20,NaN
11210,NaN,,,,,NaN,,,,NaN,,,NaN
11211,NaN,81,100,5,82,NaN,139,32,89,NaN,109,20,NaN
11212,NaN,,,,,NaN,,,,NaN,,,NaN
11213,NaN,81,100,5,82,NaN,136,32,88,NaN,108,20,NaN
11214,NaN,,,,,NaN,,,,NaN,,,NaN
11215,NaN,81,100,4,82,NaN,135,32,87,NaN,107,20,NaN
11216,NaN,,,,,NaN,,,,NaN,,,NaN
11217,NaN,81,100,4,82,NaN,137,32,88,NaN,107,20,NaN
11218,NaN,,,,,NaN,,,,NaN,,,NaN
11219,NaN,81,100,4,81,NaN,134,32,87,NaN,106,20,NaN
11220,NaN,,,,,NaN,,,,NaN,,,NaN
11221,NaN,81,100,4,81,NaN,134,32,88,NaN,106,20,NaN
11222,NaN,,,,,NaN,,,,NaN,,,NaN
11223,NaN,80,100,5,81,NaN,138,32,90,NaN,108,20,NaN
11224,NaN,,,,,NaN,,,,NaN,,,NaN
11225,NaN,80,100,5,81,NaN,135,32,89,NaN,108,20,NaN
11226,NaN,,,,,NaN,,,,NaN,,,NaN
11227,NaN,81,100,4,81,NaN,136,32,89,NaN,108,20,NaN
11228,NaN,,,,,NaN,,,,NaN,,,NaN
11229,NaN,81,100,4,81,NaN,140,32,91,NaN,110,20,NaN
11230,NaN,,,,,NaN,,,,NaN,,,NaN
11231,NaN,81,100,4,81,NaN,137,32,91,NaN,109,20,NaN
11232,NaN,,,,,NaN,,,,NaN,,,NaN
11233,NaN,81,100,5,81,NaN,137,33,90,NaN,109,20,NaN
11234,NaN,,,,,NaN,,,,NaN,,,NaN
11235,NaN,81,100,5,81,NaN,140,33,91,NaN,111,20,NaN
11236,NaN,,,,,NaN,,,,NaN,,,NaN
11237,NaN,81,100,4,81,NaN,136,33,90,NaN,109,20,NaN
11238,NaN,,,,,NaN,,,,NaN,,,NaN
11239,NaN,81,100,4,81,NaN,137,33,89,NaN,109,20,NaN
11240,NaN,,,,,NaN,,,,NaN,,,NaN
11241,NaN,81,100,5,81,NaN,140,33,91,NaN,110,20,NaN
11242,NaN,,,,,NaN,,,,NaN,,,NaN
11243,NaN,81,100,5,81,NaN,137,33,91,NaN,110,20,NaN
11244,NaN,,,,,NaN,,,,NaN,,,NaN
11245,NaN,81,100,4,81,NaN,139,33,89,NaN,110,20,NaN
11246,NaN,,,,,NaN,,,,NaN,,,NaN
11247,NaN,81,100,4,82,NaN,141,32,91,NaN,111,20,NaN
11248,NaN,,,,,NaN,,,,NaN,,,NaN
11249,NaN,81,100,4,82,NaN,136,32,91,NaN,110,20,NaN
11250,NaN,,,,,NaN,,,,NaN,,,NaN
11251,NaN,81,100,4,82,NaN,137,32,90,NaN,109,20,NaN
11252,NaN,,,,,NaN,,,,NaN,,,NaN
11253,NaN,82,100,5,82,NaN,140,32,92,NaN,111,20,NaN
11254,NaN,,,,,NaN,,,,NaN,,,NaN
11255,NaN,82,100,5,83,NaN,137,31,92,NaN,110,20,NaN
11256,NaN,,,,,NaN,,,,NaN,,,NaN
11257,NaN,82,100,4,83,NaN,137,31,92,NaN,110,20,NaN
11258,NaN,,,,,NaN,,,,NaN,,,NaN
11259,NaN,83,100,4,83,NaN,142,31,94,NaN,112,20,NaN
11260,NaN,,,,,NaN,,,,NaN,,,NaN
11261,NaN,83,100,5,84,NaN,138,32,93,NaN,111,20,NaN
11262,NaN,,,,,NaN,,,,NaN,,,NaN
11263,NaN,84,100,5,84,NaN,138,32,91,NaN,111,20,NaN
11264,NaN,,,,,NaN,,,,NaN,,,NaN
11265,NaN,84,100,5,84,NaN,140,32,91,NaN,111,20,NaN
11266,NaN,,,,,NaN,,,,NaN,,,NaN
11267,NaN,84,100,4,84,NaN,137,32,90,NaN,109,20,NaN
11268,NaN,,,,,NaN,,,,NaN,,,NaN
11269,NaN,84,100,4,84,NaN,137,32,89,NaN,109,20,NaN
11270,NaN,,,,,NaN,,,,NaN,,,NaN
11271,NaN,83,100,4,84,NaN,139,32,90,NaN,110,20,NaN
11272,NaN,,,,,NaN,,,,NaN,,,NaN
11273,NaN,83,100,4,83,NaN,135,32,90,NaN,109,20,NaN
11274,NaN,,,,,NaN,,,,NaN,,,NaN
11275,NaN,82,100,5,83,NaN,135,32,89,NaN,108,20,NaN
11276,NaN,,,,,NaN,,,,NaN,,,NaN
11277,NaN,82,100,5,83,NaN,138,31,91,NaN,109,20,NaN
11278,NaN,,,,,NaN,,,,NaN,,,NaN
11279,NaN,82,100,4,82,NaN,135,31,91,NaN,108,20,NaN
11280,NaN,,,,,NaN,,,,NaN,,,NaN
11281,NaN,82,100,4,82,NaN,137,31,91,NaN,109,20,NaN
11282,NaN,,,,,NaN,,,,NaN,,,NaN
11283,NaN,82,100,5,82,NaN,141,32,92,NaN,111,20,NaN
11284,NaN,,,,,NaN,,,,NaN,,,NaN
11285,NaN,82,100,5,82,NaN,138,32,91,NaN,110,20,NaN
11286,NaN,,,,,NaN,,,,NaN,,,NaN
11287,NaN,82,100,3,82,NaN,137,32,90,NaN,110,20,NaN
11288,NaN,,,,,NaN,,,,NaN,,,NaN
11289,NaN,82,100,3,82,NaN,138,32,90,NaN,110,20,NaN
11290,NaN,,,,,NaN,,,,NaN,,,NaN
11291,NaN,82,100,4,82,NaN,136,32,89,NaN,109,20,NaN
11292,NaN,,,,,NaN,,,,NaN,,,NaN
11293,NaN,82,100,4,82,NaN,137,32,90,NaN,109,20,NaN
11294,NaN,,,,,NaN,,,,NaN,,,NaN
11295,NaN,82,100,4,83,NaN,142,32,92,NaN,111,20,NaN
11296,NaN,,,,,NaN,,,,NaN,,,NaN
11297,NaN,82,100,4,82,NaN,140,32,92,NaN,111,20,NaN
11298,NaN,,,,,NaN,,,,NaN,,,NaN
11299,NaN,82,100,4,83,NaN,140,31,91,NaN,112,20,NaN
11300,NaN,,,,,NaN,,,,NaN,,,NaN
11301,NaN,82,100,5,83,NaN,143,31,92,NaN,113,20,NaN
11302,NaN,,,,,NaN,,,,NaN,,,NaN
11303,NaN,82,100,5,83,NaN,140,31,91,NaN,112,20,NaN
11304,NaN,,,,,NaN,,,,NaN,,,NaN
11305,NaN,82,100,5,83,NaN,143,32,91,NaN,113,20,NaN
11306,NaN,,,,,NaN,,,,NaN,,,NaN
11307,NaN,82,100,5,83,NaN,145,32,92,NaN,114,20,NaN
11308,NaN,,,,,NaN,,,,NaN,,,NaN
11309,NaN,82,100,4,83,NaN,142,32,91,NaN,113,20,NaN
11310,NaN,,,,,NaN,,,,NaN,,,NaN
11311,NaN,82,100,4,83,NaN,141,32,89,NaN,112,20,NaN
11312,NaN,,,,,NaN,,,,NaN,,,NaN
11313,NaN,82,100,5,83,NaN,141,32,89,NaN,111,20,NaN
11314,NaN,,,,,NaN,,,,NaN,,,NaN
11315,NaN,82,100,5,82,NaN,139,32,89,NaN,110,20,NaN
11316,NaN,,,,,NaN,,,,NaN,,,NaN
11317,NaN,82,100,4,82,NaN,140,32,89,NaN,110,20,NaN
11318,NaN,,,,,NaN,,,,NaN,,,NaN
11319,NaN,82,100,4,82,NaN,144,32,91,NaN,112,20,NaN
11320,NaN,,,,,NaN,,,,NaN,,,NaN
11321,NaN,82,100,5,82,NaN,141,33,91,NaN,112,20,NaN
11322,NaN,,,,,NaN,,,,NaN,,,NaN
11323,NaN,82,100,5,82,NaN,141,33,91,NaN,112,20,NaN
11324,NaN,,,,,NaN,,,,NaN,,,NaN
11325,NaN,82,100,5,82,NaN,145,33,92,NaN,113,20,NaN
11326,NaN,,,,,NaN,,,,NaN,,,NaN
11327,NaN,82,100,5,82,NaN,140,33,91,NaN,112,20,NaN
11328,NaN,,,,,NaN,,,,NaN,,,NaN
11329,NaN,82,100,5,82,NaN,139,33,89,NaN,110,20,NaN
11330,NaN,,,,,NaN,,,,NaN,,,NaN
11331,NaN,82,100,5,82,NaN,141,33,91,NaN,111,20,NaN
11332,NaN,,,,,NaN,,,,NaN,,,NaN
11333,NaN,82,100,5,82,NaN,139,33,91,NaN,111,20,NaN
11334,NaN,,,,,NaN,,,,NaN,,,NaN
11335,NaN,81,100,5,82,NaN,140,33,91,NaN,111,20,NaN
11336,NaN,,,,,NaN,,,,NaN,,,NaN
11337,NaN,81,100,5,82,NaN,144,33,93,NaN,113,20,NaN
11338,NaN,,,,,NaN,,,,NaN,,,NaN
11339,NaN,82,100,5,82,NaN,141,33,93,NaN,112,20,NaN
11340,NaN,,,,,NaN,,,,NaN,,,NaN
11341,NaN,82,100,5,82,NaN,143,33,92,NaN,113,20,NaN
11342,NaN,,,,,NaN,,,,NaN,,,NaN
11343,NaN,82,100,6,82,NaN,147,33,94,NaN,115,20,NaN
11344,NaN,,,,,NaN,,,,NaN,,,NaN
11345,NaN,81,100,6,82,NaN,148,32,95,NaN,115,20,NaN
11346,NaN,,,,,NaN,,,,NaN,,,NaN
11347,NaN,81,100,5,82,NaN,149,32,94,NaN,117,20,NaN
11348,NaN,,,,,NaN,,,,NaN,,,NaN
11349,NaN,81,100,5,81,NaN,150,32,95,NaN,118,20,NaN
11350,NaN,,,,,NaN,,,,NaN,,,NaN
11351,NaN,81,100,6,81,NaN,147,32,94,NaN,117,20,NaN
11352,NaN,,,,,NaN,,,,NaN,,,NaN
11353,NaN,81,100,6,81,NaN,148,32,93,NaN,117,20,NaN
11354,NaN,,,,,NaN,,,,NaN,,,NaN
11355,NaN,81,100,5,81,NaN,149,32,94,NaN,117,20,NaN
11356,NaN,,,,,NaN,,,,NaN,,,NaN
11357,NaN,81,100,5,81,NaN,145,32,93,NaN,115,20,NaN
11358,NaN,,,,,NaN,,,,NaN,,,NaN
11359,NaN,81,100,5,81,NaN,146,33,93,NaN,115,20,NaN
11360,NaN,,,,,NaN,,,,NaN,,,NaN
11361,NaN,81,100,5,81,NaN,145,33,93,NaN,115,20,NaN
11362,NaN,,,,,NaN,,,,NaN,,,NaN
11363,NaN,81,100,5,81,NaN,143,33,93,NaN,114,20,NaN
11364,NaN,,,,,NaN,,,,NaN,,,NaN
11365,NaN,81,100,5,82,NaN,143,33,93,NaN,114,20,NaN
11366,NaN,,,,,NaN,,,,NaN,,,NaN
11367,NaN,81,100,5,82,NaN,147,32,95,NaN,115,20,NaN
11368,NaN,,,,,NaN,,,,NaN,,,NaN
11369,NaN,81,100,4,82,NaN,144,32,95,NaN,115,20,NaN
11370,NaN,,,,,NaN,,,,NaN,,,NaN
11371,NaN,81,100,4,82,NaN,146,32,95,NaN,116,20,NaN
11372,NaN,,,,,NaN,,,,NaN,,,NaN
11373,NaN,81,100,6,82,NaN,150,32,96,NaN,117,20,NaN
11374,NaN,,,,,NaN,,,,NaN,,,NaN
11375,NaN,82,100,6,82,NaN,146,32,95,NaN,117,20,NaN
11376,NaN,,,,,NaN,,,,NaN,,,NaN
11377,NaN,82,100,5,82,NaN,147,32,95,NaN,117,20,NaN
11378,NaN,,,,,NaN,,,,NaN,,,NaN
11379,NaN,82,100,5,83,NaN,151,32,96,NaN,118,20,NaN
11380,NaN,,,,,NaN,,,,NaN,,,NaN
11381,NaN,82,100,5,83,NaN,149,32,97,NaN,118,20,NaN
11382,NaN,,,,,NaN,,,,NaN,,,NaN
11383,NaN,82,100,5,83,NaN,150,32,96,NaN,118,20,NaN
11384,NaN,,,,,NaN,,,,NaN,,,NaN
11385,NaN,83,100,5,83,NaN,152,32,97,NaN,120,20,NaN
11386,NaN,,,,,NaN,,,,NaN,,,NaN
11387,NaN,83,100,5,83,NaN,148,32,97,NaN,118,20,NaN
11388,NaN,,,,,NaN,,,,NaN,,,NaN
11389,NaN,83,100,5,84,NaN,148,32,95,NaN,118,20,NaN
11390,NaN,,,,,NaN,,,,NaN,,,NaN
11391,NaN,83,100,5,84,NaN,150,32,96,NaN,118,20,NaN
11392,NaN,,,,,NaN,,,,NaN,,,NaN
11393,NaN,83,100,5,84,NaN,146,32,95,NaN,117,20,NaN
11394,NaN,,,,,NaN,,,,NaN,,,NaN
11395,NaN,83,100,6,84,NaN,147,32,95,NaN,117,20,NaN
11396,NaN,,,,,NaN,,,,NaN,,,NaN
11397,NaN,83,100,6,84,NaN,151,32,96,NaN,118,20,NaN
11398,NaN,,,,,NaN,,,,NaN,,,NaN
11399,NaN,83,100,5,84,NaN,148,32,96,NaN,118,20,NaN
11400,NaN,,,,,NaN,,,,NaN,,,NaN
11401,NaN,83,100,5,84,NaN,150,32,96,NaN,118,20,NaN
11402,NaN,,,,,NaN,,,,NaN,,,NaN
11403,NaN,83,100,6,84,NaN,152,31,97,NaN,119,20,NaN
11404,NaN,,,,,NaN,,,,NaN,,,NaN
11405,NaN,83,100,6,84,NaN,149,31,97,NaN,119,20,NaN
11406,NaN,,,,,NaN,,,,NaN,,,NaN
11407,NaN,83,100,5,84,NaN,149,31,95,NaN,118,20,NaN
11408,NaN,,,,,NaN,,,,NaN,,,NaN
11409,NaN,83,100,5,84,NaN,151,31,95,NaN,119,20,NaN
11410,NaN,,,,,NaN,,,,NaN,,,NaN
11411,NaN,83,100,5,84,NaN,147,32,95,NaN,117,20,NaN
11412,NaN,,,,,NaN,,,,NaN,,,NaN
11413,NaN,83,100,5,84,NaN,150,32,96,NaN,118,20,NaN
11414,NaN,,,,,NaN,,,,NaN,,,NaN
11415,NaN,83,100,5,84,NaN,155,32,97,NaN,120,20,NaN
11416,NaN,,,,,NaN,,,,NaN,,,NaN
11417,NaN,83,100,5,84,NaN,152,31,97,NaN,120,20,NaN
11418,NaN,,,,,NaN,,,,NaN,,,NaN
11419,NaN,83,100,4,84,NaN,151,31,95,NaN,119,20,NaN
11420,NaN,,,,,NaN,,,,NaN,,,NaN
11421,NaN,83,100,4,84,NaN,152,31,96,NaN,120,20,NaN
11422,NaN,,,,,NaN,,,,NaN,,,NaN
11423,NaN,83,100,5,83,NaN,147,31,94,NaN,117,20,NaN
11424,NaN,,,,,NaN,,,,NaN,,,NaN
11425,NaN,82,100,5,83,NaN,147,32,93,NaN,116,20,NaN
11426,NaN,,,,,NaN,,,,NaN,,,NaN
11427,NaN,81,100,5,82,NaN,151,32,96,NaN,118,20,NaN
11428,NaN,,,,,NaN,,,,NaN,,,NaN
11429,NaN,81,100,4,81,NaN,149,32,97,NaN,118,20,NaN
11430,NaN,,,,,NaN,,,,NaN,,,NaN
11431,NaN,81,100,4,82,NaN,152,32,96,NaN,119,20,NaN
11432,NaN,,,,,NaN,,,,NaN,,,NaN
11433,NaN,81,100,6,82,NaN,155,32,97,NaN,121,20,NaN
11434,NaN,,,,,NaN,,,,NaN,,,NaN
11435,NaN,81,100,6,82,NaN,151,32,96,NaN,120,20,NaN
11436,NaN,,,,,NaN,,,,NaN,,,NaN
11437,NaN,81,100,5,81,NaN,151,32,95,NaN,119,20,NaN
11438,NaN,,,,,NaN,,,,NaN,,,NaN
11439,NaN,80,100,5,81,NaN,155,32,97,NaN,121,20,NaN
11440,NaN,,,,,NaN,,,,NaN,,,NaN
11441,NaN,80,100,5,80,NaN,152,32,97,NaN,120,20,NaN
11442,NaN,,,,,NaN,,,,NaN,,,NaN
11443,NaN,80,100,5,80,NaN,155,32,98,NaN,122,20,NaN
11444,NaN,,,,,NaN,,,,NaN,,,NaN
11445,NaN,80,100,6,81,NaN,159,32,100,NaN,124,20,NaN
11446,NaN,,,,,NaN,,,,NaN,,,NaN
11447,NaN,80,100,6,81,NaN,155,32,98,NaN,123,20,NaN
11448,NaN,,,,,NaN,,,,NaN,,,NaN
11449,NaN,81,100,4,82,NaN,156,32,97,NaN,122,20,NaN
11450,NaN,,,,,NaN,,,,NaN,,,NaN
11451,NaN,81,100,4,82,NaN,155,32,97,NaN,122,20,NaN
11452,NaN,,,,,NaN,,,,NaN,,,NaN
11453,NaN,82,100,6,82,NaN,151,32,96,NaN,120,20,NaN
11454,NaN,,,,,NaN,,,,NaN,,,NaN
11455,NaN,82,100,6,82,NaN,150,32,96,NaN,119,20,NaN
11456,NaN,,,,,NaN,,,,NaN,,,NaN
11457,NaN,82,100,6,83,NaN,153,32,97,NaN,120,20,NaN
11458,NaN,,,,,NaN,,,,NaN,,,NaN
11459,NaN,83,100,5,84,NaN,149,32,96,NaN,119,20,NaN
11460,NaN,,,,,NaN,,,,NaN,,,NaN
11461,NaN,83,100,5,84,NaN,149,32,95,NaN,118,20,NaN
11462,NaN,,,,,NaN,,,,NaN,,,NaN
11463,NaN,84,100,5,85,NaN,152,32,96,NaN,119,20,NaN
11464,NaN,,,,,NaN,,,,NaN,,,NaN
11465,NaN,84,100,5,84,NaN,151,32,96,NaN,119,20,NaN
11466,NaN,,,,,NaN,,,,NaN,,,NaN
11467,NaN,84,100,5,85,NaN,152,32,96,NaN,119,20,NaN
11468,NaN,,,,,NaN,,,,NaN,,,NaN
11469,NaN,84,100,5,85,NaN,153,32,97,NaN,120,20,NaN
11470,NaN,,,,,NaN,,,,NaN,,,NaN
11471,NaN,84,100,4,85,NaN,148,32,96,NaN,118,20,NaN
11472,NaN,,,,,NaN,,,,NaN,,,NaN
11473,NaN,84,100,4,85,NaN,148,32,95,NaN,118,20,NaN
11474,NaN,,,,,NaN,,,,NaN,,,NaN
11475,NaN,84,100,5,85,NaN,152,32,97,NaN,119,20,NaN
11476,NaN,,,,,NaN,,,,NaN,,,NaN
11477,NaN,84,100,5,85,NaN,151,32,98,NaN,120,20,NaN
11478,NaN,,,,,NaN,,,,NaN,,,NaN
11479,NaN,84,100,4,85,NaN,154,32,98,NaN,121,20,NaN
11480,NaN,,,,,NaN,,,,NaN,,,NaN
11481,NaN,85,100,4,86,NaN,155,32,99,NaN,122,20,NaN
11482,NaN,,,,,NaN,,,,NaN,,,NaN
11483,NaN,85,100,5,86,NaN,150,32,97,NaN,120,20,NaN
11484,NaN,,,,,NaN,,,,NaN,,,NaN
11485,NaN,85,100,5,86,NaN,152,32,96,NaN,120,20,NaN
11486,NaN,,,,,NaN,,,,NaN,,,NaN
11487,NaN,86,100,4,86,NaN,155,32,97,NaN,121,20,NaN
11488,NaN,,,,,NaN,,,,NaN,,,NaN
11489,NaN,86,100,4,86,NaN,152,32,97,NaN,120,20,NaN
11490,NaN,,,,,NaN,,,,NaN,,,NaN
11491,NaN,86,100,4,86,NaN,152,32,96,NaN,120,20,NaN
11492,NaN,,,,,NaN,,,,NaN,,,NaN
11493,NaN,85,100,5,86,NaN,155,32,97,NaN,121,20,NaN
11494,NaN,,,,,NaN,,,,NaN,,,NaN
11495,NaN,85,100,5,86,NaN,151,32,96,NaN,120,20,NaN
11496,NaN,,,,,NaN,,,,NaN,,,NaN
11497,NaN,85,100,6,86,NaN,154,32,97,NaN,121,20,NaN
11498,NaN,,,,,NaN,,,,NaN,,,NaN
11499,NaN,85,100,6,86,NaN,157,32,98,NaN,122,20,NaN
11500,NaN,,,,,NaN,,,,NaN,,,NaN
11501,NaN,85,100,5,86,NaN,152,33,98,NaN,121,20,NaN
11502,NaN,,,,,NaN,,,,NaN,,,NaN
11503,NaN,85,100,5,85,NaN,153,33,96,NaN,121,20,NaN
11504,NaN,,,,,NaN,,,,NaN,,,NaN
11505,NaN,85,100,6,86,NaN,156,33,97,NaN,122,20,NaN
11506,NaN,,,,,NaN,,,,NaN,,,NaN
11507,NaN,85,100,6,85,NaN,155,33,98,NaN,122,20,NaN
11508,NaN,,,,,NaN,,,,NaN,,,NaN
11509,NaN,84,100,5,85,NaN,155,33,97,NaN,122,20,NaN
11510,NaN,,,,,NaN,,,,NaN,,,NaN
11511,NaN,84,100,5,85,NaN,157,33,98,NaN,123,20,NaN
11512,NaN,,,,,NaN,,,,NaN,,,NaN
11513,NaN,84,100,6,85,NaN,151,33,97,NaN,121,20,NaN
11514,NaN,,,,,NaN,,,,NaN,,,NaN
11515,NaN,84,100,6,85,NaN,152,33,97,NaN,120,20,NaN
11516,NaN,,,,,NaN,,,,NaN,,,NaN
11517,NaN,84,100,5,85,NaN,156,32,98,NaN,122,20,NaN
11518,NaN,,,,,NaN,,,,NaN,,,NaN
11519,NaN,84,100,5,85,NaN,152,32,98,NaN,121,20,NaN
11520,NaN,,,,,NaN,,,,NaN,,,NaN
11521,NaN,84,100,5,85,NaN,156,32,98,NaN,123,20,NaN
11522,NaN,,,,,NaN,,,,NaN,,,NaN
11523,NaN,85,100,5,85,NaN,159,32,99,NaN,124,20,NaN
11524,NaN,,,,,NaN,,,,NaN,,,NaN
11525,NaN,85,100,5,85,NaN,150,32,95,NaN,120,20,NaN
11526,NaN,,,,,NaN,,,,NaN,,,NaN
11527,NaN,85,100,5,85,NaN,146,32,92,NaN,117,20,NaN
11528,NaN,,,,,NaN,,,,NaN,,,NaN
11529,NaN,85,100,5,85,NaN,148,32,93,NaN,116,20,NaN
11530,NaN,,,,,NaN,,,,NaN,,,NaN
11531,NaN,84,100,4,85,NaN,144,32,92,NaN,115,20,NaN
11532,NaN,,,,,NaN,,,,NaN,,,NaN
11533,NaN,84,100,4,85,NaN,146,32,92,NaN,115,20,NaN
11534,NaN,,,,,NaN,,,,NaN,,,NaN
11535,NaN,84,100,4,85,NaN,149,32,95,NaN,116,20,NaN
11536,NaN,,,,,NaN,,,,NaN,,,NaN
11537,NaN,84,100,4,85,NaN,145,32,94,NaN,115,20,NaN
11538,NaN,,,,,NaN,,,,NaN,,,NaN
11539,NaN,84,100,4,85,NaN,144,32,93,NaN,115,20,NaN
11540,NaN,,,,,NaN,,,,NaN,,,NaN
11541,NaN,84,100,4,85,NaN,147,32,95,NaN,116,20,NaN
11542,NaN,,,,,NaN,,,,NaN,,,NaN
11543,NaN,84,100,4,85,NaN,142,32,95,NaN,114,20,NaN
11544,NaN,,,,,NaN,,,,NaN,,,NaN
11545,NaN,85,100,4,85,NaN,143,33,94,NaN,115,20,NaN
11546,NaN,,,,,NaN,,,,NaN,,,NaN
11547,NaN,85,100,4,86,NaN,143,33,95,NaN,114,20,NaN
11548,NaN,,,,,NaN,,,,NaN,,,NaN
11549,NaN,85,100,4,86,NaN,135,33,93,NaN,110,20,NaN
11550,NaN,,,,,NaN,,,,NaN,,,NaN
11551,NaN,85,100,3,86,NaN,133,33,90,NaN,108,20,NaN
11552,NaN,,,,,NaN,,,,NaN,,,NaN
11553,NaN,85,100,3,86,NaN,136,31,91,NaN,109,20,NaN
11554,NaN,,,,,NaN,,,,NaN,,,NaN
11555,NaN,85,100,3,86,NaN,132,31,91,NaN,107,20,NaN
11556,NaN,,,,,NaN,,,,NaN,,,NaN
11557,NaN,85,100,4,86,NaN,133,31,92,NaN,107,20,NaN
11558,NaN,,,,,NaN,,,,NaN,,,NaN
11559,NaN,85,100,4,86,NaN,136,31,93,NaN,109,20,NaN
11560,NaN,,,,,NaN,,,,NaN,,,NaN
11561,NaN,85,100,3,86,NaN,134,30,93,NaN,109,20,NaN
11562,NaN,,,,,NaN,,,,NaN,,,NaN
11563,NaN,86,100,3,86,NaN,137,30,93,NaN,110,20,NaN
11564,NaN,,,,,NaN,,,,NaN,,,NaN
11565,NaN,86,100,5,87,NaN,144,30,97,NaN,114,20,NaN
11566,NaN,,,,,NaN,,,,NaN,,,NaN
11567,NaN,86,100,5,87,NaN,138,30,96,NaN,113,20,NaN
11568,NaN,,,,,NaN,,,,NaN,,,NaN
11569,NaN,87,100,4,87,NaN,136,30,93,NaN,111,20,NaN
11570,NaN,,,,,NaN,,,,NaN,,,NaN
11571,NaN,87,100,4,87,NaN,138,30,94,NaN,112,20,NaN
11572,NaN,,,,,NaN,,,,NaN,,,NaN
11573,NaN,87,100,4,87,NaN,135,30,94,NaN,110,20,NaN
11574,NaN,,,,,NaN,,,,NaN,,,NaN
11575,NaN,87,100,4,87,NaN,142,30,96,NaN,113,20,NaN
11576,NaN,,,,,NaN,,,,NaN,,,NaN
11577,NaN,87,100,5,87,NaN,149,30,99,NaN,117,20,NaN
11578,NaN,,,,,NaN,,,,NaN,,,NaN
11579,NaN,87,100,5,87,NaN,143,30,96,NaN,115,20,NaN
11580,NaN,,,,,NaN,,,,NaN,,,NaN
11581,NaN,86,100,4,87,NaN,137,30,93,NaN,112,20,NaN
11582,NaN,,,,,NaN,,,,NaN,,,NaN
11583,NaN,86,100,4,87,NaN,144,30,97,NaN,115,20,NaN
11584,NaN,,,,,NaN,,,,NaN,,,NaN
11585,NaN,86,100,4,87,NaN,147,30,99,NaN,117,20,NaN
11586,NaN,,,,,NaN,,,,NaN,,,NaN
11587,NaN,86,100,5,87,NaN,149,30,97,NaN,118,20,NaN
11588,NaN,,,,,NaN,,,,NaN,,,NaN
11589,NaN,86,100,5,87,NaN,150,30,96,NaN,119,20,NaN
11590,NaN,,,,,NaN,,,,NaN,,,NaN
11591,NaN,86,100,4,86,NaN,145,30,94,NaN,116,20,NaN
11592,NaN,,,,,NaN,,,,NaN,,,NaN
11593,NaN,86,100,4,86,NaN,144,30,93,NaN,115,20,NaN
11594,NaN,,,,,NaN,,,,NaN,,,NaN
11595,NaN,86,100,4,86,NaN,142,30,93,NaN,113,20,NaN
11596,NaN,,,,,NaN,,,,NaN,,,NaN
11597,NaN,85,100,4,86,NaN,138,31,92,NaN,111,20,NaN
11598,NaN,,,,,NaN,,,,NaN,,,NaN
11599,NaN,85,100,4,86,NaN,146,31,94,NaN,114,20,NaN
11600,NaN,,,,,NaN,,,,NaN,,,NaN
11601,NaN,85,100,4,85,NaN,148,31,95,NaN,116,20,NaN
11602,NaN,,,,,NaN,,,,NaN,,,NaN
11603,NaN,84,100,4,84,NaN,143,31,94,NaN,114,20,NaN
11604,NaN,,,,,NaN,,,,NaN,,,NaN
11605,NaN,83,100,4,84,NaN,142,31,93,NaN,114,20,NaN
11606,NaN,,,,,NaN,,,,NaN,,,NaN
11607,NaN,83,100,5,84,NaN,145,31,95,NaN,115,20,NaN
11608,NaN,,,,,NaN,,,,NaN,,,NaN
11609,NaN,83,100,5,83,NaN,141,31,94,NaN,113,20,NaN
