time,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_SPO2,Solar8000/CVP,Solar8000/PLETH_HR,SNUADC/ART,Solar8000/ART_SBP,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/ECG_II,Solar8000/ART_MBP,Solar8000/RR_CO2,SNUADC/ECG_V5
2948,NaN,69,100,4,69,NaN,110,31,65,NaN,82,14,NaN
2949,NaN,,,,,NaN,,,,NaN,,,NaN
2950,NaN,68,100,4,69,NaN,108,31,65,NaN,82,14,NaN
2951,NaN,,,,,NaN,,,,NaN,,,NaN
2952,NaN,68,100,4,69,NaN,111,31,66,NaN,83,14,NaN
2953,NaN,,,,,NaN,,,,NaN,,,NaN
2954,NaN,68,100,4,69,NaN,109,31,67,NaN,83,14,NaN
2955,NaN,,,,,NaN,,,,NaN,,,NaN
2956,NaN,68,100,4,69,NaN,112,31,67,NaN,84,14,NaN
2957,NaN,,,,,NaN,,,,NaN,,,NaN
2958,NaN,69,100,4,69,NaN,109,31,67,NaN,84,14,NaN
2959,NaN,,,,,NaN,,,,NaN,,,NaN
2960,NaN,68,100,4,69,NaN,112,31,67,NaN,84,14,NaN
2961,NaN,,,,,NaN,,,,NaN,,,NaN
2962,NaN,69,100,4,69,NaN,110,31,66,NaN,84,14,NaN
2963,NaN,,,,,NaN,,,,NaN,,,NaN
2964,NaN,69,100,4,69,NaN,112,31,67,NaN,84,14,NaN
2965,NaN,,,,,NaN,,,,NaN,,,NaN
2966,NaN,69,100,4,69,NaN,109,31,66,NaN,83,14,NaN
2967,NaN,,,,,NaN,,,,NaN,,,NaN
2968,NaN,68,100,4,69,NaN,109,31,66,NaN,83,14,NaN
2969,NaN,,,,,NaN,,,,NaN,,,NaN
2970,NaN,68,100,4,69,NaN,109,31,66,NaN,83,14,NaN
2971,NaN,,,,,NaN,,,,NaN,,,NaN
2972,NaN,68,100,4,69,NaN,113,31,68,NaN,83,14,NaN
2973,NaN,,,,,NaN,,,,NaN,,,NaN
2974,NaN,68,100,4,68,NaN,107,31,66,NaN,83,14,NaN
2975,NaN,,,,,NaN,,,,NaN,,,NaN
2976,NaN,67,100,4,68,NaN,108,31,66,NaN,83,14,NaN
2977,NaN,,,,,NaN,,,,NaN,,,NaN
2978,NaN,67,100,6,68,NaN,113,31,67,NaN,85,14,NaN
2979,NaN,,,,,NaN,,,,NaN,,,NaN
2980,NaN,67,100,6,68,NaN,111,31,66,NaN,84,14,NaN
2981,NaN,,,,,NaN,,,,NaN,,,NaN
2982,NaN,67,100,6,68,NaN,112,31,66,NaN,84,14,NaN
2983,NaN,,,,,NaN,,,,NaN,,,NaN
2984,NaN,67,100,6,68,NaN,110,31,66,NaN,83,14,NaN
2985,NaN,,,,,NaN,,,,NaN,,,NaN
2986,NaN,67,100,4,68,NaN,112,32,66,NaN,84,14,NaN
2987,NaN,,,,,NaN,,,,NaN,,,NaN
2988,NaN,68,100,4,68,NaN,108,32,66,NaN,83,14,NaN
2989,NaN,,,,,NaN,,,,NaN,,,NaN
2990,NaN,67,100,4,68,NaN,111,32,66,NaN,83,14,NaN
2991,NaN,,,,,NaN,,,,NaN,,,NaN
2992,NaN,68,100,4,68,NaN,108,31,65,NaN,82,14,NaN
2993,NaN,,,,,NaN,,,,NaN,,,NaN
2994,NaN,67,100,4,68,NaN,110,31,66,NaN,82,14,NaN
2995,NaN,,,,,NaN,,,,NaN,,,NaN
2996,NaN,68,100,4,68,NaN,107,31,65,NaN,81,14,NaN
2997,NaN,,,,,NaN,,,,NaN,,,NaN
2998,NaN,67,100,4,68,NaN,108,31,65,NaN,82,14,NaN
2999,NaN,,,,,NaN,,,,NaN,,,NaN
3000,NaN,68,100,4,68,NaN,108,30,65,NaN,82,14,NaN
3001,NaN,,,,,NaN,,,,NaN,,,NaN
3002,NaN,67,100,4,68,NaN,108,30,65,NaN,82,14,NaN
3003,NaN,,,,,NaN,,,,NaN,,,NaN
3004,NaN,67,100,4,68,NaN,107,30,65,NaN,81,14,NaN
3005,NaN,,,,,NaN,,,,NaN,,,NaN
3006,NaN,67,100,4,68,NaN,107,31,65,NaN,81,14,NaN
3007,NaN,,,,,NaN,,,,NaN,,,NaN
3008,NaN,67,100,4,68,NaN,109,31,66,NaN,82,14,NaN
3009,NaN,,,,,NaN,,,,NaN,,,NaN
3010,NaN,67,100,4,68,NaN,107,31,65,NaN,81,14,NaN
3011,NaN,,,,,NaN,,,,NaN,,,NaN
3012,NaN,67,100,4,68,NaN,109,31,66,NaN,82,14,NaN
3013,NaN,,,,,NaN,,,,NaN,,,NaN
3014,NaN,67,100,4,67,NaN,108,31,66,NaN,82,14,NaN
3015,NaN,,,,,NaN,,,,NaN,,,NaN
3016,NaN,67,100,4,68,NaN,110,31,66,NaN,83,14,NaN
3017,NaN,,,,,NaN,,,,NaN,,,NaN
3018,NaN,68,100,4,68,NaN,107,31,65,NaN,82,14,NaN
3019,NaN,,,,,NaN,,,,NaN,,,NaN
3020,NaN,67,100,4,68,NaN,110,31,66,NaN,83,14,NaN
3021,NaN,,,,,NaN,,,,NaN,,,NaN
3022,NaN,68,100,4,68,NaN,107,31,65,NaN,82,14,NaN
3023,NaN,,,,,NaN,,,,NaN,,,NaN
3024,NaN,67,100,4,68,NaN,108,31,65,NaN,82,14,NaN
3025,NaN,,,,,NaN,,,,NaN,,,NaN
3026,NaN,67,100,4,68,NaN,106,31,65,NaN,81,14,NaN
3027,NaN,,,,,NaN,,,,NaN,,,NaN
3028,NaN,66,100,4,67,NaN,109,31,65,NaN,82,14,NaN
3029,NaN,,,,,NaN,,,,NaN,,,NaN
3030,NaN,67,100,4,67,NaN,108,31,65,NaN,82,14,NaN
3031,NaN,,,,,NaN,,,,NaN,,,NaN
3032,NaN,66,100,4,67,NaN,108,31,66,NaN,82,14,NaN
3033,NaN,,,,,NaN,,,,NaN,,,NaN
3034,NaN,67,100,4,67,NaN,109,31,66,NaN,83,14,NaN
3035,NaN,,,,,NaN,,,,NaN,,,NaN
3036,NaN,67,100,4,67,NaN,109,31,66,NaN,83,14,NaN
3037,NaN,,,,,NaN,,,,NaN,,,NaN
3038,NaN,68,100,4,68,NaN,110,31,66,NaN,83,14,NaN
3039,NaN,,,,,NaN,,,,NaN,,,NaN
3040,NaN,68,100,4,68,NaN,108,31,66,NaN,82,14,NaN
3041,NaN,,,,,NaN,,,,NaN,,,NaN
3042,NaN,68,100,4,68,NaN,110,31,66,NaN,83,14,NaN
3043,NaN,,,,,NaN,,,,NaN,,,NaN
3044,NaN,68,100,4,68,NaN,108,31,66,NaN,83,14,NaN
3045,NaN,,,,,NaN,,,,NaN,,,NaN
3046,NaN,68,100,4,68,NaN,111,31,67,NaN,84,14,NaN
3047,NaN,,,,,NaN,,,,NaN,,,NaN
3048,NaN,68,100,4,68,NaN,110,31,67,NaN,83,14,NaN
3049,NaN,,,,,NaN,,,,NaN,,,NaN
3050,NaN,68,100,4,69,NaN,112,31,67,NaN,84,14,NaN
3051,NaN,,,,,NaN,,,,NaN,,,NaN
3052,NaN,69,100,4,69,NaN,110,31,66,NaN,83,14,NaN
3053,NaN,,,,,NaN,,,,NaN,,,NaN
3054,NaN,68,100,4,69,NaN,111,31,66,NaN,84,14,NaN
3055,NaN,,,,,NaN,,,,NaN,,,NaN
3056,NaN,68,100,4,69,NaN,109,31,66,NaN,83,14,NaN
3057,NaN,,,,,NaN,,,,NaN,,,NaN
3058,NaN,68,100,4,69,NaN,110,31,66,NaN,83,14,NaN
3059,NaN,,,,,NaN,,,,NaN,,,NaN
3060,NaN,68,100,4,69,NaN,108,31,65,NaN,82,14,NaN
3061,NaN,,,,,NaN,,,,NaN,,,NaN
3062,NaN,68,100,4,68,NaN,109,31,65,NaN,82,14,NaN
3063,NaN,,,,,NaN,,,,NaN,,,NaN
3064,NaN,68,100,4,68,NaN,107,31,65,NaN,82,14,NaN
3065,NaN,,,,,NaN,,,,NaN,,,NaN
3066,NaN,67,100,4,68,NaN,106,31,65,NaN,81,14,NaN
3067,NaN,,,,,NaN,,,,NaN,,,NaN
3068,NaN,67,100,4,68,NaN,108,31,65,NaN,82,14,NaN
3069,NaN,,,,,NaN,,,,NaN,,,NaN
3070,NaN,67,100,4,68,NaN,107,31,65,NaN,81,14,NaN
3071,NaN,,,,,NaN,,,,NaN,,,NaN
3072,NaN,67,100,4,68,NaN,108,31,65,NaN,81,14,NaN
3073,NaN,,,,,NaN,,,,NaN,,,NaN
3074,NaN,67,100,4,67,NaN,106,31,65,NaN,81,14,NaN
3075,NaN,,,,,NaN,,,,NaN,,,NaN
3076,NaN,67,100,4,68,NaN,109,31,65,NaN,82,14,NaN
3077,NaN,,,,,NaN,,,,NaN,,,NaN
3078,NaN,68,100,4,68,NaN,106,31,65,NaN,81,14,NaN
3079,NaN,,,,,NaN,,,,NaN,,,NaN
3080,NaN,67,100,4,68,NaN,109,31,65,NaN,82,14,NaN
3081,NaN,,,,,NaN,,,,NaN,,,NaN
3082,NaN,68,100,4,68,NaN,106,31,64,NaN,81,14,NaN
3083,NaN,,,,,NaN,,,,NaN,,,NaN
3084,NaN,67,100,4,68,NaN,108,31,65,NaN,81,14,NaN
3085,NaN,,,,,NaN,,,,NaN,,,NaN
3086,NaN,67,100,4,68,NaN,106,31,64,NaN,81,14,NaN
3087,NaN,,,,,NaN,,,,NaN,,,NaN
3088,NaN,67,100,4,68,NaN,109,31,65,NaN,82,14,NaN
3089,NaN,,,,,NaN,,,,NaN,,,NaN
3090,NaN,68,100,4,68,NaN,109,31,66,NaN,82,14,NaN
3091,NaN,,,,,NaN,,,,NaN,,,NaN
3092,NaN,67,100,4,68,NaN,109,31,66,NaN,82,14,NaN
3093,NaN,,,,,NaN,,,,NaN,,,NaN
3094,NaN,68,100,4,68,NaN,109,31,65,NaN,82,14,NaN
3095,NaN,,,,,NaN,,,,NaN,,,NaN
3096,NaN,67,100,4,68,NaN,108,31,65,NaN,82,14,NaN
3097,NaN,,,,,NaN,,,,NaN,,,NaN
3098,NaN,67,100,4,67,NaN,109,31,65,NaN,82,14,NaN
3099,NaN,,,,,NaN,,,,NaN,,,NaN
3100,NaN,66,100,4,67,NaN,107,31,65,NaN,81,14,NaN
3101,NaN,,,,,NaN,,,,NaN,,,NaN
3102,NaN,66,100,4,67,NaN,108,31,65,NaN,82,14,NaN
3103,NaN,,,,,NaN,,,,NaN,,,NaN
3104,NaN,66,100,4,67,NaN,106,31,64,NaN,81,14,NaN
3105,NaN,,,,,NaN,,,,NaN,,,NaN
3106,NaN,76,100,4,67,NaN,108,31,64,NaN,81,14,NaN
3107,NaN,,,,,NaN,,,,NaN,,,NaN
3108,NaN,75,100,4,67,NaN,105,31,64,NaN,80,14,NaN
3109,NaN,,,,,NaN,,,,NaN,,,NaN
3110,NaN,76,100,4,66,NaN,107,31,64,NaN,81,14,NaN
3111,NaN,,,,,NaN,,,,NaN,,,NaN
3112,NaN,75,100,4,66,NaN,105,31,64,NaN,80,14,NaN
3113,NaN,,,,,NaN,,,,NaN,,,NaN
3114,NaN,66,100,4,67,NaN,108,31,64,NaN,81,14,NaN
3115,NaN,,,,,NaN,,,,NaN,,,NaN
3116,NaN,66,100,4,67,NaN,106,31,64,NaN,80,14,NaN
3117,NaN,,,,,NaN,,,,NaN,,,NaN
3118,NaN,66,100,4,67,NaN,106,31,64,NaN,80,14,NaN
3119,NaN,,,,,NaN,,,,NaN,,,NaN
3120,NaN,66,100,4,66,NaN,106,31,64,NaN,81,14,NaN
3121,NaN,,,,,NaN,,,,NaN,,,NaN
3122,NaN,66,100,4,66,NaN,108,31,64,NaN,81,14,NaN
3123,NaN,,,,,NaN,,,,NaN,,,NaN
3124,NaN,66,100,4,66,NaN,107,31,65,NaN,82,14,NaN
3125,NaN,,,,,NaN,,,,NaN,,,NaN
3126,NaN,66,100,4,67,NaN,107,31,66,NaN,82,14,NaN
3127,NaN,,,,,NaN,,,,NaN,,,NaN
3128,NaN,66,100,4,66,NaN,110,31,66,NaN,82,14,NaN
3129,NaN,,,,,NaN,,,,NaN,,,NaN
3130,NaN,66,100,4,66,NaN,108,32,65,NaN,82,14,NaN
3131,NaN,,,,,NaN,,,,NaN,,,NaN
3132,NaN,66,100,4,66,NaN,109,32,65,NaN,82,14,NaN
3133,NaN,,,,,NaN,,,,NaN,,,NaN
3134,NaN,65,100,4,66,NaN,107,32,65,NaN,81,14,NaN
3135,NaN,,,,,NaN,,,,NaN,,,NaN
3136,NaN,66,100,4,66,NaN,109,31,64,NaN,82,14,NaN
3137,NaN,,,,,NaN,,,,NaN,,,NaN
3138,NaN,65,100,4,66,NaN,104,31,63,NaN,80,14,NaN
3139,NaN,,,,,NaN,,,,NaN,,,NaN
3140,NaN,65,100,4,66,NaN,105,31,62,NaN,80,14,NaN
3141,NaN,,,,,NaN,,,,NaN,,,NaN
3142,NaN,65,100,4,66,NaN,102,31,62,NaN,78,14,NaN
3143,NaN,,,,,NaN,,,,NaN,,,NaN
3144,NaN,65,100,4,65,NaN,105,31,62,NaN,79,14,NaN
3145,NaN,,,,,NaN,,,,NaN,,,NaN
3146,NaN,65,100,4,65,NaN,102,31,62,NaN,78,14,NaN
3147,NaN,,,,,NaN,,,,NaN,,,NaN
3148,NaN,64,100,4,65,NaN,104,31,62,NaN,78,14,NaN
3149,NaN,,,,,NaN,,,,NaN,,,NaN
3150,NaN,65,100,4,65,NaN,104,31,63,NaN,79,14,NaN
3151,NaN,,,,,NaN,,,,NaN,,,NaN
3152,NaN,64,100,4,65,NaN,103,31,63,NaN,78,14,NaN
3153,NaN,,,,,NaN,,,,NaN,,,NaN
3154,NaN,65,100,4,65,NaN,104,31,63,NaN,79,14,NaN
3155,NaN,,,,,NaN,,,,NaN,,,NaN
3156,NaN,65,100,4,65,NaN,104,31,63,NaN,79,14,NaN
3157,NaN,,,,,NaN,,,,NaN,,,NaN
3158,NaN,65,100,4,65,NaN,105,31,63,NaN,79,14,NaN
3159,NaN,,,,,NaN,,,,NaN,,,NaN
3160,NaN,65,100,4,66,NaN,103,31,64,NaN,79,14,NaN
3161,NaN,,,,,NaN,,,,NaN,,,NaN
3162,NaN,65,100,5,66,NaN,105,31,63,NaN,80,14,NaN
3163,NaN,,,,,NaN,,,,NaN,,,NaN
3164,NaN,65,100,5,66,NaN,103,31,64,NaN,80,14,NaN
3165,NaN,,,,,NaN,,,,NaN,,,NaN
3166,NaN,65,100,5,66,NaN,110,31,65,NaN,81,14,NaN
3167,NaN,,,,,NaN,,,,NaN,,,NaN
3168,NaN,65,100,5,66,NaN,107,31,65,NaN,81,14,NaN
3169,NaN,,,,,NaN,,,,NaN,,,NaN
3170,NaN,66,100,5,66,NaN,109,31,65,NaN,82,14,NaN
3171,NaN,,,,,NaN,,,,NaN,,,NaN
3172,NaN,65,100,4,66,NaN,107,31,64,NaN,81,14,NaN
3173,NaN,,,,,NaN,,,,NaN,,,NaN
3174,NaN,66,100,4,66,NaN,108,31,64,NaN,81,14,NaN
3175,NaN,,,,,NaN,,,,NaN,,,NaN
3176,NaN,65,100,4,66,NaN,105,31,63,NaN,80,14,NaN
3177,NaN,,,,,NaN,,,,NaN,,,NaN
3178,NaN,65,100,4,66,NaN,105,31,63,NaN,80,14,NaN
3179,NaN,,,,,NaN,,,,NaN,,,NaN
3180,NaN,65,100,4,65,NaN,104,31,62,NaN,79,14,NaN
3181,NaN,,,,,NaN,,,,NaN,,,NaN
3182,NaN,64,100,4,65,NaN,103,31,63,NaN,78,14,NaN
3183,NaN,,,,,NaN,,,,NaN,,,NaN
3184,NaN,64,100,4,65,NaN,105,30,63,NaN,79,14,NaN
3185,NaN,,,,,NaN,,,,NaN,,,NaN
3186,NaN,64,100,4,65,NaN,102,30,63,NaN,78,14,NaN
3187,NaN,,,,,NaN,,,,NaN,,,NaN
3188,NaN,65,100,4,64,NaN,104,30,63,NaN,79,14,NaN
3189,NaN,,,,,NaN,,,,NaN,,,NaN
3190,NaN,64,100,4,65,NaN,104,30,63,NaN,79,14,NaN
3191,NaN,,,,,NaN,,,,NaN,,,NaN
3192,NaN,64,100,4,65,NaN,106,31,63,NaN,80,14,NaN
3193,NaN,,,,,NaN,,,,NaN,,,NaN
3194,NaN,64,100,4,65,NaN,103,31,63,NaN,79,14,NaN
3195,NaN,,,,,NaN,,,,NaN,,,NaN
3196,NaN,64,100,4,65,NaN,106,31,64,NaN,80,14,NaN
3197,NaN,,,,,NaN,,,,NaN,,,NaN
3198,NaN,64,100,4,65,NaN,103,31,63,NaN,79,14,NaN
3199,NaN,,,,,NaN,,,,NaN,,,NaN
3200,NaN,64,100,4,65,NaN,105,31,63,NaN,79,14,NaN
3201,NaN,,,,,NaN,,,,NaN,,,NaN
3202,NaN,64,100,4,65,NaN,101,31,61,NaN,78,14,NaN
3203,NaN,,,,,NaN,,,,NaN,,,NaN
3204,NaN,64,100,4,65,NaN,103,31,61,NaN,78,14,NaN
3205,NaN,,,,,NaN,,,,NaN,,,NaN
3206,NaN,64,100,4,64,NaN,101,31,62,NaN,77,14,NaN
3207,NaN,,,,,NaN,,,,NaN,,,NaN
3208,NaN,63,100,4,64,NaN,103,31,62,NaN,78,14,NaN
3209,NaN,,,,,NaN,,,,NaN,,,NaN
3210,NaN,64,100,4,64,NaN,103,31,62,NaN,78,14,NaN
3211,NaN,,,,,NaN,,,,NaN,,,NaN
3212,NaN,63,100,4,64,NaN,102,31,62,NaN,78,14,NaN
3213,NaN,,,,,NaN,,,,NaN,,,NaN
3214,NaN,63,100,5,63,NaN,104,31,62,NaN,78,14,NaN
3215,NaN,,,,,NaN,,,,NaN,,,NaN
3216,NaN,63,100,5,63,NaN,101,31,61,NaN,77,14,NaN
3217,NaN,,,,,NaN,,,,NaN,,,NaN
3218,NaN,63,100,4,63,NaN,104,31,63,NaN,79,14,NaN
3219,NaN,,,,,NaN,,,,NaN,,,NaN
3220,NaN,62,100,4,63,NaN,104,31,64,NaN,79,14,NaN
3221,NaN,,,,,NaN,,,,NaN,,,NaN
3222,NaN,63,100,4,63,NaN,107,31,64,NaN,80,14,NaN
3223,NaN,,,,,NaN,,,,NaN,,,NaN
3224,NaN,63,100,4,64,NaN,104,31,64,NaN,79,14,NaN
3225,NaN,,,,,NaN,,,,NaN,,,NaN
3226,NaN,63,100,4,64,NaN,107,31,64,NaN,80,14,NaN
3227,NaN,,,,,NaN,,,,NaN,,,NaN
3228,NaN,64,100,4,64,NaN,104,31,63,NaN,79,14,NaN
3229,NaN,,,,,NaN,,,,NaN,,,NaN
3230,NaN,64,100,4,65,NaN,105,31,64,NaN,80,14,NaN
3231,NaN,,,,,NaN,,,,NaN,,,NaN
3232,NaN,65,100,4,65,NaN,103,31,63,NaN,79,14,NaN
3233,NaN,,,,,NaN,,,,NaN,,,NaN
3234,NaN,64,100,4,65,NaN,106,31,64,NaN,80,14,NaN
3235,NaN,,,,,NaN,,,,NaN,,,NaN
3236,NaN,64,100,5,65,NaN,106,31,64,NaN,80,14,NaN
3237,NaN,,,,,NaN,,,,NaN,,,NaN
3238,NaN,64,100,5,65,NaN,105,31,63,NaN,80,14,NaN
3239,NaN,,,,,NaN,,,,NaN,,,NaN
3240,NaN,64,100,4,64,NaN,104,31,62,NaN,79,14,NaN
3241,NaN,,,,,NaN,,,,NaN,,,NaN
3242,NaN,63,100,4,64,NaN,104,31,63,NaN,79,14,NaN
3243,NaN,,,,,NaN,,,,NaN,,,NaN
3244,NaN,63,100,4,64,NaN,106,31,63,NaN,79,14,NaN
3245,NaN,,,,,NaN,,,,NaN,,,NaN
3246,NaN,63,100,4,63,NaN,104,31,63,NaN,79,14,NaN
3247,NaN,,,,,NaN,,,,NaN,,,NaN
3248,NaN,63,100,4,63,NaN,106,31,62,NaN,79,14,NaN
3249,NaN,,,,,NaN,,,,NaN,,,NaN
3250,NaN,63,100,4,63,NaN,104,31,63,NaN,79,14,NaN
3251,NaN,,,,,NaN,,,,NaN,,,NaN
3252,NaN,63,100,4,63,NaN,106,31,63,NaN,79,14,NaN
3253,NaN,,,,,NaN,,,,NaN,,,NaN
3254,NaN,63,100,4,64,NaN,102,31,63,NaN,79,14,NaN
3255,NaN,,,,,NaN,,,,NaN,,,NaN
3256,NaN,63,100,4,64,NaN,105,30,63,NaN,79,14,NaN
3257,NaN,,,,,NaN,,,,NaN,,,NaN
3258,NaN,64,100,4,64,NaN,103,30,63,NaN,79,14,NaN
3259,NaN,,,,,NaN,,,,NaN,,,NaN
3260,NaN,64,100,4,64,NaN,105,30,63,NaN,79,14,NaN
3261,NaN,,,,,NaN,,,,NaN,,,NaN
3262,NaN,64,100,4,64,NaN,103,31,63,NaN,78,14,NaN
3263,NaN,,,,,NaN,,,,NaN,,,NaN
3264,NaN,63,100,4,64,NaN,105,31,63,NaN,79,14,NaN
3265,NaN,,,,,NaN,,,,NaN,,,NaN
3266,NaN,63,100,4,64,NaN,103,31,62,NaN,79,14,NaN
3267,NaN,,,,,NaN,,,,NaN,,,NaN
3268,NaN,63,100,4,64,NaN,104,31,62,NaN,79,14,NaN
3269,NaN,,,,,NaN,,,,NaN,,,NaN
3270,NaN,63,100,4,63,NaN,102,31,61,NaN,78,14,NaN
3271,NaN,,,,,NaN,,,,NaN,,,NaN
3272,NaN,63,100,4,64,NaN,101,31,62,NaN,77,14,NaN
3273,NaN,,,,,NaN,,,,NaN,,,NaN
3274,NaN,63,100,4,63,NaN,102,31,61,NaN,77,14,NaN
3275,NaN,,,,,NaN,,,,NaN,,,NaN
3276,NaN,63,100,4,63,NaN,100,31,61,NaN,77,14,NaN
3277,NaN,,,,,NaN,,,,NaN,,,NaN
3278,NaN,63,100,4,63,NaN,103,31,61,NaN,77,14,NaN
3279,NaN,,,,,NaN,,,,NaN,,,NaN
3280,NaN,63,100,4,63,NaN,102,31,63,NaN,77,14,NaN
3281,NaN,,,,,NaN,,,,NaN,,,NaN
3282,NaN,67,100,5,63,NaN,105,31,64,NaN,78,14,NaN
3283,NaN,,,,,NaN,,,,NaN,,,NaN
3284,NaN,67,100,5,63,NaN,104,31,63,NaN,79,14,NaN
3285,NaN,,,,,NaN,,,,NaN,,,NaN
3286,NaN,67,100,5,64,NaN,106,31,64,NaN,80,14,NaN
3287,NaN,,,,,NaN,,,,NaN,,,NaN
3288,NaN,67,100,5,64,NaN,105,31,64,NaN,80,14,NaN
3289,NaN,,,,,NaN,,,,NaN,,,NaN
3290,NaN,68,100,4,65,NaN,107,31,64,NaN,80,14,NaN
3291,NaN,,,,,NaN,,,,NaN,,,NaN
3292,NaN,69,100,4,65,NaN,104,31,64,NaN,80,14,NaN
3293,NaN,,,,,NaN,,,,NaN,,,NaN
3294,NaN,69,100,4,65,NaN,108,31,64,NaN,80,14,NaN
3295,NaN,,,,,NaN,,,,NaN,,,NaN
3296,NaN,65,100,5,65,NaN,104,31,63,NaN,80,14,NaN
3297,NaN,,,,,NaN,,,,NaN,,,NaN
3298,NaN,64,100,5,65,NaN,106,30,63,NaN,80,14,NaN
3299,NaN,,,,,NaN,,,,NaN,,,NaN
3300,NaN,65,100,4,65,NaN,105,30,63,NaN,79,14,NaN
3301,NaN,,,,,NaN,,,,NaN,,,NaN
3302,NaN,64,100,4,65,NaN,103,30,63,NaN,79,14,NaN
3303,NaN,,,,,NaN,,,,NaN,,,NaN
3304,NaN,64,100,4,64,NaN,104,30,62,NaN,79,14,NaN
3305,NaN,,,,,NaN,,,,NaN,,,NaN
3306,NaN,64,100,4,64,NaN,103,31,62,NaN,78,14,NaN
3307,NaN,,,,,NaN,,,,NaN,,,NaN
3308,NaN,64,100,4,64,NaN,103,31,62,NaN,78,14,NaN
3309,NaN,,,,,NaN,,,,NaN,,,NaN
3310,NaN,63,100,4,64,NaN,102,31,62,NaN,78,14,NaN
3311,NaN,,,,,NaN,,,,NaN,,,NaN
3312,NaN,63,100,4,64,NaN,104,31,63,NaN,79,14,NaN
3313,NaN,,,,,NaN,,,,NaN,,,NaN
3314,NaN,63,100,4,64,NaN,102,31,63,NaN,78,14,NaN
3315,NaN,,,,,NaN,,,,NaN,,,NaN
3316,NaN,70,100,4,64,NaN,105,31,63,NaN,79,14,NaN
3317,NaN,,,,,NaN,,,,NaN,,,NaN
3318,NaN,85,100,4,64,NaN,103,31,63,NaN,78,14,NaN
3319,NaN,,,,,NaN,,,,NaN,,,NaN
3320,NaN,86,100,4,65,NaN,104,31,62,NaN,79,14,NaN
3321,NaN,,,,,NaN,,,,NaN,,,NaN
3322,NaN,86,100,4,64,NaN,101,31,62,NaN,78,14,NaN
3323,NaN,,,,,NaN,,,,NaN,,,NaN
3324,NaN,76,100,4,64,NaN,104,31,62,NaN,78,14,NaN
3325,NaN,,,,,NaN,,,,NaN,,,NaN
3326,NaN,69,100,4,64,NaN,102,31,62,NaN,78,14,NaN
3327,NaN,,,,,NaN,,,,NaN,,,NaN
3328,NaN,63,100,4,64,NaN,103,31,62,NaN,78,14,NaN
3329,NaN,,,,,NaN,,,,NaN,,,NaN
3330,NaN,63,100,4,63,NaN,102,31,62,NaN,78,14,NaN
3331,NaN,,,,,NaN,,,,NaN,,,NaN
3332,NaN,62,100,4,63,NaN,101,31,62,NaN,77,14,NaN
3333,NaN,,,,,NaN,,,,NaN,,,NaN
3334,NaN,62,100,4,63,NaN,103,31,62,NaN,78,14,NaN
3335,NaN,,,,,NaN,,,,NaN,,,NaN
3336,NaN,62,100,4,63,NaN,101,31,62,NaN,77,14,NaN
3337,NaN,,,,,NaN,,,,NaN,,,NaN
3338,NaN,62,100,4,63,NaN,104,31,62,NaN,78,14,NaN
3339,NaN,,,,,NaN,,,,NaN,,,NaN
3340,NaN,62,100,4,63,NaN,101,31,62,NaN,77,14,NaN
3341,NaN,,,,,NaN,,,,NaN,,,NaN
3342,NaN,63,100,5,64,NaN,104,31,62,NaN,78,14,NaN
3343,NaN,,,,,NaN,,,,NaN,,,NaN
3344,NaN,63,100,5,64,NaN,103,31,63,NaN,78,14,NaN
3345,NaN,,,,,NaN,,,,NaN,,,NaN
3346,NaN,63,100,4,64,NaN,105,31,63,NaN,79,14,NaN
3347,NaN,,,,,NaN,,,,NaN,,,NaN
3348,NaN,63,100,4,64,NaN,103,30,62,NaN,78,14,NaN
3349,NaN,,,,,NaN,,,,NaN,,,NaN
3350,NaN,64,100,4,64,NaN,106,30,64,NaN,79,14,NaN
3351,NaN,,,,,NaN,,,,NaN,,,NaN
3352,NaN,64,100,4,64,NaN,103,30,63,NaN,79,14,NaN
3353,NaN,,,,,NaN,,,,NaN,,,NaN
3354,NaN,64,100,4,64,NaN,105,30,63,NaN,79,14,NaN
3355,NaN,,,,,NaN,,,,NaN,,,NaN
3356,NaN,65,100,4,65,NaN,103,31,63,NaN,79,14,NaN
3357,NaN,,,,,NaN,,,,NaN,,,NaN
3358,NaN,65,100,4,65,NaN,105,31,63,NaN,79,14,NaN
3359,NaN,,,,,NaN,,,,NaN,,,NaN
3360,NaN,64,100,4,65,NaN,103,31,63,NaN,79,14,NaN
3361,NaN,,,,,NaN,,,,NaN,,,NaN
3362,NaN,64,100,4,65,NaN,104,31,63,NaN,79,14,NaN
3363,NaN,,,,,NaN,,,,NaN,,,NaN
3364,NaN,64,100,4,64,NaN,104,30,63,NaN,79,14,NaN
3365,NaN,,,,,NaN,,,,NaN,,,NaN
3366,NaN,70,100,4,64,NaN,102,30,63,NaN,78,14,NaN
3367,NaN,,,,,NaN,,,,NaN,,,NaN
3368,NaN,70,100,4,64,NaN,105,30,64,NaN,79,14,NaN
3369,NaN,,,,,NaN,,,,NaN,,,NaN
3370,NaN,69,100,4,64,NaN,103,31,64,NaN,79,14,NaN
3371,NaN,,,,,NaN,,,,NaN,,,NaN
3372,NaN,70,100,5,64,NaN,106,31,63,NaN,80,14,NaN
