time,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/CVP,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/HR
11140,,,NaN,,NaN,,,NaN,,,,NaN,
11141,100,127,NaN,16,NaN,91,185,NaN,72,36,66,NaN,72
11142,,,NaN,,NaN,,,NaN,,,,NaN,
11143,100,128,NaN,16,NaN,92,185,NaN,74,36,66,NaN,73
11144,,,NaN,,NaN,,,NaN,,,,NaN,
11145,100,127,NaN,16,NaN,92,185,NaN,74,36,66,NaN,74
11146,,,NaN,,NaN,,,NaN,,,,NaN,
11147,100,129,NaN,16,NaN,93,185,NaN,74,36,66,NaN,74
11148,,,NaN,,NaN,,,NaN,,,,NaN,
11149,100,130,NaN,16,NaN,94,185,NaN,74,36,68,NaN,74
11150,,,NaN,,NaN,,,NaN,,,,NaN,
11151,100,131,NaN,16,NaN,95,185,NaN,74,36,68,NaN,73
11152,,,NaN,,NaN,,,NaN,,,,NaN,
11153,100,134,NaN,16,NaN,96,185,NaN,73,36,70,NaN,73
11154,,,NaN,,NaN,,,NaN,,,,NaN,
11155,100,133,NaN,16,NaN,97,185,NaN,74,36,69,NaN,73
11156,,,NaN,,NaN,,,NaN,,,,NaN,
11157,100,135,NaN,16,NaN,98,185,NaN,74,36,70,NaN,74
11158,,,NaN,,NaN,,,NaN,,,,NaN,
11159,100,134,NaN,16,NaN,98,185,NaN,75,36,70,NaN,75
11160,,,NaN,,NaN,,,NaN,,,,NaN,
11161,100,137,NaN,16,NaN,99,185,NaN,76,36,71,NaN,76
11162,,,NaN,,NaN,,,NaN,,,,NaN,
11163,100,134,NaN,16,NaN,98,185,NaN,77,36,70,NaN,76
11164,,,NaN,,NaN,,,NaN,,,,NaN,
11165,100,135,NaN,16,NaN,99,185,NaN,77,36,70,NaN,77
11166,,,NaN,,NaN,,,NaN,,,,NaN,
11167,100,133,NaN,16,NaN,98,185,NaN,77,36,70,NaN,77
11168,,,NaN,,NaN,,,NaN,,,,NaN,
11169,100,133,NaN,16,NaN,98,185,NaN,78,36,69,NaN,77
11170,,,NaN,,NaN,,,NaN,,,,NaN,
11171,100,132,NaN,16,NaN,97,185,NaN,78,37,69,NaN,77
11172,,,NaN,,NaN,,,NaN,,,,NaN,
11173,100,132,NaN,16,NaN,97,185,NaN,78,37,68,NaN,77
11174,,,NaN,,NaN,,,NaN,,,,NaN,
11175,100,132,NaN,16,NaN,96,185,NaN,78,37,69,NaN,77
11176,,,NaN,,NaN,,,NaN,,,,NaN,
11177,100,131,NaN,16,NaN,96,185,NaN,78,36,67,NaN,78
11178,,,NaN,,NaN,,,NaN,,,,NaN,
11179,100,132,NaN,16,NaN,96,185,NaN,78,36,68,NaN,77
11180,,,NaN,,NaN,,,NaN,,,,NaN,
11181,100,130,NaN,16,NaN,95,185,NaN,78,36,67,NaN,77
11182,,,NaN,,NaN,,,NaN,,,,NaN,
11183,100,132,NaN,16,NaN,95,185,NaN,78,36,68,NaN,77
11184,,,NaN,,NaN,,,NaN,,,,NaN,
11185,100,130,NaN,16,NaN,95,185,NaN,78,36,67,NaN,77
11186,,,NaN,,NaN,,,NaN,,,,NaN,
11187,100,133,NaN,16,NaN,96,185,NaN,78,36,68,NaN,77
11188,,,NaN,,NaN,,,NaN,,,,NaN,
11189,100,130,NaN,16,NaN,95,185,NaN,78,37,67,NaN,77
11190,,,NaN,,NaN,,,NaN,,,,NaN,
11191,100,133,NaN,16,NaN,96,185,NaN,78,37,68,NaN,77
11192,,,NaN,,NaN,,,NaN,,,,NaN,
11193,100,130,NaN,16,NaN,95,185,NaN,78,37,67,NaN,77
11194,,,NaN,,NaN,,,NaN,,,,NaN,
11195,100,133,NaN,16,NaN,96,185,NaN,78,37,68,NaN,77
11196,,,NaN,,NaN,,,NaN,,,,NaN,
11197,100,132,NaN,16,NaN,96,185,NaN,78,37,68,NaN,77
11198,,,NaN,,NaN,,,NaN,,,,NaN,
11199,100,133,NaN,16,NaN,97,185,NaN,78,37,68,NaN,77
11200,,,NaN,,NaN,,,NaN,,,,NaN,
11201,100,132,NaN,16,NaN,96,185,NaN,78,37,68,NaN,77
11202,,,NaN,,NaN,,,NaN,,,,NaN,
11203,100,132,NaN,16,NaN,97,185,NaN,78,37,68,NaN,77
11204,,,NaN,,NaN,,,NaN,,,,NaN,
11205,100,132,NaN,16,NaN,96,185,NaN,78,37,68,NaN,77
11206,,,NaN,,NaN,,,NaN,,,,NaN,
11207,100,132,NaN,16,NaN,96,185,NaN,78,37,67,NaN,77
11208,,,NaN,,NaN,,,NaN,,,,NaN,
11209,100,134,NaN,16,NaN,97,185,NaN,78,36,68,NaN,77
11210,,,NaN,,NaN,,,NaN,,,,NaN,
11211,100,132,NaN,16,NaN,96,185,NaN,78,36,68,NaN,77
11212,,,NaN,,NaN,,,NaN,,,,NaN,
11213,100,134,NaN,16,NaN,97,185,NaN,78,36,69,NaN,77
11214,,,NaN,,NaN,,,NaN,,,,NaN,
11215,100,132,NaN,16,NaN,96,185,NaN,78,37,68,NaN,77
11216,,,NaN,,NaN,,,NaN,,,,NaN,
11217,100,135,NaN,16,NaN,97,185,NaN,77,37,69,NaN,77
11218,,,NaN,,NaN,,,NaN,,,,NaN,
11219,100,133,NaN,16,NaN,97,185,NaN,77,37,68,NaN,77
11220,,,NaN,,NaN,,,NaN,,,,NaN,
11221,100,135,NaN,16,NaN,98,185,NaN,77,37,68,NaN,77
11222,,,NaN,,NaN,,,NaN,,,,NaN,
11223,100,131,NaN,16,NaN,96,185,NaN,77,37,67,NaN,77
11224,,,NaN,,NaN,,,NaN,,,,NaN,
11225,100,133,NaN,16,NaN,96,185,NaN,77,37,67,NaN,77
11226,,,NaN,,NaN,,,NaN,,,,NaN,
11227,100,131,NaN,16,NaN,95,185,NaN,77,37,67,NaN,77
11228,,,NaN,,NaN,,,NaN,,,,NaN,
11229,100,131,NaN,16,NaN,95,184,NaN,78,37,66,NaN,77
11230,,,NaN,,NaN,,,NaN,,,,NaN,
11231,100,131,NaN,16,NaN,95,184,NaN,78,37,67,NaN,77
11232,,,NaN,,NaN,,,NaN,,,,NaN,
11233,100,130,NaN,16,NaN,95,184,NaN,78,36,66,NaN,78
11234,,,NaN,,NaN,,,NaN,,,,NaN,
11235,100,130,NaN,16,NaN,94,184,NaN,78,36,66,NaN,77
11236,,,NaN,,NaN,,,NaN,,,,NaN,
11237,100,129,NaN,16,NaN,93,184,NaN,78,36,65,NaN,77
11238,,,NaN,,NaN,,,NaN,,,,NaN,
11239,100,128,NaN,16,NaN,93,184,NaN,78,36,65,NaN,77
11240,,,NaN,,NaN,,,NaN,,,,NaN,
11241,100,127,NaN,16,NaN,92,184,NaN,77,37,64,NaN,77
11242,,,NaN,,NaN,,,NaN,,,,NaN,
11243,100,128,NaN,16,NaN,92,184,NaN,77,37,65,NaN,76
11244,,,NaN,,NaN,,,NaN,,,,NaN,
11245,100,126,NaN,16,NaN,91,184,NaN,77,37,63,NaN,76
11246,,,NaN,,NaN,,,NaN,,,,NaN,
11247,100,127,NaN,16,NaN,91,184,NaN,77,37,64,NaN,76
11248,,,NaN,,NaN,,,NaN,,,,NaN,
11249,100,124,NaN,16,NaN,90,184,NaN,77,37,63,NaN,76
11250,,,NaN,,NaN,,,NaN,,,,NaN,
11251,100,126,NaN,16,NaN,90,185,NaN,77,37,63,NaN,76
11252,,,NaN,,NaN,,,NaN,,,,NaN,
11253,100,124,NaN,16,NaN,89,185,NaN,77,36,63,NaN,76
11254,,,NaN,,NaN,,,NaN,,,,NaN,
11255,100,125,NaN,16,NaN,90,185,NaN,77,36,63,NaN,77
11256,,,NaN,,NaN,,,NaN,,,,NaN,
11257,100,124,NaN,16,NaN,90,185,NaN,77,36,64,NaN,77
11258,,,NaN,,NaN,,,NaN,,,,NaN,
11259,100,124,NaN,16,NaN,89,185,NaN,78,37,63,NaN,77
11260,,,NaN,,NaN,,,NaN,,,,NaN,
11261,100,123,NaN,16,NaN,89,185,NaN,78,37,64,NaN,77
11262,,,NaN,,NaN,,,NaN,,,,NaN,
11263,100,124,NaN,16,NaN,89,185,NaN,78,37,63,NaN,77
11264,,,NaN,,NaN,,,NaN,,,,NaN,
11265,100,125,NaN,16,NaN,89,185,NaN,78,37,64,NaN,77
11266,,,NaN,,NaN,,,NaN,,,,NaN,
11267,100,124,NaN,16,NaN,89,185,NaN,78,37,63,NaN,77
11268,,,NaN,,NaN,,,NaN,,,,NaN,
11269,100,125,NaN,16,NaN,90,185,NaN,77,37,63,NaN,77
11270,,,NaN,,NaN,,,NaN,,,,NaN,
11271,100,123,NaN,16,NaN,89,185,NaN,77,37,62,NaN,77
11272,,,NaN,,NaN,,,NaN,,,,NaN,
11273,100,125,NaN,16,NaN,90,185,NaN,77,37,63,NaN,77
11274,,,NaN,,NaN,,,NaN,,,,NaN,
11275,100,124,NaN,16,NaN,89,185,NaN,77,37,63,NaN,76
11276,,,NaN,,NaN,,,NaN,,,,NaN,
11277,100,126,NaN,16,NaN,90,185,NaN,77,37,64,NaN,76
11278,,,NaN,,NaN,,,NaN,,,,NaN,
11279,100,124,NaN,16,NaN,89,185,NaN,77,37,63,NaN,77
11280,,,NaN,,NaN,,,NaN,,,,NaN,
11281,100,127,NaN,16,NaN,90,185,NaN,77,37,64,NaN,77
11282,,,NaN,,NaN,,,NaN,,,,NaN,
11283,100,124,NaN,16,NaN,89,185,NaN,77,37,63,NaN,77
11284,,,NaN,,NaN,,,NaN,,,,NaN,
11285,100,126,NaN,16,NaN,90,185,NaN,77,37,63,NaN,76
11286,,,NaN,,NaN,,,NaN,,,,NaN,
11287,100,123,NaN,16,NaN,89,185,NaN,77,37,63,NaN,76
11288,,,NaN,,NaN,,,NaN,,,,NaN,
11289,100,123,NaN,16,NaN,89,185,NaN,76,37,62,NaN,76
11290,,,NaN,,NaN,,,NaN,,,,NaN,
11291,100,123,NaN,16,NaN,88,185,NaN,77,37,63,NaN,76
11292,,,NaN,,NaN,,,NaN,,,,NaN,
11293,100,124,NaN,16,NaN,89,185,NaN,77,37,62,NaN,76
11294,,,NaN,,NaN,,,NaN,,,,NaN,
11295,100,124,NaN,16,NaN,89,185,NaN,76,37,63,NaN,76
11296,,,NaN,,NaN,,,NaN,,,,NaN,
11297,100,123,NaN,16,NaN,88,185,NaN,76,37,62,NaN,76
11298,,,NaN,,NaN,,,NaN,,,,NaN,
11299,100,124,NaN,16,NaN,89,185,NaN,76,37,64,NaN,75
11300,,,NaN,,NaN,,,NaN,,,,NaN,
11301,100,123,NaN,16,NaN,89,185,NaN,76,37,63,NaN,75
11302,,,NaN,,NaN,,,NaN,,,,NaN,
11303,100,125,NaN,16,NaN,90,185,NaN,76,37,64,NaN,75
11304,,,NaN,,NaN,,,NaN,,,,NaN,
11305,100,123,NaN,16,NaN,89,185,NaN,76,37,62,NaN,75
11306,,,NaN,,NaN,,,NaN,,,,NaN,
11307,100,126,NaN,16,NaN,90,185,NaN,76,37,64,NaN,76
11308,,,NaN,,NaN,,,NaN,,,,NaN,
11309,100,124,NaN,16,NaN,89,185,NaN,76,37,63,NaN,76
11310,,,NaN,,NaN,,,NaN,,,,NaN,
11311,100,126,NaN,16,NaN,90,185,NaN,76,37,63,NaN,76
11312,,,NaN,,NaN,,,NaN,,,,NaN,
11313,100,124,NaN,16,NaN,89,185,NaN,76,37,63,NaN,76
11314,,,NaN,,NaN,,,NaN,,,,NaN,
11315,100,128,NaN,16,NaN,90,184,NaN,76,37,64,NaN,75
11316,,,NaN,,NaN,,,NaN,,,,NaN,
11317,100,124,NaN,16,NaN,89,184,NaN,75,37,63,NaN,75
11318,,,NaN,,NaN,,,NaN,,,,NaN,
11319,100,126,NaN,16,NaN,90,185,NaN,75,37,63,NaN,75
11320,,,NaN,,NaN,,,NaN,,,,NaN,
11321,100,124,NaN,16,NaN,89,185,NaN,75,37,64,NaN,75
11322,,,NaN,,NaN,,,NaN,,,,NaN,
11323,100,126,NaN,16,NaN,90,185,NaN,75,37,63,NaN,75
11324,,,NaN,,NaN,,,NaN,,,,NaN,
11325,100,124,NaN,16,NaN,90,185,NaN,76,37,64,NaN,75
11326,,,NaN,,NaN,,,NaN,,,,NaN,
11327,100,122,NaN,16,NaN,89,185,NaN,76,36,62,NaN,75
11328,,,NaN,,NaN,,,NaN,,,,NaN,
11329,100,123,NaN,16,NaN,88,185,NaN,76,36,63,NaN,75
11330,,,NaN,,NaN,,,NaN,,,,NaN,
11331,100,120,NaN,16,NaN,87,185,NaN,76,36,61,NaN,76
11332,,,NaN,,NaN,,,NaN,,,,NaN,
11333,100,123,NaN,16,NaN,88,185,NaN,76,37,62,NaN,75
11334,,,NaN,,NaN,,,NaN,,,,NaN,
11335,100,121,NaN,16,NaN,87,185,NaN,76,37,62,NaN,75
11336,,,NaN,,NaN,,,NaN,,,,NaN,
11337,100,123,NaN,16,NaN,88,185,NaN,76,37,62,NaN,75
11338,,,NaN,,NaN,,,NaN,,,,NaN,
11339,100,122,NaN,16,NaN,87,185,NaN,75,36,62,NaN,75
11340,,,NaN,,NaN,,,NaN,,,,NaN,
11341,100,124,NaN,16,NaN,88,184,NaN,75,36,62,NaN,75
11342,,,NaN,,NaN,,,NaN,,,,NaN,
11343,100,120,NaN,16,NaN,87,184,NaN,75,36,61,NaN,75
11344,,,NaN,,NaN,,,NaN,,,,NaN,
11345,100,122,NaN,16,NaN,87,184,NaN,75,37,61,NaN,74
11346,,,NaN,,NaN,,,NaN,,,,NaN,
11347,100,120,NaN,16,NaN,86,184,NaN,75,37,61,NaN,74
11348,,,NaN,,NaN,,,NaN,,,,NaN,
11349,100,121,NaN,16,NaN,86,185,NaN,74,37,61,NaN,74
11350,,,NaN,,NaN,,,NaN,,,,NaN,
11351,100,119,NaN,16,NaN,86,185,NaN,74,37,61,NaN,74
11352,,,NaN,,NaN,,,NaN,,,,NaN,
11353,100,119,NaN,16,NaN,85,185,NaN,74,37,60,NaN,74
11354,,,NaN,,NaN,,,NaN,,,,NaN,
11355,100,121,NaN,16,NaN,86,185,NaN,74,37,62,NaN,74
11356,,,NaN,,NaN,,,NaN,,,,NaN,
11357,100,120,NaN,16,NaN,86,185,NaN,74,36,61,NaN,74
11358,,,NaN,,NaN,,,NaN,,,,NaN,
11359,100,120,NaN,16,NaN,86,185,NaN,75,36,62,NaN,74
11360,,,NaN,,NaN,,,NaN,,,,NaN,
11361,100,119,NaN,16,NaN,86,185,NaN,75,36,61,NaN,74
11362,,,NaN,,NaN,,,NaN,,,,NaN,
11363,100,120,NaN,16,NaN,86,185,NaN,75,36,61,NaN,75
11364,,,NaN,,NaN,,,NaN,,,,NaN,
11365,100,118,NaN,16,NaN,85,185,NaN,75,36,60,NaN,75
11366,,,NaN,,NaN,,,NaN,,,,NaN,
11367,100,120,NaN,16,NaN,86,185,NaN,75,36,61,NaN,74
11368,,,NaN,,NaN,,,NaN,,,,NaN,
11369,100,118,NaN,16,NaN,85,185,NaN,75,36,60,NaN,74
11370,,,NaN,,NaN,,,NaN,,,,NaN,
11371,100,120,NaN,16,NaN,86,184,NaN,75,36,61,NaN,74
11372,,,NaN,,NaN,,,NaN,,,,NaN,
11373,100,118,NaN,16,NaN,85,184,NaN,75,36,61,NaN,74
11374,,,NaN,,NaN,,,NaN,,,,NaN,
11375,100,121,NaN,16,NaN,86,184,NaN,75,36,61,NaN,74
11376,,,NaN,,NaN,,,NaN,,,,NaN,
11377,100,117,NaN,16,NaN,85,184,NaN,75,36,60,NaN,74
11378,,,NaN,,NaN,,,NaN,,,,NaN,
11379,100,119,NaN,16,NaN,85,185,NaN,75,36,60,NaN,74
11380,,,NaN,,NaN,,,NaN,,,,NaN,
11381,100,116,NaN,16,NaN,84,185,NaN,75,36,60,NaN,74
11382,,,NaN,,NaN,,,NaN,,,,NaN,
11383,100,118,NaN,16,NaN,84,184,NaN,75,37,60,NaN,74
11384,,,NaN,,NaN,,,NaN,,,,NaN,
11385,100,118,NaN,16,NaN,85,184,NaN,75,37,61,NaN,74
11386,,,NaN,,NaN,,,NaN,,,,NaN,
11387,100,117,NaN,16,NaN,84,185,NaN,75,37,59,NaN,74
11388,,,NaN,,NaN,,,NaN,,,,NaN,
11389,100,117,NaN,16,NaN,84,185,NaN,75,36,60,NaN,74
11390,,,NaN,,NaN,,,NaN,,,,NaN,
11391,100,116,NaN,16,NaN,83,185,NaN,75,36,59,NaN,74
11392,,,NaN,,NaN,,,NaN,,,,NaN,
11393,100,117,NaN,16,NaN,83,185,NaN,75,36,59,NaN,74
11394,,,NaN,,NaN,,,NaN,,,,NaN,
11395,100,114,NaN,16,NaN,82,185,NaN,75,36,58,NaN,74
11396,,,NaN,,NaN,,,NaN,,,,NaN,
11397,100,115,NaN,16,NaN,82,185,NaN,75,36,58,NaN,74
11398,,,NaN,,NaN,,,NaN,,,,NaN,
11399,100,113,NaN,16,NaN,81,185,NaN,75,36,57,NaN,74
11400,,,NaN,,NaN,,,NaN,,,,NaN,
11401,100,115,NaN,16,NaN,82,184,NaN,75,36,58,NaN,74
11402,,,NaN,,NaN,,,NaN,,,,NaN,
11403,100,112,NaN,16,NaN,81,184,NaN,75,37,58,NaN,74
11404,,,NaN,,NaN,,,NaN,,,,NaN,
11405,100,113,NaN,16,NaN,81,185,NaN,75,37,58,NaN,74
11406,,,NaN,,NaN,,,NaN,,,,NaN,
11407,100,111,NaN,16,NaN,81,185,NaN,75,37,58,NaN,74
11408,,,NaN,,NaN,,,NaN,,,,NaN,
11409,100,113,NaN,16,NaN,81,185,NaN,75,36,57,NaN,74
11410,,,NaN,,NaN,,,NaN,,,,NaN,
11411,100,112,NaN,16,NaN,81,185,NaN,75,36,58,NaN,74
11412,,,NaN,,NaN,,,NaN,,,,NaN,
11413,100,112,NaN,16,NaN,81,185,NaN,75,36,57,NaN,74
11414,,,NaN,,NaN,,,NaN,,,,NaN,
11415,100,111,NaN,16,NaN,80,185,NaN,75,36,58,NaN,74
11416,,,NaN,,NaN,,,NaN,,,,NaN,
11417,100,111,NaN,16,NaN,80,185,NaN,75,36,57,NaN,74
11418,,,NaN,,NaN,,,NaN,,,,NaN,
11419,100,112,NaN,16,NaN,81,185,NaN,75,36,58,NaN,74
11420,,,NaN,,NaN,,,NaN,,,,NaN,
11421,100,111,NaN,16,NaN,80,185,NaN,75,36,57,NaN,74
11422,,,NaN,,NaN,,,NaN,,,,NaN,
11423,100,112,NaN,16,NaN,80,185,NaN,75,36,57,NaN,74
11424,,,NaN,,NaN,,,NaN,,,,NaN,
11425,100,110,NaN,16,NaN,79,185,NaN,75,36,57,NaN,74
11426,,,NaN,,NaN,,,NaN,,,,NaN,
11427,100,112,NaN,16,NaN,80,185,NaN,75,36,57,NaN,74
11428,,,NaN,,NaN,,,NaN,,,,NaN,
11429,100,109,NaN,16,NaN,79,185,NaN,75,36,57,NaN,75
11430,,,NaN,,NaN,,,NaN,,,,NaN,
11431,100,112,NaN,16,NaN,80,185,NaN,75,36,57,NaN,75
11432,,,NaN,,NaN,,,NaN,,,,NaN,
11433,100,110,NaN,16,NaN,80,185,NaN,75,36,58,NaN,74
11434,,,NaN,,NaN,,,NaN,,,,NaN,
11435,100,114,NaN,16,NaN,81,184,NaN,75,36,58,NaN,74
11436,,,NaN,,NaN,,,NaN,,,,NaN,
11437,100,111,NaN,16,NaN,80,184,NaN,75,36,58,NaN,74
11438,,,NaN,,NaN,,,NaN,,,,NaN,
11439,100,113,NaN,16,NaN,81,184,NaN,75,36,58,NaN,74
11440,,,NaN,,NaN,,,NaN,,,,NaN,
11441,100,113,NaN,16,NaN,81,184,NaN,75,36,59,NaN,74
11442,,,NaN,,NaN,,,NaN,,,,NaN,
11443,100,113,NaN,16,NaN,81,184,NaN,75,36,58,NaN,74
11444,,,NaN,,NaN,,,NaN,,,,NaN,
11445,100,113,NaN,16,NaN,81,184,NaN,74,36,58,NaN,74
11446,,,NaN,,NaN,,,NaN,,,,NaN,
11447,100,113,NaN,16,NaN,81,185,NaN,74,36,58,NaN,74
11448,,,NaN,,NaN,,,NaN,,,,NaN,
11449,100,113,NaN,16,NaN,81,185,NaN,74,36,59,NaN,74
11450,,,NaN,,NaN,,,NaN,,,,NaN,
11451,100,113,NaN,16,NaN,81,185,NaN,75,36,58,NaN,74
11452,,,NaN,,NaN,,,NaN,,,,NaN,
11453,100,114,NaN,16,NaN,82,185,NaN,75,36,60,NaN,74
11454,,,NaN,,NaN,,,NaN,,,,NaN,
11455,100,114,NaN,16,NaN,82,184,NaN,75,37,58,NaN,75
11456,,,NaN,,NaN,,,NaN,,,,NaN,
11457,100,116,NaN,16,NaN,83,184,NaN,75,37,60,NaN,74
11458,,,NaN,,NaN,,,NaN,,,,NaN,
11459,100,116,NaN,16,NaN,83,184,NaN,75,37,60,NaN,74
11460,,,NaN,,NaN,,,NaN,,,,NaN,
11461,100,119,NaN,16,NaN,84,184,NaN,75,36,61,NaN,74
11462,,,NaN,,NaN,,,NaN,,,,NaN,
11463,100,116,NaN,16,NaN,84,184,NaN,74,36,60,NaN,74
11464,,,NaN,,NaN,,,NaN,,,,NaN,
11465,100,118,NaN,16,NaN,84,184,NaN,74,36,60,NaN,74
11466,,,NaN,,NaN,,,NaN,,,,NaN,
11467,100,114,NaN,16,NaN,83,184,NaN,74,36,60,NaN,74
11468,,,NaN,,NaN,,,NaN,,,,NaN,
11469,100,117,NaN,16,NaN,83,184,NaN,74,36,59,NaN,74
11470,,,NaN,,NaN,,,NaN,,,,NaN,
11471,100,114,NaN,16,NaN,82,184,NaN,74,36,60,NaN,74
11472,,,NaN,,NaN,,,NaN,,,,NaN,
11473,100,117,NaN,16,NaN,83,185,NaN,74,36,60,NaN,74
11474,,,NaN,,NaN,,,NaN,,,,NaN,
11475,100,117,NaN,16,NaN,84,185,NaN,74,36,60,NaN,74
11476,,,NaN,,NaN,,,NaN,,,,NaN,
11477,100,116,NaN,16,NaN,84,185,NaN,74,36,60,NaN,74
11478,,,NaN,,NaN,,,NaN,,,,NaN,
11479,100,117,NaN,16,NaN,84,185,NaN,75,36,60,NaN,74
11480,,,NaN,,NaN,,,NaN,,,,NaN,
11481,100,117,NaN,16,NaN,84,184,NaN,75,36,60,NaN,74
11482,,,NaN,,NaN,,,NaN,,,,NaN,
11483,100,119,NaN,16,NaN,84,184,NaN,75,36,60,NaN,74
11484,,,NaN,,NaN,,,NaN,,,,NaN,
11485,100,116,NaN,16,NaN,83,185,NaN,75,36,59,NaN,74
11486,,,NaN,,NaN,,,NaN,,,,NaN,
11487,100,118,NaN,16,NaN,84,185,NaN,75,36,60,NaN,74
11488,,,NaN,,NaN,,,NaN,,,,NaN,
11489,100,115,NaN,16,NaN,83,185,NaN,75,36,59,NaN,75
11490,,,NaN,,NaN,,,NaN,,,,NaN,
11491,100,117,NaN,16,NaN,84,185,NaN,75,36,60,NaN,75
11492,,,NaN,,NaN,,,NaN,,,,NaN,
11493,100,114,NaN,16,NaN,83,185,NaN,76,36,60,NaN,75
11494,,,NaN,,NaN,,,NaN,,,,NaN,
11495,100,118,NaN,16,NaN,84,184,NaN,75,36,60,NaN,75
11496,,,NaN,,NaN,,,NaN,,,,NaN,
11497,100,116,NaN,16,NaN,83,184,NaN,76,36,60,NaN,75
11498,,,NaN,,NaN,,,NaN,,,,NaN,
11499,100,117,NaN,16,NaN,84,185,NaN,76,36,60,NaN,75
11500,,,NaN,,NaN,,,NaN,,,,NaN,
11501,100,114,NaN,16,NaN,83,185,NaN,75,36,59,NaN,75
11502,,,NaN,,NaN,,,NaN,,,,NaN,
11503,100,114,NaN,16,NaN,83,185,NaN,76,36,59,NaN,75
11504,,,NaN,,NaN,,,NaN,,,,NaN,
11505,100,113,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11506,,,NaN,,NaN,,,NaN,,,,NaN,
11507,100,114,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11508,,,NaN,,NaN,,,NaN,,,,NaN,
11509,100,114,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11510,,,NaN,,NaN,,,NaN,,,,NaN,
11511,100,113,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11512,,,NaN,,NaN,,,NaN,,,,NaN,
11513,100,114,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11514,,,NaN,,NaN,,,NaN,,,,NaN,
11515,100,113,NaN,16,NaN,82,184,NaN,75,36,58,NaN,75
11516,,,NaN,,NaN,,,NaN,,,,NaN,
11517,100,114,NaN,16,NaN,82,184,NaN,75,36,59,NaN,75
11518,,,NaN,,NaN,,,NaN,,,,NaN,
11519,100,111,NaN,16,NaN,81,184,NaN,75,36,58,NaN,75
11520,,,NaN,,NaN,,,NaN,,,,NaN,
11521,100,115,NaN,16,NaN,82,184,NaN,75,36,59,NaN,75
11522,,,NaN,,NaN,,,NaN,,,,NaN,
11523,100,113,NaN,16,NaN,81,185,NaN,75,36,59,NaN,75
11524,,,NaN,,NaN,,,NaN,,,,NaN,
11525,100,115,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11526,,,NaN,,NaN,,,NaN,,,,NaN,
11527,100,114,NaN,16,NaN,82,185,NaN,75,36,60,NaN,75
11528,,,NaN,,NaN,,,NaN,,,,NaN,
11529,100,118,NaN,16,NaN,84,185,NaN,75,36,60,NaN,75
11530,,,NaN,,NaN,,,NaN,,,,NaN,
11531,100,114,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11532,,,NaN,,NaN,,,NaN,,,,NaN,
11533,100,115,NaN,16,NaN,83,185,NaN,75,36,59,NaN,75
11534,,,NaN,,NaN,,,NaN,,,,NaN,
11535,100,114,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11536,,,NaN,,NaN,,,NaN,,,,NaN,
11537,100,115,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11538,,,NaN,,NaN,,,NaN,,,,NaN,
11539,100,114,NaN,16,NaN,82,185,NaN,75,36,59,NaN,75
11540,,,NaN,,NaN,,,NaN,,,,NaN,
11541,100,113,NaN,16,NaN,82,184,NaN,75,36,58,NaN,74
11542,,,NaN,,NaN,,,NaN,,,,NaN,
11543,100,116,NaN,16,NaN,82,184,NaN,75,36,59,NaN,74
11544,,,NaN,,NaN,,,NaN,,,,NaN,
11545,100,115,NaN,16,NaN,82,184,NaN,75,36,59,NaN,74
11546,,,NaN,,NaN,,,NaN,,,,NaN,
11547,100,118,NaN,16,NaN,83,184,NaN,74,36,60,NaN,74
11548,,,NaN,,NaN,,,NaN,,,,NaN,
11549,100,115,NaN,16,NaN,83,184,NaN,74,36,59,NaN,74
11550,,,NaN,,NaN,,,NaN,,,,NaN,
11551,100,121,NaN,16,NaN,84,184,NaN,74,36,65,NaN,73
11552,,,NaN,,NaN,,,NaN,,,,NaN,
11553,100,121,NaN,16,NaN,84,185,NaN,74,36,65,NaN,73
11554,,,NaN,,NaN,,,NaN,,,,NaN,
11555,100,35,NaN,16,NaN,35,185,NaN,74,36,35,NaN,73
11556,,,NaN,,NaN,,,NaN,,,,NaN,
11557,100,35,NaN,16,NaN,35,185,NaN,74,36,35,NaN,73
11558,,,NaN,,NaN,,,NaN,,,,NaN,
11559,100,31,NaN,16,NaN,31,184,NaN,74,36,31,NaN,73
11560,,,NaN,,NaN,,,NaN,,,,NaN,
11561,100,31,NaN,16,NaN,31,184,NaN,74,36,31,NaN,73
11562,,,NaN,,NaN,,,NaN,,,,NaN,
11563,100,29,NaN,16,NaN,29,185,NaN,74,36,29,NaN,74
11564,,,NaN,,NaN,,,NaN,,,,NaN,
