time,Solar8000/PLETH_SPO2,Solar8000/ART_SBP,SNUADC/CVP,Solar8000/RR_CO2,SNUADC/ART,Solar8000/ART_MBP,Solar8000/CVP,SNUADC/ECG_II,Solar8000/PLETH_HR,Solar8000/ETCO2,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/HR
0,,,NaN,,NaN,,,NaN,,,,NaN,
1,,,-495.6260070800781,,-496.78717041015625,,,-4.9562602043151855,,,,-4.9562602043151855,
2,,,-495.6240234375,,-496.7851867675781,,,-4.956240177154541,,,,-4.956240177154541,
3,,,NaN,,NaN,,,NaN,,,,NaN,
4,,,NaN,,NaN,,,NaN,,,,NaN,
5,68,0,NaN,,NaN,0,0,NaN,61,,0,NaN,82
6,,,NaN,,NaN,,,NaN,,,,NaN,
7,69,0,NaN,,NaN,0,0,NaN,61,,0,NaN,81
8,,,NaN,,NaN,,,NaN,,,,NaN,
9,69,0,NaN,,NaN,0,0,NaN,61,,0,NaN,82
10,,,NaN,,NaN,,,NaN,,,,NaN,
11,77,0,NaN,,NaN,0,0,NaN,64,,0,NaN,82
12,,,NaN,,NaN,,,NaN,,,,NaN,
13,81,0,NaN,,NaN,0,0,NaN,64,,0,NaN,83
14,,,NaN,,NaN,,,NaN,,,,NaN,
15,81,0,NaN,,NaN,0,0,NaN,64,,0,NaN,83
16,,,NaN,,NaN,,,NaN,,,,NaN,
17,82,0,NaN,,NaN,0,0,NaN,68,,0,NaN,83
18,,,NaN,,NaN,,,NaN,,,,NaN,
19,83,0,NaN,,NaN,0,0,NaN,78,,0,NaN,82
20,,,NaN,,NaN,,,NaN,,,,NaN,
21,83,0,NaN,,NaN,0,0,NaN,94,,0,NaN,82
22,,,NaN,,NaN,,,NaN,,,,NaN,
23,83,0,NaN,,NaN,0,0,NaN,99,,0,NaN,82
24,,,NaN,,NaN,,,NaN,,,,NaN,
25,83,0,NaN,,NaN,0,0,NaN,104,,0,NaN,81
26,,,NaN,,NaN,,,NaN,,,,NaN,
27,83,0,NaN,,NaN,0,0,NaN,107,,0,NaN,81
28,,,NaN,,NaN,,,NaN,,,,NaN,
29,83,0,NaN,,NaN,0,0,NaN,122,,0,NaN,81
30,,,NaN,,NaN,,,NaN,,,,NaN,
31,83,0,NaN,,NaN,0,0,NaN,119,,0,NaN,81
32,,,NaN,,NaN,,,NaN,,,,NaN,
33,83,0,NaN,,NaN,0,0,NaN,119,,0,NaN,81
34,,,NaN,,NaN,,,NaN,,,,NaN,
35,84,0,NaN,,NaN,0,0,NaN,108,,0,NaN,81
36,,,NaN,,NaN,,,NaN,,,,NaN,
37,84,0,NaN,,NaN,0,0,NaN,108,,0,NaN,80
38,,,NaN,,NaN,,,NaN,,,,NaN,
39,84,0,NaN,,NaN,0,0,NaN,108,,0,NaN,80
40,,,NaN,,NaN,,,NaN,,,,NaN,
41,84,0,NaN,,NaN,0,0,NaN,108,,0,NaN,84
42,,,NaN,,NaN,,,NaN,,,,NaN,
43,84,0,NaN,,NaN,0,0,NaN,112,,0,NaN,84
44,,,NaN,,NaN,,,NaN,,,,NaN,
45,84,0,NaN,,NaN,0,0,NaN,111,,0,NaN,84
46,,,NaN,,NaN,,,NaN,,,,NaN,
47,84,0,NaN,,NaN,0,0,NaN,111,,0,NaN,84
48,,,NaN,,NaN,,,NaN,,,,NaN,
49,84,0,NaN,,NaN,0,0,NaN,111,,0,NaN,84
50,,,NaN,,NaN,,,NaN,,,,NaN,
51,85,0,NaN,,NaN,0,0,NaN,113,,0,NaN,81
52,,,NaN,,NaN,,,NaN,,,,NaN,
53,85,0,NaN,,NaN,0,0,NaN,113,,0,NaN,80
54,,,NaN,,NaN,,,NaN,,,,NaN,
55,85,0,NaN,,NaN,0,0,NaN,113,,0,NaN,80
56,,,NaN,,NaN,,,NaN,,,,NaN,
57,85,0,NaN,,NaN,0,0,NaN,113,,0,NaN,80
58,,,NaN,,NaN,,,NaN,,,,NaN,
59,84,0,NaN,,NaN,0,0,NaN,113,,0,NaN,79
60,,,NaN,,NaN,,,NaN,,,,NaN,
61,84,0,NaN,,NaN,0,0,NaN,113,,0,NaN,79
62,,,NaN,,NaN,,,NaN,,,,NaN,
63,83,0,NaN,,NaN,0,0,NaN,113,,0,NaN,78
64,,,NaN,,NaN,,,NaN,,,,NaN,
65,82,0,NaN,,NaN,0,0,NaN,115,,0,NaN,78
66,,,NaN,,NaN,,,NaN,,,,NaN,
67,82,0,NaN,,NaN,0,0,NaN,115,,0,NaN,78
68,,,NaN,,NaN,,,NaN,,,,NaN,
69,82,0,NaN,,NaN,0,0,NaN,115,,0,NaN,78
70,,,NaN,,NaN,,,NaN,,,,NaN,
71,82,0,NaN,,NaN,0,0,NaN,121,,0,NaN,79
72,,,NaN,,NaN,,,NaN,,,,NaN,
73,82,0,NaN,,NaN,0,0,NaN,121,,0,NaN,80
74,,,NaN,,NaN,,,NaN,,,,NaN,
75,82,0,NaN,,NaN,0,0,NaN,121,,0,NaN,80
76,,,NaN,,NaN,,,NaN,,,,NaN,
77,82,0,NaN,,NaN,0,0,NaN,121,,0,NaN,79
78,,,NaN,,NaN,,,NaN,,,,NaN,
79,82,0,NaN,,NaN,0,0,NaN,121,,0,NaN,80
80,,,NaN,,NaN,,,NaN,,,,NaN,
81,82,0,NaN,,NaN,0,0,NaN,134,,0,NaN,80
82,,,NaN,,NaN,,,NaN,,,,NaN,
83,82,0,NaN,,NaN,0,0,NaN,134,,0,NaN,80
84,,,NaN,,NaN,,,NaN,,,,NaN,
85,82,0,NaN,,NaN,0,0,NaN,134,,0,NaN,80
86,,,NaN,,NaN,,,NaN,,,,NaN,
87,82,0,NaN,,NaN,0,0,NaN,134,,0,NaN,79
88,,,NaN,,NaN,,,NaN,,,,NaN,
89,82,0,NaN,,NaN,0,0,NaN,134,,0,NaN,79
90,,,NaN,,NaN,,,NaN,,,,NaN,
91,82,0,NaN,,NaN,0,0,NaN,126,,0,NaN,78
92,,,NaN,,NaN,,,NaN,,,,NaN,
93,82,0,NaN,,NaN,0,0,NaN,131,,0,NaN,78
94,,,NaN,,NaN,,,NaN,,,,NaN,
95,82,0,NaN,,NaN,0,0,NaN,129,,0,NaN,79
96,,,NaN,,NaN,,,NaN,,,,NaN,
97,82,0,NaN,,NaN,0,0,NaN,131,,0,NaN,79
98,,,NaN,,NaN,,,NaN,,,,NaN,
99,82,0,NaN,,NaN,0,0,NaN,128,,0,NaN,80
100,,,NaN,,NaN,,,NaN,,,,NaN,
101,82,0,NaN,,NaN,0,0,NaN,128,,0,NaN,80
102,,,NaN,,NaN,,,NaN,,,,NaN,
103,83,0,NaN,,NaN,0,0,NaN,116,,0,NaN,80
104,,,NaN,,NaN,,,NaN,,,,NaN,
105,83,0,NaN,,NaN,0,0,NaN,114,,0,NaN,80
106,,,NaN,,NaN,,,NaN,,,,NaN,
107,81,0,NaN,,NaN,0,0,NaN,107,,0,NaN,81
108,,,NaN,,NaN,,,NaN,,,,NaN,
109,81,0,NaN,,NaN,0,0,NaN,92,,0,NaN,81
110,,,NaN,,NaN,,,NaN,,,,NaN,
111,80,0,NaN,,NaN,0,0,NaN,98,,0,NaN,81
112,,,NaN,,NaN,,,NaN,,,,NaN,
113,80,0,NaN,,NaN,0,0,NaN,98,,0,NaN,80
114,,,NaN,,NaN,,,NaN,,,,NaN,
115,80,0,NaN,,NaN,0,0,NaN,96,,0,NaN,80
116,,,NaN,,NaN,,,NaN,,,,NaN,
117,80,0,NaN,,NaN,0,0,NaN,97,,0,NaN,80
118,,,NaN,,NaN,,,NaN,,,,NaN,
119,80,0,NaN,,NaN,0,0,NaN,97,,0,NaN,80
120,,,NaN,,NaN,,,NaN,,,,NaN,
121,80,0,NaN,,NaN,0,0,NaN,97,,0,NaN,80
122,,,NaN,,NaN,,,NaN,,,,NaN,
123,80,0,NaN,,NaN,0,0,NaN,93,,0,NaN,79
124,,,NaN,,NaN,,,NaN,,,,NaN,
125,80,0,NaN,,NaN,0,0,NaN,93,,0,NaN,79
126,,,NaN,,NaN,,,NaN,,,,NaN,
127,80,0,NaN,,NaN,0,0,NaN,93,,0,NaN,79
128,,,NaN,,NaN,,,NaN,,,,NaN,
129,80,0,NaN,,NaN,0,0,NaN,93,,0,NaN,79
130,,,NaN,,NaN,,,NaN,,,,NaN,
131,80,0,NaN,,NaN,0,0,NaN,83,,0,NaN,79
132,,,NaN,,NaN,,,NaN,,,,NaN,
133,80,0,NaN,,NaN,0,0,NaN,81,,0,NaN,79
134,,,NaN,,NaN,,,NaN,,,,NaN,
135,80,0,NaN,,NaN,0,0,NaN,81,,0,NaN,80
136,,,NaN,,NaN,,,NaN,,,,NaN,
137,80,0,NaN,,NaN,0,0,NaN,80,,0,NaN,80
138,,,NaN,,NaN,,,NaN,,,,NaN,
139,81,0,NaN,,NaN,0,0,NaN,79,,0,NaN,81
140,,,NaN,,NaN,,,NaN,,,,NaN,
141,80,4,NaN,,NaN,-5,0,NaN,76,,-17,NaN,81
142,,,NaN,,NaN,,,NaN,,,,NaN,
143,80,4,NaN,,NaN,-5,0,NaN,76,,-17,NaN,80
144,,,NaN,,NaN,,,NaN,,,,NaN,
145,80,-8,NaN,,NaN,-8,-17,NaN,76,,-8,NaN,80
146,,,NaN,,NaN,,,NaN,,,,NaN,
147,80,-8,NaN,,NaN,-8,-17,NaN,76,,-8,NaN,79
148,,,NaN,,NaN,,,NaN,,,,NaN,
149,80,-8,NaN,,NaN,-8,-23,NaN,76,,-8,NaN,79
150,,,NaN,,NaN,,,NaN,,,,NaN,
151,80,-8,NaN,,NaN,-8,-23,NaN,76,,-8,NaN,79
152,,,NaN,,NaN,,,NaN,,,,NaN,
153,80,-8,NaN,,NaN,-8,-23,NaN,76,,-8,NaN,79
154,,,NaN,,NaN,,,NaN,,,,NaN,
155,80,-8,NaN,,NaN,-8,-23,NaN,76,,-8,NaN,79
156,,,NaN,,NaN,,,NaN,,,,NaN,
157,,-8,NaN,,NaN,-8,-24,NaN,,,-8,NaN,79
158,,,NaN,,NaN,,,NaN,,,,NaN,
159,,-8,NaN,,NaN,-8,-24,NaN,,,-8,NaN,79
160,,,NaN,,NaN,,,NaN,,,,NaN,
161,,-8,NaN,,NaN,-8,-24,NaN,,,-8,NaN,79
162,,,NaN,,NaN,,,NaN,,,,NaN,
163,,-8,NaN,,NaN,-8,-24,NaN,,,-8,NaN,79
164,,,NaN,,NaN,,,NaN,,,,NaN,
165,,-8,NaN,,NaN,-8,-24,NaN,,,-8,NaN,80
166,,,NaN,,NaN,,,NaN,,,,NaN,
167,80,-8,NaN,,NaN,-8,-24,NaN,83,,-8,NaN,80
168,,,NaN,,NaN,,,NaN,,,,NaN,
169,80,-8,NaN,,NaN,-8,-24,NaN,83,,-8,NaN,80
170,,,NaN,,NaN,,,NaN,,,,NaN,
171,80,-8,NaN,,NaN,-8,-23,NaN,81,,-8,NaN,80
172,,,NaN,,NaN,,,NaN,,,,NaN,
173,80,-8,NaN,,NaN,-8,-23,NaN,81,,-8,NaN,79
174,,,NaN,,NaN,,,NaN,,,,NaN,
175,80,-8,NaN,,NaN,-8,-23,NaN,81,,-8,NaN,79
176,,,NaN,,NaN,,,NaN,,,,NaN,
177,80,-8,NaN,,NaN,-8,-23,NaN,81,,-8,NaN,80
178,,,NaN,,NaN,,,NaN,,,,NaN,
179,80,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
180,,,NaN,,NaN,,,NaN,,,,NaN,
181,80,-8,NaN,,NaN,-8,-23,NaN,79,,-8,NaN,81
182,,,NaN,,NaN,,,NaN,,,,NaN,
183,80,-8,NaN,,NaN,-8,-23,NaN,79,,-8,NaN,81
184,,,NaN,,NaN,,,NaN,,,,NaN,
185,80,-8,NaN,,NaN,-8,-23,NaN,78,,-8,NaN,81
186,,,NaN,,NaN,,,NaN,,,,NaN,
187,80,-8,NaN,,NaN,-8,-23,NaN,86,,-8,NaN,80
188,,,NaN,,NaN,,,NaN,,,,NaN,
189,80,-8,NaN,,NaN,-8,-23,NaN,86,,-8,NaN,80
190,,,NaN,,NaN,,,NaN,,,,NaN,
191,80,-8,NaN,,NaN,-8,-23,NaN,86,,-8,NaN,80
192,,,NaN,,NaN,,,NaN,,,,NaN,
193,80,-8,NaN,,NaN,-8,-23,NaN,86,,-8,NaN,79
194,,,NaN,,NaN,,,NaN,,,,NaN,
195,82,-8,NaN,,NaN,-8,-23,NaN,89,,-8,NaN,79
196,,,NaN,,NaN,,,NaN,,,,NaN,
197,82,-8,NaN,,NaN,-8,-23,NaN,89,,-8,NaN,79
198,,,NaN,,NaN,,,NaN,,,,NaN,
199,82,-8,NaN,,NaN,-8,-23,NaN,89,,-8,NaN,79
200,,,NaN,,NaN,,,NaN,,,,NaN,
201,82,-8,NaN,,NaN,-8,-23,NaN,91,,-8,NaN,79
202,,,NaN,,NaN,,,NaN,,,,NaN,
203,82,-8,NaN,,NaN,-8,-23,NaN,91,,-8,NaN,79
204,,,NaN,,NaN,,,NaN,,,,NaN,
205,82,-8,NaN,,NaN,-8,-22,NaN,91,,-8,NaN,79
206,,,NaN,,NaN,,,NaN,,,,NaN,
207,82,-8,NaN,,NaN,-8,-22,NaN,91,,-8,NaN,78
208,,,NaN,,NaN,,,NaN,,,,NaN,
209,82,-8,NaN,,NaN,-8,-23,NaN,91,,-8,NaN,78
210,,,NaN,,NaN,,,NaN,,,,NaN,
211,81,-8,NaN,,NaN,-8,-23,NaN,98,,-8,NaN,79
212,,,NaN,,NaN,,,NaN,,,,NaN,
213,81,-8,NaN,,NaN,-8,-23,NaN,98,,-8,NaN,79
214,,,NaN,,NaN,,,NaN,,,,NaN,
215,82,-8,NaN,,NaN,-8,-23,NaN,95,,-8,NaN,79
216,,,NaN,,NaN,,,NaN,,,,NaN,
217,82,-8,NaN,,NaN,-8,-23,NaN,95,,-8,NaN,79
218,,,NaN,,NaN,,,NaN,,,,NaN,
219,82,-8,NaN,,NaN,-8,-23,NaN,94,,-8,NaN,79
220,,,NaN,,NaN,,,NaN,,,,NaN,
221,82,-8,NaN,,NaN,-8,-23,NaN,95,,-8,NaN,80
222,,,NaN,,NaN,,,NaN,,,,NaN,
223,82,-8,NaN,,NaN,-8,-23,NaN,97,,-8,NaN,80
224,,,NaN,,NaN,,,NaN,,,,NaN,
225,83,-8,NaN,,NaN,-8,-23,NaN,99,,-8,NaN,80
226,,,NaN,,NaN,,,NaN,,,,NaN,
227,83,-8,NaN,,NaN,-8,-23,NaN,101,,-8,NaN,79
228,,,NaN,,NaN,,,NaN,,,,NaN,
229,83,-8,NaN,,NaN,-8,-23,NaN,101,,-8,NaN,79
230,,,NaN,,NaN,,,NaN,,,,NaN,
231,87,-8,NaN,,NaN,-8,-23,NaN,99,,-8,NaN,79
232,,,NaN,,NaN,,,NaN,,,,NaN,
233,87,-7,NaN,,NaN,-7,-23,NaN,101,,-7,NaN,78
234,,,NaN,,NaN,,,NaN,,,,NaN,
235,95,-7,NaN,,NaN,-7,-23,NaN,100,,-7,NaN,78
236,,,NaN,,NaN,,,NaN,,,,NaN,
237,99,-8,NaN,,NaN,-8,-23,NaN,87,,-8,NaN,78
238,,,NaN,,NaN,,,NaN,,,,NaN,
239,100,-8,NaN,,NaN,-8,-23,NaN,82,,-8,NaN,78
240,,,NaN,,NaN,,,NaN,,,,NaN,
241,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,78
242,,,NaN,,NaN,,,NaN,,,,NaN,
243,100,-8,NaN,,NaN,-8,-23,NaN,78,,-8,NaN,77
244,,,NaN,,NaN,,,NaN,,,,NaN,
245,100,-8,NaN,,NaN,-8,-23,NaN,78,,-8,NaN,77
246,,,NaN,,NaN,,,NaN,,,,NaN,
247,100,-8,NaN,,NaN,-8,-23,NaN,78,,-8,NaN,78
248,,,NaN,,NaN,,,NaN,,,,NaN,
249,100,-8,NaN,,NaN,-8,-23,NaN,79,,-8,NaN,78
250,,,NaN,,NaN,,,NaN,,,,NaN,
251,100,-8,NaN,,NaN,-8,-24,NaN,79,,-8,NaN,79
252,,,NaN,,NaN,,,NaN,,,,NaN,
253,100,-8,NaN,,NaN,-8,-24,NaN,79,,-8,NaN,78
254,,,NaN,,NaN,,,NaN,,,,NaN,
255,100,-8,NaN,,NaN,-8,-23,NaN,78,,-8,NaN,78
256,,,NaN,,NaN,,,NaN,,,,NaN,
257,100,-8,NaN,,NaN,-8,-23,NaN,78,,-8,NaN,78
258,,,NaN,,NaN,,,NaN,,,,NaN,
259,100,-8,NaN,,NaN,-8,-23,NaN,79,,-8,NaN,78
260,,,NaN,,NaN,,,NaN,,,,NaN,
261,100,-8,NaN,,NaN,-8,-23,NaN,79,,-8,NaN,79
262,,,NaN,,NaN,,,NaN,,,,NaN,
263,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
264,,,NaN,,NaN,,,NaN,,,,NaN,
265,100,-7,NaN,,NaN,-7,-23,NaN,80,,-7,NaN,79
266,,,NaN,,NaN,,,NaN,,,,NaN,
267,100,-7,NaN,,NaN,-7,-23,NaN,79,,-7,NaN,79
268,,,NaN,,NaN,,,NaN,,,,NaN,
269,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
270,,,NaN,,NaN,,,NaN,,,,NaN,
271,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
272,,,NaN,,NaN,,,NaN,,,,NaN,
273,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
274,,,NaN,,NaN,,,NaN,,,,NaN,
275,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
276,,,NaN,,NaN,,,NaN,,,,NaN,
277,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
278,,,NaN,,NaN,,,NaN,,,,NaN,
279,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
280,,,NaN,,NaN,,,NaN,,,,NaN,
281,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
282,,,NaN,,NaN,,,NaN,,,,NaN,
283,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
284,,,NaN,,NaN,,,NaN,,,,NaN,
285,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
286,,,NaN,,NaN,,,NaN,,,,NaN,
287,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
288,,,NaN,,NaN,,,NaN,,,,NaN,
289,100,-8,NaN,,NaN,-8,-22,NaN,81,,-8,NaN,80
290,,,NaN,,NaN,,,NaN,,,,NaN,
291,100,-8,NaN,,NaN,-8,-22,NaN,81,,-8,NaN,81
292,,,NaN,,NaN,,,NaN,,,,NaN,
293,100,-8,NaN,,NaN,-8,-22,NaN,81,,-8,NaN,81
294,,,NaN,,NaN,,,NaN,,,,NaN,
295,99,-8,NaN,,NaN,-8,-23,NaN,82,,-8,NaN,82
296,,,NaN,,NaN,,,NaN,,,,NaN,
297,99,-7,NaN,,NaN,-7,-23,NaN,82,,-7,NaN,82
298,,,NaN,,NaN,,,NaN,,,,NaN,
299,99,-7,NaN,,NaN,-7,-23,NaN,83,,-7,NaN,82
300,,,NaN,,NaN,,,NaN,,,,NaN,
301,99,-7,NaN,,NaN,-7,-23,NaN,83,,-7,NaN,82
302,,,NaN,,NaN,,,NaN,,,,NaN,
303,99,-8,NaN,,NaN,-8,-23,NaN,82,,-8,NaN,81
304,,,NaN,,NaN,,,NaN,,,,NaN,
305,99,-8,NaN,,NaN,-8,-23,NaN,81,,-8,NaN,80
306,,,NaN,,NaN,,,NaN,,,,NaN,
307,99,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
308,,,NaN,,NaN,,,NaN,,,,NaN,
309,99,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
310,,,NaN,,NaN,,,NaN,,,,NaN,
311,99,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
312,,,NaN,,NaN,,,NaN,,,,NaN,
313,99,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
314,,,NaN,,NaN,,,NaN,,,,NaN,
315,99,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
316,,,NaN,,NaN,,,NaN,,,,NaN,
317,99,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
318,,,NaN,,NaN,,,NaN,,,,NaN,
319,99,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
320,,,NaN,,NaN,,,NaN,,,,NaN,
321,99,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
322,,,NaN,,NaN,,,NaN,,,,NaN,
323,99,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
324,,,NaN,,NaN,,,NaN,,,,NaN,
325,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
326,,,NaN,,NaN,,,NaN,,,,NaN,
327,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
328,,,NaN,,NaN,,,NaN,,,,NaN,
329,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
330,,,NaN,,NaN,,,NaN,,,,NaN,
331,100,-7,NaN,,NaN,-7,-23,NaN,80,,-7,NaN,79
332,,,NaN,,NaN,,,NaN,,,,NaN,
333,100,-7,NaN,,NaN,-7,-24,NaN,80,,-7,NaN,79
334,,,NaN,,NaN,,,NaN,,,,NaN,
335,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
336,,,NaN,,NaN,,,NaN,,,,NaN,
337,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
338,,,NaN,,NaN,,,NaN,,,,NaN,
339,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
340,,,NaN,,NaN,,,NaN,,,,NaN,
341,100,-8,NaN,,NaN,-8,-23,NaN,79,,-8,NaN,79
342,,,NaN,,NaN,,,NaN,,,,NaN,
343,100,-8,NaN,,NaN,-8,-23,NaN,79,,-8,NaN,79
344,,,NaN,,NaN,,,NaN,,,,NaN,
345,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
346,,,NaN,,NaN,,,NaN,,,,NaN,
347,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
348,,,NaN,,NaN,,,NaN,,,,NaN,
349,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,80
350,,,NaN,,NaN,,,NaN,,,,NaN,
351,100,-8,NaN,,NaN,-8,-23,NaN,80,,-8,NaN,79
352,,,NaN,,NaN,,,NaN,,,,NaN,
353,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
354,,,NaN,,NaN,,,NaN,,,,NaN,
355,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
356,,,NaN,,NaN,,,NaN,,,,NaN,
357,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
358,,,NaN,,NaN,,,NaN,,,,NaN,
359,100,-8,NaN,,NaN,-8,-24,NaN,81,,-8,NaN,80
360,,,NaN,,NaN,,,NaN,,,,NaN,
361,100,-8,NaN,,NaN,-8,-24,NaN,82,,-8,NaN,80
362,,,NaN,,NaN,,,NaN,,,,NaN,
363,100,-7,NaN,,NaN,-7,-24,NaN,82,,-7,NaN,81
364,,,NaN,,NaN,,,NaN,,,,NaN,
365,100,-7,NaN,,NaN,-7,-24,NaN,84,,-7,NaN,82
366,,,NaN,,NaN,,,NaN,,,,NaN,
367,95,-8,NaN,,NaN,-8,-24,NaN,84,,-8,NaN,82
368,,,NaN,,NaN,,,NaN,,,,NaN,
369,90,-8,NaN,,NaN,-8,-24,NaN,83,,-8,NaN,80
370,,,NaN,,NaN,,,NaN,,,,NaN,
371,82,-8,NaN,,NaN,-8,-23,NaN,81,,-8,NaN,79
372,,,NaN,,NaN,,,NaN,,,,NaN,
373,82,-8,NaN,,NaN,-8,-23,NaN,81,,-8,NaN,79
374,,,NaN,,NaN,,,NaN,,,,NaN,
375,79,-8,NaN,,NaN,-8,-23,NaN,83,,-8,NaN,79
376,,,NaN,,NaN,,,NaN,,,,NaN,
377,77,-8,NaN,,NaN,-8,-23,NaN,88,,-8,NaN,78
378,,,NaN,,NaN,,,NaN,,,,NaN,
379,77,-8,NaN,,NaN,-8,-24,NaN,88,,-8,NaN,79
380,,,NaN,,NaN,,,NaN,,,,NaN,
381,77,-8,NaN,,NaN,-8,-24,NaN,88,,-8,NaN,78
382,,,NaN,,NaN,,,NaN,,,,NaN,
383,79,-8,NaN,,NaN,-8,-24,NaN,89,,-8,NaN,77
384,,,NaN,,NaN,,,NaN,,,,NaN,
385,81,-8,NaN,,NaN,-8,-24,NaN,85,,-8,NaN,77
386,,,NaN,,NaN,,,NaN,,,,NaN,
387,79,-8,NaN,,NaN,-8,-24,NaN,86,,-8,NaN,76
388,,,NaN,,NaN,,,NaN,,,,NaN,
389,77,-8,NaN,,NaN,-8,-24,NaN,86,,-8,NaN,77
390,,,NaN,,NaN,,,NaN,,,,NaN,
391,82,-8,NaN,,NaN,-8,-24,NaN,82,,-8,NaN,77
392,,,NaN,,NaN,,,NaN,,,,NaN,
393,99,-8,NaN,,NaN,-8,-24,NaN,85,,-8,NaN,77
394,,,NaN,,NaN,,,NaN,,,,NaN,
395,96,-7,NaN,,NaN,-7,-24,NaN,80,,-7,NaN,78
396,,,NaN,,NaN,,,NaN,,,,NaN,
397,96,-7,NaN,,NaN,-7,-23,NaN,82,,-7,NaN,78
398,,,NaN,,NaN,,,NaN,,,,NaN,
399,96,-8,NaN,,NaN,-8,-23,NaN,82,,-8,NaN,78
400,,,NaN,,NaN,,,NaN,,,,NaN,
401,96,-8,NaN,,NaN,-8,-23,NaN,82,,-8,NaN,78
402,,,NaN,,NaN,,,NaN,,,,NaN,
403,99,-8,NaN,,NaN,-8,-23,NaN,81,,-8,NaN,78
404,,,NaN,,NaN,,,NaN,,,,NaN,
405,100,-8,NaN,,NaN,-8,-24,NaN,81,,-8,NaN,78
406,,,NaN,,NaN,,,NaN,,,,NaN,
407,100,-8,NaN,,NaN,-8,-24,NaN,81,,-8,NaN,78
408,,,NaN,,NaN,,,NaN,,,,NaN,
409,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,78
410,,,NaN,,NaN,,,NaN,,,,NaN,
411,100,-8,NaN,,NaN,-8,-24,NaN,79,,-8,NaN,78
412,,,NaN,,NaN,,,NaN,,,,NaN,
413,100,-8,NaN,,NaN,-8,-24,NaN,79,,-8,NaN,78
414,,,NaN,,NaN,,,NaN,,,,NaN,
415,100,-8,NaN,,NaN,-8,-24,NaN,78,,-8,NaN,78
416,,,NaN,,NaN,,,NaN,,,,NaN,
417,100,-8,NaN,,NaN,-8,-24,NaN,78,,-8,NaN,78
418,,,NaN,,NaN,,,NaN,,,,NaN,
419,100,-8,NaN,,NaN,-8,-24,NaN,78,,-8,NaN,78
420,,,NaN,,NaN,,,NaN,,,,NaN,
421,100,-8,NaN,,NaN,-8,-24,NaN,79,,-8,NaN,78
422,,,NaN,,NaN,,,NaN,,,,NaN,
423,100,-8,NaN,,NaN,-8,-24,NaN,79,,-8,NaN,79
424,,,NaN,,NaN,,,NaN,,,,NaN,
425,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
426,,,NaN,,NaN,,,NaN,,,,NaN,
427,100,-7,NaN,,NaN,-7,-24,NaN,81,,-7,NaN,80
428,,,NaN,,NaN,,,NaN,,,,NaN,
429,100,-7,NaN,,NaN,-7,-24,NaN,81,,-7,NaN,81
430,,,NaN,,NaN,,,NaN,,,,NaN,
431,100,-8,NaN,,NaN,-8,-24,NaN,81,,-8,NaN,80
432,,,NaN,,NaN,,,NaN,,,,NaN,
433,100,-8,NaN,,NaN,-8,-24,NaN,80,,-8,NaN,79
