time,Solar8000/ART_SBP,SNUADC/ECG_V5,SNUADC/CVP,Solar8000/PLETH_SPO2,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/ART_DBP,SNUADC/ART,Solar8000/HR,Solar8000/CVP,Solar8000/ETCO2,SNUADC/ECG_II,Solar8000/PLETH_HR
1763,,NaN,NaN,,,,,NaN,,,,NaN,
1764,92,NaN,NaN,100,68,12,55,NaN,73,-11,40,NaN,74
1765,,NaN,NaN,,,,,NaN,,,,NaN,
1766,90,NaN,NaN,100,67,12,54,NaN,73,-11,40,NaN,74
1767,,NaN,NaN,,,,,NaN,,,,NaN,
1768,93,NaN,NaN,100,68,12,55,NaN,73,-11,40,NaN,74
1769,,NaN,NaN,,,,,NaN,,,,NaN,
1770,91,NaN,NaN,100,67,12,53,NaN,73,-11,40,NaN,74
1771,,NaN,NaN,,,,,NaN,,,,NaN,
1772,91,NaN,NaN,100,67,12,53,NaN,74,-11,40,NaN,74
1773,,NaN,NaN,,,,,NaN,,,,NaN,
1774,93,NaN,NaN,100,68,12,54,NaN,74,-10,40,NaN,74
1775,,NaN,NaN,,,,,NaN,,,,NaN,
1776,90,NaN,NaN,100,67,12,53,NaN,74,-10,40,NaN,74
1777,,NaN,NaN,,,,,NaN,,,,NaN,
1778,92,NaN,NaN,100,68,12,54,NaN,74,-11,40,NaN,74
1779,,NaN,NaN,,,,,NaN,,,,NaN,
1780,89,NaN,NaN,100,66,12,53,NaN,73,-11,40,NaN,74
1781,,NaN,NaN,,,,,NaN,,,,NaN,
1782,91,NaN,NaN,100,67,12,54,NaN,73,-11,40,NaN,74
1783,,NaN,NaN,,,,,NaN,,,,NaN,
1784,90,NaN,NaN,100,67,12,53,NaN,73,-11,40,NaN,74
1785,,NaN,NaN,,,,,NaN,,,,NaN,
1786,90,NaN,NaN,100,67,12,53,NaN,73,-11,40,NaN,74
1787,,NaN,NaN,,,,,NaN,,,,NaN,
1788,93,NaN,NaN,100,68,12,55,NaN,73,-11,40,NaN,73
1789,,NaN,NaN,,,,,NaN,,,,NaN,
1790,93,NaN,NaN,100,68,12,55,NaN,73,-11,40,NaN,74
1791,,NaN,NaN,,,,,NaN,,,,NaN,
1792,92,NaN,NaN,100,68,12,55,NaN,73,-11,40,NaN,74
1793,,NaN,NaN,,,,,NaN,,,,NaN,
1794,92,NaN,NaN,100,68,12,55,NaN,73,-11,40,NaN,74
1795,,NaN,NaN,,,,,NaN,,,,NaN,
1796,91,NaN,NaN,100,67,12,54,NaN,73,-11,40,NaN,74
1797,,NaN,NaN,,,,,NaN,,,,NaN,
1798,93,NaN,NaN,100,68,12,54,NaN,73,-11,40,NaN,74
1799,,NaN,NaN,,,,,NaN,,,,NaN,
1800,90,NaN,NaN,100,67,12,53,NaN,73,-11,40,NaN,74
1801,,NaN,NaN,,,,,NaN,,,,NaN,
1802,93,NaN,NaN,100,68,12,55,NaN,73,-11,40,NaN,74
1803,,NaN,NaN,,,,,NaN,,,,NaN,
1804,93,NaN,NaN,100,68,12,55,NaN,73,-10,40,NaN,74
1805,,NaN,NaN,,,,,NaN,,,,NaN,
1806,92,NaN,NaN,100,68,12,54,NaN,73,-11,40,NaN,73
1807,,NaN,NaN,,,,,NaN,,,,NaN,
1808,93,NaN,NaN,100,68,12,55,NaN,73,-11,40,NaN,73
1809,,NaN,NaN,,,,,NaN,,,,NaN,
1810,91,NaN,NaN,100,67,12,53,NaN,73,-11,40,NaN,73
1811,,NaN,NaN,,,,,NaN,,,,NaN,
1812,93,NaN,NaN,100,68,12,55,NaN,73,-10,40,NaN,73
1813,,NaN,NaN,,,,,NaN,,,,NaN,
1814,92,NaN,NaN,100,68,12,53,NaN,72,-10,40,NaN,73
1815,,NaN,NaN,,,,,NaN,,,,NaN,
1816,92,NaN,NaN,100,68,12,53,NaN,72,-10,40,NaN,72
1817,,NaN,NaN,,,,,NaN,,,,NaN,
1818,92,NaN,NaN,100,67,12,54,NaN,71,-12,40,NaN,72
1819,,NaN,NaN,,,,,NaN,,,,NaN,
1820,90,NaN,NaN,100,66,12,53,NaN,70,-12,40,NaN,72
1821,,NaN,NaN,,,,,NaN,,,,NaN,
1822,93,NaN,NaN,100,67,12,54,NaN,70,-12,40,NaN,71
1823,,NaN,NaN,,,,,NaN,,,,NaN,
1824,92,NaN,NaN,100,67,12,54,NaN,70,-12,40,NaN,71
1825,,NaN,NaN,,,,,NaN,,,,NaN,
1826,91,NaN,NaN,100,67,12,53,NaN,70,-12,40,NaN,71
1827,,NaN,NaN,,,,,NaN,,,,NaN,
1828,93,NaN,NaN,100,68,12,54,NaN,70,-12,40,NaN,71
1829,,NaN,NaN,,,,,NaN,,,,NaN,
1830,93,NaN,NaN,100,68,12,54,NaN,70,-12,39,NaN,71
1831,,NaN,NaN,,,,,NaN,,,,NaN,
1832,91,NaN,NaN,100,67,12,54,NaN,71,-12,39,NaN,71
1833,,NaN,NaN,,,,,NaN,,,,NaN,
1834,91,NaN,NaN,100,67,12,54,NaN,71,-12,39,NaN,71
1835,,NaN,NaN,,,,,NaN,,,,NaN,
1836,90,NaN,NaN,100,67,12,54,NaN,71,-13,39,NaN,72
1837,,NaN,NaN,,,,,NaN,,,,NaN,
1838,93,NaN,NaN,100,68,12,55,NaN,71,-13,39,NaN,72
1839,,NaN,NaN,,,,,NaN,,,,NaN,
1840,91,NaN,NaN,100,68,12,54,NaN,71,-13,39,NaN,72
1841,,NaN,NaN,,,,,NaN,,,,NaN,
1842,93,NaN,NaN,100,68,12,56,NaN,71,-13,39,NaN,72
1843,,NaN,NaN,,,,,NaN,,,,NaN,
1844,93,NaN,NaN,100,69,12,55,NaN,72,-13,40,NaN,72
1845,,NaN,NaN,,,,,NaN,,,,NaN,
1846,92,NaN,NaN,100,68,12,55,NaN,72,-13,40,NaN,72
1847,,NaN,NaN,,,,,NaN,,,,NaN,
1848,95,NaN,NaN,100,69,12,55,NaN,72,-13,40,NaN,72
1849,,NaN,NaN,,,,,NaN,,,,NaN,
1850,92,NaN,NaN,100,68,12,54,NaN,72,-13,40,NaN,73
1851,,NaN,NaN,,,,,NaN,,,,NaN,
1852,93,NaN,NaN,100,69,12,55,NaN,72,-13,40,NaN,73
1853,,NaN,NaN,,,,,NaN,,,,NaN,
1854,92,NaN,NaN,100,69,12,55,NaN,72,-13,40,NaN,73
1855,,NaN,NaN,,,,,NaN,,,,NaN,
1856,92,NaN,NaN,100,69,12,55,NaN,72,-13,40,NaN,72
1857,,NaN,NaN,,,,,NaN,,,,NaN,
1858,93,NaN,NaN,100,69,12,56,NaN,72,-13,40,NaN,72
1859,,NaN,NaN,,,,,NaN,,,,NaN,
1860,93,NaN,NaN,100,69,12,56,NaN,72,-13,40,NaN,73
1861,,NaN,NaN,,,,,NaN,,,,NaN,
1862,95,NaN,NaN,100,70,12,57,NaN,73,-13,40,NaN,73
1863,,NaN,NaN,,,,,NaN,,,,NaN,
1864,95,NaN,NaN,100,70,12,56,NaN,73,-13,40,NaN,73
1865,,NaN,NaN,,,,,NaN,,,,NaN,
1866,94,NaN,NaN,100,70,12,55,NaN,73,-13,39,NaN,73
1867,,NaN,NaN,,,,,NaN,,,,NaN,
1868,96,NaN,NaN,100,70,12,56,NaN,73,-13,39,NaN,73
1869,,NaN,NaN,,,,,NaN,,,,NaN,
1870,94,NaN,NaN,100,69,12,55,NaN,73,-13,39,NaN,74
1871,,NaN,NaN,,,,,NaN,,,,NaN,
1872,95,NaN,NaN,100,70,12,56,NaN,73,-13,39,NaN,73
1873,,NaN,NaN,,,,,NaN,,,,NaN,
1874,94,NaN,NaN,100,70,12,55,NaN,72,-13,39,NaN,73
1875,,NaN,NaN,,,,,NaN,,,,NaN,
1876,93,NaN,NaN,100,69,12,55,NaN,72,-13,39,NaN,73
1877,,NaN,NaN,,,,,NaN,,,,NaN,
1878,95,NaN,NaN,100,70,12,56,NaN,72,-13,39,NaN,72
1879,,NaN,NaN,,,,,NaN,,,,NaN,
1880,92,NaN,NaN,100,68,12,54,NaN,72,-13,40,NaN,72
1881,,NaN,NaN,,,,,NaN,,,,NaN,
1882,93,NaN,NaN,100,69,12,56,NaN,72,-13,40,NaN,72
1883,,NaN,NaN,,,,,NaN,,,,NaN,
1884,93,NaN,NaN,100,69,12,55,NaN,72,-13,40,NaN,72
1885,,NaN,NaN,,,,,NaN,,,,NaN,
1886,92,NaN,NaN,100,68,12,55,NaN,72,-13,40,NaN,72
1887,,NaN,NaN,,,,,NaN,,,,NaN,
1888,94,NaN,NaN,100,69,12,56,NaN,72,-13,40,NaN,72
1889,,NaN,NaN,,,,,NaN,,,,NaN,
1890,100,NaN,NaN,100,68,12,51,NaN,72,-13,40,NaN,72
1891,,NaN,NaN,,,,,NaN,,,,NaN,
1892,96,NaN,NaN,100,69,12,53,NaN,72,-13,40,NaN,72
1893,,NaN,NaN,,,,,NaN,,,,NaN,
1894,95,NaN,NaN,100,69,12,55,NaN,72,-13,40,NaN,73
1895,,NaN,NaN,,,,,NaN,,,,NaN,
1896,95,NaN,NaN,100,69,12,55,NaN,72,-13,40,NaN,73
1897,,NaN,NaN,,,,,NaN,,,,NaN,
1898,95,NaN,NaN,100,69,12,56,NaN,72,-13,40,NaN,73
1899,,NaN,NaN,,,,,NaN,,,,NaN,
1900,93,NaN,NaN,100,69,12,54,NaN,72,-13,40,NaN,73
1901,,NaN,NaN,,,,,NaN,,,,NaN,
1902,95,NaN,NaN,100,70,12,57,NaN,72,-13,40,NaN,73
1903,,NaN,NaN,,,,,NaN,,,,NaN,
1904,95,NaN,NaN,100,70,12,56,NaN,72,-13,40,NaN,72
1905,,NaN,NaN,,,,,NaN,,,,NaN,
1906,93,NaN,NaN,100,69,12,56,NaN,71,-13,40,NaN,72
1907,,NaN,NaN,,,,,NaN,,,,NaN,
1908,94,NaN,NaN,100,69,12,55,NaN,71,-13,40,NaN,72
1909,,NaN,NaN,,,,,NaN,,,,NaN,
1910,88,NaN,NaN,100,67,12,53,NaN,71,-13,40,NaN,72
1911,,NaN,NaN,,,,,NaN,,,,NaN,
1912,90,NaN,NaN,99,67,12,54,NaN,71,-13,40,NaN,71
1913,,NaN,NaN,,,,,NaN,,,,NaN,
1914,91,NaN,NaN,100,67,12,54,NaN,71,-13,40,NaN,72
1915,,NaN,NaN,,,,,NaN,,,,NaN,
1916,88,NaN,NaN,100,66,12,53,NaN,71,-13,39,NaN,72
1917,,NaN,NaN,,,,,NaN,,,,NaN,
1918,91,NaN,NaN,100,67,12,54,NaN,71,-13,39,NaN,72
1919,,NaN,NaN,,,,,NaN,,,,NaN,
1920,87,NaN,NaN,100,65,12,52,NaN,71,-13,39,NaN,72
1921,,NaN,NaN,,,,,NaN,,,,NaN,
1922,89,NaN,NaN,100,66,12,54,NaN,71,-13,39,NaN,72
1923,,NaN,NaN,,,,,NaN,,,,NaN,
1924,90,NaN,NaN,100,67,12,54,NaN,71,-13,40,NaN,72
1925,,NaN,NaN,,,,,NaN,,,,NaN,
1926,89,NaN,NaN,100,66,12,54,NaN,71,-13,40,NaN,72
1927,,NaN,NaN,,,,,NaN,,,,NaN,
1928,92,NaN,NaN,100,68,12,55,NaN,72,-13,40,NaN,72
1929,,NaN,NaN,,,,,NaN,,,,NaN,
1930,89,NaN,NaN,100,67,12,54,NaN,72,-13,40,NaN,73
1931,,NaN,NaN,,,,,NaN,,,,NaN,
1932,91,NaN,NaN,100,68,12,55,NaN,72,-13,40,NaN,73
1933,,NaN,NaN,,,,,NaN,,,,NaN,
1934,92,NaN,NaN,100,68,12,55,NaN,72,-13,40,NaN,73
1935,,NaN,NaN,,,,,NaN,,,,NaN,
1936,92,NaN,NaN,100,68,12,55,NaN,72,-13,40,NaN,73
1937,,NaN,NaN,,,,,NaN,,,,NaN,
1938,93,NaN,NaN,100,68,12,56,NaN,72,-13,40,NaN,73
1939,,NaN,NaN,,,,,NaN,,,,NaN,
1940,90,NaN,NaN,100,67,12,54,NaN,72,-13,40,NaN,73
1941,,NaN,NaN,,,,,NaN,,,,NaN,
1942,91,NaN,NaN,100,68,12,55,NaN,72,-13,40,NaN,73
1943,,NaN,NaN,,,,,NaN,,,,NaN,
1944,90,NaN,NaN,100,67,12,54,NaN,72,-13,40,NaN,73
1945,,NaN,NaN,,,,,NaN,,,,NaN,
1946,89,NaN,NaN,100,67,12,54,NaN,72,-13,40,NaN,73
1947,,NaN,NaN,,,,,NaN,,,,NaN,
1948,92,NaN,NaN,100,68,12,55,NaN,72,-13,40,NaN,73
1949,,NaN,NaN,,,,,NaN,,,,NaN,
1950,89,NaN,NaN,100,67,12,53,NaN,72,-13,40,NaN,73
1951,,NaN,NaN,,,,,NaN,,,,NaN,
1952,90,NaN,NaN,100,67,12,54,NaN,72,-12,40,NaN,73
1953,,NaN,NaN,,,,,NaN,,,,NaN,
1954,90,NaN,NaN,100,67,12,54,NaN,72,-12,40,NaN,73
1955,,NaN,NaN,,,,,NaN,,,,NaN,
1956,88,NaN,NaN,100,66,12,53,NaN,72,-12,40,NaN,73
1957,,NaN,NaN,,,,,NaN,,,,NaN,
1958,91,NaN,NaN,100,67,12,54,NaN,72,-12,40,NaN,72
1959,,NaN,NaN,,,,,NaN,,,,NaN,
1960,87,NaN,NaN,100,66,12,51,NaN,72,-12,40,NaN,73
1961,,NaN,NaN,,,,,NaN,,,,NaN,
1962,87,NaN,NaN,99,66,12,51,NaN,72,-12,40,NaN,73
1963,,NaN,NaN,,,,,NaN,,,,NaN,
1964,91,NaN,NaN,100,67,12,54,NaN,72,-12,40,NaN,73
1965,,NaN,NaN,,,,,NaN,,,,NaN,
1966,90,NaN,NaN,99,67,12,54,NaN,72,-13,40,NaN,73
1967,,NaN,NaN,,,,,NaN,,,,NaN,
1968,101,NaN,NaN,99,68,12,51,NaN,73,-13,40,NaN,73
1969,,NaN,NaN,,,,,NaN,,,,NaN,
1970,92,NaN,NaN,100,67,12,53,NaN,73,-13,40,NaN,73
1971,,NaN,NaN,,,,,NaN,,,,NaN,
1972,93,NaN,NaN,100,68,12,56,NaN,73,-13,39,NaN,73
1973,,NaN,NaN,,,,,NaN,,,,NaN,
1974,91,NaN,NaN,100,68,12,54,NaN,83,-13,39,NaN,73
1975,,NaN,NaN,,,,,NaN,,,,NaN,
1976,91,NaN,NaN,100,68,12,54,NaN,83,-13,39,NaN,73
1977,,NaN,NaN,,,,,NaN,,,,NaN,
1978,90,NaN,NaN,100,67,12,54,NaN,83,-13,39,NaN,73
1979,,NaN,NaN,,,,,NaN,,,,NaN,
1980,87,NaN,NaN,100,66,12,52,NaN,72,-13,39,NaN,73
1981,,NaN,NaN,,,,,NaN,,,,NaN,
1982,89,NaN,NaN,100,66,12,54,NaN,72,-13,39,NaN,72
1983,,NaN,NaN,,,,,NaN,,,,NaN,
1984,88,NaN,NaN,100,66,12,53,NaN,72,-12,39,NaN,72
1985,,NaN,NaN,,,,,NaN,,,,NaN,
1986,86,NaN,NaN,99,65,12,52,NaN,72,-12,39,NaN,72
1987,,NaN,NaN,,,,,NaN,,,,NaN,
1988,86,NaN,NaN,99,65,12,52,NaN,72,-12,39,NaN,72
1989,,NaN,NaN,,,,,NaN,,,,NaN,
1990,89,NaN,NaN,100,66,12,53,NaN,72,-12,39,NaN,72
1991,,NaN,NaN,,,,,NaN,,,,NaN,
1992,88,NaN,NaN,99,65,12,53,NaN,71,-12,39,NaN,72
1993,,NaN,NaN,,,,,NaN,,,,NaN,
1994,88,NaN,NaN,100,65,12,53,NaN,72,-12,39,NaN,72
1995,,NaN,NaN,,,,,NaN,,,,NaN,
1996,86,NaN,NaN,100,64,12,52,NaN,71,-13,39,NaN,72
1997,,NaN,NaN,,,,,NaN,,,,NaN,
1998,89,NaN,NaN,99,66,12,53,NaN,71,-13,39,NaN,72
1999,,NaN,NaN,,,,,NaN,,,,NaN,
2000,86,NaN,NaN,100,65,12,52,NaN,71,-13,39,NaN,72
2001,,NaN,NaN,,,,,NaN,,,,NaN,
2002,86,NaN,NaN,99,65,12,52,NaN,71,-13,39,NaN,72
2003,,NaN,NaN,,,,,NaN,,,,NaN,
2004,89,NaN,NaN,100,66,12,53,NaN,82,-13,39,NaN,72
2005,,NaN,NaN,,,,,NaN,,,,NaN,
2006,87,NaN,NaN,100,65,12,53,NaN,82,-13,39,NaN,72
2007,,NaN,NaN,,,,,NaN,,,,NaN,
2008,90,NaN,NaN,100,66,12,54,NaN,82,-13,39,NaN,72
2009,,NaN,NaN,,,,,NaN,,,,NaN,
2010,87,NaN,NaN,100,65,12,52,NaN,78,-13,39,NaN,73
2011,,NaN,NaN,,,,,NaN,,,,NaN,
2012,88,NaN,NaN,100,66,12,53,NaN,72,-12,39,NaN,72
2013,,NaN,NaN,,,,,NaN,,,,NaN,
2014,88,NaN,NaN,100,66,12,53,NaN,72,-12,39,NaN,73
2015,,NaN,NaN,,,,,NaN,,,,NaN,
2016,88,NaN,NaN,100,66,12,53,NaN,72,-12,39,NaN,73
2017,,NaN,NaN,,,,,NaN,,,,NaN,
2018,90,NaN,NaN,99,66,12,54,NaN,72,-12,39,NaN,72
2019,,NaN,NaN,,,,,NaN,,,,NaN,
2020,87,NaN,NaN,99,65,12,53,NaN,72,-12,39,NaN,73
2021,,NaN,NaN,,,,,NaN,,,,NaN,
2022,89,NaN,NaN,99,66,12,54,NaN,72,-12,39,NaN,73
2023,,NaN,NaN,,,,,NaN,,,,NaN,
2024,89,NaN,NaN,99,66,12,54,NaN,73,-13,39,NaN,73
2025,,NaN,NaN,,,,,NaN,,,,NaN,
2026,87,NaN,NaN,99,66,12,53,NaN,72,-13,39,NaN,73
2027,,NaN,NaN,,,,,NaN,,,,NaN,
2028,90,NaN,NaN,99,67,12,54,NaN,72,-13,39,NaN,73
2029,,NaN,NaN,,,,,NaN,,,,NaN,
2030,88,NaN,NaN,99,66,12,53,NaN,72,-13,39,NaN,73
2031,,NaN,NaN,,,,,NaN,,,,NaN,
2032,88,NaN,NaN,99,65,12,53,NaN,71,-13,39,NaN,72
2033,,NaN,NaN,,,,,NaN,,,,NaN,
2034,87,NaN,NaN,99,65,12,52,NaN,71,-13,39,NaN,72
2035,,NaN,NaN,,,,,NaN,,,,NaN,
2036,76,NaN,NaN,99,61,12,42,NaN,69,-13,40,NaN,70
2037,,NaN,NaN,,,,,NaN,,,,NaN,
2038,97,NaN,NaN,99,64,12,31,NaN,69,-13,40,NaN,70
2039,,NaN,NaN,,,,,NaN,,,,NaN,
2040,93,NaN,NaN,100,62,12,35,NaN,68,-13,40,NaN,69
2041,,NaN,NaN,,,,,NaN,,,,NaN,
2042,88,NaN,NaN,99,63,12,49,NaN,68,-12,39,NaN,69
2043,,NaN,NaN,,,,,NaN,,,,NaN,
2044,85,NaN,NaN,99,65,12,54,NaN,69,-12,39,NaN,69
2045,,NaN,NaN,,,,,NaN,,,,NaN,
2046,83,NaN,NaN,99,64,12,52,NaN,69,-12,39,NaN,70
2047,,NaN,NaN,,,,,NaN,,,,NaN,
2048,87,NaN,NaN,99,66,12,45,NaN,70,-13,39,NaN,70
2049,,NaN,NaN,,,,,NaN,,,,NaN,
2050,100,NaN,NaN,99,63,12,35,NaN,70,-13,39,NaN,71
2051,,NaN,NaN,,,,,NaN,,,,NaN,
2052,95,NaN,NaN,99,69,12,56,NaN,70,-12,39,NaN,71
2053,,NaN,NaN,,,,,NaN,,,,NaN,
2054,87,NaN,NaN,99,67,12,49,NaN,70,-14,39,NaN,71
2055,,NaN,NaN,,,,,NaN,,,,NaN,
2056,88,NaN,NaN,100,65,12,43,NaN,74,-14,39,NaN,71
2057,,NaN,NaN,,,,,NaN,,,,NaN,
2058,96,NaN,NaN,99,70,12,56,NaN,74,-13,39,NaN,71
2059,,NaN,NaN,,,,,NaN,,,,NaN,
2060,94,NaN,NaN,99,70,12,50,NaN,75,-13,39,NaN,72
2061,,NaN,NaN,,,,,NaN,,,,NaN,
2062,95,NaN,NaN,100,71,12,55,NaN,75,-13,39,NaN,72
2063,,NaN,NaN,,,,,NaN,,,,NaN,
2064,99,NaN,NaN,99,73,12,49,NaN,72,-13,39,NaN,73
2065,,NaN,NaN,,,,,NaN,,,,NaN,
2066,89,NaN,NaN,99,75,12,48,NaN,72,-13,39,NaN,73
2067,,NaN,NaN,,,,,NaN,,,,NaN,
2068,115,NaN,NaN,99,67,12,2,NaN,72,-13,39,NaN,73
2069,,NaN,NaN,,,,,NaN,,,,NaN,
2070,129,NaN,NaN,99,74,12,41,NaN,72,-13,39,NaN,73
2071,,NaN,NaN,,,,,NaN,,,,NaN,
2072,89,NaN,NaN,99,68,12,43,NaN,73,-13,39,NaN,73
2073,,NaN,NaN,,,,,NaN,,,,NaN,
2074,89,NaN,NaN,99,68,12,43,NaN,73,-13,39,NaN,74
2075,,NaN,NaN,,,,,NaN,,,,NaN,
2076,97,NaN,NaN,99,71,12,57,NaN,75,-13,39,NaN,74
2077,,NaN,NaN,,,,,NaN,,,,NaN,
2078,99,NaN,NaN,99,72,12,60,NaN,76,-13,39,NaN,74
2079,,NaN,NaN,,,,,NaN,,,,NaN,
2080,99,NaN,NaN,99,73,12,60,NaN,77,-13,39,NaN,75
2081,,NaN,NaN,,,,,NaN,,,,NaN,
2082,105,NaN,NaN,99,76,12,62,NaN,78,-12,39,NaN,77
2083,,NaN,NaN,,,,,NaN,,,,NaN,
2084,104,NaN,NaN,99,77,12,62,NaN,79,-13,39,NaN,79
2085,,NaN,NaN,,,,,NaN,,,,NaN,
2086,104,NaN,NaN,99,77,12,62,NaN,79,-13,39,NaN,80
2087,,NaN,NaN,,,,,NaN,,,,NaN,
2088,105,NaN,NaN,99,79,12,64,NaN,81,-13,39,NaN,81
2089,,NaN,NaN,,,,,NaN,,,,NaN,
2090,102,NaN,NaN,99,78,12,63,NaN,82,-13,39,NaN,83
2091,,NaN,NaN,,,,,NaN,,,,NaN,
2092,119,NaN,NaN,99,79,12,43,NaN,82,-13,40,NaN,83
2093,,NaN,NaN,,,,,NaN,,,,NaN,
2094,107,NaN,NaN,99,79,12,62,NaN,83,-13,40,NaN,84
2095,,NaN,NaN,,,,,NaN,,,,NaN,
2096,106,NaN,NaN,99,79,12,62,NaN,83,-13,40,NaN,84
2097,,NaN,NaN,,,,,NaN,,,,NaN,
2098,106,NaN,NaN,99,79,12,62,NaN,83,-13,40,NaN,84
2099,,NaN,NaN,,,,,NaN,,,,NaN,
2100,107,NaN,NaN,99,81,12,65,NaN,84,-13,40,NaN,85
2101,,NaN,NaN,,,,,NaN,,,,NaN,
2102,109,NaN,NaN,99,82,12,67,NaN,85,-13,40,NaN,85
2103,,NaN,NaN,,,,,NaN,,,,NaN,
2104,111,NaN,NaN,99,82,12,66,NaN,85,-13,40,NaN,85
2105,,NaN,NaN,,,,,NaN,,,,NaN,
2106,111,NaN,NaN,99,82,12,67,NaN,85,-14,40,NaN,85
2107,,NaN,NaN,,,,,NaN,,,,NaN,
2108,110,NaN,NaN,99,83,12,67,NaN,85,-14,40,NaN,86
2109,,NaN,NaN,,,,,NaN,,,,NaN,
2110,110,NaN,NaN,99,83,12,67,NaN,85,-14,40,NaN,85
2111,,NaN,NaN,,,,,NaN,,,,NaN,
2112,111,NaN,NaN,99,83,12,67,NaN,85,-12,40,NaN,85
2113,,NaN,NaN,,,,,NaN,,,,NaN,
2114,111,NaN,NaN,99,83,12,68,NaN,85,-12,40,NaN,85
2115,,NaN,NaN,,,,,NaN,,,,NaN,
2116,110,NaN,NaN,99,83,12,67,NaN,85,-13,40,NaN,85
2117,,NaN,NaN,,,,,NaN,,,,NaN,
2118,111,NaN,NaN,99,83,12,65,NaN,84,-13,40,NaN,85
2119,,NaN,NaN,,,,,NaN,,,,NaN,
2120,110,NaN,NaN,99,82,12,61,NaN,84,-13,39,NaN,85
2121,,NaN,NaN,,,,,NaN,,,,NaN,
2122,109,NaN,NaN,99,82,12,63,NaN,84,-13,39,NaN,85
2123,,NaN,NaN,,,,,NaN,,,,NaN,
2124,109,NaN,NaN,99,82,12,66,NaN,84,-13,39,NaN,84
2125,,NaN,NaN,,,,,NaN,,,,NaN,
2126,109,NaN,NaN,99,82,12,67,NaN,83,-13,38,NaN,84
2127,,NaN,NaN,,,,,NaN,,,,NaN,
2128,109,NaN,NaN,99,81,12,66,NaN,83,-13,38,NaN,84
2129,,NaN,NaN,,,,,NaN,,,,NaN,
2130,107,NaN,NaN,99,81,12,66,NaN,83,-13,38,NaN,84
2131,,NaN,NaN,,,,,NaN,,,,NaN,
2132,107,NaN,NaN,99,81,12,66,NaN,83,-13,38,NaN,84
2133,,NaN,NaN,,,,,NaN,,,,NaN,
2134,106,NaN,NaN,99,80,13,65,NaN,82,-13,38,NaN,83
2135,,NaN,NaN,,,,,NaN,,,,NaN,
2136,107,NaN,NaN,99,80,13,65,NaN,82,-14,38,NaN,82
2137,,NaN,NaN,,,,,NaN,,,,NaN,
2138,105,NaN,NaN,99,79,13,62,NaN,81,-14,38,NaN,82
2139,,NaN,NaN,,,,,NaN,,,,NaN,
2140,107,NaN,NaN,99,79,14,63,NaN,81,-13,38,NaN,82
2141,,NaN,NaN,,,,,NaN,,,,NaN,
2142,106,NaN,NaN,99,79,14,64,NaN,81,-13,38,NaN,81
2143,,NaN,NaN,,,,,NaN,,,,NaN,
2144,106,NaN,NaN,99,79,14,64,NaN,81,-13,38,NaN,81
2145,,NaN,NaN,,,,,NaN,,,,NaN,
2146,106,NaN,NaN,99,79,14,65,NaN,80,-13,38,NaN,81
2147,,NaN,NaN,,,,,NaN,,,,NaN,
2148,105,NaN,NaN,99,79,15,62,NaN,80,-13,38,NaN,81
2149,,NaN,NaN,,,,,NaN,,,,NaN,
2150,104,NaN,NaN,99,78,15,63,NaN,80,-13,38,NaN,81
2151,,NaN,NaN,,,,,NaN,,,,NaN,
2152,105,NaN,NaN,99,79,15,63,NaN,80,-13,38,NaN,80
2153,,NaN,NaN,,,,,NaN,,,,NaN,
2154,105,NaN,NaN,99,79,15,64,NaN,80,-13,38,NaN,80
2155,,NaN,NaN,,,,,NaN,,,,NaN,
2156,105,NaN,NaN,99,79,15,64,NaN,80,-13,38,NaN,80
2157,,NaN,NaN,,,,,NaN,,,,NaN,
2158,104,NaN,NaN,99,78,15,63,NaN,80,-13,38,NaN,80
2159,,NaN,NaN,,,,,NaN,,,,NaN,
2160,103,NaN,NaN,99,78,15,62,NaN,79,-15,38,NaN,80
2161,,NaN,NaN,,,,,NaN,,,,NaN,
2162,103,NaN,NaN,99,77,15,63,NaN,79,-15,38,NaN,80
2163,,NaN,NaN,,,,,NaN,,,,NaN,
2164,104,NaN,NaN,99,77,15,62,NaN,79,-15,38,NaN,79
2165,,NaN,NaN,,,,,NaN,,,,NaN,
2166,103,NaN,NaN,99,77,15,63,NaN,79,-14,38,NaN,79
2167,,NaN,NaN,,,,,NaN,,,,NaN,
2168,103,NaN,NaN,99,77,15,63,NaN,79,-14,38,NaN,79
2169,,NaN,NaN,,,,,NaN,,,,NaN,
2170,113,NaN,NaN,99,76,15,53,NaN,78,-14,38,NaN,79
2171,,NaN,NaN,,,,,NaN,,,,NaN,
2172,102,NaN,NaN,99,77,15,53,NaN,78,-15,38,NaN,79
2173,,NaN,NaN,,,,,NaN,,,,NaN,
2174,99,NaN,NaN,99,73,15,48,NaN,78,-15,38,NaN,79
2175,,NaN,NaN,,,,,NaN,,,,NaN,
2176,98,NaN,NaN,99,74,15,58,NaN,79,-15,38,NaN,79
2177,,NaN,NaN,,,,,NaN,,,,NaN,
2178,98,NaN,NaN,99,74,15,60,NaN,78,-15,38,NaN,79
2179,,NaN,NaN,,,,,NaN,,,,NaN,
2180,99,NaN,NaN,99,75,15,60,NaN,78,-15,38,NaN,79
2181,,NaN,NaN,,,,,NaN,,,,NaN,
