time,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_V5,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ART_SBP
15275,,,NaN,,,NaN,NaN,NaN,,,,,
15276,100,108,NaN,,106,NaN,NaN,NaN,78,,256,108,150
15277,,,NaN,,,NaN,NaN,NaN,,,,,
15278,100,107,NaN,,104,NaN,NaN,NaN,77,,260,107,149
15279,,,NaN,,,NaN,NaN,NaN,,,,,
15280,100,106,NaN,,106,NaN,NaN,NaN,85,,260,107,151
15281,,,NaN,,,NaN,NaN,NaN,,,,,
15282,100,105,NaN,,103,NaN,NaN,NaN,76,,260,106,147
15283,,,NaN,,,NaN,NaN,NaN,,,,,
15284,100,104,NaN,,101,NaN,NaN,NaN,76,,260,105,145
15285,,,NaN,,,NaN,NaN,NaN,,,,,
15286,100,104,NaN,,102,NaN,NaN,NaN,77,,260,104,147
15287,,,NaN,,,NaN,NaN,NaN,,,,,
15288,100,103,NaN,,104,NaN,NaN,NaN,79,,261,104,151
15289,,,NaN,,,NaN,NaN,NaN,,,,,
15290,100,103,NaN,,106,NaN,NaN,NaN,81,,261,104,154
15291,,,NaN,,,NaN,NaN,NaN,,,,,
15292,100,103,NaN,,106,NaN,NaN,NaN,81,,260,103,152
15293,,,NaN,,,NaN,NaN,NaN,,,,,
15294,100,103,NaN,35,107,NaN,NaN,NaN,81,21,260,103,153
15295,,,NaN,,,NaN,NaN,NaN,,,,,
15296,100,102,NaN,,106,NaN,NaN,NaN,78,,260,103,152
15297,,,NaN,,,NaN,NaN,NaN,,,,,
15298,100,102,NaN,,106,NaN,NaN,NaN,80,,260,103,152
15299,,,NaN,,,NaN,NaN,NaN,,,,,
15300,100,102,NaN,,110,NaN,NaN,NaN,85,,260,103,157
15301,,,NaN,,,NaN,NaN,NaN,,,,,
15302,100,103,NaN,,112,NaN,NaN,NaN,86,,260,103,159
15303,,,NaN,,,NaN,NaN,NaN,,,,,
15304,100,103,NaN,,114,NaN,NaN,NaN,87,,260,104,160
15305,,,NaN,,,NaN,NaN,NaN,,,,,
15306,100,103,NaN,,115,NaN,NaN,NaN,86,,260,103,162
15307,,,NaN,,,NaN,NaN,NaN,,,,,
15308,100,103,NaN,,114,NaN,NaN,NaN,85,,262,103,160
15309,,,NaN,,,NaN,NaN,NaN,,,,,
15310,100,102,NaN,,113,NaN,NaN,NaN,83,,262,103,159
15311,,,NaN,,,NaN,NaN,NaN,,,,,
15312,100,102,NaN,,113,NaN,NaN,NaN,84,,262,102,159
15313,,,NaN,,,NaN,NaN,NaN,,,,,
15314,100,101,NaN,,114,NaN,NaN,NaN,89,,262,102,161
15315,,,NaN,,,NaN,NaN,NaN,,,,,
15316,100,100,NaN,,113,NaN,NaN,NaN,86,,262,101,158
15317,,,NaN,,,NaN,NaN,NaN,,,,,
15318,100,100,NaN,,110,NaN,NaN,NaN,84,,261,100,152
15319,,,NaN,,,NaN,NaN,NaN,,,,,
15320,100,100,NaN,,113,NaN,NaN,NaN,89,,261,101,157
15321,,,NaN,,,NaN,NaN,NaN,,,,,
15322,100,101,NaN,,119,NaN,NaN,NaN,93,,262,102,166
15323,,,NaN,,,NaN,NaN,NaN,,,,,
15324,100,102,NaN,,123,NaN,NaN,NaN,94,,262,103,171
15325,,,NaN,,,NaN,NaN,NaN,,,,,
15326,100,102,NaN,,123,NaN,NaN,NaN,92,,264,102,171
15327,,,NaN,,,NaN,NaN,NaN,,,,,
15328,100,101,NaN,,122,NaN,NaN,NaN,90,,264,102,170
15329,,,NaN,,,NaN,NaN,NaN,,,,,
15330,100,101,NaN,,120,NaN,NaN,NaN,88,,263,101,167
15331,,,NaN,,,NaN,NaN,NaN,,,,,
15332,100,100,NaN,,118,NaN,NaN,NaN,87,,263,100,165
15333,,,NaN,,,NaN,NaN,NaN,,,,,
15334,100,99,NaN,,115,NaN,NaN,NaN,85,,262,99,162
15335,,,NaN,,,NaN,NaN,NaN,,,,,
15336,100,98,NaN,,115,NaN,NaN,NaN,85,,262,99,163
15337,,,NaN,,,NaN,NaN,NaN,,,,,
15338,100,98,NaN,,114,NaN,NaN,NaN,84,,263,99,162
15339,,,NaN,,,NaN,NaN,NaN,,,,,
15340,100,97,NaN,,113,NaN,NaN,NaN,84,,263,98,161
15341,,,NaN,,,NaN,NaN,NaN,,,,,
15342,100,97,NaN,,113,NaN,NaN,NaN,84,,263,98,161
15343,,,NaN,,,NaN,NaN,NaN,,,,,
15344,100,97,NaN,,113,NaN,NaN,NaN,85,,263,97,162
15345,,,NaN,,,NaN,NaN,NaN,,,,,
15346,100,97,NaN,,112,NaN,NaN,NaN,84,,263,97,159
15347,,,NaN,,,NaN,NaN,NaN,,,,,
15348,100,97,NaN,,113,NaN,NaN,NaN,86,,264,97,162
15349,,,NaN,,,NaN,NaN,NaN,,,,,
15350,100,97,NaN,,113,NaN,NaN,NaN,85,,264,97,161
15351,,,NaN,,,NaN,NaN,NaN,,,,,
15352,100,97,NaN,,114,NaN,NaN,NaN,86,,265,98,162
15353,,,NaN,,,NaN,NaN,NaN,,,,,
15354,100,97,NaN,,115,NaN,NaN,NaN,87,,265,97,164
15355,,,NaN,,,NaN,NaN,NaN,,,,,
15356,100,96,NaN,,116,NaN,NaN,NaN,87,,264,97,164
15357,,,NaN,,,NaN,NaN,NaN,,,,,
15358,100,96,NaN,,119,NaN,NaN,NaN,93,,264,96,167
15359,,,NaN,,,NaN,NaN,NaN,,,,,
15360,100,95,NaN,,119,NaN,NaN,NaN,88,,262,96,166
15361,,,NaN,,,NaN,NaN,NaN,,,,,
15362,100,94,NaN,,115,NaN,NaN,NaN,85,,262,96,160
15363,,,NaN,,,NaN,NaN,NaN,,,,,
15364,100,95,NaN,,119,NaN,NaN,NaN,96,,262,97,166
15365,,,NaN,,,NaN,NaN,NaN,,,,,
15366,100,96,NaN,,123,NaN,NaN,NaN,95,,262,97,172
15367,,,NaN,,,NaN,NaN,NaN,,,,,
15368,100,97,NaN,,124,NaN,NaN,NaN,94,,264,97,170
15369,,,NaN,,,NaN,NaN,NaN,,,,,
15370,100,98,NaN,,127,NaN,NaN,NaN,95,,264,98,176
15371,,,NaN,,,NaN,NaN,NaN,,,,,
15372,100,98,NaN,,125,NaN,NaN,NaN,92,,264,99,173
15373,,,NaN,,,NaN,NaN,NaN,,,,,
15374,100,98,NaN,,124,NaN,NaN,NaN,91,,264,99,172
15375,,,NaN,,,NaN,NaN,NaN,,,,,
15376,100,98,NaN,,122,NaN,NaN,NaN,89,,264,98,171
15377,,,NaN,,,NaN,NaN,NaN,,,,,
15378,100,97,NaN,,121,NaN,NaN,NaN,88,,264,98,169
15379,,,NaN,,,NaN,NaN,NaN,,,,,
15380,100,96,NaN,,120,NaN,NaN,NaN,88,,264,97,168
15381,,,NaN,,,NaN,NaN,NaN,,,,,
15382,100,96,NaN,,118,NaN,NaN,NaN,87,,264,96,166
15383,,,NaN,,,NaN,NaN,NaN,,,,,
15384,100,95,NaN,,118,NaN,NaN,NaN,87,,264,95,167
15385,,,NaN,,,NaN,NaN,NaN,,,,,
15386,100,95,NaN,,119,NaN,NaN,NaN,89,,265,95,169
15387,,,NaN,,,NaN,NaN,NaN,,,,,
15388,100,94,NaN,,120,NaN,NaN,NaN,90,,265,95,169
15389,,,NaN,,,NaN,NaN,NaN,,,,,
15390,100,94,NaN,,120,NaN,NaN,NaN,91,,266,95,167
15391,,,NaN,,,NaN,NaN,NaN,,,,,
15392,100,95,NaN,,118,NaN,NaN,NaN,87,,266,95,165
15393,,,NaN,,,NaN,NaN,NaN,,,,,
15394,100,95,NaN,,122,NaN,NaN,NaN,95,,265,95,178
15395,,,NaN,,,NaN,NaN,NaN,,,,,
15396,100,95,NaN,,116,NaN,NaN,NaN,90,,265,95,161
15397,,,NaN,,,NaN,NaN,NaN,,,,,
15398,100,95,NaN,,114,NaN,NaN,NaN,86,,265,95,161
15399,,,NaN,,,NaN,NaN,NaN,,,,,
15400,100,96,NaN,,117,NaN,NaN,NaN,92,,265,96,165
15401,,,NaN,,,NaN,NaN,NaN,,,,,
15402,100,97,NaN,,122,NaN,NaN,NaN,93,,264,97,171
15403,,,NaN,,,NaN,NaN,NaN,,,,,
15404,100,98,NaN,,123,NaN,NaN,NaN,94,,264,98,171
15405,,,NaN,,,NaN,NaN,NaN,,,,,
15406,100,99,NaN,,124,NaN,NaN,NaN,93,,264,98,171
15407,,,NaN,,,NaN,NaN,NaN,,,,,
15408,100,100,NaN,,129,NaN,NaN,NaN,98,,264,99,180
15409,,,NaN,,,NaN,NaN,NaN,,,,,
15410,100,100,NaN,,130,NaN,NaN,NaN,99,,264,100,181
15411,,,NaN,,,NaN,NaN,NaN,,,,,
15412,100,100,NaN,,126,NaN,NaN,NaN,93,,262,100,173
15413,,,NaN,,,NaN,NaN,NaN,,,,,
15414,100,101,NaN,,128,NaN,NaN,NaN,99,,262,99,178
15415,,,NaN,,,NaN,NaN,NaN,,,,,
15416,100,101,NaN,,133,NaN,NaN,NaN,105,,263,101,185
15417,,,NaN,,,NaN,NaN,NaN,,,,,
15418,100,103,NaN,,143,NaN,NaN,NaN,113,,263,102,199
15419,,,NaN,,,NaN,NaN,NaN,,,,,
15420,100,106,NaN,,149,NaN,NaN,NaN,114,,263,107,207
15421,,,NaN,,,NaN,NaN,NaN,,,,,
15422,100,108,NaN,,152,NaN,NaN,NaN,113,,263,108,212
15423,,,NaN,,,NaN,NaN,NaN,,,,,
15424,100,108,NaN,,150,NaN,NaN,NaN,108,,262,109,210
15425,,,NaN,,,NaN,NaN,NaN,,,,,
15426,100,108,NaN,,147,NaN,NaN,NaN,105,,262,109,206
15427,,,NaN,,,NaN,NaN,NaN,,,,,
15428,100,108,NaN,,142,NaN,NaN,NaN,102,,264,108,200
15429,,,NaN,,,NaN,NaN,NaN,,,,,
15430,100,107,NaN,,140,NaN,NaN,NaN,100,,264,108,199
15431,,,NaN,,,NaN,NaN,NaN,,,,,
15432,100,106,NaN,,136,NaN,NaN,NaN,97,,263,107,196
15433,,,NaN,,,NaN,NaN,NaN,,,,,
15434,100,104,NaN,,136,NaN,NaN,NaN,97,,263,105,196
15435,,,NaN,,,NaN,NaN,NaN,,,,,
15436,100,103,NaN,,129,NaN,NaN,NaN,92,,263,104,185
15437,,,NaN,,,NaN,NaN,NaN,,,,,
15438,100,102,NaN,,126,NaN,NaN,NaN,90,,263,103,184
15439,,,NaN,,,NaN,NaN,NaN,,,,,
15440,100,102,NaN,,122,NaN,NaN,NaN,88,,263,102,179
15441,,,NaN,,,NaN,NaN,NaN,,,,,
15442,100,102,NaN,,124,NaN,NaN,NaN,96,,264,103,180
15443,,,NaN,,,NaN,NaN,NaN,,,,,
15444,100,102,NaN,,124,NaN,NaN,NaN,93,,264,103,179
15445,,,NaN,,,NaN,NaN,NaN,,,,,
15446,100,103,NaN,,124,NaN,NaN,NaN,91,,265,104,181
15447,,,NaN,,,NaN,NaN,NaN,,,,,
15448,100,103,NaN,,123,NaN,NaN,NaN,90,,265,104,181
15449,,,NaN,,,NaN,NaN,NaN,,,,,
15450,100,104,NaN,,126,NaN,NaN,NaN,101,,265,104,182
15451,,,NaN,,,NaN,NaN,NaN,,,,,
15452,100,104,NaN,,124,NaN,NaN,NaN,91,,265,105,178
15453,,,NaN,,,NaN,NaN,NaN,,,,,
15454,100,103,NaN,,120,NaN,NaN,NaN,90,,264,105,173
15455,,,NaN,,,NaN,NaN,NaN,,,,,
15456,100,103,NaN,,124,NaN,NaN,NaN,96,,264,105,179
15457,,,NaN,,,NaN,NaN,NaN,,,,,
15458,100,105,NaN,,135,NaN,NaN,NaN,106,,265,106,193
15459,,,NaN,,,NaN,NaN,NaN,,,,,
15460,100,107,NaN,,143,NaN,NaN,NaN,109,,265,108,203
15461,,,NaN,,,NaN,NaN,NaN,,,,,
15462,100,109,NaN,,145,NaN,NaN,NaN,108,,265,110,206
15463,,,NaN,,,NaN,NaN,NaN,,,,,
15464,100,110,NaN,,148,NaN,NaN,NaN,111,,265,111,208
15465,,,NaN,,,NaN,NaN,NaN,,,,,
15466,100,110,NaN,,140,NaN,NaN,NaN,102,,264,111,199
15467,,,NaN,,,NaN,NaN,NaN,,,,,
15468,100,111,NaN,,141,NaN,NaN,NaN,105,,264,111,202
15469,,,NaN,,,NaN,NaN,NaN,,,,,
15470,100,111,NaN,,140,NaN,NaN,NaN,105,,264,112,202
15471,,,NaN,,,NaN,NaN,NaN,,,,,
15472,100,111,NaN,,142,NaN,NaN,NaN,105,,264,112,204
15473,,,NaN,,,NaN,NaN,NaN,,,,,
15474,100,112,NaN,,144,NaN,NaN,NaN,109,,264,113,207
15475,,,NaN,,,NaN,NaN,NaN,,,,,
15476,100,113,NaN,,149,NaN,NaN,NaN,113,,262,113,211
15477,,,NaN,,,NaN,NaN,NaN,,,,,
15478,100,114,NaN,,151,NaN,NaN,NaN,113,,262,114,213
15479,,,NaN,,,NaN,NaN,NaN,,,,,
15480,100,114,NaN,,150,NaN,NaN,NaN,109,,264,115,212
15481,,,NaN,,,NaN,NaN,NaN,,,,,
15482,100,114,NaN,,146,NaN,NaN,NaN,105,,264,115,208
15483,,,NaN,,,NaN,NaN,NaN,,,,,
15484,100,114,NaN,,141,NaN,NaN,NaN,102,,265,114,204
15485,,,NaN,,,NaN,NaN,NaN,,,,,
15486,100,113,NaN,,132,NaN,NaN,NaN,95,,265,114,190
15487,,,NaN,,,NaN,NaN,NaN,,,,,
15488,100,112,NaN,,131,NaN,NaN,NaN,95,,266,113,194
15489,,,NaN,,,NaN,NaN,NaN,,,,,
15490,100,112,NaN,,127,NaN,NaN,NaN,90,,266,112,192
15491,,,NaN,,,NaN,NaN,NaN,,,,,
15492,100,111,NaN,,121,NaN,NaN,NaN,83,,266,112,182
15493,,,NaN,,,NaN,NaN,NaN,,,,,
15494,100,110,NaN,,121,NaN,NaN,NaN,87,,266,111,184
15495,,,NaN,,,NaN,NaN,NaN,,,,,
15496,100,109,NaN,,118,NaN,NaN,NaN,86,,285,110,179
15497,,,NaN,,,NaN,NaN,NaN,,,,,
15498,100,109,NaN,,116,NaN,NaN,NaN,86,,285,109,175
15499,,,NaN,,,NaN,NaN,NaN,,,,,
15500,100,108,NaN,,117,NaN,NaN,NaN,86,,276,108,177
15501,,,NaN,,,NaN,NaN,NaN,,,,,
15502,100,107,NaN,,119,NaN,NaN,NaN,90,,276,108,181
15503,,,NaN,,,NaN,NaN,NaN,,,,,
15504,100,107,NaN,,117,NaN,NaN,NaN,86,,276,107,176
15505,,,NaN,,,NaN,NaN,NaN,,,,,
15506,100,106,NaN,,120,NaN,NaN,NaN,89,,262,107,180
15507,,,NaN,,,NaN,NaN,NaN,,,,,
15508,100,106,NaN,,119,NaN,NaN,NaN,88,,262,106,178
15509,,,NaN,,,NaN,NaN,NaN,,,,,
15510,100,105,NaN,,121,NaN,NaN,NaN,91,,246,106,180
15511,,,NaN,,,NaN,NaN,NaN,,,,,
15512,100,104,NaN,,121,NaN,NaN,NaN,90,,246,105,179
15513,,,NaN,,,NaN,NaN,NaN,,,,,
15514,100,104,NaN,,123,NaN,NaN,NaN,91,,216,105,179
15515,,,NaN,,,NaN,NaN,NaN,,,,,
15516,100,103,NaN,,124,NaN,NaN,NaN,91,,216,104,180
15517,,,NaN,,,NaN,NaN,NaN,,,,,
15518,100,103,NaN,,123,NaN,NaN,NaN,86,,241,104,182
15519,,,NaN,,,NaN,NaN,NaN,,,,,
15520,100,103,NaN,,123,NaN,NaN,NaN,88,,241,103,180
15521,,,NaN,,,NaN,NaN,NaN,,,,,
15522,100,102,NaN,,120,NaN,NaN,NaN,83,,276,103,175
15523,,,NaN,,,NaN,NaN,NaN,,,,,
15524,100,102,NaN,,119,NaN,NaN,NaN,87,,276,102,180
15525,,,NaN,,,NaN,NaN,NaN,,,,,
15526,100,102,NaN,,118,NaN,NaN,NaN,86,,287,102,172
15527,,,NaN,,,NaN,NaN,NaN,,,,,
15528,100,102,NaN,,118,NaN,NaN,NaN,87,,287,102,173
15529,,,NaN,,,NaN,NaN,NaN,,,,,
15530,100,102,NaN,,116,NaN,NaN,NaN,83,,269,108,174
15531,,,NaN,,,NaN,NaN,NaN,,,,,
15532,100,102,NaN,,116,NaN,NaN,NaN,85,,269,109,172
15533,,,NaN,,,NaN,NaN,NaN,,,,,
15534,100,102,NaN,,116,NaN,NaN,NaN,85,,168,108,171
15535,,,NaN,,,NaN,NaN,NaN,,,,,
15536,100,101,NaN,,115,NaN,NaN,NaN,80,,168,108,166
15537,,,NaN,,,NaN,NaN,NaN,,,,,
15538,100,101,NaN,,114,NaN,NaN,NaN,83,,168,106,167
15539,,,NaN,,,NaN,NaN,NaN,,,,,
15540,100,101,NaN,,114,NaN,NaN,NaN,84,,-5,101,169
15541,,,NaN,,,NaN,NaN,NaN,,,,,
15542,100,101,NaN,,114,NaN,NaN,NaN,83,,-5,101,169
15543,,,NaN,,,NaN,NaN,NaN,,,,,
15544,100,100,NaN,,114,NaN,NaN,NaN,85,,-5,101,170
15545,,,NaN,,,NaN,NaN,NaN,,,,,
15546,100,100,NaN,,114,NaN,NaN,NaN,83,,-5,101,168
15547,,,NaN,,,NaN,NaN,NaN,,,,,
15548,100,100,NaN,,115,NaN,NaN,NaN,79,,-23,100,173
15549,,,NaN,,,NaN,NaN,NaN,,,,,
15550,100,100,NaN,,115,NaN,NaN,NaN,84,,-23,106,170
15551,,,NaN,,,NaN,NaN,NaN,,,,,
15552,100,99,NaN,,115,NaN,NaN,NaN,83,,-43,105,169
15553,,,NaN,,,NaN,NaN,NaN,,,,,
15554,100,99,NaN,,115,NaN,NaN,NaN,83,,-43,105,175
15555,,,NaN,,,NaN,NaN,NaN,,,,,
15556,100,99,NaN,,93,NaN,NaN,NaN,-74,,-44,105,155
15557,,,NaN,,,NaN,NaN,NaN,,,,,
15558,100,99,NaN,,93,NaN,NaN,NaN,,,-44,107,
15559,,,NaN,,,NaN,NaN,NaN,,,,,
15560,,99,NaN,,-14,NaN,NaN,NaN,,,-44,,
15561,,,NaN,,,NaN,NaN,NaN,,,,,
15562,,99,NaN,,-35,NaN,NaN,NaN,,,-44,,
15563,,,NaN,,,NaN,NaN,NaN,,,,,
15564,,,NaN,,-35,NaN,NaN,NaN,,,-44,,
15565,,,NaN,,,NaN,NaN,NaN,,,,,
15566,,,NaN,,-39,NaN,NaN,NaN,,,-44,,
15567,,,NaN,,,NaN,NaN,NaN,,,,,
15568,,,NaN,,-43,NaN,NaN,NaN,,,-44,,
15569,,,NaN,,,NaN,NaN,NaN,,,,,
15570,,,NaN,,-45,NaN,NaN,NaN,-51,,-44,,-47
15571,,,NaN,,,NaN,NaN,NaN,,,,,
15572,,,NaN,,-46,NaN,NaN,NaN,-50,,-44,,-47
15573,,,NaN,,,NaN,NaN,NaN,,,,,
15574,,,NaN,,-47,NaN,NaN,NaN,-50,,-44,,-47
15575,,,NaN,,,NaN,NaN,NaN,,,,,
15576,,,NaN,,-47,NaN,NaN,NaN,-50,,-44,,-47
15577,,,NaN,,,NaN,NaN,NaN,,,,,
15578,,,NaN,,-48,NaN,NaN,NaN,-50,,-44,,-47
15579,,,NaN,,,NaN,NaN,NaN,,,,,
15580,,,NaN,,-48,NaN,NaN,NaN,-50,,-44,,-47
15581,,,NaN,,,NaN,NaN,NaN,,,,,
15582,,,NaN,,-48,NaN,NaN,NaN,-51,,-44,,-47
15583,,,NaN,,,NaN,NaN,NaN,,,,,
15584,,,NaN,,-48,NaN,NaN,NaN,-50,,-44,,-46
15585,,,NaN,,,NaN,NaN,NaN,,,,,
15586,,,NaN,,-48,NaN,NaN,NaN,-49,,-44,,-47
15587,,,NaN,,,NaN,NaN,NaN,,,,,
15588,,,NaN,,-48,NaN,NaN,NaN,-49,,-44,,-47
15589,,,NaN,,,NaN,NaN,NaN,,,,,
15590,,,NaN,,-48,NaN,NaN,NaN,-49,,-44,,-46
15591,,,NaN,,,NaN,NaN,NaN,,,,,
15592,,,NaN,,-48,NaN,NaN,NaN,-49,,-44,,-46
15593,,,NaN,,,NaN,NaN,NaN,,,,,
15594,,,NaN,,-48,NaN,NaN,NaN,,,-45,,
15595,,,NaN,,,NaN,NaN,NaN,,,,,
15596,,,NaN,,-48,NaN,NaN,NaN,,,-45,,
15597,,,NaN,,,NaN,NaN,NaN,,,,,
15598,,,NaN,,-48,NaN,NaN,NaN,,,-44,,
15599,,,NaN,,,NaN,NaN,NaN,,,,,
15600,,,NaN,,-48,NaN,NaN,NaN,,,-44,,
15601,,,NaN,,,NaN,NaN,NaN,,,,,
15602,,,NaN,,-48,NaN,NaN,NaN,,,-44,,
15603,,,NaN,,,NaN,NaN,NaN,,,,,
15604,,,NaN,,-47,NaN,NaN,NaN,,,-44,,
15605,,,NaN,,,NaN,NaN,NaN,,,,,
15606,,,NaN,,-47,NaN,NaN,NaN,-50,,-44,,-45
15607,,,NaN,,,NaN,NaN,NaN,,,,,
15608,,,NaN,,-47,NaN,NaN,NaN,-50,,-44,,-45
15609,,,NaN,,,NaN,NaN,NaN,,,,,
15610,,,NaN,,-47,NaN,NaN,NaN,-49,,-44,,-46
15611,,,NaN,,,NaN,NaN,NaN,,,,,
15612,,,NaN,,-47,NaN,NaN,NaN,-49,,-44,,-46
15613,,,NaN,,,NaN,NaN,NaN,,,,,
15614,,,NaN,,-47,NaN,NaN,NaN,-49,,-44,,-46
15615,,,NaN,,,NaN,NaN,NaN,,,,,
15616,,,NaN,,-47,NaN,NaN,NaN,-47,,-44,,-47
15617,,,NaN,,,NaN,NaN,NaN,,,,,
15618,,,NaN,,-47,NaN,NaN,NaN,-49,,-44,,-44
15619,,,NaN,,,NaN,NaN,NaN,,,,,
15620,,,NaN,,-47,NaN,NaN,NaN,-60,,-44,,-31
15621,,,NaN,,,NaN,NaN,NaN,,,,,
15622,,,NaN,,-47,NaN,NaN,NaN,-60,,-44,,-31
15623,,,NaN,,,NaN,NaN,NaN,,,,,
15624,,,NaN,,-46,NaN,NaN,NaN,-46,,-44,,-46
15625,,,NaN,,,NaN,NaN,NaN,,,,,
15626,,,NaN,,-46,NaN,NaN,NaN,-46,,-44,,-46
15627,,,NaN,,,NaN,NaN,NaN,,,,,
15628,,,NaN,,-46,NaN,NaN,NaN,-46,,-44,,-46
15629,,,NaN,,,NaN,NaN,NaN,,,,,
15630,,,NaN,,-46,NaN,NaN,NaN,-46,,-44,,-46
15631,,,NaN,,,NaN,NaN,NaN,,,,,
15632,,,NaN,,-46,NaN,NaN,NaN,-46,,-44,,-46
15633,,,NaN,,,NaN,NaN,NaN,,,,,
15634,,,NaN,,-46,NaN,NaN,NaN,-48,,-44,,-44
15635,,,NaN,,,NaN,NaN,NaN,,,,,
15636,,,NaN,,-46,NaN,NaN,NaN,-48,,-44,,-43
15637,,,NaN,,,NaN,NaN,NaN,,,,,
15638,,,NaN,,-46,NaN,NaN,NaN,-47,,-44,,-44
15639,,,NaN,,,NaN,NaN,NaN,,,,,
15640,,,NaN,,-46,NaN,NaN,NaN,-47,,-44,,-44
15641,,,NaN,,,NaN,NaN,NaN,,,,,
15642,,,NaN,,-46,NaN,NaN,NaN,-46,,-44,,-46
15643,,,NaN,,,NaN,NaN,NaN,,,,,
15644,,,NaN,,-46,NaN,NaN,NaN,-46,,-44,,-46
15645,,,NaN,,,NaN,NaN,NaN,,,,,
15646,,,NaN,,,NaN,NaN,NaN,,,,,
15647,,,NaN,,,NaN,NaN,NaN,,,,,
15648,,,NaN,,,NaN,NaN,NaN,,,,,
15649,,,NaN,,,NaN,NaN,NaN,,,,,
15650,,,NaN,,,NaN,NaN,NaN,,,,,
15651,,,NaN,,,NaN,NaN,NaN,,,,,
15652,,,NaN,,,NaN,NaN,NaN,,,,,
15653,,,NaN,,,NaN,NaN,NaN,,,,,
15654,,,NaN,,,NaN,NaN,NaN,,,,,
15655,,,NaN,,,NaN,NaN,NaN,,,,,
15656,,,NaN,,,NaN,NaN,NaN,,,,,
15657,,,NaN,,,NaN,NaN,NaN,,,,,
15658,,,NaN,,,NaN,NaN,NaN,,,,,
15659,,,NaN,,,NaN,NaN,NaN,,,,,
15660,,,NaN,,,NaN,NaN,NaN,,,,,
15661,,,NaN,,,NaN,NaN,NaN,,,,,
15662,,,NaN,,,NaN,NaN,NaN,,,,,
15663,,,NaN,,,NaN,NaN,NaN,,,,,
15664,,,NaN,,,NaN,NaN,NaN,,,,,
15665,,,NaN,,,NaN,NaN,NaN,,,,,
15666,,,NaN,,,NaN,NaN,NaN,,,,,
15667,,,NaN,,,NaN,NaN,NaN,,,,,
15668,,,NaN,,,NaN,NaN,NaN,,,,,
15669,,,NaN,,,NaN,NaN,NaN,,,,,
15670,,,NaN,,,NaN,NaN,NaN,,,,,
15671,,,NaN,,,NaN,NaN,NaN,,,,,
15672,,,NaN,,,NaN,NaN,NaN,,,,,
15673,,,NaN,,,NaN,NaN,NaN,,,,,
15674,,,NaN,,,NaN,NaN,NaN,,,,,
15675,,,NaN,,,NaN,NaN,NaN,,,,,
15676,,,NaN,,,NaN,NaN,NaN,,,,,
15677,,,NaN,,,NaN,NaN,NaN,,,,,
15678,,,NaN,,,NaN,NaN,NaN,,,,,
15679,,,NaN,,,NaN,NaN,NaN,,,,,
15680,,,NaN,,,NaN,NaN,NaN,,,,,
15681,,,NaN,,,NaN,NaN,NaN,,,,,
15682,,,NaN,,,NaN,NaN,NaN,,,,,
15683,,,NaN,,,NaN,NaN,NaN,,,,,
15684,,,NaN,,,NaN,NaN,NaN,,,,,
15685,,,NaN,,,NaN,NaN,NaN,,,,,
15686,,,NaN,,,NaN,NaN,NaN,,,,,
15687,,,NaN,,,NaN,NaN,NaN,,,,,
15688,,,NaN,,,NaN,NaN,NaN,,,,,
15689,,,NaN,,,NaN,NaN,NaN,,,,,
15690,,,NaN,,,NaN,NaN,NaN,,,,,
15691,,,NaN,,,NaN,NaN,NaN,,,,,
15692,,,NaN,,,NaN,NaN,NaN,,,,,
15693,,,NaN,,,NaN,NaN,NaN,,,,,
15694,,,NaN,,,NaN,NaN,NaN,,,,,
15695,,,NaN,,,NaN,NaN,NaN,,,,,
15696,,,NaN,,,NaN,NaN,NaN,,,,,
15697,,,NaN,,,NaN,NaN,NaN,,,,,
15698,,,NaN,,,NaN,NaN,NaN,,,,,
15699,,,NaN,,,NaN,NaN,NaN,,,,,
15700,,,NaN,,,NaN,NaN,NaN,,,,,
15701,,,NaN,,,NaN,NaN,NaN,,,,,
15702,,,NaN,,,NaN,NaN,NaN,,,,,
15703,,,NaN,,,NaN,NaN,NaN,,,,,
15704,,,NaN,,,NaN,NaN,NaN,,,,,
15705,,,NaN,,,NaN,NaN,NaN,,,,,
15706,,,NaN,,,NaN,NaN,NaN,,,,,
15707,,,NaN,,,NaN,NaN,NaN,,,,,
15708,,,NaN,,,NaN,NaN,NaN,,,,,
15709,,,NaN,,,NaN,NaN,NaN,,,,,
15710,,,NaN,,,NaN,NaN,NaN,,,,,
15711,,,NaN,,,NaN,NaN,NaN,,,,,
15712,,,NaN,,,NaN,NaN,NaN,,,,,
15713,,,NaN,,,NaN,NaN,NaN,,,,,
15714,,,NaN,,,NaN,NaN,NaN,,,,,
15715,,,NaN,,,NaN,NaN,NaN,,,,,
15716,,,NaN,,,NaN,NaN,NaN,,,,,
15717,,,NaN,,,NaN,NaN,NaN,,,,,
15718,,,NaN,,,NaN,NaN,NaN,,,,,
15719,,,NaN,,,NaN,NaN,NaN,,,,,
15720,,,NaN,,,NaN,NaN,NaN,,,,,
15721,,,NaN,,,NaN,NaN,NaN,,,,,
