time,Solar8000/PLETH_SPO2,Solar8000/HR,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_MBP,SNUADC/CVP,SNUADC/ECG_V5,SNUADC/ECG_II,Solar8000/ART_DBP,Solar8000/RR_CO2,Solar8000/CVP,Solar8000/PLETH_HR,Solar8000/ART_SBP
1339,,,NaN,,,NaN,NaN,NaN,,,,,
1340,100,56,NaN,18,65,NaN,NaN,NaN,48,,268,56,106
1341,,,NaN,,,NaN,NaN,NaN,,,,,
1342,100,57,NaN,18,65,NaN,NaN,NaN,49,,268,57,106
1343,,,NaN,,,NaN,NaN,NaN,,,,,
1344,100,58,NaN,18,65,NaN,NaN,NaN,49,,268,58,107
1345,,,NaN,,,NaN,NaN,NaN,,,,,
1346,100,58,NaN,18,65,NaN,NaN,NaN,49,,268,59,105
1347,,,NaN,,,NaN,NaN,NaN,,,,,
1348,100,59,NaN,43,66,NaN,NaN,NaN,49,6,268,59,108
1349,,,NaN,,,NaN,NaN,NaN,,,,,
1350,100,60,NaN,43,65,NaN,NaN,NaN,49,6,268,60,106
1351,,,NaN,,,NaN,NaN,NaN,,,,,
1352,100,61,NaN,43,67,NaN,NaN,NaN,51,6,268,61,110
1353,,,NaN,,,NaN,NaN,NaN,,,,,
1354,100,61,NaN,44,66,NaN,NaN,NaN,50,5,268,61,108
1355,,,NaN,,,NaN,NaN,NaN,,,,,
1356,100,62,NaN,44,67,NaN,NaN,NaN,51,5,270,62,109
1357,,,NaN,,,NaN,NaN,NaN,,,,,
1358,100,62,NaN,44,67,NaN,NaN,NaN,51,5,270,62,109
1359,,,NaN,,,NaN,NaN,NaN,,,,,
1360,100,62,NaN,44,67,NaN,NaN,NaN,50,5,271,63,108
1361,,,NaN,,,NaN,NaN,NaN,,,,,
1362,100,63,NaN,42,68,NaN,NaN,NaN,52,5,271,63,111
1363,,,NaN,,,NaN,NaN,NaN,,,,,
1364,100,63,NaN,42,68,NaN,NaN,NaN,52,5,42,64,110
1365,,,NaN,,,NaN,NaN,NaN,,,,,
1366,100,64,NaN,42,69,NaN,NaN,NaN,53,5,42,64,112
1367,,,NaN,,,NaN,NaN,NaN,,,,,
1368,100,64,NaN,42,69,NaN,NaN,NaN,52,6,42,64,110
1369,,,NaN,,,NaN,NaN,NaN,,,,,
1370,100,64,NaN,42,69,NaN,NaN,NaN,52,6,0,64,111
1371,,,NaN,,,NaN,NaN,NaN,,,,,
1372,100,64,NaN,42,69,NaN,NaN,NaN,53,6,0,64,109
1373,,,NaN,,,NaN,NaN,NaN,,,,,
1374,100,64,NaN,42,69,NaN,NaN,NaN,53,6,0,64,110
1375,,,NaN,,,NaN,NaN,NaN,,,,,
1376,100,64,NaN,41,69,NaN,NaN,NaN,53,10,0,64,109
1377,,,NaN,,,NaN,NaN,NaN,,,,,
1378,100,64,NaN,41,69,NaN,NaN,NaN,53,10,0,64,109
1379,,,NaN,,,NaN,NaN,NaN,,,,,
1380,100,63,NaN,41,70,NaN,NaN,NaN,53,10,0,64,112
1381,,,NaN,,,NaN,NaN,NaN,,,,,
1382,100,63,NaN,40,69,NaN,NaN,NaN,53,12,1,64,109
1383,,,NaN,,,NaN,NaN,NaN,,,,,
1384,100,63,NaN,40,70,NaN,NaN,NaN,53,12,1,64,110
1385,,,NaN,,,NaN,NaN,NaN,,,,,
1386,100,63,NaN,40,70,NaN,NaN,NaN,54,12,1,63,109
1387,,,NaN,,,NaN,NaN,NaN,,,,,
1388,100,62,NaN,40,71,NaN,NaN,NaN,53,12,1,63,112
1389,,,NaN,,,NaN,NaN,NaN,,,,,
1390,100,62,NaN,40,70,NaN,NaN,NaN,54,14,0,63,110
1391,,,NaN,,,NaN,NaN,NaN,,,,,
1392,100,62,NaN,40,71,NaN,NaN,NaN,54,14,0,63,111
1393,,,NaN,,,NaN,NaN,NaN,,,,,
1394,100,62,NaN,40,71,NaN,NaN,NaN,55,14,0,62,110
1395,,,NaN,,,NaN,NaN,NaN,,,,,
1396,100,62,NaN,39,70,NaN,NaN,NaN,49,15,0,62,100
1397,,,NaN,,,NaN,NaN,NaN,,,,,
1398,100,61,NaN,39,70,NaN,NaN,NaN,39,15,0,62,116
1399,,,NaN,,,NaN,NaN,NaN,,,,,
1400,100,61,NaN,39,72,NaN,NaN,NaN,53,15,0,61,107
1401,,,NaN,,,NaN,NaN,NaN,,,,,
1402,100,60,NaN,39,70,NaN,NaN,NaN,51,15,0,61,113
1403,,,NaN,,,NaN,NaN,NaN,,,,,
1404,100,60,NaN,39,70,NaN,NaN,NaN,53,16,0,61,111
1405,,,NaN,,,NaN,NaN,NaN,,,,,
1406,100,60,NaN,39,71,NaN,NaN,NaN,54,16,0,61,113
1407,,,NaN,,,NaN,NaN,NaN,,,,,
1408,100,60,NaN,39,70,NaN,NaN,NaN,54,16,0,61,110
1409,,,NaN,,,NaN,NaN,NaN,,,,,
1410,100,61,NaN,39,70,NaN,NaN,NaN,51,17,0,61,110
1411,,,NaN,,,NaN,NaN,NaN,,,,,
1412,100,61,NaN,39,70,NaN,NaN,NaN,52,17,0,61,109
1413,,,NaN,,,NaN,NaN,NaN,,,,,
1414,100,61,NaN,39,69,NaN,NaN,NaN,53,17,0,61,106
1415,,,NaN,,,NaN,NaN,NaN,,,,,
1416,100,61,NaN,39,69,NaN,NaN,NaN,53,17,0,61,107
1417,,,NaN,,,NaN,NaN,NaN,,,,,
1418,100,60,NaN,39,69,NaN,NaN,NaN,53,17,0,61,107
1419,,,NaN,,,NaN,NaN,NaN,,,,,
1420,100,60,NaN,39,69,NaN,NaN,NaN,53,17,0,61,107
1421,,,NaN,,,NaN,NaN,NaN,,,,,
1422,100,60,NaN,39,89,NaN,NaN,NaN,88,17,0,61,105
1423,,,NaN,,,NaN,NaN,NaN,,,,,
1424,100,60,NaN,39,94,NaN,NaN,NaN,102,17,0,61,114
1425,,,NaN,,,NaN,NaN,NaN,,,,,
1426,100,60,NaN,39,112,NaN,NaN,NaN,120,17,0,61,127
1427,,,NaN,,,NaN,NaN,NaN,,,,,
1428,100,60,NaN,39,112,NaN,NaN,NaN,,17,0,61,
1429,,,NaN,,,NaN,NaN,NaN,,,,,
1430,100,60,NaN,39,146,NaN,NaN,NaN,,17,0,61,
1431,,,NaN,,,NaN,NaN,NaN,,,,,
1432,100,60,NaN,38,146,NaN,NaN,NaN,,17,0,60,
1433,,,NaN,,,NaN,NaN,NaN,,,,,
1434,100,60,NaN,38,98,NaN,NaN,NaN,,17,1,60,
1435,,,NaN,,,NaN,NaN,NaN,,,,,
1436,100,69,NaN,38,86,NaN,NaN,NaN,,17,1,60,
1437,,,NaN,,,NaN,NaN,NaN,,,,,
1438,100,69,NaN,38,96,NaN,NaN,NaN,,17,0,61,
1439,,,NaN,,,NaN,NaN,NaN,,,,,
1440,100,69,NaN,38,96,NaN,NaN,NaN,,17,0,61,
1441,,,NaN,,,NaN,NaN,NaN,,,,,
1442,100,69,NaN,38,84,NaN,NaN,NaN,,17,0,61,
1443,,,NaN,,,NaN,NaN,NaN,,,,,
1444,100,70,NaN,37,78,NaN,NaN,NaN,,17,0,62,
1445,,,NaN,,,NaN,NaN,NaN,,,,,
1446,100,70,NaN,37,74,NaN,NaN,NaN,,17,0,62,
1447,,,NaN,,,NaN,NaN,NaN,,,,,
1448,100,70,NaN,37,72,NaN,NaN,NaN,,17,0,62,
1449,,,NaN,,,NaN,NaN,NaN,,,,,
1450,100,70,NaN,37,71,NaN,NaN,NaN,,17,1,62,
1451,,,NaN,,,NaN,NaN,NaN,,,,,
1452,100,62,NaN,38,70,NaN,NaN,NaN,,17,1,62,
1453,,,NaN,,,NaN,NaN,NaN,,,,,
1454,100,61,NaN,38,69,NaN,NaN,NaN,,17,0,62,
1455,,,NaN,,,NaN,NaN,NaN,,,,,
1456,100,61,NaN,38,69,NaN,NaN,NaN,53,17,0,62,107
1457,,,NaN,,,NaN,NaN,NaN,,,,,
1458,100,61,NaN,37,69,NaN,NaN,NaN,53,17,0,62,108
1459,,,NaN,,,NaN,NaN,NaN,,,,,
1460,100,61,NaN,37,68,NaN,NaN,NaN,53,17,0,62,106
1461,,,NaN,,,NaN,NaN,NaN,,,,,
1462,100,61,NaN,37,68,NaN,NaN,NaN,52,17,0,62,106
1463,,,NaN,,,NaN,NaN,NaN,,,,,
1464,100,61,NaN,37,68,NaN,NaN,NaN,52,17,0,62,106
1465,,,NaN,,,NaN,NaN,NaN,,,,,
1466,100,65,NaN,37,68,NaN,NaN,NaN,42,17,0,62,108
1467,,,NaN,,,NaN,NaN,NaN,,,,,
1468,100,65,NaN,37,68,NaN,NaN,NaN,50,17,0,62,106
1469,,,NaN,,,NaN,NaN,NaN,,,,,
1470,100,65,NaN,37,68,NaN,NaN,NaN,52,17,0,62,105
1471,,,NaN,,,NaN,NaN,NaN,,,,,
1472,100,65,NaN,37,68,NaN,NaN,NaN,52,17,1,62,105
1473,,,NaN,,,NaN,NaN,NaN,,,,,
1474,100,65,NaN,37,67,NaN,NaN,NaN,53,17,1,62,104
1475,,,NaN,,,NaN,NaN,NaN,,,,,
1476,100,65,NaN,37,68,NaN,NaN,NaN,52,17,1,63,105
1477,,,NaN,,,NaN,NaN,NaN,,,,,
1478,100,65,NaN,37,67,NaN,NaN,NaN,51,17,1,63,102
1479,,,NaN,,,NaN,NaN,NaN,,,,,
1480,100,65,NaN,37,66,NaN,NaN,NaN,51,17,0,63,103
1481,,,NaN,,,NaN,NaN,NaN,,,,,
1482,100,65,NaN,37,66,NaN,NaN,NaN,51,17,0,63,104
1483,,,NaN,,,NaN,NaN,NaN,,,,,
1484,100,65,NaN,37,66,NaN,NaN,NaN,51,17,1,63,102
1485,,,NaN,,,NaN,NaN,NaN,,,,,
1486,100,66,NaN,37,66,NaN,NaN,NaN,51,17,1,63,103
1487,,,NaN,,,NaN,NaN,NaN,,,,,
1488,100,66,NaN,37,65,NaN,NaN,NaN,50,17,0,63,101
1489,,,NaN,,,NaN,NaN,NaN,,,,,
1490,100,66,NaN,37,66,NaN,NaN,NaN,51,17,0,64,102
1491,,,NaN,,,NaN,NaN,NaN,,,,,
1492,100,63,NaN,37,65,NaN,NaN,NaN,51,17,0,64,100
1493,,,NaN,,,NaN,NaN,NaN,,,,,
1494,100,63,NaN,37,66,NaN,NaN,NaN,51,17,0,64,101
1495,,,NaN,,,NaN,NaN,NaN,,,,,
1496,100,63,NaN,37,65,NaN,NaN,NaN,50,17,0,64,99
1497,,,NaN,,,NaN,NaN,NaN,,,,,
1498,100,63,NaN,37,65,NaN,NaN,NaN,50,17,0,64,100
1499,,,NaN,,,NaN,NaN,NaN,,,,,
1500,100,63,NaN,36,65,NaN,NaN,NaN,50,17,0,64,100
1501,,,NaN,,,NaN,NaN,NaN,,,,,
1502,100,63,NaN,36,64,NaN,NaN,NaN,50,17,1,63,98
1503,,,NaN,,,NaN,NaN,NaN,,,,,
1504,100,63,NaN,36,64,NaN,NaN,NaN,50,17,1,63,99
1505,,,NaN,,,NaN,NaN,NaN,,,,,
1506,100,63,NaN,37,64,NaN,NaN,NaN,49,17,0,63,99
1507,,,NaN,,,NaN,NaN,NaN,,,,,
1508,100,63,NaN,37,64,NaN,NaN,NaN,46,17,0,63,99
1509,,,NaN,,,NaN,NaN,NaN,,,,,
1510,100,63,NaN,37,63,NaN,NaN,NaN,48,17,0,63,96
1511,,,NaN,,,NaN,NaN,NaN,,,,,
1512,100,63,NaN,37,63,NaN,NaN,NaN,48,17,0,63,98
1513,,,NaN,,,NaN,NaN,NaN,,,,,
1514,100,63,NaN,36,63,NaN,NaN,NaN,50,17,0,63,98
1515,,,NaN,,,NaN,NaN,NaN,,,,,
1516,100,63,NaN,36,64,NaN,NaN,NaN,50,17,0,63,98
1517,,,NaN,,,NaN,NaN,NaN,,,,,
1518,100,63,NaN,36,64,NaN,NaN,NaN,49,17,1,64,99
1519,,,NaN,,,NaN,NaN,NaN,,,,,
1520,100,63,NaN,36,63,NaN,NaN,NaN,49,17,1,64,97
1521,,,NaN,,,NaN,NaN,NaN,,,,,
1522,100,63,NaN,37,63,NaN,NaN,NaN,49,17,1,64,98
1523,,,NaN,,,NaN,NaN,NaN,,,,,
1524,100,63,NaN,37,63,NaN,NaN,NaN,49,17,1,64,96
1525,,,NaN,,,NaN,NaN,NaN,,,,,
1526,100,63,NaN,37,63,NaN,NaN,NaN,49,17,1,64,97
1527,,,NaN,,,NaN,NaN,NaN,,,,,
1528,100,63,NaN,36,63,NaN,NaN,NaN,49,17,1,64,98
1529,,,NaN,,,NaN,NaN,NaN,,,,,
1530,100,64,NaN,36,63,NaN,NaN,NaN,35,17,1,64,89
1531,,,NaN,,,NaN,NaN,NaN,,,,,
1532,100,64,NaN,36,61,NaN,NaN,NaN,31,17,1,64,89
1533,,,NaN,,,NaN,NaN,NaN,,,,,
1534,100,64,NaN,36,61,NaN,NaN,NaN,,17,1,64,
1535,,,NaN,,,NaN,NaN,NaN,,,,,
1536,100,64,NaN,36,118,NaN,NaN,NaN,,17,1,64,
1537,,,NaN,,,NaN,NaN,NaN,,,,,
1538,100,64,NaN,36,120,NaN,NaN,NaN,,17,1,64,
1539,,,NaN,,,NaN,NaN,NaN,,,,,
1540,100,64,NaN,36,125,NaN,NaN,NaN,,17,1,64,
1541,,,NaN,,,NaN,NaN,NaN,,,,,
1542,100,64,NaN,36,125,NaN,NaN,NaN,,17,1,65,
1543,,,NaN,,,NaN,NaN,NaN,,,,,
1544,100,64,NaN,36,129,NaN,NaN,NaN,,17,1,65,
1545,,,NaN,,,NaN,NaN,NaN,,,,,
1546,100,64,NaN,36,118,NaN,NaN,NaN,,17,1,65,
1547,,,NaN,,,NaN,NaN,NaN,,,,,
1548,100,65,NaN,36,118,NaN,NaN,NaN,,17,0,65,
1549,,,NaN,,,NaN,NaN,NaN,,,,,
1550,100,65,NaN,36,103,NaN,NaN,NaN,,17,0,65,
1551,,,NaN,,,NaN,NaN,NaN,,,,,
1552,100,65,NaN,36,83,NaN,NaN,NaN,,17,1,65,
1553,,,NaN,,,NaN,NaN,NaN,,,,,
1554,100,65,NaN,36,73,NaN,NaN,NaN,,17,1,66,
1555,,,NaN,,,NaN,NaN,NaN,,,,,
1556,100,65,NaN,36,65,NaN,NaN,NaN,,17,1,66,
1557,,,NaN,,,NaN,NaN,NaN,,,,,
1558,100,65,NaN,36,62,NaN,NaN,NaN,,17,1,66,
1559,,,NaN,,,NaN,NaN,NaN,,,,,
1560,100,65,NaN,36,60,NaN,NaN,NaN,,17,1,66,
1561,,,NaN,,,NaN,NaN,NaN,,,,,
1562,100,65,NaN,36,59,NaN,NaN,NaN,,17,1,66,
1563,,,NaN,,,NaN,NaN,NaN,,,,,
1564,100,65,NaN,36,59,NaN,NaN,NaN,45,17,1,66,91
1565,,,NaN,,,NaN,NaN,NaN,,,,,
1566,100,65,NaN,36,59,NaN,NaN,NaN,46,17,1,66,90
1567,,,NaN,,,NaN,NaN,NaN,,,,,
1568,100,65,NaN,36,59,NaN,NaN,NaN,46,17,1,66,91
1569,,,NaN,,,NaN,NaN,NaN,,,,,
1570,100,65,NaN,36,59,NaN,NaN,NaN,46,17,1,66,90
1571,,,NaN,,,NaN,NaN,NaN,,,,,
1572,100,66,NaN,36,59,NaN,NaN,NaN,45,17,1,66,91
1573,,,NaN,,,NaN,NaN,NaN,,,,,
1574,100,66,NaN,36,59,NaN,NaN,NaN,46,17,1,66,90
1575,,,NaN,,,NaN,NaN,NaN,,,,,
1576,100,66,NaN,36,58,NaN,NaN,NaN,45,17,1,66,89
1577,,,NaN,,,NaN,NaN,NaN,,,,,
1578,100,66,NaN,36,58,NaN,NaN,NaN,45,17,1,67,91
1579,,,NaN,,,NaN,NaN,NaN,,,,,
1580,100,66,NaN,36,58,NaN,NaN,NaN,45,17,1,67,88
1581,,,NaN,,,NaN,NaN,NaN,,,,,
1582,100,66,NaN,36,58,NaN,NaN,NaN,45,17,1,67,91
1583,,,NaN,,,NaN,NaN,NaN,,,,,
1584,100,67,NaN,36,58,NaN,NaN,NaN,45,17,1,67,90
1585,,,NaN,,,NaN,NaN,NaN,,,,,
1586,100,67,NaN,35,58,NaN,NaN,NaN,45,17,1,67,90
1587,,,NaN,,,NaN,NaN,NaN,,,,,
1588,100,66,NaN,35,58,NaN,NaN,NaN,45,17,1,67,90
1589,,,NaN,,,NaN,NaN,NaN,,,,,
1590,100,66,NaN,35,57,NaN,NaN,NaN,44,17,1,67,89
1591,,,NaN,,,NaN,NaN,NaN,,,,,
1592,100,66,NaN,35,57,NaN,NaN,NaN,44,17,1,67,89
1593,,,NaN,,,NaN,NaN,NaN,,,,,
1594,100,65,NaN,35,56,NaN,NaN,NaN,43,17,1,66,87
1595,,,NaN,,,NaN,NaN,NaN,,,,,
1596,100,65,NaN,35,56,NaN,NaN,NaN,43,17,1,66,88
1597,,,NaN,,,NaN,NaN,NaN,,,,,
1598,100,65,NaN,35,56,NaN,NaN,NaN,43,17,1,66,86
1599,,,NaN,,,NaN,NaN,NaN,,,,,
1600,100,65,NaN,35,56,NaN,NaN,NaN,43,17,1,66,89
1601,,,NaN,,,NaN,NaN,NaN,,,,,
1602,100,65,NaN,35,57,NaN,NaN,NaN,45,17,1,66,90
1603,,,NaN,,,NaN,NaN,NaN,,,,,
1604,100,65,NaN,35,57,NaN,NaN,NaN,44,17,1,66,90
1605,,,NaN,,,NaN,NaN,NaN,,,,,
1606,100,65,NaN,35,58,NaN,NaN,NaN,45,17,1,66,92
1607,,,NaN,,,NaN,NaN,NaN,,,,,
1608,100,66,NaN,35,57,NaN,NaN,NaN,44,17,1,66,89
1609,,,NaN,,,NaN,NaN,NaN,,,,,
1610,100,66,NaN,35,58,NaN,NaN,NaN,45,17,1,66,91
1611,,,NaN,,,NaN,NaN,NaN,,,,,
1612,100,66,NaN,35,57,NaN,NaN,NaN,44,17,0,67,88
1613,,,NaN,,,NaN,NaN,NaN,,,,,
1614,100,67,NaN,35,57,NaN,NaN,NaN,44,17,0,67,89
1615,,,NaN,,,NaN,NaN,NaN,,,,,
1616,100,67,NaN,35,57,NaN,NaN,NaN,45,17,0,67,89
1617,,,NaN,,,NaN,NaN,NaN,,,,,
1618,100,67,NaN,35,57,NaN,NaN,NaN,45,17,0,67,90
1619,,,NaN,,,NaN,NaN,NaN,,,,,
1620,100,67,NaN,35,58,NaN,NaN,NaN,44,17,1,68,90
1621,,,NaN,,,NaN,NaN,NaN,,,,,
1622,100,67,NaN,35,57,NaN,NaN,NaN,44,17,1,68,88
1623,,,NaN,,,NaN,NaN,NaN,,,,,
1624,100,67,NaN,35,58,NaN,NaN,NaN,43,17,1,68,89
1625,,,NaN,,,NaN,NaN,NaN,,,,,
1626,100,67,NaN,35,57,NaN,NaN,NaN,44,17,1,68,88
1627,,,NaN,,,NaN,NaN,NaN,,,,,
1628,100,67,NaN,35,57,NaN,NaN,NaN,44,17,1,68,90
1629,,,NaN,,,NaN,NaN,NaN,,,,,
1630,100,67,NaN,35,57,NaN,NaN,NaN,45,17,1,68,89
1631,,,NaN,,,NaN,NaN,NaN,,,,,
1632,100,67,NaN,35,57,NaN,NaN,NaN,43,17,1,68,89
1633,,,NaN,,,NaN,NaN,NaN,,,,,
1634,100,67,NaN,35,57,NaN,NaN,NaN,44,17,1,68,87
1635,,,NaN,,,NaN,NaN,NaN,,,,,
1636,100,67,NaN,35,56,NaN,NaN,NaN,43,17,1,68,86
1637,,,NaN,,,NaN,NaN,NaN,,,,,
1638,100,67,NaN,35,56,NaN,NaN,NaN,44,17,1,68,88
1639,,,NaN,,,NaN,NaN,NaN,,,,,
1640,100,67,NaN,35,56,NaN,NaN,NaN,44,17,1,67,86
1641,,,NaN,,,NaN,NaN,NaN,,,,,
1642,100,67,NaN,35,57,NaN,NaN,NaN,44,17,1,68,89
1643,,,NaN,,,NaN,NaN,NaN,,,,,
1644,100,67,NaN,35,56,NaN,NaN,NaN,44,17,1,67,87
1645,,,NaN,,,NaN,NaN,NaN,,,,,
1646,100,67,NaN,35,56,NaN,NaN,NaN,,17,0,67,
1647,,,NaN,,,NaN,NaN,NaN,,,,,
1648,100,67,NaN,35,1,NaN,NaN,NaN,,17,0,67,
1649,,,NaN,,,NaN,NaN,NaN,,,,,
1650,100,67,NaN,35,1,NaN,NaN,NaN,,17,0,67,
1651,,,NaN,,,NaN,NaN,NaN,,,,,
1652,100,67,NaN,35,30,NaN,NaN,NaN,,17,0,67,
1653,,,NaN,,,NaN,NaN,NaN,,,,,
1654,100,67,NaN,35,42,NaN,NaN,NaN,,17,0,67,
1655,,,NaN,,,NaN,NaN,NaN,,,,,
1656,100,67,NaN,35,49,NaN,NaN,NaN,,17,1,68,
1657,,,NaN,,,NaN,NaN,NaN,,,,,
1658,100,67,NaN,35,52,NaN,NaN,NaN,,17,1,68,
1659,,,NaN,,,NaN,NaN,NaN,,,,,
1660,100,67,NaN,35,56,NaN,NaN,NaN,,17,1,68,
1661,,,NaN,,,NaN,NaN,NaN,,,,,
1662,100,68,NaN,35,57,NaN,NaN,NaN,,17,1,68,
1663,,,NaN,,,NaN,NaN,NaN,,,,,
1664,100,68,NaN,35,58,NaN,NaN,NaN,45,17,1,68,91
1665,,,NaN,,,NaN,NaN,NaN,,,,,
1666,100,68,NaN,35,58,NaN,NaN,NaN,45,17,1,68,91
1667,,,NaN,,,NaN,NaN,NaN,,,,,
1668,100,68,NaN,35,57,NaN,NaN,NaN,45,17,1,68,88
1669,,,NaN,,,NaN,NaN,NaN,,,,,
1670,100,67,NaN,35,58,NaN,NaN,NaN,44,17,1,68,90
1671,,,NaN,,,NaN,NaN,NaN,,,,,
1672,100,67,NaN,35,57,NaN,NaN,NaN,44,17,1,68,87
1673,,,NaN,,,NaN,NaN,NaN,,,,,
1674,100,67,NaN,35,57,NaN,NaN,NaN,44,17,1,68,88
1675,,,NaN,,,NaN,NaN,NaN,,,,,
1676,100,67,NaN,35,56,NaN,NaN,NaN,43,17,1,68,86
1677,,,NaN,,,NaN,NaN,NaN,,,,,
1678,100,67,NaN,35,56,NaN,NaN,NaN,43,17,1,67,85
1679,,,NaN,,,NaN,NaN,NaN,,,,,
1680,100,67,NaN,35,56,NaN,NaN,NaN,43,17,1,68,86
1681,,,NaN,,,NaN,NaN,NaN,,,,,
1682,100,67,NaN,35,56,NaN,NaN,NaN,43,17,1,68,85
1683,,,NaN,,,NaN,NaN,NaN,,,,,
1684,100,67,NaN,35,56,NaN,NaN,NaN,43,17,1,68,87
1685,,,NaN,,,NaN,NaN,NaN,,,,,
1686,100,68,NaN,35,56,NaN,NaN,NaN,44,17,1,68,85
1687,,,NaN,,,NaN,NaN,NaN,,,,,
1688,100,68,NaN,35,56,NaN,NaN,NaN,44,17,1,68,89
1689,,,NaN,,,NaN,NaN,NaN,,,,,
1690,100,68,NaN,35,56,NaN,NaN,NaN,44,17,1,68,88
1691,,,NaN,,,NaN,NaN,NaN,,,,,
1692,100,68,NaN,35,56,NaN,NaN,NaN,44,17,1,68,88
1693,,,NaN,,,NaN,NaN,NaN,,,,,
1694,100,68,NaN,35,56,NaN,NaN,NaN,44,17,1,68,89
1695,,,NaN,,,NaN,NaN,NaN,,,,,
1696,100,68,NaN,35,56,NaN,NaN,NaN,43,17,1,68,87
1697,,,NaN,,,NaN,NaN,NaN,,,,,
1698,100,68,NaN,34,56,NaN,NaN,NaN,43,17,1,68,87
1699,,,NaN,,,NaN,NaN,NaN,,,,,
1700,100,68,NaN,34,55,NaN,NaN,NaN,43,17,1,68,84
1701,,,NaN,,,NaN,NaN,NaN,,,,,
1702,100,67,NaN,34,56,NaN,NaN,NaN,43,17,1,68,87
1703,,,NaN,,,NaN,NaN,NaN,,,,,
1704,100,67,NaN,34,55,NaN,NaN,NaN,43,17,1,68,84
1705,,,NaN,,,NaN,NaN,NaN,,,,,
1706,100,67,NaN,34,54,NaN,NaN,NaN,42,17,1,68,84
1707,,,NaN,,,NaN,NaN,NaN,,,,,
1708,100,67,NaN,34,54,NaN,NaN,NaN,42,17,1,68,83
1709,,,NaN,,,NaN,NaN,NaN,,,,,
1710,100,67,NaN,34,54,NaN,NaN,NaN,41,17,1,68,82
1711,,,NaN,,,NaN,NaN,NaN,,,,,
1712,100,67,NaN,34,54,NaN,NaN,NaN,42,17,1,68,82
1713,,,NaN,,,NaN,NaN,NaN,,,,,
1714,100,68,NaN,34,53,NaN,NaN,NaN,41,17,1,68,80
1715,,,NaN,,,NaN,NaN,NaN,,,,,
1716,100,68,NaN,34,54,NaN,NaN,NaN,42,17,1,68,83
1717,,,NaN,,,NaN,NaN,NaN,,,,,
1718,100,68,NaN,34,54,NaN,NaN,NaN,42,17,1,68,82
1719,,,NaN,,,NaN,NaN,NaN,,,,,
1720,100,68,NaN,34,54,NaN,NaN,NaN,42,17,1,68,84
1721,,,NaN,,,NaN,NaN,NaN,,,,,
1722,100,68,NaN,34,54,NaN,NaN,NaN,43,17,1,69,85
1723,,,NaN,,,NaN,NaN,NaN,,,,,
1724,100,68,NaN,34,54,NaN,NaN,NaN,42,17,1,68,84
1725,,,NaN,,,NaN,NaN,NaN,,,,,
1726,100,68,NaN,34,54,NaN,NaN,NaN,43,17,1,69,83
1727,,,NaN,,,NaN,NaN,NaN,,,,,
1728,100,68,NaN,34,54,NaN,NaN,NaN,42,17,1,68,81
1729,,,NaN,,,NaN,NaN,NaN,,,,,
1730,100,68,NaN,34,54,NaN,NaN,NaN,41,17,1,69,83
1731,,,NaN,,,NaN,NaN,NaN,,,,,
1732,100,68,NaN,34,53,NaN,NaN,NaN,41,17,1,68,80
1733,,,NaN,,,NaN,NaN,NaN,,,,,
1734,100,68,NaN,34,54,NaN,NaN,NaN,43,17,1,68,83
1735,,,NaN,,,NaN,NaN,NaN,,,,,
1736,100,68,NaN,34,55,NaN,NaN,NaN,44,17,1,69,85
1737,,,NaN,,,NaN,NaN,NaN,,,,,
1738,100,68,NaN,35,55,NaN,NaN,NaN,44,17,1,69,87
1739,,,NaN,,,NaN,NaN,NaN,,,,,
1740,100,69,NaN,35,56,NaN,NaN,NaN,45,17,1,69,88
1741,,,NaN,,,NaN,NaN,NaN,,,,,
1742,100,69,NaN,35,57,NaN,NaN,NaN,45,17,1,70,88
1743,,,NaN,,,NaN,NaN,NaN,,,,,
1744,100,69,NaN,34,57,NaN,NaN,NaN,45,17,1,70,90
1745,,,NaN,,,NaN,NaN,NaN,,,,,
1746,100,69,NaN,34,56,NaN,NaN,NaN,44,17,1,69,87
1747,,,NaN,,,NaN,NaN,NaN,,,,,
1748,100,68,NaN,34,56,NaN,NaN,NaN,43,17,1,69,86
1749,,,NaN,,,NaN,NaN,NaN,,,,,
1750,100,67,NaN,34,55,NaN,NaN,NaN,43,17,2,68,84
1751,,,NaN,,,NaN,NaN,NaN,,,,,
1752,100,67,NaN,35,54,NaN,NaN,NaN,42,17,2,68,83
1753,,,NaN,,,NaN,NaN,NaN,,,,,
1754,100,67,NaN,35,54,NaN,NaN,NaN,42,17,1,67,82
1755,,,NaN,,,NaN,NaN,NaN,,,,,
1756,100,67,NaN,35,53,NaN,NaN,NaN,41,17,1,67,80
1757,,,NaN,,,NaN,NaN,NaN,,,,,
1758,100,67,NaN,34,53,NaN,NaN,NaN,41,17,1,67,82
1759,,,NaN,,,NaN,NaN,NaN,,,,,
1760,100,67,NaN,34,52,NaN,NaN,NaN,41,17,1,67,79
1761,,,NaN,,,NaN,NaN,NaN,,,,,
1762,100,67,NaN,34,53,NaN,NaN,NaN,41,17,1,67,82
1763,,,NaN,,,NaN,NaN,NaN,,,,,
1764,100,67,NaN,34,52,NaN,NaN,NaN,41,17,1,68,80
1765,,,NaN,,,NaN,NaN,NaN,,,,,
1766,100,67,NaN,34,52,NaN,NaN,NaN,41,17,1,68,81
