time,SNUADC/ECG_II,SNUADC/CVP,SNUADC/ART,Solar8000/RR_CO2,Solar8000/ETCO2,Solar8000/CVP,Solar8000/HR,Solar8000/ART_MBP,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/ECG_V5,Solar8000/PLETH_SPO2
19012,NaN,NaN,NaN,,,,,,,,,NaN,
19013,NaN,NaN,NaN,18,34,8,93,76,94,106,59,NaN,100
19014,NaN,NaN,NaN,,,,,,,,,NaN,
19015,NaN,NaN,NaN,18,34,8,93,76,94,106,59,NaN,100
19016,NaN,NaN,NaN,,,,,,,,,NaN,
19017,NaN,NaN,NaN,18,34,7,93,76,94,107,60,NaN,100
19018,NaN,NaN,NaN,,,,,,,,,NaN,
19019,NaN,NaN,NaN,18,34,7,93,77,94,108,60,NaN,100
19020,NaN,NaN,NaN,,,,,,,,,NaN,
19021,NaN,NaN,NaN,18,34,7,93,77,94,109,61,NaN,100
19022,NaN,NaN,NaN,,,,,,,,,NaN,
19023,NaN,NaN,NaN,18,34,7,93,77,94,109,60,NaN,100
19024,NaN,NaN,NaN,,,,,,,,,NaN,
19025,NaN,NaN,NaN,18,34,7,93,77,94,109,60,NaN,100
19026,NaN,NaN,NaN,,,,,,,,,NaN,
19027,NaN,NaN,NaN,18,34,8,94,79,94,112,62,NaN,100
19028,NaN,NaN,NaN,,,,,,,,,NaN,
19029,NaN,NaN,NaN,18,34,7,94,79,95,111,62,NaN,100
19030,NaN,NaN,NaN,,,,,,,,,NaN,
19031,NaN,NaN,NaN,18,34,7,94,80,95,112,62,NaN,100
19032,NaN,NaN,NaN,,,,,,,,,NaN,
19033,NaN,NaN,NaN,18,34,7,94,79,95,110,61,NaN,100
19034,NaN,NaN,NaN,,,,,,,,,NaN,
19035,NaN,NaN,NaN,18,34,7,94,79,95,110,61,NaN,100
19036,NaN,NaN,NaN,,,,,,,,,NaN,
19037,NaN,NaN,NaN,18,34,7,94,78,95,108,61,NaN,100
19038,NaN,NaN,NaN,,,,,,,,,NaN,
19039,NaN,NaN,NaN,18,34,7,94,78,94,109,60,NaN,100
19040,NaN,NaN,NaN,,,,,,,,,NaN,
19041,NaN,NaN,NaN,18,34,8,94,77,94,108,61,NaN,100
19042,NaN,NaN,NaN,,,,,,,,,NaN,
19043,NaN,NaN,NaN,18,34,8,93,77,94,107,60,NaN,100
19044,NaN,NaN,NaN,,,,,,,,,NaN,
19045,NaN,NaN,NaN,18,34,8,93,77,94,108,60,NaN,100
19046,NaN,NaN,NaN,,,,,,,,,NaN,
19047,NaN,NaN,NaN,18,34,7,94,77,94,107,61,NaN,100
19048,NaN,NaN,NaN,,,,,,,,,NaN,
19049,NaN,NaN,NaN,18,34,7,94,77,94,108,60,NaN,100
19050,NaN,NaN,NaN,,,,,,,,,NaN,
19051,NaN,NaN,NaN,18,34,7,94,78,95,109,61,NaN,100
19052,NaN,NaN,NaN,,,,,,,,,NaN,
19053,NaN,NaN,NaN,18,34,7,95,77,95,107,60,NaN,100
19054,NaN,NaN,NaN,,,,,,,,,NaN,
19055,NaN,NaN,NaN,18,34,7,95,77,95,107,60,NaN,100
19056,NaN,NaN,NaN,,,,,,,,,NaN,
19057,NaN,NaN,NaN,18,34,8,95,77,95,106,60,NaN,100
19058,NaN,NaN,NaN,,,,,,,,,NaN,
19059,NaN,NaN,NaN,18,33,7,95,77,95,106,59,NaN,100
19060,NaN,NaN,NaN,,,,,,,,,NaN,
19061,NaN,NaN,NaN,18,33,7,95,76,95,106,60,NaN,100
19062,NaN,NaN,NaN,,,,,,,,,NaN,
19063,NaN,NaN,NaN,18,33,7,95,76,95,104,58,NaN,100
19064,NaN,NaN,NaN,,,,,,,,,NaN,
19065,NaN,NaN,NaN,18,34,7,95,76,95,105,59,NaN,100
19066,NaN,NaN,NaN,,,,,,,,,NaN,
19067,NaN,NaN,NaN,18,34,7,94,76,95,104,60,NaN,100
19068,NaN,NaN,NaN,,,,,,,,,NaN,
19069,NaN,NaN,NaN,18,34,7,94,76,95,104,59,NaN,100
19070,NaN,NaN,NaN,,,,,,,,,NaN,
19071,NaN,NaN,NaN,18,34,8,95,76,95,105,59,NaN,100
19072,NaN,NaN,NaN,,,,,,,,,NaN,
19073,NaN,NaN,NaN,18,34,8,94,75,95,104,58,NaN,100
19074,NaN,NaN,NaN,,,,,,,,,NaN,
19075,NaN,NaN,NaN,18,34,7,94,76,95,105,59,NaN,100
19076,NaN,NaN,NaN,,,,,,,,,NaN,
19077,NaN,NaN,NaN,18,34,7,94,75,95,104,59,NaN,100
19078,NaN,NaN,NaN,,,,,,,,,NaN,
19079,NaN,NaN,NaN,18,34,7,94,75,95,104,58,NaN,100
19080,NaN,NaN,NaN,,,,,,,,,NaN,
19081,NaN,NaN,NaN,18,34,7,94,75,95,105,59,NaN,100
19082,NaN,NaN,NaN,,,,,,,,,NaN,
19083,NaN,NaN,NaN,18,34,7,94,75,95,104,58,NaN,100
19084,NaN,NaN,NaN,,,,,,,,,NaN,
19085,NaN,NaN,NaN,18,34,8,94,75,95,105,59,NaN,100
19086,NaN,NaN,NaN,,,,,,,,,NaN,
19087,NaN,NaN,NaN,18,34,8,94,75,95,104,59,NaN,100
19088,NaN,NaN,NaN,,,,,,,,,NaN,
19089,NaN,NaN,NaN,18,34,7,94,76,95,106,59,NaN,100
19090,NaN,NaN,NaN,,,,,,,,,NaN,
19091,NaN,NaN,NaN,18,34,7,94,75,95,105,59,NaN,100
19092,NaN,NaN,NaN,,,,,,,,,NaN,
19093,NaN,NaN,NaN,18,34,7,94,75,95,104,59,NaN,100
19094,NaN,NaN,NaN,,,,,,,,,NaN,
19095,NaN,NaN,NaN,18,34,7,94,76,95,106,59,NaN,100
19096,NaN,NaN,NaN,,,,,,,,,NaN,
19097,NaN,NaN,NaN,18,33,7,94,75,95,103,58,NaN,100
19098,NaN,NaN,NaN,,,,,,,,,NaN,
19099,NaN,NaN,NaN,18,33,7,94,75,95,104,58,NaN,100
19100,NaN,NaN,NaN,,,,,,,,,NaN,
19101,NaN,NaN,NaN,18,33,7,94,75,95,103,58,NaN,100
19102,NaN,NaN,NaN,,,,,,,,,NaN,
19103,NaN,NaN,NaN,18,33,7,94,74,95,103,58,NaN,100
19104,NaN,NaN,NaN,,,,,,,,,NaN,
19105,NaN,NaN,NaN,18,33,7,95,75,95,104,59,NaN,100
19106,NaN,NaN,NaN,,,,,,,,,NaN,
19107,NaN,NaN,NaN,18,33,7,95,74,95,102,59,NaN,100
19108,NaN,NaN,NaN,,,,,,,,,NaN,
19109,NaN,NaN,NaN,18,34,7,94,74,95,103,58,NaN,100
19110,NaN,NaN,NaN,,,,,,,,,NaN,
19111,NaN,NaN,NaN,18,34,7,94,74,94,103,58,NaN,100
19112,NaN,NaN,NaN,,,,,,,,,NaN,
19113,NaN,NaN,NaN,18,34,7,94,74,94,103,58,NaN,100
19114,NaN,NaN,NaN,,,,,,,,,NaN,
19115,NaN,NaN,NaN,18,34,7,94,75,94,104,59,NaN,100
19116,NaN,NaN,NaN,,,,,,,,,NaN,
19117,NaN,NaN,NaN,18,34,7,94,75,95,104,59,NaN,100
19118,NaN,NaN,NaN,,,,,,,,,NaN,
19119,NaN,NaN,NaN,18,34,7,94,75,95,105,58,NaN,100
19120,NaN,NaN,NaN,,,,,,,,,NaN,
19121,NaN,NaN,NaN,18,34,7,94,76,95,106,59,NaN,100
19122,NaN,NaN,NaN,,,,,,,,,NaN,
19123,NaN,NaN,NaN,18,34,7,94,76,95,105,59,NaN,100
19124,NaN,NaN,NaN,,,,,,,,,NaN,
19125,NaN,NaN,NaN,18,34,7,94,76,95,106,60,NaN,100
19126,NaN,NaN,NaN,,,,,,,,,NaN,
19127,NaN,NaN,NaN,18,34,7,94,75,94,103,58,NaN,100
19128,NaN,NaN,NaN,,,,,,,,,NaN,
19129,NaN,NaN,NaN,18,34,7,93,75,94,104,58,NaN,100
19130,NaN,NaN,NaN,,,,,,,,,NaN,
19131,NaN,NaN,NaN,18,34,8,93,75,94,104,59,NaN,100
19132,NaN,NaN,NaN,,,,,,,,,NaN,
19133,NaN,NaN,NaN,18,34,8,93,75,94,104,59,NaN,100
19134,NaN,NaN,NaN,,,,,,,,,NaN,
19135,NaN,NaN,NaN,18,34,7,93,75,94,105,59,NaN,100
19136,NaN,NaN,NaN,,,,,,,,,NaN,
19137,NaN,NaN,NaN,18,34,7,94,75,94,105,59,NaN,100
19138,NaN,NaN,NaN,,,,,,,,,NaN,
19139,NaN,NaN,NaN,18,34,7,94,76,95,106,59,NaN,100
19140,NaN,NaN,NaN,,,,,,,,,NaN,
19141,NaN,NaN,NaN,18,34,7,94,76,95,106,60,NaN,100
19142,NaN,NaN,NaN,,,,,,,,,NaN,
19143,NaN,NaN,NaN,18,34,7,94,75,95,105,59,NaN,100
19144,NaN,NaN,NaN,,,,,,,,,NaN,
19145,NaN,NaN,NaN,18,34,7,94,76,95,107,60,NaN,100
19146,NaN,NaN,NaN,,,,,,,,,NaN,
19147,NaN,NaN,NaN,18,34,7,94,76,95,107,60,NaN,100
19148,NaN,NaN,NaN,,,,,,,,,NaN,
19149,NaN,NaN,NaN,18,34,8,94,76,95,108,59,NaN,100
19150,NaN,NaN,NaN,,,,,,,,,NaN,
19151,NaN,NaN,NaN,18,34,8,94,76,95,108,60,NaN,100
19152,NaN,NaN,NaN,,,,,,,,,NaN,
19153,NaN,NaN,NaN,18,34,7,94,76,95,107,58,NaN,100
19154,NaN,NaN,NaN,,,,,,,,,NaN,
19155,NaN,NaN,NaN,18,34,7,94,76,95,108,59,NaN,100
19156,NaN,NaN,NaN,,,,,,,,,NaN,
19157,NaN,NaN,NaN,18,33,7,94,76,95,108,59,NaN,100
19158,NaN,NaN,NaN,,,,,,,,,NaN,
19159,NaN,NaN,NaN,18,33,7,94,75,94,106,58,NaN,100
19160,NaN,NaN,NaN,,,,,,,,,NaN,
19161,NaN,NaN,NaN,18,33,7,94,75,95,106,59,NaN,100
19162,NaN,NaN,NaN,,,,,,,,,NaN,
19163,NaN,NaN,NaN,18,33,7,94,75,95,104,58,NaN,100
19164,NaN,NaN,NaN,,,,,,,,,NaN,
19165,NaN,NaN,NaN,18,33,7,94,76,95,106,59,NaN,100
19166,NaN,NaN,NaN,,,,,,,,,NaN,
19167,NaN,NaN,NaN,18,33,7,94,76,95,106,59,NaN,100
19168,NaN,NaN,NaN,,,,,,,,,NaN,
19169,NaN,NaN,NaN,18,33,7,94,75,94,104,58,NaN,100
19170,NaN,NaN,NaN,,,,,,,,,NaN,
19171,NaN,NaN,NaN,18,34,7,94,75,94,105,59,NaN,100
19172,NaN,NaN,NaN,,,,,,,,,NaN,
19173,NaN,NaN,NaN,18,34,7,94,75,94,105,59,NaN,100
19174,NaN,NaN,NaN,,,,,,,,,NaN,
19175,NaN,NaN,NaN,18,34,7,94,76,95,107,60,NaN,100
19176,NaN,NaN,NaN,,,,,,,,,NaN,
19177,NaN,NaN,NaN,18,34,7,94,76,95,107,60,NaN,100
19178,NaN,NaN,NaN,,,,,,,,,NaN,
19179,NaN,NaN,NaN,18,34,8,94,76,95,106,59,NaN,100
19180,NaN,NaN,NaN,,,,,,,,,NaN,
19181,NaN,NaN,NaN,18,34,8,94,76,95,107,60,NaN,100
19182,NaN,NaN,NaN,,,,,,,,,NaN,
19183,NaN,NaN,NaN,18,34,7,95,77,95,107,60,NaN,100
19184,NaN,NaN,NaN,,,,,,,,,NaN,
19185,NaN,NaN,NaN,18,34,7,95,77,95,109,61,NaN,100
19186,NaN,NaN,NaN,,,,,,,,,NaN,
19187,NaN,NaN,NaN,18,34,7,95,77,95,109,61,NaN,100
19188,NaN,NaN,NaN,,,,,,,,,NaN,
19189,NaN,NaN,NaN,18,33,7,94,77,95,108,60,NaN,100
19190,NaN,NaN,NaN,,,,,,,,,NaN,
19191,NaN,NaN,NaN,18,33,7,94,77,95,108,60,NaN,100
19192,NaN,NaN,NaN,,,,,,,,,NaN,
19193,NaN,NaN,NaN,18,33,7,94,76,94,107,59,NaN,100
19194,NaN,NaN,NaN,,,,,,,,,NaN,
19195,NaN,NaN,NaN,18,33,7,94,77,95,108,60,NaN,100
19196,NaN,NaN,NaN,,,,,,,,,NaN,
19197,NaN,NaN,NaN,18,34,7,94,76,95,107,60,NaN,100
19198,NaN,NaN,NaN,,,,,,,,,NaN,
19199,NaN,NaN,NaN,18,34,7,94,76,95,107,59,NaN,100
19200,NaN,NaN,NaN,,,,,,,,,NaN,
19201,NaN,NaN,NaN,18,34,7,94,76,95,108,59,NaN,100
19202,NaN,NaN,NaN,,,,,,,,,NaN,
19203,NaN,NaN,NaN,18,34,7,94,75,95,106,58,NaN,100
19204,NaN,NaN,NaN,,,,,,,,,NaN,
19205,NaN,NaN,NaN,18,34,7,94,76,95,107,59,NaN,100
19206,NaN,NaN,NaN,,,,,,,,,NaN,
19207,NaN,NaN,NaN,18,34,7,94,75,95,104,58,NaN,100
19208,NaN,NaN,NaN,,,,,,,,,NaN,
19209,NaN,NaN,NaN,18,33,8,94,74,95,104,57,NaN,100
19210,NaN,NaN,NaN,,,,,,,,,NaN,
19211,NaN,NaN,NaN,18,33,8,94,75,95,105,58,NaN,100
19212,NaN,NaN,NaN,,,,,,,,,NaN,
19213,NaN,NaN,NaN,18,33,7,94,75,95,104,58,NaN,100
19214,NaN,NaN,NaN,,,,,,,,,NaN,
19215,NaN,NaN,NaN,18,34,7,94,75,95,106,59,NaN,100
19216,NaN,NaN,NaN,,,,,,,,,NaN,
19217,NaN,NaN,NaN,18,34,7,94,75,94,103,58,NaN,100
19218,NaN,NaN,NaN,,,,,,,,,NaN,
19219,NaN,NaN,NaN,18,34,7,94,75,95,105,58,NaN,100
19220,NaN,NaN,NaN,,,,,,,,,NaN,
19221,NaN,NaN,NaN,18,34,7,94,75,95,105,59,NaN,100
19222,NaN,NaN,NaN,,,,,,,,,NaN,
19223,NaN,NaN,NaN,18,34,7,94,75,94,104,58,NaN,100
19224,NaN,NaN,NaN,,,,,,,,,NaN,
19225,NaN,NaN,NaN,18,34,7,94,75,94,104,58,NaN,100
19226,NaN,NaN,NaN,,,,,,,,,NaN,
19227,NaN,NaN,NaN,18,33,7,94,74,94,103,58,NaN,100
19228,NaN,NaN,NaN,,,,,,,,,NaN,
19229,NaN,NaN,NaN,18,33,7,93,74,94,104,57,NaN,100
19230,NaN,NaN,NaN,,,,,,,,,NaN,
19231,NaN,NaN,NaN,18,33,7,94,74,94,104,58,NaN,100
19232,NaN,NaN,NaN,,,,,,,,,NaN,
19233,NaN,NaN,NaN,18,34,7,94,74,94,103,57,NaN,100
19234,NaN,NaN,NaN,,,,,,,,,NaN,
19235,NaN,NaN,NaN,18,34,7,94,74,95,105,58,NaN,100
19236,NaN,NaN,NaN,,,,,,,,,NaN,
19237,NaN,NaN,NaN,18,34,7,94,74,95,104,58,NaN,100
19238,NaN,NaN,NaN,,,,,,,,,NaN,
19239,NaN,NaN,NaN,18,34,7,94,74,95,105,57,NaN,100
19240,NaN,NaN,NaN,,,,,,,,,NaN,
19241,NaN,NaN,NaN,18,34,7,94,75,95,105,58,NaN,100
19242,NaN,NaN,NaN,,,,,,,,,NaN,
19243,NaN,NaN,NaN,18,34,7,94,74,95,103,57,NaN,100
19244,NaN,NaN,NaN,,,,,,,,,NaN,
19245,NaN,NaN,NaN,18,34,7,94,74,95,105,57,NaN,100
19246,NaN,NaN,NaN,,,,,,,,,NaN,
19247,NaN,NaN,NaN,18,34,7,94,73,95,102,57,NaN,100
19248,NaN,NaN,NaN,,,,,,,,,NaN,
19249,NaN,NaN,NaN,18,34,7,94,73,95,102,56,NaN,100
19250,NaN,NaN,NaN,,,,,,,,,NaN,
19251,NaN,NaN,NaN,18,34,7,94,73,95,104,57,NaN,100
19252,NaN,NaN,NaN,,,,,,,,,NaN,
19253,NaN,NaN,NaN,18,33,7,94,73,94,102,57,NaN,100
19254,NaN,NaN,NaN,,,,,,,,,NaN,
19255,NaN,NaN,NaN,18,33,7,94,74,94,104,58,NaN,100
19256,NaN,NaN,NaN,,,,,,,,,NaN,
19257,NaN,NaN,NaN,18,33,7,94,74,95,103,58,NaN,100
19258,NaN,NaN,NaN,,,,,,,,,NaN,
19259,NaN,NaN,NaN,18,34,7,94,75,95,105,58,NaN,100
19260,NaN,NaN,NaN,,,,,,,,,NaN,
19261,NaN,NaN,NaN,18,34,7,94,75,95,104,59,NaN,100
19262,NaN,NaN,NaN,,,,,,,,,NaN,
19263,NaN,NaN,NaN,18,34,7,95,75,95,103,58,NaN,100
19264,NaN,NaN,NaN,,,,,,,,,NaN,
19265,NaN,NaN,NaN,18,34,7,95,75,95,105,59,NaN,100
19266,NaN,NaN,NaN,,,,,,,,,NaN,
19267,NaN,NaN,NaN,18,34,7,95,74,95,102,58,NaN,100
19268,NaN,NaN,NaN,,,,,,,,,NaN,
19269,NaN,NaN,NaN,18,34,7,95,74,95,102,58,NaN,100
19270,NaN,NaN,NaN,,,,,,,,,NaN,
19271,NaN,NaN,NaN,18,34,7,95,74,95,102,58,NaN,100
19272,NaN,NaN,NaN,,,,,,,,,NaN,
19273,NaN,NaN,NaN,18,34,7,95,73,95,101,57,NaN,100
19274,NaN,NaN,NaN,,,,,,,,,NaN,
19275,NaN,NaN,NaN,18,34,7,94,74,95,104,58,NaN,100
19276,NaN,NaN,NaN,,,,,,,,,NaN,
19277,NaN,NaN,NaN,18,34,7,94,74,95,102,58,NaN,100
19278,NaN,NaN,NaN,,,,,,,,,NaN,
19279,NaN,NaN,NaN,18,34,7,94,74,95,102,58,NaN,100
19280,NaN,NaN,NaN,,,,,,,,,NaN,
19281,NaN,NaN,NaN,18,34,7,94,74,94,103,58,NaN,100
19282,NaN,NaN,NaN,,,,,,,,,NaN,
19283,NaN,NaN,NaN,18,34,7,94,74,94,103,57,NaN,100
19284,NaN,NaN,NaN,,,,,,,,,NaN,
19285,NaN,NaN,NaN,18,34,8,94,74,95,105,58,NaN,100
19286,NaN,NaN,NaN,,,,,,,,,NaN,
19287,NaN,NaN,NaN,18,34,8,95,73,95,102,57,NaN,100
19288,NaN,NaN,NaN,,,,,,,,,NaN,
19289,NaN,NaN,NaN,18,34,7,94,73,95,102,57,NaN,100
19290,NaN,NaN,NaN,,,,,,,,,NaN,
19291,NaN,NaN,NaN,18,34,7,94,73,95,103,57,NaN,100
19292,NaN,NaN,NaN,,,,,,,,,NaN,
19293,NaN,NaN,NaN,18,34,7,94,73,95,101,56,NaN,100
19294,NaN,NaN,NaN,,,,,,,,,NaN,
19295,NaN,NaN,NaN,18,34,7,94,73,95,103,57,NaN,100
19296,NaN,NaN,NaN,,,,,,,,,NaN,
19297,NaN,NaN,NaN,18,34,7,94,73,94,103,58,NaN,100
19298,NaN,NaN,NaN,,,,,,,,,NaN,
19299,NaN,NaN,NaN,18,34,7,94,73,94,103,58,NaN,100
19300,NaN,NaN,NaN,,,,,,,,,NaN,
19301,NaN,NaN,NaN,18,34,7,94,74,94,104,58,NaN,100
19302,NaN,NaN,NaN,,,,,,,,,NaN,
19303,NaN,NaN,NaN,18,34,7,94,73,94,102,57,NaN,100
19304,NaN,NaN,NaN,,,,,,,,,NaN,
19305,NaN,NaN,NaN,18,34,7,93,74,94,104,58,NaN,100
19306,NaN,NaN,NaN,,,,,,,,,NaN,
19307,NaN,NaN,NaN,18,34,7,94,73,94,102,56,NaN,100
19308,NaN,NaN,NaN,,,,,,,,,NaN,
19309,NaN,NaN,NaN,18,34,7,94,73,94,102,56,NaN,100
19310,NaN,NaN,NaN,,,,,,,,,NaN,
19311,NaN,NaN,NaN,18,34,7,94,74,94,103,58,NaN,100
19312,NaN,NaN,NaN,,,,,,,,,NaN,
19313,NaN,NaN,NaN,18,34,7,94,74,94,104,58,NaN,100
19314,NaN,NaN,NaN,,,,,,,,,NaN,
19315,NaN,NaN,NaN,18,34,7,94,74,94,106,58,NaN,100
19316,NaN,NaN,NaN,,,,,,,,,NaN,
19317,NaN,NaN,NaN,18,33,7,94,74,94,104,58,NaN,100
19318,NaN,NaN,NaN,,,,,,,,,NaN,
19319,NaN,NaN,NaN,18,33,7,94,74,94,105,58,NaN,100
19320,NaN,NaN,NaN,,,,,,,,,NaN,
19321,NaN,NaN,NaN,18,33,7,94,74,95,106,58,NaN,100
19322,NaN,NaN,NaN,,,,,,,,,NaN,
19323,NaN,NaN,NaN,18,34,7,94,74,95,104,57,NaN,100
19324,NaN,NaN,NaN,,,,,,,,,NaN,
19325,NaN,NaN,NaN,18,34,7,94,74,95,106,58,NaN,100
19326,NaN,NaN,NaN,,,,,,,,,NaN,
19327,NaN,NaN,NaN,18,34,7,94,74,95,104,58,NaN,100
19328,NaN,NaN,NaN,,,,,,,,,NaN,
19329,NaN,NaN,NaN,18,33,7,94,74,95,105,58,NaN,100
19330,NaN,NaN,NaN,,,,,,,,,NaN,
19331,NaN,NaN,NaN,18,33,7,94,75,95,106,58,NaN,100
19332,NaN,NaN,NaN,,,,,,,,,NaN,
19333,NaN,NaN,NaN,18,33,7,94,74,95,105,57,NaN,100
19334,NaN,NaN,NaN,,,,,,,,,NaN,
19335,NaN,NaN,NaN,18,34,7,94,75,95,106,59,NaN,100
19336,NaN,NaN,NaN,,,,,,,,,NaN,
19337,NaN,NaN,NaN,18,34,7,94,75,95,105,58,NaN,100
19338,NaN,NaN,NaN,,,,,,,,,NaN,
19339,NaN,NaN,NaN,18,34,7,94,75,95,106,59,NaN,100
19340,NaN,NaN,NaN,,,,,,,,,NaN,
19341,NaN,NaN,NaN,18,33,7,94,76,95,107,59,NaN,100
19342,NaN,NaN,NaN,,,,,,,,,NaN,
19343,NaN,NaN,NaN,18,33,7,95,75,95,106,59,NaN,100
19344,NaN,NaN,NaN,,,,,,,,,NaN,
19345,NaN,NaN,NaN,18,33,7,95,76,95,108,60,NaN,100
19346,NaN,NaN,NaN,,,,,,,,,NaN,
19347,NaN,NaN,NaN,18,33,7,95,76,95,107,59,NaN,100
19348,NaN,NaN,NaN,,,,,,,,,NaN,
19349,NaN,NaN,NaN,18,34,7,95,76,95,107,59,NaN,100
19350,NaN,NaN,NaN,,,,,,,,,NaN,
19351,NaN,NaN,NaN,18,34,7,95,76,95,109,60,NaN,100
19352,NaN,NaN,NaN,,,,,,,,,NaN,
19353,NaN,NaN,NaN,18,34,7,94,76,95,107,59,NaN,100
19354,NaN,NaN,NaN,,,,,,,,,NaN,
19355,NaN,NaN,NaN,18,33,7,94,76,94,108,59,NaN,100
19356,NaN,NaN,NaN,,,,,,,,,NaN,
19357,NaN,NaN,NaN,18,33,7,94,75,94,105,59,NaN,100
19358,NaN,NaN,NaN,,,,,,,,,NaN,
19359,NaN,NaN,NaN,18,33,7,94,75,94,107,58,NaN,100
19360,NaN,NaN,NaN,,,,,,,,,NaN,
19361,NaN,NaN,NaN,18,34,8,94,75,94,106,59,NaN,100
19362,NaN,NaN,NaN,,,,,,,,,NaN,
19363,NaN,NaN,NaN,18,34,8,94,75,95,105,58,NaN,100
19364,NaN,NaN,NaN,,,,,,,,,NaN,
19365,NaN,NaN,NaN,18,34,8,94,75,95,107,59,NaN,100
19366,NaN,NaN,NaN,,,,,,,,,NaN,
19367,NaN,NaN,NaN,18,33,8,94,75,95,105,59,NaN,100
19368,NaN,NaN,NaN,,,,,,,,,NaN,
19369,NaN,NaN,NaN,18,33,8,94,75,95,106,58,NaN,100
19370,NaN,NaN,NaN,,,,,,,,,NaN,
19371,NaN,NaN,NaN,18,33,7,94,75,95,106,59,NaN,100
19372,NaN,NaN,NaN,,,,,,,,,NaN,
19373,NaN,NaN,NaN,18,34,7,94,75,95,106,58,NaN,100
19374,NaN,NaN,NaN,,,,,,,,,NaN,
19375,NaN,NaN,NaN,18,34,8,94,76,95,108,60,NaN,100
19376,NaN,NaN,NaN,,,,,,,,,NaN,
19377,NaN,NaN,NaN,18,34,8,94,75,95,105,58,NaN,100
19378,NaN,NaN,NaN,,,,,,,,,NaN,
19379,NaN,NaN,NaN,18,33,7,94,75,95,107,58,NaN,100
19380,NaN,NaN,NaN,,,,,,,,,NaN,
19381,NaN,NaN,NaN,18,33,7,94,76,95,108,59,NaN,100
19382,NaN,NaN,NaN,,,,,,,,,NaN,
19383,NaN,NaN,NaN,18,33,7,94,75,95,106,58,NaN,100
19384,NaN,NaN,NaN,,,,,,,,,NaN,
19385,NaN,NaN,NaN,18,34,7,94,76,95,108,59,NaN,100
19386,NaN,NaN,NaN,,,,,,,,,NaN,
19387,NaN,NaN,NaN,18,34,7,94,75,95,105,58,NaN,100
19388,NaN,NaN,NaN,,,,,,,,,NaN,
19389,NaN,NaN,NaN,18,34,7,94,75,95,107,58,NaN,100
19390,NaN,NaN,NaN,,,,,,,,,NaN,
19391,NaN,NaN,NaN,18,34,8,94,75,95,107,59,NaN,100
19392,NaN,NaN,NaN,,,,,,,,,NaN,
19393,NaN,NaN,NaN,18,34,8,94,75,95,105,58,NaN,100
19394,NaN,NaN,NaN,,,,,,,,,NaN,
19395,NaN,NaN,NaN,18,34,7,94,75,95,107,59,NaN,100
19396,NaN,NaN,NaN,,,,,,,,,NaN,
19397,NaN,NaN,NaN,18,34,7,94,75,95,105,59,NaN,100
19398,NaN,NaN,NaN,,,,,,,,,NaN,
19399,NaN,NaN,NaN,18,34,7,94,75,95,107,59,NaN,100
19400,NaN,NaN,NaN,,,,,,,,,NaN,
19401,NaN,NaN,NaN,18,34,7,94,76,95,107,59,NaN,100
19402,NaN,NaN,NaN,,,,,,,,,NaN,
19403,NaN,NaN,NaN,18,34,7,94,75,95,106,59,NaN,100
19404,NaN,NaN,NaN,,,,,,,,,NaN,
19405,NaN,NaN,NaN,18,34,7,94,76,95,108,59,NaN,100
19406,NaN,NaN,NaN,,,,,,,,,NaN,
19407,NaN,NaN,NaN,18,34,7,94,76,95,107,60,NaN,100
19408,NaN,NaN,NaN,,,,,,,,,NaN,
19409,NaN,NaN,NaN,18,33,7,94,76,94,108,59,NaN,100
19410,NaN,NaN,NaN,,,,,,,,,NaN,
19411,NaN,NaN,NaN,18,33,7,94,76,94,108,59,NaN,100
19412,NaN,NaN,NaN,,,,,,,,,NaN,
19413,NaN,NaN,NaN,18,33,7,94,76,94,108,59,NaN,100
19414,NaN,NaN,NaN,,,,,,,,,NaN,
19415,NaN,NaN,NaN,18,33,7,94,77,95,110,60,NaN,100
19416,NaN,NaN,NaN,,,,,,,,,NaN,
19417,NaN,NaN,NaN,18,33,7,94,77,95,108,60,NaN,100
19418,NaN,NaN,NaN,,,,,,,,,NaN,
19419,NaN,NaN,NaN,18,33,7,94,77,95,110,60,NaN,100
19420,NaN,NaN,NaN,,,,,,,,,NaN,
19421,NaN,NaN,NaN,18,33,7,94,77,95,109,60,NaN,100
19422,NaN,NaN,NaN,,,,,,,,,NaN,
19423,NaN,NaN,NaN,18,33,8,94,76,95,107,58,NaN,100
19424,NaN,NaN,NaN,,,,,,,,,NaN,
19425,NaN,NaN,NaN,18,33,7,94,76,95,109,59,NaN,100
19426,NaN,NaN,NaN,,,,,,,,,NaN,
19427,NaN,NaN,NaN,18,34,7,94,76,95,107,59,NaN,100
19428,NaN,NaN,NaN,,,,,,,,,NaN,
19429,NaN,NaN,NaN,18,34,7,94,76,95,109,59,NaN,100
19430,NaN,NaN,NaN,,,,,,,,,NaN,
19431,NaN,NaN,NaN,18,34,7,94,77,95,110,60,NaN,100
19432,NaN,NaN,NaN,,,,,,,,,NaN,
19433,NaN,NaN,NaN,18,33,7,94,76,95,108,59,NaN,100
19434,NaN,NaN,NaN,,,,,,,,,NaN,
19435,NaN,NaN,NaN,18,33,7,94,77,95,109,59,NaN,100
19436,NaN,NaN,NaN,,,,,,,,,NaN,
