time,SNUADC/CVP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_SBP,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/CVP,SNUADC/ECG_II
4667,NaN,30,NaN,139,46,100,NaN,98,10,47,72,7,NaN
4668,NaN,,NaN,,,,NaN,,,,,,NaN
4669,NaN,30,NaN,138,46,100,NaN,98,10,47,71,7,NaN
4670,NaN,,NaN,,,,NaN,,,,,,NaN
4671,NaN,30,NaN,137,46,100,NaN,98,10,47,72,7,NaN
4672,NaN,,NaN,,,,NaN,,,,,,NaN
4673,NaN,31,NaN,139,46,100,NaN,98,10,47,72,7,NaN
4674,NaN,,NaN,,,,NaN,,,,,,NaN
4675,NaN,31,NaN,138,46,100,NaN,98,10,47,72,7,NaN
4676,NaN,,NaN,,,,NaN,,,,,,NaN
4677,NaN,31,NaN,137,46,100,NaN,98,10,47,72,7,NaN
4678,NaN,,NaN,,,,NaN,,,,,,NaN
4679,NaN,30,NaN,139,46,100,NaN,98,10,47,72,8,NaN
4680,NaN,,NaN,,,,NaN,,,,,,NaN
4681,NaN,30,NaN,138,46,100,NaN,98,10,47,72,8,NaN
4682,NaN,,NaN,,,,NaN,,,,,,NaN
4683,NaN,30,NaN,137,46,100,NaN,98,10,47,72,7,NaN
4684,NaN,,NaN,,,,NaN,,,,,,NaN
4685,NaN,31,NaN,139,46,100,NaN,98,10,47,72,7,NaN
4686,NaN,,NaN,,,,NaN,,,,,,NaN
4687,NaN,31,NaN,137,46,100,NaN,98,10,47,71,7,NaN
4688,NaN,,NaN,,,,NaN,,,,,,NaN
4689,NaN,31,NaN,137,46,100,NaN,97,10,47,72,7,NaN
4690,NaN,,NaN,,,,NaN,,,,,,NaN
4691,NaN,31,NaN,138,46,100,NaN,98,10,47,72,8,NaN
4692,NaN,,NaN,,,,NaN,,,,,,NaN
4693,NaN,30,NaN,137,46,100,NaN,98,10,47,71,8,NaN
4694,NaN,,NaN,,,,NaN,,,,,,NaN
4695,NaN,30,NaN,137,46,100,NaN,98,10,47,71,8,NaN
4696,NaN,,NaN,,,,NaN,,,,,,NaN
4697,NaN,30,NaN,140,47,100,NaN,98,10,47,72,8,NaN
4698,NaN,,NaN,,,,NaN,,,,,,NaN
4699,NaN,30,NaN,139,47,100,NaN,98,10,47,72,8,NaN
4700,NaN,,NaN,,,,NaN,,,,,,NaN
4701,NaN,30,NaN,139,47,100,NaN,99,10,47,73,7,NaN
4702,NaN,,NaN,,,,NaN,,,,,,NaN
4703,NaN,30,NaN,140,47,100,NaN,99,10,48,73,7,NaN
4704,NaN,,NaN,,,,NaN,,,,,,NaN
4705,NaN,31,NaN,140,47,100,NaN,99,10,48,73,7,NaN
4706,NaN,,NaN,,,,NaN,,,,,,NaN
4707,NaN,31,NaN,140,50,100,NaN,100,10,48,74,7,NaN
4708,NaN,,NaN,,,,NaN,,,,,,NaN
4709,NaN,31,NaN,141,55,100,NaN,100,10,48,74,8,NaN
4710,NaN,,NaN,,,,NaN,,,,,,NaN
4711,NaN,31,NaN,140,55,100,NaN,100,10,48,73,8,NaN
4712,NaN,,NaN,,,,NaN,,,,,,NaN
4713,NaN,31,NaN,140,55,100,NaN,99,10,48,72,7,NaN
4714,NaN,,NaN,,,,NaN,,,,,,NaN
4715,NaN,31,NaN,140,54,100,NaN,99,10,48,72,7,NaN
4716,NaN,,NaN,,,,NaN,,,,,,NaN
4717,NaN,31,NaN,138,54,100,NaN,99,10,48,72,8,NaN
4718,NaN,,NaN,,,,NaN,,,,,,NaN
4719,NaN,31,NaN,138,47,100,NaN,98,10,48,72,8,NaN
4720,NaN,,NaN,,,,NaN,,,,,,NaN
4721,NaN,31,NaN,139,47,100,NaN,98,10,48,72,8,NaN
4722,NaN,,NaN,,,,NaN,,,,,,NaN
4723,NaN,30,NaN,138,47,100,NaN,98,10,48,72,8,NaN
4724,NaN,,NaN,,,,NaN,,,,,,NaN
4725,NaN,30,NaN,137,47,100,NaN,98,10,47,72,8,NaN
4726,NaN,,NaN,,,,NaN,,,,,,NaN
4727,NaN,30,NaN,138,47,100,NaN,98,10,47,71,8,NaN
4728,NaN,,NaN,,,,NaN,,,,,,NaN
4729,NaN,30,NaN,137,47,100,NaN,97,10,47,71,8,NaN
4730,NaN,,NaN,,,,NaN,,,,,,NaN
4731,NaN,31,NaN,137,47,100,NaN,97,10,47,72,7,NaN
4732,NaN,,NaN,,,,NaN,,,,,,NaN
4733,NaN,31,NaN,138,47,100,NaN,98,10,47,72,7,NaN
4734,NaN,,NaN,,,,NaN,,,,,,NaN
4735,NaN,31,NaN,136,47,100,NaN,97,10,47,71,7,NaN
4736,NaN,,NaN,,,,NaN,,,,,,NaN
4737,NaN,31,NaN,136,47,100,NaN,97,10,47,72,7,NaN
4738,NaN,,NaN,,,,NaN,,,,,,NaN
4739,NaN,31,NaN,138,47,100,NaN,98,10,47,72,8,NaN
4740,NaN,,NaN,,,,NaN,,,,,,NaN
4741,NaN,31,NaN,136,46,100,NaN,97,10,47,71,8,NaN
4742,NaN,,NaN,,,,NaN,,,,,,NaN
4743,NaN,30,NaN,136,46,100,NaN,97,10,47,72,7,NaN
4744,NaN,,NaN,,,,NaN,,,,,,NaN
4745,NaN,30,NaN,137,46,100,NaN,97,10,47,71,7,NaN
4746,NaN,,NaN,,,,NaN,,,,,,NaN
4747,NaN,30,NaN,136,46,100,NaN,97,10,47,71,7,NaN
4748,NaN,,NaN,,,,NaN,,,,,,NaN
4749,NaN,31,NaN,135,46,100,NaN,96,10,47,71,7,NaN
4750,NaN,,NaN,,,,NaN,,,,,,NaN
4751,NaN,31,NaN,136,46,100,NaN,97,10,47,71,7,NaN
4752,NaN,,NaN,,,,NaN,,,,,,NaN
4753,NaN,31,NaN,136,46,100,NaN,97,10,47,71,7,NaN
4754,NaN,,NaN,,,,NaN,,,,,,NaN
4755,NaN,31,NaN,136,46,100,NaN,97,10,47,72,7,NaN
4756,NaN,,NaN,,,,NaN,,,,,,NaN
4757,NaN,31,NaN,139,46,100,NaN,98,10,47,73,7,NaN
4758,NaN,,NaN,,,,NaN,,,,,,NaN
4759,NaN,31,NaN,138,46,100,NaN,98,10,47,72,7,NaN
4760,NaN,,NaN,,,,NaN,,,,,,NaN
4761,NaN,31,NaN,139,46,100,NaN,99,10,47,74,6,NaN
4762,NaN,,NaN,,,,NaN,,,,,,NaN
4763,NaN,31,NaN,142,46,100,NaN,100,10,47,74,6,NaN
4764,NaN,,NaN,,,,NaN,,,,,,NaN
4765,NaN,31,NaN,141,47,100,NaN,100,10,47,74,7,NaN
4766,NaN,,NaN,,,,NaN,,,,,,NaN
4767,NaN,31,NaN,141,47,100,NaN,100,10,47,75,7,NaN
4768,NaN,,NaN,,,,NaN,,,,,,NaN
4769,NaN,31,NaN,144,47,100,NaN,101,10,47,75,7,NaN
4770,NaN,,NaN,,,,NaN,,,,,,NaN
4771,NaN,31,NaN,143,47,100,NaN,102,10,48,75,7,NaN
4772,NaN,,NaN,,,,NaN,,,,,,NaN
4773,NaN,31,NaN,144,47,100,NaN,102,10,48,76,6,NaN
4774,NaN,,NaN,,,,NaN,,,,,,NaN
4775,NaN,31,NaN,147,48,100,NaN,103,10,48,77,6,NaN
4776,NaN,,NaN,,,,NaN,,,,,,NaN
4777,NaN,31,NaN,146,48,100,NaN,103,10,48,76,7,NaN
4778,NaN,,NaN,,,,NaN,,,,,,NaN
4779,NaN,31,NaN,147,48,100,NaN,104,10,49,76,7,NaN
4780,NaN,,NaN,,,,NaN,,,,,,NaN
4781,NaN,30,NaN,148,48,100,NaN,104,10,49,76,7,NaN
4782,NaN,,NaN,,,,NaN,,,,,,NaN
4783,NaN,30,NaN,145,48,100,NaN,103,10,49,75,7,NaN
4784,NaN,,NaN,,,,NaN,,,,,,NaN
4785,NaN,30,NaN,145,48,100,NaN,103,10,49,76,6,NaN
4786,NaN,,NaN,,,,NaN,,,,,,NaN
4787,NaN,30,NaN,146,48,100,NaN,103,10,48,75,6,NaN
4788,NaN,,NaN,,,,NaN,,,,,,NaN
4789,NaN,30,NaN,144,47,100,NaN,103,10,48,75,6,NaN
4790,NaN,,NaN,,,,NaN,,,,,,NaN
4791,NaN,30,NaN,144,47,100,NaN,103,10,48,76,6,NaN
4792,NaN,,NaN,,,,NaN,,,,,,NaN
4793,NaN,30,NaN,148,47,100,NaN,103,10,48,76,6,NaN
4794,NaN,,NaN,,,,NaN,,,,,,NaN
4795,NaN,30,NaN,146,46,100,NaN,103,10,47,77,7,NaN
4796,NaN,,NaN,,,,NaN,,,,,,NaN
4797,NaN,30,NaN,146,46,100,NaN,103,10,47,77,7,NaN
4798,NaN,,NaN,,,,NaN,,,,,,NaN
4799,NaN,31,NaN,149,46,100,NaN,104,10,47,77,7,NaN
4800,NaN,,NaN,,,,NaN,,,,,,NaN
4801,NaN,31,NaN,148,46,100,NaN,104,10,47,77,7,NaN
4802,NaN,,NaN,,,,NaN,,,,,,NaN
4803,NaN,31,NaN,149,46,100,NaN,105,10,47,78,6,NaN
4804,NaN,,NaN,,,,NaN,,,,,,NaN
4805,NaN,31,NaN,152,47,100,NaN,106,10,47,78,6,NaN
4806,NaN,,NaN,,,,NaN,,,,,,NaN
4807,NaN,31,NaN,151,47,100,NaN,106,10,47,78,6,NaN
4808,NaN,,NaN,,,,NaN,,,,,,NaN
4809,NaN,31,NaN,151,47,100,NaN,106,10,47,79,6,NaN
4810,NaN,,NaN,,,,NaN,,,,,,NaN
4811,NaN,31,NaN,155,47,100,NaN,107,10,47,79,7,NaN
4812,NaN,,NaN,,,,NaN,,,,,,NaN
4813,NaN,30,NaN,153,47,100,NaN,107,10,48,79,7,NaN
4814,NaN,,NaN,,,,NaN,,,,,,NaN
4815,NaN,30,NaN,153,47,100,NaN,107,10,48,80,6,NaN
4816,NaN,,NaN,,,,NaN,,,,,,NaN
4817,NaN,30,NaN,156,47,100,NaN,108,10,47,80,6,NaN
4818,NaN,,NaN,,,,NaN,,,,,,NaN
4819,NaN,30,NaN,155,47,100,NaN,108,10,47,80,6,NaN
4820,NaN,,NaN,,,,NaN,,,,,,NaN
4821,NaN,30,NaN,156,47,100,NaN,108,10,47,80,6,NaN
4822,NaN,,NaN,,,,NaN,,,,,,NaN
4823,NaN,30,NaN,158,47,100,NaN,109,10,47,81,6,NaN
4824,NaN,,NaN,,,,NaN,,,,,,NaN
4825,NaN,30,NaN,156,47,100,NaN,109,10,47,81,7,NaN
4826,NaN,,NaN,,,,NaN,,,,,,NaN
4827,NaN,30,NaN,157,46,100,NaN,109,10,47,81,7,NaN
4828,NaN,,NaN,,,,NaN,,,,,,NaN
4829,NaN,30,NaN,160,46,100,NaN,110,10,47,81,7,NaN
4830,NaN,,NaN,,,,NaN,,,,,,NaN
4831,NaN,30,NaN,158,46,100,NaN,110,10,47,81,7,NaN
4832,NaN,,NaN,,,,NaN,,,,,,NaN
4833,NaN,30,NaN,159,46,100,NaN,110,10,47,82,6,NaN
4834,NaN,,NaN,,,,NaN,,,,,,NaN
4835,NaN,30,NaN,161,46,100,NaN,111,10,47,82,6,NaN
4836,NaN,,NaN,,,,NaN,,,,,,NaN
4837,NaN,30,NaN,161,46,100,NaN,111,10,47,83,7,NaN
4838,NaN,,NaN,,,,NaN,,,,,,NaN
4839,NaN,30,NaN,162,46,100,NaN,112,10,47,84,7,NaN
4840,NaN,,NaN,,,,NaN,,,,,,NaN
4841,NaN,30,NaN,164,46,100,NaN,113,10,47,84,7,NaN
4842,NaN,,NaN,,,,NaN,,,,,,NaN
4843,NaN,30,NaN,163,46,100,NaN,113,10,46,84,7,NaN
4844,NaN,,NaN,,,,NaN,,,,,,NaN
4845,NaN,30,NaN,164,46,100,NaN,113,10,46,84,6,NaN
4846,NaN,,NaN,,,,NaN,,,,,,NaN
4847,NaN,30,NaN,166,46,100,NaN,114,10,46,84,6,NaN
4848,NaN,,NaN,,,,NaN,,,,,,NaN
4849,NaN,30,NaN,165,46,100,NaN,114,10,46,84,6,NaN
4850,NaN,,NaN,,,,NaN,,,,,,NaN
4851,NaN,30,NaN,165,45,100,NaN,114,10,46,85,6,NaN
4852,NaN,,NaN,,,,NaN,,,,,,NaN
4853,NaN,30,NaN,168,45,100,NaN,115,10,46,85,6,NaN
4854,NaN,,NaN,,,,NaN,,,,,,NaN
4855,NaN,30,NaN,167,45,100,NaN,115,10,46,85,7,NaN
4856,NaN,,NaN,,,,NaN,,,,,,NaN
4857,NaN,30,NaN,168,45,100,NaN,115,10,46,86,7,NaN
4858,NaN,,NaN,,,,NaN,,,,,,NaN
4859,NaN,30,NaN,170,46,100,NaN,116,10,46,86,7,NaN
4860,NaN,,NaN,,,,NaN,,,,,,NaN
4861,NaN,30,NaN,169,46,100,NaN,116,10,46,86,7,NaN
4862,NaN,,NaN,,,,NaN,,,,,,NaN
4863,NaN,30,NaN,169,46,100,NaN,116,10,46,87,6,NaN
4864,NaN,,NaN,,,,NaN,,,,,,NaN
4865,NaN,29,NaN,171,46,100,NaN,117,10,46,87,6,NaN
4866,NaN,,NaN,,,,NaN,,,,,,NaN
4867,NaN,29,NaN,170,46,100,NaN,117,10,46,86,7,NaN
4868,NaN,,NaN,,,,NaN,,,,,,NaN
4869,NaN,29,NaN,170,46,100,NaN,117,10,46,87,7,NaN
4870,NaN,,NaN,,,,NaN,,,,,,NaN
4871,NaN,30,NaN,172,46,100,NaN,117,10,46,87,7,NaN
4872,NaN,,NaN,,,,NaN,,,,,,NaN
4873,NaN,30,NaN,170,46,100,NaN,117,10,46,86,7,NaN
4874,NaN,,NaN,,,,NaN,,,,,,NaN
4875,NaN,30,NaN,170,45,100,NaN,117,10,46,87,6,NaN
4876,NaN,,NaN,,,,NaN,,,,,,NaN
4877,NaN,30,NaN,172,46,100,NaN,118,10,46,87,6,NaN
4878,NaN,,NaN,,,,NaN,,,,,,NaN
4879,NaN,30,NaN,171,45,100,NaN,118,10,46,87,7,NaN
4880,NaN,,NaN,,,,NaN,,,,,,NaN
4881,NaN,30,NaN,171,46,100,NaN,118,10,46,88,7,NaN
4882,NaN,,NaN,,,,NaN,,,,,,NaN
4883,NaN,29,NaN,173,46,100,NaN,118,10,46,88,7,NaN
4884,NaN,,NaN,,,,NaN,,,,,,NaN
4885,NaN,29,NaN,171,46,100,NaN,118,10,46,87,7,NaN
4886,NaN,,NaN,,,,NaN,,,,,,NaN
4887,NaN,29,NaN,171,46,100,NaN,118,10,46,87,7,NaN
4888,NaN,,NaN,,,,NaN,,,,,,NaN
4889,NaN,29,NaN,173,46,100,NaN,118,10,46,87,7,NaN
4890,NaN,,NaN,,,,NaN,,,,,,NaN
4891,NaN,29,NaN,171,46,100,NaN,118,10,46,87,7,NaN
4892,NaN,,NaN,,,,NaN,,,,,,NaN
4893,NaN,29,NaN,171,46,100,NaN,118,10,46,87,6,NaN
4894,NaN,,NaN,,,,NaN,,,,,,NaN
4895,NaN,29,NaN,172,46,100,NaN,118,10,46,87,6,NaN
4896,NaN,,NaN,,,,NaN,,,,,,NaN
4897,NaN,29,NaN,170,45,100,NaN,118,10,46,87,7,NaN
4898,NaN,,NaN,,,,NaN,,,,,,NaN
4899,NaN,29,NaN,170,45,100,NaN,118,10,46,87,7,NaN
4900,NaN,,NaN,,,,NaN,,,,,,NaN
4901,NaN,29,NaN,172,46,100,NaN,118,10,46,87,7,NaN
4902,NaN,,NaN,,,,NaN,,,,,,NaN
4903,NaN,30,NaN,171,46,100,NaN,118,10,46,87,7,NaN
4904,NaN,,NaN,,,,NaN,,,,,,NaN
4905,NaN,30,NaN,170,46,100,NaN,118,10,46,87,6,NaN
4906,NaN,,NaN,,,,NaN,,,,,,NaN
4907,NaN,30,NaN,172,46,100,NaN,118,10,46,87,6,NaN
4908,NaN,,NaN,,,,NaN,,,,,,NaN
4909,NaN,29,NaN,170,46,100,NaN,117,10,46,86,7,NaN
4910,NaN,,NaN,,,,NaN,,,,,,NaN
4911,NaN,29,NaN,169,46,100,NaN,117,10,46,86,7,NaN
4912,NaN,,NaN,,,,NaN,,,,,,NaN
4913,NaN,29,NaN,170,46,100,NaN,117,10,46,86,7,NaN
4914,NaN,,NaN,,,,NaN,,,,,,NaN
4915,NaN,29,NaN,169,45,100,NaN,116,10,46,86,7,NaN
4916,NaN,,NaN,,,,NaN,,,,,,NaN
4917,NaN,29,NaN,168,45,100,NaN,116,10,46,86,7,NaN
4918,NaN,,NaN,,,,NaN,,,,,,NaN
4919,NaN,29,NaN,169,45,100,NaN,116,10,46,86,7,NaN
4920,NaN,,NaN,,,,NaN,,,,,,NaN
4921,NaN,30,NaN,168,45,100,NaN,116,10,46,86,7,NaN
4922,NaN,,NaN,,,,NaN,,,,,,NaN
4923,NaN,30,NaN,168,45,100,NaN,116,10,46,86,7,NaN
4924,NaN,,NaN,,,,NaN,,,,,,NaN
4925,NaN,30,NaN,169,45,100,NaN,116,10,46,86,7,NaN
4926,NaN,,NaN,,,,NaN,,,,,,NaN
4927,NaN,29,NaN,168,45,100,NaN,116,10,46,85,7,NaN
4928,NaN,,NaN,,,,NaN,,,,,,NaN
4929,NaN,29,NaN,167,45,100,NaN,116,10,46,86,7,NaN
4930,NaN,,NaN,,,,NaN,,,,,,NaN
4931,NaN,29,NaN,168,45,100,NaN,116,10,46,85,7,NaN
4932,NaN,,NaN,,,,NaN,,,,,,NaN
4933,NaN,29,NaN,167,45,100,NaN,115,10,46,85,7,NaN
4934,NaN,,NaN,,,,NaN,,,,,,NaN
4935,NaN,29,NaN,167,45,100,NaN,115,10,46,85,7,NaN
4936,NaN,,NaN,,,,NaN,,,,,,NaN
4937,NaN,29,NaN,168,45,100,NaN,115,10,46,85,7,NaN
4938,NaN,,NaN,,,,NaN,,,,,,NaN
4939,NaN,30,NaN,166,45,100,NaN,115,10,46,85,7,NaN
4940,NaN,,NaN,,,,NaN,,,,,,NaN
4941,NaN,30,NaN,165,45,100,NaN,115,10,46,85,7,NaN
4942,NaN,,NaN,,,,NaN,,,,,,NaN
4943,NaN,30,NaN,167,45,100,NaN,115,10,46,85,7,NaN
4944,NaN,,NaN,,,,NaN,,,,,,NaN
4945,NaN,30,NaN,166,45,100,NaN,115,10,46,85,7,NaN
4946,NaN,,NaN,,,,NaN,,,,,,NaN
4947,NaN,29,NaN,165,46,100,NaN,114,10,46,85,7,NaN
4948,NaN,,NaN,,,,NaN,,,,,,NaN
4949,NaN,29,NaN,167,46,100,NaN,115,10,46,85,7,NaN
4950,NaN,,NaN,,,,NaN,,,,,,NaN
4951,NaN,29,NaN,165,46,100,NaN,114,10,46,84,7,NaN
4952,NaN,,NaN,,,,NaN,,,,,,NaN
4953,NaN,30,NaN,165,46,100,NaN,114,10,46,84,7,NaN
4954,NaN,,NaN,,,,NaN,,,,,,NaN
4955,NaN,30,NaN,166,46,100,NaN,114,10,46,84,7,NaN
4956,NaN,,NaN,,,,NaN,,,,,,NaN
4957,NaN,30,NaN,164,46,100,NaN,114,10,46,84,7,NaN
4958,NaN,,NaN,,,,NaN,,,,,,NaN
4959,NaN,29,NaN,164,46,100,NaN,114,10,46,84,7,NaN
4960,NaN,,NaN,,,,NaN,,,,,,NaN
4961,NaN,29,NaN,165,46,100,NaN,114,10,46,84,7,NaN
4962,NaN,,NaN,,,,NaN,,,,,,NaN
4963,NaN,29,NaN,164,46,100,NaN,113,10,46,84,7,NaN
4964,NaN,,NaN,,,,NaN,,,,,,NaN
4965,NaN,30,NaN,163,46,100,NaN,113,10,46,84,7,NaN
4966,NaN,,NaN,,,,NaN,,,,,,NaN
4967,NaN,30,NaN,165,46,100,NaN,114,10,46,84,7,NaN
4968,NaN,,NaN,,,,NaN,,,,,,NaN
4969,NaN,30,NaN,163,46,100,NaN,113,10,46,83,7,NaN
4970,NaN,,NaN,,,,NaN,,,,,,NaN
4971,NaN,29,NaN,163,46,100,NaN,113,10,46,83,7,NaN
4972,NaN,,NaN,,,,NaN,,,,,,NaN
4973,NaN,29,NaN,164,46,100,NaN,113,10,46,83,7,NaN
4974,NaN,,NaN,,,,NaN,,,,,,NaN
4975,NaN,29,NaN,162,45,100,NaN,112,10,46,83,7,NaN
4976,NaN,,NaN,,,,NaN,,,,,,NaN
4977,NaN,29,NaN,162,45,100,NaN,112,10,46,83,7,NaN
4978,NaN,,NaN,,,,NaN,,,,,,NaN
4979,NaN,29,NaN,164,45,100,NaN,113,10,46,83,7,NaN
4980,NaN,,NaN,,,,NaN,,,,,,NaN
4981,NaN,29,NaN,162,45,100,NaN,112,10,46,83,7,NaN
4982,NaN,,NaN,,,,NaN,,,,,,NaN
4983,NaN,29,NaN,161,45,100,NaN,112,10,46,83,7,NaN
4984,NaN,,NaN,,,,NaN,,,,,,NaN
4985,NaN,29,NaN,162,45,100,NaN,112,10,46,82,7,NaN
4986,NaN,,NaN,,,,NaN,,,,,,NaN
4987,NaN,29,NaN,161,45,100,NaN,112,10,46,82,7,NaN
4988,NaN,,NaN,,,,NaN,,,,,,NaN
4989,NaN,30,NaN,161,45,100,NaN,111,10,46,82,7,NaN
4990,NaN,,NaN,,,,NaN,,,,,,NaN
4991,NaN,30,NaN,162,45,100,NaN,112,10,46,82,7,NaN
4992,NaN,,NaN,,,,NaN,,,,,,NaN
4993,NaN,30,NaN,160,45,100,NaN,111,10,46,82,7,NaN
4994,NaN,,NaN,,,,NaN,,,,,,NaN
4995,NaN,30,NaN,160,45,100,NaN,111,10,46,82,7,NaN
4996,NaN,,NaN,,,,NaN,,,,,,NaN
4997,NaN,30,NaN,161,45,100,NaN,111,10,46,82,7,NaN
4998,NaN,,NaN,,,,NaN,,,,,,NaN
4999,NaN,30,NaN,159,45,100,NaN,111,10,46,82,7,NaN
5000,NaN,,NaN,,,,NaN,,,,,,NaN
5001,NaN,30,NaN,159,45,100,NaN,111,10,46,83,7,NaN
5002,NaN,,NaN,,,,NaN,,,,,,NaN
5003,NaN,30,NaN,161,46,100,NaN,112,10,46,83,7,NaN
5004,NaN,,NaN,,,,NaN,,,,,,NaN
5005,NaN,30,NaN,160,46,100,NaN,112,10,46,83,7,NaN
5006,NaN,,NaN,,,,NaN,,,,,,NaN
5007,NaN,30,NaN,160,46,100,NaN,112,10,46,83,7,NaN
5008,NaN,,NaN,,,,NaN,,,,,,NaN
5009,NaN,30,NaN,162,47,100,NaN,112,10,47,83,7,NaN
5010,NaN,,NaN,,,,NaN,,,,,,NaN
5011,NaN,30,NaN,161,47,100,NaN,112,10,47,81,7,NaN
5012,NaN,,NaN,,,,NaN,,,,,,NaN
5013,NaN,30,NaN,160,47,100,NaN,112,10,47,81,7,NaN
5014,NaN,,NaN,,,,NaN,,,,,,NaN
5015,NaN,30,NaN,160,47,100,NaN,111,10,47,78,7,NaN
5016,NaN,,NaN,,,,NaN,,,,,,NaN
5017,NaN,30,NaN,161,47,100,NaN,111,10,47,79,6,NaN
5018,NaN,,NaN,,,,NaN,,,,,,NaN
5019,NaN,30,NaN,157,47,100,NaN,109,10,47,77,6,NaN
5020,NaN,,NaN,,,,NaN,,,,,,NaN
5021,NaN,30,NaN,157,46,100,NaN,109,10,47,78,5,NaN
5022,NaN,,NaN,,,,NaN,,,,,,NaN
5023,NaN,30,NaN,158,46,100,NaN,109,10,47,78,5,NaN
5024,NaN,,NaN,,,,NaN,,,,,,NaN
5025,NaN,30,NaN,156,46,100,NaN,108,10,47,78,6,NaN
5026,NaN,,NaN,,,,NaN,,,,,,NaN
5027,NaN,30,NaN,155,46,100,NaN,107,10,46,78,6,NaN
5028,NaN,,NaN,,,,NaN,,,,,,NaN
5029,NaN,30,NaN,157,46,100,NaN,107,10,46,78,6,NaN
5030,NaN,,NaN,,,,NaN,,,,,,NaN
5031,NaN,30,NaN,155,46,100,NaN,107,10,46,78,6,NaN
5032,NaN,,NaN,,,,NaN,,,,,,NaN
5033,NaN,30,NaN,154,46,100,NaN,107,9,46,78,5,NaN
5034,NaN,,NaN,,,,NaN,,,,,,NaN
5035,NaN,30,NaN,154,46,100,NaN,107,9,46,78,5,NaN
5036,NaN,,NaN,,,,NaN,,,,,,NaN
5037,NaN,30,NaN,155,46,100,NaN,107,9,46,78,6,NaN
5038,NaN,,NaN,,,,NaN,,,,,,NaN
5039,NaN,30,NaN,154,46,100,NaN,106,9,46,77,6,NaN
5040,NaN,,NaN,,,,NaN,,,,,,NaN
5041,NaN,30,NaN,154,46,100,NaN,106,9,46,78,6,NaN
5042,NaN,,NaN,,,,NaN,,,,,,NaN
5043,NaN,30,NaN,156,46,100,NaN,106,9,46,78,6,NaN
5044,NaN,,NaN,,,,NaN,,,,,,NaN
5045,NaN,30,NaN,154,45,100,NaN,106,9,46,77,6,NaN
5046,NaN,,NaN,,,,NaN,,,,,,NaN
5047,NaN,30,NaN,154,45,100,NaN,106,9,46,77,5,NaN
5048,NaN,,NaN,,,,NaN,,,,,,NaN
5049,NaN,30,NaN,155,45,100,NaN,106,9,46,77,5,NaN
5050,NaN,,NaN,,,,NaN,,,,,,NaN
5051,NaN,30,NaN,156,45,100,NaN,106,9,46,78,6,NaN
5052,NaN,,NaN,,,,NaN,,,,,,NaN
5053,NaN,30,NaN,155,45,100,NaN,106,9,46,78,6,NaN
5054,NaN,,NaN,,,,NaN,,,,,,NaN
5055,NaN,30,NaN,155,45,100,NaN,106,9,45,78,5,NaN
5056,NaN,,NaN,,,,NaN,,,,,,NaN
5057,NaN,30,NaN,157,45,100,NaN,107,9,45,78,5,NaN
5058,NaN,,NaN,,,,NaN,,,,,,NaN
5059,NaN,30,NaN,156,45,100,NaN,107,9,45,78,6,NaN
5060,NaN,,NaN,,,,NaN,,,,,,NaN
5061,NaN,30,NaN,156,45,100,NaN,107,9,45,79,6,NaN
5062,NaN,,NaN,,,,NaN,,,,,,NaN
5063,NaN,30,NaN,158,45,100,NaN,108,9,45,78,6,NaN
5064,NaN,,NaN,,,,NaN,,,,,,NaN
5065,NaN,30,NaN,156,45,100,NaN,107,9,46,78,6,NaN
5066,NaN,,NaN,,,,NaN,,,,,,NaN
5067,NaN,30,NaN,156,45,100,NaN,107,9,46,78,5,NaN
5068,NaN,,NaN,,,,NaN,,,,,,NaN
5069,NaN,30,NaN,157,45,100,NaN,107,9,46,78,5,NaN
5070,NaN,,NaN,,,,NaN,,,,,,NaN
5071,NaN,30,NaN,156,45,100,NaN,107,9,46,78,6,NaN
5072,NaN,,NaN,,,,NaN,,,,,,NaN
5073,NaN,30,NaN,156,45,100,NaN,107,9,46,78,6,NaN
5074,NaN,,NaN,,,,NaN,,,,,,NaN
5075,NaN,30,NaN,156,45,100,NaN,107,9,46,78,6,NaN
5076,NaN,,NaN,,,,NaN,,,,,,NaN
5077,NaN,30,NaN,156,45,100,NaN,107,9,46,78,6,NaN
5078,NaN,,NaN,,,,NaN,,,,,,NaN
5079,NaN,30,NaN,154,45,100,NaN,106,9,46,77,6,NaN
5080,NaN,,NaN,,,,NaN,,,,,,NaN
5081,NaN,30,NaN,153,45,100,NaN,106,9,46,77,5,NaN
5082,NaN,,NaN,,,,NaN,,,,,,NaN
5083,NaN,30,NaN,155,45,100,NaN,106,9,46,77,5,NaN
5084,NaN,,NaN,,,,NaN,,,,,,NaN
5085,NaN,31,NaN,152,45,100,NaN,106,9,46,77,6,NaN
5086,NaN,,NaN,,,,NaN,,,,,,NaN
5087,NaN,31,NaN,152,45,100,NaN,105,9,46,77,6,NaN
5088,NaN,,NaN,,,,NaN,,,,,,NaN
5089,NaN,31,NaN,153,45,100,NaN,105,9,46,77,6,NaN
5090,NaN,,NaN,,,,NaN,,,,,,NaN
5091,NaN,31,NaN,153,45,100,NaN,105,9,46,77,6,NaN
