time,SNUADC/CVP,Solar8000/ETCO2,SNUADC/ART,Solar8000/ART_SBP,Solar8000/HR,Solar8000/PLETH_SPO2,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/RR_CO2,Solar8000/PLETH_HR,Solar8000/ART_DBP,Solar8000/CVP,SNUADC/ECG_II
16745,NaN,33,NaN,138,55,100,NaN,98,13,56,71,9,NaN
16746,NaN,,NaN,,,,NaN,,,,,,NaN
16747,NaN,33,NaN,139,55,100,NaN,98,13,56,72,9,NaN
16748,NaN,,NaN,,,,NaN,,,,,,NaN
16749,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16750,NaN,,NaN,,,,NaN,,,,,,NaN
16751,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16752,NaN,,NaN,,,,NaN,,,,,,NaN
16753,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16754,NaN,,NaN,,,,NaN,,,,,,NaN
16755,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16756,NaN,,NaN,,,,NaN,,,,,,NaN
16757,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16758,NaN,,NaN,,,,NaN,,,,,,NaN
16759,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16760,NaN,,NaN,,,,NaN,,,,,,NaN
16761,NaN,33,NaN,139,55,100,NaN,98,13,56,72,9,NaN
16762,NaN,,NaN,,,,NaN,,,,,,NaN
16763,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16764,NaN,,NaN,,,,NaN,,,,,,NaN
16765,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16766,NaN,,NaN,,,,NaN,,,,,,NaN
16767,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16768,NaN,,NaN,,,,NaN,,,,,,NaN
16769,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16770,NaN,,NaN,,,,NaN,,,,,,NaN
16771,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16772,NaN,,NaN,,,,NaN,,,,,,NaN
16773,NaN,33,NaN,138,55,100,NaN,98,13,56,72,9,NaN
16774,NaN,,NaN,,,,NaN,,,,,,NaN
16775,NaN,33,NaN,139,55,100,NaN,98,13,56,72,9,NaN
16776,NaN,,NaN,,,,NaN,,,,,,NaN
16777,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16778,NaN,,NaN,,,,NaN,,,,,,NaN
16779,NaN,33,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16780,NaN,,NaN,,,,NaN,,,,,,NaN
16781,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16782,NaN,,NaN,,,,NaN,,,,,,NaN
16783,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16784,NaN,,NaN,,,,NaN,,,,,,NaN
16785,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16786,NaN,,NaN,,,,NaN,,,,,,NaN
16787,NaN,33,NaN,137,55,100,NaN,98,13,55,71,9,NaN
16788,NaN,,NaN,,,,NaN,,,,,,NaN
16789,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16790,NaN,,NaN,,,,NaN,,,,,,NaN
16791,NaN,32,NaN,137,55,100,NaN,98,13,55,71,9,NaN
16792,NaN,,NaN,,,,NaN,,,,,,NaN
16793,NaN,32,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16794,NaN,,NaN,,,,NaN,,,,,,NaN
16795,NaN,32,NaN,137,55,100,NaN,98,13,55,71,9,NaN
16796,NaN,,NaN,,,,NaN,,,,,,NaN
16797,NaN,34,NaN,137,55,100,NaN,98,13,55,71,9,NaN
16798,NaN,,NaN,,,,NaN,,,,,,NaN
16799,NaN,34,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16800,NaN,,NaN,,,,NaN,,,,,,NaN
16801,NaN,34,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16802,NaN,,NaN,,,,NaN,,,,,,NaN
16803,NaN,33,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16804,NaN,,NaN,,,,NaN,,,,,,NaN
16805,NaN,33,NaN,137,55,100,NaN,98,13,55,71,9,NaN
16806,NaN,,NaN,,,,NaN,,,,,,NaN
16807,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16808,NaN,,NaN,,,,NaN,,,,,,NaN
16809,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16810,NaN,,NaN,,,,NaN,,,,,,NaN
16811,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16812,NaN,,NaN,,,,NaN,,,,,,NaN
16813,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16814,NaN,,NaN,,,,NaN,,,,,,NaN
16815,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16816,NaN,,NaN,,,,NaN,,,,,,NaN
16817,NaN,33,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16818,NaN,,NaN,,,,NaN,,,,,,NaN
16819,NaN,33,NaN,137,55,100,NaN,98,13,55,71,9,NaN
16820,NaN,,NaN,,,,NaN,,,,,,NaN
16821,NaN,33,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16822,NaN,,NaN,,,,NaN,,,,,,NaN
16823,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16824,NaN,,NaN,,,,NaN,,,,,,NaN
16825,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16826,NaN,,NaN,,,,NaN,,,,,,NaN
16827,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
16828,NaN,,NaN,,,,NaN,,,,,,NaN
16829,NaN,33,NaN,137,54,100,NaN,98,13,55,72,9,NaN
16830,NaN,,NaN,,,,NaN,,,,,,NaN
16831,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
16832,NaN,,NaN,,,,NaN,,,,,,NaN
16833,NaN,33,NaN,137,55,100,NaN,98,13,55,72,9,NaN
16834,NaN,,NaN,,,,NaN,,,,,,NaN
16835,NaN,33,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16836,NaN,,NaN,,,,NaN,,,,,,NaN
16837,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16838,NaN,,NaN,,,,NaN,,,,,,NaN
16839,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16840,NaN,,NaN,,,,NaN,,,,,,NaN
16841,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16842,NaN,,NaN,,,,NaN,,,,,,NaN
16843,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16844,NaN,,NaN,,,,NaN,,,,,,NaN
16845,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16846,NaN,,NaN,,,,NaN,,,,,,NaN
16847,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16848,NaN,,NaN,,,,NaN,,,,,,NaN
16849,NaN,33,NaN,140,55,100,NaN,99,13,55,72,9,NaN
16850,NaN,,NaN,,,,NaN,,,,,,NaN
16851,NaN,33,NaN,139,55,100,NaN,99,13,55,72,9,NaN
16852,NaN,,NaN,,,,NaN,,,,,,NaN
16853,NaN,33,NaN,140,55,100,NaN,99,13,55,72,9,NaN
16854,NaN,,NaN,,,,NaN,,,,,,NaN
16855,NaN,33,NaN,139,55,100,NaN,99,13,55,72,9,NaN
16856,NaN,,NaN,,,,NaN,,,,,,NaN
16857,NaN,33,NaN,139,55,100,NaN,99,13,55,72,9,NaN
16858,NaN,,NaN,,,,NaN,,,,,,NaN
16859,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16860,NaN,,NaN,,,,NaN,,,,,,NaN
16861,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16862,NaN,,NaN,,,,NaN,,,,,,NaN
16863,NaN,33,NaN,140,55,100,NaN,99,13,55,72,9,NaN
16864,NaN,,NaN,,,,NaN,,,,,,NaN
16865,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16866,NaN,,NaN,,,,NaN,,,,,,NaN
16867,NaN,33,NaN,140,55,100,NaN,99,13,55,72,9,NaN
16868,NaN,,NaN,,,,NaN,,,,,,NaN
16869,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16870,NaN,,NaN,,,,NaN,,,,,,NaN
16871,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16872,NaN,,NaN,,,,NaN,,,,,,NaN
16873,NaN,33,NaN,140,54,100,NaN,99,13,55,72,9,NaN
16874,NaN,,NaN,,,,NaN,,,,,,NaN
16875,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
16876,NaN,,NaN,,,,NaN,,,,,,NaN
16877,NaN,33,NaN,140,55,100,NaN,99,13,55,72,9,NaN
16878,NaN,,NaN,,,,NaN,,,,,,NaN
16879,NaN,33,NaN,139,54,100,NaN,99,13,55,72,9,NaN
16880,NaN,,NaN,,,,NaN,,,,,,NaN
16881,NaN,33,NaN,140,55,100,NaN,99,13,55,72,9,NaN
16882,NaN,,NaN,,,,NaN,,,,,,NaN
16883,NaN,33,NaN,139,55,100,NaN,99,13,55,72,9,NaN
16884,NaN,,NaN,,,,NaN,,,,,,NaN
16885,NaN,33,NaN,139,55,100,NaN,99,13,55,72,9,NaN
16886,NaN,,NaN,,,,NaN,,,,,,NaN
16887,NaN,33,NaN,139,55,100,NaN,99,13,55,72,9,NaN
16888,NaN,,NaN,,,,NaN,,,,,,NaN
16889,NaN,33,NaN,139,55,100,NaN,99,13,55,72,9,NaN
16890,NaN,,NaN,,,,NaN,,,,,,NaN
16891,NaN,33,NaN,140,55,100,NaN,99,13,55,72,9,NaN
16892,NaN,,NaN,,,,NaN,,,,,,NaN
16893,NaN,33,NaN,139,54,100,NaN,99,13,55,72,9,NaN
16894,NaN,,NaN,,,,NaN,,,,,,NaN
16895,NaN,33,NaN,140,54,100,NaN,99,13,55,72,9,NaN
16896,NaN,,NaN,,,,NaN,,,,,,NaN
16897,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16898,NaN,,NaN,,,,NaN,,,,,,NaN
16899,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16900,NaN,,NaN,,,,NaN,,,,,,NaN
16901,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16902,NaN,,NaN,,,,NaN,,,,,,NaN
16903,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
16904,NaN,,NaN,,,,NaN,,,,,,NaN
16905,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
16906,NaN,,NaN,,,,NaN,,,,,,NaN
16907,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
16908,NaN,,NaN,,,,NaN,,,,,,NaN
16909,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
16910,NaN,,NaN,,,,NaN,,,,,,NaN
16911,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
16912,NaN,,NaN,,,,NaN,,,,,,NaN
16913,NaN,33,NaN,140,54,100,NaN,98,13,55,72,9,NaN
16914,NaN,,NaN,,,,NaN,,,,,,NaN
16915,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
16916,NaN,,NaN,,,,NaN,,,,,,NaN
16917,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
16918,NaN,,NaN,,,,NaN,,,,,,NaN
16919,NaN,33,NaN,140,54,100,NaN,99,13,55,72,9,NaN
16920,NaN,,NaN,,,,NaN,,,,,,NaN
16921,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
16922,NaN,,NaN,,,,NaN,,,,,,NaN
16923,NaN,33,NaN,140,55,100,NaN,99,13,55,72,9,NaN
16924,NaN,,NaN,,,,NaN,,,,,,NaN
16925,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16926,NaN,,NaN,,,,NaN,,,,,,NaN
16927,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16928,NaN,,NaN,,,,NaN,,,,,,NaN
16929,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16930,NaN,,NaN,,,,NaN,,,,,,NaN
16931,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16932,NaN,,NaN,,,,NaN,,,,,,NaN
16933,NaN,33,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16934,NaN,,NaN,,,,NaN,,,,,,NaN
16935,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16936,NaN,,NaN,,,,NaN,,,,,,NaN
16937,NaN,33,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16938,NaN,,NaN,,,,NaN,,,,,,NaN
16939,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16940,NaN,,NaN,,,,NaN,,,,,,NaN
16941,NaN,33,NaN,140,55,100,NaN,98,13,55,72,9,NaN
16942,NaN,,NaN,,,,NaN,,,,,,NaN
16943,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16944,NaN,,NaN,,,,NaN,,,,,,NaN
16945,NaN,33,NaN,138,55,100,NaN,98,13,55,72,9,NaN
16946,NaN,,NaN,,,,NaN,,,,,,NaN
16947,NaN,33,NaN,138,55,100,NaN,98,13,55,71,9,NaN
16948,NaN,,NaN,,,,NaN,,,,,,NaN
16949,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
16950,NaN,,NaN,,,,NaN,,,,,,NaN
16951,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
16952,NaN,,NaN,,,,NaN,,,,,,NaN
16953,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
16954,NaN,,NaN,,,,NaN,,,,,,NaN
16955,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16956,NaN,,NaN,,,,NaN,,,,,,NaN
16957,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
16958,NaN,,NaN,,,,NaN,,,,,,NaN
16959,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16960,NaN,,NaN,,,,NaN,,,,,,NaN
16961,NaN,33,NaN,139,55,100,NaN,98,13,55,72,9,NaN
16962,NaN,,NaN,,,,NaN,,,,,,NaN
16963,NaN,33,NaN,139,55,100,NaN,99,13,55,73,9,NaN
16964,NaN,,NaN,,,,NaN,,,,,,NaN
16965,NaN,33,NaN,139,55,100,NaN,99,13,56,72,9,NaN
16966,NaN,,NaN,,,,NaN,,,,,,NaN
16967,NaN,33,NaN,139,55,100,NaN,99,13,56,72,9,NaN
16968,NaN,,NaN,,,,NaN,,,,,,NaN
16969,NaN,33,NaN,140,55,100,NaN,99,13,56,72,9,NaN
16970,NaN,,NaN,,,,NaN,,,,,,NaN
16971,NaN,33,NaN,139,55,100,NaN,98,13,55,71,9,NaN
16972,NaN,,NaN,,,,NaN,,,,,,NaN
16973,NaN,33,NaN,140,55,100,NaN,98,13,55,71,9,NaN
16974,NaN,,NaN,,,,NaN,,,,,,NaN
16975,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16976,NaN,,NaN,,,,NaN,,,,,,NaN
16977,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16978,NaN,,NaN,,,,NaN,,,,,,NaN
16979,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16980,NaN,,NaN,,,,NaN,,,,,,NaN
16981,NaN,33,NaN,137,54,100,NaN,98,13,55,71,9,NaN
16982,NaN,,NaN,,,,NaN,,,,,,NaN
16983,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16984,NaN,,NaN,,,,NaN,,,,,,NaN
16985,NaN,33,NaN,137,54,100,NaN,98,13,55,71,9,NaN
16986,NaN,,NaN,,,,NaN,,,,,,NaN
16987,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16988,NaN,,NaN,,,,NaN,,,,,,NaN
16989,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
16990,NaN,,NaN,,,,NaN,,,,,,NaN
16991,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
16992,NaN,,NaN,,,,NaN,,,,,,NaN
16993,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
16994,NaN,,NaN,,,,NaN,,,,,,NaN
16995,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
16996,NaN,,NaN,,,,NaN,,,,,,NaN
16997,NaN,33,NaN,140,54,100,NaN,98,13,55,71,9,NaN
16998,NaN,,NaN,,,,NaN,,,,,,NaN
16999,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
17000,NaN,,NaN,,,,NaN,,,,,,NaN
17001,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
17002,NaN,,NaN,,,,NaN,,,,,,NaN
17003,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17004,NaN,,NaN,,,,NaN,,,,,,NaN
17005,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
17006,NaN,,NaN,,,,NaN,,,,,,NaN
17007,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17008,NaN,,NaN,,,,NaN,,,,,,NaN
17009,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
17010,NaN,,NaN,,,,NaN,,,,,,NaN
17011,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17012,NaN,,NaN,,,,NaN,,,,,,NaN
17013,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
17014,NaN,,NaN,,,,NaN,,,,,,NaN
17015,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17016,NaN,,NaN,,,,NaN,,,,,,NaN
17017,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
17018,NaN,,NaN,,,,NaN,,,,,,NaN
17019,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17020,NaN,,NaN,,,,NaN,,,,,,NaN
17021,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
17022,NaN,,NaN,,,,NaN,,,,,,NaN
17023,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
17024,NaN,,NaN,,,,NaN,,,,,,NaN
17025,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17026,NaN,,NaN,,,,NaN,,,,,,NaN
17027,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
17028,NaN,,NaN,,,,NaN,,,,,,NaN
17029,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17030,NaN,,NaN,,,,NaN,,,,,,NaN
17031,NaN,33,NaN,137,54,100,NaN,98,13,55,71,9,NaN
17032,NaN,,NaN,,,,NaN,,,,,,NaN
17033,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17034,NaN,,NaN,,,,NaN,,,,,,NaN
17035,NaN,33,NaN,138,54,100,NaN,98,13,54,71,9,NaN
17036,NaN,,NaN,,,,NaN,,,,,,NaN
17037,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
17038,NaN,,NaN,,,,NaN,,,,,,NaN
17039,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17040,NaN,,NaN,,,,NaN,,,,,,NaN
17041,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
17042,NaN,,NaN,,,,NaN,,,,,,NaN
17043,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17044,NaN,,NaN,,,,NaN,,,,,,NaN
17045,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
17046,NaN,,NaN,,,,NaN,,,,,,NaN
17047,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17048,NaN,,NaN,,,,NaN,,,,,,NaN
17049,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
17050,NaN,,NaN,,,,NaN,,,,,,NaN
17051,NaN,33,NaN,139,54,100,NaN,98,13,55,71,9,NaN
17052,NaN,,NaN,,,,NaN,,,,,,NaN
17053,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
17054,NaN,,NaN,,,,NaN,,,,,,NaN
17055,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
17056,NaN,,NaN,,,,NaN,,,,,,NaN
17057,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
17058,NaN,,NaN,,,,NaN,,,,,,NaN
17059,NaN,33,NaN,138,54,100,NaN,98,13,55,71,9,NaN
17060,NaN,,NaN,,,,NaN,,,,,,NaN
17061,NaN,33,NaN,139,54,100,NaN,98,13,55,72,9,NaN
17062,NaN,,NaN,,,,NaN,,,,,,NaN
17063,NaN,33,NaN,138,54,100,NaN,98,13,55,72,9,NaN
17064,NaN,,NaN,,,,NaN,,,,,,NaN
17065,NaN,33,NaN,140,54,100,NaN,98,13,55,72,10,NaN
17066,NaN,,NaN,,,,NaN,,,,,,NaN
17067,NaN,33,NaN,139,54,100,NaN,98,13,55,72,10,NaN
17068,NaN,,NaN,,,,NaN,,,,,,NaN
17069,NaN,33,NaN,139,54,100,NaN,98,13,55,72,3,NaN
17070,NaN,,NaN,,,,NaN,,,,,,NaN
17071,NaN,33,NaN,140,54,100,NaN,99,13,55,72,3,NaN
17072,NaN,,NaN,,,,NaN,,,,,,NaN
17073,NaN,33,NaN,139,54,100,NaN,98,13,55,72,-28,NaN
17074,NaN,,NaN,,,,NaN,,,,,,NaN
17075,NaN,33,NaN,140,55,100,NaN,99,13,55,72,-28,NaN
17076,NaN,,NaN,,,,NaN,,,,,,NaN
17077,NaN,33,NaN,139,54,100,NaN,98,13,55,72,-28,NaN
17078,NaN,,NaN,,,,NaN,,,,,,NaN
17079,NaN,33,NaN,139,54,100,NaN,99,13,55,72,-41,NaN
17080,NaN,,NaN,,,,NaN,,,,,,NaN
17081,NaN,33,NaN,140,54,100,NaN,99,13,55,72,-41,NaN
17082,NaN,,NaN,,,,NaN,,,,,,NaN
17083,NaN,33,NaN,139,54,100,NaN,99,13,55,72,-41,NaN
17084,NaN,,NaN,,,,NaN,,,,,,NaN
17085,NaN,33,NaN,140,54,100,NaN,99,13,55,72,,NaN
17086,NaN,,NaN,,,,NaN,,,,,,NaN
17087,NaN,33,NaN,139,54,100,NaN,98,13,55,72,,NaN
17088,NaN,,NaN,,,,NaN,,,,,,NaN
17089,NaN,33,NaN,140,54,100,NaN,99,13,55,72,,NaN
17090,NaN,,NaN,,,,NaN,,,,,,NaN
17091,NaN,33,NaN,139,54,100,NaN,98,13,55,71,,NaN
17092,NaN,,NaN,,,,NaN,,,,,,NaN
17093,NaN,33,NaN,139,54,100,NaN,98,13,55,72,,NaN
17094,NaN,,NaN,,,,NaN,,,,,,NaN
17095,NaN,33,NaN,138,54,100,NaN,98,13,54,71,,NaN
17096,NaN,,NaN,,,,NaN,,,,,,NaN
17097,NaN,33,NaN,138,54,100,NaN,98,13,55,72,,NaN
17098,NaN,,NaN,,,,NaN,,,,,,NaN
17099,NaN,33,NaN,138,54,100,NaN,98,13,55,71,,NaN
17100,NaN,,NaN,,,,NaN,,,,,,NaN
17101,NaN,33,NaN,138,54,100,NaN,98,13,55,72,,NaN
17102,NaN,,NaN,,,,NaN,,,,,,NaN
17103,NaN,33,NaN,139,54,100,NaN,98,13,55,72,,NaN
17104,NaN,,NaN,,,,NaN,,,,,,NaN
17105,NaN,33,NaN,139,54,100,NaN,98,13,55,72,,NaN
17106,NaN,,NaN,,,,NaN,,,,,,NaN
17107,NaN,33,NaN,140,54,100,NaN,99,13,55,72,,NaN
17108,NaN,,NaN,,,,NaN,,,,,,NaN
17109,NaN,33,NaN,139,54,100,NaN,99,13,55,72,,NaN
17110,NaN,,NaN,,,,NaN,,,,,,NaN
17111,NaN,33,NaN,140,55,100,NaN,99,13,55,72,,NaN
17112,NaN,,NaN,,,,NaN,,,,,,NaN
17113,NaN,33,NaN,140,55,100,NaN,99,13,55,72,,NaN
17114,NaN,,NaN,,,,NaN,,,,,,NaN
17115,NaN,33,NaN,139,55,100,NaN,99,13,55,72,,NaN
17116,NaN,,NaN,,,,NaN,,,,,,NaN
17117,NaN,33,NaN,141,55,100,NaN,100,13,55,73,,NaN
17118,NaN,,NaN,,,,NaN,,,,,,NaN
17119,NaN,33,NaN,140,55,100,NaN,99,13,55,72,,NaN
17120,NaN,,NaN,,,,NaN,,,,,,NaN
17121,NaN,33,NaN,141,55,100,NaN,99,13,55,72,,NaN
17122,NaN,,NaN,,,,NaN,,,,,,NaN
17123,NaN,33,NaN,140,55,100,NaN,99,13,55,72,,NaN
17124,NaN,,NaN,,,,NaN,,,,,,NaN
17125,NaN,33,NaN,141,55,100,NaN,99,13,55,72,,NaN
17126,NaN,,NaN,,,,NaN,,,,,,NaN
17127,NaN,33,NaN,141,55,100,NaN,99,13,55,72,,NaN
17128,NaN,,NaN,,,,NaN,,,,,,NaN
17129,NaN,33,NaN,139,55,100,NaN,99,13,55,72,,NaN
17130,NaN,,NaN,,,,NaN,,,,,,NaN
17131,NaN,33,NaN,141,55,100,NaN,99,13,55,72,,NaN
17132,NaN,,NaN,,,,NaN,,,,,,NaN
17133,NaN,33,NaN,139,55,100,NaN,99,13,55,73,,NaN
17134,NaN,,NaN,,,,NaN,,,,,,NaN
17135,NaN,33,NaN,141,55,100,NaN,99,13,55,72,,NaN
17136,NaN,,NaN,,,,NaN,,,,,,NaN
17137,NaN,34,NaN,140,55,100,NaN,99,13,55,72,,NaN
17138,NaN,,NaN,,,,NaN,,,,,,NaN
17139,NaN,34,NaN,141,55,100,NaN,99,13,56,73,,NaN
17140,NaN,,NaN,,,,NaN,,,,,,NaN
17141,NaN,34,NaN,141,55,100,NaN,99,13,56,72,,NaN
17142,NaN,,NaN,,,,NaN,,,,,,NaN
17143,NaN,34,NaN,140,55,100,NaN,99,13,56,73,,NaN
17144,NaN,,NaN,,,,NaN,,,,,,NaN
17145,NaN,33,NaN,141,55,100,NaN,100,13,56,73,,NaN
17146,NaN,,NaN,,,,NaN,,,,,,NaN
17147,NaN,33,NaN,140,55,100,NaN,99,13,56,73,,NaN
17148,NaN,,NaN,,,,NaN,,,,,,NaN
17149,NaN,33,NaN,142,55,100,NaN,100,13,56,73,,NaN
17150,NaN,,NaN,,,,NaN,,,,,,NaN
17151,NaN,33,NaN,140,55,100,NaN,99,13,56,72,,NaN
17152,NaN,,NaN,,,,NaN,,,,,,NaN
17153,NaN,33,NaN,141,55,100,NaN,100,13,56,72,,NaN
17154,NaN,,NaN,,,,NaN,,,,,,NaN
17155,NaN,33,NaN,140,55,100,NaN,99,13,55,72,,NaN
17156,NaN,,NaN,,,,NaN,,,,,,NaN
17157,NaN,33,NaN,140,55,100,NaN,99,13,55,73,,NaN
17158,NaN,,NaN,,,,NaN,,,,,,NaN
17159,NaN,33,NaN,141,55,100,NaN,99,13,55,73,,NaN
17160,NaN,,NaN,,,,NaN,,,,,,NaN
17161,NaN,33,NaN,140,55,100,NaN,99,13,55,73,,NaN
17162,NaN,,NaN,,,,NaN,,,,,,NaN
17163,NaN,33,NaN,141,55,100,NaN,100,13,55,73,,NaN
17164,NaN,,NaN,,,,NaN,,,,,,NaN
17165,NaN,33,NaN,140,54,100,NaN,99,13,55,73,,NaN
17166,NaN,,NaN,,,,NaN,,,,,,NaN
17167,NaN,33,NaN,141,55,100,NaN,99,13,55,73,,NaN
17168,NaN,,NaN,,,,NaN,,,,,,NaN
17169,NaN,33,NaN,140,54,100,NaN,99,13,55,72,,NaN
17170,NaN,,NaN,,,,NaN,,,,,,NaN
