time,Solar8000/RR_CO2,SNUADC/ECG_II,SNUADC/CVP,Solar8000/HR,Solar8000/PLETH_HR,Solar8000/ART_SBP,Solar8000/CVP,SNUADC/ECG_V5,Solar8000/ART_MBP,Solar8000/PLETH_SPO2,Solar8000/ART_DBP,Solar8000/ETCO2,SNUADC/ART
445,,NaN,NaN,,,,,NaN,,,,,NaN
446,,NaN,NaN,47,48,27,-3,NaN,0,97,-16,,NaN
447,,NaN,NaN,,,,,NaN,,,,,NaN
448,,NaN,NaN,47,48,19,-3,NaN,0,98,-11,,NaN
449,,NaN,NaN,,,,,NaN,,,,,NaN
450,,NaN,NaN,47,48,19,-3,NaN,0,97,-11,,NaN
451,,NaN,NaN,,,,,NaN,,,,,NaN
452,,NaN,NaN,48,48,0,-3,NaN,0,98,0,,NaN
453,,NaN,NaN,,,,,NaN,,,,,NaN
454,,NaN,NaN,48,48,0,-3,NaN,0,98,0,,NaN
455,,NaN,NaN,,,,,NaN,,,,,NaN
456,,NaN,NaN,48,48,1,-3,NaN,1,98,1,,NaN
457,,NaN,NaN,,,,,NaN,,,,,NaN
458,,NaN,NaN,48,48,1,-3,NaN,1,98,1,,NaN
459,,NaN,NaN,,,,,NaN,,,,,NaN
460,,NaN,NaN,48,48,1,-4,NaN,1,97,1,,NaN
461,,NaN,NaN,,,,,NaN,,,,,NaN
462,,NaN,NaN,48,48,1,-4,NaN,1,97,1,,NaN
463,,NaN,NaN,,,,,NaN,,,,,NaN
464,,NaN,NaN,48,48,1,-4,NaN,1,97,1,,NaN
465,,NaN,NaN,,,,,NaN,,,,,NaN
466,,NaN,NaN,48,48,1,-4,NaN,1,97,1,,NaN
467,,NaN,NaN,,,,,NaN,,,,,NaN
468,,NaN,NaN,48,48,1,-4,NaN,1,97,1,,NaN
469,,NaN,NaN,,,,,NaN,,,,,NaN
470,,NaN,NaN,47,48,1,-4,NaN,1,97,1,,NaN
471,,NaN,NaN,,,,,NaN,,,,,NaN
472,,NaN,NaN,48,48,0,-4,NaN,0,97,0,,NaN
473,,NaN,NaN,,,,,NaN,,,,,NaN
474,,NaN,NaN,47,48,0,-4,NaN,0,97,0,,NaN
475,,NaN,NaN,,,,,NaN,,,,,NaN
476,,NaN,NaN,47,48,0,-4,NaN,0,97,0,,NaN
477,,NaN,NaN,,,,,NaN,,,,,NaN
478,,NaN,NaN,47,48,0,-4,NaN,0,97,0,,NaN
479,,NaN,NaN,,,,,NaN,,,,,NaN
480,,NaN,NaN,47,48,0,-4,NaN,0,97,0,,NaN
481,,NaN,NaN,,,,,NaN,,,,,NaN
482,,NaN,NaN,47,48,0,-4,NaN,0,97,0,,NaN
483,,NaN,NaN,,,,,NaN,,,,,NaN
484,,NaN,NaN,47,48,0,-3,NaN,0,97,0,,NaN
485,,NaN,NaN,,,,,NaN,,,,,NaN
486,,NaN,NaN,47,48,0,-3,NaN,0,97,0,,NaN
487,,NaN,NaN,,,,,NaN,,,,,NaN
488,,NaN,NaN,47,48,1,-3,NaN,1,98,1,,NaN
489,,NaN,NaN,,,,,NaN,,,,,NaN
490,,NaN,NaN,47,48,1,-3,NaN,1,98,1,,NaN
491,,NaN,NaN,,,,,NaN,,,,,NaN
492,,NaN,NaN,47,48,1,-3,NaN,1,98,1,,NaN
493,,NaN,NaN,,,,,NaN,,,,,NaN
494,,NaN,NaN,48,48,1,-4,NaN,1,98,1,,NaN
495,,NaN,NaN,,,,,NaN,,,,,NaN
496,,NaN,NaN,48,48,0,-4,NaN,0,98,0,,NaN
497,,NaN,NaN,,,,,NaN,,,,,NaN
498,,NaN,NaN,49,49,0,-4,NaN,0,98,0,,NaN
499,,NaN,NaN,,,,,NaN,,,,,NaN
500,,NaN,NaN,49,49,1,-4,NaN,1,98,1,,NaN
501,,NaN,NaN,,,,,NaN,,,,,NaN
502,,NaN,NaN,49,50,1,-4,NaN,1,98,1,,NaN
503,,NaN,NaN,,,,,NaN,,,,,NaN
504,,NaN,NaN,49,50,0,-4,NaN,0,98,0,,NaN
505,,NaN,NaN,,,,,NaN,,,,,NaN
506,,NaN,NaN,49,50,0,-4,NaN,0,98,0,,NaN
507,,NaN,NaN,,,,,NaN,,,,,NaN
508,,NaN,NaN,49,50,1,-4,NaN,1,98,1,,NaN
509,,NaN,NaN,,,,,NaN,,,,,NaN
510,,NaN,NaN,49,,1,-4,NaN,1,,1,,NaN
511,,NaN,NaN,,,,,NaN,,,,,NaN
512,,NaN,NaN,49,,1,-4,NaN,1,,1,,NaN
513,,NaN,NaN,,,,,NaN,,,,,NaN
514,,NaN,NaN,49,,1,-4,NaN,1,,1,,NaN
515,,NaN,NaN,,,,,NaN,,,,,NaN
516,,NaN,NaN,49,,1,-4,NaN,1,,1,,NaN
517,,NaN,NaN,,,,,NaN,,,,,NaN
518,,NaN,NaN,48,,1,-4,NaN,1,,1,,NaN
519,,NaN,NaN,,,,,NaN,,,,,NaN
520,,NaN,NaN,48,,0,-3,NaN,0,,0,,NaN
521,,NaN,NaN,,,,,NaN,,,,,NaN
522,,NaN,NaN,47,,0,-3,NaN,0,,0,,NaN
523,,NaN,NaN,,,,,NaN,,,,,NaN
524,,NaN,NaN,47,,0,-4,NaN,0,,0,,NaN
525,,NaN,NaN,,,,,NaN,,,,,NaN
526,,NaN,NaN,47,,0,-4,NaN,0,,0,,NaN
527,,NaN,NaN,,,,,NaN,,,,,NaN
528,,NaN,NaN,47,,0,-4,NaN,0,,0,,NaN
529,,NaN,NaN,,,,,NaN,,,,,NaN
530,,NaN,NaN,47,,0,-4,NaN,0,,0,,NaN
531,,NaN,NaN,,,,,NaN,,,,,NaN
532,,NaN,NaN,47,47,0,-4,NaN,0,98,0,,NaN
533,,NaN,NaN,,,,,NaN,,,,,NaN
534,,NaN,NaN,47,48,0,-4,NaN,0,98,0,,NaN
535,,NaN,NaN,,,,,NaN,,,,,NaN
536,,NaN,NaN,47,49,0,-4,NaN,0,98,0,,NaN
537,,NaN,NaN,,,,,NaN,,,,,NaN
538,,NaN,NaN,47,47,0,-4,NaN,0,98,0,,NaN
539,,NaN,NaN,,,,,NaN,,,,,NaN
540,,NaN,NaN,47,48,0,-5,NaN,0,98,0,,NaN
541,,NaN,NaN,,,,,NaN,,,,,NaN
542,,NaN,NaN,48,48,0,-5,NaN,0,98,0,,NaN
543,,NaN,NaN,,,,,NaN,,,,,NaN
544,,NaN,NaN,48,48,0,-5,NaN,0,98,0,,NaN
545,,NaN,NaN,,,,,NaN,,,,,NaN
546,,NaN,NaN,48,48,0,-5,NaN,0,97,0,,NaN
547,,NaN,NaN,,,,,NaN,,,,,NaN
548,,NaN,NaN,48,48,1,-4,NaN,1,97,1,,NaN
549,,NaN,NaN,,,,,NaN,,,,,NaN
550,,NaN,NaN,48,48,1,-4,NaN,1,97,1,,NaN
551,,NaN,NaN,,,,,NaN,,,,,NaN
552,,NaN,NaN,48,48,0,-4,NaN,0,97,0,,NaN
553,,NaN,NaN,,,,,NaN,,,,,NaN
554,,NaN,NaN,48,48,0,-4,NaN,0,97,0,,NaN
555,,NaN,NaN,,,,,NaN,,,,,NaN
556,,NaN,NaN,48,48,0,-4,NaN,0,97,0,,NaN
557,,NaN,NaN,,,,,NaN,,,,,NaN
558,,NaN,NaN,48,48,0,-4,NaN,0,97,0,,NaN
559,,NaN,NaN,,,,,NaN,,,,,NaN
560,,NaN,NaN,48,48,0,-4,NaN,0,97,0,,NaN
561,,NaN,NaN,,,,,NaN,,,,,NaN
562,,NaN,NaN,48,48,1,-5,NaN,1,97,1,,NaN
563,,NaN,NaN,,,,,NaN,,,,,NaN
564,,NaN,NaN,48,48,1,-5,NaN,1,97,1,,NaN
565,,NaN,NaN,,,,,NaN,,,,,NaN
566,,NaN,NaN,48,48,0,-5,NaN,0,97,0,,NaN
567,,NaN,NaN,,,,,NaN,,,,,NaN
568,,NaN,NaN,48,48,0,-5,NaN,0,97,0,,NaN
569,,NaN,NaN,,,,,NaN,,,,,NaN
570,,NaN,NaN,48,48,0,-5,NaN,0,97,0,,NaN
571,,NaN,NaN,,,,,NaN,,,,,NaN
572,,NaN,NaN,47,48,0,-5,NaN,0,97,0,,NaN
573,,NaN,NaN,,,,,NaN,,,,,NaN
574,,NaN,NaN,47,48,0,-5,NaN,0,97,0,,NaN
575,,NaN,NaN,,,,,NaN,,,,,NaN
576,,NaN,NaN,47,48,0,-5,NaN,0,98,0,,NaN
577,,NaN,NaN,,,,,NaN,,,,,NaN
578,,NaN,NaN,47,47,0,-5,NaN,0,98,0,,NaN
579,,NaN,NaN,,,,,NaN,,,,,NaN
580,,NaN,NaN,47,47,0,-5,NaN,0,98,0,,NaN
581,,NaN,NaN,,,,,NaN,,,,,NaN
582,,NaN,NaN,46,47,0,-5,NaN,0,98,0,,NaN
583,,NaN,NaN,,,,,NaN,,,,,NaN
584,,NaN,NaN,46,47,0,-4,NaN,0,98,0,,NaN
585,,NaN,NaN,,,,,NaN,,,,,NaN
586,,NaN,NaN,46,47,1,-4,NaN,1,98,1,,NaN
587,,NaN,NaN,,,,,NaN,,,,,NaN
588,,NaN,NaN,46,47,1,-4,NaN,1,98,1,,NaN
589,,NaN,NaN,,,,,NaN,,,,,NaN
590,,NaN,NaN,46,47,1,-4,NaN,1,98,1,,NaN
591,,NaN,NaN,,,,,NaN,,,,,NaN
592,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
593,,NaN,NaN,,,,,NaN,,,,,NaN
594,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
595,,NaN,NaN,,,,,NaN,,,,,NaN
596,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
597,,NaN,NaN,,,,,NaN,,,,,NaN
598,,NaN,NaN,47,47,1,-5,NaN,1,98,1,,NaN
599,,NaN,NaN,,,,,NaN,,,,,NaN
600,,NaN,NaN,47,47,1,-5,NaN,1,98,1,,NaN
601,,NaN,NaN,,,,,NaN,,,,,NaN
602,,NaN,NaN,47,47,1,-5,NaN,1,98,1,,NaN
603,,NaN,NaN,,,,,NaN,,,,,NaN
604,,NaN,NaN,47,48,1,-5,NaN,1,98,1,,NaN
605,,NaN,NaN,,,,,NaN,,,,,NaN
606,,NaN,NaN,48,48,1,-5,NaN,1,98,1,,NaN
607,,NaN,NaN,,,,,NaN,,,,,NaN
608,,NaN,NaN,48,48,1,-5,NaN,1,98,1,,NaN
609,,NaN,NaN,,,,,NaN,,,,,NaN
610,,NaN,NaN,48,48,0,-5,NaN,0,98,0,,NaN
611,,NaN,NaN,,,,,NaN,,,,,NaN
612,,NaN,NaN,48,49,0,-5,NaN,0,98,0,,NaN
613,,NaN,NaN,,,,,NaN,,,,,NaN
614,,NaN,NaN,48,49,0,-5,NaN,0,97,0,,NaN
615,,NaN,NaN,,,,,NaN,,,,,NaN
616,,NaN,NaN,48,49,0,-5,NaN,0,97,0,,NaN
617,,NaN,NaN,,,,,NaN,,,,,NaN
618,,NaN,NaN,48,48,0,-5,NaN,0,97,0,,NaN
619,,NaN,NaN,,,,,NaN,,,,,NaN
620,,NaN,NaN,48,48,0,-5,NaN,0,97,0,,NaN
621,,NaN,NaN,,,,,NaN,,,,,NaN
622,,NaN,NaN,47,48,0,-4,NaN,0,97,0,,NaN
623,,NaN,NaN,,,,,NaN,,,,,NaN
624,,NaN,NaN,47,47,0,-4,NaN,0,97,0,,NaN
625,,NaN,NaN,,,,,NaN,,,,,NaN
626,,NaN,NaN,46,47,1,-5,NaN,1,97,1,,NaN
627,,NaN,NaN,,,,,NaN,,,,,NaN
628,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
629,,NaN,NaN,,,,,NaN,,,,,NaN
630,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
631,,NaN,NaN,,,,,NaN,,,,,NaN
632,,NaN,NaN,46,46,1,-5,NaN,1,98,1,,NaN
633,,NaN,NaN,,,,,NaN,,,,,NaN
634,,NaN,NaN,46,46,1,-5,NaN,1,98,1,,NaN
635,,NaN,NaN,,,,,NaN,,,,,NaN
636,,NaN,NaN,45,46,1,-5,NaN,1,98,1,,NaN
637,,NaN,NaN,,,,,NaN,,,,,NaN
638,,NaN,NaN,46,46,1,-5,NaN,1,98,1,,NaN
639,,NaN,NaN,,,,,NaN,,,,,NaN
640,,NaN,NaN,46,46,1,-5,NaN,1,98,1,,NaN
641,,NaN,NaN,,,,,NaN,,,,,NaN
642,,NaN,NaN,46,46,1,-5,NaN,1,98,1,,NaN
643,,NaN,NaN,,,,,NaN,,,,,NaN
644,,NaN,NaN,46,46,1,-5,NaN,1,98,1,,NaN
645,,NaN,NaN,,,,,NaN,,,,,NaN
646,,NaN,NaN,47,47,1,-5,NaN,1,98,1,,NaN
647,,NaN,NaN,,,,,NaN,,,,,NaN
648,,NaN,NaN,47,47,1,-6,NaN,1,98,1,,NaN
649,,NaN,NaN,,,,,NaN,,,,,NaN
650,,NaN,NaN,47,47,0,-6,NaN,0,98,0,,NaN
651,,NaN,NaN,,,,,NaN,,,,,NaN
652,,NaN,NaN,47,47,0,-5,NaN,0,98,0,,NaN
653,,NaN,NaN,,,,,NaN,,,,,NaN
654,,NaN,NaN,47,47,1,-5,NaN,1,98,1,,NaN
655,,NaN,NaN,,,,,NaN,,,,,NaN
656,,NaN,NaN,47,48,1,-5,NaN,1,97,1,,NaN
657,,NaN,NaN,,,,,NaN,,,,,NaN
658,,NaN,NaN,47,48,0,-5,NaN,0,97,0,,NaN
659,,NaN,NaN,,,,,NaN,,,,,NaN
660,,NaN,NaN,48,48,0,-5,NaN,0,97,0,,NaN
661,,NaN,NaN,,,,,NaN,,,,,NaN
662,,NaN,NaN,48,48,0,-5,NaN,0,97,0,,NaN
663,,NaN,NaN,,,,,NaN,,,,,NaN
664,,NaN,NaN,48,48,0,-5,NaN,0,97,0,,NaN
665,,NaN,NaN,,,,,NaN,,,,,NaN
666,,NaN,NaN,48,48,1,-5,NaN,1,97,1,,NaN
667,,NaN,NaN,,,,,NaN,,,,,NaN
668,,NaN,NaN,48,48,1,-5,NaN,1,97,1,,NaN
669,,NaN,NaN,,,,,NaN,,,,,NaN
670,,NaN,NaN,48,48,1,-5,NaN,1,97,1,,NaN
671,,NaN,NaN,,,,,NaN,,,,,NaN
672,,NaN,NaN,48,48,1,-5,NaN,1,97,1,,NaN
673,,NaN,NaN,,,,,NaN,,,,,NaN
674,,NaN,NaN,47,48,1,-5,NaN,1,97,1,,NaN
675,,NaN,NaN,,,,,NaN,,,,,NaN
676,,NaN,NaN,47,48,1,-6,NaN,1,97,1,,NaN
677,,NaN,NaN,,,,,NaN,,,,,NaN
678,,NaN,NaN,47,48,1,-6,NaN,1,97,1,,NaN
679,,NaN,NaN,,,,,NaN,,,,,NaN
680,,NaN,NaN,47,48,1,-6,NaN,1,97,1,,NaN
681,,NaN,NaN,,,,,NaN,,,,,NaN
682,,NaN,NaN,47,48,1,-6,NaN,1,98,1,,NaN
683,,NaN,NaN,,,,,NaN,,,,,NaN
684,,NaN,NaN,47,48,1,-6,NaN,1,98,1,,NaN
685,,NaN,NaN,,,,,NaN,,,,,NaN
686,,NaN,NaN,47,48,1,-5,NaN,1,98,1,,NaN
687,,NaN,NaN,,,,,NaN,,,,,NaN
688,,NaN,NaN,47,48,1,-5,NaN,1,98,1,,NaN
689,,NaN,NaN,,,,,NaN,,,,,NaN
690,,NaN,NaN,47,48,1,-5,NaN,1,98,1,,NaN
691,,NaN,NaN,,,,,NaN,,,,,NaN
692,,NaN,NaN,47,47,1,-5,NaN,1,98,1,,NaN
693,,NaN,NaN,,,,,NaN,,,,,NaN
694,,NaN,NaN,48,47,1,-5,NaN,1,98,1,,NaN
695,,NaN,NaN,,,,,NaN,,,,,NaN
696,,NaN,NaN,49,48,1,-5,NaN,1,98,1,,NaN
697,,NaN,NaN,,,,,NaN,,,,,NaN
698,,NaN,NaN,50,49,1,-5,NaN,1,98,1,,NaN
699,,NaN,NaN,,,,,NaN,,,,,NaN
700,,NaN,NaN,50,49,1,-5,NaN,1,98,1,,NaN
701,,NaN,NaN,,,,,NaN,,,,,NaN
702,,NaN,NaN,50,49,0,-5,NaN,0,98,0,,NaN
703,,NaN,NaN,,,,,NaN,,,,,NaN
704,,NaN,NaN,51,50,0,-5,NaN,0,98,0,,NaN
705,,NaN,NaN,,,,,NaN,,,,,NaN
706,,NaN,NaN,51,51,0,-6,NaN,0,98,0,,NaN
707,,NaN,NaN,,,,,NaN,,,,,NaN
708,,NaN,NaN,51,51,0,-6,NaN,0,97,0,0,NaN
709,,NaN,NaN,,,,,NaN,,,,,NaN
710,,NaN,NaN,50,51,0,-6,NaN,0,98,0,0,NaN
711,,NaN,NaN,,,,,NaN,,,,,NaN
712,,NaN,NaN,50,51,0,-6,NaN,0,98,0,0,NaN
713,,NaN,NaN,,,,,NaN,,,,,NaN
714,,NaN,NaN,50,51,0,-6,NaN,0,98,0,0,NaN
715,,NaN,NaN,,,,,NaN,,,,,NaN
716,,NaN,NaN,49,51,0,-6,NaN,0,98,0,0,NaN
717,,NaN,NaN,,,,,NaN,,,,,NaN
718,,NaN,NaN,49,50,0,-6,NaN,0,98,0,0,NaN
719,,NaN,NaN,,,,,NaN,,,,,NaN
720,,NaN,NaN,49,50,0,-5,NaN,0,97,0,0,NaN
721,,NaN,NaN,,,,,NaN,,,,,NaN
722,,NaN,NaN,48,49,1,-5,NaN,1,97,1,0,NaN
723,,NaN,NaN,,,,,NaN,,,,,NaN
724,,NaN,NaN,48,49,1,-5,NaN,1,97,1,0,NaN
725,,NaN,NaN,,,,,NaN,,,,,NaN
726,,NaN,NaN,48,49,1,-5,NaN,1,97,1,0,NaN
727,,NaN,NaN,,,,,NaN,,,,,NaN
728,,NaN,NaN,48,49,1,-5,NaN,1,97,1,0,NaN
729,,NaN,NaN,,,,,NaN,,,,,NaN
730,,NaN,NaN,48,49,1,-5,NaN,1,97,1,0,NaN
731,,NaN,NaN,,,,,NaN,,,,,NaN
732,,NaN,NaN,49,49,1,-5,NaN,1,97,1,0,NaN
733,,NaN,NaN,,,,,NaN,,,,,NaN
734,,NaN,NaN,49,49,1,-5,NaN,1,97,1,0,NaN
735,,NaN,NaN,,,,,NaN,,,,,NaN
736,,NaN,NaN,49,49,1,-6,NaN,1,97,1,0,NaN
737,,NaN,NaN,,,,,NaN,,,,,NaN
738,,NaN,NaN,49,49,1,-6,NaN,1,97,1,0,NaN
739,,NaN,NaN,,,,,NaN,,,,,NaN
740,,NaN,NaN,49,50,1,-6,NaN,1,97,1,0,NaN
741,,NaN,NaN,,,,,NaN,,,,,NaN
742,,NaN,NaN,49,50,1,-6,NaN,1,97,1,0,NaN
743,,NaN,NaN,,,,,NaN,,,,,NaN
744,,NaN,NaN,49,50,1,-6,NaN,1,97,1,0,NaN
745,,NaN,NaN,,,,,NaN,,,,,NaN
746,,NaN,NaN,49,50,1,-6,NaN,1,97,1,0,NaN
747,,NaN,NaN,,,,,NaN,,,,,NaN
748,,NaN,NaN,48,50,1,-6,NaN,1,97,1,0,NaN
749,,NaN,NaN,,,,,NaN,,,,,NaN
750,,NaN,NaN,48,49,0,-5,NaN,0,98,0,0,NaN
751,,NaN,NaN,,,,,NaN,,,,,NaN
752,,NaN,NaN,48,49,0,-5,NaN,0,97,0,0,NaN
753,,NaN,NaN,,,,,NaN,,,,,NaN
754,,NaN,NaN,48,49,0,-5,NaN,0,98,0,0,NaN
755,,NaN,NaN,,,,,NaN,,,,,NaN
756,,NaN,NaN,48,48,0,-5,NaN,0,97,0,0,NaN
757,,NaN,NaN,,,,,NaN,,,,,NaN
758,,NaN,NaN,48,48,0,-5,NaN,0,98,0,0,NaN
759,,NaN,NaN,,,,,NaN,,,,,NaN
760,,NaN,NaN,48,48,0,-5,NaN,0,98,0,0,NaN
761,,NaN,NaN,,,,,NaN,,,,,NaN
762,,NaN,NaN,48,49,0,-5,NaN,0,98,0,0,NaN
763,,NaN,NaN,,,,,NaN,,,,,NaN
764,,NaN,NaN,48,49,0,-5,NaN,0,98,0,0,NaN
765,,NaN,NaN,,,,,NaN,,,,,NaN
766,,NaN,NaN,48,49,1,-5,NaN,1,98,1,0,NaN
767,,NaN,NaN,,,,,NaN,,,,,NaN
768,,NaN,NaN,48,49,1,-5,NaN,1,98,1,0,NaN
769,,NaN,NaN,,,,,NaN,,,,,NaN
770,,NaN,NaN,48,49,1,-5,NaN,1,98,1,0,NaN
771,,NaN,NaN,,,,,NaN,,,,,NaN
772,,NaN,NaN,48,48,1,-5,NaN,1,98,1,0,NaN
773,,NaN,NaN,,,,,NaN,,,,,NaN
774,,NaN,NaN,47,48,1,-5,NaN,1,98,1,0,NaN
775,,NaN,NaN,,,,,NaN,,,,,NaN
776,,NaN,NaN,47,48,1,-5,NaN,1,98,1,,NaN
777,,NaN,NaN,,,,,NaN,,,,,NaN
778,,NaN,NaN,47,48,1,-5,NaN,1,98,1,,NaN
779,,NaN,NaN,,,,,NaN,,,,,NaN
780,,NaN,NaN,47,48,1,-5,NaN,1,98,1,,NaN
781,,NaN,NaN,,,,,NaN,,,,,NaN
782,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
783,,NaN,NaN,,,,,NaN,,,,,NaN
784,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
785,,NaN,NaN,,,,,NaN,,,,,NaN
786,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
787,,NaN,NaN,,,,,NaN,,,,,NaN
788,,NaN,NaN,46,47,1,-4,NaN,1,98,1,,NaN
789,,NaN,NaN,,,,,NaN,,,,,NaN
790,,NaN,NaN,46,47,1,-4,NaN,1,98,1,,NaN
791,,NaN,NaN,,,,,NaN,,,,,NaN
792,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
793,,NaN,NaN,,,,,NaN,,,,,NaN
794,,NaN,NaN,46,47,0,-5,NaN,0,98,0,,NaN
795,,NaN,NaN,,,,,NaN,,,,,NaN
796,,NaN,NaN,46,47,0,-5,NaN,0,98,0,,NaN
797,,NaN,NaN,,,,,NaN,,,,,NaN
798,,NaN,NaN,46,47,0,-5,NaN,0,98,0,,NaN
799,,NaN,NaN,,,,,NaN,,,,,NaN
800,,NaN,NaN,46,47,0,-5,NaN,0,98,0,,NaN
801,,NaN,NaN,,,,,NaN,,,,,NaN
802,,NaN,NaN,46,47,0,-5,NaN,0,98,0,,NaN
803,,NaN,NaN,,,,,NaN,,,,,NaN
804,,NaN,NaN,46,47,0,-5,NaN,0,98,0,,NaN
805,,NaN,NaN,,,,,NaN,,,,,NaN
806,,NaN,NaN,46,47,0,-5,NaN,0,98,0,,NaN
807,,NaN,NaN,,,,,NaN,,,,,NaN
808,,NaN,NaN,47,47,0,-5,NaN,0,98,0,,NaN
809,,NaN,NaN,,,,,NaN,,,,,NaN
810,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
811,,NaN,NaN,,,,,NaN,,,,,NaN
812,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
813,,NaN,NaN,,,,,NaN,,,,,NaN
814,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
815,,NaN,NaN,,,,,NaN,,,,,NaN
816,,NaN,NaN,46,47,1,-5,NaN,1,98,1,,NaN
817,,NaN,NaN,,,,,NaN,,,,,NaN
818,,NaN,NaN,46,47,1,-4,NaN,1,98,1,,NaN
819,,NaN,NaN,,,,,NaN,,,,,NaN
820,,NaN,NaN,46,46,1,-4,NaN,1,97,1,,NaN
821,,NaN,NaN,,,,,NaN,,,,,NaN
822,,NaN,NaN,46,46,1,-4,NaN,1,97,1,,NaN
823,,NaN,NaN,,,,,NaN,,,,,NaN
824,,NaN,NaN,46,46,1,-4,NaN,1,97,1,,NaN
825,,NaN,NaN,,,,,NaN,,,,,NaN
826,,NaN,NaN,46,46,1,-4,NaN,1,97,1,,NaN
827,,NaN,NaN,,,,,NaN,,,,,NaN
828,,NaN,NaN,46,46,1,-4,NaN,1,97,1,,NaN
829,,NaN,NaN,,,,,NaN,,,,,NaN
830,,NaN,NaN,46,46,1,-4,NaN,1,97,1,,NaN
831,,NaN,NaN,,,,,NaN,,,,,NaN
832,,NaN,NaN,46,46,1,-4,NaN,1,98,1,,NaN
833,,NaN,NaN,,,,,NaN,,,,,NaN
834,,NaN,NaN,46,47,1,-4,NaN,1,98,1,,NaN
835,,NaN,NaN,,,,,NaN,,,,,NaN
836,,NaN,NaN,46,47,1,-4,NaN,1,98,1,,NaN
837,,NaN,NaN,,,,,NaN,,,,,NaN
838,,NaN,NaN,46,47,0,-4,NaN,0,99,0,,NaN
839,,NaN,NaN,,,,,NaN,,,,,NaN
840,,NaN,NaN,46,47,0,-4,NaN,0,99,0,,NaN
841,,NaN,NaN,,,,,NaN,,,,,NaN
842,,NaN,NaN,46,46,0,-4,NaN,0,99,0,,NaN
843,,NaN,NaN,,,,,NaN,,,,,NaN
844,,NaN,NaN,46,46,0,-4,NaN,0,100,0,,NaN
845,,NaN,NaN,,,,,NaN,,,,,NaN
846,,NaN,NaN,45,46,0,-4,NaN,0,100,0,,NaN
847,,NaN,NaN,,,,,NaN,,,,,NaN
848,,NaN,NaN,45,46,0,-5,NaN,0,100,0,,NaN
849,,NaN,NaN,,,,,NaN,,,,,NaN
850,,NaN,NaN,45,46,1,-5,NaN,1,100,1,,NaN
851,,NaN,NaN,,,,,NaN,,,,,NaN
852,,NaN,NaN,45,46,1,-4,NaN,1,100,1,,NaN
853,,NaN,NaN,,,,,NaN,,,,,NaN
854,,NaN,NaN,45,46,1,-4,NaN,1,100,1,,NaN
855,,NaN,NaN,,,,,NaN,,,,,NaN
856,,NaN,NaN,45,46,1,-4,NaN,1,100,1,,NaN
857,,NaN,NaN,,,,,NaN,,,,,NaN
858,,NaN,NaN,45,45,1,-4,NaN,1,100,1,,NaN
859,,NaN,NaN,,,,,NaN,,,,,NaN
860,,NaN,NaN,45,45,1,-4,NaN,1,100,1,,NaN
861,,NaN,NaN,,,,,NaN,,,,,NaN
862,,NaN,NaN,44,46,1,-4,NaN,1,100,1,,NaN
863,,NaN,NaN,,,,,NaN,,,,,NaN
864,,NaN,NaN,44,46,1,-4,NaN,1,100,1,,NaN
865,,NaN,NaN,,,,,NaN,,,,,NaN
866,,NaN,NaN,44,46,1,-4,NaN,1,100,1,,NaN
867,,NaN,NaN,,,,,NaN,,,,,NaN
868,,NaN,NaN,44,46,1,-4,NaN,1,100,1,,NaN
869,,NaN,NaN,,,,,NaN,,,,,NaN
870,,NaN,NaN,44,45,1,-4,NaN,1,100,1,,NaN
871,,NaN,NaN,,,,,NaN,,,,,NaN
872,,NaN,NaN,44,45,1,-4,NaN,1,100,1,,NaN
873,,NaN,NaN,,,,,NaN,,,,,NaN
874,,NaN,NaN,44,45,1,-4,NaN,1,100,1,,NaN
875,,NaN,NaN,,,,,NaN,,,,,NaN
876,,NaN,NaN,44,45,1,-4,NaN,1,100,1,,NaN
877,,NaN,NaN,,,,,NaN,,,,,NaN
878,,NaN,NaN,44,45,1,-4,NaN,1,100,1,,NaN
879,,NaN,NaN,,,,,NaN,,,,,NaN
880,,NaN,NaN,45,45,1,-4,NaN,1,100,1,,NaN
881,,NaN,NaN,,,,,NaN,,,,,NaN
882,,NaN,NaN,45,45,1,-4,NaN,1,100,1,,NaN
883,,NaN,NaN,,,,,NaN,,,,,NaN
884,,NaN,NaN,45,45,1,-4,NaN,1,100,1,,NaN
885,,NaN,NaN,,,,,NaN,,,,,NaN
886,,NaN,NaN,45,45,0,-4,NaN,0,99,0,,NaN
887,,NaN,NaN,,,,,NaN,,,,,NaN
888,,NaN,NaN,45,45,0,-4,NaN,0,100,0,,NaN
889,,NaN,NaN,,,,,NaN,,,,,NaN
890,,NaN,NaN,45,46,0,-4,NaN,0,100,0,,NaN
