time,Solar8000/PLETH_SPO2,Solar8000/HR,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ECG_II,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/CVP
17945,100,87,16,87,NaN,NaN,40,113,54,NaN,72,NaN,3
17946,,,,,NaN,NaN,,,,NaN,,NaN,
17947,100,86,16,87,NaN,NaN,40,115,54,NaN,72,NaN,3
17948,,,,,NaN,NaN,,,,NaN,,NaN,
17949,100,86,16,87,NaN,NaN,40,115,54,NaN,72,NaN,3
17950,,,,,NaN,NaN,,,,NaN,,NaN,
17951,100,85,16,86,NaN,NaN,39,112,53,NaN,71,NaN,3
17952,,,,,NaN,NaN,,,,NaN,,NaN,
17953,100,85,16,86,NaN,NaN,39,112,54,NaN,71,NaN,3
17954,,,,,NaN,NaN,,,,NaN,,NaN,
17955,100,85,16,86,NaN,NaN,39,113,53,NaN,71,NaN,3
17956,,,,,NaN,NaN,,,,NaN,,NaN,
17957,100,86,16,86,NaN,NaN,40,114,54,NaN,72,NaN,3
17958,,,,,NaN,NaN,,,,NaN,,NaN,
17959,100,86,16,86,NaN,NaN,40,113,53,NaN,72,NaN,3
17960,,,,,NaN,NaN,,,,NaN,,NaN,
17961,100,86,16,86,NaN,NaN,40,113,53,NaN,72,NaN,3
17962,,,,,NaN,NaN,,,,NaN,,NaN,
17963,100,86,16,86,NaN,NaN,40,116,54,NaN,73,NaN,3
17964,,,,,NaN,NaN,,,,NaN,,NaN,
17965,100,86,16,86,NaN,NaN,40,117,55,NaN,74,NaN,3
17966,,,,,NaN,NaN,,,,NaN,,NaN,
17967,100,86,16,86,NaN,NaN,40,115,54,NaN,73,NaN,3
17968,,,,,NaN,NaN,,,,NaN,,NaN,
17969,100,86,16,86,NaN,NaN,39,117,55,NaN,74,NaN,3
17970,,,,,NaN,NaN,,,,NaN,,NaN,
17971,100,85,16,86,NaN,NaN,39,115,54,NaN,73,NaN,3
17972,,,,,NaN,NaN,,,,NaN,,NaN,
17973,100,85,16,86,NaN,NaN,39,117,54,NaN,74,NaN,3
17974,,,,,NaN,NaN,,,,NaN,,NaN,
17975,100,85,16,86,NaN,NaN,40,115,53,NaN,73,NaN,3
17976,,,,,NaN,NaN,,,,NaN,,NaN,
17977,100,85,16,85,NaN,NaN,40,117,54,NaN,74,NaN,3
17978,,,,,NaN,NaN,,,,NaN,,NaN,
17979,100,85,16,85,NaN,NaN,40,115,54,NaN,73,NaN,3
17980,,,,,NaN,NaN,,,,NaN,,NaN,
17981,100,84,16,85,NaN,NaN,39,115,53,NaN,73,NaN,3
17982,,,,,NaN,NaN,,,,NaN,,NaN,
17983,100,84,16,85,NaN,NaN,39,115,53,NaN,73,NaN,3
17984,,,,,NaN,NaN,,,,NaN,,NaN,
17985,100,84,16,85,NaN,NaN,39,112,52,NaN,71,NaN,3
17986,,,,,NaN,NaN,,,,NaN,,NaN,
17987,100,84,16,85,NaN,NaN,40,112,52,NaN,71,NaN,3
17988,,,,,NaN,NaN,,,,NaN,,NaN,
17989,100,84,16,85,NaN,NaN,40,111,51,NaN,70,NaN,3
17990,,,,,NaN,NaN,,,,NaN,,NaN,
17991,100,84,16,85,NaN,NaN,40,111,52,NaN,70,NaN,3
17992,,,,,NaN,NaN,,,,NaN,,NaN,
17993,100,85,16,85,NaN,NaN,39,109,51,NaN,69,NaN,3
17994,,,,,NaN,NaN,,,,NaN,,NaN,
17995,100,85,16,85,NaN,NaN,39,112,52,NaN,70,NaN,3
17996,,,,,NaN,NaN,,,,NaN,,NaN,
17997,100,85,16,85,NaN,NaN,39,110,51,NaN,69,NaN,3
17998,,,,,NaN,NaN,,,,NaN,,NaN,
17999,100,85,16,86,NaN,NaN,39,111,52,NaN,70,NaN,3
18000,,,,,NaN,NaN,,,,NaN,,NaN,
18001,100,85,16,86,NaN,NaN,39,109,51,NaN,69,NaN,3
18002,,,,,NaN,NaN,,,,NaN,,NaN,
18003,100,85,16,86,NaN,NaN,39,111,52,NaN,70,NaN,3
18004,,,,,NaN,NaN,,,,NaN,,NaN,
18005,100,85,16,86,NaN,NaN,39,110,52,NaN,70,NaN,3
18006,,,,,NaN,NaN,,,,NaN,,NaN,
18007,100,85,16,86,NaN,NaN,39,113,53,NaN,71,NaN,3
18008,,,,,NaN,NaN,,,,NaN,,NaN,
18009,100,86,16,86,NaN,NaN,39,113,53,NaN,71,NaN,3
18010,,,,,NaN,NaN,,,,NaN,,NaN,
18011,100,86,16,86,NaN,NaN,39,114,53,NaN,72,NaN,3
18012,,,,,NaN,NaN,,,,NaN,,NaN,
18013,100,86,16,86,NaN,NaN,39,114,55,NaN,73,NaN,3
18014,,,,,NaN,NaN,,,,NaN,,NaN,
18015,100,86,16,86,NaN,NaN,39,115,54,NaN,73,NaN,3
18016,,,,,NaN,NaN,,,,NaN,,NaN,
18017,100,86,16,86,NaN,NaN,40,114,54,NaN,73,NaN,3
18018,,,,,NaN,NaN,,,,NaN,,NaN,
18019,100,86,16,86,NaN,NaN,40,113,53,NaN,72,NaN,3
18020,,,,,NaN,NaN,,,,NaN,,NaN,
18021,100,86,16,86,NaN,NaN,40,114,55,NaN,73,NaN,3
18022,,,,,NaN,NaN,,,,NaN,,NaN,
18023,100,86,16,86,NaN,NaN,39,113,53,NaN,72,NaN,3
18024,,,,,NaN,NaN,,,,NaN,,NaN,
18025,100,86,16,86,NaN,NaN,39,115,55,NaN,73,NaN,3
18026,,,,,NaN,NaN,,,,NaN,,NaN,
18027,100,86,16,87,NaN,NaN,39,113,53,NaN,72,NaN,3
18028,,,,,NaN,NaN,,,,NaN,,NaN,
18029,100,86,16,87,NaN,NaN,39,115,54,NaN,73,NaN,3
18030,,,,,NaN,NaN,,,,NaN,,NaN,
18031,100,86,16,86,NaN,NaN,39,112,53,NaN,72,NaN,3
18032,,,,,NaN,NaN,,,,NaN,,NaN,
18033,100,85,16,86,NaN,NaN,39,115,54,NaN,73,NaN,3
18034,,,,,NaN,NaN,,,,NaN,,NaN,
18035,100,85,16,86,NaN,NaN,39,113,53,NaN,72,NaN,3
18036,,,,,NaN,NaN,,,,NaN,,NaN,
18037,100,85,16,86,NaN,NaN,40,115,54,NaN,73,NaN,3
18038,,,,,NaN,NaN,,,,NaN,,NaN,
18039,100,85,16,86,NaN,NaN,40,115,54,NaN,73,NaN,3
18040,,,,,NaN,NaN,,,,NaN,,NaN,
18041,100,85,16,86,NaN,NaN,40,112,52,NaN,71,NaN,3
18042,,,,,NaN,NaN,,,,NaN,,NaN,
18043,100,85,16,86,NaN,NaN,39,111,53,NaN,71,NaN,3
18044,,,,,NaN,NaN,,,,NaN,,NaN,
18045,100,85,16,86,NaN,NaN,39,112,52,NaN,71,NaN,3
18046,,,,,NaN,NaN,,,,NaN,,NaN,
18047,100,85,16,86,NaN,NaN,39,111,53,NaN,70,NaN,4
18048,,,,,NaN,NaN,,,,NaN,,NaN,
18049,100,85,16,85,NaN,NaN,40,111,52,NaN,70,NaN,4
18050,,,,,NaN,NaN,,,,NaN,,NaN,
18051,100,85,16,85,NaN,NaN,40,112,53,NaN,71,NaN,3
18052,,,,,NaN,NaN,,,,NaN,,NaN,
18053,100,85,16,85,NaN,NaN,40,111,52,NaN,71,NaN,3
18054,,,,,NaN,NaN,,,,NaN,,NaN,
18055,100,85,16,86,NaN,NaN,39,114,54,NaN,72,NaN,3
18056,,,,,NaN,NaN,,,,NaN,,NaN,
18057,100,85,16,86,NaN,NaN,39,111,52,NaN,70,NaN,3
18058,,,,,NaN,NaN,,,,NaN,,NaN,
18059,100,85,16,86,NaN,NaN,39,112,53,NaN,71,NaN,3
18060,,,,,NaN,NaN,,,,NaN,,NaN,
18061,100,85,16,86,NaN,NaN,39,112,53,NaN,71,NaN,3
18062,,,,,NaN,NaN,,,,NaN,,NaN,
18063,100,85,16,86,NaN,NaN,39,113,53,NaN,71,NaN,3
18064,,,,,NaN,NaN,,,,NaN,,NaN,
18065,100,85,16,86,NaN,NaN,39,111,52,NaN,70,NaN,3
18066,,,,,NaN,NaN,,,,NaN,,NaN,
18067,100,85,16,86,NaN,NaN,39,112,52,NaN,71,NaN,3
18068,,,,,NaN,NaN,,,,NaN,,NaN,
18069,100,85,16,85,NaN,NaN,39,111,53,NaN,71,NaN,3
18070,,,,,NaN,NaN,,,,NaN,,NaN,
18071,100,85,16,85,NaN,NaN,39,113,53,NaN,71,NaN,3
18072,,,,,NaN,NaN,,,,NaN,,NaN,
18073,100,84,16,85,NaN,NaN,40,111,53,NaN,70,NaN,3
18074,,,,,NaN,NaN,,,,NaN,,NaN,
18075,100,84,16,85,NaN,NaN,40,112,52,NaN,71,NaN,3
18076,,,,,NaN,NaN,,,,NaN,,NaN,
18077,100,84,16,85,NaN,NaN,40,112,53,NaN,71,NaN,3
18078,,,,,NaN,NaN,,,,NaN,,NaN,
18079,100,85,16,85,NaN,NaN,40,111,51,NaN,71,NaN,3
18080,,,,,NaN,NaN,,,,NaN,,NaN,
18081,100,85,16,85,NaN,NaN,40,111,52,NaN,70,NaN,3
18082,,,,,NaN,NaN,,,,NaN,,NaN,
18083,100,84,16,85,NaN,NaN,40,109,50,NaN,69,NaN,3
18084,,,,,NaN,NaN,,,,NaN,,NaN,
18085,100,83,16,84,NaN,NaN,39,108,50,NaN,69,NaN,3
18086,,,,,NaN,NaN,,,,NaN,,NaN,
18087,100,82,16,83,NaN,NaN,39,104,49,NaN,67,NaN,3
18088,,,,,NaN,NaN,,,,NaN,,NaN,
18089,100,82,16,83,NaN,NaN,39,104,49,NaN,67,NaN,3
18090,,,,,NaN,NaN,,,,NaN,,NaN,
18091,100,83,16,83,NaN,NaN,39,100,48,NaN,65,NaN,3
18092,,,,,NaN,NaN,,,,NaN,,NaN,
18093,100,84,16,84,NaN,NaN,39,101,49,NaN,65,NaN,3
18094,,,,,NaN,NaN,,,,NaN,,NaN,
18095,100,84,16,84,NaN,NaN,39,101,49,NaN,65,NaN,3
18096,,,,,NaN,NaN,,,,NaN,,NaN,
18097,100,85,16,85,NaN,NaN,39,102,49,NaN,66,NaN,3
18098,,,,,NaN,NaN,,,,NaN,,NaN,
18099,100,86,16,86,NaN,NaN,39,101,50,NaN,66,NaN,3
18100,,,,,NaN,NaN,,,,NaN,,NaN,
18101,100,86,16,86,NaN,NaN,39,103,50,NaN,66,NaN,3
18102,,,,,NaN,NaN,,,,NaN,,NaN,
18103,100,86,16,86,NaN,NaN,39,103,51,NaN,67,NaN,3
18104,,,,,NaN,NaN,,,,NaN,,NaN,
18105,100,86,16,86,NaN,NaN,40,104,51,NaN,67,NaN,3
18106,,,,,NaN,NaN,,,,NaN,,NaN,
18107,100,86,16,86,NaN,NaN,40,106,52,NaN,68,NaN,3
18108,,,,,NaN,NaN,,,,NaN,,NaN,
18109,100,86,16,86,NaN,NaN,40,105,51,NaN,68,NaN,3
18110,,,,,NaN,NaN,,,,NaN,,NaN,
18111,100,85,16,86,NaN,NaN,39,105,51,NaN,68,NaN,4
18112,,,,,NaN,NaN,,,,NaN,,NaN,
18113,100,85,16,86,NaN,NaN,39,104,51,NaN,68,NaN,4
18114,,,,,NaN,NaN,,,,NaN,,NaN,
18115,100,85,16,86,NaN,NaN,39,107,52,NaN,69,NaN,3
18116,,,,,NaN,NaN,,,,NaN,,NaN,
18117,100,86,16,86,NaN,NaN,39,105,52,NaN,69,NaN,3
18118,,,,,NaN,NaN,,,,NaN,,NaN,
18119,100,85,16,86,NaN,NaN,39,107,53,NaN,70,NaN,3
18120,,,,,NaN,NaN,,,,NaN,,NaN,
18121,100,85,16,86,NaN,NaN,39,106,52,NaN,70,NaN,3
18122,,,,,NaN,NaN,,,,NaN,,NaN,
18123,100,85,16,86,NaN,NaN,39,108,53,NaN,70,NaN,3
18124,,,,,NaN,NaN,,,,NaN,,NaN,
18125,100,86,16,86,NaN,NaN,39,106,52,NaN,69,NaN,3
18126,,,,,NaN,NaN,,,,NaN,,NaN,
18127,100,85,16,86,NaN,NaN,39,108,51,NaN,70,NaN,3
18128,,,,,NaN,NaN,,,,NaN,,NaN,
18129,100,85,16,86,NaN,NaN,39,108,51,NaN,70,NaN,3
18130,,,,,NaN,NaN,,,,NaN,,NaN,
18131,100,84,16,85,NaN,NaN,39,105,50,NaN,68,NaN,3
18132,,,,,NaN,NaN,,,,NaN,,NaN,
18133,100,84,16,85,NaN,NaN,39,105,51,NaN,68,NaN,3
18134,,,,,NaN,NaN,,,,NaN,,NaN,
18135,100,85,16,85,NaN,NaN,39,106,51,NaN,68,NaN,3
18136,,,,,NaN,NaN,,,,NaN,,NaN,
18137,100,85,16,86,NaN,NaN,40,105,51,NaN,68,NaN,4
18138,,,,,NaN,NaN,,,,NaN,,NaN,
18139,100,86,16,86,NaN,NaN,40,106,51,NaN,68,NaN,4
18140,,,,,NaN,NaN,,,,NaN,,NaN,
18141,100,86,16,87,NaN,NaN,40,107,52,NaN,69,NaN,4
18142,,,,,NaN,NaN,,,,NaN,,NaN,
18143,100,86,16,87,NaN,NaN,39,107,51,NaN,69,NaN,4
18144,,,,,NaN,NaN,,,,NaN,,NaN,
18145,100,86,16,87,NaN,NaN,39,109,52,NaN,70,NaN,4
18146,,,,,NaN,NaN,,,,NaN,,NaN,
18147,100,86,16,86,NaN,NaN,39,107,52,NaN,69,NaN,4
18148,,,,,NaN,NaN,,,,NaN,,NaN,
18149,100,84,16,85,NaN,NaN,39,109,53,NaN,70,NaN,4
18150,,,,,NaN,NaN,,,,NaN,,NaN,
18151,100,84,16,85,NaN,NaN,39,107,52,NaN,70,NaN,4
18152,,,,,NaN,NaN,,,,NaN,,NaN,
18153,100,84,16,85,NaN,NaN,39,110,53,NaN,71,NaN,4
18154,,,,,NaN,NaN,,,,NaN,,NaN,
18155,100,85,16,85,NaN,NaN,39,108,52,NaN,70,NaN,3
18156,,,,,NaN,NaN,,,,NaN,,NaN,
18157,100,85,16,86,NaN,NaN,40,109,52,NaN,70,NaN,3
18158,,,,,NaN,NaN,,,,NaN,,NaN,
18159,100,86,16,86,NaN,NaN,40,107,52,NaN,70,NaN,3
18160,,,,,NaN,NaN,,,,NaN,,NaN,
18161,100,86,16,86,NaN,NaN,40,109,53,NaN,70,NaN,3
18162,,,,,NaN,NaN,,,,NaN,,NaN,
18163,100,86,16,86,NaN,NaN,39,109,53,NaN,70,NaN,3
18164,,,,,NaN,NaN,,,,NaN,,NaN,
18165,100,86,16,87,NaN,NaN,39,110,54,NaN,72,NaN,3
18166,,,,,NaN,NaN,,,,NaN,,NaN,
18167,100,86,16,87,NaN,NaN,39,111,56,NaN,72,NaN,3
18168,,,,,NaN,NaN,,,,NaN,,NaN,
18169,100,86,16,87,NaN,NaN,39,109,54,NaN,71,NaN,3
18170,,,,,NaN,NaN,,,,NaN,,NaN,
18171,100,85,16,86,NaN,NaN,39,115,49,NaN,71,NaN,4
18172,,,,,NaN,NaN,,,,NaN,,NaN,
18173,100,83,16,84,NaN,NaN,39,110,51,NaN,70,NaN,4
18174,,,,,NaN,NaN,,,,NaN,,NaN,
18175,100,80,16,82,NaN,NaN,39,109,52,NaN,70,NaN,3
18176,,,,,NaN,NaN,,,,NaN,,NaN,
18177,100,81,16,81,NaN,NaN,40,107,51,NaN,70,NaN,3
18178,,,,,NaN,NaN,,,,NaN,,NaN,
18179,100,82,16,82,NaN,NaN,40,109,52,NaN,70,NaN,3
18180,,,,,NaN,NaN,,,,NaN,,NaN,
18181,100,84,16,84,NaN,NaN,40,106,50,NaN,68,NaN,3
18182,,,,,NaN,NaN,,,,NaN,,NaN,
18183,100,84,16,85,NaN,NaN,38,106,50,NaN,68,NaN,3
18184,,,,,NaN,NaN,,,,NaN,,NaN,
18185,100,84,16,85,NaN,NaN,38,103,49,NaN,67,NaN,3
18186,,,,,NaN,NaN,,,,NaN,,NaN,
18187,100,83,16,84,NaN,NaN,38,103,49,NaN,67,NaN,3
18188,,,,,NaN,NaN,,,,NaN,,NaN,
18189,100,84,16,84,NaN,NaN,38,100,49,NaN,66,NaN,3
18190,,,,,NaN,NaN,,,,NaN,,NaN,
18191,100,84,16,84,NaN,NaN,38,101,49,NaN,66,NaN,3
18192,,,,,NaN,NaN,,,,NaN,,NaN,
18193,100,84,16,85,NaN,NaN,38,100,50,NaN,66,NaN,3
18194,,,,,NaN,NaN,,,,NaN,,NaN,
18195,100,85,16,85,NaN,NaN,40,101,49,NaN,66,NaN,3
18196,,,,,NaN,NaN,,,,NaN,,NaN,
18197,100,85,16,85,NaN,NaN,40,103,50,NaN,67,NaN,4
18198,,,,,NaN,NaN,,,,NaN,,NaN,
18199,100,85,16,86,NaN,NaN,40,102,49,NaN,67,NaN,4
18200,,,,,NaN,NaN,,,,NaN,,NaN,
18201,100,85,16,86,NaN,NaN,40,103,51,NaN,67,NaN,4
18202,,,,,NaN,NaN,,,,NaN,,NaN,
18203,100,85,16,86,NaN,NaN,40,102,50,NaN,67,NaN,4
18204,,,,,NaN,NaN,,,,NaN,,NaN,
18205,100,85,16,86,NaN,NaN,40,103,50,NaN,68,NaN,4
18206,,,,,NaN,NaN,,,,NaN,,NaN,
18207,100,85,16,86,NaN,NaN,40,101,50,NaN,67,NaN,4
18208,,,,,NaN,NaN,,,,NaN,,NaN,
18209,100,84,16,85,NaN,NaN,40,103,50,NaN,68,NaN,4
18210,,,,,NaN,NaN,,,,NaN,,NaN,
18211,100,85,16,85,NaN,NaN,40,101,50,NaN,67,NaN,4
18212,,,,,NaN,NaN,,,,NaN,,NaN,
18213,100,85,16,86,NaN,NaN,40,104,52,NaN,69,NaN,3
18214,,,,,NaN,NaN,,,,NaN,,NaN,
18215,100,86,16,86,NaN,NaN,39,103,51,NaN,68,NaN,3
18216,,,,,NaN,NaN,,,,NaN,,NaN,
18217,100,86,16,86,NaN,NaN,39,104,51,NaN,68,NaN,3
18218,,,,,NaN,NaN,,,,NaN,,NaN,
18219,100,85,16,86,NaN,NaN,39,104,51,NaN,68,NaN,3
18220,,,,,NaN,NaN,,,,NaN,,NaN,
18221,100,85,16,86,NaN,NaN,39,104,51,NaN,69,NaN,3
18222,,,,,NaN,NaN,,,,NaN,,NaN,
18223,100,85,16,86,NaN,NaN,39,105,52,NaN,69,NaN,3
18224,,,,,NaN,NaN,,,,NaN,,NaN,
18225,100,86,16,86,NaN,NaN,39,106,52,NaN,69,NaN,3
18226,,,,,NaN,NaN,,,,NaN,,NaN,
18227,100,86,16,87,NaN,NaN,39,106,53,NaN,70,NaN,3
18228,,,,,NaN,NaN,,,,NaN,,NaN,
18229,100,87,16,87,NaN,NaN,39,107,53,NaN,70,NaN,3
18230,,,,,NaN,NaN,,,,NaN,,NaN,
18231,100,86,16,87,NaN,NaN,39,108,55,NaN,71,NaN,4
18232,,,,,NaN,NaN,,,,NaN,,NaN,
18233,100,86,16,87,NaN,NaN,39,107,53,NaN,71,NaN,4
18234,,,,,NaN,NaN,,,,NaN,,NaN,
18235,100,86,16,87,NaN,NaN,40,108,52,NaN,71,NaN,4
18236,,,,,NaN,NaN,,,,NaN,,NaN,
18237,100,85,16,86,NaN,NaN,40,106,52,NaN,70,NaN,4
18238,,,,,NaN,NaN,,,,NaN,,NaN,
18239,100,85,16,86,NaN,NaN,40,108,53,NaN,71,NaN,4
18240,,,,,NaN,NaN,,,,NaN,,NaN,
18241,100,85,16,86,NaN,NaN,39,106,53,NaN,70,NaN,4
18242,,,,,NaN,NaN,,,,NaN,,NaN,
18243,100,86,16,86,NaN,NaN,39,108,53,NaN,71,NaN,3
18244,,,,,NaN,NaN,,,,NaN,,NaN,
18245,100,86,16,86,NaN,NaN,39,107,52,NaN,70,NaN,3
18246,,,,,NaN,NaN,,,,NaN,,NaN,
18247,100,86,16,86,NaN,NaN,39,108,53,NaN,71,NaN,3
18248,,,,,NaN,NaN,,,,NaN,,NaN,
18249,100,86,16,86,NaN,NaN,39,106,53,NaN,70,NaN,3
18250,,,,,NaN,NaN,,,,NaN,,NaN,
18251,100,85,16,86,NaN,NaN,39,106,52,NaN,70,NaN,3
18252,,,,,NaN,NaN,,,,NaN,,NaN,
18253,100,85,16,86,NaN,NaN,39,107,53,NaN,70,NaN,3
18254,,,,,NaN,NaN,,,,NaN,,NaN,
18255,100,86,16,86,NaN,NaN,40,106,52,NaN,70,NaN,3
18256,,,,,NaN,NaN,,,,NaN,,NaN,
18257,100,86,16,87,NaN,NaN,40,107,53,NaN,70,NaN,3
18258,,,,,NaN,NaN,,,,NaN,,NaN,
18259,100,86,16,87,NaN,NaN,40,106,52,NaN,70,NaN,3
18260,,,,,NaN,NaN,,,,NaN,,NaN,
18261,100,86,16,86,NaN,NaN,39,106,54,NaN,71,NaN,4
18262,,,,,NaN,NaN,,,,NaN,,NaN,
18263,100,85,16,86,NaN,NaN,39,106,53,NaN,70,NaN,4
18264,,,,,NaN,NaN,,,,NaN,,NaN,
18265,100,85,16,86,NaN,NaN,39,107,54,NaN,71,NaN,4
18266,,,,,NaN,NaN,,,,NaN,,NaN,
18267,100,86,16,86,NaN,NaN,39,107,54,NaN,71,NaN,4
18268,,,,,NaN,NaN,,,,NaN,,NaN,
18269,100,86,16,87,NaN,NaN,39,110,55,NaN,73,NaN,4
18270,,,,,NaN,NaN,,,,NaN,,NaN,
18271,100,86,16,87,NaN,NaN,39,107,54,NaN,72,NaN,4
18272,,,,,NaN,NaN,,,,NaN,,NaN,
18273,100,86,16,86,NaN,NaN,39,108,54,NaN,72,NaN,3
18274,,,,,NaN,NaN,,,,NaN,,NaN,
18275,100,85,16,86,NaN,NaN,39,104,53,NaN,71,NaN,3
18276,,,,,NaN,NaN,,,,NaN,,NaN,
18277,100,86,16,86,NaN,NaN,39,105,52,NaN,71,NaN,3
18278,,,,,NaN,NaN,,,,NaN,,NaN,
18279,100,86,16,86,NaN,NaN,39,104,52,NaN,69,NaN,3
18280,,,,,NaN,NaN,,,,NaN,,NaN,
18281,100,86,16,87,NaN,NaN,39,105,52,NaN,70,NaN,3
18282,,,,,NaN,NaN,,,,NaN,,NaN,
18283,100,87,16,87,NaN,NaN,39,104,53,NaN,70,NaN,3
18284,,,,,NaN,NaN,,,,NaN,,NaN,
18285,100,87,16,87,NaN,NaN,39,104,51,NaN,69,NaN,3
18286,,,,,NaN,NaN,,,,NaN,,NaN,
18287,100,86,16,87,NaN,NaN,40,105,52,NaN,70,NaN,3
18288,,,,,NaN,NaN,,,,NaN,,NaN,
18289,100,86,16,86,NaN,NaN,40,104,49,NaN,70,NaN,3
18290,,,,,NaN,NaN,,,,NaN,,NaN,
18291,100,85,16,86,NaN,NaN,40,104,53,NaN,70,NaN,3
18292,,,,,NaN,NaN,,,,NaN,,NaN,
18293,100,85,16,86,NaN,NaN,40,111,51,NaN,69,NaN,3
18294,,,,,NaN,NaN,,,,NaN,,NaN,
18295,100,85,16,86,NaN,NaN,39,104,51,NaN,68,NaN,4
18296,,,,,NaN,NaN,,,,NaN,,NaN,
18297,100,85,16,86,NaN,NaN,39,104,51,NaN,68,NaN,4
18298,,,,,NaN,NaN,,,,NaN,,NaN,
18299,100,85,16,86,NaN,NaN,39,103,51,NaN,67,NaN,4
18300,,,,,NaN,NaN,,,,NaN,,NaN,
18301,100,84,16,85,NaN,NaN,39,101,50,NaN,66,NaN,4
18302,,,,,NaN,NaN,,,,NaN,,NaN,
18303,100,85,16,85,NaN,NaN,39,102,51,NaN,67,NaN,3
18304,,,,,NaN,NaN,,,,NaN,,NaN,
18305,100,85,16,85,NaN,NaN,39,99,50,NaN,65,NaN,3
18306,,,,,NaN,NaN,,,,NaN,,NaN,
18307,100,85,16,85,NaN,NaN,39,103,51,NaN,67,NaN,3
18308,,,,,NaN,NaN,,,,NaN,,NaN,
18309,100,85,16,86,NaN,NaN,39,105,53,NaN,68,NaN,3
18310,,,,,NaN,NaN,,,,NaN,,NaN,
18311,100,86,16,86,NaN,NaN,39,109,55,NaN,71,NaN,3
18312,,,,,NaN,NaN,,,,NaN,,NaN,
18313,100,86,16,87,NaN,NaN,39,114,58,NaN,73,NaN,4
18314,,,,,NaN,NaN,,,,NaN,,NaN,
18315,100,87,16,87,NaN,NaN,39,113,57,NaN,74,NaN,4
18316,,,,,NaN,NaN,,,,NaN,,NaN,
18317,100,86,16,87,NaN,NaN,39,113,58,NaN,75,NaN,6
18318,,,,,NaN,NaN,,,,NaN,,NaN,
18319,100,86,16,87,NaN,NaN,39,111,56,NaN,74,NaN,6
18320,,,,,NaN,NaN,,,,NaN,,NaN,
18321,100,85,16,86,NaN,NaN,39,113,58,NaN,75,NaN,6
18322,,,,,NaN,NaN,,,,NaN,,NaN,
18323,100,86,16,86,NaN,NaN,39,113,57,NaN,75,NaN,6
18324,,,,,NaN,NaN,,,,NaN,,NaN,
18325,100,85,16,86,NaN,NaN,39,114,58,NaN,76,NaN,6
18326,,,,,NaN,NaN,,,,NaN,,NaN,
18327,100,85,16,86,NaN,NaN,39,112,56,NaN,75,NaN,6
18328,,,,,NaN,NaN,,,,NaN,,NaN,
18329,100,85,16,86,NaN,NaN,39,115,57,NaN,76,NaN,6
18330,,,,,NaN,NaN,,,,NaN,,NaN,
18331,100,85,16,86,NaN,NaN,39,113,57,NaN,75,NaN,6
18332,,,,,NaN,NaN,,,,NaN,,NaN,
18333,100,85,16,86,NaN,NaN,39,115,58,NaN,76,NaN,6
18334,,,,,NaN,NaN,,,,NaN,,NaN,
18335,100,85,16,86,NaN,NaN,39,113,57,NaN,75,NaN,6
18336,,,,,NaN,NaN,,,,NaN,,NaN,
18337,100,85,16,85,NaN,NaN,39,115,57,NaN,76,NaN,6
18338,,,,,NaN,NaN,,,,NaN,,NaN,
18339,100,85,16,85,NaN,NaN,39,113,57,NaN,75,NaN,6
18340,,,,,NaN,NaN,,,,NaN,,NaN,
18341,100,84,16,85,NaN,NaN,39,114,56,NaN,75,NaN,6
18342,,,,,NaN,NaN,,,,NaN,,NaN,
18343,100,85,16,85,NaN,NaN,39,115,58,NaN,75,NaN,6
18344,,,,,NaN,NaN,,,,NaN,,NaN,
18345,100,85,16,86,NaN,NaN,39,116,57,NaN,76,NaN,6
18346,,,,,NaN,NaN,,,,NaN,,NaN,
18347,100,85,16,86,NaN,NaN,39,115,53,NaN,76,NaN,5
18348,,,,,NaN,NaN,,,,NaN,,NaN,
18349,100,85,16,86,NaN,NaN,39,116,57,NaN,76,NaN,5
18350,,,,,NaN,NaN,,,,NaN,,NaN,
18351,100,84,16,85,NaN,NaN,39,120,59,NaN,77,NaN,6
18352,,,,,NaN,NaN,,,,NaN,,NaN,
18353,100,84,16,85,NaN,NaN,39,120,59,NaN,77,NaN,6
18354,,,,,NaN,NaN,,,,NaN,,NaN,
18355,100,84,16,85,NaN,NaN,39,118,56,NaN,77,NaN,6
18356,,,,,NaN,NaN,,,,NaN,,NaN,
18357,100,83,16,83,NaN,NaN,39,117,56,NaN,76,NaN,6
18358,,,,,NaN,NaN,,,,NaN,,NaN,
18359,100,81,16,83,NaN,NaN,39,119,57,NaN,76,NaN,6
18360,,,,,NaN,NaN,,,,NaN,,NaN,
18361,100,81,16,82,NaN,NaN,39,116,56,NaN,75,NaN,6
18362,,,,,NaN,NaN,,,,NaN,,NaN,
18363,100,82,16,82,NaN,NaN,39,118,56,NaN,75,NaN,6
18364,,,,,NaN,NaN,,,,NaN,,NaN,
18365,100,84,16,82,NaN,NaN,42,115,55,NaN,74,NaN,6
18366,,,,,NaN,NaN,,,,NaN,,NaN,
18367,100,84,16,85,NaN,NaN,42,116,55,NaN,74,NaN,6
18368,,,,,NaN,NaN,,,,NaN,,NaN,
18369,100,85,16,85,NaN,NaN,42,114,55,NaN,74,NaN,6
