time,Solar8000/PLETH_SPO2,Solar8000/HR,Solar8000/RR_CO2,Solar8000/PLETH_HR,SNUADC/ECG_II,SNUADC/ART,Solar8000/ETCO2,Solar8000/ART_SBP,Solar8000/ART_DBP,SNUADC/CVP,Solar8000/ART_MBP,SNUADC/ECG_V5,Solar8000/CVP
0,,,,,NaN,NaN,,,,NaN,,NaN,
1,97,89,,91,-4.9562602043151855,-496.78717041015625,,-8,-8,-495.6260070800781,-8,-4.9562602043151855,-15
2,,,,,-4.956240177154541,-496.7851867675781,,,,-495.6240234375,,-4.956240177154541,
3,97,88,,89,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
4,,,,,NaN,NaN,,,,NaN,,NaN,
5,98,88,,88,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
6,,,,,NaN,NaN,,,,NaN,,NaN,
7,98,87,,87,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
8,,,,,NaN,NaN,,,,NaN,,NaN,
9,98,85,,87,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
10,,,,,NaN,NaN,,,,NaN,,NaN,
11,98,85,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
12,,,,,NaN,NaN,,,,NaN,,NaN,
13,98,85,,85,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
14,,,,,NaN,NaN,,,,NaN,,NaN,
15,98,85,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
16,,,,,NaN,NaN,,,,NaN,,NaN,
17,98,85,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
18,,,,,NaN,NaN,,,,NaN,,NaN,
19,98,84,,85,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
20,,,,,NaN,NaN,,,,NaN,,NaN,
21,98,85,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-16
22,,,,,NaN,NaN,,,,NaN,,NaN,
23,98,86,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-16
24,,,,,NaN,NaN,,,,NaN,,NaN,
25,98,87,,87,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
26,,,,,NaN,NaN,,,,NaN,,NaN,
27,98,87,,87,NaN,NaN,,-8,-8,NaN,-8,NaN,-15
28,,,,,NaN,NaN,,,,NaN,,NaN,
29,98,86,,87,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
30,,,,,NaN,NaN,,,,NaN,,NaN,
31,99,85,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
32,,,,,NaN,NaN,,,,NaN,,NaN,
33,99,86,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
34,,,,,NaN,NaN,,,,NaN,,NaN,
35,99,86,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
36,,,,,NaN,NaN,,,,NaN,,NaN,
37,99,85,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
38,,,,,NaN,NaN,,,,NaN,,NaN,
39,99,85,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
40,,,,,NaN,NaN,,,,NaN,,NaN,
41,99,86,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
42,,,,,NaN,NaN,,,,NaN,,NaN,
43,98,87,,87,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
44,,,,,NaN,NaN,,,,NaN,,NaN,
45,98,88,,87,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
46,,,,,NaN,NaN,,,,NaN,,NaN,
47,98,87,,88,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
48,,,,,NaN,NaN,,,,NaN,,NaN,
49,99,87,,88,NaN,NaN,,-6,-12,NaN,-8,NaN,-14
50,,,,,NaN,NaN,,,,NaN,,NaN,
51,99,86,,88,NaN,NaN,,-6,-12,NaN,-8,NaN,-14
52,,,,,NaN,NaN,,,,NaN,,NaN,
53,97,85,,87,NaN,NaN,,-6,-12,NaN,-8,NaN,-14
54,,,,,NaN,NaN,,,,NaN,,NaN,
55,96,85,,87,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
56,,,,,NaN,NaN,,,,NaN,,NaN,
57,97,86,,87,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
58,,,,,NaN,NaN,,,,NaN,,NaN,
59,98,87,,86,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
60,,,,,NaN,NaN,,,,NaN,,NaN,
61,98,88,,89,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
62,,,,,NaN,NaN,,,,NaN,,NaN,
63,98,89,,90,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
64,,,,,NaN,NaN,,,,NaN,,NaN,
65,98,90,,91,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
66,,,,,NaN,NaN,,,,NaN,,NaN,
67,99,91,,92,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
68,,,,,NaN,NaN,,,,NaN,,NaN,
69,99,91,,91,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
70,,,,,NaN,NaN,,,,NaN,,NaN,
71,99,90,,91,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
72,,,,,NaN,NaN,,,,NaN,,NaN,
73,99,89,,90,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
74,,,,,NaN,NaN,,,,NaN,,NaN,
75,98,87,,91,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
76,,,,,NaN,NaN,,,,NaN,,NaN,
77,98,87,,91,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
78,,,,,NaN,NaN,,,,NaN,,NaN,
79,97,87,,90,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
80,,,,,NaN,NaN,,,,NaN,,NaN,
81,98,87,,90,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
82,,,,,NaN,NaN,,,,NaN,,NaN,
83,98,88,,90,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
84,,,,,NaN,NaN,,,,NaN,,NaN,
85,98,88,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
86,,,,,NaN,NaN,,,,NaN,,NaN,
87,99,87,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
88,,,,,NaN,NaN,,,,NaN,,NaN,
89,99,89,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
90,,,,,NaN,NaN,,,,NaN,,NaN,
91,99,88,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
92,,,,,NaN,NaN,,,,NaN,,NaN,
93,98,88,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
94,,,,,NaN,NaN,,,,NaN,,NaN,
95,98,88,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
96,,,,,NaN,NaN,,,,NaN,,NaN,
97,99,88,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
98,,,,,NaN,NaN,,,,NaN,,NaN,
99,98,88,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
100,,,,,NaN,NaN,,,,NaN,,NaN,
101,98,88,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
102,,,,,NaN,NaN,,,,NaN,,NaN,
103,98,88,,88,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
104,,,,,NaN,NaN,,,,NaN,,NaN,
105,99,88,,89,NaN,NaN,,-8,-8,NaN,-8,NaN,-14
106,,,,,NaN,NaN,,,,NaN,,NaN,
107,98,90,,90,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
108,,,,,NaN,NaN,,,,NaN,,NaN,
109,98,92,,91,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
110,,,,,NaN,NaN,,,,NaN,,NaN,
111,98,92,,92,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
112,,,,,NaN,NaN,,,,NaN,,NaN,
113,99,89,,91,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
114,,,,,NaN,NaN,,,,NaN,,NaN,
115,99,87,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
116,,,,,NaN,NaN,,,,NaN,,NaN,
117,99,87,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
118,,,,,NaN,NaN,,,,NaN,,NaN,
119,99,87,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
120,,,,,NaN,NaN,,,,NaN,,NaN,
121,99,88,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
122,,,,,NaN,NaN,,,,NaN,,NaN,
123,99,88,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
124,,,,,NaN,NaN,,,,NaN,,NaN,
125,99,88,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-14
126,,,,,NaN,NaN,,,,NaN,,NaN,
127,99,88,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
128,,,,,NaN,NaN,,,,NaN,,NaN,
129,99,88,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
130,,,,,NaN,NaN,,,,NaN,,NaN,
131,99,88,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
132,,,,,NaN,NaN,,,,NaN,,NaN,
133,99,89,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
134,,,,,NaN,NaN,,,,NaN,,NaN,
135,99,90,,90,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
136,,,,,NaN,NaN,,,,NaN,,NaN,
137,100,89,,90,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
138,,,,,NaN,NaN,,,,NaN,,NaN,
139,100,88,,89,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
140,,,,,NaN,NaN,,,,NaN,,NaN,
141,100,87,,88,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
142,,,,,NaN,NaN,,,,NaN,,NaN,
143,100,85,,86,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
144,,,,,NaN,NaN,,,,NaN,,NaN,
145,100,84,,85,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
146,,,,,NaN,NaN,,,,NaN,,NaN,
147,100,82,,83,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
148,,,,,NaN,NaN,,,,NaN,,NaN,
149,100,81,,81,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
150,,,,,NaN,NaN,,,,NaN,,NaN,
151,99,81,,82,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
152,,,,,NaN,NaN,,,,NaN,,NaN,
153,99,81,,82,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
154,,,,,NaN,NaN,,,,NaN,,NaN,
155,100,81,,83,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
156,,,,,NaN,NaN,,,,NaN,,NaN,
157,100,81,,83,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
158,,,,,NaN,NaN,,,,NaN,,NaN,
159,100,79,,81,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
160,,,,,NaN,NaN,,,,NaN,,NaN,
161,100,77,,78,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
162,,,,,NaN,NaN,,,,NaN,,NaN,
163,100,76,,77,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
164,,,,,NaN,NaN,,,,NaN,,NaN,
165,100,74,,75,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
166,,,,,NaN,NaN,,,,NaN,,NaN,
167,100,74,,75,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
168,,,,,NaN,NaN,,,,NaN,,NaN,
169,100,74,,74,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
170,,,,,NaN,NaN,,,,NaN,,NaN,
171,98,73,,74,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
172,,,,,NaN,NaN,,,,NaN,,NaN,
173,100,72,,74,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
174,,,,,NaN,NaN,,,,NaN,,NaN,
175,100,71,,73,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
176,,,,,NaN,NaN,,,,NaN,,NaN,
177,100,71,,72,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
178,,,,,NaN,NaN,,,,NaN,,NaN,
179,100,71,,72,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
180,,,,,NaN,NaN,,,,NaN,,NaN,
181,100,71,,71,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
182,,,,,NaN,NaN,,,,NaN,,NaN,
183,100,70,,71,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
184,,,,,NaN,NaN,,,,NaN,,NaN,
185,100,69,,70,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
186,,,,,NaN,NaN,,,,NaN,,NaN,
187,100,68,,69,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
188,,,,,NaN,NaN,,,,NaN,,NaN,
189,100,67,,68,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
190,,,,,NaN,NaN,,,,NaN,,NaN,
191,100,67,,68,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
192,,,,,NaN,NaN,,,,NaN,,NaN,
193,100,67,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
194,,,,,NaN,NaN,,,,NaN,,NaN,
195,100,67,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
196,,,,,NaN,NaN,,,,NaN,,NaN,
197,100,67,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
198,,,,,NaN,NaN,,,,NaN,,NaN,
199,100,67,,68,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
200,,,,,NaN,NaN,,,,NaN,,NaN,
201,100,67,,68,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
202,,,,,NaN,NaN,,,,NaN,,NaN,
203,100,67,,68,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
204,,,,,NaN,NaN,,,,NaN,,NaN,
205,100,66,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
206,,,,,NaN,NaN,,,,NaN,,NaN,
207,100,66,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
208,,,,,NaN,NaN,,,,NaN,,NaN,
209,100,66,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
210,,,,,NaN,NaN,,,,NaN,,NaN,
211,100,67,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
212,,,,,NaN,NaN,,,,NaN,,NaN,
213,100,67,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
214,,,,,NaN,NaN,,,,NaN,,NaN,
215,100,67,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
216,,,,,NaN,NaN,,,,NaN,,NaN,
217,100,67,,67,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
218,,,,,NaN,NaN,,,,NaN,,NaN,
219,100,67,,68,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
220,,,,,NaN,NaN,,,,NaN,,NaN,
221,100,68,,68,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
222,,,,,NaN,NaN,,,,NaN,,NaN,
223,100,68,,68,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
224,,,,,NaN,NaN,,,,NaN,,NaN,
225,100,68,,69,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
226,,,,,NaN,NaN,,,,NaN,,NaN,
227,100,68,,69,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
228,,,,,NaN,NaN,,,,NaN,,NaN,
229,100,68,,69,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
230,,,,,NaN,NaN,,,,NaN,,NaN,
231,100,69,,69,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
232,,,,,NaN,NaN,,,,NaN,,NaN,
233,100,69,,69,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
234,,,,,NaN,NaN,,,,NaN,,NaN,
235,100,69,,69,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
236,,,,,NaN,NaN,,,,NaN,,NaN,
237,100,69,,69,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
238,,,,,NaN,NaN,,,,NaN,,NaN,
239,100,68,,69,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
240,,,,,NaN,NaN,,,,NaN,,NaN,
241,100,68,,69,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
242,,,,,NaN,NaN,,,,NaN,,NaN,
243,100,68,,68,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
244,,,,,NaN,NaN,,,,NaN,,NaN,
245,100,67,,68,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
246,,,,,NaN,NaN,,,,NaN,,NaN,
247,100,68,,68,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
248,,,,,NaN,NaN,,,,NaN,,NaN,
249,100,68,,68,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
250,,,,,NaN,NaN,,,,NaN,,NaN,
251,100,68,,69,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
252,,,,,NaN,NaN,,,,NaN,,NaN,
253,100,68,,69,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
254,,,,,NaN,NaN,,,,NaN,,NaN,
255,100,68,,69,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
256,,,,,NaN,NaN,,,,NaN,,NaN,
257,100,68,,68,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
258,,,,,NaN,NaN,,,,NaN,,NaN,
259,100,67,,68,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
260,,,,,NaN,NaN,,,,NaN,,NaN,
261,100,67,,68,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
262,,,,,NaN,NaN,,,,NaN,,NaN,
263,100,67,,68,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
264,,,,,NaN,NaN,,,,NaN,,NaN,
265,100,67,,67,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
266,,,,,NaN,NaN,,,,NaN,,NaN,
267,100,67,,67,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
268,,,,,NaN,NaN,,,,NaN,,NaN,
269,100,67,,67,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
270,,,,,NaN,NaN,,,,NaN,,NaN,
271,100,66,,67,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
272,,,,,NaN,NaN,,,,NaN,,NaN,
273,100,65,,66,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
274,,,,,NaN,NaN,,,,NaN,,NaN,
275,100,65,,66,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
276,,,,,NaN,NaN,,,,NaN,,NaN,
277,100,64,,65,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
278,,,,,NaN,NaN,,,,NaN,,NaN,
279,100,64,,65,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
280,,,,,NaN,NaN,,,,NaN,,NaN,
281,100,64,,65,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
282,,,,,NaN,NaN,,,,NaN,,NaN,
283,100,64,,65,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
284,,,,,NaN,NaN,,,,NaN,,NaN,
285,100,64,,65,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
286,,,,,NaN,NaN,,,,NaN,,NaN,
287,100,64,,65,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
288,,,,,NaN,NaN,,,,NaN,,NaN,
289,100,64,,65,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
290,,,,,NaN,NaN,,,,NaN,,NaN,
291,100,64,,64,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
292,,,,,NaN,NaN,,,,NaN,,NaN,
293,100,64,,65,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
294,,,,,NaN,NaN,,,,NaN,,NaN,
295,100,64,,64,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
296,,,,,NaN,NaN,,,,NaN,,NaN,
297,100,64,,64,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
298,,,,,NaN,NaN,,,,NaN,,NaN,
299,100,63,,64,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
300,,,,,NaN,NaN,,,,NaN,,NaN,
301,100,63,,64,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
302,,,,,NaN,NaN,,,,NaN,,NaN,
303,100,63,,63,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
304,,,,,NaN,NaN,,,,NaN,,NaN,
305,100,63,,63,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
306,,,,,NaN,NaN,,,,NaN,,NaN,
307,100,62,,63,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
308,,,,,NaN,NaN,,,,NaN,,NaN,
309,100,62,,63,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
310,,,,,NaN,NaN,,,,NaN,,NaN,
311,100,62,,62,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
312,,,,,NaN,NaN,,,,NaN,,NaN,
313,100,62,,62,NaN,NaN,,-9,-9,NaN,-9,NaN,-13
314,,,,,NaN,NaN,,,,NaN,,NaN,
315,100,62,,62,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
316,,,,,NaN,NaN,,,,NaN,,NaN,
317,100,63,,63,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
318,,,,,NaN,NaN,,,,NaN,,NaN,
319,100,64,,64,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
320,,,,,NaN,NaN,,,,NaN,,NaN,
321,100,64,,64,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
322,,,,,NaN,NaN,,,,NaN,,NaN,
323,100,64,,65,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
324,,,,,NaN,NaN,,,,NaN,,NaN,
325,100,63,,64,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
326,,,,,NaN,NaN,,,,NaN,,NaN,
327,100,62,,63,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
328,,,,,NaN,NaN,,,,NaN,,NaN,
329,100,60,,62,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
330,,,,,NaN,NaN,,,,NaN,,NaN,
331,100,60,,61,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
332,,,,,NaN,NaN,,,,NaN,,NaN,
333,100,60,,61,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
334,,,,,NaN,NaN,,,,NaN,,NaN,
335,100,62,,62,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
336,,,,,NaN,NaN,,,,NaN,,NaN,
337,100,65,,64,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
338,,,,,NaN,NaN,,,,NaN,,NaN,
339,100,68,,67,NaN,NaN,,-10,-10,NaN,-10,NaN,-13
340,,,,,NaN,NaN,,,,NaN,,NaN,
341,100,72,,71,NaN,NaN,25,-10,-10,NaN,-10,NaN,-13
342,,,,,NaN,NaN,,,,NaN,,NaN,
343,100,77,,76,NaN,NaN,25,-10,-10,NaN,-10,NaN,-13
344,,,,,NaN,NaN,,,,NaN,,NaN,
345,100,82,,81,NaN,NaN,25,-10,-10,NaN,-10,NaN,-13
346,,,,,NaN,NaN,,,,NaN,,NaN,
347,100,85,,83,NaN,NaN,25,-10,-10,NaN,-10,NaN,-13
348,,,,,NaN,NaN,,,,NaN,,NaN,
349,100,86,7,86,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
350,,,,,NaN,NaN,,,,NaN,,NaN,
351,100,87,7,87,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
352,,,,,NaN,NaN,,,,NaN,,NaN,
353,100,89,7,90,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
354,,,,,NaN,NaN,,,,NaN,,NaN,
355,100,91,6,91,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
356,,,,,NaN,NaN,,,,NaN,,NaN,
357,100,93,6,92,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
358,,,,,NaN,NaN,,,,NaN,,NaN,
359,100,93,6,93,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
360,,,,,NaN,NaN,,,,NaN,,NaN,
361,100,93,8,93,NaN,NaN,44,-10,-10,NaN,-10,NaN,-13
362,,,,,NaN,NaN,,,,NaN,,NaN,
363,100,92,8,93,NaN,NaN,44,-10,-10,NaN,-10,NaN,-13
364,,,,,NaN,NaN,,,,NaN,,NaN,
365,100,92,8,92,NaN,NaN,44,-10,-10,NaN,-10,NaN,-13
366,,,,,NaN,NaN,,,,NaN,,NaN,
367,100,90,10,92,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
368,,,,,NaN,NaN,,,,NaN,,NaN,
369,100,90,10,90,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
370,,,,,NaN,NaN,,,,NaN,,NaN,
371,100,90,10,91,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
372,,,,,NaN,NaN,,,,NaN,,NaN,
373,100,90,12,92,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
374,,,,,NaN,NaN,,,,NaN,,NaN,
375,100,89,12,92,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
376,,,,,NaN,NaN,,,,NaN,,NaN,
377,100,89,12,91,NaN,NaN,43,-10,-10,NaN,-10,NaN,-13
378,,,,,NaN,NaN,,,,NaN,,NaN,
379,100,88,13,89,NaN,NaN,44,-11,-11,NaN,-11,NaN,-13
380,,,,,NaN,NaN,,,,NaN,,NaN,
381,100,87,13,88,NaN,NaN,44,-11,-11,NaN,-11,NaN,-13
382,,,,,NaN,NaN,,,,NaN,,NaN,
383,100,85,13,86,NaN,NaN,44,-11,-11,NaN,-11,NaN,-13
384,,,,,NaN,NaN,,,,NaN,,NaN,
385,100,83,13,85,NaN,NaN,44,-11,-11,NaN,-11,NaN,-13
386,,,,,NaN,NaN,,,,NaN,,NaN,
387,100,81,13,83,NaN,NaN,44,9,-35,NaN,-9,NaN,-13
388,,,,,NaN,NaN,,,,NaN,,NaN,
389,100,80,13,81,NaN,NaN,44,43,-63,NaN,-4,NaN,-13
390,,,,,NaN,NaN,,,,NaN,,NaN,
391,100,79,13,80,NaN,NaN,44,107,-64,NaN,2,NaN,-13
392,,,,,NaN,NaN,,,,NaN,,NaN,
393,100,78,13,78,NaN,NaN,44,107,-64,NaN,2,NaN,-13
394,,,,,NaN,NaN,,,,NaN,,NaN,
395,100,77,13,78,NaN,NaN,44,4,-3,NaN,1,NaN,-13
396,,,,,NaN,NaN,,,,NaN,,NaN,
397,100,76,13,78,NaN,NaN,44,3,-1,NaN,1,NaN,-13
398,,,,,NaN,NaN,,,,NaN,,NaN,
399,100,75,13,77,NaN,NaN,44,2,1,NaN,1,NaN,-13
400,,,,,NaN,NaN,,,,NaN,,NaN,
401,100,74,13,77,NaN,NaN,44,5,-3,NaN,1,NaN,-13
402,,,,,NaN,NaN,,,,NaN,,NaN,
403,100,73,13,77,NaN,NaN,44,3,-2,NaN,0,NaN,-13
404,,,,,NaN,NaN,,,,NaN,,NaN,
405,100,72,13,76,NaN,NaN,44,3,-1,NaN,1,NaN,-13
406,,,,,NaN,NaN,,,,NaN,,NaN,
407,100,72,13,75,NaN,NaN,44,3,-1,NaN,1,NaN,-13
408,,,,,NaN,NaN,,,,NaN,,NaN,
409,100,71,13,73,NaN,NaN,44,3,-2,NaN,0,NaN,-13
410,,,,,NaN,NaN,,,,NaN,,NaN,
411,100,72,13,73,NaN,NaN,44,3,-2,NaN,0,NaN,-13
412,,,,,NaN,NaN,,,,NaN,,NaN,
413,100,73,13,73,NaN,NaN,44,1,1,NaN,1,NaN,-13
414,,,,,NaN,NaN,,,,NaN,,NaN,
415,100,76,13,75,NaN,NaN,44,,,NaN,1,NaN,-13
416,,,,,NaN,NaN,,,,NaN,,NaN,
417,100,80,13,79,NaN,NaN,43,,,NaN,1,NaN,-13
418,,,,,NaN,NaN,,,,NaN,,NaN,
419,100,83,13,81,NaN,NaN,43,,,NaN,1,NaN,-13
420,,,,,NaN,NaN,,,,NaN,,NaN,
421,100,85,13,84,NaN,NaN,43,,,NaN,0,NaN,-13
422,,,,,NaN,NaN,,,,NaN,,NaN,
